0.00478819-0.00936796j -0.00829859-0.00325358j 0.00871443+0.00127094j -0.00232979+0.00825718j -0.00621288+0.000954368j 0.00589591+0.00292359j -0.00134009+0.0112768j 0.00839436+0.00287888j -0.00477838-0.00483798j -0.00428107-0.00065707j 0.00359107+0.0134611j -0.0015264+0.00404725j 0.00397346-0.000385475j 0.000856082+0.00687512j -0.00949655-0.0042271j -0.00296257+0.000129053j 0.00145539-0.00135836j 0.00136494-0.00116288j 0.000832334+0.00522212j -0.00170925-0.00492024j -0.003001-0.00824182j 0.00295052-0.000221983j -0.00754727-0.00826589j -0.00540761+0.000426502j -0.00417004+0.00402737j -0.0075215-0.00271503j -0.0046061-0.00456687j -0.000640864+0.00313661j 0.00409736-0.00131887j -0.000787509-0.000911624j -0.00345114-0.0043538j 0.00133531-0.00147191j -0.00153161+0.000486785j 0.00115236-0.000129628j -0.0021276-0.000118394j 0.00290683+0.00434606j -0.00156881-0.000433944j 0.000619871+0.00070835j -0.00532277-0.000757184j 0.00150306-0.00148123j -0.00190547-0.00141455j 0.00273389-0.00269363j -0.00408644-0.0030597j -0.00196581+0.00401336j -0.00384765+0.00110977j 0.00341525-0.00260661j 0.00125549+0.00135521j -5.16024e-05+0.00109559j -0.000709705+0.00292468j 0.00736731+0.00209317j -0.000515552+0.000213404j 0.00170712+0.00420174j -0.00168758-0.00167569j 0.00241291+0.00217939j -0.00687951-0.00530161j -0.00277686+0.00743943j 0.0039674-0.00119336j -0.00189369-0.00755016j -0.00833423-0.00141934j -0.000241386+0.00677567j -0.0070667+0.0141992j 0.000954232+0.00287161j 0.00534936+0.0017772j -0.00081781+0.0120379j 0.00643608-0.00381146j -0.0046288+0.00406102j 0.00184505-0.0162404j 0.000913553+0.00531543j -0.000865418-0.00518854j -0.0157019-0.00653482j 0.0128122+0.0143379j 0.0045297-0.00745185j -0.0130292+0.0216062j 0.00375898+0.00199249j 0.0069782+0.00747121j 0.00277716+0.00370352j -0.00112918-0.0245563j -0.0113552-0.0180892j 0.0533585+0.00838655j -0.000327996-0.0654774j 0.00792538-0.0219982j 0.0244633+0.0257255j 0.0102172-0.0125008j 0.00287671-0.0156564j -0.0108055-0.00337809j 0.0176928+0.00104557j -0.00499158+0.0125489j -0.0283704-0.0134032j 0.0438009+0.000369696j 0.00807993+0.020841j 0.0825412-0.0149216j 0.0239076+0.0783999j 
0.000206816+0.00266286j -0.00850217-0.00151625j 0.00589677+0.0103645j -0.00139589-0.00838022j 0.000718906-0.00180813j 0.00685967+0.00193568j -0.00710848-0.00194057j -0.00444714+0.00443764j -0.00508826-0.00611354j 0.0138666-0.00734155j 0.00643924+0.0134271j -0.00484401-0.00233293j 0.00465164-0.00539019j -0.00175395-0.00672873j -0.00352621+1.7718e-05j -0.00930973-0.00816418j 0.0134714-0.00657745j 0.00147698-0.00757156j 0.0104882-0.000594168j 0.0143436+0.0136752j 0.00755475-0.0142967j 0.00445882+0.00669945j 0.00898293-0.00986053j -0.00158604+0.0174603j 0.00131368-0.0114323j -0.00374798+0.00746918j 0.000704107-0.000119051j 0.0143168-0.00830159j -0.0211318+0.010176j -0.0019565-0.00411427j 0.0130877+0.00671213j -0.0131611-0.00411214j -0.00410678+0.017076j -0.0114169+0.00373398j -0.00684515-0.00865591j 0.0117532-0.00757025j 0.00938927-0.0125159j 0.0115012-0.0143057j -0.0137261-0.000399348j -0.00937984+0.00102373j -0.0185797-0.0174427j -0.00359273+6.62499e-05j 0.0106498-0.00109574j -0.0190256-0.00824685j -0.0202991-0.0249901j 0.0153441-0.0100933j 0.00967458+0.000450373j 0.0028702+0.00243003j 0.0278762+0.000561821j 0.00523137-0.00329976j -0.017057+0.000432791j 0.0202865-0.0137751j 0.0196908+0.0127438j -0.00779126-0.00163301j -0.00812545+0.011868j -0.0106786-0.0123207j 0.0115829-0.0109794j -0.000774209+0.00373688j -0.00666807+0.0158745j 0.00463024+0.000698561j 0.0134687-0.00909619j 0.00652603-0.0100578j 0.00609196+0.00730106j -0.0149364-0.00250143j 0.00920291+0.0062354j 0.00591209+0.00248074j 0.00143693+0.00321813j 0.0059892+0.000807253j -0.00879473-0.00189006j -0.00112409+0.00709983j 0.00307708-0.0010011j -0.00564261+0.000917199j -0.00834296+0.00294886j -0.00826181-0.000529558j -0.0119216+0.00370849j 0.00276607-0.00771521j -0.00225293-0.00257739j 0.00226304+0.000629738j 0.00233998-0.0054486j 0.013185+0.00460946j -0.00729074+0.00425224j -0.0016193+0.00796449j 0.00584546-0.000582391j -0.00114391+0.0032802j 0.00396985+0.00782802j 0.00584324+0.00240897j 0.0016795+0.00281624j -0.00198457-0.00100675j -0.0124228+0.000516921j -0.00701253-0.0104728j 0.00697619+0.00150693j -3.38669e-05-0.00164818j 
0.00157258+0.00298609j -0.00427549-0.00147932j -0.00452889+0.000491612j 0.000367583+0.00208973j -0.00177667+0.00424151j -0.00336907-0.00230859j -0.0071324-0.00393344j -0.000238104-0.00556513j 0.00110561-0.0130809j 0.00508033-0.00673764j 0.00724729+0.00902771j 0.00898281+0.000848448j -0.00144544-0.00347482j -0.00615423+0.00166821j -0.00226018+0.00570825j 0.00528201-0.00334719j 0.00911905+0.00500284j 0.00516822-0.00986534j -0.0157277+0.0100379j 0.00242934+0.00483876j 0.00610621-0.00418756j -0.0187957+0.00323778j -0.0123916-0.00335523j -0.0121944+0.00521675j 0.00170253+0.0186764j 0.00669975+0.00341667j -0.00654736-0.00907511j 0.000388252+0.00244658j 0.0100613+0.0113902j 0.00394474-0.00350022j 0.0192918-0.0148886j -0.000520014-0.0067626j -0.0175662-0.000495337j -0.00316296+0.014243j 0.0119145+0.00206647j 0.0270734-0.0183402j 0.0119605+0.00511762j -0.00358417+0.0035355j -0.00450797-0.0168559j 0.00196407-0.00522154j -0.0141573-0.00136472j -0.0135207+0.0210269j 0.00872806-0.00633984j 0.0192975-0.0110597j 0.00923988-0.00219211j -0.0300555+0.0059764j -0.00956386-7.60856e-05j -0.0026963+9.99198e-05j -0.0254231+0.00231109j -0.0044908+0.00234057j -0.014209-0.0187826j -0.0129905-0.0105607j 0.00262737-0.0113232j -0.000416777-9.209e-05j -0.00712528-0.0111409j -0.0104225+0.0157836j -0.00717553-0.0120924j -0.00456848-0.00269559j 0.000986683-0.00506716j 0.011819-0.00464955j -0.0110473+0.00279789j 0.00106897+0.00259965j 0.0154163+0.00928834j -0.0097611-0.00180744j 0.0154916-0.0060064j 0.00627701-0.00596398j -0.00374559-0.00215921j -0.00143046-0.000643336j 0.00581856+0.0137987j -0.00104208-0.0013075j 0.00167342-0.00313126j -0.00353912+0.0027653j -0.00267398+0.00710368j 0.00744857-0.0089445j -0.000974957-0.00372817j -0.00704234-0.00148721j 0.00572689+0.00124891j 0.00391434-0.00726833j -0.00638296+0.00548497j 0.00160064+0.00521872j 0.00567682-0.00159752j 0.00213333-0.00679394j -0.00306437-0.00186798j 0.000360819+0.00136043j -0.00300899+0.0018689j -0.00573091-0.00724776j 0.00415962-0.00370588j -0.00221949+0.000311139j -0.000144342-0.000377501j -0.0030339-0.00334836j -0.000586673+0.00188609j -0.00268802+0.00265981j 
0.00762151-0.00544705j 0.00479117+0.00401833j 0.000673561-0.00111588j 0.00360716-0.0091183j 0.00182377+0.00230811j 0.00544985+0.00809916j 0.0102669-0.00546386j 0.00334527-0.00253207j -0.00601879+0.00446628j -0.000439632-0.00717497j 0.00354955+0.00836299j -0.00260525-0.00300753j -0.014629+0.011652j 0.0088115+0.0115433j 0.00217715+0.00474284j -0.00357155-9.47593e-05j 0.00419691-0.0111941j 0.0130048-0.00611533j -0.00167004-0.00269087j 0.0162326+0.00932403j 0.00743981+0.00323999j -0.0148188+0.00204801j -0.00146679+0.00122814j 0.00885947+0.00417013j -0.00151125-0.000810862j 0.005831+0.00971155j 0.014107+0.00670225j -0.010976+0.0039574j -0.0107553-0.0163556j 0.0165591-0.00949277j -0.00682366+0.0033339j 0.0109858-0.0117478j 0.00556171-0.00121231j -0.0082144-0.00492783j 0.00029962+0.0242268j 0.0152746-0.0148995j 0.00773937-0.00853161j 0.00632211-0.0196943j 0.0171822+0.00609157j -0.0120264+0.00379201j 0.00277073+0.0164458j -0.0168919-0.0105092j -0.0169453-0.00677452j 0.0310258+0.00398406j -0.000296936+0.0221937j -0.0054934+0.0264596j -0.0221398-0.00144859j -0.000549925+0.00559872j -0.0274078+0.0112813j 0.00276334-0.00710592j 0.00880909+0.0160086j -0.0053202-0.0128496j 0.0168838+0.00313103j 0.00403244+0.00609839j -0.00563306+0.000465298j 0.0118444+0.012968j 0.00579015+0.00972427j 0.0076647-0.00572447j -0.0103436-0.0162061j -0.00672453+0.0158317j -0.0151992+0.00841758j -0.000654236-0.00285563j -0.0070783-0.0047554j 0.00565926+0.008126j -0.00753092+0.00821622j -0.00162713-0.00430589j -0.00767147-0.00240415j 0.00290132-0.00827921j 0.00118625-0.0125189j -0.0034161-0.00700125j -0.00391949+0.000952355j -0.00797217-0.00495555j -0.00289758-0.00206834j -0.0107701-0.00210727j 0.0145487+0.000588848j 0.0015223+0.0123252j 1.39985e-06-0.000534325j -0.0031595+0.00128841j -0.00611836-0.00827991j 0.0108646-0.00187185j 0.00880099+0.0031495j 0.00646014-0.00660539j 0.000356316+0.00739299j -0.00312893-0.00180544j -0.00109809+0.00512832j -0.00999524+0.00580596j -0.00507587+0.00528707j 0.00167937+0.0075587j 0.00807609-0.00263997j 0.000856286+0.00205441j 0.00115622-0.00217233j -0.00447258-0.00451125j 
-0.00236745-0.00709653j 0.0099145-0.00461755j -0.00451946-0.00631919j -0.00535335+0.00326477j 0.000554018+0.000750552j -0.003519+0.0041988j 0.00299218-0.00245997j 0.00219573-0.00435575j -0.00142766-0.00545247j -0.0108931+0.00803682j -0.00477155-0.0186017j -0.00535141+0.00658162j 0.00275953+0.000506413j -0.00222464-0.00460948j -0.00216631+0.00588642j 0.000400656+0.00143926j -5.1203e-05+0.00324288j 0.00965534+3.67378e-07j -0.0011833+0.0041786j -8.69214e-05-0.0092689j -0.00170963-0.00669226j -0.00033442-0.00569496j 0.00490447+0.00113622j 0.00710929+0.00469287j 0.0251028-0.00939416j 0.00634676-0.00184328j -0.00256676-0.00504272j 0.022712-0.00526377j 0.0101316-0.0118794j 0.0045236-0.0164234j -0.0161249+0.00606729j -0.00437127-0.0121941j -0.0122333+0.0142748j -0.00576115+0.0316294j 0.0154983-0.00550182j 0.00698055+0.0175668j -0.0167285+0.0057147j 0.000861823-0.000277151j 0.00195106-0.00915316j -0.0217762+0.0158826j 0.00730424-0.0166443j -0.0107754-0.00117187j -0.0289646-0.00879536j -0.0213938+0.000114695j 0.0107985+0.0029801j 0.0063076-0.0119401j -0.0020198-0.00452051j -0.00108189-0.00057282j 0.00047476-0.00654652j -0.00418812+0.00954536j -0.0157553-0.0196682j 0.00870183+0.0193973j 0.0161688+0.00137092j 0.00700618-0.00671153j -0.00687321-0.00805307j 0.00791827+0.0138627j 0.0068145-0.00751872j 0.0120636-0.0101072j -0.00552018-0.00386331j 0.00499881+0.0115508j -0.00598735+0.00450533j -0.00499303+0.00193792j 0.00173898-0.00319985j 0.00917406-0.00251393j -0.00874996-0.0104447j -0.00964559-0.00222314j -0.0112996+0.00204331j -0.000248907-0.0137007j 0.00474712+0.0171297j -0.00698165-0.0122148j -0.0105529+0.00160488j 0.00332576-0.0105969j -0.000646497+0.00153511j -0.00174166-0.00412972j 0.00644623-0.00135536j -0.00715326+0.00349741j -0.00195485+0.000386032j 0.00167857+0.000288998j -0.00429874+0.00230129j 0.00327185-0.00801845j 0.00789425+0.00372958j -0.000480703-0.00797837j -0.00371708+0.00813333j -0.00774111+0.00508464j 0.000329037-0.00337495j -0.00288461+0.00457367j -0.00373677-5.56128e-05j 0.00395014-0.00146973j 0.00223833-0.00676509j 0.00551198-0.00235535j -0.00324575-0.00292233j -0.00416925+0.000159219j 
-0.00735939+0.00486386j -0.00620791-0.00278245j 0.00901933+0.000516551j 0.00356586-0.00242642j -0.00576172-0.00505416j 0.0043459-0.00192628j -0.000543434-0.00416454j -0.00924574+0.0078569j -0.000640669+0.0076201j -0.00542236-0.0010365j -0.000295282-0.0032659j 0.00175171-0.00890811j 0.0097131-0.00178464j -0.00522004-0.00458751j 0.00498825+0.00780682j 0.00310677-0.000282198j 0.0073467+0.000839097j -0.0128567-0.000628726j 0.00598891-0.00087181j 0.00133535+0.020576j 0.00284638+0.00557601j 0.00192737+0.00384129j -0.00263868-0.00173445j -0.0115083-0.00286166j 0.00265531+0.00735982j 0.00911783-0.0124511j 0.00231681+0.00921471j -0.00734359-0.0102826j 0.0122258-0.0141658j 0.00494255-0.000412349j -0.0058241+0.00306468j 0.00119002+0.00716702j -8.71246e-05-0.00772545j 0.00676459+0.000584013j -0.0158298+0.0312627j 0.0035901-0.0219794j -0.00763541+0.0102833j 0.0190092+0.023989j 0.0222347+0.0090159j 0.00142372-0.02057j 0.000731351-0.0219556j 0.000594079+0.0195833j -0.0230464-0.00700801j 0.0131742-0.00867408j 0.0171196-0.00666579j 0.0246672-0.00990835j 0.0110182-0.00892482j -0.00914977+0.00100492j -0.00232074-0.0245137j -0.000928248-0.0109017j 0.00741399+0.0306766j 0.0130345+0.0196336j -0.0152924+0.0254317j -0.00935771+0.00544956j -0.0256898-0.0142986j -0.00431152+0.0100023j 0.0222041-0.00439754j -0.000268168-3.079e-05j 0.00884525-0.00121036j 0.0169089+0.0107049j -0.00143674+0.00295624j 0.00656644+0.0109417j -0.00949759-0.00232584j -0.00357683+0.0054332j -0.00374171-0.0118545j 0.00918786+0.0151369j -0.00266939+0.00135187j -0.00420348+0.00689354j 0.0107304+3.7865e-05j 0.00467884+0.0115577j -0.00519878-0.000732615j 0.00926482-0.00430362j -0.00452544-0.00115933j 0.00663017-0.00306298j 0.000368854+0.00120595j 0.00414979+0.0122407j -0.00259223+6.66645e-05j -0.00612194-0.00429327j 0.00875747+0.00280854j 0.00101113+0.00479225j -0.00955126+0.00903764j -0.000676282+0.00493951j -0.000791389+0.0103745j -0.00399289-0.000735227j -0.00197771-0.00154188j 0.00694045-0.00363566j 0.0012112-0.00128729j -0.00300088-0.00961065j -0.00737929-0.000376272j 0.00215225-0.00558504j 0.00205758+0.0021134j 0.00730335+0.00218913j 
-0.00570993-0.00401268j 0.0052527-0.00888991j -0.00254037-0.00058003j -0.00500182+0.000920817j 0.00410528+0.0031214j -0.00289292+0.00967128j 0.000500401-0.00177245j 0.00665507+0.002413j 0.000645338-0.00622695j 0.00410005+0.0104841j 0.00435779-0.0060943j 0.00125505+0.00764434j 0.0129356+0.0119296j 0.0142564-0.0121371j -0.0153303-0.00665332j 0.000189251-0.00664381j 0.000483793-0.00577827j -0.00514072-0.000398439j 0.00798993-0.004881j -0.011206-0.00145939j -0.0043932+0.00505025j -0.00466499+0.00132493j 0.0059598+0.00146033j -0.00515068-0.000760504j -0.00984273-0.0013224j 0.014453+0.0138695j 0.0157234-0.0103836j 0.010299+0.00814019j -0.0211156-0.00315476j -0.00839546+0.0115311j 0.0074299-0.0136268j -0.00174364-0.00542663j -0.0129034-0.00566147j -0.00981971+0.0223185j 0.0180012-0.00292927j 0.0155308-0.0218745j -0.00276379-0.00895099j 0.0184856+0.00210589j -0.0125066+0.0186623j 0.0139245-0.00600786j -0.0075338-0.0100892j -0.00906592-0.00880026j 0.00438002+0.00534189j 0.0062782+0.000552689j 0.0225118-0.0147413j 0.00612231+0.0458719j -0.00939034-0.00449185j -0.0158361-0.00641437j 0.00729208+0.00900706j 0.0113176-0.0114589j -0.00173597-0.00941683j 0.0120157+0.0102465j 0.00307861+0.0054866j -0.00801199+0.00236161j -0.014938+0.000912785j -0.0142936-0.00368914j -0.00618075+0.000464961j 0.000717421-0.00878677j 0.0149565+0.00691182j -0.00729994+0.024873j 0.00270604+0.00858625j 0.000443179+0.00215324j 0.00200171+0.00340576j -0.0117054-0.00911352j -0.00025398-0.0103354j -0.014281-0.00144466j -0.0181713-0.0103675j 0.0036662-0.00235931j -0.0145594+0.00254754j 0.00127698-0.0121004j -0.00821365+0.0082599j 0.00596357+0.00589697j 0.00843385+0.00659142j 0.00935216-0.000738124j -0.00822095-0.00776851j 0.0067059+0.00730357j -0.00466885-0.0128378j -0.00064157+0.00532008j 0.00819827+0.0152351j -0.00611268-0.00234307j -0.00824756-0.00602917j -0.00878656+0.0049899j -0.000552864+4.82408e-05j 0.00551869-0.00659486j 0.0132061+0.00182686j 0.00862802+0.00686882j -0.00115423+0.00502556j 0.00882967-0.00231443j -0.0038221-0.011631j 0.00886928-0.00417525j -0.00273239+0.000810298j 0.000942603+0.0014986j 
-0.000608649-0.00645352j 0.0089499-0.00360156j 0.000988971-0.0078682j -0.000273542-0.00283517j -0.00742705-0.00380747j -0.00281343-0.0092282j 0.00711172-0.00327194j -0.00324317+0.0116482j -0.00140266+0.00801863j 0.0016765-0.00527214j 0.00802771-0.00190792j -0.00534509-0.00205317j -0.00935715+0.00431723j 0.0154569+0.012627j 0.00410615-0.00804742j 0.00207711-0.00576473j -0.00331385-0.00820273j -0.00166588+0.00578253j -0.0215418-0.011996j 0.00452793+0.0165394j 0.00675092-0.0102893j 0.00841379-0.00182203j 0.00898336-0.00292739j 0.00115765-0.00891971j 0.0114213+0.0108691j 0.00207972-0.0234838j 0.00182616-0.00391686j -0.00198541+0.0158528j -0.00635324+0.00443593j -0.00379102-0.000508j -0.00347177+0.000818287j 0.00727925-0.00632482j 0.00449738+0.0277732j -0.021421+0.0140818j 0.00403769-0.00236537j 0.0165143+0.0232088j 0.0146715-0.00162362j -0.0117345-0.00929786j -0.0229248+0.00269854j 0.0155802+0.00645889j -0.0220902+0.00771654j -0.0169322+0.000102322j 0.0153743-0.00587478j 0.00140106+0.000952717j -0.00622197+0.0115924j 0.004349-0.0166585j 0.027613-0.00210239j 0.00475287-0.00236148j 0.0103243-0.0121877j -0.00255233-0.0163944j -0.00931212-0.0182601j -0.00989014+0.00171259j -0.00954767-0.000544947j -0.00137061+0.000846734j -0.0149448+0.00588186j -0.00331307+0.00674575j 0.00656653-0.0107058j -0.00212925+0.00404182j 0.00181833-0.0122994j 0.00179275-0.00231179j -0.00778851-0.00080085j 0.00497832-0.00140304j -0.014224+0.00675396j 0.0031476-0.0141403j 0.0126682-0.00581773j 0.00306587-0.0130741j -0.000326985-0.000613378j -0.00113405-0.00491731j -0.0125706+0.00120613j 0.0055115+0.00403195j 0.00485471+0.000361417j -0.00323624+0.00883566j -0.00800757-0.00116112j 0.00261519+0.00326223j 0.00242287+0.00214583j -0.00489944-0.00364857j -0.00142207+0.00254107j -0.00975007-0.00410022j -0.0065519-0.000100073j 0.00507098-0.00709109j 0.00882694+0.0012554j -0.00311362-0.0110695j 0.00547172-0.00254623j 0.00335224-0.000288119j 0.00663725+0.00489338j -0.00466849+0.00215724j -0.00183857-0.00692037j 0.00157653+0.00560725j 0.00378125-0.00128187j 0.00443464+0.00344103j -0.0032359-0.00460912j -0.00456476+0.00108822j 
-0.00270746+0.0016671j 0.00343691-0.00081731j -0.00104374-0.00417952j 0.00117753+0.00644529j -0.00244316-0.00687647j 0.00323487-0.00315365j -0.00739976+0.00369512j -0.00318876+0.00785085j -0.0134884-0.00427315j -0.000459273-0.00234295j -0.0131867-0.00274825j -0.017415+0.00275964j 0.0125588+0.000583193j 0.0021085-0.00319125j 0.0104765-0.00319267j -0.00599265+0.00310668j 0.00334341-0.0124251j -0.0242472+0.00289774j 0.016201-0.0187864j -0.001063-0.00379726j -0.0149456+0.000574219j -0.013148+0.0069913j -0.019271-0.0141106j 0.00479588-0.00881915j -0.00507866+8.79201e-05j 0.0204198-0.0248985j 0.0034614-0.00999334j 0.000940975+0.0235705j 0.00311477+0.000737789j -0.00576517+0.00602422j 0.00538106-0.0124618j 0.00106898+0.0304854j 0.0190322+0.00726823j 0.0145791-0.00256997j 0.00203435+0.0310203j -0.00550856-0.00866602j 0.0135057-0.0106401j -0.027519+0.0153567j -0.00986875+0.0195955j -0.00357354-0.0242437j 0.000116308-0.00785167j -0.0141969-0.012014j -0.0126745-0.00655347j 0.00996362-0.0188113j -0.0155911+0.0045696j -0.000271046-0.0174402j 0.0246139-0.0058994j -0.00193598+0.0227091j -0.0153048+0.0315211j -0.00494137+0.00368461j -0.0297535-0.0166745j 0.0016717-0.00945035j -0.00716673-0.0157111j 0.00250843+0.00141039j -0.00413199+0.001886j 0.00152963-0.000182588j 0.00802691+0.00273413j 0.0088112+0.00816301j 0.00567096-0.0168398j 0.00887708-0.0146271j -0.0011504+0.00166453j 0.00336555-0.00572378j -0.00193864-0.00297414j -0.00499246-0.0135337j 0.000433632-0.00241672j -0.00347527-0.00962828j 0.00540098+0.0104318j -0.00730174-0.00104283j 0.00639002+0.00093438j -0.00395808+0.00266972j -0.00197145+0.00638389j 0.00101872+0.00170303j -0.00344423-0.00959266j 0.00201792-0.00441973j 0.00948981-0.00366519j 0.00202376-0.0134265j -0.00381002+0.00742951j -0.0060105+0.00691442j -0.00415624+0.00204026j -0.00713832-0.0136494j 0.00353409+0.000791707j -0.0151758-4.79907e-05j 0.00134036-0.00466347j -0.00338861+0.0078229j 5.89022e-05-0.00600435j 0.00974408-0.00104356j -0.00411648+0.00375887j -0.00315099-0.00180326j -0.00268139+0.00184782j 0.0012986+0.00177894j -0.00478603-0.000938899j 0.000976749+0.00316432j 
0.00610677+0.000557216j -0.00280491+0.00433888j 0.00343948+0.00162246j 0.00141905-0.00264072j -0.00264874-0.000150536j 0.0120486-0.00264273j 0.000497238-0.004121j 9.39558e-05+0.00110958j -0.0067492+0.0122768j -0.00494552-0.000305229j 0.00602617-0.00242889j -0.000684643+0.002021j -0.000968418-0.00144761j -0.000599651+0.0043348j 0.00791598+0.0037004j 0.00934733+0.010736j 0.00277509-0.00236048j -0.00950385-0.0124693j 0.00548103-0.00495213j 0.00644745+0.00298756j 0.00417714-0.0108222j 0.00478844+0.00234229j 0.000275403+0.0116415j 0.000510328-0.00584268j 0.00583844+0.00186353j 0.00497836+0.00565281j -0.00220846+0.00849349j 0.00129296+0.00407988j -0.00465214-0.0261628j 0.00506111+0.00113765j -0.00394458+0.0175708j -0.010908+0.0103089j 0.0146489-0.0106895j 0.00512112-0.0121822j -0.00996477+0.0200273j -0.0163582+0.0435878j 0.00276628+0.00774509j 0.000424908+0.00161333j 0.00289939-0.0197681j 0.00275843-0.000265364j 0.00126008-0.000833095j -0.00144124+0.00172514j 0.0210151+0.00335183j -0.0039271+0.0103371j 0.014427-0.00198523j 0.00389604+0.0405159j -0.0223507+0.0145907j 0.00952567-0.0285427j 0.0238743+0.00906307j -0.0142431+0.0225703j -0.00118201-0.00583943j -0.0094252+0.00652598j 0.00697525-0.0066846j -0.00404079-0.00933716j 0.00864556+0.0102356j -0.00446373+0.0179472j -0.00275118-0.00248825j -0.000479933-0.00870692j -0.00317249-0.00965478j -0.0030907+0.00561466j -0.00708872+0.00856602j 0.00652688-0.0067702j 0.0174658+0.00321893j -0.00717317-0.000770802j -0.00820599-0.0111374j 0.000495254-0.0046518j 0.00142514-0.00336994j 0.0160136+0.00807924j -0.00550016-0.00948408j 0.00191562+0.00319812j 0.000307382-0.010065j 0.000627547+0.00946426j -0.0142646+0.00582904j 0.00100602-0.0134737j 0.00275025-0.00414239j -0.0102117+0.00490622j -0.00636574-0.00367751j -0.0112461-0.00886117j -0.00243354+0.00442325j 0.00144876-0.00379076j 0.00699135+0.0055318j -0.000238084-0.00308109j 0.00421806+0.0140821j -0.00342402+0.00103338j -0.000529578+0.00215259j 4.03721e-05-0.00291803j -0.00177938-0.00355237j -0.00101339-0.00282867j -0.00162025-0.00218502j -0.0004025-0.00186216j 0.00209721-0.00156193j -0.00117798+0.00177492j 
0.00402106+0.00420988j -0.009622+0.00524856j 0.00315913+0.00984446j -0.00362342-0.00194851j 0.0140948-0.00310005j 0.0154615+0.00972845j 0.00445669-0.00538358j 0.0103975-0.0140836j -0.00586825+0.00871087j -0.00228123-0.0096187j 0.00831579+0.0120683j 0.0176006+0.0109238j 0.0020086-0.00180784j 0.00227614-0.0118631j -0.00135222-0.0160167j -0.0072276+0.00596068j 0.00571348+0.00429294j 0.000738464+0.000558055j -0.00943296+0.0117865j -0.00359696-0.0138416j 0.0119863+0.000124562j 0.00720143+0.000733807j 0.0209968+0.0071467j 0.0121355+0.0122033j 0.00799025-0.000848392j -0.00440507+0.0276315j 0.0151968-0.00562502j -0.0149365-0.00222923j -0.00743026+0.00256262j -0.00831945+0.0124391j 4.40678e-05+0.00590441j 0.00574391+0.00304514j -0.0179891+0.00174864j -0.0151894+0.0135057j 0.0201496+0.0340486j 0.0108317+0.00943532j -0.00596151-0.01663j 0.0175816-0.00746077j 0.0124949-0.00758883j 0.0257421-0.0117549j 0.0110543+0.00290973j -0.00598083-0.0246109j -0.0164647+0.00363128j -0.00257388+0.00889467j -0.00698353-0.0128888j -0.0165644+0.00187893j 0.0055765+0.00196167j 0.0072251-4.30407e-05j -0.0143246-0.0015994j 0.00393414-0.00176555j -0.0118106+0.00960249j 0.00862617+0.00184371j -0.0258805+0.00528855j 0.0150731-0.00294914j 0.00638755-0.00374938j 0.00171206-0.0011077j -0.00334484+0.010984j -0.00108344+0.0207349j -0.00775065+0.0154603j 0.00662364-0.0288591j -0.0136981-0.00067608j 0.00194523+0.00185969j 0.00580129-0.00566319j 0.0104734+0.0102693j -0.00956986-0.00183901j 0.0116049+0.00114098j 0.00764053+0.00479588j -0.00225005+0.0131781j 0.0120623+0.00689325j 0.00284578+0.00704917j -0.01004-0.00670233j 0.0100243-0.00573897j -0.00629954+0.00287943j -0.0106362-0.0103175j -0.00927242+0.00280509j -0.00423818+0.00812647j 0.00176149+0.0170678j 0.00430382-0.000881611j 0.00700611+0.00138923j -0.00521824+0.00437693j 0.0132701-0.00531097j 0.000455012+0.00292512j 0.000467635-0.00901921j 0.00296609+0.00263125j -0.00968574-0.000867704j 0.00128523-0.00124552j 0.000211199+0.00178029j -0.00113684-0.000388682j -0.00706129+0.00510163j -0.00856839-0.000798032j 0.00759631+0.00129742j 0.00286219-0.00348286j 
