0.00478819-0.00936796j -0.00829859-0.00325358j 0.00871443+0.00127094j -0.00232979+0.00825718j -0.00621288+0.000954368j 0.00589591+0.00292359j -0.00134009+0.0112768j 0.00839436+0.00287888j -0.00477838-0.00483798j -0.00428107-0.00065707j 0.00359107+0.0134611j -0.0015264+0.00404725j 0.00397346-0.000385475j 0.000856082+0.00687512j -0.00949655-0.0042271j -0.00296257+0.000129053j 0.00145539-0.00135836j 0.00136494-0.00116288j 0.000832334+0.00522212j -0.00170925-0.00492024j -0.003001-0.00824182j 0.00295052-0.000221983j -0.00754727-0.00826589j -0.00540761+0.000426502j -0.00417004+0.00402737j -0.0075215-0.00271503j -0.0046061-0.00456687j -0.000640864+0.00313661j 0.00409736-0.00131887j -0.000787509-0.000911624j -0.00345114-0.0043538j 0.00133531-0.00147191j -0.00153161+0.000486785j 0.00115236-0.000129628j -0.0021276-0.000118394j 0.00290683+0.00434606j -0.00156881-0.000433944j 0.000619871+0.00070835j -0.00532277-0.000757184j 0.00150306-0.00148123j -0.00190547-0.00141455j 0.00273389-0.00269363j -0.00408644-0.0030597j -0.00196581+0.00401336j -0.00384765+0.00110977j 0.00341525-0.00260661j 0.00125549+0.00135521j -5.16024e-05+0.00109559j -0.000709705+0.00292468j 0.00736731+0.00209317j -0.000515552+0.000213404j 0.00170712+0.00420174j -0.00168758-0.00167569j 0.00241291+0.00217939j -0.00687951-0.00530161j -0.00277686+0.00743943j 0.0039674-0.00119336j -0.00189369-0.00755016j -0.00833423-0.00141934j -0.000241386+0.00677567j -0.0070667+0.0141992j 0.000954232+0.00287161j 0.00534936+0.0017772j -0.00081781+0.0120379j 0.00643608-0.00381146j -0.0046288+0.00406102j 0.00184505-0.0162404j 0.000913553+0.00531543j -0.000865418-0.00518854j -0.0157019-0.00653482j 0.0128122+0.0143379j 0.0045297-0.00745185j -0.0130292+0.0216062j 0.00375898+0.00199249j 0.0069782+0.00747121j 0.00277716+0.00370352j -0.00112918-0.0245563j -0.0113552-0.0180892j 0.0533585+0.00838655j -0.000327996-0.0654774j 0.00792538-0.0219982j 0.0244633+0.0257255j 0.0102172-0.0125008j 0.00287671-0.0156564j -0.0108055-0.00337809j 0.0176928+0.00104557j -0.00499158+0.0125489j -0.0283704-0.0134032j 0.0438009+0.000369696j 0.00807993+0.020841j 0.0825412-0.0149216j 0.0239076+0.0783999j 
-0.00955789+0.00554787j -0.0142674-0.00121889j 0.00844334+0.00153526j -0.00347194+0.00147279j 0.002491+0.00942819j 0.00217972-0.0134769j 0.0018678-0.0132399j 0.00287144-0.00212167j 0.00641836+0.00401622j 0.00688001+0.0103891j -0.0103265-0.0013692j 0.00419564-0.00284673j 0.00786201-0.00196944j -0.0134289-0.00183805j -0.0115795+0.0186301j 0.00762639-0.000109816j -0.0102702-0.014523j 0.00939987+0.00533571j -0.00182232+0.000208527j 0.00219588+0.00135942j 0.0222501+0.0144884j -0.0063874+0.0127914j 0.0070962-0.00728758j -0.0140722-0.00309841j -0.0116902-0.0136135j 0.00498828+0.00482627j 0.0556895-0.0409951j 0.0114661+0.0253728j 0.0150643+0.0234947j -0.0199285+0.00807005j -0.0059406+0.0069496j 0.0217481-0.000454103j -0.00680432+0.00089049j -0.0120919-0.037596j 0.016001+0.0152332j 0.014039+0.0157162j 0.00843105+0.0122527j -0.011419-0.0147766j -0.0140906+0.015332j -0.00743545-0.00758371j 0.00633558+0.0194267j 0.00652037-0.00120085j -0.00841305-0.00633796j 0.00112159-0.00893056j -0.00713382-0.000762117j 0.0212574+0.0220158j -0.0110236+0.0175318j -0.0215025-0.00502482j 0.0139037-0.00192087j -0.00681838-0.0145061j 0.0199385+0.00890421j 0.00935654+0.00369131j 0.0114962+0.00427471j -0.00132944-0.00324254j -0.0239454-0.00401219j 0.00442152+0.00304892j 0.0118464-0.0214742j -0.0100787-0.0236001j -0.000804174-0.0113467j 0.0222974+0.022681j 0.0119324+0.0126951j 0.0045577-0.00077244j -0.00171984-0.00554367j -0.0168689-0.00219619j -0.000452834-0.010719j 0.00629255+0.00221934j -0.00298012+0.00469784j -0.00238562-0.000117577j -0.0026873-0.00645927j -0.0071377+0.00976829j -0.0082391+0.00122979j 0.00108895+0.0075788j -0.00864361+0.0011029j 0.00286022-0.00323228j -0.00764512-0.00969973j 0.0071609-0.00346525j -0.00224322-0.00404805j -0.011162-0.00608227j 0.00654423-0.00745162j 0.00853524-0.000741507j -0.00733086+0.00840772j -0.00334699+0.000703161j 0.00309693+0.0137925j -0.00644619+0.00224554j 0.0080969+0.00416843j 0.0096917+0.00256493j 0.00194911+0.00775309j -0.00104075+0.000761624j -0.00770683-0.00672978j 0.00187058-0.00104716j 0.00666855-0.00561205j 0.00274786-0.00339989j 
-0.0171477-0.00357143j -0.000114178-0.00489532j -0.00834951-0.00955135j -0.00842519+0.0166566j 0.00957622-0.0167267j 0.020048+0.0109173j -0.00387925-0.0112634j -0.00960445-0.00700552j -0.00533183-0.0036092j -0.000269812+0.00240032j -0.0127974-0.0163906j 0.019664-0.0162772j -0.0057588+0.0233425j 0.00621456-0.0040029j -0.0210032+0.00368868j -0.00449208+0.0149023j 0.0167538+0.0147079j 0.00674172-0.0056672j -0.0190403-0.0272286j -0.000297525+0.01539j -0.00755871-0.00253116j 0.00908963-0.00457421j 0.00467986-0.0247299j 0.0409449-0.0608597j -0.0199479+0.040005j -0.00946342+0.00744281j 0.00665534-0.00826506j -0.00902981+0.00427921j -0.00406102+0.0121568j -0.0156132+0.00752042j -0.0121523-0.0113051j -0.0248972+0.00415962j -0.00190459+0.00100267j 0.043494+0.0146266j -0.010464-0.00876822j -0.0110731-0.028192j -0.0136246-0.0190833j 0.023545-0.0339914j -0.00185184-0.0109236j 0.00285523-0.00886713j 0.0195551+0.0190117j -0.00771602+0.0140862j -0.00202237+0.00696755j -0.00388835+0.0152694j -0.000475122-0.0117675j -0.0013189-0.00353936j 0.00968714-0.0120425j 0.0181404-0.00368224j -0.000314523-0.00038671j 0.0100799-0.00136475j -0.00145105-2.25166e-05j 0.0202327+0.0114387j 0.00182045+0.0026442j -0.00302807-0.00902487j 0.00564078-0.00465675j 0.0064447+0.00590792j -0.00296027+0.00874595j -0.00724974-0.000454584j -0.0043653-0.00172721j 0.0100769+0.00706495j 0.00831185+0.00738962j 0.00179047+0.00307419j -0.00209542-0.00619806j -0.00921208-0.00149755j 0.0043888+0.0052559j 0.00132508+0.00101044j -0.00626118+0.00223904j -0.0072663-0.0115991j 0.00745419+0.00616516j -0.00756958-0.00676953j -0.00255788-0.00366321j -0.00668789-0.00256549j 0.00312732+0.00239249j 0.00152081-0.00233499j 0.000984328-0.00551126j 0.00509105-0.000238457j 0.00125666+0.00239617j -0.000657406+0.0122793j 0.0072195+0.00833449j -0.00324717-0.000447916j -0.00250491-0.00742149j -0.00738778-0.00393032j 0.00491424-0.0112645j -0.00255993+0.00483941j 0.00136545-0.00766319j 0.0117562+0.0029163j -0.00584392+5.88519e-05j 0.000879336-0.00642966j -0.00899498+0.00465072j -7.39953e-06-0.00388396j -0.000353727+0.00215061j 0.00449542-0.00121377j 
0.00115079-0.00291649j 0.00172973-0.00269275j -0.00892484+0.00674615j 0.0080796-0.00213107j -0.0144929-0.000659646j -0.00578487-0.00708992j -0.00699465+0.00156416j 0.00142189-0.00206438j 0.00064924+0.0189326j 0.00574583-0.0159409j 0.00432049+0.00128496j -0.0214001+0.0142351j 0.0029815-0.0027421j -0.000992898-0.01047j -0.00911401-0.014391j -0.00933444-0.0189861j 0.00180903+0.0190147j 0.00389676-0.020397j -0.0410601+0.012407j -0.00161223+0.00239745j -0.0102529+0.00357889j 0.000840397+0.00568507j -0.003899-0.0017268j -0.014831+0.00898347j -0.0245088-0.00469623j 0.0241553+0.00531018j 0.0170716-0.00611388j -0.0464123+0.000907985j -0.0290482+0.0105976j -0.00400971-0.00399115j -0.0154008+0.00540884j 0.0320816-0.00754227j -0.00463798-0.0103511j 0.00427363+0.0156123j 0.0104434+0.00158106j 0.00939422-0.00277121j -0.0310671-0.0112467j -0.00184907+0.00186876j -0.000945807-0.000785629j -0.0227802-0.0112832j 0.0154285-0.00999118j 0.00974312+0.0151678j 0.0170809+0.00298784j 0.032182-0.0134696j 0.00589268-0.00553191j -0.0302111-0.0338499j -0.00423979-0.0146409j 0.00176283-0.00893678j 0.00828122-0.000507588j 0.0127085-0.000275434j 0.0149321+0.00546486j 0.028506-0.00388715j 0.010359-0.000265489j 0.00795667-0.0030446j 0.00232356+0.00313437j 0.00679891-0.0199811j -0.00478354+0.00180735j -0.0108014+0.00265734j 0.00722089+0.0130278j 0.0206706-0.00812557j 0.00427075-0.00410824j 0.00536619+0.000328602j -0.0141595+0.00240838j 0.00861782+0.0116076j 0.0036368-0.00101639j 0.0102215+0.00914889j 0.0092526+0.0108694j 0.00137253+0.00961951j 0.00815384+0.00793653j 0.00473268+0.00346634j 0.00324119-0.00441654j -0.00276871+0.00631817j -0.0036754-0.0051232j -0.00669317+0.00278616j -0.00244547-0.00176824j -0.00651714-0.00950747j 0.00620569+0.00789383j 0.0152982-0.00887362j 0.00414939-0.00651975j 0.00074682+0.00987947j 0.00376865-0.00328085j 0.000635971+0.00212535j -0.00185974-0.00802584j 1.8067e-05-0.0039967j -0.0135789+0.00337579j 0.000600294-0.00342802j 0.00177411+0.00435242j -0.0080924+0.00611045j 0.00299576+0.00713185j -0.00621758+0.00311944j 0.00216391-0.00183356j -0.00142476+0.000353506j 
-0.00301606-0.00393889j -0.0179126-0.00779271j -0.00214305+0.0072123j -0.00298084-0.00428395j 0.018617-0.00566704j -0.0120407-0.00563058j 0.0248465+0.0128373j -0.00496929+0.000474632j -0.00354523-0.0101345j 0.0218287+0.00157301j -0.00662834-0.0100826j -0.0161049-0.000323191j 0.0109203+0.00237319j -0.0219829-0.0145625j -0.00311025+0.00167193j 0.0189792+0.000350047j 0.011678-0.0091199j 0.0111703-0.00700331j -0.00782693+0.00216268j -0.0160236+0.0362589j 0.00121196+0.0232891j 0.0284178+0.0084782j -0.00508287+0.009537j 0.0193286+0.0140008j 0.00525392-0.0198317j -0.0403968-0.0173017j -0.0315147-0.00951577j -0.00962261+0.00905831j 0.0122568-0.01676j 0.0142072-0.00940356j 0.0197986-0.00153957j 0.0133085+0.00551319j 0.000993764+0.00249864j 0.0181856-0.00172395j 0.000773564+0.00397087j -0.00525154+0.0114964j -0.00290728-0.00113443j -0.00936775+0.0122282j 0.0109334+0.0113599j 0.0161667+0.00474847j -0.0196295+0.0116704j 0.00162932+0.00419377j 0.00309186-0.000254692j -0.000285369-0.00374629j 0.000983499-0.0104985j -0.0150538-0.0105683j 0.0014635-0.0124868j 0.0110746-0.00414667j -0.00169533+0.00412147j -0.00663997+0.00147178j 0.00785968+0.000700852j 0.00272413+0.001589j 0.0052766-0.00118413j 0.00085866+0.00634287j 0.00246341+0.00272118j -0.00210689+0.00699966j -0.00706638-0.00427711j -0.00522183-0.00770051j -0.00540893-0.00946691j 0.0144219+0.0105394j -0.0024933-0.000657088j 0.00117526+0.00359645j -0.00540156+0.000316473j -0.0107045-0.00398075j -0.00617693-0.00686607j 0.00143925+0.0044419j 0.00135234+0.00122762j 0.0025452+0.00272287j 0.00425234-0.00231717j 0.00251877+0.00231632j 0.00137779-0.0037409j -0.000632014+0.00724774j -0.00520168-0.00423934j -0.000219706-0.00200663j -0.0035615-0.00534298j 0.000106508-0.00138248j 0.000370102+0.00109768j 0.00486244-0.00344632j 0.00317509+0.00182184j 0.0050451-0.0036941j -0.00397182+0.00115148j -0.000606243-0.000320563j 0.0020549+0.0059663j -0.00746544-0.00583462j -0.00364309-0.000875347j 0.00566746+0.00413598j 0.00581949+0.00504437j -0.00274136+0.00165545j -0.00397267-0.00527646j -0.00318616+0.00091822j 0.00335478+0.000250611j 0.00149348+0.000738051j 
-0.0122683-0.00575881j 0.0140828+0.00310179j 0.000306156+0.0120006j 0.0068661-0.000671972j -0.0231329+0.00649821j -0.0256377-0.0109382j -0.0336653-0.0139268j -0.00453934-0.0040204j 0.00737407-0.00093021j -0.0022029-0.00133636j -0.00761346+0.00623001j -0.0176386+0.0152481j 0.010227+0.0140721j 0.0181057+0.000266199j -0.0139185-0.00677866j 0.0108545-0.0120249j -0.00192814-0.00670734j 0.010856-0.00119377j 0.0173288-0.000400132j -0.00287661-0.00243872j 0.00217573+0.00757204j 0.0136332+0.0111057j 0.00701151+0.00351235j -0.004394-0.0167841j 0.0414334+0.00272449j -0.00914407+0.0196779j -0.0133274+0.00249862j 0.00672947+0.0265622j 0.0071064+0.0233726j 0.00760113+0.0148543j -0.000973453-0.00386516j -0.00983081+0.0125576j 0.0010616+0.000626351j -0.00614802-0.0135485j 0.00294108-0.0093588j 0.00156744+0.00229231j 0.0175085+0.00298016j -2.93569e-05-0.00823116j -0.00222143+0.0115423j -0.00219007+0.00664666j -0.0115301+0.0152053j 0.00729406+0.00313101j -0.00642084-0.00718134j -0.00427315-0.00725563j -0.00352989+0.000448887j 0.0106504+0.0184661j -0.00934302-0.0123851j -0.00779808-0.0252465j 0.00220054+0.00527227j -0.00761557-0.0145332j -0.0127668+0.0123963j 0.0123808-0.0112507j 0.00168078-0.00141589j 0.00950669-0.00215039j -0.00515634-0.00507875j 0.021054-0.006207j 0.00167838+0.00457334j -0.00817286-0.00328299j -0.00816286-0.00294506j -0.00220923+0.00576574j -0.00260951+0.000914323j 0.00420168+0.00241879j 0.000962066-0.00842797j 0.00430898+0.00245373j -0.00460698-0.00491604j -0.000172994+0.00770634j -0.00405705+0.0048136j -0.00402907+0.00870754j -0.00672762-0.00260214j -0.00767632+0.00613391j -0.00898881+0.00231021j -0.000634837-0.00215028j 0.00249034-0.00220325j 0.00566829+0.00540064j 0.00432877-0.0014559j 0.000721198+0.00182439j -0.00935029-0.00074605j -0.00243699-0.00401152j 0.00318256-0.00236167j -0.00360092+0.00301335j 0.00244576-0.000868826j -0.00986206-0.00392874j -0.00182201+0.00130686j -0.00016549+0.00097281j 0.000647339+0.00163384j 0.00162949+0.00290497j -0.00758215+0.0101884j 0.00108268-0.000258659j 0.00246059+0.00242748j 0.00209165+0.000458934j -0.00356354+0.00309586j -0.000388182-0.00403833j 
0.0111049+0.0145167j 4.04809e-05-0.00494974j 0.0130742-0.00510416j -0.00276026-0.0153353j -0.0102524-0.00957134j 0.0212009-0.00393803j 0.0193837+0.000919573j 0.00607704+0.00245193j 0.00545076-0.0250911j -0.00375065-0.020164j -0.00769672-0.00638065j -0.0158858+0.00131384j -0.0104838-0.0120863j -0.0119279-0.00911631j 0.00278268-0.00337559j -0.00355885+0.00393114j 0.0356472-0.0372681j 0.00764827-0.0189067j 0.0104041+0.00145806j 0.0219962+0.0268538j 0.0299614-0.0163932j 0.0152821-0.0242387j 0.00155225+0.0285444j 0.00346726-0.00177343j 0.00359896+0.0206262j 0.00861087-0.00798501j 0.0114672-0.00583086j 0.0151221+0.000855999j 0.0105101-0.00948285j 0.00895353+0.0103236j -0.0141979-0.0213709j -0.00477817+0.00076104j 0.0146861+0.00478092j -0.000600927-0.00468547j 0.00970073-0.0108035j 0.00805635-0.0024427j -0.00645718-0.00558597j 0.00551496-0.0108814j -0.00522979+0.0161864j -0.0231572-0.00960024j 0.0073785+0.0250892j 0.0288273+0.0197308j -0.00818476-0.00473229j 0.00442588+0.00094437j 0.00533504-0.00414592j 0.0144419+0.00502008j 0.00685371-0.00854825j 0.000548816-0.00851821j 0.00071501-0.00740039j -0.00477743-0.0169355j 3.03916e-05+0.00452022j 0.00145963+0.00515247j 0.000129904+0.00487452j 0.00725763-0.00204211j 0.00501244+0.0058478j 0.0112955+0.00198009j -0.0016783-0.0117116j -0.000666477-0.00414301j 0.00746963+0.00523037j -0.00602082+0.00368392j -0.000258698-0.0033321j 0.00355163-0.00240999j -0.00123235+0.00149221j 0.0020798+0.00587999j -0.00544867-0.00714228j 0.00622364+0.00473587j 0.0164348+0.000640165j -0.00142085+0.00474026j -0.00382448+0.00156211j 0.00933284+0.00813951j -0.00753611-0.00508171j 0.0106008+0.00893455j -0.00148342-0.00134742j -0.00136427-0.00326921j 0.00484741-0.0031764j -0.000541817-0.00247471j -0.00351519+0.000996826j -0.00555265+0.000399258j -0.0088853-0.00104898j -0.00160776+0.00349737j 0.00492674+0.00863297j -0.000534424+0.00315569j 0.00133346-0.000976042j -0.0039738-0.000141616j -0.00332272-0.00482729j -0.00320208-0.00417125j 0.0025858+0.00379818j 0.000570897+0.00224215j 0.00203988+0.00282427j -0.00210028-0.00208568j -4.76467e-05+0.00255313j -0.000809609-0.0031409j 
-0.0155727+0.00961362j -0.00488861+0.000857943j 0.0195499-0.0119066j -0.0109428-0.00975783j -0.0191007+0.00239752j -0.0146064-0.000553493j 0.0164798-0.0110324j 0.0175041+0.00689863j 0.0226619-0.00718853j -0.00695215-0.00211329j -0.0156402+0.000726342j -0.00923997-0.0127484j -0.00412388+0.000461437j -0.0175433-0.00191546j 0.00305709-0.0132377j -0.0131689+0.0120231j 0.00900226-0.0187743j -0.042196-0.0029965j 0.0108663-0.00597719j -0.00719395-0.0170611j -0.000400794-0.0458763j 0.023359-0.0199329j -0.043129+0.0212043j -0.0153986-0.00465097j -0.0136358+0.0197791j -0.0104689+0.013947j 0.0163862-0.016948j 0.0110607-0.00900094j 0.0218587-0.0174388j 0.00208245+0.00202521j 0.0217407+0.0104763j 0.0284077+9.66362e-05j -0.00856625-0.0112966j -0.0120053-0.0139157j -0.00997515+0.0174188j 0.00667852-0.011619j -0.000850581+0.00113185j 0.0310761-0.0163819j 0.0151582+0.00230616j -0.0033513-0.00921719j -0.00639764+0.00451813j -0.0138032-0.00992685j 0.0220525+0.0148892j -0.00685442+0.000980747j 0.00101885-0.00992852j -0.0216987-0.00611327j 0.00874853-0.0144679j -0.00824947-0.023061j 0.0120086+0.0026786j 0.00551879-0.00272112j -0.00620167-0.00871331j 0.00575246-0.00103672j -0.00655637-0.00105553j 0.00139201-0.00528241j 0.00820662+0.00309207j -0.00766244-0.00586015j 0.00378649-0.00102907j 0.00389568+0.00337849j 0.000648713-0.000272918j -0.000978962-0.00238136j -0.0135402-0.00244288j -0.00260725-0.00696103j -0.0218429-0.00247067j -0.00898677+0.0100173j -0.00505502+0.00212027j -0.00583526-0.00310465j 0.000434351-0.000392468j 0.00461351+0.00738647j -0.00513948+0.00257291j -0.00266745+0.000977752j 0.006254-0.00304662j -0.00930626-0.0020669j -0.00934537+0.00892139j 0.0105511-0.00642733j 0.00290715-0.00448449j -0.00108843+0.000807448j -0.00683747+0.0015991j 0.0017399+0.00565036j 0.00553193-0.00248617j -0.00476091+0.00099032j 0.00272492+0.00227512j -0.00983901+0.00661496j -0.00252153-0.000543906j -0.00539315-0.00326125j 0.00282355-0.00358192j 0.0118542-0.000906994j -0.00473439-0.00328915j -0.00228083-0.000220789j -0.00118771+0.00310078j 0.00469438-0.00158466j 0.000157926-0.00342365j 0.0061131-0.00557271j 
-0.00881117+0.00161333j -0.005677-0.00480613j 0.011453-0.00294149j 0.0127247+0.000204458j 0.0171529-0.00627478j -0.0320461-0.0105111j -0.00466214+0.012633j -0.0106925+0.000104289j -0.0162996-0.0129639j 0.00349293-0.0165738j -0.00534775+0.0256163j -0.0126182-0.00478478j 0.0240094-0.00813191j -0.00893774-0.00844902j 0.00111481-0.00672561j -0.0202531-0.00653616j -0.00608971+0.0144849j 0.0149264-0.00875946j 0.0258394+0.00938159j 0.0105573+0.00272652j -0.00849363+0.0151149j -0.0157711+0.00419781j -0.0202469-0.00874659j -0.0317942+0.0141611j 0.0281983-0.00751314j 0.00323962-0.000607951j 0.00136377-0.00157123j 0.0255746-0.00640462j 0.00933294-0.00176869j 0.0156541+0.00568454j -0.035018-0.00192382j 0.00173283-0.00501289j -0.00923138-0.00156261j 0.00398319+0.0212557j -0.0133727-0.0118466j -0.0144523-0.0186844j 0.00664428-0.00836764j -0.000848327-0.00401935j -0.0194194+0.0054007j -0.0189711-0.00494737j 0.00779418+0.00338431j 0.0258338+0.00278555j 0.000462288-0.00638936j -0.00734304+0.0025625j 0.00114097+0.00281954j 0.00943096+0.0104677j -0.00962666-0.00195732j 0.0135938+0.000602305j -0.00395578-0.0146946j -0.00732232-0.00353j -0.0137212-0.00354563j 0.00479956-0.00336143j -0.00250184-0.00332657j -0.00589894+0.00541318j -0.00126682+0.0183913j 0.00362171-0.0057123j -0.00238011-0.00411878j -0.00892299+0.00573176j -0.00331712+0.00593185j 0.00941104-0.0179431j 0.0160194-0.0108176j -0.00760919-0.00126128j 0.00283524-0.000673484j -0.00648838+0.0134479j 0.00592543+0.00501166j -0.00431104+0.000281193j 0.00325696+0.00646655j -0.0138924-0.00293536j -0.000144518+0.00758885j -0.0143623-0.00625594j -0.00192807-0.00457395j 0.00679239-0.00221975j 0.00476044+0.00471936j 0.000674814-0.00943877j -0.00742108+0.00276262j -0.00513683-0.00142068j -0.00425834-0.00223388j 0.000350385-0.003453j 0.00149369-0.00749678j 0.00495495+0.00227971j -0.00312827+0.00361285j 0.00367069+0.00219566j -0.00256098-0.0113318j 0.00301107+0.00268671j 0.00484609+0.00112276j 0.00282467-0.00672166j 0.00343384-0.00635093j 0.000526614-0.000224916j -0.00412517+0.00830798j 0.00320377-0.0021713j 0.00131875-0.0019695j 0.00257611-0.00391901j 
-0.00102097-0.00597659j 0.00242219+0.00435884j -0.003664+0.00410275j 0.000282054-0.00690323j 0.0059249+0.00548029j -0.00297333+0.00378528j -0.027728+7.89367e-05j 0.0179489-0.0245403j 0.00810965-0.0169363j 0.0228028-0.0120195j 0.00400394-0.0228623j 0.00253901+0.00213284j 0.00264085+0.00161094j 0.0136359-0.00301842j 0.0111504+0.00501278j 0.00476055-0.0223644j -0.0522596+0.0199168j -0.0165073+0.00119625j -0.0102588+0.00632051j 0.00463492-0.0240305j -0.000404962+0.00271883j -0.0145264-0.00566333j 0.00115454-0.0046916j 0.00317629+0.0279118j -0.0174915-0.0126253j -0.0130389-0.0149163j -0.0191186+0.00353488j 0.00176198+0.0104408j -0.0259509+0.0147894j 0.00380598-0.00256541j -0.0184765-0.00298503j 0.00845963-0.00998224j 0.0472257+0.0333977j 0.0102889+0.0170103j -0.00309327-0.0011869j -0.0183984-0.00841368j -0.00291796+0.0149646j -0.00343863-0.00406187j 0.00840953-0.00145887j 0.0107826+0.000441438j 0.0121826-0.0122943j -0.0175155+0.00335927j -0.00174219-0.00510687j -0.00882811-0.000515936j 0.0134912-0.00329272j 0.0135041+0.0075763j -0.0053026+0.000884758j -0.000866682-0.0071713j -0.00265298-0.0132723j 0.00179757+0.00180449j -6.75583e-05+0.000346j 0.00107437-0.00418894j -0.00245359+0.00984068j -0.0104554-0.00259742j -9.09243e-05+0.00413245j 0.00119859+0.00237518j 0.00161594-0.00875963j -0.00836144-0.0095765j -0.00580271+0.00407789j 0.0184487+0.0133308j 0.0144283+0.0105453j 0.00251818+0.00699622j -0.00309769+0.00164295j -0.0102006-0.00253909j -0.00141858-0.00260445j 0.000302767+0.00308468j 0.000480874+0.0042428j -0.00694779-0.00854391j 0.00135804-0.00111179j -0.00531004-0.00453091j 0.00493341+0.00167978j 0.00116081+0.0105705j 0.000741247+0.00114541j 0.00456385-0.00443022j -0.00408102+0.00157815j 0.00810615+0.00582582j -0.00102699-0.0031581j -0.00692493-0.00630297j 0.000561713-0.00506065j -0.000335955-0.000503374j -0.00527119+0.00252144j -0.00170232+0.000808471j 0.00682076+0.00707974j 0.000176465-0.000403512j 0.00390675+0.00219498j 0.00725075+0.00232418j -0.00146233-0.000541151j -0.00086296+0.00202907j -0.0021831-0.00604981j 0.00242715-0.00227789j 0.000907646-0.0022676j 0.000451143-0.00163058j 
0.0142747-0.00130544j -0.00522495+0.0123682j -0.0201889+0.0145671j 0.00221422+0.0179361j 0.0167934+0.00531152j 0.0205436-0.0116646j -0.0181674-0.00461728j -0.00233576-0.0170092j 0.0181+0.00168181j -0.00100535-0.0305853j 0.00168606-0.0117528j 0.0148252-0.00363791j -0.0151466-0.00544754j -0.028918+0.00904j 0.0149599-0.00473145j 0.0145223-0.00747579j -0.0229408+0.0165254j 0.000245668-0.0138784j 0.00814464+0.0093363j 0.0174876-0.0162737j -0.0239506+0.0362228j -0.00427033+0.0276664j -0.00245764-0.0220496j -0.0245833-0.00827103j 0.0117064-0.0201668j 0.00787228+0.00673165j -0.0402879+0.0335678j 0.0106597+0.0254776j 0.0101838+0.0197645j 0.00901681-0.0180915j 0.014462+0.0102588j -0.00802097-0.0127919j -0.0213006-0.00177752j -0.0207492+0.00332248j 0.0142181+0.0109861j 0.00987641+0.0103969j 0.0149739+0.0102971j -0.00485637+0.00110899j -0.00271148+0.00516281j -0.0117038+0.00329142j -0.00141725+0.00814327j 0.0149962-9.83252e-05j 0.0210844-0.00260336j 0.00266124-0.00227716j 0.00104388+0.00735218j -0.0122213+0.00337305j 0.00521698-0.00209427j -0.000572046-0.00835077j -0.000716296+0.00782184j 0.00060261-0.00870636j 0.00203598+0.00685643j 0.00507201-0.000262377j 0.00282513-0.00447009j 0.00523593+0.0040799j 0.00263105+0.00150812j 0.00685215-0.00417706j -0.00521414+0.00849379j 0.000100727+0.000858564j 8.43842e-05-0.00646401j 0.00844743-0.00431911j 0.00215887-0.000811702j -0.00714351+0.00135851j -0.0103346-0.00344242j -0.00023154+0.00830244j -0.00192403-0.0044072j -0.00195066+0.00757636j 0.00743103-0.00101131j 0.000132046+0.00344672j 0.00657859-0.002529j 0.00629345-0.0080284j 0.00169806-0.00243714j -0.002015-0.0122294j 0.00584479+0.00151545j -0.0031438+0.00496947j -0.00126341+0.000943206j -0.0022865+0.00464479j -0.0061397-0.000838339j 0.0124086-0.0095383j -0.000445511+0.00332267j 0.00239809+0.00310804j 0.00271903-0.00524543j 0.00902821-0.00623651j -0.0011681-0.00357977j -0.00285913+0.0023656j -0.00987483+0.00855076j -0.00414363+0.00392667j 0.00359791-0.00303211j -0.00437405+0.000499184j 0.00136818+0.0048127j -0.0056333+0.00926088j 0.00225102-0.00414933j -0.00140423+0.00206143j 
