-0.000531215+0.0312301j -0.0307154-0.000770861j -0.0174597+0.0220678j 0.0225987+0.0175288j -0.000334441+0.00578856j 0.0077098-0.00184945j -0.0028385+0.00774327j -0.00653905-0.00474699j 0.00245237-0.00740673j 0.00567492-0.00288058j -0.0020373+0.00487498j -0.0042392+0.00862843j -0.00960024+0.00640997j 0.0144371+0.00604081j -0.0018487-0.00166853j 0.00120069-0.0125309j 0.00206534-0.00275378j -0.00380483+0.000876885j 0.00645453-0.00213405j 0.000592686-0.00178859j 0.00156586-0.00962883j -0.00267632-0.00168375j 0.00133779-0.00592841j 0.00341076+0.00615567j -0.0034076-0.00216723j 0.000461908+0.00258994j 0.00045727+0.00282282j -0.00371819+0.000105599j 0.00870312+0.00524354j 0.00470467-0.00466431j 0.000565655-0.00518154j 0.00702073+0.00771816j -0.00420085-0.002107j -0.00115019-0.00188593j 0.00161821+0.00636087j 0.0120118-0.000394015j -0.00853429-0.00156803j 0.000273983-0.00177415j -0.000874785+0.00586361j -0.00219491-0.000915115j -0.00356501+0.000139041j 0.00398535-0.00406131j 2.02973e-05-0.00646376j -0.000889431-0.00259809j 0.00755391-0.000731094j 0.0126418-0.00312686j -0.000372911-0.00151835j -0.0023148-0.00415504j -0.000781142+0.00039731j 0.00629651-0.00582384j -0.00128465-0.0077016j 0.00890399+0.00092836j 0.000810187-0.00547421j -0.00338995-0.00966044j 0.00324672+0.00216166j 0.0031062-0.00791557j -0.00417513-0.0092781j -0.00609495+0.00140617j -0.00886883+0.00147921j 0.000431433-0.00215804j 0.00494753+0.00291941j -0.000485243+0.00755099j 0.00335543-0.00252767j 0.00580197-0.00189433j 0.000771949+0.0100915j -0.00945977+0.00582747j -0.00548762+0.00183426j 0.00135277-0.00216118j 0.00321442-0.0127967j 0.0108336+0.00607593j -0.000179935-0.00378772j 0.0134163+0.00693648j 0.00386734-0.0105551j -0.0263355+0.000117581j -0.000920659-0.0259356j 0.020761-0.0212165j -0.0216584-0.0205178j 
0.00128217+0.00271759j -0.00364338+0.0011706j 0.0025384-0.000955758j 0.00213122-0.00250422j 0.00732259-0.00022451j -0.00672289-0.00145783j 0.00688353-0.00112565j -0.00940819+0.00322663j 0.000847918-0.00472595j -0.000698617+0.00284129j -0.00637751+0.00700312j -0.00279677-0.00423651j -0.00702702-0.00101619j -0.00610898-0.000252876j 0.00877105+0.00764309j -0.00860326-0.000926808j 0.00524733+0.00198615j 0.00429419+0.00244312j 0.00472381-0.00788383j -0.000310602-0.00336951j 0.00161718+0.00632229j 0.000616399-0.00355476j -0.00262462+0.00267503j -0.00761563+0.00013471j -0.00210894-0.00481559j 0.0026952+0.00570702j 0.00477864-0.00527601j -0.0015711-0.00240142j 0.00438579-0.003742j -0.000212014+0.00698814j 0.00191153-0.00275464j 0.00442435+0.00675956j -9.24467e-05+0.00484587j 0.00143612-0.00297183j -0.00086052+0.00141613j -0.00114324-0.000875905j -0.000859733+0.00126995j -0.00254635+0.00104395j 0.0045655+0.00188868j 0.00231459-0.00453152j -0.00016195+0.000640991j -0.0035779+0.00408179j -0.00541926-0.000810222j 0.003934+0.00323291j 0.00530598+0.0007136j 0.00048368-0.00108289j 0.001369-0.000690227j -0.00243114+0.00230488j 0.00523395+0.00482491j 0.003498-0.000208134j 0.00843623-0.00289895j -0.00177844-2.31037e-05j -0.00131629+0.00136844j -0.000789014+0.0011423j 0.00660213+0.00192931j 0.00333163-0.00273903j 0.00331994+0.00161893j -0.00489954-0.00218827j -3.57032e-05-0.00565364j -0.00298303+0.00139128j -0.00325897+0.0024134j 0.00212217-0.00305415j -0.000952395-0.00119727j -0.000610296+0.00110349j 0.00299375+0.00262224j 0.00170577-0.0064427j 0.00309558-0.00291409j 0.00543282+0.00253513j -0.00012401-0.00173972j -0.00236635+0.00297502j -0.00181313-0.000106624j 0.0016579-0.00125794j 0.00127525-0.00496063j 0.00399398-0.0020996j 0.00148045+0.00320431j 0.00198412+0.00066799j 0.000923923-0.00221968j 
-0.00168664+0.000845397j -6.3849e-05-0.00237304j 0.00185531+0.00753908j 0.00319549+0.0012216j -0.0145697+0.000412833j 0.00415808-0.00372506j 0.000756223+0.00123801j 0.00792821-0.00457683j 0.00357674-0.00525299j -0.00260733-0.00697668j 0.0179492-0.00675425j -0.00551087+0.0167696j 0.00956047-0.00770238j -0.00350237-0.00147789j -0.00531323-0.00976479j 0.00739634+0.00955735j 0.00256444-0.0106129j -0.00443763-0.00446153j -0.000340819+0.00266638j 0.000438559+0.000335757j 0.0053017-0.000387688j 0.00143893-0.00350541j -0.00263229+0.00386703j 0.0159204+0.00815897j -0.00367024-0.00142883j 0.00357231-0.00646642j -0.00750965+0.00149122j -0.00513368+0.0182996j -0.0107033+0.00606367j 0.00650706-0.004798j -0.00619013-0.00502313j -0.00615611+0.000170451j -0.00454231-0.000696618j 0.00918987+0.011205j 0.000455062-0.00151355j 0.00712381-0.00107009j 0.000245159+0.00239721j 0.00424082-0.000401212j -0.00323483-0.00179472j 0.00385805-0.00103451j 0.00168998+0.00365972j -0.00121358-0.00134711j 0.00617514+0.00300351j -0.00543874-0.00196308j 0.000890739-0.00449093j -0.00227503-0.00751074j 0.000750786-0.00342579j -0.0055742+0.00202845j 0.0032238+0.00343605j 0.00165146+0.00166646j -0.000222751+0.00392237j -0.000472631+0.00422855j -0.00371356-0.00103781j -0.004367-0.00372585j 0.000112097-0.00204254j 0.00206523+0.00586077j 0.00342703-0.00326468j 0.007677+0.000212995j -0.00340395+0.00632555j 0.00267444+0.000753311j -0.0027776-0.00306012j -0.00190558-0.00735666j 0.00201126-0.00438509j 0.00218114+0.00382041j 0.00475566-0.00702345j 0.00289206+0.00171407j -0.00311084-0.000451047j -0.0043015-0.00395934j -0.00101807+0.00728026j -0.00227193+0.00172599j -0.00177362+0.00205311j -0.00351352+0.000747911j 0.00146947+0.0034363j 0.00039678-1.16679e-05j 0.000224716-0.000295543j 0.000332743-0.000306765j -0.000401531-0.000175706j 
8.27452e-05+0.00821782j -0.00842047+0.000519197j -0.00556249+0.000830924j 0.0035075+0.00519522j 0.0125076+0.00587586j 0.0021229-0.00676617j 0.00148894-0.000355144j -0.00703695-0.00404112j -0.00164841-0.00695331j 0.000692125+4.62372e-05j -0.00816303+0.00716226j -0.0037156+0.00202219j -0.0033859-0.00358407j 0.00573665+0.00426955j 0.00642929+0.0093209j 6.97576e-05-0.0031693j 0.00671184-0.00513502j -0.000857511-0.00436472j 0.00350117-0.0103527j 0.00171653-0.00578787j 0.00428065+0.0032211j 0.00689173-0.00290647j -0.00157629-0.0036166j -0.00611348+0.00316397j 0.00341183+0.00161657j 0.000756057-0.00286408j -5.97985e-06-0.00369521j -0.0050204-0.00554165j 0.00527859-0.00173753j -0.00267905+0.00269145j 0.00139304-0.00327384j 0.00789239+0.00622604j -0.0034027+0.00575186j -0.00366045-0.0042168j 0.0044273+0.0040907j 0.00291648-0.00354529j -0.0025783+0.00501137j -0.00790379+0.000782065j 0.00393072+0.00398763j 0.00476126-0.00110312j 0.00173381+0.00308029j -0.00465375+0.00227401j -0.00465406+0.00079017j -0.00016882+0.0063748j -0.000340613+3.92329e-05j -0.000274439-0.0069475j 7.16622e-05-0.001011j -0.00354343+0.00268041j 0.00334303-0.00041549j -0.0015148-0.00150016j 0.00414043+0.000396443j 0.00252228-0.00156704j -0.00128651-0.00125993j -0.00187416-0.00587077j 0.00223207+0.0023901j 0.00273845-0.00200229j -0.00429098-0.000555523j -0.00269648-0.000523484j -0.0046545-0.00115574j -0.00189683+0.00125651j -0.00284507+0.00471136j 0.00391966-0.00285581j 0.00202157-0.00279535j 0.00170347-0.000961915j 0.00306009+0.00196963j -0.00172521-0.00501966j 0.00276839-0.00176219j 0.00345349-0.000245524j 0.00234345-0.000575192j -0.00193598+0.00285926j 0.0014605-0.00235119j 0.00246554+0.00192915j 0.0016651-0.00535622j -2.56032e-05-0.000397523j -3.14759e-05-0.00103929j 0.00595798-0.00355334j -0.00383219-0.00644956j 
-0.00169081+0.00474471j -0.00420511-0.00157394j -0.00319184+0.00610048j 0.00681117+0.00257302j 0.00608293+0.000332972j 0.00032096-0.00396585j 0.000484267-0.000770882j -0.00117061+0.00132116j -0.00767091-0.00483052j 0.00714525-0.0035053j -0.00621345-0.00202803j 0.00159492-0.00538766j -0.000504333-0.00324923j -0.000469687-0.00133795j -0.00647201-0.00374067j 0.00448433-0.00427317j 0.00137264+0.0100467j -0.00534703-0.00564012j -0.00402149-0.000420321j -0.00218381-0.00951506j 0.00348841-0.00161819j 0.00594421-0.000254326j -0.00314052-0.001932j -0.00487925+0.00599003j 0.00385559+0.00559573j -0.000313179-0.00382396j 0.000702928+0.00558441j -0.00336049-0.00359287j 0.00236947+0.00200265j 0.00311152-0.000791754j -0.00252595-0.00359987j 0.00336412+0.000830322j -0.00168846-0.00512583j -0.00528297-0.00510462j 0.00302494-0.00261424j 0.0050945+0.00307105j -0.00444577-0.00470695j -0.00359218+0.000374448j 0.00171916+0.0049479j 0.00204456+0.00080018j -0.00644828+0.00621719j 0.000145091+0.00329744j -0.00289478+0.000149617j -0.00457076+0.00664927j 0.000639583-0.00213361j -0.00812579-0.0051155j 0.0090989+0.00238218j -0.00261303+0.00243564j 0.00366566-0.00336064j -0.0042032-0.00458816j 0.000451665+0.000350516j 0.00419183-0.00807585j 0.00770499-0.00487809j 9.417e-05-0.0101603j 0.00136245+0.000206194j 0.000233363+3.18781e-05j -0.00259175-0.00173991j 0.00190443-0.00172309j -0.00441638+0.00440124j 0.00302035-0.00384983j 0.00423711-0.000124298j -0.000539788-0.00516875j 0.00140047-0.00276299j 0.00640001+0.00127478j -0.000748324+0.000290447j -0.00226433-0.0018023j 0.00269373+0.00387479j -0.00598033-0.00137493j 0.00029088-0.000696027j 0.000121876-0.00154199j 0.00357564+0.00115346j -0.00283828+0.00328736j 0.000340555+0.00117525j -0.00596387+0.00269233j -0.00318329-0.00649257j 0.00494941+0.000355513j -0.00021756-0.00504221j 
0.00405843-0.011227j 0.0111276+0.00239656j 0.00534111-0.0140888j -0.0131089+0.00198165j -0.00331824+0.00875762j -0.00820976-0.0127748j 0.00516399+0.00190709j -0.000461264-0.0174859j 0.00260058+0.00319833j -0.0193491+0.00295198j -0.0101254-0.00848677j 0.00467014+0.00498806j -0.00374543-0.017811j -0.00268547-0.00487502j -0.00469095+0.0122064j -0.0057445-0.00936967j -0.00330007-0.0042454j -0.00462406-0.00561555j 0.00768723-0.00913713j -0.00562547-0.00432615j 0.000528119+0.0053199j 0.000971215-0.000758956j 0.00439799+0.0127581j -0.00659875+0.00032181j 0.00106448-0.00277691j 0.00539906-0.0183703j 0.00710698-0.0117569j -0.00452751-0.00680342j -0.0140714-0.012009j 0.00275328+0.00581568j -0.000844887-0.00288373j -0.0130228+0.00272447j 0.00665016-0.00424304j 0.00395819-0.00126142j 0.00195197+0.00343439j 0.0054124+0.000881604j 0.00377272-0.000736921j 0.00978883-0.00711389j 0.00562602-0.0102752j -0.00283626+0.00189223j 0.0046571-0.00271549j -0.0011765+0.00337304j -0.00154092+0.00446014j 0.00406341-0.00149081j -0.00963133+0.000681437j -0.00140221-0.000940166j 0.0013331-0.00265747j 0.0060147-0.000638156j 0.00337895+0.0021773j -0.0114815+0.0059401j -0.00156908-0.00404832j 0.000117813-0.000446627j 0.000927509+0.00423854j 0.00522526+0.00299668j -0.00507049+0.00372123j -0.00155863-0.000582862j -0.0051434+0.00693018j 0.000742992+0.00374407j 0.00747112-0.000849548j 0.00114448+0.00294628j -0.00341072-0.00327891j 0.000859622+2.99878e-05j 0.000779305-0.00325192j -0.00355298-0.00190826j -0.00542688-0.00121148j 0.00188302+0.00195807j -0.000768346-0.00810293j 0.00385645+0.00343531j -0.00046952+0.00366282j -0.00233839-0.00186381j -0.00169245-0.00404029j 0.00713875-0.00032548j 0.00125949-0.00348075j 0.0134863-0.00162406j 0.00200143+0.0126965j -0.00885466-0.00053177j -0.000227206+0.00949622j 
0.00437722+0.00446328j -0.00457026+0.00458934j -0.00555305+0.00174011j 0.00348456+0.00321194j 0.0029882+0.0046275j 0.00865514+0.00779149j -0.00622794+0.00740455j -0.00678661+0.00294594j -0.00524147+0.00735826j 0.000760564+0.00427095j 0.00116075+0.00436064j -0.00287076+0.00239129j -0.0153507+0.00304614j 0.00282926+0.0139196j -0.00193317+0.00184577j -0.000129265-0.00418823j -0.00495489-0.00448944j 0.00283086+0.00254456j 0.00311206-0.00116523j -0.00111956+0.000424765j -0.00815359-0.00438654j -0.00337928-0.00155631j -0.00563131-0.00334224j -0.00203455-0.00762992j 0.00404195+0.00394418j 0.00618434+0.0066318j -0.0026429+0.00463702j 0.00247083-0.00681627j 0.00475991-0.00492717j -0.00426672-0.000237759j 0.00788241-0.00275121j 0.00258519-0.00161802j -0.0027046+0.00380807j -0.008426+0.00537234j 0.00389227+0.0041j -0.000565363-0.00502857j 0.00359728+0.00522305j -0.00273446+8.68052e-05j -0.00133159+9.2496e-05j 0.000569266+0.00707102j 0.000945715+0.000231026j 0.00425725-0.00046556j 0.00433464+0.00466597j 6.30768e-05+0.000658535j -0.00232596+0.00236135j 0.00589324-0.00299601j -0.00685025+0.0016923j 0.00138245-0.00388411j -0.000504066-0.00519364j 7.63948e-05+0.00145593j -0.00466964+0.0029088j 0.00125439-0.00021603j -0.00665427-0.00144339j -0.00359139-0.000826803j -0.00193976+0.000533748j 0.00246019-0.00717483j 2.66182e-05-0.00387553j -0.000351485-0.00349236j -0.000606996-0.000263883j -0.00295205-0.00330406j -0.00233652+0.00449371j 0.00265837+0.00669204j 0.00104909+0.00112834j -0.000322245+0.000276753j -0.00265246+0.00391852j -0.00517485-0.0002465j -0.00414249-0.00245224j -0.000579977-0.00275611j 0.00320728-0.00160614j -0.000274054+0.00254539j 0.00139007-0.00126683j 0.00265139+0.00304696j 0.00170218-0.00387303j -0.00647259-0.0050487j 0.00429625-0.00700588j 0.000614464-0.00390084j -0.00409442-0.000691452j 
-0.00501096-0.00367255j 0.00443242-0.00486785j 0.00748619-0.000550971j -0.00430483-0.0098018j -0.00115762-0.0160835j -0.00499138-0.000461464j -0.00458447-0.00453804j 0.00819193+0.000339353j 0.00104153-0.00365575j 0.0143753-0.00669371j 0.00863153-0.00411248j -0.00378598-0.00191818j 0.0124253+0.00565402j -0.00147109-0.00848265j -0.000570652+0.00130711j -0.00234472+0.00889063j 0.00414072+0.00345144j 0.00661243-0.00014819j -0.00346453-0.000936328j 0.00283137+0.00377674j 0.00615551+0.00616414j 0.00331167-0.000306448j 0.00955337-0.00214124j 0.00712023-0.0030157j -0.00440385+0.00117015j -0.00759775-0.00520162j -0.000984899+0.00171049j 0.00683329+0.0108327j -0.00242958+0.0113995j 0.000664833-0.00496219j -0.00598441+0.00495165j 0.000522661-0.000665621j -0.00424584+0.000752866j 0.00836271-0.00394083j -0.00432509-0.00569056j -0.00632489+0.00407506j 0.000893742-0.00217854j -0.0076726+0.0062924j -0.00375087-0.00287793j 0.000838107-0.00376315j -0.00219911-0.00257361j -0.000504399+0.00434411j 0.000543114-0.00360722j 0.00234722-0.000844451j -0.000317102-0.00120815j -0.00420076+0.00256932j 0.000968965-0.00183919j 0.00143184-0.00046289j -0.00138892+0.0034315j 0.00149403+0.00110409j 0.00627567-0.00149631j -0.00595944+0.00826731j 0.0017459+0.0045856j 0.00301563+0.00344641j 0.00409856-0.00462574j 0.00192755+0.0111919j 0.00541814-0.000999778j -0.00555252+0.00245687j 0.00163493-0.000785606j -9.78228e-05+0.00542943j 0.00147447-0.000866705j -4.60285e-05-0.00835963j -0.00147502-0.000970223j 0.00193804-0.000974048j 0.00414515-0.00689505j 0.00513645-0.000538363j 0.00717533+0.0019937j -0.00102398+0.00257137j -0.00714422-0.000101316j 0.00541313-0.00262577j -0.00245113+0.00627833j -0.0054334-0.00342117j -0.00383534+0.00364464j 0.00762261+0.00447619j -0.00388677+0.00791494j -0.00256415+0.00552624j 0.00536797+0.0028793j 
0.00768489-0.00286752j 0.00197865+0.00814487j -0.00801085-0.00986852j -0.00600005+0.00731426j 0.0125111+0.0131242j 0.00232451-0.00237537j -0.00162273-0.00577874j -0.00144891-0.00411213j -0.00507605-0.00116559j 0.00230125+0.00106038j -0.00774506-0.00129324j 0.00523976+0.00439871j -0.00823201-0.00131183j 0.00408743+0.00488427j 0.00624906-0.000280074j 4.36753e-05-0.00366029j 0.00166584+0.00192592j -0.00291482-0.000449352j -0.00895031+0.00462661j -0.00520102-0.00551326j -0.00502322+0.000377268j -0.00151741+0.0127422j -0.00516333-0.00182683j -0.00652886+0.00499412j 0.00173128-0.00187229j 0.00290186-6.38789e-05j 0.000700558-0.000787734j -0.00381808-0.0146957j -0.000870487-0.00542901j -0.000223307+0.00290458j -0.000923564-0.00177328j 0.000427099+0.000804333j 0.00349162-0.000912186j -0.00988149-0.00103146j 0.00143828+0.000283656j -0.0052633-0.00251495j -0.000968117+0.00203964j 0.00751236-0.00525058j 0.000369892+0.000556376j -0.00243432+0.000819118j -0.00157495+0.000520824j -0.00230747-0.00158853j -0.00377585+0.00220685j -0.000102561+0.00472495j -0.000127626+0.00320799j -0.00210939+0.000249762j 0.0014813+0.00236252j 0.000980275+0.00152834j 0.000138308-0.00487956j -0.000393619-0.00146909j -0.00417947+0.000637004j 0.00484687-0.00690228j 0.00505247-0.00381212j -0.00208188+0.00105434j -0.00392744-0.000683491j -0.00171455-0.00653978j -0.00468539+0.00188913j 0.00499178-0.000545672j 0.0028863+0.00138588j 0.00273037+0.00134991j -0.00143264-0.00160948j -0.00139307+0.00312695j 0.00253782+0.00154971j -0.0011039+0.000939389j -0.0079637+0.00313144j -0.00219424-0.00436696j -0.00224277+0.000995837j -0.000652848-0.00106562j 0.00443202+0.000808605j -0.0028068-0.00155204j 0.00418428-0.00345716j 0.00535566+0.00185752j 0.00251504-0.00460628j 0.00226299-0.00694898j 0.00713742+0.00186083j -0.0054056-0.00461911j -0.00431051+0.00497602j 
-0.000209795+0.00392643j -0.00335119+0.000632986j -0.00382434+0.000880897j -0.000116035+0.0020046j 0.00775658-0.00291623j 0.00367589-0.00335037j -0.0052117+0.00257262j -0.000915085-0.00265973j -0.00773032-0.00123946j -0.000803571-0.00268823j 0.000618191+0.000426523j -0.000790817+0.00167275j -0.000448342-0.0036949j 0.00334362-0.00185731j -0.0041481-0.00460527j 0.00388852-0.0024967j 0.00151244-0.0021944j 0.000385836-9.01078e-05j 0.00574871-0.00342545j 0.00425182-0.00582949j 0.000528148-0.000501469j -0.00147594-0.00173126j 0.0045832-0.0021354j -0.00213536+0.00114132j -0.00211659+0.00373451j 0.00210445-0.00201726j 0.0035463+0.000691662j 0.00194846-0.00271934j -0.00197656+0.000868015j -0.00122994-0.00420515j -0.00165554-0.00153828j 0.00253133+0.000817094j -0.0025717-0.00509849j -0.00129453+0.00122262j 0.00365704+0.00324232j 0.00139677-0.00409382j -0.00124292-0.000492798j -0.0029005+0.00402671j 0.000217607-0.0033059j 0.00161184+0.000540146j -0.00132412+0.000574668j 0.00259346-0.00156686j 6.5059e-05+7.27865e-05j 0.000615481-0.00279687j -0.00141585-0.000708976j 0.00164746-0.000227354j 0.000400989-0.00120953j -0.001917-0.00295033j -0.00131389-0.00249757j -0.000539066-0.001479j -0.00439524-0.00128864j 0.00418631-0.000123435j -0.000503596-0.000740188j 0.00231939-0.00139071j -0.00309967-0.00105413j -0.00197383-0.00253189j -0.0042845-0.00194123j 0.000351495-0.00205186j -0.00220524+0.001895j -0.000811519-0.000646672j -0.00100294+0.00303595j 0.00342528+0.00046188j 0.00370169+2.85327e-05j 0.00143402+0.00141522j 0.00371308+0.00049934j -0.00334247+0.00126982j 0.00154969+0.000464967j 0.000263415+8.1708e-05j 0.00121416-0.00118944j -0.00243459+0.0022435j -0.000630077-0.00484157j 0.00146102+0.000270956j 0.000851345-0.000470661j 0.00123698-0.000259814j 0.00115066+0.00116441j 0.00113768-0.0021728j -0.00251381-0.00155535j 
0.00253957-0.00570708j 0.00547041+0.00113513j 0.00171902+0.00380383j 0.00447287+0.000912726j -0.0136211+0.00526881j 0.00053215+0.00729237j 0.000797196+0.00257523j -0.00240084-0.000150391j 0.00670899-0.000185647j 0.00220278+0.00194213j 0.00511612+0.000667394j -0.0043861+0.00191776j -0.0059889-0.00292504j -0.0107666+0.00358356j 0.00119585-0.00290346j -0.0060761+0.00512728j -0.00186642+0.00313164j 0.000610525+0.00227972j -0.0101968+0.00710431j -0.00779574+0.000806332j -0.00251303+0.00418797j 0.00123119-0.00129982j -0.00671626+0.00374091j 0.00537434-0.000471887j -0.000156163-0.00126009j 0.00228964+0.00521829j -0.0046757-0.00112567j -0.00242299+0.00662555j -0.00321848-0.00136062j 0.00571451+0.00171755j 0.000165937+0.000946264j -0.00506303-0.00322916j 0.00276417+0.00436746j 0.00109737+0.00538192j -0.00508027-0.00224482j -0.00132517+0.00126823j 0.00199778+0.00194639j 0.00224402-0.00154418j -0.00156206-0.00284306j -0.000444433+0.000284896j 0.00107767+0.00210329j -0.00296311+0.00121659j 0.00360044+0.00578946j -0.00131738-0.00161284j -0.00169936+0.00322677j 0.000491589+0.00130535j -0.000905061+0.000718605j 0.00366678-0.000108106j -0.000554684+0.00228934j 0.00236487+0.000369096j -0.00127729+0.00319725j 0.00114927-0.00182653j -0.00437415+0.000144769j -0.00323369+0.00124222j -0.00159098+0.000400619j 0.00558892+0.000527404j 0.00349917-0.00236411j 0.00123952-0.000697284j 0.004008+0.00197841j 0.00383418+0.000227561j 0.00137161-0.00241886j -0.00393446+0.00173107j -0.00217999-0.00244423j -0.00134564+0.000991951j -0.00359143+0.0022537j 0.000104792+0.00255951j -0.00413863+0.0004499j -0.00732932-0.00195881j 3.0049e-05+0.00541425j -0.00273651-0.00467324j 0.00475607+0.000834753j -0.00277531+0.00465508j 0.000385801+0.00523192j -0.00105615-7.48932e-06j -0.00150995-0.000681955j -0.00459289+0.00110992j 0.00111792+0.005414j 
0.00174909-0.00366118j 0.00416627+0.000799519j 0.00776977-0.0046798j -0.00460565-0.00535057j -0.00363668-0.00207663j -0.00423844-0.00573361j 0.0112888-0.00245414j 0.00388583+0.0079067j 0.0041583-0.00016525j 0.00595349+0.000762739j -0.0027562-0.00349958j -8.74516e-05-0.00752353j -0.00195844-0.00428964j -0.00587882-0.00508953j 0.00214204+0.000995927j -0.00557248-0.00440872j -0.00142635+0.00883882j 0.00308864-0.0013125j -0.00399249+0.00171599j -0.00359492-0.00152693j 0.00241961+0.00551014j 0.00585925-0.00217345j -0.00231749+0.00403245j 0.000182969-0.000493723j -0.00387863-0.00361337j 4.44666e-05+0.00471862j 2.21039e-05-0.00100738j 0.00286584+0.00441518j -0.000368777+0.00261086j 0.00447688+0.00688718j 0.0025382+0.00191773j -0.00172444+0.00293418j 0.00387975-0.0012702j 0.00499895-0.00107588j -0.00426114-0.00552221j 0.000851551+0.00337695j 0.00367538-0.00205976j -0.000713169+0.00104631j -0.00155533-0.000592056j -0.00138875-0.00297596j -0.00106674-0.00480701j -0.000952113+0.00427838j 0.000289248-0.00190936j 0.00279127-0.00130697j 0.000731303-0.000385528j -0.0012003+0.00271653j 0.000776823-2.5943e-05j 0.0034096+0.00151329j 0.00222911+0.00686217j 0.00269214-0.000128101j 0.00427681-0.00121623j 0.000605191-0.00234823j 0.000876742+0.00296966j 0.000792352-0.00031187j 0.00462965-0.00012495j 0.00401599+0.00303716j 0.00410399-2.6719e-05j -0.00727283-3.04882e-05j 0.000177143-0.00273843j 0.00152823-0.00130598j 0.00296806+0.00186747j -0.000585971+0.00261374j -0.00269773-0.00187065j -0.000701353+0.00209115j -0.00428184+0.000204747j -0.000710154+0.00098043j -0.000849731-0.00354082j -0.00261239-0.00104995j -0.000713896-0.00017086j -0.00042931+0.000484594j -0.00304723+0.000942274j -0.00104646-0.00382415j -0.00592867-0.00143776j 0.00587284-0.000483863j -0.00113799+0.00503433j -0.00301984+0.00217621j 0.00159225+0.00356584j 
0.000933557-0.00842785j 0.00734268+0.00123128j 0.002319+0.00186225j 0.00162258-0.00182537j -0.00578864-0.000221756j -0.00673862+0.00837047j -0.00301967-0.00605247j 0.0045425-0.00267852j 0.00600597+0.0062975j -0.0124134+0.006443j 0.00489887-0.00102479j 0.00756429+0.00185605j 0.00568019+0.0035571j -5.06627e-05-0.00810936j 0.00283862-0.00185004j -0.000527534-0.000136229j 1.37056e-05+0.00561276j -0.00202823+0.00303227j -0.00549286+0.0099409j -0.00115795+0.00715591j -0.00283437+0.000359306j -0.00753429+0.00208069j 0.00332354+0.00621894j -0.00158662-0.00154766j 0.00179971-0.00468263j -0.00141192+0.000973289j 0.00220518-0.00359717j 0.00529107-0.00167813j -0.0051218-0.000247446j 0.00111968+0.000369984j -0.00324804+0.00441191j -0.00416293-0.00635146j 0.00554982-0.00089158j 0.00083714+0.00146906j -0.00701104-0.000881409j -0.00541995+0.00243867j -0.000597329-0.0032946j 0.00728164-0.000175239j 0.00151037-0.00168586j -0.00171198-0.00478547j 0.00284355-0.00334337j 0.00199791+0.000328818j -0.000282605-0.00376969j 0.000851949-0.00263881j 0.000517414-0.000924497j 0.00198156+0.0105437j 0.00147537-0.00216388j 0.00124004-0.000125736j -0.00555092-0.0018582j 0.000653132+0.00458293j -0.000570099-0.00147616j -0.00511854-0.000372242j 9.46371e-05+0.00194373j 0.00261356+0.00539739j -0.00294965+1.70733e-05j -0.00192382-0.00165015j 0.00202691+0.00215991j 0.00403455-0.00156708j 0.00383311+0.000146782j 0.00229574-0.00201019j 0.00281686-0.00495804j -0.00432669-0.000387044j -0.00622349+0.00176741j -0.00735161+0.000586673j 0.00240673-0.00236632j 0.00630159+0.00305559j -0.00275797+0.00557018j -0.00252673+0.00187346j 0.00088421+0.0045326j -0.00130672-0.00152001j 0.0017773+0.00226585j -0.00351223+0.00188758j 0.00577545+0.00567253j 0.0033087+0.000572245j 0.00107082+0.00478674j -0.00912109+0.00300303j 0.00400185+0.00886981j 
