-0.00118555-0.0180143j -0.0180289+0.000765874j -0.00322721+0.00934935j 0.0116258+0.00236087j -0.000698651+0.00432948j 0.000848918-0.00162332j -0.00193384+0.00129984j 0.00377169+0.00173251j -0.00126303+0.000940698j 0.000551315+0.000439635j 0.00309712+0.00131702j -0.00337196+2.45032e-05j -0.00203443+0.00751592j -0.000658414+0.00140648j 0.000567512-0.00328028j 0.000225374+0.00343292j 0.00388693+0.00131642j 0.00214142-0.00129022j -0.000668191-0.00195573j 0.00350707+5.75253e-05j -0.00394318-0.000638879j 0.00454534+0.00164246j 0.0013603+0.00361925j 0.000531705-0.00143124j -0.000321776+0.00103797j 0.00417997-0.000258818j -0.000690442-0.00335977j 0.00215827-0.000911228j 5.29795e-05-0.00234103j -0.000475683-0.00194982j -0.00318405+0.00215066j -0.00275542-0.0021018j 6.47905e-05-0.000191532j -0.000616822-0.000681475j -0.00141165+0.00496052j -0.00561917+0.00251226j -0.000553352+0.00498965j 0.00199776+0.00350906j 0.00267817-0.00130264j -0.0010871-0.000567426j 0.00447495+0.000476111j -0.00209314-0.0049103j 0.002374+0.0036632j 0.00383664+0.00680742j -0.0027655+0.000876048j -0.00503536+0.00305859j -0.00427658-0.00262407j 0.00277544-0.00266495j -0.00331283-0.00046713j 0.00221913-0.0048685j 0.00221088+0.00255057j 0.00209103-0.000787611j -0.00948715-0.00219553j 0.0014243-0.0121875j 0.0165103-0.00431004j 0.0048026+0.0165514j 
0.00121506+0.00195804j 0.00196076-0.000983429j 0.00238348+0.0012919j 0.00135037-0.00524295j 0.00186141-0.0021336j 0.00121879+0.00301016j 0.00527266-0.00252552j -0.00138014-0.00162207j -0.00236865-0.000483846j 0.000785343+0.000386237j 0.00245787-9.07713e-05j 0.00135827+0.00546089j 0.00134156+0.000577533j -0.00261747+0.00667722j -0.00520111+0.00680845j -0.0058455-0.00252635j 0.00189696-0.00130387j 0.00187464+0.00323844j 0.0019916+0.00358157j 0.000683341+0.000997877j -0.000937634-0.00246255j -0.000529338+0.0011397j -0.000724816+0.0022291j -0.00867235+0.00115935j 0.000383072+0.00345696j 0.00140517+0.00341479j 0.00152543+0.000738242j 0.00126524+0.00333449j -0.00390294+0.000306576j -0.00462419-0.00151652j -0.00652577+0.0013132j -0.00386694+0.00292002j -0.00483176-0.00742715j -0.00168401+0.00598363j -0.0026998+0.00667966j 0.00449651-0.00379556j 0.00345784+0.00351424j 0.00402851+0.00376194j -0.000279736+0.00216819j 0.00143036-0.000574504j 0.00212319-0.00108444j 0.00088883-0.00805488j -0.00294925-2.88896e-05j -0.00234645-0.00019586j -0.00021185+0.00255924j -0.00164888-0.00195876j -0.000593354-0.00122681j 0.000723109+9.29587e-05j -0.00098122+0.000847578j 0.000215722+0.000423537j -0.00150598+1.15979e-05j -0.000399535-0.000418894j 6.06395e-05+0.00358715j -0.00302026-0.00193599j 0.000736812+0.00287816j -0.00275703+0.000852729j 
3.25281e-05-9.39168e-05j 3.89208e-05+0.000675113j -0.00456755-8.08271e-05j -0.00274575+0.0036378j 0.00231412-0.000210916j 0.00247518-0.000608413j 0.00143774+0.0005042j 0.00104993+5.33258e-05j -0.00496162-9.2356e-05j 0.00221266+0.00200358j -0.0051033-0.00196479j -0.0047824+0.00276254j 0.00346737+0.00362688j 0.00118653-0.000642567j 0.002507-0.000120791j -0.00634962+0.00166649j 0.00249174-0.00320846j 0.000561751+0.00360844j 0.00923693+0.00216584j 0.00408446+0.000960178j -0.00345128+0.00391174j -0.00248928-0.00352558j 0.003279+0.00160326j -0.0063246-0.00360174j -0.00340162+0.005718j 0.00108562+0.000993522j -0.00234448-0.0022681j -0.00175448+0.00653459j 0.00100434+0.00616668j -0.00097207+0.00174557j 0.000388829-0.000114194j -0.0107145+0.0042859j 0.00293798-0.00212957j -0.00944645+0.00318251j -0.00245532-0.00289914j 0.00261456-0.00420909j 0.000794531+0.00115308j 0.00120754+0.00158383j -0.00886843+0.0042077j 0.00156622+0.00726142j -0.00408681+0.00204985j -0.00519908-0.00343121j 0.000426702-0.00227576j 0.00185397+0.00323208j 0.00128107-0.00136j 0.00178408+0.00116338j 0.000599592+0.0038947j 0.000573373+0.00162289j 0.00076208-0.00220253j 0.00123265+0.00042305j -0.000786525-0.000248442j -0.00147672-0.001024j -0.0010317-0.000849448j 0.00194554-0.000239459j 0.000529129-0.00103484j 0.000607702+0.00076694j 
0.000876741+0.00560861j 0.00603569-0.00104278j 0.00234377+0.000454393j -0.000274295-0.00383982j -0.0048265-0.00246587j 0.00279392+0.00179691j 0.00351433-0.00177224j 0.00276891+7.79256e-05j 0.00735269-0.00435849j -0.00657023+6.72898e-05j 0.00525202-0.00499689j 0.00461286+0.00389956j -0.00377228+0.000589915j -0.00170736+0.00496873j -0.00449369+0.010138j 0.00114-0.000998137j 0.00417038+5.17915e-05j 0.00708257+0.0080469j -0.0077581-0.00386118j -0.000777145+0.00732681j 0.000453689+0.00184605j 0.000117444+0.00189992j -0.00497368+0.000311445j -0.00139956-0.00497885j 0.00685019+0.00524776j -0.00384574-0.00255146j 0.00093212+0.00620953j -0.00543878+0.00316962j -0.00445611-0.00380706j -0.00792918-0.0034889j -0.00698908+0.00280858j 0.000528412+0.00679627j -0.00207277-0.000330185j -0.000654219+0.007573j -0.00314275+0.00383518j 0.0116802-0.00224809j 0.00163452-0.0109309j -0.00110431+0.00198872j 0.00415497+0.00581505j -0.00503581-0.00173142j -0.00430008+0.00013718j 0.00370007-0.00445428j 0.000323583-0.00147753j -0.00648996-0.000304636j -0.0024658+4.66721e-05j -0.0028734+0.0005485j 4.60667e-05-0.00124604j 0.0028369-0.0017877j 0.00213866+0.00214578j -0.00234244+0.00123489j 0.00128881+0.000671108j 0.000108045+0.001086j 0.000766129+0.00262017j -0.000444054-0.00120762j -0.00245962+0.0013963j -0.00139207-0.00247477j 
0.00233794-0.00750414j -0.00842407-0.00192631j -0.000553931-0.000208705j 0.00104113+0.00172025j -0.0013392+0.00904785j -0.00144562+0.00453113j -0.0035845+0.00649123j 0.000391127+0.00319515j -0.00183016-0.000433857j 0.00485623-0.00437696j -0.000538432-0.000196296j -0.00764053+0.00177083j 0.00194382+0.00218437j -0.00090602+0.00335005j -0.00364367+0.00693168j 0.00494924-0.00136333j 0.00694439+0.0046151j 0.0027272-0.00197804j 0.00223143+0.000624176j 0.00264791-0.00374793j 0.00013602-0.000505445j 0.00506246+0.0061852j -0.000335967+0.00615837j -0.00477549-0.00217818j 0.00296261-0.00100575j 0.000562261+0.00203082j -0.00108025-0.00583758j 0.00966424-0.000995394j -0.00521289-0.00401693j -0.00168026-0.000771779j -0.00457605+0.0067233j 0.00252951+0.00484621j 0.0010708-0.0120027j 0.00493779+0.00373123j 0.00487338+0.00753489j -0.00480477+0.00450553j -0.000962284+0.0055329j 0.00484081-0.00348587j -0.00461653-0.00367485j 0.00688702-0.00347748j 0.000152029+0.000191282j 0.00197713+0.00367059j 0.0013313+0.00227342j 0.00028912+0.0010385j 0.00504244-0.000392429j -0.00142471+0.000482471j -0.00310047+0.00387517j -0.000346115+0.000984446j -0.000835747+0.00103902j -0.000139909-0.00518978j 0.00259806-0.00270523j 0.00154055-0.00311654j -0.00352653-0.00407238j 0.000509348+0.00252869j 0.00529482-0.00201844j 0.00176485+0.00477327j 
0.00171808+0.00666635j 0.00712813-0.0011115j -0.000686585-0.00493325j -0.00498693-0.00309324j 0.00376726-0.00758709j 0.00173667-0.00138564j 0.00447767+0.000882061j 0.00430798+0.000293643j 5.07486e-05+0.00866172j -4.29541e-05+0.00208094j 0.000192717+0.00172635j 0.00726984-0.000692728j -0.00389393-0.00124102j -0.00166991-0.00230314j 0.00628968-0.00167347j -0.00200382-0.00319566j 0.000153649+0.00663717j -0.00346119+0.00250776j -0.00161977+0.00446434j -0.000621043+0.00473599j 0.00137824-0.00317327j -0.00476671+0.00129288j -0.00255647+0.00150393j -0.00124774+0.00418496j 0.0060753-0.000750513j 0.00964264+0.00437941j 0.00138861+0.0036209j -3.57225e-05+0.00626762j 0.0022456-0.00887336j 0.000313359+5.92274e-05j -0.00492075+0.0022792j -0.0045195-0.00591025j 0.000608928+0.0031684j 0.00591848+0.00305785j -7.24729e-05-0.00556099j 0.00178504-0.00146024j 0.0027454+0.00613194j -0.00223319+0.000276722j 0.000832963-0.0033597j 0.00153109+0.000530156j 0.00324337+0.000313147j -0.00403444-0.0012573j -0.00817766-0.000663883j 0.002585-0.00475414j 0.00164898+0.0052097j 0.00188713-0.000399542j 0.00279655+0.00164288j 0.000194893+0.000275293j 0.00173202+0.00468369j -0.00216029-0.000131491j -0.00217115-0.000661866j -0.00101795+0.00139012j 0.00136696+0.00397234j -0.00346257-0.000127728j -0.00257166+0.00105026j -0.000577925-0.00235647j 
-0.000576959+0.00167143j 0.00167163-0.000309379j 0.00105719+0.00222343j 0.0037986+0.00223179j -0.00403202-0.000805775j -0.00650292-0.00143707j -0.00129056-0.000163254j -0.00288932-0.000514454j -0.000423557-0.00387525j 0.00305602+0.00178401j -0.00175408+0.000997793j 0.00528828-0.00278292j 0.00620515+0.00153684j 0.0030872-0.00141744j 0.00158343-0.00453458j -0.00210588+0.00365389j -0.0110788-0.00365104j -0.00508777-0.00226486j 0.00193116+0.0090254j 0.00551469+0.00157958j 0.000671372-0.00130092j -0.00353924-0.0017454j 0.0076606-0.00297762j 0.00485941-0.00379761j 0.00288767-0.00460547j 0.00723594+0.000565901j 0.00432556+0.00309215j 0.00676812-0.0079622j 0.0105884-0.00707737j 0.00108841-0.00363616j 0.00452086-0.00218888j 0.0038435-0.00322119j -0.00016197+0.00496005j -0.00303888-0.00295303j -0.000503971+1.84247e-05j 0.00540848+0.00189774j 0.00102216-0.000606572j -0.00395783-0.00242214j 0.00181261+0.00338198j -0.00313331+0.000483124j -0.00452876-0.00234969j 0.000954021-0.00301714j 0.000903904+0.00334625j -0.00399864-0.000140469j -0.000726172+0.00228013j -0.00354722-0.000105035j 0.000281069+0.00171262j 0.000926575-0.00121046j 0.00120263-0.00113574j 0.00102269+0.000947692j 0.00128368+0.00274806j -0.00164087-0.00155109j 0.000571606+0.0029078j -0.00032639+0.00162268j -0.000760036-0.000124771j -0.000297337-0.001025j 
0.00304521-0.00778645j -0.00887719-0.00264965j -8.4627e-05+0.00044123j 0.00355307-0.00197897j 0.00694489+0.00283183j -0.00446386+0.00250444j -0.000875223+0.0054965j -0.00141849-0.000740449j -0.00152935-0.000668816j 0.000345318-0.00234575j 0.00068464+0.00249372j -0.00777283-0.000341937j -0.00163101+0.00623885j -0.00331262+0.00415017j -0.0017047+0.00220215j -0.00244517-0.000925324j 0.0015446+0.0015286j 0.00561479+0.00127868j -0.000137998-0.0074977j 0.00010369-0.00792435j 0.0001913-0.0020739j 0.0114972+0.00281909j -0.00424937+0.00047469j -0.000871207+0.00579606j 0.00202659-0.00393991j -0.00690155-0.00717261j -0.00152062-0.00770001j -0.000339739+0.00170853j -0.00620024+0.00712328j 0.00456502+0.00222341j 0.00775991+0.00074765j -0.000727309+0.00201078j -0.00266672-0.0028854j 0.00172732-0.00251444j 0.00773407-0.00198466j -0.00639927+0.00207673j -0.00531854+0.000129644j 0.0022772+0.00162509j 0.000414689-0.00527847j 0.00571881-0.000167598j 0.00358546+0.00369013j 0.00082104+0.00299908j -0.00111115-0.00319944j 0.00474432-0.00288836j -0.00242422-0.00044992j -0.000993243+0.00220008j -0.000560372-0.00135564j 0.00143837+0.00316696j -0.00305606+0.00460872j -0.00448649+7.9424e-05j 0.00147258-0.00100614j 0.000678796+0.00271248j 0.000217921-0.00418732j 0.0011105+0.000317066j 0.00446168-0.000959283j 0.00115964+0.00450064j 
-6.47184e-05+0.00474769j 0.00471326-5.01751e-06j -0.00116693-0.00484326j -0.00412085+9.66912e-05j -9.45178e-05-0.00683515j -0.00352117-0.000955153j 0.000547918-0.000511106j 9.90719e-05-0.00247082j 0.00474235+0.00290163j -0.000459115+0.00110089j -0.00155573-0.00389915j -0.000881674+0.00112851j -0.00188644-0.00275402j -0.00248053-0.000677139j 0.00354425+0.00443649j 0.00118033-0.0012116j -0.00183447+0.00121897j 0.00355761+0.00256553j 0.00144983-0.00288332j -0.00704846+0.00352599j 0.000994473+0.00178848j -0.000840026-0.00196007j 0.000400376+0.00451539j 0.0046662-0.0104929j 9.87454e-05-0.00109772j 0.00272123+0.00286833j -0.00264399+0.00379208j -7.45173e-05-0.00356473j 0.0107538+0.00360364j 0.000603402-0.00558982j 0.00915524-0.00320205j -0.00095835-0.00541795j 0.00293066+0.00243286j -0.00178815-0.00109161j -0.00428758-0.00231597j 0.0041299-0.00347227j 0.00414283-0.00525094j -0.000196046-0.000132872j 0.00479069-0.00159319j 0.000659577+0.00672151j -0.00519646-0.00184539j -0.000243473+0.00136607j 0.00570927+0.00117151j -0.00119992-0.00162665j -0.00237874-0.00273574j -0.00272554-0.000992869j 0.00135136+0.00115758j -0.00403426-0.00371984j 0.00288529-0.00160614j -0.00156799+0.000853249j -0.00122061-0.00126682j -7.4454e-05+0.00101597j 0.00352403+0.00133545j -0.000117845+0.00166075j -0.0042711-0.00201792j 0.0021229-0.00411688j 
-0.000306737+0.00318613j 0.00381195-0.000347617j 0.0029535-0.0016788j -0.00245314+0.00342202j -0.0051711-0.000165275j 0.00240282-0.00418113j -0.00246175-0.00144563j 0.00412255-0.00518966j 0.00464092+0.00270881j -0.000602556-0.000910362j 0.00267682+0.00263263j -0.00128856+0.00583976j 3.37914e-05+0.0022148j -0.00615469+0.00288427j -0.00301335+0.00143717j 0.000176475+0.00413515j -0.00245965-0.00399318j -0.000572172-0.00496017j -0.00809449+0.00276716j -0.0034902-0.00108877j 0.0105521-0.00317729j -0.0052739+0.00129536j 0.00742958-0.00380377j -0.00145769+0.0092825j -0.00582148+0.000304052j -0.00403051+0.000976878j 0.00248923+0.00211016j -0.00200491-0.00338546j -0.00819305-0.00542966j 0.00110323-0.00352629j -0.00834702-0.000396529j 0.00251407-0.00405118j -0.00819041-0.00395915j 0.0068511-0.000399856j 0.00391461-0.00271221j -0.0055167-0.00108634j 0.000579425+0.00412467j -0.00067159-0.000829768j -0.00158605-0.000350459j -0.00299788-0.00186754j 0.00285405+0.000108749j 0.000574424+0.000626081j -0.00690062-0.00124881j 0.00431412-0.00279118j -0.000289635+0.00560772j 0.00141243-0.00293843j 0.00290893+6.76605e-05j 0.000629309-0.00166498j 0.00153525+0.00255476j 0.00196913+0.00172202j 0.000578565+0.00177179j -0.000965463+0.00327626j -0.00136994+0.000239298j -0.000214679-0.00167289j -0.0016165+0.00221471j -0.00214932-0.00136178j 
-0.00269221-0.00341604j -0.00310732+0.000778104j 0.00505468+0.000871533j 0.0033177+0.00154557j -0.0076765+0.00279364j -0.00372891-0.00610992j -0.00537905-0.00259372j -0.00282913-0.00319663j 0.00156212-0.00295713j -0.000330587+0.00757696j -0.00069037+0.00327965j 0.000686731+0.00128094j 0.00320358+0.00499157j -0.00126378-0.00184395j -0.000890175-0.00441908j -0.00355164+0.000625425j -0.00717629-0.0109171j -0.00139651-0.00829261j 0.00346436-0.000567728j -0.000349894-0.00727806j 0.00401309+0.00125426j 0.000397258-0.00581559j 0.0123098-0.000290689j -0.00046763+0.00352747j -0.0112455-0.00588066j -0.000567581+0.00245351j -0.000290596+0.000982234j 0.00113326-0.00516254j 0.00327781+0.00677874j 0.00668032+0.00229645j 0.00488208-0.00565518j -0.000297896-0.00783803j -0.00517262-0.00425326j -0.00131694-0.006732j 0.00197804-0.00176769j -0.00328945-0.00108436j -0.00084191+0.00465892j 0.00146024-0.00126915j -0.000239152-0.00319357j 0.00122774+0.00605349j -0.00234522+0.000435852j -0.00164616+0.00104168j 0.00221393+0.00337263j 0.00179805-0.00189451j -0.00192114-0.0001408j -0.00142352-0.00148209j 0.00181687-0.00395826j 0.000426591-0.00331817j 0.00237204-0.0017925j 0.00119785+0.00288731j -0.00151968+0.00267037j 0.000998287+0.00243586j 0.000121785-0.00260073j 0.00278615-0.0033113j -0.000125208+0.00148793j -0.00113359-4.30502e-05j 
-0.00233987-0.00372791j -0.00363642+0.00221248j 0.00198326+0.00303702j 0.00150378-0.00361564j -0.00175718-0.0022484j 0.000255167+0.00217439j 0.000372394-0.00254586j 0.00213891+0.00167668j 0.000967903+0.0017634j -0.000290921-0.000756245j -0.0016221-0.00106796j -0.00450993+0.00119917j -0.00276705-0.00375897j -0.00229226-0.00427533j -0.000514508+0.000558202j 0.00781568-0.00609776j 0.00114401+0.00382819j 0.00454142-0.00922838j -0.00267752-0.00543587j -0.000471961-0.0064688j 0.00345732+4.85263e-05j -0.00133764-0.000763705j 0.00059514+0.00104791j 0.00317863+9.03513e-05j -0.00124201-0.00522785j -0.00328218+0.000752057j -0.00567192-0.00405542j -0.000914883+0.00105446j 0.00232568+0.00453325j 0.00180149-0.00253317j 0.00759963-0.00410826j 0.00159107-0.00337118j -0.0060392-0.000369281j -0.00265033-0.0057593j -0.000714238-0.00287607j -0.00393883+0.00273024j 0.00238323+0.00206519j -0.00346338+0.000800817j 0.00317899-0.00207543j 0.000256213+0.00446201j -0.000886682-0.00391839j 0.000158866-0.000901371j 0.00239515+0.00297851j 0.00343515+0.00394954j -0.000796572-0.00598133j -0.00196467-0.00322395j 0.000846832-0.00371903j -8.05859e-05-0.000289896j -0.00115994-0.00194367j -0.00222612+0.0022752j -0.00258455-0.000446446j -0.0016159-0.00029093j -0.000324854-0.00127582j 0.00420014-0.00353916j 0.000248015+0.00106764j -0.00138753+0.000632166j 
-0.0041621+0.00160047j 0.00299982+0.00359645j 0.00248792+0.00383544j -0.000783669+0.00237725j -0.00800503-0.00625767j 0.00205316-0.00601722j -0.00448554-0.00670756j 0.000126573-0.00134431j 0.00633012+0.000454767j 0.000417881+0.000442705j -0.00186296-0.000371322j -0.00253377+0.00515164j -0.00110926-0.00250638j -0.00246971+0.00331254j -0.000666715+0.0059867j -0.00142926-0.00975581j -0.00172402-4.41324e-05j 0.00485086+0.0024309j -0.00607429-0.00388081j 0.000764925-0.00386985j -0.00216519-0.0048909j -0.00590218-0.00511613j -0.00283893-0.00236614j -0.00127595+0.00303134j -0.000510983+0.00976117j -0.0131481-0.00370341j -0.0026097+0.00398294j -0.0049547-0.00217094j -0.000547034+0.00400625j -0.00090101-0.0123854j -0.00208462-0.0106866j 0.000330226+0.00314946j -0.0110471+7.96578e-05j -0.00989432-0.000175405j -0.000959465+0.000848623j 0.00521628-0.00178333j 0.00391133-0.00571453j 0.00157349+0.00565419j 0.00158802+0.000561782j -0.00710025+3.25386e-05j 0.000611781-0.00192902j 0.00821625-0.00537165j 0.00036259-0.00224274j 0.000751786+0.00298543j -0.00340223-0.00185796j -0.00380184+0.00106765j 0.00149391+0.000473021j -0.00146022+0.000771667j 0.00143423-0.00656774j 0.00367804-0.000669007j 0.00198688+0.00140791j -0.000225281+0.00156024j 0.00170511+0.00181986j 0.0028214+0.00177623j -0.00329144-0.000228037j -0.000196393-0.0030451j 
0.00112575-0.000339618j 0.000208994-0.000884097j 0.00363841+0.00399974j 0.000404402-0.00115391j -0.00233116-0.00412324j -0.00135007+0.00218854j 0.00129834-0.000244714j -0.000305133-0.000193673j -0.000991276-0.000865173j 0.000943001-0.00764258j -0.000385862-0.000339475j 0.00471678+0.00782798j -0.00328453-0.00207841j 0.00320405+0.00331703j -0.000224514+0.00209766j 0.000430508-0.00300147j -0.00114249+0.00449464j -0.00498184+0.000268415j -7.53782e-05+0.00395475j 0.000201735+0.00354391j -0.00334146+0.0015737j -0.00266473+0.00499813j -0.00229038-0.00350766j 0.0047142-0.00540603j 0.00230684+0.00107825j 0.00502517-0.00208082j 0.00573676-0.000301159j 0.00472439+9.56437e-05j 0.0022243-0.00515457j 0.00151456+0.00197256j 0.000373301+0.00201777j 4.81553e-05-0.00326387j 0.00100884-0.00376748j 0.00413493+0.00157324j 0.00101726+0.00338599j -0.000169752-0.00286173j 0.00199364+0.0005395j 0.00229423+0.000728299j -0.000294067+6.88467e-05j 0.000460201-0.0049952j 0.00265014-0.000699401j 0.00463852-0.00137494j 0.000403396+0.00259725j 0.00092651-0.00176912j 0.00244929-0.00157201j -0.00251571-0.000906977j -0.00221634-0.00111786j -0.00103591-0.00257857j -0.00227696+0.00020469j -0.00137683+0.000230463j -0.00111298-0.0022815j -0.00131216+0.000777514j 0.000255852+0.00179376j -0.00149141+0.000256277j 0.00095874+0.000493362j -0.000633066+0.00118078j 
-0.00269071+0.00531378j 0.00579755+0.00300832j -0.00410419-0.0046555j -0.00762488+0.00436965j 0.000111805-0.00310576j 0.00460242-0.00477065j -0.00364445-0.00575943j 0.000477649-0.00184903j -0.000647574+0.00218837j 0.000614917+0.00221967j -0.00395053-0.00231963j -0.00371987+0.00109741j 0.00250828-0.00587243j -0.00250301+0.00248535j -0.00132316+0.000172311j -0.000742688-0.00102821j 0.000932396-0.00221378j 0.00280336+0.00167022j 0.00096435+0.00142147j 0.000268106+0.00214204j 0.00290095-0.00590419j -0.00798891-0.00377169j 0.00343571+0.00481436j -0.00717561+0.000717189j -0.0049512+0.00293694j -0.00348485+0.00406144j -0.00409835+0.00429334j -0.00187458+0.00306353j -0.00105698+0.000622136j -0.00153402-0.00342774j -0.00850534-0.00447792j 0.0019877+0.00248312j -0.000172275-0.00264406j -0.00207261+0.00261601j -0.00336457-0.000106825j 0.000450153-0.00157842j 0.00234203+0.00164079j 0.00146224-0.0012864j -0.00639744+0.0012491j -0.00316322+0.0033761j -3.43846e-05+0.00241374j -0.00245637-0.000888269j -0.00114027-0.00152605j -0.00266025+0.00238234j 0.00271214+0.00402882j 0.00397352+0.000513893j 0.000270432+0.00520695j -0.00281119-0.00413227j 0.00513824-0.00168432j 0.0064078-0.00156373j 0.00218226-0.000308557j 0.00274456+0.000930274j 0.000484392-0.0023432j -0.00010198+0.0014579j -0.00496475-0.00144656j 0.00167072-0.00512193j 
0.00529896+0.00334866j 0.0037591-0.00416954j 0.00385046-0.000940318j -0.00244009-0.00351664j 0.0038843-0.00357775j 0.000638754+0.00231404j 0.00324093+0.0050669j 0.00134479+0.00113011j -0.00400823+0.00106881j -0.00261752-0.00376087j 0.00234501+0.00357291j -0.00646491+0.00258931j -0.000958166+0.0024837j -0.00375309+0.000808992j -0.00439713-0.0015785j 0.00499836-0.00028263j -0.00239442-0.00414008j 0.00100291-0.00315569j 0.000136981-0.00328695j -0.00201278+0.00217014j 0.00442144+0.000422708j 0.00410303+0.00683121j 0.00387779+0.000627168j 0.000458997-0.00518543j -0.00169495-0.00321123j 0.00546554-0.000594023j 0.00263941+0.00671076j 0.00381945-0.00641536j 0.00177063+0.00218074j -0.0010575+0.00122256j 0.00504366+0.00323496j 0.00320215-0.00394584j 0.00845396-0.00392386j 0.00243172+0.00479508j -0.0014973+0.00192619j -0.000712502+0.00346831j -0.00150305-0.000365262j 0.00768248-0.000807606j 0.00577963-0.00689446j 0.00512592+0.00609849j -0.00557493-0.00196788j -0.00251424+0.00697235j 0.00100905+0.00426989j 0.00177488+0.000299265j -0.001584+0.00270888j -0.00619108-0.00254901j -0.00184891+0.0019j -0.0033198-0.000129404j -0.00253959+0.00291663j 0.00129083-0.000458541j -0.0035159-0.00221225j -0.00178835-0.000680291j -0.0012714+0.00362699j -0.00520909+0.000599374j 0.00304427+0.00298392j -0.00269154+0.00345466j 
-1.74337e-05+0.00164976j 0.00163865+0.000526601j -0.000927912+0.00115757j 3.3048e-05-0.00199171j 0.00208997-0.00410675j 0.000548428+0.00318073j 0.00248165-0.00111052j 0.000156469+0.00336901j -0.00243448+0.000895433j 0.000527849-0.00173595j 0.00121382-0.000619378j 0.000775616+0.00221009j 0.00129717-0.00213674j 0.000840169-0.000504639j -0.00182516+0.0016392j 0.00032363-0.00122061j -4.98776e-05+0.00107359j -0.000471159-0.000729112j -0.000392029+0.00272066j 0.000193425+0.00165682j 0.00165012-0.00134954j -0.00401968+0.00288533j -0.000477896+0.00192804j 0.00137813-0.00502021j 0.00307472-2.10625e-05j 0.00292614+0.000917106j 0.00101857+0.000814554j 0.00271617-0.00109171j 0.00082353-0.00446081j -0.00326787-0.00194393j -0.00183003+0.000416981j 0.00144558-0.000123951j 0.000517113-0.00200668j 0.000787635+0.00284825j -0.00249413+0.00282508j 0.00147527+0.000862421j 0.00316707+0.00137897j -0.0013379-0.00137683j 0.00170108+0.00138396j -0.000970011+0.00237965j -0.00159266-0.00311211j -0.000367606-0.00156337j 0.00149791+0.00224238j -0.00161696+0.00115943j 0.00170972-0.000468272j -0.00119148-0.00228379j 0.000141541-0.000169772j -0.000263349-0.000388241j -7.85311e-05-0.000822191j 0.000572489+0.000647926j 0.00115721+0.00072088j -0.00110295+0.000614115j -0.00176506+0.00102558j 0.00093133-0.00168524j 0.000537411+0.000313457j -0.000718388+0.000545619j 
