-0.00118555-0.0180143j -0.0180289+0.000765874j -0.00322721+0.00934935j 0.0116258+0.00236087j -0.000698651+0.00432948j 0.000848918-0.00162332j -0.00193384+0.00129984j 0.00377169+0.00173251j -0.00126303+0.000940698j 0.000551315+0.000439635j 0.00309712+0.00131702j -0.00337196+2.45032e-05j -0.00203443+0.00751592j -0.000658414+0.00140648j 0.000567512-0.00328028j 0.000225374+0.00343292j 0.00388693+0.00131642j 0.00214142-0.00129022j -0.000668191-0.00195573j 0.00350707+5.75253e-05j -0.00394318-0.000638879j 0.00454534+0.00164246j 0.0013603+0.00361925j 0.000531705-0.00143124j -0.000321776+0.00103797j 0.00417997-0.000258818j -0.000690442-0.00335977j 0.00215827-0.000911228j 5.29795e-05-0.00234103j -0.000475683-0.00194982j -0.00318405+0.00215066j -0.00275542-0.0021018j 6.47905e-05-0.000191532j -0.000616822-0.000681475j -0.00141165+0.00496052j -0.00561917+0.00251226j -0.000553352+0.00498965j 0.00199776+0.00350906j 0.00267817-0.00130264j -0.0010871-0.000567426j 0.00447495+0.000476111j -0.00209314-0.0049103j 0.002374+0.0036632j 0.00383664+0.00680742j -0.0027655+0.000876048j -0.00503536+0.00305859j -0.00427658-0.00262407j 0.00277544-0.00266495j -0.00331283-0.00046713j 0.00221913-0.0048685j 0.00221088+0.00255057j 0.00209103-0.000787611j -0.00948715-0.00219553j 0.0014243-0.0121875j 0.0165103-0.00431004j 0.0048026+0.0165514j 
0.000984418-0.00128947j -0.00167865-0.0028203j 0.00484505-0.000565965j 0.00142216+0.000769199j -0.00639744+0.00210741j -0.00813739-0.000220086j -0.00144478-0.00777642j -0.00296879-0.0102495j -0.00342549+0.000634342j 0.00147508+0.00104158j -0.00516108-0.00877593j -0.00529973-0.00103605j -0.000850857-0.00297243j -0.00143127+0.00162309j 0.00319238+0.00585541j 0.000905423-0.00438368j 0.00192542+0.00373453j 0.00781102-0.00161441j 0.00245243-0.00968835j -0.00469745-0.00408982j -0.000938237+0.0041554j 0.00662739-0.00105318j -0.00446251+0.00556226j -0.00555276-0.00191068j -0.00263085-0.00339511j -0.00457437+3.34321e-05j -0.00567222-0.00353383j -0.00113672+0.00476619j 0.00316223+0.00922712j 0.00348198+0.00172561j 0.00935717-0.00441944j -0.00119917-0.00265121j -0.000518311-0.00393704j -0.00194361-0.00222749j 0.00535416-0.00318599j 0.00234827-0.0035294j -0.000356453-0.000327994j -0.00106706+0.00129269j -0.000536166+0.000404275j 0.00533153+0.00204688j -0.000171062+0.00289216j -0.00199474+0.00432394j -0.00301625-0.00414171j 0.00257011-0.00336065j -0.00596237-0.00163617j 0.00384207-0.00167408j -0.0037413-5.15479e-05j -0.00349772-0.00180886j 0.00170976+0.0033557j -0.00234955+0.000893866j -0.0043357-0.00019946j 0.00325565+0.00169993j 0.00343718-0.00403353j -0.00432341-0.00210323j -0.00327208-3.30245e-05j 0.00144271-0.00340738j 
0.000147873+0.000617704j 0.000633618+0.000664249j -0.00219785+0.00231737j -0.000503791-0.00214705j 0.00188541-0.00199111j 0.00262814-0.00029811j -8.07194e-05+0.00230667j -0.000673243+0.00627197j -0.000162627-0.00441568j 0.000339285+0.00369911j -0.000775658+0.00294112j 0.00504379+0.00602279j 0.00484946+0.00571464j -0.00358008+0.00146275j -0.00310665+0.000189921j -0.00986226-0.00269416j -0.0027134-0.00575161j -0.00179574-0.000427547j 0.00384809+0.00979263j 0.00626002-0.00147409j 0.000376535-0.00171966j 0.00153132+0.0018743j 0.0058879+0.000520394j -0.00318594-0.00287173j 0.00235311-0.00350903j 0.00604102+0.00231983j 0.00528356+0.00105454j 0.00677736+0.00134469j 0.00473084-2.82627e-08j -0.000599514-0.000910993j 0.00370756+0.00369967j -0.00634884-0.000111128j 0.000496954-0.00399414j -0.00613989-0.00110535j -0.000685228+0.00352651j 0.00352791-0.000674191j -0.000712551+0.00566626j 0.00233304+0.00173384j 0.000405466-0.000116145j 0.00428672+0.00534653j -0.00176269-0.00460222j 0.00221639-0.00706984j 6.33826e-05+0.00144243j -0.000381654-8.92977e-06j -0.000685948+0.00299486j -0.00528279-0.00230665j 0.00104375+0.00120975j 0.000457743+0.00136568j -0.00336998-0.00205239j 0.000598454-0.0018522j 0.00301861+0.00221284j -0.0024571+0.000327149j 7.15393e-05+0.00030422j 0.00155001+0.00101139j 0.00214528+0.000114855j -0.000664516+0.00198662j 
-0.00147018-0.00481518j -0.00492473+0.000756069j 0.00208104-0.000621421j 0.0023291-0.000477396j 0.000742117+0.00338736j -0.00392585+0.00197949j 0.00314815-0.000189022j 0.00428348-0.00319254j -0.00802734+0.00341983j 0.00278999-0.0026612j -0.00246257-0.00152867j -0.00804648+0.00177216j 0.00199395+0.00362031j 0.000602193-0.000710066j 0.00052146+0.000260101j -0.000679328-0.00493781j 0.00373746+0.00467032j 0.00498589-0.00277411j 0.00213007-0.0025169j 0.00496786-0.00546262j -0.000566062+0.00108972j 0.00127468-0.00150445j -0.00022209+0.00145382j -0.00465943+0.00250159j -0.00230863-0.000828196j -0.00358882-0.00252791j -0.00312645-0.00773539j -0.00350219+0.00332992j -0.00284586+0.00569119j 0.00221439-0.00179086j 0.00447549-0.00353518j -0.00692576-0.000467882j -0.00721632-0.00214096j -0.00452171-0.00508335j -0.000663073-0.00428521j -0.00312536-0.00175497j 0.000941551+0.00264716j -0.00313166+0.0044828j -0.00307693-0.000921727j -0.000331015+0.00171379j 0.00117599+0.00161208j -0.00140015-0.0077344j -0.00203851-0.000570061j 0.00393615+0.00693962j -0.002829-0.004111j -0.000663578+0.0011807j -0.000457418-0.00153126j 0.00104479+0.00134795j -0.00222752-0.00210512j -0.0010529-0.000755231j -0.00134701-0.000771101j -0.000666754-0.000192928j -0.00141523-0.0011685j 0.00420539-0.00516118j 0.00295562+0.000897833j -0.00100297+0.00355245j 
0.000981055-0.00116751j 0.000310944+0.00119113j -0.00526381+0.00857519j -0.00456272-0.0031503j 0.00164651-0.0084709j 0.0122097-0.00693912j 0.000115255+0.00351178j 0.00580274+0.00919564j 0.00553825-0.00160381j 0.00128811+0.00965749j -0.00288961+0.00920564j 0.00478989+0.000621504j -0.00144354+0.00780663j -0.00333265-0.00662657j 0.00484443-0.0112021j -0.00564943-0.00654652j -0.00427738-0.00508888j -0.00718668-0.00158581j -0.000464467+0.00792153j 0.0130443-0.00115892j -0.00079617-0.00119127j -0.010415-0.00187507j 0.0107082-0.00973764j -0.00399599+0.00966776j -0.0043913-0.00138289j 0.00076386-0.00738886j 0.00455702+0.00419588j -0.00406658+0.000520983j -0.00364603-0.00091676j 0.000896389+0.00688205j 0.000380162+0.000726558j -0.00409674-0.0037635j -0.000309104+0.00734394j 0.00137512-0.00362182j 0.0023243-0.00205539j -0.00755927-0.00181738j -0.00618768+0.000609556j 0.00299571+0.000502133j -0.00334359-0.00438425j -0.00455548+0.00138921j 0.00165409-0.00105647j -0.0025454+0.00162591j -0.000883994+0.000398543j 0.00713342+0.0027858j -0.00131798+0.0060425j -0.002468+0.00280258j 0.00208578+0.00181769j 0.00440981+0.00145385j -0.00475537-0.00301297j 0.00209609-0.00213558j 0.00365445+0.00284958j -0.00405722+0.00221351j -0.000969101+0.000681521j 0.000216352-0.00213512j 0.00460818+0.0011044j -0.0013814+0.00485469j 
0.000366447+0.00184288j 0.00271337-0.000892575j 0.00335541+5.54558e-05j -0.00400428-0.000419076j -0.00663127+0.00295383j 0.00146469-0.00106378j 0.00332049-0.000511646j 0.00333872-0.000496267j -0.000641009-0.00224047j -0.00314682+0.00477742j -0.0024625-0.00559678j -0.00061258+0.000475884j -0.00248576+0.000967644j 0.00416272-0.00409764j 0.000257874+0.00239519j 0.00307889-0.00175915j 0.00784838+0.00230696j -0.00114069-0.00175135j 0.00370571-0.00601414j -0.00424278+0.000967768j -0.00105573+0.00652103j -0.000498787-0.000551911j 0.000401516-0.0048615j -0.00222856+0.00153324j -0.00924729+0.00112896j -0.000923253-0.000382875j 0.00183355+0.00177723j -0.00592673+0.00240407j -0.00333709+0.00591062j -0.00139963+0.00561631j 0.00228169+0.00163834j -0.0047463-0.000794623j 0.00590074+0.000243973j -0.00225319+0.00266322j -0.00128028-0.0021912j -0.00183298-0.00255458j -0.00150476-0.00198579j 0.000121232+0.00086243j -0.000683429+0.00108167j -0.00129236-0.00035854j -0.00263825+0.00221803j -0.00342448+0.00116285j 0.00152987-0.00297846j 0.000185561+0.00115742j -0.00439421-0.000525298j 0.00154528+0.000255043j -0.00129581-1.01429e-06j 0.000857221+0.000367223j -3.35639e-05-0.000965291j -0.000241716+0.000851088j -0.00294062+0.000385971j 0.00161968+0.00208596j 0.000291592-0.000988334j -0.00287256-0.00246965j -0.00171036+0.00127742j -0.000507305-0.00170575j 
-0.000144357+0.0043365j 0.00432436+0.00199638j -0.00874215+0.000842026j -0.00501112+0.00192047j 0.00341752-0.00856069j 0.00916858-6.72708e-06j -0.00558165-0.000939032j -0.00217292+0.0051234j 0.00590072+0.00392671j -0.00313647+0.000163388j -0.00135533+0.00115896j -0.00156922+0.00854371j -0.0017801+1.74139e-05j -0.00254478+0.000597686j -0.00530812+0.00190907j -0.00518208+0.0022377j 0.0020719-0.010126j -0.00407212+0.00702269j 0.0067515+0.00944185j 0.00248153+0.00185379j -0.00190877+0.000271082j -0.00624959+0.00157145j 0.00491555-0.000117103j -0.00160653-0.00742195j -0.00377405+0.00318878j 0.000384013-0.000639093j 0.00141428+0.00458121j 0.000976039+0.000600883j -0.00281943+0.000936233j 0.000893479+0.00147374j -0.00312786+0.002157j -0.00236518+0.00154918j 0.00849488-0.00577019j -0.000911689+0.000265347j -0.00202778+0.00592973j 0.00414529-0.00605974j 0.00294516-0.00255613j 0.00581139-0.000713515j -0.00544873+0.00158049j 0.000495061+0.00670956j -0.00368485+0.000810499j -0.000792127+0.0013132j 0.00436295+0.00303229j -0.000475581-0.00194165j 0.00244642+0.00304755j -0.00262104-0.00413479j 0.00131036+0.0020017j 0.000130013-0.00375019j 0.00345731-0.00237197j 0.00352604-0.00127767j 0.00568257+0.0021428j -0.000232003+0.00379856j 0.00182733-0.0042577j 0.00231889+0.00409645j -0.00267692-0.00334376j 0.00304624-0.00301648j 
0.00179164-0.00145654j -0.00173673-0.00264109j 0.00424903-0.000183429j 0.00171469+0.00052631j -0.000809088-0.00356965j -0.0078655+0.00334705j 0.00198248-0.000849354j 0.000495671-0.00738459j -0.00196397+0.00160795j -0.000963394-0.00438943j -0.00179363-0.00372496j 0.000165092+0.0004156j -0.000850801-0.00159694j 0.00456576-0.0026813j 0.00594291-0.00306888j 0.000801737+0.0102772j 0.00098776-0.00380968j -0.00421254-0.00493044j -0.0041016+0.000604828j -0.0047533+0.00633831j 0.000253327+0.00535011j -0.00147174-0.0012788j 0.00125943-0.00285014j 0.00552245+0.000510665j -0.00314764+0.000286123j 0.00111676+0.00502377j -0.00255179-0.00449451j -0.00302704-0.000645821j -0.0010718-0.0016478j 0.00086055+0.00416855j -0.00119384-8.16779e-05j 0.00119588-0.00202175j -0.00186643+0.00273532j 0.00488606-0.000894815j -0.000600219-0.00420166j -0.000360474-0.00168638j -0.00158721+0.000392096j -0.0048077-0.00458911j -0.00211201+0.00544099j -0.00253868-0.00356019j -0.0006227+0.000248898j -0.00619969-0.000925805j -0.00119833+0.00126235j -0.00168198+0.00096472j 0.00166157-0.00234955j 0.00447-0.00224025j 0.000157305-0.00359396j 0.00259573-0.000916948j 0.00108516+0.00422516j -0.00241853+0.00405286j -0.00163533-0.000431648j 0.00110621+0.000139202j -0.000321659+0.00249072j -0.00259567-0.000638065j -0.000279529+0.000876233j -0.00098452-0.000241035j 
0.00183331+0.00342284j 0.00107119-0.00173888j -0.0084241-0.0100737j 0.00542931+0.0023454j 0.00795288-0.000536865j -0.000898256+0.00581579j -0.0148075+0.00556997j -0.00941441+0.00262092j 0.0097864+0.0126297j -0.0100521-0.00749799j 0.00199892+0.0124079j -0.00183769+0.00974066j -0.00847058+0.00308097j -0.00364978+0.00405406j -0.00605321+0.00314602j -0.0106141+0.00703043j -0.00612838-0.0130056j 0.000113302+0.00916996j 0.00239719+0.00348249j 0.00507932-0.00386638j -0.00143128-0.00510026j 0.0065339-0.000644079j 0.0049625+0.000309823j 0.00580633+0.00215364j 0.00164121-0.00105136j -0.00253596-0.00954423j -0.000377404-0.00257125j 0.00271209-0.00342109j -0.00394648+0.00335402j 0.010514-0.0019084j 0.00716688+0.00106409j 0.000686959-0.000601636j -0.000530864-0.00364028j 0.00542064-0.0100934j 0.00527486+0.00314159j 0.00268733-0.00977284j 0.000319656-0.00362565j 0.00488451-0.000678691j -0.00467037-0.000843273j 3.58334e-05+0.00272918j -1.34658e-05+0.0058282j 0.00308832+0.00327856j 0.00222767+0.00263494j 0.00547438-0.00805627j 0.000175207+0.00087824j -0.000507533+0.00312728j 0.00193973-0.000312973j -0.000815173-0.000298536j 0.00286562-0.00277029j 0.00108851-0.00176754j 0.00244266+0.00273768j 0.000893168+0.00331553j 0.00398318-0.00177828j 0.00288593+0.00284602j -0.00116098-0.00320895j 0.00356491-0.00115501j 
-0.00211748-0.00565521j -0.00561284+0.00113745j 0.00279779+0.00050699j 0.00370308+0.00349925j -0.000559188+0.0032602j -0.00236033-0.00173299j -0.0019054-0.00350837j -0.00111834-0.00236781j -0.00672865-0.00251807j -0.000583378+8.72974e-05j 0.000595484-0.00107491j -0.00848529+0.00130851j 0.00869837+0.00514252j -0.00125388+0.000902138j -0.00736058-0.00390897j -0.00353213+0.00694906j 0.00333742-0.0119131j 0.00351464-0.00286679j 0.00254973-0.000483358j 0.000283904-8.35928e-05j 0.00547471-0.000403615j 0.000289299-0.0023997j 0.00927175+0.00549316j -0.00352678-0.00551857j -0.00955881-0.00353689j -0.00101988+0.00615462j -0.00181075-0.00325775j 0.00137108-0.00324107j -0.00469784+0.00364902j -6.78271e-05-0.00126521j -0.00275437-0.000129039j 0.000512279+0.00222615j -0.00143948-0.00710139j -0.005468+0.000564827j -0.00606876-0.00162925j -0.000483103+0.00237544j -0.00241372+0.0057507j 0.00171085+0.000156774j -0.00519398+0.00197833j -0.00109667+0.00497131j -0.00321313-0.00146704j -0.00317379-0.00649022j 0.000106424+0.00250747j -0.00342487+0.00452874j 0.000714707-0.000398872j 0.000744238-0.00193742j 0.00076091-0.000679944j 0.0018165-0.000696012j -0.000559315+0.00108699j 0.00261666-1.54134e-05j 0.00141103+0.000453244j -0.000447904-0.00153398j -0.00229276-0.00113387j 0.00476017-0.00063665j 0.00302832+0.000237811j -0.00081878+0.00321782j 
-0.000911175-0.00615759j -0.00565292+0.000467986j 0.000989469+0.000343041j 0.000570564+0.00311171j -0.00463418+0.00958134j 0.00430278-0.00382642j 0.00129311+0.00314885j 0.0031559-0.0012924j 0.0024404-0.00600038j 0.00159559-3.20004e-06j 0.0042697+0.00334877j -0.00270723+0.00313524j 0.000648283+0.00369127j -0.00372501-0.000941904j -0.0023503-0.00158552j 0.00968068+0.00333928j 0.00458335+0.00508046j -8.46649e-05-0.00689379j -0.00309096+0.00106602j -0.00403086-0.0039824j 0.000660522+0.00538084j 0.000179191-0.00129224j 0.00359636+0.00275281j -0.00249123-0.0021707j -0.00245433+0.00143712j -0.00139304+0.00291735j -0.00238613-0.00383885j -4.99587e-05-0.00211827j -0.0031972-0.00289658j -0.00354901-0.00297299j -0.00658772+0.00222631j -0.000567667-0.00248432j -0.00238778-0.00466295j 0.00365342+0.00248922j -0.00235839+0.00256088j -0.00745689+0.00197637j 0.00445841+0.00235225j 0.000168658-0.000405634j -0.00156738+0.000727389j 0.00236771-0.00482129j 0.00267832-0.00562333j 0.00193279+0.00174963j -0.000819327-0.000425807j 0.00306226+0.00163829j 0.00322762-0.00341652j -0.000236616-0.00154621j 0.00221-0.00193279j 0.00185511-0.00102345j 6.95044e-05-0.00143428j 7.10096e-05-0.000865158j -0.00147437-0.00270303j -0.00120284-0.00194215j -0.00263665+0.000632683j 0.00342885-0.00341081j 0.00508033+0.00124087j -0.0016367+0.00568612j 
0.00588131+0.00489343j 0.00212976-0.00541156j -0.00409499-0.00564016j 0.00142231-0.00770669j 0.00365193+0.00318226j -0.00494101+0.0112813j 4.72989e-06+0.00675928j -0.00650985-0.000225273j 0.00786369-0.000240345j 0.000529694+0.00164054j 0.00301046-0.000550273j -0.00187937-0.00622569j -0.00106566-0.00193392j -0.000533844-0.000304346j -0.00480755+0.00427631j 0.000367364+0.00403574j -0.00198593+0.00162987j -0.00134705+0.00794353j 0.00801659+0.00424701j 0.000917318-0.00455708j -0.00184266+0.00199177j -0.00109163-0.00141823j -0.00316293-0.00290052j -0.000171438+0.00193801j -0.00263222-0.00311154j -0.000962732-0.00186022j -0.003999-0.0033832j -0.00530794+0.0039176j -0.0074626+0.00344891j 0.000873514+0.00618556j 0.000421738+0.00149206j 0.000874652+0.000571473j 0.00183227+0.00232585j 0.00499926-0.00401654j -0.000844502+0.00166941j 0.000451512-0.00671401j 6.84999e-05-0.00398445j -0.000991573-0.00299767j -0.00560161+0.00319695j -0.000917212-0.000667861j -0.000118534+0.00155047j -0.00592138+0.00564708j -0.000194542+0.00187057j -0.00393214-0.00418085j 0.00324201+0.000191095j 0.00755818-0.000969889j -0.00263727-0.00239679j 0.00184615+0.000605628j 0.00223708+0.00253491j -0.00586339+0.0018331j 0.000493096-0.000834344j -0.00158386-0.00135007j 0.00507278+0.00190424j -0.00556127+0.00182639j -0.00330138-0.000490881j 0.000729107-0.00384622j 
0.00306467-0.000853053j -0.00104183-0.00284416j 0.00472884+0.00121889j -0.000680619-0.00362357j 0.000375803-0.000734806j -0.00508508+0.00302789j 0.0044819+0.00593884j -0.000519049-0.00463947j -0.00165003-0.00482904j -0.000863533+0.00182077j -0.0059272-0.000486204j 0.0024059+0.00217185j 0.00107092+0.00375399j 0.00156853-0.00303281j 0.00386039-0.00128282j -0.0063098+0.00151821j 0.00259243-0.000919477j -0.00615335-0.00189817j 6.04526e-05+0.00779326j 0.000663766+0.00299272j -0.00589809+0.00694033j 0.00220834-0.00191912j 0.00186087+0.00149379j -0.00349919+0.00386322j -0.00379076-0.00049905j 0.00500334+0.00629903j -0.000863181-0.00253078j 0.00166995+0.00491875j 0.00338906+0.00218187j 0.00108783+0.00523994j -0.00087188+0.00330855j -0.0067422-0.00389831j 0.00351552+0.000706724j 0.000979176+0.0019406j 0.000163254-0.00229061j 0.00169763-0.0026269j -0.00170544+0.00277513j -0.00120456-0.00330898j -0.00485224+0.00262824j 0.0027752-0.00242312j 0.00104968-0.00173249j -0.00673574-0.0022384j -0.00324026-0.00142177j -0.00557844+0.00360477j 0.00301818+0.00148453j 0.000861491-0.00273818j -0.000229858+0.00193782j 0.00273083+7.45443e-05j 0.000728239+0.0050042j -0.00154877+0.000786369j -0.00280673-0.00265997j 0.00073462-0.00215321j -0.000268396+0.0034363j -0.00649595+0.00137408j 0.000288083+0.00256039j -0.00253771+0.00015633j 
0.00119127-0.00345937j -0.00359881-0.00106117j 0.000153297+0.00328947j 0.00256371-0.00227923j 0.000186829-0.00224346j -0.000572518+0.00182871j 0.000886287-0.00293901j -0.00194828-0.00284673j -0.00451255+0.00158213j -0.000965363+0.00252905j -0.00530172-0.00463472j -0.00489375-0.00229258j -0.000857811-0.00383871j -0.000815966-0.00137531j -0.00258418+0.000889118j 0.00135896-0.00475267j 0.00325627+0.0064027j 0.00165563+0.00172061j 0.00152606+0.0051741j 0.0046832-0.00396784j -0.00735725-0.00106943j -0.00198574-0.00189852j -0.0042441+0.00201488j -0.00694122+0.000819569j -0.000871612+0.00109931j -0.00120925+0.00294468j -0.00378849-0.00429509j -0.00205554+0.00527198j -0.0011252+0.00314856j 0.00233641-0.00364836j 0.000743432-0.00144506j -0.00343282-0.000789269j -0.00332182-0.000622548j -0.00342805-0.0034398j -0.00207301+0.000970057j 0.00335832-0.00209043j 0.00457952+0.00375858j -0.000735184+0.00179901j -0.00397581-0.00148347j 0.0011957-0.000385459j 0.00309046-0.00257107j -0.00166031-0.00435403j -0.00219422-0.000842676j 0.000728889+0.00444328j 0.00211842-0.000864923j 0.00156208-0.00273986j 0.00017085+0.00232072j -0.00271851+0.00103382j 0.000770743+0.000179572j -0.000645405-0.0024461j -0.00261607-0.00332943j -0.000931531-0.00378387j 0.000863703+0.00254971j -0.00220453+1.74306e-05j 0.0013335-0.000159033j 8.24639e-05+0.00145156j 
-0.000308755+0.00158601j 0.000873047+0.00132285j -0.00240476+0.00103352j -0.000846093-0.00146563j 0.00208279+5.22245e-05j 0.0048108+0.00467761j -0.00188121-0.00266686j -0.00302129+0.00148536j 0.00422826+0.00149841j 0.00146793-0.00444833j 0.00122307+0.00295119j -0.00201256-0.00119777j -0.00016519-0.00467248j -0.00819529+0.000834306j -0.00858741+0.00333651j 0.00327362-0.00266508j 0.00234181-0.000145341j 0.00240697+0.00401092j -0.00467952-0.00025968j 0.000601507-0.00137516j 0.00171964-0.00318736j -0.000848937+0.00363299j -0.00363052+0.00207125j -0.0032245-0.0019727j 0.0022337+0.00233642j -0.00303713-0.00110233j -0.0013824+0.00123492j 0.00546791+0.00110082j 0.00123665-0.00240813j 0.00121497-0.00573079j -0.00239289-0.00020489j 0.00366986+0.00528238j 0.00439013-0.00256463j -0.000955342+0.00299167j -0.00442059+0.00573056j 0.00325578+0.00259952j 0.00278801-0.00294295j 0.00364991+0.00329712j 0.00283309-0.000148724j 0.00153736-0.000156439j 0.00230594-0.00154093j 0.0049182+0.00142629j 0.00179287-0.000603891j -0.00344945-0.000302736j 0.00292228+0.00408306j -0.00224838-0.00154733j -0.000780819+0.00508534j -0.00300877-0.00226473j -7.63914e-05+0.00120048j 0.00216086-0.00232658j 0.00233558-0.00241963j 0.00236302-0.00176866j 0.00181377-0.0012585j -0.00304852+0.00540959j -0.00207752-0.000795153j 0.000679786-0.00256972j 
0.00101383+0.00346355j 0.00330576-0.000487952j 0.000435658-0.00349024j -0.00294754-0.00312597j 0.00608315-0.00178604j -0.00187316+0.000137377j 0.00338653+0.00324697j -0.00168687+0.000102633j -0.0026972-0.0020166j -0.000497042+0.00243041j -0.00311669+0.00183405j 0.00748735+0.000289334j 0.00131195+0.000258155j 0.00150335+0.000959364j 0.00380137-7.91473e-05j -0.00724021-0.00264733j -0.00577948-0.000148887j -0.00282236+0.00157355j 0.00242535+0.00437201j 0.00232816+0.00229304j -0.00305458-0.00249412j 0.00389724+0.000136453j -0.00183245+0.000517193j -0.000616411+0.00527816j 0.00614802-0.000643782j 0.00585389+0.00471751j 0.00233353+0.00164526j 0.00364012+0.00344211j 0.00817945+0.000371983j 0.000954755+0.00209679j 0.00217652+0.000197531j -0.00246302-0.000665574j -0.00184067+0.00323097j -0.00194956+0.0004841j 0.000348447+0.000416901j 0.00535766+0.000104854j -0.00312994+0.000998081j 0.000210877+9.00642e-06j 0.00348952-0.000267591j 0.0022166-0.000735357j 0.00154436-0.00183362j 0.00129118-0.00273254j -0.000545937-0.00113774j -0.00452852-0.00229628j 0.000751169+0.00108853j -0.00105813+0.000908961j 0.000597828+0.000618118j -0.00258524+0.000124812j -0.000475673+0.00188173j -0.00281783-0.000182882j -0.000514715-0.00186601j -0.00032261-0.00189719j 0.000711957+0.00273102j -0.00266711+0.0028349j -0.00219709+0.000823828j -0.000922728-0.00246734j 
-0.0027843-0.00284838j -0.00189543+0.00253002j 0.000416874+0.00308199j -0.000407278+0.00169294j -0.00341901-0.00383524j 0.00167771-0.00455897j -0.00151555-0.00305485j 0.0018909-0.000888969j 0.0022987+0.00136406j -0.000520525+0.000285266j -0.00165914-0.00207394j 0.00300212+0.00471476j -0.0023434-0.00361054j 0.000580368+0.00125772j 0.00394955+0.00164965j 0.00297734-0.00200492j -0.000206392+0.00445429j -0.000526868-0.00352263j -0.00175333+0.000797699j 0.000301885-0.000272019j -0.00226406+0.000282247j -0.00111597-0.00219487j -0.000809541-0.000412401j 0.00234458+0.000357852j 0.000744631+0.0025868j 0.000976261+0.00252443j -0.000591985-0.00198551j -0.000934439+0.000367072j 0.00512993-0.00197959j -0.000285859-0.00218191j 0.000227239-0.0012194j -1.97062e-05-0.00270685j -0.00344093-0.000222531j -0.000526044-0.00193719j 0.00229146+0.000821209j -0.000549721-0.00164111j 0.00241799+0.00142337j -0.00126444-0.000284749j 0.000352644+0.000110512j 0.000471155-0.00195641j 0.00247795-0.00123048j 0.00179055-0.00179699j 1.41679e-05+7.34056e-05j 0.00146815+0.00276041j 0.00168792-0.00258465j -0.00163433+0.000141524j -5.04505e-05-0.00178664j -0.000138371-0.000384077j 0.00143592-0.00294392j 0.000849362-0.000585387j 0.000334557+8.67455e-05j 0.000104424+0.00049542j -0.00071663-0.0010203j 0.00341665-0.000946062j 0.000611186-0.000785691j 0.000570583+0.000728635j 
0.000546772-0.00398487j -0.00440309-0.000284284j -0.000500568+0.00272895j 0.00285406-0.00142732j 0.00228295+0.0016922j 0.00116652+0.00280442j 0.00184355-0.000944664j 0.00227962-0.00305293j -0.000804938+0.00256076j 0.00453364-0.00484654j -0.000631447+0.00132197j -0.000742371-0.00187238j -0.00410238-0.00655543j -0.00347851+0.000887936j 0.000907256-0.00169862j 0.00829485+0.000246028j -0.00383169+0.00909517j 0.00165131-0.00235248j -0.00624167-0.000380889j 0.00321532-0.000595002j -0.0041352+0.00179134j -0.00133767+0.00141695j -0.00399585-0.00261001j 0.00205823+0.00252356j 0.00574746+0.00283373j 0.000256576-0.00164046j -0.00386114-0.00478196j 0.000261192+0.00223597j 0.00315498-0.0032072j 0.00141079-0.00386589j -0.000206781-0.000356984j 0.000577455-0.00031738j -0.00690151+0.000460245j 0.0043895-0.00151687j 0.000143547+0.00293171j -0.00161134+0.00111079j 0.00523707+0.00181774j -0.003717+0.000224752j 0.00217926+0.00014108j 0.000537434-0.00447203j 0.00394812-0.00107406j -0.00086793+0.000936597j -0.000382179+0.00204375j 0.00432055+0.00383132j 0.00455238-0.00223783j -4.67165e-05-0.00154091j 0.000919299-0.00019122j -0.000259589-0.000594849j -0.0011724-0.000102976j -0.00266374-0.000853559j -0.000954122-0.00417324j 2.30188e-05-0.00290934j -0.00186077+0.0027355j -0.000988999-0.00223397j 0.00344556+0.00101429j -0.00147618+0.00366059j 
0.000483932+0.00246128j 0.00200611-0.000904533j -0.00107277+0.000953816j 0.00168534+0.0030272j -0.00365003+0.00287041j -0.00480143+0.00301067j 0.00391522+0.000976947j -0.00258741-0.00390564j 0.000688317-0.00497193j 0.00424975-0.00249006j 0.00061111-0.00314261j 0.00389783+0.0052107j 0.00431669+0.00355788j -0.0012029+0.00458415j -0.00167636+0.00904147j -0.00780013-0.00575643j -0.00324693+0.00580248j -0.000670991+0.00482864j 0.00319289+0.00767317j -0.00280795-0.00200639j -6.82047e-06+0.00200704j 0.00282304+0.00337618j -0.00512668+0.00234636j -0.000590081-0.0059646j 0.00480947-0.000788404j 0.000752454-0.000211899j 0.00495911+0.000733871j 0.00597132+0.00386887j 0.00678777+0.00181278j 0.0012926-0.00246591j 0.00550672+0.000686242j -0.0080729-0.00285415j 0.00207647-0.00396349j -0.00144236-0.000492316j 0.00295416-0.000295871j 0.00505276-0.00325769j 0.00315455+0.000736219j -0.00260225+0.00327607j 0.000726457+0.000561999j 0.00517485+0.00307595j -0.000586844+0.00017559j 0.00620985-0.000469548j -0.00106555-0.00359838j -0.000210859-0.00666185j -0.00174723+0.000356201j -0.00218844-0.00133483j -0.000448766+0.00182164j -0.00134713-0.00290754j 0.000468603-0.000340113j -0.000438684-0.000282452j 0.00193893+0.00115114j -0.000899958+0.00236811j 0.000673152-0.002041j 0.000160345-0.000628402j -0.00327906-0.00218938j 0.00226185-0.00332184j 
