0.0270496-0.00103885j -0.00220246-0.0274793j -0.00228994+0.0023402j 0.000762054-0.00335549j 0.00495883+0.00136064j -0.000275997-0.00495351j 0.0082281+0.000185023j -0.00707486+0.00825709j -0.00410385+0.00130936j -3.16718e-05+0.00840914j -0.00788535-0.00168475j -0.00203852-0.00161069j -0.000591942-0.0024677j 0.00105938-0.00280419j 0.000788678+0.000817238j -0.0039054+0.00255386j 0.00462082+0.00302386j 0.00117106-0.00400459j 0.00500377-0.006688j -0.00166922+0.0024661j -0.000403755+0.00220279j -0.000861325-0.00097208j 0.00249489+0.00439678j 0.000269549-0.000994988j -0.000120229-0.000191104j -0.000956885+0.000750855j 0.00401018+0.000854383j 0.00052844+0.000512719j -0.0044744-0.00217312j 0.00148251+0.00350996j -0.00245782+0.00182444j -0.00312022-0.00187497j 0.00176625-0.000900316j 0.000513396+0.000143789j 0.00195029+0.00384667j -0.000415457+0.00376938j -0.00107508-0.00254379j -0.000780189+0.00526603j 0.00142577-0.00131435j 0.0039529+0.00230673j 0.00219241-0.00286483j 0.00359629+0.00393025j -0.00135708+0.00262103j 0.00277548+0.000868521j 0.000232507+0.00199607j -0.00782789-0.00199757j -0.00664957-0.00112618j 0.00127701-0.00453464j 0.000768929-0.000272417j -3.32181e-05-0.0014284j 0.00331793-0.00106448j -0.00420037-0.00356313j 0.00170909-0.00251104j 0.00221178-0.0023803j 0.00189588-0.0017127j 0.0027572+0.00268577j -0.00690351+0.000948415j -0.00216974+0.00525594j -0.000532903-0.0127174j -0.00943857+0.00268817j 0.00559462-0.000800517j 0.00639754-0.00388374j 0.00869621+0.00151691j 0.0015809-0.00368115j -0.0110878-0.0135845j 0.011358-0.00788517j -0.00348757-0.00363155j 0.00184383-0.00791908j -0.00218937+0.00612157j 0.0108659+0.00240072j 0.00435317-0.031064j 0.0304397+0.00500908j 
0.00383902-0.000764429j -0.00107619-0.00426163j 0.00186387+0.000886399j -0.00409271+0.00171377j -0.00409108+0.000741592j -0.00452669+0.00154059j -0.00157387-0.000543612j -0.00303209+0.0014266j -0.00282831+0.00105498j 0.000187189+0.00129695j 0.00169341-0.00138529j -0.000460177-0.00362856j -0.00161884-0.00136448j -0.00102321+0.00299561j 0.00275608+0.00181588j -0.00381313-0.00126007j -9.56435e-05+0.00154798j 0.000944608+0.00188495j 0.00353501-0.00163138j 0.00156803+0.00782356j -0.00203252+0.00645164j -0.0077447-0.00555292j 0.00350744+0.000938233j 0.0053531+0.00266786j -0.0099635+0.000648769j 0.000505622-0.00283672j 0.00763259+0.00676646j 0.00450613+0.00107631j -0.00294345+0.00356591j 0.00252501-0.00141602j 0.00388802+0.00400776j 0.00445135+0.00106988j 0.000607695+0.00268615j 0.00330076-0.0036241j -0.00376139+0.00465969j -0.000259919+0.0040482j -0.00148772-0.00483872j -0.000408183+0.00175314j -0.0021901-0.000798748j -0.000289649-0.00131688j 0.00383129-0.00566315j 0.00327318-0.000402837j 0.00288473+0.000478265j 0.00366223-0.00326033j 0.00257185-0.00303599j 0.00232917+0.0035804j -0.00298563+0.000487062j -0.00756588+0.000553009j -0.00316384-0.00104202j -0.00164244-0.00185918j -0.0024606+0.00149928j -0.000676392-0.00086049j 0.00195477-0.00265442j 0.00278247+0.00390241j 0.00254188+0.00204409j 0.00183509+0.00142571j -0.00189932+0.00100473j -0.00415835-0.000789645j 0.000549459+0.000512534j -0.00082701-0.00149672j -0.00108654+0.00245734j 0.00185401+0.00397637j -0.00246513-0.00103231j -3.51263e-05-0.00273622j 0.00293888-0.00152076j 0.000889127-0.00228763j 0.00289134+0.00277458j -0.00450129-0.00202911j 0.00265887-0.00109957j 0.00140276+0.000271093j 0.000778177-0.00432432j 0.00467131+0.00114093j 
0.000840652-0.0058162j -0.00524845-0.00161709j -0.00050174+0.00120385j 0.00107506-0.00124784j -0.000416574-0.00154216j -0.00141813-0.00487376j 0.000362217-0.00243927j -0.000168178-0.00318279j -0.0033996-0.000222787j 0.000301007-0.00145919j -0.000881894-0.00166425j -0.00264498+0.00429382j 0.0014429-0.00176737j 0.000249856-0.00350917j 0.00315813-0.00156037j 0.00418856+0.00491609j 0.001994+0.00595956j 0.00389207+0.00630423j 0.00288839-0.00304509j 0.00211697-0.00492726j -0.00661401+0.00314821j -0.00443963+0.0064962j 0.00156325+0.00193924j -0.00466566+0.0010507j -0.0027242-0.000299537j 0.00350582+0.00179747j 0.000970065+0.00190083j 0.00244431+0.00190851j -0.00877786+0.00230979j -0.000874026-0.00185756j 0.000500137-0.00653534j 0.0106841-0.0031606j -0.000758067-0.00177029j 0.00378115-0.000595489j 0.0014592-0.00528508j -0.00656709+0.00314244j -0.00434912+0.00592724j -0.00561061+0.00445028j -0.00192242-0.00163592j 0.00257729-0.000769545j -0.000160074-0.0021672j 0.00624368-0.00336585j -0.00186091-0.00454197j -0.00221699-5.96477e-05j -0.00207723+0.00663039j 0.00499512+0.00167891j -0.00569791+0.00366576j 0.00703932-0.00404263j 0.00670444+0.00524856j -0.00430336-0.00483789j 0.000912203+0.00345033j 0.000900984+0.00627342j -0.00900403-0.00541723j 0.010687-0.00141005j 0.00369896-0.00704503j -0.00355306+0.00197374j 0.00382304-0.00330533j -0.00233729+0.00421271j -0.00495949+0.000841853j -2.17429e-05-0.000791811j 0.00284145+0.00302186j 0.00339187+0.00183741j -0.00212379+0.00188687j -0.00352995-0.00156786j 0.00177549+0.000854728j 0.000196093+0.0010148j 0.00290294-0.0017152j -0.00325281+0.00214582j 0.00115213-0.00390265j 0.000188816-0.00195855j 0.00518821+0.000573768j -0.000295907+0.00496161j 
-0.00596096+0.000158872j -8.02617e-05+0.00605183j -0.000149596-0.000684176j 0.000551024+0.00199147j -0.0041794-0.00285125j 0.00449791+0.000221397j 0.000504991+0.00157738j -0.00346205+0.00231561j 0.0029289+0.00785103j 0.00148426-0.00327569j 0.00273243-0.00228234j -0.00111689-0.00111536j 0.00393227-0.00316226j -0.00833496-0.00130774j 0.00016425-0.000200746j 0.00420154-0.00247832j 0.00280704-0.00782665j -0.00088603+0.00286359j 0.00181855+0.00447089j -0.00131071+0.00256149j -5.76298e-05-0.00375847j 0.00264728-0.000438368j -0.00114377-0.000245544j -0.0017405-0.00587566j 0.00130189+0.000696494j 0.00244013+0.00553315j 0.00173611-0.00549453j -0.00106041-0.000692423j 0.00105878-0.00218483j -0.00155211+0.00427273j 0.00395342-0.00915737j -0.00379579+0.00298336j 0.00980293-0.00255807j 0.00115629+0.0033882j -0.000730375-0.000624195j 0.00212619-0.00305462j 0.002097+0.00502678j 0.00178575-0.00728115j 0.00166208+0.00169986j -0.000682974+0.0034512j 0.000300831-0.00141043j 0.00312379+7.12337e-05j 0.00266799+0.00093814j 0.0046329+0.00188664j 0.00486314+0.00296009j -0.0016578-0.00392714j 0.00445419+0.00288461j -0.000770455-0.00446246j -0.00180951+0.00135277j 0.00151102+0.00276607j -0.00288621+0.00591768j -8.34603e-05+0.00181206j 0.00266441+0.002273j 0.00262841+0.000171738j -0.005657-0.000658831j -0.00174431-0.00360207j -0.000220472+0.00532471j -0.00331192-0.00227081j -0.00261719-0.00432725j -0.00232326-0.00304193j -0.00297128+0.00312824j 0.00425447+0.00119996j -0.00584751-0.00105462j -0.00486476+0.00154501j 0.00480228+0.00267164j -0.00141997+0.00239399j 0.000364497-0.000626495j 0.00011536+0.00180149j 6.79178e-05+0.00175745j 0.0015762+0.00073467j -0.000975755+0.00384863j -0.00426872-0.000812806j 
-5.31098e-05+0.000440185j 0.00115614-0.000370116j -0.00286079+0.002449j 8.74216e-05-0.00218294j 0.00325133+0.00213148j 0.0036585+0.00353481j -0.000546484-0.000354907j -0.00125998+0.00105557j -0.00133425-0.00364688j -0.00119907-3.62768e-05j 0.00430724+0.00333054j 0.000106738-0.000849758j 0.00198288+0.00249147j -0.00349583+4.38287e-05j -0.00195118+0.00201495j -0.000567654-0.00599953j -0.0020583-0.0015243j -0.00220924-0.00389226j -0.00578686+0.00128565j -0.000348693-0.00711228j 0.00656549-0.00640531j 0.00555861+0.00440785j 0.00411996+0.000688942j -0.00321478+0.008356j -0.0019905+0.0106986j 0.00997513-0.00562219j -0.00384457-0.0062041j -0.000656129+0.00140821j -0.00126283+0.00236433j -0.00131099+0.00446777j -0.000944464+0.00491921j -0.00543731-0.00186347j -0.000681693-8.78058e-05j 0.0024642+0.0038871j 0.0010265-0.00125946j 0.00205825+0.00228257j -0.00063319-0.00104808j -0.00322858-0.000308591j 0.00403779-0.000134772j 0.0013431-0.00178858j -0.000356529+0.00177652j -0.0011222+0.000721219j -0.00291382-0.00202895j -0.00391895+0.00151675j 0.00113827+2.50405e-05j -0.00130121+0.00132206j 0.00362561-0.00382093j 0.00573973-0.00107806j -0.000577754-0.000832539j 0.00168647+0.000255242j -0.00237912+0.000948918j 0.00134487-0.00586221j 0.00191862+0.0036306j -0.00108184+0.000941569j -0.00174622+0.00114711j 0.00189479+0.000324166j -0.00147308-0.000379655j 0.00129707-0.00143673j -0.000464197+0.000775949j -0.00366312-5.47472e-05j -7.98713e-05-0.00044508j -0.00103485+0.00131301j -0.00274879+0.000557729j -0.000865892+0.00280841j -0.00126377-0.00106564j -0.00284738+0.000463731j 0.00231108+0.000900316j 0.00204626+0.000516782j -0.00202285+0.00198973j 0.00152761+0.000316558j -0.00102589+0.000839925j -0.00140699-0.00175944j 
-0.000946994-0.00140616j -0.00292964+0.00262552j 0.00167932-0.00233938j 0.00044992+0.00278332j 0.00426133-0.00172114j 0.00238543-0.00437326j 0.000934883+0.00683741j -0.000397131-0.00279019j 0.00296794-7.46843e-05j -0.00016494-0.000476983j -0.0031947+0.00167195j 0.0021236-0.000964865j 0.00024009-0.00246404j 0.0014434+0.000151359j 0.00196505-0.000422992j -0.00388744+0.00440635j 0.00183858-0.00341632j 0.00369242+0.000417651j 0.00628351-0.00236669j 0.000622719+0.000626042j -0.00551764-0.00016923j -0.00202136-0.000553294j -0.00523769-0.00343445j 0.00288639-0.00175728j 0.000315306-0.00418975j -0.00502956+0.00645486j -0.00117279+0.000887039j 0.00378519-0.00397838j 0.00412527-0.00279873j 0.00049931+0.0019031j 0.00523209-0.003618j -0.00300853-0.00143502j 0.00347295-0.00101425j -0.000292898-0.000706402j 0.00166726-0.00222648j 5.91507e-05-0.00124157j -0.0015656+0.00442732j -0.0066141-0.000518537j -0.00100821+0.00399775j -0.00327414+0.00166433j -0.000640837+0.000627928j -0.000241244-0.00206949j 0.00221337+0.00106536j 0.00259503+0.00141286j 0.00452779-0.00124961j 0.00308074+0.00208706j 0.00208813+0.00105192j -0.00118039-0.00346547j -0.00230948+0.000229094j -0.00262977-0.00194308j -0.00416544+0.00106136j 0.00157934+0.000482674j -0.00138124+0.00193128j -0.000640963+0.00192311j 0.0043941-0.00362268j 0.00358069-0.000592823j 0.00364101-0.00092548j 0.00158866+0.000158031j -0.00131676+0.000376291j -0.000968775+0.000390156j -0.00183005-0.00140672j 0.00282394+0.00123368j -0.00502597+0.00229565j -0.00361219+0.000209978j 0.000959708+8.57415e-05j -0.000858503-0.00221511j 0.0019089+0.00180548j 0.00170501-0.00334783j -0.00134715+0.00110672j 0.000919082+0.00160708j -0.00108143-0.00277785j 0.00177473-0.000981095j 
-0.00191375-0.000914724j 0.000785733+0.000971318j -0.00547988+0.00387929j 0.000612742-0.00384499j 0.000301283+0.00184641j 0.0030743+0.00216884j 0.00164471-0.00053504j -0.00265034+0.0033731j -0.00200992-0.00343141j -0.00103012-0.00132814j 0.00384785-0.000608476j -0.00112534+0.00436631j 0.000190897+0.00252855j -0.000548214+0.00168211j -0.000480743+0.00425747j -0.00123005-0.00396445j 0.00549013+0.00241008j -0.00426573+0.00117515j 0.00162566+0.00330154j 0.00689661-0.0036027j 0.00522591-0.00814679j 0.00239168+0.00376719j -0.00377844-0.000438744j -0.00152419+0.000599216j 0.00247858-0.00389951j 0.00814735-6.25653e-05j -0.00908197-0.00751797j -0.00378379+0.0031249j 0.000374005-0.00646003j -0.00272782+0.00290338j 0.00511034-0.000166196j -0.00526223-0.000520065j 0.00699329+0.00298401j -0.000709327+0.0040661j 0.00438168-0.00396693j 0.000761068-0.00100686j -0.00193757+0.00256018j -0.00129218-0.00315714j 0.0061774+0.00367959j 0.00532423-0.000403933j -0.000338572+0.00424253j -0.00173847-0.00537014j -0.00352623-0.00035922j 0.000834156+0.00155546j -0.00253306-0.00529411j 0.00025193-0.000605935j 0.00579536-0.00216684j 0.00172108-0.000509092j -0.00109387+0.00197176j -0.00463178+0.00347514j -0.00156641+0.00139591j 0.00290605+0.00159053j 0.00181619+0.00120336j 0.00268706-0.00157565j -0.00152158-0.0045346j 0.00280173+0.00109293j 0.00255671-0.00265908j 0.00533263-0.00235007j -0.000385892-0.00119244j 0.00266592+0.00268933j 0.000844801-0.00392068j -0.00196524+0.000767901j -0.00094188+0.00258998j -0.00266439+0.00467359j -0.000535322-0.00311816j -0.00420406-0.000874349j -0.00233997-0.000167739j 0.00211617+0.00296867j -0.000639989-0.00065736j 0.000827057-0.000771957j -0.000348774+0.00168319j -0.00211855-0.00114529j 
0.00523189-0.000843215j -0.00112778-0.00426237j 0.00194339-0.000553797j -0.00207627+0.00287149j 0.00470577-0.00294031j -0.00139959-0.00278722j 0.00335784-0.00232267j 0.00120063-0.00169404j 0.000521954-0.00134885j 0.000877857+0.00238066j -0.00154413-0.00117947j 0.00038381-0.000891419j 0.00457736-0.000463592j 0.00499574+0.00117847j -0.000479987-0.00849564j 0.00208166+0.00410505j -0.00768201+0.00176769j -0.00375866-0.00545063j -0.0018175-0.00587173j -0.00560263-0.00360606j -0.00191407-0.000362645j 0.00571465-0.00193736j -0.00158692+0.00289908j 0.00479016+0.00268044j 0.000277268+0.00216312j -0.00490172-0.00144489j 0.00258554-0.00144622j -0.00844407-0.00392987j -0.00513598+0.0041169j 0.00106368-0.00145686j 0.000189109-0.00543021j -0.00680084+0.00121034j -0.000405102+0.00424765j 0.00424806+0.00253561j -0.0012399-0.000556966j -0.00629244+0.00827228j 0.00840825-0.00320421j -0.0045862+0.00139233j -0.00325313-0.00502489j -0.00375439+0.00548071j -0.00715421+0.00530768j 0.00519643+0.00697136j 0.00289077-0.00674247j -0.00116068+0.00237522j -0.00372967+0.000790822j 0.00152599+0.00708736j -0.00840722-0.00297942j 0.00609257+0.00583806j 0.000588416+0.000381551j 0.000971364-0.00856922j -0.00252762+0.0040645j -0.00929976-0.001981j 0.00277094-0.00789718j 0.00321473+0.0113235j 0.0112966+0.00143241j 0.00159453-0.000969699j -0.000745715-0.00258594j -0.00804599-0.00127247j -0.00201954+0.00232208j 0.00524127+0.00568768j 0.000494404-0.00695798j -0.00394181+0.00398211j 2.38382e-05+0.000687861j -0.00573023-0.00375676j -0.00170599-0.00145759j -0.0064605-0.00297544j 0.00214409+0.00467808j -0.0016165+1.11245e-05j 0.00160506-0.00224574j 0.00193789-0.00309551j 0.00324235+0.00417048j -0.00373953+0.00228897j 
-0.00369728+0.000443992j -0.000383748+0.00409982j -0.00464048-0.00562485j 0.00251841-0.00205697j -0.00165966-0.00651899j 0.00023046+0.00122262j -0.00245318+0.00499914j -0.000492401+0.000837821j -0.00276174-2.19718e-05j -0.00143545-0.000208855j 0.00135468+0.00227283j 0.000673556-0.00509376j -0.0104722-0.00166213j -0.00204195-0.00126174j -0.000966773+0.00189993j -0.00629287-0.00243919j 0.00463378-0.00376025j 0.000138472-0.00819505j 0.00157887+0.00376399j 0.00327664+0.00253644j 0.000356492+0.00385722j -0.00641516+0.00154849j -0.00301379-0.00306817j 0.0043981-0.00375721j -0.00169958-7.83436e-05j -0.000336913+0.00485196j 0.00270108+0.0022842j 0.00129303-0.00597456j 0.00639723-0.00340192j -0.000680423+0.00115279j 0.00371851+0.00624001j 0.00499804-0.000463119j 0.00607376-0.00771323j -0.0012832-0.00649384j -0.000812336+0.00120138j -0.000450242-0.00215758j -0.00396142+0.00201626j -0.000473774+0.00918007j -0.00111035-0.000735698j 0.00334391-0.00425061j -0.00343258-0.00311006j -0.0024402-0.00920882j -0.00676591-0.00014757j -0.00183643-0.00349051j 0.0067514+0.00202237j 0.00198484-0.00325465j 0.00314074+0.00509117j -0.00120631-0.00553346j 0.00462725-0.00598545j -0.00327548+0.0022167j 0.00595314-0.000513633j 0.00597191-0.00246402j -0.00426972+0.00929094j -0.00310954-0.00200546j -0.00342464-0.00204192j 0.000604123+0.00172793j 0.00233546-0.00147626j 0.00534877-0.0029278j 0.00400488+0.00773728j 0.000349455+0.00182634j 0.00168139+0.00346318j 0.005761-0.00657171j 0.00432964+0.00414087j -0.00358102-0.00224395j -0.00432702+0.000662053j -0.00022314+0.000838868j -0.00131244+0.000381667j 0.00263585-0.00211336j -0.00308994+0.000222839j -0.00123247+0.00324227j -0.00162851-0.00366136j 0.00284291-0.000884416j 
0.00654089-0.000136921j -0.00103962-0.00561712j -0.00212441-0.00239181j -0.000986466-0.000472433j 0.0021796+0.00456238j -3.04367e-05-0.00445043j 0.000496313+0.00375582j -0.00433949-0.00396885j -0.00165895+0.000837047j 0.0014831+0.00184474j 0.00130341-0.00195244j -0.00307337+0.00249966j 0.00136805+0.00263775j 0.00160082-0.00158435j -0.00395561-0.00104221j -0.00175667+0.0075615j -0.00138064+0.00425352j 0.0085954+0.0040038j -0.00709305+0.00246745j -0.00313193+0.00517429j -0.00613506+0.00681748j -0.0115051-0.00578748j -0.000768319-0.00619873j 0.0030539-0.00174123j -0.0025073+0.00106655j -0.00718037-0.0017556j 0.00463289+0.00831031j -0.00117898+0.00421272j -0.00366638+0.00189808j 0.00195864-0.00518881j -0.00832157+0.00237156j 0.000643946-0.00258548j -0.00668277-0.00412647j -0.00530242+0.00108695j -0.00177202+0.00394315j 0.000292633-0.00473144j 0.0033726-0.000835096j 0.000257585+0.00113222j -0.000964284-0.00133272j 0.000821197+0.00131736j 0.00671308-0.0017009j 8.19377e-06+0.0130485j 0.00348033+0.00333563j 0.00242459+0.00266528j -0.00131614-0.00312208j -0.00267748-0.0021429j 0.000690326+0.0016262j 0.00334362-0.00234482j -0.00137987+0.00542815j 0.00853488-0.00426118j 0.00169945-0.00107076j -0.00399634+0.00237908j -0.00227895-0.00374686j -0.00336726-0.0014495j -0.000588757-0.000339261j -0.00279195-0.00568486j -0.000716512+0.00163793j -0.00105439+0.00406273j 0.00214528-0.00323734j -0.00289636-0.00216872j -0.000473265+0.00129404j -0.0013766+0.00308226j 0.00336218-0.00363737j 0.00413232-0.00180792j -6.03893e-06+0.00182281j 0.00208055+0.00302107j 0.000576905-0.00136794j -0.000454731+0.00114973j 0.00205551+2.29682e-05j -0.000492189-0.000127342j -0.00214438-0.00438088j 0.00489506-0.00198749j 
0.00120697-0.00100981j -0.0014699-0.00169749j 0.000455574-0.000950884j -0.00430286-0.000339212j 0.00406775-0.00824861j 0.00480901-0.00490085j 0.000984926-0.0013812j -0.00258162-0.000481481j -0.0056574-0.00175853j -0.00110651-0.000370162j 0.00687249-0.00765742j -0.00456202+0.00553018j -0.00140075-0.00369257j 0.00561422-0.00555915j 0.000372092-0.00379637j -0.00874143-0.00717739j 0.00436458-0.00665771j -0.00734269-0.00346949j -0.00355335+0.000535609j -0.00293512-0.00122771j 0.00306902+0.00686304j -0.00583665+0.00416992j -0.00301297+0.00286795j 0.00504835+0.000200251j 0.00205015-0.000601472j 0.00251094+0.000250282j -0.00142617-0.000830913j 0.000264847-0.00589422j 0.00205428-0.00398896j -0.00593332-0.000106245j 0.00342141+0.00214236j -0.00131578-0.00203733j -0.0018818+0.00274406j 0.00273356+0.00465418j 0.00177712-0.00310206j -0.00399881-0.00255224j -0.00449537+0.00285266j 0.00658846-0.00518694j 0.00644701-0.000982575j 0.0024292+0.00160433j -9.89126e-05+0.00382289j 0.00557868+0.00168505j 0.00484603-0.0046855j -0.0053123-0.000714162j 0.00233309+0.00520735j -0.0019246+0.00446421j -0.00126313+0.00456446j -0.00425931+0.00220812j -0.00157773-0.00273176j 0.000950491-0.00270217j -0.00280037-0.000476436j 0.00412003+0.000172299j 0.000875853-0.00460216j 0.00810462+0.000572522j 0.00114325-0.00162205j 0.00257287-0.0021246j -0.00246704+0.00317606j -0.00424643+0.000425621j -0.00213368-0.00308299j 0.00736676+0.00248453j -0.000140253-0.0035965j -0.00246663+0.000870956j -0.00125674+0.0021933j 0.00238403-0.00279578j 0.00384118-0.00103756j 0.00272699+0.00385498j 0.000574084-0.000943191j 0.000313451-0.000100228j 0.00464388+0.00191278j 0.00174671-2.06821e-05j 0.00193475+0.000248063j -0.000579791+0.00226203j 
-0.00449737-7.67647e-05j -0.000495917+0.00466438j 0.00218973-0.0030857j 0.00159569+0.00448188j -0.0034613-0.00496363j 0.00530927-0.000647958j 0.000708113+0.00274636j -0.000228975+0.00218891j 0.00178705+0.00444084j 0.000267971-0.00230061j 0.00535049-0.00383618j -0.00151546-0.00562163j -0.00280448+0.00119979j -0.00704379+0.00182076j 0.000258022+0.00754472j -0.0024735+0.000978509j -0.0024292-0.000240555j -0.000363144+0.00146462j 0.00348504+0.00909207j 0.00227499+0.00108673j -0.00157586-0.000961314j -0.0079068-0.00455265j 0.000599261-0.000708847j -0.00114093-0.0023793j -0.00245216+0.0014196j -0.0014348+0.00271524j 0.00264246+0.0019933j -0.00531627+0.00239487j -0.0022712-0.000845287j 0.00143601+0.001375j 0.00234103-0.00342423j 0.00390322+0.00484814j 0.00896864-0.00563753j -0.000110222-0.000653922j 0.00103898-0.00156504j -0.00299173-0.00928924j -0.00368525-0.0018691j -0.00231564-0.00486563j -0.000370771+0.00402607j 0.000145542-0.000159502j -0.00340781-0.00444063j -0.00148915-0.000221321j -0.000371445+8.42338e-05j 0.00103328-0.00322858j -0.00129644-0.00233188j -0.00137472-0.000286752j 0.00163439+0.00210185j -0.00397964+0.00306882j -0.00077241+0.000490346j 0.0002488+0.0021874j -0.0008923+0.000224362j 0.00421869+0.00193129j 0.00340183+0.000407267j -0.00223671+0.00126708j -0.00226072+0.000990773j -0.00182303-0.00657933j 0.00276985+0.00301098j 0.00295657-0.00134411j -0.000747306-7.91216e-05j 0.00420775+0.000437908j -0.00174437+0.00330358j 0.000280441-0.00320618j -0.00226935+0.00177949j -0.00197407-0.000167123j 0.000656963+0.00124262j 0.00119052-1.16935e-05j 0.00111877-0.000369243j -0.000992086+0.000418595j -6.13538e-05-0.00271326j -0.00259035+5.26132e-05j -0.000553085+0.0042688j -0.00452156-0.000607582j 
0.00166791+0.00215646j 0.00230727-0.00148507j -0.00246489+0.00364187j -0.00448571-0.003188j 0.000284703-0.0026952j 0.00407105+0.00339631j -0.00338138+0.00417471j 0.00274684-0.00214798j 0.00298632+0.00338456j 0.0047602-0.00116543j 0.00168519+0.00191056j -0.000718413-0.00539311j -0.00206114+0.00465202j -0.001658+0.000916073j -0.000327562-0.000505643j -0.00383296+0.000305889j -0.000582285-0.00252302j -0.00138368+0.00687887j -0.000166144-0.00192506j -0.004503-0.00217942j -0.00179903+0.00187445j -0.00114538+0.000258946j 0.00504072+0.00475376j -0.00243+0.00055369j -0.00549768+0.00317539j -0.00612401-0.000957947j -0.00378656-0.00102036j 5.99331e-05-0.00433219j -0.00154043-0.00360228j -0.00568852+4.64871e-05j 0.00743541-0.00549651j -0.00549983-0.00217134j 0.00108114-7.49666e-05j -0.00173252+0.00131138j 0.00966465-0.00263833j -0.000792153-0.00361546j -0.00261379+0.00205265j -0.00315424-0.000742877j -0.000751798+0.00331488j -0.00233165-0.000213458j -0.00139355-0.00379459j -0.00463629+0.00673812j 0.00502723-0.000366379j -0.00188994-0.0020534j -0.00224324+0.00165521j -0.00314062+0.000333098j -0.00300512-0.00457595j -0.00138675+0.00309805j 0.00148055-0.00331768j -0.00110608+0.00284027j -0.00123106-0.00154475j 0.0015117+0.00276295j 0.00339324+0.00365137j 0.00192815+0.000817596j -0.00154737-0.00149003j 0.00308658+0.00191184j -0.00311949+0.0025264j -0.0013126+0.00334331j 0.00141231-0.00162216j -0.00162478+0.00214612j -0.00355038+0.000686127j 0.00157883+0.00211847j -0.00143283-9.93255e-05j 0.0020244-0.00199051j 0.00224808-0.000668792j -0.00114546-0.00204703j 0.00175499+0.00586299j 0.00529095-0.000272831j -0.00156733+0.00182826j 0.00283567+0.0010247j -0.00200182+0.00272582j -0.00127741-0.00254804j 
-0.00411504-0.000704715j 0.000432169+0.00249024j 0.000257761+0.000295293j 0.00412371-0.0034558j -0.000135003+0.00379588j 0.00479853-0.00145027j -0.00181972+0.00439093j -0.000515034+0.00123904j 1.57833e-05+0.00131119j 0.00425509-0.00112424j -0.00154578+0.0035057j -0.00154328+0.00211407j -0.00159057-0.00635779j -0.00448058-0.00266779j 0.00553449+0.00231859j -0.00244457-0.00679013j -0.00629594-0.00221074j -0.00119553+0.00404053j 0.000903712+0.0019958j -0.0077608-0.00148758j 0.000584342+0.000525144j -0.00149465+2.48683e-05j 0.00832595+0.00415647j -0.00495632+0.00318758j 0.0028416+0.00285385j 0.00132154-0.00376866j 0.000115971+0.000331955j 0.00725562+0.0029077j 0.00247438-0.000418398j -0.00533893-0.00114903j 0.00302841+0.00762129j 0.0074588-0.00168803j -0.00288513+0.000718685j 0.00656542-0.00347131j 0.00216669-0.000272208j 0.0041142-0.00288306j -0.00201966+0.0023852j 0.00231303-0.00320809j -0.00263368+0.00294647j 0.00194312-0.00463606j 0.00168621-0.000372858j -0.000962015-0.000738748j -0.00371039+0.00361285j -4.81878e-05-0.00365897j 0.00509422+0.00624014j 0.00227043-0.000808319j 0.000849208+0.00180599j 0.00477385+0.0023434j -0.000676565+0.00291542j 0.000314355-0.00222833j -0.0029002-0.000825937j 0.00278239+0.00302261j -0.00251305+0.00140708j 0.00240533+0.00347927j -0.000574138-0.00360422j -0.00529711-0.00309103j 0.00379884+0.00399532j -0.000977854-0.000546283j -0.000201501+0.000618319j 0.00385008-0.00554683j 0.00128547+0.00243327j 0.00240213-0.0028685j 0.00127892-0.00069759j 0.00035576-0.00417987j 0.000647207-0.00169092j 0.00664708+0.00117704j 8.75806e-05-0.00146392j 0.00174484+0.000337164j -0.000118408-0.000734443j 0.000465863+0.00434767j -0.00203166-0.00154014j 0.00233352-0.00076447j 
