0.0270496-0.00103885j -0.00220246-0.0274793j -0.00228994+0.0023402j 0.000762054-0.00335549j 0.00495883+0.00136064j -0.000275997-0.00495351j 0.0082281+0.000185023j -0.00707486+0.00825709j -0.00410385+0.00130936j -3.16718e-05+0.00840914j -0.00788535-0.00168475j -0.00203852-0.00161069j -0.000591942-0.0024677j 0.00105938-0.00280419j 0.000788678+0.000817238j -0.0039054+0.00255386j 0.00462082+0.00302386j 0.00117106-0.00400459j 0.00500377-0.006688j -0.00166922+0.0024661j -0.000403755+0.00220279j -0.000861325-0.00097208j 0.00249489+0.00439678j 0.000269549-0.000994988j -0.000120229-0.000191104j -0.000956885+0.000750855j 0.00401018+0.000854383j 0.00052844+0.000512719j -0.0044744-0.00217312j 0.00148251+0.00350996j -0.00245782+0.00182444j -0.00312022-0.00187497j 0.00176625-0.000900316j 0.000513396+0.000143789j 0.00195029+0.00384667j -0.000415457+0.00376938j -0.00107508-0.00254379j -0.000780189+0.00526603j 0.00142577-0.00131435j 0.0039529+0.00230673j 0.00219241-0.00286483j 0.00359629+0.00393025j -0.00135708+0.00262103j 0.00277548+0.000868521j 0.000232507+0.00199607j -0.00782789-0.00199757j -0.00664957-0.00112618j 0.00127701-0.00453464j 0.000768929-0.000272417j -3.32181e-05-0.0014284j 0.00331793-0.00106448j -0.00420037-0.00356313j 0.00170909-0.00251104j 0.00221178-0.0023803j 0.00189588-0.0017127j 0.0027572+0.00268577j -0.00690351+0.000948415j -0.00216974+0.00525594j -0.000532903-0.0127174j -0.00943857+0.00268817j 0.00559462-0.000800517j 0.00639754-0.00388374j 0.00869621+0.00151691j 0.0015809-0.00368115j -0.0110878-0.0135845j 0.011358-0.00788517j -0.00348757-0.00363155j 0.00184383-0.00791908j -0.00218937+0.00612157j 0.0108659+0.00240072j 0.00435317-0.031064j 0.0304397+0.00500908j 
0.00120305-0.0011539j 0.000222745+8.5607e-05j -0.0026489+0.00599265j 0.00115393+0.00292063j 0.000700632+0.00444188j -0.000736248+0.00136963j 0.000698628+0.00320034j 0.000204333+0.000153439j 0.000155029+0.00321492j 0.00306807+5.05427e-05j -0.00140316-0.00412051j -0.00191153+0.00225583j 0.00704663+0.000543992j 0.000369336+0.00145075j 0.00205738+0.00394317j -0.00188968+0.000912023j -0.00343943-0.00334254j 0.00261628+0.00655312j 0.00154144-0.00397387j -0.00244983+0.00192851j 0.000265454-0.00295759j 0.00118515+0.0044771j 0.00118795+0.00211362j -0.00805287-1.83668e-05j 0.00191863+0.000654378j -0.0011945+0.000862312j -0.00607096+0.00297096j 0.00162052+0.00536189j 0.00131927+0.0023301j -0.00286064+0.00291139j -0.00325871+0.00123941j 0.000941942+0.00102417j -0.00534833+0.00354112j 0.000395963+0.0026895j 0.00403095-0.00172219j 0.00325435+0.00323796j 0.00104683+0.000199908j -0.00335795-0.00158575j -0.00220882+0.0049742j -0.000332972+0.0024954j -0.00119337+0.00394288j 0.000368987+0.00274042j -0.000608283-0.00310389j -0.0012775+0.00109992j -0.0061182-0.00319815j 0.00127438+0.00385038j -0.00419455-0.0023986j 0.00196917-0.000767962j -0.00268617-0.000383253j -0.00416328+0.00512196j -0.00148418+0.00104145j -0.00331419+0.00257975j 0.00407701+0.00137922j 0.00131085-0.00174579j -0.000173513+0.00107087j -0.00206751+0.000760943j 0.000598496+0.00137614j 0.0012761+0.00209877j 0.00158628-0.00242937j 0.000694712-0.00195039j 0.000311766-0.000850819j 0.00163988+0.004331j 0.000381241-0.000953856j 0.000764867+0.0010099j 0.00179657-0.000973675j -0.00076871-0.000421295j -0.00092877-0.00105875j 0.000924053+0.000326617j -7.07079e-07-0.000231676j -0.00122472-0.00072658j -0.000122305-0.000335061j -0.000964962-0.000475971j 
0.00204458+0.00420531j 0.00180022-0.000650144j -0.000642876-0.00440114j 0.000692231+0.00469299j -0.00131747-0.00116232j -0.00823233-0.000642394j -0.00786713-0.00344712j 0.00437653+0.00244478j -0.00242989+0.00218529j -4.40125e-05-0.000349466j -0.00151359+0.00286344j 0.00461224+0.00130294j -0.00466573-0.00187112j -0.00360239-0.00663308j -0.00107322-0.000207462j -0.00443878-0.000499299j 0.00373703-0.00592173j -0.00317468-0.000800004j 0.00788753-0.00504146j 0.00148548+0.00160961j -0.00609414-0.000148435j 0.0045435+0.00132484j -0.00473173+0.00273705j 0.00103138+0.0035755j 0.00523791-0.00526292j 0.00282227-0.000247071j 0.00385195-0.000180956j 0.00290438-0.00122789j 0.00124916+7.15271e-05j 0.0034526+0.00239209j -0.000227234-0.00149756j 0.00256887-0.00175272j -0.000561993-0.000907351j -0.000575333-0.00468714j -0.00103149+0.000214658j 0.00128869+0.00292747j -0.00405765-0.00203054j 0.000170741+0.000995224j -0.000634027+0.00191284j -0.000458776+0.00373199j 0.000951668-0.00232338j -0.00183661-0.00134964j 0.00120696+0.00487727j -0.00107212+0.000276966j -0.000291984-0.00168944j -0.0013014+0.000985465j -0.00294378+0.00301769j -0.00278423+0.00230601j 0.00495529-0.00202251j -0.00549795+0.00050017j -0.00765563-0.00164303j -0.000113239+0.00193632j -0.00242886-0.00218323j 0.00317224+0.000520337j 0.00466497+0.00401989j 0.00198497+0.00145639j -0.000508009-0.000872648j -0.0049186+0.00263451j -0.000506732+0.00339818j -0.00223343+0.0006812j -0.00149618-0.00140835j 0.00168699+0.00173418j 0.000411021+0.00114797j -0.000426426-0.000625555j 0.000382317-0.00365808j 0.00215741-0.00114403j 0.0011143+0.00280684j -0.00302956-0.00204282j -0.000304831-0.00376941j 0.00092388+0.00333505j -0.00276116-0.00178812j 0.00133949-0.000941616j 
-0.00293425-0.00218109j -0.00112502+0.000344379j 0.00607654+0.00252048j -0.000208082-0.00445939j 0.000415008+0.00343569j 0.000363659-0.00473499j 0.00343716-0.00642286j -0.00424953+0.000195974j 0.00244388-0.00247813j 0.00200396+0.000936134j -0.0019911-5.82679e-05j -0.00140699+0.000453312j -0.00373616-0.00012924j 0.00484961+0.00519102j 0.00139718-0.000331575j -0.00248234+0.00195815j -0.00159415+0.000235764j -0.00102409+0.000454959j -0.000532253+0.00518993j -0.00235346+0.00644937j -0.00251472-0.00047541j 0.00443389-0.00258634j 0.00360793-0.00208015j 0.000627465+0.0014944j 0.000947587+0.00757011j 0.000505887-0.007338j 0.00237426-0.00178807j -0.00146966-0.00313054j 0.00089319+0.000159132j 0.00140957+0.00240975j 0.00693324+0.00254558j -0.00158177+0.00318093j 0.00499809+0.00340649j 0.0018964+0.000591294j 0.00243287+0.0005328j 0.00393383+0.00189434j 0.0020404-0.000249306j 0.000626213+0.00296288j -0.00267438-0.00733437j -0.000458153-0.00539974j 0.00583902-0.00220012j 0.000658062-0.00298223j -0.00452981+0.000737289j -0.00167802+0.00406639j 0.00502029+0.00552341j 0.00901637+0.00134915j -0.00093416+0.0012376j 0.00178707+0.000968058j -0.00685662+0.000224115j -0.00195595+0.000119974j 0.00338504+0.0079382j 0.000898056-0.00494974j -0.00165918-0.00344911j 0.00394832-0.00338292j 0.002486+0.000507406j -0.00287839-0.000988505j -0.00340117+0.00142564j -0.00515706+0.00522773j -0.00194628+0.00666515j 0.00511674-0.00412833j -0.00132686+3.43148e-05j 0.00259402+0.00193194j 0.000294479+0.000413617j -0.00327948-0.00193453j 0.00203112-0.00859725j 0.0014955+0.00110675j 0.00622731+0.00201772j -0.000775514+0.000926111j -0.000713461-0.00329538j 0.00186622+0.00248009j -0.000959738+0.00129959j -0.000145471+0.000606281j 
-0.000242907+0.000823154j 0.00156605+0.000480119j -0.0031887+0.00189412j 0.000223745+0.00221709j -0.000503665+0.00479327j -0.000655037+0.00451413j 0.000522091+0.00839839j 0.00589878-0.000401423j -0.0030481+0.00210618j -0.00154539-0.000952223j 0.00378747-0.00168714j -0.000447254-0.00194092j 0.00172689-0.00123291j -0.0018423-0.00250617j -0.000839093+0.00100205j -6.20668e-05-0.00208549j 0.00068199+0.00123472j 0.00290472-0.00207761j -0.00275901+0.00233953j -0.00313244+0.0027519j 0.00246704-0.00208365j -0.000910205+0.000738652j 0.000783191-0.00319389j 0.000627376+0.00312239j 0.0020129+0.000646471j -0.00337524-0.00123327j -0.00198191+0.00176544j 0.00369618+0.00427981j 0.00290573+0.00484423j -0.00285889-0.00224912j -0.00394114+0.00509146j 0.00340144-0.00186052j -0.00552138-0.000331209j 0.00420203-0.00575097j 0.000944225+0.000385303j 0.00608555-0.00265086j -0.00197169+8.9836e-05j 0.00529324-0.00164605j -0.0031949+0.00298006j 0.00262988+0.00276149j -0.00647385-0.00211431j 0.00133302-0.00159121j -0.00385704-0.000334048j -0.00570631+0.00248532j 0.000974221-0.000176657j -0.0071833-0.00367765j 0.00192008+0.000330938j -0.00220217-0.00374212j 0.000603311-0.000535511j 0.00118622-0.000269991j 0.00140428-0.00561896j -0.00278776+0.000118559j 0.00352292+0.00592119j -0.00387901+0.00321681j -0.00397311+0.00331798j 0.000671065+0.00280309j -2.03277e-05+0.00228746j 0.000194582-0.00168899j 0.0044627-0.00340533j -0.00101458+0.00531817j 0.00657551-0.00284574j -0.00216994-0.00369237j -0.00142099-0.00185448j 0.00189021-0.00280758j -0.000706963+0.00371232j -0.000841666+0.000232397j -0.00383609-0.00358873j 0.00525998-0.00139351j -0.00124468+0.00102161j -0.00261954+0.00161213j 0.00204799-0.00089938j 0.00147862-7.86012e-05j 
-0.0048596-0.00115323j 0.000553841+0.0036987j 0.00351243+0.00313814j 0.00398878-0.000206755j -0.000516224-0.00112485j 0.00500719+0.00589808j 0.000864174-0.00335145j 0.00683496-0.00213703j 0.00263452+0.00300161j 0.00157048+0.000677213j -0.00166127-0.00318068j -0.00300805-0.00313375j -0.000993968-0.00148571j -0.000711652+0.00448849j 0.00402523-0.000216593j 0.00380964+0.00160659j -0.000751708+0.00209334j -0.00489912+0.00611731j 0.00103465-0.000801465j 0.00712393-0.000430003j -0.00066457-0.000504071j -0.00395466+0.000546633j 0.00296568+0.00300995j -0.00166429-0.00703732j -0.00586523-0.00706649j -0.00181281-0.000730018j -0.000452807-0.000254668j -0.00287138+0.00519825j 0.00136759-0.00274757j 0.00174653-0.00426107j 0.00347956-0.00203131j 0.00304915+0.00478525j 0.00835897+0.00422247j -0.00198247-0.000228667j -0.000917598-0.000647748j -2.73855e-05-0.00141501j 0.00175525+0.000316364j -0.00231174+0.000125937j -0.00189883+0.00194431j -0.00190301+0.000483973j 0.0032102+0.00144281j 0.0064345-0.00418538j 0.00166155+0.000242624j 0.00807694-0.00262225j -0.00298154-0.000876141j 0.00114206-0.00280142j 0.00214555-0.00114554j -0.00193501-0.00532507j -0.00297123+0.00084765j 0.000387186+0.00120298j 0.00340164+0.000683811j -0.000246355+0.00240832j -0.000839891-0.000888564j -0.000386238-0.00257814j -0.000740398-0.00365326j 0.00200419+0.00430594j 0.00319621+7.88373e-05j 0.00511884-0.00102192j 0.00353779-0.00157837j -0.0027616-0.00227559j -0.00439381+0.00182548j 0.00180242+4.54856e-05j 0.000971502+0.00106009j -0.000570529+0.00123303j -0.0012991+0.00589592j -0.00129806+0.00199149j -0.00141336-0.0016521j 0.000734442-0.0031378j 0.000358332+0.00113501j -0.000385807-0.000759293j 0.0014104+0.00339576j -0.00314853+0.00136303j 
-0.00507509-0.00199712j -0.000552883+0.00328844j 0.00430506+0.00355451j 0.0040032-0.00106754j -0.000728285+0.00708415j 0.00656677-4.2885e-06j 0.00608282-0.00128916j 0.00326806-0.00504078j 0.00220475-0.00219523j 0.00148582-0.00169602j 0.00158602+0.00864043j 0.00116633-0.00221168j -0.00102332-0.00254142j 0.000351961+0.000847201j 0.00251825-4.79094e-05j 0.00522221-0.000357329j 0.00100483+0.00330207j -0.000566413+0.00802051j 0.00183085-0.00123487j 0.00145349-0.00346159j -0.000229053-0.00262863j -0.004015-0.00340344j 0.000891362+0.00580487j 0.00333189-0.00858573j -0.00397498-0.00174274j 0.00109863+4.62849e-05j -0.00676281-0.00258071j 0.00583316-0.00126591j -0.00378033-0.00215834j -0.000275914-0.00247769j -0.00139946-0.00351626j -0.00146169+0.0104396j -0.00179955+0.00478035j -0.00278225-0.000139779j 0.000469624+0.00381519j -0.00106995+0.0030934j 0.00197553-0.0018515j -0.000778445+0.00358545j -0.00137091-0.00348085j -8.93803e-05-0.00329754j 0.00223116+0.000191548j 0.00578829-0.00475118j -0.0042+0.00142941j 0.00568504-0.00144058j -0.000380694+0.00122658j 0.00178446-0.000694134j 0.00481414-0.00231278j -0.000628293-0.0030332j -0.00509647+0.000184914j -0.00125832-0.00705744j 0.00187999+0.0038789j -0.00158907-0.00479462j -0.00749357+0.00429945j 0.000720936+0.00333089j -0.0025864-0.00360945j -0.00258645-0.000299034j -0.00609393-0.00266401j -0.000429666+7.83318e-05j 0.000877472+0.00331376j -0.00216637+0.000768591j -0.00306972+0.000733675j -0.00155679-0.00042483j -0.00082772+0.000552937j -0.000842893+0.00139426j 0.000603291+0.00557151j 3.84475e-05+0.00176361j -0.00157084-0.00292878j -0.00124229-0.000691835j 0.00105647-0.000696844j -0.00248452-6.61037e-06j 0.00119284+0.00305517j -0.003324+0.00128494j 
-0.000512683-0.000531013j 0.00119341+0.000874191j 0.00191528+0.000564015j 0.00672375+0.00603666j 0.00296033-0.0036984j 0.00401841+0.00190092j 0.00153362-0.00226592j 0.00334325+0.00617097j 0.000348525+0.000114056j -0.000905414+0.00177558j -0.00185916-0.00360357j 0.00739943-0.00026551j 0.000139527-0.00574446j -0.00117092-0.00117842j 0.00287576+0.00221586j 0.00322454+0.00168222j 0.000691887+9.27065e-05j -0.000535652+0.00110232j -0.00275167+0.000214109j -0.00121853-0.00607126j 0.00102628-0.00191896j 0.000156573+0.00530185j 0.00586771+0.00117977j 0.00110685-0.00985028j -5.33271e-05-0.0042489j 0.00238667-0.00127757j 0.00124337-0.0017297j -0.000318716-0.00819537j 0.0038588+0.00422311j -0.00041289-0.00283738j -0.00408834+0.00233312j 0.00171108+0.00269355j 0.00142957-0.0035553j -0.00024209-0.00166595j -0.00424074+0.00278871j -0.00134703+0.00329738j -0.00223595-0.0028925j -0.00403655+0.000220737j -0.00196457-0.00213803j -0.00167156-0.00295197j 0.00503902-0.000180188j 0.00755286+0.00460276j 0.00213352-0.00355549j 0.0061064-0.00072472j 0.00136886+0.000887964j 0.00194282+0.00272748j -0.00132058-7.85676e-05j 0.0027558+1.2441e-05j 0.00220234+0.00423946j -0.000645156+0.000865745j -0.0046671+0.00178014j -0.00134573-0.00301664j 0.00473958-0.00126332j -0.00113227+0.0032392j 0.00504172+0.000211269j 0.00206327+0.000772441j -0.00146553+0.00484584j 0.0026615-0.00527034j -0.00020931-0.00368443j -0.00326421-0.00101621j -0.0010196-0.00173994j -0.00336875+0.00348016j 0.00221249+0.00310857j -0.00318815-0.00222234j -0.001697-0.00124219j 0.00269988+0.00186696j -0.00188048+0.00236435j -0.000187613-0.00252788j 0.00173578-0.000741788j 0.000630219+0.00502652j -8.89815e-06-0.00118605j -0.000439788+0.00216315j 
0.00232339-0.000412041j -0.00124019-0.000871024j -0.00297279-0.00120317j -0.00167867+0.00186539j -0.00336114-0.00240519j 0.00273579+0.00125498j -0.00337996+0.00326765j -0.000189019-0.00113288j 0.00369948+0.0034459j 0.00190107-0.00162464j -0.00172527-0.000933576j -0.00538528+0.00481676j -0.00135524-0.00100303j 0.000318173+0.00281793j -0.00430509-0.00305285j -0.00220273+0.00351223j -0.00326424+0.00488727j -0.00416095+0.00234014j -0.000560989+0.00132123j -0.00135872+0.0018357j -0.000359103-0.00360149j -0.00148239-0.000499157j 0.00123575-0.00522053j 0.00346538-0.00126417j 0.00416914+0.000420702j -0.004505+0.00218394j 0.00351584-0.0045669j 0.00292689+0.00508719j 0.00153789+0.00111759j 0.000865477+9.45298e-05j 0.0071564-0.00193938j -0.00137823-0.00241186j 0.00143761-0.00250315j 9.94115e-06-0.00445146j 0.000175128+0.00151706j 0.00068939+0.000338116j 0.0023101-0.00501809j -0.00350876-0.000587925j -0.0022439+0.00212976j -0.000834109+0.00251941j -9.78382e-05+0.00789913j 0.000521375+0.000379704j -0.000341276+0.00281755j -0.00297599+0.00195364j 0.00274413-0.00519304j 0.00106972-0.000176592j 0.0010141+0.00508751j 0.00525626-0.00314061j -0.00333934-0.00366905j -0.00244689-0.00474729j -0.0028448-0.00515968j 0.00131157+0.0011077j -0.00289297-0.00212604j 0.000864683-0.0010591j 7.88313e-05-0.00431005j -0.000397922+0.00169037j 0.000595445-0.00486141j -0.00173039-0.00154317j 0.000336412-0.000823566j -0.000100232-0.00680442j -0.00123055-0.00214179j -0.000378162+0.00139336j -0.00152116-0.00688831j -0.00408527-0.000186743j -0.00154029+0.00153257j -0.000841031+0.000945835j 0.00252153-3.7544e-05j 0.00067598+9.75287e-05j -0.000513935-9.82221e-05j -0.000870187-0.0011665j 0.00128536-0.000663892j 0.000588841+0.000781793j 
-0.00677287+0.00120203j 0.00103316+0.00588151j 0.00473941+0.000136317j 0.0021516-0.00251741j -0.00110737+0.0037621j 0.0018843-0.00506145j -0.0063498-0.00491484j -7.00309e-05-0.00605329j -0.000694893+0.00563599j 0.00622653+0.00119785j 0.00356004+0.00205877j 0.00198672+0.00116867j -0.000180338+0.00191346j -0.00425582+0.00369304j -0.00207199-0.00182927j -0.00452122-0.00154669j -0.00689184-0.00683976j -0.00811747+0.000885705j 0.00275288+0.000707226j -0.00262378-0.00597225j 0.00156748-0.00097333j 0.000775216+0.0038237j 9.2513e-05+0.00922786j 0.00543738+0.00278244j -0.000929379-0.00345988j 0.00130661-0.00229701j 0.00161197-0.00480667j 0.00144195+0.00300993j 0.000954983+0.00229926j -0.00125748-0.00736935j -0.003342-0.00217882j -0.00410269+0.00114324j -0.000890348+0.00695634j 0.00552872-0.00263649j -0.000942156+0.000952662j -0.000354692+0.00865207j 0.00831422-0.00283145j -0.00196361+0.00419879j -0.00751723-0.00104012j 0.00211092-0.00022983j -0.00392348+7.16104e-05j 0.00628084+0.00204835j -0.0011436+0.00182343j 0.00756544+0.000340482j -0.00185704-0.00369546j -0.000417659-0.000293652j -0.00111483+0.00443091j -0.00532629-0.000854928j -0.00207161-0.00231717j 0.00527543-0.000300373j 0.00301305+0.00217034j -0.00436187+0.00246879j -0.000261165+0.000662838j -0.00640105+0.00297881j 0.00119+0.0015583j -0.00651597+0.00187218j 0.000823851-0.00297312j 0.00149556+0.000553784j 0.00219093+0.0024267j -0.00170461+0.00203432j -0.00280426+0.0021423j 0.00406845-0.00218738j 0.00271921-0.00010561j -0.00385608-0.00168383j 0.00120246+0.00691076j -0.00370911-0.000624725j -0.00272536+0.00280524j 0.00139622-0.00110736j -0.00115658-0.00231376j -0.00165402+0.00209463j 7.27702e-05+0.00606618j -0.00486492+0.00154179j 
-0.0050155+0.000295928j 0.00157211+0.00528486j -0.000672846+0.00409169j 0.00251017+0.000793884j 1.39855e-05+0.00331668j -0.00237401+0.00696228j -0.000831288-0.00288598j 0.00210813+0.00118497j -0.000735861+0.00282711j -0.00144924+0.000639559j 0.00374318-0.00295189j -0.000862166-0.00315615j 0.00119284-0.00542994j -0.00234282+0.00434737j -0.00262686+0.00044729j -0.000872325+0.00176953j -0.00309243+0.00197561j -0.00460718-0.000809248j -0.00648639+0.00604501j 9.79473e-05+0.00120917j 0.00210073-0.000293148j 0.00318044-0.00313246j 0.00425569-0.000315787j 0.00206345+0.0035665j 0.00124472+0.0048285j 0.0013773-0.00421428j 0.00221061-0.00512575j 0.00045318+0.00398001j -0.000173416+6.21597e-05j 0.00247082-0.000386481j 0.00135712+0.00218248j 0.00302874-0.00102863j 0.00190209-0.000518313j 0.00435747-0.00438399j 0.000738489+8.9087e-05j -0.00422292-0.000623223j -0.00159891+0.000364419j 0.00610622-0.00388803j -0.000524233-0.00356375j -0.000728063-0.00222495j -0.00230977+0.00573595j 0.000887955-0.0011659j -0.00167391-0.00368208j -0.00984702-0.000948035j 0.00630258+0.00376062j -0.000311978+0.00114437j -0.0011027+0.00212467j 0.00167586+0.00021163j 0.00179261-0.00541526j 0.000692263+0.000202753j 0.00433602-0.00357368j 0.00292343-8.66414e-05j -0.00117199+0.00155849j 0.00374303-0.00508266j -0.000156024-0.00106343j 0.000139312+0.00364811j -0.000461899+0.00149752j 0.000703123-0.00201693j 0.00349889+0.000202751j 0.00573204-0.0036782j 0.00188937-0.000523719j 0.00118938-0.00404925j 0.00261769-0.00124589j -0.00222611-0.00404048j 0.000647596+0.00134857j -0.00166489+0.00238816j 3.93918e-06+0.000489393j 0.000777284-7.80184e-05j 0.000684432+0.00153987j 0.000814527-0.000639986j 0.000138907+0.00279372j -0.00301205+0.000612237j 
0.000259987-0.000546125j -0.000435738+0.00100908j -0.000631756-0.000693094j 0.00100379+0.000976381j 0.00209682-4.20172e-05j -0.000907231-0.00204701j -0.00469001+0.00120317j -0.00137819+0.000145697j -0.000104625-0.00167717j 0.00111789+0.000629868j 1.36606e-05-0.00094841j 0.00166501-0.00142792j 0.00513592+0.00195564j -0.00231014+0.000987481j -0.00110923+0.00388063j -0.00143553+0.00339929j -0.00161038+0.00511586j -0.00265958+0.000845341j 0.00189113+0.00312709j 0.000875325+0.00315196j 9.26581e-05-0.00548252j -0.00149169-0.000948288j 0.00075763-0.00477222j -0.00102887+0.00408882j -0.00161255+0.000769327j -0.000257498+0.000763041j -0.00183338+0.00262391j -0.00137212+0.00387706j -0.00478473-0.000531665j 0.000832582-0.000932822j -0.00389531+0.00366912j 0.00227958+0.00022138j 0.00113155-0.000830407j 0.000441277-0.00411072j 0.00198855+3.90851e-05j -0.00554686-0.00107868j -0.00206342-0.00157446j -0.00142367-0.00259038j -0.00264619+0.00199514j -0.000356391-0.000804188j -0.00332841+0.0021455j -0.00202251+0.00416503j 0.00211047-0.00388882j -0.0033855-0.00121954j 0.000351632-0.00022332j -0.00148894+0.00339305j -0.00486655+0.00100095j 0.000333681+0.00210445j 0.000907957-0.00260621j 0.00124057-0.00169514j 0.00237001-0.0004262j -0.000173761+0.00313977j -0.002501+0.00191826j -0.00190583-0.00233556j 0.000897365+0.00144089j -0.00198952-0.000484095j 0.0013385+0.000403307j 0.000658253+0.00196656j 0.00132863+0.000367908j 0.000174707-0.00156844j 0.00248293+0.000754985j 0.000774193-0.00179045j 0.0017261+0.000770657j -0.00134072-0.00339431j 0.000214415-0.00184704j 0.000776657-0.00110279j 0.000110505+0.000478883j 0.00202542-0.00101489j -0.00162143+0.00100222j -0.00201722+0.00158069j -0.00022926-0.000588337j -0.00038616-0.000239836j 
-0.00209162-0.00254263j -0.0014796+0.000119588j 0.00423379+0.00557922j -9.28527e-05+0.000251506j -0.00205557+0.00824658j 0.00531741+0.00376196j -0.000128462-0.00148061j 0.00499505-0.00447359j 0.00159813+0.0023364j 0.00520366+0.000561422j -0.000610421+0.00220079j -0.00463497-0.00272413j 0.00182354+0.000538676j 0.00367605+0.00244603j 0.00578572+0.000251621j -0.00513594-0.0043255j -0.00218615+0.000578044j -0.00399082+0.00241998j 0.00205802-0.00430091j -0.00174643-0.00109864j 0.00197449-0.0014127j -0.0031052+0.00130678j 0.0107348+0.0036453j -0.00265086+0.00636105j -0.00192271+0.00117428j -0.00222715-0.00278094j 0.00279839+0.0054247j 0.00253493+0.00225445j -0.00123699+0.00303157j -0.00181633-0.000954909j -0.000705323+0.000330491j 0.00416697+0.00105637j 0.00289831+0.00567186j 0.000993802-0.00189615j -0.00173087+0.00163168j 0.0036089+0.00490461j -0.000479631-0.00397342j -0.00204282+0.00322206j -0.00538652-0.000314557j -0.00327148-0.00361423j 0.0014288-0.00304065j 0.00496875-0.0024393j -0.00688427-0.0033912j 0.00146882-0.00496998j -0.000314649+0.00401881j 0.00271119+0.00080277j -0.00639679-4.00593e-05j 0.000485243-0.00244417j -0.00422039-0.000129975j 0.00340699+0.000759499j 0.00424033+0.00268005j 0.000751997-0.0011887j 0.00269032-0.000181455j 0.00406743+0.00110051j 0.00141576-0.00100192j -0.00108408+0.00180775j 0.00273523-0.00261745j 0.00312165-0.00161984j 0.00464763+0.000189484j 0.00215193-0.00310077j -0.00160274+0.00484669j 0.000540624+0.00474239j -0.000639756-0.00267719j -0.00226883-0.00404745j 0.00285469+0.00355313j 0.00211838+0.00153574j 0.00304852-0.00111779j -0.000486347-0.000910973j 0.00110725-0.00149403j -0.0041505-0.000200357j 0.00209038+0.00152842j -0.00212059+0.00099882j 
0.00223275-0.000764588j 0.000271404-0.00228984j -0.00154127+0.00036554j 0.00211985-0.00117251j 0.000317682-0.00613815j -0.000374189+0.00292527j 0.000122492+0.00158392j -2.12014e-05+0.0016023j -0.0042935+0.000671041j -0.00351841-0.000186776j 0.00416678-0.00165843j 0.00277109-0.00321505j -0.00229496-0.00304375j -0.00813565+0.00357646j 0.00392935+0.00281262j 0.00368203-0.000227818j 0.00435771+0.00208532j 0.00229414+0.00854084j 0.00289599-0.000981398j 0.00549268-0.000994506j -0.00624632-0.00369245j 0.00130085+0.000237801j -0.00256276-0.000739157j 0.000375475-0.00105435j -0.00387267+0.00339997j 0.00317806-0.00340451j -0.00345426-0.00114366j 0.00295745+0.00266921j -0.00189774+0.00172142j 0.00134501-0.000528833j -0.000564257-0.000264702j 0.00328886-0.000974577j -0.00106114-0.00331891j -0.00103754+0.000332294j 0.00318213+0.00478769j -0.00409686-0.00322392j -0.00225946+0.000641687j -0.00112184+0.00370681j 0.00302326+0.00182862j 0.00570502+0.00488157j 0.00015807-0.00143002j 0.000402188-0.00203197j -0.00109945+0.000552961j 0.00113852+0.000897281j -0.00437802-0.0045328j -0.000830036+0.00159135j 0.00204292-0.000855724j -0.0047824-0.00367089j 0.00153764+0.000345104j -0.00306784+0.000598486j 0.00171384+0.00231635j 0.000656458+0.00234131j -0.00104233+0.00331646j -0.00049332+0.00147875j -0.000245719-0.00199699j -0.00178153+0.00131089j -0.000902575-0.00340097j 0.000207627-0.00140321j 3.86753e-05+0.00136967j -0.00405784+0.00403975j 0.00047415+0.000273277j 0.00164238+0.00183667j -0.000548675+0.000994588j 0.00101973+0.000639055j 0.000271862+0.000107852j -0.00226308-0.00224955j -0.000913606+0.00253068j -3.112e-05-0.00224559j 0.000499714-0.000632087j 0.000719947+0.0035419j -0.000335657+0.00144766j -0.00146772+0.00147803j 
