-0.0112386+0.00520903j -0.131552+0.0970549j -0.116186-0.0537303j -0.00421039+0.0308107j 0.0332466-0.0345558j -0.0545557-0.0178806j 6.06455e-05+0.00673715j -4.72099e-05-0.0151687j 0.00307162-0.0412177j 0.0304079-0.0193245j 0.0133003-0.0774443j 0.0165883+0.0151329j -0.00359684+0.0359874j -0.00453883-0.0113795j 0.0426472+0.00378471j -0.00905592+0.0199158j 0.0180462+0.0258852j -0.0367494-0.0142046j 0.0143483+0.00630815j -0.0116052-0.0851101j -0.00910845-0.0180236j 0.0553007-0.0126564j -0.00364903+0.00351841j 0.00957569+0.0281997j -0.0286711+0.00744433j 0.0455674-0.0367303j -0.0349521+0.0207709j -0.00214361-0.0637142j 0.0139581-0.0927934j -0.00620286-0.00949728j 0.0179986+0.030018j 0.0128494+0.0116437j -0.0180045-0.00922292j 0.0152403-0.0270595j -0.00853241-0.0314544j 0.00636139-0.0190037j -0.0217803-0.00375387j -0.00116895+0.0135244j -0.0331268+0.0105101j -0.0130874-0.00119903j -0.0227085-0.0594496j 0.00188687-0.0201139j 0.00795991+0.00307882j -0.00863181+0.00696225j -0.00725973-0.00241142j -0.0232268-0.0357325j 0.0287047+0.00082701j 0.00992224+0.0206584j 0.0374231+0.0124275j -0.0146822+0.00607465j -0.00135929+0.0396871j 0.0103782+0.0230277j -0.0514191+0.0424072j -0.00627156-0.00345092j -0.0396268+0.0082136j 0.00384573+0.00333081j -0.0143535+0.000502658j -0.0247733+0.0296338j 0.0924459-0.0304116j -0.10502-0.0481461j 5.54413e-05+0.073806j 0.0590697+0.0326389j 0.0508152+0.0149231j 0.0085324-0.0523861j 0.0562882-0.116149j 0.0470656-0.057732j 0.0125989+0.0623906j -0.0584756-0.0383761j -0.0604131+0.0378051j 0.102306-0.0524606j 0.00610193-0.0194154j 0.0134585+0.0188057j 0.0282629+0.0227991j -0.0103512-0.0201851j 0.0513007-0.0124424j 0.00983974+0.0362617j 0.0362359-0.00423349j 0.023505-0.0109448j -0.0206937+0.0377782j -0.0181863-0.00372662j 0.0138307+0.111948j -0.25874+0.038909j 0.0392438+0.102521j -0.0733546-0.141247j -0.108191+0.208736j -0.10433-0.0878027j -0.048096+0.082069j 0.0052703-0.0162108j 0.00470324-0.07251j -0.0289054-0.124469j 0.105195+0.0606071j -0.169401+0.126264j 
-0.0114257-0.00793378j 0.0189208+0.0116784j -0.0444158-0.0416576j -0.00129172-0.045154j -0.102607+0.0819546j -0.000383516-0.0207896j -0.0489882-0.0505281j -0.00235631-0.035752j 0.0343959+0.00357535j 0.0130035-0.0314228j -0.108329+0.00799949j 0.0553406-0.0582766j 0.0294175+0.134611j 0.00437325+0.0437068j 0.100919-0.103294j 0.0130111-0.00221733j 0.0186061+0.111802j -0.104947+0.0143052j -0.210583-0.0312488j -0.0484247-0.0735123j 0.18079-0.0252294j 0.00765111+0.0605662j -0.0202262-0.00495845j 0.0450688-0.0379006j -0.0622935-0.0162687j 0.00732786+0.0152039j -0.014981-0.0146876j 0.00273283+0.0578599j 0.0268499+0.0705886j 0.0103312-0.0531969j -0.0346384+0.0494691j -0.00962885+0.000456063j 0.0447596-0.0548868j 0.000516518+0.0648981j -0.0245173+0.0497798j -0.105236+0.0133593j 0.0136617+0.0362189j 0.0220047-0.0352566j -0.121042-0.0727464j -0.160096+0.0540837j -0.0246064-0.0536907j 0.0121108+0.051299j -0.0955282-0.0519251j 0.156045-0.224852j 0.145533-0.0791294j -0.0731212-0.0834534j -0.117919+0.000967636j 0.0414634+0.0956807j 0.0452847-0.0252027j -0.035739+0.0145975j -0.0785093-0.0383147j -0.0861873-0.085343j 0.0893742-0.0491192j -0.054859-0.10948j 0.00329888-0.0733938j 0.0395647-0.0640967j -0.117963+0.0555659j 0.0360769+0.0196996j 0.010454+0.00809871j 0.00717604+0.0376886j 0.0590349-0.0391975j -0.0156354+0.00452084j 0.0167119+0.0717005j 0.079432+0.0596194j -0.0903226-0.00573986j 0.0766516+0.00691401j -0.0357116-0.0151815j -0.028857-0.0816079j -0.0486332-0.0598466j 0.139909-0.0572919j 0.0319472-0.0729709j -0.077062+0.00581687j -0.0518707+0.0633131j -0.104433+0.0807591j -0.00710264+0.00657218j -0.0383539-0.0744822j -0.0571019+0.0334631j -0.0469072+0.0472762j 0.0622657-0.0163669j 0.0369146+0.0244118j -0.00546623-0.00771396j 0.0303343-0.0175654j -0.00900012-0.0157328j 0.0266335+0.0373256j -0.00501251-0.00268852j -0.0186406-0.0240475j 0.0530033+0.0145447j -0.0171948-0.0479763j -0.00570238+0.0114775j 0.0342208+0.0080614j -0.0159875+0.0256908j 0.0136461+0.0167342j 
0.0508166-0.00480693j 0.0109444-0.0350452j -0.0504235+0.00431047j 0.010096+0.026644j 0.0373823+0.00821261j -0.0919016+0.00675917j -0.0730987+0.021705j -0.0192645-0.0753643j -0.0192666-0.00477228j -0.0601426-0.00229191j -0.0482498-0.0718341j 0.0139567-0.0941088j 0.111379-0.00575502j -0.0362575+0.0235716j 0.00631969-0.111492j 0.00236606-0.0980289j -0.0140454-0.0923153j -0.12645+0.0970592j 0.0607985-0.135338j -0.0216065+0.0600814j 0.0349863+0.0461583j -0.0213777-0.0769799j -0.0739006-0.0726226j -0.0103453-0.0273299j -0.00779427+0.0944052j 0.0380544-0.0955909j -0.00614047+0.00190202j -0.0198633+0.114582j 0.0396789-0.0893005j 0.0686739+0.00090415j 0.00109995-0.00484542j 0.0530185-0.108109j -0.0490066+0.120099j 0.0707321-0.0214461j 0.033467+0.0904281j 0.123873+0.0202804j -0.0450355+0.101566j 0.0401121+0.0514443j 0.0861776-0.0661011j -0.0807619+0.0459969j 0.0420543+0.0467443j 0.0465283+0.0844425j 0.0599945+0.142073j 0.0282204-0.141076j -0.0273404+0.0142901j -0.112109-0.00177517j -0.00216676-0.0237346j -0.0452058+0.0200608j -0.0412835+0.00335734j -0.113873-0.0884007j -0.0193975-0.00049308j -0.0840503+0.0241426j -0.0707922+0.00470435j 0.0625156+0.015235j 0.0250411+0.012389j -0.0268143-0.0233179j 0.105849-0.024584j -0.00169286+0.0651581j -0.0258316+0.091708j 0.0155628+0.023987j -0.0273794+0.139066j -0.0205911+0.036494j -0.0989315-0.0461457j -0.0383303-0.0253453j 0.0171036-0.060966j -0.0901418-0.0198703j -0.047864+0.0466602j -0.0588182-0.0165452j 0.0780475-0.0225998j -0.137035+0.133747j 0.00200554-0.0120856j -0.00912301+0.0273651j 0.0770479+0.00487158j -0.00636911-0.0617273j -0.0173988-0.0225244j 0.0199287-0.0394688j -0.0318617-0.0929594j -0.0630627-0.0417933j 0.00117281-0.000255777j -0.0570463-0.0318606j 0.0185442+0.0392264j -0.0158425+0.0947059j 0.00593471+0.00351109j -0.0180373+0.085858j -0.0163864-0.00831935j -0.0118106+0.0218812j -0.0560945+0.017675j -0.016019+0.0104991j -0.0254143+0.0162526j -0.0625209-0.00802115j 0.0192341-0.00163009j -0.0785088-0.0723098j 
0.0130587-0.0185348j -0.00563851+0.046374j -0.0819539+0.0623758j 0.0398518-0.00339417j -0.048511+0.0555178j 0.0709173-0.078802j -0.0378653+0.00564j -0.0467558+0.0733511j 0.0215559+0.0757981j -0.101008+0.125933j 0.1343+0.0048701j -0.0666905-0.0629552j 0.00852799-0.135165j 0.0808958-0.0603854j -0.131376-0.0130256j 0.160895-0.0788181j 0.0108067+0.0794341j 0.0213422-0.0273984j 0.00381594-0.000877374j 0.0178413-0.00968103j -0.0442813-0.0167167j 0.0784018+0.00266767j -0.0670637+0.0769295j 0.0110708-0.138876j 0.00595246+0.062367j -0.048505+0.0379016j 0.0514804+0.0190684j -0.0190692-0.059267j 0.0695052-0.0690673j -0.0989278+0.0422843j -0.00653574+0.186385j 0.00717659+0.0867793j 0.0300968+0.0715164j -0.00695233+0.0904151j 0.135728+0.000360413j -0.0675206-0.0549696j 0.0851399-0.0765087j -0.148446-0.113579j 0.0158661+0.0962261j 0.0757593-0.048303j -0.0181574-0.0312315j -0.000693579+0.0480453j -0.0349138+0.0521496j -0.0801958-0.0391911j 0.101851+0.0603037j 0.0436463-0.0269727j 0.039348+0.0197379j 0.00441834+0.0383824j -0.0867455-0.0812286j -0.145553+0.042743j 0.0538441-0.0138943j 0.0305924-0.0118829j -0.00818137-0.0366077j 0.0486353-0.0285844j -0.00455993-0.0377069j 0.0242955-0.00685695j 0.0457914-0.0155383j -0.0501059-0.0265598j 0.000366661+0.0599559j 0.0909191+0.10771j 0.0319942+0.0516047j 0.0296278+0.0734285j -0.0113888+0.0231597j -0.0281433+1.27952e-05j -0.0235052-0.0261637j -0.00405309-0.0388036j -0.0701619+0.0348512j -0.0445594-0.0890559j 0.0108432-0.00920896j -0.0771647+0.00914286j -0.0773025-0.0230012j -0.0563315+0.0376283j 0.124985-0.0365488j 0.0886214+0.070387j -0.0412332-0.00859713j -0.01077+0.0348448j -0.00327236-0.00601657j -0.0258139+0.0830788j 0.00829523-0.0114553j 0.0058283-0.0184377j 0.0215569+0.0434906j 0.0233052+0.00902252j 0.030527+0.0259435j -0.0168842+0.00274601j 0.0251096+0.0006266j 0.0245897+0.0701657j -0.038037+0.00221343j 0.0200058+0.0144652j -0.0143308+0.0274679j 0.0197466+0.00583581j 0.0291601-0.0331857j -0.0334543-0.0147597j 
0.0336068-0.0169324j -0.00357901+0.0436955j 0.00899125-0.00919688j -0.0140074+0.0307616j 0.062409+0.034498j -0.0495889-0.0237648j -0.0180305-0.0196485j -0.0431746+0.0102357j 0.000584625+0.0395559j 0.0456733-0.0917285j 0.0340968-0.0120053j 0.0828749-0.0471878j 0.105784-0.114274j -0.00960946+0.10152j -0.0404646-0.0408527j -0.188126+0.0693281j 0.0225626-0.0445632j 0.104064-0.0462638j -0.100725-0.0211004j 0.021757+0.0554744j 0.108774+0.037425j -0.00396394+0.0723194j 0.0202071-0.0114733j -0.0554788+0.0305208j -0.000646611+0.00826154j -0.0316015+0.0379614j -0.0281553+0.0556546j -0.0480731+0.0189802j 0.00716414-0.00301502j 0.0776398+0.0275377j -0.0398268-0.0393657j 0.017201-0.0177416j -0.028231+0.00311709j -0.0159367-0.00860976j -0.122164-0.125638j -0.0263518+0.0237553j 0.156372+0.0344586j 0.0678016+0.0377596j -0.00631108-0.0522027j -0.0595323+0.058216j 0.0235972-0.175088j -0.00552764-0.0801424j 0.0824751+0.0766931j -0.0775695-0.0875947j -0.029144+0.0504415j 0.0318495-0.0309413j 0.0382717+0.0425196j -0.0812048+0.075002j -0.0678547+0.0311512j -0.0435598+0.0723678j 0.0534086-0.0844367j 0.00805308-0.0453353j -0.034018-0.0589927j 0.0213521-0.0681278j -0.0656913-0.00130451j 0.0631716-0.0389019j -0.0155213+0.0408618j -0.0498618+0.0113344j -0.0460261+0.00157347j 0.0154929+0.0221054j 0.0791874-0.0584107j 0.0418767-0.0462407j -0.017167-0.00844472j -0.0528216+0.0245511j 0.0498561+0.0762428j -0.0156332-0.0242389j 0.0182162+0.0324482j -0.0365407-0.037254j 0.0633157-0.0123563j -0.0100809-0.00405808j -0.124084+0.0724357j -0.0677933-0.0244987j 0.0780791-0.0766347j -0.00964932-0.122932j 0.046632+0.00837712j -0.0447057+0.00164505j -0.010602+0.000135773j 0.0859823+0.0383064j -0.0476707-0.0656519j 0.010783-0.0719123j -0.0256445-0.0139412j -0.0100926+0.052917j -0.0040989-0.0532425j -0.00686134-0.0100605j 0.0106065+0.0524804j 0.00226094+0.00805105j 0.0335438-0.0154525j -0.0178527+0.00878283j -0.0555176+0.00650785j 0.0364177-0.0129726j 0.0262294+0.0164884j -0.0188021-0.0141929j 
0.0200737+0.0153716j 0.0224647+0.0177404j -0.0277567+0.0159129j 0.00274152-0.0416248j 0.000947114+0.0571501j 0.0318828+0.0263526j -0.0887217+0.0177381j -0.024316+0.0196432j 0.00365443+0.0815967j 0.0144283-0.0178205j 0.0208068-0.0879374j 0.00350609+0.0419644j 0.055388+0.125921j -0.120332-0.0388587j 0.201696+0.029233j 0.11149-0.049199j 0.0735496-0.00856081j -0.0938264+0.0777598j -0.0152441+0.132865j 0.00494047+0.032056j 0.119585+0.00443396j -0.0138407+0.0448865j 0.0785182+0.0133864j 0.0595063-0.0531566j -0.00553691-0.0342357j 0.069091+0.0368045j -0.0603567-0.0259576j 0.0161738-0.0111371j 0.0523666+0.00215744j 0.000839524-0.0485785j 0.0337921-0.0414111j -0.0431571-0.0512021j -0.106137+0.0240595j 0.0487647+0.0846553j -0.049584-0.0883575j -0.0471938-0.0966746j -0.00664753+0.0123996j -0.0368928-0.047615j 0.00270062-0.0180399j 0.124439-0.0367313j -0.0159641-0.125891j 0.107461-0.0647966j -0.0517849-0.101669j -0.0371352-0.0174872j 0.119455-0.0212645j -0.0476122+0.00361656j 0.0144013+0.0416716j -0.0201214-0.0197296j 0.0767459-0.00297428j -0.106038+0.00901766j 0.0230154-0.0796461j -0.0220452-0.0663703j -0.0267516-0.0301389j -0.0116812+0.0544081j 0.0125562+0.044385j -0.0653495-0.0915127j 0.0556441-0.0202418j -0.0925004+0.0193037j 0.0265818-0.0205357j -0.0395569+0.107291j -0.0784704+0.0277852j -0.0134762-0.125612j -0.0382132-0.082006j 0.0134214+0.0241177j 0.0233761+0.034136j -0.0423007-0.0152368j 0.0405257+0.0631169j -0.000425596-0.0110758j 0.0661732-0.0191767j 0.00763371+0.0701229j -0.0648348-0.0416267j 0.0395804+0.0392189j 0.0376089+0.012569j -0.0473644+0.0402197j 0.0191769-0.0290023j -0.0338763-0.0756194j -0.0199835+0.0873822j 0.150255-0.0752108j -0.00812662-0.0863462j 0.00881877+0.0229877j 0.0394165+0.0512724j -0.00516902+0.0470451j 0.0171597-0.0529122j 0.0365758-0.0260817j -0.0312225+0.012579j -0.0143147-0.0680809j 0.0174386-0.0443973j -0.0692643+0.0168501j -0.079111-0.0365478j -0.0740673+0.0421681j 0.0262824+0.0641917j 0.0376062-0.0295464j 
0.00877097+0.00526909j -0.0136979-0.0389924j 0.0362065+0.0556404j 0.0141276-0.082049j -0.00531571+0.0790762j -0.0421341-0.0285044j -0.0821158+0.103897j -0.000799381+0.00774365j 0.093163-0.166679j 0.0045626+0.154615j -0.117705+0.0887322j -0.0731763+0.000346972j -0.124232+0.103186j -0.120155-0.0446753j 0.210368-0.0392201j 0.135983-0.0775293j 0.00474592+0.0260416j 0.075962+0.119238j -0.0325521-0.0887698j 0.0323494+0.0511903j 0.00476491-0.0175572j 0.071142+0.0274593j -0.00309325+0.0532116j -0.114035+0.0488212j -0.058791+0.0806773j -0.0477849+0.00428446j -0.0337221+0.0158723j 0.0560379+0.0624142j -0.0820582-0.0455831j 0.0278328+0.0483578j 0.0529978-0.0537162j 0.0548242+0.0920619j 0.0931657-0.200911j -0.0603427+0.0182306j -0.0780274+0.104432j 0.157041-0.0294361j 0.0955278+0.0973357j 0.0346513+0.0797281j 0.0508286-0.143332j 0.0207675+0.0269259j 0.0234915+0.000425654j 0.00812154-0.0708803j -0.0262763+0.0451134j -0.0218296-0.0307043j -0.194252+0.020221j 0.0697695-0.0477954j -0.0876096-0.0272617j -0.0229422+0.0450962j -0.0904591+0.0212155j -0.0211717+0.13655j 0.0375557+0.0873408j -0.0614586+0.0474395j -0.00222604+0.0126399j 0.032368+0.063139j 0.0735623-0.0321374j -0.0320299+0.075159j -0.0759272-0.0247082j -0.0213366-0.0461525j -0.0171089-0.110007j -0.00163538-0.0512955j 0.0544686-0.0537329j -0.0067257-0.0287101j 0.067859+0.0735987j 0.0594365-0.0388441j -0.0670415+0.062954j 0.0393062-0.00563653j 0.00179008-0.133855j -0.0925025-0.0359885j 0.0293216+0.00964888j 0.00171364-0.0310327j -0.00211194+0.0852356j -0.0412475-0.0265639j 0.0988628-0.0411491j 0.0942237+0.0695749j 0.00526623+0.0363549j -0.0595701-0.0165858j 0.000951902+0.016038j -0.0117413+0.0648358j -0.0568064-0.00304622j -0.0179997-0.00645224j -0.00995134-0.0631143j 0.0269446+0.0274085j -0.021569-0.0450979j -0.0365202-0.0100035j 0.00405248+0.0301669j 0.00504744-0.0121597j 9.41141e-05+0.015221j 0.0319055-0.00319665j -0.0095563+0.00938915j 0.00336886-0.00969661j -0.0218145-0.0139317j 0.00344827+0.0238687j 
0.00477426-0.018183j 0.015112-0.0381756j 0.0228858+0.070453j 0.124021-0.0717119j -0.0108596+0.014224j -0.05054+0.0678812j -0.0410616+0.00743229j 0.0384266+0.0359609j 0.0102504-0.0859779j -0.0410398+0.0343249j -0.0167557-0.033774j 0.0313199+0.0715193j -0.0732128+0.0371877j 0.0288177-0.0706481j 0.0507677-0.0240262j 0.0739363-0.0440604j 0.0198491+0.00102183j -0.0359645-0.00139937j -0.0972628-0.0301466j 0.0505451+0.0313119j -0.0270784-0.0558448j 0.0342524-0.0975979j 0.120627-0.0124581j -0.0334722-0.0967384j 0.0186727-0.0277452j -0.00906613+0.00272069j 0.0467478+0.145682j -0.10433+0.0139129j 0.0289599-0.0948933j 0.00665238+0.00590692j -0.169422-0.120021j -0.101198+0.0453755j 0.00584261+0.003925j 0.0805014-0.0288826j -0.0579555-0.0889754j 0.0780684-0.131003j -0.0192182+0.0452613j -0.0119391-0.0101526j -0.0821323-0.0383758j -0.0662219+0.129211j 0.0386555+0.00470051j 0.0487354-0.0512311j 0.0105008-0.00916656j 0.0822359+0.0292654j -0.0545448-0.0595993j -0.00915392+0.0255587j -0.10024-0.0114541j 0.0874442+0.0547172j -0.0660243+0.0362084j 0.0958444-0.0275121j 0.0293414-0.00960061j 0.0169467-0.00217382j -0.149592-0.124397j -0.00663158+0.00420422j 0.0259633+0.0714066j 0.0393205+0.0586318j 0.0127338+0.00997648j 0.0488599-0.0919917j 0.0768321-0.00349618j -0.0617908-0.0675347j -0.0166973+0.0103223j 0.105552+0.15114j -0.104617-0.0314103j 0.0524491+0.0398016j 0.0629809+0.0317746j -0.0656148-0.0581521j 0.0878356+0.134343j -0.0119479-0.0640676j 0.0105451-0.0434508j -0.153069-0.0426213j 0.0301017-0.0666479j 0.0600685-0.0258919j -0.0295528-0.137437j -0.0454022-0.0761725j -0.0314369+0.0162608j 0.03912-0.0522152j -0.0276043-0.085789j 0.0529137+0.0563086j 0.0516004+0.0151432j 0.0929525-0.0460051j 0.00811251+0.131424j 0.0639311-0.0310591j 0.0447585+0.0477791j 0.0309549-0.00456305j 0.0465403+0.0503025j -0.0675843+0.104856j -0.0251173-0.0575918j -0.0242964+0.0223053j -0.0684727+0.0798436j 0.0755533-0.00679711j 0.094365-0.0320936j -0.0418521-0.0792083j 
-0.0247395+0.05818j 0.0077451+0.0138861j 0.0459924-0.0218763j -0.137126-0.0381836j 0.0371784-0.0387737j 0.0118244-0.0773574j 0.0598998+0.018586j -0.0138639-0.0384408j 0.02867+0.0084193j 0.0725402-0.0795659j -0.0520077-0.0483477j 0.0397844+0.0419812j 0.111251-0.00904982j -0.0157699+0.0524593j 0.158597+0.0779947j -0.0922629-0.0184368j 0.0254524-0.0719082j 0.0312984-0.0327922j 0.067006-0.0510137j -0.00974783+0.0050304j -0.0377994+0.0550126j 0.065182-0.0430561j 0.00932463-0.0640537j -0.0523345-0.0244373j 0.0384809-0.0146102j 0.0274343+0.0269091j -0.0113517+0.0864213j 0.0182792-0.0193982j 0.0984059+0.019098j -0.0751958+0.0698295j -0.0743849-0.0642821j -0.119105+0.0734265j 0.0901489-0.0274879j 0.0958125+0.0135663j 0.0698546-0.0341698j -0.0235767+0.0329851j -0.0131937+0.118328j -0.0357401+0.0223625j 0.031111-0.000741221j 0.00792383-0.0799616j -0.0621538-0.093447j -0.0278614+0.0380984j 0.0321606-0.0386177j 0.0908483-0.0257751j -0.0717025+0.00339146j 0.0446346-0.0784615j 0.0343307+0.0888687j 0.0899756+0.0244221j 0.00889887-0.0237174j 0.053305+0.0690072j -0.0182749-0.0956364j 0.0687021+0.00505683j 0.00492746-0.0202517j 0.0372167+0.0860506j 0.0668169-0.0524991j 0.0723362-0.0166989j -0.07102-0.00726278j -0.0452646-0.0690996j -0.00489456-0.0498775j 0.0638766+0.0557336j -0.0336858+0.107058j 0.0245965+0.128758j -0.123576-0.0311146j 0.0185247+0.0344856j -0.0180837-0.0844529j 0.0616345-0.00451409j -0.080078+0.00170261j -0.101371-0.101889j -0.0571468+0.0138264j 0.0217591-0.0238075j 0.0150701+0.029512j -0.0363578+0.0664088j 0.0203666+0.0385613j 0.0793033-0.0746191j 0.0152281+0.0243977j 0.0109833-0.051936j -0.0939242+0.0132435j -0.0673929+0.0294491j 0.0689262+0.0126783j -0.026349-0.00519855j 0.0366328+0.00855172j -0.0595726-0.0173221j 0.0645829+0.00613381j -0.0106536+0.0723595j -0.0339033-0.0532903j -0.0247393+0.0511809j 0.0237416-0.034685j -0.0229504+0.0340924j -0.0514056+0.00607247j 0.00138649+0.0444949j 0.0333438-0.0259581j 0.0219949-0.01011j 
0.0538478-0.00631078j 0.0294504-0.0132626j -0.0737583+0.00511752j 0.0146235+0.0794331j 0.0922785-0.0251925j 0.0501266+0.133146j 0.0272492-0.00237355j -0.206854+0.0739242j -0.0509975+0.0436314j -0.0408891+0.10277j 0.00309452+0.0546716j -0.0689589+0.0269282j -0.0720819-0.061796j -0.108809-0.0467056j -0.13478-0.057756j 0.0431525+0.0766835j 0.10239+0.0268351j -0.0780524-0.0108726j 0.0864198+0.0245878j 0.00574107-0.0274486j 0.0584852+0.082353j -0.0393314+0.0269301j 0.00294461+0.0419543j 0.0444054+0.0592953j 0.00723173+0.0499267j -0.0105493-0.0706401j 0.0647554+0.0256439j -0.00513558-0.122971j 0.0893478+0.0478377j 0.0630495+0.0136862j 0.0181236-0.106418j -0.103586-0.0869201j -0.0133751-0.189377j -0.0185365-0.0183187j 0.0465937-0.0479649j 0.0492171-0.0513949j 0.0917115-0.0307552j 0.0404706-0.0184451j 0.0669562-0.0454426j -0.0165307+0.0138716j -0.0896999+0.0904013j -0.122604+0.0946806j 0.000860814+0.073586j 0.110398+0.0603969j -0.129847+0.0472612j 0.00180759+0.118368j 0.00889679-0.0280669j -0.000531719-0.16837j 0.106758+0.0464619j -0.0372702-0.0675996j -0.00411015+0.133138j -0.0164347-0.0527027j -0.0638006+0.0506875j -0.0383946-0.146795j -0.00882201+0.0807687j -0.123481-0.0590152j 0.0335793-0.0208443j -0.0470528-0.0202288j -0.00893552-0.0542013j 0.0478879-0.0128035j 0.0245626-0.00585272j -0.0329859-0.0520769j 0.039894+0.127864j 0.102929+0.0540215j -0.0875383+0.0655733j -0.00931414+0.115451j -0.102003-0.01499j -0.094011-0.0724256j 0.0215735-0.00880131j -0.0374943-0.0132233j -0.00232195-0.0212794j -0.01619+0.103858j 0.0118864+0.0039394j 0.00757507-0.0379103j -0.0144414-0.00123999j 0.0371025-0.0700986j -0.000678239+0.0478255j -0.013902-0.0561446j -0.022847-0.00458441j -0.0173764+0.0287064j 0.0254443+0.00589813j -0.0331892-0.0910689j 0.0521362-0.00122455j -0.0627331+0.0322667j 0.0655324+0.0624793j -0.0577294-0.0632127j -0.00603281-0.00216043j 0.049375-0.0204971j -0.0558845-0.0202644j -0.0485947-0.00857585j -0.0255893+0.0038292j -0.005777-0.000431902j 
0.00582463-0.0140145j 0.0659534-0.00442863j 0.0752785+0.0473153j 0.0575218-0.103838j 0.0112187-0.0928375j -0.0176759-0.0310138j -0.00924741+0.0680464j 0.0291431-0.0612207j -0.000755582+0.0270687j -0.0288582-8.70663e-05j 0.128508-0.00331446j 0.118027-0.110289j -0.0613754+0.0057303j 0.0560375-0.0173244j 0.0845948+0.0312382j 0.0582047-0.0112885j 0.138319-0.0027946j -0.029817-0.039796j -0.0429588-0.042931j -0.0235688-0.0438427j 0.0374298+0.0163652j 0.0366127-0.118497j 0.0225214-0.108243j 0.00624679-0.000259861j -0.0147829+0.0624858j 0.0935068+0.00420947j 0.0562679+0.0150002j -0.0160729+0.0115776j 0.0412146-0.0702643j 0.0944466+0.0192934j -0.0188072+0.0528242j -0.0181302-0.0409457j -0.0824837-0.167291j 0.0763671+0.115091j -0.0819905+0.0303772j -0.0280542+0.0537418j -0.0384788-0.0227581j -0.0141829-0.0298637j 0.0448857+0.0949231j 0.0193083+0.102015j -0.0470522-0.060427j 0.0489876-0.0105325j -0.0154093+0.0743395j -0.00726641-0.0189943j -0.0116648+0.0277122j 0.0350095-0.0716906j 0.0153082+0.0651191j -0.0102537+0.0587821j 0.0019383-0.05842j 0.00484554+0.0372866j 0.00122829+0.0090729j 0.0152763-0.0706911j 0.0424145-0.0750595j 0.0434443-0.0543669j 0.0262014-0.0129163j -0.0301886-0.0366668j -0.00472664-0.0145771j 0.0193276-0.0957563j -0.054614-0.0718725j 0.0987695+0.0327441j 0.00814311-0.0267892j -0.0394162-0.0255814j 0.0968868+0.14495j -0.0199933+0.000776437j 0.0262523-0.0492191j -0.0442509-0.0792871j 0.0497035-0.0177514j -0.0120144+0.028132j -0.0375281-0.0275876j 0.116621-0.0284086j 0.00439611-0.00330666j 0.0919351+0.0328654j 0.0441376-0.0702067j 0.0214126-0.0830536j -0.041801-0.141956j -0.0421196+0.0428242j 0.0160751-0.00236885j -0.0793974+0.0913999j -0.00117063+0.086084j 0.0461197-0.0641309j 0.0146333+0.046344j -0.037263-0.0756788j -0.010218-0.036358j -0.0347535+0.033213j 0.00438223-0.062111j -0.0280562+0.0305734j 0.126049+0.0293931j 0.0542057+0.00857931j 0.0234356-0.00277932j -0.00451687-0.0452721j -0.0535229-0.0304356j -0.00741389+0.00688951j 
