1.68017e-13+0.0275736j 2.28998e-13+0.160709j -1.18729e-13-0.0876491j -7.81461e-15-0.00597353j -2.0825e-14-0.0155932j -4.85401e-14-0.0353028j 4.38998e-14+0.0325082j -5.15349e-14-0.037382j -2.61449e-15-0.0024562j -1.18779e-13-0.0799208j -8.21168e-15-0.00543519j 1.11023e-13+0.0797053j 3.21787e-14+0.0240249j 8.49416e-15+0.00637218j -7.00129e-14-0.0501786j -6.09363e-14-0.0424504j 4.72361e-14+0.0414547j -3.42768e-14-0.0203392j -1.38787e-13-0.109181j 4.67699e-14+0.0409449j -9.3133e-14-0.0562113j 1.29555e-13+0.0929821j -7.39279e-14-0.0588473j 1.08122e-13+0.0764676j -8.372e-14-0.0605514j -1.04954e-13-0.0647056j 2.35245e-14+0.0226562j -7.32924e-14-0.0865129j 3.31355e-14+0.0217377j 1.8034e-13+0.0988592j -3.26137e-14-0.00860356j -1.3795e-14-0.0211727j -1.27043e-13+0.013484j -9.29157e-15-0.0135674j -1.48883e-14-0.0237025j 5.9056e-13+0.0628636j -7.12488e-14-0.0456469j -2.036e-14-0.0246729j -1.85515e-14+0.0163144j -6.6982e-15-0.0469373j 8.37856e-15+0.00229431j -5.29397e-14-0.0995717j -2.84244e-14-0.0207711j 1.59258e-14+0.0160004j -1.43292e-13-0.105464j -6.76996e-14-0.0565026j 1.04429e-14-0.0159331j -1.24118e-13-0.0983279j 2.83323e-14+0.0204577j -2.83935e-14-0.00963147j -5.06034e-15-0.000384315j -4.80732e-15-0.00373587j -2.10969e-14-0.0125569j 3.03678e-16+0.000695997j -2.58327e-14-0.01695j 3.63362e-14+0.0264951j 6.57157e-13+0.0609416j 1.31344e-15+0.00218027j -6.84892e-14-0.04738j 3.17529e-14+0.0210463j -3.9438e-14-0.0283304j -7.23484e-14-0.047229j 4.46547e-14+0.0310724j -3.74495e-15-0.00270719j -5.05405e-14-0.0376149j -1.40781e-14-0.0110176j 1.88287e-14+0.0167306j 5.95177e-14+0.030151j -4.59077e-15-0.00322453j -5.28181e-14-0.0382523j -6.5359e-14-0.0460918j 4.24527e-14+0.0307356j 6.35028e-14+0.0461768j 1.63348e-13+0.11866j 1.33713e-14+0.010756j 4.86787e-14+0.0456792j 3.7188e-13+0.123515j 
7.97273e-16+0.000392291j 1.82391e-16-0.0017624j -2.49033e-17+0.00408469j 1.82893e-16+0.00326096j -1.70292e-16+0.000241165j 1.01839e-16-0.00116784j 1.05133e-16-0.000695527j 6.82571e-17+0.000890665j -5.96577e-17-0.00109994j -5.28571e-17+0.00161366j 1.44505e-16+0.00159781j -8.63545e-18-0.000708041j 6.6531e-17+0.00349114j -2.16957e-16-0.00318743j -3.16945e-17+0.000750702j -3.24316e-17+0.000760187j 1.89115e-16-0.00155194j 3.0367e-16+0.00062943j -5.02244e-16+0.00127499j 2.69339e-16-0.00345205j 4.22396e-16+0.00165134j 2.3231e-17-0.000212249j -2.77568e-17-0.000298219j 2.01976e-16+0.0018214j -1.54931e-16+0.000909583j -4.73871e-17-0.000978396j 2.52446e-16-0.00181711j -9.64439e-16+0.00197032j -1.66565e-16-0.00198642j -1.27433e-15-0.00248196j 7.97137e-16+0.00235081j 2.54491e-16-0.000307019j -1.09886e-14+0.00114709j -1.78729e-17-0.000987754j -4.63367e-16+0.00126915j 2.10164e-14+0.00255751j 7.40388e-16+0.0012316j -6.24139e-16+0.00100194j 2.19517e-15-0.00105243j -1.47769e-15+0.00136787j -2.08607e-16-0.000372299j -3.23333e-15+0.00409935j 2.75039e-16+0.00214373j -9.56802e-17+0.00118839j 2.32958e-16+0.00047964j -4.07812e-16+0.00131026j 7.16202e-16-0.00224894j 1.28771e-16-0.000642254j -1.82773e-16-0.00187354j 2.67796e-15+0.00250796j 3.31649e-16-0.00199324j 2.50236e-16+0.0019393j -1.72567e-16+0.000184569j 5.09464e-16-0.00216425j 3.25439e-16+0.00172102j 2.8196e-17+0.000739234j -1.27324e-14-0.00134755j -3.06756e-16-0.00246564j -1.62568e-16-6.54418e-05j -1.1543e-17-2.20393e-05j -1.24609e-16+0.00138393j 1.50022e-16+0.000391201j 1.89533e-17-2.6981e-05j 9.11815e-17+0.00460763j -2.47402e-16-0.00230798j 8.18145e-18-0.000676096j 1.59441e-16-0.00152749j 1.12297e-17-0.000258422j 1.04675e-16-0.00101807j -1.08588e-16+0.000465847j -1.68493e-16+0.000485543j 1.81686e-16-0.00178089j 4.24389e-17+0.000311387j -2.16751e-16-0.0043252j 5.06171e-16+0.00331694j 2.64883e-16+4.68173e-05j -4.70676e-16-0.000287425j 
-3.69882e-15-0.00104736j -1.67488e-16+0.000423836j 5.28264e-16+0.0018126j 7.43407e-16+0.0028386j -4.51559e-17-2.83706e-05j -2.57809e-16-0.00124995j 3.12663e-16+0.00149059j 2.35075e-16+0.000965141j -2.73235e-16-0.00101067j -9.35786e-16-0.00299419j -5.37327e-17-0.000194169j -2.29194e-16-0.0008831j 1.86855e-16+0.000403553j -9.22144e-16-0.00330488j 3.58089e-16+0.00161034j -2.98266e-17-0.000237249j -1.27407e-16-0.000394365j 2.28447e-16+0.00112273j 7.36886e-17+0.000767774j -3.09187e-16-0.000954156j 8.85975e-16+0.00176248j -1.08178e-16-0.000398655j -1.47798e-16-0.000689915j 7.59769e-17+0.000359923j -5.15509e-16-0.00275184j -8.60714e-16-0.00169809j -2.28058e-16-0.00132299j 2.33082e-18+1.50433e-05j -2.67988e-16-0.00111303j -2.10613e-16+0.00068741j 8.53779e-16+0.00310815j 7.13353e-16-0.000591813j -1.80555e-14+0.00186463j 6.88548e-17+0.000601373j -4.61459e-16+0.00132613j 1.57104e-14+0.00189898j -1.20539e-16-0.000448637j -2.34564e-16-0.00152601j -4.81863e-16-0.000400668j 3.42691e-15-0.0031295j 2.58863e-17-0.00138624j -1.27756e-15+0.00225777j -3.87983e-16-0.00130432j 4.36833e-18+0.000124293j 5.39705e-16+0.00157377j 2.20263e-16+3.077e-05j 3.72302e-16-0.00123406j -3.56974e-16-0.00256883j -3.65303e-16-0.000948528j -1.50681e-15-0.000511495j -1.2586e-15-0.0023703j -9.18968e-17-2.2532e-05j -1.86336e-16-0.00073111j 2.63382e-16-0.00138332j 3.09754e-16-0.000140231j -5.99185e-17-0.00138491j -6.9296e-15-0.000700104j -1.26089e-15-0.00402635j -8.61949e-16-0.00187774j -8.3914e-17-0.000617758j 4.46203e-17-0.000147399j 2.51099e-16+0.000659495j -5.12021e-17-0.000335627j 2.74266e-16+0.000769098j -6.07186e-16-0.0020127j -2.46709e-17+0.000100561j -1.25026e-16-0.000451394j 3.40112e-15+0.00411503j 4.53138e-17+0.000224578j 9.07314e-18+0.000326518j -3.47514e-16-0.00122165j -5.51527e-17-0.000101275j -2.8356e-18-7.17062e-05j -6.46698e-16-0.00180951j 9.29551e-16+0.00252232j 5.53033e-16+0.00229657j -5.75332e-16-0.000174597j 
-1.37194e-15-0.000313884j -3.8362e-16-0.000708591j -2.29384e-16-0.00145942j -3.26247e-16-0.00163563j 3.06029e-17-0.000582951j 2.02978e-16+0.00225242j -1.41479e-16-0.00107911j -2.96544e-17-0.000929519j 2.17068e-16+0.00111848j 3.75743e-16+0.000570467j -1.28244e-16-0.000904821j -9.98473e-17-0.000244336j -3.39664e-16-0.000740047j 5.79933e-16+0.00268566j -7.55531e-19-0.0010634j -2.92899e-17-0.000249059j -1.91298e-16+0.000943114j -1.79144e-16+0.000807297j 3.09764e-16+0.000393671j 2.9105e-16+0.00179682j 1.68105e-16+2.35614e-05j -2.42601e-16+0.000209315j 4.54986e-17-0.000398312j -4.1329e-16-0.00109735j 2.88016e-16+0.000117295j 5.46283e-16+0.00140177j 2.19991e-16+0.000342584j -1.72239e-16+0.000501363j 1.10645e-16+0.000275599j 2.24635e-16-3.5962e-05j -4.04784e-16-0.0010069j -8.26206e-16+0.000246673j 1.66555e-14-0.00170375j 3.00816e-16+0.00128053j 5.11879e-16-0.00183048j -5.19091e-15-0.000628546j 4.82868e-16+0.000780107j -4.35963e-17+0.000249242j 5.49838e-16-0.000239345j -2.37012e-15+0.00196626j -1.68331e-16+0.00101871j 6.28693e-16-0.00124935j -1.36403e-16-0.00139888j 6.43877e-17-0.00179504j -4.4505e-17+0.000446635j 1.69222e-16-0.00114178j -3.90507e-16+0.00154785j 1.5982e-16+0.00120641j 1.70687e-16+0.000669142j 1.29037e-15+0.00064211j 7.38684e-16+0.00132902j -4.64972e-16-0.00116719j 1.17646e-16+0.000245142j 6.39528e-17+0.000665716j -2.93903e-16-0.000453727j -3.14068e-16-0.00122295j 1.09864e-14+0.00116615j 5.27075e-16+0.00151299j 3.60758e-16+0.00113327j 3.95544e-17+0.000207535j 1.00011e-16-0.00135606j 8.63044e-17+0.000811331j -1.62791e-16+0.000237193j -3.17285e-16-0.000882781j 5.68735e-16+0.00212555j 3.33318e-17+0.00139132j -1.77932e-18+0.00113704j -1.54527e-15-0.00198596j 3.3547e-17+0.000702436j 1.56258e-16-0.000272686j 2.63259e-16+0.000645686j 9.84673e-17+0.00188395j -1.34612e-16-0.000774236j 2.33614e-16+0.00101294j -5.86931e-16-0.00198426j -5.92116e-17-0.000958928j -1.89079e-15-0.000983664j 
3.49235e-15+0.00113228j 2.6756e-16-0.00113589j -1.90956e-16-0.00065894j -8.71737e-17-0.00155633j -5.20131e-17+0.00266323j 7.19786e-17-0.000620062j 1.35015e-17-0.000250002j -2.60033e-17-0.00033492j 1.10389e-16+0.00116786j 2.57333e-17-0.00039316j 2.9699e-17+0.00050866j 1.09812e-16+0.000200842j -2.15202e-16-0.000786741j 2.56895e-16+0.000364811j 1.28338e-17+0.000642828j 2.76389e-17+0.000479911j -1.29818e-16+0.00299345j -1.95015e-16-0.00189137j -2.32724e-16+0.00301534j 2.00175e-16-0.00127399j -4.25464e-16-0.00073249j -9.37529e-17-0.00133602j 1.5126e-16-0.0014138j -1.67824e-16-0.000585631j -4.77599e-17-0.001945j -1.70511e-16-0.00162278j 8.75048e-17+0.000940415j 7.58356e-17-0.000109703j 1.05756e-16+6.93086e-05j -2.45793e-16-0.00067836j -5.6486e-17+0.000787425j 4.28346e-16+0.00103507j -9.35031e-15+0.000993754j 1.44863e-16+0.00028427j 2.5748e-16-0.00107775j -1.41972e-14-0.00171758j -5.84526e-16-0.000814223j 7.82307e-16-0.00103462j -1.7276e-15+0.000822284j 3.45807e-16-0.000569248j -2.06267e-16+0.000859716j 1.8418e-15-0.00235326j -1.3485e-16-0.00221956j 5.51122e-17-0.00185657j -1.60631e-17+0.00198607j -2.12926e-16+0.00102516j -3.57067e-16+9.7619e-05j -2.07819e-16+0.0024393j 9.67499e-17+0.000282752j 8.01201e-16-0.000136991j 6.99048e-16+0.00291103j 3.24194e-16-0.000163389j 3.06346e-16+0.00370178j -5.50826e-17+0.00015253j -1.80194e-16+0.00184358j -1.03219e-16-0.00170641j -6.57906e-15-0.000708094j 1.15582e-16+0.00113986j -2.11329e-16-0.00119879j 4.23219e-17+0.00153245j 2.03637e-16-0.00210831j -1.14759e-17+0.000712237j -2.98694e-17+0.000570243j -2.42432e-16-0.00141192j 1.77491e-16+0.000120903j -1.443e-16+0.00197052j 1.47398e-16-0.000562724j -5.8178e-16-0.00076466j 2.71955e-17-0.00016814j 3.71175e-17+0.00154077j 6.89376e-17+0.00076132j 8.20152e-17-0.00156738j -2.95361e-17-0.000474494j 2.29609e-16+0.000960702j -3.05808e-16-0.0020024j 1.32011e-16-0.00195894j -1.08874e-15-0.000740095j 
5.80219e-15+0.00149439j 4.15912e-16+0.00275698j 1.26933e-16-0.00275357j 9.30003e-17-0.00142727j 1.38076e-16+0.00111052j -1.91951e-16+0.0014276j 6.95643e-17+0.000220656j -1.1277e-17-0.00244529j -9.53552e-18+0.001337j -5.39896e-16-0.00344164j -4.61906e-18-0.000588297j -9.19599e-17+0.00109634j -1.37087e-17-0.000247537j -2.13968e-16-0.000488806j 5.93319e-17-0.00113852j -6.94067e-18-0.000497171j -1.55533e-16+7.3105e-05j -1.89099e-16-0.000690589j 3.64953e-16-0.00407323j -4.38884e-16+0.00155651j -7.51325e-16-0.00283092j 1.23167e-16+0.00316109j 2.14115e-16-0.000948132j 7.99567e-17+0.00152568j -1.83015e-16+0.000673605j -2.86358e-16-0.00145712j -1.65845e-16+0.000253936j 1.00549e-15-0.00178522j 2.99044e-16-0.00117753j 6.42199e-16+0.000417712j -3.04381e-16-0.00125706j -1.32438e-17+0.00290967j 4.74365e-15-0.000325787j -5.52598e-18-0.00182732j 2.81479e-16+0.000589908j 1.87526e-14+0.00235154j -3.71418e-16-0.00173498j 4.04813e-16-0.00246437j -1.70974e-15+0.00019038j 3.44331e-15-0.002979j 5.74035e-16-0.00162147j 2.51734e-15-0.00310021j -3.24484e-17-6.56049e-06j -1.14186e-16-0.000436299j -2.02073e-16-0.00116165j 5.72426e-16-0.00366772j -8.55125e-17+0.00114952j -3.40831e-17-0.000666655j 1.407e-16+0.000656714j 2.76852e-15+0.00162031j 5.52704e-16+0.00168643j -1.12569e-15-0.00337994j -1.75675e-16-0.00215006j 4.43677e-16-0.00171931j 9.03961e-17-8.55547e-05j 1.61177e-16-9.41159e-05j 4.75821e-15+0.000488514j 2.51711e-16+0.00420434j 3.68526e-16+0.00191287j -2.55434e-16-0.000237016j 1.14338e-16-0.00063693j -1.31476e-16-5.36437e-06j 4.4212e-17+0.00380522j -6.17411e-17-0.00225587j -1.32533e-16-0.00203931j -3.82604e-17+0.00132523j -1.37631e-16+0.000263265j 6.98046e-16+0.000767039j -8.00585e-17+0.000323562j 5.92725e-17-0.000519514j -1.12447e-16-0.00184382j -1.38717e-16+0.00222802j -1.58216e-17-0.00107871j 6.23908e-17+0.00360569j -1.38422e-16-0.00195385j -2.03095e-16-0.000692443j 3.17422e-15+0.00180585j 
-4.89946e-16-0.000145376j 4.70265e-17+0.000910366j 6.32633e-17-9.03889e-05j 1.79289e-16+0.000176968j 1.93373e-16+0.000429223j -7.84327e-16-0.00250947j 2.09013e-16+0.000846469j 3.83777e-16+0.00107524j -2.75929e-16-0.0010765j -4.89812e-16-0.00156335j 4.73514e-16+0.000905529j -7.61014e-16-0.00183431j -1.10676e-16-8.58042e-05j 1.24702e-19-0.000170753j 3.17831e-16+0.000615154j 3.72221e-16+0.00111432j -2.99383e-16-0.0018433j -8.38544e-17-0.000501673j -9.52348e-17-0.000714498j 5.76968e-16+0.001873j 1.43769e-15+0.00189741j 3.50678e-16+0.00126921j -3.2187e-17-4.85928e-05j -3.04194e-16-0.000306134j 2.08335e-17-0.000586898j -4.37194e-16-0.000880229j 6.72094e-17+0.000690926j 1.51569e-16-0.000259126j 9.25364e-17+0.000930239j 8.88104e-16+0.00158372j -1.69132e-16+0.000438472j 3.90428e-16+0.000282811j -1.10163e-14+0.00115551j -1.26231e-15-0.00163805j -2.29128e-16+0.00366932j -7.80517e-15-0.000925179j 1.84169e-17+0.000277111j -3.62433e-16-0.000896865j -2.65171e-16-0.000395739j 9.05231e-16-0.000805071j 7.676e-17+0.000364862j -2.30562e-16-8.12211e-05j 4.16887e-16+0.000871294j 4.05036e-16+0.00184911j -4.48132e-16-0.00114324j 1.35739e-16+0.00122245j 8.17918e-17+0.00138862j -2.5732e-16-0.000938809j 2.32164e-16+0.000705068j -2.08457e-15-0.00116684j -4.33968e-16+0.000175892j -4.81734e-16-0.000354825j -1.07689e-15-0.00265368j 3.86116e-16-0.000772622j -3.30378e-16-0.0016163j -2.17396e-16-0.000384591j 8.53031e-15+0.000901393j -6.35991e-16-0.00188117j 5.30187e-17+0.000214562j 7.05343e-16+0.00138204j 4.58219e-16+0.00152167j -3.48953e-16-0.000823091j -4.27127e-16-0.000897785j -1.08445e-16-0.000215076j 1.18112e-16-2.14798e-05j -1.13237e-17+0.000148715j -2.92485e-16-0.00109174j 2.75147e-15+0.0030057j -1.15702e-17+6.23894e-05j 3.61606e-16+0.000574626j 2.4657e-18-0.000227035j -5.30243e-16-0.00146984j 2.55833e-16+0.00108006j -6.46479e-18+0.000430065j 2.41637e-16+0.000546822j 3.13098e-16+0.00101485j 8.5322e-16+0.000606124j 
1.44244e-14+0.00290558j -8.56809e-16-0.000747142j 2.89108e-15+0.0017614j -6.39378e-16-0.000591105j 4.54678e-15+0.00264339j -4.34208e-15-0.00291885j 2.2804e-16+0.000270194j -1.37826e-15-0.000490219j -1.54679e-15-0.00117267j -5.87249e-16-0.000285568j -1.04858e-15-0.000480818j -4.70735e-15-0.00256323j 1.19158e-15+0.000746921j -3.03605e-15-0.00192904j 3.41038e-15+0.00194756j 3.47256e-15+0.00207077j -4.27348e-16-0.000401048j 3.25656e-16+9.58985e-05j 2.95553e-15+0.0018477j -2.29947e-15-0.00147007j 1.70371e-15+0.000884944j 1.29389e-15+0.000613526j 2.01496e-15+0.00142935j -1.81109e-15-0.000876396j -3.07068e-15-0.00189886j -5.67918e-15-0.00286125j -3.09286e-15-0.00165681j 8.78337e-16+0.000595232j 2.1931e-15+0.00143532j -4.55362e-15-0.00181119j 6.67581e-15+0.00363215j 2.63e-15+0.00144692j -1.05246e-14+0.0013851j -2.47989e-15-0.00114211j 3.37432e-15+0.00288573j -1.14342e-14-0.00124002j -6.7518e-16-0.000156688j -7.94131e-16-0.000762908j 3.25466e-18+0.00110111j 4.98567e-17-0.000602969j 1.33012e-15+0.00102727j 5.128e-16+0.00128263j -2.31335e-15-0.00114155j 6.1658e-16+0.000664874j 2.74125e-15+0.00140015j 3.38377e-15+0.00243928j -4.95927e-16-0.00061747j 3.81341e-16+0.000247613j 2.24107e-15+0.00138615j -6.97471e-15-0.00238253j 1.30063e-17+0.000383857j 6.5324e-17+0.000427107j 3.75172e-15+0.00215607j -1.84056e-15-0.00166171j -2.83439e-15-0.00160247j 1.65802e-15+0.0012622j 3.68172e-15+0.000348341j -4.60343e-15-0.0028361j 1.36268e-15+0.00077211j 4.03827e-17+2.11816e-05j 4.9378e-16+0.000390066j 1.21719e-16-8.44231e-05j -8.38975e-16-0.000607874j 8.421e-16+0.000539167j -8.32949e-16-0.00069957j 2.49547e-15+0.00130139j 8.3114e-16+0.000402638j 6.199e-15+0.00276373j -3.15547e-15-0.00177947j 2.05065e-15+0.00103887j 1.81478e-15+0.000986023j -5.36243e-15-0.00352015j -1.8205e-15-0.000666204j -2.12018e-16-0.000158152j 6.28048e-16+0.000357134j -3.62255e-15-0.00213145j 3.05132e-15+0.000965462j 
7.47032e-15+0.00206938j 6.24966e-16+0.00284515j -1.41535e-16-0.00121682j 4.85072e-17-0.00427611j -2.35905e-16-0.00156104j 3.36581e-16-0.0028557j -4.31452e-17+0.00173369j 5.19876e-17+0.00318037j 1.10703e-16-0.00321472j -1.01389e-16-0.00133564j -6.52075e-17-0.000278539j 5.09599e-16+0.0019467j 2.0414e-18+0.000254716j 1.51691e-16-0.000488538j -2.41373e-16-0.0016091j -3.6229e-16+0.000116218j 5.96916e-17+0.00048306j -2.74173e-16+8.5663e-05j 4.00578e-17-0.000591256j -1.01243e-16+0.00219401j -1.9016e-16+0.000508027j -2.26692e-16-0.00112311j -5.19903e-16+0.00121205j 2.29421e-16+0.00196037j 3.9856e-16-0.0039026j 2.47306e-16+0.00254114j -3.39131e-16+0.00231316j 2.34492e-15-0.00458903j 2.12757e-16+0.00127934j 9.34321e-17+0.000937803j -5.84499e-16+0.000834642j -4.00085e-16+0.00178584j 3.13232e-15-0.000277009j -2.62303e-17+0.00229965j -1.07275e-15+0.000265902j -6.04986e-14-0.00744586j -1.57881e-15-0.000684964j -1.64654e-15+0.00242474j 2.73873e-15-0.00091722j 2.73233e-15-0.00232804j -4.74412e-16+0.00126304j -3.56481e-15+0.00409886j -4.41733e-17-0.000946005j -6.52838e-17+0.00332608j 3.75399e-16-0.00169486j -4.02215e-16+0.00162933j 9.67061e-16-0.00202272j 2.60649e-16-0.00114349j -1.85601e-16+0.00188269j -1.05295e-15-0.000820607j 6.35289e-17-0.000226333j 1.95339e-15+0.00587422j 2.78977e-16+0.000978173j 6.25225e-16-0.00161752j 6.01969e-16+0.00201061j -1.08513e-16+0.00293976j 2.45364e-14+0.00262636j 1.62193e-16-0.00255269j -3.49314e-16-0.000275797j 5.02081e-16+0.00156015j -1.60912e-16-0.00110582j -1.89808e-16-0.00142797j 1.53988e-16-0.00114745j -1.15203e-16-0.000369098j -1.56088e-16-0.00171591j -9.40833e-17-0.000459918j 1.05192e-17-0.000264069j 5.82269e-16+0.0014727j 2.068e-16+0.00225517j -1.67412e-16-0.00347372j -2.30605e-16-0.00108063j 3.54807e-16-0.00260528j 1.03339e-16+0.00482146j 4.13151e-17+0.00109473j -1.52777e-16-0.00129204j -2.79671e-16-0.00109185j 6.72179e-15+0.0039405j 
6.48092e-15+0.00175032j 1.75153e-16+0.00515363j 3.23023e-16-0.00406693j 6.14747e-16-0.00168782j -6.28189e-16+4.81587e-05j 6.79528e-16+0.0011543j -2.61296e-16+0.000680361j -1.69232e-17-0.00347595j 9.9418e-17+0.00108874j -7.78134e-16-0.00441233j -4.80704e-16-0.00311961j -2.9726e-16+0.00108857j 2.8168e-16-3.44051e-05j 2.89772e-16+0.000354211j -2.70337e-16-0.00128098j -4.09671e-16-0.00149598j -3.53692e-16+0.00119574j 2.54721e-16+0.00256253j 1.22763e-15-0.00437494j 1.26792e-17+0.00242001j 4.37781e-16-0.00198231j 1.47737e-16+0.00390537j -7.38631e-16-0.000824052j -1.1381e-16+0.00164647j -5.90933e-16-0.00341574j -3.87611e-16-0.00259765j -2.93301e-16-0.00148014j 1.60315e-15-0.00253207j -1.10691e-16+0.00068404j 8.74644e-16+0.00153082j 3.99838e-17+0.00178324j -7.08295e-16+0.00170651j 7.31298e-15-0.00066359j 1.47646e-15+0.000503374j 1.1836e-16-0.00152662j 3.11979e-14+0.00379959j 5.07391e-16-0.00185519j 8.77069e-16-0.00285346j -2.76299e-15+0.000406723j 3.76972e-15-0.00263531j 5.03539e-16-0.000233154j 3.69738e-15-0.00401334j -1.0443e-15-0.00325844j -6.36175e-16-0.0019351j 5.05561e-16-0.00150729j 6.48035e-16-0.00501734j 1.57889e-15-0.00024877j 4.45433e-17-0.00409759j -2.70235e-16+0.00225691j 1.22114e-15+0.000272938j -4.56926e-16+0.000213577j -1.19342e-15-0.00363545j -2.35077e-16-0.000151473j 8.42762e-16-0.00185191j 1.75055e-16-0.00311175j -8.17446e-16-0.00118079j 2.26736e-14+0.00235054j -6.54734e-16+0.000666065j -1.14873e-16+0.00102809j 8.3626e-17-0.00185255j -4.87132e-16-0.00234221j 4.46498e-16+0.000245657j -1.50428e-16+0.00279758j 6.37692e-16-0.00179705j 5.40981e-16-0.000958083j 5.2641e-16+0.0019983j -2.75307e-16+0.00308417j 1.29617e-15+0.00239354j 3.52221e-16+0.000227202j -1.80715e-16-0.00125061j 3.64409e-17-0.00194299j 9.14302e-16+0.00339418j -1.42909e-16-0.00100986j -5.82979e-16+0.00578608j 1.10156e-16-0.00155874j 2.57452e-17+0.000317301j 5.52109e-15+0.00361397j 
-1.63443e-14-0.00393967j -2.0724e-15-0.00334973j 6.60162e-16+0.00216584j 1.63058e-15+0.00286679j -1.83317e-15-0.00270744j 2.01645e-15+0.00237332j -7.11832e-16-0.00126489j 2.36106e-16+0.00184554j 2.67694e-16+0.000114238j -3.39152e-16+0.000943227j -2.21856e-16+0.000930427j -8.1586e-16-0.00131194j 5.96392e-16+0.000771247j 1.13639e-15+0.00176648j -5.5972e-16-0.000609126j -6.56518e-16-0.00052414j 7.52088e-16+0.000965017j 1.75915e-15+0.00143332j 1.60822e-15+0.00422066j 1.65531e-15+0.00111029j 3.91332e-15+0.00424756j -5.23223e-18-0.00169565j -2.16396e-15-0.00298503j -1.01311e-15-0.00152447j -1.31575e-15-0.000856078j 1.38806e-15+0.00261254j -1.27185e-17+0.000321733j 3.22503e-16+0.00293504j -1.50561e-15-0.00184402j 1.35005e-15+0.001055j 8.98402e-16+0.000243513j -2.24179e-15-0.00319877j 7.11491e-15-0.000958982j 2.65476e-15+0.00340864j -1.36643e-15-0.00207102j 3.99558e-15+0.000245932j 3.32218e-15+0.00323216j -8.26212e-16+0.0015954j 2.414e-15-0.00192952j -2.90551e-15+0.00393058j 2.9522e-17+0.00112138j -1.32046e-15+0.00311938j -2.25537e-15-0.00178746j -1.56116e-15-0.00202344j 1.37359e-15+0.00218521j -9.27516e-16+0.000869216j -4.10943e-17+0.00160541j -6.62759e-16+0.000808239j -1.04571e-15-0.00226731j 3.3711e-15+0.00187887j -3.65741e-16-0.00116166j -2.88464e-17+0.00108794j -7.55488e-16-0.000948005j -2.76748e-16+0.00120789j 1.91711e-16+0.00172097j -2.64837e-15-0.00341658j 1.0387e-14+0.000979905j -2.59825e-15-0.00336668j -1.15627e-15-0.00179996j 1.23024e-15+0.0019751j -1.54829e-15-0.00154269j 1.69029e-15+0.00193735j -8.74012e-16-0.00221161j 1.61712e-15+0.0027833j 1.50498e-15+0.00263033j 1.34799e-15+0.00112745j 6.4076e-16-0.000713752j -1.75034e-15-0.00191987j 1.05726e-15+0.00166633j -2.91005e-16+8.84946e-05j 4.28932e-16+0.00117266j 2.49282e-15+0.00227755j -3.67586e-16+0.000137257j -2.06101e-15-0.00475325j 1.06049e-15+0.00164665j 1.78718e-15+0.0019928j -8.69033e-15-0.00394284j 
-3.77376e-15-0.00116826j -4.35691e-17+0.000318708j -1.73972e-16-0.000419414j -2.09069e-16+0.000358798j 3.09592e-16+0.000879287j -5.10835e-16-0.00270316j 1.44513e-16+0.000829207j 2.33742e-16+0.00236633j -1.83238e-17-8.51928e-06j 2.15303e-16+0.000405023j 4.23584e-16+0.00179243j 2.15515e-16+0.000360274j -8.95852e-17-0.00027347j -1.9825e-16-0.000586194j 8.12797e-17+0.000758902j 8.79797e-17-0.000151814j -6.57002e-17-0.00157034j 1.12396e-17-0.000598918j -4.69297e-16-0.000613574j -2.06179e-16-0.000299866j -3.92568e-17+0.000986232j -2.5694e-16-0.00284958j 4.46456e-16+0.000334169j 4.1321e-16+0.00163446j 2.83618e-16+0.000503974j -5.84907e-17-0.000151454j -1.17684e-16+0.00081389j 5.86918e-16-0.0016436j 3.24588e-16-4.63911e-05j -2.8829e-16+0.000203838j -9.70004e-17+0.000192862j 9.41826e-16+6.47256e-05j -1.39213e-14+0.00142791j -8.4918e-16-0.00134265j -2.29517e-16+0.00193086j -6.68817e-15-0.00077709j -7.27255e-16-0.000664023j -1.40792e-16-5.27772e-05j -3.9916e-17+2.04179e-07j 1.2328e-15-0.00119647j 1.59171e-16-0.000356267j 3.74688e-16-0.000794075j 8.89867e-16+0.00235659j 1.24586e-16+0.00178575j -3.29291e-16-0.00173705j -1.03271e-16+0.00105206j 3.83884e-16-0.00140821j 1.28573e-16-0.00117457j 1.24699e-16-0.000311856j 1.30158e-16+0.000250352j 1.52741e-16-9.79811e-05j 1.44401e-16+0.000324758j -2.44519e-17-0.000232365j 7.30442e-17-0.000526912j 6.91875e-17-6.14627e-05j 2.20833e-16-0.00139457j -2.38885e-14-0.00249569j 2.2413e-16-0.000451793j -4.43532e-17-0.000942915j -3.84887e-16-0.000395789j 3.76699e-16+0.00217541j -2.71853e-16-0.000841075j 8.4593e-17-0.000802461j -2.57066e-16-0.000388529j -3.65669e-16-0.00084669j -3.85487e-16-0.00174356j -2.76896e-17-0.00192208j 9.71011e-16+0.00129954j -4.73032e-17+0.000364457j 2.16765e-16+0.00160784j -1.58963e-16-0.000439193j -5.61591e-16-0.00226279j 2.79858e-16+0.00178885j 3.28627e-16+0.000334808j -7.96505e-17+0.000345173j 3.84985e-17+0.00158093j -2.84905e-16-0.00020554j 
