9.10504e-15+0.108595j -2.92591e-14+0.309726j 2.68805e-15-0.231721j -1.31977e-15+0.00243866j -2.23461e-15+0.0237393j -1.64085e-15-0.0825732j 1.45685e-15+0.0231847j -2.88372e-15-0.0163918j 2.46869e-15+0.0135214j -8.67245e-15-0.220824j -1.19577e-15-0.0870432j -7.31268e-15+0.193924j 2.0544e-16+0.0576896j -2.30913e-15+0.0105619j -7.14912e-15+0.0104859j -4.83723e-14+0.173438j 1.03367e-14+0.051105j 3.91025e-14+0.0850727j 8.76952e-12+0.0786937j -4.82419e-14-0.301282j -1.01319e-15+0.135475j 1.50578e-15-0.0224044j -2.01955e-13+0.151266j 2.69713e-14+0.00953163j -7.00106e-15+0.0013158j 1.40685e-14+0.0539612j -1.16358e-14+0.180621j 2.52889e-15-0.0891252j 6.09791e-13+0.204844j -2.48187e-14+0.118217j 3.61535e-15-0.248643j 4.26651e-15-0.0819023j -3.55013e-15-0.0061414j 8.90571e-15+0.0895759j -8.47071e-16-0.0309078j -1.10795e-15-0.106085j 2.53936e-15+0.0779618j -2.52384e-14-0.00812262j -1.62511e-14+0.17069j 1.62244e-14+0.039516j 6.72586e-14+0.0380579j 7.05065e-14+0.122601j -3.60888e-15+0.0501468j -1.44141e-15+0.151641j -3.71353e-15+0.0371634j -3.80723e-15-0.051674j -3.55283e-16-0.029445j -2.46855e-15+0.0588048j 1.02593e-15+0.050158j 7.43392e-16+0.0509486j 1.65256e-15-0.0805445j -1.71687e-15+0.116149j 2.8426e-15-0.280803j 1.04994e-15-0.00766649j -8.4382e-14-0.082916j -2.01044e-14-0.248421j 
-1.91986e-18-0.000756735j 1.01975e-16+0.000688819j -9.54618e-17+0.00122879j 6.82945e-17+0.00227939j 1.46332e-16+0.00246001j 6.57679e-17+0.00171833j -2.82592e-17+0.000127992j -6.14563e-17-0.00162562j 9.53118e-17+0.0019091j -2.76593e-16-0.00133756j -1.73474e-16-0.0018893j 1.37666e-16+0.000783601j 8.05237e-17+0.000332383j 1.37263e-17-0.0014708j -4.13922e-17-0.000763073j -7.75779e-18+0.00081068j 1.22708e-16+0.000645884j 2.89538e-17+0.000420603j -7.09454e-14-0.00063911j -1.91294e-16-0.000397472j 4.64389e-18-0.00149858j -3.14792e-16-0.000662022j -9.42623e-16+0.00075673j -2.6214e-16-0.001572j 4.46325e-16+0.00192278j -4.77149e-16-0.00383449j -3.72306e-18+8.91052e-05j -6.85011e-17-0.000933943j 5.57652e-16+0.000262936j -8.25526e-17+0.000393183j -3.27574e-17+0.00220047j 9.41713e-17+0.00195196j 1.70366e-16-0.000583711j -2.2263e-16-0.000130923j -2.67971e-16-0.000647372j -4.19936e-16-0.00386153j 6.79437e-17-0.000428286j 5.8781e-17-0.00043801j 1.57209e-16+0.000943479j 8.24539e-16+0.00123472j 3.79423e-16-0.000151602j 3.72738e-16+0.000893967j 6.79337e-17-0.00110469j 1.11573e-16+0.0010844j 4.96321e-17+0.000829207j -1.15837e-16-0.00130115j 3.09985e-17+0.000291547j 6.00468e-17-0.000735707j 2.03274e-16+0.00290071j 9.98272e-17+0.000173113j -1.76054e-16-0.00243336j 1.80106e-17-0.00109487j -1.07264e-16+0.00114399j -8.2684e-17-0.00246501j -1.04009e-15-0.0014229j -2.93069e-16-9.23628e-05j 
-2.78543e-17+0.00388769j -1.12731e-16+0.00186865j -7.53467e-17+0.00213697j -7.46687e-18-0.000381094j -4.09011e-17+0.00198323j -1.33879e-17-0.00102985j -3.06223e-17+0.000354086j 3.75559e-17-0.000931975j -3.75752e-17+0.00433244j -9.2547e-17+2.25609e-05j 3.36523e-17-0.00131718j -3.61131e-17+0.00151981j 2.41248e-17-0.0014226j 1.51001e-16-0.00339714j -1.11322e-16-0.0032464j -7.46932e-16+0.00314792j -4.78864e-17-0.000388186j -1.71111e-16-0.00313524j -1.51189e-13-0.00135616j -2.62178e-16-0.00390613j 2.30342e-17-0.0011552j 8.85754e-17+0.00105466j -1.26167e-15+0.000627344j -5.24518e-16-0.00225142j -2.38234e-17-0.000553653j -7.04364e-17-0.00288118j -1.16864e-16-0.00133719j -6.39121e-17+0.000243049j -7.45514e-15-0.00249692j 9.70973e-16-0.00330899j 1.40774e-17+0.00136383j 3.02327e-16-0.000395945j 1.24598e-15-0.00499454j -4.03766e-16-0.00347749j -1.0274e-16-0.000170558j -3.58406e-16-0.00413003j -1.80121e-16+0.00601091j -9.13722e-18-0.00307697j 7.32856e-16+0.0010724j 9.00436e-17+0.000696429j 1.7663e-15+0.00134475j 1.69073e-15+0.00296658j 1.41822e-16-0.00393789j -5.89522e-17+0.00229832j 1.97249e-18+0.000179225j -5.57659e-17-0.0002499j 3.75874e-17+0.00192776j 7.81177e-17-0.000729297j 1.94883e-17+0.00559762j 9.5647e-17-0.00136046j 1.5566e-17+0.0016412j 3.17856e-17+0.00111966j -5.34241e-17+0.00128566j 7.14397e-17-0.00251623j 3.83228e-16+0.00161775j 1.46298e-16-0.00453542j 
-8.98807e-17+0.00269088j 6.70734e-16-0.00575029j -3.76503e-17+0.00182537j 6.02083e-17-0.00565876j 9.58189e-18-0.00261969j -6.2208e-17+0.00534119j -3.23246e-17-0.00163393j -1.23927e-17-0.00212116j 2.25343e-17-0.00245704j 7.46703e-17+0.0011272j 3.97835e-17-0.0015059j 9.42598e-17-0.00277565j -6.49779e-17-0.00260181j 8.28943e-17+0.00130613j -7.65548e-17-0.000664216j -3.07163e-17+0.000562383j 1.57223e-16+0.000125196j -1.07945e-15-0.00283846j -4.56343e-13-0.00410001j 6.49707e-16+0.00289292j -3.25974e-16-0.00385552j -7.02022e-16-0.0037532j 4.37528e-15-0.00325601j -1.0544e-15-8.88551e-05j -5.97599e-17+0.000742133j -1.02919e-16+0.00480272j 4.21853e-16-0.00382343j -1.2477e-16+0.00440801j -1.64695e-14-0.00564834j 8.47534e-16-0.00386775j -2.61708e-17+0.00108251j -1.14864e-16+0.00465484j -5.61398e-16+0.00330969j -3.96756e-16-0.00131533j 2.72802e-17-0.000920673j 1.49807e-16+0.00565749j -3.19597e-16+0.00320669j 3.34938e-16+0.00133723j 6.46586e-16-0.00491218j 9.10355e-16+0.00175845j 1.33637e-15+0.00128845j 1.37946e-15+0.00250452j 1.07763e-16+0.00169791j 9.31628e-17-0.00298494j -1.03945e-17-0.00401774j 2.15169e-17-0.00393822j 8.82649e-17+0.00570408j 3.0948e-18-0.000671979j 4.26087e-17-0.000746116j -1.10203e-17+0.000187545j 4.72903e-17-0.000223984j 3.94745e-17-0.00301448j -7.1512e-17+0.00311216j -3.88989e-17+0.00593866j 4.73918e-15+0.00701485j 9.59893e-16+0.00209012j 
-6.33761e-16+0.00440365j -3.75467e-16+0.00160156j 2.87867e-16-0.00195962j 5.74765e-16-0.00394446j 3.52069e-16-0.0027289j 5.6579e-16-0.0033162j 1.08911e-17+7.23542e-06j -1.63968e-16+0.000989924j 2.16721e-17-0.000542254j -1.78406e-16+0.00157443j -6.4995e-17+0.000589442j -1.84146e-16+0.000657528j 1.77379e-16-0.00152835j -1.44907e-16+0.0011426j -1.35581e-16+0.000176248j -8.2509e-16+0.00178517j 1.23634e-16-0.000694413j 2.01016e-16-0.000445497j 9.86103e-15+8.9513e-05j 5.05016e-17-0.00239835j 1.7618e-17-2.10136e-05j 1.87858e-16+0.00314443j -2.6941e-16+3.34017e-05j -1.78162e-17+0.00183316j -1.33525e-17-0.00256385j -1.27409e-16+0.0044155j -5.33053e-17+0.00030319j -1.57147e-16+0.000986015j -3.09009e-16-0.000246657j 6.20521e-16-0.00121064j 4.67491e-16-0.00300614j 8.89133e-16-0.0045937j 1.72352e-16-0.000414554j 3.89566e-16-0.00101033j -9.33097e-17+0.00203406j -1.27873e-16+0.0021654j -7.89487e-16+0.0035916j -8.72079e-16+0.00165259j -2.60155e-16+0.000332478j -7.07168e-16-0.00135757j 6.20259e-16+0.00134864j 8.33115e-16+0.000973767j -5.6236e-17+0.000390688j 2.97079e-17-0.00050997j -3.30993e-17-9.84498e-05j -1.02065e-16+0.000367032j -4.81939e-17+0.000708191j -8.28789e-18-0.000146972j 1.92419e-16-0.00169344j 9.09277e-17-0.000764871j -6.20396e-16+0.00398811j -3.6586e-16+0.00221585j 5.01064e-16-0.00305741j -3.08609e-16+0.0025932j 9.98126e-16+0.00304165j 9.3372e-16-0.00395018j 
-4.79234e-17+0.00766687j -1.53491e-16+0.00291402j -1.27058e-17+0.000613371j 8.36691e-17-0.00307276j -3.62923e-18-0.00219586j 5.2424e-17-0.00498349j 3.2759e-18+0.00103991j -1.69914e-17-0.0015214j -8.31447e-18+0.00237709j -6.66333e-17+0.00101103j -7.01457e-19-0.000195193j -3.50068e-17+0.000397453j 1.5129e-17-0.00240822j 5.7864e-17-0.00217262j -2.16624e-16-0.000661562j -1.07506e-15+0.00362227j -2.24968e-17-0.00120879j 8.5368e-17-0.00199811j -7.84533e-14-0.000703652j -6.20711e-16-0.00527741j 3.04301e-17-0.00385642j 7.83378e-16+0.00486409j -2.59944e-15+0.00164868j 6.39694e-16+0.00273948j -3.00175e-16-0.00440918j 1.70922e-16+0.00077217j -1.9287e-16+0.000566749j -7.61632e-17+0.000588871j -7.96038e-16-0.000413719j 7.29078e-16-0.00206669j 2.22704e-17+1.10167e-05j 3.06788e-16-0.00491953j 3.56825e-16-0.00173249j 1.14888e-17-0.00278886j 2.483e-16+0.00415576j -7.64033e-17-0.0011953j -3.93176e-16+0.00670811j -9.11861e-16+0.000634345j 1.49424e-17+0.00191096j -1.04692e-15-0.00124446j 1.94605e-15+0.00169274j 2.12413e-15+0.0033893j 3.56571e-17-0.00199497j -3.13721e-17+0.00122291j -3.21911e-17+0.000253513j -6.47315e-17-0.00103646j -5.56665e-18+2.82692e-05j 7.62837e-18-0.00278035j 1.82737e-17+0.00104563j 3.09444e-17-0.00156266j -6.76119e-17+0.0055142j -2.12467e-17+0.00165854j 4.8786e-17-0.00233535j 9.89173e-19-7.34718e-05j 1.52949e-15+0.00404795j 4.17675e-16-0.00724993j 
-1.54279e-16-0.000402505j 5.31494e-16-0.00544792j -5.98336e-19+0.00454767j 7.39093e-17-0.00113426j 2.64771e-17-0.000927711j 1.13653e-17+0.000160571j 2.8595e-18-0.0004793j 8.23619e-18+0.00105148j -3.02126e-17+0.000163571j 1.74508e-16+0.00476422j 6.76816e-17+0.00300224j 9.03115e-17-0.00284896j -2.1233e-17-0.00205039j 1.93808e-17-0.00117906j 8.83047e-17-0.0017213j 6.78802e-16-0.00232082j -2.37258e-16-0.00131401j -6.30979e-16-0.00435725j -4.06974e-14-0.000358363j 8.14097e-16+0.00380104j -1.01677e-17-0.000691085j -1.51358e-17+5.14455e-05j 4.02548e-15-0.0030499j -5.73545e-16-0.000269829j -8.58852e-17-0.000842122j -1.73864e-16+0.000117439j 1.78849e-16-0.00383584j -7.20696e-17+0.00250725j -1.51035e-14-0.0051276j 1.04993e-15-0.00402509j 3.5759e-17+0.00345498j 9.62155e-17+0.000410798j 6.77719e-16-0.00243362j -1.92756e-16-0.00318483j 3.54474e-17-0.000894385j -1.32714e-16+0.0033964j -8.47392e-17+0.00201009j 5.51265e-16-0.00234935j 7.53079e-16-0.00291404j -7.61938e-16-0.00120486j -8.52071e-16-0.000373786j -8.65355e-16-0.00161473j 2.51074e-17-0.00265774j 3.8162e-17-0.00235265j 7.50709e-17-0.00139411j 4.30582e-17+0.00256972j -9.95963e-19+0.00162469j 1.03959e-17-0.000461275j 4.68522e-18+1.65036e-05j -1.28665e-17-0.00170354j -1.47849e-17+0.00356881j 6.72284e-18-0.000764649j -2.62578e-17+0.00550554j -5.02071e-17+0.00028251j 2.13955e-15+0.00276635j 4.97553e-16+0.00306927j 
8.47549e-17+0.00374784j -3.22295e-16+0.0033656j 2.83842e-17+0.000495983j -4.26593e-17+0.00105719j -1.1225e-16+9.52457e-05j 7.13851e-18-0.00232006j -1.62427e-17+0.000946859j -1.00998e-16-0.00322394j -7.78813e-17+0.00196343j -1.13831e-16-0.000848637j 9.83289e-18-0.00155921j -1.03678e-16+0.0015376j -3.0362e-17-0.00125341j 4.79869e-17-0.00204433j -1.01118e-16+0.000295586j -8.33155e-16+0.00303761j 1.36212e-16+0.000290727j 3.92678e-16+0.000535547j 9.9614e-14+0.000893958j -5.96165e-16-0.00378611j -5.42058e-17-0.00444951j 4.40917e-16+0.00329994j -3.60562e-15+0.00266082j 1.19238e-15+0.00241569j 1.74072e-16-0.000522152j -1.54866e-16-0.00285831j -2.80247e-16+0.00238075j 7.76472e-17-0.00116673j 7.2313e-15+0.00245111j -2.17671e-16+0.00124117j 6.69123e-17+0.00176463j 1.29004e-16-0.00292236j 3.56984e-17+0.000461388j -2.17568e-17-0.000474067j -1.30674e-17+0.00227127j 2.063e-17-0.00384465j -8.829e-17+0.00222669j -8.4642e-16+0.00196191j -5.57619e-16+0.00366349j -2.79908e-16-0.000255432j 1.08441e-15+0.000274263j 1.25236e-15+0.00248141j 7.15962e-17-0.00142133j -6.23656e-17+0.00118625j -8.0302e-17+0.00186877j -9.52183e-17-0.00196632j -1.53658e-17-0.000776558j -6.6264e-17-0.00330482j -8.5241e-17+0.00133292j 4.59489e-17-0.000507318j 2.3781e-17+0.000934962j -7.14836e-17-0.000244111j 3.27008e-17-0.00207831j 7.99608e-17-0.00240665j -4.03419e-16+0.000258966j -5.66711e-17-0.00465732j 
1.27523e-16-0.0059255j -5.38399e-16+0.00390396j 4.24465e-17+0.00258495j -1.31106e-16+0.0102379j -4.33946e-17+0.00636901j 4.33753e-18-0.00288914j -3.10466e-18+0.00181387j -1.79495e-17+0.000654658j -3.35351e-17+0.00526395j -1.07988e-16-0.00101746j -2.96535e-17+0.00114554j -4.03276e-17+0.00236017j 5.41039e-17+0.00285517j -4.97837e-17-0.00446324j 1.69613e-16-0.00114314j 5.09576e-16-0.00164289j -2.54213e-16+0.000181249j 7.83887e-16+0.00134183j 4.53053e-13+0.00407265j -2.99147e-16-0.000992071j 2.75632e-16+0.00248648j 2.38273e-16+0.00214758j -4.08299e-15+0.00307705j 7.73669e-16-0.00238653j 5.13135e-16+0.00187357j -5.23303e-16-0.0116932j -5.00275e-16+0.00247479j 1.78998e-16-0.00519595j 1.18385e-14+0.00426584j -8.06086e-16+0.00328242j 5.48122e-17+0.00431755j 8.20665e-17-0.00106382j 1.23457e-15-0.00566572j -7.29757e-17+6.89533e-05j -3.12003e-16-0.00118765j -4.68284e-16-0.00981417j 6.16417e-16-0.00438699j 2.8296e-16-0.00424345j -1.80561e-16+0.00521417j -3.09402e-16-0.000754759j -1.90177e-15-0.00249305j -2.07378e-15-0.00305472j -3.8775e-17-0.00494371j -9.89493e-17+0.0037096j 3.52027e-17+0.00480526j -4.03571e-17+0.00439688j -7.73669e-17-0.00571013j 8.62014e-18-0.000293945j -1.11015e-17+0.00486201j 6.48347e-17-0.000635169j 3.3497e-17-0.00214886j -2.5214e-17+0.000929563j 1.16065e-17+0.00191978j 5.74929e-17-0.0106621j -5.88674e-15-0.009491j -1.26107e-15+0.000674736j 
3.89491e-17-0.00792997j 3.28677e-16-0.00446981j 2.37236e-17-0.00111712j -5.543e-17+0.00228041j -3.26354e-18-0.00085481j -5.62121e-17+0.00400416j 2.49417e-17-0.000853128j -2.05504e-17+0.00110732j -9.40122e-18-0.0053817j 1.26264e-16-0.000112144j -1.26755e-17+0.00166394j 8.54813e-17-0.00246075j -2.23207e-17+0.00230607j -1.28875e-16+0.00384796j 2.76887e-16+0.00340458j 1.4051e-15-0.00536664j 3.29874e-17+0.000877766j 2.72017e-17+0.00338996j 1.72406e-13+0.00154702j 7.10026e-16+0.00729246j -4.3175e-17+0.00208973j -5.73676e-16-0.00382537j 2.99529e-15-0.00174438j 2.62386e-16+0.00106053j 2.10004e-16+0.00279506j -8.48968e-17+0.00164358j 2.58549e-16+0.000531803j 9.50396e-17-0.000208473j 5.77955e-15+0.00199742j -1.21433e-15+0.00392901j -9.07619e-17+9.22413e-05j -5.23452e-16+0.0036542j -1.36413e-15+0.00595698j 3.50389e-16+0.00446362j -7.18208e-18-0.00199576j 4.23885e-16+0.00490087j 3.59532e-16-0.00930587j 6.25215e-16+0.00238718j -6.19579e-16-0.00239567j 4.26388e-16-3.48361e-05j -2.84464e-15-0.00244918j -2.8715e-15-0.00467006j -9.38388e-17+0.00442077j 7.5396e-17-0.00321437j 1.79998e-17-0.00058234j 9.41394e-17+0.000640886j -6.81821e-17-0.00180774j -7.17228e-17+0.00151543j -9.92465e-17-0.00589979j -9.43288e-17+0.00196502j 3.91126e-17-0.0042963j -1.63565e-18-0.00273883j -4.9707e-17+0.00123478j -3.64554e-17+0.00218221j -8.13998e-16-0.00328264j -2.96806e-16+0.00895631j 
-1.1308e-16+0.00723736j 6.08294e-16-0.00451542j -5.24979e-17+0.00519768j 6.70485e-17-0.00561528j -7.56916e-18-0.00219458j 1.04273e-17+0.00189053j -6.28798e-17-0.000794446j -5.5779e-17-0.00354167j -1.53704e-17+0.00141674j 4.49538e-17+0.00327333j 3.26355e-17-0.00107053j 9.116e-17-0.00219836j -8.8724e-17-0.00505444j 1.81313e-16-0.00249156j -2.05175e-16-0.00293181j -6.01441e-16+0.00296806j 7.09215e-17-0.000837957j -1.08249e-15-0.00623529j -4.26578e-13-0.0038276j 4.0969e-16-0.000342271j -2.99608e-16-0.00704883j -1.69278e-16+1.69602e-05j 2.8738e-15-0.00238113j -7.50029e-16+0.000547577j -1.67582e-17-0.00116299j -2.65877e-16+0.00157194j 1.86616e-16-0.00447986j -1.39653e-16+0.00466026j -2.15962e-14-0.00738238j 1.70688e-15-0.00663809j 4.95865e-17+0.00414744j 2.36128e-16+0.00137011j 5.09764e-16-0.000914142j -6.46842e-16-0.00514925j 5.34094e-20+0.000576272j -1.77466e-16+0.00253494j -4.72196e-16+0.00897377j -4.62929e-17-0.000377841j 9.84556e-16-0.00288109j 6.49893e-17+0.000748036j 2.42294e-15+0.00196839j 2.54918e-15+0.00450437j 1.84266e-16-0.00289222j 3.88818e-17-0.00188414j -9.355e-19-0.00299695j -7.16565e-17-0.00319521j 1.51989e-16+0.0061676j 1.71405e-17-0.0033297j 8.25539e-17+0.00277085j 4.99841e-17-0.00193682j 2.71004e-18+0.00403599j 1.29472e-17-0.00215588j -5.94322e-17+0.00451345j 6.91611e-18+0.00278108j 5.38061e-15+0.00900123j 1.15352e-15-0.00252235j 
1.56251e-16+0.00887831j -7.86933e-16+0.00896679j 2.01762e-17-0.00460076j -2.63324e-17-0.00292916j -8.10268e-17-0.00136103j 5.14212e-17-0.0060803j 5.19897e-18+0.00127274j -4.443e-17-0.00153805j -1.27866e-17+0.00249453j -1.69166e-16-0.00254171j -2.46669e-17-0.00298877j -2.0155e-16+0.00419039j -2.41988e-17-0.000989716j 3.81374e-17-0.0004822j -3.2686e-16+0.000468602j -1.88282e-15+0.0065451j 2.06169e-16+7.24944e-06j 7.54427e-16+0.00213477j 2.35435e-15+1.5898e-05j -1.47287e-15-0.0095247j 3.24347e-17-0.00222254j 1.11897e-15+0.00610596j -6.22794e-15+0.00432154j 1.10246e-15+0.002548j -3.24211e-16-0.00341316j 5.32807e-16+0.00178676j -3.7104e-16+0.004109j 1.87557e-17-0.00169106j 1.28013e-14+0.00420658j -7.84537e-17+0.001166j 6.58058e-17-0.00456041j 3.27783e-16-0.00732911j 5.38156e-17-0.000687461j 2.22742e-16-0.0003491j 2.047e-16+0.00481214j 7.01092e-17-0.00451389j -3.24621e-16+0.00593265j -1.62492e-15+0.00323912j -7.62295e-16+0.00506238j -6.06873e-16-0.000545131j 2.87337e-15+0.00254187j 3.09837e-15+0.00478914j 3.27893e-19+0.000123927j -1.12581e-16+0.00326014j -1.10844e-16+0.00215402j -1.24308e-16-0.00260868j 4.14657e-17-0.00080073j -4.25517e-17-0.00181436j -1.76557e-17+0.00120935j 2.77422e-17-0.000373534j -6.75111e-18+0.003126j -5.00902e-17+0.00365482j 1.07515e-16-0.0084706j 9.6061e-17-1.45148e-06j -4.05955e-16+0.00173331j -4.03074e-17-0.011443j 
1.22192e-16+0.0105611j -4.94653e-16+0.00775262j -2.18469e-17-0.000388142j 4.85837e-17-0.00269177j 2.21421e-17+0.000697971j -5.36635e-17-0.00634631j 6.01101e-19+0.00132642j 3.48931e-17-0.00153058j 1.19388e-16+0.00641248j -1.57636e-16-0.000485893j 2.03222e-18-0.00253123j -7.58977e-17+0.00419589j -1.01642e-17-0.00264946j 7.33929e-17-0.00408905j -4.42482e-16-0.00326857j -1.92687e-15+0.00751243j 1.90993e-17-0.000811201j 2.91663e-16-0.00248356j -1.13213e-13-0.00101687j -1.36588e-15-0.0104404j 1.17886e-16-0.00271101j 1.16045e-15+0.00633293j -5.20182e-15+0.00333153j 1.68914e-16-0.000201787j -3.10501e-16-0.00360973j 1.79065e-16-0.00158138j -3.97254e-16+0.00108628j -1.11902e-16-0.000661885j -4.67784e-16-0.000227588j 1.08873e-15-0.00326321j 9.92855e-17-0.00142733j 5.1067e-16-0.00667666j 1.29455e-15-0.00648946j -3.32137e-16-0.00457814j 6.75439e-17+0.00347022j -5.6793e-16-0.00691583j -3.02831e-16+0.0109955j -1.27877e-15-0.00120225j 3.67013e-16+0.00457909j -7.53814e-16-0.000352863j 3.64686e-15+0.00313155j 3.7547e-15+0.00593702j -1.63606e-17-0.00470456j -4.391e-17+0.00428165j 1.59068e-17+0.00181476j -7.65788e-17-0.00109272j 6.85412e-17+0.00130173j 5.22461e-17-0.00220922j 2.00996e-16+0.00638855j 5.92252e-17-0.0022055j 4.8442e-17+0.005355j 8.11277e-17+0.00410682j 3.67593e-17-0.00410812j -2.34643e-17-0.00277609j 2.96603e-16+0.00328801j 3.1519e-17-0.0127965j 
-1.37606e-16+0.00936715j 6.97612e-16-0.00533205j -4.66142e-17+0.00140198j 1.07971e-16-0.0111067j -4.20098e-17-0.00575256j -7.43251e-18+0.00349363j -4.12668e-17-0.00184241j -5.25973e-17-0.00300068j -3.55792e-17-0.0025617j 1.05337e-16+0.00247307j 7.76802e-17-0.00193801j 3.14039e-17-0.00275622j -1.19499e-16-0.00539882j 1.72556e-16+0.00139813j -2.45448e-16-0.00135892j -9.03648e-16+0.00363885j 2.45973e-16-0.000554079j -1.2866e-15-0.00513597j -6.21849e-13-0.00558564j 4.46756e-16-9.25979e-05j -4.5496e-16-0.00640199j -3.29641e-16-0.00173383j 4.5461e-15-0.00359434j -1.03206e-15+0.00177104j -4.02403e-16-0.00191146j 2.40725e-16+0.00930226j 4.73988e-16-0.00465689j -1.93618e-16+0.00675315j -2.27307e-14-0.00792058j 1.73716e-15-0.00682319j 2.15814e-17-0.00057256j 1.16367e-16+0.00184104j -4.21415e-16+0.00323579j -4.0483e-16-0.00351589j 2.17186e-16+0.00102942j 2.81931e-16+0.00825446j -7.64273e-16+0.00953856j -2.22784e-16+0.0026268j 8.02641e-16-0.00544521j 3.76245e-16+0.00130256j 3.20959e-15+0.00325897j 3.4211e-15+0.00562584j 1.81672e-16+0.00152391j 5.51978e-17-0.00357276j -5.99353e-17-0.00543312j -4.01604e-17-0.00555557j 1.57304e-16+0.00847033j -2.52065e-17-0.00192134j -1.75339e-18-0.00109812j -3.77736e-18-0.000775936j 1.87975e-17+0.0039182j -3.94517e-18-0.00199466j -3.87926e-17+0.00139396j 1.25042e-17+0.00940057j 7.78267e-15+0.0127968j 1.68575e-15-0.00267013j 
