9.10504e-15+0.108595j -2.92591e-14+0.309726j 2.68805e-15-0.231721j -1.31977e-15+0.00243866j -2.23461e-15+0.0237393j -1.64085e-15-0.0825732j 1.45685e-15+0.0231847j -2.88372e-15-0.0163918j 2.46869e-15+0.0135214j -8.67245e-15-0.220824j -1.19577e-15-0.0870432j -7.31268e-15+0.193924j 2.0544e-16+0.0576896j -2.30913e-15+0.0105619j -7.14912e-15+0.0104859j -4.83723e-14+0.173438j 1.03367e-14+0.051105j 3.91025e-14+0.0850727j 8.76952e-12+0.0786937j -4.82419e-14-0.301282j -1.01319e-15+0.135475j 1.50578e-15-0.0224044j -2.01955e-13+0.151266j 2.69713e-14+0.00953163j -7.00106e-15+0.0013158j 1.40685e-14+0.0539612j -1.16358e-14+0.180621j 2.52889e-15-0.0891252j 6.09791e-13+0.204844j -2.48187e-14+0.118217j 3.61535e-15-0.248643j 4.26651e-15-0.0819023j -3.55013e-15-0.0061414j 8.90571e-15+0.0895759j -8.47071e-16-0.0309078j -1.10795e-15-0.106085j 2.53936e-15+0.0779618j -2.52384e-14-0.00812262j -1.62511e-14+0.17069j 1.62244e-14+0.039516j 6.72586e-14+0.0380579j 7.05065e-14+0.122601j -3.60888e-15+0.0501468j -1.44141e-15+0.151641j -3.71353e-15+0.0371634j -3.80723e-15-0.051674j -3.55283e-16-0.029445j -2.46855e-15+0.0588048j 1.02593e-15+0.050158j 7.43392e-16+0.0509486j 1.65256e-15-0.0805445j -1.71687e-15+0.116149j 2.8426e-15-0.280803j 1.04994e-15-0.00766649j -8.4382e-14-0.082916j -2.01044e-14-0.248421j 
-2.63824e-16+0.000868782j 1.14477e-15-0.00373843j -1.38578e-15+0.00621487j -6.07807e-16+0.00204588j -5.56583e-17+0.000269017j -3.81067e-16+0.0016571j -1.0901e-16+0.000152436j 1.09992e-15-0.00441747j -2.23712e-16+0.00118774j -2.65144e-16+0.00175922j -1.47025e-16+0.000607425j 3.74398e-16-0.00167742j 6.35417e-16-0.0028242j 1.05426e-15-0.00389527j 2.39099e-16-0.00132172j -3.32792e-17+0.00021066j -3.68023e-17+4.84723e-05j 6.86784e-16-0.00411717j 9.21878e-14+0.000839496j 2.43763e-16+0.00136819j 1.29192e-15-0.00600374j -1.24668e-16-0.000778295j 5.79022e-16-0.000321698j -6.52947e-17+0.00187532j 1.23177e-16+0.00124851j 4.25104e-16-0.00479357j -4.77304e-17-0.00121492j -2.39147e-16+0.0014089j -6.95866e-15-0.00239033j 5.99442e-16-0.00164704j -1.59044e-15+0.00713696j -4.17939e-16+0.00204572j 2.82174e-17+0.000227943j 1.79342e-18-0.00235585j 1.84059e-16-0.00121187j -1.99146e-16-0.000260541j -5.18913e-16+0.00234919j 3.94931e-16-0.00118229j -3.51076e-17+0.000511775j -8.12305e-17+0.000141497j 4.40554e-16-0.00113245j -2.00435e-16+0.00137496j 9.57421e-16-0.00366755j 2.96309e-16-0.00121862j 6.79833e-17-0.000415782j 2.57012e-16-0.00108906j -3.03295e-16+0.00159601j 1.03987e-15-0.00414264j -3.86321e-16+0.00198792j 2.91654e-16-0.00120732j -6.31913e-17+0.000706947j 8.69055e-16-0.0036196j -1.19082e-15+0.0054242j 6.79299e-16-0.00265669j 1.12082e-15+0.00204776j 3.83621e-17+0.00140708j 
8.26887e-17+0.00522704j -3.00878e-16+0.00403706j 7.84285e-17-0.000257181j 6.85687e-17-0.00241514j 3.7385e-18+7.47817e-05j -7.60536e-17-0.00674315j 6.15719e-17+0.00167773j 6.97452e-17+0.00312404j 1.07686e-16+0.00511917j 3.24627e-17+0.00112846j 5.093e-17-0.000265356j -1.26347e-17-0.000774169j 6.19524e-18+0.000958459j -1.51928e-16-0.00157496j -1.69852e-16-0.000878542j -4.72798e-16+0.00114578j -4.82073e-16-0.00266901j -5.75284e-16+0.000453234j -4.61352e-13-0.00415206j -6.88258e-16-0.00430001j 1.02388e-16+2.25676e-05j 1.24955e-15+0.00681335j -2.42885e-15+0.00113931j -4.81434e-16-0.00153603j -8.08551e-16-0.00714577j 4.41133e-16-0.000469148j -7.39949e-17-0.00120159j -1.29094e-16-0.00125269j -2.91603e-15-0.00109882j 7.3001e-16-0.00275542j -9.84271e-18-0.00134227j 1.70441e-16-0.0046212j 7.82705e-16-0.00555086j -8.53502e-17-0.00308516j 5.49412e-16+0.00725212j -1.03904e-16-0.00493235j -9.26119e-17+0.00392155j -5.03866e-16-0.00125339j 5.25787e-16-0.000196305j -1.10056e-15-0.00143772j 1.32769e-15+0.00240517j 1.31541e-15+0.000904224j -1.51071e-16-0.00149679j -8.59846e-17+0.00333204j 1.2887e-17+0.000937206j 3.32535e-17+0.00111807j -5.32704e-17-0.00322564j -1.58051e-17+0.00030242j 1.10636e-16+0.00255105j -5.32746e-17-0.00152544j 1.16946e-16+0.00587612j 6.02715e-17+0.00411648j 1.06175e-16-0.00236077j -8.70806e-17-0.00156349j -2.3048e-16+0.00110059j -7.54775e-17-0.00674604j 
-1.3904e-16+0.000839574j -9.65135e-17-0.000400517j 1.647e-16-0.000182276j 1.20965e-16-0.00151463j -1.08321e-17-0.00207976j -3.63692e-17-0.00349312j 8.43522e-17+0.000398808j 7.46963e-17+0.0025342j 1.50986e-17-0.000633418j 1.51224e-16+0.00170193j 1.65909e-16+0.00327986j -1.50392e-16-0.00106977j 6.48214e-17-7.00781e-05j -1.34013e-16-3.24161e-05j 3.46011e-17-8.47159e-05j 3.33686e-17-0.00124932j -2.92993e-16-0.00136632j 2.13061e-19-0.00194354j 1.22022e-13+0.00110122j 1.40114e-16-0.000485232j 1.18044e-16+0.00276569j 2.74882e-16+0.00103614j 6.02093e-16-0.000546134j 1.43217e-16+0.00124122j -6.09139e-16-0.00348931j 2.73654e-16+0.00260372j -7.06352e-17-0.000435696j -2.90768e-17+0.000661216j -1.99646e-15-0.000774642j 3.99772e-16-0.001273j 1.0372e-16-0.00183722j 1.50835e-16-0.00240664j 2.40142e-16-0.00187609j 2.32935e-16-0.000934028j 3.34659e-16+0.000751517j 1.2325e-16+0.00335506j -1.17407e-16+0.00155451j -1.18412e-17-0.00211673j 2.07276e-16-0.000716418j -1.21056e-15-0.00181771j -5.45e-16-8.02086e-06j -5.49633e-16-0.0012077j -1.35414e-16-0.000514919j 1.45768e-18-2.84918e-05j -3.74277e-17-0.000902006j 1.21377e-16+0.0030119j -1.79044e-16-0.00139587j -1.08023e-17+0.00104475j -5.97817e-17-0.00185386j -6.5501e-17-0.000765082j 5.73797e-17+0.00401349j -3.76144e-17+0.00202315j 1.90363e-16-0.000265839j -9.10017e-17+0.000927952j 4.53596e-16+0.000889196j 2.77998e-16-0.000444857j 
2.08146e-17+0.00133238j 8.86085e-17-0.000778305j 4.87519e-17-0.000525392j 5.60347e-17-0.00153613j -1.98595e-16-0.00437589j -2.31495e-16-0.00386476j 1.26964e-16+0.000790647j -9.98292e-18+0.000719072j -9.83314e-17-0.00294125j 1.03353e-16+0.000525447j 1.97417e-16+0.0040339j -8.84715e-17-0.0022259j 4.20626e-17-0.000109241j -1.11415e-16+0.000200602j 1.49517e-16+0.0019333j 7.28172e-17-0.00161247j -2.08854e-16-0.00124338j 3.0148e-16-0.00156169j 2.54262e-13+0.00228907j -9.95806e-17-0.000641711j 2.20252e-17+0.000958582j 2.24323e-16+0.000307467j -2.77785e-16+0.000394497j 1.36689e-15+0.00483671j -7.3115e-16-0.00468447j 4.07325e-16+0.00372617j 2.39878e-17+0.0013713j -8.25244e-19+0.000819178j 4.42149e-15+0.00126071j 1.75907e-18+0.000700625j -8.68573e-17-0.00170265j -2.47914e-16-0.0021797j -5.20168e-16+0.00197447j 5.31141e-16+0.000742916j 5.8664e-16+0.00169999j 4.98171e-16+0.00603068j -9.27724e-17+0.000448456j -7.26193e-17-0.000719883j -1.02123e-16-0.000184621j -1.49347e-15-0.00216983j -6.91305e-16-0.000753388j -5.36846e-16-0.0007625j -8.57079e-17+0.00118j 2.17772e-17-0.000582296j -6.96416e-17-0.00167392j 1.04766e-16+0.00167666j -3.2121e-16-0.00273523j -1.1767e-16-0.000429859j -3.11075e-16-0.00490816j -8.42928e-17-8.75869e-05j 1.60034e-16+0.00406954j -1.52252e-17+0.00066124j -2.84884e-17-0.00144841j -1.82377e-17+0.00212937j 9.54847e-16+0.00148655j 2.03691e-16+5.78233e-05j 
3.1775e-16+0.00225238j -2.99735e-17-0.000160125j -1.01542e-16-0.00156039j -3.45363e-16-0.0030457j -2.34878e-16-0.00158397j 7.48306e-17+0.000786449j -1.53133e-16-0.00109538j -1.59812e-16-0.000570866j -2.40628e-16-0.00174001j 4.22646e-16+0.00164134j -2.58343e-17-0.000798574j 1.31183e-16+0.00160381j -4.79547e-16-0.00233968j 2.82695e-16+0.00203799j -1.04743e-16-8.74084e-05j -1.7379e-16+0.00196051j 3.55249e-16+0.000769492j 1.1344e-16-4.8804e-05j 8.17004e-14+0.000733532j 5.64138e-17-2.11656e-05j -3.19467e-16-0.00100498j 5.31568e-16+0.000862902j 1.1661e-15-0.000898071j 2.42286e-16+0.000960656j 3.73527e-16+0.0020215j 5.64322e-16+0.00381938j 9.28256e-17+1.09438e-05j 2.09255e-16+0.00154091j -1.9417e-15-0.000650877j 1.46888e-16-0.000652535j 3.41913e-17-0.00169208j -3.27111e-16-0.00246523j 6.04113e-17+0.00137909j -3.80161e-17-0.000270241j -2.76551e-16-0.00117756j 3.55929e-16+0.0023853j 8.37215e-17+0.00207956j -6.43809e-17+0.00316609j -2.85324e-16+0.000233799j -1.78119e-16-0.000177974j 5.94683e-16+0.000801927j 7.23196e-16+0.000844018j 2.70635e-17+0.000660579j -3.51574e-16-0.00222392j 1.04214e-16+0.000166812j -7.68909e-17-0.000818434j 5.36812e-16+0.00341213j -2.00253e-16-0.000396899j -2.15053e-16-0.00133562j -1.05757e-16-0.000288584j 1.67113e-16+0.000629724j -2.22172e-17+0.000230994j -1.26814e-16-0.00154065j 3.37347e-16+0.00296397j 1.96748e-15+0.002741j 1.73187e-16-0.0012984j 
1.22742e-16+0.00136174j -6.32362e-17+0.00159498j -5.09302e-17-0.00424786j -4.56642e-17-0.00391422j 5.93668e-17+0.000278982j 1.99462e-17+0.0032157j -1.55699e-17-0.00122133j 1.56748e-17+0.00103537j 1.13571e-16-0.000956807j -1.17318e-16-0.00279569j -9.60828e-17-0.00321781j -2.20481e-17+0.00197474j -1.88855e-17+0.000683157j 1.77316e-17+0.00274172j -1.56987e-16-0.00071553j -4.76945e-16+0.00235108j 2.23512e-16+0.000991802j -2.43252e-16+0.00123853j -3.17299e-13-0.00285568j -2.81279e-16-0.00173181j -1.49895e-16+0.00287725j -4.2754e-16-0.00309729j 7.54981e-16-0.000686443j -1.34448e-15-0.00322437j -1.81553e-16+0.00158649j 3.80099e-16+0.0047923j 2.12981e-16-0.000684947j -7.22994e-17+0.00091815j -2.99558e-15-0.00102715j 1.44794e-16-0.000936777j -2.2867e-17-0.0053232j 6.26952e-17+0.00233762j -1.72077e-16+0.000501407j -1.39772e-16+0.000940482j -7.05767e-17-0.00166477j -3.04929e-17+0.000788599j -6.59182e-17+0.0015835j 9.27647e-17+0.000552639j 2.96472e-16-0.00180258j 1.35275e-15+0.00230943j 1.67028e-15+0.00198273j 1.62123e-15+0.00220592j 2.10753e-17+0.00281534j 4.90476e-17+0.000751231j -3.65122e-17-0.00164689j -8.2189e-17-0.0024683j 1.62936e-16+0.00355683j 4.18765e-17+0.00312889j 1.68549e-16+0.00110862j 1.53264e-17+0.00131184j -9.22341e-18-0.00292144j 4.72412e-17+0.00119026j -3.49682e-17-0.00281099j 2.44714e-17+0.00420695j 9.16833e-16+0.00171318j 6.9887e-17-0.00157492j 
2.87115e-16-0.00246836j -2.6383e-16+0.000641567j 1.85577e-16+0.000472659j -2.27499e-16+0.0029934j -2.07166e-16+0.00173519j -3.02616e-16+0.000584734j -3.93001e-17+0.000767856j 4.74266e-17-0.000253193j 2.2618e-18+0.000996185j 4.39377e-16-0.00257461j 1.97515e-16-0.000461744j 6.50764e-17-0.000836697j -2.90742e-16+0.00237645j -5.14965e-17-0.00113781j -1.54631e-17+0.000600928j 3.31335e-16-0.00130025j -1.78756e-16-2.07345e-05j -3.25331e-16+0.00130273j -8.0926e-14-0.000732248j 1.52181e-17+5.13145e-05j -1.65988e-16+0.000473619j 7.01081e-18-0.00148046j -1.66978e-15+0.00115101j 2.62002e-16-0.000918137j 4.46678e-17-0.000509241j -3.0655e-19-0.00337032j -1.75926e-16+0.000687996j 2.03553e-16-0.00168602j 4.25201e-15+0.00155908j -7.63738e-16+0.00167377j 3.34688e-17+0.0011513j -7.1334e-16+0.00295296j -3.65955e-16+0.00025432j -3.2404e-16+0.00128737j 3.98124e-17+0.00066624j 2.62702e-16-0.0026102j 5.53406e-16-0.00292823j 5.3436e-16-0.00159982j 1.59193e-16+0.000133509j 2.8845e-16+0.000820849j -3.23278e-16-0.000743478j -5.28323e-16-0.000387201j -2.67223e-16+0.000419943j -2.9605e-16+0.00191896j 6.31572e-17+6.57969e-05j 2.49816e-16-0.000490369j 1.2377e-16-0.00268959j -1.53365e-16+0.000315073j -1.24637e-16+0.0010199j -1.93565e-16+0.000868652j 5.20923e-16-0.00235764j 9.42691e-17-0.000788772j 9.74623e-17+0.000550975j 4.4864e-17-0.00228117j -1.38051e-15-0.0029237j -4.923e-16+0.00137779j 
-1.05033e-16-0.000562616j 1.32673e-16-0.000799693j -9.00503e-17+0.00303476j 7.83403e-18+0.00173307j 8.73366e-17+0.0014588j 4.84375e-17-0.00201627j -5.03781e-18+0.000516101j 1.17773e-16+0.000994001j 1.90359e-17+0.00283822j -1.18399e-17+0.00314981j -3.46633e-17+0.00100475j 6.10987e-17-0.000841415j 9.53107e-17-0.000419381j 3.20552e-17-0.00167588j 3.82892e-17-0.00100483j 3.49848e-16-0.00120191j -2.45833e-16-0.00104407j -1.66906e-16-0.000630195j -3.64853e-14-0.000326412j 1.79386e-16+0.00142225j 2.61014e-16-0.00118846j 5.20926e-16+0.00355245j 4.53586e-16-0.000514459j -2.73884e-16-0.0010081j 5.41006e-17-0.000786421j -1.72429e-16-0.00365096j -6.13964e-17-0.0015046j -5.97436e-17-0.000612318j -4.45558e-15-0.00144954j 3.82368e-16-0.00141015j -8.16099e-17+0.00342879j 1.89917e-16-0.0019767j 6.96407e-16-0.00336996j -1.03474e-16-0.00225338j 8.89666e-18+0.00164709j -2.90393e-16-0.00306757j -4.90801e-18-4.7326e-06j -5.08386e-17-0.00074405j 1.20816e-16+0.000158241j -6.47645e-16-0.00124404j -7.07049e-16-0.000238283j -7.91463e-16-0.00166748j 5.93624e-17-0.00284165j 4.31073e-17-0.000126038j 6.09639e-17+0.0016884j 1.9462e-17+0.00219106j -4.09647e-17-0.00127271j 1.2708e-16-0.000991377j 7.67318e-17+0.00170365j 4.08063e-17-0.00149347j -7.98595e-17+0.00237262j 7.23056e-17+0.000412083j -4.74992e-17+0.00259677j -1.0148e-17-0.00325059j -6.65144e-16-0.000931579j -1.02426e-16+0.000149142j 
-6.77914e-17-0.0027945j 6.65723e-18-0.0017387j 9.43867e-17-0.000518576j 1.95661e-18+3.95452e-05j -4.41969e-17+0.000450586j -1.20285e-16+0.0019617j 2.60711e-17-0.000801896j 1.12729e-16+0.00147489j -1.38591e-17-0.00132211j 1.9742e-16+0.000704448j 1.81701e-16+0.000471452j -1.14495e-16-2.63114e-05j -1.18474e-17+0.000425427j -4.51909e-17+0.00153956j 9.30429e-17-0.000135283j 3.17564e-16-0.00146884j -6.37779e-17+0.000367801j -1.67192e-16+0.000287239j 3.01572e-14+0.000271185j 4.58721e-16+0.00258579j 5.56418e-17+0.00232881j -1.60672e-16-0.00173445j 2.06397e-15-0.00148933j -4.71919e-16-0.00145881j -8.71988e-17+0.00191759j 4.01313e-17+0.00119627j 9.41209e-17-0.000951117j 2.45772e-17+0.000436497j -2.7103e-15-0.000856252j -7.24355e-17-9.56758e-05j 7.70939e-17-0.000779242j -1.0624e-16+0.00124703j -4.11539e-17+9.08119e-05j -3.03991e-17+0.000592956j -5.62263e-17-0.00215587j 1.32533e-16+0.00166112j 6.0081e-17-0.00192742j 2.81106e-16-0.000183199j 2.04614e-17-0.00139546j 1.71353e-16+0.000220453j -8.66378e-16-0.000378044j -1.00979e-15-0.00168491j -6.12239e-17+0.000727716j -1.63721e-17-0.00118462j 1.115e-17-0.00031225j 1.79969e-16+0.0010935j -8.04424e-17+0.000970972j 6.44199e-18+0.00168763j -8.70827e-17-0.0007276j -6.15613e-17+0.000330884j 1.70194e-16-0.00140995j 3.26639e-17-0.00010745j 8.34521e-17+0.00105654j -3.02631e-17+0.00102677j -7.70069e-17-0.000773728j 6.0404e-17+0.00298046j 
6.06635e-17-0.000191171j 3.4354e-16-0.00163008j -1.94053e-16+0.00230853j -9.23256e-17+0.000917973j -3.37068e-17+0.000244982j -5.62256e-17+0.000578735j 2.42713e-17-0.000204684j 2.60609e-17-0.00119004j -1.5663e-17+0.000238812j -2.01787e-16+0.00154941j -6.589e-17+0.000733434j 5.28011e-18-5.68296e-05j 1.23554e-16-0.00148348j 8.67141e-17-0.00120944j 7.51538e-17-0.000845685j 1.4445e-16-1.31068e-05j 1.2775e-17+0.000165556j 1.42377e-16-0.00187222j 1.40662e-13+0.00126977j 4.51468e-17+0.0009719j 1.01818e-16-0.00149446j -1.14158e-16-0.000113155j 9.03631e-16-0.000510028j 1.52863e-16+0.000529267j 4.12533e-17+0.00134872j -1.56557e-16-0.00158047j 2.13656e-17-0.000561598j -3.66079e-17+0.000666091j -3.27851e-15-0.00109685j 2.88401e-16-0.000792719j -1.71489e-16+0.00251898j 1.44278e-16-4.53626e-05j 3.25478e-16-0.000533308j -4.06881e-17-0.00111893j -2.18983e-18-0.00149585j -1.85203e-16+0.000311666j 8.69556e-18+0.000957113j 5.6558e-18-0.000484104j 3.43224e-17+0.00044787j -1.25173e-16-0.000275624j -2.09127e-16-0.000596915j -1.50061e-16-8.95571e-05j 2.00394e-16-0.00189373j 1.88799e-16-0.00101153j -4.73114e-17+0.000226558j -1.15532e-16+0.000556667j -1.00208e-16+0.00113487j 9.79795e-17-0.00128728j -7.3665e-18+0.000665254j 9.53262e-17-0.000722751j -4.8958e-17+0.000483189j 7.40863e-17-0.00103144j -2.36629e-16+0.00230089j 9.34111e-17-0.00111455j 4.48677e-16+0.000526705j -4.82963e-17+0.000902438j 
8.02093e-17+0.000830339j 3.77591e-18+0.000906625j -1.72857e-16-0.000956781j -9.82487e-17-0.000495811j 1.54286e-16+0.000970634j 4.69365e-16+0.00241514j -1.79074e-16-0.000801282j -2.71239e-16-0.00162133j -5.31666e-17-1.14674e-05j -1.62843e-16-0.000669757j -4.11455e-16-0.00248816j 2.49886e-16+0.00220869j -1.85073e-16-0.00107826j 2.29914e-16+0.000676722j -1.50526e-16-0.000611179j -1.52801e-16+0.00231261j 4.97854e-16+0.00132779j 2.6881e-16+0.000687143j -3.71664e-15-3.44384e-05j -1.17517e-16-0.000682881j -2.61371e-16-0.00123347j -2.48156e-16-0.000615189j -7.6312e-17+9.37202e-05j -3.49831e-16-0.000905246j 8.84117e-16+0.00336557j -8.24266e-17+0.000163091j 4.45692e-17+0.000352448j 6.19358e-17+0.000252457j 8.90579e-17+9.81868e-05j 3.72575e-18+0.000167848j 4.2206e-17-0.000348572j 2.0233e-16+0.000246468j 1.95703e-16+0.000803894j -9.79502e-17+0.000185051j -5.86428e-16-0.00181015j -2.69036e-16-0.00132367j -1.88295e-17+0.000952336j 3.02454e-17+0.00192243j -1.43482e-16+0.0009384j 9.50343e-16+0.00122231j 8.75338e-16+0.000558463j 1.02473e-15+0.00154184j 1.50321e-16+0.000118931j -1.01408e-16-0.000472099j 8.12426e-17+0.000632681j -3.62238e-16-0.00193295j 5.43367e-16+0.0028918j -3.34507e-17-0.00035532j 2.07816e-16+0.00139502j 1.04748e-16+0.000272318j -4.1892e-16-0.00227562j -1.35952e-16-0.000571263j -1.09124e-16-0.000799068j 1.57029e-16+0.000556697j 3.22994e-16+0.000590915j -2.34644e-17-0.00107598j 
2.07884e-19+0.00192806j -4.57523e-16+0.00402637j 5.47782e-17-0.00301863j 2.40891e-17-0.000974192j 2.61007e-17+0.00033377j 1.05375e-16-0.00183305j -3.70224e-18+0.000536739j -3.93591e-18+0.00115954j 2.39408e-17+0.00108969j -8.28473e-17-0.00280777j -4.4561e-17-0.0010853j -7.90602e-17+0.00157743j 2.42056e-17+0.00149036j -1.71723e-17+7.97544e-05j -1.03226e-16-0.000158913j -5.95498e-16+0.00177445j 6.61546e-19-0.000139406j 1.87347e-16+0.0010204j -9.71335e-14-0.000875947j -5.03129e-16-0.00410646j -1.00945e-17+0.00258893j 2.13603e-17+0.000156736j -2.43834e-15+0.00159862j -2.10432e-16-0.00103696j -2.35191e-16-0.00193891j 3.26775e-16+0.00118501j -1.24772e-16+0.00124608j -3.43846e-18-0.00110142j 4.65256e-15+0.00153363j -5.87978e-17+0.000383134j 4.19442e-17-0.00383861j 1.53209e-16-0.000691565j 1.6052e-16-0.00140046j 9.353e-17+0.000516764j 7.84449e-17+0.0011073j 1.22415e-17-0.00174802j -8.2925e-17+0.00150692j -1.1705e-16-0.00114168j 8.8225e-17+0.000881176j 1.98775e-16+0.000512672j 1.09689e-15+0.00113152j 1.05842e-15+0.00153576j -4.28418e-17+0.000817144j -9.34918e-17+0.00275683j -5.13844e-17-0.000119591j -5.36115e-17-0.000397868j 5.1561e-17-0.00100934j 8.77124e-18+0.00165079j 4.55022e-17+0.00119714j 1.59718e-17+0.00054237j -6.6847e-17-5.02988e-05j -5.73775e-17+0.00234228j 1.20908e-16-0.00352053j 1.77853e-17+0.000241768j -9.07303e-16-0.000626732j -8.46661e-17-0.00370842j 
2.55988e-17-0.000394311j 1.21613e-16-0.00162991j 1.16323e-17+0.000528873j -6.12082e-17-0.00123248j -1.02605e-16-0.00145441j -1.65596e-16-0.00297176j 6.74945e-17-0.000143008j 1.43631e-16+0.00330589j -3.71813e-17-0.000555574j 2.91712e-16+0.00394704j 1.89798e-16+0.00365713j -7.4076e-17-0.000713191j -3.19586e-17-0.000841581j -3.36003e-17+0.000529787j 8.67769e-17-0.000661767j 3.98398e-16-0.00185361j -3.05148e-16-0.0012376j -9.58835e-18-0.00204713j 1.86597e-13+0.00168244j 2.8761e-16+0.00151043j 2.0273e-16+0.00298969j 6.4832e-16+0.0019454j 2.19577e-15-0.00170937j -4.48028e-17+0.000377947j -5.35301e-16-0.00174271j 4.24278e-16+0.00233415j 3.41405e-17-0.00139969j 1.86489e-19+0.000963753j -5.26806e-15-0.00183452j 5.49737e-16-0.00192247j -2.18024e-17-0.000960197j -2.51014e-17-0.00342827j 5.48489e-16-0.00285525j 1.67703e-16-0.0016419j 2.61408e-16-0.00032284j 1.00798e-16+0.00330309j 4.81092e-17+0.00103644j 9.8607e-17-0.00148011j 1.94711e-16-0.000954107j -1.43757e-15-0.00227954j -1.13646e-15-0.000210589j -1.18331e-15-0.00258927j -8.82974e-17-0.00138871j -1.51619e-17-0.00143124j 4.3842e-17-2.36084e-05j 1.59474e-16+0.00430822j -1.02453e-16-0.000346166j 2.86635e-18+0.0011844j -1.34678e-16-0.001744j -9.65582e-17-0.00135j 2.06093e-16+0.00424073j 9.3643e-17+0.00206829j -1.30712e-17+0.00105112j 3.03007e-17+0.000578094j 5.7377e-16+0.000626747j 7.97321e-17+0.000861653j 
-6.30628e-17-0.00329285j 3.52881e-17-0.000642339j -2.49426e-17-0.000359416j 4.33376e-17+0.00107995j 1.0108e-16+0.00144021j 1.2217e-16+0.000239034j 2.94697e-17-0.00034583j 7.39879e-19+0.0029929j 3.56671e-17+0.000134065j -1.18303e-16+0.000757287j -8.42903e-17+0.00143938j -1.63011e-17+0.000359889j 1.1272e-16+0.00119035j -5.85294e-17+0.000541833j 1.16038e-16-0.000966334j 5.33521e-16-0.00183617j -1.21894e-16-0.000162559j 6.69947e-17-0.000332546j 8.02755e-14+0.000724133j 2.26998e-16+0.00158332j 1.09887e-16+0.00454719j -2.44627e-16-0.00118109j 1.56467e-15-0.00115221j -7.59917e-16-0.00256053j -7.1422e-17+0.000875885j 3.94591e-17-4.93421e-05j 8.66852e-17-0.00105623j -4.53339e-17-0.000339861j -2.61749e-15-0.000849035j 1.92185e-16-0.000550961j 8.34668e-18-0.00122419j 2.45076e-16+0.000533455j 6.21402e-16-0.00270582j 1.02591e-16-9.96485e-05j -7.39691e-17-0.0022144j -2.19093e-16+0.000312831j 9.16284e-17-0.00147462j 5.02709e-16-0.00250407j 3.27879e-16-0.000931146j 4.25662e-17-0.000232879j -1.02895e-15-0.000434635j -1.10532e-15-0.00232089j 2.04756e-17-0.000601607j 8.92195e-17+0.00014659j 7.36403e-18+0.000105053j -8.12165e-17+0.0030164j -2.94541e-17-0.000276205j 6.16033e-17+0.00265018j 9.64583e-17+0.000560357j 5.43551e-17-7.99874e-05j -1.68421e-16-0.000486269j -3.21193e-17+0.00133311j -1.41037e-17+0.00124874j -2.61297e-17-0.000692394j -1.14762e-15-0.00219548j -2.06236e-16+0.00231513j 
1.29901e-16+0.00234742j -4.16334e-17+0.00202904j -2.49131e-17+0.000196833j -5.85991e-17+0.000528917j 2.10137e-17-0.000199728j -1.2852e-16-0.00178903j 2.07034e-17+0.000614263j 8.60359e-17-0.00194674j 1.22332e-16+0.0011153j -6.22065e-17+0.000161846j -1.41251e-17-0.00116077j -1.22005e-17+0.00069208j 3.37539e-17-0.000852218j -3.57591e-17-0.00070654j -1.49189e-16+0.000775236j -4.1525e-16+0.00162959j 2.52973e-17+9.0926e-05j 1.9997e-16+0.00132096j 3.27753e-14+0.000292914j -5.13154e-16-0.00167717j 1.41323e-16-0.00366567j 6.08336e-16+0.00336835j -2.14942e-15+0.00159016j 6.84473e-16+0.00190918j -1.1251e-18-0.000433221j -1.19796e-16-0.00167753j -2.0408e-16+0.00155824j -1.45213e-18-0.000896969j 5.39962e-15+0.0018457j -3.4768e-16+0.00115066j -6.88204e-17+0.00143099j -1.2202e-17-0.00273453j -3.99303e-16+0.000929766j -5.47192e-17-0.000129912j 1.05392e-16+0.00250799j -1.10096e-16-0.00269379j 5.33591e-17+0.000555877j -8.66598e-16+0.00267403j -5.80852e-16+0.00227791j -3.13595e-16-0.000505268j 5.41325e-16+0.000203378j 6.20118e-16+0.00107332j -3.7246e-17-0.000445236j 1.03199e-16+0.000183961j -1.93232e-17+0.0017209j 3.47652e-17-0.00139264j -6.20896e-17-0.000872182j 5.14598e-17-0.0025007j 1.05602e-16+8.16525e-05j -1.87968e-17-0.000382997j 1.04619e-16+0.000892097j 1.1872e-16-0.000253764j -2.36108e-17-0.00165952j -3.22935e-17-0.00136556j -2.86586e-16+0.000151309j -2.14425e-16-0.00284523j 
