-1.36614-6.45133e-13j 0.5479-3.45273e-13j -0.625045+3.60977e-14j -0.0131499-2.85088e-14j 0.0701692-3.29821e-15j -0.145263+1.05009e-14j -0.138043+3.86199e-16j -0.130352+4.1546e-14j 0.0743717+3.13545e-15j 0.037537-5.39034e-16j 0.00937319-3.2525e-15j 0.0515968-7.40598e-15j -0.0865857+8.93276e-15j 0.00964246-7.91183e-15j 0.0920976-6.78437e-15j 0.0111445-3.66489e-15j -0.0699258+1.48729e-14j 0.0518476-2.42096e-16j 0.0646853-7.16491e-15j -0.0572012+6.21282e-15j -0.0441287-1.9445e-15j -0.000943391-4.83238e-15j -0.0616369+8.4958e-15j -0.0570023+9.6283e-15j -0.0835299+1.20475e-14j -0.0104953-4.79473e-15j -0.115415+1.26891e-14j 0.121016-3.54987e-15j 0.0342932-5.33623e-14j -0.130519+8.30322e-13j 0.0775404+5.00685e-13j 0.148331+1.83761e-14j 0.171254-1.13124e-13j -0.208455-3.3829e-15j 0.0352365-2.2533e-15j -0.0472928+7.3948e-15j -0.114886+2.35791e-15j 0.0698628-8.7387e-15j 0.0481263+1.62257e-16j 0.0592215-3.99039e-15j -0.051159+7.58223e-16j 0.00972214-4.16187e-15j -0.00327006-9.33083e-15j -0.0363523+5.09417e-15j 0.00640986+7.19442e-16j -0.0200399+1.69679e-15j -0.0601715+4.40912e-15j 0.0374091-4.43699e-16j 0.000594239+2.11917e-16j -0.0106319+1.65265e-15j 0.0112747+3.72929e-15j -0.0356409-3.25314e-16j 0.0714826+3.81256e-17j -0.0169861+4.91445e-15j -0.0527126+7.19866e-15j 0.00429871+5.2343e-15j -0.0612264+6.64134e-15j 0.00489147+5.35553e-16j -0.0572933+4.62264e-15j -0.0282397+2.12354e-15j -0.0815639-2.06111e-15j -0.00529047+2.78761e-15j -0.0216233-6.26421e-16j -0.000938126+2.04383e-16j -0.102426+2.97759e-15j 0.0157395+4.59939e-15j 0.0833676-5.14495e-15j 0.0322288-1.39959e-15j -0.053676-6.10922e-15j -0.130887+7.87323e-15j 0.16978+1.24054e-14j 0.10913-8.04742e-14j 
0.0162507+1.74869e-15j -0.0280314+1.85169e-15j 0.0208883+6.98521e-17j -0.0034013+7.75822e-16j -0.00531083+4.50549e-16j -0.0165433+9.36046e-16j 0.0019052-2.21064e-16j 0.00782345-2.55667e-15j 0.00807088+2.09753e-16j 0.0116086-8.51553e-17j -0.00528074-4.56998e-16j 0.00481637-1.35546e-15j -0.0169176+1.00019e-15j 0.00436744-1.55649e-15j -0.00518995+5.41885e-16j -0.0115854-2.69112e-16j 0.00587936+9.10127e-16j 0.0192892+1.01018e-16j 0.00638982-3.91654e-16j -0.00232596+3.14215e-16j -0.0100769-7.47318e-17j -0.00868537-2.8081e-15j -0.00265257-4.21415e-17j -0.014773+3.24055e-15j -0.00397531+1.80824e-15j -0.0118996-4.49237e-17j 0.0198919-6.31649e-16j -0.0153061+5.22433e-17j -0.033782+1.82814e-15j 1.36638e-05-1.50711e-14j 0.00859039+5.60532e-14j 0.015974+1.03821e-15j 0.00520615-3.10401e-15j 0.0318935+2.19556e-16j 0.0114106-8.87077e-16j -0.0391491+4.13664e-15j 0.0163474-1.28248e-15j 0.0284414-8.39907e-16j -0.0231874+1.10867e-15j 0.0168016-6.04194e-16j -0.0115124-8.48939e-16j 0.00187439-2.49658e-15j -0.0154244-5.89526e-14j -0.00122179-2.15704e-17j 0.00727024-3.51503e-15j 0.0208405+2.14131e-15j -0.0143091+3.00081e-16j -0.00442992-2.47124e-15j 0.00267569-4.83754e-16j -0.00201133+2.75052e-15j -0.00302025+1.28975e-15j 0.00157434-2.31212e-15j 0.0121675-7.78802e-16j 0.00110647+2.32886e-15j -0.002815-1.88231e-15j -0.020919+6.31328e-15j -0.0237882+4.57198e-15j 0.0143065+2.44029e-15j -0.010073+3.17269e-15j 0.00420954+8.37017e-16j -0.00638921-1.6491e-15j -0.00574836+8.12788e-16j -0.000629858-2.04687e-15j 0.0215048+3.72574e-16j -0.0285831+3.74172e-15j 0.0142372+2.30665e-15j 0.0163172-7.62144e-16j 0.0340248-3.30539e-15j -0.0660339+3.72759e-15j 0.0520233+2.47288e-15j -0.0643529+2.34829e-14j 0.022678-7.98973e-14j 
-0.014582-7.99243e-15j 0.0124265-2.33835e-15j -0.0150089-1.458e-15j 0.00402888+7.1357e-17j 0.00431075+8.35494e-18j 0.00353842+9.48289e-16j -0.0132688-1.53578e-16j 0.000558947-2.1532e-19j 0.0046887+6.52094e-16j 0.00557355-2.28636e-16j -0.00238597+1.21765e-16j -0.00985365+1.3852e-17j 0.00551991-1.03842e-16j -0.00170299-8.89882e-16j 0.00287696-2.77112e-16j -0.0108915+3.86995e-16j 0.00326396+9.36641e-16j 0.0104218+5.10909e-16j 0.0138323+1.35897e-15j 0.00255664+1.02023e-15j -0.00153304+6.27981e-16j 0.00341388+7.8337e-16j 0.00558698+1.20712e-16j -0.00563029+5.60418e-16j -0.0114907-1.60009e-15j 0.00120281+6.33872e-16j -0.000424122+8.11273e-16j 0.010288+1.16647e-15j 0.00583053-5.30814e-15j -0.0125989+7.92486e-14j -0.00557752-3.2886e-14j 0.00636654+2.53025e-16j 0.00166413-3.26369e-16j -0.0123471-1.64375e-15j 0.0252364+6.73177e-16j 0.0124658-3.16087e-16j -0.00788716+1.73145e-15j -0.00904963+3.63518e-16j 0.0129295+1.26069e-15j -0.00893686+4.08023e-18j -0.0036696-7.74443e-17j -0.00242111+6.22241e-16j 0.0045551+1.69194e-14j 0.0188089-7.43205e-16j 0.00474451+7.97278e-16j 0.00403376+7.86361e-16j 0.00698458+2.18734e-16j -0.0123095-8.72333e-16j 0.0111111+2.02272e-15j -0.0151195-1.24351e-15j 0.00619553+3.56558e-15j -0.010013-1.43176e-15j -0.0191263-2.13234e-15j 0.0178872-4.61018e-16j -0.015554-7.69082e-16j -0.00785813-2.73345e-16j -0.00401428-3.29628e-16j 0.0173853+1.13331e-15j -0.0100026+3.87277e-16j 0.00898611+1.40618e-15j -0.00673301+2.69169e-16j -0.0132976-2.35108e-15j -0.00643704-3.05753e-16j 0.00790567+5.24926e-16j -0.0027218+4.81647e-16j -0.00356318-9.07579e-16j 0.0154562+1.20896e-15j 0.00292486-1.98709e-15j -0.000417743+2.0054e-15j 0.0189614+4.54879e-16j 0.0377367-1.50783e-14j -0.0213334+4.98864e-14j 
0.0233758+1.15607e-14j -0.00925058+8.16702e-15j 0.0217939-1.89153e-15j 0.00609583-2.0899e-15j 0.0125173-2.80725e-15j 0.00257004-6.89808e-16j -0.00422184+1.22958e-15j -0.00431492+2.60145e-15j 0.00100875+1.12728e-16j 0.00240678-1.17081e-16j -0.00105712+5.93621e-16j -0.005003+1.50943e-15j 0.000483811-9.02668e-16j 0.00326523+3.33252e-16j 0.00739782-2.02694e-15j -0.00177305+3.17494e-16j -0.00506209+7.80561e-16j -8.0423e-05+7.26261e-17j 0.00315193-4.17429e-16j -0.00684631+7.30876e-16j -0.00727183+2.77622e-16j -0.00189702-1.12221e-15j 0.00541234-1.38304e-15j -0.00278784-8.09553e-16j 0.0087547-8.31546e-16j -0.00791965-5.86208e-16j 0.00784393+8.73611e-16j -0.00779966+5.04981e-17j -0.012221+4.83449e-15j 0.007206-4.96298e-14j 0.00919915+5.4132e-14j -0.000610266+2.13721e-15j 0.0111728-1.04057e-14j 0.026218-3.03178e-15j 0.0103061-3.17842e-15j 0.013657-4.27206e-15j -0.00738557+1.99928e-15j 0.00968935-1.36595e-15j 0.00479062-1.98928e-15j 0.000945944+2.17024e-16j 0.000626393-5.85563e-16j -0.0173375+3.88619e-15j 0.0154477+5.71846e-14j 0.00822124-2.8054e-15j -0.00712359+3.40609e-15j 0.00814791-1.1147e-15j 0.00491808-1.14418e-15j 0.00715218+1.31223e-17j -0.0125276+1.22566e-15j 0.00512237-1.03255e-15j -0.0109833+8.49949e-16j -0.0199831+4.71773e-15j -0.00318559+2.74772e-15j -0.00388517-2.56328e-15j 0.0108789-1.07042e-15j -0.00332304-1.55253e-15j 0.00815913-4.11507e-15j 0.00629986-3.40176e-15j 0.00778818-2.9717e-15j -0.00753981-1.49013e-16j -0.0212332+1.98814e-15j -0.0215545+3.71692e-15j -0.00987341+1.82423e-15j 0.00770044-1.91417e-15j 0.0136339-5.36313e-15j 0.024057-2.62083e-15j 0.00915047-2.65174e-15j -0.00479134+4.65654e-15j -0.0163305-2.18326e-15j 0.0271819-3.79922e-15j -0.0317129+1.69744e-14j 0.0163575-4.03404e-14j 
0.00639138-1.58826e-15j -0.0130965+9.00141e-16j -0.00718713+5.3748e-16j 0.0273781-2.50336e-15j -0.000897381-2.40512e-16j -0.0164623+9.82191e-16j -0.00169307-2.08239e-16j -0.0165619+5.56409e-15j -0.000687476-1.70209e-16j -0.000205951+1.12842e-15j -0.00563628+9.18714e-16j 0.00359696-1.03392e-15j -0.00152831-1.52789e-16j -0.0100708+1.82172e-15j 0.0141014-1.67731e-15j 0.00424586-1.59184e-15j -0.00158869+6.68724e-16j 0.00621639-5.09577e-17j -0.00274205-9.56848e-18j -0.00163127+4.41984e-16j -0.00340484+4.18918e-17j 0.00408957+2.01815e-15j 0.0181981-1.4387e-15j 0.000388263-5.93393e-16j 0.0052985-4.9918e-16j 0.00207596+6.97876e-18j -0.00110232-5.78075e-16j -0.00794382+5.42023e-16j -0.0028209-7.79101e-15j -0.0184478+1.1428e-13j 0.000170063+7.93474e-16j -0.000646109-3.69351e-16j 0.017969-1.30066e-14j 0.0127628-1.9394e-15j 0.00759992+3.10239e-16j -0.0393022+5.51539e-15j 0.00141529-1.00659e-15j 0.0425733-5.29745e-15j -0.00760318+2.07786e-16j 0.017017-1.58861e-15j -0.00596437+1.65118e-15j -0.000995304+3.14846e-16j -0.00475653-1.8762e-14j -0.00720861+1.24948e-15j -0.0106813+1.11112e-15j 0.00460789-5.93972e-16j -0.01458+1.44578e-15j 0.0047572-3.81968e-16j -0.00844314-6.2889e-16j -0.0117103+1.37333e-15j -0.00292395+2.40285e-15j -0.0182268+5.12285e-16j 0.00102378+7.19623e-17j 0.00652642-1.13197e-15j -0.00702351-4.00978e-16j -0.00568411+1.61313e-15j -0.0103354+9.71572e-16j 0.0174945-6.8489e-16j 0.000413799+5.02371e-16j 0.0034879-2.26984e-16j -0.026842+2.14574e-15j -0.0146448+1.62922e-15j -0.0349759+3.30298e-15j 0.023196-1.46809e-15j 0.0167127-1.56608e-15j 0.0273877-9.80773e-16j -0.010439+1.74356e-16j 0.0247611-1.75824e-15j 0.0098141+3.1233e-16j 0.0741043-2.10403e-15j 0.0829252-5.3983e-14j -0.0581377+1.37904e-13j 
0.0289958+3.0416e-14j 0.0299987+1.59908e-14j 0.0155202+1.17168e-15j -0.0222295-7.5609e-16j 0.00258291+4.59888e-16j 0.00451852+2.0103e-15j 0.00453058+5.37454e-16j 0.00935178-1.79354e-15j -0.00230887+6.29082e-16j -0.00517423-3.61436e-16j 0.000321189+2.30997e-16j 0.00144797-9.64631e-16j 0.00690889+6.32838e-16j 0.00669653-1.57769e-15j -0.00379976-7.16702e-16j -0.00469589+7.32203e-16j -0.00453238+1.25112e-15j -0.0124537-5.56195e-18j 0.00286588+5.02248e-16j -0.00444394+1.53304e-15j 0.0119565-2.62534e-18j 0.00326794+9.29429e-16j -0.00567548+4.1287e-16j 0.00491794-2.91069e-16j -0.0101001-3.13188e-16j 0.0137277-1.68469e-16j -0.00612065+1.18796e-15j 0.011027+5.91661e-16j 0.0130639+5.19314e-15j 0.0141519-8.19864e-14j -0.0016946-1.28958e-14j -0.00370185+6.38859e-16j -0.0145104+1.10073e-14j -0.0212361-1.28977e-16j -0.0185711-3.72543e-16j -0.0141594+4.44242e-15j -0.00909484+1.01934e-15j -0.0169814-7.03365e-16j 0.0016174+1.96484e-15j 0.00443133-1.58841e-15j -0.0150548+9.14695e-16j 0.000881108-1.265e-15j -0.000759036-2.25894e-15j 0.0114118-8.34964e-16j 0.00061362-2.58125e-16j 0.00802872+1.01879e-15j 0.00512092+2.49461e-15j 0.00845048-4.24889e-16j 0.00213058+1.14959e-15j -0.0281039+2.64518e-15j -0.0136174-1.46682e-15j 0.00587223+1.54735e-15j -0.00583141-4.60791e-16j -0.00764617-1.77347e-15j 0.0157827+1.01198e-16j -0.0387504+2.6015e-15j 0.0137574+2.71548e-15j -0.019538-1.15908e-15j -0.0152318+2.48477e-15j -0.0200185+1.06524e-15j -0.0157498+3.72451e-16j -0.0372568-8.97648e-16j 0.0373134+1.99739e-15j -0.0177806-9.0817e-16j 0.00151765+4.95179e-16j -0.0515552-1.18822e-15j 0.0445152-3.90191e-17j -0.0489012-3.97427e-15j 0.0139838-1.44128e-15j -0.117036-3.16385e-15j 0.0461698+5.20745e-14j 0.130831-1.85718e-13j 
0.00958691-1.14554e-14j -0.0123718+8.80267e-15j 0.00208489-4.39277e-15j 0.0131143-1.08704e-14j -0.00217436+1.42983e-15j -0.0109466+9.65756e-15j 0.00237386-2.50925e-15j -0.00353818+2.01584e-15j -0.00820405+7.99359e-15j -0.000523039+2.07034e-15j -0.00147571+1.50742e-15j 0.00766908-8.33763e-15j -0.00220275+1.4048e-15j 0.00396249-6.32769e-15j 0.00414587-3.63215e-15j -0.00343376+4.34526e-15j -0.00343671+4.4995e-15j -0.00156081+2.75275e-15j -0.00619617+4.89988e-15j -0.00641544+7.80708e-15j -3.3585e-05-1.00954e-15j 0.00134328-1.10065e-15j -0.0022437+3.33139e-15j 0.00774538-9.42227e-15j 0.00848188-7.88825e-15j -0.000449052-4.58902e-16j -0.0100852+1.0069e-14j -0.00988195+8.77029e-15j 0.00327076-5.74797e-15j 0.000709926-4.96702e-15j 0.0175848+8.22336e-14j -0.0188784+2.66294e-14j -0.00972764+1.95873e-14j 0.017652-1.67231e-14j 0.00768946-1.00765e-14j -0.0129907+1.39343e-14j -0.000203062+1.74407e-15j 0.00938427-5.66883e-15j -0.0215537+2.19746e-14j 0.00161306+4.54789e-16j 0.0114664-1.02493e-14j 0.0019622-3.05877e-15j -0.000127393-8.32354e-17j -0.0018899-7.2821e-16j -0.00116733+1.66433e-15j -0.014488+1.35658e-14j -0.0177104+1.78232e-14j 0.00297047-3.57962e-15j -0.00259155+1.98421e-15j 0.00270084+1.26675e-15j -0.0018318+3.38927e-15j -0.00544231+4.48118e-15j 0.00930944-9.09238e-15j -0.00405675+5.78216e-15j -0.0123152+1.35258e-14j 0.0203756-1.87446e-14j -0.00719591+5.45397e-15j 0.00663881-5.68922e-15j 0.00929433-7.25759e-15j 0.00801885-7.32176e-15j -0.00305681+6.02076e-15j 0.0186601-1.52548e-14j -0.0326665+3.16772e-14j 0.0130033-1.23673e-14j 0.00832262-7.432e-15j 0.0306414-2.66014e-14j -0.0337188+3.16205e-14j 0.0378375-3.57262e-14j 0.00713829-5.44632e-15j 0.0597524-5.23616e-14j 0.0443652-8.3466e-14j -0.0386613+1.10972e-13j 
0.0465664+2.86154e-14j -0.00851858+1.70237e-14j 0.0411148-1.73761e-15j 0.00865331-1.81608e-15j 0.0134475-2.50326e-16j 0.000509139-6.40953e-17j 0.0145251-9.47856e-16j -0.00293695+1.36524e-15j -0.00565045+3.76866e-16j -0.00577553+3.04199e-16j 0.00221697-2.85718e-16j 0.00232329-1.08892e-16j 0.00300298-2.39433e-16j -0.00418029+1.37026e-15j -0.00513528+3.8938e-16j 0.000138528-1.16753e-16j 0.00452666-1.33993e-15j -0.00564842+1.93502e-16j -0.0016478+8.34481e-16j 0.00814455-1.44969e-15j 0.00900964+1.00545e-16j 0.00511435+6.89612e-16j -0.00555368+2.33482e-16j 0.0107513-1.40754e-15j -0.0048987-1.0615e-15j 0.00673951+2.11441e-16j -0.00964013+3.39477e-17j -0.00745904-9.25472e-17j 0.00652441+4.2118e-15j 0.00796338-4.5437e-14j 0.0184928+1.0424e-13j -0.0245389+5.88793e-15j -0.0137992+5.80168e-15j 0.021322-1.70609e-15j 0.0127597-9.84813e-17j 0.00216268+1.52037e-17j 0.0154212-1.23294e-15j 0.0197547-3.23181e-15j -0.010112+1.66508e-15j 0.00404775+1.38575e-17j 0.0079889-1.10906e-15j -0.00696629+8.90612e-16j 0.00490961+1.86401e-14j -0.00175387+1.01124e-15j -0.0128051+1.36535e-15j 0.00271029+1.27292e-15j -0.013021+1.39178e-15j 0.00677826+6.84838e-17j -0.0157331-1.95334e-15j 0.0223463-2.4495e-15j 0.00419891+1.13204e-15j -0.018033-9.99913e-16j -0.000832545-8.87741e-16j -0.0041191+1.28841e-15j -0.000786689+1.31334e-15j 0.0169416-4.58364e-15j 2.16239e-05-2.31123e-15j 0.0216943-9.7419e-16j 0.0361888-4.20026e-15j 0.0164149-3.01983e-15j 0.00106178-1.13495e-15j -0.0172461-1.53809e-15j -0.0284769+1.22647e-15j 0.0263785-1.01129e-15j 0.0235526-1.86248e-15j 0.0369135-2.08738e-15j -0.00856554+1.44812e-15j -0.00306964-3.36159e-16j 0.0343702-1.61938e-15j 0.0411968-3.71971e-15j 0.0710505-2.36854e-14j -0.0259123+8.49712e-14j 
0.0389405+3.27901e-14j 0.0228063+1.74912e-14j 0.00376071-1.25414e-15j -0.03168+2.63928e-17j -0.0260271+2.62303e-16j 0.00682029+1.1479e-16j 0.00348231-2.11659e-16j 0.0240069-6.17906e-15j 0.00231693+2.20424e-16j 8.93053e-05-4.60294e-16j -0.00213322-6.03058e-18j 0.000715413+1.35093e-16j 0.00537805-2.7726e-16j 0.00451364-6.71074e-16j -0.00875003+2.17604e-16j 0.00523628+2.65257e-16j -0.000186897+8.2212e-16j 0.00459356-8.6947e-17j 0.00982011+2.84356e-16j -0.00465938+3.00684e-16j -0.00776947-6.00259e-17j -0.00872022-3.26815e-15j -0.00128019-9.48966e-16j -0.0142975+2.63445e-15j -0.00479292+7.92204e-16j -0.0157641-2.78637e-17j 0.0200493-2.82101e-16j 0.00159667+1.14773e-15j 0.0184259+2.35945e-15j 0.0102222-5.55751e-14j -0.0052375-3.23905e-14j -0.00393368-3.42644e-16j -0.0343414+2.18702e-14j 0.000649233+4.57949e-16j -0.0224419+1.04386e-15j 0.0101163+5.52147e-16j 0.0195133-5.38733e-16j -0.0419561+1.11372e-15j -0.00909773-4.42371e-16j -0.0225596+8.43481e-16j 0.000182229+1.59291e-15j 0.0136088-1.28297e-15j 0.00381738+1.41551e-14j 0.0245579-1.97062e-15j -0.00437564+1.48678e-15j 0.00132448-5.40228e-16j 0.0131037-1.50169e-15j 0.00815346-1.11716e-15j -0.0024305+4.44732e-16j 0.00322921+9.27891e-16j 0.00326821+1.56463e-15j -0.00501858-4.16287e-16j 0.00298524-1.10547e-16j 0.000269678+8.68571e-17j -0.0110385-1.31433e-16j -0.00478867+2.63781e-15j -0.0169044+1.56523e-15j 0.0101636+5.82384e-16j 0.00166679+8.98274e-17j 0.00363973+2.23465e-17j -0.0132907+2.209e-15j 0.00777155+1.50974e-15j -0.0192768+1.75032e-15j 0.0190062-6.56457e-16j -0.00347419-1.7788e-15j 0.0388083-7.45487e-16j -0.00394144-2.33474e-16j 0.0165973-1.71203e-15j -0.0054399+4.67741e-16j 0.024566-3.35866e-15j 0.0107493-2.85749e-16j 0.00787407-7.87787e-15j 
-0.0286991-2.81579e-14j -0.0290723-1.78781e-14j -0.0150761+2.86685e-16j 0.00423617+4.5874e-16j -0.0075166-1.83823e-15j -0.0245736-1.20158e-15j 0.0030119+1.42817e-15j -0.0101353+2.13435e-15j -0.00214146-1.31968e-15j 0.0045568+7.69187e-16j -0.00299775+7.30742e-16j 0.00774959+2.72887e-16j -0.00763424+2.1139e-16j -0.000347918+4.33458e-16j 0.00213728+2.56604e-17j -0.00199726+7.81811e-17j 0.00265273-9.6068e-16j -0.00202676+2.16577e-17j -0.0128561-5.90746e-16j -0.00248894-4.47279e-16j 0.000134126-1.51073e-16j -0.00338156-1.42432e-15j -0.00739313-4.86578e-16j 0.0101874-1.88477e-15j 0.0115547-4.87498e-17j 0.00808647+3.56589e-16j -0.0189552+8.00067e-17j 0.0115432+2.34694e-17j -0.0234457+8.92724e-16j 0.00407479-3.37139e-14j 0.00557192+3.74533e-14j 0.0143753+9.86879e-16j 0.0205981-1.19829e-14j -0.0176046-3.21106e-16j -0.00864612-2.35956e-15j -0.0273357-1.84628e-16j -0.00750822+1.56412e-15j 0.0249694+6.58376e-16j -0.0133971-2.15828e-15j 0.0267412+8.3902e-16j 0.00408891+1.53963e-15j -0.00955067-1.25212e-17j -0.00782418-3.0205e-14j -0.0126755+5.4768e-16j 0.00736782-1.32678e-15j -0.00493827-1.01782e-15j -0.0156588+2.11475e-16j -0.0100154-5.1809e-16j 0.00837374+7.13851e-16j 0.00922263+1.11565e-15j 0.00714187-6.51802e-16j 0.0180993+3.63573e-16j -0.00276527-1.04341e-16j -0.00578791+1.92595e-15j 0.00135968-1.40521e-16j 0.00930501+5.4109e-16j 0.00654793-1.16217e-15j -0.0150454-4.57399e-16j 0.0071903-4.64301e-16j -0.00324973-8.41952e-16j 0.032267+1.01475e-15j 0.0226754+5.85379e-15j 0.0377745+1.35237e-15j -0.0187421+1.33439e-15j -0.0115467-2.12618e-15j -0.025754+2.25768e-15j -0.0179281-1.55552e-17j -0.0405337-1.50094e-15j 0.0165228-2.59383e-15j -0.0747621-3.52112e-15j -0.0406239+3.91971e-15j 0.00695323-3.19296e-14j 
-0.0292928-6.80676e-15j 0.0210366-8.3452e-15j -0.0205241+5.31997e-15j -0.000932795-1.17533e-16j 0.00548284+1.15307e-15j 0.0067409+1.81974e-15j -0.0107524+2.05727e-15j -0.00284492+1.79458e-15j -0.000310316-8.55637e-16j 0.00305984-1.03643e-15j 0.00257358+7.62153e-16j -0.00144478-2.56574e-16j -0.00128616+1.00554e-15j -0.0020705+1.13533e-15j 0.00297912-5.89931e-16j -0.00233738-1.83229e-16j -0.00114891-4.51074e-16j -0.00143404+1.3244e-16j 0.00133866+1.19505e-15j 0.00251667-6.97914e-16j 0.00431864-3.61535e-16j 0.00640196+7.31312e-16j -0.00358744+9.70824e-16j 0.000723883-4.52994e-16j -0.00910659+6.32342e-17j 0.00865175-1.03601e-15j -0.00963241+2.26597e-15j 0.00428437-3.13442e-16j -0.00328051-1.56398e-15j -0.00738997+4.56832e-14j 0.00512878+3.43626e-14j 0.0156141-6.0928e-16j 0.0142413-1.27898e-14j 0.000657039+1.02521e-15j 0.00274115+2.13299e-15j 0.0104811+1.382e-15j -0.0073329+3.60886e-15j -0.00313866-5.0386e-16j -0.000476619+8.31412e-16j 0.00470011-3.47523e-15j 0.012205+1.40496e-15j 0.000171707+1.54183e-15j -0.00401673-1.48102e-14j -0.0033455+1.26045e-15j 0.0082389-8.69025e-16j -0.00321505-1.28732e-15j -0.00825586+3.7865e-15j -0.00558629+1.76297e-15j -0.00609816-9.94574e-16j 0.00394718-1.72444e-15j 0.00804002+8.99863e-16j -0.0113853-1.73177e-15j -0.00707626-1.15763e-16j -0.00223314+2.45204e-15j -0.00347239+8.59045e-16j 0.0117592-5.22213e-15j 0.0122391-5.46982e-15j 0.0129202+7.16519e-16j 0.0211859-5.63863e-15j 0.0136788-2.4095e-15j 0.00770248-2.12837e-15j -0.0325272+2.88835e-15j -0.00438349-1.25674e-15j -0.011551+3.89846e-15j 0.0261446-5.39811e-15j -0.0113537+4.81012e-15j 0.0127151+8.1346e-16j -0.0261306+6.64207e-15j 0.0507618-9.25683e-15j -0.0038008+6.39446e-15j 0.0258524-3.06077e-14j -0.0377511+7.72233e-14j 
0.00763449-1.30216e-14j -0.045405-6.29793e-15j 0.0181938-2.18063e-15j 0.0294846+6.6557e-16j 0.0112394+4.41261e-17j 0.00209906+2.00123e-16j 0.00608233-4.04425e-16j -0.0111718+1.71475e-15j -0.00593169-1.11737e-15j 0.000818607+7.73429e-16j 0.00692248+3.10821e-16j 0.00122376+6.61703e-17j -0.00518075-1.3957e-16j -0.000259141-2.07526e-17j 0.00570471+3.38337e-16j -0.000309771-3.62098e-16j -0.00225809-3.77395e-16j 0.00491525-3.87493e-16j 0.00107505-4.53039e-17j -0.000510883-3.48143e-16j -0.00621411+4.43115e-16j -0.00314722-1.17973e-15j 6.7405e-06-6.51222e-16j -0.000635895-1.51608e-16j 0.00543354-7.3982e-16j -0.00166518+8.46978e-16j 0.00180725-9.50186e-16j -0.0173011+4.05762e-16j -0.0384015-2.19867e-15j -0.00392178+8.1476e-15j 0.0157701+9.63163e-14j 0.00309886+6.97814e-15j 0.018437-1.09393e-14j 0.0416792-1.5139e-15j 0.0298302-1.18426e-15j 0.0159559+2.7661e-16j 0.0139006+2.78613e-16j 0.040077+1.31956e-15j -0.0069369-3.44964e-16j 0.00505195+1.78946e-15j 0.0370638+1.35698e-15j -0.00518057+1.6128e-16j -0.00804161-3.14709e-14j -0.0261221+8.4978e-16j 0.00726322+5.86509e-16j -0.0139527-1.38902e-15j -0.00650213-6.30282e-16j -0.00534049+3.16657e-17j -0.00127218-2.95684e-16j 0.00513658-3.03494e-17j 0.00557872+2.0961e-15j -0.00529878-1.30017e-15j 0.00835145+1.08719e-16j -0.00222707+1.18266e-16j -0.00204862+1.70074e-16j 0.0171862-2.08225e-16j -0.0105601-3.08486e-16j 0.00541137-4.79261e-16j -0.0115309+9.94658e-16j -0.000602169+4.46717e-16j 0.00536804+1.34116e-15j 0.0313868+1.39965e-15j -0.00967935+2.2626e-15j 0.00963626-4.54974e-16j -0.0320388-7.26545e-16j 0.0428633-3.16082e-16j -0.00934814+2.11721e-15j 0.0364244-1.73158e-15j -0.0607859+1.23942e-15j 0.0725638-3.35307e-15j -0.114416-1.64849e-14j -0.0577315+3.18197e-14j 
0.00333881+8.41636e-15j 0.00859722+8.60431e-15j 0.0208409+7.63777e-15j -0.000606594-2.17886e-15j 0.00593481+2.29046e-15j -0.00925497-6.05687e-16j 0.00240511+1.15615e-15j 0.00580598+1.38815e-15j 0.00388394+1.92149e-15j -0.00489909-2.12844e-15j -0.00640602-1.10168e-15j 0.00555218+4.1158e-16j -0.00140452+6.84679e-16j 0.00399198+4.12574e-16j -0.00327932-1.38159e-15j 0.00117362+6.4617e-16j 0.000948018+3.79747e-16j 0.00196194+7.24695e-16j -0.00387594-5.34128e-16j -0.000147573+5.40122e-16j -0.00388437-8.28343e-16j 1.62276e-05-3.26397e-16j -0.00472851-5.11565e-16j -0.000809267-9.7751e-16j 0.0074012+7.63233e-16j -0.013896-4.19047e-15j -0.00271911+8.64305e-16j -0.00103874+3.35461e-16j 0.00661714+6.99768e-16j -0.00911485+5.74111e-14j 0.0034091+1.62154e-14j -0.00829674-2.0935e-15j -0.00840817-1.64478e-15j 0.0221767+4.83981e-15j 0.0225926+6.8174e-15j -0.0083364+1.93629e-16j -0.00626887-6.60321e-16j -0.00363533-4.19506e-15j 0.00370457+2.6681e-15j -0.0104912-5.349e-15j -0.0176553-4.95268e-15j 0.0141017+3.62669e-15j -0.00417789-1.7137e-14j -0.010058+3.66394e-16j -0.00231868-1.49486e-15j 0.00647738+3.06171e-15j -0.00565037+1.43663e-15j -0.00362341-5.54633e-16j -0.00591637-1.92633e-15j -0.00199317-2.00273e-15j 0.00530512+1.6739e-15j 0.00462393-1.72016e-16j 0.010072+2.78929e-15j 0.00468285+2.26536e-15j -0.00407267-1.09024e-15j 0.00446216-1.80053e-15j -5.54929e-05-2.3754e-15j 0.00586136+2.72055e-15j -0.00280733-2.53617e-15j 0.00600553+1.60681e-15j -0.00473672-3.33539e-15j -0.00567938-2.40525e-15j -0.0244633-8.21658e-15j -0.0066197+7.63488e-16j -0.000327578-2.62868e-16j -0.00269969+1.46332e-16j -0.0260407-3.37217e-15j 0.0359113+1.20152e-14j -0.0248793-6.99226e-15j 0.0303397+8.84008e-15j 0.035385+3.61195e-15j -0.00803723+3.05018e-14j 
