-4.84357e-15+0.405964j 2.32952e-14+0.049951j 1.79484e-15-0.0508957j 3.20384e-15-0.0149189j 3.38519e-16-0.0223184j -3.76836e-16-0.0508495j 4.66392e-15+0.0158184j -3.05209e-15+0.0311698j -1.6028e-15+0.0247645j -1.6075e-15+0.0022554j -3.37174e-15+0.0148826j -4.37048e-16+0.0366259j 1.167e-14+0.0319204j 7.19684e-16+0.0115243j 2.3022e-15+0.0393241j 3.07249e-15-0.00802449j -1.76642e-13+0.0360281j -1.06534e-14-0.0201973j 2.6539e-15-0.0579754j -8.36469e-16-0.0155261j 8.45422e-15+0.00901654j -3.76925e-15+0.0131644j 2.81145e-15-0.0755708j -5.76414e-15-0.00613058j -2.04711e-15+0.0812384j -2.74956e-15-0.0285379j -8.8196e-15+0.198732j -4.30378e-15-0.0866122j 2.39885e-13+0.0430016j -7.04961e-13-0.346574j -1.78583e-13+0.0641082j -4.51447e-14+0.236054j 2.32588e-15-0.0896596j -4.73987e-15+0.0168545j 4.91437e-16-0.00329646j -1.60341e-15+0.034627j -2.56482e-15+0.0135331j 1.10167e-15-0.0251392j -6.16767e-16-0.00317017j -4.42132e-16-0.00798367j -1.36962e-15+0.00305867j 1.35974e-15-0.0196107j -4.3596e-16-0.0145731j 3.65502e-15+0.00615869j 5.23307e-16-0.00500943j 2.20761e-15-0.00995498j 4.08087e-16+0.00484641j 9.16986e-16+0.00100769j 6.03213e-16+0.00493834j 7.77627e-16+0.0148079j 1.82283e-13-0.00322669j 8.13181e-16-0.00797755j -2.55732e-16+0.00234317j -2.32942e-16+0.000753675j -3.15092e-16+0.0111339j -1.33052e-15+0.00984191j -4.59367e-16-0.00666885j 6.82074e-16+0.00246653j 3.19486e-16+0.0155584j 6.40028e-16+0.00199415j 1.43441e-15-1.95692e-05j 8.56709e-16-0.0135183j 7.48426e-16-0.00311693j -2.73304e-16+0.00532217j 1.99248e-16+0.0149051j 1.83337e-15-0.0212989j -2.96548e-16-0.00960851j 9.76428e-17+0.0093446j -1.87566e-15+0.0131827j -6.25831e-16+0.0280364j 4.83528e-16-0.0393823j 2.63835e-15-0.0151527j 
2.11504e-13-0.00812376j -2.32355e-14+0.00105297j 9.03341e-14-0.00362018j 5.03433e-14-0.00175265j -6.54692e-15+0.00038418j -2.22081e-14+0.000838331j 4.37807e-14-0.00164466j -1.67141e-14+0.000602633j 3.45653e-15-5.0806e-05j -8.6775e-15+0.000396533j -3.04205e-14+0.00114287j 5.36686e-14-0.00210664j 4.68459e-14-0.00179741j 3.18227e-15-0.000126244j 1.7055e-14-0.00065654j -2.66239e-14+0.00102459j -8.89283e-15+0.000284924j -2.65815e-14+0.000952587j 2.59434e-14-0.00104087j -8.46559e-15+0.000308137j 2.62709e-15-3.93342e-05j 3.29322e-16-6.12941e-05j -6.73208e-14+0.0026185j -1.50194e-14+0.000498649j 4.86987e-14-0.00189032j -1.75195e-14+0.000530778j 1.54304e-13-0.00605738j -1.05253e-14+0.00034647j 1.46638e-13-0.00587751j -1.43571e-13+0.00610703j 2.6604e-13-0.00942776j 1.55033e-13-0.00570648j 2.13285e-13-0.00822131j 1.76529e-13-0.0071228j -2.73882e-15-0.000319458j 1.73406e-13-0.00657161j -2.94961e-13+0.0115118j -6.40267e-14+0.0025515j 2.14037e-13-0.00840013j 1.09231e-13-0.00420042j -4.70752e-13+0.0178711j -2.85502e-13+0.0110333j -2.3782e-13+0.00920917j 1.95372e-13-0.00783101j 1.11888e-13-0.00416338j 3.58896e-14-0.00108123j 4.84844e-13-0.018649j -2.88922e-13+0.0112012j 2.32062e-14-0.000706433j -5.32447e-14+0.00201735j 6.20324e-14-0.000762471j -7.21305e-16+3.03829e-05j -1.24831e-13+0.00453267j 1.79775e-14-0.000484093j -3.8034e-13+0.0147454j 4.99712e-13-0.0190774j 5.47751e-14-0.00184155j 1.59733e-13-0.00604638j 2.2723e-13-0.00891959j -2.13842e-13+0.00819089j 4.08061e-13-0.0158423j -5.5794e-13+0.0212424j 1.54443e-13-0.00584472j -2.75716e-13+0.0107741j 2.83734e-14-0.001113j -4.38415e-13+0.0169681j -1.39977e-13+0.00528547j -5.62715e-14+0.00162775j 1.41283e-13-0.00491487j -5.69522e-13+0.022426j -2.19062e-13+0.00803433j 7.72816e-13-0.029742j 
7.48698e-15-0.00116057j 1.73676e-15-0.00636301j 1.30208e-18+0.00429803j 4.85036e-15-0.00638975j 2.24865e-15-0.00397308j -1.1104e-15+0.000765625j 2.06896e-15-0.00165028j -1.18941e-15+0.00123749j 1.88913e-15-0.00260155j 1.01282e-16-0.00136609j -1.59922e-15+0.0011179j 1.11747e-15+0.000864121j 1.73387e-15-0.00102302j 2.00422e-16+0.000144649j 5.30245e-16-0.000286241j -9.0709e-16-7.13366e-05j 7.0043e-17-7.53695e-05j -1.67555e-15+0.00245569j -6.56259e-17+0.00134238j -5.97443e-16+0.000808677j 3.21443e-16-0.00224005j -8.27014e-16+0.00171914j -1.73184e-15-0.00070889j -9.3244e-16+0.00312645j 1.39163e-15+0.00023864j -3.26443e-15+0.00468023j 3.03731e-15+0.00336165j -1.7593e-15+0.00307901j 4.56289e-15+0.000628809j -3.69918e-15+0.0012134j 1.86657e-14-0.00441307j 9.28882e-15-0.00565138j 6.15199e-15-0.000638566j 4.4523e-17+0.00933272j -7.71737e-15+0.0128125j 7.2194e-15-0.00414437j -5.73988e-15-0.00416616j -1.26239e-15-0.00143116j 3.23719e-15+0.00407618j 3.43868e-15-0.00207614j -1.98651e-14+0.009409j -8.78405e-15-8.76912e-05j -7.77733e-15+0.000919828j 4.76318e-15+0.00479843j 5.86592e-15-0.00616408j 9.0527e-15-0.00844223j 1.59896e-14-0.00237888j -8.40275e-15-0.0020806j 4.01472e-15-0.00692328j -2.15296e-15+0.00201689j -3.32934e-14+0.000602419j 1.26728e-15-0.000111523j -9.71661e-15+0.00598193j 7.45617e-15-0.00756758j -9.81322e-15-0.00277564j 1.67002e-14-0.00401677j 5.77044e-15-0.00729449j 5.97587e-15-0.00496362j 3.41996e-15+0.00536301j -6.3774e-15+0.0012515j 9.54283e-15+0.00309496j -2.25653e-14+0.0103852j 6.28013e-15-0.00328116j -4.70979e-15-0.00479999j -3.80209e-17+0.00115371j -1.20353e-14-0.00157049j -4.74607e-15+0.00263825j -1.27331e-14+0.0168501j 1.64058e-14-0.0196013j -9.89738e-15-0.0115074j -1.56953e-14+0.0195159j 2.3745e-14-0.00227403j 
1.97103e-17-0.00695777j 1.3522e-16+0.0151173j -2.54152e-16+0.00766479j 6.19662e-17+0.00127893j -1.67189e-16-0.00714044j -2.18017e-17+0.000897938j 2.00583e-16+0.0011389j 4.04621e-17+0.00166543j 2.44998e-16-0.00146737j -1.68657e-15-0.00339309j 1.95911e-16-0.00402453j 2.36145e-17+0.00117667j -3.96164e-16-0.000872899j 9.76253e-17-0.00309805j -1.18199e-16+0.0020828j 1.24411e-16+0.00239513j -3.53131e-15+0.00071855j 4.17398e-16+0.0011929j 2.28358e-17+0.0032249j -4.52482e-17-0.00299559j -2.72701e-16-0.000467784j -1.19523e-16+0.00128481j -6.00107e-17+0.00343618j -8.39791e-16-0.0034514j 1.31239e-16+0.00276717j -4.86435e-17+0.00233598j -1.08279e-16-0.00334811j 5.35937e-16-0.00954233j -6.37885e-15-0.0153924j 1.78972e-14+0.00344157j -1.59109e-14+0.00786278j -2.30896e-15+0.00503898j -1.63599e-16+0.0153744j -1.34297e-16+0.0114541j -3.3278e-17+0.0178483j 2.18714e-16-0.00148508j -6.32438e-17+0.00277807j 1.04313e-16-0.00953639j -4.71598e-17+0.00560118j -5.20268e-17+0.00536486j 3.19494e-16+0.000284667j -9.04218e-17-0.00668675j 2.95446e-16+0.0041351j -1.22835e-15+0.000437938j 1.56687e-15+0.0156709j -8.59443e-16+0.00149352j -2.0776e-16+0.00503031j 2.24125e-16+0.00705877j -1.68166e-16-0.00668885j 5.76735e-16+0.00182139j -1.35427e-15+1.64029e-05j 3.14672e-16+0.00202885j -4.45129e-16+0.000666787j 2.57279e-16-0.000874624j 4.21131e-16+0.00779748j -8.37301e-16+0.0103872j 1.0224e-16-0.0158157j 5.68575e-16+0.00677428j 7.79102e-16+0.00559557j 7.75107e-16+0.00277734j -9.21488e-16-0.000408123j -1.40731e-16+0.00482705j -5.26345e-16+0.0111061j 9.11778e-17-0.0224051j -7.73688e-17+0.0145919j 3.02716e-16-0.00051909j 4.57432e-16+0.000240617j -6.21473e-17+0.0265911j 4.11942e-17-0.00912645j 5.93535e-16-0.0165316j -9.03892e-16-0.0375006j -1.1492e-15-0.0228042j 
3.66135e-14+0.00705756j -6.86967e-15-0.00131187j -1.6159e-14-0.00321161j -7.55023e-15-0.00137428j -7.37972e-16-8.56664e-05j -1.59211e-14-0.00304536j 8.54512e-16+0.000209369j 1.28861e-14+0.0024529j 9.32783e-16+0.00021469j -6.66172e-15-0.00108517j -1.3188e-16+6.35358e-06j 1.2905e-14+0.00243668j 5.94423e-15+0.00108493j 8.45152e-15+0.0016204j 3.32602e-15+0.000642644j 1.44061e-16+5.08782e-06j 5.18522e-16+0.00192518j 9.20068e-15+0.00168425j -3.72049e-15-0.000777813j -1.34679e-14-0.00256312j -4.04266e-15-0.000699234j -1.96508e-15-0.000384714j -2.27731e-14-0.00436342j 2.79092e-15+0.000481625j 1.64398e-14+0.00311762j -1.01403e-15-0.000279032j 2.23012e-14+0.00423328j -1.80148e-14-0.00347438j 1.84444e-14+0.00369171j 1.16559e-14+0.00192086j -2.90013e-14-0.00747864j 5.88537e-14+0.0110856j -1.81661e-15-0.000508646j 4.09144e-14+0.0076892j 1.83351e-15+0.000228236j 2.93404e-14+0.00571563j 9.04233e-15+0.0014348j -4.00677e-14-0.00751183j 3.2539e-14+0.00623256j 5.32406e-15+0.000845558j -3.064e-14-0.00580853j -7.19335e-14-0.0137275j 5.8707e-15+0.00121222j -1.13355e-14-0.00215204j -1.0401e-14-0.00230735j -6.61965e-14-0.0132393j 7.52221e-14+0.0144662j -2.00763e-14-0.00366654j 1.64322e-14+0.00326963j 7.59684e-14+0.0143353j -1.91637e-13+0.00372578j 3.08547e-14+0.00583054j 2.45846e-14+0.00542332j -2.7135e-15-0.000502853j -1.90595e-15-0.000399107j -5.69958e-14-0.0113075j -9.93022e-15-0.00184846j 1.31107e-14+0.00255274j -9.19943e-14-0.0176609j 8.10837e-14+0.0158355j -4.82616e-14-0.00924425j -7.93681e-14-0.0153844j 3.31042e-14+0.00615388j -4.49188e-14-0.00859269j -4.95074e-14-0.00977464j 3.4835e-14+0.00677139j 8.88569e-14+0.0168864j -1.62364e-14-0.00355882j 8.96293e-14+0.017496j -1.18816e-13-0.0224109j -1.86805e-13-0.0359599j -1.73523e-13-0.0331213j 
-1.58708e-16+0.00234868j 7.06853e-17-0.00403214j 4.62404e-17-0.0066881j -1.03655e-16+0.000608811j -8.17882e-17+0.00286349j -4.39282e-18-0.000486371j 1.4506e-16+0.00418582j 4.48195e-17-0.000562121j -2.66307e-16+0.00147258j 2.30337e-15+0.0041936j 2.01825e-16+0.0015447j -2.80066e-16-0.00190037j 4.62036e-16+0.00156199j -8.79387e-17+0.0003307j 1.37635e-16+0.000663659j -4.07892e-17-0.000998501j 2.86043e-15-0.00057675j -6.18915e-16-0.00273675j -1.44294e-16-0.00159835j 1.95376e-16+0.00144791j 1.17691e-15+0.0027311j 1.03295e-16-0.000553251j 1.38237e-16+0.000342335j -3.01556e-16-0.000691155j -2.87956e-16-0.0020436j 1.12382e-16-0.00135806j -1.10488e-16-0.0012157j -6.52653e-17+0.00432713j 3.94905e-15+0.0086857j -1.18973e-14-0.00276081j 1.03799e-15-0.000852009j -5.82602e-16+0.00249407j -4.71991e-16-0.0169931j -4.11198e-16-0.00716441j 2.05589e-16-0.0047325j -7.324e-16+0.00244176j -7.10791e-17-0.018855j 4.49769e-16+0.00533117j -6.71667e-16-0.000289896j -4.27457e-16-0.0091156j 3.66728e-16+0.00668753j 1.09725e-15+0.0111467j -1.32144e-16-0.00125547j 3.33625e-17-0.00358645j -1.15507e-15-0.0122382j 2.59864e-16+0.00376745j -9.84655e-16-0.000541033j 4.55372e-16+0.00185493j 2.54769e-17+0.00614884j -1.76893e-15-0.0044792j -1.53182e-13+0.00271003j -6.59801e-16-0.0072383j -3.12059e-15+0.00598183j -1.10783e-16+0.000955483j 3.07308e-16+0.000128704j 1.00008e-15+0.00528171j 9.89579e-16+0.00418629j -2.85119e-16-0.00210287j -6.42544e-16-0.00780099j -1.08559e-15-0.00223036j 2.83139e-16+0.00579714j 1.40234e-15-0.0032998j -2.53503e-16-0.0210589j 7.19418e-16+0.000184254j 3.33513e-16-0.0176758j -1.06958e-15-0.0109034j -1.26606e-15-0.0114192j 4.09019e-16-0.0150379j -8.53909e-16+0.0126274j 1.39278e-15+0.0202878j 1.99719e-15+0.00169968j 2.40526e-15+0.0257554j 
2.51846e-15-0.00864642j -4.16603e-16+0.00104463j -1.40405e-15+0.00415382j -1.96462e-15+0.00672363j -1.02694e-15+0.00320828j 1.99664e-16-0.000759739j -2.17242e-16+0.000519899j 1.077e-15-0.00315935j -2.41977e-16+0.00070035j 1.1614e-16+0.000693042j 2.13622e-16-0.000308728j 2.32004e-16-0.00095919j -8.21493e-17-0.000581516j 1.97954e-16-0.000858562j 4.19352e-16-0.0013256j -1.25211e-16+0.000164582j 1.04272e-14-0.00198494j 1.42974e-16-0.000804748j -3.55985e-17-4.03562e-05j -3.25473e-16+0.00119559j 1.76538e-17+0.00116054j 7.14409e-17-0.00019707j -6.36869e-16+0.00196075j -4.40473e-17-0.000836465j 5.11079e-16-0.00200618j 1.20509e-15-0.0039649j 2.61749e-15-0.00838475j -3.27396e-16+0.000801419j -3.86671e-15+0.000144238j 8.67372e-15+0.00529231j -1.075e-14+0.00527857j -8.57344e-16-0.00150876j -4.39398e-15+0.0143066j 1.04846e-15-0.00464721j 2.91674e-15-0.00874178j -3.49426e-15+0.00980103j 8.63291e-16-0.00180215j -9.8717e-16+0.00338365j -4.62903e-17-0.00104925j -3.48414e-16+0.0011191j -1.77352e-15+0.00645351j 1.84872e-15-0.00473681j 7.65814e-16-0.00154765j 1.6748e-16-0.00208789j -4.36782e-16+0.00334505j -2.00385e-16+0.000871291j -4.35883e-16-0.00068491j 6.08721e-16-0.00202263j 1.48343e-15-0.00670452j 1.17326e-15-0.0041412j -1.26006e-12+0.0222422j -1.33739e-15+0.00303788j 3.69831e-15-0.00498786j -2.38838e-15+0.00241843j -8.78056e-16+0.000530072j 4.41115e-16-0.00101927j 2.48645e-15-0.00565309j 1.01492e-15-0.00174326j -6.34735e-16+0.00596713j 6.97657e-17-0.00211618j -1.20692e-16-1.02047e-05j -8.17622e-16+0.00158944j 2.46948e-15-0.00818368j 4.58417e-15-0.0127874j -2.19046e-16+0.0032477j -3.56031e-15+0.013562j -9.71691e-16+0.000161592j 2.59653e-15-0.0104077j -2.00398e-15+0.00627212j -4.47436e-15+0.015234j 2.37885e-15-0.00761331j -2.91495e-15+0.0086494j 
6.02199e-16+0.0129878j 2.94291e-16+0.00702056j -2.02363e-17-0.00274921j -8.70568e-18-0.000921347j -5.70715e-17-0.00244066j -5.41121e-16-0.00468691j 4.85437e-16+0.00442222j 4.9813e-17+0.00290031j -1.65818e-16+0.00201012j 6.41432e-16+0.00143463j 3.10963e-16-0.00109419j -3.30382e-17+0.000879623j 7.61048e-16+0.0022295j 1.659e-16-0.00140669j 1.37141e-16+0.00371842j 5.94703e-17-3.31581e-05j -6.10617e-15+0.001269j -5.92354e-16-0.00235428j -5.43062e-17-0.00247743j 7.23112e-17-0.00163091j 7.89062e-16+0.00175139j -1.35423e-16+0.00106374j -2.01656e-16+0.000549694j -2.18402e-16-0.00113304j 1.09468e-16+0.00416153j -1.08712e-16-0.000782923j 3.69566e-17+0.00458452j 1.34996e-16-0.00507732j 1.05671e-14+0.00134217j -2.89686e-14-0.0141641j -1.49227e-15-0.000597562j -2.20997e-16+0.00831803j -8.07732e-17-0.00662552j 4.99003e-17+0.00130327j 1.99402e-16+0.00269801j 2.65067e-16+0.0119029j -1.36929e-16-0.0151313j -1.2186e-16-0.0103113j -9.08201e-17-0.000886071j -1.72379e-16-0.0121716j 9.41242e-17-0.00450269j -2.01752e-16+0.0083289j -2.74476e-16+0.00541995j 1.71385e-15+0.00502301j -2.69962e-16+0.00171912j -3.73387e-16+0.00325206j 8.91731e-17+0.00922322j -3.5392e-16-0.00152297j -1.19834e-15-0.00967276j -8.38543e-16-0.00378317j -1.80884e-13+0.00321893j -3.41248e-16-0.00858428j -4.66512e-15+0.011511j 1.50229e-15-0.00314286j 2.79889e-16+0.00036474j 6.29653e-17+0.0023635j 4.56876e-16+0.000934978j -6.70765e-18-0.00286204j -7.17781e-16-0.00683961j -3.9151e-16+0.00783184j -5.7343e-17-0.0124893j 3.36684e-16-0.0109416j 1.35604e-16-0.0172855j 2.02839e-17-0.00115364j -3.21795e-16+0.00619563j -3.43671e-16-0.0093618j 6.53154e-16-3.30449e-05j -1.30668e-16+0.00910785j 5.57786e-16+0.0103885j 1.25175e-16+0.0184683j -1.54701e-16+0.00385036j -1.6069e-16-0.00415754j 
-4.39591e-16-0.0128979j 4.1542e-16+0.0109713j -1.27593e-16+0.000419704j 2.05091e-16+0.00793394j -1.09194e-16+0.00149851j 4.62376e-17+0.00214827j 1.54956e-16+0.00374639j 1.17858e-16-0.00372435j -1.73533e-16+0.00135884j 1.40228e-15+0.00257874j 4.78757e-16-0.00333723j -1.29317e-16-0.00261835j -1.21618e-16+0.000122465j -1.51355e-16-0.00207106j -1.21798e-17+2.59082e-05j -4.81207e-17+0.00111161j 9.99481e-15-0.00199751j -4.3048e-16-0.00376955j -2.98067e-16+0.00146396j -2.27176e-17-0.000213793j 1.21578e-15+0.0029769j -1.59384e-16-0.0029854j -3.48002e-17+0.00564544j -2.05192e-15-0.0063241j -6.82977e-17-0.00128911j -2.94615e-17-0.00255074j -4.08845e-16-0.0133456j -4.60111e-17-0.00124644j -6.01677e-15-0.00647549j 1.6193e-14+0.0057562j -2.70263e-14+0.0147374j -4.41455e-15+0.00312057j -1.38071e-16+0.00218684j -2.65963e-16-0.00634592j -3.20796e-17-0.00179083j 2.22973e-17+0.00400336j -1.22247e-16-3.66611e-05j 1.93914e-16+0.0115595j 4.9551e-17+0.00344503j 1.08171e-16+0.00190508j -4.01506e-16-0.00639574j 2.20648e-16-0.00398527j -3.4372e-16-0.00124165j 2.3132e-15+0.00572441j -1.07866e-15-0.00244841j -3.27872e-16+0.00553874j -1.84783e-16-0.00832721j -2.31653e-16+0.00686704j -1.75366e-15-0.0120057j -2.43229e-15-0.0177591j 1.548e-13-0.00276009j -6.90826e-16+0.0107933j -9.34772e-15+0.0210132j 6.54687e-16+0.00361789j -1.1637e-16-0.0143706j 1.37042e-16+0.00197548j -2.31302e-16+0.00196794j -3.21491e-16+0.000207651j 9.46753e-16+0.00557982j 1.15732e-15+0.00280458j 3.39131e-16+0.00678886j -2.10189e-16-0.00589933j -2.60348e-16+0.0136074j 4.38242e-16+0.0183874j -3.40499e-16-0.00325988j -5.414e-16-0.00844688j 4.54554e-17+0.00199172j 3.2467e-16-0.000621944j 6.32423e-16+0.00958927j 7.96236e-17+0.0231845j -2.43682e-15-0.0441451j 2.09803e-15+0.0301513j 
2.82898e-16+0.00573471j -9.31457e-17+0.00297019j 2.90873e-17+0.010776j -1.00818e-16+0.00145126j 4.01145e-17-0.00284183j -7.38909e-17-0.00235865j 1.79894e-18-0.00267135j -6.23776e-17-6.95218e-05j 3.2643e-17-0.000433921j -1.15945e-15-0.00199103j 1.90611e-17-0.000882935j 1.02895e-16+0.00137333j -2.12306e-16-0.00082568j 9.13372e-17-0.00145586j -3.24309e-17+0.0016742j -3.29509e-19-0.000237095j -8.49715e-16+0.000165404j -5.31837e-17+0.000238796j 1.4113e-16-0.00112463j 1.43055e-16+0.000553528j -6.94579e-16-0.00126772j -1.94427e-17+0.00202156j 8.17433e-17+0.00209025j 1.02472e-15+0.00247118j 1.03251e-16+0.00205949j -2.42071e-17-0.000483529j 1.25541e-16+0.00467197j 2.24449e-16-0.00317561j 8.18453e-15+3.56701e-05j -2.22843e-14-0.0112165j -9.16972e-15+0.00590233j -1.5405e-15-0.00505068j -4.04734e-17+0.0217257j 2.56516e-16+0.00620801j -7.95061e-17+0.00595795j 2.84178e-16+0.00844435j 1.46076e-18+0.00589818j -2.55158e-16-0.0112498j 1.19001e-16+0.00310015j 8.21473e-17-0.000482543j 5.1872e-16-0.00208609j -2.29759e-16+0.00640599j -4.48306e-16+0.00289867j 3.39644e-17+0.00175972j 1.67782e-15+0.0119854j 8.15297e-16-0.00623615j 2.33702e-16+0.0147652j 2.35705e-16-0.000931622j 6.01664e-16+0.00122587j -2.79782e-16-0.000145719j -3.87153e-15+7.78232e-05j -1.17354e-16-0.0185505j 1.57912e-15-0.00241409j 1.22563e-15-0.00646854j 1.30077e-16+0.00624188j -2.39948e-16-0.000197638j -8.26167e-17+0.00483661j 9.84098e-17-0.0014632j -1.79333e-16+0.00594661j 3.39364e-16+0.000583434j 1.99289e-16-0.00551879j 6.54623e-17+0.00567896j 3.13991e-16-0.0104437j -1.42382e-16+0.00214513j -2.14315e-16+0.0323515j 2.52843e-16+0.00203641j 6.87365e-16-0.00274773j -2.27672e-17+0.0175069j -2.79807e-16-0.000991966j 1.74684e-16+0.0104142j 1.93188e-16+0.0346912j -4.40421e-16+0.00803812j 
1.75172e-17+0.00536923j 3.11706e-16-0.00612111j -1.47045e-16+0.0048463j 7.88858e-17-0.00175632j 1.15681e-17-0.00283408j 1.87209e-16+0.00156862j 1.09248e-16-0.00218494j -1.61478e-16+0.00196142j 1.1882e-16-0.000194217j -4.56684e-16-0.000896279j -3.56664e-16+0.00176759j -7.67082e-18+0.000514864j 7.52754e-17-0.00015449j 8.18008e-18+7.61692e-05j 9.23917e-17+0.00133447j 5.03735e-17-0.000813013j -5.36686e-15+0.00105433j -6.18649e-17+0.00145223j 1.15322e-16-0.000591046j 4.28573e-17+0.000498154j -6.34412e-16-0.0015959j 8.29447e-17+0.00188498j 2.15025e-16-0.000882651j 6.37008e-16+0.00212784j -3.64185e-17-0.000942451j -8.33112e-17+0.00201383j -5.5061e-17+0.00714146j -1.67993e-16-0.000348788j 4.78666e-15+0.00907099j -1.41468e-14-0.00381791j -3.80024e-15+0.00210913j -6.43986e-16+0.000530207j -2.39101e-16+0.00198995j -2.41418e-16+0.0066512j -2.40013e-16+0.0130752j 1.60392e-17-0.015323j -5.35193e-16+0.00289747j 1.42701e-16-0.0151155j -7.2335e-17-0.00426466j -9.90108e-17-0.0105061j -1.79917e-16+0.0134403j 6.68281e-16+0.00036311j -1.20988e-15+0.00191855j 3.68885e-15+0.010654j 7.85619e-16+0.000700735j 3.03839e-15-0.0131243j -2.69254e-16+0.0130499j -4.51101e-16+0.00856748j 4.36079e-16-0.000237346j -8.86571e-17+0.0134044j 1.59279e-13-0.00282833j -3.68149e-16-0.0135916j -1.41277e-15+0.00654997j -8.54227e-15+0.0347158j -5.66368e-16-0.00419817j 3.20459e-17-0.00155754j -4.77829e-16+0.00904519j -1.22653e-15-0.0158708j 8.73314e-17+0.0018181j 1.49465e-16-0.00160053j -6.72889e-18-0.00369272j 6.5015e-17+0.0100241j -5.98556e-16+0.00990914j 1.12716e-16-0.00674068j 3.00741e-17+0.00557053j 8.7858e-17-0.00583253j -1.58015e-16-0.00843766j 9.96537e-18+0.0106547j -1.40917e-16+0.0143695j 6.6295e-16-0.00912002j -1.06241e-16+0.00703906j 2.69883e-16+0.0201621j 
3.84529e-16+0.000311105j 8.94769e-15-0.00528056j -1.13691e-15+0.000237212j 7.66456e-15-0.00548925j -1.05874e-15+0.000760157j 2.8767e-15-0.002108j 4.35674e-15-0.00297144j 3.69687e-16-0.000216427j 2.60036e-15-0.00158062j 1.93053e-15-0.00215635j -1.59251e-15+0.000842582j -2.76795e-15+0.00212829j 9.0616e-16-0.000632699j -2.58375e-15+0.00182218j 4.69363e-15-0.00318204j -3.59637e-16+0.000385267j -3.06336e-15+0.00051391j -3.81406e-15+0.00280587j -2.42003e-16+0.000117954j -4.4291e-16+3.13832e-05j 3.29175e-15-0.00278704j -3.19796e-16+0.000196898j 8.26421e-15-0.00592527j -1.55152e-15+0.000795745j -3.52658e-15+0.00275568j -4.46054e-16+0.000153479j 7.10436e-16-0.000283394j -2.9172e-15+0.0011261j -4.78549e-15-0.000193501j 2.36263e-15+0.00564314j 3.29711e-14-0.0101893j 6.61852e-15-0.00200657j -3.11923e-15+0.00119769j -1.47414e-14+0.0103363j 4.68793e-15-0.00309152j -8.5427e-15+0.00611341j -1.65782e-14+0.0117037j -6.81237e-15+0.00519397j -3.16602e-16+0.000675623j -1.80358e-14+0.0130142j -2.57491e-15+0.00131259j 2.16233e-14-0.0157259j 9.25881e-15-0.00654512j 1.44766e-15-0.00113397j 3.42452e-16-0.000743018j -5.64779e-15+0.00340612j 1.9054e-14-0.0122923j -1.54844e-14+0.0113696j -2.7353e-15+0.00255067j -5.31923e-15+0.00384334j -2.35016e-13+0.00404849j -2.68471e-14+0.0196395j 1.21216e-14-0.00548209j -6.22954e-15+0.00397235j -8.73126e-15+0.00773153j -3.99878e-14+0.0268535j -3.07776e-15+0.00131702j -3.77359e-15+0.00210483j -3.04816e-15+0.00191521j 2.76259e-15-0.00190656j -5.56114e-15+0.00354821j -8.71741e-15+0.00590175j -1.89158e-14+0.012847j 1.98686e-14-0.0134587j 2.84857e-14-0.020284j -1.87114e-14+0.0134957j -2.81645e-14+0.0185054j 4.62283e-15-0.00360041j 5.80277e-15-0.00258859j 2.17476e-14-0.0153174j 8.75973e-15-0.0058384j 4.08296e-14-0.0314905j 
