-4.84357e-15+0.405964j 2.32952e-14+0.049951j 1.79484e-15-0.0508957j 3.20384e-15-0.0149189j 3.38519e-16-0.0223184j -3.76836e-16-0.0508495j 4.66392e-15+0.0158184j -3.05209e-15+0.0311698j -1.6028e-15+0.0247645j -1.6075e-15+0.0022554j -3.37174e-15+0.0148826j -4.37048e-16+0.0366259j 1.167e-14+0.0319204j 7.19684e-16+0.0115243j 2.3022e-15+0.0393241j 3.07249e-15-0.00802449j -1.76642e-13+0.0360281j -1.06534e-14-0.0201973j 2.6539e-15-0.0579754j -8.36469e-16-0.0155261j 8.45422e-15+0.00901654j -3.76925e-15+0.0131644j 2.81145e-15-0.0755708j -5.76414e-15-0.00613058j -2.04711e-15+0.0812384j -2.74956e-15-0.0285379j -8.8196e-15+0.198732j -4.30378e-15-0.0866122j 2.39885e-13+0.0430016j -7.04961e-13-0.346574j -1.78583e-13+0.0641082j -4.51447e-14+0.236054j 2.32588e-15-0.0896596j -4.73987e-15+0.0168545j 4.91437e-16-0.00329646j -1.60341e-15+0.034627j -2.56482e-15+0.0135331j 1.10167e-15-0.0251392j -6.16767e-16-0.00317017j -4.42132e-16-0.00798367j -1.36962e-15+0.00305867j 1.35974e-15-0.0196107j -4.3596e-16-0.0145731j 3.65502e-15+0.00615869j 5.23307e-16-0.00500943j 2.20761e-15-0.00995498j 4.08087e-16+0.00484641j 9.16986e-16+0.00100769j 6.03213e-16+0.00493834j 7.77627e-16+0.0148079j 1.82283e-13-0.00322669j 8.13181e-16-0.00797755j -2.55732e-16+0.00234317j -2.32942e-16+0.000753675j -3.15092e-16+0.0111339j -1.33052e-15+0.00984191j -4.59367e-16-0.00666885j 6.82074e-16+0.00246653j 3.19486e-16+0.0155584j 6.40028e-16+0.00199415j 1.43441e-15-1.95692e-05j 8.56709e-16-0.0135183j 7.48426e-16-0.00311693j -2.73304e-16+0.00532217j 1.99248e-16+0.0149051j 1.83337e-15-0.0212989j -2.96548e-16-0.00960851j 9.76428e-17+0.0093446j -1.87566e-15+0.0131827j -6.25831e-16+0.0280364j 4.83528e-16-0.0393823j 2.63835e-15-0.0151527j 
3.1466e-14-0.14023j -1.55996e-14+0.144096j -2.84838e-15+0.0165787j -4.07053e-15+0.028172j 3.72942e-16-0.0221048j -6.2738e-15+0.0319156j -4.02505e-15+0.0379043j 9.93986e-16+0.00798192j 1.6402e-15-0.00133742j 3.80614e-15+0.00495037j 8.5854e-15-0.0323286j 3.34829e-15-0.024773j -1.14295e-15-0.00203696j 6.41472e-15-0.0395011j -2.28234e-15+0.0250998j -4.52094e-15+0.0238709j 6.58494e-14-0.0123743j 1.60303e-15-0.024577j -1.10737e-14+0.0358034j 8.31918e-16-0.0157158j 7.09294e-15+0.0238123j 9.16361e-16-0.0128858j -1.11762e-14+0.0507678j -9.59918e-15-0.0523792j 4.09452e-15-0.0044629j -9.44576e-16-0.0105412j 1.75104e-14-0.0940154j 4.89272e-15-0.0422565j -8.41739e-14-0.137999j 2.62798e-13+0.0951829j -9.53255e-14+0.0622348j 2.12545e-15-0.0638976j -7.49941e-15+0.0351039j 4.57219e-15-0.0207144j 7.49308e-16+0.0128968j 1.91648e-14-0.0933846j 4.10777e-15-0.0432463j -7.15392e-15+0.0511473j 2.45859e-15-0.0298071j -9.52335e-15+0.0510364j 3.31599e-15-0.0382785j -2.19182e-14+0.115847j -1.6361e-14+0.153127j -1.40101e-14-0.0179136j -1.31454e-14+0.0561991j -2.66473e-14+0.0729602j -9.92291e-16-0.00808092j -1.6088e-15+0.0826513j 8.86596e-15-0.0813231j 3.05006e-14-0.510526j -9.33469e-12+0.165142j -5.29895e-14+0.253761j 6.27937e-14-0.00703588j 4.07674e-14-0.0676004j -7.19052e-14+0.16606j -6.59149e-14+0.424972j 2.57444e-14-0.127439j -1.9251e-14+0.1393j -2.60156e-14+0.230004j 5.06984e-15+0.110151j 3.89875e-15-0.118444j 2.63899e-14-0.111454j -5.67951e-16-0.0602611j -8.16076e-15+0.0422134j -1.57618e-14+0.063325j 1.89316e-14-0.135711j 5.69676e-16-0.00802896j -9.50313e-15+0.0503458j -7.52107e-15+0.0555813j -6.2544e-15+0.0317706j 1.01914e-14-0.03788j 7.35113e-15-0.043505j 
7.17016e-15-0.078009j -1.27317e-14-0.114586j -1.85308e-15+0.000729207j -1.82511e-15-0.00587837j 3.30235e-15+0.0118905j -1.90932e-15+0.00831454j -4.12131e-15-0.0172542j -1.62549e-15-0.00427295j 1.02324e-15-0.0170096j 1.92728e-15+0.0012879j -1.83439e-15+0.022579j 2.14634e-15-0.00506081j -2.44579e-15-0.00862172j 1.97666e-15+0.00282838j -1.73479e-15-0.0265349j -2.72847e-15+0.00854514j 7.35613e-14-0.0150425j 8.36922e-15+0.0298602j -1.07676e-15+0.0211111j 1.21183e-15+0.0211223j -1.07799e-14-0.0185375j 3.25645e-15+0.00864661j -6.19055e-16+0.00174241j 1.49576e-14+0.044867j 9.01337e-16-0.040707j 1.90247e-15+0.0281312j 7.61083e-15-0.0124198j 7.23023e-16+0.0632108j -2.30957e-14+0.063153j 8.62833e-14+0.0703456j 1.52137e-13-0.0797137j 3.15851e-14-0.0452129j -3.42925e-15+0.022129j -2.45422e-17+0.00856849j -1.2664e-15-0.0200111j 6.69362e-15-0.0110873j 2.42634e-15+0.0237913j -1.86847e-15-0.00456175j 4.20434e-15+0.0241772j -5.85007e-16-0.028428j 3.77717e-15+0.075385j -1.24609e-14+0.0352249j -6.21772e-15-0.00705863j 2.15282e-15-0.00161381j 4.37295e-15-0.0350881j -5.2556e-15+0.0118759j 2.89009e-15-0.0398522j 7.3436e-15-0.0981564j 1.92086e-14+0.0257409j 5.07949e-14+0.0163756j -2.20191e-12+0.0384395j -1.71372e-14+0.062759j 2.71368e-13-0.654643j 8.66685e-14-0.341104j -2.03535e-14+0.511475j -2.81228e-14-0.175764j 7.26282e-15-0.0581066j 4.24781e-15+0.0226498j -2.24428e-14+0.0313763j -1.52064e-14-0.0435854j 7.1898e-15+0.144096j 7.4928e-15-0.00143956j 4.41476e-15+0.055651j -2.11764e-15-0.0197564j -7.94641e-15+0.0416969j 6.69608e-15+0.0396327j 2.36965e-15-0.0465559j -5.77111e-15+0.035182j -2.2237e-15-0.0368817j -3.10348e-15+0.0110018j 1.87804e-15-0.033179j 3.39761e-15+0.00413829j 
-6.2796e-15-0.0318923j -1.4479e-14-0.0169432j 1.04933e-15+0.0216936j -1.96471e-15+0.00125617j 2.9526e-15+0.0129605j -9.09612e-16-0.00779713j -3.0335e-15-0.0089599j -1.61006e-15-0.0149022j -1.28498e-15+0.00251599j -3.33848e-15-0.00408314j 9.56524e-16-0.0132832j 1.28135e-15-0.000186007j -2.96687e-15-0.00326139j 8.58281e-17-0.00593948j -3.94895e-15-0.0195038j -2.79975e-15-0.00874342j 7.49027e-14-0.0159191j 3.77448e-15+0.00436704j 2.00271e-15+0.00737857j 2.77913e-15+0.00903623j -5.09838e-15-0.003095j 1.98218e-15+0.00736883j -1.13729e-15-0.00109802j 2.34403e-15-0.00439433j -4.01995e-15-0.0152823j 2.55521e-15-0.00599224j -1.07179e-15-0.0176688j 7.83085e-15+0.0107692j -7.17798e-15+0.0111794j 5.3743e-14+0.0277043j -4.88017e-16-0.000470851j -1.86139e-15-0.0174102j 1.94015e-17+0.0145117j 1.88275e-15+0.0240247j -2.94161e-15+0.0029084j 2.76655e-15+0.0194769j 1.74528e-15+0.00431394j 1.4089e-15+0.0138699j 8.51173e-15+0.0356741j 1.13979e-15+0.0200544j 6.92653e-15-0.0108581j -1.18114e-15+0.00158372j 2.23408e-15-0.00706061j -2.3032e-14-0.0422081j 8.11519e-15+0.0252992j -7.19519e-15+0.0477238j -1.32914e-14-0.0283723j -5.63893e-15-0.0397716j -6.18448e-15-0.000112518j -6.91973e-15-0.0552852j -1.18906e-12+0.0203857j 3.04767e-15+0.102516j 1.11596e-13-0.331467j -1.61065e-13+0.901607j -2.38973e-14+0.0663111j 1.22918e-14-0.0663292j -2.54557e-14-0.120443j -2.47615e-14-0.0821662j 3.51108e-15+0.0707302j -1.42576e-14-0.0320192j 1.8055e-15+0.0386765j -6.65516e-15+0.0111896j 1.31369e-14+0.0166659j -5.90032e-15+0.00388999j 2.50749e-15+0.0222506j 4.85612e-15+0.0108046j -6.75208e-15-0.00723298j 3.79111e-15-0.0180477j -4.8359e-15+0.00400352j 3.08359e-15+0.0307264j -2.47998e-15-0.00678533j 3.58062e-15+0.0111203j 
-3.93608e-15-0.0174926j -1.9956e-15-0.0966142j 7.95885e-16+0.0377986j 8.2216e-16-0.036742j 1.22948e-15-0.00227609j -9.48489e-18-0.0017233j -9.97551e-16-0.0158815j -8.86227e-16+0.00332005j 1.28611e-15-0.0186346j -5.44612e-15-0.0107916j -2.25296e-15-0.000907339j 1.13986e-15+0.015027j -6.01314e-16-0.00169482j -1.30941e-16+0.0030625j -5.79168e-16+0.000233126j -4.75549e-16-0.0144832j 5.89374e-14-0.0123874j 6.46676e-15+0.0304909j 1.91243e-15+0.0200416j 2.60063e-16+0.017387j -9.99859e-15-0.0237919j 1.31164e-15+0.00166092j 3.16237e-15-0.0139239j 6.66545e-15+0.0247938j -8.78335e-16+0.0022046j 3.08776e-16+0.0074545j -1.76487e-15+0.00519926j -3.02194e-15+0.062794j -1.58649e-14+0.0589537j 4.37377e-14+0.042285j 9.90033e-14-0.0555558j 1.60535e-14+0.00161574j 1.43147e-15-0.0110711j 1.14378e-15+0.0565826j -2.01789e-16+0.00575333j 1.04602e-15-0.0211735j 5.1864e-16+0.0349966j -1.08646e-17-0.0139425j 2.67625e-15+0.0307941j 1.23735e-15+0.0321293j 1.40263e-15+0.057709j 1.18092e-15-0.00622861j -4.27793e-16-0.0085393j 2.60067e-15+0.0139522j 6.967e-15+0.012968j 1.16038e-14-0.0375324j -1.04162e-15-0.00356306j 9.23013e-15-0.0485795j 1.29617e-14+0.00711772j 1.38184e-14+0.0948046j 3.53522e-12-0.062674j 2.98111e-14+0.0256935j 8.89871e-14-0.276587j 5.53796e-14-0.120534j -1.51505e-14-0.620236j -3.79273e-14+0.22839j -1.34256e-14-0.531208j 2.17548e-14+0.210115j 3.12902e-14+0.151597j 1.24515e-14+0.0167177j -4.02853e-15+0.0954146j -2.42528e-15+0.0543481j -6.63205e-17+0.0767465j -4.21477e-16-0.033171j 3.57089e-15+0.0806044j -2.63671e-15+0.0545327j 2.69318e-16-0.00928696j -2.60834e-15+0.0448452j 1.46277e-15-0.053203j 1.61647e-15-0.00478735j -1.82775e-15-0.0162206j 6.99744e-16+0.0305804j 
-5.36786e-15-0.0764317j 2.1906e-14-0.0546739j 2.08287e-15+0.00035356j 1.26115e-15+0.0214567j -2.72247e-15+0.0245405j -7.52663e-17+0.013824j -3.30618e-16+0.00619703j 1.84147e-15-0.033253j 5.43047e-16-0.00549959j 1.14186e-14+0.0262861j -3.28363e-15+0.0026131j 2.96345e-16-0.0128556j -2.16126e-15-0.00249243j -3.3071e-15+0.00407945j 3.38326e-15-0.0282574j 1.1661e-15-0.0112362j 1.82769e-13-0.0363387j -2.11302e-15-0.0188395j -1.53453e-15+0.0127839j -3.6091e-15+0.0234137j 1.40701e-15-0.00498395j 2.18767e-15-0.00664656j 6.47026e-15+0.0114505j -4.46863e-15+0.013965j 5.1251e-16-0.0190437j -1.45109e-15+0.01673j -4.10364e-15-0.0518825j -1.39707e-14+0.0369851j -6.39576e-14+0.0432511j 1.17479e-13+0.0761299j 3.50058e-14-0.00865492j -1.09798e-15-0.024931j -3.86272e-16+0.0360218j -1.96231e-16-0.00671201j 6.02942e-15-0.0242376j 2.08508e-15-0.0142684j -5.49924e-15+0.0215239j -3.54277e-15+0.0699109j -2.41168e-17+0.0193659j 5.53855e-15-0.0220819j -1.35127e-14+0.025155j 3.84265e-15+0.00633419j 1.31442e-14-0.0166545j -1.11451e-14-0.0876021j 1.05812e-14-0.0892908j -1.08017e-14+0.0650411j -2.40835e-15-0.0552044j 1.55892e-14-0.0942324j -9.4396e-15-0.0134567j -1.95199e-14-0.112457j -2.74889e-13+0.00529178j 2.49816e-14-0.0537199j 4.36856e-14-0.0951034j 4.98983e-14-0.090154j -9.04305e-15-0.231382j -1.49258e-13+0.296581j -1.9364e-14+0.22327j 5.28698e-14-0.70648j 1.48363e-15+0.06248j 4.74077e-15-0.320784j -5.13e-14+0.190594j 1.522e-15-0.0704355j -3.52859e-15-0.0943992j 2.97958e-15+0.0537544j 1.36377e-15-0.0070942j -5.89477e-15-0.0378407j 7.81918e-15-0.0523777j 2.22647e-15-0.02584j 7.25822e-15+0.0121871j -3.03145e-15+0.0756694j 2.19575e-15-0.0342566j -6.30673e-15+0.0275143j 
-6.18421e-16+0.120943j 9.83354e-16-0.0819089j -2.83909e-15-0.0100121j -7.58143e-16-0.0257334j -4.11469e-16-0.00822684j 1.36244e-15-0.0168333j -1.90487e-15-0.00408696j 3.11628e-15+0.0191499j 2.61024e-16-0.000624546j -3.87519e-15-0.000892687j -1.75482e-15+0.0208896j -3.90767e-16+0.0118826j 3.44572e-15+0.00754178j 1.50509e-15+0.00482929j 2.28025e-15+0.00600477j 1.9117e-15-0.0119827j -4.63838e-14+0.0102548j 3.7686e-15+0.0220062j 4.40754e-15-0.0229018j -1.86858e-15+0.011673j -6.19802e-15-0.019145j -3.05356e-16+0.00920864j 2.32191e-15-0.0523577j 7.47677e-15+0.0319136j -3.55308e-15+0.0264861j 5.15769e-16-0.00493373j 1.11548e-15+0.0830676j -8.15473e-16+0.0259136j 7.4144e-14+0.0870994j -2.13975e-13-0.0776398j 6.58849e-14-0.0513371j 8.27296e-15+0.0745252j -2.3427e-15-0.0311433j -4.73153e-15+0.0135243j -3.19032e-15+0.00310353j -1.4585e-15+0.0106396j -4.49969e-16+0.01474j -7.32209e-15-0.0277821j -5.34226e-15-0.0158603j -3.00139e-15-0.0261167j 3.82108e-15+0.0293683j 7.70266e-15-0.0361517j -4.49739e-15-0.0432755j 2.36892e-14+0.039774j 4.0939e-15-0.029977j -1.82922e-15-0.057357j -8.73076e-15+0.0478983j -4.10251e-15-0.0242144j 1.07322e-14+0.0249034j 9.52512e-15+0.100933j 4.09177e-12-0.0725996j 2.04563e-14-0.162539j 1.54067e-14+0.00174008j 1.02354e-14+0.105718j 3.07084e-14+0.334909j -4.75157e-14+0.747863j 6.07531e-14-0.0296856j 1.49126e-13+0.053209j -5.83633e-14-0.315515j 1.5216e-14+0.0594377j -3.52355e-15+0.0531904j -1.32741e-14+0.131372j 1.51046e-14+0.0362388j -1.11803e-14-0.0412498j -6.56329e-16-0.027261j -1.72986e-15+0.0891082j -8.42534e-15+0.0222676j 3.19909e-15+0.00327095j -1.58703e-15-0.0502945j -7.8136e-15-0.0516716j -1.20961e-15+0.0180777j -2.78238e-15+0.0307301j 
-5.24676e-15-0.0720279j -2.61977e-14-0.0757032j -4.49296e-15-0.0206881j -5.18108e-15-0.00494147j 4.13511e-16+0.00883907j 6.15376e-15+0.0268128j -6.49301e-15-0.0165604j 2.8654e-15+0.00302564j -2.02837e-15-0.00963415j -3.1576e-16+0.00014657j 2.51789e-15+0.0066279j -4.19177e-16-0.0103443j -4.95102e-16-0.00181414j 1.45906e-15+0.010033j -2.97843e-15-0.0137834j -1.13301e-15-0.00356755j -3.29472e-14+0.00725003j 8.43251e-15+0.00591486j 3.18199e-15+0.0333875j 4.05157e-15+0.0119758j -1.17696e-14-0.0127769j 1.82349e-15-0.00536182j -1.29273e-15+0.00924731j 7.89245e-15+0.010413j -3.35856e-15-0.0311799j 6.42692e-15+0.0312477j 2.30208e-15-0.0320148j 1.30836e-14+0.0623079j -2.49193e-14+0.0439404j 1.21649e-13+0.0743466j 8.29951e-14-0.0509465j 1.8685e-14-0.0259641j -4.79528e-15-0.00527698j -4.23378e-15-0.0276451j -7.92101e-15-0.0419351j -4.72478e-15-0.0306178j 7.70739e-15+0.0268227j -5.63902e-15-0.000916018j -9.27375e-16-0.00270805j -2.80809e-15-0.0157212j 1.39933e-14+0.0516007j 3.02797e-15+0.0393855j -4.99393e-15+0.01399j 8.75131e-15-0.000211877j -7.44806e-15-0.0317864j 7.18952e-15-0.014084j -4.40039e-15-0.0510553j -1.24246e-14-0.0446647j 3.10628e-14+0.0600374j 1.35254e-14+0.00669304j -1.8013e-12+0.031923j -1.95694e-14+0.0281524j 1.86258e-14-0.0867667j 3.17651e-15+0.0985865j -1.72785e-15-0.206541j 1.03496e-13+0.136018j 1.27296e-13+0.673976j 1.30007e-13+0.543309j -2.46038e-14+0.0657578j -6.40936e-16-0.151116j 6.00178e-14+0.164681j 6.84566e-15-0.122438j 2.44278e-14+0.0564321j -1.21557e-14-0.0479671j 6.72199e-15+0.0162124j 5.65739e-15-0.0142564j -9.44213e-15-0.0748601j 1.23379e-14+0.0449932j -1.38947e-14-0.034989j -6.46892e-15+0.00989259j -4.33653e-15-0.0328576j 3.43931e-15+0.00448535j 
-1.11638e-14-0.11359j -1.074e-14+0.0267973j -1.77672e-15-0.0212315j -1.1569e-17+0.0354448j 1.34682e-15+0.0225023j 2.03763e-15+0.0291379j -1.91745e-15+0.00973846j 9.19799e-16-0.0152688j -1.06873e-15+0.00684183j 4.53581e-15+0.00710809j 3.08758e-15-0.00421631j -2.90159e-15-0.0225213j -1.65188e-15-0.00144477j -4.404e-16+0.00360651j -2.20646e-15-0.0101647j -9.06732e-16-0.00408838j 5.34122e-14-0.0112071j 5.28003e-15-0.00086493j 1.70935e-15+0.0163919j -1.30348e-15-0.0135137j 1.19601e-14+0.0306392j -1.1692e-15-0.0149596j 1.51699e-15+0.0511567j 1.03679e-15-0.0102528j -5.48455e-15-0.0345761j 6.04947e-16+0.00169141j -4.04722e-15-0.0789534j 8.11653e-15+0.0102128j -6.68221e-14-0.0523243j 2.08768e-13+0.0825949j -9.30632e-15+0.00987519j -3.50848e-15-0.0512432j -3.93573e-16+0.0220459j -3.82905e-15-0.0557641j -3.99751e-15-0.0508193j 4.33651e-16-0.0211677j 1.5222e-15-0.00231016j -9.63954e-16+0.0472281j -2.96571e-15-0.0155994j -4.14309e-15-0.00513601j 9.77054e-16-0.0110873j 3.13955e-15+0.0369881j -1.21283e-15+0.0118159j -4.70001e-15-0.0273398j -1.06584e-14-0.0406002j -6.72071e-15+0.0372466j -6.61132e-15-0.0590227j -6.25683e-15-0.0312324j 5.23378e-15+0.0300974j -2.02875e-14-0.0935827j -2.45903e-12+0.0434538j 1.19417e-15+0.0463369j -9.45806e-15-0.00189604j 7.93419e-15+0.0103008j 2.53732e-15-0.100425j 2.49918e-14-0.0820051j -3.42085e-15-0.210906j -1.80428e-14+0.108507j -1.33497e-13-0.812195j -2.33617e-15-0.159681j -2.04489e-15+0.0770122j -3.01793e-14-0.299042j -8.69614e-15-0.0690634j -2.89507e-15-0.00154019j 2.42645e-15-0.0219591j 2.04723e-15-0.0835831j -1.20918e-14-0.0827363j 2.07705e-15-0.014715j -1.6257e-15+0.0411985j 3.77335e-15+0.0366415j -3.508e-15-0.0405437j -2.91657e-16-0.0276586j 
1.0201e-14+0.0681543j -7.73803e-16+0.0554546j 2.88777e-15+0.00777254j -3.70093e-15+0.0149884j -1.8321e-15-0.00381361j -2.57971e-15-0.00304861j -8.55584e-16+0.0030198j 2.19015e-16-0.00428176j -1.9796e-15+0.0124355j 1.40682e-15+0.00527035j 6.28224e-16+0.00243632j 1.98898e-15+0.00828754j 1.88697e-15+0.00428937j 2.52138e-16+0.000613313j 8.11178e-16+0.0112568j -9.2726e-17-3.96777e-05j -4.60497e-14+0.00956683j -7.15441e-15-0.0257472j -2.5228e-15-0.0201202j 1.9454e-15+0.00774639j 4.81193e-15+0.0169645j 1.10207e-15+0.00570654j -6.47151e-15-0.0117849j -7.7806e-15-0.0303165j 2.58779e-15+0.0333524j 5.89966e-16-0.00205188j 5.03904e-15+0.0333003j 1.6826e-16-0.0421013j 4.71817e-14-0.0244125j -1.20976e-13-0.0678671j -1.02132e-13+0.0502929j -1.57188e-14+0.0402713j -1.43292e-15+0.0148177j 6.98083e-15+0.00987839j 5.46123e-15+0.0167847j 2.46878e-15+0.0137434j -1.92331e-15+0.00755635j -3.06826e-15+0.0102288j 4.88849e-15-0.013729j 2.63825e-15+0.00543966j -4.30036e-16-0.0262828j -3.37588e-15-0.0342185j 6.47313e-16-0.000774894j -7.01193e-15-0.0181895j -2.0901e-15+0.00723553j -4.41896e-15-0.00152311j 1.50265e-16+0.00092156j -1.10586e-15+0.0249752j 4.44124e-15-0.0189129j 1.37382e-15+0.0108304j -4.26199e-13+0.00758541j -6.8895e-15-0.0528975j -2.01917e-14+0.0416735j -7.60844e-15-0.0118131j 1.3545e-14+0.13273j -1.53188e-15+0.00680044j -5.61066e-15-0.187571j -1.91883e-14+0.232111j 2.75928e-14+0.136778j -7.31758e-14-0.868003j -4.27152e-14-0.101602j 1.95673e-14+0.138816j -2.21694e-15-0.135182j -1.04055e-14+0.0597982j 3.25183e-15-0.0617448j 8.39537e-15-0.0348865j 8.56847e-15+0.0266268j 2.89383e-15-0.0393326j -2.51326e-16+0.0226969j -2.59511e-15-0.0112379j 3.98581e-15+0.02525j 2.18031e-15+0.0119873j 
-8.3248e-15-0.0897744j -3.29178e-15-0.0330611j 3.82348e-16+0.0514862j 6.11839e-16-0.000830125j 8.63355e-16+0.00737647j 3.35252e-15+0.014867j -3.18839e-16-0.00173197j -5.2864e-16-0.00457173j 4.28253e-16+0.0065598j 7.42543e-15+0.0111148j 1.14589e-15+0.0127226j -2.23373e-15-0.0189185j -2.36571e-15-0.0101445j 3.54517e-17-0.0122718j 5.08892e-16+0.00543872j -2.91709e-16-0.00160686j 2.35047e-14-0.00526968j -6.41606e-16+0.0106027j 2.79024e-15-0.0154213j 4.2191e-15+0.0409004j 2.95664e-16+0.00166915j 3.79929e-15+0.0175738j 3.64782e-15+0.0576448j 3.64466e-15+0.0121314j -2.01946e-15-0.0352487j 1.69151e-15+0.00658884j -3.84494e-15-0.0474418j -2.04339e-16+0.0277889j -7.28528e-14+0.0077188j 2.12474e-13+0.106737j 7.07264e-15+0.00656505j -6.99384e-16-0.0615755j 1.28777e-16+0.0468603j 1.86576e-15+0.0604829j -2.12082e-15+0.0114557j -1.86349e-15-0.0150541j 2.40349e-15+0.0289557j 2.59062e-15+0.0356586j -1.64284e-15-0.0036751j -2.63397e-15+0.0210239j -1.39816e-15+0.000429087j -2.15698e-15-0.00647326j -2.12552e-16-0.00711492j -6.80713e-15-0.0295782j -4.77547e-15-0.0200003j -6.08811e-15+0.0517576j -5.12295e-15-0.057253j -4.44956e-15-0.0121862j -4.50438e-15-0.0265282j -1.46373e-14-0.0263631j -6.19372e-13+0.011005j -1.42132e-15-0.0509195j 3.03938e-14-0.0611845j -6.22039e-15-0.00848381j -4.01882e-15-0.0784148j 9.46544e-15-0.0335297j 7.82699e-15+0.113486j 6.24402e-15+0.0693615j -9.19073e-15-0.184778j 6.55682e-15+0.11602j 3.27734e-14-0.155358j 2.8234e-14+0.709888j -7.42968e-14-0.443607j -2.65786e-14+0.208321j -3.59977e-15+0.170647j -4.78863e-15-0.0862716j -6.37406e-15-0.0452351j 6.77581e-16-0.00307633j 4.39089e-15+0.0275339j 2.06999e-16+0.0741209j -1.90455e-15-0.0281668j 2.94507e-15+0.0253151j 
8.72695e-15-0.0591649j 1.24312e-14-0.0740279j -1.51035e-15+0.0014353j 6.55676e-15-0.0483378j 1.15341e-15-0.0100166j -6.46569e-16+9.47833e-05j 2.60153e-15-0.0144592j -2.86571e-15+0.0152732j 3.42087e-15-0.0168769j -4.37971e-15-0.011957j -1.05793e-15-0.0052215j 1.79567e-15-0.00513264j -1.09146e-15-0.00643525j -4.28016e-16+0.0013917j -1.14577e-15-0.00323659j 1.67512e-15-0.00728722j -1.3906e-14+0.00237252j 1.35126e-15+0.0229066j 1.58845e-16+0.0148979j 3.01226e-16-0.022007j -1.11611e-14-0.0380525j -6.77357e-17+0.0141637j -1.19272e-15+0.0115354j 5.5948e-15+0.0417393j 7.11464e-15-0.0360154j -3.09812e-15+0.0246378j 4.47098e-15-0.0271945j -1.13144e-14+0.0470642j -5.49957e-14+0.0548729j 1.09597e-13+0.0829802j 1.27665e-13-0.0568959j 2.91014e-14-0.0518071j 3.78487e-15-0.0432547j -4.46598e-15+0.0213597j 2.92634e-16+0.00611344j 3.74005e-15-0.0141516j -4.48281e-15+0.00424605j 4.36456e-15-0.0397102j -1.73378e-15+0.0226568j 1.29366e-15+0.0128873j -3.72903e-15+0.028249j -2.42288e-15+0.0303604j -5.15453e-15+0.00600733j 7.79289e-15+0.0292265j 3.0084e-15+0.00423851j 6.04017e-15-0.0158533j 4.07106e-15-0.000317524j 5.33263e-15-0.0064254j 6.06723e-15+0.0221115j -4.51426e-15+0.0321453j 8.39837e-13-0.0147755j -1.89828e-15+0.0419008j 2.34233e-14-0.0542877j 1.4248e-14-0.0012759j 1.13289e-14-0.0451258j -6.22605e-15+0.040634j -3.58125e-14+0.0919667j -4.26856e-15-0.12318j -1.98463e-16-0.0985495j -3.91962e-14-0.14389j 9.70528e-14-0.811738j -2.21193e-14-0.0253247j -1.96104e-14+0.315837j 1.42384e-14-0.194856j -3.40825e-14+0.169971j -2.97062e-15+0.0519315j 6.21873e-15-0.00340446j -1.27698e-14+0.103327j 4.90209e-15-0.0478065j -6.29897e-15+0.0161488j 3.53974e-15-0.00797917j -4.80704e-16-0.00191766j 
-6.63245e-15+0.0650442j 1.1955e-14-0.130219j 2.25772e-15-0.0086826j 5.74043e-16+0.0163465j 2.3872e-16+0.0156055j -9.66229e-18-0.0140767j 1.89339e-15-0.00672733j -2.14498e-15+0.00874585j -1.75817e-15+0.00411032j 8.67067e-15+0.0182462j -3.85881e-15+0.0233725j -4.4147e-16-0.00448643j 1.78267e-15+0.0071931j -1.56476e-15+0.00552059j 5.36478e-16+0.0111118j 8.33057e-16-0.0189958j 2.78577e-15-0.000850586j -2.68743e-15-0.00645732j -8.62806e-16-0.0187091j -1.09966e-15+0.0120091j 2.94651e-15+0.00581975j -7.65607e-16-0.0156624j 6.52843e-15-0.0266294j 1.47564e-14+0.0677983j 2.27901e-15-0.0222264j -1.11112e-15+0.0104577j -5.77824e-15+0.0768115j -1.13531e-14+0.0769552j 3.20103e-14+0.15345j -1.30789e-13-0.0114135j 1.13594e-13-0.0683707j 1.21845e-14+0.0521869j 2.87804e-16+0.0432704j -4.48543e-17-0.0064019j 2.06127e-15-0.020622j -1.20543e-15+0.0205418j -2.77947e-15+0.0198011j 1.87441e-15+0.0218772j 3.6601e-15-0.0198249j 7.75635e-15-0.040151j 6.84059e-16+0.0279488j 4.50361e-16+0.00568118j -1.88927e-16-0.0286483j -4.33449e-16-0.0169122j 5.34783e-15-0.0357837j 3.24059e-16+0.0215175j 2.49975e-16+0.000363298j 2.40914e-15-0.0459226j -3.35432e-15+0.0127864j -7.8061e-15+0.0126992j -4.24368e-14+0.00100306j 1.33722e-15-0.1501j 8.0748e-15-0.0100037j -9.06613e-15+0.0273878j -2.8289e-15+0.0291688j -5.55683e-15+0.00320955j -1.34705e-14-0.0574442j -5.05752e-15+0.0734077j -1.5185e-14+0.137257j -3.19212e-15+0.10554j 2.94536e-14-0.302911j 4.17944e-14-0.490383j 6.56331e-14-0.526807j 2.83507e-14+0.359886j 4.55719e-15+0.00893829j -1.31189e-15+0.0160741j 1.33672e-14-0.128421j 1.942e-15-0.0387045j 3.9348e-15-0.0240876j 2.18119e-15+0.0010896j -7.49226e-16-0.028698j -2.16858e-15+0.0553264j 
