-1.32874-6.14802e-13j 0.488651-1.44916e-13j -0.579764+3.96118e-14j 0.0114767-1.96403e-14j 0.0608219-1.26846e-15j 0.149945-8.39196e-15j -0.0739345+2.75307e-16j -0.0989739+9.65047e-15j -0.0735307+3.09521e-15j 0.0040947+3.37018e-15j -0.0846501+7.85667e-15j -0.0360477-3.28067e-16j 0.0386807-5.42223e-15j 0.0428527-2.13288e-15j 0.00477583-5.62368e-15j -0.023766+8.98514e-15j 0.00487226+2.80781e-15j -0.0509985+4.50851e-14j -0.0393424+1.01672e-14j -0.000464565+2.97265e-15j 0.0297555+1.5921e-15j 0.0427032+2.87638e-15j -0.00360666-4.10734e-15j 0.0116434+7.02425e-15j 0.0191989-1.20012e-15j 0.0611673+3.54531e-15j 0.0115333-1.15364e-15j 0.0285096-2.62927e-15j -0.00263277+8.45015e-15j -0.0317267+6.66276e-15j 0.0448829-2.06994e-14j 0.0240058-7.77052e-15j 0.0438813-3.67139e-15j -0.0448215+6.20191e-17j 0.049102-7.71473e-15j -0.0157746-2.3253e-15j 0.0190321-1.12518e-15j -0.0286039-3.48258e-14j -0.03404-3.83215e-14j 0.0184065+9.24272e-15j 0.00191009+1.44764e-14j -0.0328375-9.32939e-14j 0.042982-2.86779e-15j -0.0805206+3.78156e-15j -0.0205688+6.09694e-15j 0.0535647-1.61977e-15j -0.0138225+1.14969e-15j -0.0246706+3.25162e-15j 0.083213-2.98753e-15j 0.0579283-7.78493e-15j -0.0693668+5.72877e-15j -0.0251214+2.07088e-15j -0.0476043+7.41241e-15j 0.123804-7.12799e-15j -0.162999+1.17328e-14j 0.042065-1.70611e-14j 
0.0305913+1.85592e-14j -0.00306061+4.91232e-15j -0.0140576-1.37402e-16j -0.0149833-7.84046e-16j -0.0105467+1.93064e-16j 0.0161479+1.47661e-15j -0.0114444-8.28449e-16j -0.00771728-5.79723e-16j 0.0283505+5.06221e-16j -0.00163427-6.88104e-16j 0.0331372+4.39153e-16j -0.0119428-1.46082e-15j 0.00675344+1.732e-16j 0.015944-5.95053e-16j 0.0197343-6.34763e-17j 0.0157612+2.30706e-16j -0.00844786-6.49399e-17j 0.0104132-8.288e-15j 0.0148672-2.85046e-15j 0.00228815-1.76499e-15j -0.0032682-6.87639e-16j 0.000495386-5.6382e-16j 0.00936685+7.91422e-16j -0.00277015-2.37689e-15j -0.027519-3.59219e-16j -0.0218882-3.84361e-15j -0.0185055+6.3876e-16j 0.0165149+2.61008e-15j 0.0156819-6.80055e-15j 0.0123558+9.4795e-16j 0.0199069-2.37422e-15j -0.0298888-7.37406e-16j 0.00854037-8.02651e-16j 0.0227417-6.93288e-16j -0.0383855+2.47534e-15j -0.0152064+3.45259e-16j -0.0263893-4.25341e-15j -0.0150478-1.68962e-14j -0.00680815-1.63585e-14j 0.0248259+1.13988e-14j -0.0524162+1.05142e-14j -0.0333474-7.53742e-14j -0.043575-6.53056e-16j 0.0294766+1.23862e-15j 0.0104072+1.28746e-15j -0.0217159+5.40243e-17j 0.147777-2.12648e-15j -0.000703028-2.0226e-15j -0.0146637-1.48692e-15j 0.00355059+7.2242e-16j 0.0056041+4.35846e-16j -0.0410992-3.19932e-16j -0.0605227-1.79734e-15j -0.031601+5.25956e-16j -0.0860876-1.61892e-15j -0.016569-3.82517e-16j 
0.00171249-1.57737e-15j -0.0200675-9.10228e-16j -0.0274193+2.13476e-16j 0.0351575+5.88015e-16j -0.00737586-3.2302e-16j -0.0173821-9.75558e-16j 0.0291943+6.32311e-17j -0.00706635+5.164e-16j 0.0269295-4.15553e-16j 0.0362954+8.52407e-16j 0.00932097+1.43182e-16j 0.0209993+5.35892e-16j 0.0418998+1.13992e-16j 0.0253404-3.90592e-16j 0.0176182-1.46337e-15j -0.0118015+2.91297e-15j 0.0110724-7.60032e-16j 0.0117676-1.16798e-14j 0.0249473-4.55799e-15j 0.0300319-2.71583e-15j 0.000284748-1.73366e-15j 0.0137112-9.96779e-16j 0.0265958+1.12692e-15j 0.00761985-9.23147e-16j -0.0322554-2.71013e-16j -0.0146538-2.36773e-15j -0.0313478+7.05552e-16j 0.0187797+1.09275e-15j 0.000648367-3.3444e-15j 0.0307932+5.40533e-16j 0.028227-7.28233e-15j 0.000575924-3.61746e-15j -0.00944759-2.20908e-15j 0.0141044-4.05401e-17j 0.00422493+9.84444e-16j -0.0366033-7.2585e-15j 0.00542951-2.47728e-15j -0.0424025-1.59401e-14j 0.0219728-1.31721e-14j -0.0364786-2.06344e-14j -0.0464599-1.22987e-14j 0.0196539+7.64352e-14j -0.0476564-7.7575e-16j 0.0269029-7.10477e-16j 0.00322809-1.25551e-15j 0.0520365-8.95377e-16j 0.016927+3.10105e-16j -0.125954+5.84881e-16j 0.0328649+1.17594e-15j -0.024855-3.26914e-17j 0.0231255-7.38573e-16j -0.013881+2.61718e-17j 0.0330804+9.37923e-16j -0.0925267-4.08505e-16j -0.000392979+1.89711e-15j 0.051351-5.81595e-15j 
-0.0662907-3.72307e-14j 0.0178203-7.65451e-15j -0.0784919-1.98123e-16j -0.034868-2.42533e-16j -0.0571499+2.72023e-16j 0.00746469-5.37122e-18j -0.0257962-2.33353e-16j 0.0113893-2.91906e-18j 0.00540318-1.12078e-16j -0.0210782-1.39363e-15j -0.0445197+9.41986e-16j -0.0085124+3.26239e-16j -0.00537049-6.61777e-16j -0.00924288+3.11151e-16j 0.0205278-6.19539e-15j -0.0425064+1.01732e-14j 0.0102249+2.50427e-15j 0.00215259-3.9068e-16j 0.0032207-3.43951e-15j 0.0505619-2.84342e-15j -0.0191141-1.24449e-15j 0.000672664-1.08428e-15j 0.00202376+4.61267e-16j -0.00545389-2.30234e-16j 0.00879527-1.59548e-15j 0.0174836+1.91544e-15j 0.0179178+2.08902e-15j 0.00979827-2.71304e-15j 0.00339939+1.21439e-15j -0.035157-5.90933e-17j 0.0216851-1.18295e-14j 0.0309496-6.256e-15j 0.0170933-4.03581e-15j 0.0117616+7.31208e-16j 0.00516267+4.63032e-15j -0.0810838-1.45229e-14j -0.0301145-4.00085e-15j -0.0333603-2.29596e-14j 0.00776704-1.80658e-14j 0.0104477+3.69561e-15j -0.0379812-5.5922e-15j 0.0115809+4.82205e-14j -0.0160291-3.34588e-15j -0.111058-2.8186e-16j -0.0759087+5.11946e-16j -0.00408869+1.86959e-16j 0.0498421-2.14507e-15j -0.0471387-1.40457e-15j 0.159848+2.40146e-15j -0.00690435+6.85381e-16j -0.0135077-1.34441e-16j -0.0221534+1.06383e-15j -0.0697979+3.23222e-16j -0.0365094+1.00751e-15j -0.0116525+1.90806e-15j 0.0305025-4.48715e-15j 
-0.0345641-3.12832e-14j -0.0899819-7.37804e-15j 0.0357873+2.48746e-16j 0.0786571+2.31107e-17j 0.0100578+1.78888e-16j 0.0162793+1.34391e-16j 0.0513459+3.2805e-17j -0.0150822+3.94464e-16j 0.0436231+2.99208e-16j -0.00129899-7.35735e-16j 0.0275641+5.7764e-16j 0.0346637+4.86052e-16j 0.0428519+1.87175e-16j 0.00750654-3.89496e-16j 0.0239523-1.71463e-15j 0.00782802+4.07303e-15j -0.023345+4.47212e-15j 0.00441135-7.27912e-15j 0.0374127-1.27498e-15j -0.0160126-7.97456e-16j 0.000771217-1.74645e-15j -0.00717258-1.43947e-15j 0.0510738+8.20153e-16j 0.0103456-3.78806e-15j -0.0406659-1.77055e-15j -0.00838241-1.26258e-15j -0.0243546+1.27302e-15j -0.035069-1.6943e-15j -0.00229272-4.12312e-15j 0.0340918-9.31812e-16j 0.0211341+3.31384e-17j -0.041944+1.29565e-15j -0.031189-1.24523e-15j 0.046689+3.54509e-16j -0.0100864-1.24644e-16j 0.00394929-6.24834e-16j -0.00350109-3.11985e-15j -0.0451239-2.21878e-15j 0.0477432-8.82818e-16j -0.00957857-7.97659e-15j -0.0711407-7.16449e-15j 0.00611092+4.79644e-14j -0.0160605-6.14519e-16j 0.141775+1.10833e-15j -0.0941769+8.94672e-16j 0.0504859-1.53629e-15j 0.046766-9.07826e-17j -0.00819889-3.31591e-16j -0.030769-2.81664e-16j 0.265718+6.00873e-17j -0.00185772+7.74487e-16j -0.00133351+5.76821e-16j 0.030658+2.67483e-17j -0.0346999-1.64402e-16j 0.0689988+1.04621e-15j 0.0115503+2.91349e-16j 
0.0537748+2.55376e-14j -0.0453926+4.72333e-15j 0.0213247+6.73437e-16j -0.0487317+3.16732e-16j -0.0500151-8.80154e-16j -0.0339376-8.32698e-16j 0.0123463-1.12476e-16j 0.0319836+5.66355e-16j -0.00267865+3.03599e-16j 0.0190089+2.56423e-16j 0.010055-2.99802e-16j 0.0158641+4.63885e-16j -0.00562359-2.31039e-16j -0.0154339+2.42072e-16j -0.0111266+5.31533e-15j 0.0142212-7.84598e-15j 0.0297993-8.22761e-15j 0.0109341-1.25774e-14j 0.0240532-4.75783e-15j 0.0212038-2.58279e-15j 0.0078326-1.75519e-15j 0.00137668-3.35049e-16j -0.00756637+4.12764e-16j 0.0125069+2.07639e-15j -0.0111506+1.19774e-15j -0.0253251-2.67882e-15j -0.000454049-1.40103e-16j 0.00318301+1.78799e-15j 0.0104758-6.25703e-15j -0.00763914-2.18713e-15j -0.0276439+6.93375e-15j 0.0172231+2.49312e-15j -0.0056736+4.35977e-16j -0.00250774+1.57662e-15j 0.005076+1.1865e-16j 0.00283853-4.1013e-16j 0.00666461-2.11978e-15j 0.0262561-1.05203e-14j -0.0439299-1.03847e-14j -0.0571297-3.03117e-14j -0.0210323-2.56042e-14j 0.053932+1.64168e-13j -0.046876+3.77363e-19j 0.018441+8.73665e-16j 0.0731674-1.58852e-15j -0.0839277-3.81269e-15j -0.0491997+2.50641e-15j -0.026309-1.36629e-15j -0.0409396-1.20976e-16j -0.0284317+5.67394e-16j 0.299763-9.89668e-15j -0.00464552-4.48798e-15j 0.0151707+1.09794e-15j 0.0374918+5.26891e-16j 0.0300361-8.95177e-16j -0.0811348+8.96121e-15j 
0.0423453+2.44423e-14j 0.000925191+5.54338e-15j -0.0143989+2.35046e-16j 0.0348385+2.9531e-16j 0.0672561-1.84332e-16j -0.0443824-1.3895e-16j -0.000200588-5.6439e-17j -0.0471504-3.2088e-17j -0.0228408+5.51177e-16j 0.00360707+9.44496e-16j 0.0551817-2.01853e-15j 0.00135794-3.51071e-16j 0.0243606+8.56351e-17j 0.0180184+3.28672e-16j -0.0291079+3.71307e-15j 0.00938832-6.25879e-15j 0.00246781-2.64158e-15j 0.00145904+4.59009e-17j -0.0177877+2.63157e-15j -0.0436944+2.79948e-15j 0.0306041+1.50814e-15j 0.00678588+8.538e-16j -0.0100051+1.49894e-16j -0.00675849-8.79261e-16j -0.00910355+1.41128e-15j -0.00261671+8.97212e-16j -0.0354685-2.5533e-15j 0.00114129+2.47232e-15j -0.0261309+9.94723e-15j 0.043179+3.00252e-15j -0.0151755+8.41795e-15j -0.0209132+4.49127e-15j 0.00832001+4.51483e-15j -0.0201186-6.20197e-16j -0.003804-3.22368e-15j 0.056787+9.25979e-15j 0.0426398+3.74518e-15j 0.010732+1.16149e-14j -0.00326522+8.78457e-15j 0.00459501+3.52189e-15j -0.00706117+2.28697e-15j -0.00948987-2.4279e-14j -0.0855846+2.55728e-15j 0.0547228-9.2354e-16j 0.0123431-6.95021e-16j 0.113711+4.29475e-15j 0.0433911-1.05459e-15j 0.104149+1.70072e-15j -0.0445669-1.58735e-16j 0.00735396-4.223e-16j -0.0286876-3.85469e-15j 0.372016-1.04636e-15j -0.0332828+1.47637e-16j 0.0311543-5.79061e-16j -0.0538611-6.37039e-16j -0.0413476+3.90817e-15j 
0.0124955+1.87571e-14j 0.0948969+5.03753e-15j -0.0119371-6.66424e-16j -0.0707847-4.304e-16j -0.0432457-4.52415e-16j 0.0515643+1.46611e-15j -0.0530645-4.44102e-16j 0.0396846-9.46303e-17j -0.0138774-8.51277e-16j 0.00642034+1.77304e-16j -0.06663+5.0713e-16j -0.0371899-1.84365e-16j -0.0422858-1.53035e-17j -0.0142638-5.69333e-16j -0.00183063+4.38505e-16j -0.00432335+7.67695e-17j 0.000868612+3.42673e-16j -0.0125805+1.21252e-14j -0.0218015+7.21535e-16j 0.0284222+5.65389e-17j -0.0133337+1.12396e-15j 0.0106751+2.27704e-15j -0.0157781-1.97065e-15j 0.00885543+5.22641e-15j 0.0255752-2.08252e-16j 0.0143409+1.38548e-15j 0.0292018+1.28808e-15j 0.0134642+5.31724e-17j 0.0252331-7.81748e-15j -0.038952-1.91222e-15j 0.0112745-6.1929e-15j 0.0365864-3.68388e-15j 0.00664227-1.18456e-15j -0.0264552-6.80575e-16j -0.00151114+1.08213e-15j -0.0168611-2.07402e-15j 0.00357848+1.21264e-16j 0.00330205-1.65582e-14j -0.0298014-1.59454e-14j 0.00723623+4.22124e-15j -0.00982752+1.10015e-14j -0.0281147-7.77397e-14j 0.0286168-8.74171e-16j -0.0941218+1.2423e-16j -0.000241267+9.17081e-16j -0.0371659+6.12992e-16j 0.0212893-1.41986e-15j 0.0432212-2.09058e-15j 0.261581+5.70935e-15j -0.0583721+1.59035e-15j 0.0288238-1.71173e-16j -0.0515129+1.48846e-15j 0.42235+3.28646e-15j 0.0701607+4.62037e-15j -0.0529875+7.96069e-16j 0.0242349-4.00975e-15j 
-0.0904466-5.29268e-14j 0.00812986-1.05389e-14j -0.0582938-3.83733e-16j 0.0107155-5.1724e-16j -0.0299672-6.21159e-16j 0.000584074+2.14383e-16j 0.0212666-2.08702e-16j -0.0468691-1.06133e-16j -0.0232163-5.03353e-16j -0.0275501-1.17918e-15j 0.0013836-8.58275e-17j 0.019847+5.12569e-16j 0.0526476-1.57945e-16j 0.000233695+7.48663e-17j 0.000333351-3.52296e-16j -0.0185484+1.80847e-15j 0.0193217-1.20749e-15j -0.0136091+6.61822e-15j 0.0120308-8.32473e-16j -0.00830967-1.02491e-15j 0.0523601+4.39747e-16j 0.00562546+2.04605e-15j 0.0169993-2.11902e-15j 0.0202067+2.47808e-15j -0.0362325-1.99094e-15j 0.0178312+4.07062e-15j -0.0339057+8.49017e-16j 0.000891974-6.64154e-16j -0.013045+4.53412e-15j 0.0105231+1.85328e-15j 0.0314234-8.10995e-15j -0.00738117-2.75753e-15j 0.00786786-7.56138e-16j 0.027093+1.03084e-15j 0.00944305+1.45391e-15j -0.0182495-5.98394e-15j 0.0379195+3.02982e-15j -0.0354807-6.2064e-15j 0.0222453-7.40418e-15j -0.0131361-7.63296e-15j -0.0555431+1.68045e-15j -0.013497-1.68921e-14j -0.0308201-1.40946e-15j 0.023503-1.38916e-16j -0.0650398-2.21334e-16j 0.0365307-1.29661e-15j 0.0801949+1.2806e-16j -0.107336-1.99942e-15j 0.0574067+3.81585e-15j 0.213774+1.10717e-15j -0.0168169-1.03661e-15j 0.204219+8.05895e-16j -0.0911316+2.96249e-15j 0.472948+3.80503e-15j 0.0203368+8.5302e-16j 0.0451729-4.13205e-15j 
0.0989796+3.39814e-14j -0.0300051-1.57178e-14j 0.0336703+1.86758e-14j -0.0729336+2.0104e-14j -0.00397617-3.74205e-15j -0.0269841-9.00748e-15j -0.0632026+2.08728e-14j 0.0407715+8.92932e-15j -0.0106004+7.32835e-15j 0.00446388-2.54073e-15j 0.0161633+2.46137e-15j -0.044874+1.50559e-14j -0.0475502-5.33645e-15j -0.00583901-8.76512e-15j -0.0192786+6.28942e-15j 0.0113701-3.40414e-15j 0.00506101-2.50163e-15j 0.0251763-1.27488e-14j -0.0283687+4.84964e-15j 0.00852102-4.06536e-15j -0.00045466-4.04091e-15j 0.0118494-1.17263e-14j -0.033189-9.30066e-16j -0.00610033-5.05354e-15j 0.00644931+3.76267e-15j -0.0091151-1.0105e-14j -0.0109837+9.00812e-15j 0.0149054+2.12718e-15j 0.0177628-1.22845e-14j 0.00686023-6.50435e-15j 0.00297502-1.32295e-14j 0.0177372-3.60074e-15j -0.0047094-2.19554e-15j -0.0117154+1.47621e-15j -0.0401867+4.7471e-15j -0.0055236+9.65395e-15j 0.00447448+8.22198e-16j 0.0156096+1.35002e-14j -0.010472+9.11905e-15j -0.001566-1.75167e-15j 0.00523151+1.20179e-14j -0.0278877-7.13778e-14j -0.0214557-2.09924e-15j -0.0237259+1.03581e-14j 0.0448243-7.20805e-15j -0.013941-1.29085e-14j 0.0389976-1.00556e-14j 0.0213163+8.9211e-15j 0.0328777-2.12821e-14j -0.0918259+9.25273e-16j -0.0236086+3.01914e-14j 0.0365103+4.78209e-15j 0.279571-3.96416e-14j -0.0289367-8.50176e-14j 0.650141-2.06023e-14j -0.198586+2.64349e-13j 
-0.0298934+2.63441e-14j -0.0989413+6.84628e-14j 0.0718854-5.05406e-14j 0.0379493-5.52315e-14j -0.0123208+9.17686e-15j -0.0356997+2.1235e-14j 0.0429932-5.677e-14j 0.0441617-2.4858e-14j 0.0190681-1.88374e-14j -0.00985091+9.10964e-15j 0.0165593-9.3216e-15j 0.0332852-4.17586e-14j -0.0369942+1.64198e-14j -0.0281388+2.24155e-14j 0.000756264-5.40396e-15j 0.0115776-9.90224e-15j 0.00434619-4.30364e-15j 0.0166771-1.97015e-14j 0.0114361-2.05497e-14j -0.0114723+1.20888e-14j -0.0144344+1.0194e-14j -0.0367532+3.21182e-14j -0.0137858+3.99567e-15j -0.0229556+1.19279e-14j 0.0102616-6.94362e-15j -0.0286468+1.72508e-14j 0.0250699-2.5797e-14j 0.004838+8.71383e-16j -0.00483011+1.36806e-14j -0.0147081+1.42752e-14j -0.0394492+4.4742e-14j 0.00216508+8.4117e-15j -0.00873244+6.78803e-15j 0.00446438-6.71488e-15j -0.00737315-5.99108e-15j 0.0198764-1.57322e-14j 0.000413844+3.32054e-15j 0.0320563+6.60811e-15j 0.0116539+1.49586e-14j -0.00468184+1.23956e-15j 0.00333353-1.18048e-14j 0.0266587+4.33495e-14j -0.0151018+5.606e-15j 0.0253699-2.85823e-14j -0.00491041+1.80049e-14j -0.0491922+3.62414e-14j -0.0123618+2.2693e-14j 0.0378062-2.57119e-14j -0.0570642+5.78398e-14j -0.0302517-3.06597e-15j 0.0830696-8.16264e-14j 0.0271351-1.22882e-14j -0.0258796+1.09118e-13j -0.28341+2.32139e-13j 0.199065+4.84914e-14j 0.651854-6.84677e-13j 
