2.22109-1.94809e-11j 0.226717-4.42333e-12j -0.651811+3.47066e-13j 0.25973-2.30153e-13j 0.0755905-2.64605e-14j 0.15762-8.40036e-14j -0.012852-3.55626e-15j -0.0473221+2.94364e-14j -0.0475349+3.12499e-14j 0.0289113-1.2135e-14j -0.0686067+4.71962e-14j 0.0167539-6.05258e-15j 0.0247508-1.49377e-14j -0.0165511+6.07763e-15j 0.0189997-7.62251e-15j 0.0171791-1.65606e-14j -0.0326807+1.81335e-14j -0.0284984+6.80677e-16j -0.0056348+2.32267e-15j -0.0255962+1.11664e-14j -0.0111611+9.79057e-15j -0.0183473+9.30489e-15j 0.00919084-7.02167e-15j -0.036882+6.15925e-14j 0.00820215-6.70889e-15j -0.0162344+1.80812e-14j 0.00167349+2.18408e-15j 0.00908934-1.0202e-14j 0.0169179-8.25395e-15j -0.00281053+3.89968e-15j 0.0129203-7.05564e-15j 0.00522947-1.35158e-14j 0.0186142-2.74552e-14j -0.0174145+4.4073e-14j 0.00726465-9.00453e-15j 0.00997903-6.19899e-15j -0.00317258+6.94757e-16j 0.0237115-1.57084e-14j 0.0288299-1.91e-14j -0.000816655+1.34665e-15j -0.00662787+6.12824e-15j -0.0202206+1.26592e-14j -0.00769922+6.96767e-15j 0.0160538-2.75721e-14j 0.0174464-8.66084e-15j -0.0262521+1.10614e-14j -0.0145682+9.87929e-15j 0.00642323-8.008e-15j 0.00156621-2.51565e-15j 0.00571403+4.79639e-15j 0.0372495-2.62966e-14j 0.0120186+2.36439e-15j -0.00382653+5.15645e-15j 0.0130153-7.19723e-15j 0.0250546-1.99828e-14j -0.011816+2.3473e-15j 0.0426269-1.78477e-14j 0.0257536-1.3963e-14j 0.00227628-6.18898e-15j -0.00910115-1.17032e-14j -0.00458016+3.02731e-15j -0.00392484+3.19721e-15j 0.0109021-8.51566e-15j -0.00703806+3.15979e-15j 0.0496502-2.49476e-14j 0.039059-2.83407e-14j 0.000677556-5.22422e-15j 0.0255114-1.24223e-14j -0.00086685+2.27617e-15j -0.0420286+2.15488e-14j -0.0413838+3.03004e-14j 0.0200639-4.69872e-15j 0.0330564-1.75142e-14j 0.0322548-2.54983e-14j -0.0521552+2.74868e-14j 0.0434863+8.20873e-14j -0.0514597-4.14135e-13j 
0.0111518-4.15701e-14j -0.0272179-8.04391e-15j -0.00291807+3.05379e-17j -0.0051471-1.24308e-15j 0.0170004-2.22851e-15j 0.00997902-1.41439e-15j -0.0523096+2.96814e-15j -0.000424807-5.75262e-16j -0.039816+2.04221e-15j 0.00969399-3.83249e-16j -0.00658356+3.76508e-15j 0.0414277-1.52086e-15j -0.0473586-3.67016e-15j 0.0089347+7.60655e-15j 0.0428682-2.16079e-15j 0.0370214-1.08681e-14j 0.00428239-1.11979e-15j -0.0251231-2.73707e-14j -0.00274461-3.16496e-15j 0.000691867-1.98162e-16j 0.0623812+4.51131e-15j 0.0512872-9.37371e-15j -0.127665-9.49549e-15j -0.00519719-1.48926e-14j 0.0423412-1.27962e-15j 0.00039598+1.46637e-15j -0.133625+2.4731e-15j -0.097347-4.61234e-15j 0.0569682-3.67848e-15j 0.0981972-3.04987e-14j 0.0360704-1.62115e-14j -0.0994414-1.12046e-14j 0.0968538-6.05761e-14j -0.0811953+1.79896e-13j 0.0365459-3.66943e-15j 0.084174-7.78445e-15j -0.0734154+2.67993e-14j 0.313847+4.24281e-14j 0.361704-4.57531e-14j 0.180396-5.4319e-14j 0.209693-1.64456e-14j -0.205701+7.15729e-14j -0.322361+2.25567e-14j 0.0987661-1.26759e-13j 0.362697+1.73581e-14j -0.576463-1.15728e-13j -0.12632+3.64907e-15j -0.358211+9.26259e-14j 0.495373+4.47676e-14j 0.393051+1.223e-14j 0.526584-6.20752e-14j -0.175501-7.54078e-14j 0.194897+2.38981e-15j -0.0797057+1.72542e-14j -0.292418-1.62854e-14j -0.485261-3.20248e-14j 0.226915+1.88396e-14j -0.0395703+1.25207e-14j 0.0668166-2.52118e-14j 0.0911259+1.5448e-13j -0.0447928+2.98291e-14j 0.0534798-2.34939e-14j -0.0602955-3.69362e-15j 0.0312416+2.50523e-15j 0.093537+8.28781e-15j -0.101084+1.46973e-15j -0.0580756+3.22394e-16j 0.0501196+1.82152e-15j 0.0325601-3.68742e-15j 0.0193071-1.55107e-16j 0.043821-2.25596e-15j 0.0140288-4.39276e-15j -0.0228499+9.81156e-16j -0.0351603-7.63996e-16j 0.013626-1.91828e-15j -0.00236648-1.01112e-14j 0.00607115+4.76105e-14j 
-0.0293888+2.45469e-13j -0.00653728+5.52926e-14j -0.00277174-4.47349e-15j -0.00934914-1.9643e-15j 0.0171561+2.2612e-16j 0.0104018-1.84328e-15j -0.0108407+7.18389e-17j 0.00253327+1.15136e-15j 0.0339892+2.50264e-15j -0.00459176-3.17963e-15j 0.0175246-4.13542e-15j 0.0403292+1.75485e-16j 0.0267773+1.57385e-15j 0.00885604-5.67235e-16j 0.0270732-3.65193e-15j -0.0316171+1.29203e-14j 0.0929821+1.94074e-14j 0.0892649+7.50233e-14j 0.057174-2.20743e-15j -0.0110924-6.35051e-15j -0.0331711-1.31839e-14j -0.0106196-2.38095e-15j 0.11974+8.9085e-15j -0.00415973+1.0045e-14j 0.0971153-1.08265e-14j -0.0561227+3.98197e-14j 0.112101+2.60182e-14j 0.0587467-1.83318e-14j 0.0930613-7.33356e-15j 0.00222281-3.29338e-14j -0.0109903+7.4404e-15j 0.205034-1.22931e-14j -0.0147116-5.78691e-14j 0.129948-2.22924e-13j 0.0117564+4.51741e-14j -0.022933+1.97132e-14j -0.111837+2.60004e-14j -0.344081+2.8032e-15j -0.157262-7.70575e-14j 0.192608-3.90298e-14j 0.391424-2.70417e-14j -0.0612291+2.02098e-14j 0.134691-5.90248e-14j -0.233603+2.38639e-13j 0.114189+1.73382e-14j 0.394311+9.46063e-14j 0.132398-3.23599e-14j -0.279954+7.43785e-14j -0.796596-2.04212e-14j 0.130961+7.93545e-14j 0.433619-8.30504e-14j -0.274662-2.12461e-13j -0.0975214-3.69194e-15j -0.629294-7.84412e-14j -0.697972-3.38892e-15j 0.339263+6.57105e-14j -0.215452-2.63141e-14j -0.471715-7.35434e-14j -0.209889+2.9265e-14j -0.105688-1.46526e-13j 0.126185-8.00708e-15j 0.0287729-1.15206e-14j -0.0876332+1.90302e-14j -0.0267242+1.39343e-16j -0.103312-4.00971e-15j 0.0282469+6.28023e-15j 0.00740299+7.67738e-15j -0.0663818-1.82663e-14j -0.0158103-7.70169e-15j 0.000245107-7.13135e-15j -0.00551505-4.37775e-16j 0.00218732-2.55263e-15j -0.00385088+2.60296e-15j -0.00128105-2.35127e-16j 0.0113485-8.55128e-16j -0.0329707-2.42579e-14j 0.00617695+1.00087e-13j 
0.0047484-4.91827e-14j 0.0055217-1.38202e-14j -0.048876+6.02655e-15j -0.0113772+2.34692e-15j -0.0315905+8.74913e-15j -0.00863613+2.45996e-15j 0.000933023-4.36047e-15j 0.0329355-4.14274e-15j 0.0297281+2.03759e-15j 0.0148835-5.09608e-15j -0.0633074+7.7245e-15j -0.014335+6.24253e-15j 0.0517184+2.16042e-15j 0.00466726-6.84831e-15j -0.118341+1.83903e-14j -0.0322701+7.29319e-15j 0.0626536+1.31578e-14j 0.111543+5.69699e-14j -0.0328204+1.09935e-14j -0.00885122-6.82809e-15j -0.065536-6.2057e-15j 0.00291013+2.41455e-14j 0.0712765+1.34714e-14j 0.0549446-6.47904e-14j -0.0745748+2.59408e-14j 0.0276902-2.67185e-14j 0.167915-2.9194e-14j 0.0117626-2.51679e-14j 0.0463944+1.56257e-14j 0.0086116+8.63227e-15j 0.0708942+1.75249e-15j 0.0740871-6.39515e-15j 0.0399992-5.89742e-14j -0.0303925+1.11742e-13j 0.171916-3.21482e-14j -0.0461876-1.86928e-14j -0.0291067-1.90841e-14j -0.100866-1.25892e-14j -0.146063+6.14802e-14j 0.02882+6.9163e-15j -0.276047+9.79681e-14j -0.121044+3.57299e-14j -0.302921+4.7148e-14j -0.081296+2.15286e-14j -0.0207411+5.29562e-15j -0.78757-8.60888e-14j 0.347529+1.53953e-14j -0.196127+1.51734e-13j -0.085537-2.22089e-14j 0.0157379-1.42521e-13j -0.899423+3.15088e-13j -0.29527-1.6336e-13j 0.462002-1.81355e-14j 0.0833013-6.88564e-14j -0.0290802-3.26698e-14j 0.322634-3.83603e-14j 0.446522-4.27672e-14j -0.406584+2.50271e-14j -0.0150934-1.09186e-14j -0.138853-1.89843e-13j 0.146431-2.47067e-14j -0.262966+4.65933e-14j 0.252992-2.33904e-14j 0.0471123-2.5136e-14j 0.0383869-1.14454e-14j 0.0428901-4.01267e-15j 0.076273-1.70814e-14j -0.0412389-4.79636e-16j -0.0908648+1.95166e-14j -0.104538+1.97804e-14j 0.00317573+2.37071e-15j -0.0118891+5.18136e-15j 0.0477258-8.62142e-15j 0.00610706-2.0884e-15j -0.0127423+5.27412e-15j -0.00140064-2.84501e-14j 0.0154924+1.14058e-13j 
-0.0107267+9.2289e-14j -0.00252722+2.26017e-14j -0.0012174-1.52325e-17j -0.00644034-1.34329e-15j -0.0266379+5.17647e-15j 0.0455139+1.05697e-15j -0.0104979-2.83919e-15j 0.0541116-4.33009e-15j 0.0806436-1.12268e-14j 0.0105748-2.89032e-15j 0.0103125-3.56425e-15j -0.0112237+4.37509e-15j -0.017581-2.62099e-16j -0.0216306-4.22082e-15j -0.117012+1.7629e-15j -0.0594386+2.621e-14j 0.0230564-2.07235e-14j 0.0281827+1.29187e-14j 0.00481887-4.29393e-15j -0.00262736+1.43443e-14j 0.0513756+5.30397e-15j 0.00597544-9.50538e-16j -0.0216961-1.15481e-14j 0.0267382-2.88035e-14j -0.0279401+1.0722e-14j -0.00511974-2.32837e-15j 0.0629365+4.13186e-15j 0.00667319-3.57503e-14j 0.11444-1.09107e-14j 0.00419106-1.31402e-14j 0.0694218-1.72499e-14j -0.000576657+7.67953e-15j 0.00216035+1.94878e-14j -0.0798592+1.75948e-13j 0.0604525+2.26438e-15j 0.11595+1.66269e-14j 0.194181-4.11495e-14j -0.0461228+7.36547e-15j 0.0880382+1.2192e-14j -0.0460064+1.97179e-14j -0.0282348-3.46331e-15j 0.0683903-4.26181e-14j -0.10994-9.23537e-15j -0.132091+1.20392e-13j 0.312388-8.26925e-14j 0.120023-1.46129e-16j -0.162236+3.63373e-15j -0.126247-4.17124e-15j 0.166209+1.22223e-14j -0.0484419-5.32769e-14j -0.366413+9.25658e-14j 0.482242+2.23828e-13j 0.811956+1.6535e-15j 0.544515-7.02061e-14j -0.00274263+3.31193e-14j -0.53578+4.8088e-14j -0.681047-4.60159e-14j -0.507338-4.13105e-14j 0.303787+1.76363e-15j -0.653846-8.31343e-13j -0.106564-3.56937e-14j -0.0858117+3.9452e-14j 0.281232-2.54506e-14j 0.0360709-1.14454e-14j -0.062689+1.58834e-14j -0.0285937+7.63489e-15j 0.0751441-5.49847e-15j -0.105062-5.06928e-15j -0.0182777+1.4394e-14j -0.0382686+3.26136e-15j 0.0014622+2.1809e-15j 0.00243967+2.54918e-15j 0.0555335-2.71517e-15j 0.00331559+7.2603e-16j 0.0426437-3.67992e-15j 0.0060101-4.67923e-15j 0.0035137+1.34666e-14j 
0.014591-1.31314e-13j 0.0027348-8.84833e-15j -0.00697885+1.7409e-14j 0.0298685-1.7249e-14j -0.00993104+7.33916e-15j 0.0283312-1.48139e-14j 0.0387674-2.18623e-14j -0.00624286-1.40438e-14j 0.0369969-4.06761e-14j 0.0247864-1.45918e-14j -0.0204098+1.12971e-14j -0.0344848-4.84455e-15j 0.0846246-4.26559e-14j -6.88167e-05+3.26178e-14j -0.00711403-2.18526e-14j -0.0326464+1.7653e-14j 0.00952758+1.35557e-14j 0.0240872-1.98894e-14j 0.0190124+2.84046e-14j -0.0319197+4.72017e-14j -0.0699622+1.12209e-14j -0.0127644-1.71856e-14j 0.108938-8.37534e-14j 0.0169554-1.98446e-14j -0.0974192+1.12124e-13j -0.0163724+5.34002e-14j 0.0667981+4.85276e-15j 0.00456323+2.41155e-14j -0.0237403-2.18557e-14j -0.00475602+1.6312e-14j 0.0517738-6.66629e-14j -0.00915231-6.27917e-14j 0.0296253-6.02345e-14j -0.0299947+9.85827e-14j 0.000100598-1.33625e-14j 0.0835057-1.10817e-13j -0.00922243+3.09926e-14j -0.0231287-1.61774e-13j -0.1272+8.88663e-14j -0.0543512+8.16883e-15j -0.21925+2.33432e-13j 0.0918107-1.22238e-13j 0.100652-3.74678e-14j 0.105545-1.55887e-13j -0.13251-2.3584e-13j -0.100853-7.86175e-14j -0.0604197+2.52205e-14j 0.0164253-1.22404e-13j -0.376838+2.532e-13j -0.2694-6.34661e-14j -0.143609+6.96518e-14j 0.270811-6.79892e-14j -0.430685+2.07327e-13j 0.318245-3.85647e-13j -0.43001-1.27207e-14j 0.243387+4.13376e-13j 0.184896-1.30799e-13j 0.667811-3.24947e-13j -0.201758+7.10928e-13j -0.759398-4.70405e-13j 0.293862-5.91243e-13j -0.23961-4.67606e-14j 0.0790753-1.9263e-13j 0.0330512+1.00889e-14j -0.074583+7.57727e-14j 0.0708487+4.76184e-14j -0.0289132+3.565e-14j -0.0133852+4.16594e-14j -0.0693785+5.80543e-14j -0.031163+3.03911e-14j -0.0536161-8.64376e-15j 0.0232786+8.96855e-15j 0.0162929-4.58975e-15j 0.00908556+1.35765e-14j -0.0218393+5.25265e-15j 0.0181792-3.76817e-14j 0.0188933+8.87607e-14j 
0.00140636+3.37811e-14j -0.0315142+2.6585e-14j -0.0210046+1.7416e-14j -0.00263099-1.72193e-14j 0.00699225+4.10341e-15j -0.0121441-1.44072e-14j -0.00873672-1.83557e-14j 0.0115834-6.48786e-15j 0.00571824-3.62926e-14j -0.00635996-1.36905e-14j -0.0006205+1.22556e-14j 0.0511381-8.48153e-15j -0.0211586-3.71088e-14j -0.0446569+2.49702e-14j 0.066296-2.86981e-14j 0.0234271+1.33699e-16j -0.0422955+1.83736e-14j 0.0255511-8.7714e-15j -0.0540865+2.02969e-14j -0.0525727+4.81368e-14j 0.0223937+2.54569e-14j 0.0619785-2.78521e-14j 0.0262584-8.38918e-14j -0.00876202+4.99785e-15j -0.0688617+1.10062e-13j -0.0527199+7.97759e-14j -0.0980061+2.44121e-14j -0.0323855+1.91141e-14j 0.0431928-1.23005e-14j -0.0321016+2.392e-14j 0.0257321-5.07966e-14j 0.0954522-7.96316e-14j 0.0294883-1.01993e-13j -0.00650545+3.32633e-14j 0.0029249-1.90115e-14j 0.0700068-9.67236e-14j -0.094204+7.31586e-14j 0.23517-1.58029e-13j 0.0391824+6.86596e-14j 0.0633945-9.83344e-15j -0.0905404+2.25699e-13j 0.0442293-1.10932e-13j 0.00846707-9.34223e-14j -0.0165715-3.68996e-14j 0.453068-2.35012e-13j 0.142011-2.44512e-15j 0.0329798+2.66907e-14j 0.243992-2.42843e-13j 0.00920345+2.4605e-13j 0.475831-1.9459e-13j 0.112239+1.08129e-13j 0.0286089-1.58708e-13j -0.0520448+2.40088e-13j 0.201548-3.67618e-13j 0.463798-5.0644e-14j -0.819864+3.82554e-13j 0.26453-1.9938e-13j -0.0695809-3.4892e-13j -0.966784+9.24678e-13j -0.149896+3.75341e-13j 0.391552-5.27704e-13j 0.302036-3.58407e-14j 0.14566-1.93759e-13j -0.0721543+2.87576e-14j -0.00767197+5.77262e-14j -0.152257+5.39993e-14j -0.0417081+4.59605e-14j -0.0338708+4.06896e-14j 0.00168926+5.4398e-14j -0.00151067+1.95371e-14j 0.0765685-1.23544e-14j -0.0366139+5.14235e-15j -0.0224183-4.77657e-15j -0.0293116+1.31192e-14j 0.00841179+7.6825e-15j -0.000514473-3.20243e-14j 0.0115153+6.68462e-14j 
-0.0107772+8.72222e-14j 0.002655+1.47869e-14j -0.0197944+1.08319e-14j -0.0099943+4.79679e-15j -0.00785+5.55745e-15j -0.0493829+2.05263e-14j 0.0205057-1.10802e-14j -0.0170329+6.5771e-15j -0.0366608+1.92008e-14j 0.00820525-9.01187e-15j -0.00545983+1.88445e-15j -0.0132268+5.59764e-15j 0.00499292-2.867e-15j -0.011505+4.89912e-15j 0.0338625-1.10889e-14j -0.0119409+1.13914e-14j 0.0127544-3.56844e-15j 0.0434492+1.81954e-15j -0.0321878+1.79473e-14j 0.0214763-1.19458e-14j 0.0140265-1.35972e-14j 0.049617-1.65352e-14j 0.0282042-1.60886e-14j 0.0306419-4.15614e-14j -0.00648531+9.42769e-15j -0.0306992+4.10174e-14j -0.0048391+6.23122e-15j 0.0311633-2.29886e-14j 0.0331575-3.16805e-14j 0.00573684-7.08545e-15j -0.0978684+5.06483e-14j -0.0219039+1.57731e-14j -0.00158759+6.5453e-15j 0.026324-6.46162e-14j 0.000479724+2.11491e-15j 0.0413841-1.94043e-14j -0.156875+1.03081e-13j 0.0797922-3.50828e-14j 0.0338717-3.26331e-15j 0.015481-6.73662e-16j -0.0232535+2.04689e-14j -0.171287+1.25253e-13j 0.0738769-7.19226e-14j -0.0624211+1.17967e-13j 0.281523-1.56891e-13j 0.105122-5.01224e-14j 0.270257-1.37866e-13j 0.0251868-9.69748e-15j 0.303739-1.56753e-13j -0.0514447+1.43303e-14j -0.265886+2.04378e-13j -0.0526299-1.15615e-14j -0.424376+2.05669e-13j 0.0360084-1.79095e-14j -0.0499975+2.6358e-14j -0.284794+1.30655e-13j -0.264345+1.20253e-13j -0.225632+8.29556e-14j -0.432014+3.56581e-13j 0.724243+7.47319e-13j 0.66809-4.85636e-13j -0.741177+4.00061e-13j -0.048851+2.00117e-15j 0.044212-3.60568e-14j -0.0521521+3.53252e-14j -0.00591038+1.15071e-15j 0.0397973-2.31411e-14j 0.0230232-4.29224e-15j -0.0283875+1.64884e-14j 0.0249918-1.2889e-14j 0.0134285-4.93451e-15j -0.0824477+4.69409e-14j -0.0168274+3.54231e-15j 0.00915312-5.46747e-15j -0.0157248+8.58468e-15j -0.00485899+4.76312e-15j -0.00328815-1.35519e-14j 
0.00348196-4.36465e-14j 0.0114207-1.79324e-14j -0.00845662-4.17919e-15j 0.00802811-5.71768e-15j -0.0353717+6.51139e-15j -0.00268415+1.25479e-14j 0.024062-4.54886e-15j -0.00963566-2.59658e-14j 0.000874173-1.62802e-14j 0.0501468-1.42342e-15j 0.0523006+3.9467e-15j -0.0236234+2.51541e-15j 0.0392427+5.00054e-15j 0.0283787+1.79553e-14j 0.0230427+4.80832e-15j 0.02988-2.35765e-14j -0.034907-1.14195e-14j 0.018232+6.76968e-15j -0.0109006+2.60512e-14j 0.088246-1.80815e-14j -0.0763733-3.29052e-14j 0.0306842+7.08961e-15j 0.0321456+2.041e-14j 0.0389115-5.94898e-14j -0.0489111+5.3933e-15j 0.0543719-2.7054e-14j 0.0587789+4.84659e-15j -0.0328056-2.83024e-15j 0.0162768-1.22319e-14j -0.0551564+4.84684e-14j -0.0336742+8.2562e-15j -0.0723425+1.97438e-14j 0.0436565-4.6077e-14j -0.0882195+1.50884e-13j -0.0905555+2.16552e-14j 0.0390551-1.8631e-15j 0.0685258-3.38416e-14j 0.115291-1.05629e-13j -0.0181022+1.82693e-14j 0.136731+9.28098e-15j -0.147059-2.93157e-14j -0.0393153-2.0889e-14j 0.144397+2.79614e-14j -0.229169+2.21732e-13j -0.0244679+1.27434e-14j -0.169619-1.41646e-13j 0.327417-1.25764e-13j -0.0526393-2.81546e-14j -0.10252-1.05956e-13j 0.018941-6.72771e-15j -0.193727+1.4647e-13j 0.00104236+1.23587e-15j 0.0216927-5.94395e-14j -0.4209+5.87108e-14j -0.40938+8.43959e-14j 0.133294+1.58281e-13j -0.0559981+1.52283e-13j 0.647418-4.68188e-14j -0.492318-1.13773e-13j 0.405146+4.156e-13j -0.833298+6.64968e-14j -0.402599-2.87417e-13j 0.667178-3.92859e-13j 0.148439-7.36413e-14j -0.101419+1.00248e-13j -0.0163302+1.67901e-14j -0.114748-2.65929e-14j -0.0703078-2.29542e-14j -0.105969+4.62635e-14j 0.00458791+1.86541e-15j -0.0858674-2.33332e-15j -0.0386989+2.76611e-14j -0.00424489+6.3806e-15j -0.00775234-1.00257e-14j -0.0465142-7.17657e-15j 0.0018764+2.15971e-15j -0.00469225-2.87889e-14j 
0.00779389-5.45314e-14j -0.0159624+4.30983e-14j -0.0132519+3.48067e-14j -0.0122403+4.05867e-14j 0.0105999-4.44524e-14j 0.0253669-6.97189e-14j -0.00818356+3.37242e-14j -0.0692207+1.97976e-13j -0.0454892+1.30675e-13j 0.00629998+1.71395e-15j 0.0238413-5.20828e-14j 0.00378607-2.17708e-14j 0.00305041+1.0957e-14j 0.0329215-8.39035e-14j 0.0189278-4.28523e-14j -0.0382019+1.21874e-13j -0.0208979+3.71313e-14j -0.00438195+2.14186e-14j 0.0490196-1.41099e-13j -0.0192911+7.89464e-14j -0.0570127+1.15109e-13j -0.0108077+5.33593e-14j 0.0434862-1.23741e-13j -0.0436725+1.96669e-13j 0.000532582-3.58634e-14j 0.0356626-9.73134e-14j 0.034904-7.71402e-14j -0.0107825+3.31594e-14j -0.0700165+2.00593e-13j 0.0857697-2.85363e-13j -0.0277011+7.13539e-14j 0.063409-2.2539e-13j -0.0368345+1.29049e-13j -0.006656+1.25138e-14j 0.0754615-2.40124e-13j 0.0179003-1.32273e-14j -0.0535146+1.87061e-13j -0.207862+6.87463e-13j -0.00783977-1.40629e-14j 0.0613181-1.6501e-13j -0.10534+2.17887e-13j -0.0983445+2.91559e-13j 0.200071-5.38165e-13j -0.0769616+2.22064e-13j 0.0500728-1.7771e-13j -0.210689+5.27374e-13j -0.240787+7.97593e-13j -0.21092+6.23312e-13j -0.257475+6.91034e-13j 0.10992-2.80196e-13j 0.254193-8.18196e-13j 0.0554838-1.08589e-13j -0.172865+4.69117e-13j 0.0684823-3.71026e-13j 0.198914-7.429e-13j 0.370514-1.00032e-12j 0.306421-8.52149e-13j -0.110765+6.60648e-13j -0.685086+1.90241e-12j -0.246155+4.59852e-13j -0.498934+1.25959e-12j -0.815926+2.20586e-12j -0.803487+2.58972e-12j -0.157205+5.04728e-13j 0.229417-7.36667e-13j 0.0237152-8.27725e-14j -0.110151+2.8149e-13j -0.0458788+1.01366e-13j 0.0790524-2.71765e-13j 0.0149705-4.13694e-14j -0.00973347-6.95261e-15j 0.0436277-1.44927e-13j 0.00819839-2.59151e-14j -0.0233992+6.56582e-14j -0.0245059+5.33223e-14j -0.0140016-3.79401e-15j 0.0244253+1.30159e-13j 
-0.0231201+1.82303e-13j 0.0016998+3.89739e-14j -0.00775519+7.40775e-16j 0.0162344+1.34368e-15j 0.023567+1.33073e-16j -0.0243928-3.42762e-15j -0.0177543+5.54555e-16j 0.00031562-1.78435e-15j 0.0150466+3.7711e-16j 0.0167204-1.64501e-15j 0.0503759-1.03967e-15j -0.000161581+1.63522e-15j 0.059942-1.39683e-15j 0.029208+4.26862e-15j 0.0599238+4.6152e-15j 0.0805608-5.69309e-15j 0.0477895+1.12811e-14j -0.0263592-2.84236e-14j 0.0440028-4.03336e-15j 0.0832024-3.78643e-16j 0.0224604-5.00003e-15j 0.0512995+1.81686e-16j 0.0184126+6.5068e-15j 0.0678255-6.6813e-14j -0.0394825+1.98931e-15j -0.00820833-1.03068e-16j 0.0131277-7.5608e-16j 0.00685319-1.5516e-14j 0.0701169-5.43778e-15j 0.0140345-2.25297e-15j 0.00814448-7.95443e-15j -0.0648949+1.45393e-14j -0.0080553+2.55373e-14j -0.0432993+4.69781e-14j -0.128939-1.17086e-14j 0.00206164-1.29459e-14j -0.081032+5.88857e-15j 0.112464+5.54551e-15j 0.0868764+7.52915e-15j -0.0497528-1.1564e-15j 0.00921318+7.02982e-15j 0.0783148-1.03639e-14j 0.0143421+1.68558e-14j -0.0255216+2.58773e-14j -0.141642+1.23949e-14j 0.0128975+1.41762e-14j -0.1119-2.82891e-14j -0.0907335+1.77691e-14j -0.0886427+2.13586e-15j 0.10504-3.01936e-14j -0.155849+5.75822e-14j 0.0615353+2.96604e-14j -0.113217-1.61873e-14j -0.274266+1.82368e-14j -0.511604-6.51882e-15j -0.185371-3.51472e-14j 0.0362313-4.60969e-15j 0.0708439+4.15851e-14j -0.20423+1.90906e-14j 0.0963334+1.38576e-13j -0.399927+1.00169e-13j 0.263775+1.7662e-14j -0.6345-1.78057e-14j 1.04838-1.43984e-14j -0.43848+3.26435e-15j -0.299604-1.20018e-14j -0.0370564-2.90276e-14j -0.00981341-4.80034e-15j -0.117747+1.55781e-14j 0.0494213+6.9132e-15j -0.0357013+8.05136e-16j -0.0127113+4.53149e-15j -0.106472-1.33713e-15j 0.0204336+2.00504e-16j -0.0108343+2.41739e-17j -0.0240024-5.551e-16j -0.00534307+3.05974e-16j 
0.0248548-1.41437e-13j -0.0323986-3.11203e-14j -0.0301458+3.20229e-16j -0.0405231-6.75857e-17j -0.029595-3.19603e-17j 0.000389813-2.05901e-15j -0.0383245-1.36473e-15j 0.0232398+6.44773e-16j -0.0409321+5.39453e-15j 0.0126458-1.21691e-15j -0.0703762-4.79235e-15j 0.02333-8.10982e-17j -0.020748+3.20342e-15j 0.0288598+2.18854e-15j -0.0653303+3.22713e-15j 0.0407851-9.30117e-15j 0.00263843-1.47305e-15j 0.0051893+3.44532e-15j -0.0281763-1.04312e-15j -0.0792265-4.36483e-15j -0.0245833-7.4833e-15j 0.0275429+3.64565e-15j -0.0130609-4.60871e-15j -0.0631703+5.81057e-14j -0.0409327-2.19153e-15j 0.0444781-2.6105e-14j -0.00258327-5.45205e-15j -0.0290124-6.9387e-16j 0.0188232+6.53336e-15j 0.0553495+3.02835e-16j 0.0331226+9.0046e-16j 0.0428861-1.85162e-14j 0.0240176-2.76604e-14j -0.0365708+1.02988e-13j 0.168355+5.47456e-15j 0.0476118+7.59822e-15j -0.0183439-1.49346e-15j 0.00249568-7.42201e-17j 0.00788089+8.14693e-15j -0.0616232+5.15229e-15j -0.0654266+7.86492e-15j -0.0619693+1.50331e-14j -0.17093+3.97778e-15j -0.0586596+2.49676e-14j -0.0262973+1.46955e-14j -0.151919-3.93355e-14j 0.0541257-4.8541e-15j -0.180367+6.78106e-14j -0.0668086+5.31751e-16j 0.0401867-2.73153e-15j 0.0313565+4.83616e-15j 0.21928+1.28608e-13j 0.190894+1.47852e-14j -0.126399+1.98041e-14j 0.0836026-1.22569e-14j -0.145092+6.41607e-15j 0.915056+1.01966e-13j -0.26834+4.63741e-14j 0.221319-4.42677e-14j -0.00167857+4.54409e-15j -0.186319+9.27678e-14j -0.28477+5.37037e-15j 0.375986+1.84724e-14j 0.384267+5.25527e-15j 1.23497-2.83189e-16j -0.227041+1.23051e-14j 0.0178977+1.55973e-14j 0.125063-8.21214e-15j -0.013984+8.41076e-15j -0.153938-7.79233e-16j 0.130749+1.18064e-15j 0.0313611-3.25761e-15j 0.0482055+3.33883e-16j -0.0730008+3.93007e-16j -0.00879883-6.4618e-18j -0.00474836-3.54097e-14j 0.0203758+1.56472e-13j 
