0.0901194-0.00430829j 0.0322141-0.00501481j -0.0111973-0.00211155j 0.139504-0.00250972j -0.0638282-0.00518881j 0.0533179+0.00233484j -0.0155135+0.00918431j 0.0150494+0.00159837j -0.025557+0.00444546j -0.0464935-0.00105941j 0.0322933-0.000308531j 0.0017305-7.56232e-05j -0.0236024-0.00190103j -0.0180683+0.00177135j 0.0419559-0.0043524j 0.00843685+0.00554592j 0.0290313-0.00544102j -0.0674768+0.0112106j 0.112989-0.0116201j 0.177477+0.00902865j 0.0122257-0.013319j 0.0092341-0.00240873j 0.0215943+0.00741512j -0.0450835-0.00203271j 0.0270063+0.00299309j -0.00257728-0.00391968j 0.0238139+0.000350255j 0.00248399-0.00221289j 0.0459589+0.00240152j 0.00610598+0.000641117j 0.00563397-0.000659603j 0.0090557-0.00290298j -0.0231296-0.000262347j 0.0283903-0.00378515j 0.0653692-0.00174147j 0.0660064+0.0137722j 0.106748-0.000789781j -0.0395807-0.0169767j 0.0323261+0.00374513j -0.0113573+0.0139685j 0.0298223-0.00406764j -0.0557923-0.0243657j 0.00306737+0.00359714j 0.0690995+0.00629019j 0.0197433+0.0010456j -0.00682474+0.00109496j -0.0267353-0.00484847j 0.0356356+0.0100768j 0.0167392-0.0071669j 0.00946233+0.00895559j 0.0292029+0.0102313j -0.0131197-0.0263149j -0.00543955-0.0278521j 0.0143212+0.0202816j 0.0510439+0.00717354j 0.0124432-0.0219003j -0.0233005+0.0364961j -0.0379659+0.00928256j -0.0136742+0.0059404j -0.0109486-0.00960779j -0.0217334-0.010777j -0.0101259-0.00540378j 0.000101858-0.000886505j 0.023492+0.0140701j -0.0135167+0.00758312j -0.0136613-0.00690942j 0.0391653-0.0140765j 0.0261905-0.00471749j 0.00254856-0.000901842j -0.00724597-0.0129456j 0.000389286-0.0183951j -0.0111305+0.000616531j -0.00760153-0.00436342j 0.00323394-0.00745727j 0.0256765+0.0075256j 0.00456669-0.000225218j 0.00310303-0.00184981j -0.0141378-0.00389438j 0.00950888-0.00317328j -0.0246864+0.00607774j -0.0151481-0.00100558j 0.0207461+0.0211602j -0.0211856+0.006214j 0.0240049-0.0289413j -0.0265229+0.00122036j 0.0116521+0.0664783j -0.031434-0.0432459j 0.00723667+0.0253917j 0.00351712+0.0119107j -0.127693-0.0462167j 0.0896051-0.190974j -0.00816187-0.0461791j -0.120383-0.00105553j 0.099643+0.211696j 0.202565-0.0978283j 
-0.0161305+0.00435594j 0.0159029+0.0469956j -0.00961996+0.0173014j 0.0144726+0.010073j 0.0235595-0.0260086j -0.0127428-0.0831144j 0.0119454-0.00964824j -0.00372003-0.0137636j 0.0138263-0.00553411j -0.0265165-0.00500508j -0.0239552-0.00145978j -0.0161619-0.00479219j 0.00959601-0.0116598j -0.0286701+0.00223296j -0.0451714+0.00514334j 0.0552563-0.00682092j 0.00885475-0.00219053j -0.012868-0.0191933j 0.0456751+0.0126734j 0.0307456-0.0173399j -0.0951405-0.0894335j -0.0338687-0.0164407j 0.118984-0.0234615j 0.0320297+0.0240399j -0.0964767-0.0448044j -0.0247313+0.00970425j -0.0140472-0.0128147j -0.0136157+0.00364298j -0.0170139-0.0215205j 0.0189418-0.0221693j -0.0870135+0.00621689j 0.0415662+0.0387789j -0.0520969-0.0235858j 0.00221904-0.018713j 0.0708586-0.0131087j -0.0664655+0.0242072j 0.00106768-0.00686984j 0.0869676+0.0247555j 0.0829964-0.06927j 0.0590398+0.0496442j -0.0356648-0.0418881j -0.0842961-0.00398598j 0.0793699+0.0179405j -0.0724172-0.0212001j 0.00614626-0.0212618j -0.0721021-0.0304639j -0.073677+0.0506095j 0.089947+0.00616794j -0.0347909-0.00880178j 0.0268615+0.111251j 0.0361445+0.0422979j 0.00167566-0.0421939j -0.0113003+0.0146686j -0.0535323+0.00275377j -0.046567+0.0255495j -0.0488946-0.0225719j 0.01803-0.0252172j 0.0303697+0.0188353j -0.0154471+0.0237281j -0.0106152-0.0715211j -0.0414564-0.0542391j -0.0150286+0.0529442j 0.0277342-0.046403j 0.00780829+0.0136586j 0.0643466-0.0484419j 0.00547096-0.00467632j -0.0398001-0.070094j 0.0203434+0.0390256j -0.0725863-0.00819859j 0.0152407+0.0370037j -0.0363735+0.0286708j 0.0115492-0.0354424j 0.0290452+0.0263738j 0.0221088+0.0241628j 0.0863031-0.0213818j -0.0267985-0.0738843j -0.0629653-0.0558265j 0.183939+0.0317868j 0.204227-0.072572j -0.00129024-0.0805183j 0.0265568+0.10152j -0.0398085-0.00230294j -0.0492507-0.203053j -0.0158077-0.122154j 0.0485468+0.00130058j -0.0349239+0.00520303j 0.0333327-0.00309031j -0.000680893+0.0081604j 0.00656861+0.00602195j 0.0333458+0.0164839j 0.00787801-0.018288j -0.00204885-0.00827981j 0.0234739-0.0222061j -0.00962621-0.00224922j 0.00380931+0.025568j 
0.0454151+0.0141272j 0.0198747+0.0117959j -0.0319315+0.00268424j -0.0176993+0.00923203j 0.0241184-0.0623899j -0.0048258-0.0243847j -0.0477388-0.01193j 0.0059401-0.00591362j 0.0335473+0.00202891j -0.00174726-0.0127484j -0.0397173-0.00851811j 0.0309692+0.00232466j -0.0174761+0.0012955j 0.0163865-0.00589621j -0.0576766-0.00394092j -0.0595651-0.00315183j -0.00846509-0.00796051j 0.0359142-0.00247925j -0.0860828-0.0082565j -0.0334361+0.00435755j 0.0435441-0.0478612j -0.10302-0.0181036j -0.016543-0.0200635j -0.0432393+0.0213642j -0.105194-0.00650938j 0.0382293-0.00588087j 0.00666032-0.00350087j 0.00295013+0.0297244j 0.0681307-0.0492801j -0.0772958+0.00303125j 0.0512882+0.0320652j -0.0654098+0.00956222j -0.116047+0.00761316j -0.0325135+0.00169918j -0.0563809+0.0196437j -0.0574965-0.0229665j 0.0463941-0.0111891j -0.179241+0.0356939j 0.0590562-0.00170888j -0.0245537+0.0173315j 0.0309888-0.0529504j -0.0437256+0.0193155j 0.00865491+0.00651855j 0.119199+0.0124237j -0.0380687+0.0274512j 0.0337816+0.0410884j -0.0415397+0.0880421j 0.0699072+0.0285101j 0.100541+0.0206352j 0.0814515+0.0328898j 0.0840151-0.0921729j -0.0855586-0.0137066j -0.11994-0.0737164j -0.0837888-0.0242793j -0.0359479-0.0186558j -0.0151062+0.0294136j -0.0764619+0.0390516j -0.00222059-0.0423948j 0.0224648+0.0404831j -0.0410767+0.019659j 0.00610447-0.0645884j 0.00281609-0.0353701j 0.0299806+0.00392275j 0.0416313-0.026819j 0.0377536-0.00958642j 0.00405193-0.0383227j 0.0433401-0.00739183j -0.0144872-0.00734248j -0.0570625-0.0280615j 0.00652318+0.0378528j 0.0260589+0.00242621j -0.055525-0.0487902j -0.0269414-0.00942045j 0.0370632+0.0133563j 0.00993515+0.057516j 0.0346506+0.0194618j 0.000337016-0.0376562j -0.0536908+0.0439762j -0.00840927-0.0268405j 0.0279856+0.0781755j -0.016172+0.00679417j 0.0049036+0.00740353j 0.0260064+0.00162858j 0.00131568+0.0484206j 0.0219841+0.0165889j -0.00751134-0.0109334j 0.0637814+0.0262387j 0.0128163-0.0189794j 0.00587635-0.0062458j -0.054546-0.000772151j 0.00108437+0.0312342j 0.00254224-0.0307415j -0.0184799-0.00630175j -0.0120444+0.00290128j -0.00774846+0.0210699j 
0.00615083+0.0138154j -0.00741635-0.0152742j -0.013044-0.00474258j -0.00662581-0.00296212j -0.0169296+0.0362505j 0.0716063-0.00395544j 0.034231-0.000650269j 0.0109842+0.0105598j 0.0349993+0.0104008j -0.00667104+0.00182433j -0.046219-0.00270825j -0.0373039-0.00373588j 0.0312561+0.0157452j 0.00975941-0.00946686j -0.00625795-0.00972642j -0.0104938-0.00854566j 0.0352568-0.0123411j -0.0181863-0.0201951j -0.00696797+0.0162462j -0.0532571-0.00896131j 0.0026247+0.00324897j -0.0279864+0.0189287j -0.0200231-0.0285313j 0.0596919+0.00877854j -0.0173353-0.0232881j 0.0199549+0.0448069j -0.00302455+0.0198122j -0.0122475-0.0372548j -0.0479248+0.0746919j -0.0171082+0.00794181j -0.00303306-0.0463273j -0.0873759+0.0325526j 0.0218107+0.000700982j 0.0561974+0.0263717j 0.00321825+0.0223983j -0.00190607-0.0368307j 0.0334958+0.015954j -0.0743108-0.0565452j -0.0157712-0.122513j 0.00299427+0.0167699j -0.0198673+0.0352605j -0.0165098+0.0109624j 0.0896335-0.00501432j 0.0212372-0.00906138j 0.00775353+0.0301548j -0.0479157-0.0790091j 0.0835529+0.0894449j 0.0581158+0.0565261j 0.126819+0.0224341j 0.0347964-0.0815032j 0.0606916+0.0248247j 0.0271736-0.00795663j 0.0207905-0.0160269j 0.0324456+0.0794855j 0.0609503-0.0189118j 0.00852337-0.0372247j -0.0218649-0.0258811j 0.025602-0.0601718j 0.026417-0.00918133j -0.00300985+0.0380296j 0.0466149-0.000665959j -0.0199377+0.0659798j 0.0453895+0.013642j -0.0198685-0.00987614j -0.0306702-0.000783434j -0.113892-0.0101667j -0.0335326-0.0365261j -0.0151937+0.024273j -0.0108167-0.000515674j 0.0499081-0.0183504j -0.105252+0.0830116j 0.0780559+0.00767184j 0.0384381-0.000581352j 0.0296495+0.127865j -0.0472254-0.0245111j -0.110752-0.100994j 0.167133-0.0600674j 0.0779415-0.0626247j 0.0205707+0.0853945j -0.100755-0.00139116j 0.0727121-0.028174j 0.0965234-0.0408166j 0.0627284+0.100119j 0.0446286-0.157886j 0.0388783+0.00614857j -0.0342106-0.111297j -0.0766102-0.0829567j -0.0245865+0.00823536j -0.00563546+0.0378357j -0.00499299-0.00416321j 0.0142051-0.00973351j 0.0390869+0.0582949j -0.0405951+0.00404235j 0.0287332-0.00739373j -0.0322151+0.000755112j 
0.013267-0.0448285j 0.0359242+0.0155062j -0.012497+0.0261965j -0.0103073-0.0205141j -0.0418848+0.064025j -0.000407308-0.00196446j -0.0330894-0.00791449j 0.000609559+0.00592025j 0.00279265+0.00698223j 0.0171616+0.0155437j 0.00159986-0.00211389j 0.0223712+0.000775212j -0.0414641-0.00453733j -0.0108973+0.00292967j 0.000192526-0.0111169j -0.0385139-0.0101559j 0.0098217+0.00417071j 0.0113235-0.0121885j -0.00408754-0.0025289j -0.0410329-0.00282484j -0.00661573+0.00671391j -0.0284429+0.024535j -0.0104208+0.0651086j -0.00438957-0.0555214j -0.0297314+0.0143243j -0.00251434+0.00108174j -0.0123932-0.0162117j 0.0204039-0.0437172j -0.0371007+0.0409238j -0.0117199+0.0101205j -0.0912729-0.0335286j 0.0260274+0.0102359j 0.0288234+0.00745696j 0.0566549-0.0367794j 0.111336+0.0539059j 0.0023457-0.00492484j 0.0819503+0.0296484j -0.0429395-0.087123j 0.049464-0.0244648j 0.0101673+0.00430114j 0.00844978+0.00234318j 0.0709318-0.020796j 0.0356642+0.00417715j 0.025622-0.0932559j 0.0198502+0.0631292j 0.00275207+0.0944411j 0.0142547+0.0100677j 0.0178083+0.0125976j 0.0109133-0.0500845j -0.00253822-0.0563734j 0.0263011-0.0083054j 0.00380331-0.0224728j 0.0154913-0.0176944j -0.0381797-0.0190828j 0.0313583+0.0445463j 0.0349535-0.0848876j -0.0611555-0.0696955j -0.0263589+0.0287017j -0.0561238+0.0542193j 0.0138556-0.0522017j -0.0893429+0.0326716j -0.0660631-0.0214982j -0.0420424-0.0110182j -0.0177801+0.0969381j -0.0275425+0.0312549j 0.0537738+0.0481051j 0.0359692-0.0344772j 0.0670985+0.0530723j 0.0816555-0.0151683j 0.00170421-0.09163j 0.0528182-0.0938512j 0.00487446+0.0546913j -0.0168668-0.00593604j 0.0117258-0.0961171j -0.122666+0.0765161j 0.145255+0.0408201j -0.00742781+0.132356j -0.0153728-0.0526791j 0.0582596-0.0086207j 0.06138+0.105064j 0.199286+0.00228477j -0.0233842-0.0358543j 0.00111845-0.0715468j -0.0543575-0.0828188j 0.0762706+0.0544834j 0.0789986+0.0538666j -0.0230302-0.138349j -0.00497565-0.0223044j 0.0240838-0.0148915j -0.00607117-0.00460372j -0.035267+0.0970791j 0.0462716-0.016939j -0.0221832+0.0271327j -0.0333537-0.0504342j -0.00786715+0.00661095j 
-0.027239-0.00291245j -0.0263991+0.02551j 0.00620877-0.006502j -0.00822457+0.0144517j -0.0160865-0.0228272j 0.0110084-0.0161528j -0.0214502-0.00839834j 0.000312046-0.0184182j -0.0400395-0.0162153j -0.000697445-0.021685j 0.0219092+0.00835063j 0.0176023+0.000172773j -0.0350221+0.0236115j -0.0222595-0.017266j 0.00369818-0.0129568j 0.00523862-0.014777j 0.0168994-0.00506139j 2.10744e-05-0.00525898j -0.00853022-0.00317953j -0.00294913+0.000290388j -0.0208269-0.034274j -0.0328785-0.0222241j -0.0150464+0.00859216j -0.00305385-0.0106877j -0.00961617+0.00508566j 0.0275243-4.22441e-05j 0.000192039-0.00496016j 0.0156948-0.00168068j -0.0250797-0.0128386j -0.00425577+0.00507573j -0.0706062-0.00171657j 0.000127632-0.00898959j -0.0406538-0.0895778j -0.033123+0.0486307j 0.0138243+0.00501653j 0.00896132-0.0244709j 0.0170613+0.0232364j 0.0327115-0.054561j -0.00934083+0.0293348j 0.0322488+0.0326421j -0.0262175+0.00485512j 0.00289344+0.0552691j -0.00643068-0.00428094j 0.00123931-0.0405019j -0.0255649+0.0245185j -0.047495-0.0150039j 0.0102022-0.00366115j 0.00938739-0.0657243j 0.0464186+0.0529118j 0.122214-0.0179339j -0.0319334-0.089033j -0.0692865-0.0432136j -0.00710985-0.184223j -0.052862+0.0335616j 0.0134663+0.0219969j -0.115563+0.00489067j -0.0774095+0.00829636j 0.00560705-0.151837j -0.0164697-0.0140775j -0.0425669-0.0690737j 0.0829417-0.0533576j 0.0458438-0.0497743j 0.0581955+0.0594759j 0.0382342+0.0116163j -0.0174715-0.0208559j -0.00775249-0.0396021j 0.12335-0.00258139j 0.0238526-0.00835404j -0.012805+0.017122j 0.027554+0.0463104j 0.062013-0.0960675j -0.0921239-0.00184141j -0.0039182-0.02029j -0.0556096-0.0618188j 0.0398185+0.00377547j 0.0709151+0.0532302j -0.0404751+0.0106755j -0.04188+0.00560525j 0.00678396-0.00590287j -0.0440832-0.0483709j 0.0219255-0.0598615j -0.0979679-0.0622811j 0.0352939-0.0156957j 0.0177184-0.0179159j -0.0622024+0.0534365j 0.00387255+0.031395j -0.0962138+0.0680498j -0.0067507-0.0339514j -0.0516714-0.00145958j 0.00554195+0.0877585j 0.0282208-0.0139778j 0.0392617+0.0414618j -0.00275898+0.0296345j 0.11041-0.0173518j -0.0724747-0.0254427j 
-0.0188687-0.00917973j -0.0039741+0.0164018j 0.0122194-0.0206672j 0.0111927+0.0217505j 0.00292167-0.000800985j -0.0408591+0.00818217j 0.0151675+0.01762j 0.0256808-0.0089115j -0.0218742+0.00203109j 0.0101003+0.00432219j 0.0126675-0.000498037j -0.0146748-0.00245811j -0.00400912-0.0153386j -0.0109328-0.000771936j -0.0107631-0.0071514j 0.00962226-0.0142776j 0.00340866-0.00459525j -0.00799752-0.00767724j -0.00202532+0.0104215j 0.0249089+0.0119828j -0.0085887+0.0105209j 0.0131537-0.0136123j 0.0103774-0.021867j 0.0187147+0.010697j -0.00438234+0.0115827j -0.0105148+0.0180543j -0.0128372+0.00330193j -0.0154794+0.000494344j 0.025155-0.0040596j -0.0218938-0.0257276j -0.0367146-0.00138337j 0.0237939+0.0167808j -0.010762-0.0029952j -0.0162761+0.000928468j 0.00315212+0.0268885j -0.0225795-0.0197679j -0.013408-0.00809116j 0.0430504-0.000192487j -0.0260176-0.0162999j 0.0342351-0.0242946j -0.0228473-0.026595j 0.0270822+0.0338395j 0.0123051-0.0212726j -0.0328572+0.0156417j -0.0280876+0.0308815j 0.00643724+0.0739743j -0.0183791+0.0259482j 0.0327529+0.00194652j 0.00473602-0.0152785j -0.0450489+0.00213432j 0.0560215+0.0415552j -0.0977322-0.238473j -0.020805+0.118657j -0.0576926+0.0674824j 0.144636-0.139861j 0.166085+0.0313626j 0.0273059-0.0432311j 0.0235676-0.0848322j -0.0406514+0.00286903j -0.0398473+0.012399j 0.105648+0.0273884j 0.109913-0.0206064j -0.0539179+0.00109692j 0.00837373+0.0778551j -0.0300637-0.038887j 0.0560944-0.0327172j -0.0735626+0.00438252j 0.0691871-0.0242897j 0.000815408+0.0317742j 0.0381373+0.0193054j 0.00696285+0.00216653j -0.0366005+0.000817787j -0.00307118+0.028809j 0.0133481-0.036942j 0.0326593-0.0115383j 0.0499284+0.0146434j -0.0499348+0.0166024j 0.031503+0.112221j -0.0259197-0.027515j 0.0320022+0.0365007j -0.0577539-0.0120976j -0.0535103+0.00559917j 0.0375972-0.0187385j 0.0579763-0.00539037j 0.122393-0.0187652j -0.0191565+0.0223075j -0.0162374+0.0258394j -0.00650366+0.00749289j 0.0178761+0.00448333j 0.0152723+0.021285j 0.0031604-0.00189959j -0.00141407-0.00519516j -0.00720821+0.0099707j 0.0172678+0.00184652j -0.0133911-0.0109703j 
0.024278-0.0114501j 0.0572468+0.0508813j -0.0018459-0.000363153j 0.0130624-0.00805755j -0.0413109-0.00770756j -0.0113134+0.0175575j -0.0145525-0.0151593j 0.0147458+0.0225282j -0.0198968-0.00472932j -0.000910867-0.00608183j 0.0171191+0.00346232j -0.0123934-0.00832409j 0.0189798+0.0196708j 0.00224253+0.012706j -0.00490232-0.0171367j 0.0106658-0.00216926j 0.00595675+0.00673569j -0.0187599-0.000606642j 0.0154332-0.016639j 0.00478816+0.014595j -0.00192068+0.000146409j -0.0367465-0.0323988j 0.0140096+0.0268777j 0.0219747-0.061833j -0.0156693-0.0252058j -0.0107809+0.0340095j 0.0434666+0.0448697j 0.0141595+0.0100295j 0.0057798+0.00647604j 0.00547558-0.0180588j -0.119032-0.0878887j 0.0212976-0.00839586j 0.0489811+0.00185025j 0.0504825+0.00702105j -0.0366693+0.0271762j -0.0320796-0.0426142j -0.0211847+0.0684225j 0.0177849+0.0218997j 0.029823-0.0453008j 0.0197829-0.00659325j -0.0160932+0.0687729j 0.0529785-0.061068j 0.0662406+0.00538994j 0.00317008-0.0810772j 0.0464092+0.0597798j 0.0337524+0.0556339j 0.0438654-0.0449725j 0.0838766+0.0501951j -0.0411498-0.0129726j -0.00407881+0.0563395j -0.0103675-0.0448837j -0.0385199+0.00926625j -0.0141951+0.0354616j -0.0579098-0.0469344j -0.0815283-0.00537915j 0.00550185-0.0499131j 0.0112048+0.0147442j 0.071602+0.0270012j 0.0650734+0.00176279j 0.0783423-0.0207741j -0.0103242-0.0220054j -0.0198227-0.0127557j -0.0795121+0.0928872j 0.0598668-0.0022348j 0.021517-0.00790961j 0.0142477-0.0378532j 0.0254833+0.123773j -0.017817-0.00793202j -0.015251+0.0572097j -0.0245206+0.0933086j 0.0695646+0.00670386j -0.0783565-0.104713j 0.0418689-0.0499556j 0.0100457-0.0444466j 0.0102277+0.00979651j 0.0362349-0.0503844j 0.171622-0.0313767j -0.0592875-0.010348j 0.0327428-0.0265873j -0.2215-0.00337876j -0.0747506-0.0818069j -0.0991409+0.128658j -0.00036021+0.0661495j -0.0233922-0.0845484j 0.0684041+0.188032j 0.0420017-0.0373937j 0.0384334+0.056815j -0.0107811+0.0156033j 0.0197084+0.0241406j -0.000845527-0.0163761j -0.0126409-0.00282419j -0.0202159-0.0381885j 0.00885473+0.0247922j -0.0105722+0.00647921j 0.0339513-0.0130722j 
-0.0432347-0.0259615j -0.0346042+0.0165839j 0.00222739-0.00228715j 0.00159225+0.00413059j 0.0337065-0.0263166j 0.0214707+0.000101343j 0.00382626-0.0104846j 0.0130763-0.0190978j -0.00379159-0.00418192j 0.00452567-0.0170398j -0.0267085+0.0166988j -0.0183053+0.00611812j -0.0178356+0.00936215j 0.00683272+0.022398j -0.00748165+0.00211117j -0.000353565+0.000119131j 0.0106283+0.000770104j -0.00206034-0.0152866j 0.0119373+0.00451601j -0.00538332+0.00423777j 0.0345481-0.0327032j 0.0071181+0.0203902j -0.0589584+0.000702359j -0.0691941+0.0280505j 0.0684727-0.018933j -0.0168316+0.064855j 0.00138794-0.0366999j -0.0258454-0.0112198j 0.047262-0.00468532j 0.0170344+0.00943897j 0.0967946+0.017034j 0.0423365+0.0484106j -0.0125118-0.0139363j -0.0702205+0.0118434j 0.0356582-0.0028891j -0.048663-0.00405729j -0.0203972+0.0216477j 0.0144225-0.00114218j -0.0522783-0.02395j -0.0279983-0.0385845j -0.0326013+0.0302388j 0.00740188+0.017774j 0.0278648-0.0172946j 0.0365454-0.0693941j 0.0609892+0.0167937j 0.0723282-0.0197062j -0.0235076-0.0148821j -0.0562717+0.0915194j -0.0216594+0.0472519j 0.00196479+0.0339383j -0.0115889+0.0489766j 0.00868835-0.0153211j -0.0638549-0.134323j -0.0938723-0.184337j -0.0320072-0.108419j 0.00942088-0.00792668j -0.0452159-0.0128855j 0.0271999+0.00250176j 0.0094493+0.0449964j -0.00657121-0.00629063j 0.031693-0.0191716j 0.0334685+0.0502458j 0.0227446-0.0361326j 0.0088952-0.0333142j 0.0782821-0.061495j -0.0279299-0.0283211j 0.00501979-0.0807465j -0.0241837+0.00201254j -0.0836636+0.0223131j 0.0255462+0.121456j -0.11807+0.0320596j -0.0768297-0.0804634j 0.0630906+0.0150717j 0.0373112+0.0792512j -0.199967+0.0680109j 0.122544-0.0479873j 0.0461522+0.149383j 0.0448992-0.0529479j 0.0699592+0.128194j 0.0187137+0.119692j -0.0310895+0.0170315j 0.0708039-0.0192493j -0.0140018-0.0814116j 0.0190007-0.0240871j -0.0176439-0.0340019j 0.00183505-0.0255633j -0.0161174+0.0167773j 0.0197152-0.00298773j -0.013841-0.0153747j -0.0139527-0.0281456j 0.00773249-0.00629043j 0.00037945+0.0368805j 0.00204017-0.00771349j -0.00331343+0.0127075j -0.0145128-0.00868232j 
0.00264321+0.0111531j 0.0177128-0.00881565j 0.0106756+0.0302277j 0.00726256+0.0312282j 0.0439112+0.00557493j -0.0504467+0.00154771j 0.00541861-0.00426597j 0.0126487+0.0186287j -0.0239998+0.0164012j -0.0273007-0.0106316j 0.035363+0.0111821j -0.01193-0.0102719j 0.0377948-0.00451457j 0.0310196-0.00191054j -0.00806722+0.00218524j 0.00290883+0.00247568j -0.0227497-0.0205013j -0.0435252-0.00706537j 0.00887061-0.00410707j -0.007439-0.00471189j -0.0521704+0.00307386j 0.0523502+0.018001j 0.0248551+0.00269852j -0.0562027+0.00699889j 0.0120749+8.23935e-05j -0.0470462-0.0119361j 0.0141925-0.00387228j 0.0219968+0.00636381j -0.0347616-0.0126605j 0.014446+0.0131179j 0.00291553-0.00272996j 0.00202459+0.000111381j -0.0119629+0.0219202j 0.0300039-0.0383774j -0.00615264+0.0239166j 0.0312149+0.0112717j -0.000117002-0.0131611j 0.0470511+0.00478215j 0.00631486-0.0269753j 0.0374476-0.0177511j 0.00848752+0.00651829j 0.0227812+0.0276851j 0.0181085-0.0479787j 0.0736195+0.0446532j -0.0344075-0.120336j 0.0275419+0.114594j 0.0751367+0.14614j -0.0527668+0.120543j -0.0206189-0.0166611j -0.0239676+0.0390607j 0.172511-0.0870905j 0.00227625+0.035184j -0.0572024-0.0521744j 0.00259451+0.0460264j 0.0221456+0.0439926j -0.101876-0.0173485j -0.0874329+0.079373j -0.00720137-0.0579086j -0.00334664+0.00420653j -0.042002-0.0285688j -0.00800698-0.00483553j 0.0260174+0.0292177j 0.0309726-0.00820606j -0.0268981+0.0269469j 0.0349136-0.00519205j 0.00495649+0.0492902j 0.0636688+0.00162643j 0.0105109+0.0785186j 0.0245482-0.0506138j -0.0180919-0.0874997j 0.0557013+0.0487297j 0.0912916+0.00727064j -0.045857+0.0239396j 0.0969948+0.00469254j -0.0124211+0.00392946j -0.0357275+0.0256233j -0.0197979+0.0140033j 0.0585286+0.0554253j 0.0219096+0.00351122j 0.0388966-0.00673116j -0.00231683+0.0611426j -0.0101072+0.0892322j 0.0104795-0.0307199j 0.06015-0.00275215j 0.046174-0.0291066j 0.0394041-0.000528872j 0.0829998-0.0268696j -0.0401271+0.00461302j -0.00137328+0.025448j 0.032287+0.0832546j 0.0347807-0.0215806j -0.0418129-0.0123658j 0.0752579-0.00316554j 0.0617544-0.0031952j -0.00383127+0.00334422j 
0.0221666-0.00439063j 0.00835362-0.0330693j 0.0105436-0.00854117j -0.00280992+0.00913002j 0.00822483-0.000117079j -0.0271406+0.0202251j 0.00612022-0.0016454j 0.0145814+0.0131747j 0.013119+0.00736123j 0.00454325+0.00470064j 0.0183303-0.00923737j -0.00917436+0.00906426j 0.0384902-0.00123643j 0.0225094-0.00700927j -0.00973122-0.00191206j 0.0121705-0.0152333j -0.0171822+0.00547157j -0.0158155+0.00923567j 0.01552-0.00506763j 0.00112041+0.0102884j -0.0502805+0.00971183j 0.0243628-0.0161418j 0.0789732+0.032246j 0.0257392-0.0422487j -0.0302664-0.00857064j 0.00117341+0.0122156j -0.0231237+0.0119862j -0.00841921+0.00457002j -0.0143832+0.000181684j -0.00825094+0.0131092j -0.00770395+0.00988518j -0.0425133+0.0668707j -0.00805171-0.00322887j 0.0203673-0.0184358j -0.0271398-0.00911344j 0.0693849-0.00326724j -0.0159973+0.0190438j 0.00986179+0.0252195j 0.0260978+0.00454376j -0.0142025+0.00999276j -0.0504667+0.0610466j -0.0239302-0.0639911j 0.00157718-0.00470881j -0.0601427+0.00676446j -0.00925545+0.0930139j -0.0769413+0.0750141j 0.06073-0.0492593j 0.0511291-0.0696474j 0.0171111+0.12965j 0.0415711+0.0487764j 0.0761928-0.115052j 0.0159487-0.14662j 0.0763034-0.0962848j 0.141778-0.34953j 0.0335789-0.17687j -0.0108464+0.0269573j 0.0676059-0.0244069j 0.0163368+0.0367372j -0.0172049+0.00102464j -0.0153086+0.00530733j -0.0234213+0.0372215j -0.0269547-0.0205928j 0.0186583-0.0595656j 0.0132652-0.0541929j -0.0515148+0.133726j -0.00798337+0.102332j -0.0654367-0.012931j -0.00986211-0.0546634j 0.0281649+0.0650601j -0.0793347-0.0109047j 0.024899-0.0268511j -0.0386798-0.0575183j -0.0653668+0.00929927j 0.0457672+0.0391614j -0.0544964+0.0777208j -0.036897+0.0904169j -0.0108584+0.0155823j -0.0331035+0.015672j 0.0414531-0.0154708j 0.0162794+0.0107072j 0.00462562+0.030719j 0.0169863-0.00124333j 0.00542752-0.0032052j 0.0440104+0.0134854j -0.00408062-0.00970169j -0.0438636+0.00150864j 0.0146736-0.00749977j -0.0054506+0.00658557j -0.00852191+0.0150517j 0.0248659+0.0202596j 0.0140095-0.0243811j -0.0012693+0.0216807j 0.0087016-0.0303916j -0.00168754+0.00406903j -0.000748689+0.0232187j 
