-0.0124164+0.0140899j 0.0610238+0.0569397j -0.00773982+0.0539568j 0.0253295-0.0316667j -0.00865327-0.0470954j 0.0065907+0.0198712j -0.0444268-0.00789521j -0.0279512-0.0172752j 0.0130777+0.060571j 0.0806618+0.0568971j -0.0863734+0.016614j -0.104668-0.0543808j -0.0160262-0.0635724j -0.0428182-0.0558876j -0.0414067-0.0638101j 0.0430273+0.0498926j -0.0295555-0.0214815j -0.0268895+0.0171513j -0.0231645-0.0220211j -0.0332386+0.0685338j -0.0154978-0.0837429j -0.0134538-0.0408288j 0.0387521+0.0101026j -0.0943285-0.139286j -0.0899265+0.073678j -0.0443558-0.0324583j -0.0499591-0.0493686j 0.0395854+0.0719439j -0.0279306-0.0115798j 0.0108612+0.0127673j 0.00574995-0.0101805j 0.0403989+0.0067701j -0.105609-0.0775235j -0.019617-0.00119997j 0.0364545+0.0114534j 0.0145-0.0438738j -0.0133362+0.0269593j 0.0108512+0.0170111j -0.0078035-0.109582j 0.0106338-0.0197182j -0.00814456-0.0445393j -0.0226408-0.012307j 0.0387914-0.0010761j 0.0435016-0.0107377j 0.0324191-0.0461159j -0.0260518+0.0541522j 0.0162794-0.00761702j 0.0164052-0.0102833j 0.084131+0.0216755j 0.042944+0.0264429j -0.0789935+0.0172755j -0.0391271-0.0129147j -0.0177265+0.0193265j 0.0664912+0.107525j -0.1043+0.0440408j 0.160484+0.202686j -0.0055984-0.0416157j -0.0487198-0.0239451j -0.0456278-0.0338867j 0.0388176+0.00707171j 0.0361489+0.0369778j -0.0337114+0.0148179j 0.150997-0.00756887j -0.013647-0.0177346j -0.0211005-0.0291715j -0.00198022-0.0134882j -0.0404285+0.0447612j -0.000398063-0.0240792j -0.0145114-0.0327812j 0.00676021+0.0384847j -0.00172863+0.0201513j -0.00664841-0.00152044j -0.0623285-0.0855654j 0.0388925+0.0240788j -0.0162747-0.0167859j -0.0086931-0.0220686j -0.0341491-0.0314566j 0.0918856+0.00191589j 0.0571179-0.00627754j -0.0543442-0.0107028j 0.066878+0.0217796j -0.06975-0.0114133j -0.00472706-0.0207261j 0.0776899+0.0666891j 0.0314846+0.0315973j 0.0816715-0.0364805j 0.0300293+0.0195387j -0.0333352+0.0863372j -0.123003-0.0567631j 0.00652138-0.0347413j 0.0598922+0.0176645j -0.064053+0.0735711j 
0.0148696-0.0418067j 0.034848+0.011587j 0.0528496+0.0459835j 0.118348-0.0660694j -0.00735173+0.0306625j 0.0542712+0.0861839j -0.00476304+0.0467288j 0.0281709+0.0466506j 0.0549298-0.0159219j -0.00489574+0.114371j 0.0190066-0.0128519j 0.0172183+0.0468346j -0.238621-0.00508185j 0.124408+0.0568798j 0.0301565-0.0407579j -0.0340937-0.0361787j 0.0668779-0.0636857j 0.128873-0.0881256j -0.113643+0.106162j 0.0547266-0.0630622j 0.0170054-0.0747745j 0.0875885-0.0505426j 0.0441139+0.0639346j 0.12946-0.00686628j 0.0323784+0.0284847j 0.0338098-0.0180978j 0.041971+0.00588967j -0.0205683+0.0720731j -0.0138293+0.0149329j 0.0209684+0.0440155j -0.109158+0.0997305j 0.0421023-0.0283006j -0.00348367+0.0393152j 0.0319323-0.039574j 0.0103896-0.0820093j -0.00494097-0.0106062j 0.118052+0.0527399j -0.0696515+0.113973j -0.0536403-0.0455743j -0.00278066-0.0191104j -0.0306196-0.0337885j -0.0335626-0.0255523j -0.115444+0.0189493j -0.035539+0.00570181j -0.0119666-0.0964962j -0.0667178+0.0534989j -0.0597541+0.00397886j 0.101099-0.0358455j 0.0236335+0.0366019j 0.142008+0.0498736j -0.0186742+0.00545964j -0.00911058+0.0736032j -0.0642859+0.0256025j 0.13256-0.0140376j 0.0448178-0.0202745j 0.00958634+0.0201656j 0.0812275-0.109257j -0.0379133+0.0148245j 0.00999937-0.0359189j -0.0183413-0.0822135j -0.0708757+0.0466327j 0.0281363-0.0487047j 0.0703556-0.110943j -0.0321441-0.0167015j 0.0116479+0.0184801j -0.0379899+0.040556j -0.0309777+0.0340229j 0.0321389-0.0804803j 0.00148741-0.0140908j -0.00365009+0.00304953j 0.0167507+0.00656127j 0.00453307-0.0158719j 0.00477658+0.0645108j -0.0271825+0.0434799j 0.0216736-0.0242023j -0.0304406-0.0616352j -0.0133647+0.0388708j -0.0403823-0.0494185j -0.0539817-0.0342016j 0.02169+0.0367038j -0.0135416+0.00865331j 0.0496652+0.0404179j -0.0212609-0.0122882j -0.027062-0.0463708j 0.0139+0.0618467j -0.00593644-0.044455j 0.0364837-0.0412391j -0.0195263+0.0415504j -0.00587759+0.0139403j -0.00725198-0.0402193j -0.000632655-0.032728j -0.00971992+0.0270531j 
0.0530918-0.0341257j 0.0198314+0.0471751j 0.0129307+0.0373285j 0.0368027-0.0112373j 0.0457779+3.54593e-05j 0.0442462+0.02331j -0.00827297-0.0296143j 0.00212296+0.0519909j 0.0433245+0.0441314j -0.0462931+0.00414698j -0.0680695+0.0200977j 0.156313-0.0209446j -0.0710606-0.042502j -0.142906-0.109675j -0.0184891-0.0192398j -0.108594+0.139281j 0.0248413+0.10811j 0.0566098-0.0829819j 0.000400034+0.0342595j -0.0234882-0.06952j 0.0282445+0.0254418j 0.023116-0.0627996j 0.0334196+0.0481048j -0.00892506+0.0258122j 0.0057484+0.108328j -0.113311+0.0272913j -0.0141331+0.0143276j 0.0349517+0.0290857j -0.067221-0.00697503j 0.0556535-0.0168854j -0.0077015+0.0670041j -0.0147917-0.0492619j 0.0285783+0.0813622j -0.0403159-0.0152279j -0.0656064+0.0425871j 0.0609727-0.044542j -0.013811-0.0653729j -0.00253006+0.0106905j 0.0589534+0.0198767j -0.0428698+0.0720983j -0.161113-0.0128324j 0.0229214+0.0502339j 0.134493+0.00579205j -0.0640128-0.0574524j -0.0673995+0.0893019j 0.0334378+0.0359949j -0.010746+0.0821915j 0.0333598+0.0553641j 0.0274393+0.0214317j 0.0566723-0.00151633j -0.0038455-0.00171551j 0.00382015+0.0330645j 0.0385485-0.0201325j 0.0279753-0.0131967j -0.0490587-0.103724j -0.0212705+0.0259039j -0.0247263-0.0233118j -0.0020708-0.0664862j 0.019238+0.00404498j 0.055276-0.066908j -0.0136463-0.0034126j -0.032676-0.023271j 0.0449778-0.0346027j -0.0131682+0.0283207j -0.0558576+0.0247297j -0.0154485+0.0106439j 0.0320643+0.0334384j -0.0161159+0.043829j -0.0236451+0.00445548j 0.047462-0.0681856j -0.000309049+0.0304803j 0.0172602+0.0368447j -0.0331853-0.0357069j -0.00945742-0.0524165j 0.00777188+0.0209118j 0.00122166+0.0403381j -0.0337962-0.0364914j -0.018858-0.0105454j -0.0386087+0.0108438j -0.00460707-0.0122132j -0.0225198-0.0199947j 0.0112131-0.025252j -0.00393344+0.026301j -0.0136167+0.0289204j 0.014467-0.00353176j -0.0115249-0.0140645j 0.00657208-0.0188538j 0.012703-0.00465942j 0.00144043+0.00863491j -0.0188379+0.00878088j 0.0259111-0.0146686j 0.0103507-0.0144026j 
0.0338558-0.0166598j 0.024803+0.065072j -0.0665739+0.0431145j 0.0321123-0.00115793j -0.0591071+0.00654153j -0.0954946-0.140505j -0.00779026-0.0362302j -0.0421006-0.0567546j 0.0498312+0.113103j -0.0862585+0.166928j -0.00996533+0.00302816j -0.00529303-0.105276j -0.112702-0.0134814j 0.0663013-0.0406232j 0.0277592-0.0186473j -0.12854+0.0528314j -0.0100413+0.0478406j 0.0410271+0.0237829j 0.0366127-0.0362674j -0.0438085+0.0521937j 0.0338564+0.0921068j 0.0838529+0.00816734j -0.00971123-0.0826995j -0.0731883-0.121545j 0.0329756+0.00487017j 0.0271893+0.117058j 0.000763208+0.0032235j 0.00221246-0.0335592j -0.00688977-0.0440395j 0.0264534+0.0271246j 0.0402417+0.192424j -0.00184843-0.0314905j 0.0194467+0.0432032j 0.0567278-0.037487j -0.103273+0.017665j 0.0823107+0.0295974j -0.0360528-0.0671786j 0.103255-0.255941j -0.00852385+0.130671j -0.0429673+0.00356945j 0.000700225+0.0327804j -0.0338546+0.0156084j 0.00338887+0.0727738j 0.0757541-0.0121045j -0.0139762+0.0652166j -0.0461723-0.0521681j 0.0104426-0.0112423j -0.00607938+0.0367166j -0.0473592-0.0682788j 0.0922733-0.0574597j -0.0189501+0.0392884j -0.0609741+0.04591j -0.01647-0.0607149j -0.00629984+0.0581699j 0.0032501+0.104336j 0.00959155+0.050928j 0.0466191-0.0730258j 0.0795431-0.027275j 0.0242849-0.0329797j 0.00230829+0.018021j -0.0278276+0.0322635j -0.0022098-0.000476548j -0.0766909-0.00152789j 0.0303409+0.012043j 0.0157202+0.0588117j 0.00467401+0.0265829j 0.0020399+0.0264515j 0.0275875-0.0887767j 0.0348581+0.0189941j -0.0346912-0.0275777j 0.0196687+0.021857j 0.0477435-0.00921717j -0.045892+0.0449204j -0.0321752+0.0503089j 0.0249135-0.0388051j 0.0177449-0.0752182j -5.15281e-05+0.0537651j -0.0126197-0.0298119j -0.0126798-0.01982j 0.00243127+0.021719j -0.0148656+0.00466008j -0.0165071+0.047893j -0.00794987-0.0281717j 0.0154758-0.0310922j -0.0201602+0.0275707j -0.0195434-0.0333565j 0.0122393-0.000479114j 0.0118267+0.0153566j -0.000737756-0.0106338j -0.00230478-0.0224725j -0.0295453-0.0282056j -0.0120163+0.0207984j 
-0.0511086-0.00944049j 0.0179708+0.0186307j 0.00748321-0.00423386j 0.0321088+0.0403168j 0.116466+0.0580614j -0.103733+0.0732727j -0.107199-0.122019j 0.106791+0.0132418j 0.0411021-0.017509j -0.0129784-0.0443088j 0.0106813-0.143606j -0.10971-0.0116259j 0.0381521+0.0387569j 0.0677683+0.0192003j 0.00121288-0.0334702j -0.00743234+0.0531812j -0.011787-0.00475795j -0.105143+0.0125931j -0.0558369-0.0625283j 0.0235866-0.128018j 0.0530555+0.017989j -0.0810359+0.0415304j 0.0252744+0.0607352j -0.0144917+0.0209532j -0.0425635-0.160346j -0.0399183-0.0815046j 0.0096254-0.0235682j 0.0490266+0.0182758j 0.0558543-0.0804897j -0.0265064+0.0305559j 0.0172512+0.0708142j 0.0443779-0.0495196j -0.0300673-0.0158063j 0.0717356-0.0710486j 0.0321647+0.0150784j -0.106148+0.0622456j 0.00771892+0.0454192j 0.0523599-0.200979j -0.0306128-0.034734j 0.0833568-0.0319619j 0.0191484+0.0509748j 0.0453737-0.0639479j 0.0574785-0.00261643j -0.0216921-0.0278313j 0.000826093-0.0101731j -0.022327-0.0100426j -0.0710022+0.0515763j 0.0866669+0.0785742j -0.0287129-0.00497685j 0.0459799+0.016055j 0.0822128+0.0257684j -0.0189366+0.0671159j 0.0186735-0.0218842j 0.00317677-0.0141395j 0.00454666+0.0419853j 0.0589298+0.00864179j 0.00715522-0.0532722j 0.0426206+0.0297214j -0.102104-0.00392056j 0.0480228-0.0250476j -0.0022165+0.0356764j 0.0435356+0.0328498j -0.021522+0.120416j -0.0251123+0.0263632j 0.00935281-0.0205778j 0.00257799-0.0177888j 0.0103964+0.0161915j -0.0190208-0.0033138j -0.00935281+0.00502073j 0.0240086-0.0125843j 0.00724495+0.00302303j -0.0195549-0.000611586j -0.015253-0.0178188j 0.0308638-0.0154661j -0.0340077-0.00885111j -0.0139585+0.0107707j -0.00929696-0.00489j -0.0312404+0.0231314j 0.00177436+0.0192082j 0.0171856-0.0219621j 0.00118368+0.0110277j 0.0299537-0.0407358j 0.00163554+0.0236351j -0.00575615-0.0024607j 0.0324078+0.0117397j 0.0101139+0.00666382j -0.0106195+0.0187987j 0.0352493+0.00170003j -0.0268084-0.0312451j -0.0176996-0.0138115j 0.000407657+0.0269263j 0.0179862-0.0334564j 
0.0519975+0.0151387j -0.0281682+0.0393712j -0.0138932-0.00259751j 0.0410905-0.0151442j -0.0243788-0.0152521j 0.0177319-0.0325281j -0.0578078+0.052893j 0.0388053-0.00843872j 0.125921+0.132369j 0.0043285+0.0246848j -0.113637+0.0266054j 0.13241-0.0801295j 0.0294526+0.118445j 0.00172191-0.118353j 0.0763392+0.0281866j -0.066682-0.00252978j -0.030177-0.00351896j -0.0845992-0.0106344j 0.0151339+0.13554j -0.00720665-0.0434935j 0.0219591-0.0348881j -0.0409908-0.0859334j 0.0267013-0.0758885j -0.0226981-0.0676113j -0.0135493+0.0151197j -0.0534147-0.0448072j 0.00221948-0.0863414j -0.0581313-0.0057778j -0.0392422+0.0100526j 0.0547296-0.0479358j -0.185664-0.120626j 0.018903-0.0306442j 0.0101128-0.0255422j -0.0608443-0.0333771j -0.0244458+0.0904454j 0.0495011-0.0497084j 0.0559024+0.0114707j 0.00675409-0.0335079j 0.0417282-0.0206926j -0.0487087+0.0926656j -0.00432541+0.00273558j 0.0372435+0.0370003j -0.0386098+0.0735376j 0.118489-0.142927j 0.0530978-0.0421912j 0.0801064+0.0847425j -0.0739942-0.0461336j -0.0320014-0.0240759j 0.0280181+0.0540017j 0.0113109-0.0783539j -0.0368162-0.00750155j -0.0215283-0.0183582j 0.0780321+0.00482317j 0.0775628-0.0792286j -0.00130517-0.0855828j -0.00568649-0.0691257j -0.0454563+0.0234796j 0.0044465-0.0566136j -0.0311185+0.0446738j 0.00872491+0.0285769j 0.0570552-0.00218416j 0.0252885-0.015754j -0.0146064+0.0815741j -0.0328729-0.0211154j -0.0548321-0.0335092j -0.0100532-0.00415336j 0.0131473-0.0221539j 0.0321098-0.0160744j 6.16264e-05+0.00539474j 0.0029494-0.0106523j 0.0186981-0.0202138j -0.0183072-0.0781296j -0.00583873+0.0761206j -0.0419428+0.00486221j -0.011866-0.0220274j 0.0328069+0.0343884j -0.0150993+0.0122433j 0.0213135+0.109808j 0.0392537+0.102384j -0.0288374-0.0199655j -0.00919615+0.0537269j -0.00802175-0.054609j 0.0114241+0.0445847j 0.014037+0.0297492j 0.00946042-0.0376615j 0.00740307+0.0351039j -0.0158485-0.00715949j -0.00665636-0.0431864j -0.0157408+0.00806595j 0.0101491+0.0479327j 0.00778374+0.0537874j 0.0280594-0.0196034j 
0.0222572+0.0840231j -0.0921024+0.0149133j 0.0281183+0.0368245j 0.0388147-0.0247292j 0.0940179-0.0366126j 0.0381081-0.0207852j 0.00116299+0.0133814j -0.0259458+0.0255234j -0.150109-0.014187j -0.0602228-0.115156j 0.0405527-0.0326944j 0.0896995-0.0112159j 0.0201345+0.0789331j -0.100251-0.110539j -0.124249+0.0936208j -0.044784-0.0130433j 0.00108156-0.0361221j 0.0187907+0.0311708j -0.127513-0.0217361j 0.0330885+0.0757961j 0.0462502-0.0110844j 0.0466827-0.115277j 0.0428726-0.0365905j 0.0194524-0.0766689j -0.038677-0.0172113j 0.0111347+0.0685184j 0.0522307+0.0875509j -0.0226623-0.0462991j -0.0145104+0.0225925j -0.0446388+0.0559277j -0.050705-0.0476251j -0.0534973+0.0860492j -0.0529333+0.220495j 0.0294265-0.0175059j -0.0276367-0.0375209j 0.0187964-0.081937j -0.0817938+0.142884j 0.0237383+0.0179567j -0.00200316-0.109696j -0.0673457+0.0409872j -0.0156579+0.0250511j 0.0206981+0.00847637j 0.0114758+0.000112712j 0.0270239-0.113907j 0.0757272+0.00145783j 0.0292807-0.00870786j 0.0353458-0.0890058j -0.0246306-0.00909428j 0.0103295+0.0197003j -0.0697055-0.0659846j -0.00934592+0.102076j -0.0461274+0.0113556j 0.068154+0.00752389j -0.014667-0.0296246j 0.0482088+0.0276123j 0.0181129-0.0547146j 0.00796802-0.0415591j 0.0203281-0.0397205j 0.0432407-0.0719225j 0.0494219-0.00120302j -0.0546079+0.0638011j -0.0284271-0.0519376j 0.0300226-0.0173267j 0.0100582+0.0328999j 0.0208991+0.0205651j 0.012619+0.0284475j -0.0270154-0.0259006j 0.029971+0.0585818j 0.00900731+0.0279665j 0.0276938-0.0886426j 0.0358651+0.0488304j -0.00313032-0.000834066j 0.0322025+0.00364402j -0.0256232-0.0762441j -0.00805515-0.00350305j -0.0640898+0.0307493j -0.0121735-0.00632264j -0.0621132-0.0405292j -0.0372244+0.0118451j -0.0042163+0.0209409j -0.0463931-0.0369084j 0.0390554+0.0250741j -0.0531818+0.00747452j -0.0322234-0.00834933j 0.0162059+0.0261626j -0.0115284-0.0264589j 0.00553425-0.0402744j 0.00427701+0.00658069j 0.0123398+0.0428263j -0.0137328-0.00383396j -0.022691-0.0265978j -0.0101207+0.00433466j 
-0.00952518-0.0110473j 0.0185947-0.00303261j 0.0510469-0.0381156j 0.0130257+0.0239996j 0.0753033-0.0193476j -0.088522-0.0541114j 0.0124563-0.0343521j -0.113305+0.132723j 0.0952085+0.0550334j 0.102587-0.103083j -0.0915546+0.130981j -0.0249288+0.0523028j -0.052153-0.056981j 0.0886441+0.108357j 0.056607+0.0395993j 0.0620143-0.149732j -0.0547518-0.0104353j 0.083957-0.0819395j 0.0858505-0.0307713j 0.0550759-0.0313488j 0.0185581+0.0347745j 0.0314943-0.0548841j 0.0643122-0.0166923j -0.124987+0.0890093j 0.00956146+0.00914721j 0.0108821-0.00883347j -0.0408604+0.0291757j -0.0557578+0.0280953j -0.0819416+0.0692158j 0.0367879-0.0921234j 0.0462104+0.0290002j -0.00398837+0.0533959j -0.00455955+0.0150533j 0.0311264+0.13942j -0.0692982+0.0329233j 0.0659296-0.152834j -0.0147367+0.00946537j -0.11961+0.0795527j 0.122037-0.0624942j 0.0171813-0.0200622j 0.00260452-0.044195j -0.00792564+0.0163772j -0.0783699-0.0366476j 0.0464263+0.00603299j 0.0449732+0.0233104j -0.0387409+0.0597701j -0.0486962-0.00968776j 0.0864667+0.00572732j -0.0103031+0.00369138j 0.0167591+0.0746026j 0.0204347-0.00290323j -0.0284378-0.0536925j -0.0213691+0.0385195j 0.017015+0.041164j -0.0943431-0.0129182j 0.0319442+0.112881j -0.0285077+0.0410949j 0.0293242-0.0166803j -0.0425848-0.0467936j 0.112514+0.0094829j -0.0197301-0.0040256j 0.034487+0.0168077j 0.0634144-0.0247549j 0.0112382-0.060682j 0.0275125-0.00656263j 0.0262519-0.00214344j 0.00647358-0.00921501j -0.00880979-0.0346261j -0.0185264+0.0216636j 0.0252266+0.00856168j 0.0187446-0.0492008j -0.00675399-0.0257052j -0.0441779+0.0688197j -0.0110849+0.0788956j -0.0303795-0.0507634j -0.00383329-0.0483813j -0.00778877+0.0494292j -0.0252949-0.00393396j -0.00553192+0.00237416j -0.0181418+0.00897109j -0.0283363+0.030209j 0.00689974+0.0297378j -0.011701-0.000590502j 0.0111367-0.00607783j 0.0111312+0.0281445j 0.0149081+0.00667162j 0.00396801+0.00310105j 0.020155+0.0102047j -0.0183866-0.0173902j -0.0309789-0.00261839j 0.0149697-0.00640297j -0.0137151+0.0092336j 
0.0374761+0.0082337j -0.00399065+0.0118779j -0.0507083+0.115171j 0.0733117-0.0571248j -0.117018+0.159654j 0.0322134-0.0535296j -0.00353366+0.0464376j 0.00211361-0.0396796j -0.0470974-0.044065j -0.0689331-0.0575268j -0.0676421+0.0427922j 0.00717142+0.0156007j -0.0152348-0.0629062j -0.109564-0.0346442j 0.00761424-0.00967318j -0.0369991+0.0670148j 0.0379102-0.0363571j -0.0163663-0.00372052j -0.0310223-0.0943767j 0.161203-0.0155762j 0.00505145-0.0874041j -0.0719659-0.0453131j 0.102612-0.0138183j -0.0360931+0.03116j 0.124077+0.0244926j -0.0150596+0.00415092j 0.0317867+0.0366134j 0.0321045+0.0546725j -0.0294841-0.0584691j -0.0405691+0.00633198j -0.0957142+0.0277918j -0.0174852+0.00944406j -0.0695839-0.0145395j 0.0540567+0.0302657j 0.0193094-0.0302206j -0.00323586+0.0263334j -0.0571139+0.0133835j 0.0299339-0.00229702j 0.0319351-0.00300625j -0.021394-0.0468445j -0.0575121-0.045526j 0.0121049-0.077595j -0.0176101-0.104505j -0.0314583-0.0696446j -0.120438+0.0200427j 0.0790579+0.0297447j -0.00269012+0.0313708j 0.0470679+0.0920484j -0.0378673-0.0134812j 0.089911+0.0486972j -0.0480561-0.0079808j 0.0513434-0.0345957j 0.0131024-0.0367889j -0.028508-0.00711057j -0.0692401-0.121543j -0.01771+0.0665914j -0.016803+0.0161782j 0.052426-0.0194722j 0.0657657-0.0157909j -0.0412146+0.0286891j -0.0578303-0.0326707j -0.0124551+0.00758364j 0.0591571-0.022522j 0.0307782+0.0015778j -0.00235106+0.0133409j -0.00248107-0.0196843j 0.0043811-0.00209611j 0.0140614+0.0473266j -0.00583142-0.0152832j 0.012165-0.0427892j -0.00600595+0.0145024j -0.0395608+0.0437248j -0.0038493-0.0349499j -0.0102236-0.0413329j -0.0106358+0.0542684j 0.0395064+0.0272516j -0.0115029-0.049406j 0.00776875-0.0166301j 0.0324586-0.0190404j 0.000747726+0.012362j 0.00762301+0.00860713j -0.011809-0.00515775j 0.0198445-0.00207412j 0.0153491+0.0245782j -0.0371355-0.00740449j -0.00853759-0.0196776j 0.0149982+0.0126655j -0.00451829+0.0174959j 0.015205-0.016541j -0.0147211-0.00713953j 0.0397515-0.0285668j -0.0138034-0.0277513j 
-0.0729024-0.0248557j 0.0474379-0.0728801j -0.000341422+0.0216498j -0.00674551-0.0760808j -0.0866592+0.0523955j -0.00885194+0.0121632j 0.0119595+0.0451937j 0.148416-0.00397894j -0.0352086-0.0446652j -0.0224842+0.0747436j 0.0629338+0.037953j -0.136221+0.0167125j -0.0670193+0.0560643j -0.017965+0.0444419j 0.179123+0.0537451j -0.197146+0.0237694j 0.0082203-0.024011j -0.0142814+0.0199877j -0.117486-0.000973158j 0.0364458-0.0413457j -0.12854-0.0504008j 0.108042-0.00733684j 0.0983411+0.0779785j -0.16019+0.0456673j 0.0523692+0.0562491j 0.0395587+0.0614379j 0.00714004-0.013569j -0.0226911-0.0108309j -0.043139+0.0193765j -0.00470804-0.0259112j 0.142913-0.070937j 0.0496025+0.127445j 0.0594773-0.0164025j -0.000851073+0.0306906j -0.0325204+0.0533528j -0.0127131-0.0304257j 0.0779796+0.0258574j -0.0448878+0.11605j -0.126988+0.0451135j -0.01633-0.00710738j 0.00628614+0.0308134j -0.0551492-0.016547j -0.0121641+0.0502386j -0.0180525+0.140001j -0.0290687-0.0266597j -0.11383-0.0284626j 0.012161+0.0840159j -0.023565-0.0610057j 0.0126214-0.00293774j 0.017747-0.00985771j 0.0109497-0.0350958j 0.0146056-0.0366409j -0.0630752-0.0469455j -0.0141683+0.132956j 0.0323562-0.061637j 0.0322219+0.0295319j -0.00569348+0.0691613j 0.0494986-0.080265j -0.0117128-0.0160085j -0.00800004+0.00174171j 0.0852407+0.00557248j 0.0291151+0.0694115j -0.0454006-0.030466j -0.0158274-0.0637502j -0.0207861-0.0042887j -0.018901-0.0118888j 0.0112105-0.00203491j -0.004287+0.0260464j 0.00579614+0.0161375j -0.0172333-0.0266656j 0.0403825+0.0659297j -0.022994-0.0125081j -0.0017606+0.00504364j -0.0345415-0.12951j -0.0431727-0.00799002j -0.0164895-0.0167277j 0.0141887-0.0204468j -0.0137077-0.0105979j 0.0122256+0.0441638j -0.0113333-0.0293511j -0.0094742-0.00219527j -0.0351824-0.0234681j 0.022833+0.0235208j 0.0076346+0.0469218j 0.0152355-0.014547j -0.0302849+0.0181691j 0.00840633+0.00529749j 0.0171171-0.0334109j -0.000752731-0.0249191j -0.00689129+0.0416517j -0.00258235+0.00525983j -0.000313597+0.0141351j 
-0.0111962+0.0136436j -0.0313112+0.0170226j 0.0364792-0.00455046j -0.0332736+0.0636945j 0.0932568+0.0145159j -0.0106001-0.052566j -0.0132117+0.0149402j 0.0607912-0.000823104j -0.0337396+0.0546607j -0.038637-0.0679313j 0.084204-0.0151755j -0.00356512-0.0867297j -0.00906386-0.0108539j -0.0760398-0.0157463j 0.12545+0.134793j 0.0707497+0.106671j 0.0136437-0.0296655j -0.0291369+0.0359948j -0.0658029-0.0704489j 0.135757-0.103405j -0.0980744+0.0461026j 0.0607444-0.046115j 0.0392621+0.00175023j -0.0623819+0.039399j 0.0781101-0.0259674j -0.039984-0.0111294j 0.00639655+0.0304893j -0.0162882+0.0114395j -0.0535434-0.00739448j -0.0432549-0.00766519j -0.0157408-0.050867j 0.0238556+0.0582334j -0.0293554+0.00799185j 0.00744095-0.0274284j 0.0056167+0.0694158j -0.0465105+0.0247143j 0.0268413+0.0251375j -0.0853745+0.0121824j 0.0360766+0.0202045j 0.0253623-0.00350093j -0.00674801-0.0384047j 0.0260634-0.0491137j 0.0541363-0.0204926j 0.0667125-0.0308297j 0.0128451-0.0239801j 0.0283532-0.0628077j -0.0137796+0.103416j -0.0793969-0.029976j 0.0762525+0.119858j 0.0953179+0.0671777j 0.0298059+0.0083103j -0.0633403+0.043129j 0.00847796-0.078186j 0.0573648+0.142041j -0.0822598+0.0252574j 0.0693772+0.103586j 0.0367779-0.0151585j -0.0645966-0.0555191j -0.0570457-0.0180146j 0.0229465-0.0247742j -0.0349076+0.0595132j -0.00995033-0.0323966j -0.0244619+0.0348548j -0.0211037+0.00563149j 0.0226576+0.0302669j -0.00457263-0.0314488j -0.0245012-0.0116994j 0.00619249-0.00200229j 0.0160485+0.00412907j -0.0212192-0.00811362j -0.00410287+0.0104589j -0.00300102+0.020622j 0.0104428-0.0494038j 0.00920276-0.0291459j -0.0118554+0.0412461j -0.0121507-0.0365793j -0.0102487-0.0124142j 0.011839-0.0010578j 0.0148751-0.021301j 0.00410681-0.022514j 0.00579564-0.0030743j 0.0106094-0.00330791j 0.00235362+0.0225616j 0.0183364-0.00017778j -0.00185354+0.0616598j 0.0108087-0.020858j 0.0164051+0.0194167j -0.00168403-0.0224639j -0.00454538-0.0134885j 0.0100698-0.0199247j -0.0103902-0.00183379j -0.00327929-0.00840178j 
