-0.00482682+0.00201894j 0.00975321-0.0548097j 0.0184372-0.0064168j -0.0486841-0.0436958j 0.0062504+0.00177345j 0.0125761+0.027273j 0.01335+0.0507083j 0.00922833-0.00604439j 0.0323932+0.00721596j 0.00827204+0.00379807j 0.016378+0.023381j 0.0197574+0.00821525j -0.0181403+0.0199565j -0.0232026-0.0169295j -0.00304754-0.0288392j -0.00850359-0.0144922j -0.00617297+0.00328704j 0.0219102-0.00628932j -0.00981121+0.0316064j -0.0132876-0.0203557j -0.0271059-8.85335e-05j 0.00914359+0.00615025j -0.0183296-0.0306393j 0.0108604-0.0372679j -0.0196761-0.0176089j -0.0369643-0.00781204j 0.0114481+0.0229662j -0.011651-0.0240956j 0.00293897-0.00600512j -0.00251333+0.0043147j -0.00459642-0.0262597j -0.011809-0.00922282j -0.00705863-0.0187574j -0.0124469+0.0226027j 0.0147189+0.0460412j 0.00778405+0.00728507j 0.0213088-0.0185331j -0.0311013+0.0476866j -0.0263461-0.00159927j 0.00704052-0.00843208j -0.00295812-0.0221021j -0.0141931+0.0608798j 0.0233984+0.0453419j -0.00871325+0.0196432j -0.00220217+0.0370775j 0.00548364-0.0152726j 0.0160539-0.0161816j -0.0300966-0.0222963j -0.0100153-0.0179769j 0.0212502-0.0231571j -0.00327778+0.0054415j 0.00918654-0.0485827j -0.00168146+0.0935753j 0.00793438-0.00772568j 0.0224108-0.0748998j 0.0198925+0.0114476j -0.018998+0.0151823j -0.000589954-0.0116742j 0.0670481-0.0275309j 0.0260892-0.0196585j -0.0181809-0.0393073j 0.0187679-0.0178038j 0.0202628+0.0184466j -0.0475347+0.0530483j 0.104084-0.0157852j 0.0324865-0.0893822j 0.0881434-0.0403853j -0.0535912+0.144647j -0.110147+0.108149j 
0.0130873+0.0170488j 0.00414251-0.00765433j 0.0223136+0.00904423j -0.00605737-0.00477922j -0.0103027+0.0113296j 0.00551943+0.0176603j 0.00435336-0.0103084j 0.0110412+0.00120865j -0.000823692+0.00327426j 0.00188627+0.0121252j 0.00988346+0.0157264j 0.00178725+0.00986981j 0.0020389+0.0159293j 0.00075446-0.00118697j -0.00301768-0.00465273j -0.00227843+0.0027122j 0.0141765-0.00224423j 0.00346094+0.000878579j -0.00531142+0.00445423j -0.00319667+0.00503324j 0.0135137-0.00690081j 0.00158623+0.0130778j -0.0199131+0.0197637j 0.0155557+0.00294588j 0.00216875+0.0109867j -0.00860371+0.0103859j -0.00199952-0.00997792j 0.0080516+0.00074929j 0.00195321-0.0117803j 0.0040942+0.00688741j -0.00913298+0.00319607j -0.000965461+0.0120444j 0.0105612+0.00156051j -0.00778039-0.00431767j 0.0127972+0.00602998j 0.00117001-0.00378952j 0.00546148-0.00799871j -0.0031488+0.00300346j -0.0156245+0.00296908j -0.0196476-0.0107428j 0.0164782+0.00540575j -0.0059687+0.00198719j -0.0101826+0.0172965j 0.000432148+0.011435j 0.00478641+0.0028654j 0.00254141-0.00286001j -0.00762255+0.0180721j -0.0176213-0.00868931j -0.010543-0.00968754j -0.00385146-0.00262981j -0.00186351-0.0119566j -0.00312677-0.00339775j -0.00731639-0.00882749j -0.00861226+0.0005182j -0.0187971-0.0165578j -0.0113433-0.00218104j 0.0185825-0.00379849j -0.00702368-0.0143297j -0.00566883-0.0173019j -0.000663145-0.000726043j 0.0151173-0.0262492j -0.0155478-0.00887469j -0.00519378+0.00587338j -0.0130301+0.00210982j 0.00415157-0.00681831j 0.0023673-0.00891927j 0.00509235+0.00383655j -0.00875795+0.0118045j 0.00683777-0.00918151j 
-0.000456311+0.00570719j 0.0102339-0.00299269j 0.019424+0.00862074j 0.000970569-0.00571858j -0.00154144+0.00440486j 0.00585205-4.23938e-05j 0.00628407+0.0176033j 0.000280111+0.0126291j 0.0129228-0.00592948j 0.00791699+0.00682299j -0.00735532+0.00358787j -0.00176283-0.0131329j 0.00339309+0.00999774j -0.0150427+0.00366526j -0.0145555+0.0071467j -0.0116174+0.0056963j 0.0152918-0.00905133j 0.00114895-0.000216545j 0.00329494+0.003064j -0.0115795-0.0111223j 0.00823046-0.00747435j -0.00660542+0.0090607j -0.0161009+0.00445412j -0.00645728-0.00134781j -0.010547-0.00813557j -0.00214205-0.0100295j -0.00266344+0.0181415j 0.00314979+0.021018j -0.0104014-0.00351831j -0.000556954-0.0143666j 0.00285963-0.0144624j 0.00294025-0.0151643j -0.00345181+0.00897139j -0.00506199-0.0073246j 0.00492515-0.00902825j -0.00275654+0.00241744j -0.00378891+0.0140868j 0.00129025-0.0109733j -0.00741836-0.000333334j -0.0132719+0.0175844j -0.00490893-0.00395717j 0.0035859-0.00881833j 0.000134115-0.0117768j 0.0010546-0.00183154j 0.0145122-0.00221416j 0.00760677+0.00146005j 0.00209796-0.0134202j -0.00975921+0.00261407j -0.00382976-0.00906372j -0.0252738-0.000782015j 0.0014787-0.00286315j -0.0004794-0.00307186j -0.0046103-0.00353507j 0.00014746+0.0052051j -0.000627934-0.00351487j 0.0123366-0.00907357j 0.00738239+0.0064721j -0.00295287-0.00211301j 0.0014111+0.00330916j -0.00121296+0.0115587j -0.00618211-0.0124484j -0.00842906-0.00608661j 0.00831305-0.00503272j 0.0133795+0.0130907j 0.000770839+0.0205775j 0.000798378-0.00202667j -0.00284711-0.0097524j -0.00802104+0.00245757j 0.006756-0.00528255j 
0.0111334+0.0186643j 0.0170269+0.00712283j -0.0026312+0.0172166j 0.0138158+0.00341312j -0.00154642+0.00622852j 0.0161005-0.0125631j -0.00130729+0.00395525j -0.00889597+0.00329969j -0.000327337+0.000974914j -0.00585158-0.014606j -0.00184377-0.0117679j -0.00530136-0.015864j 0.0100191-0.00606933j 0.00167078+0.00140924j 0.00818864+0.0101697j -0.0129079-0.00419765j -0.00242981+0.00769505j -0.00186097+0.00318019j 0.0120381-0.0133996j -0.00301486+0.0104217j -0.000197624-0.0126765j -0.00518417+0.0063278j -0.0107956+0.0172426j 0.00922248-0.0161054j 0.00593722+0.0125699j 0.00266129+0.0119469j -0.00342744+0.00608251j 0.000603121+0.0199637j -0.0118449+0.0056121j -0.005705-0.00013645j 0.0102887+0.00103521j 0.0120941+0.000712964j 0.005267+0.016912j 0.000369252+0.00311216j -0.00393083-0.000719297j 0.0053453-0.00541837j 0.0149609+0.000339641j -0.0108652-0.00600812j -0.00318413-0.00781984j -0.0107388+0.00478269j 0.00503363-0.00578155j -0.0140794+0.0123576j 0.00417778-0.0098648j 0.00332512-0.00854456j 0.0122413+0.0044664j 0.00540591-0.015717j 0.0026007-0.00229224j -0.0172995+0.0139859j 0.00848975-0.0056844j 0.00636065+0.00532794j 0.010188+0.0110024j 0.00297921+0.0103861j -0.00318188-0.00129981j 0.00132663-0.00503302j 0.0097606-0.0116399j 0.00678902+0.00439431j 0.00670718+0.010386j -0.00778803-0.00632996j 0.00361944-0.00469854j -0.00386964-0.00064395j 0.00276523-0.0157874j 0.00595032-0.006938j -0.0019135+0.00210149j -0.00208113-0.00161311j -0.00178079+0.00654744j 0.00170901-0.00700145j -0.00806931-0.00176211j 0.00389948+0.00147186j -0.00703135-0.00147128j 
0.0252125+0.0206628j -0.00201639-0.0112581j 0.0092995+0.00917504j 0.0059588-0.0109696j 0.00992507-0.0122267j -0.00909075+0.00540941j -0.00117059-0.00105341j -0.000256181+0.0109815j 0.000716384+0.0135293j -0.00352312+0.00376977j 0.00870973+0.00530026j 0.00242315-0.00784036j -0.00213202-0.00579516j -0.0150975+0.000242662j -0.00258116-0.00312951j 0.00403897+0.0059529j -0.0232095-0.00126486j -0.00361382+0.000531505j -0.00421529-0.0109494j -0.0184212-0.00123247j -0.00949811+0.00735573j -0.0141205-0.00415174j 0.00478462+0.00342448j 0.000448432+0.000138497j -0.00394655-0.00584644j -0.00743331-0.00179361j -0.00322033-0.0059631j -0.00535268+0.00103398j -0.00687321-0.00227954j 9.45402e-06+0.0106468j 0.00356834+0.00109461j -0.00525472+0.00490406j 0.00229757-0.00933801j -0.0044738-0.000589119j 0.011848+0.00962287j -0.00595731-0.00156045j -0.00485308+0.00211236j -0.0077444+0.0102508j -0.00386648-0.0100151j 0.0205229-0.00979454j 0.00494289+0.0141905j -0.0178982-0.0022139j -0.00374794+0.00890201j -0.00581003+0.00333397j 0.00440124+0.0115071j 0.00222049+0.010711j 0.0100977+0.0048641j -0.00496257+0.00288629j 0.0155205-0.00374781j 0.00548555+0.00296097j 0.00652602+0.00674076j -0.00389084-0.00240166j 0.0137747+0.0289798j 0.012709-0.0272436j 0.0120158+0.0150244j 0.00343734+0.000494659j -0.00939183+0.01567j -0.00620292-0.000344951j 0.0121088+0.00385648j -0.00629286-0.0130461j 0.0081742-0.000609876j 0.00937228-0.00216526j -0.00130694+0.0120629j -0.00584104+0.00736204j -0.000748218-0.0070873j 0.00945894-0.00725398j 0.00653673-0.00499726j 0.00577606+0.00272357j -0.00965192+0.00353458j 
-0.00935415+0.00427687j 0.00279348+0.0131071j -0.00548005-0.0144337j 0.00293667+0.00828853j -0.00159296-0.00369689j -0.00411451-0.013999j -0.00850787-0.0135515j 0.0171111-0.00382165j -0.0131774+0.0165609j -0.0107463-0.00118574j 0.00110736-0.00173634j 0.00159864+0.0134261j -0.00543316-0.000440866j 0.00817404+0.0144978j 0.0112407+0.011482j 0.0146834-0.0130999j -0.00814323+0.0202572j -0.00164121-0.0152568j 0.000606152+0.00487732j 0.00609118+0.00992816j 0.0111537+0.0140014j 0.0179643+0.00374091j 0.00578536+0.00289216j 0.0134465+0.0145766j 0.00650533-0.00242737j 0.00148526-0.000887737j -0.00564109-0.0147575j 0.00204322-0.0128261j 0.0102179+0.00388572j 0.00819738-0.00483794j 0.00584334+0.000333894j 0.00760988+0.0188815j 0.00137026-0.0072372j -0.00515531+0.0113301j 0.00476667-0.0261971j -0.00662826+0.00607987j -0.0041337-0.000711211j 0.00616093+0.00856045j 0.00963779-0.00410722j 0.00915822-0.0120296j -0.00368817-0.0164459j 0.0013841+0.00258101j 0.00224413-0.019558j -0.00876056-0.00521781j 0.00832207-0.0172019j -0.00571507+0.00214893j 0.00179249-0.00287497j 0.0156794+0.0153756j -0.00261057+0.0141301j -0.0111942-0.00859753j 0.00404423+0.00164258j -0.00427715-0.00211492j 0.00285926+0.00264561j 0.00379089+0.0147338j 0.0113819-0.00144016j 0.000590363-0.00602658j -0.00807989+0.00438287j -0.00323051-0.00265075j -0.00461147+0.00505374j -0.00203304-0.00269708j -0.0116651+0.00983931j 0.00740226+0.00395291j -0.0100521-0.00443859j 0.00907472+0.00251301j -0.00407207+0.00518293j 0.000214404+0.00349489j -0.0146007+0.00367561j 0.00507143-0.00730841j -0.00479374-0.00192758j 
-0.0025914-0.000402519j 0.0209858+0.0173759j 0.00508032+0.0270175j 0.0273742+0.0078224j 0.00893089-0.00378933j 0.00725082-0.00307909j -0.0107274+0.00581837j 0.00847669-0.00306147j -0.00929078-0.00127499j -0.00160927+0.00668143j 0.0164741-0.0121162j -0.00262326+0.00374826j 0.011409-0.00235262j -0.00837555-0.0200393j -0.00967846-0.006746j 0.00711278-0.0116128j 0.00762462-0.00451991j -0.00565914+0.0143561j 0.0073131-0.00281591j -0.0186188-0.00375627j 0.0026706+0.0172409j 0.00852438+0.0103699j 0.00170634+0.00619279j -0.00793241-0.0124593j -0.0141577+0.0151949j -0.00382516-0.00980773j 0.0238349+0.00315101j -0.00774593-0.00173949j -0.00349368-0.00021301j 0.000380948+0.00225843j -0.00350074-0.0041088j 0.00891483-0.000738655j 0.00854517+0.00116882j -0.0025309-0.0013906j 0.00916281+0.00140391j 0.000863406-0.00053809j 0.00226768+0.00366618j 0.0058727+1.86766e-05j -0.00709418+0.00234234j -0.00862997+0.00899264j 0.0070805-0.00369296j 0.0127818+0.00631191j -0.0112904+0.00561746j 0.00375633-0.00898746j 0.00501096-0.0019674j 0.00154582+0.0147652j 0.00622487-0.0136206j 0.00686478-0.00130273j -0.00706429-0.00105245j -0.0140141-0.0021922j -0.00282722+0.00751022j 0.0074311+0.0137838j -0.00875204-0.0117085j -0.00481485+0.00928138j 0.00284348-0.00362272j -0.0167362+0.00404026j -0.00697659-0.000628998j 0.0088084-0.00488225j -0.00962073+0.00921888j 0.0105249+9.61472e-05j -0.0100369-0.00417113j -0.00171457-0.00823614j -0.00467789+0.00138911j -0.00192606-0.00534034j 0.00151089+0.00547595j -0.00393282-0.00474204j -0.00650539+0.00588702j 0.00146137-0.00968989j 6.6029e-05-0.000508438j 
0.0123987+0.0120138j 0.0111412-0.0159153j 0.0214702+0.00675466j -0.00548005+0.00257779j 0.00923673-0.00173427j 0.0203129-9.32453e-05j 0.0320282+0.00259736j 0.00153123-0.0185321j 0.00424254+0.0169021j -0.00322541+0.0109699j 0.00416576-0.00862382j 0.00396609+0.0119775j -0.000252283+0.0212434j -0.0109772-0.0135507j -0.00767257+0.0117176j -0.0161278-0.0101568j 0.000364602-0.0106262j -0.00792865+0.0162015j 0.00733842+0.00334307j -0.00346478-0.0109785j 0.0139972+0.00494279j -0.0039801+0.0137469j -0.0221764+0.00382056j -0.0101518+0.000720896j 0.0147522+0.0090233j -0.0082436-0.017946j -0.00814892-0.00541221j 0.00439774-0.0140006j 0.00725412+0.000593587j 0.0012474+0.00343732j -0.00955086-0.00861044j -0.00275674+0.0143806j 0.00136375+0.00776048j -0.00456752+0.0116924j 0.00199203+0.00759678j 0.00937914+0.00743266j 0.00148478-0.000530255j -0.00649941-0.00450499j -0.015736-0.0128807j -0.016212-0.0148496j -0.00705058-0.0187334j -0.00986973-0.00654254j -0.00939081-0.000345094j 0.00615132-0.00257761j 0.0195843+0.00333606j 0.020141+0.00816106j -0.00548849+0.00184487j -0.0289977-0.00236872j 0.00333554-0.0169062j 0.000566721+0.00963215j 0.00104988+0.00815652j 0.00749734+0.00150638j -0.00508521-0.012183j -0.00227037-0.00484248j 0.00831787+0.014703j 0.0104515-0.00639185j 0.0101203+0.00741059j -0.00529829+0.00310208j 0.00930819+0.00326993j -0.00324759+0.0127386j -0.0038991-0.0264305j -0.0105736-0.00143495j 0.017176-0.0093421j 0.010555+0.0142008j -0.00374465+0.015044j 0.00491081-0.00231135j 0.00246522-0.0144989j -0.00473133+0.00230307j 0.00655602+0.000955372j 
-0.00921897-0.0119216j 0.0105029+0.0142336j 0.00131802+0.000882496j 0.000389365+0.00572328j 0.00120839+0.00531241j 0.0051596+0.00692333j 0.00357591+0.00335385j 0.00150691-0.00843983j -0.00197782-0.00125464j -0.000494654+0.0146187j 0.00199422-0.0153098j 0.000766935-0.00249753j -0.00770883+0.0118069j 0.00396283-0.00381537j -0.00319501-0.012241j -0.00206314-0.00139169j 0.00327902+0.000673204j 0.00703982-0.00375318j -0.0034645+0.0017407j -0.00763466-0.000321357j 0.000397338+0.00398594j 0.00760414+0.00536674j 0.00342208-0.00780988j -0.00781478-0.0017035j -0.00137053+0.0100727j -0.00669585-0.0169195j -0.0061449+0.00316633j -0.00210863-0.00292908j 0.0149499-0.000470422j 0.000193029-0.0174937j -0.0045587-0.0200417j 0.000715778+0.00407686j -0.00672484+0.00664682j 0.00911293+0.00422977j 0.00118685-0.0096827j -0.00257591+0.00860617j 0.00446292-0.00232624j -0.00296342-0.00448886j -0.000397825+0.00552198j 0.00177113+0.00950875j -0.0152055+0.00395352j 0.00934621-0.00300208j -0.0164438-0.00024045j 0.00496074-0.00494343j 0.000125649-0.00229165j 0.0124045+0.00318514j 0.0160966-0.00784923j -0.0123303-0.000663404j -0.00519054+0.00643494j 0.000317023+0.00667013j -0.0051562-0.0138521j 0.000725439+0.0109256j 0.00321129-0.013296j -0.00108239+0.000540664j -0.00204925+0.00376397j 0.00673711+0.00264019j -0.00248832-0.00173145j 0.0188942-0.00215832j -0.00427735+0.0101242j 0.00881851+0.00432655j 0.00766093+0.0084102j -0.00367522+0.00184384j 0.00791562+0.00717248j 0.000807625-0.00887638j 0.0110986+0.000402977j -0.00881562+0.00263443j 0.00350639+0.00352831j 0.000811935-0.00222409j -0.00275885+0.00471481j 
0.00180854-0.00873354j -0.0148602-0.0132901j -0.0057943-0.0254307j -0.00799141-0.0014869j -0.00333653-0.0107244j -0.015227-0.00543535j 0.00675703-0.0121078j -0.00973975-0.00434275j 0.00145326-0.00724044j -0.00169325-0.0168284j -0.0137102+0.0177669j -0.0032556+0.00868875j 0.0111974-0.0124101j -0.00241307-0.00727524j 0.0220566+0.025918j 0.00137756+0.000333746j -0.00762967-0.0110754j 0.000800593-0.000271644j 0.00363997-0.00492963j 0.00785879-0.0123791j 0.00579175-0.0196023j 0.0133551-0.00335608j 0.00223822-0.00604796j -0.000610558+0.00893432j 0.00240945-0.00478985j 0.00582828-0.00367494j -0.0104094-0.011823j 0.00978366+0.00307093j -0.00384865+0.00625597j 0.00055366+0.00575399j 0.00133597+0.0105166j 0.00292959-0.000332443j 0.00969856-0.00440405j -0.00533166-0.0104914j 0.000410392+0.000628472j 0.00293842-0.0120294j -0.00330951-0.000238608j 0.00295533-0.0203046j 0.00686718-0.0128905j 0.00744213-0.0233212j -0.00479934+0.00238483j -0.016903-0.0216591j 0.00464595-0.0141479j -0.00751843-0.00145772j -0.0021793+0.00237964j -0.00771593+0.00863361j 0.00129874+0.0161115j 0.011202+0.00347199j 0.0172715+0.00784573j 0.00327391-0.00436344j 0.00286669+0.00761207j -0.0095316+0.012043j -0.000529587+0.0150884j -0.00577047+0.0221919j 0.000464967+8.20973e-06j -0.0062314-0.0032034j -0.000196498-0.00782173j 0.0036237+0.00510103j -0.00857893+0.00725836j 0.00233064-0.00625749j 0.0103753+0.011017j 0.00320318+0.0102222j 0.0197003-0.00999214j 0.0216624+0.00559354j -0.00751438+0.0045391j -0.0103146+0.000978645j 0.00551409-0.00510558j 0.00390153-0.0101203j -0.00100198+0.000258768j 
0.0164655+0.00712148j -0.0299129-0.0141265j 0.0286601-0.0150381j 0.0143739-0.0235098j -0.00166573-0.0190299j -0.0134111+0.0197881j -0.0206513-0.00479957j -0.00604956+0.0281417j -0.0198907-0.00964145j 0.00733408+0.00419182j -0.00168097+0.00453109j 0.00220693+0.000438729j 0.0112626-0.00998911j 0.00591763+0.00525042j 0.026097+0.000973868j 0.0125377-0.00221748j -0.00404215+0.0100748j 0.0145038-0.00772187j 0.000455338-0.0234807j 0.0175063-0.00714893j 0.00119249-0.00591401j 0.00790622-0.0223618j -0.000880826+0.00782485j 0.00150169-0.00276719j 0.0016712+0.00547005j -0.00658659+0.0071221j 0.000392607-0.0189532j -0.0073917+0.0153116j -0.00672206+0.00175405j -0.0052422+0.0150715j 0.00442505+0.0136038j -0.0095525-0.00908209j 0.00209532+0.00663135j -0.0210995-0.00367958j 0.00330539-0.00264641j 0.00331312+0.00363064j 0.00761675+0.00999229j -0.0157084+0.00584989j -0.0117861+0.0153931j 0.0110028-0.0195677j 0.0092041+0.0295424j -0.0156011-0.00442014j 0.0156137+0.00593061j -0.0290654+0.00661652j 0.00896098+0.0204466j -0.0243049+0.0156916j 0.029669+0.0216592j 0.00853312+0.0172526j 0.011482+0.00473203j 0.0120549-0.00211452j 0.00548333+0.00258293j -0.0113807+0.0135637j -0.0173986+0.017551j -0.000420176+0.0106398j -0.00610016+0.00685957j -0.0210852+0.00474476j -0.00237986+0.0072719j 0.00363689-0.0122579j -0.00187703+0.00255334j 0.00288991-0.018781j 0.00465589-0.00982238j 0.0161552+0.00376268j -0.0123714-0.0129296j 0.0149029-0.00533606j 0.00148806-0.00643895j 0.0137331-0.0157111j -0.0131756-0.00893891j 0.00816274-0.000660033j -0.0105393-0.00110363j 
-0.031215-0.0101259j 0.0187654+0.0273206j -0.0173224+0.00962865j 0.000913319+0.01721j -0.0157495+0.0113137j 0.0118675+0.00511891j -0.01013-0.00312432j 0.0224789-0.000683531j 0.00416272+0.00862782j 0.00418077+0.00548397j -0.00924856+0.0021594j -3.54575e-05-0.000696176j 0.00400924+0.00272044j 0.00558694+0.00660274j -0.00973919-0.00776636j 0.0174778+0.0128936j -0.00165402-0.00835375j -0.00275912-0.00905285j -0.00686869+0.014884j -0.0140787+0.011193j -0.000481703+0.00943027j 0.00356034+0.00840949j 0.0142748+0.00820533j 0.00487762+0.0036187j -0.00450023-0.0156588j -0.0035995+0.00513824j 0.00136799+0.00915905j -0.00229389-0.00467471j -0.0116701+0.0271956j -0.00610081-0.00162542j -0.00395645-0.0155536j -0.00448757-0.0124794j 0.00642268-0.00381983j 0.0078965+0.00785362j 0.00177295-0.0284079j 0.00130603+0.00509452j -0.00329023-0.0105358j 0.00482458+0.0205067j 0.0149663-0.00738315j -0.0139571+0.0157746j -0.00238742-0.00463982j 0.0204759+0.0157218j -0.000330782+0.0105523j -0.00527427+0.00252706j -0.00733239-0.0132053j -0.00720622-0.00898686j -0.0156327-0.00835021j 0.00436194+0.007008j -0.00537284+0.00440833j -0.00457375+0.00234081j -0.000792432-0.00139408j 0.00726091-0.00577244j 0.00245221-0.0143604j 0.0101413+0.00323554j 0.00112685-0.0213403j 0.00272351-0.00531123j 0.00979792-0.00681087j 0.00276421-0.00636868j 0.00304977-0.00513197j 0.000743133+0.00991481j 0.00377451+0.00771092j -0.0027059-0.00650407j 0.000597872+0.0156054j -0.0120734-0.0127233j 0.0144068-0.00216029j -0.00396354-0.00398465j 0.00863601+0.0130518j -0.00585896+0.00784462j -0.00601237+0.000484312j 
0.0108938+0.00997041j 0.00158013+0.0018583j 0.00977756+0.000332084j 0.0131296+0.00440647j -0.00364909+0.00724582j -0.0075196+0.00461564j -0.0115452-0.00780332j 0.00814782+0.00772442j -0.00629383+0.000422178j 0.0106553-0.00300009j -0.00200582+0.00730531j -0.00441446-0.000224686j -0.00277121-0.000408767j 0.0076049+0.00537266j -0.00256784+0.00512832j 0.00797637+0.00121445j -0.00350511+0.0109484j 0.00381626-0.00428324j -0.00525976-0.00567593j -0.00684637-0.00240492j 0.0082259-0.00102943j -0.0106819+0.00674987j 0.00738961-0.00173794j -0.00452449+0.0168226j 0.00134022-0.00714371j -0.00378166+0.0154629j 0.000496467-0.00917105j 0.000103847-0.00297307j 0.00352097+0.000676535j -0.00328837-0.00169948j -0.00403167-0.000254415j 0.00162454-0.00946887j 0.00126946+7.55133e-05j -0.00281561+0.00188987j -0.0141517-0.00915928j 0.0105351-0.00620897j 0.00723585-0.00893427j 0.00184871+0.00461545j -0.0114351+0.0140222j 0.00692926-0.0151231j 0.00280702+0.00390099j 0.00464324-0.00797056j 0.000390151+0.0103161j -0.007901+0.0041118j 0.00607085+0.00757979j -0.00851369+0.00419987j 0.00962242+0.00330681j 0.0117605+0.0254893j 0.00478586-0.000498482j 0.00659601-0.000131669j -0.000301652-0.000664467j -0.00442321+0.00294062j -0.00757262+0.00106204j 0.0112393-0.0219203j 0.00620838-0.00713162j -0.000752917+0.00638118j 0.00286598+0.00441987j 0.00658094+0.00569682j 0.0014956-0.00946771j -0.00757613-0.00400883j 0.00557092+0.000432591j -0.00878017+0.000471833j -0.000984519-0.00209834j 0.00734011+0.000967054j 0.00111614+0.00123938j -0.00397325+1.98044e-05j -0.0148458+0.00382541j 0.0139598-0.0082058j 0.00114341-0.00343274j 
0.0320432+0.0205591j -0.00597831-0.0282436j 0.0277383+0.0104013j 0.0043326-0.0124972j 0.0196388-0.00659585j 0.00449783-0.00205531j 0.0102547+0.0147938j 0.00261136+0.0161605j 0.00775172+0.0128218j -0.00102178-0.00576906j 0.0131213+0.00247835j -0.0109045-0.0116307j 0.0118355+0.0146517j -0.00822758+0.00189818j 0.00157915+0.00762731j -0.0126962-0.00959498j -0.00130433+0.00715512j 0.00281364-0.000114536j 0.00211378-0.00503042j -0.00707371-0.0208312j 0.000687865-0.00145342j 0.0121186-0.00331238j -0.00448539+0.0164998j 0.00917242-0.00951762j 0.00930824+0.0132994j -0.0144704-0.00956017j -0.00574944-0.0143268j -0.001079+0.00681781j -0.00606746-0.00263934j 0.00208975+0.00271064j 0.00740367+0.00978226j 0.00337511+0.00844954j 0.00870876+0.0134394j -0.00672458+0.0017521j 0.00266622+0.00604637j 0.00452862-0.00092209j 0.0097387+0.00323315j -0.0151055-0.00300816j -0.0110374+0.00104195j 0.00525375-0.00544562j 0.00210478-0.00401008j -0.00264306-0.012856j -0.0052341+0.00175799j 0.00773923+0.0104473j 0.00334746+0.0163392j -0.00219054+0.0124224j 0.0148657+0.00738767j 0.000808788-0.00867718j 0.000205608-0.0156191j -0.00405334-0.00369837j 0.00511676+0.00685485j -0.0118434-0.000111454j 0.00327389+0.0211586j 0.0022381-0.00325529j -0.00624694-0.0198449j 0.00193723-0.00357219j 0.0101142+0.0127025j -0.0150667-0.000401534j -0.00133468+0.0126652j 0.00219672+0.000343436j -0.0127505-0.0166613j -0.0053196-0.00867974j -0.000743425-0.001864j 0.00523349+0.0183029j 0.00649835+0.0136051j 0.00337851-0.0135408j -0.0104275-0.0100436j 0.000167432+0.0120968j 0.00439226-0.004744j 
-0.0224082-0.0419128j -0.0086629+0.0119616j -0.0309446-0.0150636j -0.00256033+0.0163628j -0.0173654-0.000103855j -0.0136725+0.00885893j -0.00208062-0.013022j 0.00181488-0.00779083j 0.00395738-0.00227217j -0.000475412-0.00862717j -0.0236796+0.0076741j -0.0208927-0.00693089j -0.00657429+0.00128499j 0.0221246+0.0157314j 0.011515-0.0018843j 0.00462676+0.0110494j 0.00256987-0.00881682j 0.00504673-0.0014161j -0.000479404-0.000417353j 0.00646278+0.00251137j 0.0134777-0.000113887j -0.0098779+0.00997513j 0.00248333-0.00479257j 0.0160807+0.0108953j 0.0114599-0.00363965j 0.00745929+0.00640905j -0.00279234+0.0016898j 0.00240583-0.0122628j -0.00309502+0.00258222j -0.00066061-0.0230658j 0.00261393-0.00519142j 0.00303181-0.019355j 0.00929293+0.0114857j -0.00208132+0.0130029j -0.0187999-0.00665556j -0.00339408+0.00862663j 0.00389095-0.00597016j 0.00503551-0.00140293j 0.007845+0.012j 0.00304601-0.00190697j -0.00713625-0.00232823j 0.00790669-0.0167467j 0.00744677-0.00705727j 0.00345165-0.00144652j -0.0140272-0.0110424j -0.00587561-0.00324125j -0.0157591-0.00181576j 0.00742588+0.00297606j -0.00786184+0.00663126j 0.010545+0.0121924j -0.0115012+0.0044209j 0.0067612+0.00357282j -0.0149815-0.0148476j -0.00668203+0.0197556j 0.00624431-0.00275542j -0.00121234+0.0048114j -0.00985188-0.0116272j 0.000812908-0.00173751j 0.00811348-0.00420999j -6.64293e-05-0.000664885j -0.00158811+0.0114465j -0.00127554+0.0114099j 0.00141988-0.0110967j 0.000129239-0.0126232j 0.00541745-0.00720017j -0.018247+0.011491j 0.00860507+0.00527673j 0.00829038-0.00527583j -0.0144891+0.0132729j 
