-0.00482682+0.00201894j 0.00975321-0.0548097j 0.0184372-0.0064168j -0.0486841-0.0436958j 0.0062504+0.00177345j 0.0125761+0.027273j 0.01335+0.0507083j 0.00922833-0.00604439j 0.0323932+0.00721596j 0.00827204+0.00379807j 0.016378+0.023381j 0.0197574+0.00821525j -0.0181403+0.0199565j -0.0232026-0.0169295j -0.00304754-0.0288392j -0.00850359-0.0144922j -0.00617297+0.00328704j 0.0219102-0.00628932j -0.00981121+0.0316064j -0.0132876-0.0203557j -0.0271059-8.85335e-05j 0.00914359+0.00615025j -0.0183296-0.0306393j 0.0108604-0.0372679j -0.0196761-0.0176089j -0.0369643-0.00781204j 0.0114481+0.0229662j -0.011651-0.0240956j 0.00293897-0.00600512j -0.00251333+0.0043147j -0.00459642-0.0262597j -0.011809-0.00922282j -0.00705863-0.0187574j -0.0124469+0.0226027j 0.0147189+0.0460412j 0.00778405+0.00728507j 0.0213088-0.0185331j -0.0311013+0.0476866j -0.0263461-0.00159927j 0.00704052-0.00843208j -0.00295812-0.0221021j -0.0141931+0.0608798j 0.0233984+0.0453419j -0.00871325+0.0196432j -0.00220217+0.0370775j 0.00548364-0.0152726j 0.0160539-0.0161816j -0.0300966-0.0222963j -0.0100153-0.0179769j 0.0212502-0.0231571j -0.00327778+0.0054415j 0.00918654-0.0485827j -0.00168146+0.0935753j 0.00793438-0.00772568j 0.0224108-0.0748998j 0.0198925+0.0114476j -0.018998+0.0151823j -0.000589954-0.0116742j 0.0670481-0.0275309j 0.0260892-0.0196585j -0.0181809-0.0393073j 0.0187679-0.0178038j 0.0202628+0.0184466j -0.0475347+0.0530483j 0.104084-0.0157852j 0.0324865-0.0893822j 0.0881434-0.0403853j -0.0535912+0.144647j -0.110147+0.108149j 
0.00221664-0.0171021j -0.00691206-0.00652947j -0.0139767+0.00443287j -0.00182713-0.00550732j -0.00727802+0.00357751j 0.00771631-0.00879766j -0.00134013+0.00593961j 0.000547494-0.0123021j -0.00447334-0.00359386j 0.000711513-0.00635083j -0.0101653+0.0147397j -0.00299943+0.00857122j 0.00628071-0.00112684j -0.0075128-0.00459126j -0.0027341+0.00429082j -5.78323e-06+0.00730325j -0.00902418-0.00892791j -0.000546802-0.00200893j 0.00148706-0.000726739j -0.00129617-0.0027333j -0.0037467-0.00928848j -0.00378434-0.00217924j 0.00395654-0.0219907j -0.00801022+0.00484262j -0.00358444-0.00530838j -0.000170189+0.00291581j 0.000325462+0.00504339j 0.0100835-0.0100922j 0.0133002-0.00477141j 0.00723725-0.0132508j -0.000363269-0.00933084j -0.00239462+8.24335e-05j 0.00768748-0.0122209j 0.00926602+0.00185606j -0.00972671+0.00546571j 0.00196885-0.00228088j -0.00514144+0.00360052j 0.00802156-0.0110017j 0.00599098-0.00703806j -0.00215901+0.000776348j -0.0122129+0.00414258j -0.00466654-0.0187768j -0.00171478+0.00256715j 0.00330576+0.000476297j -0.0105949+0.00827509j -0.00133956-0.00370597j -0.0136614-0.00170635j -0.00405446-0.0173676j 0.00320372-0.00384302j 0.00944398+0.00619935j -0.0146276-0.00606006j 0.00699958-0.00793363j 0.00944557+0.0104103j 0.00616541+0.00494903j 0.00509537-0.00433564j -0.00537316-0.00839884j -0.000866067+0.00176766j 0.00615358-0.00291788j -0.00320208+0.00992433j 0.000545163+0.00160683j -0.00434+0.0117623j -0.00642333+0.00284575j -0.00117037+0.000791949j -0.00752016+0.00677998j -0.0059094-0.000221089j -0.0085003+0.00562915j 0.0103428-0.0018283j 0.00403336-0.00122465j -0.00681882+0.0155482j 
0.0163108+0.000418595j 0.00690332+0.00137135j 0.00196287+0.0213917j 0.0179136-0.01258j -0.000532531+0.0009743j 0.0232453-0.00902743j 0.00355365+0.0057536j 0.000930796+0.002795j -0.00695312+0.0153585j -0.00447333-0.00554643j 0.00659657+0.00601219j 0.00152822+0.000598676j 0.00129685+0.00815672j 0.0135106+0.00697558j -0.0121526+0.0101302j 0.00155968+0.00625841j 0.000420532+0.00711092j -0.00797508-0.00224909j 0.0079829+0.0141928j -0.0031754-0.00292554j -0.000753391-0.0103484j 0.00912425-0.00164192j 0.0122931-0.0132928j 0.00287689-0.00544363j 0.00458542-0.00192632j -0.00877102+0.00255196j -0.00280878+0.0142297j 0.00363926-0.00890662j -0.0114184-0.00110336j -0.012095-0.00160507j 0.00292857-0.00883221j -0.0061679+0.00408288j -0.00848861+0.0051554j 0.0103292-0.00701872j -0.00208516+0.012802j -0.00406311-0.00324043j -0.000805027-0.0014954j -0.00309223-0.00322993j 0.00420973-0.00526744j -0.00353545+0.000406078j -0.0104725-0.00129744j -0.00898099+0.002444j -0.0032942+0.000637423j 0.00703563-0.00312148j -0.00555246-0.00524711j 0.00240169-0.00373586j -0.0118751-0.0023497j -0.0107738-0.0129594j 0.00150517-0.0072835j -0.00772336+0.00992506j 0.00628758+0.00305453j 0.00706625+0.0016077j 0.00960739+0.0109627j 0.00144069+0.000163526j 0.0159209+0.00362986j -0.00722841-0.0118851j -0.00175077-0.00415054j -0.0086838+0.00140891j -0.0062482+0.00900691j -0.000328849+0.00119854j -0.0104256-0.000443986j -0.00929402-0.00588616j -0.00537515-0.000463186j -0.00306411+0.000431785j -0.00694921+0.00269824j -0.00532585-0.00372217j -0.00339384-0.00624171j 0.0101209-0.00571657j 0.00335768+0.00383921j 
-0.0211666-0.017415j -0.0138319-0.00524788j -0.0216971-0.0271445j -0.0122082+0.00937664j -0.00258151+0.000620385j -0.0204751+0.00766381j 0.00149272-0.0154438j 5.18154e-05-0.00567757j 0.00520306-0.01491j -0.00616198+0.0107225j -0.00549007-0.00362632j 0.00328064+0.0016343j -0.00576985-0.00627412j 0.0105491+0.00644442j 0.00413862+0.000551223j -0.00418791-0.0173589j -0.00765249-0.00758769j 0.00448615-0.0154011j -0.0151333-0.00945907j 0.00621837+0.00113975j -0.00674961+0.00550195j -0.000228016-0.00637372j -0.0065148-0.0128777j 0.00466936+0.00657304j 0.00596198-0.00855046j 0.00802954-0.00390716j -0.00933745-0.0122749j -0.0100575-0.000120851j -0.0116375-0.00215016j -0.026656+0.00178951j 0.00937932+0.00264142j -0.00648682-0.0144228j -0.00525827+0.00578744j 0.00620112-0.00909186j 0.000616753-0.00864878j 0.00231363-0.0016299j -0.00182117-0.00626126j 0.00802616+0.000936219j 0.0110356-0.0119273j 0.0082909-0.000901246j 0.00130206+0.00963911j 0.00166023-0.00309124j -0.00245384-0.00325088j -0.0060978-0.00694563j -0.00497776-0.000154835j -0.00651098-0.000136126j 0.00997165+0.00706749j 0.0195263+0.00348044j 0.00167251+0.00780154j 0.00679398+0.00182643j 0.0112596+0.00963547j 0.00404184-0.00142268j 0.00247804-0.00722478j -0.00677455+0.00486521j -0.00653762-0.00215945j -0.00392621+0.00523525j -0.00155641-0.00257569j 0.00760272+0.00469111j 0.0123233-0.00479478j 0.00244681-0.00603987j 0.00285281+0.00508706j 0.0121375+0.00497122j 0.0150188-0.00568405j 0.00500385+0.00669851j -0.000676992-0.00398878j 0.00296092+0.00782404j 0.0115654+0.00399722j -0.00630752+0.00420416j -0.00855588+0.00547525j 
0.0177134+0.0112756j 0.00248966-0.00680797j 0.0160155+0.00654572j 0.00669376-0.00458267j -0.00793199-0.00423414j 0.0024608-0.000477954j 7.59953e-05-0.00268182j -0.00604483-0.00786405j -0.00259818+0.0117655j -0.00201248+0.0141029j 0.00215077-0.00564348j -0.00295404-0.00123399j 0.00196023+0.0116762j -0.00501278-0.00972125j 0.0033345+0.00965262j -0.018159-0.00445327j 0.000223812-0.00665829j 0.00600981-0.00862407j -0.00236555-0.0084361j -0.00126098-0.00803362j -0.00580306+0.00399284j -0.00265916+0.00574188j -0.00139953+0.00420642j -0.00196742-0.00789331j 0.0117848+0.00240936j 0.00544728+0.000829338j 0.00141+0.006779j -0.00847413+0.00241953j 0.0143011+0.000478558j -0.0246857+0.00519826j 0.0168449-0.00249533j 0.00274895+0.00971918j 0.0190218+0.00403463j 0.00237393+0.00237439j 0.00665392-0.00186544j 0.00153016-0.00519539j 0.00277117-0.00635202j 0.00297033+0.000726377j -0.00914435+0.0109702j -0.00664414+0.00266853j 0.00453198-0.00774608j -0.00771999-0.0167789j -0.0101961+0.00174642j 0.00599861+0.00347797j -0.0058491+0.00759005j 0.0102711-0.000804798j -0.00382095+0.0019632j -0.0214597-0.00553277j 0.00435729-0.00253772j 0.00434668+0.00310954j 0.0132897+0.00838753j 0.00246883+0.00698312j -0.00934498-0.00399087j 0.00255769-0.00602784j 0.00163787-0.00116309j 0.000614537-0.00657427j -0.00155594-0.0025236j -0.00228291-0.00409665j -0.0131771+0.00444012j 0.00429104-0.000545239j 0.0152898-0.00976584j -0.00367999-0.00103452j -0.00140177+2.52282e-06j -0.00143017+0.00423838j -0.00602526+0.00808538j -0.00406314-0.00214257j -0.00207105+6.11593e-05j 0.00678162-0.00448596j 0.00293205+8.3482e-05j 
-0.00734917-0.00660222j -0.00152025+0.00121331j -0.0192723-0.00627344j 0.00123613+0.00492737j 0.00566855-0.00978161j -0.00347163-0.015997j -0.00453104-0.00432745j -0.00737847-0.00131055j 0.00264576+0.000938775j -0.00824169-0.00182582j -0.0110795-0.00926738j -0.00277834-0.00455099j -0.00245509+0.00427418j 0.00757204+0.00703904j -0.00190222+0.0048616j 0.000597246+0.00607207j -0.0089689-0.00255802j 0.00469801-0.014125j -0.00433432-0.00299685j 0.0041318+0.013698j -0.00561705-0.00793068j 0.0161294+0.000932338j 0.000379021+0.00044464j 0.00540053+0.000505639j 0.00823964-0.0025498j -0.00157834+0.00938595j -0.000640672+0.00869903j -0.0017836-0.00367439j 0.00694932+0.00735829j -0.0174439+0.00852037j 0.00713841+0.00495874j 0.00249743-0.00165989j 0.00152805-0.0114738j -0.00350691+0.00102386j -0.00435646-0.00380661j 0.00168298+0.00190325j -0.00689874-0.000257251j -0.0008537+0.00883474j 0.00169093+0.00174303j 0.00222024-0.00887547j 0.00652569+0.0109205j 0.00214004+0.0130389j 0.00627335-0.00555452j -0.00696853-0.00442831j -0.000857007+0.00121946j -0.00155354-0.0097124j 0.00456953+0.00380121j 0.0172902+0.00176751j -0.000661329+0.00125687j 0.00415064-0.00221498j 0.0105784+0.00225916j 0.00159278+0.000102502j -0.00895824+0.00474204j -0.00117181+0.00641308j 0.0163172-0.00236754j 0.00200139+0.00185177j -0.00150138-0.00144552j -0.0110806+0.00953886j 0.00178364-0.00892005j -9.13768e-05+0.000917862j -0.0246563-0.000110155j 0.00101475-0.000825929j 0.00561537-0.00226806j -0.00800959-0.00218325j -0.0107677-0.00246055j -0.00215238-0.0027974j 0.00598851-0.00552433j -7.09868e-05+0.0036716j -0.00891755+0.00328844j 
0.00497506+0.00336414j 0.00882474+0.000560931j 0.00352377+0.017784j 0.0225298-0.0025951j -0.00749176+0.0119434j -0.0177685+0.00605913j 0.00432802-0.00633792j 0.0169454+0.00438017j -0.00702383-0.00420128j -0.0080509+0.00177245j 0.00401082+0.00140712j 0.0122736-0.00400916j -0.00326796+0.00355488j 0.0109681+0.000123012j 0.0060259-0.00436793j -0.00317213+0.00326167j 0.0110089-0.00415736j -0.00560802-0.000490793j 0.000943382-0.0150738j 0.000170903-0.0173162j 0.00378653+0.00570762j -0.00322522+0.00807081j -0.00709533-0.00435756j 0.00605038-0.00499976j 0.00287314+0.008322j 0.0104825+0.0110536j -0.000344815-0.0145986j -0.00332614+0.00161499j -0.00624753-0.00179564j 0.00752195+0.000541693j -0.00364109-0.000687994j -0.00233701-0.00106178j 0.00585806+0.00337283j 0.00412668+0.00584775j -0.0095638-0.00361609j 0.00319885-0.00870346j -0.000768128-0.0122295j 0.0010962+0.0032914j 0.0162883-0.000256226j 0.000382473+0.00237041j 0.0101572+0.00140882j 0.000436058-0.0168726j -0.0162468-0.00501481j -0.00133932+0.00267017j 0.00761991-0.00165535j 0.00776479+0.00306616j -0.00419929-0.00625637j 0.0039876+0.00435974j 0.0055339+0.00226071j -0.00344064+0.00246873j 0.0093056-0.00188137j 0.00766789-0.00633053j -0.0152492-0.00337018j 0.00340443-0.00142489j -0.000976548-0.00654289j -0.000947829+0.00882622j 0.00791808-0.010009j 0.00563891+0.000431994j -0.00163336-0.00370401j 0.00213384-0.00598583j 0.00529065-0.00654126j -0.00348102-0.000241066j 0.0108798-0.0013555j 0.0111271+0.0102749j -0.00104458+0.00481552j -0.0134723-0.00157194j 0.00332993-0.00144747j 0.00729627-0.000274146j -0.0029331+0.00138084j 
-5.00604e-05+0.00955374j -0.00468674-5.42997e-05j 0.0193276-0.0120923j 0.00521805-0.00869454j 0.00128289-0.00629679j -0.0191513+0.0131025j -0.00523062-0.0116723j 0.00549608+0.00803105j -0.0148425-0.0112039j 0.00299456-0.000707925j -0.0050602+0.00737689j -0.00344155+0.00812657j 0.013604-0.00356994j -0.00221223+0.00707453j 0.0153263+0.000887768j 0.00807406+0.0024009j 0.0027448+0.00598993j 0.00318705+0.00746903j -9.72883e-05-0.00870965j -0.00230456-0.0120933j 0.025273+0.00345656j -0.00401744-0.00628511j 0.0131769-0.00117407j -0.0132301-0.00312232j 0.0103715-0.0039637j 0.00305552+0.00604316j -0.00972543-0.0100603j 0.00495211+0.0020687j -0.00857761-0.00165837j 0.00251678-0.00448112j -0.0105966-0.00245995j -0.0088917-0.00544313j 0.0119922+0.000730798j 0.00211805+0.0048387j -0.00429139-0.000137541j 0.00526507-0.00323529j 0.00294311-0.00513693j 0.00103546-2.79708e-05j 0.000808563+0.0100539j 0.00408153-0.0090191j 0.00234257-0.00843137j -0.00353948-0.00865571j -0.000299563-0.00743606j 0.00189957+0.00415927j -0.0124478+0.00402492j 0.0015171+0.00989225j -0.00120236-0.00238535j 0.00219599+0.00141781j 0.0175086+0.00213687j -0.0130687+0.00381176j 0.00367447+0.00538019j -0.00274902-0.000128377j 0.00779795+0.00783391j -0.00078842-0.00432018j -0.00165132-0.00837726j -0.00830837-0.000799931j -0.00781092+0.00465487j 0.0038896-0.00237377j -0.0161607+0.00734844j 0.0080469-0.0074185j 0.0103939-0.00289391j 0.00598958+0.00588391j 0.00780736-0.00999826j 0.0105169+0.0096301j -0.0120351+0.00849384j 0.000515329+0.0132513j -0.00197991-0.00747596j 0.010955-0.0105273j 0.0021165-0.000430339j 
0.0088397+0.00550005j 0.00796862-0.00152096j 0.000398269+0.00630323j 0.000467721+0.00297523j -0.00079425+0.00824496j 0.0048028+0.00349754j 0.000576575-0.00213123j -0.0132387+0.00114518j -0.0120284+0.00412345j -0.00783544+0.0121284j 0.00151007-0.0102459j 0.00481609+0.00488581j 0.00237428-0.00470874j 0.00573793-0.00186092j 0.00211753+0.00631477j -0.00102576+0.00394915j 0.00688796-0.00457541j -0.00488606-0.00495952j 0.003559+0.00469735j -0.00346323-0.00363821j 0.00566857-0.00506212j 0.00946087+0.00212889j -0.00463828+0.0135384j -0.000126548-0.00342045j 0.00632118+0.00831804j 0.00737634+0.00611287j 0.00426888-0.00257529j 0.00916065+0.0050041j -0.0101809-0.0129809j -0.008903-0.00187309j 0.00578075-0.00788699j 0.0115872+0.00108929j -0.00583385+0.00358159j 0.00523943-0.00134553j -0.00952068+0.00414138j -0.000664178+0.000800427j 0.00472176+0.00887822j 0.00239348+0.00840418j -0.00580726-0.000859389j -0.0058144+0.000294166j 0.00394436-0.0102631j 0.000596649-0.000876145j 0.000231335+0.00569213j -0.00334499+0.011072j 0.0074606+0.00407587j 0.00544131+0.00466773j -0.010852-0.00483325j -0.00987453+0.000109428j -0.00125859-0.00499998j 0.000715401+0.000917868j 0.000451206+0.00301499j -0.0028955-0.00504788j -0.0110063+0.00332384j 0.00256821+0.00136378j 0.00403203-0.00513107j -0.00152307+0.000630021j 0.00246924+0.00296137j -0.00491341+0.00323555j -0.00530667+0.000935311j 0.00153626+0.00113235j -0.00548924-0.000315347j -0.00143272-0.00448367j -0.00729915-0.000706194j -0.00659811+0.000304062j -0.00153846+0.00243993j -0.00378158-0.00203814j -0.00406048-0.00112765j 0.00303966-9.36869e-05j 0.000315408+0.00215148j 
-0.00958017-0.00314112j -0.00881259+0.00694046j 0.0223012+0.000945038j -0.00693591-0.00803606j 0.00572371-0.00442377j -0.0157472+0.00232649j -0.000893777+0.0054137j 0.00240927+0.00470869j -0.00925608+0.000712721j -0.00374737+0.00158274j 0.0013261-0.0124779j 0.0126548+0.00902032j 0.00129963-0.00753421j 0.000587591+0.00959781j -0.00627434+0.00233663j -0.00643802+0.014211j 0.00321351+0.00879997j 0.00802302-0.00714102j -0.00800824-0.0142711j 0.000769961+0.00229293j 0.0112245+0.00602045j 0.00649258-0.00115923j 0.0101007+0.0014516j -0.00549641-0.00519729j 0.00560356-0.000201752j -0.00798523-0.00521014j 0.00285671-0.00227116j 0.000480321+0.00250985j -0.0138564-0.0022257j 0.00449344-0.00496305j -0.00701729+0.00255133j -0.00815124-0.00739673j -0.0027658-0.00671475j 0.00579028+0.00332891j 0.00205349-0.00392442j 0.0125839-0.00501604j -0.00391992-0.0134662j -0.0090374+0.00972828j 0.0120855+0.00074191j 0.00274251-0.00921158j 0.00839076+0.00567758j -0.00543195-0.00689653j 0.0058111-0.00907028j 0.00490185-0.00337994j -0.00363882-0.00363156j -0.00893153+0.00452412j 0.0119295+0.00453052j -0.00544115+0.00102512j 0.0061918+0.0108315j 0.00016261-0.00140236j -0.0122413-0.0012649j -0.00384711+0.0078602j 0.00302148-0.0189057j -0.0013947-0.00497234j -0.014071+0.000720112j -0.00210296-0.00399163j 0.00393027-0.0124112j -3.83355e-05-0.00454403j -0.00473648-0.0101583j 0.00439283-0.00200979j 0.0155307-0.0019926j 0.000634345+6.00266e-05j 0.0040167-0.00935477j 0.0145769-0.0123296j 0.00964707+0.00290858j 0.00473958-0.000602938j 0.00179338+0.0035636j -0.00476973+0.000458671j 0.00222533-0.0123224j 
0.00859527-0.0156405j -0.00494102-0.0124668j 0.000146743-0.00966947j -0.0139245+0.0151019j -0.00281688-0.0133791j 0.00341732+0.00645608j -0.00135756+0.0092584j -0.000985406-0.00448638j 0.0108124+0.00639125j -0.00872319-0.00224884j 0.00442028+0.0110909j -0.0141565-0.00689868j 0.000883183-0.000340372j 0.00336327+0.00301113j -0.0043313-0.00250858j 0.000353937+0.00587622j 0.00504572-0.00723881j -0.000598597+0.00283766j -0.000495429-0.00254193j -0.0104736-0.00576664j 0.0242852-0.000355688j -0.00263936+0.00159077j -0.00183161+0.00834823j 0.00396827+0.0119408j -0.00738505+3.91515e-05j 0.000128362-0.00351192j 0.00798925+0.00286499j 0.00339369+0.00629146j 0.00647489-0.00018325j -0.000849707+0.00678627j -0.00427824+0.00602396j 0.00201561-0.00575506j -0.00511176-0.0054837j 0.00189221-0.000175529j -0.00265368+0.00903961j 0.000497333+0.000916287j -0.0103125-0.000456534j -0.00761599-3.79315e-05j -0.00533361-0.00465572j -0.00442633+0.00550722j 0.00261182+0.00453556j 0.00220707-0.0104741j -0.000837291+0.0109492j -0.00297329+0.000306329j 0.000907827+0.00324332j -0.00236748+0.0104691j -0.0121902+0.0112672j -0.0106961+0.00520748j -0.00439289+0.00647129j 0.000372721-0.0011789j -0.00142484+0.00327921j -0.00337889+0.00771551j -0.00755773-0.00539928j -0.00218117+0.0140033j -0.00535866+0.00537188j -0.00233493-0.00651994j -0.00989818+0.00161986j -0.00587104+0.000190099j -0.00861978+0.00645451j -0.0072419+0.000339176j -0.00261425-0.00113492j -0.00213703+0.000181248j -0.00502645-0.00940573j 0.000866455+0.00459672j -0.0061593+0.00018848j -0.00414032+0.00845385j -0.00167437-0.000992716j 0.0078219-0.00567616j 0.00151082+0.00530651j 
-0.0160074-0.00253388j 0.0082644+0.0252917j -0.0135778+0.00829709j 0.0205572+0.000695887j -0.0113226-0.00870434j -0.00801454-0.00893207j -0.0103442-0.00851036j -3.97131e-05+0.00608326j -0.00731597-0.00298981j 7.84665e-05-0.00700735j -0.0180779-0.00716101j -0.00663142-0.00353548j -0.00755022+0.00720916j 0.00430732-0.00207822j 0.00460499+0.00376111j 0.0119895+0.0101007j 0.0012941-0.00149268j 0.00306601+0.0061559j -0.000267829-0.0030249j 0.00851893+0.0072592j 0.0125594-0.0039808j -0.00152024+0.0062614j 0.0110195+0.00210793j -0.00842806-0.00764708j 0.00898895-0.00659889j 0.00655546+0.00838084j 0.000230117+0.0115249j -0.00346466-0.0186089j -0.00026448+0.00627898j -0.00470172-0.00363588j -0.00437499-0.00794707j -0.00919195+0.00559744j 0.0151566+0.000350993j -0.00506205+0.00529813j -0.00348833-0.000162223j 0.00393138-0.0077811j -0.00367292-0.0047667j 0.00787279+0.000330889j 0.00141242+0.0105007j -0.00218222-0.0011656j -0.0088492+0.00181136j -0.00676795+0.00473909j -0.00577323-0.00255373j 0.000486735-0.00727221j -0.00694178+0.00604851j -0.00107558-0.000254648j -0.0150188+0.000264313j 0.00510788-0.0114027j 0.0080614+0.0022224j -0.0073252+0.000296793j -0.00157389-7.51674e-06j 0.000718308+0.0083771j -0.0100662+0.00549415j -0.01061-0.00389601j 0.0115897-0.00467048j -0.00385583+0.00512725j -0.00870721-0.00415798j 0.00406851+0.00649777j 0.00445307-0.0108031j -0.00385636-0.00107287j -0.00570751+0.0103139j -0.00162377+0.000532838j 0.00321915+0.00217073j -0.00132245-0.00420445j -0.0119765-0.00520898j -0.00842379+0.002138j 0.00339225-0.00061513j 0.00806648-0.00959108j -0.00874266+0.00721801j 
-0.00231801-0.0158471j 0.0018548-0.00799197j -0.0279268-0.00631443j 0.0018795+0.0169753j 0.00265293-0.00560662j -0.00414785-0.00761158j 0.0101657+0.000778119j -0.0181915-0.0107604j 0.00882869+0.0126377j -0.00114839-0.0161144j 0.00786024+0.0119708j 0.00379557-0.00809044j 0.00520096-0.0141875j -4.83759e-06+0.000559615j 0.0025094+0.0153782j 0.000991183-0.00223665j -0.01023-0.00214969j -0.000331743+0.00709461j 0.00200864-0.000717352j 0.00127021+0.0111942j -0.0233149-0.00175172j 0.00321129-0.00250452j -0.00291275-0.0126644j -0.00297821+0.00902184j 0.00714036+0.00895368j 0.00734661+0.00450005j -0.00535446+0.0114104j -0.00781018-0.0142196j 0.00262605+0.00183088j -0.000568126-9.83728e-05j -0.003519-0.00417109j -0.00250594-0.00595469j -0.00514997+0.00882334j -0.0172481+0.00774391j -0.00138521-0.00297847j 0.00126473-0.00119065j -0.00239555+0.0016579j 0.0013926-0.0054069j 0.0104728-0.0114711j 0.00362668-0.00274555j 0.000230141+0.00789131j -0.00149642-0.00335909j -0.000765568+0.00497945j -4.3246e-05-0.00211184j 4.37945e-05+0.00465652j 0.00364952-0.00774657j 0.00417054+0.00157964j 0.00338764-0.00085561j 0.00202004+0.000790739j 0.0113968+0.00925242j 0.00277591-0.00321655j 0.00498079-0.00186898j -0.00182123-0.00349922j -0.005189+0.00390923j -0.00278824+0.00405784j 0.00321401+0.00730424j 0.000631586-0.000510951j 0.00189532-0.00144225j 0.00942973+0.00116249j -0.00146888-0.00237388j -0.0033214+0.00189304j 0.00935455-0.00031616j 0.0173371-0.00724325j 0.000976995+2.30448e-05j -0.000539993-0.001798j -0.00279852-0.00177277j 0.0114018-0.00379168j -0.00221861+0.00313816j -0.0090837+0.00896039j 
0.0023787-0.00316009j 0.000994435+0.0192498j 0.00610474+0.0181102j 0.0270112+0.00910053j 0.000215405+0.0092683j -0.00748962+0.000277312j -0.0102528-0.00236459j 0.0024703-0.0015492j -0.00530878-0.00424458j 0.0038391-0.0128042j 0.000611675+0.0132702j -0.00523594-0.0117449j 0.00503428-0.00328504j -0.000596131-0.00147476j -0.00114086+0.00152988j 0.0105912-0.00518807j 0.0118611+0.0129902j 0.00303173+0.00101019j -0.00544328+0.000424626j -0.0116269-0.0211259j 0.00812032+0.00440891j 0.00165931+0.00776076j 0.0148252-0.0119725j -0.0229832+0.00273486j 0.00278063-0.00508286j -0.00652664-0.00327167j 0.00279787-0.00438077j -0.00607372-0.0119256j -0.00470817+0.00212498j -0.000832295-0.00072149j -0.00245043+0.0149418j 0.0106966-0.00447699j 0.00448436-0.00949839j -0.006353-0.00977497j 0.00529306-0.0115181j 0.00637903-0.00313783j -0.00639941-0.00610641j 0.0148506-0.00826748j 0.0085973-0.00499954j 0.00951126-0.00605865j -0.016571-0.00715999j 0.00972694-0.00640758j -0.00517384+0.00820519j 0.0072186+0.00764331j -0.00814246-0.00232954j -0.0113313+0.00568785j -0.00802453-0.0141011j -0.000908041+0.00623392j -0.00340163-0.00309484j -0.00912795-0.0127456j -0.00155139+0.000785121j -0.00606169+0.000870742j 0.0130221+0.00576433j -0.0137641-0.00642178j -0.0026655-0.00566946j -0.0033782+0.00127797j 0.00389389-0.00142179j 0.0108872-0.00593478j -0.000973993-0.00577899j -0.00148472+0.00140478j 0.00975632+0.00338469j 0.00250782-0.000260267j 0.00153505-0.0023341j 0.0164651-0.00860771j 0.0107208-0.000571801j -0.00585959+0.00160407j -0.0113793+0.00945032j 0.00824385-0.0111413j 0.00709591-0.00240981j 
0.00735854+0.00679988j -0.0138346-0.011304j 0.0161708+0.0115219j 0.0151221-0.00720912j -0.00289566-0.00598254j -0.0174426+0.00500484j 0.0126268-0.00844373j -0.0071966-0.00230717j 0.0157195-0.0060731j 0.0045643+0.00213532j -0.00310025-0.00832047j -0.00479452-0.0201406j -0.00697403-0.00192617j 0.00368832-0.0148938j -0.00403137+0.000276137j -0.00289646-0.00981924j 0.0089809-0.00450391j 0.000738779-0.00629162j -0.00442295-0.0135858j 0.00144158-0.0102089j 0.00986488-0.00721982j -0.0190827-0.00797562j -0.00405415-0.00136439j 0.00549074-0.0051104j 0.00903616+0.00310984j 0.00842594+0.00419337j -0.0132162-0.00801331j 0.00618995-0.00439361j 0.0064813-0.00525737j -0.00168524+0.00245112j 0.00717757+0.00735218j -0.00221732-0.0122952j 0.00767776+0.0055481j 0.000696016-0.00310285j 0.00143851-0.00420873j 0.00498824-0.0123741j 0.00275074-4.50506e-05j 0.00688569-0.00513083j 0.00461807-0.00314823j -0.0106679-0.00397487j 0.00495236-0.0129715j -0.0149864-0.0096629j -0.00321985-0.0128651j 0.0046574+0.00143026j -0.00447446-0.00368927j -0.0025442+0.00871114j -0.00184308-0.00547492j 0.0026611-0.00219994j 0.00592783-0.00446593j -0.0132194-0.00385196j 0.00232552+0.000932814j 0.00119243-0.000249315j -0.00379185-0.000875997j 0.00203499-0.000954635j -0.0082635-0.00924504j -0.00988626-0.00984031j 0.000451862-0.00724211j -0.00460675-0.00467744j -0.00282075-0.00254224j 0.0104035-0.00442109j 0.0220501-0.00652523j -0.00398014+0.00145132j 0.00180871-0.00413073j 0.0139654+0.00834927j 0.00410975+0.00781866j 0.00353155+0.0012956j 0.00298719-0.00139044j -0.00514281-0.000302654j 0.00583102-0.0064137j 
