0.00755332-0.0168089j 0.00657687-0.033927j -0.0213171-0.0220048j 0.0147278+0.00371959j -0.00734495-0.000859644j -0.00764399-0.0058728j -0.0207034-0.0174809j -0.0198819-0.0269578j -0.00797565+0.00378305j -0.00806614-0.02356j -0.0285992-0.011597j -0.00730554+0.00641256j -0.00344469+0.0175367j 0.00175955-0.000553425j 0.014414-0.0311079j -0.0153084-0.0170427j 0.0105521-0.0209973j -0.00978672+0.0146078j 0.00134852+0.0162209j 0.00427041+0.0354376j 0.00614621-0.0114141j -0.0072723-0.0243124j -0.00158822-6.19782e-05j 0.00301394-0.0247237j -0.0290449-0.00609594j -0.0239999+0.00239395j -0.00907449-0.0538656j -0.0211356+0.0108152j 0.00690049+0.00462157j -0.0152978-0.00101503j -0.00158341-0.061131j -0.0113964+0.0156188j 0.00972812+0.0186596j 0.0230658+0.00198099j -0.00383387+0.0258458j -0.00701551+0.0170963j -0.0103667+0.0189089j 0.00103605+0.030393j -0.0438264+0.0252401j 0.0194681+0.00382591j 0.012171-0.0376665j 0.0306445-0.0431472j -0.0211859+0.0160346j -0.00681797+0.0102776j -0.0229276-0.0222181j -0.011517-0.025028j 0.0662376-0.0441254j -0.0420633-0.0168079j 0.0120025-0.0307309j -0.0248836+0.0313735j -0.0461688+0.116777j -0.0945954+0.0818873j 
0.029732-0.0328479j -0.0754597-0.015763j -0.00716439-0.0380853j 0.0275502+0.0361133j 0.0151729+0.0858605j 0.00107937-0.00332988j -0.0775876-0.0294311j -0.141831+0.139621j 0.0222381+0.125648j 0.130379+0.03478j 0.0649964-0.0253465j -0.0919474-0.0764693j -0.0200229-0.118239j 0.044748+0.0054362j 0.0320828+0.0733825j 0.115021+0.0167948j 0.0221141-0.0447072j 0.0485197-0.0939838j -0.0155472-0.0303764j 0.0684775+0.0275669j -0.0624363+0.0644334j 0.0218225-0.0394282j 0.136992+0.0109553j 0.0277508+0.0147545j -0.0315147+0.0647557j -0.0503665-0.0185415j 0.12618+0.110014j -0.018368-0.0116927j 0.0645003-0.010639j -0.096456+0.0220594j 0.0766216+0.168481j 0.109465+0.0171594j -0.094857-0.00771451j -0.137622-0.0549144j -0.0571797+0.015036j 0.0154032-0.0399319j -0.0159681+0.0130705j -0.0491496-0.00165682j 0.0787034-0.0306036j 0.0464298+0.0172573j 0.00142464+0.0426407j 0.0476301+0.0690203j 0.0401993+0.0280518j -0.03659-0.0326049j -0.000561988+0.082559j 0.0702321+0.0694319j -0.0524037+0.0251768j 0.0755943+0.0413873j -0.0284566+0.0417759j 0.0205141-0.0033673j 0.0349959-0.0729822j 0.0594203-0.0539027j 
0.0105038-0.0179808j 0.102208+0.127964j 0.00394293+0.149098j -0.21869+0.00843983j -0.023618+0.110071j 0.0224249+0.00100565j 0.0544599-0.11448j 0.0887129+0.0583139j 0.107685+0.0264485j -0.0531793+0.0799404j 0.00456975-0.00693826j 0.0645272+0.0596747j -0.0153464-0.0251982j 0.0805346+0.0939595j -0.104337-0.0412436j -0.0684373+0.0400405j 0.109807+0.0132691j -0.0749298+0.0270411j 0.00878944-0.0131518j 0.0106306+0.0629107j -0.0310537-0.0446712j -0.0533879-0.0504601j 0.0217276-0.186605j 0.111593+0.045847j 0.0520136-0.0586602j 0.0396682+0.0746444j 0.019004-0.0682521j 0.0212907-0.0652742j 0.0206078-0.0165275j -0.0737449+0.0671451j -0.0225321+0.0395873j 0.0504965+0.11579j -0.0282516+0.0192777j -0.000586447-0.0767045j 0.022707-0.016813j -0.0637247+0.07113j -0.0643801-0.00762054j 0.0502641+0.0709428j -0.0744129-0.0428545j -0.0306918-0.0887224j 0.0148648+0.00645305j -0.0103911+0.0804576j -0.0747539+0.0220488j 0.0560067-0.0230563j 0.0232476-0.0185447j -0.12675+0.0204738j -0.0392796+0.00832685j -0.00414181-0.00548466j -0.106995-0.056819j 0.00437977-0.00308443j -0.0141155-0.0292724j -0.0898048+0.0286866j 
0.109351+0.0746839j -0.0318722-0.0601795j 0.0866824-0.0668842j 0.0881743+0.151941j 0.00663389+0.0815891j 0.113783+0.0280895j -0.0478428-0.0172713j -0.191603+0.0276467j -0.0103907+0.102721j 0.04295+0.0149307j 0.0808187-0.0281385j -0.104981-0.0533803j 0.0498657+0.00479592j -0.0702569+0.0401445j 0.068866-0.0744086j -0.0616956-0.0871852j -0.0629046+0.0296169j 0.0370668-0.0587866j 0.0571561+0.00768926j 0.0943228+0.0791086j -0.031486-0.0216653j 0.0215928-0.0579288j 0.111248-0.0541344j 0.0791485-0.0372737j -0.0292895-0.0360998j -0.0891089-0.0762209j 0.112227+0.0310788j -0.10516-0.00271349j 0.142864+0.00638552j -0.229652+0.0042344j 0.0116948-0.019168j 0.0751394+0.01946j 0.0111701+0.00437646j -0.187467+0.0687255j -0.118765-0.0542936j 0.0484247-0.0307875j 0.00923403+0.0188902j 0.0350149+0.0347526j 0.0549349+0.0116652j 0.0675189-0.00599061j 0.0558798+0.0145549j 0.0674974-0.0370785j 0.0200499+0.0611018j 0.0106356+0.00283007j 0.00961943-0.0527455j 0.0714025+0.00470809j 0.0340288-0.0141031j 0.0231954-0.019167j 0.0067681-0.0161071j 0.00542088+0.0287703j 0.0651834+0.0161216j -0.00215781+0.0223843j 
0.0620166+0.0706229j 0.0846889+0.0386615j 0.129232+0.100756j -0.0683783+0.116618j 0.0233894+0.0583816j 0.0730096+0.0899469j 0.0450459+0.0501886j -0.00206457+0.028695j -0.0315287+0.0227228j -0.028702+0.0253951j 0.0938537-0.0392066j 0.0717032+0.0337778j 0.0204642-0.0299178j -0.0125105+0.133505j -0.0127023-0.0491535j -0.0306379-0.00483495j 0.0322375+0.0803885j 0.000272801-0.0263011j 0.00235953-0.0164479j 0.0598451-0.026155j 0.0106854+0.0158424j -0.0415255-0.0695769j 0.0227075-0.00537199j -0.00891482+0.0297273j 0.023114-0.0774165j -0.0289962+0.0406048j -0.028125-0.0385166j -0.0475198-0.00535816j 0.0915654+0.00972501j -0.193316-0.00228158j -0.11924+0.0332132j 0.0411229+0.0729806j -0.0358169+0.0844134j -0.013209-0.0181962j 0.05557+0.0439553j 0.0280199+0.0312812j -0.0326365+0.0325049j 0.0496864-0.0170633j -0.0355636+0.00572949j -0.0113703-0.0737716j -0.000153322-0.00602307j -0.020551+0.00260337j -0.00847439-0.0352729j 0.0210621-0.0379806j 0.035582-0.0197452j -0.0477458-0.0377772j -0.042097+0.0374153j -0.0535708-0.036752j -0.0163899-0.0237594j 0.0255747-0.0130725j -0.0227194+0.0126551j -0.0106859-0.0307426j 
-0.0188352-0.105537j -0.0529118+0.00483358j -0.117334-0.0453346j -0.0663683-0.101264j -0.0373969+0.0106501j -0.0828012-0.10514j -0.0790486-0.101566j 0.0304459+0.0186576j 0.038199-0.0105664j -0.0353183+0.0337562j -0.0219627-0.0243918j -0.0431797-0.00810022j -0.0295038+0.00572792j 0.11781-0.00732278j -0.0588092+0.0767851j 0.135805+0.001253j -0.0398238-0.0230967j 0.036685-0.0364558j -0.0451531+0.0286212j 0.0310509-0.0612618j 0.00151278-0.028805j -0.0155577+0.0502889j 0.00149879+0.0324687j 0.022227+0.0724759j 0.0184216+0.00897649j -0.0359841-0.161773j 0.0373495+0.156587j 0.100769-0.00923222j -0.0425404+0.0198529j 0.130803-0.0516705j 0.0294703+0.0776559j 0.00842552-0.0281638j -0.0542397-0.00113838j 0.0492559+0.0181715j 0.0566155-0.0916086j -0.114366-0.0277225j -0.00927491+0.0486955j -0.00179197-0.0369706j 0.0102394-0.0519005j -0.051931+0.0406365j -0.059031+0.0128055j -0.0845396+0.12701j 0.0230156-0.04629j -0.00862115-0.0437943j -0.0221589+0.00498732j 0.00728284+0.061688j -0.072057+0.0125014j 0.0619288-0.00304459j -0.0213393+0.0157337j -0.00884488-0.0192863j 0.0175508-0.121101j 0.0318579+0.0260693j 
0.00534511-0.0119936j -0.0567149-0.0710963j -0.0507239-0.0753892j 0.0716768-0.0250019j 0.0175542-0.0367075j 0.0044778-0.0608695j -0.0773539-0.00739532j -0.0360083-0.0305529j -0.00814185-0.0408412j -1.26489e-05-0.0400138j 0.0194436+0.00628881j -0.0749485-0.0223909j -0.000834564+0.0143659j -0.0417516-0.0399286j 0.0664507-0.0786387j -0.0118747-0.0204631j -0.0180886-0.0118268j 0.0253366+0.0162633j 0.0172072+0.0218143j 0.0993928+0.0151665j 0.018022+0.0042731j 0.0367789+0.00428999j 0.00611774+0.0137283j -0.0162619-0.0275024j -0.0518614+0.0274664j -0.0387049-0.0102586j 0.018764+0.0101365j -0.0744685-0.00970036j -0.0207754+0.000482916j 0.0353775+0.00741834j 0.0472726-0.0323035j -0.0888714-0.0341763j 0.0258462-0.00487522j 0.0142308+0.0131984j -0.0168493-0.0175589j -0.00201808-0.0123912j 0.0220281-0.0155838j 0.00209352+0.0037639j -0.0690675+0.00109323j 0.0344578+0.0730406j 0.0277831+0.0033048j 0.0689786-0.049291j -0.0177523+0.0445664j 0.00751384+0.0405278j -0.0119998-0.0236296j 0.0254668+0.00513543j 0.0878147-0.0172096j -0.0270963+0.0340281j 0.0355411-0.0187553j -0.0514164+0.0107676j 0.00902371+0.064893j -0.0418298+0.0498705j 
-0.000156731-0.0047382j -0.00170481+0.00417435j -0.00829657+0.0229256j -0.00750317-0.010441j 0.0228196-0.0219342j 0.0149101+0.0088531j 0.0232767-0.0203821j 0.00731095+0.000521699j 0.00546385-0.0156861j -0.0240497+0.000430656j 0.0335311-0.0370929j -0.00746355+0.0242839j -0.00440273+0.000924039j 0.0187409+0.00267314j 0.00314093+0.00693182j -0.0476767-0.0302256j 0.00967907+0.0394321j -0.0283578+0.0135733j 0.00368413+0.0294206j 0.0375395+0.0282654j -0.00742939-0.00219592j -0.0180508-0.0438024j 0.00853725-0.00782739j 0.000532321+0.0105071j 0.00603765+0.00815697j -0.00388223+0.0184774j -0.00627214+0.0227251j -0.00927076-0.0422031j -0.0138827-0.0128812j 0.0196452+0.00495002j 0.020482-0.0113727j -0.00262285-0.0124699j 0.00216093-0.00700172j -0.0109902-0.0392264j 0.0414661-0.0403062j 0.0112727+0.0175056j 0.0214627-0.00785967j -0.0102771+0.0331428j -0.0256898-0.0479916j -0.00119019+0.0162058j 0.0342636-0.0041619j 0.0179334-0.00412261j -0.00926421+0.00141277j 0.00845532-0.0205214j 0.035625-0.00265245j -0.0265254-0.0200097j 0.00567296+0.00288184j -0.00818994-0.0285813j -0.00967477-0.0045762j -0.00243961-0.00784426j 0.0261956-0.0188172j 0.00492452+0.00865028j 
-0.0188674-0.038975j -0.058215-0.043034j -0.0623302-0.0301761j 0.0445921-0.0555964j 0.0455272-0.0987817j -0.0352076-0.0291845j -0.0679648+0.0528701j -0.0183564+0.0201136j -0.0492979-0.0546165j 0.0424847-0.0521244j 0.0460293-0.0270979j -0.0348293+0.0137679j -0.0137045-0.0252467j 0.0576606-0.0165063j 0.0559004-0.0537832j 0.0518804+0.0919816j 0.0128039-0.0487641j 0.00767376+0.0772127j 0.040933-0.0153811j -0.0347196+0.00103638j -0.00347033+0.0233755j 0.0455852-0.0247889j -0.0163982+0.0508348j 0.00630098-0.0237021j -0.00933043+0.0516793j 0.0106396+0.041524j 0.0457644+0.0020341j -0.0369157+0.0143397j -0.050183-0.0246497j 0.0669998+0.00872578j 0.101766+0.0182674j -0.0699857-0.0239516j -0.00438722+0.0101253j -0.0184926-0.0292726j -0.0471258+0.0155524j 0.00789962-0.00639913j -0.0125674+0.0177843j -0.0382372+0.0238454j 0.034652+0.0190684j 0.0114339-0.00353873j 0.0279828-0.00282731j 0.0744165-0.0495j 0.0076125+0.0405179j -0.0128545+0.0357142j -0.000723044+0.0164447j -0.0335201+0.0226134j 0.0113349-0.0350918j 0.00573391+0.00755308j -0.0216841+0.0311084j -0.0438312+0.0123864j 0.0135907+0.00258153j -0.00269591+0.0171967j 
-0.00398696+0.00404418j 0.0210797+0.0301084j 0.0418672+0.0452018j -0.0178793-0.000831777j 0.0578197-0.0689675j -0.0192351+0.0698318j 0.108833+0.117077j 0.0736585-0.0161522j -0.0177642-0.02979j 0.0191995-0.00191863j 0.050353-0.00658452j 0.0584939+0.0155551j 0.00918665+0.0301733j 0.0198723+0.00239603j -0.0418225-0.0241563j -0.0431794-0.0556976j 0.0677196+0.101497j -0.0473471+0.0462229j 0.0249935+0.0178396j -0.0960625-0.00518752j 0.0160667-0.00380336j 0.0449691-0.00385039j -0.0353937+0.0445799j 0.00507244+0.0259134j 0.0424832+0.0386246j 0.0608375-0.0143546j -0.0485351+0.00870935j 0.034073+0.00760161j -0.0115622+0.00971504j 0.0216114-0.017471j -0.0593964-0.0179966j -0.00175391-0.0627976j 0.00249346-0.0031733j -0.00556811+0.0521627j 0.0566824-0.0223258j 0.0251767+0.00140582j 0.0256245-0.0291681j 0.0203439-0.00956348j -0.0190656+0.00136912j -0.0396263-0.00169928j 0.00845866-0.00206095j -0.0246563-0.0238645j 0.0176-0.00310929j -0.0213226+0.00365737j -0.0110489+0.00736668j 0.00415508-0.00452674j -0.0188875+0.0251981j -0.0463006+0.00569176j -0.0294058+0.0193517j 0.0570883-0.0087512j 0.035503-0.0336128j 0.0295717-0.0167088j 
-0.0199994-0.0335349j -0.0428421-0.0534649j -0.0602937-0.0560883j 0.038905-0.0594852j 0.023232-0.0513572j -0.0147008-0.0805468j -0.0287327+0.00960597j 0.0327552-0.0161264j 0.0107117-0.0530599j -0.0247417-0.0368358j -0.0134697-0.0257812j 0.00945957-0.0121994j 0.0222054+0.0288747j -0.0115163-0.05771j -0.001549-0.0462707j 0.00566973-0.0693969j -0.0134159-0.00142412j 0.0245711+0.0205108j 0.00203888+0.00447089j 0.0094494+0.00811214j 0.0328355-0.00614559j 0.00394248+0.00423599j -0.0420588+0.0252273j 0.0083074-0.00947717j -0.0277527-0.0165108j -0.00159766-0.0797277j -0.0148296+0.0237687j -0.0310843+0.0171951j -0.0410773-0.0173416j 0.0227405-0.0610459j 0.0336857-0.0519656j -0.070523-0.0519612j 0.00723558-0.00858844j 0.025219+0.0300636j 0.0298407-0.0505973j -0.0255605-0.00634164j 0.0151342+0.0563399j -0.0461969+0.00308871j -0.0454682-0.034157j -0.0094042+0.0496321j 0.00457839+0.0225139j 0.0381238-0.00985773j -0.00441914-0.00235712j -0.00393924+0.0309522j -0.018715+9.5545e-05j -0.0438987+0.00666501j 0.0248264-0.0556025j 0.0590082-0.0488646j -0.0131222+0.00935754j -0.0718147+0.0497697j 0.0311049-0.00690428j -0.000951625+0.0469205j 
-0.0132811+0.0202885j 0.0203281+0.0135951j 0.0710604+0.0332656j 0.00941611+0.0198087j -0.0150666-0.0220742j 0.00421534+0.0525925j 0.0648904+0.0328202j 0.0238156-0.0525081j -0.0590622+0.00729639j -0.0057055+0.0286669j 0.000773527+0.026345j 0.023552+0.00865791j 0.0307536+0.00232548j -0.0511+0.0293937j 0.0292872+0.0517592j 0.0085975+0.034392j -0.0320246+0.03549j -0.0447817-0.0472721j 0.00161073-0.000559011j -0.00573398-0.0473832j 0.0188488+0.00408739j 0.0109753+0.0477633j 0.00450789+0.0648651j -0.0475984-0.0295386j 0.00956291+0.00380805j 0.00328507+0.0250971j -0.0195081-0.0187269j -0.00996833+0.016365j -0.0117495-0.00204149j -0.014369+0.0291187j -0.0719337-0.0127746j 0.0451775-0.0107914j 0.0321252-0.0378417j 0.0280942+0.00857301j 0.00138246-0.00857242j 0.0348511-0.0102024j -0.000906322-0.0490912j 0.004822-0.0494993j -0.030617-0.00685015j 0.00788024-0.0163046j -0.0192035-0.00892106j -0.0545309-0.0215793j -0.00796545-0.0409654j -0.00591647-0.0261107j -0.014638-0.00261939j 0.0557424-0.0312845j 0.0250542+0.0212648j -0.0380084+0.021351j 0.0348145+0.0164731j 0.0327209-0.0291244j -0.00774242+0.0154344j 0.0178801-0.0370898j 
0.019347+0.0404641j 0.0231155+0.0886618j 0.048307+0.0282766j -0.0644959+0.0474295j 0.00589368+0.053798j 0.0167199+0.00774008j 0.016471+0.0217902j 0.0231944+0.0636331j 0.0565236+0.0114368j 0.0273895+0.0283218j 0.0430126+0.0269234j 0.00770067+0.0122195j -0.0227362-0.00361845j 0.00136224+0.0237669j -0.0516807-0.0608419j -0.0186105+0.0263952j 0.0496468+0.00261402j -0.0121558+0.0110342j 0.0160603-0.0328116j -0.000497777-0.0212664j -0.040121-0.0281753j 0.0325124+0.00931736j -0.00235997-0.0964114j 0.00967643+0.0298357j 0.00652591+0.0118909j 0.00441295+0.0652375j -0.00496711-0.0664242j 0.0292801+0.0433626j -4.16875e-05-0.0282757j 0.0283209+0.0414551j 0.0484905+0.054316j -0.0132098+0.045424j -0.051755+0.00356266j -0.0223641-0.0127386j 0.00290943+0.00269282j -0.0199123+0.00882087j 0.00136744-0.0228034j 0.00203954+0.0188101j -0.0157151+0.021476j -0.0123662-0.0335364j -0.00469943+0.0358565j 0.0461177-0.00404171j 0.00984046+0.0203905j 0.00893338+0.015171j 0.0118202+0.00228708j 0.0185085-0.0193059j -0.0465292+0.0366498j -0.0024553+0.0606426j -0.0207477-0.0147752j 0.0442267-0.0109916j 0.00948234-0.0251583j -0.0175307-0.027292j 
0.0664895+0.0637572j -0.00559654-0.0356225j 0.0544462-0.0406593j 0.0191432+0.0954363j -0.00176826+0.0506635j 0.00794065+0.00640561j -0.0251325-0.00304898j -0.097735+0.00673758j -0.0563407+0.0786285j -0.0169996+0.0158156j 0.0273607+0.0141289j -0.0798143+0.0524918j 0.0512885+0.046568j 0.0205479+0.0395553j -0.0100012-0.0480266j 0.0586448-0.0688257j 0.0291144+0.011434j 0.0297007+0.0358238j -0.0422322-0.0452832j 0.000443316+0.0250412j 0.118201+0.0454481j -0.0466278+0.015265j -0.0793938+0.0944528j 0.0284025+0.0476381j -0.0424764-0.0969317j -0.0638911+0.0380885j 0.0177706+0.0255499j -0.112852+0.0379298j 0.0448137-0.00418522j -0.0626197-0.0103511j -0.0834716-0.108704j -0.0328579+0.119995j -0.0700679+0.0326022j -0.0174575-0.0416371j -0.009746+0.043844j -0.087651-0.0236588j -0.0388427+0.0947502j -0.0274629+0.00178779j 0.00818376+0.0057935j -0.0441675-0.00382666j 0.0431105-0.0457905j -0.0117705-0.0508433j -0.00674182-0.0428593j 0.037101-0.0777343j -0.0656951-0.0239268j 0.0641956-0.0271289j -0.0351637-0.0339729j 0.0411641-0.0553578j -0.00364367-0.0203718j -0.013503+0.0365097j 0.0212963+0.00885684j -0.0120759+0.036409j 
-0.00641196+0.00915157j 0.0211759-0.019817j 0.030346+0.0313425j -0.00860331-0.000395665j -0.01942+0.00858002j 0.0162899-0.00393702j 0.00608888-0.00412663j -0.00489815+0.00588379j -0.0505814+0.0607745j -0.0570721+0.018547j 0.0145768-0.0210408j 0.0695606+0.0163399j -0.0011748-0.0427593j 0.00331034+0.0660423j 0.0259348+0.121085j 0.0258421+0.0206733j -0.0820861-0.00918872j -0.0233115-0.0601471j -0.0192249-0.0722301j -0.0239204+0.0594251j -0.00574255+0.0101393j -0.0368978-0.0634708j -0.0138409+0.0493888j 0.0346055-0.107443j 0.0184505-0.0216034j 0.0123566-0.0270591j 0.0845076+0.0115966j -0.0338968-0.0739083j 0.0360548-0.0302209j -0.0680584-0.0554272j -0.013766-0.0114922j 0.0451298+0.0071853j 0.0491691-0.0425213j -0.0151737+0.00262433j 0.0332431-0.0667199j 0.0927004-0.0396679j -0.0151152+0.0243452j 0.00571282-0.00760134j -0.0418618-0.086158j 0.0159076+0.0231695j 0.00306182-0.0341164j -0.0831739-0.00750154j 0.0158009-0.0185481j -0.0345926-0.0340815j -0.0357999+0.0133882j -0.07109-0.0257594j 0.0096894-0.0510684j 0.0920291-0.0622519j -0.000194131+0.036924j -0.0394774+0.0541709j 0.0342456-0.0345638j 0.0375377+0.0113573j 
0.0286926+0.0257883j 0.0142018-0.0511999j -0.00294689-0.0199704j 0.0229342+0.0156624j -0.0191858+0.0167435j 0.0493821+0.00502934j 0.00339204-0.0273894j -0.0361579-0.0203125j 0.0289055+0.019945j -0.0224788-0.053542j -0.00877202-0.0588449j 0.0172255-0.0120411j 0.0234004-0.0276864j -0.0275389-0.0238406j -0.0537002-0.0580976j -0.0848609-0.146047j -0.0538497+0.0283488j 0.000487753-0.0413003j 0.0160013+0.0120385j 0.0614509-0.0332882j -0.0835589-0.0377248j -0.0845545-0.0128139j 0.00742864-0.0787604j 0.0708978+0.00334472j 0.0202267-0.00460702j 0.0203034-0.156748j -0.0562226-0.00418292j 0.0733659+0.0378573j 0.014933+0.0211523j -0.120161-0.142134j -0.0265489-0.0168639j 0.0447171-0.0977271j 0.000894462+0.0897089j -0.00968281+0.0541856j 0.0607055-0.0869449j 0.0342519+0.0264843j 0.0492137+0.0171055j 0.0063188+0.038612j 0.0129025-0.0497725j 0.000864715+0.00166516j -0.0021782+0.0554628j 0.0176175+0.0396015j -0.0356296+0.0435962j -0.0560067+0.0573829j 0.0428087-0.0135034j -0.063325-0.0286033j -0.0116305-0.0349979j 0.030628-0.0804543j 0.0324673+0.0278003j -0.0331616+0.0278116j 0.00863876+0.0094375j 0.0151058+0.0145434j 
0.036582+0.0187287j -0.011464+0.0531711j 0.00207083-0.0459926j -0.0654116+0.0548455j 0.0386646+0.0303307j -0.0481395-0.0160185j -0.0275578+0.0390749j 0.012819+0.0583863j 0.052237-0.000241485j 0.0386141+0.0388983j 0.0129218+0.0197309j -0.0923581-0.00988542j 0.00640805+0.0517021j 0.0769217+0.0246915j -0.0427141-0.16873j 0.0454649-0.0378683j 0.0875541+0.0217705j 0.0193195+0.0561292j 0.00704104+0.0308337j 0.0231185-0.0358038j 0.0552376-0.0283098j 0.00435426+0.0736908j -0.0623723-0.0377695j 0.0212597+0.221606j -0.0394566-0.0336504j -0.0340984+0.0486176j -0.0645086-0.0187936j -9.38601e-05+0.104498j 0.0106104-0.00941565j 0.0508452+0.0382636j -0.0222021+0.00350643j -0.0932474+0.0727247j -0.175435+0.0912718j 0.027488-0.00837983j 0.0489825+0.0444592j -0.197601+0.0273686j 0.0160182+0.0887904j -0.00344096+0.0374915j 0.0159008+0.0498119j -0.0998474-0.0699617j 0.0299342+0.0132106j 0.0416046+0.022398j -0.0565326+0.000407877j 0.0697955-0.0270102j 0.0101572-0.0298653j 0.0703541-0.0104968j -0.0820927+0.0283254j -0.025601+0.0212872j -0.0371452-0.0458272j 0.0281975+0.0019762j -0.00176929-0.0115635j -0.051077+0.0219815j 
-0.047807-0.0415969j -0.00145651-0.0346618j -0.0354107+0.0377237j 0.0204497-0.0637408j -0.00430719-0.00642848j -0.0321464+0.0482665j -0.0368166-0.0184172j -0.0266887-0.00222255j -0.0604624+0.0501232j 0.0144373-0.00620836j -0.0154044+0.023429j 0.032155+0.0287296j -0.0243196-0.0604239j 0.0325011+0.0105741j 0.0293798+0.109892j 0.0514998+0.0879093j -0.0129693-0.0161077j -0.0182647-0.0479395j -0.0669087-0.0916988j -0.0521375+0.0159077j 0.0622742+0.0584446j 0.0374606-0.0748807j -0.0035609+0.0965333j -0.00997699-0.133021j 0.0571229+0.0251237j 0.0551521+0.0539136j 0.0696998+0.0147347j -0.0747301-0.0691312j -0.025762+0.0092556j 0.0115806+0.0692152j 0.0195943+0.00428755j 0.013901+0.0427192j 0.0434533-0.0664239j 0.0463956-0.0307879j -0.0147083+0.0359863j 0.110802+0.00376229j -0.0196867-0.0313665j -0.0190356-0.0504633j -0.0508997+0.0140456j 0.00884476-0.0156331j 0.0208751-0.0560926j -0.0261301-0.0404682j 0.0662341-0.0166442j -0.0368654-0.0390218j -0.0658983+0.0237453j -0.0107351+0.0046474j 0.0903517-0.0196369j 0.0266511+0.00477771j 0.00325784+0.0280621j -0.03161-0.0128135j -0.0127414+0.0268091j 0.0202763-0.00145967j 
0.0191432-0.0366816j -0.0141788-0.0160128j -0.0278101+0.00698707j -0.029801-0.0155007j 0.0385704-0.0189643j -0.0148125+0.00895173j -0.009697+0.023303j 0.0279542+0.0499271j 0.00166356-0.0119637j 0.036741+0.000612598j 0.0594943-0.0199959j -0.0141997+0.0116267j -0.0256438-0.00709584j 0.081138-0.0231484j -0.0412318-0.0563651j 0.0519659-0.0129172j 0.0737324+0.0561277j 0.0274287+0.0220771j 0.0224412+0.0396276j 0.0316253-0.00766792j 0.00854815+0.0356171j 0.0379121-0.0222985j 0.0168745+0.0259219j 0.0284894+0.0469796j 0.0214438+0.00602857j 0.0160809-0.0189941j 0.00156909+0.118281j -0.0491981-0.0534607j -0.034498+0.020282j -0.0268397-0.0289855j -0.0224646+0.0295379j -0.0391455+0.00194822j -0.038189+0.00231457j -0.0232014-0.012557j 0.017897+0.0176148j 0.00120044-0.00684512j -0.00015021+0.0104349j 0.00534302-0.0322879j 0.0154722-0.0304416j -0.0248458-0.0338601j -0.00678251+0.00765444j -0.00354572+0.0768567j 0.042905-0.00121355j 0.0200636-0.0320227j 0.00260441-0.0197629j -0.0476491+0.0929423j -0.0774161+0.012664j -0.0226498-0.0580508j -0.0449529+0.0203337j 0.0229085-0.0129353j 0.0259255-0.0461971j 0.00638069+0.00424059j 
-0.0638838-0.0542098j 0.0618933-0.0161659j -0.0908539+0.123431j -0.0019932-0.1058j -0.0369187-0.0202531j 0.0311418+0.0540099j 0.0145322-0.103865j -0.0553249-0.0435059j 0.0404561+0.0795797j 0.0483727-0.0268635j -0.00346231-0.105962j -0.0090292+0.0311484j 0.0192543-0.147396j 0.00330703-0.0905855j -0.0882858-0.108392j -0.0191671-0.0545446j 0.0458267+0.0400408j -0.0386269-0.102446j -0.0466015-0.114661j 0.0755758-0.178272j -0.00905555+0.109763j -0.0104409+0.0352276j -0.0497807-0.000748668j 0.0602379-0.100132j 0.0947877-0.0190666j 0.112215-0.0266439j -0.0749736+0.0176602j -0.0646096-0.0417375j -0.170267-0.00188524j -0.167511+0.00455147j -0.0144074+0.0863328j 0.0475257-0.0610691j -0.0469696+0.0689998j -0.0112617+0.00572716j 0.0192261+0.00594175j 0.179278+0.088261j 0.0268748-0.074121j -0.0232246-0.0357067j -0.0194125-0.031669j -0.0508312-0.0945042j -0.00561315+0.0092551j 0.0754603+0.02434j 0.00453173-0.0221732j -0.108177+0.0391666j -0.0566823+0.0293885j -0.0739073-0.00426301j 0.0716655-0.0338855j 0.0348504-0.0113781j 0.0351121+0.0720477j -0.0537071+0.000245923j -0.024419+0.02248j 0.0578925-0.010629j 
-0.00446624+0.00415873j 0.0131496+0.0168577j 0.0189718+0.0401046j -0.0112076-0.00106594j 0.0158488+0.00536296j -0.0261459+0.0484727j 0.000178088-0.0161052j -0.015779-0.00376664j -0.0569385+0.0739556j 0.0157659+0.0558978j 0.042855+0.00960146j -0.0172807+0.0440052j -0.0191659-0.0168367j 0.0481981+0.0223123j 0.00737306+0.0340834j 0.0703948+0.0524539j 0.0558819+0.0357228j -0.00538607+0.0042035j -0.0267615-0.0720977j -0.00309115+0.00236235j 0.0755729+0.0593351j 0.0387536-0.000939263j -0.0364995+0.0734448j -0.031765-0.0109007j 0.0146422+0.0109571j -0.0110595+0.10125j 0.0315761+0.0391283j -0.0830565-0.0194359j -0.0417408+0.00773789j -0.010138+0.0679399j -0.0356276-0.00591448j -0.01059+0.0924117j -0.00574551-0.0442643j -0.00277182-0.0178865j 0.00689303+0.0375582j 0.0560765+0.00150204j -0.00902212-0.0146006j -0.0018101+0.0059427j -0.0213034+0.00527321j -0.0308753-0.0135214j 0.0351562-0.0308438j 0.00116965-0.0128602j 0.0527993-0.0520856j 0.0100312-0.0677799j -0.0534533+0.0134738j 0.043321-0.00651014j 0.0102926+0.00233807j -0.01432+0.0129528j -0.0195595+0.0189531j -0.00346035-0.00533401j -0.00152645-0.00951258j 0.00368974-0.0128157j 
