0.186458-0.138601j -0.143126-0.196721j -0.272182+0.0419118j 0.0136811+0.37734j 0.0171084+0.0636974j -0.221514+0.109298j 0.162535+0.0372764j 0.196595-0.0495264j -0.0989934+0.0526169j -0.0392809-0.100106j -0.155013-0.103169j -0.171292-0.0988041j 0.163537+0.153202j -0.109415+0.441679j -0.361999-0.0620694j 0.174968-0.0137009j -0.0109095-0.180638j -0.1065+0.00525834j -0.00343588-0.117939j 0.0703421-0.0200305j -0.0395075-0.0156974j -0.012124-0.0258622j 0.0287994+0.0284043j 0.0176692+0.00714562j -0.00704023-0.0331209j -0.0156706+0.0185667j 0.00232617+0.00181644j 0.00940598+1.51239e-05j 0.00373455+0.0275147j 0.000876946+0.0214903j 0.0173646+0.0134053j 0.0128555-0.000397835j -0.0103355+0.0213065j -0.00823575+0.0230412j -0.0208487+0.0160783j -0.0420125-0.00242757j 0.000363567-0.0367051j 0.00598262-0.0123944j -0.0129076-0.00606009j 0.0476855-0.0320177j 0.0318714+0.0481978j -0.00308563+0.00172237j 0.0020105+0.00135729j -0.00893487-0.00640065j 0.000514499-0.00888176j 0.0181569-0.0330839j 0.0319602+0.00727627j -0.0157629-0.0213255j 0.000429538-0.0134834j -0.0206526+0.0144859j -0.00154998-0.000348533j -0.00578469+0.00540437j -0.0275728-0.00507135j -0.00179263-0.00539331j -0.00590889+0.000259114j 0.0102103+0.0123363j 0.00302607+0.0183074j 0.0123095+0.00690789j -0.00494816-0.00262715j -0.00072026+0.000821693j 0.00493364+0.00590254j 0.000341448+0.00766782j -0.00655519+0.00232359j -0.000258083-0.00803038j 0.00393841-0.00465177j 0.00565535+0.0186198j -0.00186677-0.00652381j 0.00046727-0.00158293j 0.00217373+0.00836393j 0.0047485+0.0077443j -0.00526389-0.000720096j -0.00524825+0.0112848j -0.0120817-0.000883271j 0.00624576+0.00265353j -0.00250908+0.00316422j -0.00805009+0.00846209j 0.00115965-0.0137418j 0.00488115-0.0043356j -0.00176361-0.00856756j -0.00412218+0.000741364j -0.000325643-0.00107365j -0.00903115+0.0177788j 0.0137077+0.0022363j -0.00196816-0.0033842j 0.0149533-0.0030322j 0.0012642+0.000352079j -0.0141235-0.0208133j 0.0183681-0.0156461j 0.00730238-0.00285336j 0.00637218-0.00345292j -0.00845335-0.0062631j 0.0243372+0.0133623j 0.0127013-0.0243061j 0.0127823-0.00875199j 0.00705756+0.0110848j 0.0184051-0.00748907j -0.00720351-0.0182471j 
-0.000784042-8.32282e-05j 0.000402048+0.000104368j 0.000623927+0.000121348j 0.000402373-0.000375492j -0.00102486-0.00096482j -0.00029631-0.000115001j -0.000514771-0.000112049j 0.000395943-0.00272133j 0.00159923-0.00178957j -0.0014752+0.000155943j -0.000811422+0.000259097j -2.39357e-05-0.000853554j 0.00132951-0.000619814j -0.00121774+0.000637861j -0.000124211-0.000323867j 0.000259114+0.000463097j 0.00127867+0.000142827j 0.000293003+0.000343748j 0.00195638-0.000606409j 0.00175202+0.00132658j 0.00430557+0.00090774j 0.000702225-0.00334278j -0.00149331-0.00409473j -0.00275049+0.00151275j -0.00209914+0.00101087j 0.00182564+0.00053385j 0.00103527+0.00263243j -0.000506911+0.00522669j -0.000755165-0.000328389j 0.00120709-0.00506026j -0.00245359+0.00190742j 0.00133478-0.002334j 0.00300015+0.0035022j 0.00149336+0.000669263j 0.00134479-0.00171056j -0.00231594+0.00107274j 0.000104308+0.000206869j 0.000414283+0.00280507j -0.00180331+0.00183438j -0.000343202-0.00100642j -4.22803e-05+0.000738152j -0.00202654-0.000504419j 0.000491656-0.00106722j 0.00505213-0.00179712j 0.00183513-0.00239047j -0.00237123+0.00287861j 0.00286997-0.00490366j -0.00218567-0.00515229j 0.00351596-0.00230653j 0.000144461-0.00383746j 0.00609552+0.000741358j -0.00140543+0.00488442j -0.00116183-0.00203441j 0.0004636+0.00210754j -0.00301953+0.00353838j -0.00239641-0.00248047j -0.000298689+0.0038957j -0.00452279-0.00125396j 0.00181581+0.000310554j 0.000365479-0.00152832j -0.000305097-0.00170355j 0.00252088+0.00171677j -0.00241378-0.00536846j -0.00080372-0.000425148j 0.00286606+0.001539j 0.00255091+0.000273819j 0.00310948+0.00316609j 0.00355007-0.00101734j -0.0023817+0.00239683j -0.00206734-0.00520813j 0.00200325-0.00117212j 0.00360405-0.000120734j -0.00883914-0.00456186j -0.00444133-0.00356541j -0.00254257+0.000687521j 0.00322953+0.00178903j 0.00278147+0.00161607j 0.00200095-0.00941122j -0.00267345+0.00626485j 0.000393958+0.000962721j 0.000983111+0.0021606j -0.000319192+9.84862e-06j -0.00167461-0.00132j -0.000484024+0.00467636j -0.00230176-0.000186725j -0.00449333+0.00286119j -0.000393352-0.00225754j 0.00297258+0.0015223j -0.0040256+0.000833872j 0.00501725+0.00083947j 0.00208124+0.00275464j 0.00129281-0.002006j -0.00145418-0.000365659j 0.000125775-0.0024317j -0.000985665-0.00151753j 0.00131492+0.00288826j -0.00203168-0.00186285j 
-0.00222277-0.00093895j 0.00170525-0.000431382j 0.00207214-0.000424173j 0.00223642+0.00183882j -0.000863772+0.00183044j -9.55031e-05-0.00113923j 0.00164604+0.00247796j -0.00295686+0.00318992j -0.0036037-0.00297151j -0.0017802+0.00125344j -0.000996367+0.00519941j -0.003565+0.000548571j 0.000976317-0.00147341j -0.00338968+0.00150524j 0.00143147+0.00100468j -0.000356443+0.0026028j -0.00045645+0.000435865j -0.00059125+5.79764e-05j -0.0011521+0.00109011j -0.000628275-0.00229741j 0.000308537-0.00374374j -0.00313496+0.00125914j -0.00105849+0.00189265j 0.00149525+0.00234502j -0.00361055+0.00156238j 0.00016835-6.15258e-06j 0.00106805+0.00291143j 0.00187086-0.00403124j -4.43827e-05+0.00142688j -0.00135822-0.0025757j 0.00363139+0.000509163j 0.000106331-0.0035266j -0.000852123-0.00478797j -0.00132674-0.000854251j -0.00214612+0.0034687j 0.00283694-0.00143027j -0.00037609-0.00139341j -0.00404596+0.000522681j -0.0012476-0.00145791j 0.00109199-0.00327971j 0.000159754+0.00261828j 0.003849-0.000311503j -0.00299051-0.00189057j -6.35031e-05-0.00243328j 0.00196106-0.000101229j 0.00013522+0.00113511j -0.00120048-0.000353558j 0.00131448-0.00100167j 0.00167636+9.92427e-06j 0.00241931+0.000445093j -0.00387246-0.000389589j -0.00411264-0.0038266j -0.000721919-0.00042059j 0.0015001-0.00541369j 0.00482894-0.000965725j -0.00313066+6.82806e-05j 0.000588816+0.00209897j 0.00253928+0.00161314j 0.00422486-0.00028217j -0.00531385-0.000403234j 0.00608429-0.00111205j -0.0107253-0.00537839j -0.000239974-0.000392168j -0.00425305-0.00240221j -0.00303716+0.00394057j -0.00127106-1.55459e-05j 0.00117855+6.3994e-05j -0.00515934-0.000344202j -0.00436284-0.00236047j 0.00719608+0.00545751j 0.000547934-0.0013679j 0.00204185-0.00219408j 0.00216896-0.000173408j -0.00274141-0.00800146j -4.39231e-05-0.00301027j -0.0016919+0.0025761j -0.000320111+0.00257614j 0.00126687+0.00330323j 0.000516911+0.00262847j 0.00303926+0.00130135j -0.00277013+0.00448447j -0.00486681-0.000538751j 0.00148374-0.00178948j -0.00169354-0.000422136j -0.00347064-0.00109409j 0.00189991+0.00192342j 0.0020519+0.000877253j 0.00417737-0.00207285j -0.000133518-0.000195681j -0.000614138+0.0045073j 0.00368878+0.00112711j 0.00326185+0.000524308j -0.00412425+0.000726732j -0.00410204-0.00207947j 0.00341202+0.00244133j -0.000663074-0.00111928j -0.000173083+0.000915831j 
0.000565105+0.00120965j -0.00378741+0.00270343j -0.00143628+0.000622468j -0.00216937-0.000872688j -0.00101682-0.000757273j 0.000372665+0.00136418j -0.000283579+0.000114312j 0.00101774-0.000788995j 0.00105162+0.00230878j 0.00153013-0.00347492j -0.000137042-0.00307644j 0.00200592+0.00110146j -0.00159747+0.00245244j 0.00232571-0.00117952j -0.000140305-0.000898169j 0.00193359+0.00133031j 0.00286668+0.00396574j 0.00178202+0.002738j -0.00170657+0.000140778j 0.000953916+0.000184886j 0.00123689+0.001613j -7.81973e-05-0.0022892j 0.00168785+0.000941086j 0.0016176-0.00169524j -0.00065893-0.000214712j -0.000741162+0.00149673j -0.00193233+0.000542333j 0.000292143-0.00216639j -0.000645969+0.000213462j 0.00199144+0.0007064j 0.000928837-0.00212235j 0.000289092+0.000635566j -0.00196218-0.00163098j -0.0003918-0.000839506j -0.00074754+0.00192027j 0.000994551-0.000431658j -0.00111284+0.00119578j -0.00300528+0.00139135j -0.0012093+0.00413202j 0.000836443+0.000477187j 0.00106165-0.00133934j 0.000837075-0.00484093j 0.00163397+0.000422107j -0.0056803+0.00120021j -0.00520833-0.00195387j -0.00159759+0.00193497j 0.000574341-0.00019386j 0.00233506+0.000621003j -0.00411582-0.00191851j -0.00540649+0.000856439j 0.00199202-0.000589643j 0.00583291+0.00552918j 0.000608449-0.00189746j -0.000824295+0.00227452j -0.00750195+0.00107328j 0.000805594+0.00172519j 0.0015073+0.00128405j -0.00505812-0.00345162j -0.0056814-0.00609134j -0.000604656-0.000710502j 0.000907419+0.0022902j 0.00191257+0.00695035j 0.0015377+0.00277654j 0.000817998+3.15743e-05j 0.00250942+0.00223139j -0.00148021-0.00418953j -0.00230772-0.000112272j 0.00171055+0.00513025j 0.000601684+0.00494771j 7.27463e-05-0.00182313j 0.000697155+0.00087864j -0.000831859+0.00465192j 0.00350447-0.00428596j -0.00120303-0.000522499j -0.00159841+0.00343075j 0.00172857-0.00383867j -0.000737031-0.000622601j 0.00101998-0.00223607j 0.000419555+0.0014798j -0.000488616-0.00107221j -0.0020823+0.00242145j -0.0014055+0.00346204j -0.0014017+0.00249169j -0.00177973-0.00209976j -0.00284015-0.00125879j 0.00179553+0.00147789j -0.0036242-0.00282373j -0.000200811+0.00159633j -0.00348247+6.63117e-05j 0.000959929+0.00262023j -6.2253e-05-0.00229988j -0.00413101-0.00255821j 0.00327708+0.00061808j -0.00492997+0.00090484j 0.00509239-0.00309982j 0.00373018-0.000815113j 0.00236648-0.0021269j 
0.000603169-0.00914446j -0.00516201-0.00273993j -0.00544416-0.0018905j -0.00454646-0.00116969j 0.0019861+0.000434344j -0.0039821-0.000119721j -0.0027206-0.00169244j -0.00438621+0.00256942j -0.00323504+0.00326033j 0.00275612+0.00294205j -0.00234384-0.00316362j -0.00208375-0.00216022j -0.00298829+0.000256111j -0.000590362-0.00432306j 0.000968556+0.00199027j -0.00454526-0.0022067j 0.000153008+0.00459206j -0.00157583+0.00518438j -0.0057934+0.00521026j 1.98702e-06-0.000659052j -0.000646806+0.00227195j 6.23669e-05-0.0016231j -0.00379436+0.00380679j -0.000218544-0.000771106j -0.00422486-0.00318443j 0.000531326+0.00107011j 0.00126484-0.00183147j -0.00135505-0.00403276j 0.0017-0.000955233j 0.0013356-0.00202645j -0.000120571+0.00333075j 0.00566733-0.00502636j 0.0013262+0.00281208j 0.000532172+0.000222962j -0.00412281+0.00274034j -0.00071364-0.00256263j 0.000667219-0.00152085j 0.000733062+0.00131061j -0.00312849-0.000231918j -0.00603922+0.00161341j -0.00809473-0.00364486j 0.00355889-0.00974112j 0.0021356+0.000191142j -0.0029186+0.00355428j 0.00102548+0.000779612j 0.00142924-0.00154715j 0.0110407-0.00396908j -0.00386366-0.00172798j -0.00490417+0.00133837j -0.00258598+0.00159389j -0.00484445+0.00117774j 0.00319447-0.00460196j 0.00170729+0.00277042j 0.000637243-0.000795218j 0.00582084+0.00261069j 0.00159749-0.00597804j 0.00218426+0.00739747j -0.000430425-0.00331703j -0.0066975-0.00570996j -0.00177651-0.00197026j 0.00567221-0.0017669j -0.00334747+0.000292541j 0.00643628+0.00123865j 0.00142603-0.00268117j 0.00909388+0.00321867j 0.000243179-0.00514022j -0.00553875-0.00570552j -0.000878352+0.00669093j 0.00635623+0.00202154j 0.000538691+0.00300259j 0.00163282-0.000657944j -0.00278205+0.00361747j -0.00239156-0.00144482j -0.00359487-0.000277894j 0.00181737+0.000649117j 0.00409682-0.00713342j 4.76115e-05-0.00128132j 0.00409517+0.00273623j -0.00529194-0.00744127j 0.000230852+0.00108918j 3.16082e-05+0.00200257j -0.00222347+0.00487706j 0.0018964+0.00288564j 0.00168843+0.00222222j -0.00756748+0.001472j -9.89676e-05+0.00772783j -0.00256936+0.00159903j -0.00327164+0.0042913j 0.00252216-0.00184708j -0.00197424-0.00570354j -0.00355515-0.00435979j -0.0038074+0.00217482j 0.00171361-0.00320427j 0.0078119+0.00447201j 0.00271482+0.00897401j 0.00112223+0.00800221j 0.0106127-0.00213763j 
0.000612737-0.00443603j -0.0037367+0.000170341j -0.000241632-0.000748888j -0.00121938+0.000412641j 0.0016154+0.00049053j -0.000266326-0.000816586j -0.00124097-0.00110168j 0.00188498+0.000903365j -0.000175605+0.00149017j 0.00111763+3.84216e-05j 0.00246482-0.000164023j 0.000309962+0.00107766j -0.000342294+0.000994774j -0.000564349+0.000117137j -0.000439037-0.000739445j -0.00660882+0.00274327j 0.00138639+0.00193039j 0.000624849-0.000745095j -0.00388736-3.32143e-06j -0.000559882-0.00209406j -0.00191802+0.00153753j 0.001397+0.00435766j 0.00455875+0.00122844j -0.000384232-0.00232177j 0.00137579+0.000352195j -0.00238893+0.00133082j -0.0021945-0.000693353j -0.00415687-0.0023637j -0.0033645+0.00186549j -0.000939989+0.00234123j 0.000959564-0.00023208j -0.00512556+0.00176082j -0.00247034+0.00335379j 0.00477928-0.00157106j 0.00117419-0.000886863j -0.00337571+0.00238375j -0.0011752-0.00138747j -0.00417565-0.00592181j 0.00178947+0.00304567j 0.00263637+0.000546543j 0.00261207+0.000282379j 0.00632481+0.0017271j 0.00538436+0.00406344j -0.00817042+0.00564123j -0.00271033+0.000940472j 0.0031348-0.0051554j -0.00306901+0.00414863j 0.00471645+0.00421704j -0.00420605+0.00153044j 0.00140714+0.000617243j -0.000997788+0.00550871j -0.000747216-0.00494002j -0.00282173-0.000916498j -0.000182882-0.00234619j 0.00149926-0.00520414j 0.000574325-6.32788e-05j -0.00341229+0.000403793j -0.00298887-0.00359286j -0.00481677-0.000623175j -0.0026069+0.00511572j 0.0019614-0.000263455j -0.00414121+0.00691871j 0.000947981-0.0015033j -0.00547421-0.00066102j 0.0013216+0.00311095j 0.000353789+0.000958433j -0.00320676+0.0028233j 0.00287001+0.00277722j -0.00176525-0.000605673j 0.00121975-0.00261283j 0.00724589-0.00116421j -0.00224977+0.0034353j 0.00154459-0.00166181j -0.00139242+0.00266124j 0.00237341-0.00272398j -0.0053955+0.00609417j -0.00872295+0.00756002j 0.00461954-0.00451913j -0.00198714-0.00427561j -0.00104487-0.00145171j -0.00198981-0.00363848j 0.000176282+0.00110105j -0.00406324+1.57789e-05j 0.00215819+0.00252536j 0.00622312+0.00456234j 0.000645064+0.00209939j -0.000428343-0.00205183j -0.00163603+0.000733537j 0.00537977-0.00100332j 0.0027476-0.00828157j 0.0074481+0.000133241j -0.00200915-0.00289198j -0.000315261+0.00232133j -0.00748021-0.000769857j -0.00468738-0.0051958j 0.0100729+0.00069503j -0.000973071-0.00704374j 
-0.00189031-0.000669406j 0.000780773-0.00207542j 0.00120913-0.00134688j 0.00466371+0.00161492j 0.00165779-0.00172165j 0.00136645-0.00269225j 5.34767e-05+0.000886965j 0.00523634+0.000937019j 0.00351017+0.000736992j -0.00264662+0.000619604j -0.00378533-0.000240951j -0.00214539-0.00157694j 0.00330875-9.83371e-05j -0.00515268+4.22551e-05j 0.00283972+0.00040178j -0.00108849+0.00192046j -0.00480926+0.000573821j 0.00146012-0.00335744j -0.00252117+0.0029688j -0.00247277+0.00136891j -0.00121795+0.00273651j 0.000704891+0.0041763j 0.00516227+0.00144778j -0.000287716+0.000223987j -0.000823275-0.000417641j -0.00323564+0.00451838j -0.00294229+0.000873643j -0.0042474-0.000880921j 0.00437525-0.000537269j 0.00617451-0.000711686j -0.000969658-0.0037144j 0.00565984-0.00149221j -0.00396109+0.000728971j -0.00434183+0.00076887j -0.00103515+0.0035061j 0.00487619-0.00263749j 0.000526562-0.00349509j 0.00104422-0.0004992j -0.00290305-0.00252033j 0.00290743-0.00111022j 0.000476946+0.00492811j 0.000393633+0.00103069j 0.0040162-0.000991655j 0.000403799+0.00486717j 0.00175801+0.000380366j 0.000653475-0.00138137j -0.0055386+0.0042375j 0.00288757+1.61143e-05j -0.00134737+0.00140899j 0.00317256-0.00455109j -0.00239939+0.00330231j -0.0029048-0.0013424j -0.000599748+0.00226828j 0.00170924+0.000298869j 0.00148087-0.00311124j -0.00337458+0.00331113j -0.00105278+0.00182276j 0.00176403-0.00151564j 0.00211417+0.000795565j 0.00015761-6.17958e-05j -0.00228223+0.00249921j -6.9751e-05-0.000841635j 0.000209516-0.00126247j -0.00292587-0.00211606j -0.00364878-7.63021e-06j -0.00027562+0.000693064j 0.00279812+0.00556368j 0.000191972-0.0031877j -0.000428655-0.00159378j 0.00390093-0.00101712j -0.00197597+0.000500791j 0.00347763+0.00138989j 0.00181632-0.0012004j 0.00141047-0.0064517j 5.52808e-05-0.00393819j -0.00261009-0.00138002j 0.00192843-0.00094708j 0.000265288+0.000176874j -0.000835546+0.00259014j -0.00573992-3.64708e-05j 0.00268494+0.00487721j 0.000261829-0.0024943j -0.0013205-0.0016935j 0.00018876-0.000571604j 0.00297537-0.00138695j 0.00173018+0.00121012j 0.00420995+0.00124907j 0.00308129-0.00310825j -0.00192484-0.00425012j -0.00140869-0.00453254j -0.00265073-0.00524886j 0.00464172-0.00195803j -0.00639202-0.00179477j 0.00169747+0.00376243j -0.00315756-0.00128152j -0.000148386+0.00206373j 0.00175967-0.0032379j 
0.00165754-0.000155626j -0.00316427-0.00154916j -0.000786634-0.000288185j 0.00218506+0.000449886j -0.000407727+0.00174533j -0.00152687-0.00120045j 0.00323412+0.00399804j 0.000808242+0.00466486j -0.00138767+0.00123273j -0.00484417-0.00200775j -0.00632784+0.0028783j -0.00125768-0.000425171j -0.00157492+0.00207201j -0.00408793-0.00346801j 0.00529399+0.00270474j 0.00300687-0.00283656j -0.00251853+0.00556497j 0.00128438+0.00193139j -0.00314887+0.00239203j -0.000899287-0.0026514j 0.000568896+0.000674011j 4.72208e-06-0.00122673j -0.000680881+0.0018667j -0.000667844-0.00106535j -0.00299042-0.000330701j -0.000160385+0.000800519j 0.000321511-0.0011965j -0.001494-0.00480111j 0.00183129+0.00164534j 0.000589125-0.000612828j -0.000278602+0.00220584j 0.00543164-0.000704882j 0.000240557+0.00142888j -0.00123829+0.00010485j -0.00327485+0.000514432j -3.06763e-05-0.00308221j -0.000415119-0.000574642j 0.00507904+0.00307448j -0.00285882-0.00177883j -0.0025271+0.002092j -0.00296206-0.00245769j -0.0002173-0.00266312j 0.000535851-8.61637e-05j -0.00413318+0.00432791j 0.000142444+0.00164058j -0.000805328-0.000102755j -0.00086177+0.00853201j -0.00341364-0.000103785j -0.00847183-0.000299736j -0.000718087+0.000954556j 0.00457172-0.00384398j -0.000453844+0.000515067j 0.00367031+0.000846837j -0.00176835+0.00241694j -0.00116826+0.000506095j 0.00340486-0.00427138j 0.00316341+0.00251457j 0.00244416-0.0014528j -0.00448379-0.00162645j 0.00147432-0.00261931j -0.00625378-0.00304455j 0.00538451-0.000728127j -0.00239009-0.00087523j -0.000944086-0.00106861j -0.00274624-0.00987396j 0.00303158-0.00120257j -0.00280596+0.00121681j 0.00188339+0.00104698j 0.00728406-0.0073493j -0.00221913-0.00562404j -0.00351843-0.00683934j 0.0032047+0.00156144j -0.000883352+0.00550742j -0.00363106-0.00141011j 0.00525745+0.000584613j -0.0040487-0.0015323j 0.00615775+0.00324735j -0.000957792+0.00395179j 0.000367876-0.00288367j 0.0058141+0.00012925j -0.0032395-0.0046707j -0.000559083+0.00970715j -0.000416037-0.00032159j 0.00397965-0.000482557j -7.68201e-05+0.00251958j -0.00337554-0.00130592j 0.00416124+0.00180892j -0.00985931-0.00473145j 0.0030607+0.00187438j -0.00481064-0.0100269j 0.00353282-0.00706602j 0.00246131+0.00196124j 0.00937228+0.000658614j -0.00143302+0.00461745j -0.00100373+0.00436783j 0.00286962+0.00542846j 0.00470598+0.000779537j 
0.00294567+0.000787369j 0.00289289-0.00111921j 0.00162796+5.13036e-05j -0.00177706-9.76937e-05j -0.00160141+8.11048e-05j 0.000861166+0.00108884j -0.00108066-0.00394622j 0.00265699-0.00370829j 0.0017635-0.00146178j -0.000614237-0.000525353j 0.00669919-0.0013336j 0.00520067+0.00367933j 0.000407311-0.000205159j 0.00222997+0.00443607j 0.000156751-0.00200003j -0.00130973-0.000334812j -0.00124859-0.000478459j 0.00403373+0.00185129j -0.000210398+0.0017186j -0.00283154-0.000658452j -0.00131632-0.00134452j 0.00272353+0.00115555j 0.00049965+0.000422568j -0.000835247+0.000243307j -8.45178e-05+0.00341794j -7.00463e-05-0.00153918j 0.00222094+0.00188999j -0.00429055-0.00260976j 0.0015038+0.00124331j 0.000774523+0.000944608j 0.00269304+0.000213699j 0.00047959-0.00238871j 0.000573609+0.0036628j 0.00245647-0.00128285j -0.001417+0.00181967j -0.00417076+0.00069311j 0.00672458-0.000220635j -0.00271195-0.00301243j -0.00105008-0.0077395j 0.00415966-0.00472179j 0.00174453+0.00096875j 0.00128435-0.0033989j -0.000774028+0.00414824j -0.00236176+0.0028704j 0.00688541+0.000175644j 0.00164863-0.0026327j 8.42544e-06-0.000684685j -0.00050837+0.00324746j 0.00181421+0.001993j 0.000304653-0.00203357j 0.00087516-0.00191458j -0.00169854+0.00115764j -0.00256902+0.00248875j -0.000117654+0.00263618j 0.00649857+0.00475693j 0.00132768+0.00128916j -0.00171393+0.00211399j -8.54096e-05-0.00125508j 0.00439677-0.000233417j 0.00169048+0.00139976j 0.00207315+0.00647776j -0.0024592-0.0014911j 0.00359477-0.000393371j 0.00476555+0.00125166j 0.000254127+0.00420731j -0.00847205-0.00120595j 0.00244488+0.000170912j 0.00473521-0.00156211j -0.000541287+0.00850342j 0.0011292+0.00223813j -0.00434284+0.00435664j 0.00261714-0.00437323j 0.000322274-0.00940576j -0.00742091-0.00211744j -0.00465543-0.00416193j 0.00301149+0.00440603j -0.00419076-0.00162755j 0.00295541+0.00398035j 0.00517409-0.00497341j -0.000184978+0.00385914j -0.00152689+0.00193344j 0.00206704-0.00181356j 0.00247894+0.00488534j -0.00234179+0.00335896j -0.00260332+0.00407148j 0.00329503+0.00306675j -0.00547463+0.00368439j 0.0061395+0.00773314j 0.00350841+0.00857806j 0.00416698-0.00426049j 0.0011053-0.00503983j -0.00241531-0.00680303j -0.00803697-0.00613236j -0.00135647+0.00822188j -0.0016263+0.000717432j -0.00218427-0.00232558j 0.00585764+0.00136315j 
0.000933916-0.00362081j 0.00174398-0.00185461j 0.00229822-0.00294274j 0.00285834-0.000507387j 0.00244396-0.000853456j -0.000367473-0.00345749j -0.000152673-0.00296275j 0.0063845+0.000481024j 0.0013735+0.00284875j -0.0031682+0.000115154j 0.00168833-0.0041122j 0.000917666-0.000249167j 0.00260012-0.00162997j -0.00241338-0.00137645j 0.00101769+0.00253749j -0.00159156+0.000779813j -0.00130595-0.00010395j -0.00286055-0.000763762j -0.00128462+0.00143538j -0.000852297+0.000931475j -0.00357264+0.00198408j 0.00186161+0.000532228j 0.00114822+0.000401588j -0.000344977-0.00337495j 0.00108081-0.00356071j -0.00109069-0.00225099j 0.000847236-0.00396816j -0.000674134-0.00327308j 0.00294637-0.00162385j -0.00314937+0.00325998j -0.00355029-0.000872163j -0.00120547+0.00285194j 3.8999e-05+0.00209166j -0.00279243-0.000585026j 0.00193441-0.000224097j 0.00158406-0.000580649j -0.00197239-0.00135916j -0.0021121+0.00153651j -0.00280156-0.00130392j -0.00164622-0.0026893j -0.00293382-0.000249151j 0.00135364-0.000321994j 0.000717094+0.00048494j 0.00400289-0.00206969j 0.00399562+0.000742358j -0.000270588+0.00165108j 0.000647433-0.00124376j -0.00157178-0.00454253j 0.00184162+0.00169286j 0.00659559-0.000261505j -0.00215104+0.000655019j -0.0027134-0.00650818j -0.00285907+0.00462315j 0.00252489+0.0011604j 0.00271702+0.000453352j -0.00138177-0.000118589j -0.00045999+0.00299138j 0.00187055+0.00163707j -0.000771712+0.00578491j 0.00256421+0.00161758j 0.000606969-0.000441704j 0.000880131-0.00564515j -0.00215613+0.00108442j -0.0041761-0.000968049j 0.000528853-0.00324572j 0.00017234+0.00378362j 0.00190025-3.8425e-05j 0.00399014-0.00284447j 0.00206171-0.00219987j -3.94224e-05+0.000376668j -0.000269894-0.000765888j 6.09151e-05-0.000934089j -0.00318775+0.000782775j -0.000134355+0.00313483j 0.00401436-0.00315908j 0.00014114+6.11707e-05j 0.00169989-0.000393822j 0.00188125-0.00023806j -0.00407273-0.00289802j -0.00347728-0.000300343j 0.00195709+0.00312266j -0.00169578-0.00358378j 0.00481701-0.00292257j 0.00312365+0.00054664j -0.000555786-0.00246845j -0.00173318-0.0021455j 0.0013416+0.00208018j 0.00210171+0.000139967j 0.00139466-0.00180185j 0.00351521+0.000667964j 0.000189574+0.000671234j -4.83164e-05+0.00372218j -0.00232717+0.00190373j 0.000969058-0.000567917j -0.0032244-0.000859559j -0.00214491+0.00253453j -0.000974312-0.00251651j 
0.00313633+0.0062386j 0.00369597+0.000625607j 0.00280116+0.00130091j -0.00341991-0.00189563j -0.00260178-0.00421157j 0.00145092+0.000794765j 0.000488386-0.000831494j 0.00339224-0.00407155j 0.000554082+0.00113476j 0.00162245-0.00362757j 0.00323806-0.00386724j 0.00529616+0.00406122j -0.00181249-0.00336504j 0.00277256+0.000559167j 0.00031585+0.004144j 0.00452376-0.00241129j 0.00263193-0.00203847j -0.000618446+0.00303961j 0.00204581+0.00238714j -0.00144776+0.000150576j -0.00214275-0.0032013j -0.000463377-0.000285066j 0.00119018-0.00232037j 0.00391309-0.00249334j 0.00334057-0.00150447j 0.000145728+0.00278408j -0.0066796-0.00175133j 0.00143054+0.0058164j -0.000718312-0.00189006j 0.00194988+1.15279e-05j -0.00176264+0.000100343j 0.00258166+0.00376911j 0.00134241-0.00502238j -0.00234644-0.00286259j 0.000140078+0.00289498j 0.00340254-0.0035138j -0.00272246+0.00196568j -1.76275e-05-0.00322158j -0.00170464+0.00212383j 0.000414424-7.47482e-05j 0.00270518+0.0017383j 0.000780554-0.00451508j 0.000639916-0.00126299j 0.00198329-0.00128494j 0.00413888+0.0013145j -0.00280521-0.00138671j -7.99574e-05-0.00327423j 0.00181583-0.000349787j -0.00203342-0.000563018j -0.00266407-0.000360817j -0.00230287-0.000515014j -0.00392706-0.00109702j 0.00337872+0.00182449j 0.00171923-0.00175553j 0.00228614-0.000222627j 0.000796906+0.00342971j 0.00220186+0.00465395j 0.00229127-0.0012781j -0.000628733+0.000805645j 0.000858949+0.00161721j -0.00242289+0.000183553j 0.00151225+0.00117805j -0.00180302+0.0023206j 0.00157796+0.00147565j 0.000534502+0.00219357j -0.00198336+0.00328605j 0.00553042+0.00700018j 0.00119293-0.000153648j 0.000777467-0.000717444j 0.00185733+0.00148281j -0.000347431-0.000982945j -0.00168477-0.00365562j 0.00368386-0.00230215j -0.00171587-0.00313147j -0.00252589-0.00382801j -0.00133709+0.000558635j -0.00229148-0.00191782j -0.00106257-0.00191184j 0.000753038+0.00251095j -0.00134219+0.00494996j 0.00165304+0.000864913j -0.000228396+0.00075653j -0.000477349-0.00217235j 0.00513268+0.00141348j 0.00317383+0.00718036j 0.00233994+0.000846074j 0.000824181+0.00438928j 0.00150952+0.00243796j -0.00153634+0.00149945j -0.000866217-0.00225729j 0.00180755-0.00298047j 3.87107e-05-0.0016724j -0.00306303+0.00198002j -0.000748754-0.00219219j -0.00252533+0.00266201j -0.00281795+0.00271368j 0.000440605+0.00576677j 
