-0.17239-0.145289j -0.152311+0.176545j 0.166789+0.0727967j -0.065739+0.181459j 0.125278+0.0941777j -0.0795278-0.0374435j 0.167786-0.116448j 0.106771+0.174225j 0.00935553-0.0337887j -0.156145+0.181579j -0.117982-0.0511489j 0.00632411-0.0274765j -0.169729+0.0509438j 0.0109511+0.0821098j 0.0345247-0.0347373j 0.00439061+0.115363j -0.0178933+0.0711728j -0.246259-0.158115j -0.147366-0.0160106j 0.10055-0.0621334j 0.0593362+0.147142j -0.00538924+0.177095j -0.0218859-0.0745425j -0.0915025+0.111013j -0.0904522+0.0610951j -0.016985-0.0224225j -0.073803+0.247169j -0.227166-0.0336628j 0.152128+0.0622327j -0.0684158+0.17174j 0.268383-0.0870617j 0.0918598+0.275539j -0.0999746-0.0679862j -0.0739088+0.0949828j 0.029896+0.0516491j -0.0130163-0.00790662j 0.061296+0.0329178j -0.0399109+0.074402j 0.0530396+0.00362486j -0.00896435+0.0202832j 0.00117026+0.0178838j -0.00480874+0.00282122j -0.0202356-0.020724j 0.0327934+0.0128631j -0.0149815+0.00852622j -0.0153373+0.0239916j -0.00963723-0.00963727j 0.0207586-0.0208778j 0.00103076+0.00951541j 0.01645+0.00781835j -0.0131987+0.0176621j 0.0229805+0.0260833j -0.011271-0.0325528j -0.00737642-0.0191572j 0.0276944-0.0049276j -0.00996998-0.00724607j 0.0127293+0.00371861j 0.00834961+0.00917039j 0.0241104-0.0301278j -0.0115014+0.0128328j -0.0109081+0.0135975j -0.0283794-0.0172319j -0.0188722+0.0166501j -0.00581778-0.0153833j 0.000163689-0.00784989j -0.0289748+0.000169319j 0.00989875+0.025292j 0.00355404-0.00571975j 0.00141707-0.0266144j -0.0287866+0.00395911j 0.012045+0.0668556j -0.0656846+0.00949251j 
0.00712721+0.00288515j 0.00050859-0.00279454j -0.00147308+0.00109935j -0.000550623-0.00269326j 0.000394093+0.00237277j -0.00290952-0.00152337j -0.00282381+0.00182687j 0.00135049-0.00451195j -0.00188586-0.000613321j -0.00349005+8.16803e-05j 0.000315281+0.00234645j 0.0015256+0.00143376j 0.00166668-0.00244032j 0.000902147-0.00117925j -0.00343374+0.00393015j 0.00085352+0.00227437j -0.00020202-0.00253446j 0.0019989-0.000309144j -0.000846141+0.000825466j 0.0064905+0.00712301j -0.00363413+0.00390928j 0.000425012-0.00475559j -0.00408331+0.00275965j -0.00205049+0.00354807j 0.000410521+0.00223459j 0.00122063-0.00341151j 0.00615808+0.0018473j -0.000970241-0.00126969j -0.00685473-6.1531e-05j -0.000191709-0.0012085j -0.00389908-0.00980031j -0.00653095-0.00521201j -0.00142829-9.0489e-05j -0.00161408+0.00263274j 0.00328777+9.9202e-05j -0.000117277-0.000282006j -0.00228792+0.0051667j 0.00575501-0.00263124j -0.00321698+0.00221832j -6.52628e-06+0.00299547j 0.00309178-0.00225554j -0.000504047-0.00321905j 2.77219e-05-0.00136301j -0.000401336-0.00620968j -0.00208213-0.0036267j -0.00115809+0.0033961j 8.74904e-05-0.00692078j 0.00221985+0.00221579j 0.00244942-0.00269796j 0.00786-0.00195287j -0.00154999-0.00387303j 0.00648389-0.00910651j -0.00386181-0.00271708j -0.000947136-0.00437514j 0.00269582+0.00111581j 0.0058505-0.000195228j 0.00645674+0.00707274j 0.00156744+0.0020303j 0.00905914+0.0011974j -0.00361986+0.00236585j 0.00231891+0.00377414j -9.6031e-05-0.00107701j 0.00207905-0.00294865j -0.00185017+0.00449361j 0.00397738+0.00275416j 0.000265322+0.00640698j -0.0110682+0.00232944j -0.00965875-0.00271693j -0.00629828+0.0145303j -0.00224951-0.00883737j 0.00263255-0.0131587j 0.00246522+0.00130326j 
-0.00233355+0.00222531j 0.00548777+0.00193879j -0.00390037+2.75789e-05j 0.000700181-0.00048143j 0.00204914-0.00142189j -0.000261087-0.00145865j 0.00139922+0.00116058j 0.00248365+0.00282084j 0.00060061+0.00186422j 0.00392188-0.00208204j -0.00191799+0.00115366j 0.00104126-0.00244625j -0.00186637-0.00118202j 0.000372842-0.000615474j 0.00321142+0.00225105j -0.00394061-0.0018972j 0.00037388-0.000422192j -0.00356294+0.0014453j -0.00300984+0.000518564j 0.000772505+0.00213777j -0.00119714+0.00297725j 0.00346424+0.00128078j 0.0033123+0.000942776j -0.00374781-0.00115494j -0.00210747-0.000955391j 9.44704e-05-0.00778663j -0.00240195-0.00265554j 0.00159614-0.00450413j 0.000469098+6.23821e-05j 0.00199203-0.00446497j -0.00382701+0.000209673j 0.00120739+0.00414371j -0.00214191+0.002681j -0.000261949-0.00260681j -0.00136146+0.00412547j 0.000474253+0.00359439j -0.0025794-0.0028409j -0.00286378-0.00474924j 0.000925057+0.00463488j -0.000416322-0.000681354j -0.00166191-0.00207245j 0.00246649-0.00282452j -0.00352414-0.00406235j 0.00319232+0.00342489j 0.000157347+0.00145757j 0.00645899+0.00417113j -0.0010646+0.00215832j 0.00264751+0.0028372j 0.00140758-0.00553085j 0.000545811+0.00266611j 0.00235998+0.000112361j 0.00330245-0.00378292j 0.00418394+0.00140767j -0.00189399+0.0054978j 0.00513988+0.0022051j 0.00251021+0.00167576j 0.000432937+0.0032294j -0.000492882+0.0082405j 0.00132234-0.00486209j -0.00860404+0.00245648j -0.00871757-0.000604815j 0.000473757+0.00128379j 0.00229462+0.0041831j -0.00178951+0.00332185j 0.00238261+0.00767668j 0.0027397+0.00881522j -0.00368207+0.00119806j -0.00647753+0.00248161j 0.00803911+0.00155854j -0.0105353+0.00381454j 0.00304512+0.00224832j -0.00482645+0.00820881j 
0.00162928-0.000290696j 0.000443759+0.000299151j -0.00284459+0.000919802j -0.000947479-0.000340258j -0.00230559+2.01265e-05j 0.0020914-6.20374e-05j 0.00157037-0.00192785j -0.000284852+3.57361e-05j 0.000325333-0.0021027j -0.000182265-0.000282785j 7.44147e-05+0.000785421j -0.00302497+0.0027888j 0.00282733-0.000452102j -0.000492121-0.00193027j -0.00115825-0.00284462j -0.00171444+0.000310085j 0.000151596+0.00134328j -0.0024621+0.00131866j 0.00156224-8.60735e-07j -0.00255372-0.000855285j 0.00107201-0.002982j -0.00164055+5.00644e-05j 0.000727035-0.00073076j 0.000209875+0.000397794j -0.0020222-0.000368628j -0.00107311+0.000870659j 0.000798691-0.000153754j 4.00734e-05+0.000833411j 0.000385+0.00229274j 0.00120269-0.000571765j -0.000672333+0.000254265j 2.87693e-05-0.000120456j -0.00353885-0.00303929j -0.00166397+0.00152581j -0.00111799+0.00164574j 0.000419264+0.000742675j -0.00178067-0.00043919j -0.000126821-0.00231095j -0.0012941-0.00154596j -0.0029648-0.000742904j -0.000421147-0.00209852j -0.000649164+0.000236723j 0.00176388-0.000969145j -0.00223916-0.000246002j -0.000851995-0.00677003j 0.00106326-0.0027816j -0.0025097+0.0013413j -0.0029795-0.000961599j -0.00507345+0.00197453j 0.00136474+0.00151621j 0.000328162-0.000453884j 0.0012095-0.00281893j -0.00472232-0.0046312j -0.00288942-0.0039833j -0.00440339+0.00375497j 6.21902e-05+0.00183381j -4.23135e-05+0.000642888j 0.000670262+0.00219483j 0.00202115+0.00139198j 0.00270693+0.000780764j -0.000542909+0.00422993j -0.00102437+0.00269252j -0.00291846-0.00159268j 0.00271969+0.00147948j 0.0004558-0.000833393j -0.00163861-0.000639097j 0.00166571-0.000283006j 0.00146827-8.82087e-05j 0.000436798+0.00338839j 0.00187246-0.000823757j 0.000572378-0.00108058j 0.00128447+0.00107779j 
0.0030997+0.00173447j 0.000225135-0.00324867j 0.00175559-0.000634191j -0.000142177+0.0018887j 0.00275657+0.000794632j -0.00254776+0.00121045j -0.00161817+0.0025223j 0.000843804+0.00310017j -0.00315577-0.00130616j 0.00176246+0.00241362j 0.00112106+0.00372904j -0.000957322+0.00263047j 0.000844731-0.00120502j -0.000520425-0.00718054j -0.000181787+0.00255667j -0.0038902-0.000189149j 0.0024086+0.00416434j -0.0030632-0.0032488j 0.00282853+0.000653436j 0.00180445-0.00202543j 0.00365329+0.01165j 0.00290162-0.00250358j 0.00282969-0.00267578j 0.00416468-0.000672731j 0.00198479-0.00258317j -0.000309064+0.00235119j -0.000540484+0.00388253j 0.000795861+0.00274593j -0.00242794+0.00183588j -0.00272572-0.00196405j 0.00376875+0.00331736j -0.004025-0.0047503j -0.000918932+0.00361156j 0.00373613+0.000406452j 0.00155645+0.0028122j 0.000471291-0.00496392j 0.00070273+0.00615666j 0.0034289+0.00329095j -0.006291-0.00440782j -0.00129364-0.00159149j -0.00492695+0.00131985j -0.00256573+0.00329669j 0.00343221+0.000707815j -0.000159798-0.000384502j -0.000775287-0.00250584j -0.00164419-0.00128143j -0.00576119+0.00159638j -0.00304313-0.00165867j -0.000781371+0.000758121j -0.00216077-0.0027477j -0.00144421+0.00147821j 0.00104715+9.35351e-05j -0.00886994-0.00350122j -0.000548309-0.00555586j -0.00457176+0.00245465j -0.00606315-0.00958418j 0.00121733-0.000821619j 0.00171851-0.00278167j -0.00352256+0.00180042j 0.00397596+0.00344773j 0.00643776+0.00330953j -0.00240277+0.00109362j -0.00217187+0.000870643j 0.00532573-0.00501989j -0.00468615+0.00220109j -0.00302268-0.00416297j -0.000212609-0.00919424j 5.25824e-05-0.00275612j -0.00775606-0.00397755j -0.00297553-0.00170267j 0.000737683-0.0042184j 0.00183164-0.00358836j 
0.000732775+0.000380357j -0.00140921-0.000257913j 0.00209167-0.000675709j 0.000476276+0.00314588j 0.00431802+0.00259937j -0.00249463+0.00115327j -0.00194109+0.000898517j -0.000658619+0.00246925j -0.000184787-0.000867668j 0.00190883-0.000920184j -0.000963557+0.00255244j -0.000616732-0.00273963j -0.00334182-0.00143209j 0.00174697+0.00399146j 0.0010635+0.00494254j 0.00107291+0.00493843j -0.000630415-0.00444246j 0.000245531+0.0014636j 0.00206685-0.00481055j 0.00464251-0.00369787j 0.0025463+0.00181447j 0.00451835+0.00030405j 0.000324746-0.00455432j 0.00492892-0.00110364j 0.00643299+0.00148387j 0.000640908+0.00178063j -0.00294372-0.000276541j -0.000851922+0.000980028j -0.000841508+0.00305211j -0.00105015+0.000605451j 0.0030056+0.00187671j -0.00225611-0.00198942j -0.00116731+0.00162308j 0.00328283-0.000416453j -0.00108177-0.00224834j 0.00351858+0.00127719j -0.00307257+0.00270147j 0.00212645+0.00101209j -0.00166995-0.00092831j 0.0035863-0.00442245j 0.00200674+0.00495196j -0.0010926-0.000126286j -0.00467712-0.00368842j -0.00237972+0.0016199j -0.00150127+0.00164279j 0.00215247+0.00179623j 0.00218792+0.00233954j 0.00114336+9.29535e-05j 0.00904103+0.000341542j -0.000500875+0.000465084j -0.00452849+0.00534209j -0.00229149+0.00607038j -0.00287107+0.00353706j 0.0051014+0.00585287j 0.00341253-0.000865764j -0.00162927-0.00563269j -0.00192709+0.000180534j 0.00377059-0.00399969j -0.0111753-0.00235488j -0.00531218+0.000464366j 0.00201765-0.00281015j 0.00219509-0.00401746j -0.00128402+0.00172025j 0.0015815-0.00371713j -0.0077604+0.00023567j -0.00402676-0.00854563j -0.000767725-0.008991j 0.000268684-0.000352948j -0.00191148-0.00572143j -0.0010563-0.00102753j -0.000928645-0.000346954j 0.00105563-0.0019125j 
-0.00298155-0.000753234j -0.00419853+0.000783922j 0.00373393+0.00105098j 0.00148423-0.000409234j 0.00077948+0.000823633j -0.000404176-0.00212477j -0.00178381+0.000885259j -0.00403438-0.00143385j -0.00178264-0.00306191j -0.000648719-0.000260262j 0.000278611+0.00338103j 0.00101711+0.00326202j -0.00250501-0.00469861j -0.00105726+0.00207266j 0.00221826-0.000486977j 0.00281297+0.00170345j 0.00153375+0.00173357j -0.00039048+0.00192195j -0.00162855-0.00211565j 0.00171214-0.00456864j -0.00175219-0.00694169j 0.00413265+0.00685804j -0.00218971+0.00209997j -0.00116635-0.00460038j 0.00617078+0.000136214j 0.000200039+0.00304234j -0.00361679-0.00700907j -0.00292411+0.00356674j 5.18269e-05+0.00214378j -4.24565e-05+0.00308956j 0.00248887+0.00219801j 0.00382258-0.000910745j 0.00238936-0.000236718j -0.000797072+0.00493026j 0.00546484+0.00168366j -0.0055773-0.00398155j -0.00350139+0.00407156j 0.00265455-0.000864762j 0.00416217+0.0012105j 0.000651992+0.00246391j -0.000234017-0.00594194j -0.000471479-2.21653e-05j 0.00156334-0.000868472j -0.00168193-0.00114872j -0.000494755+0.000889395j 0.00256636-0.00261839j 8.45383e-05-0.000470536j -0.000110795+0.0027947j -0.00173752+0.00527585j -0.00401457+0.00413663j -0.000826961-0.00529011j 0.000339914-0.00242063j -0.00345234-0.00490905j -0.00441615-0.00456853j 0.000221349-0.000837272j -0.00264804+0.011068j -0.008965-0.000694275j -0.00159677+0.00688586j 0.00364454-0.00506549j 0.00263591-0.00436795j -0.00575067-0.00492131j 0.00209346-0.0065708j 0.00398933-0.00103578j -0.00128965+0.00314652j 0.00517683+0.000273652j -0.000500561+0.00384183j -0.00101222+0.00401083j -0.000667967+0.000623114j 0.00483139+0.000186036j 0.00823561+0.00220804j -0.0019941+0.00269541j 0.000452455+0.000977104j 
0.00123256+0.000518849j 0.00243703-0.000701078j -0.00137573-0.00244882j -0.00298039-0.000582428j 0.00127163+0.00046576j -0.00376553-0.000930479j -0.000599851+0.00379965j 0.000195325-0.00103961j 8.93513e-05-0.000443374j -0.00172639+0.00150532j -0.00458716+0.00375526j 0.00124965-0.00123135j 0.000466966-0.00309223j 5.94513e-05+0.00137582j -0.000415287+0.00174523j -0.00214592-0.000232504j -0.00393898-0.00150415j -0.00420807+0.00383617j 0.000779333+0.00124705j 0.00225568+0.00441725j -0.00130492+0.00317381j -0.00289977+0.00174916j 0.00553177+0.00422718j -0.000516999+4.31626e-05j -0.000139912-0.00291636j 0.00552264-0.00363874j 0.001103-0.000653294j 0.00475436+0.000924113j -0.00140142-0.00045708j -0.002219-0.000867604j -0.000997401-0.0020436j 0.00181125-0.000402744j -0.000531249+0.000648j 0.00249469+0.00092579j -0.00235705+0.000881658j -4.35642e-05-0.000290104j 0.00153249+0.00143088j 0.000372153+0.000788308j 0.000759316-0.000125439j 0.00178762+0.000812302j 0.00119255+0.00321231j 0.000272972+0.00312516j 0.00023795+0.000819567j -0.000443787+0.000166029j 0.00171335-6.22389e-05j 0.00204706-0.00221978j 0.00257581-0.00150427j -0.00177837-2.93454e-05j -0.00253389+0.00248678j -0.00470249-0.00298121j 0.00221164-0.00101673j -0.000650603-8.35643e-05j -0.00235697-0.00239533j 0.000513927-0.00216222j 0.00027138+0.000533928j -0.00434564-0.00442215j -0.00289979-0.00291039j 0.00199957-0.00113618j -0.00267861-0.00127364j 0.00335942+0.00114483j 0.00441151-0.00425232j 0.00303392-0.00342083j -0.000666584+0.00216192j -0.00231984-0.00131524j -0.00331345-0.0013655j 0.00170869-0.00612527j 0.00147168-0.00155458j 0.00149254+0.0014059j -0.002687-0.00112456j -0.00115653-0.00246185j 0.000230564-0.00184963j 0.00144465-0.000592269j 
-0.000272459-0.00075268j -0.00107543+0.0011993j -0.000690663+0.000579119j -0.000804548-0.000640281j -0.00243285-0.00156909j -0.00141774+7.7264e-05j 0.00160613+0.00150005j 7.14928e-05-0.00282906j 0.00218146+0.000524536j -0.00385422+0.00418751j -0.000560919-0.00659751j 0.000521777-0.000139969j 0.00294119+0.00499044j 0.000263162+0.00136673j -0.00398236-0.00292867j 0.0027941-8.57388e-05j -0.00303514-0.00218204j 0.00545258-0.000979572j 0.00105518+0.000375665j -0.00618311+0.00319049j -0.00212907-0.0042244j -0.00707278-0.000314907j -0.00300424+4.62025e-05j 0.00244438+0.00149176j 0.000603145+0.00296073j 0.00103678+0.00454815j 0.00146166+0.00143276j -0.00165109+0.00109659j 0.00183347-0.00155163j 0.00201204+0.000813389j 0.000644709-0.000321595j 0.00235531-0.000698794j -0.00073717-0.00160147j -0.00212921-0.000617047j 0.00168659-0.000650258j -0.00175516-0.000293121j 0.00172821+0.000242345j -0.00130337-0.00326807j 0.00225896+0.00186587j 0.00112653+0.00472322j 0.00120894+0.00310968j -0.000248479-0.0030795j 0.000498754+0.00488925j -0.00229911-0.00450712j -0.00248428+0.00842955j -0.00612011+0.00365832j 0.00173483-0.00198182j -0.000362893-0.00149046j 0.00556594-0.00374251j 0.00527861+0.00263289j 0.00151871+0.00478562j -0.00234625+0.00765224j 0.0114766+0.00113468j 0.00412285-0.000462664j -0.000204652-0.00195676j -7.77133e-05+0.0036258j -0.000553324-0.00122295j -0.00557553-0.00440545j 0.00385756+0.00377976j 0.000891093-0.00358147j 0.00223653-0.00135411j 0.00414041+0.0059553j -0.000667928-0.00065496j -0.00137346-0.0016962j 0.00237905-0.00576311j 0.0028783-0.00140584j 0.00458199+0.00495995j 0.00206274+0.000778327j 0.00133694+0.00438227j 0.00113283+0.00367812j -0.000834468-9.33953e-05j -0.00122155+0.00020413j 
-0.00276853-0.00166684j -0.00316477+0.00107543j 0.00244408-0.000850022j 0.0024745+5.63627e-05j 0.00224204+0.0006932j 0.000563121-0.000277462j -0.00150249-0.000553792j -0.00221402-0.000176277j -0.00608562-0.00262194j -0.00030744+0.000928909j 0.00280344+0.00502677j 0.00164667+0.00413981j -0.00189703-0.00532876j -0.00474087-0.00471021j 0.00277536-0.00159624j -0.00186345+0.00124548j -0.000301059+0.00279272j -0.00414604+0.00140055j -0.00557701+0.00155339j -0.000665055-0.000824543j 0.0002388+0.00371345j -0.00030892+0.00186264j 0.00169878+0.00368782j -0.00266524-0.001986j -3.83987e-05-0.00216599j -0.000415515-0.00114255j 0.000118433-0.00363478j -0.000501564+0.00126488j 0.00137523-0.000706818j -0.00174726+0.00267327j 0.000827012+0.00024575j 0.00182742-0.000402802j 0.00357835+0.00138247j 0.000255495+0.00120197j 0.000501449-0.000819067j -0.00201155-0.00340974j -0.000322489+0.00165882j -0.00036309-0.00160157j -1.43757e-05-0.00132685j -0.00065279+0.00255955j -0.00267321+0.00230796j -0.0007467-0.000351386j 0.00302938+0.00231746j -0.000161632+0.00453522j -0.0040434+0.00257837j -0.00130613+0.000340996j 0.00210823-0.00190889j 0.0022258-0.00650011j 0.00530018-0.00148667j -0.00662165+0.00240522j -0.00444521+0.00538811j -0.00653486-0.000458808j -0.000236394+0.00438887j -0.00906984-0.00987714j 0.00368665-0.00503588j 0.00174772+0.00608713j -0.00515356+0.00911179j -0.00412029+0.00617249j 0.000195626+0.00330758j -0.00455339+0.00234522j 0.000509118-0.00265276j 0.00057117+0.00251677j -0.000260434+0.00318574j -0.000846296-0.00451855j 0.00214928-0.00422235j 0.00226288-5.30279e-05j 0.00164434+0.00478148j 0.00100382+0.000431674j 0.00142831-0.00161619j 0.00317103+0.00333861j -0.00257301+0.00202803j -0.00121365-0.00046783j 
0.000846328-0.000668577j -0.000866516+0.000755149j 0.0012658+0.000582902j 0.00162716-0.000550222j -2.06495e-05+0.00066699j 0.00449068+0.00314002j -0.00348853-0.00485872j 0.00115819+0.000854417j 0.000168759-0.000912679j 0.000406285-0.0055364j 0.00113258-0.00143815j -0.000678489-0.00229005j -0.00287788-0.00402764j 0.00212322+0.000620713j 0.00299743+0.000443731j 0.00589357+0.0040905j -0.00634829+0.000680521j 0.000359107+0.00173661j -0.00229645+0.000742197j 0.000135102+0.00379052j 0.00547461+0.00429021j -0.00224789-0.00230313j -1.73913e-05-0.00457528j 0.00327328+0.000241946j 0.000656523+0.00191558j -0.00448821-0.00145853j -0.000490525+0.00118962j -0.000885531-0.00240825j 0.000953871-0.00177774j 1.40959e-05+0.0007271j -0.0021283-0.00036467j -0.00308423-0.00181052j 0.000204198-0.000743664j 0.0005459-3.62547e-05j 0.00242364-0.00223315j -0.000277946-0.000343354j -0.00267541+0.00214412j 0.00194803+0.000254221j 0.000956123+0.00129455j 0.000209628+0.000436628j -6.6905e-05+0.00190705j -9.60147e-05-0.00152787j -0.00132536+0.000616739j 0.00121471+0.00402147j -0.00366004+0.00475398j 0.00458287+0.00494751j 0.0028141-0.00168252j 0.000878008+0.00146226j 0.00741591-0.00326496j 0.00420594-0.000415713j -0.00402619+0.000821837j -0.0014642+0.00294206j 0.000488783+0.00042136j -0.000383084+0.00178079j 0.00389599-0.00210734j 0.00606978-0.00169851j -0.00356213+0.00311979j 0.00411008+0.00264162j -0.00274395-0.00168527j -0.00564197+0.000931125j -0.00319707-0.00397712j 0.00526826-0.000143631j 0.00156406+0.00289772j -0.00382913+0.00107162j 0.00181418-0.000503933j -0.00225867+0.00235271j -0.00337241+0.00237798j -0.000823138-0.000548013j 0.000262017+0.000373842j 0.0025715-0.000679217j -0.000272063-0.000557683j -0.00011216+0.000100865j 
-0.00283901-0.00155245j -0.00137463+0.000157403j -0.0017004+0.00121515j -9.61366e-05+0.000968139j -0.00323075+0.00164361j 0.0066857-0.00064893j 2.22009e-05-0.00471197j -0.00106762+0.00277068j -0.000248143+0.000549878j 0.000446822-0.00357232j 0.000393864+0.00210678j 0.000712455-0.000435792j -0.00249548+0.000318382j 0.00150302+0.00191147j -0.000662326-0.000734869j -0.00162125-0.00395248j -5.63841e-05-0.000349608j -0.00319435+0.00352101j -0.00117292+0.000130832j 0.0031372-0.0055843j -0.000809448-0.00937342j -0.000521903-4.59864e-05j 0.00135249+0.00216174j -0.00307111+0.00404249j -0.00720503-0.00123248j -0.00191496-0.00489364j 0.00392688-0.00369606j 0.00198374-0.00176242j 0.000263468+0.000726182j -0.00362831+0.00140253j 0.00306135+4.50458e-05j 0.00289343-0.000969254j -0.00228362-0.00208614j -2.87923e-05+0.00102972j 0.00103301-0.00108732j -0.00196402-0.000914086j 0.00209335+0.00255564j -0.00118551-0.00240745j 0.0019658-0.000909473j -0.00163212+0.00108913j 0.000738893+0.00106155j -0.00215932-0.00248885j 0.00277741+0.00316818j -0.00358363-0.00347572j -0.000248412+0.00238567j -0.00529943+0.0049748j -0.00262008-0.00146517j -0.00156834-0.00269577j 0.00232677+0.000700714j 0.00139046+0.00340003j 0.0034924-0.000971991j 0.00022734+0.00421076j 0.00668218-0.00437875j 0.00364073-0.00386972j -0.00169196-0.00177009j -0.00019055+0.00405537j -0.00206307-0.00108801j -0.00636344-0.00163526j 0.00412784+0.00360373j 0.00158644-0.00336012j 0.000700439+0.00122808j 0.000792649+0.00109643j 0.00163786-0.00313346j -0.00245345+0.00114618j 0.00232066-0.00605127j 0.0057313-0.00199374j 0.00504345+0.00548534j 0.0012513+0.00086469j -0.000566707+0.00322757j 1.2369e-05+0.00339004j -0.000971627-0.0012479j -0.00212272-3.80504e-05j 
-0.00353466+0.000584333j -0.00108062+0.000163612j 0.000540157+0.000236479j 0.000448626+0.000981614j -0.00037224-8.40088e-05j 0.00291876-0.0012341j -0.00257086-0.000781403j -0.00129414+0.0022943j 0.0022392+0.00304456j -0.00162313+0.000853999j 0.00185274-4.42073e-05j 0.00375359+0.0020866j -0.00242645-0.00180912j 0.00485091+0.00216404j 0.000782356-0.0011689j 0.00631367-0.0017531j -0.00759209+0.00343241j -0.00116349+0.00281359j -0.0025917+0.00274986j -0.00187968-0.00121158j -0.00350499-0.00300875j -0.00294019+0.00129334j 0.00207335+0.00246529j -0.000891239+0.00232401j -0.00132394-0.00420601j 0.000922545-0.0030071j 0.00110541-0.00113155j 0.00102099+0.000793016j -0.000966768+0.00138835j -0.00166608+0.000346742j 0.0044525+0.000849803j 0.00181575-0.00191582j -0.00072509-0.000981592j 2.53375e-05+0.00127449j 0.00091365-0.000168076j 0.00112426-1.85124e-05j -0.00174267+0.00365775j 0.00255341+0.00129963j 0.00125545+0.00242148j 0.00396005+0.000279946j 0.00497617+0.00489892j 0.00205767-0.00236984j -0.00431745-0.0051125j -0.00434924+0.000621851j -0.0027205-0.00386614j 0.000737379-0.00514222j 0.0014014+0.00121035j 0.00264544+0.00573235j 0.000649672+0.00199177j 0.00591925-0.00101678j -0.00286158+0.00429418j 0.000450904+0.00175525j -0.0071493-0.00136112j 0.00475937+0.00189856j 0.00178114+0.0042692j 0.00304548+0.00399946j 0.000907914-0.000462119j 0.0049593-0.00293483j -0.000998667+0.00128011j -0.000672335+0.00127554j 0.00375471-8.27914e-06j 0.00382525-5.70623e-05j -0.000843439+0.00225368j -0.00149406-0.000240873j -0.00108049-0.000113359j -0.00157636-0.00194822j -0.000121274-0.00128568j 0.000808793-0.000562313j 0.00011335+9.54851e-05j -0.000655335-0.00176071j 0.00123943-0.000550484j -0.000651559+0.000371008j 
-0.00481141+0.000946974j -0.00154049+0.00199354j 0.000452234-0.00016904j 0.00249299+0.00330203j -0.000309584-0.000359114j 0.00200203-0.000377479j -0.00256589+0.0011984j -0.00166718-0.000574365j -0.00285731-0.00226139j -0.00277308+0.00308918j -0.000305696-0.00288226j 0.000736638+0.00201111j 5.70275e-05-0.00198608j -0.000799089+0.000515137j -0.00133424-0.00222049j 0.00682489+0.00248534j -0.0100825+0.00191402j -0.000544839+0.0022036j -0.00172294-0.000519827j -0.00491635+0.0058287j 0.00335815+0.000790082j -0.0105367+0.00117782j 0.00131735+0.000368502j 0.00616536-0.000597665j 0.00185651-0.00178776j 0.00216698+0.00130283j 0.0033337+0.000750522j -0.00104852+0.00200943j 0.000515246+0.00180201j 0.000650313-0.000694121j 0.00637614+0.00273419j -0.000108285-0.00266207j -7.30358e-05-0.00119139j -0.00139464+0.000430294j -5.69969e-05+0.000304269j 0.00213333+0.00179068j 0.000210469+0.00137575j -0.0016821-0.00298166j -0.00272478+2.50738e-05j -0.00355821+0.000409676j -3.06904e-05+0.000795238j -0.00270835-0.000900167j 5.75739e-05+0.00174685j 0.00353312+0.00507909j -0.00719719-0.00200862j -0.00314843+0.000533458j -0.000648358-0.00347033j 0.000300704-0.00542755j 0.00259853-0.00247941j 0.00236775+0.004053j -0.00377035+0.00736839j -0.00265742+0.000145053j -0.00351002+0.00367819j -0.00644585-0.00562874j 0.000736253+2.03117e-05j 0.00440969-0.00105472j 0.00356864+0.00654813j 0.00264185+0.00413908j -0.00467408+0.00799568j -0.00250091+0.00891476j 0.000334025+0.0048082j 7.04045e-05+0.00607045j -0.00465574+0.000963323j 8.44767e-05-0.00322322j -0.00146762+0.00137724j -0.00338825+9.26213e-05j -8.7073e-05-0.00193737j -0.00015118-0.00146356j 0.00173203-3.41422e-05j -0.000902093+0.000734599j 0.00158203+0.00034465j -0.00216891+0.000986968j 
