-0.17239-0.145289j -0.152311+0.176545j 0.166789+0.0727967j -0.065739+0.181459j 0.125278+0.0941777j -0.0795278-0.0374435j 0.167786-0.116448j 0.106771+0.174225j 0.00935553-0.0337887j -0.156145+0.181579j -0.117982-0.0511489j 0.00632411-0.0274765j -0.169729+0.0509438j 0.0109511+0.0821098j 0.0345247-0.0347373j 0.00439061+0.115363j -0.0178933+0.0711728j -0.246259-0.158115j -0.147366-0.0160106j 0.10055-0.0621334j 0.0593362+0.147142j -0.00538924+0.177095j -0.0218859-0.0745425j -0.0915025+0.111013j -0.0904522+0.0610951j -0.016985-0.0224225j -0.073803+0.247169j -0.227166-0.0336628j 0.152128+0.0622327j -0.0684158+0.17174j 0.268383-0.0870617j 0.0918598+0.275539j -0.0999746-0.0679862j -0.0739088+0.0949828j 0.029896+0.0516491j -0.0130163-0.00790662j 0.061296+0.0329178j -0.0399109+0.074402j 0.0530396+0.00362486j -0.00896435+0.0202832j 0.00117026+0.0178838j -0.00480874+0.00282122j -0.0202356-0.020724j 0.0327934+0.0128631j -0.0149815+0.00852622j -0.0153373+0.0239916j -0.00963723-0.00963727j 0.0207586-0.0208778j 0.00103076+0.00951541j 0.01645+0.00781835j -0.0131987+0.0176621j 0.0229805+0.0260833j -0.011271-0.0325528j -0.00737642-0.0191572j 0.0276944-0.0049276j -0.00996998-0.00724607j 0.0127293+0.00371861j 0.00834961+0.00917039j 0.0241104-0.0301278j -0.0115014+0.0128328j -0.0109081+0.0135975j -0.0283794-0.0172319j -0.0188722+0.0166501j -0.00581778-0.0153833j 0.000163689-0.00784989j -0.0289748+0.000169319j 0.00989875+0.025292j 0.00355404-0.00571975j 0.00141707-0.0266144j -0.0287866+0.00395911j 0.012045+0.0668556j -0.0656846+0.00949251j 
-0.00574145-0.00367397j 0.0139169-0.00801822j -0.00327388+0.0020234j 0.000217709+0.00234218j 0.000882961+0.00110603j -0.0018931-0.00193575j 0.00676271+0.00504294j 0.0010374-0.00689423j -0.0128551+0.0165959j -0.0118537+0.00502384j 0.00475785-0.00625717j -0.0114481+0.00123523j -0.00219508-0.00146215j -0.000465233-0.00338016j 0.000643825+0.00928799j -0.00502685+0.00566012j -0.000794528+0.00706404j -0.00242472-0.000182455j -0.00099449+0.00359218j 0.000285581-0.00228547j 0.00258691+0.00362495j -0.00526941+0.00111116j -0.00320678-0.00257603j -0.000720805-0.00486213j -0.00442408+0.00566871j 0.00466261-0.00115441j 0.000908785+0.00266815j 0.00371165-0.00380882j 0.00559891-0.00873043j -0.00379892+0.00193693j -0.00580447+0.00276384j 0.00793272-0.00390756j 0.00294464+0.00488726j -0.00404523-0.00202071j 0.000770457-0.00350338j -0.00327557+0.000527608j 0.00122922+0.000431836j 0.00253553-8.72032e-05j -0.0019568+0.00125069j -9.55211e-05+0.000248836j 0.000988368+0.0046517j 0.00589194-0.00181344j -0.000547849+0.00329903j -0.00680634+0.00374497j 5.54949e-05-0.00306068j -0.00431814+0.00315372j -0.00202576-0.00536084j -0.00165761-0.000859385j 0.00448367-0.00480894j 0.00301292+0.00288945j -0.00105721-0.0031412j 0.00106359+0.00185131j -0.00163719-0.00500605j 0.00179938-0.0024645j -0.00161652-0.00309049j -0.000932101-0.00286107j 0.00281038+0.00268986j 0.00305549-0.00107533j -0.00265836-0.000529438j -0.00172058+0.000548134j -0.000829943-0.000812288j -0.00130692+0.000637901j -0.000906-0.000569885j -0.00185407+0.000536698j 0.000659574-0.00122431j -0.00290567+0.000980962j 0.000993124+0.00107672j 0.00122151-0.000852351j 0.000915339+0.000755413j -0.000401066+0.00027478j 0.000879684+0.000616059j 0.00022021-0.000290402j 
-0.0010084-0.0012057j 0.00533319-0.00240817j -0.00404283+0.000723675j 0.00132753-9.88109e-05j -0.00012481-0.000831759j 0.000376013+0.00334596j 0.00226679+0.00030483j 0.000637937+0.00160849j -0.00231652+0.00327095j 0.00116822-0.00115721j -0.00585866-0.000569977j -0.00683455-0.00800222j 0.00164339+0.00518087j 0.00410781+0.00886114j 0.00176575+0.00777361j 0.002118+0.00117999j -0.00668098-0.00882937j 0.00450834-0.00326776j -0.0011919-0.00539779j 0.00695901+0.000151792j 0.00254829-0.00215101j -0.00273268+0.00261721j -0.000916306-0.00359598j 0.00521709-0.00193016j 0.00337978+0.00239514j 0.0007537-0.0016527j 0.000334698+0.000556266j 0.0013694-0.00221671j 0.0015656-0.00190061j -0.00124595-0.000539396j -0.000346048+0.000927466j 0.00233989+0.000361818j -0.000468798+0.00298915j -0.000927338+0.000154112j 0.0009373+0.00186546j -0.00145084-0.00168704j -0.00129587+0.0011614j 0.00226185-0.0015853j -0.00317858-0.00420763j -0.00513124-0.00355405j -0.00105409-0.00757693j -0.00292652+0.00376652j -0.000866652-0.00420225j -0.0015937-0.00533624j -0.000881561-0.00253834j -8.8392e-05-0.00386405j -0.00198428+0.000457752j -0.00179138-0.000965514j -0.00666625+0.00453103j -0.00353718-0.00116053j 0.00334158+0.00498069j 0.00212723-0.00196432j -0.00393969+0.000552807j -0.00327365+0.00195162j -0.00327235+0.00391183j 0.00013504-0.000221137j 0.00172835+0.00226713j -0.00283742+0.000970308j 0.00161781-0.0034276j 0.00317456-0.000182555j -0.000497698+0.00268442j -0.00343606-0.00069396j -0.0004097-0.00164023j 0.00357839-0.000556075j 3.76725e-05+0.000848104j -0.00223235+0.000900176j -0.00238763-0.00294947j -0.0010899-0.000547877j 0.00198976-0.000615869j 0.000321681-0.000757536j 0.00065198-1.78842e-05j 0.00113304-0.000162837j 
-0.00234297+0.000316363j 9.6391e-05-0.000250104j 0.00228137+0.00292632j -0.000981832-0.000695731j -0.000527553-0.00187269j -0.00738344+0.00308885j 0.00771248+0.00299691j -0.00124102-0.00732157j 0.00156346-0.000547934j -0.00147814+0.00384026j 0.00313162-0.0019135j -0.00251757-0.00148724j 0.00897248+0.000282169j -0.00135821+0.000945404j -0.00505749-0.0017414j -0.00405615+0.00233897j 0.000424472-7.07329e-06j -0.000129096-0.0034264j 0.00299896+0.00209961j -0.00439845+0.000129196j -0.0019424+8.62562e-05j -0.00432635+0.00231395j 0.0012182+0.0022989j -0.000702368+0.000126961j -0.00103621+0.00134233j 0.00322415+0.0034366j 0.00149011+0.0015535j 0.000116906+0.00246807j -0.000285096-0.00155763j -0.000334567+0.000278881j 0.00235411-0.000306531j 0.0010253-0.000406429j 0.0050229+0.000755226j 0.000667504+0.00275851j 0.000549137-0.00237346j 0.000199837-0.00326079j 0.00196884+0.002735j 0.00282714-0.00195373j -0.000774481-0.00133626j -0.00435893-0.000222823j -0.00261252-0.00657764j -0.00207861+0.00588261j -0.000676717-0.00394617j 0.00668068-0.00287181j -0.00789043+0.00450521j 0.00945746-0.0047731j 0.00216729-0.00366615j -0.00172626+0.000650705j 0.00169096-0.00124575j -0.000410017-0.00125456j -0.00516708+0.0110358j -0.00150409+0.00123441j -0.00100911+0.00261916j -0.00332691+0.00622167j 0.000439624+0.000132192j -0.00349063-0.00479965j -0.00346914+0.00249946j 0.00407734+0.0029301j -0.00771566+0.00359023j -0.00168177+0.00441671j -0.00102198-0.00304397j 0.00402821-0.0022571j 0.00131833+0.00189335j 0.00249402-0.00179066j 0.00199691+0.00209478j -0.00409733+0.00443492j -0.00471347-0.00222652j -0.00295419-0.00262271j 0.00394051-0.00198129j 0.00401813-0.000302128j -0.00137606+0.000681652j 0.000962847-0.00146225j 
0.00220407-0.00291413j 0.00824595-0.00136893j -0.00276869-0.00363077j 0.00399451+0.00147749j -0.00335054+0.00623546j 0.0125071-0.00720991j -0.00873917-0.00657768j 0.0014734+0.0145484j -0.00279219+0.00698389j 0.00438426+0.000511569j -0.0130331-0.00510726j 0.000969496+0.00533779j -0.00168304+0.00357412j -0.000405462-0.00277931j 0.00218152+0.00678936j 0.00227729-0.0074006j 0.00274032-0.00179409j 9.33737e-05-0.00422645j -0.00428103-0.00497049j 0.00129603+0.00301318j -0.00183572+0.00175193j 0.00183302-0.00389657j -0.00459162-0.00188282j 0.00317259+0.000755298j -0.000924411+0.000824668j -0.000682399-0.00156349j 0.000318465+0.00277588j 0.00157849-0.00409643j 0.0034764-0.00439563j 0.00159547-0.00418726j -0.0033916+0.00406076j -0.0001757+0.00129285j -0.00502502+0.00236987j -0.00392171-0.00397917j 0.000992555-0.000827834j 0.00194831+0.00106837j -0.000651011-0.00409258j -0.0012653-0.000189208j -0.000773497+0.00175298j 0.00593983-0.00144697j -0.00169425+0.0034299j 0.00817085-0.00512293j -0.000590629+0.00440446j 0.00239544+0.00659765j -0.00233188+0.000491063j -0.00447231-0.00794687j 0.00291636-0.00698973j 0.00177617+0.00369383j -0.0036272-0.00134994j 0.00161819-0.00470373j 0.000227272+0.000387006j 0.00335525+0.000473633j -0.00575509-0.000326967j -0.000133965+0.000932074j 0.00274327+0.0013362j 0.00143491-0.00305308j -0.000298293+0.00283875j 0.00490566-0.00239326j -0.00220373-0.00127009j -0.000167373+0.000924403j -0.00225861-0.00174868j 0.00109189+0.00165187j 0.000935052+0.00220242j -0.00222063-0.00329937j -0.000545005+0.00255855j -0.0032584+0.00367838j 0.00117409-0.00254875j -0.000662505+0.000719271j 0.00296632-0.000718499j -0.00246692+5.32365e-05j 0.00203075+0.000761961j -0.000760533+0.00280398j 
0.00913365-0.00575327j 0.000371387+0.00401338j 0.00057075-0.00218567j -0.00116202-0.00184313j -0.00010811+0.00404998j 0.00200555-0.000666757j -0.00406015-0.00193372j 0.00236089+0.00997313j -0.0048325+0.00183956j 0.00560617+0.00507093j -0.00587669+0.00959377j 0.00198886+0.0120723j -0.000448965+0.000228964j -0.00343033+0.000185699j 0.000461335+0.000449151j -0.000467182+0.00291295j 0.00126015-0.00113752j -0.000336778+0.00168913j -0.00497016-0.0042494j 0.00457852-0.00155892j 0.00264421+8.53608e-05j 0.00631125+0.000682977j 5.06956e-05-0.00667381j -0.000573619-0.000257396j 0.00440846-0.0014112j -0.000165876+0.00264911j -0.00515899+0.000465217j -0.00183963+0.000791575j 0.000960566+0.000382451j 0.00433197-0.00432184j -0.004529+0.0017049j -0.004791+0.00415236j -0.00218412-0.00144655j 0.000765628-0.00119206j 0.00235488+0.00195353j -0.00171344-0.000603064j -0.00551143+0.000285187j -0.000674499+0.00155578j -0.000161604+0.000238037j -0.00211874+0.0022324j -0.00257052+0.00151977j -0.000404692+0.000333341j 0.00381481+0.00386392j -0.000815585-0.00353727j 0.00294554+0.00166117j -0.000638184+0.00479771j -0.00200284+0.00268158j -0.00341762-0.000936783j -0.00202974+0.00171945j -0.00159936-0.00347049j 0.00105381-0.0020541j -0.00115992+0.00226208j 0.00113443-0.00109593j 0.00142159-0.00235886j -0.00249094-0.000329858j -0.00165677-0.000468867j -0.0021588-0.00168635j -0.00175661-0.00161879j 0.00264972-0.00271052j 0.00239772-0.00278695j 0.00293133+0.00268635j -0.000964799+0.000847381j -0.00245261-0.000862002j 0.00125509+8.90828e-05j 0.000227709-0.000807289j 0.00261739-0.00122275j -0.000467325+0.00156619j 0.00129785+0.000124967j -0.00186296-0.000115375j -0.00102971-0.00100696j 2.81782e-05+0.000161583j 0.000327491+0.000152084j 
-0.00482384+0.00591684j -0.00186287-8.78563e-05j -0.00190585+0.000210733j 0.00120136+0.00133435j 0.00326631-0.000350109j -0.00342725-0.00196387j -0.000793781+0.00486796j -0.00305628-0.00725008j -0.00487679-0.00320914j -0.00579501+0.000391832j 0.00176245-0.0017392j -0.00337299-0.004673j 0.00119272-0.00237539j -0.000481117+0.00446297j -0.0010769+0.00294541j 0.00319198+0.00416032j -0.0031481-0.00345475j 0.00394619-0.000213681j 0.00034547-0.00107049j 0.00167016+0.0022268j -0.000511413-0.00220012j -0.00476099+0.00385787j -0.00154015+0.00412751j 0.00226246-0.00337111j 0.00423065+0.0023128j 0.00298757+0.000893593j 0.00492678-0.00144656j -0.00180114-0.000219555j -0.0029521+0.000849739j -0.000865404+0.00154403j 0.00176893-0.00236538j 0.000112908-0.00172643j -0.00356636-0.000889555j -0.00247051+0.00300471j -0.00582142-0.00224164j 0.00134896+0.00724149j 0.00814986-0.00925922j -0.00798796-0.00465814j 0.000886781+0.00298503j 0.00736185+0.00445609j -0.00264762+0.000407659j 0.00946421-0.00013794j 0.00121758+0.00745428j 0.0135936+0.00650162j -0.00572261-0.00246741j -0.00159467-0.00648493j 0.00635859-0.00878228j 0.00112604+0.0032556j -0.00568162+0.00150826j 0.00397097+0.00144808j -0.0021099-0.00632671j -0.000266983-0.00403063j -0.000640628-0.00236642j -0.00168648+0.00170959j 0.00287331+0.000653703j -0.00260566-0.00301211j -0.0031847-0.00355988j 0.00332079-0.00261573j -0.00138093+0.00412652j 0.00391038-0.000458982j -0.00113792-0.00342769j -0.00210647+0.00342371j 0.000495419-0.00150574j -0.00386265-0.00267117j 2.7299e-05+0.000238463j -0.000811108+0.000365749j 0.00257129-0.00153797j 0.00122056-3.45572e-05j 0.00163068+0.000247906j -0.000404629-4.61751e-05j 0.0017144-8.06607e-05j -0.000297589+0.0022955j 
0.00849505-0.00671301j 0.00605914+6.79514e-06j 0.00243139-0.00443766j -0.00276879+0.00250297j -0.00216655+0.00385794j -0.00235875-0.00158613j -0.000927081+1.55559e-05j 0.000963601+0.00423032j 0.00676456+0.00223186j -0.00431761+0.00743768j -0.0132699-0.00115385j 0.000589208+0.00731107j -0.00154752-0.00146448j 0.00427727-0.00258623j -0.00132432+0.00271368j 0.00330804-0.000175768j -0.000505778+0.00198518j -0.0063069+0.00903863j 0.0032147-0.00381847j -0.00199329+0.0076513j -0.000935278-0.000231307j -0.00311677-0.0015135j 0.00269394-0.00350502j 0.00216005-0.000787517j 0.000579146-0.00115174j 0.00746396+0.000360663j -0.00361822+0.00420025j 0.00324342+0.00175795j 0.00356793-0.00135132j 0.00266641-0.00538561j -0.00530795+0.00300747j -0.000711621+0.000285935j -0.000355402-0.00119959j -0.000904652-0.00113768j 0.0024573-0.000257069j -0.0032965-0.00163152j -1.70095e-05+0.00526507j 0.00244808-0.00125571j -0.000898402-0.00268216j -0.00426001-0.000551119j -0.000405684+0.000262781j -0.00674301-0.000106487j 0.00448027+0.00305696j 0.002509-0.00049435j 0.000604534+0.00585771j -0.00113537+0.00677593j -0.00412728-0.00113193j -0.00555215-0.00385248j 0.00269899-0.000796013j -0.00177119+0.00155707j -0.00107476+0.00033253j 0.000729347+0.00417089j 0.00294552+0.000307585j -0.00220088-0.000688908j -0.00410607-0.0019874j -0.000895497-0.00375133j -0.00112284+0.00214781j 0.00034021+0.00115371j -0.00340858+0.00259061j 4.50753e-05-0.000569045j -0.00178077+0.00243734j 0.00206031-0.000855296j 0.00155456-0.000652065j -5.25726e-06-8.56174e-05j -0.000124781-0.000124996j 0.000629128+0.000424386j 0.00143041+0.000560772j -0.00109245-0.000786466j -0.00114462+7.45558e-05j 0.000776355+0.000292413j -0.000961705-0.000344827j 0.00208072-0.00135188j 
-0.00368672+0.00418103j 0.000568979-0.0034251j -0.00343098-0.00345839j 0.00230132+0.000465734j 0.00269827-0.000545092j -0.00289152-0.00143532j 0.00246131+0.00288941j -0.00139903-0.0032366j -0.00298138-0.002783j -0.00148805-0.0040106j 0.00202817-9.74927e-05j -0.00223944-0.00341361j -0.00329766-0.00433259j -0.00427994-0.00503429j 0.00363151+0.00235442j -0.00703375+0.000253817j 0.00731224-0.00117311j -0.0064518+0.00265139j 0.0016719-0.0010986j -0.000392876-0.00164561j -0.00075156+0.00409731j 0.0037526-0.00196181j 0.000938321+0.00489113j -0.00152638-0.00442832j -0.00121917-0.00110441j 0.00220452-0.00294247j 0.00130235-0.0020897j 0.00306715-0.0012726j 0.00110144+0.00113583j -0.00242967+0.00169967j -0.00162968+0.000407482j 0.00445344-0.00155328j -0.00115144-0.00252081j -0.00264742+0.000627134j -0.0037212-0.00026852j 0.00321175+0.00185113j 0.000593779-0.0073406j -0.00488597+0.00110932j -0.00285271+0.00107008j 0.00105109+0.000111558j 8.78631e-05+0.00134106j 0.0016365-0.000908319j -9.01852e-05+0.00187129j 0.000724572+0.00488558j 0.00607962-0.0044166j -0.000483196-0.000423476j 0.0010315+0.000805901j -0.000481431-0.000717039j -0.00339626-0.00426353j -0.00301519+0.00157956j 0.00409674-0.00528432j 0.00129343-0.00400262j 0.00536285-5.96632e-05j -0.00118684-0.000491851j -0.000665763-0.00319974j 0.00209926+0.00102361j 0.00468803+0.00262794j -0.0032915+0.000490299j 0.00331841+0.000105797j -0.0012227+0.000130311j -0.0024175+0.00116118j -0.0039096+0.00457777j -8.39869e-06-0.00149239j -7.06097e-05+0.00182098j -0.00242696-0.000992136j -0.000914144+0.000224712j 0.00152717+0.00068264j 0.00244211+9.91522e-05j 0.00118219+0.00185482j -0.000643585+0.00121517j 0.00088499+0.000420503j -0.000514342-0.000979986j 
0.00177827-0.00455928j 0.00212993+0.00191042j 0.00281021+0.00309977j -0.00120594+0.00264662j -0.00374824+0.0029824j 0.00189355-0.000533468j 0.00121156-0.00534992j -0.000277778+0.00110412j 0.000694724+0.00215563j -0.00104881+0.00140634j -0.00277129+0.000204946j -0.00281679+0.00482799j 0.00476588+0.00344798j 0.00290325+0.00190639j -0.00436171+0.0015292j -0.00272112-0.000274561j 0.00525538-0.00359374j 0.000248832-0.00260331j 0.00159149-0.00353615j 0.000780691-0.00535095j -0.00327761-0.00848354j 0.00187241-0.00235595j -0.00289207-0.00148629j -0.00268347+0.00306771j -0.00353928+0.00256088j 9.15543e-05+0.00188383j -4.011e-05+0.00193003j -0.000980589-0.000295885j -2.95458e-05-0.00207914j 0.00244073-0.00224893j -0.000951637+0.000970508j -0.00321739+0.0015598j 0.00191196+0.00257261j -0.000540651-0.000943328j 0.00169639-0.00115028j -0.00119754+0.000833309j 0.00394029+0.00177735j 0.00170988-0.000711805j 0.00258756-0.000641944j 0.00111782-0.00080331j -0.00121862-0.00189597j 0.00124615-0.00273158j 0.00216408+0.0011294j 0.00290922+0.000667303j -0.00781397+0.00215187j -0.00484056-0.00171385j -0.0012275-0.00404587j 0.00246113+0.000782065j -8.79277e-05+0.00370448j 0.00488015-0.00189662j -0.00490542+0.00134015j 0.000822404+0.00178945j -0.00609688+0.000394966j -0.00183009-0.00124284j 0.000296812+0.00406716j -0.000431011-0.00103499j -0.00353742-0.00210907j 0.00252099-0.000982025j -0.00078394+0.000826653j 0.00188698-0.00192014j -1.18522e-05+7.8413e-05j 0.00106467+0.000449438j -6.79536e-05-7.11471e-05j -0.000968387-0.00143728j 0.00388446+0.000359286j -0.000492039+0.00212034j 0.00156374-7.70653e-05j -0.00186926-0.000799023j -0.000510981-0.000925162j -0.000258238-0.000311803j -4.84389e-05+0.000962665j 0.000123144+0.000993653j 
-0.000122582+0.00070309j 0.000828012+0.000623636j -0.00097378-0.000767917j 0.000119294-0.00147127j 0.000557835-0.000611593j -0.000296002+0.00132672j 0.00035712-0.000276707j 0.00198533-0.00100834j 0.0072547-0.00434377j -0.000173094-0.00464823j -0.0046347-0.00133051j -0.00297902-0.00832789j -0.000786859+0.00354777j 0.00820109+0.00304538j 0.00421899+0.00182716j 0.00422225-0.00176103j -0.00341706-0.0044419j 0.00259826-0.00188759j 0.00153127-0.00284688j 0.00324062+0.000585629j -0.00292009-0.00293892j 0.00215509+0.000125886j -0.00140356-0.00104552j 0.00278285-0.000630243j 0.00345892+0.000574893j -8.70782e-05-0.00113231j -0.00261248+0.000407139j 3.18142e-05-0.00178435j -0.000468566-0.000172267j -8.11433e-05+0.000454796j -0.000370747-0.00189761j 0.000756155+0.000828435j 0.000432299-0.00100457j -0.00186632-0.000362846j -6.78292e-05-0.000785158j -0.000821921+0.00271254j -0.00413198-0.000448608j 0.000566503+0.000471125j -0.000985083+0.00569183j 0.00410294+0.004495j 0.00367541+0.00972532j 0.00374308-0.00597374j 0.00192729+0.00557811j -0.000986468+0.00982746j 0.00174203-0.00276154j -0.00170443+0.00729932j -0.0047587+0.00478109j -0.00149383+0.00143907j 0.00399398-0.00638253j 0.00525653+0.0018353j -0.00601106-0.00902231j -0.00351136-0.00245784j -0.00455283+0.00178945j -0.00229864-0.00424756j -0.00137854-0.00265372j -6.40692e-05+0.00212109j 0.00283261+0.000497017j 0.00725008-0.00227327j 0.000469977+0.00256956j 0.000105269+1.34917e-06j 0.000943096+0.00232411j -0.00162331+0.00375389j -0.00360048+0.00191931j -0.000549682+3.33892e-05j 0.000303267+0.00239097j -0.00197306+0.00273291j -0.00238502+0.00311402j 0.00190564+0.000300997j -0.000548792-0.000275034j 0.00170562-0.00135975j 0.00106579+0.00015781j 0.0013427+0.00048632j 
0.000150965-0.000495841j 0.0009626+0.000311138j 8.87711e-05+0.00129854j 4.18497e-05-0.00168656j -0.000331428-0.000716858j -0.00015576+0.00105434j 0.000200863+0.00147408j 0.0010807-0.0017397j 0.00228218-0.000426454j -0.00201462+0.000417071j -0.0022101-0.000449051j -0.00310699-0.00260043j 7.02752e-05+0.000416791j 0.00547118+0.00274124j 0.00241311+0.000449988j 0.00550824+0.00118832j -0.00812878+0.000712984j 0.00259478+0.00057509j -0.00101136-7.72498e-05j 0.00223181+0.00202466j 0.00121121-0.00138514j -0.00273979+0.0027927j -0.000112926-0.00273198j 0.00247278-0.000663433j 0.00274253+0.00114074j 0.00014332-0.000347435j -0.000856674+0.000718207j -0.000856368-0.000995926j 0.000307334-0.000971795j 3.33074e-05-0.000832724j -0.00143847-0.00107917j 0.000112362+0.000933148j 0.00089903-0.00128008j -0.00116608+0.00200354j 0.00108951+0.000218996j -0.00147457+0.00239106j -0.00177839-0.00293767j -0.00192223-0.00103919j -0.00164517+0.00258765j -0.00102935+0.005317j -0.00374647+0.00012443j 0.00441805+0.00241147j 0.00259544+0.00289316j 0.000389013-0.00225228j -0.00304589-0.00250853j 0.00133331+0.000831511j -0.00156752+0.00336584j -0.00414955+0.00286995j -0.00259682+0.00136099j 0.00468464-0.000611971j -0.0024761-0.00315281j -0.0025366-0.00228107j -0.00499864-0.000187313j -0.00266188-0.000685446j -0.00449917+0.00263391j -0.00334135+0.0018347j 0.000604941-0.00375707j 0.00332588-0.00189742j 0.00371804+0.0011146j 0.00430546-0.00385648j 0.00482859+0.0040109j -0.00275548+0.00418724j -0.00537624-0.001647j 0.0031921-0.00198336j 0.00290586-0.00129433j -0.000636826+0.00287509j -0.00128608+0.00194361j 0.00119426-0.00127929j 0.00164564+5.76426e-05j 0.00297597-0.00169588j 0.000460402+0.000820501j 0.00114382-0.00039276j 
0.00247157-0.00269023j -0.00108176+0.00183316j 0.00205662+0.00224632j -0.00242029-0.000582716j 0.000915256-5.8334e-05j -0.00273676-0.000722693j 0.00178665+0.000157401j 0.00287399-0.000922005j 0.00347305+0.00516008j -0.00170034+0.00431451j 0.00313656-0.00101963j 4.38481e-05+0.00324866j 0.0016679+0.00293994j 0.00205379-0.000609986j -0.000405038-0.00182742j 0.00213705+0.00247471j 0.00135352+0.00296548j 0.00340872-0.00451203j -0.00131258+0.00266572j -0.000675153-0.00170575j -0.00124358-0.000444048j 0.0031077+0.000466631j -0.00487201-0.00232646j -0.00390473+0.00207558j 0.000132647+0.00239534j -0.00195572+0.00258383j -0.00362732+0.00286179j -0.0040233-0.000446918j 0.00118352-0.00207395j 0.00285804+0.000109799j -0.00423512-0.00200305j -0.00133005+0.00448524j 0.00208515-0.000574713j -0.00126848-0.00196112j -0.00212882-0.00055646j 0.00271399+0.00158472j -0.000521325-0.00327185j -0.00180127+0.0018548j -0.000875445+0.00123079j -0.00290209-0.00238329j -0.00260834-0.000281662j -0.000211629+0.0019463j 0.000851195+4.10713e-05j 0.00710399+0.00222582j 0.00395189+0.00441268j 0.00274865+0.00138457j 0.00083808-0.00276828j 0.00177983-0.00390009j 0.000939544-0.00397376j -0.00393248-0.0010454j -0.00106096-0.000312673j 1.98448e-05-0.00255595j 0.00430982+0.00617495j -0.00605166+0.00280972j 0.00292363-0.00525475j 0.00176547-0.00535063j 0.00288117+0.00560053j 0.00391734+0.00371759j 0.000159817-0.000825788j -0.00316399+0.00268977j -0.0065957+0.000852777j -0.00127757-0.00158581j 0.00148645+0.000876052j 0.000120105+0.00306826j 0.0018388+0.00256248j -0.00229725+0.0037644j -0.00277115+0.000180145j -0.000781922-0.0012328j -0.00169109-0.00080856j 0.00116989-0.00209876j 0.000353435+0.00166227j 0.0012526-0.000829894j 
-0.00138247+0.00107737j -0.00212691+0.00125877j 0.00122593-0.00110504j 0.00148006-0.000392862j -0.000676967+0.00260972j 0.00717631-0.00346774j -0.00805735-0.00351615j 0.000801277+0.00425648j 0.00285628-0.00515787j 0.00290474-0.00886679j -0.00176256-0.000327564j 0.00442597-0.003809j -0.00395418-0.00131272j 0.00140828-0.00211359j 0.00310007-0.00123245j 0.00153987-0.00561856j 0.00301977-0.00248623j -0.00123904+0.0011779j 0.00017953-0.00173595j 0.00102555+0.000290067j -0.0013348-0.000248236j 0.00387541-0.00359516j -0.00132997+0.00280324j 0.000977081+0.000646932j 3.34751e-05-0.00175668j -0.00315317-0.00194479j -0.000324622-0.00289628j 0.000535361-0.00134866j -0.00165829+0.00200066j -0.000361289+0.00174629j 0.00198926-0.00102183j -0.00185072-0.00136752j -0.00141488+0.00071364j 0.00127812+0.0015669j 0.000628658-0.00418777j -0.00168224+0.00286684j 0.0057848+0.00114691j -0.00330686-0.00389721j 0.000987589-0.00315116j -0.000308892-0.000997222j -0.000487048+0.00046849j -0.00415371-0.00168104j 0.00769702+0.00281061j 0.00730326+0.00144187j -0.00423841+0.00304425j -0.00190713+0.00650398j -0.00281518-0.00524952j -0.00295777-0.00161835j 0.0038859+0.00246246j 0.00210555+0.0066679j -0.00350764-0.00223018j 0.000897504+0.00280908j 0.000723715-0.0022194j -0.00467381-0.00287575j -0.000911142-0.00177107j -0.000437256-0.00172956j -0.00382665+0.00285903j 0.000444163+0.00199475j -0.00174667+0.00636959j 0.00193562-0.00206169j -0.003434+0.000486945j -0.000542355-0.000895203j 0.0021541-0.00346828j -0.00396197+0.000515425j 0.00126209-0.00257467j 0.0026362-0.00124891j 0.00513839-0.00087073j 0.00197032-0.00124692j -0.00203931+0.000920563j -0.000576809+0.000867983j -0.000748625-0.000369565j -0.000655033+0.00070462j 
