-0.043134+5.55112e-17j -0.0477286-0.000192786j -0.0305104-0.000168927j 0.0374002-0.00222674j 0.0101232+8.73931e-05j 0.0343355+0.00113227j 0.0357133-0.0028577j 0.022802-0.000221989j -0.00330826-0.00168354j 0.0123003+1.57008e-05j -0.016755+0.00225279j 0.0404321-0.00136524j 0.00702158-0.000471337j -0.00513424-0.000940979j -0.000410017+0.000717307j -0.0135268+0.00173618j 0.0237329+5.53883e-05j -0.00363646-0.000118886j -0.0132009+0.00147787j -0.00766013+0.000686858j 0.00327915-0.000276518j -0.0200312-0.00131742j 0.00352613-0.000156974j 0.0188569-0.000890185j 0.00492837-0.0016599j 0.00446778-3.85211e-05j 0.0165018+0.000493702j 0.0225283+0.00116212j -0.0113824-0.000286007j 0.00104589-0.00188927j -0.0265888+0.001655j 0.00411972+0.000921985j 0.0408235+0.000802171j -0.0110734-0.00394189j 0.0354289-0.00165608j -0.00382015+0.00119701j 0.0371512+0.00482317j -0.0688475+0.0028509j 0.204967-0.00205951j -0.102752+0.00501183j -0.458727+0.00930896j 0.065598+0.0197323j 0.139743+0.000470682j 0.00549857-0.0100394j -0.00964578-0.00301362j -0.0560649-0.000970385j -0.0229042+0.0076422j 0.0618434+0.00240527j 0.00826818+0.00235353j 0.0103691-0.000777887j -0.0135921-0.00352768j -0.0540802+0.00294343j -0.0177859-0.00128268j 0.0133913+0.00436217j -0.0125649-0.000399719j 0.0062245+0.00116152j -0.0207077-0.000802972j 0.0424248-0.000947552j -0.00387562-0.000789843j 0.0210435-7.20104e-05j 0.00943401-0.00383691j -0.00547561-0.00144514j 0.0160735+0.00197028j 0.0135185-0.000347911j -0.000591034+7.95371e-05j 0.00925516+3.66597e-05j 0.014288-0.00133939j -0.00371637+7.44646e-05j -0.00166048-0.00326185j -0.0143909-0.00151669j 0.0143887+2.59964e-05j 0.0167629-0.00365177j -0.013273+0.00175808j 0.0141952+0.00042293j -0.00357865-0.000276043j 0.0166619+0.00112581j -0.00708058-0.00108195j 0.00104839-0.00255326j -0.0148648+0.0029512j 0.0117668-0.00151857j -0.0089643-0.00372712j 0.0170433-0.000717098j 0.00362398+0.00584802j -0.0295746-0.000712449j -0.017337+0.000721831j 0.0147985-0.00657618j 0.0329022+0.0017166j -0.0342788+0.00644718j -0.0206747-0.0166077j -0.0884846+0.00219467j -0.00127421-0.0200119j -0.100823-0.00913327j 
0.0404321+0.00136524j 0.00292172-0.00211475j 0.0130969+0.000589896j 0.0058785+0.000573932j -0.0159867-0.000878864j -0.0399182-0.00112863j 0.00535984-0.000506756j -0.0220563-0.00132996j 0.0578196-0.000118229j -0.00204416+0.000890167j 0.0012634-0.000921866j -0.00147832-2.40628e-15j -0.00913202+0.000223451j 0.0366163+0.000746365j -0.0165401-0.00144072j -0.0290713+0.000114319j -0.03902-0.00143403j 0.0289163-0.000180733j 0.0413369+0.000735072j 0.0328427-0.00144787j 0.0294345+0.00134614j 0.0709556+0.00025959j 0.0497263+9.27192e-05j -0.0805319+0.000668423j 0.163494-0.000100294j -0.0816151-0.00119282j -0.0895512-0.00114952j -0.447254-0.000259788j 0.563616-0.00104743j -0.226355+0.000912641j 0.200618-0.0011754j -0.259329-0.00109978j 0.180392-0.000881351j -0.189332+0.00112535j 0.127955-0.00148408j -0.0634324+0.00135957j 0.0904325-0.000238129j -0.0613615-0.000286662j -0.00680251+0.00313912j -0.133508-0.00167758j -0.048144+0.000480284j 0.0884474-0.00508328j 0.0130235-0.000327667j 0.0157402-0.00140523j 0.00223744+0.00133541j 0.00387775-0.000942379j -0.0199689-0.000949215j -0.00899346+0.0022348j -0.0246053-0.00363283j -0.0310038+0.00523314j -0.00500874+0.000703274j -0.0169683+0.00336309j -0.0152368+0.0029589j 0.0182204+0.000385411j -0.00560985-0.00443682j 0.000287114-0.000603521j 0.0104707+0.000708243j 0.0323057+0.000325117j 0.0499296-0.000970429j -0.0218085+0.00427387j -0.0251909+0.0091516j -0.0147097+0.00249623j -0.019753+0.00048876j -0.0164585+0.000451051j 0.0112938+0.00365142j 0.0123435-0.00651468j -0.00834093+0.000103875j -0.0095186+0.00727841j 0.00159516+0.000144013j 0.0547032-0.00902153j -0.0113993-0.00219905j -0.0450695+0.00287336j -0.0217855+0.000813191j -0.0122427+0.00277981j -0.0698513+0.00104495j -0.0396741-0.0042739j 0.0435764+0.00263449j 0.0228965-0.00514382j 0.0390162-0.00549309j -0.0437237+0.00488376j 0.0868291+0.010359j -0.0782443-0.00226076j 0.00120372-0.00193152j -0.00716149+0.00367642j -0.0157959-0.00456699j -0.0065913+0.00215452j 0.00408922+0.00412318j -0.00811028-0.00103017j 0.00607587+0.000706774j -0.0062392-0.00416802j 3.15961e-05-7.32385e-06j -0.00641787+0.000513857j 
0.00702158+0.000471337j 0.00780823-0.000606769j 0.00263666-0.00110364j -0.00658192+8.48422e-05j -0.0190191-9.34375e-05j -0.0242813-0.000201266j -0.00273709-0.000377338j -0.025722+0.000626324j 0.0049715+2.27659e-05j -0.0100772+3.39353e-05j -0.0106994-0.000755608j -0.00913202-0.000223451j 0.00630785-7.97387e-15j 0.0120655-0.000269588j -0.0414626+0.000206737j -0.00679343-0.000624798j -0.0352155-0.000301117j -0.00126647-0.000868856j -0.00384838+2.85643e-05j -0.0246752-0.000669448j 0.00738137+0.000684917j 0.0346514-0.000437017j -0.0273841+0.000401416j 0.0510745+0.000878206j 0.00645387-0.000250226j -0.0931499+0.000573849j -0.173664+0.00140589j -0.659231+0.000317836j -0.618111+0.00208709j -0.154558+0.000160292j -0.0965707+0.000746198j 0.0915497+0.000640661j 0.00615109+4.98524e-05j -0.0576822+0.00121332j 0.0633246+0.000146923j 0.0252724+0.000558586j 0.0343347+0.000803319j -0.00311804-0.000723394j 0.0621595+0.00168723j -0.00604456+0.000919515j -0.00236319-0.000657174j 0.055222-0.000542577j 0.00145303-0.000541594j -0.0151159+0.000578626j 0.0101238+0.000134418j 0.00891724-0.00142123j -0.00523346-0.00278808j -0.0242519+0.00130094j -0.00695203-0.00159836j -0.0029697+0.000304952j -0.00289538-0.00139936j -0.00105968-0.000631257j 0.0116168+0.0039301j -0.00817875-0.000502012j -0.00953592+0.00016411j -0.0169854+0.000603981j -0.00151326-0.00101115j -0.000520641+0.000994461j 0.0102186-0.00105275j -0.0141695+0.00351918j 0.0081084-0.000529509j -0.00320545+0.00358387j -0.000388094+0.00202378j 0.00108457-0.000986673j -0.0156156+0.00477182j 0.00362127+0.0010574j -0.00625522+0.00369101j 0.00390254+0.0028082j 0.0188225+0.00444611j 0.0616217-0.00859733j 0.0202844+0.000554584j 0.0119388-0.00238974j -0.0292562+0.00144419j 0.0237455-0.002214j 0.00866675+0.000711407j -0.0375716+0.0029011j 0.0420122+0.000487642j 0.0735468+0.0023394j -0.084402-0.00696436j 0.0189774+0.00199678j 0.00709397+0.000452973j -0.0112465+0.00176747j 0.00872805-0.000950127j -0.00220446+0.00152407j -0.00548386+0.00208042j -0.00324448+0.000682336j 0.00590728+1.10246e-06j 0.00252562-0.00156753j 0.00504335-0.000281131j -0.0046807+0.000256943j -0.00357727+0.000263874j -0.00130059+0.000366783j 
-0.00513424+0.000940979j 0.0138181+0.000929694j -0.0202656-1.30836e-06j 0.00809162+0.000297078j -0.011535-0.00113506j -0.0178996-0.000695505j 0.0387482-0.000874448j 0.0259221-0.00121167j 0.00601042-0.00123938j 0.0146758-0.000876718j -0.0391105-0.000682576j 0.0366163-0.000746365j 0.0120655+0.000269588j -0.00751815-2.77276e-14j -0.0121079-0.00171894j -0.0546566+0.000860531j 0.000666364-0.00099015j -0.0454409+8.21293e-05j -0.0554803-0.000570978j -0.046683-0.00165163j 0.0271552-9.74613e-05j -0.0400076-7.58692e-05j 0.128321-0.000809501j 0.153355+0.000819753j 0.350179-0.000626242j -0.128896-0.000137614j 0.748691-0.00112762j -0.112914+0.000459958j -0.135084-0.000960284j 0.0285515+0.00145402j 0.199255-0.00128341j -0.0760744-0.00116623j -0.136146+0.000566159j -0.110304+1.98701e-05j -0.018541-4.22024e-05j -0.00550904-0.00101235j 0.000454039-0.000913782j 0.0866238+0.00187687j -0.0460105-0.000892632j -0.0316284+0.000371928j 0.0529834-0.000714612j -0.0380227-0.00116703j 0.0109288-0.00164752j -0.00640873-0.00201718j 0.0184277+0.000228246j 0.0323767-0.00425031j -0.0262249+0.000923568j 0.0216134+0.00300834j 0.0077629+0.00215968j -0.0100733-0.000844502j -0.000939117-0.00219288j -0.0325516+0.00337549j -0.00836092-0.00559781j 0.00399271-0.000293168j -0.00463751+0.0026968j -0.0159742+0.00504287j -0.00275963-0.00158083j 0.0466737-0.000884754j -0.0115893-0.000203913j 0.00541314-0.00438479j -0.00901389-0.00344983j 0.0255092-0.00303673j 0.0196356-0.00996594j 0.0281983-0.000433886j 0.0251357-0.00349385j -0.01534+0.00246812j 0.0354843-0.00433485j -0.0616627+0.00407957j -0.0755479+0.00501567j -0.021188+0.00140607j 0.0201941-0.00152652j -0.0141891+0.00315905j 0.0661742-0.00214101j 0.0489933+0.0029355j -0.0860066-0.00474629j -0.0121454-0.00325823j 0.061304-0.00490795j -0.0980751-0.0116111j -0.00594847+0.00304954j 0.0408807+0.000622706j -0.0100666+0.000171598j 0.00320741-0.00241502j -0.0078121+0.00374002j 0.00771457+0.00450142j 0.00798818-0.00321553j -0.00836634+0.000787373j -0.00951456+0.00452542j 0.00110933-0.00118337j 0.00068903+0.00348792j 0.0136754-0.00118513j 0.00105266-0.000238628j 0.000445878-0.000497441j 
-0.000410017-0.000717307j -0.0123722-0.000197985j 0.014004+0.00184733j 0.00775115-7.79485e-05j 0.0352908+0.00132767j -0.00313029+0.000515791j 0.00210383+0.00167331j 0.0336397-0.000446981j -0.00180791+0.00123563j 0.0145393+0.000420266j 0.0280767+0.00157677j -0.0165401+0.00144072j -0.0414626-0.000206737j -0.0121079+0.00171894j 0.0538796-4.89264e-14j -0.00158524-0.000598035j 0.0624287+0.0013789j 0.0109639+0.00110393j 0.00160624+0.000283871j 0.0845787+0.000386307j -0.0395103-0.000542781j -0.0077805+0.00132607j 0.0351676-0.000843847j -0.273001-0.000118983j -0.319466+0.000644158j 0.67336+7.7217e-05j 0.319272-0.00106928j -0.277067+0.00050063j 0.00231273-0.00097253j 0.0981699+0.00133324j 0.0243568+0.000718257j -0.00674096+0.000641599j 0.157188-0.000165764j 0.0699021-0.0016919j 0.00785999+0.000345308j -0.0482976-0.0020947j -0.0397553-0.000185769j 0.0214127+0.00132281j -0.0200446-0.00096485j 0.0098407-0.00181545j -0.0289104+0.000351578j -0.00742376+0.000896027j -0.00122372+0.00160258j 0.0198761+0.000410294j -0.0328069+0.00293303j 0.0134917+0.002331j 0.00884947+0.00184978j 0.0415423-0.00107574j 0.00903821+0.00523787j 0.00600147-0.00159771j 0.00617726+0.00639595j 0.0279574-0.00180079j 0.00992408-0.00165816j 0.0390601-0.00289703j 0.00392362+0.00610122j 0.0172578-0.00251932j -0.0075361+0.00520481j -0.00438318-0.00121476j -0.0126234-0.00408365j 0.0278554-0.00315468j 0.00411497+0.00302847j -0.0159724-0.00327777j -0.00725469-0.00537611j 0.00853982+0.00592551j -0.0108632+0.00234001j -0.000544324+0.00449953j -0.0893062+0.00834488j -0.00419228+0.00119925j 0.0390485-0.00589612j 0.00275764-0.00290777j -0.134153+0.000242375j -0.00266636-0.00149326j -0.0218119-0.00453692j -0.0194765-0.00207948j 0.0388944+0.000853002j 0.0548226+0.00310184j 0.0842862+0.00911399j -0.062642+0.00179473j -0.0205415+0.0102721j -0.0413874+0.000702491j -0.00661631-0.00307301j 0.00862714-0.00916097j -0.000192186-0.00103674j -0.00471024-0.00511923j -0.000458605+0.00165681j 0.000672492+0.00495715j 0.00168699-0.00165362j -0.0064629+0.00127419j -0.00452847-6.63e-05j 4.28823e-05-0.000959319j 0.0013823-9.00263e-05j 4.44356e-05+0.000100041j 
-0.0135268-0.00173618j -0.012756+0.000703233j -0.036741-0.00139931j -0.0141945+0.0010173j 0.00261782+0.000319665j -0.00193469+0.000773181j -0.0439228-0.000489776j 0.00882051+0.00071728j -0.0390003-0.000160581j -0.0130401-0.000688865j 0.014233-0.00101178j -0.0290713-0.000114319j -0.00679343+0.000624798j -0.0546566-0.000860531j -0.00158524+0.000598035j 0.0338669-1.2699e-14j -0.00544361-0.000538341j -0.0274554-0.000280977j 0.0476948-0.000485992j -0.00536583-0.000348802j -0.0163223+0.000127165j -0.112195+0.0004366j -0.00982832+0.000281488j 0.0377993+0.000198321j -0.593976+0.00198568j -0.50805-0.000201187j 0.260823-0.000304885j -0.199654+3.48846e-05j 0.225263-0.000763827j 0.187724+0.000260588j -0.184534-0.000363802j 0.0387171-0.00110476j -0.0582862+0.00147709j 0.0710637+0.000883724j 0.0992966+0.000549959j -0.00979262-0.000373298j -0.033415+0.000609808j 0.01606-0.000696514j -0.00956237-0.000285471j 0.02881-0.0004044j -0.0354723-0.000355356j -0.0365753+0.00166297j 0.0324197-0.00318942j -0.0369834-0.000758855j 0.000859501+0.00103042j 0.0105864+0.0025658j 0.030261-0.00363027j -0.0185278-0.000495859j 0.00458252+0.000926748j 0.0195847-0.00142395j -0.00668493-0.000762969j 0.0147863+1.55893e-06j 0.00894015+0.0033139j -0.00448725-0.000281869j -0.0168536+0.00228447j -0.0149799-0.00261156j 0.00332325-7.57457e-05j -0.0377734+0.00414341j -0.00768469+0.00130392j -0.0291055+0.00344052j -0.0223897+0.0017595j -0.00591384+0.00304172j 0.00108358-0.00365613j 0.0230279-0.00394789j 0.0150745+0.000854777j -0.0405389+0.00366936j -0.0479067+0.00686328j -0.0166777+0.0052527j -0.00499172-0.00339515j 0.0548348-0.00622296j 0.105543-0.000596603j -0.000736253+0.000386491j -0.0518079-0.00229015j 0.0232352+0.00065572j 0.124239+0.0106443j 0.0165523-0.00275536j 0.0571393+0.00228242j -0.00833384-0.00779548j 0.00606495-0.00337051j 0.00934038-0.00425656j 0.0148673+0.00115272j 0.0030866+0.000534555j 0.00238206-0.00304835j -0.00505749+0.00284706j 0.00454424+0.00570593j 0.00625402+0.00121991j 0.00677453-0.00394322j -0.000536789-0.00211161j -0.00479491+0.000531636j -0.000861118+0.00234131j 0.00116062-0.000308519j 0.000714648+0.000136926j 
0.0237329-5.53883e-05j -0.00985118-0.00132431j 0.0113824+0.00159336j -0.00210842+0.000650904j 0.0198955+0.000640376j -0.0167034-0.000482352j -0.0185747+0.000843913j 0.0226979-0.00120563j 0.0159049+0.00107856j 0.00517819+0.000731571j 0.019902+0.000394495j -0.03902+0.00143403j -0.0352155+0.000301117j 0.000666364+0.00099015j 0.0624287-0.0013789j -0.00544361+0.000538341j 0.00116679-2.99335e-14j 0.0387897-0.000463199j 0.0517862-0.000354723j 0.123724+0.00116665j -0.0249767+0.00125898j 0.131492-0.000261638j 0.122596-0.00056632j -0.778254+0.00180273j 0.113199-0.00112456j -0.335218+0.000638777j 0.0623251-0.000139195j 0.137582+0.000277701j -0.194056+0.00114946j 0.0737972-0.000227351j -0.00866869+0.000604961j 0.011938+0.000180298j 0.131695-0.00096455j 0.0191702-0.000979559j 0.0415101+0.000118334j -0.0610984-0.000659359j 0.00764238-0.000715014j -0.0456119+0.000951675j -0.0298271+0.000696765j -0.0806591-0.00215891j -0.066226+0.00088662j 0.0149169-0.00232699j 0.00334069+0.000149806j 0.0129007-3.16936e-05j -0.0211697+0.00280467j 0.00912939+0.00209655j 0.0129082+0.000583511j 0.0254423-0.00147584j 0.00720381+0.00329315j 0.00337004+0.0015083j 0.0141062+0.00196842j 0.00969826+0.000366785j -0.0198445-0.00306619j 0.0222378-0.000856383j 0.00244905-0.00137379j 0.0217285-0.00352518j 0.0202617-0.00156845j 0.00826437-0.00167434j 0.0258828-0.00298203j 0.00730935-0.00231775j 0.0138447+0.00675671j -0.0160163-0.00439492j -0.0129481-0.00293111j -0.0444491+0.00274076j 0.00328645-0.00109806j -0.0134618-0.00496466j -0.0515244-0.000127212j 0.0537363-0.0028016j -0.0297134+0.00537354j 0.0214589+0.000337097j -0.0311589-0.0011511j -0.0524499-0.000906183j 0.130509+0.00777078j -0.0426036+0.00502j -0.0124451-0.0017824j -0.0646715-0.012552j 0.042495+0.00485664j 0.0174789+0.00436744j 0.0252794-0.00405462j -0.00333514+0.00164674j -0.00631107-0.00271918j 0.0118809-0.00175529j -0.0054246+0.00190306j -0.00598819-0.00373644j -0.00598463-0.00231114j 0.0012451+0.00172757j 0.00310926+0.000448992j -0.00982814+0.00101928j -0.00306845-0.000104179j -0.00521059-0.00190353j 0.00295709-0.000436763j -0.00378855+0.000246545j 
-0.00363646+0.000118886j 0.00198501+0.00054716j -0.0103193+0.000604694j 0.0115969+0.000465657j 0.0101568-0.000212842j -0.0123457-0.000352795j 0.00151244-0.000499907j 0.0244725-0.000871929j 0.00159363+0.000124505j -0.000883899-0.000934278j -0.0319604-0.00138428j 0.0289163+0.000180733j -0.00126647+0.000868856j -0.0454409-8.21293e-05j 0.0109639-0.00110393j -0.0274554+0.000280977j 0.0387897+0.000463199j -0.0178599+2.49875e-14j -0.0210819-0.000139584j 0.024532-0.00100255j 0.0334099+0.000680583j -0.139346-0.000415228j 0.89819+0.000128209j 0.0999362+7.26519e-05j -0.103444-0.00012928j 0.0144566-0.000614997j -0.208811-0.00039907j 0.00926695-2.8127e-05j -0.0393608-0.000518577j 0.0107144+0.000416915j 0.0435271+0.000544592j 0.0293765-0.00102866j -0.0476166+0.000495579j -0.00733934-0.000175648j 0.0141588-0.000907716j -0.0354137-0.00101351j 0.00168673-0.0003344j 0.0494679+0.000640962j -0.0389893-0.000892183j -0.010586-0.000212699j 0.0185391-5.33738e-05j -0.0267979-0.000433889j 0.0155901-0.0006603j 0.0087073-0.00207188j -0.00871744+0.00131683j 0.0219862+0.0011895j 0.00579769-0.000938244j 0.00416362+0.00183225j -0.00377204+0.00403654j 0.0128465+0.000869551j 0.0108566-0.00391883j -0.0261902+0.00107418j -0.0162505-0.000601009j 0.0220286+0.00376199j -0.0233229+0.00355476j -0.00514254-0.00183359j -0.00989913+0.00592657j 0.0132469-0.000784283j -0.0110289+0.00134301j 0.0190565-0.00452367j -0.0402324+0.00319963j -0.0104887-0.00162128j -0.0111068-0.00525095j 0.0361712+0.00238071j 0.0746503-0.00427966j 0.0287786+0.00131375j -0.00371692+0.00100789j 0.0160557+0.0025538j -0.0857897+0.00211077j 0.0556456-0.00416677j -0.0615644+0.000762506j -0.000192786-0.00246554j 0.0661648+0.000218075j 0.0591893+0.00147678j 0.00795127+6.07034e-05j 0.0482125-0.0055841j 0.0158496+0.00201838j 0.00141103-0.00631855j 0.00191627-0.00227978j -0.00504407-0.00103641j 0.00146585-0.00119922j 0.00352041+0.000387176j -0.00773452+0.00317141j 0.00327234-0.000613696j 0.00378255-0.00103874j -0.0028888+0.00148389j -0.0029777-0.000918483j -0.00181515-0.00116631j 0.00026621+0.00150827j 0.00794521-0.000910309j 0.00150899-0.00017152j 0.000296796-0.000307801j 
-0.0132009-0.00147787j -0.0207641+0.00100248j -0.0249448+0.000315236j 0.00291181+0.000138497j 0.0072332-0.000482851j 0.0390065+0.000404995j -0.0172252-0.000236474j 0.00308966-0.000277322j -0.0245681-0.000519888j 0.0168999-0.000199627j 0.0406189-0.000485013j 0.0413369-0.000735072j -0.00384838-2.85643e-05j -0.0554803+0.000570978j 0.00160624-0.000283871j 0.0476948+0.000485992j 0.0517862+0.000354723j -0.0210819+0.000139584j 0.160871-3.60345e-15j 0.00255147-0.00116292j 0.0919099-0.000725122j -0.829246+0.0005797j -0.133058+0.000417652j -0.158722+0.000323734j 0.234464+0.000215036j 0.0226812-0.000219515j -0.114232-0.000166145j -0.104036+0.000883775j 0.0238208-0.000298435j 0.101001-0.000564707j -0.00267273+0.00067626j -0.0342279-0.000211157j -0.0934321-0.00015541j 0.0786694+0.000335822j 0.0253672-0.000167962j 0.00215778-0.000134202j -0.0666118-0.000464383j -0.0130892-0.000842817j -0.0888036-0.00188507j 0.0223498-0.00133093j -0.00219192+0.000987759j -0.081+0.00123316j 0.0132039-0.000624709j 0.00637747-0.00159011j 0.00257691-0.00135717j -0.0250345+0.00222851j 0.00545317+0.00103467j -0.0115769-0.00011804j -0.000657426-0.00205906j 0.00340962-0.000680479j -0.0276628-0.000951809j -0.0181649+0.00569992j -0.0034004+0.00207059j 0.0209029+0.00157726j -0.0121593-6.01874e-05j -0.00340577-0.00529392j 0.0026546+0.00539421j -0.0114117+0.00434464j -0.0259474+0.00206998j -0.0191161-0.00584096j -0.0676787+0.00590157j -0.033737-0.00253679j 0.0598855+0.00108694j 0.0656421+1.55261e-06j -0.0143657+0.00353645j -0.0698826+0.00214787j -0.000733611-0.00429102j -0.00240915-0.00413514j -0.0568256-0.00219568j -0.0380606-0.000838876j -0.0382723+0.00200661j -0.108401-0.00637315j -0.010105-0.00329416j 0.00299041-0.00590043j 0.0123158+0.00194263j 0.0110708+0.00152552j -0.00782372+0.00508404j 0.00571091-0.00431492j -0.00800052+0.000727336j -0.0146682-0.00125441j 0.0133995+0.00269671j -0.000947689-0.000208928j -0.00661416+0.00101552j -0.00234577+0.00282388j 0.012126-9.76696e-05j 0.00800156-0.000622669j -0.00215049-0.000339078j 0.000447852-0.00112725j -0.00966495+0.000454127j 0.00524071+0.00114665j 0.00501902-0.000237624j 0.0023731-0.000578606j 
-0.00766013-0.000686858j -0.00505286+0.00046973j 0.017019+0.00156269j 0.0184098-0.000555814j 0.0354459-0.000231049j 0.00316325+0.000661633j -0.00529502+0.000419566j 0.0323422-0.00211966j 0.0261671-0.000587248j 0.0340014+0.00146979j 0.0536845+0.000467937j 0.0328427+0.00144787j -0.0246752+0.000669448j -0.046683+0.00165163j 0.0845787-0.000386307j -0.00536583+0.000348802j 0.123724-0.00116665j 0.024532+0.00100255j 0.00255147+0.00116292j 0.880191+1.17403e-13j 0.00479748+0.000157352j 0.0102372+0.000553854j -0.0502488-0.000658874j 0.211264-0.000632719j 0.0668993-0.000341455j -0.0674088+0.000127928j -0.0193356-0.000884148j 0.00100745+0.000301309j -0.0571852-2.53024e-05j 0.0996064+0.000627616j 0.0689456-0.00102786j -0.0200235-0.00103718j 0.0394239-0.00135556j 0.0315674-0.000197963j -0.0319736+0.000646097j -0.0569327+5.58489e-05j 0.0154177-0.000629463j 0.0334247-3.44634e-06j -0.0175686-0.00115229j 0.0238998-0.000918737j -0.0184416+0.00032843j -0.0161318+0.000826086j -0.00440171+0.00257501j 0.0367762-0.000373941j -0.0309299+0.00228791j -0.00284186+0.00333168j 0.0119272+0.00224229j 0.0221573-0.00243397j 0.00869374-0.00145956j -0.0145164-0.00115484j -0.0264713+0.00841567j 0.0425796+0.0034446j -0.0160762+0.00284584j 0.0572122+0.00452183j -0.0369947-0.000731767j 0.0301193-0.00297366j -0.0510825+0.000197935j 0.00466053+0.00367569j 0.0859979-0.0100288j -0.0839521+0.00826092j -0.0037731+0.00181322j -0.00341107+0.00696163j -0.0497422+0.000958022j -0.0124979-5.27792e-05j -0.00664705+0.00190626j 0.00497855+8.24153e-05j -0.114425-0.000883103j 0.0168467+0.000307407j 0.00723005-0.000568408j -0.0509943-3.44626e-05j 0.0111671-0.00346682j 0.0130185-0.00602962j -0.0609725-0.00739802j 0.0688203+0.0128535j -0.00558186+0.00182009j -0.0174348+0.000685308j 0.00557233+0.0018748j 0.022382-0.000142039j 0.00440659-0.00439997j -0.00480625+0.00100789j -0.00620601+0.00244887j -0.000270767-0.00811443j -0.00345799+4.90768e-07j -0.000610426+0.00202183j -0.00517485+0.00138493j 6.53064e-05+0.00257961j -0.00200601-0.00256416j -0.00654062+0.00208546j 0.00184818-0.000357982j 0.0029294-0.000963959j 0.00105523-0.000251551j 0.000412754-0.000170839j 
0.00327915+0.000276518j 0.00019867-0.000315655j 0.00798147+0.000340763j 0.0243362-9.22451e-05j 0.00307136-0.00047761j -0.0133683-0.000453212j -0.000682982-0.00122722j -0.0184265+0.000269558j 0.0297762-0.000359102j 0.0120821+0.000492422j -0.00920167-0.000821729j 0.0294345-0.00134614j 0.00738137-0.000684917j 0.0271552+9.74613e-05j -0.0395103+0.000542781j -0.0163223-0.000127165j -0.0249767-0.00125898j 0.0334099-0.000680583j 0.0919099+0.000725122j 0.00479748-0.000157352j 0.9327+1.85138e-12j 0.0797464+0.00121955j -0.0216994+0.000749021j -0.0331166-0.000694113j -0.0984158+0.000609868j 0.020624-0.000640778j 0.0259723-0.00019336j 0.0630485-0.000805344j -0.046231+7.3461e-06j 0.00111267-0.000232494j 0.0375508-0.000285853j -0.000576167-0.000506004j -0.00947686+0.000401801j 0.00434502+0.000886747j -0.00470956-0.00065838j -0.0241077-0.000148626j 0.044802+0.000824613j -0.0191191-0.00125866j -0.0165915+0.000161142j 0.0135901+0.000116197j 0.00746899+0.000805221j 0.0170342-0.000778782j 0.0144676+0.00113183j 0.0284167-0.00226787j -0.00732008-0.000251849j 0.00187365+0.0016655j -0.00698839-0.00201145j -0.0260644+0.00280224j -0.000823601-0.00394428j -0.013471+0.00109203j -0.005367-0.00343575j -0.0239907+0.00459781j -0.0132591+0.00218524j -0.0142181+0.00118941j 0.00487751-0.00343382j 0.00915662-0.00277111j 0.0132568-0.00133605j 0.0152162-0.00202847j -0.00512947+0.0088345j -0.0354586+0.00800713j -0.0483379-0.000225321j 0.0193217+0.000644471j 0.027851-0.00019777j -0.0354553+0.00673022j -0.0566358-0.000939982j 0.137364+0.000407172j -0.0381281+0.00170836j -0.0628733-0.000330875j -0.0246033-0.00644374j 0.0177217-0.00195729j 0.025269-0.00039296j -0.0225782+9.52388e-05j -0.0298469-0.00854346j -0.0054713-0.00708442j 0.00127353+0.000202551j 0.00536684+0.000550458j 0.00502422+0.0014777j -0.0030462-0.0034916j -0.00666869-0.00178087j 0.00129334+0.000298414j -6.29715e-05+0.00457549j -0.00279795+0.00283954j -0.00160354+0.00130249j 0.00214479+0.0022675j -0.00426323-0.00189967j -0.000414266-0.00124605j -0.00129776-0.00168111j 9.23404e-05-0.000591941j 0.00593166-0.00126519j -0.000651741-0.00103955j 0.000281128-2.68687e-05j 1.42079e-06-6.05423e-05j 
