0.00649472-0.0147029j -0.0151086-0.0150863j -0.020293+0.0167135j 0.00645112-0.000216489j -0.00983366+0.0219889j -0.0109418-0.0115205j -0.00932345+0.00131368j -0.023581+0.0142624j 0.00131195-0.0136389j -0.00196021+0.0288249j -0.00242416+0.0303711j 0.00419539-0.0225608j 0.0352828+0.0390322j -0.0328612-0.00363599j -0.0237875+0.00220873j 0.00672393-0.0426851j -0.0437443-0.0280458j -0.0180943+0.00544972j -0.0245909-0.0175509j -0.0171319+0.00888277j -0.00853146-0.00464985j 0.00257192-0.0152053j 0.0207977-0.0063163j -0.015408+0.026365j -0.00155698+0.0178253j -0.0568503+0.0288593j -0.00354155+0.0475576j 0.0171284-0.0210345j 0.00773385+0.00815994j 0.000288146-0.0283103j 0.00567421+0.00936097j -0.0151465+0.0194562j -0.000684098+0.00255671j 0.00708837-0.0185802j 0.00873902+0.00364154j 0.00761436+0.00493406j 0.0123309+0.0276626j 0.0101487-0.0360878j 0.00326077-0.0148276j -0.00273856+0.0230995j 0.00774666+0.0108566j 0.0146468-0.0138973j -0.0100021-0.0217364j -0.00268435-0.0279117j -0.00638848-0.0132874j -0.000109756-0.0188465j -0.0333673-0.0844499j 0.0202658-0.00581104j 0.00808546+0.00826318j -0.0185467+0.0382454j -0.0219402+0.0251496j -0.0198647-0.0130984j 
0.00280354+0.0095752j 0.00241574+0.000997857j 0.0122171-0.0032704j -9.78986e-05-0.000941479j 0.0141612+0.0116025j -0.000757376+0.00641665j -0.00515267-0.00772221j 0.0247518-0.00563371j -0.00776496-0.00445625j 0.00916775-0.00327628j -0.0130455-0.00591773j 0.00245826+0.0112195j -0.00915671-0.00532462j -0.00554705+0.00509439j 0.0178929+0.0007141j -0.00430293+0.00733008j 0.00175298+0.00557691j 0.00389432+0.00273977j -0.00406238+0.00963498j 0.00932934-0.00578753j 0.00976454-0.00165729j -0.00392527+0.0040344j -0.00178692+0.000146524j 0.00425532+0.001158j 0.00810588+0.00528805j 0.000255254-0.0241293j 0.00751072-0.00105701j -0.00847939-0.000637697j 0.000740523-0.0121348j 0.00253785+0.0135556j -0.0020772-0.0118478j 0.0057799-0.00246652j -0.00585972-0.0011109j 0.00109328+0.00619749j 0.00212795+0.00198179j -0.00125647+0.012331j -0.00484398+0.00638753j -0.00282962+0.00795686j -0.00343514+0.0117201j -0.00964584-0.0110787j 0.0110762+0.00134909j -0.0116545-0.000527085j 0.00750773-0.00999057j -0.00633663+0.00172174j -0.0125719-0.00200935j 0.0125949+0.0120903j -0.0073255+0.0106456j -0.00115898-0.00628896j -0.000339263-0.00171651j 0.0119495-0.0139052j 0.0029418-0.0102643j 0.00654838-0.000590595j 
-0.00651455+0.00439386j 0.00128187+0.00708359j 0.0136965+0.00413242j -0.00296228-0.00102678j -0.00445384-0.0054373j 0.0082204+0.00522099j -0.00952187-0.00496423j -0.00121451+0.00129534j -0.000217732+0.000675304j 0.0100929+0.00123848j -0.010625-0.0055794j -0.00302804+0.00575113j -0.0109979-0.00804832j 0.00695608+0.00660562j 0.00395244+0.00891452j 0.0120785+0.000902027j -0.00241259+0.00874813j 0.00303025-0.000856528j 0.00876217+0.0047551j -0.00340477+0.00291011j 0.000598264-0.000584757j -0.00771929+0.0134559j 0.00177255-0.0100093j 0.0074434-0.0100138j -0.0134877+0.000268092j 0.00942473-0.0110338j 0.00791212-0.0147168j -0.00861756+0.0115054j 0.00633275-0.0102864j -0.00106089+0.0138889j 0.00286933-0.00230206j -0.00645592-0.00166723j 0.00116933-0.00153856j -0.00241845+0.00366035j -0.00521956+0.00157076j -0.00210655-0.00257829j 0.00712741+0.00240119j -0.00731334+0.00850904j -0.00687632-0.00256427j -0.00408234-0.0104042j -0.0088789+0.00317237j -0.0126027-0.00393354j 0.00703996+4.36118e-05j 0.00062335+0.00786747j -0.00472883+0.00803745j 0.0137247+0.0140954j 0.0112494+0.0155894j 0.00786222-0.00243597j 0.00107698+0.0114994j -0.0163641-0.00324093j 0.00950236-0.000223622j -0.00257721+0.00576303j 
0.00375674-0.00331885j -0.00086422-0.00371139j -0.00825073+0.000683311j 0.00226834+0.00794801j 0.00383581-0.00342793j 0.00551929-0.00218198j -0.00236338+0.0149193j 0.00363468+0.00618793j 0.00203138-0.00208121j -0.00494488-0.00346454j -0.00045991+0.00380846j -0.000514297-0.00814393j 0.00213756+0.000363348j -0.00096981-0.00974057j 0.00113701+0.00223178j -0.00021314+0.00784059j 0.00665533+0.00821686j -0.00500295-0.00476314j -0.00466424+0.0109792j -0.00133274+0.000435168j 0.00692801-0.00809419j -0.00404259-0.00546525j -0.00455152+0.0145142j -0.0102837+0.00532547j 0.0144098-0.00673678j 0.00245353-0.00299941j 0.000404492+0.0172787j 0.00764744-0.00792565j -0.0072063-0.000437875j 0.00297055-0.0167901j 0.00139494-0.00184911j -0.00216496+0.00562193j -0.00239797-0.00855656j -0.00735917+0.00354487j 0.00491753-0.00501026j 0.00705758+0.00169195j -0.0110541-0.00739615j 0.00799489+0.00683636j -0.0093881+0.00203835j 0.00043775-0.0031301j 0.00127822-0.00218227j 0.0155903-0.00633331j 0.00617309-0.0180961j -0.00294206+0.00906926j 0.00257238+0.00854453j -0.0235912-0.00446468j -0.00262644-0.00275733j -0.00528432+0.00610291j -0.00152117+0.00390149j 0.0179368-0.00324464j -0.00301116-0.000512186j 0.00779767-0.00483221j 
-0.00421015-0.00439389j -0.00740698+0.00422939j -0.00378066-0.0118132j -0.0131451-0.00273979j 0.00419263+0.0126535j 0.00271369+0.00515117j 0.00498963+0.00594977j -0.00491862-0.0122173j -0.00186512+0.00790372j 0.0145003+0.00150651j 0.00651736-2.7718e-05j -0.00188442-0.00686167j -0.0248181-0.0222892j -0.00130033+0.00838464j 0.00916618-0.00543138j 0.012978-0.00274213j -0.00382224-0.00122634j 0.00471561-0.00670101j 0.00600922+0.00570783j 0.0109501+0.00730657j -0.0104594-0.00341624j 0.010144-0.004197j -0.00343814+0.00566095j 0.00995713-0.00549693j -0.00577248+0.00891652j -0.00588018-0.0128483j -0.0111439-0.00740005j 0.00426887+0.00594248j 0.0245649-0.00426131j 0.000797243-0.00732205j 0.00304918+0.0294978j 0.000415285+0.00673301j 0.00255504+0.00329898j -0.0180143-0.0103263j -0.0156333-0.0130053j -0.00675727-0.000380831j 0.00153516-0.0241105j 0.00750774-0.0196822j 0.00951977-0.0107077j 0.0206947-0.00392407j -0.00747986+0.00971561j -0.00797086-0.00955796j 0.0171295+0.0105959j 0.00425102+0.00383298j 0.000695452+0.0118924j -0.0085376-0.00974513j -0.0163818+0.00222741j 0.010167-0.0140061j -0.0165776-0.00788607j 0.011732+1.05786e-05j -0.00279571-0.00382288j 0.00805665+0.00123349j 
0.0064214+0.00185375j -0.00175899-0.00671661j -0.00866642-0.00191755j -0.0107313+0.0110869j -0.00246593+0.00123452j 0.0148204-0.000659688j -0.00236048+0.00973441j 0.00665045+0.00202558j 0.0004059+0.00325964j 0.000112739-0.0096212j -0.00534389+0.0106255j 0.00389642-0.0129606j 0.000943266+0.00956009j -0.00385731-0.00482025j 0.00339954-0.00127896j 0.00594019+0.0120555j -0.00999621+0.00549046j 0.00755032-0.00680685j -0.00254813-0.0014412j 0.000369713-0.00322014j -0.00285253-0.0132779j -0.00732787-0.00932417j 0.000958688+0.00358922j -0.0203212+0.0156687j 0.022721+0.00438724j 0.00362782-0.0129885j 0.0105646-0.0106824j 0.00330973-0.000716015j -0.01619-0.00243425j 0.00659942-0.00558796j -0.00442024-0.00903158j 0.0163088+0.00756254j -0.00342745+0.00250206j -0.00162526+0.0149625j 0.00521108-0.0064619j -0.00612702+0.00243138j -0.0121772-0.0097424j 0.00709734+0.00467927j 0.0135639-0.00848413j 0.00940541+0.0053245j -0.00643311-0.0105456j -0.00490598-0.00437724j 0.00132269-0.00222443j 0.00920572+0.00734735j 0.00405029-0.00130041j -0.0295137-0.00225958j 0.00808172-0.000951125j -0.0117236+0.0113499j -0.0179693-0.00813424j 0.0189491+0.0019616j -0.00675955-0.00579465j 0.0106058-0.00586414j 
-0.00119899+0.00540148j 0.00258429+0.00697423j 0.00980999-0.0140815j -0.00787617+0.00545022j 0.023512-0.00759804j 0.0152964-0.00287009j 0.0116855+0.00684115j 0.0119308-0.00705903j -0.00563522+0.00198142j 0.0132319-0.0109705j -0.00756901-0.00132185j -0.00404235-0.00636373j -0.0058622-0.00828447j 0.00403576+0.00931326j 0.000782132+0.0105538j 0.00444165+0.00250641j 0.000395309+0.0151782j 0.00304366-0.0158475j -0.00553629+0.00051794j -0.00665555+0.00750499j -0.0147533-0.00110829j -0.0216486+0.0151823j 0.00133403-0.00053484j -0.00576794-0.00875334j 0.00551348+0.000972112j 0.0224495-0.0166283j 0.00935873-0.0177576j -0.00335332+0.0103548j 0.00283295-0.0207391j 0.00182354+0.00269863j -0.00988381+0.00119772j -0.00212848+0.00209243j -0.00265819+0.00583395j -0.0125692+0.000636681j -0.013336-0.0112996j -0.00319921+0.0171209j -0.00691512-0.0140832j 0.0142031+0.000400048j 0.00973216-0.0144365j 0.0147069-0.000872019j -0.00160849+0.0105116j -0.0214347-0.000854828j 0.0118208+0.0163228j 0.0155687-0.0034285j -0.00415373+0.0118983j -0.00302673-0.00449164j -0.00557839+0.0118748j -0.00157055+0.00708313j -0.00181659+0.0113161j 0.0150864-0.00808611j 0.00430474-0.00931749j 0.00909703+0.0019107j 
-0.00272792-0.00708516j -0.00272768+0.000611517j -0.00527117+0.000970358j -0.0025689-0.00187049j -0.012512-0.000696037j -0.00629033-0.00381717j 0.00121214-0.0060855j -0.01312+0.00203975j -0.00662716+0.00928705j -0.0101023+0.0107845j 0.0171407-0.00366155j 0.00478863-0.0101319j 0.0143113-0.000806303j 0.0120264+0.0057633j -0.0200233+0.00672759j -0.00430019+0.0231192j 0.00634686+0.00778232j -0.0099225+0.00113029j -0.00831342+0.00497678j -0.00635199-0.00418682j -0.00507926-0.0102046j 0.0207777-0.018137j -0.0114987+0.00868312j 0.00983213+7.77844e-05j -0.00187361-0.00243453j 0.0125518+0.0147978j 0.00174193+0.0118401j 0.0118817-0.0193505j -0.00862501-0.00035899j -0.00315808+0.0137303j 0.000743159+0.00762183j -0.00177961-0.0057894j -0.00159679+0.00316025j -0.0119328-0.000904093j -0.00483502-0.0235119j 0.0178089-0.000929604j 0.0039902+0.00979255j 0.0183487-0.00989552j 0.00921111-0.00577373j 0.00368669+0.00837846j -0.0131848-0.0231193j 0.00806336-0.00106953j 0.00177222-0.0108603j 0.0060483-0.00812094j 0.0141621+0.00940883j -0.00341068-0.000677378j 0.00809309-0.0103813j 0.00972514-0.0142411j 0.00680196+0.00343842j -0.00631973-0.0096147j 0.00391964+0.00809356j -0.00617135-0.000242265j 
-0.00495051-0.00418972j -0.00229086+0.00609147j 0.00894987+0.000832739j 0.00454348-0.00154427j 0.00773954-0.00047743j 0.000115665+0.00336762j -0.00233553+0.00915996j 0.00276321+0.00577633j -0.00294618-0.000325193j 0.00490033-0.00476129j 0.00504825-0.00851281j -0.00589284+0.00895909j -0.0191028-0.0147463j 0.00604741-0.00727955j -0.00722158+0.0102152j 0.00796504+0.00995174j 0.00728404-0.00261466j -0.00144009+0.00932915j 0.0104384+0.0100534j -0.00501785-0.00314426j 0.00553569-0.00790002j 0.0142385+0.00884212j -0.0139671-0.00308025j 0.0152144-0.0192261j -0.0129121-0.00744406j 0.0128764+0.0151144j 0.000874151-0.00953781j 0.000445205-0.0100424j 0.00425072+0.00550229j -0.00246165-0.000188965j 0.0126119+0.000155116j -0.00504545+0.00166968j -0.00980384-0.00389832j -0.00380297-0.00907464j 0.00728023-0.00128908j 0.00132543-0.00296789j 0.000831788+0.000979311j -9.4462e-05+0.00749604j 0.000800363-0.000191977j -0.00920174-0.0100693j -0.00850985+0.0079875j 0.012199+0.000549421j -0.00155345+0.00106972j -0.00188375+0.00689927j 0.000264769+0.00688803j 0.00256002+0.0020503j 0.00111301+0.0111017j 0.0066732-0.00369305j -0.000132596+0.00737094j 0.0076338-0.00889953j 0.00865228+0.00189608j 0.000208009+0.00703868j 
0.00336657-0.000311578j -0.00283623-0.00431362j -0.00452345-0.00446456j -0.00434969+0.00489834j 0.00029197+0.0193143j 0.00178028-0.000952592j -0.00258209-0.00688265j -0.00254094-0.00348733j -0.000878384+0.00829425j -0.00409016+0.00494617j -0.00019927+0.00523863j -0.000944413-0.00829221j 0.004578+0.00213502j -0.000818564-0.00578342j -0.00832799+0.00331479j 0.0136871-0.00465481j -0.01128-0.0135411j 6.16705e-05-0.00736734j -0.00637343+0.00505792j -0.00323213+0.00242034j -0.00389882-0.00246924j 0.0106729+0.00127451j 0.000429195-0.0118642j 0.00637795+0.00459774j 0.00836509+0.00598718j -0.00733906+0.00304214j -0.00257894-0.000568907j -0.00310032-0.00491833j -0.0105518-0.00116008j 0.00207653+0.00447389j -0.00540492+0.00143282j 0.00241049+0.00904926j -0.0049371+0.00845484j 0.0032359+0.00311768j 0.0023027+0.00813836j -0.00227099+0.0039807j -0.00202566-0.00140108j -0.0108817-0.0118289j 0.0150916-0.0102061j -0.00472283+0.00129095j -0.0122187+0.00283155j -0.00576382+0.00932195j -0.000326587+0.0116689j -0.00321287-0.00689117j 0.00532439-0.0186868j -0.0020073-0.00230653j -0.0015828-0.0138727j -0.00397147+0.00169012j -0.0103412-0.0108698j 0.00507784+0.00323457j -0.00752375+0.00338372j -0.000578926-0.00307547j 
0.00325213+0.000654211j -0.00044627-0.00360328j -0.00184293-0.00377516j -0.00171381+0.00450083j -0.000700879+0.00502138j 0.000966813-0.00320817j 0.00318234+0.00300116j 0.00501463-1.54832e-05j -0.00389166+0.00412992j -0.00756136-0.000361295j 0.00445241+9.2748e-05j -0.00010622-0.00349944j 0.00426446-0.00568892j 0.000504942+0.00602291j 0.00459185-0.00556348j -0.0045704+0.00728291j 0.00768547+0.00676061j 0.00120084+0.00209907j -0.00265899+0.00292459j 0.00847645+0.00201301j -0.00248207-0.00349248j 0.00813595-0.0165334j -0.00411479+0.00495832j 3.81975e-05-0.00255292j 0.000239409+0.00427027j 0.000596264-0.00433519j -0.00298864+0.00159928j 0.00195827+0.00106094j -0.00805638+0.00354361j 0.00482042+0.00661846j -0.00281148+0.000274727j 0.00644146-0.00214932j 0.00429171-0.00350119j 0.00251136-0.0003769j -0.00262223-1.60011e-05j 0.000510424-0.00758176j 0.00437686+0.000850669j -0.000679717+0.0044787j 0.00256439+0.00164888j 0.00596118+0.0108446j -0.00115101-0.00550752j -0.00425969+0.00159139j 0.002861+0.000881887j -0.00736315+0.000124222j 0.00836016-0.00747938j -0.00838074-0.00396355j -0.00193686+3.90502e-05j -0.00518365+0.00906633j -0.00397327-0.00579868j 0.0109476-0.00802102j -0.00205582-0.00292589j 0.00210882-1.52602e-05j 
-0.00130881+0.000998239j 0.000163273-0.00208517j -0.00550843+0.00409612j -0.00403005-0.00344635j -0.00797812+0.0100465j -0.00517568+0.00593659j 0.00762917+0.00285291j -0.0105689-0.00358304j 0.00129302-0.00872267j -0.000874745+0.0142637j 0.00430011-0.00924534j 0.000730296-0.00604782j -0.00538074-0.00905293j 0.00150752+0.0221044j 0.0122498-0.0214648j -0.00780576-0.00418708j 0.00858041+0.0111084j 0.00235373+0.00241434j -0.00872973+0.00172963j 0.0168451-0.000667057j 0.00130803-0.00555968j 0.0021063-0.0149287j -0.00352128+0.00684126j 0.000524761+0.00974122j -0.0116192+0.00600568j -0.0119838-0.0106507j -0.00619655+0.0120366j 0.0091846+0.0135547j 0.015543-0.00143781j 0.0103132-0.0047372j 0.0073345+0.0126248j 0.00504528-0.00760571j 0.0174907-0.00881953j 0.00584583-0.00203322j 0.00334011-0.00678796j -0.00620918-0.00893391j 0.00527811+0.00103001j 0.00835777+0.00191821j -0.00227497+0.0129379j 0.0195686+0.00941126j 0.00803412+0.00190362j -0.000974638-0.00448458j -0.00072425-0.011526j 0.000718755+0.00329721j 0.00120961-0.00292078j 0.00397346+0.00131401j -0.00437025+0.00136039j 0.00157021-0.00254699j -0.00418474-0.000898903j -0.000691591+0.000728665j -0.000147642+0.00146642j 0.00126952-0.00110509j 
0.0043757+0.00355412j -0.00231896-0.00373226j 0.001593+0.000178771j -0.00858803+0.0082053j 0.00201474+0.0131604j 0.00387413-0.00597497j -0.00307581+0.00107461j 0.0187592+0.00837978j -0.00263198+0.00417316j -0.000991131-0.0107319j 0.00309315+0.00625757j -0.000469661+0.00248192j -0.00309878-0.00994789j -0.00660546-0.00240916j 0.000672848+0.00336661j 0.000945183+0.0113402j 2.35191e-07-0.00295138j -0.000890119+0.00257096j -0.00205495+0.00810889j -0.00657593-0.00929558j -0.00509029-0.015924j 0.0177087-0.00607664j -0.0114809+0.00922425j -0.00480474-0.0018968j -0.00803161+0.00330116j 0.00381523-0.00902784j 0.00701234-0.00468399j -0.00132435-0.00123637j -0.0148252+0.00124647j 0.00307782+0.0168196j 0.00578383-0.00697067j 0.00258864+0.00772176j 0.000743946-0.00200707j 0.00864967+0.0007898j -0.00130199-0.00159768j 0.00178487+0.00146104j -0.00427972+0.0102695j -0.0174296+0.00527725j 0.00873198-0.00987834j -0.00364301+0.00261149j 0.00926943-0.00473635j -0.000913213-0.000316462j 0.00511771-0.0129049j -0.00742849+0.00361864j 0.00159247+0.0045161j -0.014493+0.0024184j 0.00711368-0.00583048j 0.00453888-0.00310012j -0.0157673-0.000158511j 0.0256878-0.00117527j -0.00207589-0.00440389j 0.0062156-0.00247894j 
-0.00155658+0.00215541j 0.0035895+0.000309012j 0.00230548-0.00142981j 0.000805224-0.000909531j 0.0089871-0.0105753j -0.00415782+0.00865041j -0.00688902-0.00513174j 0.00700472-0.00110633j 0.00330871+0.00609233j -0.0124737+0.00600378j -0.00506169+0.00884023j 0.00633436+0.00661298j 0.0109594+0.00738481j -0.0115701-0.00957246j -0.000257038-0.000475558j -0.0169829-0.0182664j 0.0190342+0.00150668j -0.0135055+0.0144537j 0.0137001-0.00732457j 0.000638307-0.0020179j -0.00216071+0.0239049j -0.0220197+0.0119579j 0.00645565-0.00173961j 0.00135505-0.0174179j 0.0131378-0.0133841j 0.00186346-0.0136219j 0.00277296+0.0242725j -0.00283524-0.00329255j 0.0053822+0.00780393j 0.000721779+0.00687171j -0.0015017+0.0123937j -0.0201649-0.00323137j -0.0128458-0.00559088j -0.0149224-0.00833971j 0.00244916-0.00739246j -0.00440022+0.00873392j -0.00667038-0.00154809j 0.00686643-0.0060264j -0.0107489+0.00599449j -0.008529-0.0116061j 0.00559372+0.000644397j -0.00202544-0.00557619j 0.00749599-0.00622516j 0.0128209+0.00156808j -0.00889787+0.00382988j 0.00752245-0.00848996j -0.0038721-0.00512841j -0.00298366-0.00128731j 0.00419134+7.85884e-05j -0.00158114+0.00257349j -0.00212081-0.00361287j 0.000728913-0.00310153j 
-0.00215069+0.000511902j 0.00232844-0.000775025j 0.00329094+0.00375113j 0.00380502-0.00470991j -0.00218933+0.000664456j 0.00507628+0.00638409j 0.00486562+0.00351159j -0.00363958-0.000651493j 0.00196306-0.0102586j -0.00121137+0.00961308j 0.000893897+0.000817853j -0.000172389+0.00361872j 0.000481019+0.011273j -0.00313685+0.000945075j -0.000939917+0.00176065j 0.00342379-0.00453455j 0.0039183-0.000630457j -0.00719803-0.00418065j -0.000577856-0.00920105j -0.00215153-0.00144725j 0.00643132+0.00220974j -0.00744799+0.00706768j 0.00464364-0.00802468j -0.00223096-0.00321178j -0.00447301-0.00441118j -0.00108398+0.00687088j 0.00687036+0.00903762j 0.0068412+0.0145643j 0.00359065-0.00283441j -0.00127925-0.00357589j 0.00644368-0.0060036j -0.000171332-0.00699875j -0.00424599+0.00611734j 0.00291296+0.00648266j -0.000501143+0.00379705j -0.00551781+0.000508037j 0.0015859+0.0110393j 0.00434604+0.00181093j -0.00221752+0.000979853j -0.00727281+0.00294691j 0.00388795+0.00138397j -0.000262855-0.000811395j -0.00422056+0.00128314j 0.00392783-0.00442898j -0.00560299-0.00291698j 0.00636387+0.00163545j 0.00184714-0.00200127j 0.00310515+0.00321643j 0.00260068+0.00654075j -0.00762441+0.00539045j -0.000816346+0.00646862j -0.00157463-0.00086786j 
0.00179684+0.00138663j 0.00186636-0.00171692j -0.00552913-0.00261773j 0.00196936-0.000879834j 0.00718264-0.00484739j -0.00795282-0.010401j -0.0145927-0.00295842j -0.00242427+0.0084571j 0.0110516+0.00829585j -0.00031659-0.00814219j 0.000427891-0.00117853j 0.00931108-0.00370012j 0.00756828-0.012344j -0.00932882-0.0030786j 0.00111713-0.00480114j -0.0170992+0.000477545j 0.0087494-0.0011977j 0.00991407+0.0116283j 0.00432299-0.000817226j 0.00568405-0.00721497j -0.0115212+0.000328189j -0.0103385+0.00134343j -0.00916412-0.000134869j -0.00183537-0.000740159j 0.00758958-0.00224833j -0.00457121-0.0069787j -0.000136842-0.00175902j -0.0159817-0.0117804j -0.00113728+0.0067109j 0.00655795+0.0166788j -0.00846108+0.0192882j -0.0121976+0.008222j 0.00485498-0.00384463j -0.00470042-0.00970712j -0.00429552-0.00500224j 0.0116812+0.000165921j 0.00320369-0.0118115j -0.00382669-9.34757e-05j 0.00650417-0.000348786j 0.00773152-0.00113967j -0.00873073+0.00702962j -0.00020918+0.00278391j 0.00249162+0.00339124j 0.00260682-0.00358098j 0.00366606-0.000245238j -0.000587059-0.00250339j 0.000173069+0.00430928j -0.00220261+0.00596373j 0.00548111-0.00721454j 0.00465738-0.00399406j 0.00108534-0.0015689j 0.00432182-0.00267226j 
0.00146364-0.00290937j -0.00533434-0.00143164j -0.00328657-0.00759718j 0.00325515-0.0020372j -0.00168455-0.00944754j 0.000877508+0.00224988j -0.00135653+0.000364952j 0.0135733-0.00650853j -0.0116909-0.0016125j 0.0109134-0.0020411j 0.00888373-0.00585667j 0.00302275-0.00136204j -0.0096362-0.000156354j 0.00143649-0.0280855j 0.00334278+0.00440467j 0.0132446+0.000104621j -0.0113508-0.00960639j 0.0102342+0.000932331j 0.0015571+0.00807402j 0.00455986+0.00263432j 0.0244721+0.000511659j 0.0161021-0.00100006j 0.00827731-0.00658765j 0.00588429+0.0112071j 0.00886814-0.00677614j -0.00806564+0.00488605j -0.00510627+0.00846484j 0.00589599-0.00409399j 0.019164+0.00719052j -0.0139958-0.0292758j -0.00665196-0.00272154j 0.00676991-0.00375327j -0.0116375+0.0053639j -0.00678545+0.00244793j -0.0129057-0.0144995j 0.000701968+0.0135824j 0.00748548-0.0135399j -0.00326331+0.000578647j -0.0154516-0.00200938j -0.000187515-0.00935235j -0.00192697-0.000642476j 0.00317989+0.00285946j 0.00583001+0.000443552j -0.00819063+0.00163982j 0.000105477+0.00411704j -0.00965328-0.0055571j 0.00147188+0.00309358j -0.000449078-0.00292576j 0.000523615-0.00357918j 0.00411269-0.00490882j -0.00302709+0.00356882j 0.00629549-0.00555011j 
-0.00093242-0.000292751j -0.000876792+0.00389347j 0.0103818-0.00374571j -0.00156454+0.00627112j -0.00646573+0.00134928j 0.00164224+0.00901707j 0.00906542-0.000230283j 0.00761123-0.00517998j -0.00369205+0.00655211j 9.32334e-06-0.0053176j 0.00920398-0.00135434j -0.0041394+0.0114428j 0.00103113-0.00619326j 0.0133698+0.00658585j 0.00278176-0.0106903j -0.00232428+0.00740054j 0.0140038+0.010144j 0.00440724-0.00312555j 0.00714412-0.0123656j 0.00425079+0.00978558j 0.00686376+0.00146446j 0.00639098-0.00892536j 0.00559511-0.00506968j -0.00169511-0.0059834j -0.00753227-0.00057185j 0.0154237-0.00500934j -0.00593212-0.0172558j 0.00518741+0.00333124j -0.00331611+0.000492708j 0.0014469-0.0100484j 0.000677366-0.0149585j 0.000473176-0.00729423j -0.00230475-0.00384703j 0.00385233+0.00945454j -0.000784855+0.00525896j -0.00606613-0.00109808j -0.00675205+0.00410902j -0.00150342-0.00202095j -0.0195783+0.0142877j -0.00408461+0.00210956j 0.000670836+0.00285517j -0.00252548+0.00317516j -0.00194931+0.0102741j -0.00324667-0.000497342j 0.0054691-0.00912198j -0.0046295+0.000500959j -0.00256114+0.0121189j -0.0138234+0.00709315j -0.00456165-0.0131426j 0.00514912-0.00652456j 0.00573601-0.0159088j -0.00602825+0.0108198j 
0.00648099+0.00840241j 0.00144454-0.0100307j -0.00790701+0.00105055j -0.00578277+0.00630029j 0.0107198+0.0133589j 0.00504339-0.000185802j 0.0110832+0.0171908j 0.014571-0.00486395j -0.00208934-0.00718021j 0.000780688+0.00327011j -0.00695316+0.0129008j -0.00519016-0.0046344j 0.00354027+0.00976436j -0.0132133-0.00462446j 0.00697179-0.0039343j 0.0068099-0.00965477j 0.0165686+0.00198488j -0.00798816-0.00811494j -0.00510654+0.00666994j 0.00436078-0.00965308j -0.00241318-0.0019158j -0.00985493+0.0108882j 0.0193763+0.00761254j -0.0134791-0.00829147j 0.00648322+0.00662733j -0.0187595-0.0208031j 0.00402429+0.0272764j 0.00976124+0.0129742j -0.000882891-0.00371339j 0.000796058+3.09589e-05j -0.0131385+0.00317698j -0.0147527+0.00313559j 0.00570167+0.000790871j -0.00426199-0.0106319j 0.000406872+0.0108338j -0.0129336+0.00412007j 0.00849384+0.0119409j -0.0214-0.0161921j 0.0148304-0.0104309j 0.00813795+0.0109663j 0.016624-0.0163335j -0.00213307-0.0115918j -0.00400322-0.0099499j -0.00762582-0.0075205j -0.00982963-0.0129206j -0.0180627-0.0159026j -0.00136245-0.0137654j 0.00728809+0.0102902j 0.00845878+0.00655521j 0.0230043-0.00214169j -0.0103422+0.000530095j 0.0206829-0.0261427j 
0.00132367+0.00372204j 0.00208521+0.00187185j 0.00890969-0.00336409j 0.00147991+0.00480246j -0.0120284+0.00732703j 0.0202285+0.00792391j -0.00566529-0.00948629j -0.00231107-0.000850057j 0.00435715+0.00316969j 0.000384834+0.0113417j -0.00341059+0.00578543j 0.00200252+0.000610882j 0.0104337+0.000885045j 0.000578088-0.0121853j 0.0109794-0.00174063j -0.0110955-0.00717473j 0.00289649-0.00135885j -0.00712417+0.00025738j -0.00206701-0.000431892j 0.00776188-0.00773964j 0.00405679+0.00705898j -0.00354103-0.0151101j 0.000207709+0.0148942j -0.0176953+0.00441109j 0.0131548-0.015002j 0.00277558-0.0190656j -0.00513204+0.0084362j 0.012943+0.0104439j 0.00245014-0.000326036j -0.00751655-0.00189343j -0.00733379-0.00355857j -0.00524508-0.00729043j -0.00567783-0.00268748j -0.00232705+0.014895j -0.00858326-0.0134603j -0.0013127+0.00237658j 0.00338788+0.0053941j -0.011494+0.0078155j -0.0155495+0.00866735j 0.00658961-0.00339633j -0.00524279+0.00446986j -0.0060587-0.0014838j 0.00983517-0.00366692j 0.00165784-0.000370242j -0.00360744+0.00805238j -0.00564806+0.000254273j -0.000954843-0.00876803j -0.0104837+4.51518e-05j -0.000436597+0.00529874j 0.000330457+0.00642862j 0.000879744-0.010414j 2.60715e-05+0.00144408j 
