-0.0063954+0.0105123j -0.00818293-0.042328j -0.00363321+0.0648535j -0.00290611-0.0635441j -0.0157149-0.00979991j 0.0260724-0.0419582j 0.00544225-0.0850168j 0.0174962+0.000410109j 0.0503098+0.00829689j 0.060792+0.151237j -0.0250352-0.0705505j -0.0256414+0.103636j 0.0238738-0.0204378j 0.0474964-0.198081j 0.0737724-0.059181j -0.160129+0.129058j -0.0600693+0.0339274j -0.115042-0.068537j 0.060232+0.138827j -0.0316305-0.153675j 0.0650519-0.0879785j 0.0242071+0.0412877j 0.0162071+0.0452949j 0.140603+0.0935295j 0.027006+0.115584j -0.0731945+0.118127j -0.147589+0.271371j 0.0527051-0.00560861j 0.0524178+0.0224985j -0.0625148+0.153357j -0.0536225+0.0490326j 0.0295724-0.23302j 0.214792-0.0530311j -0.011764+0.050621j -0.151785-0.0691166j 0.010713-0.0384479j -0.116899+0.0411595j -0.446077+0.00094722j 0.0928291+0.0206146j 0.142792-0.0298841j 0.0182284+0.139834j -0.0876738+0.306499j -0.0412014+0.263323j 0.0563482+0.27822j -0.0649179-0.346944j -0.287642-0.187658j -0.0565633-0.342598j -0.0726737+0.0266339j -0.0381431+0.124306j 0.265083-0.185141j -0.52101+0.144362j -0.0121894-0.220668j -0.254967-0.00449003j -0.205506-0.388309j -0.292779-0.386217j -0.397893+0.0670121j 0.196698-0.541445j -0.228359+0.259061j -0.220479+0.336405j -0.468321-0.0253891j 0.299945-0.377306j -0.0736401+0.268074j 0.101412+0.139984j 0.628458+0.290271j -0.514039+0.0305634j -0.0809868-0.0560813j 0.203112+0.394476j -0.224909+0.643696j 0.338428+0.550074j -0.313678+0.313261j 
0.0991484+0.114734j 0.18979-0.167439j -0.12883-0.0365723j 0.191881-0.1027j -0.0157163+0.499755j 0.111944+0.191235j 0.0934068-0.197027j 0.141413+0.0476524j -0.151606+0.518942j 0.382315+0.0969705j -0.201921-0.154168j 0.259325-0.336467j 0.330535-0.233133j -0.469636+0.352832j -0.278557-0.678937j -0.63938-0.2413j 0.130782+0.277638j 0.572218+0.348473j 0.302087+0.305829j 0.234042+0.0906288j 0.113374-0.414526j -0.788361-0.156902j 0.156882-0.459486j -0.0597544+0.253027j 0.353834+0.211809j 0.550124-0.38643j 0.386164+0.186412j 0.741967-0.624533j -0.359492+0.316003j 0.261907+0.270676j -0.809098+0.535167j 0.0785549-0.118904j 0.110978+0.464743j -0.877628-0.525974j -0.569334+0.625794j 0.556136-0.220312j 0.294871+0.188216j -0.531125-0.329259j 0.0907559-0.207559j -0.427703+0.109913j -0.0303489+0.0492352j -0.418254+0.0548503j -0.580443-0.0743768j 0.192705+0.148503j 0.352522+0.487072j -0.255737+0.568148j -0.560267+0.504638j 0.326265+0.172621j 0.98105-0.741779j -0.0532442+0.271922j -0.454861+0.0742498j -0.163186+0.5039j -0.081995+0.179468j -0.286231-0.411185j -0.312041+0.105324j -0.0503891-0.536738j -0.194157+0.491643j 0.253055-0.563627j 0.615451+0.156656j 0.00295071+0.143589j 0.265477+0.35758j -0.206304-0.34331j 0.235176-0.497021j 0.0104763+0.138446j -0.426127+0.187594j -0.237439+0.156876j 0.124415+0.168391j -0.0589056-0.0487908j 0.0555116-0.0434734j 0.00258084-0.0347921j 
0.000717975+0.397364j -0.173555-0.107309j 0.354891+0.0222568j -0.317559-0.0877845j 0.348954+0.324593j -0.144799+0.573153j 0.369024-0.541875j 0.433392-0.15665j -0.294354-0.0440117j -0.016559+0.516162j -0.486023+0.0563704j -0.560203-0.148844j 0.169597+0.473912j 0.423832+0.0548683j -0.0312769+0.259936j -0.194482-0.269323j 0.0254155-0.610923j -0.378529-0.11406j -1.15469+0.142539j 0.271019+0.333684j -0.236599+0.0304706j -0.490306-0.262131j 0.598154+0.266972j -0.199676-0.523887j -0.584162+0.147284j 0.943603-0.0460666j 0.558461-0.0651607j 0.654112+0.335431j 0.255594-0.42378j 0.209472-0.552289j 0.321436+0.162278j -0.360689+0.711995j 0.257782-0.406475j 0.261719+0.200559j 0.137689+0.262208j 0.0362817-0.236078j -0.345698-0.115255j -0.573871+0.538926j 0.569555-0.18849j -0.549694-0.123594j 0.281287-0.108153j -0.277753-0.048304j -0.0170364+0.222398j -0.0712551+0.700579j 0.206368-0.0786812j -0.179516+0.296917j -0.0314295+0.23176j 0.0559904-0.471211j 0.391148+0.166079j 0.00105048+0.128786j 0.48805+0.378509j -0.394088+0.0241872j 0.942302+0.398668j -0.233055+0.281432j 0.567147+0.00831429j -0.152713+0.139466j 0.0114564-0.265837j 0.582148+0.00485401j 0.381241+0.420315j -0.0718572+0.0532249j -0.157849-0.29866j -0.105055-0.860061j 0.241056-0.00998735j -0.281565-0.0919407j -0.179546+0.165147j 0.53536+0.151067j 0.141941+0.233115j -0.036532-0.353812j -0.286574-0.113895j -0.179098-0.156685j 
0.273116+0.0179658j 0.632747-0.0956276j 0.054731-0.230869j -0.0471486-0.14079j 0.103622-0.463066j -0.178316+0.410552j 0.355222-0.177276j 0.218307-0.159461j 0.402167-0.234604j 0.312203-0.407102j -0.182711-0.40727j -0.0790712-0.430576j -0.28408+0.0833104j -0.223986-0.496997j -0.476994-0.387856j 0.0347496-0.308142j 0.207807-0.160394j -0.454917+0.103513j 0.234027-0.0938144j 0.197198-0.566428j -0.424831+0.0775121j -0.750131+0.645281j 0.035489+0.296497j 0.0129633-0.22325j 0.134133+0.529068j -0.283689-0.366114j -0.0732393+0.284898j -0.00809411+0.771598j -0.309834-0.370761j -0.290688-0.699304j 0.375294-0.00532878j 0.140159-0.44484j 0.090799+0.687783j -0.00678757-0.365912j -0.730316+0.57943j 0.126596+0.343598j -0.0400625-0.295602j -0.211331+0.898532j 0.516408+0.68013j 0.0327565+0.757044j -0.336127-0.122559j -0.435414-0.218735j 0.235895-0.666288j -0.00867174-0.624168j -0.386031-0.76793j -0.442907+0.150743j 0.361606+0.0493489j -0.268205-0.419286j -0.198747+0.0239012j 0.816222+0.0119555j -0.00645731+0.210835j -0.145685-0.27142j -0.231109+0.511004j -0.117689+0.147755j 0.411288+0.107305j -0.143561+0.0824652j -0.0882511-0.0624553j 0.172071-0.259424j 0.0804815+0.267583j 0.0107702-0.0659572j 0.315883+0.378391j -0.0844632-0.279332j 0.201304-0.188233j 0.106773+0.0225411j -0.110425-0.055679j -0.0611368-0.0797324j 0.484863-0.147982j -0.388503+0.164793j 0.374763-0.107275j 0.0525615-0.0866317j 
0.0246604-0.526521j -0.425827-0.101266j -0.0384694+0.134884j 0.0597508+0.401547j 0.405315-0.0464424j -0.414709-0.0814784j 0.1011-0.389344j 0.0698468+0.158654j 0.438283-0.151191j -0.345934-0.69818j -0.301227-0.409361j -0.251315-0.195292j 1.24367-0.0352041j -0.179335+0.135079j 0.29066-0.0603621j -0.344925+0.181785j 0.0769908-0.329233j -0.574682-0.153405j -0.622209-0.406723j -0.381795-0.0840043j -0.982028+0.424341j 0.134577-0.808879j -0.336766+0.206671j -0.0269625-0.456483j -0.0381708+0.48499j -0.211096+0.327595j 0.075534+0.154898j 0.651966+0.332639j -0.323+0.23902j 0.0888086-0.183901j -0.654277-0.498156j 0.302128-0.0421153j -0.0237846+0.0122192j -0.300308-1.3183j -0.0663249-0.0678503j -0.516317+0.0041831j -0.225651+0.115046j -0.282067-0.265747j -0.112441-0.242851j 0.539233-0.536014j -0.251263-0.601123j 0.0220087+0.329417j 0.102387-0.0206951j 0.10249-0.0889529j 0.267075-0.614274j 0.0414948-0.192525j 0.368988-0.797655j -0.365207-0.192967j -0.324185-0.0581305j 0.188036+0.206496j 0.232667+0.1678j -0.137875+0.350834j -0.606821+0.0754688j -0.105757+0.136519j -0.0335246+0.25603j -0.00384223-0.413468j -0.254346-0.0368793j -0.501648-0.0656646j 0.248545+0.0854668j 0.137091+0.295501j 0.289582-0.634492j 0.027856+0.2865j -0.0397053-0.0343072j -0.31159+0.122083j -0.120833-0.160631j 0.416132+0.047285j -0.154712-0.276602j 0.243051-0.0650468j -0.422321+0.03782j -0.107939+0.100011j 
0.108702-0.140827j -0.130874+0.00671805j -0.13957+0.186728j 0.0463964-0.107823j -0.156225-0.0853822j 0.0318401-0.0345906j -0.291787+0.00196445j -1.15871-0.725116j 0.425171+0.0781191j -0.437936+0.453206j -0.109098+0.906101j -0.256796-0.134029j -0.57321+0.310116j -0.240631+0.115982j 0.415009-0.488004j -0.00981984+0.0113802j 0.0683023+0.0345752j 0.0243801-0.475743j -0.0981326-0.673021j 0.152085+0.0684222j -0.138325-0.0848005j -0.00353296-0.231999j 0.558663+0.0964041j 0.133391+0.234671j -0.200217+0.122257j -0.0366851+0.366617j -0.0657265+0.214579j 0.0405861+0.16468j -0.428976-1.05583j 0.488983-0.620364j -0.899922+1.10487j 0.556526+0.0135203j -0.196234+0.27978j 0.000277041-0.321676j -0.174842-0.248897j -0.356758-0.116597j 1.12171-0.365621j 0.227791+0.248377j 0.508516+0.179226j 0.0075206-0.0607668j -0.139823+0.552542j -0.217573+0.547236j -0.395801+0.214081j -0.412484-0.23661j -0.47403-0.0575156j 0.247056+0.0495296j -0.248443-0.259907j -0.0447604-0.249219j -0.122119+0.215901j -0.324174-0.0538115j -0.267843+0.306372j 0.324575-0.251761j 0.468888-0.476838j 0.0136945+0.337053j -0.345929-0.0939993j 0.291365-0.159822j 0.587405-0.0473797j -0.182256+0.168936j -0.0431289+0.182312j 0.0787118+0.0768422j -0.225275-0.109873j -0.380687+0.247247j -0.0906497+0.0526816j -0.0492366-0.0668421j 0.0825716-0.0350533j -0.0586368-0.150991j -0.0489622-0.020004j 0.0807436+0.0167873j -0.0508419-0.0173867j 0.01189+0.0184276j 
-0.294992+0.253168j 0.548902-0.177662j 0.370532-0.00919598j 0.0790574+0.254718j 0.318909+0.224364j -0.998256-0.0368684j 0.294901-0.409159j 0.0743747+0.171692j -0.373458-0.249856j 0.105983-0.119526j -0.619865+1.26501j 0.148026+0.893038j -0.206113-0.280504j -0.197983-0.209797j 0.0565094+0.397998j -0.784312+0.555715j 0.0202155+0.138842j 0.33709+0.0788868j 0.566866+0.231265j 0.684046+0.177119j -0.362343-0.0452549j 0.267317+0.261409j -0.0469605-0.200088j -0.00146727+0.799882j 0.491518+0.415889j -0.0683887-1.01188j -0.0423437+0.227106j 0.0999519-0.296104j -0.727573+0.0762051j 0.446987+0.0414053j -0.237647+0.154474j 0.0361308+0.33987j 0.448633-0.221655j -0.241505-0.140349j -0.0223247-0.345072j 0.234445-0.016333j 0.00283755+0.33066j 1.12979-0.0597953j 0.543+0.0677161j 0.114991-0.0538537j -0.290047-1.15293j -0.195572-0.665443j 0.0698123-0.207652j 0.0302639+0.157863j 0.404894-0.201817j 0.107082-0.151581j 0.0338683-0.0538611j -0.326666+0.353119j -0.012697+0.0793017j 0.319813+0.572103j 0.355731+0.593229j 0.150267+0.182244j 0.42059+0.241965j 0.599733+0.0944779j 0.0876341+0.400733j -0.108153-0.106127j 0.250941+0.184098j 0.295195+0.16222j 0.11927+0.0907133j -0.0176661-0.169678j -0.00201647+0.0871374j 0.390796-0.416632j 0.0580307+0.0388536j 0.0468972-0.0412156j -0.119893+0.208677j -0.225493+0.0670932j -0.0923447+0.298107j -0.182673-0.0503143j 0.240058+0.0338859j -0.00769207-0.0473861j 
0.219534-0.512182j 0.119397-0.264965j 0.0198629-0.0232023j 0.420419+0.136364j -0.0938314+0.934566j -0.401149+0.172261j -0.740015+0.361986j 0.218054-0.222184j 0.0741271-0.200164j 0.621282+0.0949638j 0.198128+0.366186j 0.267762-0.203947j -0.980807-0.226903j 0.0906554-0.786849j -0.320068+0.826938j -0.732504+0.364471j 0.310609+0.553551j -0.290504-0.464899j 0.0375675+0.767198j -0.227728-0.20283j -0.434915+0.375993j -0.335923-0.280402j 1.04688-0.0140265j -0.174713-0.125158j 0.219708-0.0410684j -0.0884471-0.162116j -0.470868-0.700991j 0.451781+0.224211j 0.829202+0.14394j 0.243321+0.197777j 0.477052-0.230553j 0.633125-0.367131j 0.447819+0.195027j -0.487107-0.410254j -0.417514-0.184271j -0.19986-0.5739j -0.0149551-0.0943197j 0.0941455-0.32868j 0.0936304+0.107359j -0.649445+0.0672596j 0.175046+0.27949j -0.0460571+0.293048j 0.0565444+0.203027j 0.081723+0.199118j 0.664539-0.47349j 0.362465-0.25392j -0.368643+0.161029j 0.0265316-0.0258254j -0.129501-0.134678j -0.321472-0.264395j 0.0611279+0.0914993j 0.241283+0.390768j 0.154875-0.0985687j 0.32409+0.0946692j 0.240215+0.00414468j 0.171895-0.24226j 0.127634+0.272375j -0.0170356-0.0952996j 0.022368+0.255609j -0.032046+0.190307j 0.208259-0.266454j 0.235062-0.172085j -0.0230458-0.109089j 0.132208+0.37584j -0.0123362-0.137467j -0.227609+0.17209j 0.030733-0.33214j -0.056719+0.379122j 0.0498248-0.119814j -0.00397392+0.0166817j 
0.611164-0.136532j -0.287679-0.103661j -0.550495-0.377618j -0.625226+0.211762j -0.268092-0.242274j -1.13613-0.243754j 0.109946+0.599478j 0.243436+0.472366j -0.118479-0.522755j 0.0770645+1.13394j -1.20658+0.383174j -0.10165+0.561799j 0.50301-0.609826j -0.10159+0.607456j -0.108583-0.152116j 0.108025-0.317806j 0.0531436+0.00863135j -0.438395+0.40141j 0.153246+0.554233j 0.355398+0.293004j 0.941566-0.23971j -0.302526-0.789578j 0.233326-0.114386j -0.151761+0.882496j -0.0337197+0.116014j 0.485654+0.862965j 0.0251625+0.166623j 0.418402+0.0217945j 0.255367+0.117415j -0.0759457-0.0832042j 0.298497+0.403906j -0.0998687-0.100516j -0.652035-0.177775j -0.174472-0.432311j -0.0885893+0.345501j -0.416+0.0740811j -0.149531+0.291184j -0.566848+0.663857j 0.20458-0.122158j -0.132489-0.610805j -0.509736-0.480184j -0.0678001+0.0858179j 0.06404+0.268616j 0.326981+0.0430628j 0.0322225+0.162094j -0.053976+0.212135j 0.119759-0.415791j -0.0583826+0.0438612j 0.318921+0.009654j -0.537731-0.134929j 0.542725+0.201458j -0.226461+0.0332016j -0.295779-0.385988j -0.309403+0.121049j -0.153409-0.286692j 0.0334191-0.203199j 0.0563973-0.170268j -0.01564+0.0147159j -0.46742+0.00916509j -0.174962+0.0861726j 0.427766-0.198j -0.0909403-0.24614j -0.158524-0.151818j 0.0834317+0.157375j 0.159262+0.0192261j -0.118548+0.264856j 0.221473-0.287564j -0.0470342+0.327177j 0.0799979-0.246548j 0.0699442-0.114987j 
0.51577+0.368937j -0.676116-0.325603j 0.15917+1.12523j 1.0861+0.136081j 0.296251-0.368688j 0.0552665-0.574987j 0.331941+0.219723j -0.424927+0.0320473j -0.368989+0.041978j 0.134697+0.0427791j 0.861601+0.120154j -0.322902+0.0558244j -0.607197-1.20948j 0.0875221+0.190065j -0.548442+0.372101j 0.695344+0.280356j 0.0972005-0.113055j -0.342779+0.282256j 0.592665-1.1218j 0.0173917+0.263634j 0.165851+0.0492041j -0.311959-0.496577j 0.00282345-0.617323j 0.623167+0.336283j 0.170663+0.113553j 0.394936+0.161951j -0.440548-0.497232j 0.348381-0.137133j 0.0475847-0.460733j 0.663751+0.0525406j 0.446329-0.365645j -0.430873-0.0552477j -0.379736+0.153061j -0.0973792-0.159898j -0.39384+0.343843j -0.135109-0.402109j -0.347794-0.0359317j 0.0273631+0.142566j 0.243792-0.188891j -0.229267+0.0299761j 0.0450258+0.00148004j 0.2369+0.312655j 0.0438455+0.306653j -0.372267-0.0501342j -0.056437+0.00614595j 0.127235+0.232374j -0.0561-0.3869j 0.17377+0.0297405j -0.0641833+0.0546024j -0.107086-0.334767j 0.0174984+0.45132j 0.197133+0.167665j 0.168475+0.220675j -0.22596-0.0322699j -0.289663+0.0996492j -0.192468+0.0392099j -0.327435-0.147195j 0.128533+0.0256429j -0.113527-0.223832j -0.205742-0.252225j 0.379684+0.483372j -0.109755+0.0819649j 0.042982+0.0101764j -0.27673-0.165044j 0.159727+0.100583j -0.0779721-0.140079j 0.213229+0.320506j -0.115324-0.0980012j 0.0879295+0.100454j -0.0226399+0.115535j 
-1.00507+0.41826j -0.738075-1.06307j -0.687713-0.319521j 0.313198-0.920924j -0.0322292-0.586014j -0.413989-0.35469j -1.00588+0.39486j -0.3626-0.566839j -0.86365-0.00527075j -0.36237-0.443488j 0.103355+0.729573j 0.368708-1.09944j 0.841776-0.0284947j 0.661889-0.13895j -0.161581-0.325549j -0.444749+0.113169j 0.086064-0.93397j -0.437361-0.182783j 0.648468+0.595794j 0.0362818-0.270036j 0.412997+0.240594j 0.260128+0.431428j 0.14741-0.0545775j 0.144605+0.144122j -0.120649+0.244077j -0.506695+0.621529j -0.0759585+0.526683j -0.17442-0.171639j -0.0411685-0.295614j -0.168932+0.302442j -0.346855+0.133317j -0.217764-0.21371j 0.600979-0.00798076j 0.0607037+0.130641j -0.0985803-0.0552525j 0.0713986+0.142792j -0.178855+0.249407j -0.44481-0.196471j 0.288314-0.219225j 0.0972896+0.03043j -0.0987605+0.262575j 0.0599106+0.0915894j 0.0450145+0.0998189j -0.127018+0.488231j -0.00323564-0.246974j 0.117013-0.0215136j -0.354076-0.0796984j 0.042399+0.0491137j -0.0945231+0.00387123j -0.133111+0.186707j 0.22741-0.0815548j 0.269177-0.0283574j 0.11715+0.073882j -0.0231455+0.0306641j -0.0845519+0.27802j -0.0226449+0.164363j -0.146669+0.175148j -0.0596569-0.0469329j -0.12388+0.0646889j -0.057034+0.0169523j 0.222318-0.0974324j 0.000330825+0.0581172j -0.0356474+0.0546766j -0.130373+0.0976153j 0.0595144-0.122901j -0.0748298-0.00792724j 0.152198-0.120392j -0.143833+0.0163618j -0.0034683+0.0743832j -0.0163321-0.0661838j 
0.13192-0.0226725j -0.0795167+0.196706j 0.266259+0.0565415j -0.256437-0.161543j -0.158697-0.053667j -0.112675-0.14694j -0.0853222-0.275412j 0.0561537+0.0172791j -0.00497977-0.0273773j 0.421355+0.133117j -0.110735-0.111602j 0.0397155+0.140961j 0.197033-0.0904021j -0.158255-0.036799j -0.00707554-0.121428j -0.0580829+0.152812j 0.316656+0.0830505j -0.249462-0.0529435j -0.0936634-0.0429975j -0.380005+0.0680064j -0.463216-0.0617523j -0.385644-0.0932531j -0.292107-0.0170364j 0.0991907-0.114366j -0.172544-0.0497868j 0.727636+0.0669605j 0.33859+0.225873j 0.262296-0.0336918j 0.0912179+0.0140005j 0.54355+0.0485391j 0.0812977+0.0131579j -0.610324+0.069561j 0.609092-0.304478j -0.0529029+0.212022j -0.158113+0.121571j -0.240463+0.299092j 0.251567+0.0349934j -0.717873+0.331418j 0.262868-0.315976j 0.212071+0.0577177j 0.223226+0.125042j 0.139679+0.0332359j 0.0348035+0.0387526j 0.310718+0.59718j -0.250536-0.547695j -0.380666-0.185703j -0.120604+0.508013j -0.0863773+0.039602j 0.30611+0.419936j 0.212656-0.267858j 0.182464-0.0892362j 0.413258-0.834414j 1.06678-0.274319j -0.40106-0.700381j 1.03909-0.0696709j -0.418209+0.670858j 0.879338+0.332632j -0.59494-0.0258102j 0.141164-1.42799j 0.104363-0.582181j -0.80329-0.33j -0.748864-0.509859j -0.398412+0.529701j -0.046655-0.643877j 0.589309+0.143548j -0.480682-0.336217j 0.668837-0.648717j -0.52111+0.492577j -1.44982-0.0990716j 1.09712-1.55029j 
0.0175531+0.0588074j -0.116409-0.037515j 0.0244612+0.185092j 0.0763324-0.189142j 0.0133316-0.120404j 0.0576845-0.0685093j 0.109695-0.140786j -0.00204906-0.0172999j -0.0149468+0.0426009j 0.0161237+0.156186j 0.0196313-0.068391j -0.0617563+0.170351j 0.103982+0.0453479j 0.0139152-0.0877923j 0.0588486+0.00574946j -0.105595+0.119469j 0.0252353+0.0425997j -0.0396125-0.00831522j -0.017428+0.0843152j -0.095119-0.189939j -0.0576994-0.194428j -0.0449208-0.0424956j -0.0487129+0.0014759j 0.0572805+0.109111j -0.00911611+0.0419366j 0.110738+0.132328j -0.0582881+0.188054j 0.0568317+0.0647989j -0.000582397+0.0604737j 0.0878514+0.155252j 0.00684967+0.00134539j -0.145157-0.140536j 0.296592+0.0597569j -0.0961702+0.0674914j -0.127828+0.112114j -0.201301-0.0464321j -0.0131558+0.0811577j -0.380345-0.147965j 0.221094-0.0587306j 0.0333345+0.201454j -0.0612809+0.283277j -0.00862014+0.120365j -0.00734966+0.0232578j -0.266622+0.310415j 0.247048-0.463779j -0.00210592-0.114289j -0.291519-0.181349j -0.0605036+0.0894585j -0.134611+0.0538236j 0.151616+0.0931132j 0.0159483+0.117011j 0.369226+0.189962j 0.255789+0.395557j 0.278327-0.208787j 0.118858+0.364153j -0.408266-0.0790151j -0.103849+0.454935j -0.0504602-0.191943j 0.736165-0.10953j 0.229003+0.108921j 0.157801-0.609803j 0.298896-0.311479j -0.260763-0.203516j 0.352514+0.0137017j -0.0975705+0.268502j 0.229196-0.354505j 0.371149+0.455097j -0.503758-0.275092j -0.232839-0.946398j 1.05716+0.398146j 
0.154021+0.0776128j -0.280177+0.243916j 0.566969+0.0965826j -0.24325+0.21278j -0.216276+0.109766j 0.175016+0.17641j -0.104348-0.114048j -0.0624907+0.115314j 0.250324+0.215663j 0.00408343-0.638771j -0.0425839+0.245609j 0.458526-0.185583j -0.02053+0.106882j -0.117752+0.212639j 0.234499+0.0936522j 0.571962-0.0799145j -0.224942-0.0659518j 0.3756-0.00436679j 0.290313-0.358926j -0.105603+0.611198j -0.0743667+0.539079j 0.512768-0.174077j 0.406022-0.137691j 0.100189-0.40421j 0.300209-0.400035j -0.426034+0.1218j 0.0992986-0.237647j -0.0972813-0.0507365j 0.0551064-0.0933213j -0.191049-0.159858j 0.18903-0.0588176j 0.00304702+0.161184j -0.497131-0.141966j 0.368287-0.334032j -0.127325-0.24644j 0.562225-0.0971526j 0.191398-0.173163j 0.565702+0.562973j -0.297706-0.46268j -0.287872-0.431657j 0.0240293+0.227884j 0.462852+0.621108j 0.383562+0.391208j 0.389843-0.212203j -0.541887-0.142843j 0.400552-0.0814907j -1.00755+0.201124j 0.801509+0.364839j -0.223568-0.613743j 0.893987-0.332627j -0.601519+0.406513j 0.833849+0.915587j -0.283564+0.724741j -0.178479-0.391614j -0.939183-0.161045j -0.384123-0.901717j 0.357503-0.161861j 0.492587-0.873786j 0.422232+0.220669j 0.80322-0.183522j 0.352238-0.619577j 0.400946-0.210294j -0.632492-0.838192j -0.045212+0.453636j 0.233274-0.718355j -0.160504-0.492796j 0.527801+0.0836753j 1.39106-0.0761357j -0.416767-0.277401j -0.238066+0.0686879j 
0.0360085-0.0997262j 0.244004+0.13952j -0.112104-0.307041j 0.185936+0.0800534j 0.119028+0.11533j 0.0561344-0.0225595j -0.00349566+0.0690524j 0.0898211-0.0569928j 0.0765299-0.10084j -0.36398+0.0799829j 0.168555-0.0185626j -0.248905-0.0402188j 0.0593357-0.0657277j 0.146131-0.0227441j 0.00676315-0.0942239j -0.225483-0.0606742j -0.0128929-0.0367659j -0.104794-0.0362769j -0.206297+0.0787402j 0.334012-0.0989163j 0.316428-0.0546982j -0.189214+0.0240331j -0.183428-0.0143459j -0.231391+0.231846j -0.295261+0.0958321j 0.172826-0.131979j -0.167457-0.0741877j 0.0249649+0.0415985j -0.0319291+0.0400054j -0.0749904-0.0999524j -0.0459035-0.217585j 0.0745293+0.187218j -0.0439639+0.0344695j -0.335885-0.00327996j -0.046036+0.364031j -0.141093-0.265463j -0.0525164-0.16125j 0.202733-0.108367j -0.196405-0.0805411j -0.148629+0.294482j 0.156755+0.159623j 0.233466-0.346745j 0.152182-0.378026j -0.144385-0.0310897j -0.0168496-0.0600358j -0.0763738+0.0358399j 0.160974+0.433254j 0.0291651-0.223514j -0.309814+0.00248069j -0.333753-0.368063j 0.379539+0.324855j 0.414309-0.307995j 0.445071-0.0923699j -0.232036+0.314889j 0.0103197+0.356112j -0.429994+0.40603j -0.115464-0.202437j -0.387698-0.0225155j 0.0986594-0.522435j -0.139443-0.325561j -0.362769-0.282043j -0.2028-0.117803j -0.434808+0.439069j 0.383265-0.0932096j -0.408265-0.0740076j -0.26109+0.151577j -0.135695-0.402877j -0.42284-0.872576j 0.00720324+0.260358j 0.0555542+0.047887j 
-0.120831-0.0864337j -0.0353069-0.290022j -0.292938+0.114187j -0.206729-0.115702j -0.0445819-0.161448j -0.530169+0.157614j 0.0561846+0.0542475j 0.335856+0.136062j -0.467408+0.161719j 1.06538+0.109179j -0.288087-0.0513207j -0.809188-0.256586j 0.44945-0.0582269j -0.00595197+0.139479j -0.413344+0.190224j -1.24812-0.293054j 1.51573-0.149576j -1.45432-0.254049j -1.07817+0.33747j -0.57877+0.388375j -0.912222+0.204666j -2.08133+0.365619j -1.40815+0.200091j -0.864343-0.18126j -1.32675-0.0113689j 2.38854-0.366563j 0.0384505+0.0161084j 0.824045-0.107358j 0.174182+0.15168j 1.52959-1.00645j 0.634769-0.757401j -1.726-0.0864161j 1.81365+0.619748j -0.850894+0.313464j -1.53455-0.11035j 0.05555+0.44238j 0.97368-0.187566j -0.808908+0.00987216j 1.8951-0.119247j -0.796832+0.207556j -1.44584-0.32601j 0.114269-0.161859j 0.995982-0.0615943j -0.903558+0.567394j 3.04897-1.10269j -0.854007+0.285373j 0.138873+0.277839j -1.72773+0.160299j 1.73853-1.08984j -0.140268+0.565515j -0.00247408+0.373129j -0.72784-0.0123945j 1.88067+0.397057j -1.06013+0.0860791j 0.968358-0.394533j -0.997422+0.106657j 0.425916+0.134235j -0.779327+0.220054j 1.65434+0.0381006j -0.831285-1.26566j 0.192804+0.115141j -0.708034+0.695755j 0.936683+0.108419j -0.401681+0.00841414j -0.288093-0.681951j 1.16139+1.03319j 0.280466-0.933483j -0.560003-0.297273j 0.379106-0.332311j 0.0353209+0.417011j 
-0.0398352+0.113742j -0.176154+0.0432362j 0.150307-0.00197268j -0.0256172+0.137477j -0.0834747+0.0471122j 0.236185-0.0668681j -0.0107078+0.00987862j -0.023588-0.00163843j 0.249339-0.103541j -0.240984-0.142002j 0.0647+0.0831192j 0.104886-0.117698j -0.158478-0.0276273j 0.0537092-0.0141297j 0.196714-0.0310058j 0.206796+0.050456j -0.5419-0.110729j 0.254575+0.125963j 0.516772-0.147953j 0.317894+0.204925j 0.406206+0.197757j 0.79426+0.0561419j 0.496912-0.0606338j 0.241907+0.0414734j 0.382347+0.114117j -0.873222+0.320955j -0.0228384+0.182436j -0.253601-0.125103j 0.0719556-0.224276j -0.954835+0.21602j -0.585794+0.2545j 0.458205-0.0214151j -0.153771-0.149616j 0.42386+0.000806701j 0.359851-0.0447435j 0.210049-0.127494j -0.30097-0.0758377j 0.285924-0.47215j -0.60601-0.0490927j 0.250044-0.114154j 0.249563+0.0399086j -0.0564287-0.121843j -0.253633-0.189953j 0.552249+0.21121j -1.3744+0.017864j 0.390283-0.312697j 0.0709524+0.427922j 0.545853+0.0876534j -1.00254+0.192807j 0.454605-0.219316j 0.214155-0.0647878j 0.213715-0.22139j -0.181569-0.312619j 0.305929-0.0561274j -0.382654+0.300362j 0.31453+0.376263j -0.0126796-0.314752j 0.375611+0.0964904j -0.436954-0.334943j -0.608223+0.544152j 0.166941+0.357333j 0.495981-0.0472931j -0.106282-0.396524j 0.13105+0.440048j -0.257379+0.734937j 0.39141-0.96729j -0.692248+0.203619j -0.0195411+0.62845j -0.273917-0.140224j 0.277566-0.159015j 
