0.0121116+0.00265859j -0.00405228-0.011844j 0.00527779-0.0115544j 0.0149564-0.0255148j -0.012395-0.00332067j -0.00318626-0.00474602j 0.00609559-0.0229996j -0.0077822-0.00390558j -0.00667122-0.0297874j 0.00239082-0.025731j -0.00796426-0.0162336j -0.00431326+0.00361358j -0.000565293-0.000733392j -0.00173524+0.00453492j 0.00581943-0.00342157j 4.81487e-05-0.0048291j -0.000374593-0.00731298j 0.000292082+0.0111869j 0.000171872+0.00641843j 0.00485832-0.00623063j 0.000312407-0.0104141j 0.00414678+0.00299227j 0.000309349-0.00496538j 0.00795188+0.00366322j -0.00241429-0.000777523j -0.000758861-0.00694173j 0.0107259+0.00227001j 0.0113416-0.000425511j -0.0034257+0.01958j -0.000876719-0.0057583j 0.00664166+0.000729909j 0.00646898+0.0128677j 0.002571-0.0131943j -0.00791864+0.00208696j 0.00391147+0.00277593j -0.00188265-0.00501447j 0.010223-0.000914334j 0.00429726+6.11925e-05j -0.00776765-0.000903302j -0.0184742-0.00409467j 0.00602301+0.00116928j 0.00581449+0.0103976j 0.0027688-0.00849847j -0.000884529+0.0087986j -0.00900443-0.00720638j 0.00351676-0.00408558j 0.00608772-0.00582291j -0.00359568-0.00166262j 0.00744967-0.0103758j -0.0013081+0.00525892j -0.00184045+0.00155935j -0.00175531+0.00249452j 0.000135919-0.00296399j 0.000478729-0.00394112j -0.00174901-0.00106779j -0.00113663+0.00190585j 0.0011761+0.00101939j 0.000887395-0.000982519j 0.00128814-0.000157979j -0.00278592+0.00173572j 0.0028833-0.0028318j 0.000442117+0.000609505j -4.13671e-05-0.000115086j 0.000489079-0.00218007j 0.00192419+0.000125277j -0.000497889+0.000936459j 0.000940884+0.000321484j -0.00112199-0.000436483j 0.000568566-0.00378119j -0.00194959+0.000875699j -0.00168518+0.00373635j 0.000327708+0.000174917j -0.00412658+0.00239231j -0.000643374+0.000720539j 0.00539274+0.000249102j 0.00109538-0.00174582j -0.000778239-0.000493198j 0.00248504-0.000676419j 0.00148696-6.12926e-05j -0.000714656-0.000814453j 0.00147546-0.000332701j -0.000856201+0.000101922j -6.02235e-05-0.000144572j -0.000239917+0.000956491j 0.000143278-0.00112622j 6.7686e-05+0.00128437j -0.000601128-0.000973537j 0.000663159-0.000231418j -0.002218+0.000713401j 0.000887919+0.000615821j -0.00113963+0.00230713j -0.000196557-0.00155899j -0.00174533+0.00110636j 0.000417028-0.00033978j -0.000403975+0.000430968j 
0.00994436+0.00471788j 0.000249372-0.000992142j -0.00479848-0.00524018j -5.22041e-05-0.00160575j -0.0294265-0.00981284j -0.0128488-0.0117967j 0.0137114-0.00352587j 0.0148977+0.0216552j 0.00724498+0.0175234j 0.00448481+0.00915867j 0.00445631-0.0064008j 0.0143685+1.11902e-05j 0.0195336-0.00262352j 0.0297096-0.0135152j 0.0142026+0.00303962j -0.00289276-0.0273174j -0.0161018+0.0269371j 0.000842395+0.0708762j -0.0237013-0.0663804j 0.0065993+0.0405274j -0.0399357+0.00067788j -0.0129323+0.132057j -0.0451467-0.190153j -0.0383574-0.084986j 0.0613355+0.0720182j 0.0124922-0.0402249j -0.0543605-0.0435992j 0.0109367+0.018761j -0.0035711+0.011615j -0.00963141-0.000423752j -0.0284088-0.00569653j 0.00241457-0.0106561j -0.0054076+0.0128636j -0.000657577+0.00784205j 0.0107035-0.00139208j 0.00622942+0.00635653j -0.0057778+0.00976795j 0.0124126+0.00392538j 0.00479783+0.0121421j -0.00346479-0.0176854j 0.00305912-0.00671959j -0.00546302-0.00231197j -0.00431988+0.00210674j -0.00521646-0.000734879j 0.00725656-0.000188655j 0.0149675-0.00641476j 0.0014798-0.00289834j 0.00817344-0.000344963j 0.0103049-0.00704995j 0.00335121+0.00518662j 0.00176543+0.00449398j 0.00881986+0.003482j 0.00913529+0.0132888j 0.00171656+0.00717639j -0.00194586+0.00334344j -0.00165466+0.00817614j 0.0128568+0.000886925j 0.00713109+0.00278636j -0.00994549+0.0019184j 0.00772716+0.00346731j 0.00664523-0.00483854j 0.00595232+0.00150785j 0.0186517-0.00149497j -0.00684867+0.00455534j 0.00456804+0.00285547j 0.0117772+0.00648867j -0.00108202+0.00515275j 0.00269803+0.00448547j -0.00802187+0.000579149j 0.00765333+0.00272332j -0.0139551-0.00995274j 0.00037062-0.00883023j 0.0137396+0.000915046j -0.000956386+0.00248494j 0.000840683-0.000148321j -0.00757006+0.00178281j -0.00528532-0.00246916j -0.00183905+0.00166011j -0.00170269-1.2949e-05j 0.000618549-4.20413e-05j -6.11933e-05+0.0108793j 0.00961236-0.00509173j 0.000502783+0.00119211j 0.00529716+0.00583711j -0.00345476-0.00518593j 0.00136066+0.0043941j 0.0139958-0.0241886j 0.00352067+0.0115313j -0.0160575+0.0173045j 0.00710718-0.00662718j -0.00275556-0.00273116j 0.000128352+0.00234281j -1.47105e-05+0.00190337j -0.000265902-0.00157603j -8.41737e-05-0.00038241j 
-0.0110435-0.00919982j 0.00683331+0.0260685j -0.00773538-0.00742635j -0.0184981-0.00671946j -0.000699265+0.000539417j -0.00850598+0.00701695j -0.00759158+0.000507839j 0.00775812-0.00250287j 0.0211593-0.00321221j -0.0050532+0.0109312j -0.00775472-0.00726103j -0.00898754-0.00449089j 0.0261157+0.0147353j -0.032505-0.0109059j -0.0324981-0.0296484j -0.101511+0.0164251j 0.0164901-0.0226614j 0.0323101+0.0277303j 0.0340147-0.00311273j -0.00282861-0.0108857j 0.0584044-0.0199375j 0.0797081+0.0422585j -0.0278943-0.024613j 0.0189658-0.0207045j 0.036673+0.00702079j 0.00460188-0.0066637j 0.0231355-0.04201j 0.0343743-0.0308902j 0.00906635-0.00910343j 0.0100501-0.00101222j 0.0102172-0.00687198j -0.0294471-0.00220056j -0.0226302-0.00145093j -0.0169215-0.00559858j -0.00852244+0.00577288j -0.00553163-0.00247702j -0.00682945-0.000431423j -0.0207558+0.00411106j -0.00346042-0.00148842j 0.00726016+0.0107244j 0.000150663+0.00612313j 0.00593112+0.000978621j -0.00573335-0.00193068j 0.0108729+0.000135966j 0.00350015-0.000878994j 0.00537422+0.0104772j -0.0113823-0.000548685j -0.0128175-0.00403949j 0.00839255+0.00571822j -0.00517925+0.00499691j 0.00726165+0.000306746j -0.00180957-0.00631751j -0.00131874+0.0133687j -0.00491444+0.0185404j 0.00382773+0.00375447j -0.00406871-0.0116486j -0.0101791-0.00344999j -0.00121343+0.00134309j 0.0094024+0.00618545j -0.00399402+0.00972876j 0.00592197+0.00466926j -0.00263095-0.0011104j -0.00489435-0.0028225j -0.00750908-0.000118612j 0.00129613+0.00634917j -0.0109864+0.0101366j 0.00419736-0.00187334j -0.00851332-0.0117186j 0.00261683+0.00558709j -0.00275739-0.000871614j 0.00681284-0.00108589j 0.00694334-0.00234489j -0.00725773-0.00521177j -0.00612814-0.002221j -0.00251795+0.00383847j 0.0109137+0.0108076j 0.00551108+0.000806376j 0.00289214+0.00087071j 0.00840915+0.00459668j 0.0179168-0.00272431j 0.0007455+0.0127618j -0.00868753+0.0113481j -0.00181252-0.00109397j 0.0391592+0.0116005j -0.0159133-0.00325381j -0.0139766-0.00795062j 0.0236348+0.00507559j 0.0130275+0.00366676j 0.0200585+0.0157109j -0.00492823-0.00360701j 0.0064414-0.00693177j -0.000543733+0.00154032j -0.000488104-0.00344598j 0.00120551+0.000930036j -0.000397736-0.000367379j 
0.00741138+0.0152126j -0.0102444+0.0107753j 0.00902747-0.00616777j -0.00956183+0.00678389j -0.00550731-0.0093743j -0.000433597+0.00927263j 0.00354476-0.00293157j 0.00684304+0.000287989j -0.00116514-0.013542j -0.00245594+0.0116626j 0.00274494-0.00112408j 0.0323183+0.0206499j -0.020755-0.0224475j 0.0168024-0.0126509j 0.108734-0.0175452j 0.0274563+0.0494945j -0.00368656+0.00195469j -0.0856836+0.0639478j -0.0568691-0.018685j 0.105846-0.0663838j -0.068182+0.0521648j -0.00397529+0.0338399j -0.0664725-0.02681j 0.00709227-0.0232685j -0.0497173-0.0367777j -0.0158083-0.0271201j -0.00341484-0.0601735j 0.0380593-0.0651954j -0.00857967-0.00400576j -0.0206445+0.0102388j -0.0116013+0.0199933j 0.00347815-0.00782161j -0.0138158-0.00434762j 0.000199278-0.0191937j 0.00154719-0.00844423j -0.00401101+0.000527753j -0.00042126+0.000879017j -0.00853083-0.0211159j -0.00532347-0.00384224j 0.000365659+0.000327058j -0.000610187-0.00679081j -0.00666353+0.0113515j -0.000646294+0.00814179j -0.00159058+0.0215783j 0.0152886-0.0249847j -0.0138115+0.019374j -0.00249816-0.000209328j -0.0252596-0.00498519j 0.00301181+0.00155337j 0.000620048-0.015341j -0.00717919-0.00130222j -0.00588437-0.00117451j -0.00367853-0.0081397j 0.00500484-0.00202047j -0.000395662-0.00585846j -0.000518451+0.00769858j 0.00155355+0.00373031j -0.00571473-0.00329517j 0.0031798+0.00557004j 3.77368e-06-0.000705173j 0.00590793+0.0128139j 0.0018371-0.00102097j -0.00425812+0.00272202j 0.0037319+0.00516426j 0.00906179-0.00127603j -0.00382816-0.00238598j -0.0012277-0.00387469j -0.00127556-0.000967702j 0.00284132-0.000539967j -0.00237732+0.00511244j -0.00401941+0.00164057j 0.00318385-0.00603327j -0.00434818-0.00720201j 0.00138549+0.00399269j -0.00133235-0.00763731j 0.0113548+0.00730954j 0.0101801+0.00439709j 0.00391543+0.0086741j 0.00412042+0.00328416j -0.0179008+0.0102762j -0.0197707-0.00788693j 0.0306811-0.0255382j 0.00153476-0.00162304j 0.0115158-0.00912088j -0.00575965+0.00742688j 0.000121256-0.005735j 0.00260132+0.0101505j 0.00339107-0.00724319j 0.00777003+0.00983345j 0.00311122-0.00163491j 0.00278588-0.00665908j -0.00752646+0.00195095j 0.00224037-0.00352713j -0.000122736+0.000864312j -0.000314626-0.000964766j 
-0.00407838+0.00762364j 0.00422303-2.64154e-05j 0.00221281-0.0146197j 0.0148141+0.0124319j 0.0153647+0.00328712j -0.0052487-0.034604j -0.00203919-0.00658365j -0.00374024+0.00927844j 0.00287117+0.0175308j 0.00105872-0.0271419j -0.0109104+0.0156173j -0.00761972-0.00199386j -0.0181766+0.0467573j -0.0202268-0.0187536j -0.0102746+0.0402085j -0.0067735-0.0192182j -0.0280984+0.150869j -0.0132867+0.0652043j -0.0109746-0.0468523j 0.0167822-0.00798199j -0.000737781+0.110666j 0.0212081-0.00535359j 0.0145537-0.011802j 0.0102278-0.0684698j -0.0158636-0.0162676j -0.0279266+0.0390424j -0.00318192+0.123627j -0.035381+0.176238j 0.00481733+0.0235041j 0.00682706-0.00841506j 0.0199538-0.0178061j -0.000543863-0.0162082j 0.00919746-0.0270479j -0.00760058-0.00430119j -0.0026113-0.0121905j 0.00652305-0.00688063j 0.00386513+0.00834711j 0.0123201-0.0100015j 0.00471347-0.00101349j 0.00196518-0.0024357j -0.00618436+0.00591062j 0.00626398+0.0124729j 0.00264596-0.0113045j 0.0122824+0.0166391j -0.029123+0.0218597j 0.0321842-0.00752891j 0.00484248-0.00835032j 0.0386375-0.0202325j -0.0163749+0.00512463j -0.00110879-0.00593176j 0.00532982+0.0047187j -0.00457008+0.00427087j 0.00471947-0.00126411j -0.00259262-0.00150853j -0.00246822-0.00228803j -0.00188204+0.00656558j -0.00127861+0.000580843j -0.000319434-0.0104259j 0.00051375+0.000701222j 0.00765021-0.000671967j 0.00434018+0.00926172j -0.00163776-0.00187548j 0.00481484-0.00419999j -0.00203682-0.00399634j -0.00592866+0.000793066j 0.00443635+0.00802804j 0.0015252+0.00234192j 0.00272053+0.00121036j 0.00354142+0.00146812j -0.00237003-0.000758156j -0.000264733-0.00371442j -0.0033551-0.0028134j -0.000678571-0.00383881j -0.00324523+0.00212173j 0.00284939+0.00161271j -0.00838282-0.0110114j 0.00910257-0.00633192j -0.015213-0.000997256j -0.00769434+0.00370731j -0.00499422+0.00561445j -0.00285151-0.0174872j 0.00908578-0.0015283j 0.000190587+4.96437e-05j 0.016467+0.00302211j -0.00621063-0.00315158j -0.00678129+0.00421023j -0.0108586+0.00570526j -0.0154279-0.00142276j 0.0156585-0.00469183j -0.00522471+0.00213325j 0.013101+0.0250193j 0.00382363-0.00823478j -0.00286312+0.0089741j 0.0001048-0.000990035j 0.000979846+0.00469316j 
0.0179141+0.0103151j 0.0173943-0.00315692j -0.00637595+0.00148004j 0.0422117+0.0202601j -0.0128735+0.00508543j -0.0094826-0.0025999j 0.0243999+0.00216361j -0.00356213+0.00218387j -0.00693784+0.00183189j 0.00348401+0.00268022j 0.00878509-0.00513956j 0.0306024-0.00178367j 0.0471536-0.0195678j 0.0180763-0.0013395j -0.0399928+0.00676253j -0.0268011+0.0052379j 0.0488264-0.000440237j 0.0645665-0.0193504j 0.0075599-0.0301716j -0.0472424+0.0371736j 0.0748164-0.0235641j -0.0117268+0.00563753j -0.0176688-0.0181715j -0.049744-0.01824j 0.019739+0.0130792j 0.0349389-0.0255182j -0.0405193+0.0373985j 0.0174985+0.0144593j -0.0111263+0.0205082j -0.0108506+0.00469986j -0.0227251+0.0240483j -0.0125485+0.0176355j 0.0107141-0.00803004j 0.000460598-0.00492553j -0.0137968-0.00374863j -0.00451524-0.000458092j 0.00112277-0.0148483j -0.0184026-0.0177393j -0.00608649-0.0077643j 0.00173381-0.00382645j 0.00597197-0.0024515j 0.00136468-0.00723965j 0.00631316-4.84758e-05j 0.000699572+0.00558969j -0.0228191+1.48601e-05j -0.00227564+0.0111411j -0.00215315-0.0055705j -0.00924672+0.00702719j 0.000639777+0.0155625j 0.00405457-0.0109043j -0.00206895+0.00101575j 0.00517389+0.00589235j -0.00385231-0.0179374j 0.00372316-0.0246818j 0.0039856-0.0039052j -0.00155355+0.023375j 0.00215922-0.0108334j -0.00789045-0.000357149j 0.00111412-0.0101333j 0.0013882-0.0253917j 0.00954997-0.0164037j -0.00377951-0.0026916j 0.00381088-0.00895856j -0.000605731+0.00746718j -0.00101311-0.0136378j -0.0027039-0.0238999j 0.000781188+0.0143825j 0.00289336+0.0234681j 0.00327014+0.00141709j -0.0020537-0.00188036j -0.00824724+0.00576441j 0.00142791-0.000582755j -5.69337e-05-0.00602852j 0.00191574+0.00471629j -0.00183857-0.0105619j 0.00570251-0.00214097j 0.00355177-9.49387e-05j -0.00269455+0.000627876j 0.00660547+0.00349807j 0.0113295-0.00987958j -0.0163087+0.00515347j -0.00128253+0.0220325j -0.00119413+0.000124262j 0.0120649+0.00346882j -0.0080825-0.00105171j -0.0026063-0.00541162j 0.00495981+0.0112361j -0.0200329-0.018161j -0.00662671+0.00844383j 0.0112893+0.00619312j 0.0130477+0.00709583j -0.00391634-0.00212757j 0.00443362+0.000998685j -0.00141755-0.000328405j -0.0014812+0.000247103j 
0.00721101-0.0111432j 0.00277268+0.00496156j 0.00647593+0.0169904j 0.018065-0.00332135j 0.0183489+0.00962199j 0.016222+0.0276861j -0.00457466+0.0106737j 0.000290397-0.0109207j -0.000151996-0.0121959j 0.0161378+0.0178068j -0.00985847-0.014495j -0.00647592+0.00601541j -0.0473861-0.0167768j -0.0185335+0.0493981j 0.00624349-0.0191182j 0.043937+0.00258387j -0.0211682-0.0669397j 0.0294907-0.0611145j -0.0411483+0.0329956j 0.0131813+0.0270618j 0.00989456-0.114568j 0.0214938-0.0474474j -0.0163996-0.0050927j -0.00683851+0.0131381j -0.0193246+0.0630155j -0.0446845+0.0178414j -0.00693174-0.0818722j -0.024417-0.0626695j 0.00960823-0.0328128j 0.011544-0.00729061j 0.0131429-0.047446j -0.00203598-0.0298059j -0.0061627-0.000245913j -0.00894642-0.0174602j 0.007056-0.00790192j 0.00732877+0.0118766j 0.00560657+0.000723874j 0.0205051+0.0169272j 0.00328944+0.00517969j -0.00525618-0.00411714j -0.00281957-0.00401428j 0.0048439+0.0120343j -0.0100017-0.00237777j 0.0121342+0.0193281j 0.0264375-0.0115342j 0.0160783+0.0104309j 0.00356999-0.000409497j -0.00489796-0.00625523j -0.00260715+0.0176406j -0.0106622+0.00347753j 0.0103586+0.00676896j 5.19264e-05+0.0324627j 0.00810576-0.00224766j -0.00477827-0.0129245j -0.000426991-0.00059916j -0.00295982+0.0130107j -0.00320848-0.00803369j -0.00465391+0.00116397j 0.00274198-0.0066709j 0.00119586-0.00507934j 0.00106577-0.0141153j 0.00112065+0.00324426j -0.00440637+0.005969j 0.00488173-0.00395395j 0.00566885+0.00597006j -0.00108839-0.011818j 0.000621451+0.010048j 0.00352518+0.00214739j 0.0011031+0.00677781j -0.00572032-0.0057584j -0.00180614-0.00668818j 0.00291613+0.00238947j -0.00368248-0.00158952j -0.0062199-0.00196874j -0.00413856+0.00271054j 0.0024367+0.0131413j 0.00433585-4.27606e-05j 0.00107018-0.000372246j -0.00135632+0.0041073j -0.00868213+0.00241611j -0.019017-0.0192711j -0.00263607-0.000646338j -0.000614329+0.000143318j 0.0114972+0.00747253j -0.00609098-0.00423745j -0.0051155+0.00281645j 0.00875612-0.00567853j 0.0118034+0.00382052j -0.0150587+0.00330059j 0.00491306-0.00682148j 0.000869705-0.0123879j -0.00356466+0.00827448j -0.0104445+6.71813e-05j 0.00501472-0.00143516j 0.000931111-0.000176969j 
0.0324093-0.0131155j 0.0297273+0.0476896j -0.00528373-0.0343532j 0.0168881-0.00467011j -0.00127524+0.00475503j 0.0160707+0.00511927j -0.00549547-0.0144724j -0.0140565-0.000300275j -0.0319672+0.0038442j 0.00128588+0.00965124j -0.0328115-0.0421184j 0.116896-0.000575088j -0.0281769-0.0389696j 0.0689649-0.0871215j -0.0508774-0.0105909j -0.0708394-0.0170811j 0.0718748-0.00614406j -0.0951225+0.0753084j -0.00664569-0.00368386j -0.0325823-0.0452528j 0.0011356+0.127399j -0.119838+0.111416j 0.0466712+0.0026759j -0.0728445+0.0384496j 0.0245973-0.096665j 0.0593737-0.0561787j -0.0424145-0.0104676j -0.0156748-0.0508463j -0.0164982+0.000801893j -0.0522803-0.000420082j -0.00292015-0.0174277j -0.0158914-0.00956376j 0.0141513+0.00652943j -0.00664578-0.0191537j 0.000148299-0.00376846j 0.00562448+0.00676737j 0.00405494+0.00780452j -0.00401661+0.0182481j -0.00086684+0.00781243j -0.000255147+0.00966789j 0.00233191+0.00124593j 0.00165352+0.00995606j 0.00407022-0.00761996j -0.00525113+0.0135163j -0.0008915-0.0121354j -0.00861384+0.00509704j 0.00819704-0.000723724j -0.0140114-0.00515359j -0.000149056+0.00686216j -0.00285002+0.0182508j -0.00596137+0.0190518j 0.00751168+0.0191724j 0.0100942+0.0117839j 0.0014135+0.00128094j -0.000598904+0.0061608j 0.00715776-0.000934655j 0.00401531+1.17658e-05j -0.00349433+0.0043714j -0.00627592-0.000918114j 0.00216506+0.013103j -0.000240783-0.00715412j 0.00197741+0.00428781j 0.00207169+0.00855765j 0.00529975-0.00561665j 0.00870468+0.0131799j 0.00105716+0.00569941j 0.00472231+0.00709343j 0.0043299-0.00784664j 0.00386586-0.00820242j -0.00357837+0.000463291j -0.0158679-0.0106683j 0.00134652+0.00486085j -0.00313661+5.0982e-05j 0.00208513+0.00695631j -0.0054189-0.00295741j 0.00656161+0.00954541j -0.00167055+0.00418945j 0.010365-0.0039569j 0.00819518+0.00265121j 0.0171045-0.00377502j -0.00374948+0.00361604j -0.00825422+0.00478965j -0.00119219-4.67931e-05j -0.0014785-0.00482267j -0.00192902-0.000144287j 0.00451017+0.00530026j -0.0238704+0.00335774j 0.00246762-0.0165802j -0.00681078-0.00984821j 0.00438467+0.0122944j -0.00162287-0.00612913j 0.00155382+0.0057287j -0.00885449-0.00134486j 0.00466975-0.00168333j -0.00268497-0.00274255j 
-0.0347317+0.0116947j 0.0136395+0.0241003j -0.0106062-0.031396j -0.00282485+0.011737j 0.0137522-0.0107374j -0.0144696+0.00189557j 0.0044136-0.0054146j -0.0101073+0.0022109j 0.0170084-0.0089163j -0.000345+0.0026348j 0.0252531+0.010665j -0.091669+0.0020892j 0.0450549+0.0246908j -0.0705159-0.0444045j -0.0254462+0.0161138j 0.0316561+0.0456817j -0.053076+0.0503935j 0.113478+0.115433j 0.0373194+0.00663105j -0.0245268-0.0775471j 0.0405615+0.140037j 0.108737+0.0862362j 0.00945532-0.0500384j 0.0564147+0.0169962j -0.0151165-0.128133j -0.0261862-0.0129926j 0.0180474-0.0544804j -0.00435983-0.0288916j 0.0126753-0.0316868j 0.0411001-0.0113529j 0.00257853-0.013335j -0.0151879+0.0158297j 0.00300087-0.00636883j 0.00698773-0.013113j -0.0208409+0.0114848j 0.000837412-0.00716476j 0.010637-0.000602912j 5.62916e-05+0.00694743j 0.00935726-0.00710069j -0.0085829+0.0138102j -0.001679+0.00331763j 0.0145087-0.00964013j -0.00550934+0.00102412j 0.0061466+0.000311528j 0.0150424-0.0109199j -0.0249989+0.0154295j -0.00268769+0.00428864j -0.0222292+0.00419837j -0.00269693+0.0128336j 0.00575374-0.00396107j 0.011713-0.00787649j 0.00246446+0.000572022j 0.00265167+0.000508337j -0.00612685+0.0041717j -0.00404945+0.00244753j -0.00131815+0.00819106j 0.00762721-0.0057106j 0.00686422+0.00104181j -0.00320595+0.00219439j -0.00132976+0.000200615j 0.0012879-0.0058399j 0.00104409+0.00549033j 0.00676275-0.00588084j 0.00542311+0.00418271j -0.00554922+0.00643249j 0.00513258-0.00451751j -0.00348801+0.00615323j 0.00632199+0.00561303j -0.0118772-0.00262526j 0.00735118-0.00073531j -0.000643972+0.00761689j -0.00165354-0.00461381j 0.00743446+0.00242115j -0.00201479+0.012649j -0.00296228-0.00440498j 0.00141401-0.00119376j -0.00131926-0.00184076j 0.00412356-0.00358937j 0.00274561-0.00106419j -0.0109572+0.00663508j -0.00502224-0.0114124j -0.0161595-0.00744662j 0.000826814-0.000515927j -0.0195314+0.00225218j 0.00969224-0.0018053j 0.00431557-0.00364692j -0.0228556+0.00711514j 0.000177444-0.00971336j -0.00252762-0.0216156j 0.00170177+0.00479936j -0.00557852-0.0086805j -0.00455023-0.000170049j -0.0013522-0.00472838j 0.00101174+0.000276919j 0.00079067-0.000505333j 
0.0249252-0.0102778j 0.00748028-0.0149246j -0.0259808+0.0206723j -0.00577454+0.00347148j -0.00935449+0.015282j -0.00133497+0.0161035j -0.0124275-0.00167548j 0.0219137-0.00445204j 0.0123561-0.00102133j -0.0142279+0.0116761j -0.0143875-0.0107997j 0.051203-0.0137157j -0.0234434-0.0305342j -0.0261324+0.0167535j 0.0667237-0.0512651j -0.0543118+0.0077194j 0.0785425+0.0134819j -0.000432313+0.00668966j -0.0261273-0.0131227j 0.0252938-0.0236821j 0.100117-0.0236334j 0.0651861-0.060069j -0.0777758+0.0488227j 0.0125139-0.0466057j -0.085169+0.0737488j -0.0122987+0.00654517j 0.00602407+0.0446116j 0.0434901+0.0113153j -0.0105921+0.0205732j -0.0161565+0.00610157j 0.00192224-0.00443105j -0.0127279-0.00445869j -0.00943828-0.000620285j -0.0113173-0.00018159j -0.00372794+0.00319107j -0.00209384+0.00330509j -0.000671062+0.0033158j -0.0199997+0.012669j -0.00184311+0.000569132j 0.00846463+0.00259354j -0.00561161+0.00760378j -0.00123014+0.00628213j 0.00217528-0.0060647j 0.00979578-0.00130081j -0.0259996+0.0120692j 0.00564988+0.000964957j -0.0066577-0.00182868j -0.0003536+0.00608658j -0.0114454+0.00714568j -0.00582772+0.00794105j -0.000496016+0.0128723j 0.00362013+0.001238j 0.000938888+0.00676433j -0.00500577+0.00787684j -0.00564187+0.00608971j 0.0021574-0.000297478j 0.011366-0.00171859j -0.00299006-0.00151441j 0.00662235+0.000473501j 0.00209301+0.00766823j -0.00896692+0.000800773j -0.000539993-0.00316521j 0.0125544-0.00510077j 0.00387838-0.00129439j -0.00361682+0.00083406j -0.00182718+0.00749113j -0.00182619-0.000611918j 0.00162279-0.00754514j -0.0120164+0.00206818j -0.0068372-0.00158482j -0.0100865-0.00105838j -0.00131418+0.00132419j -0.00851085-0.00143683j 0.000197984+0.00287697j 0.00535901+0.00501593j -0.00492785-0.00260885j 0.000237794-0.00339508j 0.00235948-0.00030171j 0.00536167+0.00151749j 0.0175072+0.00381753j -0.0306759+0.00926203j -0.0499723-0.0132174j -0.000527374-0.000864637j -0.0236704-0.0194355j 0.00954411+0.00309853j 0.00920116+0.0107059j 0.00858998+0.0148547j 0.00793037+0.00866481j 0.0109604-0.00164166j -0.00837751-0.00411415j -0.00412513-0.00698321j 0.00599891+0.00194919j -0.00563188+0.00070775j 0.00287099-0.002151j -0.00245255+0.00254291j 
0.0310065-0.0106372j 0.0308913+0.00731968j -0.026409+0.00341301j 0.00249178+0.0181648j -0.0216539+0.00673823j 0.00184438+0.00529709j -0.0030112+0.00605019j 0.0151617-0.00475578j -0.00736835+0.00181366j -0.00373099+0.00934665j -0.0257677-0.0186765j 0.078213-0.0124704j -0.0150676+0.0166736j -0.0134295-0.00628446j 0.0283553-0.0959327j -0.0186577-0.0586311j 0.0683233+0.0142854j -0.00352191+0.0516971j -0.045923+0.0367827j -0.00510528-0.0539027j 0.0780244+0.0487145j 0.0307088+0.0103463j -0.0550572+0.0346327j -0.0394414-0.0233112j -0.0845362+0.0546301j -0.0130051+0.0158861j -0.0287716+0.0105152j 0.00268895-0.0140879j -0.0102997+0.00748531j -0.0425078+0.00102508j -0.000146899-0.00592185j 0.00965514+0.0183219j 0.00148452+0.0161769j -0.00789321+0.00738851j 0.0169189+0.00947711j -0.00199105+0.000975319j -0.000868221-0.00216437j 0.0128833+0.0198288j -0.00213557+0.00289109j 0.0068173+0.00594542j 0.00379211+0.00979056j -0.0133769-0.0103423j -0.00131076-0.00468063j -0.00416681-0.0161475j 0.00114853+0.0117858j 0.0102232+0.00292764j 0.00630716+0.00537409j 0.00314231+0.0182227j -0.00117029+0.00778236j -0.00250984+0.0116568j -0.00876378+0.00353935j 0.00253338+6.91275e-05j 0.00325305+0.00663156j -0.00413353+0.00136154j 0.00894592+0.00272465j -0.00173395+0.0048543j -0.00661771-0.00810388j -0.00657774+0.00516006j -0.00621504-0.00158303j -0.00193651-0.00419089j -0.0109124-0.0138019j -0.00119345-0.000376481j -0.00301561-0.00686534j -0.000630337+0.0035799j 0.000916005-0.00303016j -0.00790231-0.00690477j -0.00313774+0.0128451j 0.00260976+0.00985555j -0.00315932+0.00537684j -0.00437331-0.00444767j -0.000276754+0.00166878j -0.00196409+0.000273148j -0.00194796+0.00184991j -0.000885235+0.00529571j 0.00409451+0.00206379j -0.00271157-0.00507144j -0.00978112+0.00100963j 0.00879097+0.000663808j -0.0088621-0.00665312j -0.00583807-0.0119097j 0.0289453-0.00462599j 0.0483445+0.0229989j 0.00208578+0.000237958j -0.00164395-0.00117993j -1.46588e-05-0.00149258j 2.15418e-05+0.0029157j -0.00705494+0.00388726j 0.00019815+0.00234838j -0.0106121-0.0119845j 0.00196132-0.00483581j -0.00786256-0.00675215j 0.00304429+0.0112028j 9.12444e-05+0.00271674j 0.000142093-0.00108586j 0.000157001-0.00209092j 
