0.0121116+0.00265859j -0.00405228-0.011844j 0.00527779-0.0115544j 0.0149564-0.0255148j -0.012395-0.00332067j -0.00318626-0.00474602j 0.00609559-0.0229996j -0.0077822-0.00390558j -0.00667122-0.0297874j 0.00239082-0.025731j -0.00796426-0.0162336j -0.00431326+0.00361358j -0.000565293-0.000733392j -0.00173524+0.00453492j 0.00581943-0.00342157j 4.81487e-05-0.0048291j -0.000374593-0.00731298j 0.000292082+0.0111869j 0.000171872+0.00641843j 0.00485832-0.00623063j 0.000312407-0.0104141j 0.00414678+0.00299227j 0.000309349-0.00496538j 0.00795188+0.00366322j -0.00241429-0.000777523j -0.000758861-0.00694173j 0.0107259+0.00227001j 0.0113416-0.000425511j -0.0034257+0.01958j -0.000876719-0.0057583j 0.00664166+0.000729909j 0.00646898+0.0128677j 0.002571-0.0131943j -0.00791864+0.00208696j 0.00391147+0.00277593j -0.00188265-0.00501447j 0.010223-0.000914334j 0.00429726+6.11925e-05j -0.00776765-0.000903302j -0.0184742-0.00409467j 0.00602301+0.00116928j 0.00581449+0.0103976j 0.0027688-0.00849847j -0.000884529+0.0087986j -0.00900443-0.00720638j 0.00351676-0.00408558j 0.00608772-0.00582291j -0.00359568-0.00166262j 0.00744967-0.0103758j -0.0013081+0.00525892j -0.00184045+0.00155935j -0.00175531+0.00249452j 0.000135919-0.00296399j 0.000478729-0.00394112j -0.00174901-0.00106779j -0.00113663+0.00190585j 0.0011761+0.00101939j 0.000887395-0.000982519j 0.00128814-0.000157979j -0.00278592+0.00173572j 0.0028833-0.0028318j 0.000442117+0.000609505j -4.13671e-05-0.000115086j 0.000489079-0.00218007j 0.00192419+0.000125277j -0.000497889+0.000936459j 0.000940884+0.000321484j -0.00112199-0.000436483j 0.000568566-0.00378119j -0.00194959+0.000875699j -0.00168518+0.00373635j 0.000327708+0.000174917j -0.00412658+0.00239231j -0.000643374+0.000720539j 0.00539274+0.000249102j 0.00109538-0.00174582j -0.000778239-0.000493198j 0.00248504-0.000676419j 0.00148696-6.12926e-05j -0.000714656-0.000814453j 0.00147546-0.000332701j -0.000856201+0.000101922j -6.02235e-05-0.000144572j -0.000239917+0.000956491j 0.000143278-0.00112622j 6.7686e-05+0.00128437j -0.000601128-0.000973537j 0.000663159-0.000231418j -0.002218+0.000713401j 0.000887919+0.000615821j -0.00113963+0.00230713j -0.000196557-0.00155899j -0.00174533+0.00110636j 0.000417028-0.00033978j -0.000403975+0.000430968j 
-0.00820977-0.00225536j -0.000730325-0.00259256j 0.0118865+0.00822879j -0.0123435+0.00699936j 0.00152048+0.00252998j -0.00360399+0.00149436j 0.0141756+0.00230542j 0.0272091-0.00271344j 0.012802+0.00677003j -0.0114202+0.00681106j -0.00291394-0.00101496j 0.0108064+0.0022043j -0.00552113+0.000176046j -0.00276374-0.00144992j -0.0122017+0.00557311j 0.021839-0.00379067j 0.0176591+0.00146666j 0.0110393-0.004793j -0.00842925+0.0020973j -0.0283537+0.00748816j 0.0115067+0.00229657j -0.0221961+0.00610388j 0.0311667-0.00676622j -0.0210338+0.00620419j -0.0118405-0.00480518j 0.0102112-0.00214872j 0.00223925-0.00118164j -0.00452422-0.00226265j -0.000905857-0.00612699j -0.00685286-0.00493335j 0.00618218-0.00336079j 0.00142829-0.00446987j 0.00565566-0.00368986j -0.00231119-0.00045651j 0.00156982-0.00487859j 0.00152621-0.00457179j 0.00142345-0.00778149j 0.00244372-0.0184001j -0.00366674-0.00634125j 0.0055773+0.000259202j 0.000841658+0.00885386j 0.00980218-0.0116986j -0.00126415-0.00204859j -0.00217888-0.00307818j -0.00972558-0.0098479j 0.0100245-0.0180909j 0.000244068-0.0070272j 0.00841272-0.010976j 0.0044676+0.00802357j -0.00332921+0.00752384j 0.00151974+0.00705539j -0.00367776+0.00477593j -0.00215732+2.36208e-05j -0.000337055+0.00415402j -0.00309845-0.00629997j 0.00148029-0.00257124j -0.00393436-0.00502258j 0.000721281+0.000316913j 0.00102342-0.00355294j -0.00454706+0.00381871j 0.000733739+0.0012828j 0.00547143+0.0104782j 0.00595835+0.00836155j -0.00149643+0.00139944j -0.00383942-0.00285299j -0.00782512-0.000856908j 0.00579477+0.0105196j -0.00693424+0.00163384j 0.000821644-0.0067505j 0.0155115-0.00100183j 0.010282-0.0101972j -0.00126758+0.00451953j -0.00176721-0.000617643j -0.0150924-0.00199406j -0.00612026+0.00577195j 0.00381032-0.00601506j 0.00270595+0.00227534j -0.00638397+0.00106558j -0.00380154-0.00071269j 0.00352807+0.001444j -0.00102407-0.00277481j 0.00241358+0.00158896j 0.000101882+0.000376088j -0.00467872-0.00106314j 0.00474108-0.000268519j -0.00187822+0.00273091j 0.00191416+0.00199888j 0.0020396-0.00321403j -0.00381884-0.0003194j -0.00360014+0.00106247j -0.00379684-0.00483929j -0.00185478+0.00125158j 0.00286371+0.00203897j 0.00167053+0.000345006j 0.00259652-0.000431669j 
0.00196866+0.0037909j -0.00839363-0.000552923j 0.00252007+0.00551876j -0.000990767+0.00894266j -0.00448003-0.00138798j -0.00592257+0.004919j 0.00739078-0.00318598j 0.0122744-0.00108365j -0.00200302+0.00614306j -0.014382+0.0134886j -0.00775855-0.00628507j 0.00129578+0.00574777j -0.00800938-0.00147031j -0.0129233-0.000442933j 0.00535023+0.002569j -0.0132031-0.00500086j 0.00774371-0.00656734j -0.0138628-0.00722974j 0.0146336+0.0108847j 0.00132873+0.00268082j 0.0294394+0.000750936j 0.00258865+0.0111557j 0.0229773-0.0109987j 0.0262677+0.0138747j -0.0371762-0.0110904j -0.00583275-0.000664756j 0.0340846-0.0180749j -0.00550621-0.0162221j 0.00513568-0.0128959j 0.0107336-0.00202886j 0.0121513-0.000736709j 0.00898791-0.00228306j 0.00113615+0.00256531j 0.00101948-0.00185376j -0.00131607-0.00325j -0.00135455+0.00103679j 0.000464958-0.000152224j -0.00888004+0.00157844j -0.00270609+0.00353622j 0.00960781-0.00616332j -0.000711991+0.00642774j 0.000994776-0.0157025j 0.00352888-0.00353693j -0.00413591+0.0116169j -0.00997162-0.0105284j -0.000627934+0.0030488j 0.00270003+0.00169562j 0.00715854+0.00370314j -0.00657378-0.00441346j -0.00384716-0.00422105j -0.0123128-0.00392767j -0.00567335-0.00338401j -0.00117063+0.00106038j -0.0024578-0.0047054j 0.00611007+0.00488719j 0.00120139-0.00168413j 0.00656364-0.00239791j -0.0081845+0.00273304j -0.00394328-0.0109467j -0.0015456+0.00228903j -0.0121012+0.0081889j -0.00921836+0.00221912j 0.00095296+0.00484057j -0.0115599+0.00235801j -0.0106104-0.000886553j -0.000872474+0.000308863j 0.00396799-0.00427409j -0.0030427+0.00895425j -0.00372113+0.00328555j -0.000807649+0.0120186j -0.00570239+0.000618061j 0.00114804-0.000790888j -0.00634468-0.00511177j -0.00737506-0.00358454j 0.00386812-0.00884025j 0.00278209+0.00397609j -0.00075462-0.00341215j -0.001499+0.00265455j -0.00109001-0.00460195j -0.000699399-0.000659882j -0.0014619-0.00234404j 7.41182e-05-5.72005e-05j -0.000402243+0.000705502j 0.00158166-0.000567668j -0.000693013+0.00535918j 0.000750746-0.0085218j -0.00139437+0.00067167j -0.00445931+0.00124496j -0.00108636-0.00610576j 0.00244898+0.00162539j 0.00496426+0.00413346j 0.00646125-0.00544595j -0.000426096-0.0021868j -0.00200589+0.00321516j -0.00264761+0.000273647j 
-0.00196422+0.00363921j -0.00346878+0.000934419j 0.00651238-0.00631017j -0.0085764-0.000575021j -0.00136694+0.00169331j -0.00342506+0.00239317j -0.000421269-0.00632478j -0.00350584-0.00651405j -0.00492292-0.00858531j -0.00226274+3.94023e-05j 0.00112743-0.000519067j 0.00460538-0.00170265j 0.000263846+0.0020581j -0.00761392+0.00167024j 0.0125894-0.0025069j -0.00287525-0.00708612j 0.00716256-0.00882518j 0.00947424+0.000655127j -0.0065781+0.00348928j 0.00081039+0.00179482j 0.0184128-0.00902426j 0.014552+0.00922746j -0.0129416-0.0118848j 0.00454817-0.00088867j -0.0188077+0.0118593j -0.0084575-0.0015047j -0.00457474-0.0142723j 0.00851997-0.00441905j 0.0018295+0.000368498j 0.00123182+0.00230632j 0.000813408-0.00160425j 0.00328359+0.0012993j -0.00142532-0.000759756j 0.00120772-0.00264061j 0.00183693-0.000445357j 0.000895037-0.000154768j -3.94395e-05-0.00232829j -0.00180193+0.00774895j -0.00187742-0.0100443j 0.00369166+0.00962515j -0.00332752-0.0188471j 0.00715017+0.0297255j 0.00226926+0.0117044j -0.0050172-0.0159184j -0.000589314+0.00466796j 0.0010358+0.00194671j 0.00127813+0.00499325j -0.000118089+0.0033894j -0.000611243+0.00318712j 0.00108281-0.00168254j -0.00323943-0.000891668j -0.00148076-0.00215169j 0.00117977-0.000681832j 0.00219197-0.00458459j 0.00395691+0.00205949j -0.0103298+0.00680731j 0.00384745-0.00338385j 0.00128162-0.00153278j 0.00938166-0.00536453j -0.002096-0.0106342j -0.00196005-0.00249678j 0.00142309+0.0109295j 0.00368123+0.0047212j 0.00104652+0.00167143j -0.00359255-0.0100476j -0.00171874+0.00876612j -0.0133503+0.00283879j -0.00637319-0.00280671j -0.00382945-0.00171471j -0.0069806+0.0109961j -0.00301783-0.0176336j 0.00134648-0.00136307j -0.00530094+0.00451982j 0.000894593-0.00510082j -0.00410114-0.000497704j -0.00153041-0.000584939j 0.000960545+0.000338568j -0.00197228-0.000748272j -0.000223765-0.000354385j 0.00145168+0.00112642j 0.00350472-0.000662516j -0.00254022+0.00234469j -0.000140003+0.00033433j -0.00127159+0.0019853j 0.000558136+0.000280669j 0.00148741-0.00228922j -0.00726212+0.00214062j -0.000945213-0.000984188j 0.000446679-5.06711e-05j 0.00114617-0.00048303j 0.000946196-0.00104343j 0.00112637+0.000266234j 0.000514115-0.00111553j -0.000632756+0.00052692j -0.000617789-0.000206884j 
0.00960938-0.00487128j -0.00447134-0.000216606j 0.00716228+0.00325265j -0.00157427-0.00877368j -0.0113554+0.00221837j 0.0126157-0.00323912j 0.00597415-0.00902448j 0.0239824+0.00343783j 0.00988386+0.00780205j 0.0142825+0.00154913j -0.00708514+0.000469682j -0.00373582+0.00775128j 0.00559192-0.000517013j 0.00869054+0.00247435j -0.031169+0.00185926j -0.0215117+0.00521298j -0.0106302+0.00692553j 0.00433042+0.00397466j 0.00830177-0.0019411j -0.00831366-0.00551938j -0.0108198+0.0025043j -0.0064144+0.00327188j 0.00215413-0.00879251j -0.0177209-0.00335532j 0.0440407-0.00638863j 0.00494002+0.00168523j -0.00865674-0.0150556j -0.00914575-0.00499057j 0.00549398-0.00691035j 0.0063264-0.00253897j 0.0061808-0.00246869j 0.00170562+0.00339664j 0.00529826-0.00236953j 0.0012006-0.00168646j -0.00283178+0.00624936j -0.000387849-6.73302e-05j -0.0127345+0.00816278j -0.00105838-0.0018991j -0.00384029+0.00721013j 0.000788267+0.00650107j -0.00739828+0.00134392j 0.00253142+0.0021151j 0.00163849+0.00250486j -0.00758285+0.000249816j -0.00291524-0.00228676j 0.00491776+0.0061635j 0.00311025+0.00350804j 0.00599875+0.00325747j -7.35728e-05+0.00354076j -0.00223259-0.00643799j -0.0068028-0.00135864j -0.00387092-0.00402296j -0.00160662+0.00145114j -0.006196-0.00253456j 0.00185822-0.00572547j 0.00949381+0.00642061j -0.000569435+0.0103523j -0.0121165-0.00164012j -0.000789279+0.012536j 0.00720774-0.00168072j 0.00245247-0.000599731j -0.00164124+0.00894798j 0.00278873-0.00551639j 0.00342144-0.00232196j -0.00393893-0.000727423j -0.00311688-0.00130198j 0.00594718+0.0045673j -0.00498996-0.00511105j -0.00287623-0.0180137j 0.00375388-0.00102963j -0.000702556+0.00241936j 0.0140643-0.00375533j 0.0144278+0.00425554j 0.00384116-0.0047548j 0.00398346-0.00349656j 0.00256915+0.00230583j 0.000350085-0.00158909j -0.00129843+0.00264186j -0.000495772-0.00193784j -0.0010086-0.00139616j -0.00291559-0.00118796j -0.00309891+0.00157262j -0.000345605+0.000480078j -0.000433559-0.000138334j -0.000167212+0.00244083j 0.000710975-0.00327454j 0.0023653-0.00223873j 0.00282237+0.00418723j 0.00366915+0.00138613j 0.00145231-0.00283196j 0.0014014-0.000576916j 0.00393932-0.00193559j -0.000152719-0.00233002j -0.00125234+0.0017419j -0.00187934+0.000225153j 
-0.000904533+0.00100998j -0.000224754-0.00192326j -0.0037532-0.000575523j -0.000962271+0.00175971j 0.00214185-0.00190399j -0.00190351-0.00353775j -0.00377+0.00268215j -0.00574033-0.000341075j -0.00577814-0.00232462j -0.00273-0.00480905j 0.000643169-0.000145536j -0.00445149-0.00122495j 0.000458176-0.00293347j 0.00245189-0.00143159j -0.00241659+0.00411682j -0.00451417+0.00550802j -0.00569996+0.00330988j -0.0026009+0.00689994j 0.00272529-0.0158133j 0.00369893+0.0126528j -0.00855055-0.00701859j 0.000307194+0.0160399j -0.00139545-0.0302934j 0.00314381-0.0197328j 0.0085259+0.0125535j 0.000299073-0.00837377j -0.000919514-0.000546474j 0.000195143+0.0029395j 0.00111043+0.00553385j -0.000899315+0.0024075j -0.004066+0.0018496j -0.00137748+0.00110852j -0.00289012+0.000702858j -0.000325813+0.00093656j 0.00183927-2.24113e-05j -0.00166945+5.53637e-05j 0.00106638+0.0057654j 0.00625768-0.0010662j -0.00836991+0.0040714j 0.010718-0.00169361j -0.0174068+0.00432695j 0.0308684-0.00695172j 0.0140969-0.00337047j -0.0180815+0.00382411j 0.0075733+0.00192814j -0.00327161+0.0006948j 0.00059619-0.00255485j -0.00154856-0.00222047j 0.00770381-0.00164747j 0.000858208+0.000710766j 0.00239094-0.00193904j 0.00174664+0.0025469j 0.00172608-0.00161825j -0.00330224-0.00105877j -0.00297567-0.00221459j 0.011559+0.00817287j -0.00348832+0.00146047j -0.00454717-0.00506299j 0.00478266-0.00461646j -0.0140563-0.00587614j -0.0083067-0.00491305j 0.0104289-0.00526138j -0.00254716+0.00139532j 0.000555392-0.00647534j -0.00449733+0.00356706j 0.00659171+0.00239943j -0.00263397+0.00791626j -0.00925336+0.00527199j -0.00173568+0.004291j -0.00150859+0.00622936j -0.0117764+0.00804335j -0.00557416+0.00371363j 0.00762736-0.00321763j 0.0018703-0.00644182j -0.00533417+0.00487921j -0.00583303+0.0031789j 0.000527925+0.000722776j 0.000524294-0.001453j 0.000775842+0.000826716j 0.000293464-0.0021238j 0.000658932-0.00100518j -0.000203885+0.00328563j 0.000121691-4.41943e-05j 0.00253803+0.000801123j -0.00151254-0.00138256j -0.00019012+0.00094141j 0.0001918+0.00382447j 0.00121507+1.12119e-05j 0.00329579+0.000565086j -0.00202514-0.000226303j -0.000134585-0.00122142j -0.00169263+0.00307958j 0.000730813+0.000568208j 0.000147798-0.00115736j 0.000871553-0.000522462j 
-0.00618267+0.000937218j 0.00287608-0.00125267j -0.000586814+0.00110679j -0.000510823+0.000943463j 0.00391933+0.00107367j -0.00558268+0.000175943j 0.00963335-0.00348735j 0.00410492-0.00157001j 0.00699923-0.00192606j -0.00640629-0.00250765j 0.0030843-0.00182424j 0.00393163+0.000501134j -0.00691473+0.00271376j -0.00216968-0.00545887j 0.0193492-0.00475224j 0.00304455-0.00888282j 0.000225085+0.0129915j -0.00902059+0.0219587j -0.0100401+0.00324148j 0.0196375-0.0147876j -0.00669976+0.0296203j 0.00774788+0.0128501j -0.0162815-0.00667589j 0.00207896-0.00105453j -0.00762569-0.00769021j -0.00712951-0.00141924j 0.00176433+0.00023172j 0.00634901+0.00188199j 0.000172462-0.000485151j 0.000554648+0.000610786j 0.00084657+0.000113611j -0.000648844-0.00110977j 0.00287638+0.000602257j -4.85994e-05+0.000311835j -0.00312658+0.000934302j -0.000559234-0.0012051j -0.0273614-0.00093606j 0.0130727+0.000512828j -0.0218443-0.00117168j -0.00874477+0.000214837j -0.0178075-0.00225126j 0.0102385+0.0034923j 0.00379436+0.0025351j 0.000874162-0.00448205j -0.00131028-1.302e-05j -0.00752549+0.00101262j -0.00373106-0.000656351j 0.000406388+8.96819e-06j -0.0024738+0.000823988j 0.00166317+0.000698118j -0.0023602-0.00186821j -0.00623299-0.00432451j 0.00854193+0.00590638j 0.0131291+0.00684263j 0.00799327+0.000335646j 0.000645445-2.93596e-05j -0.0063633-0.00752257j -0.0083374-0.0142889j 0.000933721-0.000513643j 0.00438843+0.00370591j 0.00712509+0.000676144j 0.0119078-0.00185446j -0.00153944-0.0013593j -0.00152913+0.00817919j -0.00633373-0.0033367j 8.7375e-05-0.00633488j 0.0114274+0.000634789j 0.00336073-0.0120144j -0.00797014-0.00065295j 0.000297371+0.00605803j -0.00276603+0.000559635j -0.00763848+0.0028639j -0.00764967+0.00553589j 0.00146498-0.00206619j -0.000580725-8.60633e-05j -0.00198089+0.000396554j -0.000656793+0.000617551j -0.000482493-0.00131527j -0.00028999-0.000227014j -0.000130229+0.00233493j 0.000895711+0.00265822j 0.0018629-0.00369648j 0.000528342-0.000104498j 0.000503015-0.000549607j -0.000547484-3.93963e-05j -0.000199671-0.000206758j -7.9025e-05-0.00293086j -0.00160787-0.000304296j -0.00213486+0.000119911j 0.000322716+0.00116401j 0.000467726+0.00118548j 6.70652e-05-0.000453525j 0.000224063+0.000352389j -8.99483e-05+6.25004e-05j 8.02518e-05-0.000100678j 
-0.00174338+0.00459496j 0.00508686-0.00474333j -0.0118117+0.000548473j 0.00506912+0.00877145j 0.00433602-0.0013368j -0.00329478-0.00172227j 0.0012199+0.00125882j -0.00161859+0.00631484j -0.00377076+0.00333073j -0.00995371-0.000983373j 0.00113696-0.00263015j -0.00631742-0.00188145j -0.00642011-0.00136161j 0.00291039+0.00118549j -0.000194614-0.00772875j -0.00325685-0.000796724j -0.00854285+0.00278207j -0.0129081+0.00282835j 0.0113414-0.00262303j 0.00413909-0.00835309j -0.00934895+0.00405373j -0.0156561-0.00599332j 0.0165441+0.00475319j 0.017435-0.00650746j 0.000940866+0.00657409j 0.0016816-0.00282041j 0.00984681+0.00373434j -0.00343585-0.0028851j 0.000953755+0.00686464j -0.0007261+0.00104051j -0.00297217+0.00138889j -0.00490663+0.00381214j -0.00294927-0.00362046j 0.00218585-0.00171707j 0.000330434+0.003205j 0.00279879-0.000442895j -0.0031568+0.0298915j 0.00369385-0.0156039j -0.00160758+0.0236017j -0.00437285+0.0069j 0.000314139+0.021197j 0.000752384-0.0115216j -0.00129058-0.00223354j -0.00137105-0.00224601j 0.000964883+0.00337527j -0.00546642+0.00496686j -0.00227224+0.00251687j -0.0029402-0.000532024j 0.00347408+0.00415351j 0.00110156+0.000609526j 0.00407018-0.0027581j 0.000412053+0.00704153j 0.00591411-0.00485688j 0.00751028-0.000999362j -0.00240463-0.00739643j -0.00768956-0.00146186j 0.00276295+0.00985291j -0.0130922+0.00476168j -0.00122338-0.00721973j 0.00325829-0.0023393j 0.00160051-0.00385666j 0.000323676-0.00955206j 0.00864484+0.00513994j 0.00218573+0.00506416j 0.000590837+0.00535575j -0.00660371+0.00616213j -0.00355701-0.0115558j -0.0055928+0.00384296j -0.00842847+0.00668467j -0.000583694+0.0051279j 0.00560419-0.00262875j 0.00197525+0.00450777j 0.00358698+0.00176687j -0.00936214+0.000711802j 0.000269995+0.00191685j -0.00220834+0.00137493j 0.00175988+0.000715022j -0.00154716-0.00132895j 3.80889e-05+0.00125285j 0.0004853-0.000213256j 0.000828052+0.00165855j -0.00261554-0.000733441j -0.000214772-1.12168e-05j -0.0012905+0.00126087j 0.000713986-0.00107697j 0.00184639+0.00159781j -0.0039268-0.000122634j -0.00201224-0.000805253j -0.000394162+0.00114706j -0.000741658+0.00105934j 0.000210459+0.00018938j -0.0021202+0.00286188j 0.00139638+0.000919788j 0.000125489-0.00129012j 0.00128852-0.000770966j 
0.00375182+0.00258111j -0.0119028-0.00219833j 0.00188863+0.00165901j -0.0292652-0.000755644j -0.00506468-0.00747548j 0.00876523-0.000481454j -0.0207907+0.00675447j 0.0099165+0.00485018j -0.0128294-0.0027395j -0.0029835-0.0011588j -0.00419243+0.000753982j -0.00932408-0.0052288j 0.0145509-0.00408913j -0.00784996-0.00590927j -0.0238117-0.00201678j -0.0131135+0.0128111j 0.00187717+0.00421664j 0.0200769+0.00753413j 0.0194997-0.0108015j -0.0201853-0.00615743j 0.0261995+0.00647264j 0.00998317-0.00494534j 0.0182706+0.00920151j 0.00687312-0.0107203j 0.00346994-0.00381343j 0.0100787-0.00844653j 0.00494892+0.017332j -0.00243507+0.00531233j -0.000468647+0.0101676j -0.00175287+0.00305642j -0.00735943+0.00433372j -0.00993671+0.00567757j -0.00273764+0.00317932j 0.00274347+0.00266621j -0.00423228-0.00177315j 0.000734772+0.00257632j -0.00478633-0.0108847j 0.00668111+0.0103825j -0.000916841-0.00664418j -0.00479372-0.00710491j 1.3226e-05-0.00605039j -0.00339031+0.00207541j -0.00589926-0.00250193j 0.00132896+0.00460673j 0.00597917+0.00483818j -0.0100059-0.00195024j -6.99708e-05+0.00163242j -0.0107908+0.0021638j 0.00238278-0.000732018j 0.00444012+0.00124748j 0.00779531-0.00515058j 0.000772327+0.000935012j 0.0066293+0.00110659j -0.00723629+0.00448394j 0.00154244+0.0139214j 0.000789048+0.00202732j -0.00682991+0.00665037j -0.0111392-0.00889101j -0.0069798+0.00546072j -0.0074582-0.00398215j 0.000609711+0.00793125j 0.00260025+0.0148554j 0.00654666+0.016153j -0.0177781+2.84539e-06j 0.00390258-0.00168137j -0.00822612+0.00691106j -0.00304801-0.00607465j 0.00150911+0.0113892j 0.00194111-0.00718586j -0.00986379+0.000258445j -0.0015674+0.00277287j -0.00282685+0.00391151j 0.00306509-0.00397768j -0.00370629+0.00805857j -0.00224303+5.17443e-05j -0.00668238-0.00139283j 0.000667682+0.000175367j 0.00381429-0.00304696j 0.00196964+0.00148911j -0.00299665-0.00340687j -0.00407522-0.000338857j -0.00158974-0.00139727j -0.000756081+4.47282e-05j -0.000550034-0.00167888j -0.000114271-0.000243093j 0.00103991+0.00371923j 0.00366443-0.000465897j -0.00187123-0.000366711j -0.000743146-2.39876e-05j -0.001832+0.00171673j -2.45234e-05+0.00155449j -0.00344636+0.00289688j 8.13323e-05+0.00193807j 0.000502742-0.00227417j 0.00158091-0.000499119j 
-0.0172256+0.00730509j 0.00588441-0.0126008j 0.00479845-0.000580938j -0.0131653+0.00879498j 0.00364412+0.00430686j -0.00837018-0.00328992j 0.0266015-0.00571869j 0.0198247+0.00512703j 0.0108586-0.0012735j -0.0195032-0.00648946j 0.00179728-0.00658101j -0.00209655+0.00206802j -0.005815-0.0054172j -0.00315732+0.00294239j 0.00303754-0.00168322j -0.0223334+0.00222118j -0.00577274-0.00544904j -0.00810493-0.0112581j 0.00437027-0.00748298j 0.0248362+0.00125755j -0.00521422-0.0073103j 0.0109683-0.00913032j -0.0109382+0.00819245j 0.011555-0.00925908j 0.0129557+0.00307077j -0.00438039-0.00537859j 0.0101182+0.000344208j 0.00557543-0.00900302j 0.00587408+0.0076542j 0.00207746+0.000945685j -0.00195591+0.0035493j -0.00732296+0.00206596j -0.0052542+0.00304251j -0.00119493+0.0031355j 0.00227597+0.0014627j -0.00119666-0.00123722j 0.00808345-0.000507722j -0.00386494+0.00122721j 0.0117035-0.00140557j -0.00125754-0.00226548j 0.00733454-0.000858235j -0.00435886-0.000149311j 0.000968617+1.52887e-05j -0.00265592+0.000392353j 0.00259183+0.00213129j -0.00793721+0.00119889j -0.00427899-0.00160645j 0.000509995-0.00151402j 0.00420256+0.00138238j -0.00281245+0.00536475j 0.00290956-0.012541j 0.0117672+0.00484572j -0.00337371+0.0020907j 0.00820417-0.00107149j -0.0062284-0.00517344j 0.00295781-0.00141446j 0.00170793-0.00889721j -0.0101365-0.00871224j -0.00498106+0.000483536j 0.000477748-0.0024818j -0.00847447+0.00435119j -0.00730029+0.0122452j 0.000527052-0.0191977j 0.00984275-0.00331056j 0.00346042-0.00786163j 0.0125432-0.00336314j 0.00598638+7.69548e-05j 0.00295446-0.00395894j -0.000725915+0.00222111j 0.00222939+0.00213234j 0.00800749-0.00844072j 0.000660654+6.55272e-05j 0.00262468-0.00329493j -0.0079099+0.00160877j 0.000666837+0.000568749j -0.00384353+0.00298268j 7.57392e-05-7.0485e-05j -0.00214477-0.00157568j -0.00014597+0.00160147j -0.000551081-0.00220089j -0.000176699+0.00164867j -0.000498269-0.000127067j 0.000441523-2.35633e-05j 0.00342998+0.000195236j -0.00215891-0.00109017j 0.00083983+0.000247991j 0.000246596+0.00102511j -0.00146659+0.000639543j 0.00256044+0.000750996j -0.00196995+0.00134419j 0.00151572+0.000996191j -0.00160787+0.0039002j 0.00212758+0.0010785j -0.000454072-0.00149256j 0.00138402-0.00125516j 
0.00652456-0.000497765j -0.00859577+0.0125473j 0.00630906-0.018279j -0.0301897+0.00285519j -0.00745182+0.000512158j 0.0157153+1.83968e-05j -0.0156852+0.00283047j 0.011785-0.000573625j -0.00767289+0.00067032j 0.00545819-0.00321843j 0.0025565+0.00598909j -0.00315235-0.00596684j -0.00425062-0.0007294j 0.00344249+0.00134406j 0.023988-0.00269689j 0.0263768-0.000544605j -0.00861278-0.00479236j -0.0125942+0.00188593j -0.0141769+0.00388916j 0.0181859+0.00130823j -0.0238854-0.00563382j -0.000140679+0.00270296j -0.0180794+0.000655354j 0.00449585+0.00278979j -0.0107079+0.00844464j -0.00856686+0.0012669j -0.00414251+0.00563441j 0.00231985+0.00483691j -0.00335216+0.00195065j -0.00300771+0.00287216j -0.00255427-0.000324476j 0.00504615-0.0017128j -0.00391333-0.000548294j -0.00219983+0.000511255j 0.00139778+0.00406327j -0.000835537+0.000339886j 0.00890501+0.00907037j -0.00401256-0.00358777j 0.00824264+0.00803553j -0.000355058+0.00196668j 0.00116451+0.00517059j -0.00394337-0.00207103j -0.00154725-0.000982974j 0.00131577+0.00241755j 0.00207668+0.000356345j 0.00267159+0.00066624j 0.00188652+0.00167824j -0.003139+0.00249144j -0.00218479-0.00276514j 0.0040887-0.00346316j 0.00209267+0.0070567j -0.0168361+8.10047e-05j 0.0156611-0.00607251j 0.00788082-0.00359176j -0.00398202+0.0259667j 0.0140963+0.00330314j 0.00560079-0.0139865j -0.00439347+0.00150525j -0.00298208+0.00804384j -0.00488486-0.00970932j -0.00277478-0.00521672j -0.00501526+0.00479632j 0.00580981+0.00614455j -0.00470669+0.00144005j 0.00472957-0.00267538j -0.00525794+0.0100766j -0.000114047-0.0013317j -0.00522344-0.00134307j -0.00121513+0.0101305j 0.00551184-0.00451372j -0.000136367+0.0027058j -0.00388017-0.00089422j -0.000363924-0.00126106j 0.00454811+0.000507618j -0.000124608+0.000238196j -0.000742204-0.000927623j 0.0001985-0.000175569j 0.00247434+0.00016929j 0.000936256-0.000620482j 0.00114536+0.00237196j 0.00364115+0.000955088j 0.00139996+3.46067e-05j 0.000310535-0.000305925j 0.000505168+0.00126635j -0.000719023-0.00136366j -0.000745274-0.000177711j -0.00276905+0.000395317j 0.000362458-0.000747143j -0.000272609+0.000457228j 0.00049715-0.000387825j -0.000537222-3.60882e-06j -0.000849319-0.000793541j -0.000972476+0.000265928j 0.000419473-0.000134869j -0.000114822+0.000512051j 
