0.00215047-0.000331293j 0.00660777+0.00517381j 0.0190354-0.0039737j 0.00737693-0.00210101j -0.0274935+0.00558286j -0.0112381+0.00302678j 0.00917023-0.00306479j 0.00430871-0.00111724j 0.00488918-0.00166461j -0.0343806-0.00715717j -0.00847954-0.0102945j 0.00966902+0.00632382j -0.00235819-0.00205643j 0.00123688-0.00621867j -0.00667441-0.0211269j 0.00379753+0.0105315j -0.00317761+0.0072827j 0.00140737-0.00167368j 0.000473143+0.00461371j -0.000543147-0.00376099j -0.00136066+0.00766889j 0.001361-0.0126015j -0.000838128+0.0112586j -0.000689155-0.000781294j -0.003816-0.00642605j 0.000224761+0.0044904j 0.00318247+0.00355813j 0.000161328+0.0172295j 0.00105536+0.012305j 0.00227337-0.006981j 0.00125551-0.017014j 0.00597292-0.00443371j 0.00432334-0.0142296j 0.000955915+0.00944413j -0.00219093+0.00651121j -0.000737739+0.00283684j -0.000357072+0.00354085j 0.00371381-0.00287892j 0.00123919-0.00175303j 0.00101315+8.43129e-05j -0.000870458+0.000697651j 0.000773471+0.00148151j 0.000941499-0.00116125j -0.00313797+0.00348006j 0.00108212-0.000135473j 0.0012792+0.000142029j 0.00105539-0.00174552j 7.52123e-05+0.00170779j -0.000872947-0.000543816j -0.00171712+0.00213314j 0.00189981-0.000656181j 0.00124798+6.56606e-05j 0.00358386-0.000839403j -0.00231731-0.00216466j -1.92975e-05-0.00255702j -0.00356213+0.00438195j 0.00333909+0.00405617j -0.00065948+0.00589692j -0.00235219+0.000187843j -0.00131801+0.00286323j -3.32411e-05-0.000891197j 0.000298342-0.000500905j 0.000766948+0.00160863j -0.00184593+0.00117697j 0.00142023-0.00111257j 0.000691877+0.00338973j 0.00162277+0.00333482j -0.00108578+0.00233361j -0.000234456-0.000850225j 
-0.00578287+0.00245426j -0.0171251+0.0060865j -0.00670493-0.00139824j -0.00288642+0.00772537j 0.00427173+0.0048547j -0.000149491-0.00213201j -0.000885552-0.00305803j -0.0016046+0.00304119j 0.000130285-0.00348567j 0.000647575-0.00538657j -0.00783527+0.00433619j 0.039604-0.0256994j 0.0112342-0.0302663j 0.0173377-0.0108155j 0.00743573-0.00434979j 0.00202183-0.00523972j 0.00464012-0.0155418j 0.000829008-0.00332622j -0.0138015+0.00292055j 0.000328248+0.000291174j 0.00105752-0.00111096j 0.00451785-0.00260042j -0.00370343+0.00107669j 0.00265404+0.0020298j 0.00130138+0.00347984j -0.000690934+0.0125278j 0.000749303+0.00121725j 0.00640522+0.000417292j 0.00265973-0.00652821j -0.00671765+0.006994j -0.00393876+0.0110454j -0.00496422+0.0105118j 0.00199569+0.00452241j -0.00499898+0.00945245j 0.0175333-0.0133403j -0.0253006-0.00213676j 0.00140714-0.00283364j 0.0271-0.0179797j 0.0018971+0.0180851j 0.0252431-0.0120941j -0.0120968+0.0189534j 0.00497657+0.000801046j -0.0293896+0.0149684j 0.0213792-0.00779603j -0.00319431-0.00165775j -0.000716001+0.00826667j 0.000440571-0.0181491j -0.00385906+0.0151381j 0.00128317-0.00239217j 0.00101047-0.00168696j -0.00434636-0.011484j -0.0154533+0.00324965j 0.0302178-0.0150994j 0.00662576+0.00324112j 0.00540009+0.00403337j -0.0237616+0.0190589j -0.0165827+0.0018085j 0.0203718-0.030596j -0.00146472+0.0174644j -0.0101795+0.00526211j -0.0133154+0.0245188j -0.000341546-0.00917431j 0.0124699+0.0138541j 0.00687652+0.00661519j -0.00463539-0.0126052j 0.00246841+0.0304852j 0.00727023-0.0243845j -0.00232228+0.00805615j -0.00498724+0.0214149j 
-0.00215908-0.00542052j -0.00768109-0.0148833j 0.0160478-0.0109201j 0.00263245+0.00480083j 0.000965282+0.000217118j 0.00580878-0.00234557j -0.00371874-0.00396562j -0.00156955-0.00295105j 0.00236205-0.00266219j 0.00361324+0.00110253j 0.0121449-0.00264857j 0.00229238+0.023252j -0.000896674+0.00209562j 0.00720954-0.00264204j -0.00596553+0.00349407j 0.00219297+0.00883962j -0.0028375-0.00982549j 0.00299561+0.00210335j 0.00139715-0.00258283j -0.00116899-0.0028187j 6.5737e-05-0.00203096j 0.00271755-0.00104049j -0.000381501-0.000270452j -0.000770532+0.00199176j -0.00462184+0.00205176j -0.00783811+0.00823534j 0.00151649-0.000300529j -0.00132283+0.00224556j -0.0128497-0.00417228j 0.00700898+0.00558279j -0.00904771-0.00736792j 0.00742563+0.00447588j -0.00726207-0.00137774j 0.00895942-0.00486336j 0.00391794-0.0186795j -0.00569418+0.00827253j 0.0133914-0.0121292j -0.00731738+0.00720265j 0.0108543+0.00136075j 0.00718821-0.0116104j 0.0116262+0.00760451j -0.00775856+0.0104415j 0.00234403+0.00731553j -0.000420824-0.0129127j -0.00204531-0.00959826j 0.00545915+0.00157375j -0.0172678+0.0059807j 0.0138874-0.00357171j -0.00883786+0.0242232j 0.00662736-0.0055342j -0.00143926+0.00753733j -0.00226129+0.0033959j 0.00432602-0.00407935j -0.00964691-0.000994892j -0.00814352+0.00237776j 0.00868238+0.00893412j -0.0203294+0.00821124j -0.0109774+0.0126725j -0.0111749-0.00125575j 0.0070431+0.00596174j -0.00309593+0.0121244j -0.000597087-0.00370274j -0.00467886-0.0246099j -0.0027441-0.0116151j 0.00445668-0.00395926j -0.00853627+0.0014369j -0.00188284+0.00211309j -0.0109492+0.00178609j 0.00372942-0.0056972j 
0.00222705-0.000617673j 0.00320203+0.000562159j 0.0058738-0.00245284j 0.00410109+0.000366168j -0.00184163+0.00477803j 0.000790755-0.00316354j -0.00180399+0.000684208j 3.051e-05+0.000693626j 0.000222315-0.00268108j -0.000648801-0.00197543j 0.00491327-0.00784781j -0.0180634-0.00924367j -0.00511327-0.0209678j -0.000722644+0.00358552j -0.0045709+0.00700818j 0.00416676-0.012207j -0.00436541+0.00105624j 0.000625559-0.00292253j 0.00190008-0.00707726j -0.0033278+0.00313758j -0.006019+0.000213068j 0.00246826+0.00310278j -0.000357252-0.00323146j -0.00151551+0.00303048j -0.00126889+0.00679597j -0.00483497+0.00650341j -8.96663e-05+0.000608269j 0.000841814+0.0036348j -0.00228919+0.000904765j 0.00249813-0.00554474j -0.00246046+0.0116815j 0.00166624+0.000895301j -0.00389995+0.0032642j 0.0045824+0.00252025j -0.0102861+0.0116011j 0.015857-0.0430237j -0.012076-0.00942405j 0.00192145-0.0146772j -0.00646469-0.000862863j -0.00571129-0.00381934j -0.00865858+0.0055038j 0.00702932-0.00181323j 0.00772806-0.00422174j -0.00769047+0.00336441j -0.000137673-0.00182998j 0.00527098+0.00579867j -0.0113996-0.0166577j 0.0122905+0.0127119j -0.00789267-0.00993331j 0.00358746+0.00507021j -0.00407367-0.00551096j 0.00545113+0.00277196j -0.0201574+0.00119786j -0.0100434-0.00097864j -0.00722469+0.00276798j 0.0173897-0.00729136j -0.00806801+0.0312772j -0.0324719+0.0065102j -0.0164152-0.00173312j 0.0102378+0.0106166j -0.0548398-0.0452425j 0.00772893-0.00103732j -0.0263273-0.0209693j -0.00430932+0.0126524j 0.00499718-0.0172282j -0.0434418-0.0339816j 0.0444959+0.00787125j 0.000906337-0.00102909j -0.0141482-0.0246959j 
-8.40826e-06+0.000786714j 0.000260102+0.00546237j -0.000187751-0.00152084j -0.000210656-0.00261241j -0.00106114+0.000405089j -6.90729e-05+0.00128892j -7.87524e-05+0.00105213j 0.000431775+0.000231381j -0.0004696+0.0011371j -0.000458184-0.000630632j 0.00486438-0.00803269j 0.00520233-0.00778805j 0.00545227+0.000273951j -0.000243644+0.00053411j -0.00126111+0.000586077j 0.00199152-0.00193042j -0.000867211+0.0103339j -0.00106991-0.00533596j 0.00405524-0.00262197j 0.00111056+0.00257993j 0.00301914+0.0048692j -0.000247953-0.00271204j -0.000100518+0.000828687j -0.000353199+0.000776154j -0.000887406+0.00194756j -0.00221476+0.00278706j -0.000446336-0.0014868j -0.00365343+0.00259744j -0.00161429+0.00659217j 0.000174375-0.00424419j -0.00630714+0.00148035j -0.00258851-0.00452307j -0.00772383+0.00064387j -0.0035032+0.0020386j 0.00472188-0.00190001j 0.0125739-0.00252575j 0.0131217-0.00174076j 0.00862321-0.00716348j 0.0109371-0.0108966j 0.0179332-0.0156191j 0.00299506-0.0109626j -0.00538949+0.00775545j -0.0105898+0.00338342j 0.0122082+0.00252402j 0.00294475+0.0115483j -0.00124921-0.00727064j -0.00349045+0.0189679j -0.00122776-0.0123234j -0.00953239+0.00306609j 0.00303163-0.00426441j -0.00310288-0.00251538j -0.0171721+0.0172317j 0.0203693-0.0158171j -0.00796282+0.0203607j -0.0016482+0.006646j 0.00390619-0.0160956j -0.0384794+0.0425643j -0.00627202+0.0131856j 0.00495953+0.0312136j -0.0369868+0.021441j 0.0417381+0.0148061j -0.00671115-0.000903199j 0.0301244+0.0155465j -0.00495116-0.00222996j 0.000990976+0.00454781j 0.020091-0.00421148j -0.042863-0.0223346j -0.00930057-0.00459738j 0.0114195+0.0193121j 
0.000296861+0.00313673j 0.00247826+0.00618489j -0.00636557+0.0107417j -0.00325896+0.00590204j 0.00247912-0.00503717j -0.00085722+0.00313676j 0.00208234-0.00221412j 0.0015887+0.00160811j 0.000810247+0.00213578j -0.00221639+0.00126605j -0.0137575+0.0100179j 0.00898137-0.0160538j 0.00126446+0.00546493j 0.00858505-0.0111402j 0.00444155-0.014036j -0.00287782+0.0104833j 0.00486723-0.0085319j 0.00148038+0.00117336j -0.00887432+0.0171756j 0.00359235-0.00417758j 0.00691667-0.00402868j 0.00122831-0.00686416j -0.0017854+0.00624931j 0.00217463-0.00572926j 0.00193198-0.0085852j -0.000234674-0.00419973j 7.53655e-05+0.000520424j 0.000375548-0.00598725j 0.0025261-0.00358321j -0.00363263+0.0122334j 0.00265079-0.009646j -0.00384454+0.00964144j 0.00225972-0.0110517j -0.000925833+0.011707j 0.0205832-0.0305886j -0.0378796+0.0671281j 0.0132287-0.00909771j 0.00645389-0.00229806j 0.00601191-0.0124522j 0.0143465-0.0181602j 0.00617578-0.0148554j -0.00726278+0.0173076j -0.0166254+0.0137336j 0.0114336-0.0105096j -0.00421127+0.0101832j 0.000400689-0.00118762j -0.00248916+0.00655784j -0.00129474+0.00133372j 0.00176964+0.00133847j 0.00148954+0.00418376j 0.00388549+0.0039945j -0.00636021+0.0208178j 0.016303-0.0312825j -0.00177233-0.0102062j -0.0013316-0.0180207j -0.00509449+0.00791179j -0.0172978-0.0244976j -0.00167588-0.032768j -0.0209611-0.00866553j -0.00613237-0.0121317j -0.0259977-0.00896598j 0.00435448+0.00897821j -0.0257966-0.0164146j 0.00507523-0.00180329j -0.0064639+0.0116199j -0.0343296-0.00476303j 0.0352948-0.0117331j 0.00374371-0.00698474j -0.0171586-0.00735422j 
-0.00329537+0.00163231j -0.00789667+0.0100622j -0.00430124-0.0118538j -0.00192084-0.00308149j 0.0011856+0.00405068j -0.00130323-0.000127942j -0.000422229+0.0027114j 0.00193917+0.00187471j -0.00202807+0.00159708j -0.00155355-0.00178733j 0.00430515-0.0214515j 0.0256488-0.00558983j 0.00456079+0.0028831j -0.00926761-0.00254265j 0.00509408-0.00165467j -0.00830569-0.0010545j 0.00349099+0.00589053j 0.00203143-0.00464303j 0.00273876-0.000893284j 0.00136181+0.000784986j 0.00433116+0.000222318j -0.00505197-0.00738972j 0.0026332+0.00450678j -0.00063297-0.00160174j -0.00185645-0.00408271j 0.0033329+0.00660298j -0.00169192+0.000374277j -0.00741694+0.00338915j -0.00323996+0.00461468j 0.013863+0.0033625j -0.00302912+0.00461736j 0.012341-0.000647783j -0.000340207+0.0104866j 0.0092395+0.00156464j -0.00558056-0.000926582j 0.0264292-0.0254581j -0.0217329-0.00816175j -0.0174858-0.000288295j -0.00316088+0.00717589j -0.0114567+0.00572773j 0.00413321+0.00944733j 0.00124969-0.00552951j 0.00182879+0.00475946j -0.00307346-0.00871179j -0.00955726-0.00762176j 0.00816289+0.00783201j -0.0176122-0.0173654j 0.0161119+0.0108374j 0.00147651-0.0019114j -0.00480984-0.00376804j -0.0150626-0.00565146j 0.00809709-0.00843958j -0.0158709+0.00881692j 0.0168596+0.00329526j 0.00395612+0.00621206j 0.00629051+0.0324138j -0.0109768+0.00995888j -0.0156908+0.00731852j -0.0163692+0.0178508j 0.00342651+0.0127479j -0.0311326-0.0045456j -0.00122407+0.0111192j -0.00474467+0.00205426j 0.00145392-0.017152j -0.00399351+0.0342029j -0.0362224+0.0108338j 0.0102833+0.00124739j 0.011246-0.00521896j 0.0009372-0.0049555j 
-0.00178442+0.00143242j -0.00444049+0.00490232j -0.00391684+0.000930475j 0.000199163-0.00161803j 0.00280888-0.000650097j -0.00343542+0.00201105j 0.00239159+8.49719e-05j -0.000998649+0.00227504j 9.32916e-05+0.00130856j 0.00293004-0.00292912j -0.00274465-0.000754569j 0.00811147-0.00191204j -0.00172072+0.00390567j -0.00156664-0.00248657j 0.00930157-0.00236913j -0.0015796-0.00119032j -0.00635397+0.00559528j 0.00225145-0.00277538j 0.000401137+0.0012951j -0.000839762+0.000388205j -0.00223613+0.00366509j -0.00125278-0.00208275j 0.00167875+0.00058939j -0.00134524+0.000169444j -0.00315932-0.000490801j 0.0030631-0.0016447j 0.00172495-0.000628808j 0.00323565-0.00272479j 0.00332878-0.00260768j 0.00256198+0.00190346j 0.00449715-0.00439628j -0.00205225+0.00122686j -0.0013117+0.00256344j -0.00346388+0.00330584j -0.00838784+0.00962393j 0.00152333+0.00314651j -0.00560221-0.00316092j 0.00840064-0.0114926j 0.00405427-0.00532151j 0.00263414+0.00231955j -0.00132231-0.00677202j -0.00238472+0.0122664j 0.0187946-0.0282862j -0.0161045+0.0209166j 0.00301384-0.00362791j 0.000413006+0.00255155j -0.00260616-0.00400351j 0.00141742+0.00321001j -0.00761817+0.0087923j 0.00256882-0.0012761j 0.0136393-0.0199526j -0.0183523+0.0180524j 0.0035805-0.00311804j -0.034523+0.0335099j -0.0111192+0.00538139j 0.0315847-0.0211536j -0.00299814-0.0203434j -0.00108421-0.0108518j 0.00555487+0.00871899j 0.00296278-0.0049711j -0.0081246-0.00536843j 0.00241848+0.0120199j 0.000107697-0.00837742j -0.0208049-0.00424684j 0.00994855+0.0228522j 0.0246783+0.0106774j 0.0139198+0.00521792j 0.00698672-0.000785048j 0.000312573-6.10632e-05j 
0.00100204-0.00137308j 0.00291605-0.0072198j 0.0016933-4.85823e-05j 0.00104384-0.0017056j -0.000330829-0.00137657j 0.0010711+0.000312077j -0.00122731-0.00108818j 0.0011946-0.00226864j -0.000694551-0.000459962j -0.00155081+0.000890044j 0.00136851+0.00499869j -0.0079078+0.0163591j -0.00243579+0.00651279j -0.00219864+0.0104686j -0.00780058-0.000240334j 0.00271001+0.00579298j -0.00351111-0.00610824j 0.00125871+0.0034638j 0.00892179-0.000230926j -0.00386081+0.00161439j -0.011964+0.00497535j 0.000559327+0.00511787j 0.00043661-0.00257666j -0.00231205+0.000345536j -0.00166505-0.00337445j 0.00148018-0.00631935j 0.00206789+0.000505936j -0.00547847+2.43202e-05j -0.0118414-0.00155887j 0.000176572-0.00235394j -0.000960535-0.00699127j 0.0101051-0.00640397j 0.00326674-0.00705246j 0.00422917-0.00732121j 0.00586036+0.00981195j -0.00627661+0.00582815j -0.00620322+0.0230147j -0.00100146+0.013615j 0.00317685+0.0144187j 0.0112854+0.021939j 0.00561544-0.00261482j -0.00114066-0.011779j -0.00723411+0.000231413j -0.00241435+0.0101863j -0.0151154+0.0112601j 0.0114571-0.00482951j -0.0265721+0.000808852j 0.0202038-0.00515445j -0.000457233-0.0190821j 0.00580361+0.00352355j -0.00358045+0.00139914j -0.00422087-0.0270292j 0.0054369+0.0217928j -0.0153959-0.00981078j -0.00727965+0.00282434j 0.0151539+0.00501997j -0.0176306-0.0563359j -0.031835+0.00181971j -0.0103446-0.0257321j -0.00568041-0.0272704j 0.00669824-0.00586275j 0.00673066-0.00697689j -0.00841905-0.00602237j 0.00716333-0.0146475j 0.00128816-0.0114201j 0.0118754-0.003939j 0.0103888+0.00418852j 0.0116466+0.00444401j -0.00506144+0.000334827j 
0.000850081-0.00186702j 0.00311613-0.00802135j -0.00526061-0.00301149j 0.000166289-0.00257914j 0.00273745-0.0006587j -0.00125124-0.00114609j 0.00114529+0.000219551j 0.000479921-0.00340946j 0.000789785-0.00143056j -0.00101269+0.00290978j -0.0156618-0.00366007j -0.00681147+0.013335j -0.00562735+0.00674676j 0.00181001+0.0104949j 0.00118458+3.8769e-05j -0.00405081+0.00557104j -0.00215513-0.00275577j -0.00227725+0.0032178j 0.000759674-0.00547718j 0.00284341+0.000378223j 0.00227961+0.00571834j -0.00169978+0.000713305j 4.9031e-05-0.000260775j -0.00118976+0.000961066j -0.00297669-0.00191743j 0.00402195-0.00322463j 0.000153828+0.00300143j 0.00341881+0.00334168j 0.00305004+0.00520098j 0.00197647-0.00830739j 0.00474012+0.00413993j -0.000872188-0.0127137j 0.00233492+0.00383524j 0.00589428-0.0099679j 0.00386779-0.00396449j -0.0164809+0.0054344j -0.0103131+0.0137196j -0.00529708+0.00525503j -0.00619044-0.000208025j -0.00815057-0.0127065j -0.00172967+0.00114488j 0.00351867+0.0148049j 0.000287617+0.0167847j 0.00022109-0.00971013j 0.00494983+0.0262705j 0.00197903-0.0170536j -0.00576121+0.0414947j 0.00607326-0.031987j -0.00765581+0.00164669j 0.00340529-0.00117829j -0.00207274-0.00465925j 0.0126484+0.00518905j -0.0127769+0.00181463j 0.00365459+0.00567671j -0.00259664+0.00491102j -0.000197546-0.021425j 0.0255629+0.0171224j -0.0144262+0.0519372j 0.0189747-0.017262j 0.0126723+0.011845j -0.000320627-0.0112056j 0.00256465+0.0157679j -0.0196465-0.0143318j 0.0123897+0.0260698j -0.00680594+0.01293j -0.014467-0.00587513j -0.00891295+0.00657337j 0.00559805+0.0128422j -0.00449764-0.00211185j 
0.00116169-0.000526837j -0.0015281+0.000135918j 0.00713007-0.00134396j 0.0033047+0.0014588j -0.000849345+0.00133399j -0.00037598-0.0007876j 0.00088558-0.000452474j -0.000241628-0.000565671j 0.00250804-0.0017961j 0.00203487+0.000661263j 0.0101338+0.000414576j -0.000477544-0.00175773j 0.000718524+0.000218264j -0.00227559+0.00238398j 0.00196106-0.00458475j -0.00195874+0.00012708j -0.00937877+0.00138763j 0.00293211+0.000117411j 0.000314317+0.00177708j 0.000414806-0.00124335j 0.00308868-0.00460469j 0.00121262-0.000149575j -0.000180199-0.00162602j -0.00078749-0.000823285j -0.00474064+0.00126026j -0.00703338+0.000328446j 7.66846e-05+0.00167848j 0.000840611-0.00514472j 0.00253916-0.00607684j 0.00748101-0.00274689j -0.00120669+0.000263833j -0.00099759+2.60231e-05j -0.00131748-0.00201569j 0.000289525-0.000581108j 0.00186704+0.000653485j 0.00853225+0.000705364j 0.00215513+0.00224099j 0.000750093+0.00696232j 0.00488745+0.0151302j 0.00460678+0.0118491j 0.00819771+0.0316421j -0.0131692-0.00121747j -0.00571743+0.00159031j 0.00537891-0.0114509j -0.00520964-0.00561068j 0.00188115+0.00567464j -0.00633358-0.0177469j 0.00355326+0.0117386j -0.0024981-0.01435j -0.000522306+0.0113741j 0.00881444-0.0133201j -0.00310877-0.0139991j 0.00516102+0.0161186j 0.00132657-0.0352915j -0.00330411-0.0143079j 0.00201332+0.0174546j -0.0215389-0.0134027j -0.00542764-0.0171792j -0.00651688-0.0187322j -0.0125456-0.0169947j 0.01177+0.0154599j -0.00732297+0.0133757j -0.000304471+0.0216512j 0.000487584+0.0380857j -0.0049895+0.0150338j 0.0263431-0.0267338j 0.00580649-0.0177671j -0.000446043-0.00380859j 0.00173829+0.0034535j 
0.00103368+5.23922e-05j 0.0012749-0.0012295j 0.000453979+0.00235692j -0.000431045+0.000251729j -0.000186545-0.00046984j 0.000124013-0.000511574j -0.000435595+0.000469395j 0.000451852+0.000548971j 0.000923369+0.000797313j -0.000430772+0.000220432j -0.000987361+0.000863659j -0.00185755+0.00172844j -0.00145143-0.000678521j 0.000155546+0.00029216j 0.00167467+0.00247644j 0.000745703+0.00148523j -0.00130698+0.000517084j 0.00359687+0.00125191j 0.000756635+0.00115232j 0.000486674-0.0011633j 0.00201539-0.00149044j 0.000632323+0.000496194j -9.2709e-06-0.000279152j -0.000567729-0.000314451j -0.00288007+0.00038161j 0.000380973+0.000996407j -0.000199869+0.000632983j -0.000382359-0.00130221j 0.00512778+0.00170028j 0.00314876-0.00122551j 0.00135747-0.000804198j -0.00232171-0.000346825j -0.000662841-0.00173389j 0.000517627-0.00241807j -0.00056812+0.00246919j -0.00117303-0.0012771j 0.00380956+0.000568106j -0.013007-0.010566j 0.0102219+0.00265772j 0.0124135+0.0109192j -0.014962-0.0179619j 0.00532313+0.00897791j 0.0117278-0.00175501j -0.00899673-0.000234118j -0.0114802-0.00424553j -0.000956806+0.00179557j 0.00308789-0.000170799j -0.00111825+0.000611418j 0.00577552+0.0126601j -0.00617413-0.0026738j -0.0159645-0.00922927j -0.0183765-0.0134179j -0.00453301-0.00206848j -0.0118772-0.0163671j -0.00354469-0.00833242j -0.00995596-0.0160085j 0.00334982+0.00297143j -0.00621892-0.00118421j 0.0013286-0.00375435j -0.00181177-0.00383331j -0.00501983+0.000535761j -0.0627673+0.000599017j -0.00252094-0.00083715j 0.0235639+0.00408605j 0.0264672+0.00167442j 0.00389166-0.00181066j 0.000450667+0.000164935j 0.000913045+0.000600548j -0.000159729+7.65617e-05j 
0.00138486-0.00177042j 0.00140879-0.00269008j 0.00178511-0.00317227j 0.00112574-0.00217145j 0.000122787-0.000978062j -0.000628366+0.00171462j 0.000519181-0.00160941j 0.000565482-0.00110317j 0.00134189-0.000257036j 0.00107311-0.00131107j -0.00175059-0.000361999j -0.004203+0.00675757j -0.00266873+0.00412826j -0.00177967+0.00615715j 0.0042653-0.0096993j -0.00292306+0.00446959j -0.00940469+0.00879925j 0.00418115-0.00615428j -0.00273327+0.00440802j 0.00195325-0.00401813j 0.0100101-0.0112349j -0.00119683+0.00352108j 0.000308622-0.00222481j -0.00171624+0.00468311j -0.00751087+0.0114172j -0.00557565+0.00501408j -0.000165931+0.00401942j 0.00528877-0.00552349j 0.0121199-0.0180985j 0.0149458-0.0199813j 0.00312327-0.00442668j -0.00612287+0.0075423j -0.0015518+0.00287145j 0.00532845-0.00826039j 0.00332439+4.7068e-05j -0.00270539-0.00103873j -0.00102855+0.00467345j 0.00311025+0.00469056j -0.000504655+0.00161395j -0.00289108+0.000462897j -0.00277017-0.00986737j -0.00738183-0.00653742j 0.000834476+0.00475806j 0.00404262+0.00528012j -0.00145667+0.00372529j 0.00239383-0.004023j -0.00724051+0.00630977j 0.00589378-0.00516201j -0.00377905-0.00513093j -0.000685833-0.00488685j 0.00599678+0.0135585j 0.0016538-0.00876708j -0.00035346+0.00059833j 0.00694151+0.000653487j 0.00440056+0.00182637j 0.00147714-0.0023597j -0.000349073-0.00402582j -0.00784092+0.010163j -0.000528892-0.00543068j 0.000564187-0.00162698j 0.00274689-0.00328652j -0.0128422-0.0189725j -0.0106252-0.0104509j -0.0149132-0.0181635j -0.0245911-0.0211217j -0.00243014+0.00243101j -0.000852492+0.00446713j 0.00188936+0.00294675j -0.0016078-0.00030478j 
-8.76511e-05+0.00155201j -0.00242838+0.00608981j 0.0042433+0.000784938j -0.000278222-0.00110919j -0.0004329+0.000967541j -0.000710226+0.00157021j 0.00173491-0.00090372j 0.000424881+0.000104207j 0.00155084+0.000672657j 0.00127318-0.000854573j 0.00434424-0.000476841j 0.00775444-0.00948478j 0.000673714-0.00373923j -0.00157079+0.00236864j 0.00693922-0.00245495j -0.00304267+0.00283223j -0.00440625+0.00450609j -0.00220248+0.00799011j -0.00209144+0.00273713j 0.00224171+0.0024134j 0.00351064+0.0108813j -0.000356495-0.000800721j -0.000339182-0.000841529j -0.000552497-0.00105526j -0.00192289-0.00708587j -0.00250216+0.0014732j -0.00224899+0.000774681j 0.00504576-0.00487405j 0.00545277+0.00392458j 0.00595961+0.00670882j -0.00313257+0.00120718j -0.00128103-0.00157092j -0.00331993+0.00388727j -0.00280911+0.0085792j 0.00537436-0.00853237j 0.000533749+0.006488j -0.00251266+0.017934j -0.0138866-0.0200276j -0.00332853+0.0224628j 0.0061375-0.000935298j -0.0191198+0.0177763j 0.014293-0.0200372j -0.0171861+0.0343581j 0.0100275-0.0161906j -0.00544668+0.00288824j 0.00368326-0.00296793j -0.00387968+0.00256714j 0.00367105-0.00349145j 0.0127934-0.0100823j 0.00137363-0.0135694j 0.00130669-0.0257362j 0.00399382-0.0162001j 0.00290784-0.0143823j -0.0109641+0.0236762j -0.0136166+0.0220553j -0.011923+0.0234297j 0.00307823-0.00759332j 0.00997333-0.00166239j -0.0113143+0.00318166j -0.00149336+0.0103315j 0.0144851+0.0034924j 0.0102732+0.00433529j -0.0294296-0.00411802j -0.0136898-0.0161138j 0.0342269+0.0164211j -0.00803252+0.00555078j 0.000877591-0.00236697j -0.00324119-0.00239316j -0.00108073+0.00111377j 
0.000926253+0.000802471j -0.000904026-0.00154104j 0.00169184+0.0018527j 0.00163624+0.00169382j 0.000704404+0.000123315j -0.00183987-0.00162936j 0.00101765+0.00112671j -0.000438474-0.000293439j -0.000370857+0.00118991j 0.00183836+0.00291607j 0.000563475+0.000742127j -0.00115457+0.00173156j -0.000320394+7.6216e-06j -0.00156282-0.00314907j 0.00523619+0.00856301j -0.0031222-0.00588266j -0.0106526-0.0166647j 0.00483534+0.00389702j -0.00548912-0.0085743j 0.00290937+0.00354692j 0.00864978+0.0136094j -0.00114102-0.00175846j 0.00178063+0.00127405j -0.00330772-0.00232202j -0.00900217-0.00940417j -0.00731791-0.0107745j -0.00238036-0.00220226j 0.00546382+0.0120334j 0.0106868+0.0193144j 0.012521+0.0211602j 0.00449099+0.00503438j -0.0080972-0.0123585j -0.00110713-0.00615331j 0.00385426+0.00233618j -0.000655015+0.00209111j 0.00145447+0.0021234j 0.00274127-0.000409568j 0.00434355+0.00931897j 0.000760691+0.000123248j 0.00243403+0.000710453j 0.0183742-0.00573362j 0.00330777-0.00220426j 0.00151122-0.000108251j -0.0104209+0.00206118j 0.00383449-0.00256103j -0.00103497+0.00091272j 0.00215064-0.00355222j -0.00295847+0.00298319j -0.00343993-0.00275981j 0.00868683+0.00214629j -0.0102825+0.00920427j 0.00354623-0.00515841j 0.00718569+0.00740637j -0.00549376-0.011321j 0.00103634-0.00516892j 0.00796364-0.0015925j -0.00689015-0.00350455j -0.00155461-0.0020992j -0.0017145-0.00686589j -0.00216704-0.00663486j -0.00245264+0.00130859j 0.0140992-0.0115208j 0.0135173+0.00107468j 0.0261185-0.00262366j 0.0160653-0.0132246j 0.0023823-0.00502315j 0.000327611-0.00185017j 0.00246864-0.00065911j 0.000384382+0.00059377j 
