0.00215047-0.000331293j 0.00660777+0.00517381j 0.0190354-0.0039737j 0.00737693-0.00210101j -0.0274935+0.00558286j -0.0112381+0.00302678j 0.00917023-0.00306479j 0.00430871-0.00111724j 0.00488918-0.00166461j -0.0343806-0.00715717j -0.00847954-0.0102945j 0.00966902+0.00632382j -0.00235819-0.00205643j 0.00123688-0.00621867j -0.00667441-0.0211269j 0.00379753+0.0105315j -0.00317761+0.0072827j 0.00140737-0.00167368j 0.000473143+0.00461371j -0.000543147-0.00376099j -0.00136066+0.00766889j 0.001361-0.0126015j -0.000838128+0.0112586j -0.000689155-0.000781294j -0.003816-0.00642605j 0.000224761+0.0044904j 0.00318247+0.00355813j 0.000161328+0.0172295j 0.00105536+0.012305j 0.00227337-0.006981j 0.00125551-0.017014j 0.00597292-0.00443371j 0.00432334-0.0142296j 0.000955915+0.00944413j -0.00219093+0.00651121j -0.000737739+0.00283684j -0.000357072+0.00354085j 0.00371381-0.00287892j 0.00123919-0.00175303j 0.00101315+8.43129e-05j -0.000870458+0.000697651j 0.000773471+0.00148151j 0.000941499-0.00116125j -0.00313797+0.00348006j 0.00108212-0.000135473j 0.0012792+0.000142029j 0.00105539-0.00174552j 7.52123e-05+0.00170779j -0.000872947-0.000543816j -0.00171712+0.00213314j 0.00189981-0.000656181j 0.00124798+6.56606e-05j 0.00358386-0.000839403j -0.00231731-0.00216466j -1.92975e-05-0.00255702j -0.00356213+0.00438195j 0.00333909+0.00405617j -0.00065948+0.00589692j -0.00235219+0.000187843j -0.00131801+0.00286323j -3.32411e-05-0.000891197j 0.000298342-0.000500905j 0.000766948+0.00160863j -0.00184593+0.00117697j 0.00142023-0.00111257j 0.000691877+0.00338973j 0.00162277+0.00333482j -0.00108578+0.00233361j -0.000234456-0.000850225j 
-9.11588e-06-0.00156017j 0.00190601+0.00273733j -0.00925043-0.00181456j -0.00692259+0.000820445j -0.0117247+0.00399148j 0.0030064-0.000580806j 0.00133162+0.000265695j 0.0184314-0.00923121j -0.00786072+0.00099123j 0.0267349+0.00378261j 9.46354e-06+0.00548905j -0.000960304+0.000819595j -4.50617e-05+0.00743378j 0.00464418+0.00505268j 0.0066842+0.00286741j 0.000587382+0.00123716j 0.00693488+0.00656629j 0.000807584-0.015278j -0.00747742+0.0106954j 0.00116766+0.00406948j 0.00875436-0.00567369j 0.00229523-0.000203902j -0.000327057+0.00198661j 0.00380045-0.00755113j 0.00166504-0.0134979j -0.0082925+0.00323908j -0.000227039-0.00395809j 0.00263676-0.00768115j -0.00125512-0.00810085j -0.00187857-0.00969836j -0.0127254+0.00153632j 0.00292591-0.00109957j 0.00642827+0.0176223j -0.0168905+0.00848758j -0.0156145-0.00568519j 0.00428522+0.00906941j -0.000249812+0.0133217j 0.00437957+0.00304307j 0.00260582+0.00347583j 0.00518894+0.00242796j -0.000639751-0.000734953j -0.00396079-0.00162282j -0.00499239-0.00217103j 0.00070653+0.00410459j 0.00287889+0.00593652j -0.000742249-0.00618925j 0.000671514+0.0161798j 0.00195367-0.0128908j -0.00946868+0.00364384j 0.00197218-0.0014915j -0.000925917+0.0074965j -0.00371953+0.000473102j -0.000424575-0.00479235j -0.0087451-0.00211317j 0.00263219-0.00480915j -2.21241e-05-0.0154918j -0.015386-0.00557117j -0.0243026+0.0147683j -0.00313609-0.0117178j -0.0112131-0.00471255j -0.00133451-0.00379609j 0.00188666-0.000841962j -0.0020038+0.00319858j -0.00421861-0.00600026j 0.00493101+0.00303453j 0.000220161-0.00397605j -0.0090933+0.0184691j -0.0132937-0.00529527j 0.00613363-0.0061375j 
-0.00070688+5.66877e-05j -0.00021702-0.000286408j 0.00313492+0.00505758j 0.00592299+0.0033501j 0.0125654+0.00103469j -0.00765452-0.00188343j 0.00190521-0.00115872j -0.0321348-0.000639044j 0.00841962+0.000917594j -0.022121-0.0156268j 0.00244233+0.00574033j 0.00432785-0.0013881j 0.000100941+0.00206039j 0.00290692-0.00878417j -0.00101611-0.0104973j -0.000798906-7.12225e-05j -0.000579436-0.0103277j 0.0050853+0.0134988j -0.00746-0.000575145j 0.00129568-0.000823471j 0.00472149+0.00315789j 0.00482044-0.00491132j -0.00547203-0.00190405j 0.00321558+0.00825217j 0.00351238+0.0109506j 0.000578684+0.00704958j 0.00257301+0.00909396j -0.00294478+0.00153487j -0.000265901+0.0105459j -0.0057872+0.00417096j -0.0016318+0.00107026j -0.00184745+0.0135649j -0.00201938-0.00132347j 0.0114763-0.0104278j -0.00465377+0.0056066j 0.0082384+0.00764745j 0.00376884+0.0123468j 0.00297831+0.00413904j 0.00255412-0.0019209j 0.00558572-0.00286752j -0.000539149-0.0039242j 0.00150344+0.00249377j 0.00379416+0.00641465j 0.00452883-0.000675618j 0.00175509+0.00968296j 0.00130699-0.00816054j -0.00632338+0.0195557j -4.72736e-05-0.0134746j -0.00134999+0.000753147j 0.00515399-0.00129161j -0.000389832+0.000881755j -0.00377652+0.00119444j 0.00456427+0.00108723j -0.00480788+0.00282483j -0.0111436+0.00527198j 0.00636849-0.00435559j -0.0128455-0.000341171j -0.00630749+0.0206029j -0.00941717-0.00364149j -0.00865108+0.00469766j 0.000556489-0.00492218j -0.000966309+0.00063777j 0.0025121-0.00209943j -0.00241371+0.00332406j -0.000115709-0.00196895j 0.00307601-0.00607464j 0.00159641+0.0119392j -0.0095049+0.00391849j 0.00225055-0.00543197j 
0.00064093+4.22493e-05j 0.000873467-0.000291578j 0.00481658-0.010078j -0.000209335-0.00557222j 0.00109926-0.0175965j 0.00173632+0.00834997j -0.00313518-0.00401385j 0.00368267+0.0377234j 0.00229969-0.0151191j -0.00945278+0.0354232j -0.00640286+0.00176203j 0.00343222-0.000927085j 0.00681404-0.00817835j 0.00134097+0.00475379j 0.00272359+0.000703343j 0.0046208+0.000956998j 0.00789959-0.00413452j -0.0123891-0.000637093j 0.00105962+0.00202558j -0.0066212+0.00237502j -0.0176136+0.00563202j -0.00281573+0.00137921j 0.00509057-0.00226617j -0.00744215+0.00190464j -0.00135605+0.00310356j -0.0125152+0.00469434j -0.00476559-0.00310256j -0.00856041+0.00245561j 0.00877417+0.000274226j -0.000947046-0.00564613j 0.011262-0.0011885j -0.0210727-0.00766862j -0.0115926-0.00264718j 0.00934354-0.00141087j -0.00204592-0.00034925j 0.000699908+0.0054634j 0.00050813+0.0020613j -0.00390904+1.06474e-05j 0.00492588+0.00268502j 0.000722879-0.00044073j 0.00239765-6.69626e-05j -0.00086274+0.00202346j 0.000209162+0.00178448j 0.000164243-0.000496379j -0.00038134+0.00319201j 0.000286207-0.00301466j -0.00166646+0.00248811j 0.000650665-0.00720436j -0.000466306+0.0040008j -0.00148875-0.00331349j 0.0030062+0.000526779j -0.000844859+0.00258306j -0.00268804-0.000573371j 0.000498799+0.00498599j -0.00318532-0.00210889j 0.0061352-0.00271208j -0.00673328-0.00499716j 5.35263e-06+0.00211462j 0.00260889-0.00273823j -0.000353083-0.00155713j -0.000208817-0.00160744j -0.000720772-0.000460434j 0.000464116+0.000381151j 0.00139759-0.00103764j -0.00176223-5.66747e-05j -0.000935179-0.00354972j -0.00310573+0.0023883j -0.00129863-0.00269093j 0.00136927-0.000764581j 
0.00103216+0.00285195j -0.00684897+0.00396745j 0.00737959-0.00981806j 0.00071992-0.00410947j 0.0315056-0.0293033j 0.0125137-0.0173251j -0.0109232+0.0122519j -0.00646703-0.00928788j 0.00600166-0.00167233j -0.000761971+0.00193537j -0.00208988+0.00345398j -0.00662007+0.00585618j 0.0116284-0.0216671j -0.00524454+0.00288349j -0.00207411-0.00297017j -0.0116754+0.011058j -0.00255817-0.00130562j 0.00631959-0.00822593j -0.0151356+0.00732789j 0.000298654-0.00770704j -0.00876704+0.00392497j -0.00734295+0.0037201j 0.000345686+0.002518j 0.000663326-0.00442279j -0.00695874+0.00980374j 0.00593891-0.000364456j 0.00827831-0.00494426j -0.00767612+0.0053457j 0.00665857+0.00418423j -0.00847055+0.004023j -0.000497616+0.00289498j -0.000958872-0.00208436j -0.0132492-0.0056041j -0.00507744-0.00462673j 0.00242536-0.00165226j 0.00122258+0.00133056j -0.000332311-0.00230308j -0.00328983+0.000187621j 0.000758241+0.00195878j -0.00280033+0.0051608j -0.00195794+0.00319359j 0.000355901-0.000833221j 0.00213747+0.0001935j 0.00107127-0.000974324j 0.000572186-0.000380946j 0.000230416-0.00150245j 0.00285505+0.00456472j 0.00361461+0.0012929j 0.00302911+0.00362101j -0.000238778-0.00234892j -0.00100524-0.000247432j -0.000271363+0.00154725j 0.00288295+0.000388137j 0.00268947+0.00617221j -0.000905374+0.00208488j 0.00484487-0.00123845j -0.00340679-0.00629171j 0.000570112-0.00525914j 0.00628296-0.000397278j 0.00359414-0.00227944j -0.000793055+0.000366587j -0.00038338+0.000159339j -0.00126585-0.000301584j 0.00250984-0.000653931j -0.00225705+0.000895557j -0.00251718-0.00470763j -0.00446437-0.00354989j 0.00244246-0.0038159j 0.000574661+0.000933519j 
0.00271879-0.000782456j 0.0107668+0.0104493j -0.00852519-0.00957673j -0.00460772-0.0032897j -0.0318279-0.0355657j -0.0159735-0.013429j 0.0125381+0.0119139j -0.00293056+0.0117124j -0.00182439-0.00533382j 0.00676366+0.00392651j 0.000965014+0.00595528j -0.00480292-0.00254939j 0.0141254+0.00400469j -0.000374146+0.00271953j 0.00278182-0.00106473j -0.007969-0.0139083j 0.00112227-0.000791573j 0.0080224+0.0052355j -0.00797936-0.0130393j 0.00251295+0.0115581j -0.00962634-0.00366184j -0.00482329-0.00763831j 0.000863897-0.000583237j -0.00362902+0.00382399j -0.00749906-0.0141462j 0.00513989+0.00381634j 0.00553978+0.00890883j 0.00150223-0.00471377j 0.000914628-0.00580106j -0.00485897-0.00542333j -0.00463662-0.00655538j -0.00241172+0.00110276j 0.00213144+0.00592389j 0.00447564+0.00562653j 0.00121823+0.000300723j 0.00127507-0.000689731j 0.00437235+0.00127535j -0.00180139-0.00101827j 0.00117055+0.000551277j -0.00306945-0.00310253j -0.00199205-0.00357648j -0.000790317+0.00131642j -0.00254714-0.000931289j 0.00145715+0.0012421j 3.50933e-08+0.00155742j 0.000375507+0.000445045j -0.00402256-0.000782754j -0.0011229+0.00538231j -0.00385312-0.0010248j 0.000647112+0.000800384j -0.00128226+0.000137107j 0.000977145-0.000562212j -0.00111121+0.0028997j 0.000402356-0.00467409j 0.00203777-0.00397746j -0.00220616+0.00330255j 0.00131138+0.00387287j -0.000116497+0.0027253j -0.00380781+0.000940115j -0.00156897+0.00187988j 0.000419947-0.000284182j 0.000268064-0.000751676j 0.000626406+0.000188373j -0.000753426+0.000887182j 0.00116452-0.00156189j 0.00113666+0.00327064j 0.00252467+0.00137339j -0.00112282+0.00282722j -0.000488253-0.000382807j 
-0.000872145-0.000874925j 0.000136733+0.00241929j 0.00122379-0.00409045j 0.0007382-0.00102847j 0.0129619-0.00265544j 0.00918038-9.88928e-05j -0.00786845-7.15735e-05j 0.000258658+0.0132091j -0.00386462-0.00553545j 0.00881394-0.00302475j 0.0103268+0.0112062j 0.00374089+0.00530173j 0.00495857-0.00241168j 0.00922311-0.00460863j 0.00113406-0.00829048j -0.00167783+0.00317078j -0.00354063-0.00338792j -0.00208401+0.00235118j -0.000124916+0.00951745j -0.00048589-0.00531851j -0.0012978-0.000280545j 0.00346596-0.000739156j -0.00464931+0.00523156j -0.00271362-0.00389694j -0.0145891+0.00250073j -0.000846222-0.00692158j 0.00799572-0.00453619j -0.00412222-0.0155121j -0.00475276-0.00314885j 0.00233527+0.00924123j -0.00597498+0.0117932j 0.0101349+0.0106533j 0.032305+0.0151079j 0.0232661+0.0139167j 0.000555001+0.00823534j 0.00184112-0.0118832j 0.00941589+0.00405562j 0.00464403-0.00167032j 0.00164623-0.00402696j 0.00569369-0.00380926j -0.00290966-0.0042243j 0.000423375+0.00550986j -0.00255056+0.00444673j 0.00859191-0.00283682j 0.00338445+0.00725648j 0.0011415-0.000687733j -0.00132111-0.00230098j 0.00364895-0.000193481j -0.00544783-0.0102445j 0.00814343+0.00373746j 0.000384651+0.00139031j -0.00168691+0.00108236j 0.00542302-0.00570763j -0.00441155-0.0150317j -0.00794926-0.00478018j -0.00420007+0.00751801j 0.0132575+0.0209953j 3.47018e-05+0.0301269j -0.0290539+0.00557215j -0.0137734+0.0131855j 0.00157297-0.00120357j -0.000707379-0.00133525j 0.00632778-0.00146551j -0.00721552+0.00770074j 0.00421346-0.00697704j 0.0107517+0.01175j 0.0199729+0.013341j -0.0103211+0.019059j -0.00267883-0.00548239j 
0.000440733-0.00375527j -0.000793067+0.00414587j 4.41645e-05-0.00439303j 0.00337134+0.00074805j 0.0085494+0.00349996j -0.00617682+0.00147813j 0.00461181-0.00339199j -0.0206259-0.00151348j 0.0103983-0.0047824j 0.00453568+0.00833617j -0.00428935+0.0066349j -0.0103008+0.000863878j -0.00391374-0.00347226j 0.00165368+0.00152314j 0.00402507-0.00188249j -0.00165883-0.00388239j 0.00531509-0.00166845j -0.0156147+0.00281006j -0.00586038-0.000260402j 0.00264272+0.00211774j 0.00512821+0.00158027j 0.00272968+0.00166955j -0.00589255-0.00582822j 0.00227576+0.00404272j 0.00399437+0.00450853j -0.00749143+0.0115263j 0.000920597+0.00357416j 0.00492563-0.00161914j -0.00902571+7.55677e-05j -0.0137235+0.00251751j -0.0101648-0.00297122j -0.00604513+0.0270379j 0.0170488+0.0200156j -0.0135909+0.0102035j -0.0100474-0.00284418j 0.00369131-0.00370009j 0.000217112+0.00215943j -0.00097431+0.00331319j -0.00225118+0.00432739j 0.00425478+0.0161556j -0.00499251+0.00507521j 0.00126225-0.00562892j -0.00685564-0.0158162j 0.00789127+0.00713809j 0.00563378-0.0114442j 0.00144179+0.004908j -0.00178615-0.00901741j -0.000933395+0.00500083j -0.0032097+0.00534504j 0.00389171+0.00431167j -0.0091626+0.00823395j 0.00403177+0.000842429j -0.00643672+0.00198321j 0.00548273-0.0161793j 0.00140328-0.0126829j -0.0092164-0.00635202j -0.00810432-0.0181106j -0.0241788-0.00340821j 0.00536072-0.00592976j -0.00818891-0.0139478j -0.000846029+0.0024418j 0.0028181-0.00216304j -0.00663222+0.00918602j -0.00446152-0.00904164j 0.00620115+0.00425478j -0.00330779-0.000888093j -0.0149934+0.0110181j -0.00924341-0.0140611j 0.00651925-0.00309836j 
6.98843e-05-0.000686296j 0.00503128+0.00232155j -0.00210904-0.00578575j -0.00291124+0.0023996j 0.00216835+0.000112724j 0.015356-0.00479312j -0.00108218+0.00178791j -0.00915159+0.00475113j -0.0165722-0.00576132j -0.0180828-0.00626541j -0.000958049+0.000575548j -0.00791078+0.00157478j -0.00290156+0.000378717j -0.00111759-0.00654237j 0.00755757-0.00516852j -0.00627895-0.0033643j 0.00943298+0.0021172j 0.00215297+0.00636381j 0.00202311+0.000388698j -0.00148335-0.00192155j 0.0113344-0.00519856j 0.0147702-0.00775548j 0.00513655+0.00554629j 0.00826424+0.00409106j -0.00878567-0.00032261j 0.00356034+0.00272993j 0.00947751-0.00129145j -0.0100504-8.83063e-05j 0.010504-0.0065063j 0.00879651+0.00347968j -0.00963633+0.00787608j -0.0134187-0.00736192j 0.00552796-0.022441j 0.000346165-0.0124823j -0.00194402-0.0020886j -0.000495188-0.00290797j -0.00685685+0.00350867j 0.00889628-0.000797866j -0.00147073+0.00274911j -0.00230067+0.0081085j -0.00575282+0.0069838j 0.00707553-0.00384498j 0.00378956-0.00995668j 0.00195811+0.00412369j -0.00133889-0.0063607j 0.00252336-0.00266719j 0.0104376-0.00224831j -0.00594562+0.000586697j 0.00279821+0.00725928j 0.000428587+0.00104204j 0.0131653-0.00177169j -0.00602768+0.0107226j 0.0111433+0.00100381j -0.00291821-0.0048212j -0.0136736-0.000635696j -0.000788492-0.00560852j 0.0152345-0.00418205j -0.0141746-0.002247j -0.000135903-0.00458239j -0.00448016-0.00698025j -0.0022975+0.000292741j 4.34199e-05-0.000102119j -0.00408416+0.0044843j -0.00669622-0.00842221j 0.00138042+0.00534927j 0.00337246-0.000293013j -0.00597118+0.00718763j -0.00404511-0.00795845j 0.00408519-0.00189636j 
-0.000323201-0.00194791j 0.0018445-0.000958364j -0.0147147-0.000727599j -0.00369957-0.00184149j 0.00223178-0.00257716j 0.00283676-0.000475209j 0.00945935+0.00297562j -0.00208579+0.014074j -0.00518525-0.00074105j 0.014391+0.00629095j 0.00883211+0.00544669j -0.00118739+0.00491047j -0.00133662+0.00114172j 0.00958304-0.00350672j -0.00223951-0.000888239j -0.00494584+0.000645729j 0.0115455-0.00484647j -0.000973177+0.00129195j 0.00665323+0.00153191j 0.000203203-0.00413031j 0.0105295-0.0120655j 0.000929499-0.00400507j -0.000312139+0.0045102j 0.00354162-0.00395435j -0.00915178-0.00275822j 0.0031952+0.00333747j 0.00195797-0.00106486j 0.00387216+0.00650518j -0.0362613-0.0035999j 0.00382344+0.0119233j 0.00798348+0.00300346j -0.000421553+0.00756476j 0.00558546-0.00923842j 0.00565084+0.012854j 0.00406544+0.00973675j 0.00644728-0.000654305j -0.000845813+0.0061986j 0.00233465+0.0025853j -0.00566118-0.000248549j -0.004976-0.00437431j -0.010137-0.00148076j 0.0101863+0.00176714j -0.00166149+0.00598427j -0.000809777-0.00182826j 0.00149809+0.00375929j -0.00123087-0.00291627j -0.0011314+0.00601066j 0.00117351-0.00472819j 0.00201508-0.000180326j -0.000612912-0.00295068j -0.00187997-0.00204023j -0.000679891-0.00787446j 0.0118393+0.0164483j -0.00406805+0.0126052j -0.00172435+0.0107526j -0.0137246+0.00185083j -0.00484706+0.00674746j 0.000749921-0.00853729j 0.00124372-0.00327429j 0.00398597-0.00103073j -0.00111265+0.000457963j 0.000817057+0.00232125j -0.00191161-0.00443528j -0.00103751+0.00174798j 0.000908417+0.00181759j -0.00253814-0.00636909j -0.000482513-0.00614715j 0.00385605-0.00220023j -0.0012338+0.00126058j 
-0.00336604-0.000724452j -0.00327965+0.00146697j -0.0015556+0.00293815j 0.000446212-0.000874082j 0.00869087+0.00353546j 0.00850255+0.00298837j 0.00421408-0.00124631j -0.00527024-0.0010708j -0.00590228-0.000306093j 0.000308246-0.0082255j -0.000171101+0.0038273j -0.000273422-2.06973e-05j 0.00100752+0.00178055j -0.000545968+0.00555602j 6.53648e-05+0.00389991j -0.00310251+0.00313784j 0.00659115-0.00386863j 0.00211684-0.00479762j -0.000400557+0.00280551j -0.00776596+0.000847444j -0.000407881-0.00395638j 0.00864722+0.00581926j 0.00808092-0.00562148j -0.00422614-8.9311e-05j 0.00592208-0.00379343j 0.0103278-0.00447171j 0.0198594-0.00339136j 0.00428285+0.00316895j 0.000900429+0.00709545j 0.00668841+0.00558354j 0.00342538-0.00819316j -0.0241791-0.000873685j -0.00955144+0.00380241j -0.00186937+0.0154186j 0.000972804+0.00322906j 0.00579976+0.000635356j 0.00262097+0.0018964j -0.00271284-0.00372972j -0.00339347-0.00805636j -0.000253076-0.00231507j -0.00176675+0.00544753j 0.00469846+0.00576594j 0.00288801-0.00248606j 0.0125756+0.00185495j -0.00261267-0.000525446j 0.0165816-0.00387239j -0.00253981+0.00440903j 0.00510436-0.00793669j -0.00941216+0.00594111j 0.0116331+0.00962022j -0.0051364-0.0125632j -0.0010827+0.0076947j -0.0104293+0.0170912j 0.0111024-0.0209918j -0.0148191+0.00383949j -0.00746163+0.0149527j -0.0178541-0.0074694j 0.00537821+0.00159291j 0.00797835+0.00436864j 0.00397721+0.00204248j 0.00186115-0.0018956j -0.00202559+0.000249117j -0.00463549-0.00038933j -0.00322705+0.0042372j -0.00271313-0.00358557j -0.00371952-0.00268264j -0.00426638-0.00363138j 0.00217951-0.00116069j -2.82796e-05+0.00102243j 
-0.000562063+0.00168321j -0.00125441-0.00258413j -0.0075332+0.00480979j -0.000365906+0.00351272j 0.00155715+0.00221006j -0.000359601+0.0011067j 0.00122593-0.00178517j -0.00612633+0.00120298j -0.00575777+0.00136628j 0.00381509-0.00191209j 0.00257986+0.00228717j -0.00082874+0.0045847j 0.000390392+0.00514091j 0.00431938-0.000147387j -0.000652308+0.000498532j 0.0135146-0.00136898j -0.0110672-0.00324398j 0.00864602-0.00551348j -0.00452247+0.0068273j -0.007595+0.00251067j -0.0184694-0.00142707j 0.00679016-0.00844076j -0.00104655+0.000561423j 2.01508e-05-0.00328995j -0.00132968-0.0112451j -0.000621504+0.00659674j -0.00727953-0.000464442j -0.0084971+0.0018367j 0.0551451+0.00309197j 0.00804988+0.00712601j 0.0026438-0.00467231j 0.00338356+0.0085216j -0.00733722+0.00163425j 0.00426643+0.0116189j 0.00567814+0.00454829j 0.004253-0.00525717j 0.00532221+0.00787054j -0.00148648+0.0120795j 0.0035388+0.00678575j 0.000115094+0.00506182j -0.00560579+0.00528736j 0.00309454-0.00234069j -0.00785323+0.00537711j 0.00970927-0.00767896j 0.00266972-0.00204201j -0.00119132+0.00119933j -0.00397005-0.00864969j 0.00214523+0.00970729j -0.00735852-3.3026e-05j -0.0024748-0.00357614j -0.00358975-0.00303401j -0.000554111+0.00147914j -0.00146933+0.00139058j 0.0121556+0.0176623j 0.00282587+0.00377315j 0.0164797-0.0151223j -0.0100591-0.0101364j -0.00323973+0.00295337j -0.00292105+0.00279003j -0.00407996+1.41809e-05j -0.00158251+0.00127007j -0.00217282+0.0010428j 0.000715569-0.0010384j 0.00750234+0.00112725j -0.00868534+0.00052317j -0.00403455-0.0107925j -0.0048814+0.000415443j -0.00406685-0.00124613j 0.00233522-0.00262044j 
0.000391377+0.0023479j -0.00194038-0.00253332j -0.00143983+0.00179717j -0.00586014-2.94022e-05j 0.0222075+0.00336595j 0.00613395-0.00110736j -0.0138994+0.000317917j -0.0233655-0.00257631j 0.00265786+0.00352577j -0.0194263+0.00354788j 0.0011413+0.00410599j 0.00399225+0.00154647j 0.00119972-0.00047054j -0.00604195-0.00604164j 0.00234646-0.00504451j 0.0032357-0.00408333j 0.000693565+0.00470005j 0.00141562+0.00674975j 0.000485363+0.0034416j 0.00230131-0.0024962j -0.00279895+0.00256004j -0.0143903-0.00334745j -0.00241983+0.00427595j -0.000155489-0.000374672j -0.000533238-0.0019386j -0.0032259+0.0048997j -0.0149031-0.00018871j 0.00236772+0.00377762j -0.0105359-0.0221045j -0.00745333+0.00656003j 0.0111667+0.00608156j 0.00994091+0.00150592j -0.00718548-0.00796137j -0.00372395-0.00490154j 0.0062385+0.00390377j 0.00648597-0.00325078j 0.00329918+0.0024901j -0.00492257-0.000766313j -0.00412504-0.00196027j -0.00153802-0.00271639j -0.00689563-0.0104682j 0.00318063-0.00152539j -0.00951865-0.00552717j 0.00194587+0.00706054j 0.00768456+0.00238744j -0.00733099-0.00505973j -0.00382888+0.00107238j 0.00156462-0.0010055j -0.00356098-0.00395102j 0.00248918-0.0106625j -0.00351871+0.0149873j -0.00187155-0.0168089j 0.00744438-0.00168575j 0.00186899-0.000803378j 0.00515446-0.00659305j -0.004713+0.00297547j -0.00652945+0.00711424j -0.00819946+0.00174067j -0.001974+4.16944e-05j -0.00197498-0.000122751j -0.00136702-0.00261317j 0.00354983-0.00161441j -0.00369157-0.0026645j -8.47916e-05-0.00200435j 0.00545155-0.000873084j -0.00136866+0.000116679j -0.00278583+0.0029047j -0.00329471-0.000261987j 0.00146697-0.00115056j 
0.00103254+0.00247302j -4.60394e-05-0.000791851j -0.000268622+0.00263264j 0.0027336+0.0034403j -0.00303388-0.00437347j 0.00293676-0.00283916j 0.00486674+0.001687j 0.00151658+0.00519479j -0.000307318-0.00108113j -0.000734417-0.000689566j 0.000343244+0.000282485j -0.000198068-0.000206324j 0.000391829+0.00322746j 0.00499819+0.00308238j 0.000848323-0.00130024j -0.00431204+0.0073089j 0.00178453-0.011608j -0.000652836-0.00403038j 0.00610936-0.00580654j -0.00110985+5.61938e-05j 0.00852554-0.0136206j 0.0192828+0.00541077j 0.00788968-0.00615354j 0.0304275+0.00652857j -0.020731+0.00342592j 0.00942179-0.00920452j -0.00908342-0.0133973j -0.00249672-0.00121387j 0.00477644+0.0154219j 0.00838212-0.00930862j 0.000584081-0.00488334j -0.00692748+0.0165728j -0.00380291+0.00916883j -0.0101058+0.00706431j -0.00221277+0.00275677j 0.000857029-0.000846208j -0.00424602-0.000759481j 0.0108924-0.00699595j 0.00925183+0.00216368j 0.00143793-0.00266291j -0.00761825+0.000471258j 0.000472203-0.00250051j -0.0038715-0.00431543j -0.0120885-0.00518948j 0.00115905+0.0047189j -0.0170432-0.00412582j -0.0136943-0.0017379j 0.0124974+0.00207802j -0.0078807-0.0085267j -0.0141083-0.00371099j 0.0124596+0.0147835j 0.00730489-0.0185613j -0.00575031-0.00563582j -0.00752144+0.00301985j -0.00564213-0.00991681j -0.0140894+0.00234761j -0.00571231+0.00211564j 0.0046948+0.000728443j 0.00326841+0.00189171j 0.00155587+0.000845188j 0.0016254-0.000201609j 0.00145456-0.00119798j -0.000958689-0.0020631j -0.00416932-0.002532j 0.00268992-0.000180583j 0.000340086+0.0033843j 0.000249188+0.0013623j 0.000388907+0.00129027j -0.000262461-5.71511e-05j 
0.00135959-0.000164041j 0.00195554+2.92147e-05j -0.000749024-0.000546789j -0.00535168+0.000860011j 0.000243549-0.00190375j -0.000623757+7.88426e-05j -0.00618687-0.000770823j -0.0014289+0.00410759j -0.00248005-0.00119756j -0.00080027-0.000264025j 0.000336466+0.00115267j -0.00128571+0.000420422j -0.00154876+0.00272377j 0.00182287-0.00165044j 0.00334468-0.00295602j 0.000241422+0.00197905j 0.00204092-0.0049744j 0.00215764-0.00303037j 0.000460762-9.94221e-05j -0.00276955+0.000457301j 0.00238163-0.00348115j 0.00354282+0.0116148j 0.00164224+0.00282348j 0.00193525-0.0178021j -0.00555676+0.0186407j 0.00239071+0.000942986j -0.000920673+0.0273561j -0.00252086-0.000413788j 0.00852519+0.00677018j 0.00275764+0.00881131j -0.000620897-0.00594068j -0.00796635-0.00211596j -7.87264e-05-0.000909112j 0.000334859+0.00399945j -0.000316003+0.00260889j 0.000954108-0.00180849j -0.00234623+0.00160703j 0.00692761-0.00321102j 0.000257787+0.000826454j 0.00326768+0.00167174j 0.00112543+0.00254586j 0.00306497+0.000404835j 0.00265729+0.00444126j -0.00228611+0.00558639j 0.00115602-0.00457434j -0.00916205+0.033943j -0.0017317+0.0111768j -0.000957967-0.00676992j 0.0054846-0.0032455j 0.00803905+0.0128286j -0.0181233+0.00284768j 0.0261183-0.00498997j 0.00883873+0.000571918j -0.0234088+0.00347166j 0.00904271-0.00367979j -0.00187461+0.00091771j -0.00506625-0.000632218j 0.0019008+0.00103474j 0.00271611+0.000932241j 0.000983206-6.29299e-05j -0.000267346-0.000562909j 0.00180647+0.00245612j -0.000850512+0.000831009j -0.000331583+0.0008362j 0.00135676+0.00299217j -0.000211561-0.00084866j -0.00187895+0.0013415j -0.000742211-0.000698898j 0.0008936-0.000674169j 
