-0.101445+0.0359666j 0.204046-0.100404j 0.491058+0.054713j -0.254279-0.209539j -0.338457-0.0479424j 0.344903-0.59889j 0.183484-0.111501j -0.358823-0.414241j 0.828647-0.365117j -0.272804+0.0374395j -0.415844+0.282669j 0.188228+0.822409j -0.0868201+0.618316j -0.50022-0.0633389j 0.156046-0.0978208j -0.040814-0.278017j 0.110554+0.0936389j -0.339437+0.173496j -0.229046-0.193562j -0.0242354+0.0529035j -0.397083-0.734195j 0.286736-0.0427811j -0.118985-0.0563079j -0.437+0.113124j -0.0617106-0.13349j -0.0218846+0.152027j 0.220655-0.136352j 0.239851-0.597838j -0.214808+0.164167j -0.815551-0.463186j -0.0150106+0.681823j 0.132847-0.740391j -0.267776-0.183265j -0.347019+0.43051j 0.571332+0.171478j -1.38436-0.585683j 0.0827372+0.0019978j 0.084348+1.21859j 0.90433+1.41847j 0.0270594-0.109905j -0.710532+0.339435j -1.13446+0.168612j 0.756651-1.44514j -0.160688+0.18533j -0.62319+0.168877j 0.354986+0.164347j 0.2542+0.107152j 0.0555027-0.26499j 0.296453-0.324638j -0.499047-0.0660887j 0.151631+0.0831221j -0.7857+1.05705j 0.296766-0.297574j 0.125804-0.302904j 0.0967287-0.942146j 0.297172+0.118322j -0.454812-0.191423j -0.451191-0.162169j -0.79758-0.453006j -0.47892+0.083287j -0.26789+0.507736j -0.612823-0.393452j 0.339442-0.190463j -0.0190113+0.295315j 0.205021+0.0654094j -0.316881-0.121706j 0.0738538+0.372414j 0.402494+0.825896j 1.19978-0.673129j 
0.0419433-0.281273j 0.0814299+0.311005j 0.195214+0.0743207j -0.682354+0.218011j 0.373964-0.502362j -0.0525915+0.241087j 0.321014-0.211904j -0.25111+1.06832j 0.584204+0.0237792j -0.484143+0.0922412j 0.496477+0.156449j 0.0390988+0.517646j -0.0998676-0.303806j -0.366574+0.251396j 0.638301+0.437645j 0.223394+0.564854j -0.443326+0.437666j -0.035162-0.519606j 0.216827+0.477501j -0.749211+0.651705j 0.423192+0.375471j 0.6425-0.217809j -0.774566+0.564099j 0.543853+0.335514j 0.0942104-0.530215j -0.244718+0.339906j -0.305978-0.622542j 1.10334-0.0237183j -0.0898417+0.230265j 0.750608+0.356168j 0.192309+0.574408j -0.0722156-0.104804j 0.959652-0.334346j -0.135134-0.0181876j -0.432454+0.151849j 0.226497-0.263497j -0.0899612-0.050421j 0.727199-1.22971j 0.569765+0.168346j -0.41994-0.611173j -0.613003+0.37724j 0.0186647-0.429106j -0.411688+0.0614432j -0.0981727+0.259654j -0.0916614+0.20729j 0.861118+0.513092j 0.398075-0.0778059j -0.374718+0.533938j 0.481371-0.0938923j 0.440251-0.884021j 0.178177-0.447877j 0.033915+0.279776j 0.310286-0.625875j -0.67799+0.170205j 1.22992-0.124121j 0.514588-0.179445j 0.258508+0.0288859j 0.882313+0.0536454j 0.264112-0.411346j -0.709567-0.611645j -0.0722816+0.733163j 0.206503+1.23378j -0.328914-0.276834j -1.01629-0.329314j 0.068104+0.418886j -0.925658-0.565632j 0.0306133-0.300574j 0.716765+0.71912j 0.0962278+0.875261j 
0.313519-0.112911j -0.294262+0.0488615j 0.102979+0.031303j -0.474032-0.512769j 0.719275+0.156152j 0.0565739-0.0872946j 0.248654+0.247426j -0.916749+0.152454j 0.170257+0.304991j -0.28535-0.119417j 0.293037+0.509503j -0.886853-0.345702j 0.299068-0.182462j -0.500266-0.484629j -0.467719+0.86055j -0.696278+0.767322j -0.29497-0.101904j 0.584605-0.311009j -0.995729-0.493209j -1.45742-0.771225j -0.523964+0.463558j 0.471339+1.12408j -0.880219-0.329371j 0.328173+1.25561j -0.0948767+0.628588j -1.23695-0.833915j 0.858614-0.113884j 0.320191+0.442159j -0.0370124-0.00895066j 0.161485+0.608165j -0.0813676-0.124882j -0.0221887-0.131394j -0.308017+0.456313j -0.397615-0.30828j 0.239773+0.0206614j -0.0724558-0.0623185j 0.0786158-0.0324547j 0.0512352+0.693424j -0.101964+0.244124j 0.216233+0.0789422j 0.472497-0.785418j 0.298478+0.14862j -0.236058-0.603833j -0.180998-0.486145j -0.220865-0.337637j -1.08214-0.153073j 0.0207787+0.0950024j -0.334031-0.454277j 0.426542+0.0751644j -0.310773+0.394429j 0.172191+0.394711j -0.734557-0.264668j 0.182299+1.12039j -0.0748362+0.151719j -1.14822+0.42601j -0.136363+0.650325j -0.56038-0.0426779j -0.202488-0.301868j 0.0721529+1.17129j 0.832519+0.317031j 0.391753-0.317596j 0.134029-1.11142j 0.0584872-0.383427j 1.48558+0.0250397j -0.806961-0.443614j 0.343671+0.788122j -0.0764951+0.600114j -0.258681+0.350418j -0.175988+0.325247j 
0.0663354+0.117779j -0.0759311-0.118464j 0.130378-0.159069j -0.440179+0.201625j -0.157878+0.313964j -0.566668-0.249726j 0.401+0.0281262j -0.350424+0.15064j -0.305511+0.349768j -0.868236-0.539868j -0.67989-0.215867j -0.328458+0.479816j 0.570216+0.0318928j -0.346815+0.0753366j 0.45109-0.0578955j -0.58407-0.212667j -0.898582+0.501738j 0.215042-0.422308j 0.680878-0.292014j -1.18441-0.194191j -0.317669+0.910682j -0.166217-0.145827j 0.0868983-0.176841j 0.112467-0.267684j 0.265443-1.01871j -0.730377-0.0605183j -0.281265-0.599964j 0.0568633+0.526704j 0.143185-0.270548j -0.187951+0.01058j 0.143007-0.629334j -0.180236+0.383661j -0.0681738+0.101015j 0.699203+0.374931j -0.404764-0.610732j -0.386068+0.489319j -0.193081-0.317762j 0.589204+0.496077j -0.258065+0.131729j -0.681068-0.336748j 0.00858888+0.759773j 0.372706+0.406376j 0.844008-0.121696j -0.166939-0.850947j -0.785398+0.151795j 0.374768+0.244186j -0.259421-0.107914j -0.360727-0.0340355j 0.176798-0.318073j -0.247057-0.0546865j 0.748229-0.549006j -0.231388-1.09196j 0.257565+0.500484j 0.467689+0.0422469j -1.30442+0.672449j -0.00490424+1.07658j 0.279809+1.12708j -0.783442-0.00168844j 0.0686654-0.249513j 0.280672-0.840783j -0.123753-0.0581805j 0.171166+0.0759875j 0.803483+0.107322j 0.111849-0.0952794j -0.341132+1.12254j -0.465208-0.145707j 0.266345-0.708086j -0.427942+0.0709708j 0.104935-0.741538j 
0.117073-0.209975j -0.124194+0.318375j -0.231118+0.385294j -0.291391-0.363393j 0.499741+0.119228j -0.100833+0.434607j 0.118055+0.44332j -0.82324+0.00924861j 0.124667+0.371114j 0.0891238-0.414437j 0.0214843+0.714462j -0.126498+0.297878j 0.293691+0.0940024j -0.00126593-0.583818j -0.284497+0.462098j -0.38451-0.0452888j -0.207067-0.779015j 0.486502-0.106841j -0.279727+1.21992j 0.137973-0.400492j 0.0108879+0.362605j 0.283744+0.318857j -0.749994-0.600378j -0.809125+0.47287j 1.21017-0.196961j 0.540741+0.502318j 0.260232-0.387521j 0.392379+1.16867j -0.246917-0.037931j -0.107955+1.1725j -0.626483+0.0498972j 0.353629+0.0778676j -0.130663+0.362407j 0.390679-0.0333583j 0.193192-0.203406j 0.24926+0.136334j 0.212562+0.104737j 0.2171+0.683977j -0.455004-0.0969756j 1.14491+0.00224928j -0.272379+0.00551078j -0.0524553+0.406463j 0.295724+0.0170098j 0.326854+0.50173j 0.432674-0.128297j 0.0368273+0.0442246j -0.0354586+0.356334j 0.818243-0.439558j -0.864247+0.830204j 0.792237+0.386473j -0.316167+0.193108j 0.732428+0.315214j -0.329417-1.20076j 0.352635-0.863167j 0.907144+0.201011j 0.0697254-1.02081j 0.239104+0.0519211j 0.102047+0.798174j 0.0906199-0.82599j 0.0262544-0.125082j -0.811122+0.269019j -1.07419+0.541322j -0.154975+0.28282j -0.32251-0.447746j 0.646009-0.594605j 0.269828-1.09095j 0.286388-0.411923j -0.684799-0.65561j -0.622218-0.718401j 
0.290045-0.0171073j 0.0823796+0.109842j 0.363703+0.166912j -0.658325-0.434368j -0.0383406+0.00375796j -0.583541-0.180159j -0.185207-0.0371961j -0.208382+0.461492j 0.188221+0.257512j -0.05686-0.0250899j -0.255404+0.280066j 0.429664-0.245549j -0.84056-0.442764j 0.967689+0.49967j 0.06048+0.951738j 0.124913-0.0633259j -0.661407+0.374821j 0.250144+0.316265j -0.119321-0.351779j 0.124729-0.502627j 0.592638-0.451476j -0.145316+0.136546j 0.0821576-0.936162j 0.699816-1.46019j -0.310924+0.359992j -0.408431-0.721397j 0.201516-0.302351j 0.377901+0.152899j -0.246635-0.040444j 0.0912098+0.332867j 0.158077+0.323308j -0.331931-0.306956j 0.113804+0.714392j 0.68977+0.623176j 0.072285-0.0286565j 0.538647+0.186296j -0.0621973+0.0764697j 0.104822-0.375955j 0.193385+0.0552397j -0.138428-0.0449359j 0.758042-0.123816j -0.794514-0.768922j 0.693784+0.679299j -0.504846+0.337467j 0.889941+0.409439j -0.0754362+0.962671j -0.391183+0.173904j -0.0277591-0.954865j 0.802976-0.644177j 0.460648+0.391208j -0.781657+0.470336j 0.0805374-0.111109j -0.053608+0.773808j 0.212609-0.0879367j -0.270281-0.683973j -0.249297+0.00212067j -0.128475+0.0041672j -0.297048-0.120972j -0.777379-0.602449j -0.132813+0.0631594j -0.238075-0.539016j -0.144889-1.60065j 0.940159-0.0731137j -1.47302+0.0212365j -0.158362+0.16368j 0.658602-0.188828j 0.112708+0.0258995j 0.00946366+0.495348j -0.16065+0.100613j 
-0.102276-0.0984896j -0.330995-0.0841104j -0.592549-0.0622523j 0.727793+0.235542j 0.166088+0.441356j -0.037629+0.35418j -0.186629+0.0993385j 0.516343+0.0120193j -0.191218+0.575463j -0.169038+0.863218j -0.396243+1.10495j 0.273072+0.318377j -0.15571-0.518781j 0.160483+0.179504j -0.809992+0.739256j -0.251404+0.522268j 0.591897+0.349292j -0.605262-0.378437j -0.898366-0.825738j 0.560644+0.909317j 1.471+0.503743j -0.104953+0.890059j -0.376216-0.412757j -0.6194-0.115379j -0.779944+0.0472111j 0.458851+1.04915j -0.13898+0.732321j -0.084487+0.0740093j 0.288416+0.0369448j -0.50919+0.0352542j -0.0930523-0.723361j 0.165264+0.246094j -0.482431-0.178604j 0.303634-0.325577j -0.286602-0.6802j -0.34875+0.221221j -0.0140375-0.0439061j -0.2087-0.213803j -0.59657+0.0966548j -0.598116+0.478668j 0.305977+0.0638393j 0.30707-0.211625j 0.0452405-0.533263j -0.805817-0.632446j -0.456058+0.306011j 0.412428+0.853091j -0.521572+0.437895j -0.339961-0.157465j 0.169158+0.222477j 0.0822194-0.0928921j -0.352028-1.12804j -0.9113-0.0358241j 0.864268+0.270779j 0.248708-0.454829j 0.311962+0.941058j 0.629975+0.582899j 0.00127934+0.383328j -0.441233+0.0518072j 0.194878-0.59734j 0.161456-0.707708j -0.710915+0.189319j 0.123529-0.0279133j 0.471412-0.64311j 0.280328+0.351988j -0.10862+0.136068j -0.464105+0.774476j -0.126769-0.0219234j -0.2-0.249786j 0.273956-0.308866j 
-0.575104+0.103157j 0.0728853-0.329533j 0.254482-0.0103813j 0.0362652+0.0975063j -0.457426+0.177807j 0.195334-0.839123j 0.316973+0.843134j 0.424122+0.0348606j -0.592521+0.142026j -0.13532-0.770544j 0.57906-0.494603j -0.686057-0.117265j 0.113728+0.233558j -0.337003-0.255324j 0.447629+1.47284j 0.236328-0.416921j -1.0806-0.870059j 0.0124194-0.514382j 0.753698+0.633968j 0.0509905-1.30087j -0.0187102+0.125925j 0.32866+0.197463j -0.557933+0.380384j -0.0101354+0.195974j 0.940515-0.88329j 0.465885-0.608642j 0.533817-0.342353j -0.351662-0.0486405j 0.512485+0.226683j 0.388857-0.709222j 0.308765-0.247694j 0.0294965-0.219664j -0.537836-0.255846j -0.294553-0.354435j 0.376013-0.899893j -0.324238-0.32172j 0.440541+0.0703032j -0.840251-0.181257j -0.661905+0.0262265j 0.118844-0.0228487j -0.297361-0.702548j -0.0583601-0.337314j -0.482467+0.0534769j 0.0814045-0.0866615j 0.0567611-0.288575j 0.238001+1.20498j -0.212495+0.731989j -0.248857-0.708652j 0.544534+0.834799j 0.450529-0.137727j -0.823767-0.164198j 0.132239+0.766085j 0.502537-0.0763408j -0.219098-0.372307j 1.16627-0.289519j 0.164492-0.0779876j -0.558132-0.261449j 0.183365-0.473263j 0.334076-0.392421j 0.379667-0.412813j -0.775104+0.454238j -0.457752+0.12746j 0.0496475-0.379458j -0.0348006+0.397197j -0.602238-0.874975j -0.317723+0.364079j 0.127858+0.506781j -0.191521-0.622532j 0.481949+0.0876918j 
0.0758388+0.23002j -0.0274791+0.218232j -0.00321727+0.519784j 0.120022-0.780848j -0.0488732-0.291665j 0.120723-0.89784j 0.134323-0.327989j -0.729243+0.314369j -0.324337+0.241306j -0.0255634-0.228475j -0.21574-0.452551j 0.394024+0.671225j 0.352437-1.40381j -0.55147+1.66589j -1.17411+0.590262j 0.392094+0.429906j -0.815914-0.809968j -0.347337+0.236343j 0.538973+0.113931j 0.509258+0.367017j 0.792074+0.950195j 0.0870367-0.258074j 1.10868+0.152688j 2.55559+0.408897j -0.222422-0.368792j 0.511873-0.545691j 0.369845-0.176826j 0.152695+0.440673j 0.0125192-0.0772468j -0.0439204+0.218881j -0.186579+0.0771779j 0.266285-0.0608915j -0.280508-0.122922j -0.575524+0.0144292j 0.0421921+0.0565491j -0.299846+0.147396j 0.0265427-0.0821802j 0.350337+0.393777j -0.0933558+0.0538641j 0.327459-0.197122j -0.321498+0.127702j 0.732206+0.0809195j -0.676407-0.0333474j 0.0932841-0.410837j -0.653448+0.034674j -0.65523-0.478274j 0.187138-0.317682j 0.489279+0.389638j -0.132562+0.51071j -0.177801+0.0868783j 0.312305-0.304666j -0.175689+0.167474j -0.217438-0.247565j -0.112769+0.162908j 0.324398+0.369244j 0.0877289-0.0610774j 0.079397+0.0153763j 0.1534+0.0185368j 0.784102-0.0426279j 0.331467-0.104754j 0.363205+0.0353171j 0.317412+0.685779j -0.273175+0.410733j 0.626629-0.806345j -0.0737835-0.173653j -0.0995117+0.1862j 0.0249979+0.143194j -0.236822-0.0740291j -0.0848707-0.000336769j 
-0.199166-0.094354j 0.0888269+0.0968558j 0.092639-0.124993j -0.0819421+0.53143j 0.0374439-0.435028j 0.137772+0.107108j 0.289963-0.295402j 0.379646+0.597764j 0.299325-0.0793844j -0.24076+0.361938j 0.561063-0.148812j -0.0467426+0.53327j -0.126552-0.240421j -0.574171+0.244529j 0.754475+0.0685009j 0.425674+0.577485j -0.0768769+0.515629j -0.434928-0.523985j 0.201148+0.389995j -0.558696+1.06443j 0.461896+0.181571j 0.721284-0.364564j -0.34077+0.893345j 0.450903+0.027796j -0.112595-0.441659j -0.229642+0.782269j -0.439036-0.378843j 0.472856-0.571412j -0.0190382+0.268745j 0.605129-0.410214j -0.0796429+0.364632j -0.0787666-0.0171205j 0.893586+0.258725j -0.109129-0.356241j -0.254495-0.388436j 0.102761-0.163714j -0.0186898-0.108343j 1.17727-0.295739j 0.144928+0.411829j -0.0962594-0.660174j -0.620117-0.657062j 0.353265-0.147033j -0.370009-0.60166j -0.228683-0.0669333j -0.435905-0.320623j 0.00473862+1.1115j 0.297636+0.231523j -1.23491-0.0596984j 0.304328+0.0517236j 0.942432-0.183106j 0.893706-0.0111683j -0.508043+0.139003j 0.889093+0.337651j -0.456671-0.436146j 0.465631+1.26496j 0.158603+0.596944j 0.0387393+0.177625j 0.165209+0.578395j 0.628323+0.431444j 0.258958-0.90403j -0.609012+0.0686074j -1.28337+0.787456j -0.035233-0.559661j -0.128472-0.75848j -0.506543+0.619388j -0.115264-0.902217j 0.101735+0.0588907j 0.170397+0.956503j -0.346209+0.777415j 
-0.283474-0.739105j 0.393619-0.346769j 0.0522737-0.341326j -0.180628+0.950163j -0.725874-0.364207j 0.385205+0.152946j -0.9157+0.453547j 0.389697+1.09461j -0.814579-0.944613j -0.078976-0.453974j -0.554567+0.332918j -0.306745-0.589283j 0.223055+0.174467j 0.420278-0.22253j -2.35093+0.0890509j -0.146711-0.262192j 0.572342-0.395793j 0.901994-0.694503j 0.101252-0.0313331j 0.642984+0.268063j -0.529485+1.41619j -1.16481+0.551657j -0.106897-0.980654j -0.327125-0.74559j 1.01937-0.00179017j -0.256164+0.905497j -0.266961+0.482634j -0.231965-0.589662j -0.091106+0.239044j 0.778543-0.340389j 0.293313+0.242712j -0.176773+0.0279921j 0.554894-0.238051j 0.228536+0.269945j 0.481336+0.342565j 0.204211-0.292653j -0.217363+0.16473j 0.265742-0.389253j 0.333247-0.411499j -0.150887-0.451638j -0.0487685+0.138968j 0.12324+0.0806183j 0.425248-0.0201957j 0.59207-0.00739522j 0.204874-0.164346j -0.769139-0.152451j -0.0741223-0.468153j 0.390089+0.135459j -0.552997+0.0224846j -0.0891308+0.0305284j 0.662418+0.183905j 0.134885-0.62265j -0.380557+0.577915j 0.235322+0.27383j -0.635726+0.0866556j -0.422165+0.110067j 0.0599694-0.260067j 0.326039-0.110727j 0.0568822+0.301589j 0.23234+0.493201j 0.18798-0.381926j 0.087887-0.000140535j 0.168518+0.347084j -0.325701-0.0375915j 0.244776+0.0212458j -0.17796-0.530816j -0.0764919-0.208498j 0.352163+0.0725387j 0.0552553+0.285411j 
0.253772-0.014453j -0.0723959+0.195102j -0.368126-0.0119302j 0.571281+0.191518j 0.521059-0.171361j 0.233318-0.140242j -0.157213+0.787186j 0.141557+0.236267j 0.730762-0.0149729j -0.164096-0.01534j -0.0930519-0.873846j -0.056444+0.0963833j -0.28761-1.22706j 0.516892-0.146929j 0.262777+0.393505j -0.312317+0.0322956j -0.164558+0.481352j -0.21999+0.0139751j 1.01118+0.16104j -0.660795+0.254932j -0.596782-0.140341j -0.0636323+0.424144j -0.579052+0.0789715j 0.669089+0.198671j -0.00909855+0.40986j 0.197541+0.33159j 0.0534664+0.484851j 0.168917-0.223052j -0.378333-0.299369j -0.201741-6.10812e-05j -0.642203-0.325774j 0.40857+0.5001j 0.127489+0.035879j -1.06774-0.252684j 0.347895-0.362901j 0.691134-0.930124j 1.07729+0.0198549j -0.0905915-0.311943j 0.250175+0.276473j -0.199201+0.645744j -0.299274+0.854207j -1.06087-0.469966j 0.966768+0.188751j 0.770845-1.42804j -0.194764-0.811527j -0.869517-0.290301j -1.16718-1.03644j 0.148925-0.400363j 1.16981-0.357205j -0.171785+0.12478j 0.219794+0.593827j -0.126832-0.526713j 0.107527+0.0333148j -0.515508-0.0422393j -0.298738-0.722419j -0.480804+1.25603j 0.112634+0.188764j -0.385694-1.08689j -0.384581+0.896065j -0.24281-0.324318j -0.239584+0.333912j -0.00825722+0.36691j -0.321192-0.216666j 0.0526537-0.812941j 0.159718-0.830055j 0.239456+0.237819j -0.38379+0.0172282j 0.427316+0.202902j -0.118534-0.23633j 
-0.226593-0.172669j 0.170657+0.154521j 0.163008+0.270485j -0.0808765-0.159683j -0.0314807-0.265863j 0.403144-0.0305366j -0.249404+0.37526j 0.186232+0.123631j 0.147409-0.194043j 0.585365-0.184203j 0.897452+0.312667j 0.0639376-0.544528j -0.460159+0.0843643j 0.369661-0.163093j -0.0669485+0.904371j 0.651434+0.0932706j 0.352086-0.735941j 0.0651147+0.166931j -0.454973+0.932898j 0.926915-0.466433j 0.183962-0.726091j 0.368606+0.141055j -0.525655-0.0470635j -0.101962-0.0955744j 0.643018+0.581402j 0.656976-0.0855155j 0.555894+0.0792768j 0.0446033-0.202186j -0.176773+0.146843j 0.605174+0.150817j -0.53572+0.314269j 0.397631-0.107298j 0.0522233-0.00423129j 0.0267676-0.406154j 0.130448+0.49916j 0.529205+0.0974099j -0.0289207+0.376649j 0.134838-0.796068j 0.182785-0.0683863j 0.267804+0.70469j 0.876382-0.517777j 0.233907-0.755371j -0.622971-0.563682j -0.727979+0.603424j 0.40274+0.825251j -0.54523+0.182283j -0.451645+0.286545j 0.535327+0.101218j -0.31979+0.179136j 0.0663868+0.711415j -0.958797-0.677513j -0.92025+1.10439j 0.622185-0.274029j 0.0948603-0.295975j 1.32771+1.18146j 1.17269-0.311271j 0.842549-0.701841j 0.358572+0.581425j 0.190905+0.117424j -0.480165-0.0719638j -0.225359-0.288058j -0.0516554-0.743791j -0.21063-0.520275j -0.416425-0.730066j 1.12007-0.287671j 0.547362+0.135049j -0.55095+0.337987j 0.508443+0.0605904j -0.491039+0.179211j 
0.294137+0.181005j 0.082154+0.336951j 0.0569144-0.0980929j -0.0881012+0.021417j 0.00866468-0.113041j 0.0141344+0.808093j 0.410641-0.680441j 0.233769-0.2797j -0.245629-0.290057j -0.76047-0.517087j -0.164508-0.164278j -0.15722+0.0785238j 0.14057+0.1005j 0.546622-0.108237j -0.443818+1.22495j 0.726184-0.301101j 1.28426+0.333377j 0.206808+0.204824j 0.5536-0.196804j 0.0513358+0.00252194j 0.114797+0.00465863j 0.731168-0.551642j 0.348769+0.196445j -0.21064+0.0875112j -0.13576+0.0454612j -0.407765-0.227458j -0.374751-0.148689j 0.265892-0.0372147j -0.188059-0.557795j -0.167473+0.0926969j -0.194481+0.410088j 0.0385972+0.284636j 0.383517-0.0770132j 0.150679-0.212887j -1.2043+1.12542j -0.394742-0.127148j -0.205262-0.796677j -0.25263+0.707659j -0.249483-0.644509j -0.810987-0.623586j -0.353867+0.0858827j -0.438935-0.334639j 0.299208-0.0360691j 1.17134-0.887413j -0.181295-0.340926j -0.205799+0.800493j -0.686718-0.205738j 0.308724-0.941042j -0.373069+0.570262j -0.404172+0.603079j -0.785955-0.778008j -0.400728+0.205359j 1.11119+1.28387j -0.291348+0.905485j -0.635473-0.173518j -0.600955-0.625063j -0.274332-1.35166j -0.379393-0.168309j 0.273097-0.174726j -0.0151309+0.135237j 0.77146+0.98738j -0.0202641+0.042792j -0.389088+0.139594j 0.0541062+0.10725j -0.0526474+0.449279j 0.210263-0.191532j -0.0349558-0.38638j -0.0206031+0.491058j -0.0909033-0.175437j 
0.109849-0.0513858j 0.0858518-0.0873214j 0.273799-0.128652j -0.443659+0.133342j -0.141246+0.126918j -0.666909+0.0144142j -0.0987842-0.0187724j 0.346276+0.39022j 0.213823+0.330522j -0.262963+0.130402j -0.374571+0.178048j 0.291005-0.153485j -0.923232-0.0648387j 0.980664+0.063126j 0.770729+0.619321j 0.0489675-0.262321j -0.620935+0.824586j 0.0957069+0.0350452j 0.0703135-0.514839j -0.135169-0.310894j 0.580562-0.542679j -0.17783+0.0397576j -0.145536-0.678982j -0.14537-1.68422j -0.345938-0.0316004j -0.487302-0.137028j -0.253288-0.25469j 0.243585-0.159779j -0.0203909-0.0313425j 0.0460738-0.137911j 0.138721+0.214691j -0.0699386-0.390998j -0.239083+0.375712j -0.100242+0.929379j 0.197265-0.425807j 0.0317575+0.402103j -0.0205706-0.0659447j 0.653726-0.298841j -0.0531523+0.197556j -0.210768-0.562074j 0.0221437+0.646881j 0.36509-1.08877j -0.166726+1.07249j -0.514642-0.355953j -0.116701+0.815139j -0.882976+1.06711j -0.369407-0.322034j 0.447257-0.672022j 1.01365+0.546117j 0.117226+0.304228j -0.124055-0.615575j 0.395746-0.138214j -0.639273+0.419551j 0.216158-0.0167255j 0.428233-0.479818j -0.333279+0.0528591j -0.287866+0.0665064j 0.0214209-0.444523j 0.168366-1.07864j 0.0462107-0.525163j -0.0671814-0.636241j 1.13334-0.516888j 0.679722+0.688036j -0.987875-1.19717j -0.613368+0.0810447j 0.183492+0.116042j 0.28353-0.018295j -0.341647+0.34404j 0.0683019+0.129221j 
0.27156+0.355986j 0.145973+0.418614j 0.366541+0.0304442j -0.275824-0.614073j -0.323366+0.117605j 0.249173+0.431802j -0.331957+0.548795j 0.339255+0.271811j -0.739095-0.434718j 0.262121+1.09215j 0.0537907+0.320956j -0.489312+0.489283j -0.0658285+0.653837j 0.377249-0.344395j -0.659082-0.392084j -0.696923-0.522521j -0.107262-0.20281j 0.0135153-0.642034j 0.290507+0.384647j 0.400808+0.541159j 0.391904+0.0989349j 0.557265-0.834992j -0.139983-0.250811j -0.241491-0.00088905j 0.0126678+0.613938j 0.0353587-0.682659j 0.118994-0.314505j 0.191038-0.154246j -0.0179063-0.819242j -0.16793+0.051799j -0.240167+0.880172j -0.178668-0.0538064j -0.453292+0.783678j 0.733232+0.546374j 0.297056+0.502767j 0.0266825-0.380036j 1.28202+0.941754j -0.343428-0.30068j -0.592576-0.503574j -0.446108+0.831156j -0.291849+0.10274j 0.337779+0.543715j -0.0507497-0.707537j -0.305077-0.837002j 0.374169-0.233323j -0.496079+0.495484j -0.280946+0.363735j -1.38731+0.57963j -0.461714-0.0873064j -0.865681-0.482175j 1.27184-0.192682j 0.335884+0.163981j 0.170233+0.781725j 0.604603-0.818404j 0.110874+0.35383j -0.145667+0.654174j -0.221344-0.0317428j 1.01315-0.58617j 0.390386-0.689628j -0.26522+0.431356j 0.947906+0.460763j -0.0894063-0.160201j -0.0645038-0.39636j -0.369556+0.19463j 0.237678-0.226038j 0.974454-0.0198786j 0.224268-0.018642j -0.237269+0.317993j 0.061963-0.232686j 
0.155502+0.468535j -0.204601+0.0367193j -0.136717-0.664528j -0.158052+0.999776j 0.303607+0.939796j 0.280419+0.376273j -1.24059+0.134415j -0.338782+0.277139j 0.149673+1.2934j 0.0259835-0.131569j 1.46702-0.134734j -0.119184-0.0390802j 1.90736-0.793858j 0.413646+0.798029j -0.466955+0.517982j -0.133434-0.369389j -0.546198-0.299836j -0.255893-0.28316j -0.0399001+1.65745j -0.341607-0.848263j 0.278585-0.889376j -0.641507-0.0420817j -0.385542-0.902281j -0.248636+0.99631j -0.517923+0.180565j -0.396626+0.493507j -0.704795+0.161203j 0.377121+0.274154j 0.168704-0.223199j -0.0597326-0.391576j 0.353875-0.198767j -0.325762+0.170388j -0.168675+0.0132936j 0.468574-0.479497j 0.152885+0.0931742j 0.285488+0.484769j -0.336513+0.548595j 0.0772033+0.0636098j -0.135705+0.0744061j -0.265262-0.236833j -0.373923-0.195896j 0.637429-0.423116j -0.290824+0.474673j 0.3684+0.561166j 0.254324-0.0205288j 0.382884-0.252617j 0.721681-0.149442j 0.00637724+0.0937859j 0.00639499+0.625975j -0.136711-0.220043j -0.145231-0.213902j 0.183245+0.0597647j 0.089839+0.171842j 0.134875-0.21835j 0.182033+0.187941j -0.405-0.358027j -0.143262+0.00955871j 0.580017+0.0400582j -0.184966-0.341432j 0.253299-0.0465196j -0.0963065-0.174632j -0.0709459-0.136609j 0.20364-0.11641j 0.317578+0.246853j 0.342645+0.22292j -0.130403+0.0174772j 0.0561213-0.132958j -0.0964178+0.149157j 0.140195-0.0857951j 
