-0.101445+0.0359666j 0.204046-0.100404j 0.491058+0.054713j -0.254279-0.209539j -0.338457-0.0479424j 0.344903-0.59889j 0.183484-0.111501j -0.358823-0.414241j 0.828647-0.365117j -0.272804+0.0374395j -0.415844+0.282669j 0.188228+0.822409j -0.0868201+0.618316j -0.50022-0.0633389j 0.156046-0.0978208j -0.040814-0.278017j 0.110554+0.0936389j -0.339437+0.173496j -0.229046-0.193562j -0.0242354+0.0529035j -0.397083-0.734195j 0.286736-0.0427811j -0.118985-0.0563079j -0.437+0.113124j -0.0617106-0.13349j -0.0218846+0.152027j 0.220655-0.136352j 0.239851-0.597838j -0.214808+0.164167j -0.815551-0.463186j -0.0150106+0.681823j 0.132847-0.740391j -0.267776-0.183265j -0.347019+0.43051j 0.571332+0.171478j -1.38436-0.585683j 0.0827372+0.0019978j 0.084348+1.21859j 0.90433+1.41847j 0.0270594-0.109905j -0.710532+0.339435j -1.13446+0.168612j 0.756651-1.44514j -0.160688+0.18533j -0.62319+0.168877j 0.354986+0.164347j 0.2542+0.107152j 0.0555027-0.26499j 0.296453-0.324638j -0.499047-0.0660887j 0.151631+0.0831221j -0.7857+1.05705j 0.296766-0.297574j 0.125804-0.302904j 0.0967287-0.942146j 0.297172+0.118322j -0.454812-0.191423j -0.451191-0.162169j -0.79758-0.453006j -0.47892+0.083287j -0.26789+0.507736j -0.612823-0.393452j 0.339442-0.190463j -0.0190113+0.295315j 0.205021+0.0654094j -0.316881-0.121706j 0.0738538+0.372414j 0.402494+0.825896j 1.19978-0.673129j 
-0.443129+0.16697j -0.456154-0.574555j -0.0170317+0.250759j 0.714638+0.228859j -0.373512+0.480571j -0.112316+1.21152j 0.238143-0.414114j 0.076234+0.860024j -0.09441+0.958241j 0.95839-0.417999j -0.486408+0.0947192j -0.864755-0.835223j 0.210215-0.276899j -0.346082+0.831787j 0.571527+0.320716j -0.625393-0.123043j 0.519958-0.362407j -0.00670122-0.241405j 0.135667+0.297974j -0.115026+0.108209j 1.02869-0.597207j 0.945869+0.301195j -0.35884+0.518879j 0.0670016+0.612334j -0.32437+0.32508j 0.152428+0.435809j 0.341905+0.0849321j 0.0938259+0.0358349j -0.0435061-0.144185j -0.511094+0.0552615j 0.560828-0.505701j -0.146373-0.0840397j -0.0299153-0.350047j 0.796638+0.333087j -0.102437+0.103355j 0.186607-0.145531j 0.0480164-0.155554j 0.228094-0.155032j -0.0107912+0.130523j 0.438624-0.397675j 0.503856+0.379713j 0.850388+0.304004j 0.366923+0.84101j -0.162501+0.502031j -0.474972-0.275548j 0.331883-1.03654j -0.213729+0.30114j -0.399048-0.41813j 0.424746-0.119569j -0.111-0.111884j -0.376599-0.48897j 0.0209966+0.620485j 0.249534+0.614654j -0.26654+0.308779j -0.329846+0.906678j -0.375309+0.0963732j 0.980686-0.0557245j 0.0289822-0.146637j 0.200346+0.0693632j 0.0456266-0.468227j -0.346405+0.0698691j 0.096198-0.494551j 0.196126-0.416663j 0.177125+0.293514j 0.277415-0.0745678j -0.166965+0.144057j -0.279204+0.00941506j 0.217088+0.269424j -0.0429425-0.249749j 
0.97383-0.566592j 0.263043+0.245594j -0.236279-0.264886j -0.035191+0.314753j 0.795403-0.379558j -0.0742946-0.555943j -0.453952+0.773928j 0.366182-0.139015j 0.751934-1.25952j -0.788302-0.250848j -0.145539+0.0292305j 1.27369-0.0190077j -0.499569+0.0455864j -0.795947-0.755375j -1.12922-0.356746j 0.814002-1.12986j 0.244821+0.129638j -0.35559+0.589827j -0.240359-0.989051j 0.434167+0.106774j 0.219487+0.131994j -0.0468739+0.109273j -0.311778-0.0612353j 0.0551145-0.404145j 0.529552-0.0684564j 0.19655+0.182332j 0.0544813+0.280436j -0.545471-0.454893j -0.171183-0.546343j 0.479193+0.385763j 0.214188-0.281872j -0.292871+0.0409331j 0.0158755+0.287182j 0.0356168+0.0946918j -0.11348-0.145582j 0.181326+0.636545j 0.404677+0.650121j 0.536436+0.227714j 0.515975+0.770692j 0.257713-0.355356j 0.184032+0.890882j -0.316602-0.743888j -0.160049-0.327977j 0.352784+0.748309j -0.508572-0.209785j 0.452668-0.270452j 0.769526-0.0111612j 0.227532-0.0834706j 1.76674-0.40344j 0.130954+0.0917836j 0.625588+0.747643j -0.790355+0.108835j 0.288794+0.562847j -0.839643+0.400664j 0.736996+0.578132j 0.319451+0.0477886j 0.0367322-0.00725669j 0.0539266-0.803628j 0.585859+0.532061j 0.0211487+0.064275j -0.309864-0.00176424j 0.363887-0.197046j -0.00487897-0.0489137j 0.162865+0.0061326j 0.377131-0.191494j 0.154589-0.34195j -0.209475-0.156989j 0.586604+0.226424j -0.157131-0.199352j 
0.0413491-0.0285829j -0.109357+0.308029j -0.142786-0.586552j -0.494401-0.281745j 0.236477+0.276547j -0.195589+0.56802j 0.238257-0.0813281j -0.326803+0.006975j -0.127868-0.763489j -0.319958+0.738176j 0.305126+0.368073j 0.38383-0.308354j -0.0873057-0.683202j 0.459196-0.129423j -0.266334-0.0144814j 0.562195-0.148806j 0.354923-0.0918727j 0.151158+0.764903j 0.0570081+0.0341216j -0.287135-0.474349j -0.323693-0.321455j -0.310805+0.131046j 0.0135958+0.0164501j -0.089563+0.0637891j 0.11989-0.0192768j -0.157823+0.0747261j -0.355892+0.072884j 0.236933-0.0797531j 0.138862-0.244318j 0.218713+0.00529958j -0.067135-0.138959j 0.112813+0.302517j 0.319481+0.557766j -0.0590094-0.561612j 0.0779557-0.805628j -0.00347721-0.0327265j 0.0570413-0.0757332j -0.109787-0.532881j -0.969142+0.433129j 0.00392071-0.148393j -0.161955+0.201724j 0.296643+0.677933j -0.687602+0.0946207j 0.205066-0.699108j 0.314298+0.0705771j -0.220982-0.123077j -1.2189+0.265492j 0.126463+0.241416j 0.178811-0.284431j -0.135418-0.424325j -0.205248+0.477395j -0.234502+0.568879j -0.0961209+0.0643333j -0.0206061+0.0531856j 0.00177973+0.0470373j 0.270135-0.407601j 0.423061-0.46251j -0.796075+0.00380692j -0.391673+0.240571j -0.053767+0.141604j 0.0318584+0.144413j -0.0161504+0.0971409j -0.227871+0.277364j -0.00583775-0.19519j -0.434553+0.133148j -0.123934-0.11252j -0.0407289-0.178164j 0.0598405+0.371324j -0.179047-0.0330284j 
0.207988+0.0541203j 0.0169462+0.0807327j 0.21638+0.43863j 0.280166-0.0501408j 0.04372-0.154923j -0.580409-0.302913j 0.85033-0.728391j 0.336766+0.163039j -0.0929027+1.20014j -0.0958869+0.616462j -0.054494+0.0986317j 0.571429-0.247027j 0.294243+0.336399j 0.349402-0.426465j -0.195599-0.503178j -0.069057+0.342458j 0.51307-0.728039j 0.162632+0.444846j -0.461747+0.0537126j -0.105809-0.653727j 0.0426371+0.0760256j 0.133658+0.0516884j 0.395847-0.259342j -0.0612118-0.0215847j -0.459258+0.335506j -0.175418+0.0315828j -0.112939+0.0440003j 0.261053-0.188384j -0.0148751+0.0672433j 0.2321+0.1133j -0.203974-0.00524973j 0.101869-0.287232j -0.518544+0.33833j -0.158316+0.345566j -0.282468-1.16455j -0.263228-0.104274j 0.94202+0.047453j 0.586797-0.0490699j -0.422585+0.214003j -1.36385-0.131085j 0.442694+0.0779356j -0.459819+0.556306j -0.177555-0.0748623j 0.403863-0.0659046j 0.0426061+0.208309j 0.562006-0.604197j -0.965918+0.581711j 0.0910413+0.573955j -0.402098-0.787891j -0.507948+0.378888j -0.127978+0.405599j 0.265436+0.758357j -0.32685+0.134739j -0.352986-0.225638j 0.182955+0.730181j 0.606395-0.778678j 0.724647-0.432502j -0.634595-0.233556j -0.172474-0.389182j 0.128761+0.237844j 0.0997976-0.078034j 0.16308-0.171988j -0.143267+0.164846j -0.190494-0.155469j -0.359383+0.680367j 0.0974531+0.00670332j 0.262822-0.155218j -0.335207+0.251394j -0.248029+0.124865j 
0.043537-0.213144j 0.332635-0.16035j 0.748285-0.411409j -4.1745e-05+0.442993j -0.152681+0.945558j 0.742605+0.720993j -0.135159-0.18026j 0.248531-0.0432282j -0.0890282-0.287646j 0.452206+0.319862j -0.440909-0.545982j 0.0645629-0.315121j -0.206865-0.117464j -0.158326+0.426018j 0.294581+0.199521j 0.553526+0.140654j -0.0876641+0.0944005j -0.183823-0.442227j -0.0788605+0.133258j -0.177751-0.285913j -0.0711615-0.0614322j -0.538678+0.285017j 0.16559+0.249738j -0.15806+0.0801759j -0.170765-0.284932j -0.363588+0.106669j 0.19204+0.0319269j -0.2802-0.11507j -0.777721+0.195141j 0.0263572-0.0292712j 0.852129+0.0798866j -0.937857-0.510365j -1.262+0.696482j -0.621407-1.24295j -0.331204-0.902837j 0.186907+0.0491552j -0.0573092-0.708776j -0.376091-0.315158j -0.47348+0.265754j -0.532697-0.0275199j -1.36868+0.036105j 0.454044+0.221181j -0.238159-0.242712j -0.25215-0.331165j -0.657474+0.00546683j -0.706275-0.0736729j 0.205232-0.167762j -0.501318+0.133528j 0.43148-0.13939j 0.320321+0.555208j -0.4969+0.0195403j -0.214583+0.101102j -0.388532+0.330966j -0.277135+0.374628j 0.0454388-0.178499j 0.118227-0.278908j 0.123956+0.326423j 0.411803-0.042061j -0.314052+0.0331453j 0.437683-0.366251j 0.0451192-0.49968j -0.0568216+0.0239943j 0.148089+0.232721j 0.102114+0.455732j -0.484723+0.308709j -0.0706755-0.0745085j -0.0737866+0.353314j 0.355909-0.177985j -0.064456+0.0229184j 
0.63871-0.409984j 0.603583-0.133744j -0.321362-1.25422j -0.144988-0.0406886j 0.198237+0.166151j 1.28644-0.215974j 0.905099+1.22557j 0.516982+0.468118j 0.147546-0.0166884j 0.044943-0.660378j 0.544665-0.735363j -0.483605+0.823158j 0.467278-0.106398j -0.783335+0.375656j 0.753057+0.174585j 0.757018+0.618376j -0.277265-0.270157j 0.15392+0.349748j -0.577312+0.275477j -0.0400892-0.288106j -0.00188488-0.0122225j -0.268271+0.293634j -0.113855+0.267937j 0.179719+0.0487935j 0.0628072-0.300708j -0.465714+0.39903j -0.188906+0.0121145j -0.438863-0.108281j -0.570075-0.14344j 0.161341+0.148396j 0.321148+0.303027j 0.260306+0.91158j 1.01323+0.574197j -0.102272+0.072937j 0.401115-0.443152j -1.27736-0.774998j -1.06938+1.29143j -0.697194+0.0956862j -0.279523-0.596783j 0.767421+0.215876j 0.433657+1.0919j 0.165667-0.216831j 0.292537-0.75873j 0.0350421+0.673858j 0.425913-0.141702j -0.184231+0.0669108j 0.220717+0.164082j 0.0356997-0.353718j 0.552849+0.689608j -0.561667-0.307038j -0.235866-0.178733j -0.0794257-0.17254j 0.103712-0.462931j -0.195861+0.484225j 0.0405913+0.0772043j 0.204787-0.397595j -0.176657+0.237059j -0.190274+0.381722j -0.00104074-0.0913696j 0.181803+0.0640984j -0.473406-0.422089j 0.0390347-0.0194278j -0.166124-0.0879077j 0.14705+0.0368186j -0.0292025-0.00561752j -0.267766-0.27933j 0.0392973-0.0574085j 0.0749801-0.117706j -0.0839542+0.0287329j 
-0.613942-0.0135712j -0.449918-0.722102j -0.180305+0.979901j -0.584751+0.078325j 0.524621+0.490683j -0.596945-0.505858j -1.55235+0.700053j 1.37164-0.729867j 0.82471+0.139343j -0.513519+0.448538j 0.474246+0.300368j -0.490751-0.8475j 1.15703-0.484159j 0.411165-0.918495j -0.556596-0.719477j 0.0638313+0.042347j -0.00883635+1.09202j 0.527152-0.0905173j -0.206837+0.12341j 0.300879-0.0455182j -0.0699736-0.0309903j 0.650316+0.529841j -0.162228+0.566591j 0.0354211-0.18997j -0.296476+0.192032j 0.387279-0.403702j 0.66475-0.308318j 0.0951643+0.199446j 0.0204402-0.023961j -0.324356-0.15181j 0.141859-0.163118j 0.177056-0.137029j -0.317562-0.167496j 0.250479-0.000148427j 1.14738+0.527654j 0.522688+0.210048j 0.303407-1.12542j -0.0419885-0.515412j -0.173834+0.303401j -1.12521+0.115595j -0.0962822-0.553006j 0.728706+0.64941j 0.228011+0.248288j 0.227936-0.00367027j 0.251408+0.0589059j 0.383141-0.0301888j -0.56595+0.41236j 0.405303-0.326162j -1.03878-0.298871j -0.0471976+0.0102147j -0.135957+0.398433j 0.243201+0.0809845j -0.350153-0.212765j -0.00470062-0.241016j 0.0244213+0.174232j -0.0050394+0.370047j 0.471557+0.48017j -0.334185-0.0651572j -0.240248-0.131658j -0.214359+0.050998j 0.0320896-0.138055j -0.0708518-0.0397955j 0.0993701-0.0358857j -0.0373145-0.158551j -0.0591319-0.213582j -0.178644+0.289697j -0.124235+0.164669j -0.0671617-0.0215684j 0.027896-0.0183157j 
-0.15166+0.130395j -0.249433+0.355097j -0.170305+0.39468j 0.369629-0.10932j -0.230156-0.646934j -0.703315-0.102916j 0.490969-1.10808j -0.955769-0.0860593j -0.506465-0.0222187j 0.0860532+0.124245j -0.595068+0.393279j 0.666628+0.11303j -0.839478+0.192156j 0.36529+0.161242j -0.275303+0.129561j -0.605251-0.636262j 0.181562-0.291944j -0.300475-0.105433j 0.538022-0.229646j -0.0493762+0.224472j -0.00409179+0.013851j -0.0686078-0.510745j 0.145535-0.525408j -0.0817685-0.0213813j 0.166069+0.113277j 0.304327+0.0438524j -0.22868+0.161868j 0.241949-0.00404066j 0.594872-0.296562j 0.0970896-0.0535741j -0.59382+0.0837056j -0.193165-0.46321j -0.51025-0.345444j 0.260365+0.161115j -0.382136+0.370428j 0.793756-0.00354869j 0.394354-0.681938j 0.556067-0.146771j 0.522499-0.0381882j 0.117758+0.00244511j -0.275349-0.554932j -0.415639+0.0605044j 0.0943977+0.570168j -0.37181-0.448616j -0.184485+0.116536j 0.152739-0.207124j -0.0205203-0.121966j -0.00228264+0.209951j -0.268739-0.0023254j 0.322888-0.109019j 0.351599-0.385863j 0.0992105-0.00290427j 0.448335+0.314239j 0.0290367-0.513483j -0.111198-0.0519725j -0.00301925+0.385324j -0.253018-0.436783j 0.0176524-0.32653j 0.105052-0.00143674j -0.00805844+0.209665j 0.642351+0.253771j -0.0162502+0.013691j 0.0469199+0.0344556j -0.240162+0.00744433j 0.157399-0.191195j 0.354153-0.0820815j -0.040876-0.0889748j 0.00515777+0.219492j 0.0806545-0.0853323j 
0.720444+0.496553j 0.105904+0.415458j -0.529529+0.414274j -0.0621033+0.332284j 0.874412+0.295212j 1.51268-0.458879j -0.198325-0.0999196j 0.747268+0.624049j -0.0903508+0.878233j 0.16888-0.596973j 0.370622-0.466436j -0.247612+0.798127j -0.664585+0.125005j 0.513098-0.584896j 0.696269-0.488552j -0.022776+0.22067j 0.0704529-0.153611j 0.237822-0.0678521j 0.297142-0.576637j -0.0931197+0.525261j -0.676377-0.0663695j 0.129517-0.0369327j 0.298226+0.238531j 0.654254-0.131496j 0.0041595+0.0773365j 0.11255+0.0937759j 0.191921+0.246285j 0.284478-0.648803j 0.564856-0.32483j -0.0934067+0.490313j 0.0287613-0.44506j 0.0062399+0.0363948j -0.287919+0.0135328j 0.319245-0.971766j -0.177809+0.196164j -0.545524-0.041161j -0.326986+0.0178675j -0.465715-0.327438j -1.10821+0.499164j 0.377933-0.724853j -0.527083-0.344736j 0.732211+0.322553j 0.289728+0.0575606j -0.45572+0.293861j -0.0612466+0.242416j -1.00051+0.321746j -0.129748+0.252311j 0.246938+0.127424j 0.580376+0.324968j 0.161889-0.467823j -0.901744+0.644496j -0.0404581-0.350369j 0.152367-0.0344481j -0.0805062-0.181652j 0.307812+0.191096j -0.151634+0.367753j -0.443394-0.312913j 0.274663-0.0464538j -0.540036+0.0258405j -0.336965-0.29632j 0.0504263+0.55002j -0.241824+0.116773j -0.442506-0.0811272j 0.46973-0.354291j 0.118347+0.126251j 0.31021+0.168014j -0.027931-0.0381333j 0.00300394+0.472077j -0.0754537-0.231007j 
-0.071682-0.117485j 0.48474-0.0617431j -1.13857+0.851795j -0.0790702+1.23171j 0.372426-0.651826j 0.56089-0.485017j 0.750672+0.628067j 0.300006+0.539663j -1.82917+0.222056j 0.166349+0.219813j 0.520345-0.911681j -0.0706944-0.322378j -0.889027+0.348546j -0.13929-0.389838j 0.0610098+0.348755j -0.550821-0.942902j 0.589137+0.0694533j 0.846362-0.0804432j -0.136794-0.307645j -0.116605+0.101805j -0.524787+0.518542j 0.298694+0.554j 0.036389+0.390522j 0.0221992-0.0935361j -0.271698-0.579893j 0.105412-0.00804588j 0.267963+0.46949j -0.0517525-0.0757391j -0.187214-0.152113j -0.124866-0.22207j 0.11521+0.32317j 0.0945886+0.195629j 0.795503+0.070081j 0.0321957-0.17953j 0.553967-0.321174j 0.72556+0.192996j 0.0659421-0.439249j -0.0134986-0.423731j -0.257513-0.0418103j 0.531805+0.710297j 0.0320054+0.0931386j -0.328473+0.429886j -1.1252-0.0779465j 0.534499-0.914343j 0.324554-0.137799j 0.178761-0.236327j -0.443458-0.681008j 0.110824-0.240767j -0.215796+0.0137134j 0.434473+0.0135762j 0.514261-0.24861j -0.454244+0.151113j -0.110713+0.0313931j 0.089804+0.246297j 0.00741452-0.756863j 0.0522661-0.241298j 0.184021+0.128271j -0.617261+0.053121j 0.00284208+0.148948j 0.177706+0.191199j -0.238909-0.243293j -0.0148964+0.0840143j 0.167914+0.117409j -0.186346+0.131607j -0.239937-0.377349j -0.340856-0.168585j -0.122075-0.0933342j 0.0655673-0.184692j 0.0466061+0.168915j 
-0.0693292+0.326838j 0.627645-0.225184j -0.304682-0.933274j 0.306834+0.0377269j 0.926453-0.190699j 0.241663-0.755931j -0.526089-0.291436j 0.318994+0.426523j -0.500747+0.357855j 0.192697-0.375653j -0.287332+0.609392j -0.555311-0.0840385j 0.0379687+0.207302j 0.389506-0.0935771j 0.284308-0.225313j 0.0783817-0.553968j -0.190514+0.154669j -0.488055+0.546264j 0.125175-0.0270083j -0.198201+0.360242j -0.0146169+0.0502015j 0.0796644+0.589882j 0.0698807-0.384337j 0.0148766+0.306222j -0.277234+0.108752j 0.245986+0.26496j 0.179284-0.058376j -0.0554696+0.149132j 0.096637-0.51043j -0.112291-0.166163j 1.45401+0.132467j 0.350948+1.15791j 0.0578268+1.18234j -0.596012-0.344911j -0.387796+0.580666j -0.0870728-0.370627j 0.205902+0.214042j 0.434462+0.55457j 0.0690306-0.164556j -0.0285287-0.54087j 0.518104+0.628634j 0.294161+0.400857j 0.0531286+0.197202j -0.00934596+0.160625j 0.770249+0.243619j -0.200623+0.489743j -0.545124-0.0669777j 0.401011+0.608216j 0.160104-0.074571j 0.153645-0.297215j -0.203673+0.235839j -0.0126599+0.0784765j 0.503991-0.0917921j -0.036656+0.379173j -0.166474+0.0755475j -0.483843-0.163832j -0.0250281+0.274235j -0.153452-0.52296j -0.0232909+0.119368j -0.386162-0.392725j -0.00890619-0.448467j -0.0130826+0.0332139j 0.24071+0.0388092j 0.338347+0.204032j 0.432044+0.284371j -0.277573-0.069707j 0.0283994-0.00979085j -0.0662601-0.20503j 0.105357+0.0774418j 
-0.448522-0.964046j -0.495106-0.790262j -1.02994+0.0217705j 0.125348-0.552457j -0.250542+0.359216j 0.530197-0.381016j -0.538304-0.322448j -0.0835674+0.0130048j 0.0759365+0.367685j -0.158871-0.338146j -0.333672+0.39462j 0.665488-0.607911j 0.294743+0.675361j 0.588897+0.420614j 0.226204-0.248852j -0.322374-0.213434j -0.403813-0.0998917j 0.246922-0.104489j -0.113062-0.0348497j -0.0546079+0.0390951j 0.0876444+0.116411j -0.0616699+0.495101j -0.399858-0.0387578j 0.123979-0.00216899j -0.161874-0.0971464j 0.247364+0.344573j 0.147974+0.303061j -0.355276+0.308802j -0.392898+0.929455j 0.0878906-0.269189j -1.20884-0.119964j -0.964447-0.0507374j 1.07327-0.532944j -0.264244+1.24731j -1.28982+1.28748j -0.490561+0.656968j 0.642051+0.460492j -0.141106-0.294387j -0.446493+0.0535596j -0.214208-0.259923j 0.225062+0.523276j -0.76053+0.0610383j -0.202171-0.0227068j -0.18925+0.314784j -0.614425+0.32317j 0.0337682+0.381693j -0.236822-0.527058j 0.39747+0.52599j -0.145826-1.14745j -0.185403+0.298924j -0.90355-0.0245561j 0.182035+0.103821j -0.0427771-0.396655j 0.500223-0.267184j -0.2882+0.26975j -0.317557-0.0181671j -0.607133-0.0269357j 0.0222922+0.0220213j 0.0948846+0.0752876j 0.272321-0.179143j -0.00462465-0.362747j 0.0327818+0.0228236j 0.114499+0.0661967j 0.121057+0.0752158j 0.268963-0.129003j -0.503872-0.24442j -0.141806-0.228536j 0.180607-0.106799j -0.081811+0.0843119j 
-0.105959-0.0325018j -0.817075-0.259764j -0.0265524-0.885627j 0.541081-0.284457j 1.14813+0.199204j 0.800233-0.0605943j -0.0710431+1.15248j -0.582817-0.761036j -0.0136422-0.109852j 0.658452-0.299556j -0.125804+0.309889j -0.600136-0.0312618j -0.180278-0.0535965j 0.11508-0.0917057j -0.156878+0.0841267j -0.0850826-0.175935j 0.596256-0.00935889j -0.366782-0.0339225j 0.0253813-0.0495701j -0.193737-0.0630174j -0.107867+0.0206416j 0.423282+0.237223j 0.285516+0.0501239j 0.0942663+0.13651j -0.0543743+0.327565j -0.286366+0.162224j -0.0908596-0.450974j -0.0754726+0.10636j 0.0552889+1.02967j -0.0119995+0.171658j -0.976727-1.0233j -1.02816-0.0359102j 0.296976+0.903881j -0.677029+0.788239j -0.0960637-0.272878j 0.373976-0.424902j -1.34744-0.554771j -0.809087-0.471867j 0.300855+0.201671j -0.194933+1.39362j -0.813903+0.80661j 0.253469-0.564211j 0.221492+0.0221841j -0.275968+0.0832683j -0.449913+0.387964j 0.0297239-0.209886j 0.387598-0.0359792j -0.139973-0.324207j -0.547451+0.236864j 0.404621-0.255038j 0.23+0.148798j 0.16007-0.0356487j -0.190902+0.512214j 0.138599-0.0316072j 0.0660556-0.098511j 0.382843+0.0324867j 0.517253-0.318251j -0.0180149+0.103596j -0.146115+0.0587703j -0.0355386+0.0486686j -0.352229+0.1952j -0.0216023-0.0154015j -0.0454283-0.300894j 0.0991595-0.189796j -0.0973694+0.212425j 0.37494+0.0522641j 0.360914+0.17756j -0.134929-0.0797608j -0.0384017-0.0720646j 
0.544748+0.726214j 0.412486+0.933968j 1.26839+0.0531462j -0.263516-0.20407j -0.878294+0.389414j 0.0431725+1.78161j -1.26476+0.25252j -0.367818+1.25389j 0.0159304-0.0643573j 0.209035+0.211069j 0.930951+0.236999j -0.340799-0.530167j -0.0300877+0.555452j -0.168494-0.554788j -0.126316+0.700764j -0.51452+0.786327j -0.0745764-0.359684j -0.117053+0.120212j -0.125222-0.592345j 0.337919+0.0107665j -0.00413661-0.117623j -0.568215-0.504007j -0.52808-0.0984714j -0.0514621+0.102515j 0.454243-0.12663j -0.295023-0.54445j -0.0643677+0.216834j 0.233321-0.475017j 0.275639-0.263256j -0.113347+0.11546j -0.183941+0.45946j -0.237564-0.44252j -0.728145-0.339833j 0.416371-0.0736806j -0.331388+0.62114j 0.694623+0.42546j 1.24542-0.52915j 0.974637-0.172593j 0.305154-0.103056j -0.0119453-0.298483j -0.108711-0.710962j -1.00091+0.399126j -0.406233+0.167449j -0.0331285-0.577393j -0.297815-0.00781908j 0.147387-0.129797j -0.0109147-0.418091j 0.191086+0.370369j 0.159376-0.392858j 0.437462+0.345853j 0.331112-0.15488j -0.209966+0.0318067j 0.165496+0.136213j -0.102508-0.278355j 0.139642-0.052443j -0.0976968+0.065746j -0.505884-0.0685085j 0.112019-0.381176j 0.335402-0.0711396j 0.0731697+0.064259j 0.264976+0.0652701j 0.0802486-0.0527164j 0.0944457+0.0840213j -0.108638+0.109552j 0.147073-0.175781j 0.0690559-0.076619j -0.114472-0.190684j -0.00774506+0.0899679j 0.0461594+0.0760111j 
-0.0227298-0.279773j 0.0851151-0.25528j 0.767827+0.776907j 0.731182-0.138069j -0.388742-0.512237j -0.548248-0.569225j 0.221726-0.396136j 0.329454-0.43024j 0.347605+0.704418j -0.132716+0.161766j -0.710986-0.296981j 0.0674314-0.0196272j 0.0234136+0.739106j -0.352733-0.146871j -0.0442148-0.188403j -0.451359+0.288614j -0.00738972-0.338297j 0.00642399-0.610994j -0.385785-0.0986013j 0.273142+0.0288446j 0.216213+0.551185j 0.194014-0.213313j 0.315893-0.135264j -0.161261-0.225487j -0.318276+0.0806259j 0.00123958-0.208621j 0.359843-0.215477j -0.288862-0.0712385j -0.527218-0.350861j 0.122316+0.0473472j -0.135304-0.234491j 0.504674+0.0605426j 0.419043-0.700366j -0.944995-0.709731j 0.0709063-0.636733j 0.374219-0.226113j -0.396277+0.319789j -0.988949+0.318966j 0.23691+1.30011j 0.416973-0.957133j -0.129482+0.410861j 0.90502-0.568482j -0.183542+1.10079j -0.512205-0.568643j 0.171964-0.632824j -0.127966+0.609738j -0.673557+0.621989j -0.276652-0.373707j 0.411784-0.173531j -0.636332-0.633764j 0.249198+0.158842j -0.0790983+0.566871j 0.0697817-0.0547868j 0.244075-0.0906959j -0.670788-0.426945j -0.00394401+0.0516831j -0.037813-0.12343j -0.131632+0.681299j 0.148337+0.659436j -0.0566068+0.185966j 0.150493+0.214505j 0.165842+0.288875j 0.0413127+0.285746j -0.183653-0.274796j -0.519322-0.0184819j -0.140275+0.203287j -0.338227+0.235938j 0.40293-0.0455408j -0.0939546+0.057979j 
0.317587+0.559005j 0.0914353+0.220972j 1.08235-0.876689j 0.772866-0.229902j 0.55702+0.351445j 0.671577+0.757999j -1.41298+0.632407j -0.450784+0.366064j -0.333546+0.288693j 0.67099-0.318139j 0.148402+0.757566j -0.912949-0.546291j -0.181278+0.813656j 0.147766-0.457197j -0.101223+0.379757j -0.679365+0.109126j 0.246278-0.227194j -0.529581+0.213878j 0.0144295-0.668985j 0.0260015+0.145259j -0.0815317+0.0612063j -0.107047+0.0691792j -0.0165053-0.289167j 0.0213321+0.263247j 0.089061+0.164354j -0.278134-0.185118j 0.117976-0.203875j -0.00430323-0.255909j 0.321407+0.216355j -0.116504+0.154872j -0.564765-0.604405j -0.562652+0.602797j 0.592712+0.838025j -0.769897+0.761738j -0.5403+0.771469j 0.551067-0.565028j -0.673204-0.253163j 0.0609883-0.00857029j 0.682756+0.173338j 0.198309+0.450452j 0.0168545+0.849688j -0.184234-0.347063j -0.0110058+0.578793j -0.459023-0.028498j 0.100217+0.387673j 0.22009+0.402615j -0.270946-0.00567092j 0.425107+0.354864j -0.32254-0.139761j 0.416587-0.617486j 0.444434+0.0470773j 0.14311+0.147413j 0.533397+0.236581j 0.315654-0.122316j -0.180806-0.123581j -0.0991234+0.285761j -0.112377-0.372823j -0.459617-0.287259j 0.263699+0.256715j -0.314486+0.0207471j -0.10174+0.0549439j 0.0979993+0.065514j 0.10333-0.138205j 0.193217-0.211975j 0.334722+0.0882993j 0.114496-0.109098j 0.200248-0.0822497j -0.139456-0.12182j 0.0421358+0.0466231j 
