0.010748-0.0111952j -0.0179632+0.0400878j 0.0628299-0.0798261j -0.0765285+0.072776j 0.0101527+0.0581949j -0.0810484+0.00756317j -0.118704+0.0684922j 0.00418617-0.0383989j -0.0393247-0.109731j 0.0987991-0.193341j -0.039123+0.0735096j 0.113314-0.0586836j -0.00809457+0.0182682j -0.24031+0.173461j -0.0735539-0.00335258j 0.271958-0.0166242j 0.150349+0.00245796j 0.165127+0.0746198j -0.083986-0.158357j 0.00600563+0.130194j -0.122832+0.0174396j -0.0183514-0.0997878j 0.0243174-0.0497848j -0.319774-0.242914j -0.0800889-0.225507j 0.0841833-0.0651322j 0.372089-0.360353j -0.180987+0.0984094j -0.163864+0.0618743j 0.131116-0.175876j -0.105562-0.0271257j -0.161554+0.334066j 0.0267+0.0376262j 0.0766724-0.235428j 0.315071+0.169096j -0.310954+0.232893j 0.216231+0.0101518j 0.0812675-0.381973j -0.1195-0.099191j 0.125878+0.278606j -0.0525595+0.110488j 0.0528455-0.325836j -0.0408487-0.143943j -0.426036+0.308078j 0.255708+0.225642j 0.559864-0.102826j 0.305308-0.210178j 0.170498-0.170935j 0.0492641+0.145868j 0.253656+0.334635j -0.213799-0.410609j -0.251535+0.223736j 0.303574+0.0706841j 0.150012+0.0841209j 0.159057-0.467395j -0.216432-0.581772j 0.196639-0.185789j 0.445993-0.326474j -0.54151-0.0978652j 0.0793659-0.11253j 0.265852-0.344495j -0.123545+0.436112j 0.0260767+0.32166j 0.295335-0.0217123j -0.402037+0.115123j 0.052113+0.0477935j 0.175456+0.109262j 0.273552+0.314918j 0.288821-0.273135j 0.317191+0.0800275j 
0.0705217+0.101904j 0.97201+0.402436j 3.69993-0.0315996j 1.34049-0.273485j 0.369311+0.10671j 7.2956+0.353959j -1.02434-0.67591j -6.37619+0.114039j 7.75271+0.159134j -10.9185-0.170962j 1.82373+0.29729j 16.2892-0.0531471j -6.20004+0.771918j -0.0887985-0.16277j 4.71877+0.584342j 19.48+0.473346j -18.2264+0.304989j 21.1536-0.0719302j 16.4303-0.370623j 1.52965-0.126586j 6.8568-0.095222j 26.3964-0.00836598j 20.7041-0.360008j 11.2489-0.829024j 17.062+0.233261j -39.6119+0.973421j -5.36122+0.0857473j -8.20004-0.41978j 2.29449-0.245277j -21.5488+0.50625j -12.7463+0.636039j 26.4603-0.535428j -24.8541+0.509572j 10.8707-0.224735j 24.8834-0.589463j 0.55427-0.0473701j -10.8045-0.199221j 24.0987-1.17182j -26.3809+1.55722j 12.4449-0.777828j 21.5406-1.42311j 2.48912-0.0426188j -9.23674+1.4735j 5.31832-0.804262j -39.4604+2.14235j 16.8145-1.10684j -12.1497+0.996083j 20.6741-1.91756j -26.3927+1.36554j 6.98795-0.0904664j -0.594459-0.321652j 15.7232-0.214538j -20.7365+1.40904j 18.5881-1.07676j -18.6996+2.15886j 5.31695-0.216015j -0.133817-0.649926j 6.50507+0.462618j -16.1421+0.851048j 1.78333-0.126291j -10.7926+1.56594j 7.49163-0.930522j -5.8642+0.0610421j -1.01571+0.769527j -7.8385+0.21829j 0.471715-0.273808j -0.863001-0.0827029j -3.51667-0.0330297j -0.580102-0.0557886j -0.34018-0.438779j 
0.322306-0.0681923j 0.460945+0.168059j 0.516564-0.0846774j 0.366233-0.140734j 0.199939-0.232178j 1.00257-0.0257362j -0.150325-0.486953j -0.45327+0.0574664j 1.03512+0.415009j -1.12369+0.539448j 0.222304-0.0823101j 1.39311+0.32171j -0.438078+0.364257j 0.145827+0.199562j 0.627758+0.33235j 1.82901-0.380137j -2.07842+0.102693j 2.27423+0.148638j 1.68189+0.220695j -0.0129779+0.293135j 0.272775+0.0466795j 2.86824-0.383767j 2.19371-0.503699j 1.39571-0.341003j 1.42268-0.541723j -3.93415+0.230507j -0.535802+0.450579j -0.865367-0.346549j -0.0766522-0.291462j -2.00176+0.144566j -1.38127+0.137716j 2.24412+0.0669643j -2.60089+0.0296312j 1.36909-0.538771j 2.91399-0.965398j -0.265787-0.192026j -1.49627+0.715068j 2.59118-0.618971j -1.8815+0.678525j 1.06755+0.216426j 1.88169+0.0124234j 0.668885+0.525961j -0.810003-0.0346051j 0.975609-0.66661j -4.56295+0.238251j 1.83011-0.104733j -1.33988+0.441134j 2.51246-0.399643j -2.82723+1.05967j 0.808093+0.35522j 0.224346+0.1506j 1.13359+0.1713j -1.96233+0.862311j 1.83686-0.367227j -2.17188+0.187132j 0.0530415-0.0390575j -0.113676-0.0508117j 0.515341-0.0861844j -1.68118+0.0287511j 0.0491536-0.130538j -1.59689+0.738957j 0.879882-0.138044j -0.583916-0.105434j 0.148361+0.0892318j -0.67436-0.150826j -0.478715-0.0137062j -0.0136728-0.213047j -0.857588+0.183056j -0.210905+0.0125675j -0.219545-0.293404j 
-0.0272209+0.0805678j -0.303176-0.212713j -1.80908+0.0361809j -0.4331+0.15996j -0.0451129+0.297375j -3.52334-0.128737j 0.227991+0.32426j 2.68663+0.158597j -3.61229+0.00961595j 5.14009+1.11354j -0.88259-0.382425j -7.30743-0.594802j 3.05687-0.32178j -0.00827689-0.517182j -1.78549-0.446237j -8.5528-0.836883j 8.11174+0.573049j -9.69622-0.190926j -7.53336-0.755307j -0.866495+0.13161j -3.16955+0.272614j -11.8759-0.700605j -9.33238-0.690383j -6.13781-0.231202j -8.03345-0.750861j 17.5938+1.13615j 2.56553+0.0168169j 3.56587+0.453824j -0.958632+0.549154j 9.62216+0.199101j 6.3306+0.917602j -12.003+0.400596j 11.7438+0.80347j -5.31154+1.13199j -11.3031+0.33495j -0.325727-0.182372j 4.70239+0.295535j -12.0651+0.680436j 11.7391+0.196676j -6.0112+0.299655j -9.21329-0.174455j -1.06647-0.337299j 5.50537+0.377279j -2.9707-0.320613j 18.1052-0.157181j -7.05148-0.819626j 5.73318-0.444622j -9.72047+0.22883j 11.2623-0.0935407j -2.83567-0.193482j 0.634979-0.052863j -6.93769+1.25024j 9.42377-0.661687j -8.32664+0.0988096j 8.69829-0.826295j -2.00258+1.2787j 0.274339-0.0158885j -2.27398+0.335686j 7.0307+0.429408j -0.781554+0.709126j 5.04684+0.0669614j -3.63059+0.412226j 3.37605-0.54684j 1.08583-0.112834j 3.68893+0.189351j 0.0379172+0.00767567j 0.336559+0.402335j 1.60934-0.0488138j 0.142604-0.115439j 0.0573619+0.231772j 
-0.0330875+0.0308696j -0.288528+0.0285647j -0.362475+0.113376j -0.425854+0.128685j -0.340295-0.168605j -0.958743-0.189583j 0.429268+0.159516j 0.449077+0.136336j -1.08649+0.256217j 1.29269+0.212957j 0.148848+0.0235338j -1.64661-0.0425521j 1.04433-0.482376j 0.427991-0.135278j -0.682042-0.0135392j -2.04533+0.00895858j 1.47179-0.0541731j -2.31835-0.106342j -1.36946+0.133497j -0.172085-0.124875j -0.814796+0.255747j -2.61819-0.240488j -2.74574+0.131084j -1.29956+0.310375j -1.82209+0.258645j 4.56371-0.00225243j 0.637354-0.227456j 1.14184+0.169404j 0.219955-0.114035j 2.31587+0.421647j 0.996343-0.122305j -2.76073+0.444216j 2.37804-0.186745j -0.462247+0.292262j -2.85624+0.885547j -0.470905-0.785902j 1.18876-0.325208j -2.3495+0.289673j 3.29233-0.52654j -2.00571-0.339489j -2.46815+0.324121j -0.701737+0.276404j 1.41504+0.303927j -0.679723-0.0769521j 4.01422-0.417549j -2.41201-0.0374164j 1.66996-0.0724397j -2.2997+0.0407206j 2.54845-0.569451j -1.01946+0.967184j 0.353301-0.839243j -1.78042+0.157299j 2.27685+0.0433813j -2.01535-0.0443234j 1.981-0.518394j -0.739992+0.612119j -0.0972107-0.267906j -0.965462-0.176537j 1.84382-0.0146229j -0.508774-0.419571j 1.60167-0.221657j -0.694698+0.444444j 0.769296-0.167975j -0.160744+0.220364j 0.736337-0.0359779j -0.14109+0.0497768j 0.0473143+0.111013j 0.541954-0.0619591j 0.204282+0.116395j -0.00600129+0.212084j 
-0.0338881-0.128875j -0.660437-0.179855j -2.0992-0.0670715j -0.616943+0.36225j -0.104005+0.247871j -4.49544+0.101454j 0.664767+0.0692895j 3.38327-0.101794j -4.80739-0.0743936j 6.62038+0.378547j -0.986274-0.1108j -9.52134+0.84052j 3.66165-0.248356j 0.092652+0.0919882j -3.04943-0.568254j -11.7547-0.393204j 10.9657+0.396016j -12.5136+0.60051j -9.70696+0.815453j -0.941774+0.368929j -3.87551+0.300872j -15.5662+0.922928j -12.7103+0.728489j -6.68591-0.0936364j -10.6052+0.356205j 22.581-0.615685j 3.3267+0.0876415j 4.583+0.234287j -0.844486+0.207249j 12.2349-0.533637j 6.59608+0.336932j -15.4616+1.21654j 14.9592-0.370546j -6.57925+0.673414j -15.3356+1.23763j -0.191583-0.0375486j 7.66481-0.43574j -14.4245+0.645805j 15.3521-0.555315j -7.59758-0.189109j -12.0396+0.604743j -0.466596-0.0852997j 4.40537+0.205748j -3.70722-0.0478532j 22.8305-1.25346j -10.3916+0.11519j 6.79364-1.25118j -12.2247+0.856033j 15.1837-2.50327j -4.89409+0.0256561j 0.652754+0.128608j -10.1772+0.662431j 12.4401-1.54512j -10.4061-0.0646373j 11.2419-0.395656j -2.85766+0.701109j 0.482089-0.246164j -2.85645+0.0796741j 9.77103-1.26439j -0.702915+0.59525j 6.48083-1.14374j -4.12355+0.858432j 3.98675-0.602809j 0.619279-0.282726j 4.96542-0.546885j 0.0694895+0.120852j 0.623515-0.0552942j 2.26243+0.186527j 0.45649+0.129662j 0.103277+0.274962j 
0.0111709-0.0453622j 0.890246+0.246531j 3.3656-0.0214976j 0.813055-0.464153j 0.351236+0.193036j 6.11648-0.132751j -0.836551-0.231591j -5.58063-0.398423j 7.04927+0.144427j -9.96974-0.100626j 1.42218+0.472333j 14.8534-0.208596j -5.48281+0.912207j -0.327722+0.106713j 4.43084-0.0859163j 16.8787+0.111084j -16.7315+0.38236j 18.4545+0.0276509j 14.2699+0.0316587j 0.810551-0.382364j 6.32666+0.247067j 23.2862+0.185223j 17.8833-0.107242j 10.1426-0.684899j 14.9772-0.144146j -35.6697+0.677852j -4.90514-0.0712131j -6.3858-0.429914j 1.43324+0.333902j -18.7424+0.397233j -11.4982+0.731284j 22.9777-0.612216j -21.7805+0.573305j 10.3575-0.119186j 22.3264-0.925667j 0.795914+0.134538j -8.71519+1.1144j 21.5208-1.66576j -23.2148+0.276731j 11.1391-0.26521j 19.1281-0.615545j 1.79915+0.909925j -6.77323-0.851686j 4.46981-0.758482j -35.4067+2.64128j 14.9918-1.11326j -10.6049-0.724402j 18.7709-0.372743j -22.8941+1.07924j 5.15425-0.0581382j -1.82894+0.483047j 14.1848-0.999093j -18.1754+0.577789j 16.1799-0.652827j -17.1003+1.4678j 3.82147-0.367401j 0.882535-0.0569056j 6.18087+0.0651955j -13.3443+0.850698j 1.43539-0.18535j -9.40527+1.4613j 6.98501-0.658418j -4.98907+0.319902j -1.15303+0.628619j -6.50717+0.462746j 0.864599+0.184531j -0.831685-0.178735j -3.40301+0.286071j -0.327113-0.0767333j -0.325479-0.256752j 
0.112787+0.00135129j -0.0691033-0.137795j -1.3058+0.127273j -0.534975-0.381134j 0.0446622+0.0604232j -2.71919-0.146093j 0.00834264+0.0877762j 2.25504+0.305903j -3.0431-0.365166j 4.1635+0.231141j -0.543242-0.210813j -6.0276-0.427291j 2.76119-0.230453j -0.0969347+0.0574866j -1.57068-0.0245335j -7.07978-0.763584j 6.91387+0.318276j -7.76732-0.669887j -6.2777-0.160193j -0.577056-0.247992j -2.413+0.170958j -9.55341-0.344003j -8.07972+0.0179728j -4.6573-0.0217857j -6.05344-0.242418j 14.8104+0.12588j 1.96162+0.111942j 2.92032+0.202192j -0.999444-0.278545j 8.19645+0.404477j 4.21946+0.351376j -9.79184-0.624027j 9.46861+0.1407j -4.00925-0.00387299j -9.23542-0.129359j -0.0121134-0.114211j 4.02009-0.101873j -9.271+0.146674j 10.5874+0.0321752j -5.22639-0.185811j -8.72002-0.0687382j -0.727086-0.273906j 4.01724+0.432684j -2.62781+0.0621947j 14.9834+0.05312j -6.94119+0.405299j 4.80218-0.177386j -8.45214+0.505854j 10.073-0.145049j -3.20103-0.041924j -0.278559-0.279065j -5.80187-0.15404j 8.32479-0.377425j -7.09508-0.410221j 8.1417-0.537663j -1.91069-0.459235j -0.224322-0.0777096j -1.80938-0.148139j 6.2608-0.45051j -0.35213-0.0386387j 4.48886-0.626166j -2.6959+0.524901j 2.10946+0.0634359j 0.602098-0.0655121j 2.65736+0.215907j -0.16263+0.104691j 0.45572-0.149872j 1.17442-0.288586j 0.223791-0.362117j -0.28746+0.298998j 
0.176762+0.418041j -0.134938+0.539836j 0.400629+0.132186j 0.298454+0.351272j 0.645743+0.187507j 0.62324+0.268927j 0.48469-0.232759j -0.510186-0.0104214j -0.127222+0.558439j -1.59268+0.27672j 0.349072+0.233001j 0.543222-0.0352063j -0.582501+0.411464j -0.0887387+0.500934j -0.0687301+0.227117j 1.68245-0.100386j -1.42948-0.457421j 1.13802+0.370683j 0.750059+0.403547j -0.330792-0.145578j 0.269309-0.544232j 2.29522+0.449825j 1.95605-0.071394j 1.0361+0.209285j 1.53976-0.439523j -2.95139+0.00248093j -0.979299+0.167823j -0.248507-0.206081j 0.47785-0.140744j -1.68981+0.113092j -1.23834-0.301798j 1.38649-0.185471j -1.64856-0.110843j 1.47984+0.388859j 2.64974+0.368247j 0.43691-0.646733j -1.43235-0.134878j 2.27625+0.148406j -2.11235+0.965416j 0.388176-0.517012j 1.27218-0.403593j -0.414396+0.873344j -0.626584+0.213088j 1.43765+0.286754j -2.76323-1.00866j 1.42918-0.0391047j -1.25287-0.0449551j 1.92277+0.644208j -2.79648-0.176181j -0.338297+0.351954j 0.0994267+0.586536j 0.598755-0.424652j -2.20447+0.190807j 1.58902-0.107084j -1.38034-0.275671j -0.0289487-0.474468j 0.235447-0.286103j 0.718365-0.215717j -1.04909-0.34008j 0.413054-0.198249j -1.75659-0.291549j 0.532781+0.330166j -0.0479009+0.0107437j -0.133376+0.305227j -0.11214+0.0679586j 0.0502403-0.818962j 0.194827+0.0477876j -0.642061-0.571172j -0.0910525-0.0812978j 0.33957-0.336181j 
0.048958-0.139921j -0.319451-0.0796103j -0.879675+0.0138093j -0.3378+0.0876363j 0.0677236+0.386709j -2.32129+0.0195314j 0.414152-0.145025j 1.81757-0.267363j -2.3083+0.538325j 3.65676-0.0449153j -0.601333-0.173425j -4.97192+0.32618j 1.61311-0.362714j 0.0388714-0.14573j -1.98798+0.0859913j -6.31072+0.594121j 5.65387+0.0808206j -6.43529+0.294996j -4.12456-0.455462j 8.67683e-05-0.0252307j -1.86778-0.0329924j -8.25766+0.752496j -6.09821+0.300228j -3.87631-0.405534j -5.02886+0.544753j 11.9803-1.04222j 1.25444+0.0966342j 2.22492-0.377355j -0.586147+0.507555j 6.57329-0.187777j 3.33142-0.470191j -7.85978+0.627083j 7.27871+0.14528j -3.64888-0.277585j -7.55309+1.28872j 0.261537+0.881302j 3.19693-0.285577j -7.80475+0.442882j 8.32693-1.26549j -4.40702+0.402078j -6.22152+0.185581j -0.448714+0.366426j 2.23361-0.0762548j -1.77747-0.328828j 12.2614-0.889995j -4.80806+1.12791j 4.00195-0.122078j -6.37037+0.755322j 7.75296-0.22575j -1.74836+0.612189j 0.167865+0.186005j -4.70986+0.702452j 6.86856-0.753306j -5.93719+0.831254j 6.13137-0.644037j -1.03905+0.340902j 0.290692-0.016836j -2.24666+0.191065j 4.41623-1.11557j -0.708121+0.617973j 2.99926-0.682014j -1.88721+0.412894j 1.97999-0.403454j 0.2823-0.0991982j 2.49963-0.377777j 0.25383+0.082631j 0.259032-0.163848j 1.31105-0.00331782j 0.310797+0.026528j 0.122724+0.178447j 
-0.0625466-0.164452j -0.473386-0.600821j -1.70316+0.0975883j -0.894386-0.438967j -0.031669-0.460356j -3.19987-0.410151j 0.324294+0.682207j 2.43074-0.314816j -3.89774-0.336289j 5.25678+0.326212j -0.629203+0.246162j -7.33857+0.151794j 3.57745-0.0562899j 0.503501+0.538361j -2.36926-0.400049j -8.98467+0.0843487j 8.22094-0.507495j -9.2036-0.356509j -7.21858+0.293257j -0.0660668+0.129374j -3.30794+0.0597795j -11.7223+0.188726j -9.84235-0.748107j -5.8596+0.110332j -8.21058+0.475826j 18.2498+0.0230428j 2.73523+0.00409169j 3.18436+0.224402j -0.442852+0.880347j 9.07225-0.0981223j 5.58046-1.03275j -12.1339+0.657935j 11.2857-0.517214j -5.13972+0.878989j -12.768+0.256004j 0.972277-0.456963j 5.64776-0.0538846j -11.428+1.06793j 12.849-0.287172j -5.13404-0.853087j -10.035+0.0916519j -1.32299-0.735032j 2.95965+0.091723j -2.59235-0.0566993j 18.2709-1.1025j -7.73977-0.443767j 5.7061+0.549558j -9.33105+0.378427j 12.793-0.611695j -4.41559+0.00977433j 1.93844+0.0219167j -7.08083+0.213265j 9.47236-0.481015j -8.25736+0.42282j 9.11434-0.754121j -2.69116+0.204j 0.430255-0.308731j -2.96608-0.320245j 7.09928-0.374703j -0.239711-0.313294j 5.54808+0.153361j -3.76716+0.673496j 2.8166+0.0510032j -0.0682521-0.73028j 3.37394-0.365679j -0.0874856+0.0659656j 0.251509-0.0770696j 1.91607+0.307751j 0.114006+0.254155j -0.330731+0.251187j 
0.0363305+0.0346274j -0.56335-0.218152j -2.01874+0.0753524j -0.630053+0.239878j -0.0556282-0.0674385j -4.30814+0.0727302j 0.732586+0.210479j 3.19954+0.194605j -4.06624-0.432469j 6.68154+0.169694j -0.895278-0.152737j -9.70091-0.294406j 3.53534-0.501794j -0.169966+0.0870512j -2.87644-0.474233j -10.9004-0.571497j 10.333+0.722257j -11.8-0.177849j -9.66441-0.0795296j -0.966946+0.301361j -3.57487-0.00324723j -15.0141-0.21796j -12.127-0.128114j -6.5812+0.840688j -9.87213-0.0827314j 22.8497-0.158933j 2.85801+0.117525j 4.33223-0.240022j -0.389657+0.254487j 12.2565-0.334228j 7.24606-0.708692j -14.5747+0.0809957j 14.2644-0.265109j -5.54305-0.237679j -13.8009-0.202435j -0.373185-0.16942j 6.74737+0.244142j -13.5639+1.08596j 14.3226-0.39724j -6.52048+0.225706j -12.0929+0.301849j -0.836992+0.461344j 4.058-1.87872j -3.39159+0.442921j 22.3236-1.00753j -9.97593-0.168208j 6.44119-0.462795j -11.4151+0.490972j 15.4399-0.172979j -3.63316-0.101281j 0.713861+0.116844j -8.41574-0.387956j 11.4697-0.380259j -9.59632+0.525157j 10.031-0.420542j -2.01084+0.142796j 0.0559269-0.369931j -3.48967-0.152228j 9.50742-0.442564j -0.688851+0.303762j 6.75704-0.799148j -4.09215+0.523217j 3.02873-0.345897j 0.746697-0.4783j 4.54003-0.312905j -0.230284-0.201712j 0.81278+0.187161j 2.04075+0.0393153j 0.280763-0.0286766j 0.156618+0.123019j 
0.00201649+0.0678405j -0.627892-0.278651j -2.96305+0.141728j -0.980322+0.166068j -0.400538+0.089356j -6.17062-0.0785793j 0.780631+0.258902j 4.62395+0.308299j -6.52337-0.476378j 9.01223+0.895924j -1.17949-0.323871j -13.6064-0.797544j 5.51085-0.639317j 0.1288+0.0183955j -4.07957-0.249969j -15.3208-0.402012j 14.3779+0.809557j -17.0257-0.603782j -13.5267-0.768782j -1.04832+0.291855j -5.66819-0.0611539j -21.4869-0.757685j -17.5783-0.133142j -9.82212+0.413595j -13.5728-0.638716j 31.4992+0.338549j 4.48419+0.543493j 6.4936-0.0958495j -1.45875+0.172722j 17.4729-0.608383j 9.788-0.742479j -21.4882+0.174501j 20.4309-0.0881685j -9.519-0.391258j -20.673-0.547021j -0.216046-0.457787j 9.4136-0.176858j -20.4228+1.18404j 20.751-0.151971j -10.1073+0.345601j -17.4177+0.684558j -0.453609+0.126068j 4.69045-0.484281j -4.41744-0.0515075j 33.0753-0.513419j -13.8436-0.191642j 9.4391-0.337524j -16.2845+0.474807j 21.8951-0.741554j -5.10542+0.048203j 1.75224+0.270329j -13.1742-0.156593j 17.1518-0.477063j -14.4795+0.355904j 15.5142-0.842333j -3.83585+0.798168j 0.217176-0.429362j -5.31488+0.451891j 13.0141-0.517152j -1.38494+0.521689j 9.30981-0.802627j -6.22174+0.851553j 5.0523-0.0518729j 1.12344-0.0731586j 6.25595-0.0795734j -0.276975-0.0782907j 0.799577+0.321404j 3.15005-0.130724j 0.378906-0.30161j -0.0403603+0.26441j 
0.0153102+0.11176j -0.461467-0.191856j -2.1025-0.0189777j -0.667898+0.301538j -0.213925+0.0583815j -4.43561-0.021238j 0.563683-0.027782j 3.06371+0.240999j -4.26625-0.841525j 6.04657+0.462694j -0.706498-0.319004j -9.59745-0.344487j 3.69516-0.318391j 0.38664-0.102595j -2.40029-0.291028j -10.4162-1.05325j 10.3116+0.899592j -11.9354-0.580939j -9.08981-0.239668j -1.20774+0.0612897j -3.79251-0.00611367j -14.6001-0.4157j -11.2783-0.658795j -6.30576-0.288194j -9.79531-0.487752j 22.6342-0.217178j 2.73574+0.105934j 3.47779-0.30192j -0.532269+0.373127j 12.048+0.0934482j 6.52806+0.386734j -15.1372-0.174071j 13.6778+0.760569j -6.69872-0.209502j -14.3531-0.204036j -0.250216-0.282377j 6.42+0.183621j -14.1276-0.0200376j 14.0149-0.0325955j -6.5466-0.741722j -11.7179+0.174072j -1.01054+0.246236j 4.31115-0.116958j -3.24522-0.149041j 21.8662-1.04938j -8.89381+0.136525j 6.95584+0.266831j -11.8966-0.360012j 15.5734-0.461602j -3.59705-0.153675j 0.674236+0.0289243j -9.46687+0.103583j 11.8931-0.262465j -9.17352+0.375262j 10.3342+0.0666406j -3.03021+0.457644j 0.0905757-0.291327j -3.70446+0.480179j 9.02914-0.590623j -1.19517+0.328578j 6.52364-0.689528j -4.3604+0.135828j 3.71061+0.282528j 0.829239-0.107511j 4.29685-0.016195j -0.227324-0.0809112j 0.634612+0.0880895j 1.97977-0.00966773j 0.260702-0.21765j -0.0287174+0.139113j 
0.0562851-0.0927831j 0.372917+0.157017j 1.73933+0.0199617j 0.552922-0.171055j -0.0253741+0.159036j 3.45117-0.234525j -0.35816-0.0485232j -2.3088-0.454101j 3.53642+0.51281j -5.28315-0.324147j 0.524833+0.209566j 7.49422+0.618782j -3.25597+0.365138j -0.199525-0.0696237j 2.44283+0.123669j 8.64602+0.319764j -8.65729-0.609313j 9.1621+0.382774j 7.19678+0.184107j 0.704488-0.3182j 2.87118+0.213096j 11.3628+0.465805j 9.1512-0.0552903j 5.60149-0.0784465j 7.75427-0.0509266j -18.3372-0.654233j -2.31422-0.143278j -3.16046+0.335923j 0.277112-0.111045j -9.70506-0.133144j -6.01677-0.429545j 11.686+0.0843062j -11.2933+0.091918j 4.81726+0.39726j 11.2807+0.0708143j 0.139837+0.468623j -5.35106+1.1623j 11.6642-0.455645j -11.3706-0.0567312j 5.60275+0.219091j 9.72964+0.246723j 0.52256+0.271781j -3.16358+0.351205j 2.9597-0.482115j -18.5626+0.251062j 8.03635-0.263093j -4.47245-0.358506j 9.20113+0.283006j -11.5895+0.17226j 2.91881-0.691211j -1.00761-0.317727j 7.36952-0.172531j -8.87755+0.280547j 8.0084-0.0687425j -8.887+0.21593j 1.94986-0.406852j 0.249566+0.882777j 3.00648+0.544819j -6.97273+0.79402j 0.531375-0.0699389j -5.32804+0.666735j 3.33583+0.0158864j -2.48679+0.260249j -0.723945+0.0732476j -3.26036+0.382485j 0.185311+0.514512j -0.44998-0.144249j -1.92688+0.0571471j -0.209878+0.318305j 0.00863563-0.218512j 
0.00393642-0.126226j -0.396372-0.321622j -1.60228-0.0482825j -0.533682+0.348984j -0.378343-0.237618j -3.10546+0.256428j 0.674496-0.100989j 2.41031-0.252451j -3.69714-0.0754183j 5.21183+0.0642643j -0.795604+0.262974j -7.76665+0.395363j 2.86697-0.221413j 0.00150112-0.246006j -2.5966+0.0119367j -8.27501+0.253913j 7.98854-0.459616j -8.8952+0.217353j -7.45275+0.172j -0.176635-0.0149516j -3.17064+0.575893j -11.2785-0.124832j -9.3022+0.313383j -4.86843-0.0819754j -7.81169+0.280849j 17.5859-0.886728j 2.40277+0.332523j 4.39273+0.0611122j -0.933711+0.431494j 9.76961+0.0335599j 5.31726+0.0985241j -11.2141+0.885173j 11.2979-0.791289j -5.02531+0.146973j -10.6324+1.05448j 0.707876+0.186504j 4.88798-0.0759984j -11.4047+0.28121j 11.5597-0.956726j -6.10125+0.975803j -9.96919+0.227907j -1.30887+0.43002j 4.16718-0.519876j -2.83444-0.10318j 17.7656-1.23944j -7.53319+0.884078j 4.62695-0.0714346j -9.25192+0.309816j 11.4953-0.975791j -3.1811-0.132626j 1.13165+0.186958j -7.62375-0.0296354j 9.05255-0.681176j -7.88425+0.537937j 8.21807-1.22324j -1.7408+0.408903j 0.0155824-0.0498072j -3.12602+0.0561016j 6.82743-0.91886j -0.570421+0.216587j 4.66597-0.509429j -3.31745+0.83118j 2.67432-0.311799j 0.361917-0.137685j 3.34248-0.303447j -0.443675-0.0219845j 0.239016+0.102176j 2.02162-0.0182928j 0.170291-0.0765023j 0.107673+0.183565j 
-0.224028+0.157271j -0.155349-0.00479096j 0.141516+0.000849116j 0.042689+0.0234894j 0.298255+0.316647j 0.364594+0.0920613j -0.0884184+0.251324j -0.320075-0.14843j 0.123652-0.385493j -0.938207-0.394385j -0.0754361+0.21725j 0.780118-0.35318j -0.606874+0.250838j -0.375078+0.138492j 0.21687-0.111519j 1.18572+0.158616j -0.622082-0.231924j 1.04524-0.106435j 0.303931-0.243257j 0.13988-0.141847j 0.583268-0.248256j 1.28077+0.276122j 1.37765+0.00460243j 0.34456+0.00219237j 1.10859-0.000786093j -2.25241+0.191282j -0.372496-0.191584j -0.437966+0.0553443j 0.0416609+0.278162j -1.17835-0.24168j -0.385227-0.127507j 1.37676-0.348461j -1.00468+0.178242j 0.268998+0.448764j 1.36773-0.0250232j 0.686161+0.320444j -0.584317-0.0226971j 1.02016+0.205297j -2.01479+0.0765809j 1.16658-0.163003j 1.2905-0.428682j -0.231549-0.330458j -0.5788-0.156831j 0.196524+0.667719j -1.40919+0.0495915j 1.30686-0.0807726j -0.821771-0.192341j 0.844485+0.406525j -1.17018-0.070723j 0.144597-0.78965j -0.329399+0.590184j 1.10757-0.311273j -1.32079-0.452122j 1.01438+0.0333172j -0.876817+0.0461844j 0.454065-0.491407j 0.256017+0.0917558j 0.643618+0.166308j -0.742754+0.15267j 0.464443+0.272173j -0.725371-0.184861j 0.0874288-0.145563j -0.364276+0.256186j -0.0338552-0.194117j -0.383524+0.27864j 0.578284-0.193508j -0.0913439+0.12506j -0.0404162-0.233446j -0.0122922-0.0442678j 0.176324+0.0265097j 
