0.010748-0.0111952j -0.0179632+0.0400878j 0.0628299-0.0798261j -0.0765285+0.072776j 0.0101527+0.0581949j -0.0810484+0.00756317j -0.118704+0.0684922j 0.00418617-0.0383989j -0.0393247-0.109731j 0.0987991-0.193341j -0.039123+0.0735096j 0.113314-0.0586836j -0.00809457+0.0182682j -0.24031+0.173461j -0.0735539-0.00335258j 0.271958-0.0166242j 0.150349+0.00245796j 0.165127+0.0746198j -0.083986-0.158357j 0.00600563+0.130194j -0.122832+0.0174396j -0.0183514-0.0997878j 0.0243174-0.0497848j -0.319774-0.242914j -0.0800889-0.225507j 0.0841833-0.0651322j 0.372089-0.360353j -0.180987+0.0984094j -0.163864+0.0618743j 0.131116-0.175876j -0.105562-0.0271257j -0.161554+0.334066j 0.0267+0.0376262j 0.0766724-0.235428j 0.315071+0.169096j -0.310954+0.232893j 0.216231+0.0101518j 0.0812675-0.381973j -0.1195-0.099191j 0.125878+0.278606j -0.0525595+0.110488j 0.0528455-0.325836j -0.0408487-0.143943j -0.426036+0.308078j 0.255708+0.225642j 0.559864-0.102826j 0.305308-0.210178j 0.170498-0.170935j 0.0492641+0.145868j 0.253656+0.334635j -0.213799-0.410609j -0.251535+0.223736j 0.303574+0.0706841j 0.150012+0.0841209j 0.159057-0.467395j -0.216432-0.581772j 0.196639-0.185789j 0.445993-0.326474j -0.54151-0.0978652j 0.0793659-0.11253j 0.265852-0.344495j -0.123545+0.436112j 0.0260767+0.32166j 0.295335-0.0217123j -0.402037+0.115123j 0.052113+0.0477935j 0.175456+0.109262j 0.273552+0.314918j 0.288821-0.273135j 0.317191+0.0800275j 
0.11644-0.305038j 0.418462+0.434281j 4.14908+0.0580319j 1.30572-0.264098j 0.450203-0.312224j 8.73808+0.315839j -1.76856-0.276517j -6.74028-0.0357631j 8.47378+1.03526j -12.8362-1.59686j 1.88521+0.690488j 18.1294+1.47876j -7.26465-0.256842j -0.336074-0.690276j 5.03782+0.947754j 20.5864+0.663081j -19.1418-0.505654j 22.8244+0.679612j 17.8243-0.163607j 1.53759-0.534138j 7.24703+0.127018j 29.7889+0.789991j 22.346+0.563735j 12.406+0.524812j 19.0629+0.137667j -44.4798-1.21457j -6.33724-0.345897j -7.75961-2.28787j 1.42198+0.858764j -23.5823-0.721218j -13.4479-0.236029j 28.0561+0.307367j -27.8986-1.23104j 12.952+0.185318j 27.5256-0.686421j -0.204135-0.00123947j -11.9923+0.721688j 27.8502+0.214199j -29.4615-0.112274j 13.9753+0.443525j 24.0999+0.774357j 1.70454+0.489386j -8.91804-0.662722j 5.67916-0.37501j -43.9481-0.15718j 19.1478-0.726034j -12.9946-0.558019j 23.3915-0.134991j -29.0374+0.814052j 7.39609+0.0604257j -1.88134-0.550711j 18.3252-0.370484j -23.238+0.525443j 20.0827-1.28572j -21.3618+0.979203j 5.56625-0.631735j -0.125947+0.00654387j 7.362+0.822802j -18.7698+1.02772j 1.51865-0.374675j -12.3353+0.836731j 8.65046-0.935244j -6.26627+0.318111j -1.16949+0.213451j -8.4867-0.108949j 0.391955+0.0343284j -1.16545-0.453901j -4.1257-0.17035j -0.977354+0.32497j 0.0697971-0.13564j 
-0.221343+0.0806138j -0.258169-0.169946j -0.41049-0.190519j -0.15516-0.111067j 0.247448-0.196291j -0.873018-0.188226j 0.470753-0.252018j 0.466456+0.322829j -0.138837-0.143216j 0.398871+0.741921j -0.787329-0.507947j -1.08791-0.777071j 1.28127+0.467273j -0.0922036-0.0870867j 0.173149-0.323108j -1.80793-0.478477j 2.0174+0.29735j -2.63648-0.351358j -1.47018-0.516387j 0.767827-0.182962j 0.358178-0.559896j -1.68492+0.141731j -2.4506-0.434911j -1.38799-0.407404j -1.50695-1.13406j 3.63854+0.338348j 0.731211-0.176362j 1.23904+0.0808331j 0.178595-0.638218j 1.65866+0.20952j 1.90883+0.567068j -2.52549-1.03882j 2.3075-0.217443j -0.355372-0.321197j -1.64259-0.99997j -0.446564+1.01134j 1.08194-0.687289j -1.96418+0.329903j 2.30754+0.224105j -0.642417-0.144479j -2.47342-0.0640209j -0.363552+0.109992j 0.897531+0.194326j -0.146557+0.0211988j 3.57193+0.585608j -1.33321-0.299852j 1.0749-0.461985j -1.69354-0.650009j 2.61092+0.165868j -0.383882-0.0389093j 0.138811+0.074298j -0.888411+0.564503j 2.15879+0.279904j -1.70886+0.213483j 1.94197+0.45688j -0.832228-0.275359j -0.0986157+0.356612j -0.15993-0.443377j 1.70634+0.121775j -0.241226+0.239911j 1.20055+0.201765j -0.669445-0.496441j 0.734902+0.0480983j 0.131056+0.351662j 0.783202+0.113746j -0.00435696-0.429354j -0.0208267+0.199702j 0.145691-0.000509323j 0.0811024+0.181497j -0.115908-0.0278578j 
0.132315+0.234329j -0.157157+0.135855j -2.59378+0.120965j -0.470875-0.0923101j 0.0709634+0.232364j -5.29192-0.456192j 0.390881+0.511217j 4.2184+0.0114356j -4.95656-1.12544j 7.23826+0.564704j -0.694361-0.310298j -10.1443-1.24748j 4.24143-0.0504983j 0.705619+0.310522j -3.41185-0.357798j -12.9391-1.16433j 11.9072+1.18421j -13.4252-0.685827j -10.2497-0.335171j -1.86581+0.675896j -5.45196-0.304555j -17.521-0.214191j -13.0999-1.01455j -7.78917+0.0993804j -10.6361-0.281197j 26.4804+1.59094j 3.21734-0.220381j 4.49331+0.794963j -1.53881-0.127881j 14.1449+0.279771j 7.82487-0.187383j -17.7505-0.593074j 16.6687+1.42667j -7.50608-0.0642619j -17.0376-0.291664j -1.05048-0.824582j 7.30966+0.445017j -16.1713-0.634999j 17.4892+0.779377j -8.27078-1.32723j -13.4376-0.558005j -1.12034-1.04821j 4.99571+0.195664j -3.17192+0.119342j 25.8715+0.637415j -11.4306-0.269181j 8.16491-0.14279j -13.5395+0.344753j 16.9554+0.552253j -4.49282+0.0543882j 0.411874+0.224195j -10.3046-0.0836142j 13.6082-0.0342267j -11.7609-0.28309j 12.9409+0.237224j -3.53522+0.335448j 0.338264-0.428677j -4.46681-0.128757j 10.9173-0.00622566j -1.10189-0.0462223j 7.21984-0.429839j -5.32218+0.107076j 3.64485+0.38349j 0.705421-0.382131j 4.81667-0.241808j 0.0845591+0.114882j 0.93034-0.144539j 2.30848+0.169626j 0.727024-0.454106j -0.0464585-0.13594j 
0.288111+0.274962j -0.0390518-0.317093j -0.755647-0.258927j -0.319689-0.13091j -0.0688081-0.020628j -1.85764+0.0968546j 0.431741-0.0280795j 1.46396-0.0910504j -1.98254-0.54298j 3.33644+0.445371j 0.0216167+0.141756j -4.43487-0.4285j 1.01432-0.013496j -0.224351+0.0911509j -1.33421+0.584433j -6.13844-0.286853j 4.98435-0.26514j -6.00718-0.392301j -4.02787+0.105947j 0.212012-0.367786j -2.63391+0.178442j -7.28302-0.20003j -6.20144-0.424734j -3.47735-0.0359249j -5.09287-0.370113j 10.4623-0.0754558j 1.96448-0.00437848j 2.70575-0.6014j -0.564311+0.428766j 6.50517-0.192514j 3.75373-0.29622j -7.72077+0.175341j 6.61264+0.089838j -2.95096-0.0969683j -6.63199+0.0626716j -0.105846-0.376244j 2.88591+0.17458j -6.70168-0.223357j 6.97454-0.54887j -2.7152+0.251703j -5.8342+0.241871j -0.747812+0.216375j 1.98234-0.151763j -1.37305+0.130351j 10.5499-0.0154549j -4.22823+0.0294802j 3.40001-0.0265943j -5.83827+0.0959726j 6.70651-0.0775297j -1.60044-0.120827j 0.398733-0.21813j -4.50674+0.0696834j 5.50713-0.509783j -4.83274+0.11821j 4.96393-0.526322j -1.06671-0.0462444j -0.0356107-0.103487j -2.06607-0.0947006j 4.25975-0.299227j -0.354982+0.0808479j 2.93015-0.106144j -2.13958+0.315063j 1.5577-0.229465j -0.0581178-0.071786j 1.92078-0.0922572j 0.0252555+0.00182616j 0.380933-0.344063j 0.875153+0.124026j 0.0458102-0.0960734j -0.08109-0.0115488j 
-0.460158-0.512706j 0.0996286-0.424011j 1.13067-0.654209j -0.274405+0.0143623j -0.193881+0.921001j 1.21416+0.145576j -0.487135-0.262474j -1.11157-0.216848j 1.73715-0.166334j -3.45811+0.337482j 0.432886+0.36531j 3.70153-0.0243381j -1.482-0.306297j -0.17639-0.0304006j 0.952562+0.876962j 4.00543+0.0590842j -3.92723-0.0260824j 5.20625+0.159728j 3.2639+0.843225j 0.49712+0.408161j 1.11151+0.204467j 6.70566-0.292071j 4.71899-0.355369j 2.85318+0.129125j 3.92971-0.0314948j -8.56524+0.672501j -2.30377+0.584454j -1.53055-0.359226j -0.0929226-0.398204j -4.43983-0.608791j -2.26987-0.445877j 6.75377+1.10279j -5.98862-0.0656957j 3.08484-0.495625j 6.26652-0.353848j 0.170321-0.279306j -2.67132+0.0584287j 5.39595+0.150775j -5.57202-0.850632j 3.03343-0.213612j 4.85168+0.201396j 0.752515+0.166281j -1.41159-0.114221j 1.78078+0.0257366j -8.59103-0.111806j 4.43319+0.252484j -2.85503+0.36658j 5.0995-0.145579j -5.86365+0.206466j 1.30918+0.611598j 0.158221-0.400889j 3.30529-0.28442j -3.97506+0.0335644j 3.91152-0.278926j -4.492+0.0586808j 0.743283-0.255863j -0.304448-0.19458j 1.76756+0.411941j -3.07418-0.0841117j 0.387302-0.155547j -3.03119-0.0203793j 1.1549-0.463194j -1.22213-0.0968035j 0.18612+0.156029j -1.74846+0.276012j 0.508383+0.0239482j -0.517797+0.189726j -0.759098+0.11117j -0.168894+0.464403j -0.210873+0.409322j 
-0.122945+0.186343j -0.209301-0.0359571j -1.44011-0.0651817j -0.430839+0.277048j 0.230006+0.119234j -3.46199-0.0736114j 0.875149+0.0593158j 3.18552+0.906509j -3.0811-0.818316j 4.36812+0.295417j -0.394668-1.04873j -6.22275-0.140258j 1.47276+0.582703j 0.517129+0.308451j -1.49674-1.29449j -7.61765-0.37291j 6.79409-0.109179j -8.14685-1.1016j -6.10847-1.19821j -0.400767-0.195941j -2.93776+0.348901j -9.45103-1.19149j -8.53669-0.471397j -4.94538-0.993225j -6.34582+0.907878j 15.1735+0.543483j 2.7607-0.52253j 4.46762-0.869475j -0.619024+0.291363j 7.60867-0.0616218j 5.41031-0.114442j -9.999+0.207544j 10.2828+0.780628j -4.63472+0.0269252j -9.84049-1.03594j 0.0439418+0.00505459j 4.3568+1.46237j -10.3331+0.371723j 10.0845+0.807021j -4.81927+0.738183j -7.9709-0.133363j -0.520896-0.531591j 3.05551-0.434042j -2.10076+0.0421867j 14.7837-0.427512j -7.11707+0.332328j 5.21005-0.282589j -8.36119+0.259766j 10.287+0.0787025j -2.68118-0.369591j 0.795749+0.123148j -6.64063+0.366225j 8.34388+0.246726j -7.03351+0.518779j 7.45472-0.575281j -1.76848+0.462315j -0.110146+0.462086j -2.47209-0.209099j 6.35517-0.0796276j -0.698251+0.271802j 4.48681-0.907628j -3.22354-0.117481j 2.16188-2.95957e-05j 0.294329-0.113415j 3.06637+0.078384j 0.0617556-0.419129j 0.23765+0.264271j 1.49348+0.0463825j 0.396121-0.0702841j -0.0176801+0.0715581j 
-0.0777836+0.112718j 0.151172+0.00261662j -0.783462-0.30975j -0.142969+0.310876j -0.554043+0.0513642j -1.11337+0.295006j 0.56405+0.163881j 1.01+0.0364599j -2.10491-0.00175543j 2.52441-0.226145j -0.454864+0.00293625j -2.75449+0.776927j 1.88575+0.178767j -0.616306-0.0599719j -0.521101-0.421782j -3.93563-0.716103j 3.96129+0.375823j -4.15193+0.551019j -2.86418-0.756461j -1.04988-0.565623j -0.260788-0.0406228j -5.32024+1.30135j -4.73525+0.530767j -2.83587+1.20584j -3.25409-0.0245102j 8.97357+0.614546j 1.02016+0.254527j 2.10169-0.314073j -0.876245+0.6403j 4.80619-0.156123j 2.70086+0.345474j -5.67463+0.326817j 5.66864+0.856463j -0.853104-0.168252j -5.03414+0.108514j 0.368165+0.128525j 2.58805+0.152966j -5.01766+0.179244j 5.26229-0.156064j -3.70434-0.182813j -4.64883+0.264889j -0.343639-0.0199599j 1.38298-0.140346j -1.35349-0.0451367j 9.06596-0.54948j -3.33525+0.197039j 3.08042+0.32942j -3.95715+0.701444j 5.42458-0.893557j -1.64431+0.0404406j 0.0134102-0.0503396j -3.33214+0.657266j 4.18559-0.590596j -3.74652-0.0974295j 3.63925-0.196121j -0.760992-0.172261j 0.194942+0.25646j -1.55539-0.39025j 3.47783-0.640527j -0.323445+0.190436j 2.51191-0.242285j -1.45974+0.0684819j 1.3668-0.374116j 0.0444968-0.229432j 1.3736-0.0853874j -0.219554+0.148359j 0.180805+0.0281112j 0.943888+0.0913014j 0.123444-0.13845j 0.0438733+0.0997235j 
-0.253595+0.289436j -0.259373+0.202175j -3.39265-0.097247j -0.733328-0.0485258j -0.688166+0.0320146j -6.61009-0.782271j 1.1494+0.673809j 5.21858+0.32217j -6.59575-0.952144j 9.19999+1.66237j -1.14809-0.411518j -13.0751-1.57458j 5.6242+0.230203j -0.394298+0.238182j -3.79262-0.324705j -16.7558-0.903388j 15.5159+0.271634j -17.9082-0.964694j -14.2537-0.997325j -1.70546-0.0977885j -5.67811-0.0788158j -22.6901-1.68179j -17.9862-0.492356j -10.0096+0.219794j -14.7951-1.07035j 34.4294+2.47653j 4.71956+0.541963j 5.6791-0.275307j -1.00848+0.512304j 18.4129+0.792377j 10.7204+0.147394j -22.6617-0.43018j 21.3449+1.64906j -9.39191-1.05289j -22.0733-0.738989j -0.115018+0.132454j 10.167-0.0840102j -21.3564-0.897439j 22.7118+1.11395j -10.8578-0.574629j -18.1668-0.914188j -1.37094-0.0207811j 6.25934+0.123778j -4.84323+0.219223j 34.1884+1.04192j -15.0461-0.35936j 9.96764+0.450257j -17.7692-0.471895j 22.7576+0.361014j -5.953+0.014157j 0.86785+0.46107j -13.9929-0.409531j 18.0778+0.285427j -16.4574-0.0598981j 16.9279+0.0678996j -4.51967+0.0613946j 0.355102-0.0981788j -5.53422-0.693886j 14.4639+0.518327j -1.34584+0.351566j 9.65623-0.126588j -6.95259+0.212426j 5.23816-0.173909j 0.711529-0.174543j 6.06657+0.136773j -0.309934+0.0612646j 0.750909+0.364463j 3.22607-0.0185665j 0.939416-0.254608j 0.00851464-0.133227j 
0.0502799-0.217083j 0.25908-0.232237j 1.20852+0.0807567j 0.224422-0.0941017j 0.40236-0.13942j 2.36059+0.24861j 0.101559+0.230467j -2.12616-0.248727j 1.96618+0.884167j -3.54221-0.733585j 0.567067-0.431499j 4.68285+0.620117j -1.99807+0.390976j 0.0452624-0.325805j 1.68691+0.527559j 5.73964+0.84266j -5.27578-0.442447j 5.88481+0.0171287j 4.96833+0.230361j 0.945036+0.718121j 2.62057+1.14132j 7.61235+1.03354j 5.77115+0.211937j 3.75912-0.00790652j 5.54203+0.172268j -11.4759-1.28463j -1.33424+0.181336j -2.20349+0.338781j 1.11541+0.387021j -6.60158-0.619913j -4.20152+0.401505j 8.25181+0.531637j -6.83175-0.852956j 3.43658+0.698812j 7.79789+1.05715j -0.741373+0.408584j -2.64757-0.241363j 6.96104+0.685662j -7.59006-0.59146j 3.30862+0.625081j 5.97328-0.160188j 0.129879+0.102333j -2.37711+0.149496j 1.46977+0.0437629j -11.7147-0.666236j 4.94077+0.370314j -3.27063-0.451269j 6.50546+0.233469j -7.42001-0.258822j 2.15458+0.21084j -0.312645+0.161976j 4.38725+0.614493j -6.26941-0.0904292j 4.96629+0.246547j -5.73555-0.203054j 1.69137-0.098702j -0.506312-0.0694548j 2.24758+0.42922j -4.78413-0.199557j 0.251976-0.0962392j -3.36624+0.171216j 2.53295+0.31616j -1.5374+0.054466j -0.632799+0.115376j -2.21238+0.0812038j 0.307951-0.20536j -0.506278-0.21922j -1.05756-0.12743j -0.534049+0.0596077j -0.0169217-0.00392204j 
0.0244417+0.0196875j -0.0187089+0.228708j -0.000321681+0.249475j -0.430005-0.0232992j -0.212139+0.174091j 0.516501+0.094433j -0.393213+0.20085j -1.4404-0.280013j 0.609764-0.0807809j -0.591565+0.148979j -0.0436769-1.10336j 0.736383+0.306218j -0.718589+0.40922j 0.108108-0.0667137j -0.185403-0.414422j 0.563823-0.141004j -1.02753-0.307651j 0.768501-0.204528j 0.431413-0.149105j 0.457344+0.260119j 0.14503-0.0373154j 1.03843-0.731655j 0.281877+0.0496018j -0.243407+0.15661j 0.26112+0.0591741j -1.22467-0.0694509j -0.114113+0.0899124j 0.271781-0.321871j -0.1792-0.207434j -0.489188+0.299746j 0.329273+0.138621j 0.436176-0.0447347j 0.136304+0.103569j 0.131122-0.378187j 0.592357-0.0966683j 0.0309448+0.379303j -0.706562+0.0936601j 0.595776+0.161064j -0.578114-0.300622j 0.244797-0.0435619j 0.953329-0.486855j 0.27387-0.139133j 0.0187274+0.0890835j 0.253605-0.130975j -0.617847+0.344935j 0.209749-0.183783j 0.0206611+0.0563721j 0.242156-0.189432j -0.399447+0.126013j 0.143916+0.27953j -0.0238641+0.393995j -0.0256027-0.0733512j -0.726536+0.116162j 0.492328+0.113524j -0.377381+0.327298j 0.0715677-0.0947184j -0.0344081-0.303215j 0.340319-0.0420748j -0.236329+0.338329j -0.0537021+0.0191493j 0.0119037+0.0930595j 0.227776+0.0200885j -0.111648+0.117765j -0.0395403-0.0214687j -0.0749857+0.0241801j -0.0822105+0.0444304j -0.0527119+0.120614j -0.0349322-0.0327058j 0.00903711-0.0205824j -0.0301839-0.0528562j 
0.00409766-0.529444j 0.0418514-0.008528j 0.556142+0.204836j 0.543785+0.0391049j 0.15184-0.244795j 0.911329+0.5329j 0.0215559-0.756531j -1.03672-0.0108763j 0.993937-0.204133j -2.11763-0.582658j 0.627664+0.453401j 2.78079-0.205426j -1.16986+0.10688j -0.719076+0.106708j 1.5137-0.0326201j 2.43569+0.109875j -3.40939+0.0424534j 3.56595+0.8356j 2.74967+0.280402j -0.33834+0.619371j 1.23806-0.318092j 3.9383+0.0230492j 3.69276+0.793467j 1.92758+0.585258j 3.07163-0.137452j -6.30516-0.251351j -1.14978-0.0926528j -1.22439-0.815314j 0.308372+0.0315782j -3.87833-0.160886j -1.8638-0.0069673j 3.81002+0.168361j -3.82507+0.261898j 1.98112+0.59508j 3.98358+0.548796j -0.189256+0.211341j -1.69595-0.211036j 4.0437+0.134714j -4.31746-0.475839j 1.88425-0.101105j 3.27983+0.337018j 0.472696-0.141637j -1.45266-0.23392j 0.599824+0.0319981j -6.64369-0.19242j 2.69135+0.233158j -2.12615-0.0534742j 3.27292+0.42309j -4.11176-0.0781624j 1.29145-0.0534539j -0.107202+0.00048863j 2.61843+0.00420993j -3.31528-0.106374j 3.08241+0.0843909j -3.06139+0.184578j 0.586186+0.0237413j -0.0423555+0.0764599j 1.06975+0.29091j -2.45008-0.216953j 0.357412-0.115055j -2.00197-0.0059224j 1.32003+0.201374j -0.954551-0.0422096j -0.154055+0.0705595j -1.31931+0.00750839j 0.0311967-0.173581j -0.288327-0.0191943j -0.552619-0.0975198j -0.136887+0.0925334j 0.0891998+0.0510632j 
0.243859-0.118484j 0.342389-0.120687j 1.37674+0.0994957j 0.287678-0.0696964j -0.107667-0.211313j 2.57724+0.578309j -0.430651-0.431182j -1.56323-0.912496j 2.24374+0.587896j -3.68045-0.72033j -0.203518+0.0446845j 5.22493+0.73101j -1.52828+0.438679j 0.110875-0.416584j 0.450829-0.0205807j 6.22786+0.505231j -5.89995-0.276162j 6.15352+0.780924j 4.22996+0.441519j 0.2797+0.168196j 2.50465+0.133449j 7.87479+0.524388j 6.67138+0.804188j 3.21074+0.643946j 6.1323+0.159665j -12.5972-0.902731j -2.38944-0.575356j -3.13108-0.650924j 0.737258-0.29853j -6.74399+0.159403j -3.9478-0.316363j 8.53445+0.521213j -7.50101-1.23492j 3.79165+0.473696j 7.45824+0.934682j 0.173765+0.00651167j -2.63181-0.509513j 8.2564+0.817872j -7.55713-0.594296j 4.49793+0.31485j 6.67244+0.120796j 0.191822+0.0658591j -2.61836+0.143295j 1.76292+0.167694j -12.6633-0.152394j 5.63539+0.699689j -4.04294-0.600892j 6.83575+0.414086j -8.26989-0.602924j 1.80617+0.229176j -0.235745-0.0943266j 5.3585+0.280921j -6.41766-0.435796j 6.15401+0.114783j -6.40205-0.118523j 1.86775-0.259575j 0.310722-0.0406309j 2.01851+0.195198j -5.0113-0.152284j 0.642586+0.00832291j -3.929-0.202883j 2.33869+0.0675544j -1.82509+0.0141275j -0.367208+0.179398j -2.25613-0.145219j -0.156445+0.0616222j -0.202739-0.0894446j -1.19566-0.0203311j -0.454256+0.0298764j -0.0968643+0.0298662j 
0.314565-0.730381j 0.414755-0.232327j 1.87349+0.126683j 0.0756043-0.303894j -0.5256+0.114732j 2.76126-0.239108j -0.265909-0.313363j -2.17862+0.29081j 3.13294+0.393229j -4.68831-1.24685j 0.643225+0.1872j 6.21541+0.57019j -2.31114-0.161422j -0.138035+0.121746j 1.92583+0.185037j 7.37608+0.872941j -7.00225-0.370231j 8.18695+1.00222j 5.96462+0.186052j 0.223993+0.102157j 2.6615+0.0933734j 10.6726+1.31306j 8.35913+0.657402j 4.80834+0.396234j 6.48788+0.836385j -15.9163-0.767881j -2.58761-0.871358j -2.90884-0.0746042j 1.16782-0.355856j -8.08975-0.786267j -4.48541+0.0510149j 9.89229+1.48606j -9.70511-0.876932j 4.48341+0.428789j 10.1744+0.867648j 0.191443+0.302838j -4.43881-0.327776j 9.19704+0.340774j -9.8881-0.407713j 4.90522+0.372744j 8.18627+0.551321j 0.856688+0.333396j -2.86776+0.12995j 2.14168+0.426873j -15.0461-0.694812j 6.31675+0.456313j -4.78868-0.313195j 8.12455+0.560271j -10.1024-0.284441j 2.25557-0.00333498j -0.212715+0.227286j 6.37607-0.0149259j -7.98755+0.32955j 7.0196+0.135145j -7.40967-0.193521j 1.83313-0.273459j -0.144814-0.0560456j 2.42442+0.559309j -6.08268+0.184067j 0.648147-0.0361416j -4.01801-0.455982j 3.25537-0.505927j -2.28-0.0349266j -0.422857+0.487714j -3.00136+0.105687j 0.342228+0.310609j -0.859504-0.300006j -1.43342+0.0708274j -0.698503+0.272752j -0.374894+0.0206089j 
0.247185-0.172767j 0.277081-0.278087j 1.95586+0.0555783j 0.592871-0.0644746j 0.556388+0.39749j 4.96892+0.0707704j -0.708535-0.6303j -3.63688+0.00314979j 4.60555+0.969713j -6.73982-0.925279j 0.994812+0.189089j 9.98172+0.240313j -3.77065-0.175213j 0.0493245+0.648678j 3.06612-0.168266j 11.6163+1.31741j -11.4872-0.586683j 13.2246+0.819255j 9.70654+0.378488j 0.362497+0.389413j 4.26636-0.411992j 16.7449+0.776745j 13.4136+1.17421j 8.25362+0.395642j 10.4488+0.746195j -24.2833-1.983j -3.18421-0.338895j -5.74402-0.529961j 1.65877+0.0682689j -13.7745-1.07341j -7.88129-0.600258j 16.8083+0.858245j -14.8977-1.12521j 6.23186-0.577346j 15.3918+0.508518j 0.129955-0.265866j -6.91888-0.334844j 15.4533+0.410652j -16.5296-0.367798j 7.76769+0.640322j 13.5548+0.516293j 1.32529+0.020535j -5.05439+0.277557j 3.45079+0.0423671j -24.8399-1.10357j 10.6237-0.0321579j -7.13972-0.721337j 13.1326+0.013734j -16.6105-0.172615j 4.38208+0.167017j -0.873826+0.0676487j 10.3716+0.288406j -13.281-0.0543504j 11.2544+0.299888j -12.0967+0.3329j 2.71386-0.189559j -0.0415799-0.0134403j 3.81559+0.550732j -10.3526-0.378711j 1.07118-0.203431j -6.88743+0.0579201j 4.77661-0.0579902j -4.02112-0.119766j -0.563669+0.338738j -4.4454+0.264625j 0.316719-0.0469333j -0.638986-0.156971j -2.31278-0.0849859j -0.615523+0.209084j 0.0247029+0.0906585j 
-0.145783+0.52612j 0.0063579-0.116063j -2.01576+0.359908j -0.155294+0.00802293j -0.198537+0.161575j -5.20912-0.0829081j 1.19623+0.28385j 3.7334-0.101126j -4.16941-0.284943j 6.52087+0.690192j -1.01264+0.463609j -9.26595-0.793954j 3.69037-1.37895j -0.210397-0.204638j -3.85896-0.113325j -12.2661-1.85548j 11.9176+0.117175j -12.6118-0.948024j -10.3225+0.135266j -0.530329+1.1595j -4.64078-1.21884j -15.681-0.679596j -12.6305-1.01186j -7.08595-0.427072j -10.2049-0.913707j 25.0289-0.0732271j 3.6338+0.668032j 6.37483+0.802015j -1.31281+0.370213j 13.7162+0.840857j 8.31787+0.636525j -16.7082-0.89846j 15.5969+0.143836j -7.02747-0.230449j -15.5084+0.286521j 0.137182-0.317637j 6.76238-0.249039j -15.3933-0.106173j 17.0441-0.392639j -8.03748+1.17247j -13.6955+0.103211j -1.49367-0.323055j 5.0566-0.254783j -3.4754+0.269316j 24.3314-0.761947j -10.5329+0.742073j 7.40382+0.0466471j -12.7932-0.0569761j 15.8889-0.695721j -4.02228+0.426248j 1.2169+0.259219j -9.91642-0.0351098j 13.2345-0.451239j -11.4186+0.498902j 12.2899-0.775884j -2.85178+0.409911j 0.283482-0.274594j -4.29894-0.428868j 10.1166-0.550622j -0.896056+0.314356j 6.73955-0.719024j -4.96774+0.331217j 3.82439-0.187775j 0.370016-0.560521j 4.58687-0.328922j -0.0116417+0.217905j 1.07726+0.133931j 2.25923-0.208282j 0.45379-0.387753j 0.0515949-0.132982j 
0.210375-0.135455j -0.200892-0.0491437j 0.623666+0.0552806j 0.61606+0.299229j 0.280624+0.0790249j -0.497999-0.00934566j -0.208597+0.0501426j -0.368436-0.326441j -0.410443-0.178871j 0.538622-0.0345516j 0.221128-0.63479j -0.0157135+0.178035j -0.510991+0.359108j 0.482778-0.0803017j 0.130294-0.265611j 0.0983686+0.0460112j 0.123635-0.811654j 0.524212+0.539886j 0.00469493-0.336303j 0.000937497+0.362895j 0.404911+0.0524443j -0.245847+0.198918j 0.0486195-0.391396j 0.213129+0.30162j 0.0887802+0.156546j -0.631009+0.00585042j 0.130055+0.0657872j -0.27048-0.252055j 0.0783602-0.0537354j -0.389465-0.276383j -0.235273-0.09048j 0.0463825-0.459677j -0.0957993-0.408991j -0.0797448+0.302445j 0.170864+0.11187j -0.284567+0.417707j -0.0902391-0.0493823j -0.332902+0.00742966j -0.281765-0.225697j 0.109127+0.149165j -0.0355621+0.00327914j -0.172163+0.150165j -0.132635-0.103431j 0.153557-0.331784j -0.557603-0.611027j -0.103531-0.0119179j 0.0139549+0.00100766j 0.184877+0.244264j -0.277852-0.204078j 0.303863+0.130181j 0.00264272-0.170112j 0.185341-0.0471594j -0.471294-0.541453j 0.278847-0.15882j -0.132243-0.208232j 0.0687624+0.0476375j 0.199652-0.114381j -0.0327038-0.0194251j -0.10224-0.0541804j 0.137829+0.0217917j -0.366795-0.147187j -0.0236816-0.201456j -0.0860603-0.0188156j -0.0429957+0.209274j -0.0214763-0.0406928j 0.0945939+0.0407831j -0.0826972+0.0311656j -0.079056-0.031161j -0.183103+0.146189j -0.130938+0.0265454j 
