0.0064822-0.00113811j -0.00113127-0.00616206j 0.00259429+0.00371983j 0.00526061-0.00213861j -0.00143937-0.00250762j 0.000880756+0.00367755j -0.00498035+0.00134478j -0.00124172-0.000848694j 0.00110713-8.89487e-05j -0.00142355+0.0029881j -0.00304439-0.00352425j -0.00325248-0.00453662j 0.0053629-0.00372993j 0.000637724+0.00185589j 0.00154538+0.00274334j 0.000914268-0.00205432j -0.000299216+0.00137083j -0.00238348+0.000580604j 0.0049837+0.0046877j -0.000525711-0.00248639j -0.00122938-0.000648597j -0.00224157-0.00174912j -0.0013454-0.00266932j -0.00118567-0.000732045j 0.00249467-0.000975753j 0.00387677+0.000808263j 0.0043778+0.000814052j 0.00200559+0.00156995j -0.00129476+0.000208526j 0.00373328-0.000175919j -0.00306831-0.0016151j 0.00096829+0.00154499j 0.000414826+0.000693518j 8.81866e-05+0.00435827j -0.00180129-0.00233215j -0.00462765+0.00187134j 0.00123448-0.00111935j -0.000614153+0.000430389j -0.00208297+0.000545321j 0.00444106-0.00510361j 0.00213173-0.00150197j -0.00240176+0.00299734j 0.00137114+0.001093j 0.000292069-0.000542307j -0.00279602-0.00113353j 0.0010404+0.00141614j 0.00294959+7.09073e-05j 0.00196447+0.000137229j 0.000123623-0.000702653j -6.72277e-06+0.000115494j 0.000539375+0.00197235j -0.00184055-0.0017345j 0.000662557-0.00246207j 0.000665135-0.00212891j -0.000336551-0.000627206j 0.000954098+0.00202407j -0.00115049-0.00206758j -0.00254055+0.00195825j 0.000987031-0.00942919j 0.0127167+0.00374249j -0.00482165+0.0079693j -0.00161537+0.00311545j -0.00135229-0.00500782j -0.00360999-0.00437486j 0.000633245+0.000684858j -0.00143518+0.00139601j -0.00498887-0.00207417j -0.000387919-0.00824049j 0.00658447-0.00101736j -0.00203958-0.00072051j -0.00818676-0.0231374j -0.0227771+0.00582271j 
-0.00218176+0.00092166j 0.00131328+0.00215596j -0.00367994-0.00119477j 0.00086441+0.000841333j 0.00264027-1.09241e-05j 0.000319251+0.00193741j -0.00226885-0.00310321j 0.00146064-0.00396876j -0.00511389+4.41513e-05j 0.000427339-0.000577232j -0.000734977+0.00122554j 0.00261038-0.00436068j -0.000558293+0.00188776j 0.00162231-0.00191325j -0.00329246+0.000280741j -0.00139541-0.000604405j -0.00553991-0.00564791j 0.00261857+0.000185122j -0.000516209+0.00405988j 0.00267791+0.00127231j -0.00567439-0.000833794j -0.00229958-0.00169125j 0.00706453+0.000394985j -0.000821656+0.00137655j -0.000604366+0.00446196j -0.000501549+0.00127463j 0.000671972+0.0052895j -0.00336535+0.00480362j -0.00269883+0.00789872j -0.00464162+8.15948e-05j 0.00810512+0.000166604j 0.00135964-0.002993j -0.00598078+0.00157002j 0.00107894+0.00616608j 0.000219317-0.0023508j -0.00707166+0.00147507j 0.00351067+0.00551371j 0.00384701+0.00120063j -0.00315586+0.00199095j 0.00197968+0.00133499j 0.00111903-0.00761755j 0.00659487-0.0010074j 0.0113729+0.00302378j -0.00196907+0.00139426j -0.0135589-0.00530819j 0.000923032+0.000317574j -0.00165223+0.00373222j -0.00380315+0.00178829j 0.00212924+0.00691493j -0.00890276+0.00065862j -0.00829486-0.000314607j -0.0023465-0.00946724j 0.000904643-0.00317685j -0.00748318-0.00362456j 0.00496044+0.00284818j -0.00216531-0.00187369j -0.00303292-0.00377026j 0.00233986-2.20298e-05j 0.00761145+0.00398367j -0.0060474-0.002043j -0.00231742-0.00175258j 0.00384316-0.00161329j -0.008084-0.00254793j -0.00155284+0.00172351j 0.000634846+0.00134197j -0.000706623-0.00668899j 0.00421575+0.0025567j -0.00393666+0.00388899j -0.000911677-0.000701816j -0.000597562+0.00100448j -0.00270201+0.0019686j 0.000834593+0.001603j 
0.0017644-0.00188691j 0.00179031-0.00125998j -6.85133e-05+0.000931025j 0.000489566-0.000911659j -0.000300037-0.0014932j -0.000339059-0.00145103j -0.000256026+0.00036451j 0.00229195+0.00288004j -0.000136797-0.0062998j 0.00377995-0.000373649j 0.00206066-0.004122j 0.000135314-0.00166637j 0.00379099+0.00106101j -0.00200963-0.00298093j 3.00876e-06+0.000213755j 0.00388292+0.000168051j 0.00265106+0.00320232j -0.00155566+0.0020782j 0.00101304-0.00367512j -0.00107525-0.000828341j 0.00215168+0.00290915j 0.0032026-0.00374396j -0.00231267-0.0030084j -0.00349958-0.00375407j -0.00120642+0.00323909j -0.00193797-0.00089688j -0.00572574-0.00144946j -0.000840303-0.00823845j 0.000766077-0.00270036j 0.00881296+0.00579709j 0.00328835+0.00400799j 0.00125362-0.000236191j 0.00250948-0.00304301j -0.00778535+0.0050094j -0.00195934-0.00793411j 0.00275644-0.000765386j 0.00310718+0.000477989j -0.00273949-1.84597e-05j 0.0142332-0.00387183j 0.00293402-0.0037637j -0.0049278+0.000143031j -0.00237804+0.00207188j -0.000529123-0.00368165j -0.00338926-0.00106329j 0.00532783-0.000914585j -0.00939885-0.000855824j 0.00266973-0.00392781j 0.0042054+3.47785e-05j -7.05957e-05+0.000343244j 0.000694072+0.00156265j 0.00435933+0.00694851j 0.00716874-0.00133535j 0.00260715+0.00399126j 0.0011261+0.00290895j 0.00686826+0.00682269j 0.00255165+0.00147667j -0.000550501+0.00399044j -0.00687643-0.000599448j -0.0008853-0.000522323j -0.0030555+0.0032218j -0.00477972-0.000957749j -0.00227109-0.00587197j 0.00128539+0.00125544j -0.00319003+0.00339108j 0.00111327-0.00276721j 0.00406257-0.00561217j 0.0020427-0.00179274j 0.00174027-1.25957e-06j -0.00146735+0.00116731j 7.33669e-05-0.00240934j -0.00257511+0.00299569j -0.00207713-9.19381e-05j 
-0.000670044-4.32922e-05j -0.000301974-0.000451796j 0.000549908+0.000551473j 0.00316291-0.000557774j 0.0011937-1.01718e-06j 0.000821833-0.00192902j 0.00211652-0.000227771j -0.00131408-0.00104988j -0.00371679-0.00127977j 0.00150235-0.00223332j 0.00476084-0.00229241j -0.00139264-0.0035867j -0.00218567+0.000521407j 0.00231413-0.00145624j -0.00271265-0.00213312j 0.00135313-0.00468218j 0.000331634-0.00212304j -0.000451532+0.00242796j 0.00022929+0.00570875j -0.00197319-0.00377646j 0.00061401-0.0012878j 0.000798523+0.00173533j 0.000466483-0.00388016j 0.00164429-0.00110248j 0.000246514+0.00281983j 0.00135395-0.00863175j 0.00251994+0.00534754j 0.00151819-0.0028592j -0.00123065+0.0109528j 0.00654442-0.0050301j 0.000598897+0.00290959j 0.00126585+0.000420939j -0.00207593+0.00482399j -0.00654923+0.000924189j 0.00440116+0.00175541j 0.00124697-0.000612844j -0.00481044+0.00173514j 0.00197741-0.00375233j -0.00858357+0.010815j 0.000461595+0.00535887j 0.0108312+0.00205917j 0.00419426+0.00387825j -0.00179109-0.00293092j -0.00104518-0.00337079j 0.00601846+0.00750846j 0.00369317+0.00349891j 0.00518011+0.00159979j -0.00148395-0.0063977j -0.00276154-0.00501403j -0.00167203+0.000392231j -0.0014562-0.000756536j 0.00259517-0.00318772j 0.00814787+0.00156256j -0.000639869+0.00198403j 0.00282034+0.00557929j 0.00131818+0.00346379j 0.00584789-0.00670996j 0.00757265+0.00259208j -0.00434394+0.000911749j 0.00205111+0.00330283j -0.000607488+0.000768164j 0.000739755-0.00460276j -0.00511657-0.00278482j 0.00244465-0.00354531j -0.0011212+0.00378368j -0.00344663-0.00103477j 0.00030061+0.00193515j -0.0055822+8.46416e-05j -0.00154794+0.000688404j -0.00434186-0.00024348j 0.000926471-0.000119565j -0.0013527+0.000406766j 
-0.000598321+0.00141341j 0.00141788+0.000943484j -0.000336868+0.00122059j 0.00106174+0.00240194j -0.00125579+0.00183417j -0.00140347+0.00495717j -5.86387e-05-0.000879353j -0.00135033+0.0018911j 0.00117161-0.00326064j 4.52795e-05+0.0037701j 0.00142268+0.000539305j 0.0018931-0.00319998j 0.000102745+0.00122424j 0.000166537-0.000229102j 0.0013488-0.001107j 0.000683246-0.00214402j 0.00164393-0.0061971j -0.00169339+0.00493422j -0.0018467+0.000175925j -0.000536626+0.00404255j -0.000704265-0.00140133j -0.00376893+0.000483862j 0.00221216+0.0016593j -0.00168114-0.00123159j 0.00240231+0.00084585j -0.00260003+0.000580989j -0.00336147+0.000483057j 0.00122502+0.000922875j 0.000818331+0.0066016j -0.00349714-0.00163734j 0.0047919+0.00138804j -0.00164074+0.00271611j -0.00443122+0.000307144j -0.0012817-0.00213469j -0.00246278-0.00298643j -0.00177122+0.00183678j -0.00210196-0.00254388j 0.00118419+0.00158726j 0.000643218-0.00296553j 0.000690916+0.000684484j 0.000223972-0.000617513j 0.00282558-0.00117424j -0.00467101-0.00281651j -0.0135565-0.00223854j -0.00665948+0.00614035j -0.00194875+0.00508803j -0.00170246+0.00416125j -0.00479452-0.00213169j -0.00723952+0.00116385j -0.000517784-0.00318584j -0.00333956+0.00126334j 0.00132917-0.00493953j 0.000882734-0.000444695j -0.00446779+0.000523481j -0.00236802+0.00779789j -0.00253429-0.00490232j -0.00510735+0.00170497j 0.00464719+0.00460045j 0.000881931-0.00710979j 0.00270734+0.00677611j 0.00459897-0.00420664j -7.34086e-05+0.00394297j -0.00317808+0.00294889j 0.0027474+0.00180885j 0.00066068-0.00171856j 0.00450132-0.000122357j -0.0030738-0.000384188j 0.000617039-0.00305718j -0.00226487+0.00353515j 0.00152639-0.000346607j -4.61957e-05+0.0023213j 0.0003515+0.0019988j 
-0.00124028+0.00111604j -0.000795823+0.00129278j -0.000706731+0.001556j -0.00124455+0.00136129j -0.000673767-0.0018894j -0.00201486+0.00111102j -0.00350851-0.00172666j 0.0024681+0.000574378j 0.000157076-0.00143978j -0.00143143+0.000898456j -0.00207032+0.00139328j 0.000775258+0.0016695j -0.00217194+0.0006753j 0.000737915+0.00390396j 0.00154434+0.00152433j -0.00399785+0.00179284j 0.00418362+0.000117817j 0.00460101-0.00253664j -0.00684496-0.000794379j 0.00445313+0.000311582j 0.0041581+0.00238768j 0.00224629-0.00124136j 0.00167168-0.00527579j -0.00121889-0.00354068j 0.000830867+0.0023173j -0.00438611-0.00193362j -0.002562+0.00119328j 0.00456041+0.00540081j 0.000662494-0.0132177j 0.0022645-0.00968787j -0.00182271-0.00598818j -0.00568265+0.00627176j -0.00767972+0.0047546j 0.0010957+0.00106163j 0.00270567+0.00167804j -0.00677158-0.0019969j 0.000619026-0.00219526j 0.00480565-0.00616191j 0.00093452+0.010033j 0.00476616-0.00835481j -0.00889828+0.00712116j 0.0118515-0.0036772j -0.00554648+0.0065536j 0.00863188-0.00294378j -0.000315905-0.00671154j -0.000642748+0.00773289j 0.0049578+0.000215404j 0.00144664+0.00208098j -0.00332224-0.000440009j 0.00552858+0.00312268j -0.00378938+0.000116887j 0.00658442-0.00509222j -0.00505908-0.00482088j 0.00471284-9.80774e-06j -0.00919453+0.00541623j 0.00891627-0.00039919j -0.00662398-0.00617434j 0.000564312-0.000843142j -0.00123318+0.00458242j -0.00378658-0.00138556j -0.00164582-0.000106695j 0.000800908-0.000133342j -0.000502913-0.000895768j 0.00195944+0.00576099j 0.00110149+0.00248736j 0.00612163-0.00152264j 0.000496669+0.00229786j -0.000698107+0.00436307j 0.000921471+0.00159635j 0.0008781+0.00156431j 0.00155489+0.00227501j -0.00143089+0.00108779j 
0.00140521+0.00060134j 0.00130451-0.000636077j -0.000417257-0.00133089j -0.000243145-0.00320823j 0.000590763-0.000805405j 0.0018284+0.000147104j 0.00049732-0.00126122j -0.00233205-0.000617576j 0.00228945+0.000906142j -0.00267877-0.00160234j 0.000266607+0.000571492j -0.00316567-0.00374227j 0.000564026-0.0054809j -0.00277012+0.00116658j -0.00156697-0.00272914j 0.00271157-0.00287182j -0.00202772-0.000245826j -0.00281044+0.00132976j 0.00307032+1.80146e-05j -0.000198128+0.000656783j -0.00191136-0.000415264j 0.00131532-1.8952e-05j -0.0039781+7.23784e-05j -0.000359416+0.00286456j -0.00058244+0.00221341j -0.00132576-0.00179991j 0.00376818+0.00238021j -0.00188411+0.00760176j 0.00500335+0.00380587j -0.00336503-0.00583372j 0.00378627+0.00581169j -0.00209573+0.00199097j 0.0030309+0.000607198j -0.0017989+0.00287873j 6.28299e-05+0.00561092j -0.00102847+0.000262763j -0.00661918-0.00676362j 0.00822638+0.00587836j -0.00607512-0.0059269j -0.00604936+0.00403606j 0.00362456+0.00231697j 0.0019762-0.00159506j 0.00130009+0.00740793j 0.00948488-0.000103624j -0.00026856-0.00329419j 0.00347175+0.00455894j 0.00379155-0.000381988j 0.00112441+0.00166914j -0.000113643+0.0015654j -0.00508214-0.00456751j 0.0083177+0.00237753j 0.00540492-0.0083875j 0.00159487-0.00909717j -8.4233e-05+0.00620795j -0.00296242+0.00476176j 0.00322981+0.00408175j 0.00899984+0.0035073j 0.00156235+0.00843637j 0.00359612+0.00202323j 0.0032542-0.000556391j -0.0057327+0.00132988j 0.000890618+0.00384818j 0.00134406-0.00260173j 0.00273283-0.00258306j -0.00523129+0.000501155j 0.000888941+0.000378453j 0.000562275-0.00053332j 0.00340157+0.00235744j 0.00424622-0.00078243j -0.00202216-0.000602881j 0.00102587+0.00035734j -0.00375658-0.000829931j 
-0.00123537+0.00243228j -0.00263012-0.000559663j -0.000862273+0.00261445j -0.00186673+0.00156078j 0.000734385-0.00285248j -0.000420508-0.00430876j 0.000222716-0.00138075j -7.96987e-06-0.00403119j 0.00483875+0.00149398j -0.00110876+5.50822e-05j -0.00317868+0.000324356j 0.000156908-0.000461138j -0.00133688+0.00139212j -0.000332203-0.0018319j -0.000190395+0.00187253j 0.000807957+0.00209543j 0.00517512+0.00560892j -0.000320072-0.00353299j 0.00275291-0.00137651j -0.002813+5.46047e-05j 0.00190995+0.00141078j 0.00358815+0.00246488j -0.00118322+0.00203389j -0.00379169-0.00122834j 0.00433799+1.0259e-05j -0.0017549-0.00262497j 0.00689898-0.00276946j 1.2687e-05+0.000545387j -0.000328471+0.00193515j 0.000967875-0.00149998j -0.00728628-0.00237819j -0.0024898-0.000349162j 0.00257505-0.000142566j -0.00865465+0.00025028j 0.000497786-0.00244127j -0.00165228+0.00183775j 0.00568966+0.00172479j 0.000142738+0.00735952j -0.0032621+0.00252218j 0.00192144+0.00653629j -0.0066531-0.00195906j -0.00594861-0.00228188j 0.00218812+0.00301097j -0.000403583-0.000482515j 0.00308043+0.000194507j -0.00384142-0.00792915j 0.00254708+0.00067418j 0.00217232+0.00725795j 0.00974974+0.00668668j 0.00594207-0.000821237j 0.00197565-0.00236604j -0.00104697-0.00380682j 0.0127318-0.00192514j 0.00180629+0.00497147j -0.00477825+0.00431776j -0.00516984+0.00509309j 0.00134256+0.00304871j -0.00219425-0.00290771j -0.00104821+0.00281679j 0.00604491+0.00119935j 0.00573279-0.00207882j 0.00335732+0.00462539j 0.000626548-0.00129872j 0.00573566-8.03504e-05j -0.00395434-0.00274154j -0.000452393-0.000765281j -0.00341772+0.00448589j 0.00246765+0.000473403j 7.70095e-05+0.000988684j 0.00119034-0.000850316j 0.00335018-0.00529626j 0.00174627-0.000207354j 
-0.00181919+0.000846351j -0.000423197-0.00234916j 0.000252911-0.000778776j 0.000148908-0.000853714j -0.00253253+0.00152443j 0.00116493+0.00139586j -0.000996801+0.000889702j -0.000256318-0.00118737j 0.00033674+0.0015454j 0.00067745-0.00275177j 0.000812289-0.00308503j 7.76678e-05-0.00204968j 0.000946606+0.00040452j 0.00426177+0.00120152j 0.00142896-0.00140462j 0.00142716-0.00187j -0.00072872+0.0013626j 0.000119649+0.00324842j 0.00628467+0.00534684j 0.00466901-0.00269265j -0.000990377+0.00453056j 0.0019378+0.00127786j -0.00421453-0.00326546j 0.000928989-0.000865005j -0.000536213+0.0082352j -0.00482924-0.00346114j -0.00086104+0.00334504j -0.0028977-0.00429879j 0.00301087+0.00379668j 0.00914433-0.00141197j 0.00290937+0.00569246j 0.00685041+0.00890983j -0.00381159-0.00429884j -0.00200892-0.00319114j 0.00135038+0.00583437j -0.00830595-0.00122864j -0.00702016-0.0142948j 0.000183262+0.00792359j 0.00326001-0.0103493j -0.000734785-0.00549432j 0.00592086+0.00526445j 0.00118345-0.00265587j 0.00327801+0.00376907j -0.00536947+0.00488521j -0.00298433-0.00139467j -0.00710555+0.00157852j 0.000254211+0.000326147j -0.0056272-0.00157278j -0.000648137-0.00307556j -0.00172818-0.00732476j 0.0126749+0.00683523j 0.0023698-0.000357231j -0.00315172+0.00183909j 0.00274517+0.000427738j 0.00830713+0.00982385j -0.00025457+0.0051691j 0.00328248+0.0073765j -0.000377952+0.00537952j -0.00825148-0.00160869j 0.00357422+0.00324264j 0.000249113+0.00494479j -0.00620582+2.31117e-05j -0.000241514+0.000908202j -0.00138431-0.00310346j 0.00385306+0.00354705j -0.000342267-0.00330866j -0.00326493+6.14854e-06j -0.00144225-0.00479028j 0.00280205-0.000749936j -0.0011727+0.000303545j 0.00220167-0.00100064j -0.00175568+0.0018924j 
-0.00112044-0.00158449j 0.000518987-0.00342304j -0.000649808+0.000443107j 0.000754267-0.00154264j 0.000351828+0.000158365j 0.00178645-0.00383296j -0.00143761-0.000747801j -0.00103366-0.000404983j 0.00339171+0.00483644j 0.00593191+0.000818828j -0.00295747-0.00296792j -0.00104407+0.00260432j 0.000963718-0.00238188j -0.0032173+0.000368157j 0.000937482+5.94131e-05j 0.000318828-0.000900024j 0.00123104+0.00562683j 0.000781267-0.00495215j 0.00365172-0.00371424j 0.00358428-0.00222405j 0.000901471-2.35902e-05j 0.00155373+0.00380591j 0.00282256-0.00142574j -0.0053263-0.00171291j -0.000468686-0.0030764j -0.00169575-0.00290952j -0.00396044-0.00251077j 0.00153657+0.00450276j -0.0043801-0.00667878j -0.00162715-0.00480808j 0.00447325-0.00304956j 0.00142704+0.00234353j -0.00798389+0.00444906j -0.00583754-0.0077228j -0.00250099+0.00315618j -0.00210492+0.00267219j 0.00981015-0.00804815j -0.00122811-0.00153222j 0.00683833+1.90297e-05j -0.00635049-0.0105579j 0.0033874+0.0017989j -0.00138969+0.00281624j 0.00334872+0.0092303j -0.0068784+0.00666677j -0.00562681+0.000417019j 0.00322244+0.00578371j -0.000768043+0.00228426j -0.00170317-0.000543013j -0.00808974+0.00357479j 0.00137926-0.00637074j -0.00190693-0.00137606j 0.00467341+0.004321j -0.00124011+0.00241961j 0.00202486+0.00234782j -0.00676863-0.00112606j -0.00138926+0.000117139j -0.000964177-0.00267847j -0.00443626-0.000193019j -0.00205663+0.00569331j -0.000624047+0.00030867j 0.0010214-0.00388166j -0.0016999-0.0048085j 0.00145209-0.00392144j 0.00148569+0.00264909j 0.000355786-0.00188069j 0.00365579+0.000132494j -0.00252442+0.000196799j -0.00125832+0.00110131j -0.00153042-0.00236024j 9.49051e-05-0.00384692j -0.00125465-0.00218558j -0.000730449+0.000113428j 
-0.00247236-0.000634471j 0.000684791+0.000336366j 0.00157319-0.000531487j 0.00316041-6.14879e-05j -0.000567252+0.00202591j -0.00327907-0.000949121j -5.57019e-05+0.000797736j -0.00210753-0.00358158j 0.00350382+0.00755046j 0.00559922-0.000954363j -0.00166572-0.00106198j -0.000559448-0.00316527j -0.00391731+0.00135129j -0.000725121-0.00497826j 0.00190932+0.00331583j -0.000878355+0.00191193j 0.00351074-0.00199829j 0.000745266-0.000659929j 0.00318016+0.0100196j 0.000676034+0.00221848j 0.00634823-0.000581857j 0.000453634+0.00148956j 0.00318267+0.000726527j 0.00572816+0.00205762j -0.00052016+0.00154258j -0.00421526-0.000795526j 0.000220895-0.000423276j -0.0027991-0.00413468j 0.00336059+0.00252942j 0.00680915-0.00316679j 0.00706477+0.00610281j -0.000979579+0.000729003j -0.00012722+0.00469506j 0.000335308+0.00527378j 0.00160645-0.00246775j 0.00665626+0.00281224j -0.000926318+0.00266445j 0.000419044+0.00640866j -0.00230137+0.00313417j -0.00171805-0.00528682j -0.00310544-0.00155023j -0.0048987-0.00799144j -0.00280518+0.00504741j 0.00180246-0.00524681j 0.00801586-0.00302853j 0.00365903-0.00658778j -0.00325066+0.00502326j -0.00214791-0.00123585j 0.00938436+0.00574141j -0.00150308-0.00812719j 0.00236383+0.00235445j -0.00579773-0.00174357j -0.000550196-0.00185643j 0.00452611-0.00473444j 0.00377733+0.00085386j -0.00576662-0.00081651j -0.00546115+0.00614612j -0.0059683-0.00404388j -8.8609e-06+0.00274468j -2.73016e-05-0.00997015j -0.006205+0.00170234j -0.00735984-0.00115729j -0.00285257+0.00270008j 0.00124384+0.00036041j 0.00460476-0.000985079j -0.000318654-0.000358062j -0.00212557+0.00300254j 0.00129547+2.82963e-05j -0.00129555-0.00167236j -0.00227946+0.00132307j 0.000724767-0.00149238j -0.000119762+0.000228615j 
0.00268788-0.00311071j 0.00175425-0.000374085j -7.60905e-05-0.00354733j -0.000601283-0.000863422j -0.00266979+0.00170736j 0.00305555-0.002396j 0.000441015+0.00119352j 0.00159925-0.00170592j -0.00422331-0.00142471j -0.00242912-0.00103589j 0.00139498-0.00253117j -0.00316363+0.000771774j 0.00504521-0.00221107j -0.00492571-0.00352242j -0.00069046-0.00037492j 0.00779904-0.0010964j -0.00537224+0.000173511j -0.00197633-0.000231826j -0.000917015-0.000727461j -0.00349844-0.00435129j -0.00129339+0.000700858j 0.00144362+0.00141003j -0.00135032+0.00446607j 0.00142948+0.00829275j -0.00373844-0.00391518j 0.00274068-0.0016907j -0.000553464+0.00168854j -0.00556446+0.00217265j 0.0016527-0.0083935j 0.00255081+0.00351439j 0.0014982+0.0017386j 0.00106585+0.00370478j 0.00612535-0.00497125j 0.00405828+0.00489795j -0.00706639-0.000376902j 0.00151188+0.0012203j 0.00340323-0.0010707j -0.00672239-0.000568621j -0.00890409-0.00520235j 0.00432495-0.0026899j -0.00398377+0.00386806j 0.00278755+0.000542357j 0.00505228+0.00567822j 0.0126144+0.00407274j -0.00878728-0.0024429j 0.00358502+0.00565759j -0.000880027-0.00231047j 0.00230023-0.00800541j 0.00584271+0.00711131j -0.00250294-3.26879e-05j 0.00399016-0.00332147j 0.00142323-0.00472978j -0.00108572-0.00098932j -0.0036221+0.00760527j 0.00674887+0.00414479j -0.00203999+0.000497988j -0.00180965-0.0080714j 0.00013931+0.000930049j 0.00358242-0.00207167j -0.00153013-0.000969429j -0.00121188-0.00564105j -0.000680707-0.00425955j -0.00267518-0.00473212j 0.00332103+0.00110864j -0.00140033+0.00161814j 0.000838074-0.0015684j -0.0015492-0.00256981j -0.00158408-0.00135522j -0.00337603-0.0024254j 0.000756267-0.00285697j -0.00487296-0.000927135j -0.0015394-0.0043223j 
-0.000847155+0.00187103j 0.00106629+0.00116568j -0.00176043-0.000781607j -0.0023479-0.000274845j 0.000360111-0.00372409j 0.00193452+0.00217826j -0.00201302-0.004059j 0.0034892-0.00334103j -0.000911249+0.00332676j -0.000747692+0.00171006j -0.000988943+0.00238802j 0.000974759+0.00120575j -0.000523928+0.00161782j 0.000649458-0.00248814j -0.000884197+0.00529241j -0.00146056-0.000513887j -0.0028712-0.00508047j 0.00279653-0.00174302j -0.00203317-0.00279118j 0.00496914+0.00652082j -0.00637656-0.00310748j -0.00118956-0.00449338j 0.00247051+0.00521235j -0.00137527+0.00779915j -0.00584064-0.00307054j -0.0011688-0.00115472j -0.00153034+0.00302909j -0.0021688-0.00013211j -0.00411223-0.000304087j -0.00605752-0.000291688j 0.000161801-0.00336189j -0.004829-0.000499307j 0.00389181-0.00300034j 0.00382799+0.00299152j 0.00187102+0.00276358j -0.00531737-0.00747862j -0.00169399-0.000688463j 0.00112583-0.0076147j -0.00304964-3.80003e-05j 0.00413761+0.000139859j -0.000789828+0.000893851j 4.02928e-05+0.003666j 0.00442618+0.000321634j -0.000108258-0.0012685j -0.00328444-0.00285863j -0.000530656-0.000962699j -3.63367e-05+0.00105955j 0.00224095-0.00655483j 0.00501764+0.00378263j 0.00212523+0.0021182j -0.00516369+0.00429537j -0.00677246+0.00316848j -0.00409771-0.00127058j 0.000278729-0.00399841j 0.000142183-0.00489825j -0.000526304-0.0103413j -0.00345908+0.000271233j -0.00119259+0.000116837j 0.0037003-0.00329229j -0.0035512+0.00415121j 0.00165676-0.00860215j 0.0034666+0.00179681j 0.0037893+0.00419961j 0.000681993+0.00174436j -0.00104967-0.00562778j 0.00156873-0.000390418j 0.00111421+0.00202821j -0.000323535+0.00581001j -0.000197996+0.000450765j 0.0023514+0.00231076j 0.000532607+0.00118895j 0.00251657+0.00276683j 
-0.00119804-0.000712055j -0.000580639-0.0021828j 0.00100567-0.00166859j 0.00155438-0.00119367j 0.00102362+0.00333759j -0.00213671+0.000247538j 0.00131991+0.00373946j 0.000443915-0.00226154j 0.00337528+0.00180718j -0.000720264-0.000115279j 0.00111371+0.000606245j -0.00169373+0.00337557j -0.00255206-0.00180107j 0.00143394-0.003264j -0.00142868-0.0012964j -0.00419856+0.00296462j -0.000291534-0.000149081j 0.000912013+0.00164066j 0.00121338+0.00395158j 0.00300359-0.000162572j -0.00478939+1.74932e-05j 0.000496273+0.00096425j 0.00542667+0.00120608j 0.00731724+0.00574495j -0.00817501+0.00117299j -0.000144077-0.0031763j -0.000784206-0.00662031j 0.00356798-0.00583482j -0.00319804-0.00271683j -0.00294532+0.00367807j -0.00703535-0.000299443j 6.67541e-05-0.00223792j -0.0038297+0.00197549j 0.0116056-0.00106766j -0.00263467+0.0012579j -0.00383691+0.00239339j -0.00111418-0.00367886j -0.0112053-0.00504527j 4.60499e-05+0.00740575j -0.000601116+0.00322251j -0.00300192+0.00412645j 0.0078699-0.00790282j 0.00409701-0.00331154j -0.00379315-0.00796406j -0.00429665+0.00942038j 0.00122008+0.00214005j 0.00596933-0.000295172j 0.00116884-0.0037083j 0.00424347-0.00481505j -0.00135105+0.000457299j -0.000953623-0.00327006j -0.00535793+0.00610537j -0.0081396-0.000572376j 0.000290203-0.00455289j -0.00640094-0.00222722j -0.000152572-0.000834961j -0.0014801-0.000957595j 0.00150428-0.00298931j -0.00318365-0.000939225j -0.00433223-0.00437943j 0.00209499-0.000514899j -0.0032504-0.00154484j 0.000548084+0.00232197j -0.00182898-0.00595293j 0.0064804+0.00282991j -0.00330752+0.00233563j -0.00139949+0.00130241j -0.00296604-0.000519491j -0.000942302+0.00191235j -0.00111094+5.11206e-05j -0.000677491+0.000740423j -0.0034442+0.000382771j 
