0.00543542-0.00240883j -0.000208534-0.00318029j -0.00761179+0.00112927j -0.003864+0.00378211j 0.00491824-0.00172163j 0.00963097-0.00344387j 0.0019973+0.00425302j 0.0122392-0.00174477j 0.00246132-0.000128284j 0.0104186-0.00434933j 0.000291104-0.000955262j 0.0106063-0.00025669j -0.00497232+0.00254321j -0.00129145-0.000120315j -0.00482866-9.43013e-05j -0.010043+0.00201604j 0.0120793-0.00266562j 0.00375241-0.000418689j 0.00179647-0.00128442j -0.00397749-0.000606717j 0.00900723-0.000157192j -0.00414932+0.00163997j -0.00330266-0.000674993j 0.0154037+0.000729176j -0.0106114-1.72501e-05j -0.00950339-0.000818115j -0.0059682-0.00169742j 0.00642176-0.00102361j -0.00686411-7.97408e-06j 0.00603498+0.00177391j -0.0109176-0.0012238j -0.00603689-0.00105898j -0.00085742-0.00387659j 0.00751964+0.00211634j 0.0135447+0.00107482j -0.00577234-0.00371824j 0.000139103-0.00109414j -0.00420267-0.00063026j -0.0100251+0.00101208j 0.00532452+0.00738905j 0.0146178+0.00576576j -0.00819699+0.00320628j -0.00194007-0.000538394j -0.00370373+0.000294373j -0.00100781+0.000638072j -0.00206781+0.00105583j 0.00209522-0.000496853j 0.0037001-3.40256e-05j 0.00194995-0.00106215j -0.00158766+0.000445202j -0.000702314-0.000162776j -0.00189106+0.000627945j 0.0017031-0.000633667j 0.00241792-0.000209666j -0.000369338-0.000347657j -0.000807303+0.000148316j -0.000935083+0.000132321j 0.00252393-0.000385274j 0.00148459-0.000171875j 0.00221684-0.000481469j -0.000674432-0.000186158j -0.000723762+0.000541304j 0.00144235+5.84426e-05j -0.00110012+1.97574e-05j -0.0017197+0.000151965j 0.000815957+2.00708e-05j 0.000402621+0.000662864j -0.000634568-2.67929e-05j 0.000907927-0.000122755j 3.76873e-05+0.000387969j 0.000144622+0.000328723j 0.000568582-2.35303e-05j -0.00156385+0.00035079j -0.000224608-0.000590362j 0.00263842+6.27055e-05j 0.00185796+0.000161768j -0.000359525+0.00014942j 0.00155635+7.26698e-06j -0.000558151-0.000269414j 0.00154171-0.000147699j -0.00216542+0.000143499j -0.000322253-0.000597799j -0.000286653+0.000150952j -0.00282592-0.000561184j 0.000464802+0.000821147j -0.000107835-0.000457379j 0.00317461+0.00026496j -0.00105905-1.82859e-05j 0.00129966+0.000538054j -0.00219882-0.00027109j 0.00152806+1.23538e-05j 0.00341117+5.68588e-06j 
-0.00107478-0.00290279j -0.000457805+0.00035357j 0.000547824-0.00105266j -0.000882866-0.00127177j 0.00171886+0.000571413j -1.82686e-05+0.00401962j 4.20096e-05-0.00256586j -0.00257307-0.00453688j 0.00573015+0.00629352j 0.000694059+0.00690886j -0.00210236+0.00422868j -0.00187504-0.0111496j 0.000780622+0.00582392j -0.00294937-0.00286138j 0.000985701-0.00441229j -0.00180962+0.00910447j 0.00058447+0.00707136j -0.00265451+0.00222172j -0.00234225+0.00127237j -0.00297817+0.00355548j -0.00169023+0.00279792j -0.000701954+0.00567937j 0.000869841-0.00342678j 0.00238949+0.00309498j 0.000484336+0.00759729j 0.000442349-0.00139821j -0.00375353+0.0157778j 0.0067649-0.00933266j -0.00122185-0.00118763j -0.00218131+0.00604167j 0.000769027-0.00572762j -0.000578816-0.00397059j 0.00199626-0.00202951j -0.00369514+0.00486759j -0.000267958-0.000424347j 0.00112128-0.00324434j 0.000650055-7.46203e-06j 0.00259994+0.000761273j 0.000835908+0.001887j 0.00226871+0.000526626j -0.00154269+0.00115335j 5.57885e-05-0.00316433j -9.36612e-05+0.000248346j -0.000970736-0.00044664j -0.000114506+0.000571954j 0.000135972-0.00196642j -9.36031e-05+0.000396413j -0.00205833-0.00133466j -0.000931073+0.00132992j -0.00179707-0.00269553j -0.00047138-0.000475666j 0.000151682+0.00157932j 7.11152e-06+0.000742378j 0.00245077+0.00140106j 0.000680846-0.00287113j 0.000530127+0.00209396j -0.00142515-0.000151998j -0.000489077+0.000893556j -0.00305054-0.000391544j 0.000721061+0.00242624j -0.00207901+0.000510216j 0.00235817+0.00137471j 0.000518872-0.00170567j 0.00189933+0.00238711j 0.000579438-0.000693175j -0.00101428+0.00118253j -0.00104165+0.0015065j 0.00173378-0.001627j 0.000863121+0.00095779j 0.000917136-0.00146968j 0.00138051+0.00248881j 0.00103162+0.000808298j -0.00016843+0.00298029j -0.00216014-0.00163794j 0.000972075-0.000886304j -0.00329219+0.000632638j 0.000355534+0.00267869j -0.00067234+0.00110657j 5.41491e-05+0.00253011j 0.000793817-0.00208796j 0.00115968+0.000488476j -0.000502109-0.000159042j -0.000547205-0.000746293j -0.000683808+0.000348473j 0.000632998+0.000833021j 0.00138331-0.00119778j 0.00114449-0.000948065j 0.000158866+0.000459429j -0.00079663+0.000238333j -0.00084062+0.00142471j 0.000659242-0.00117806j 3.86177e-05+0.00024298j 
-0.00289543-0.000764652j 0.00176069-0.00147596j 0.0020305-0.000767025j 0.00189573+0.000365283j -0.0014162+0.00136698j -0.00172542+0.00141704j 0.00132545-0.00143156j -0.00197188+0.00202057j 0.0025175-0.00230422j -0.00302522-0.00382688j 0.0017141-0.00500699j 0.00535781+0.00176121j 0.00469049+0.00171066j 0.00527283+0.00711681j -0.0102402-0.00680202j -0.0022134-0.00435712j -0.00425026-0.0059252j 0.00706873-0.000565846j 0.00440483+0.00649449j 0.0098186+0.00173974j 0.00334205-0.00080451j 0.00362942+0.00150119j -0.00578208-0.00436795j -0.00104933-0.00943188j -0.00789794-0.00898095j 0.00172409+0.00484065j 0.00996182-0.00325407j 0.00783246+0.0073047j 0.00474704+0.00992733j -0.00286933-0.00172201j 0.0014403+0.000164932j -0.00324233+0.00628739j 0.00801996+0.00530806j 0.00243479+0.0066692j -0.0016897+0.00243512j 0.000882567+0.00491447j -0.000631184+0.00135608j 0.00498823+0.000646761j -0.00448419-0.00326319j 0.00251172+0.00154551j 0.000772025+0.00259956j -0.00233474-0.00410187j 0.000333256-0.00207697j 0.000600734+0.00150832j -6.77194e-05-0.000258744j 0.000232421-0.000696219j 0.00204389-0.000783071j 0.00215162-0.00206459j 3.87154e-05-0.002368j -8.58016e-05+0.00170927j 0.000459496+0.000148085j 0.00209807-0.002122j 0.00108845-0.00160351j 0.00740449-0.00527827j -0.000279422+0.000864532j 0.0035717-0.00416482j -0.00470233+0.00287545j 0.00396335-0.00133558j -0.00670527+0.00650479j 0.00255354-0.00259477j 0.00107672-0.00173791j 0.00638111-0.00264434j -0.000385615+0.00146408j 0.00557106-0.00251741j 0.00359604-0.00236854j 0.001489+0.000734164j -0.000745868-0.00266961j 0.00208829-0.000442618j 0.0115514-0.00336413j 0.00457063-0.00246634j 0.0103205-0.00460889j -0.000778137+0.00168937j 0.0066064-0.00481472j -0.00601438+0.000896854j -0.00259031+0.0010735j -0.0075859+0.00240619j 0.00185479+0.000441439j 0.000243379-0.00326525j 0.00593995-0.000759761j -0.00719674-0.000244505j 0.000880979-0.00207412j -0.00203513-0.000482746j -0.000650985+0.00238461j -0.00069604-0.000950369j -0.00835562-0.00161019j -0.00078805+0.00103566j -0.00163716-0.00074468j -0.00180179+0.000897673j 0.00182748+4.93358e-05j 0.00360958+0.00069087j 0.00417371+9.94922e-05j 3.13609e-06+8.02267e-05j 
0.000469215-0.000979455j -0.00142938-0.00100474j -0.00173864-0.00168607j 5.76511e-05+0.000520064j 0.00306479+0.0026246j 0.000827984+0.00224769j -0.00488328-0.00616775j -4.73384e-05-0.00027142j -0.000554808-0.00320667j -0.00364767-0.0114797j 0.00118627+0.00268497j -0.00219487+0.00620875j -0.0054485-0.00666179j 0.00524975+0.0105935j 0.00380336+6.99866e-05j 0.00259541-0.00724258j 0.00340363-0.00655506j -0.00379591-0.00655203j -0.00788118-0.00546438j -0.00088336+0.00163066j 0.0031881-0.00244861j -0.00152689-0.00483792j 0.00759135+0.0133367j 0.00144222-0.00761431j 0.00538155-0.00510624j -0.00366582+0.00512688j 0.00100144-0.0147097j -0.00595831-0.00152837j -0.00622757+0.00142923j 0.0037915-0.00212428j -0.0047818-0.00848693j 0.00131818+0.00488904j -0.00290414-0.00147529j -0.00426868+0.00787542j -0.000405175+0.00422928j -0.000411928-0.0082833j 0.0013196-0.0021035j 0.000511571-0.00164128j 0.00148781+0.00161195j 0.00119938-0.00148025j 0.000402974-0.00303898j 0.00198065+0.000152544j 0.000757226+0.0021585j -0.000333011+0.000268407j -0.00053632-0.00198424j 0.00191887-0.00144317j -0.000450502+0.00207973j -0.00263716+0.00103182j -0.00172223-0.00180143j 0.00186624+0.000793316j -0.000140608+0.000665156j -0.0015472+0.000248105j -0.000601795-0.00122733j -0.00214399+0.00138622j 0.00165433+0.00258114j -0.00189113-0.00103817j 0.00106209-0.00278889j -0.00178828+0.00060791j 0.00332432-0.00166015j 0.000294658+0.00187223j -0.00332706+0.00182546j -0.00163084+0.00254335j 0.000275918-0.000738036j -0.00132388+0.0009073j -0.0019445+0.00216165j -0.00260271+0.000104971j 0.00110414-0.000939027j -0.000818542+0.00372394j -0.00468107+0.00168061j -0.00272962+0.00445883j -0.00453562+0.000985472j 0.00074154-0.00138451j -0.00176739-0.00131115j 0.00168791-0.00286641j 0.00253991-0.0023932j 0.00351792-0.00281069j -0.000827729+0.000644105j 0.00103621-0.000630696j -0.00250142-0.00010966j 0.00352348+0.002277j -0.000606443-0.000720865j 0.000502855+0.000466989j 0.000136682+0.000232774j 0.00163773-0.00166339j 0.0047267+0.000573714j 0.00151458+1.38274e-05j 0.00255646+0.000558869j 0.00107812-0.0016392j -0.00143378+3.51244e-06j -0.00150625-0.000222569j -0.00237025-0.000821459j -0.00044047+0.000937407j 
-0.000721135+0.000374716j 0.0010033-0.000590421j 0.00113404-7.19582e-05j 6.7453e-05+0.000542001j -0.00220944+0.000218813j 0.00151513+0.000182956j 0.000788483+0.0013965j 0.000371599+0.00150995j 0.00243366+0.00132396j -0.00197872+0.000946662j -0.00553103-0.00173976j -0.000462459-0.00332054j 0.00166125+0.00305504j 0.0155447+0.000736636j 0.00361355-0.00282629j 0.00186365-0.000752225j -0.000188659+0.00018183j -0.0166899-0.00028537j 0.000194817+0.00183111j 0.00692216+6.24352e-05j 0.00115059-0.00235778j -0.00807594-0.00161719j 0.00212655-0.00438361j -0.00662507-0.00402109j -0.00528857-0.00350533j -0.00932944-0.00171469j -0.00994828-0.00051183j 0.00155147-0.000698737j -0.00596338-0.00393859j -8.24062e-05+0.00181655j -0.00561639-0.00673531j 0.012358+0.00842392j -0.00139223+0.00134954j 0.00124412-0.00184492j -0.00419685-0.00504006j -0.00110593+0.000762806j -0.000552267+0.000521556j -0.00149795-0.00110056j -0.00202647-0.00119093j 0.000981812+0.000427722j 0.000941727+0.0011893j -0.00113082-0.000524644j -5.94684e-05-0.00156505j 0.00124791-0.000431862j -0.000451882+0.000585844j -0.00114284+0.000359975j 0.00146194-0.000820056j -0.000419752+0.00112043j 0.00117011-0.0018507j 0.00212014+9.27782e-05j -0.00130802+0.0025292j -0.00157511-0.000792171j -0.00386357+0.00293737j 0.00325067-0.00237795j -0.00517611+0.00508454j 0.00375767-0.000358216j 0.00415944-0.00341988j -0.00430325+0.00341956j 0.00634075-0.0041609j 0.00737578-0.00619559j -0.000551617-0.000992496j 0.00125305-4.59418e-05j -0.0123668+0.00628459j -0.000212384-0.000888367j -0.00700956+0.00328567j 0.00153129-0.000370862j 0.00445765-0.00340248j -0.00572878+0.00130348j -0.000746653+0.000858357j -0.00278287+0.000803442j 0.000150676-0.000809463j -0.00256577+0.000718747j 0.000322181-0.000701099j -0.0017489-0.00051579j -0.00592178+0.00194866j 0.00828831-0.00141056j 0.00759217-0.00113811j 0.0096668+0.000627546j 0.00456468-0.00073114j 0.00540222-0.000406043j -0.00262738-0.000601474j 0.00261669+0.000477628j 0.00322406+0.00334916j 0.00616403+0.00024916j 0.00065995-0.000768086j 0.000404053+0.000165159j -0.00239687-0.000749728j -0.00223932+0.000123371j 0.00171061-0.000119315j 0.000213555-0.000475509j 0.00158257+0.000430843j 0.000546726-0.000172506j 
0.00241879+0.00255812j -0.00195843+7.57164e-05j -0.00246387-0.00100428j 0.00242346-0.00185979j -0.0038258+0.00368707j 0.000255734+0.00087418j -0.00400554+0.000538929j 0.000153608+0.0108802j 0.00297558-0.0025477j -0.00322628+0.00133294j 0.00388308-0.00922412j -0.00735981-0.000821445j -0.00283187+0.0155101j -0.00264978+0.00388319j 0.00421644-0.0074627j 0.000825248-0.00529246j 0.00820339-0.00195479j 0.000931782+0.0119214j -0.00353901+0.00370804j 0.00631674-0.00547939j -0.000784821-0.00629437j 0.00238731+0.00547537j 0.000721216-0.00241756j 0.00372902-0.00800461j 0.00721811-0.0102979j 0.00109016+0.00659598j 0.000634733+0.00657422j -0.00272724+0.00331176j -0.00170359-0.000230248j -6.36805e-05+0.000250294j -0.00269365+0.000105061j -0.00558613+0.000883394j -0.00128525+0.000723888j 0.00076935-0.00124312j 0.00370976+0.00026076j -0.00135156-0.00166641j -0.000561198-0.00108267j -0.00157184-0.0018272j 0.000138794+0.000922949j 0.00127396-0.00343245j -0.000192162-0.00354179j 0.000921505+0.00233085j -0.00152891-0.00121256j 0.00503249-0.000951645j 0.00335682-0.00374749j 0.000855464-0.00211765j 0.00155107+0.00231493j -0.000991226+0.00446058j -0.000952183+3.37655e-05j 0.00141101+0.00406066j 0.00327589+0.00227443j 0.00267685-0.00202991j -0.000823814-0.00156087j 0.00212643+0.00181167j 0.00517372+0.0022644j -0.00165715-0.00285299j 0.00440188+0.00226224j 0.000807777-0.00144463j -0.0013303+0.000545658j -0.00511863-0.000341516j -0.00892011-0.00461772j -0.0018312+0.000820949j 0.00729831+0.00116429j 0.00273488-0.00229396j 0.000119798-0.00233471j 6.70722e-05+0.00360656j 0.000165609-3.24153e-05j -0.00159649+0.00120374j -0.000580579+0.00289663j -0.00328581+0.00342364j -0.00522443-0.00335282j 0.00468222+0.00264795j 0.00131453-0.00121184j 0.00155126-0.00183581j 0.00387536-0.00065783j -0.000230253-0.00235818j -0.0022096-0.00086648j -0.00373881-0.00163737j -0.00353018-0.00330801j 0.00175543+0.0038035j 0.00160439-0.00141478j 0.0011006-0.00157003j -0.00203908+0.001618j 0.00078804-0.000417258j 0.000860749-0.00254658j 0.00116691+0.00206371j 0.0015459-0.00197181j -0.000130975-0.00221761j -0.00128541-0.00212622j -0.000840459-0.00285195j -0.00293055+0.00012188j 0.000444767+0.00113026j 
-0.00114356-0.000363941j 0.000500505-0.00136646j -0.000151344+0.00123045j -0.00112549+0.00393708j 0.00303739-0.00548759j 0.00165698-0.00119177j -0.000569498-0.000337743j 0.00335329-0.00225259j -0.00703762+0.000577247j 0.00655493-0.00580518j 0.000333619+0.00269815j 0.00504749+0.00487336j 0.00355484-0.00884328j -0.00173503+0.000355556j -0.00364226+0.00376414j 0.000563537-0.00282623j -0.00706863+0.00109378j 0.00703238-0.00540807j 0.00440362-0.000443241j -0.00607327+0.00298672j 0.00142005+0.00103193j 0.00223174-0.00374105j 0.000641307+0.000684097j -0.000623689+0.000710761j 0.00195448-0.000198265j 0.00119888+0.000822996j 0.00275981-0.00657021j -0.00541451+0.00380268j 0.00379958+0.00176246j 0.000628541-0.00127957j 0.00279838+0.00299747j 0.000424723+0.00052429j -0.00185538+0.000662179j 0.000640025+0.000422229j -0.000291273+0.00234838j 0.00189299-0.000327741j -0.000243644-0.000877578j -0.000646433-0.00115006j 0.000638441-0.00244361j -0.00426788+0.00147102j 0.00255694-0.00122864j 0.00126103+0.00218551j 0.00160863+0.00197937j -0.00409905+0.00277887j -0.00344309+0.000963935j -0.000647159+0.00177845j -0.00120349+0.000634351j 0.00149988-0.00295664j -0.00123455-0.00585602j 0.00239764+0.00294143j -0.00192445-0.00111496j -0.00427883-0.00209643j 0.00198073-0.00607506j -0.0060082+0.0010764j -0.000472573+0.0048237j -0.00382704-0.0050965j -0.00532434-0.00618693j 0.00159139-0.00324846j 0.00383818+0.0020578j -0.000124245+0.0042315j 0.00916753+0.00437121j -0.00107134+0.00226576j -0.00130757-0.000952618j -0.00556272+0.000306824j 0.00223511+0.0020978j -0.00122295-0.00247318j -0.000625975-0.00281677j 0.000559384+0.00864035j -0.00200309-0.00354742j 0.000346802+0.0065064j 0.000875332-0.00102396j -0.0036253-0.000856717j 0.000358203-0.00932779j 0.00480602-0.00298227j 0.000313089-0.00297514j 0.00257256-0.00382189j -0.00363462-0.00152104j -6.58068e-06-0.0022874j -0.000353839+8.91585e-05j -0.00506912+0.0038736j -0.00141809-0.00315142j -0.00199407+0.000896504j -0.000164501+0.00170407j -0.00169735-0.0020676j 0.000853473+0.00173875j -0.0026106+0.000435308j 0.000101042+0.00195775j 0.00188509+2.40272e-05j 0.00100519+0.00157957j 0.00112663-4.06999e-05j -0.000632952+0.000742807j -0.00111491-0.00159291j 
0.00119391+0.00146506j 0.000115149+0.00122021j 0.000712851+0.00068862j 0.00096238-0.00322695j -0.0008893+0.000506615j 0.00158232+0.000967122j -0.00126818+0.00203117j -0.000886501+0.00344319j 0.001599-0.000994645j -0.00326899+0.00203236j 0.00157672-0.00217225j -0.00228693-0.000556499j -0.00142184+0.00654978j -0.000472121+6.72597e-05j 0.000559171-0.000618447j -0.00049822-0.000241422j 0.00408102-0.00164272j -0.0020806+0.00613676j -0.00154021+0.000626859j 0.00278518-0.00360653j -0.000642687-0.00179313j -0.00114122+0.00172028j 0.00062463-8.98394e-06j 3.98525e-05-0.00072163j 0.000909927-0.00304478j 0.000863074+0.0014654j -0.000562814+0.00324167j -0.000851653+0.000544443j 0.000424078-0.000435541j 0.000804238+0.000314742j 0.000186796+0.000125143j 8.17478e-05-0.000680603j -0.000301363-0.000129367j 0.00227274-0.00071651j 0.00165608+0.000278057j -0.00232476-0.000310897j 0.00099434+0.00022779j -0.000476904+0.000471504j -0.00045693-0.000166223j 0.00102247-0.000486675j -0.000679969-0.000876832j 0.000619446+0.000885308j 0.000680699+0.00433283j 0.000173371-0.00199513j 0.0023668-0.00196411j 0.00392616+0.00690631j -0.00197319-0.00377342j -7.10359e-05+0.00155654j -9.02576e-05+0.00164168j 9.18856e-05-0.00618815j -0.000145775-0.00523025j 0.00307433+0.00203791j -0.00245165-0.00139095j -0.00147578-0.00706412j 0.000213646+0.000364649j 0.00267133+0.0020921j 0.00203872-0.00277869j -0.00078162-0.00414454j 0.000671246+0.00104699j -0.000459478-0.00219741j -0.004617+0.00580147j -0.00206918-0.00578397j 0.00438489-0.00418762j 0.000865395+0.00306152j -0.000732673+0.00324638j 0.00174529-0.00843538j 0.00209207-0.000226617j 0.00106127-0.000739368j 0.00409262-0.0088733j 0.000127916+0.00223813j -0.00117523+0.00315766j 0.00423657-0.0102861j 0.00172059+0.000163561j -0.00158738+0.00193402j 0.00109961+0.00097835j 0.00166244+0.00201287j 0.000847127-0.002583j -8.17858e-05+0.000836395j -0.0024685+0.00067155j 0.00120917+0.00137078j -0.00344853+0.00593335j 0.000300101+0.00424327j 0.00306684-0.00572059j -0.00024667+0.00135108j -0.00166716+0.00215941j 0.000473444+0.00120974j -0.00196638+0.00764907j 0.000763721-0.00162333j -0.00329149+0.00174349j -0.000136681+0.00110414j -0.00103095+0.00104298j -0.000166398+0.00134869j 
0.000139044-0.00115917j 0.000730355+0.00468806j 0.00101969-0.000484401j 9.14281e-05-0.00522223j -0.00203114+0.00744082j -0.00460352-0.00070898j 0.00315574+0.000398622j -0.00535173-0.0043605j 0.00290839-0.00874726j -0.0102459+0.00222419j 0.00105682+0.00338208j -0.000713959+0.0046265j -0.0109581-0.00934912j -0.00223343-0.0021286j 0.00152819+0.00658162j -0.00180662+0.00166155j 0.00630749-0.00770754j -0.00496306-0.00644166j -0.00543329-0.00750453j 0.0040213-0.0030159j -0.000802407+0.0041497j -0.00189717-0.00424071j -0.00357743+0.0105499j -0.000660284+0.00813449j -0.00560315+0.00979975j 0.000871816-0.00553356j 0.000206451-0.012661j 0.00616958-0.00328909j -0.00269405+0.00164923j 0.00325031-0.00507588j 0.00023381+0.00380445j -0.0030595-0.00212076j 0.00319832-0.00222025j -0.000969132-0.000919466j 0.000482615+0.000494547j -0.00171264+0.00170231j -0.000109777+0.00264483j -2.44593e-05+0.0027524j -9.29125e-05+0.0029613j 0.00421787-0.00134368j -0.00407058+0.00436902j -0.00212992-0.00199092j -0.00147308-0.00154947j 0.00421578-0.00340767j 0.0028835-0.00404518j 0.00386153+0.00116282j -0.000186648+0.00036278j -0.0027904-0.00279418j -0.00133076-0.00182576j -0.000410128+0.000997896j -0.00238672-0.00312493j 0.00539967-0.00176784j -0.00336909-0.00674514j 0.00845041+0.00288495j 0.00517088+0.006014j 0.00500984-0.00314395j 0.0019983-0.00465514j -0.00201168-0.00209531j -0.00677483-0.000607201j -0.0017166-0.000375033j -0.00529876-0.0043078j 0.00119296+0.00167336j 0.000539121+0.00268944j 0.00871639+0.00612857j -0.000964938+0.00168171j 0.00130172-0.000169537j 0.000817188-0.000986841j -0.00382429+0.00266749j 0.00330833-0.00205796j -0.000547752+0.00606138j 0.00394434-0.000230351j 0.00241877+0.00063649j 0.00634396-0.00374247j -0.00298973-0.00760274j 0.00113785-0.00126181j -0.000154951-0.00578755j -0.000793302+7.91877e-05j 0.00207895-0.00279413j 0.00218598+0.00336749j -0.000253025+0.00221406j 0.00365131+0.0012222j -0.000311851+0.00254884j -0.00174865+5.69951e-06j 0.00109515+0.0019327j -0.0038513+0.00136414j 0.00170508+0.00102438j -0.00076067-1.25896e-05j -0.00207554-0.000396339j -0.00177316+0.000300764j -0.00119469-9.45651e-05j 0.000693394+0.000514662j 0.00204897-0.000163247j 
-0.0013795+0.000680458j 3.41548e-05-0.000755134j 0.000185451-0.00155161j -0.00173379-0.000338253j -0.00508705+0.00231964j 0.000904283+0.00208734j 0.000293481+0.00102423j 0.00137784+0.000742743j -0.00515817-0.00171038j 0.00642745-0.00382423j -0.00977532-0.00481869j -0.000227043-0.00403384j -0.00417877-0.00135821j -0.00831539+0.00251584j -0.00116446-0.00208332j -0.00637149-0.00242204j 0.00859606+0.00388193j -0.00467824+0.000653499j 0.00930575+0.000835137j 0.00677794+0.00178709j 0.000199518+0.00199979j 0.00192692+0.000495251j -0.0142179-0.00479031j -0.00260822-0.00157144j 0.0129306+0.000906336j -0.00234879-0.000983085j -0.00678309-0.00332956j 0.00218081-0.00223248j 0.00184+0.00214875j 0.00554717+0.00138521j 0.0115785+0.00421342j 0.0012062+0.00566633j -0.00292583-0.00153306j -0.00494548-0.00418902j -0.00233485+0.000822473j 0.00484311+0.00246805j -0.00263559-0.00366382j -0.00713468-0.00509919j -0.0011403-0.000583227j 0.00215964-0.000527901j -0.000201043-0.000935672j -0.000801456-0.00227124j -0.000705057+0.000835226j 0.00191319-0.00192221j 0.000707506-0.00031004j -0.00283224+0.00614638j 0.000177536-0.00236261j -0.00107002+0.00241497j -0.00100549+0.0021899j -0.00502921+0.00407959j -0.00649739+0.00340555j 0.00351761-0.00443271j -0.00314612+0.00126681j -0.00244705+0.000605525j 0.0044048-0.00132773j 6.57023e-05-0.000225808j -0.0029192-2.04054e-05j -0.00168394-0.00163021j -0.000359113-3.19234e-05j -0.00323087+6.86281e-05j 0.0105805-0.00567858j -0.00467128-0.00109099j -0.00441526-0.000370812j 0.00418805-0.00365329j 0.00118698-0.00285903j 0.00507593-0.00642699j -0.00245122-0.000814172j -0.00125545+0.000631407j -0.0109963+0.0026865j 0.00290862+0.000225072j 0.00500853+2.4763e-05j -0.00264139-0.00325335j -0.00246486-0.00342855j -0.00062466+0.000275553j -0.00353377+0.000217178j 0.00194675-0.00165055j -0.00767848-0.00199508j -0.00144536-0.000448056j 0.00481078+0.000114548j 0.00144144+0.0013543j 0.0040811+0.00237942j 0.00623696+0.000691218j -0.00612383+0.000267143j -0.00269037+0.00121701j 0.00238059+0.000338054j -0.00204067+0.000232518j -0.00849335+0.00269195j 0.000948311-0.000651424j 0.00118434+0.000208754j -0.00387027-0.000636296j 0.000405288+0.000544625j -0.00125472+0.000343844j 
-0.000183227+0.00191829j -0.000232865+0.000242645j 0.00111798-0.00391191j 0.00283107+0.00140407j -0.00238723+0.00697808j 0.00122067+0.00247808j -0.00422363+0.00774844j -0.00347128-0.00669018j 0.0139094-0.00984206j 0.00106338-0.00756155j 0.0148295-0.0100279j -0.00470237-0.00789081j 0.00971875-0.0149295j -0.00626918+0.00422618j -0.00111753-0.00368631j 0.000489221+0.0030042j 0.00078347+0.00641936j 0.00215119-0.00159048j -0.00530609+0.00366455j 0.00437981+0.00367853j -0.00312056+0.00414647j 0.0018465-0.00123142j 0.00303285-0.00148615j 0.0039662+0.000736002j 0.00023028+0.00195737j 2.42857e-06+0.000230881j 0.00808984+0.00376206j -0.00135637-0.00442936j -0.00395585+0.00164491j 0.00568393-0.00149259j -0.00120386-0.00251715j -0.000473014-0.00113861j 0.00163211-0.00105647j 0.00322838+0.000775052j -0.000460025+0.00213745j -0.00324814-0.00277186j 0.000787661+0.00325621j 0.00228067-0.000559316j 0.000970162-0.00229013j 0.00174627-0.00220779j 0.000823332+0.00136318j -0.00243422+0.00156023j -0.00407777+0.00264529j -3.50284e-05-0.000406748j 0.00430742-0.00469629j 0.00446117-0.00277948j 0.00823634-0.00496211j 0.00164052-0.000827996j -0.00816399+0.000768666j -0.00668148+0.000735054j -0.00635875+0.00104478j -0.00948652+0.000364691j 0.000436996+8.37028e-05j 0.0102459-0.000386495j 0.00172391+0.00218065j 0.00373518+5.81716e-05j -0.00610177-0.000676595j -0.00756606-0.00161179j -0.0122259-0.00517076j 0.0049089-0.0014227j 0.0079114+0.00190392j 0.00534271+0.000831539j -0.00155552+0.0008152j -0.00746661-0.00234367j -0.00274162-0.00196553j -0.00303284-0.00028558j -0.0005182-0.00251147j 0.000364636-0.000121979j -0.00110545-0.00451716j 0.00374227+0.00274128j -0.00139079-2.41823e-05j 0.00147619-0.00218784j 0.00220243-0.00140274j -0.00611643-0.00238357j 0.00061179+0.000351994j -0.000930991+0.000250217j 0.000716982-0.000499917j -0.00175308-0.00194392j -0.00251489-0.00144701j 0.00454585+0.00279469j 0.0011948+0.00117071j -0.0027126-0.000339629j 0.00361268+0.000360859j 0.000171868-0.000928429j -0.0020514-0.00127852j 0.00216185+0.00197692j 0.000423992+0.00025837j 0.000337103-0.000357214j -0.00137496-0.000780494j 0.00340305+0.000105774j -0.000882255-0.000274103j 0.00055767+8.7763e-05j 
