-0.0121918+0.00250247j 0.00205121-0.00680828j -0.0128901+0.00411841j 0.00418062+0.00450469j 0.00329107-0.00222584j -0.00137627+0.00290719j -0.00614027+0.00249518j 0.00475521+0.00172251j 0.00802518-0.00182247j -0.000458557+0.000883188j 0.00226423-0.00137839j -0.00545689+0.00431577j 0.00935723+0.000701459j -0.00757122+0.000462072j -0.00297419-0.000543649j -0.00468751+0.00361008j 0.00546012-0.00391962j -0.00322628+0.000224624j 0.00440456-0.000579308j 0.00297906+0.000423933j -0.00511459+0.000139823j 0.00378064-0.000231683j 0.00513652-0.00098593j 0.00738936-0.00302297j 0.0024011-0.000465705j -0.00695464+0.00214034j -0.000199902+0.00227044j -0.000586378+0.00192705j -0.000379094-0.00188046j 0.000568073+0.000757622j 0.0057514-0.00150019j -0.00894403+5.25484e-05j -0.00085256+0.000497667j -0.00401539+0.00186167j 0.00117293-0.000872681j 0.00509455+0.000478898j -0.000651077-0.000613264j -0.00339564+0.00130132j 0.00695481-0.000724367j 0.00753229-0.000430586j 0.00890835-0.000184948j 0.00205227+0.00139523j 3.46189e-05-0.00137289j 0.00709978-0.000126517j 0.00209359+0.00180412j 0.0128448+0.000730657j -0.0038763-0.000497812j 0.00544613+0.00125648j 0.00678022-3.59324e-05j -0.00145739+0.00108794j -0.00275396+0.0012541j 0.00135757-0.00235278j -0.00230166-0.00112394j -0.00309071-0.000563776j -0.00913808-0.00151855j 0.0036644+0.00227307j -0.00322987-0.000400716j 0.00533221+0.00409798j 0.00128385+0.000484737j 0.00931652+0.000119017j -0.000166804-0.00186949j 0.0064126+0.00336412j -0.000475289-0.00296384j -0.00554593-0.00084676j -0.0075356-4.05211e-06j 0.00134794+0.00143263j 0.00654939-0.000685036j 0.00588395+0.00687185j -0.0110856+0.00148961j 0.00802145+0.00849341j 
0.00198937+0.00125609j 0.000831163+0.00291055j -0.00446013-0.00708126j -0.000869498+0.00390823j -0.00253745-0.0089214j 0.00169057+2.88078e-05j -0.000675469+0.00329498j 0.00462085+0.00501896j -0.00294316-0.00576777j -0.000542993+0.00326825j 0.00284172+0.00807445j 0.00246714+0.00430027j -7.81314e-06+0.000601994j 0.00478532+0.0129339j 0.000193573+0.00123994j -0.000393681-0.00226995j 0.00104686-0.00687928j -0.00158511-0.000287106j 0.00284916+0.00603629j -0.00256501-0.0092298j 0.000852631-0.00525264j 0.000698507+0.00856439j -0.00192388-0.00775832j -0.000460325+0.00308263j -0.00138777+0.0137106j 0.000384973-0.00915759j -0.00137719+0.00693168j 0.000606402+0.000557375j -0.000936234+0.0121487j -0.000623515+0.000826802j 0.00104695-0.00915227j -0.00161534+0.00602314j -0.000432725+0.0140018j 0.00107149-0.0129728j 4.72252e-05+0.00848694j -2.42016e-06+0.0054672j 0.000353907-0.00281824j 0.00408131-0.00684635j 0.000577466+0.00358144j 0.00405967-0.0158593j -0.00014309+0.000675473j 0.000349079-0.00474325j -0.00305913+0.000153045j -0.000288996+0.00119503j -0.000381998-0.00281296j -0.000539402+0.00347026j 0.00347292+0.00567968j -0.00165585+0.00291148j 0.00129458+0.000461399j -0.00274167+0.0134788j -0.000992985-0.000587484j 0.00118966+0.0017593j 0.000860505-0.00280487j -0.000152333-0.00171554j -0.00355245+0.00797971j -0.000411108+0.00404087j -0.000295341+0.0052781j 0.00168314-0.00144403j 0.000135668-0.00808328j -0.00219643+0.00708318j 0.00284302-0.0057492j 0.000482908+0.000793043j 9.16611e-05-0.0044274j -0.00115087+0.00443503j 0.00186257-0.00458975j -0.00085154-0.00157093j -0.000655642+0.00438361j -0.00167607+0.00200166j 0.000367147+0.00121442j 0.000679081-0.00149583j 
-0.00611367+0.00525482j 6.02944e-05-0.00252874j -0.00583035+0.00108607j 0.003474-0.00454947j 0.000908061-7.06484e-05j 0.00201866-0.00616801j -0.00615581+0.00379993j 0.00070215-0.000466275j 0.00184625+7.96804e-05j -0.000318689-0.000543072j -0.00149577+0.00430614j -0.0038243-0.00183894j 0.00199553+0.00259093j -0.000437661-0.00112697j 0.000186124-0.00320683j -0.00367844-0.00273551j 0.00204152+0.00345049j -0.00271808+0.00223335j 0.000928563+0.00208922j 0.00349826+0.000392545j -0.00222543+0.002137j 0.00133096-0.00242342j 0.000567393-0.000527088j -0.00019418+0.00547951j -0.000166213-0.000493507j 0.000271577-0.00169044j 0.00220454-0.00667778j 0.0024395-0.00181905j -0.000542303+0.00366488j -0.000799923-0.00425828j -0.000263036+0.0028665j 0.00138653+0.000342048j -0.000109642-0.00114468j -0.000677953-0.00400803j 0.00490962-0.00212288j 0.00260404+0.00188941j -0.00178521+0.00646516j -0.000809575-0.00185803j -0.00512332+0.00654519j 0.00555+0.00162131j -0.000687898+0.00529143j 0.0027376-0.00239205j 0.0013345-0.00271052j 0.00122513+0.00406255j 0.00609946-0.0023233j -0.00201764+0.00137061j 0.00255105-0.00933003j 0.000258657-0.00361559j 0.00155498-0.00105238j 0.00529279+0.00159999j 0.00273539-0.00384972j -0.00092634-0.000489125j -0.000130612+0.00441812j 0.00097319+0.00206995j -0.00223934+0.00666517j 3.2928e-05-0.00351007j 0.00308254+0.00403967j -0.00074475-0.00295841j 0.00631489+0.00841423j 0.00131427-0.00395624j -0.0033625+0.0121879j 0.00148443-0.00450955j -0.000156141+0.00115991j -0.00382358+0.00215362j 0.00224587+0.00141271j 0.00343595-0.00570148j 0.00356731+0.0113101j -0.00459379-0.00544641j 0.00154743-0.00968036j -0.00977374-0.00962204j 
-0.00154108+0.00215358j -0.00540864+0.00969417j 0.00150131+0.00188916j 0.00347831-0.00613693j -0.00360149-0.00108873j -0.00436871+0.000659332j -0.000153487-0.00124522j 0.00121033+0.0003606j -0.00103813-9.1009e-05j -0.00455779+0.00219057j 0.00522359+0.000144021j 0.00195597-0.00515049j 0.00315525-0.00510692j -0.00315664+0.00177571j -0.00258408+0.00514473j 0.0018994+0.00082643j -0.000123992+0.000511715j 0.00329176+0.00156291j -0.000998869-0.00067106j 0.00220611-0.00212906j -0.0035592-0.000802646j 0.00044705+0.00200014j 0.000823405+0.00127473j -0.000472448+0.00147936j -0.000358032+0.00306873j 0.00093092-0.00245554j -0.00135564-0.00497314j 0.00130462-0.00711229j 0.000226479+0.000186515j -0.00213094-0.00137792j -0.000106865-0.00333945j -0.000452543-0.000670805j 0.00185733-0.00074413j -0.000774923-0.00381795j 0.00121527+0.000531576j 0.00261593-0.00552388j 0.000997764-0.00454694j 0.00289477+0.00335575j 0.000399664+0.00127876j 0.0012599-0.00510381j -0.00169096+0.0014001j 0.000229357+0.00052262j -0.00652399+0.00515614j -0.00329953-0.000246043j -0.000846242-0.00524778j -0.000556439-0.00413508j -0.00881673+0.000134738j -0.00294596-0.000406776j -0.00113911-0.00345252j 0.0022856-0.0104642j -4.95888e-05-0.0028353j -2.29465e-05-3.74693e-05j 0.00566166+0.000376739j 0.000489426-0.00253696j 2.71871e-05-0.000168377j -0.00247297-0.0102449j -0.00341805-0.000712803j 0.00292972-0.00134265j 0.00282534-0.0100683j -0.00187965-0.00344792j 0.00385414+0.00854777j -0.00447013+0.00565921j -0.00430372-0.00424585j 5.94197e-05+0.0111716j -0.00200808-0.00354945j -0.00606495-0.00334247j 0.00287303-0.00302837j 0.00148452+0.00609761j -0.0108585-0.0113963j -0.000838237+0.00563355j 
-0.000456641+0.0026663j -0.00504342+0.00680792j -0.00575793+0.00554447j 0.000587308+9.14679e-05j 0.00373609-0.00271423j -0.00374033+0.00272065j -0.00144601-0.000321835j -0.00187064+0.00327752j 0.00766201-0.00122167j 0.0024635+0.000155447j 0.00140979-0.00175418j 0.00271534-0.00221862j 0.00063579-0.00176954j 0.00155938-0.00129787j 5.08141e-05+0.00322434j -0.0011322-0.000297472j 0.00253612+0.00100719j 7.34402e-05-0.000760086j 0.0079426-0.00289886j 0.000357181-0.00187314j 0.00432527-0.00270478j -0.000927783+0.00253427j -0.0027864+0.00351106j 0.00175591+0.0019951j 0.00167432+0.00118619j 0.00260959-0.00423943j 0.00341039-0.00316088j 0.000340211-0.00295963j 0.0010031+0.000919066j 0.00379722+0.000118831j -0.00544195+0.00520686j -0.00240817-0.0015556j -0.0025721+0.00151973j 7.50592e-05-0.000169809j -0.00673358+0.00176597j 0.00122953-0.00500814j 0.00165157-0.00160831j -0.00309409-0.00103154j -0.000857326+0.00397886j -0.00116558+0.000289341j -0.0021075+0.0013217j -0.00395892-0.000125897j 0.0104305-0.000321198j 0.00368008-0.00653909j -0.00604345-0.000950106j -0.000557906+0.0015424j 0.00762062+0.00553685j 0.00652539-0.0025345j -0.0101325+0.00127293j -0.00988137+0.000562708j -0.00162175+0.000300306j 0.00347384+0.0030694j -0.00566416-0.00208331j -0.00309726+0.00247509j -0.00200257+0.00160081j -0.000987316-0.00143339j 0.00315039+0.000181571j 0.00167332-0.00271955j -0.00462152-0.00645423j 0.00415065+0.00169752j -0.000743804-0.00147088j -0.00475246-0.00549915j 0.00224577+0.0112526j 0.00382081+0.00077376j -0.00105454+0.0032888j 0.00437134+0.00113214j -0.00282214+0.0034441j -0.0112427-0.00678165j -0.00853289-0.000605679j 0.00315698+0.00303073j 
-0.00362424-8.38184e-05j -0.00225215-0.00814231j 0.0026478-0.00318572j 0.000787729+0.000294176j -0.00183236-0.00141993j 0.000251221-0.00598729j -0.00101782+0.00262304j -0.00250136+0.00146135j -0.00245455-0.000521413j -0.00371738-0.00321105j 0.00134553+0.00545304j 0.0014056+0.000643205j 0.00133915+0.00412844j -0.000642987-0.00192064j 8.10983e-05-0.00427286j -0.000200048+0.00137617j -0.00197627-0.00217342j -0.00265955+0.00478333j 0.00137992-0.00159315j 0.000994632-1.94877e-06j 0.00104117-0.00279817j -0.00370869-0.00216693j -0.00218799-0.00213318j 0.00101383+0.000610419j 0.000193377-0.00198131j -0.00011223+0.0022607j 0.000220984+0.00071505j 0.000272763+0.00581948j -0.00186026+0.00191064j -0.00413804-0.000196849j -0.00306211-0.00051591j -0.000387464+0.000679731j -0.00182561+0.00570377j 0.00929803-0.00341589j -0.00483505-0.00175197j 0.010099+0.00215388j 0.0112336+0.00138207j -0.00300096+0.00328285j -0.00171917+0.00208782j -0.00496149+0.00110322j -0.0030681-0.0043072j -0.00308399-0.00391644j -0.00307831-0.00697303j 0.00576964-0.00488423j -0.00656962-0.00336625j 0.00886046-0.000908579j -0.007917-0.00892628j 0.00221424-0.00341587j -0.0111851-0.00612082j -0.00343794-0.00352817j -0.00617931-0.0022876j 0.00265354+0.00316003j -0.00338036+0.00129417j 0.000718977-0.000136672j 0.00160975-0.000183187j 0.0063974-0.000280772j -0.00130883-0.0053766j 0.00200997+0.00446259j 0.0012434-0.00637617j 0.00382763+0.00250918j -0.00469168-0.00162883j -0.00653081-0.0081987j 0.00124527-0.00482098j -0.0031427+0.00215027j 0.00407333-0.0029963j 0.00312363-0.00358921j 0.000689771-0.00611286j 0.00423991+0.000852092j 0.00280984-0.00837868j -0.00822819+0.00374149j 
0.0047054+0.00579492j 0.000504285+0.000651176j 0.0047298+0.00681701j -0.00171356-0.00570153j -0.00236281-0.00211987j 8.84359e-06-0.00356146j 0.00146436+0.00687067j 0.00255992-6.10883e-05j -0.000268515-0.00353749j 0.00189863-0.00123617j -0.000847714+0.00201888j -0.00259048+0.000604646j -0.00206906-0.00189296j -0.00101563-0.00121741j 0.00112106+0.000531671j 8.36466e-05+0.00359437j 0.00161876-0.00133276j -0.000528249+0.0024059j 0.00201389+0.000604855j -0.00267043-0.00665035j 0.00291657+0.00477833j -0.0001891-0.00322888j 0.000788268-0.000141369j 0.00100667+0.00160107j 0.000573036-0.00116789j -0.00134043-0.00205682j -0.00252411-0.00280247j -0.00442702-0.00423078j 0.0019869+0.00120425j -0.000507686+0.000672595j 0.00310072+0.00144135j -0.000139576-0.00404892j -0.00182121-0.000685974j -0.001193+0.00227826j -0.000526133-0.00733866j -0.00195316+0.000579199j 0.0011049+0.00545402j -0.00159242-0.000957506j 0.00494981+0.010738j -0.00100401-0.00784025j 0.00484114+0.00213126j 0.000550525-0.00443495j 0.00186522+0.00118704j 0.00212986+0.00177057j 0.000614479-0.0100376j -0.00133154+0.00655854j -0.000650981-0.00344268j -0.00275168+0.00100834j 0.00240493-0.00131348j 0.00233979-0.00885288j -0.000551622-0.00609665j -0.00337004-0.000532809j 0.000595886-0.00395428j 0.00160059-0.00090644j 0.00459325+0.00118088j -0.00299743+0.00560406j 0.00712372-0.00536285j -0.00418149-0.00104893j 0.00492807-0.00501188j -0.00427584-0.00158155j 0.00910966-0.00714852j 0.00411435-0.00154921j 0.00379564+0.00088508j 0.00224976-0.00261856j 0.00384355+0.000215419j -0.000921766-0.00232574j 0.00943271-0.00826849j 0.000886334+0.00592547j -0.00577063+0.00865114j -0.00184933+0.00559231j 
0.00136786-0.00134483j -0.00296047+0.000624933j -0.00196882+0.00533565j -4.34463e-05+0.00303818j -0.000359987-0.00348795j -0.00379969+0.000707448j 0.00358266+0.000623157j 0.00318472-0.00140501j 0.000401977-0.00566708j -0.000636979-0.00530046j 0.00116217+0.00316483j -0.00200688+0.00247501j 0.00242984+0.00276551j -0.00172156-0.00205315j -0.00216089-0.00187935j 0.00100508+0.00113586j 0.000647156-0.00203177j 0.0044149+0.00176826j -0.00134189-0.00683108j -0.00298926+0.00187558j 0.0010204-0.00697629j -0.000105746+0.000345544j 0.000135667+0.001974j 0.00198512-0.000750859j -0.0027443-0.00247166j -0.000329537-0.00405089j 0.00015483-0.00342102j 0.0036183+0.00186111j 0.00317053-0.00135744j 0.00524302-0.00313442j 0.00342974+0.00170674j -0.00161731-0.00132804j 0.00321766+0.00276037j -0.00653057+0.00199807j -0.00181055+0.00395698j -0.00692004+0.00206068j -0.00425099+0.00180283j 0.000734359+0.0022117j 0.00642167+0.00180281j 0.00456354+0.000361806j 0.00135624-0.00318445j -0.000454975+0.00186113j 0.000197875-0.00960731j -0.0075494-0.0100456j 0.00408878-0.0012128j -0.00570449+5.75948e-05j 0.00745176-0.00972321j -0.000966727-0.00685218j 0.0116447+0.00195024j 0.00677562+0.00795092j 0.00350285+0.00195547j -0.000943609-0.00173617j 0.000214721+0.00999087j -0.000172132+0.00368444j 0.00212855+0.000274057j 0.00258686-0.00478212j -9.817e-05-0.00899325j -0.00374429+0.000872463j 0.00169076+0.000910447j -0.00297282-0.00314552j -0.00265689+0.0036485j -0.00270742+0.000623506j 0.0080734-0.00584354j -0.00444946+0.00131981j 0.000237884-0.00554086j -0.00556579-0.00660806j 0.00125026+0.000736841j -0.0107445+0.00441449j 0.000231806-0.00186191j 0.00030432+0.00360885j 
-0.000963766-0.00162104j 0.00176908-0.00439094j -0.00228251-0.00101609j -0.000946689+0.00104295j 0.00431307-0.000564283j -0.00507014+0.00424784j 0.00264602-0.00159794j 0.00297462-0.00404384j 0.00472197-0.00096348j -0.00617686+0.00418379j -0.0035194+0.00261066j 0.000826089+0.00238637j 0.00648627-0.00188264j 0.0026153-0.000524149j 0.00615151-0.00306404j -0.00560766+0.00477853j 0.00125144+0.000725829j 0.00020198+0.000539404j -0.00188141+0.00614599j -4.35756e-05+0.003538j 0.00144147+0.00106028j 0.00222606-0.00239316j 0.000113262-0.00364087j 0.00392536-0.0020255j 0.000618344-0.00161031j 0.00304966-0.00120246j 0.00106159+0.000959422j 0.0026732-0.000112756j 0.00290307-0.00133043j 0.00773182-0.00154052j -0.00292553-0.00358202j -0.00556427+0.000620203j 0.00198517-0.0040856j -0.000775526+0.00451057j -0.00994885+0.00218753j 0.00462719+0.000202787j -0.00412499+0.0051578j 0.003214-0.00160023j -0.00469793+0.00214492j -0.00124262-0.00554358j -0.00975231+0.00117564j -0.00238485-0.00024694j -0.00367832+8.1135e-05j -0.00176151+0.000287998j -0.000584015-0.00559106j -0.00378238+0.00389639j -0.00268827+0.000534127j 0.00782874+0.00366111j 0.00687836-0.00958401j -0.00132876-0.00496908j -8.2946e-05-0.00150902j -0.00646515+0.000720077j 0.00330604-0.000831994j -0.00218802-0.00346449j 0.00792418+0.00218524j 0.00382106-0.00425195j -0.00332419-0.00143073j 0.00686097+0.00675636j 0.00561848-0.00167011j -0.00470138+0.00192599j 0.00318725-0.000992823j 0.000852206-0.00136364j 0.00516176+0.00282909j 0.00899015+0.000997259j -0.00764196-0.00496503j -0.004937+0.00288194j -0.00153562-0.00108026j -0.00016023-0.00415629j 0.00347394-0.00175875j -0.00226993-0.000229037j 
-0.00212086-0.00286711j -0.00511608-0.00193499j -0.0039673-0.00314809j -0.000603917+0.00279924j 0.00132531+0.00261634j -0.00163029-0.0024808j 0.00140261-0.00272701j -0.00284933-0.00228141j 0.00012472+0.00512272j 0.000682096-0.00314002j 0.00366103+0.000868773j 0.00130102+0.0043835j -0.000697565+0.00403055j -0.000467686+0.00287876j -0.00490667+0.0022868j 0.00350283-0.0048146j -0.000892077+0.000180118j 0.00266097-0.00215672j 0.00425612+0.00188448j -0.000386826+0.00177563j 0.00379931-0.000245773j -0.00113459+0.000178428j -0.00344722-0.000439332j -0.00398587+0.00105392j -0.00171837+0.00221429j 0.00106039+0.00094079j 0.00380257+0.00173216j 0.00276329+0.00180983j -0.00202697-0.00210154j 0.00197866+0.000641851j -0.000950511-0.00767559j 0.00229832-0.00485661j -0.00150859-0.000851793j -0.00355149+0.00642819j 0.00113925-0.00846673j -0.00443774+0.00961258j -0.000583216+0.00500412j -0.00212292-0.00169059j 0.00553342-0.00510126j 0.00168118-0.00228839j 0.00470432-0.00937258j 0.00033123-0.00467181j 0.00680937+0.00535879j 0.00165936+0.00112203j 0.00363794-0.00936485j -0.00195878+0.00303834j 0.00506592+0.000748112j -0.000812457+0.00529418j 0.0061401-0.014131j 0.00403593-0.00665851j 0.00611425-0.00280553j -0.00123321+0.00388619j -4.50126e-05-0.00137926j -0.00155209-0.00158272j -0.00716963-0.00311242j -0.000249306-0.000589559j 0.00185852-0.00220443j -0.00607379+0.000858373j 0.00343996-0.00450387j -0.00377498+0.00382008j -0.00302169+0.000853292j 0.00556624-0.00725649j -0.00649067+0.000230982j -0.0067766+0.00404573j 8.06609e-05-0.00153889j -0.00169415+0.00201782j -0.00349437-7.76703e-06j -0.000562186-0.00726977j 0.000749442-0.00683454j 0.000164801+0.00260082j 
-0.000907996+0.000390495j 0.00202433-0.000742693j 0.00102097+0.00302024j 0.00239325-0.000652592j 0.000954939-0.00357402j 0.00312164+0.00480635j 0.00135501-0.00354323j 0.00141529-0.00365335j -0.000873919-0.00321699j -0.00217471+0.0050084j 0.00141275+0.000316071j -0.00322485+0.00222244j -0.00242412+0.000364163j -0.00168396+4.72643e-05j -0.000922444-0.00176169j -0.0024807+0.00233835j 0.00276729-0.00221714j 0.00550323-0.00561762j 0.00115912-0.0010321j 0.0053311-0.00239525j 0.0030055-0.00396921j 0.00558484-0.0043885j -0.00527733+0.00373004j -0.00670798+0.00180354j 0.0033058-0.0012308j -0.0073631+0.0013392j -0.00175885-0.00116272j 0.00473657-0.00395038j -0.00925259+0.0025613j 0.00584219-0.00845025j 0.000528528-0.00112828j 0.00527203+0.00104757j -0.00763147+0.00014048j 0.00611656+0.00387643j 0.00666972+0.00245416j -0.00274036+0.00112531j 0.00567642+0.00321921j -0.00134297+0.000454956j 0.00970725-0.00297354j -0.00469293-0.00248762j -0.00852885+0.00491682j -0.000428544+0.00168092j -0.004158+0.000491236j -0.00018604+0.00160538j -0.0017908+0.000648239j 0.0103519+0.00500286j -0.00281518-0.00214894j 0.000169063-0.00413354j -0.0105643-0.00501143j 0.000830201-0.000968054j 0.00651324-0.000435205j -0.00096411+0.00148948j 0.00126096-0.000312023j -0.0107751-0.00151118j -0.00244163-0.000668448j -0.00249728+0.00122587j -0.000828821+0.000971755j -0.00420205-0.00253968j -0.00377287-0.00123342j -0.00854302+0.0022871j -0.00162386-7.82619e-05j -0.00151972-0.00087809j 0.0030031-0.00423003j 0.00102761-0.00487385j -0.00836572+0.00261333j 0.000222099+0.00390272j 0.00201423+0.00139407j -0.000975285+0.00469646j 0.000885944+0.000421199j -0.000634421-0.00177318j 
0.000348785-0.00145595j 0.00232781+0.00549548j 0.00180452+0.00544543j 0.00234486+0.00193967j -0.00220961-0.0017797j 0.00322159+0.00430599j -0.00254865-0.00264913j -0.00196505-0.000986053j -0.00207656-0.00303084j 0.00379352-0.000726624j -0.0013415-0.00291822j 0.00384728-0.00125509j -0.00088124-0.00276118j 0.00211572+0.000756632j 0.00208828+0.00338108j 0.000747855-0.00264826j 0.000606368-0.00041564j -0.0039846-0.00300474j -0.00333919-0.00265097j -0.000522193+0.00376243j -0.00659098-0.00477781j -0.000526139+0.00170101j 0.00753064+0.00189674j 0.00136411-0.000828686j -0.00228384+0.00247057j -0.00200972-0.00457407j -0.00131943-0.00310644j -0.00507186-0.00258661j 0.00107604-0.00566295j -0.00587557-0.00582947j -0.00396694-0.00204489j -0.00513883+0.000265783j 0.000834014-0.00274837j 0.00698355+0.0119085j 0.000886622+0.00379824j 0.00421355+0.011127j 0.00245447+0.00860255j -0.000704793-0.00203794j -0.00630517-0.00928684j -0.00103566-0.00356045j 0.000365836-0.00521104j 0.000271061+0.00187115j 0.00298642-0.00649659j -0.00416025+0.00700494j -0.00460929-0.005178j -0.000522581+0.0099133j 0.0016111-0.0114041j -0.00192078-0.00113489j -0.000118978-0.012472j -0.000908826-0.00276285j -0.00289385-0.00893296j 0.00209795+0.00308778j 0.000704106-0.00232241j 0.00502669+0.00626893j 0.00134348+0.00337923j -0.00197619+0.00186106j -0.0027067+0.000795042j 0.000901426+0.00371163j -0.000381952-0.000875972j 0.00399368+0.00607936j 0.0008732-0.00142959j 0.0022882-0.00148965j -0.00108549-0.0021907j -0.000428961+0.00208819j 0.000306404+0.00518666j -0.000670538+0.00403537j 0.00176322+0.00304124j -0.00365215+0.00882924j -0.00037244+0.00228479j 0.00349397-0.00431614j 
-0.00149318-0.000592188j -0.00259495-0.00261618j -0.00069616-0.000150639j 0.00116589+0.00159529j -0.000336469-0.0016673j 0.00268706+0.00366472j 0.000563211-0.000644145j -0.00101482-0.00164835j -0.00263114-0.00242144j 0.00282233+0.000992535j 0.000865522+0.00514955j 0.000904705-0.00310063j -0.00314732-0.00496313j -0.0022326-0.0016175j -0.00278578-0.0064787j 0.00730167+0.00257475j 0.000613415-0.000175132j 0.00179148+0.00566908j 0.00360318+0.00391571j 0.00131929+0.00461876j 0.00134424+0.00273746j 0.000122951+0.00227325j -0.00188442-0.00676592j -0.00327651-0.00887573j -0.00407264+0.00210382j -0.000546906-0.00639194j 0.00175703-0.000873367j -7.39952e-05+0.00416516j 0.000748902-0.0100955j -0.00238929+2.38404e-05j 0.000497402+0.00170067j 0.00385934+0.00765595j -0.00127314-0.00534274j -0.000547567+0.00149861j 0.00552814+0.00909456j -0.00116147-0.00495087j 0.00278226+0.00611083j -0.00215622-0.00385601j 0.00124049+0.0110912j -0.00178233-6.67887e-05j 0.00512072+0.00157877j 0.000930677+0.000666842j 0.000241423+0.00184876j -0.000273217+0.0028374j -0.00124265+0.000776998j -0.00264952+0.00690263j 0.00132937+0.00131581j 0.000185475-0.00571593j 0.00278123-0.00949411j -0.00222309+0.00292257j -0.00126109+0.00591471j 0.000417761+0.00470648j -0.000604157-0.00233594j 0.00454091-0.00360608j 0.00164293-0.0111553j -0.00253389-0.00457663j -0.000669487+0.00260754j 0.00506676-0.00883399j 0.00212931-0.00443644j 0.0033401-0.00240731j -0.00316642-0.00365662j 0.00332539-1.94738e-05j 0.00159327-0.00548181j -0.000723783-0.00652035j -0.0010919+0.00200136j 0.000247503+0.00218562j -0.000947838+0.000819481j -0.000857217+1.33742e-05j 0.000725339-0.00345879j -0.000823298+0.00175754j 
-0.00109262-0.000147631j -0.00344147-0.00440776j 6.1275e-05-0.0021123j -0.000924546+0.000659447j -0.000672546-0.00263456j 0.00231737+0.000602387j -0.00163997-0.00196194j -0.00333698-0.0019656j -0.000359912-0.00339165j 0.00328447+0.00628842j 0.00170378+0.000768614j 0.00446364+0.00436767j 0.0020723-0.0019992j -0.0021161-0.000737706j -0.00220347-0.00311831j 0.00492138+0.00780393j -0.00292038-0.000731151j -0.00446306-0.00361801j 0.00242571+0.000442574j -0.00318808-0.0044897j 0.000407617-0.00241926j -0.00439642-0.00309497j 0.000154293+0.0059875j 0.00302604-0.0005981j -0.00390711-0.00811667j 0.00545338+0.00341858j 0.0025999+0.00283903j -0.00244815-0.00315295j 0.00760165+0.00732823j -0.00569756-0.011449j -0.00050209-0.00105795j -2.53059e-05+0.000326034j 0.00165571+0.003947j -0.00340561-0.0009771j -0.00150704+0.00302475j -0.00272651+0.00259785j -0.00306331+0.00241036j 0.0012569-0.00254084j -0.00059258-0.00499329j -0.00132067+0.00199605j 0.00830901+0.0118403j 0.000216064-0.0019447j 0.000227852+0.00613711j -0.00133878-0.00194282j 0.00274547-0.00335363j -0.00370829-0.00819376j 0.00270289+0.00388393j 0.00192614-0.0044983j 0.00374797+0.00451742j 0.000605498-0.00354383j 0.00170286-0.00332497j -0.00352208+0.00483843j 0.00143026-0.00247262j -0.0029829+0.0113747j 0.000810962-0.0034959j 0.000459017-0.0024113j -0.000888198-0.000742658j 0.00267844+0.000619885j 0.00130899+8.26983e-05j -1.98767e-05+0.010103j 0.00238816-0.00171688j -0.00147785+0.00368373j 0.000732267-0.00470897j -0.00238015-0.00442178j -0.00104364+0.00636108j 0.0022306+0.000641864j -0.00127278-0.00113963j 0.000558895-0.00212682j 0.000913543-0.00373062j -0.00173398+0.00321319j 
0.000584077-0.00172017j 0.000134051+0.0014445j 0.00139199-0.00445737j -0.00197928+0.00205907j -0.00181132+0.00245082j 0.00189207-0.00536522j -0.00236915+0.00370902j -0.00308203+0.00555339j 0.00222732-0.00298989j -0.0010722+0.00264806j 0.0045341-0.00438741j -4.46294e-05-0.00134701j -0.00133889-0.00494442j 0.00135014-0.00438936j -0.00149048+0.000125297j -0.00277613-0.00171761j -0.00303146+0.00676556j 0.000570116+0.00123453j 0.00210298-0.00317678j 0.00549147-0.00397657j -0.00234514+0.000575514j -0.00472157+0.00774232j -0.00799721+0.006149j 0.00215293-0.00699415j 0.00859851-0.00681244j -0.00124656-0.0041413j -0.000858102+0.00403426j -0.00193522+0.00160135j -0.00622609+0.00149236j 0.00235506+0.000590583j 0.000868436-0.0013074j -0.00472015+0.00454953j 0.000696869-0.00479599j -0.00666389+0.00913364j -0.00770209+0.0104143j -0.00366824+0.00588081j -0.0104255+0.00656656j 0.00441404-0.00182004j 0.00319309-0.00100769j 0.00408466-0.000721631j 0.00379147-0.00648479j 0.00334693-0.00239458j -0.00523801-0.00205666j 0.00183143+1.69326e-05j 0.00756242-0.00474547j -0.00135777+0.00459117j 0.00264978-0.00555601j 0.00395772-0.00364439j -0.000654979-0.00370606j 0.0115971-0.00262836j -0.0018116-0.002129j -0.00251873-0.000925184j 0.000113869+0.00142183j -0.00350228-0.00255157j -0.00253829-0.000447993j -0.00248585+0.00100009j 0.000239168+0.000843356j 0.00514328-0.00516666j -0.0016418-0.00326497j -0.00236628-0.00073032j 0.00933707-0.00169974j -0.00617794+0.0023334j -0.00226065+0.000403058j -0.00166959+0.00104763j 0.00682702-0.00160076j 0.00319013-0.00136907j -0.00211116-4.9172e-05j 0.00142973-0.000868159j 0.000206059-0.000134959j 0.000922666-0.000588793j 
