0.00720385-0.00621992j -0.00734763-0.00362813j -0.00461524-0.00779242j 0.00921207-0.00660711j -0.00313224-0.00609967j -0.00875576-0.00043105j 0.00922686-0.010171j 0.00721828+0.00843932j 0.00030565+0.00139291j -0.00981489-0.00408738j -0.00802516+0.00497024j 0.00334225-2.76635e-05j 0.0011347+0.00207132j -0.00907445+0.00734934j -0.0138084-0.0107146j -0.000437501-0.000738437j 0.00285504-0.00562005j 0.00433227+0.00168282j 0.00397333+0.00542196j 0.00342947-0.00216222j 0.00324582+0.000120424j -0.00610083+0.00223371j 0.0067846-0.00161811j 0.00362958+0.00189519j -0.00676803-0.00560896j 0.00235338+0.00226824j -6.84082e-05+0.000350765j 0.00284292+0.0077755j 0.000733022+0.0072534j -0.00024583-0.00637344j -0.00393073-0.00723531j -0.00650534-0.00350246j -0.00589845-0.00153336j -0.000575369+0.000492112j -0.00325785-0.00177582j -0.000201712+0.002517j 0.00243929-0.00250145j 0.000523726+0.00102554j -0.00454423+0.000201047j -0.00137525+0.000142647j 0.00567743+0.00354116j -0.00756045-0.000480476j -0.00372462+0.00230651j -0.00432642+0.00401424j -0.00898562-0.00207532j -0.00153141+0.00131225j -0.00342148-0.000271437j 0.00637269-0.00722061j -0.0106607-0.00963915j 0.00749558-0.00460545j 0.00343049+0.0057441j -0.00822722-0.0109811j -0.00192673-0.0129598j 0.00152657-0.00227176j -0.00478444-0.0034213j 0.00226879+0.00328653j -0.00490833+0.0143926j 0.0132567-0.00468784j 0.000881645+0.0055302j -0.00624201+0.0177862j 0.0158392+0.0189761j 0.00675459-0.00566645j 0.011568-0.00819484j 0.000556209-0.00239585j -0.00706719-0.0103887j -0.00736254+0.0076518j -0.00311802+0.00542801j 0.0166348+0.00779259j -0.0182777+0.0163321j 0.0245484+0.00973728j -0.00737775+0.00265814j 0.00014382+0.00915197j 0.00873274-0.00349209j 0.0234353+3.76511e-05j -0.020412+0.00354918j -0.00598085+0.0124467j 0.0265169+0.0274953j -0.0165946-0.00596894j -0.0212903+0.00431633j -0.0412806+0.0300473j 0.0108381-0.000343092j -0.00687632+0.00193742j 0.0676196+0.0437896j -0.0261624+0.0453516j 0.0322493+0.0137136j -0.0059287-0.0121692j -0.00916314+0.00190649j 0.00356376-8.91253e-05j 0.00759149-0.00589407j 0.00347657-0.00189515j 0.000792479+0.00629241j 0.00675529+0.032958j -0.00948803+0.0285224j -0.014513-0.0397391j 0.00439216+0.0339215j -0.0358301-0.00766649j 0.0509885-0.076496j 0.0800721+0.0610841j 
0.00252012+0.00587919j -0.00899898-0.00037401j -0.00101531-0.00590959j -0.00815673+0.00655755j 0.0061747-0.00504542j -0.00765198+0.00111912j -0.0161243+0.00526326j -0.0099276+0.0109306j 0.0111142-0.00295038j -0.0113164-0.00423464j -0.0076966+0.00574955j -0.0187113+0.0120287j 0.0098069-0.00618077j -0.00603988-0.0038646j 0.00495107-0.00944322j -0.0044461+0.00102889j 0.00901011-0.00998145j -0.00278584+0.00248687j 0.000437538+0.00236345j -0.00419081-0.0028679j -0.00236029-0.00445411j -0.00797202+0.00271015j -0.00477325+0.0118327j 0.006073+0.00572453j -0.00342415+0.00271904j 0.00562291-0.00863614j -0.00205874-0.00192424j 0.0129762-0.00496372j -0.0152121+0.00548403j -0.00706174+0.00538544j -0.00741664+0.00780958j 0.0109115-0.00254795j -0.00806099-0.00683353j 0.00305982+0.000535479j 0.00538163-0.000654709j 0.00859113+0.00109465j -0.00281983-0.00860689j -0.0150725+0.0138901j -0.0062067+0.0191686j 0.00663602-0.00887988j -0.00254121-0.00244399j 0.010125-0.0103871j -0.00140375+0.00271528j 0.0030681-0.00256303j -0.011136-0.00982289j 0.0185698-0.00958481j -0.00472188+0.00377826j -0.0113941+0.0167866j -0.0103732+0.000788919j -0.00434184+0.0128528j 0.00180948+0.0151745j -0.000157666-0.0127164j 0.0167528-0.0117311j -0.0226863+0.0195722j -0.0269511+0.0234461j 0.0356391-0.0118101j 0.00231986-0.00277368j 0.0121168-0.00984296j -0.0204054+0.0162817j 0.0225225-0.0105643j -0.0124901+0.0435714j -0.0341876+0.0139733j 0.00489259+0.0153829j 0.000749105+0.0154904j -0.0121435-0.0250517j 0.0175576-0.0242184j -0.0203997+0.0157665j 0.022357+0.026422j 0.0227873-0.0595934j -0.0153289+0.0186749j 0.0183929-0.00338166j 0.0193005-0.0414406j -0.0263937+0.0107214j -0.0256299+0.0181628j -0.0224639+0.0457155j 0.0191854-0.00724494j 0.0134581+0.0271065j -0.0225893-0.00859908j 0.0266031-0.0388772j 0.028212-0.0173865j -0.0105451-0.00563242j 0.00933329-0.000880671j 0.0224443+0.0385144j 0.0400874+0.0054623j 0.00232258+0.0453426j -0.0140019+0.0226009j 0.00768732+0.00619907j 0.00595555-0.00612894j -0.00846531-0.00574035j 0.00342194+0.00228695j -0.0129339+0.0429735j 0.0145165-0.0159496j 0.00848393+0.00370572j 0.0231205-0.0273187j -0.0253067+0.00390314j 0.00696078-0.0138403j -0.0334756+0.0245856j 0.00970062+0.0389036j 
-0.00219508-4.89834e-05j -0.00538877-0.00413695j -0.00435627-0.00525008j 0.00255875-0.00148716j -0.00594877-0.00609496j 0.00654527-0.00157056j -0.00822322-0.00529144j 0.00404065+0.0101261j 0.00322141-0.00395699j 0.000560826-0.00622618j 0.0149663+0.0138085j 0.00398135+0.00242185j 0.00654467+0.00415145j 0.00696312+0.0110678j 0.00398664-0.00880299j 0.000964707-0.00171694j -0.00492481-0.00114741j -0.00358003+0.00357315j 0.0100545+0.0127245j 0.00036272+0.0019981j -0.00719221+0.00831481j 0.00517016+0.00657615j 0.00155509-0.00856873j -0.00120506-0.0116417j -7.70924e-05-0.00544652j -0.00416391+0.0114821j 0.00333855+0.00963163j -0.0056876+0.0120467j 0.0062241+0.0115321j 0.00273732+0.000461838j -0.000545654-0.00618009j -0.0027392-0.0113882j 0.00358541+0.00251682j -0.00279358+0.0114087j 0.00378602-0.0175189j 0.000336995-0.00360744j -0.0065456+0.00696705j 0.00291328-0.00362736j 0.0121078-0.00363359j 0.00745513+0.00855217j -0.00865336+0.00625098j 0.00383368+0.00327634j 0.00102867-0.00853201j -0.00626856+0.0148284j 0.00126643+0.0105198j -0.00521807-0.00715708j 0.00491112+0.0236914j -0.00177008-0.0127398j 0.0104779-0.0152943j -0.00151146-0.0157889j 0.0102722-0.00591464j -0.00852589+0.00754979j -0.00282817-0.0137142j 0.00728943-0.0121808j 0.0115799+0.0318192j 0.00491396+0.0103688j 0.00552854+0.0281841j -0.0160807+0.00701613j 0.00864119-0.00246412j 0.00818888+0.00694765j -0.00669654-0.00283341j -0.0167265+0.00404239j -0.010245-0.016019j 0.00566656-0.0161412j -0.00153628+0.0104663j 0.0108438+0.0115572j 0.00256084-0.0101526j -0.00494817+0.0150131j 0.0136211+0.00936647j -0.0118965+0.015972j -0.00168822-0.00655573j 0.00552502+0.0137951j 0.00135514-0.00367711j -0.0195697-0.0193293j 0.0201719+0.00551106j 0.00094036+0.0147113j -0.0216545+0.0174428j 0.0211502+0.00550566j 0.0202121+0.0236807j 0.0493589+0.0401548j -0.0177077+0.00367293j 0.0144123+0.0145866j -0.0512764+0.0088846j 0.0371781+0.0526198j -0.0150519-0.0133054j -0.00683898-0.00184135j 0.014297-0.0149045j -0.00471871+0.0079531j -0.0115742-0.00862978j -0.0269525+0.00198089j 0.00901173+0.00875731j -0.0076085-0.0153706j 0.000653282+0.00314045j 0.0159528-0.00125393j 0.0038732+0.0219941j -0.00625549-0.00294354j -0.0175001-0.0493368j -0.0308826+0.042381j 
0.0059682+0.00241774j -0.00216236-0.00107047j -0.00600826-0.00375321j 0.000163558+0.00248428j -0.00275118-0.00361803j 0.0053868-0.00491622j 0.00353476-0.00889449j 0.00373362-0.00127794j 0.00394119+0.0112257j 0.00381392-0.0073971j 0.00756132+0.00050634j 0.00324902-0.0121294j -0.00371468+0.00694002j -0.0103156-0.00711377j -0.00468662+0.00346089j 0.00310653-0.00840605j 0.000971243+0.00356602j 0.00778754+0.00158754j 0.00159639+0.00737046j -0.00126585-0.00678986j 0.00266799+0.00197218j -0.00260776-0.00843857j 0.00564281+0.00282936j 0.00345107-0.00306532j 0.00497293-0.0158534j 0.000980093-0.00378919j 0.00195367+0.000180226j 0.00411345+0.0117406j 0.00497331-0.0158817j 0.00790844+0.00300995j 0.000211613+0.00310347j -0.0053769+0.00804366j -0.00983912-0.00690211j -0.000454342+0.00680697j -0.00479486+0.00371873j 0.00195133+0.01547j -0.00217253-0.00575156j 0.000180302-0.000636728j -0.00685921+0.00660939j -0.00395498-0.00130684j 0.00989741-0.00217984j 0.00246215-0.00915385j 0.00154952-0.00235383j 0.00522581-0.00204599j 0.00868388-0.0174518j 0.00486128+0.00592941j -0.00478191+0.00150265j -0.00467694-0.00589618j -0.00143327-0.000336066j 0.00377806-0.00408693j -0.00547635+0.021927j -0.00611523-0.0140183j -0.0261072+0.0364399j -0.00314416-0.00277101j -0.0072787-0.00508292j -0.0126512+0.0359305j 0.0131033-0.00462616j -0.00729408+0.014503j 0.0121655-0.0142083j 0.000447397-0.00594514j 0.0192121-0.00968982j 0.0249904-0.0291501j -0.0177553+0.0222135j -0.0136305-0.00446208j 0.00559822-0.0191755j -0.0126399+0.00918662j 0.0174782-0.03292j 0.00699002+0.0167952j 0.00250644+0.00708497j 0.00971288-0.00492074j -0.00898438+0.00986318j 0.00954745+0.020587j -0.00341407-0.0224934j 0.00596256-0.00783869j 0.0286999-0.0317375j 0.00440163+0.0111853j 0.0283497+0.0131444j 0.0114286-0.00626074j -0.00354245+0.00114282j 0.039576-0.00397894j 0.00501345-0.00114468j -0.0143475-0.000343701j 0.0336697+0.0421703j 0.0378479+0.0113117j 0.0064182-0.00228488j -0.00727868-0.0366205j 0.00293036+0.00618147j 0.00422396-0.00636185j 0.000602551-0.0157027j 0.0161928+0.0112536j 0.014947-0.0235587j -0.00902391+0.00935441j -0.00907889-0.0101521j -0.0123209+0.0159659j 0.0279217-0.00358417j -0.00240255+0.0444904j -0.0154771+0.0188716j 0.00375212+0.0364102j 
-0.00923731-0.00217213j 0.000791425+0.000173654j -0.00386198+0.00220071j -0.00655936+0.00437064j 0.0027301-0.00159568j 0.0107077+0.00868195j 0.00123664-0.00519735j -0.00283501-0.00802669j 0.0054624-0.00207162j 0.00961249+0.00685538j 0.00674239-0.00150397j -0.00174362+0.00527458j -0.00643964-0.00151755j 0.00892513+0.00168548j 0.0129607-0.00179376j 0.00226199-0.00331945j -0.00281319-0.00811371j -0.000139663-0.000545852j -0.00417551-0.000767312j -0.00284689-0.000519917j -0.00185217-0.00478884j -0.00615093-0.0095047j 0.000673774+0.00527913j -0.0158917+0.00403636j 0.00727603-0.00330707j -0.00642225-0.0130382j 0.00391158-0.00280375j -0.00042814-0.00825839j -0.00491072+0.00923071j 0.00276938+0.00136432j 0.00518613+0.00981185j 0.00312572+0.00783346j 0.00467457+0.00327438j 0.00533096+0.000869489j 0.00645159+0.00412206j 0.00532681+0.0028515j 0.00526225-0.00807008j -0.00778493+0.00446317j -0.00553059+0.0104208j -0.0046194-0.00260882j -0.00411372-0.0192269j 0.00834857-0.0113326j 0.00831118+0.0166889j 0.0155839-0.0186638j 0.00625149+0.0128166j 0.00367066+0.00371386j -0.00286929-0.0181422j 0.000538763+0.00625722j -0.00714276+0.00203197j -0.00305162+0.00330154j -0.014212+0.00912124j 0.0223106-0.0108206j 0.00261882+0.00338107j -0.00469291-0.010541j -0.0293964+0.00952091j -0.0157994-0.0124482j 0.00622646-0.00306352j 0.00183636-0.0242574j -0.00740107+0.00583926j -0.0070501+0.00162914j 0.00248819+0.027807j 0.0246683-0.0362017j -0.00515786-0.0139032j -0.00765542+0.0193136j 0.00358769-0.0135821j 0.0174605-0.0167763j 0.0137526-0.00545715j -0.0162964+0.00756657j 0.0217394-0.0113525j -0.00933017-0.0201046j 0.000433357-0.00281704j 0.0127106-0.0193492j 0.000448843+0.0150943j 0.00665081+0.00804847j 0.0124381+0.0336158j -0.0114567+0.0115381j -0.0439136+0.00172972j 0.0213008-0.00626688j 0.0234196-0.00444763j 0.00402472+0.0179408j -0.00752795-0.0184116j -0.0208393+0.00106359j -0.0673254-0.0203463j 0.00184871+0.0124765j -0.0222836-0.00236135j 0.00790347+0.00130142j 0.000911476+0.0130492j -0.00687657-0.0132765j -0.00496464-0.0349016j 0.0131828-0.0166937j -0.00302603+0.00206454j -0.00271175+0.0157036j 0.0029157+0.00668428j -0.00499543-0.0143825j -0.01755+0.0292961j -0.00123182-0.0148648j 0.00325666-0.0283996j -0.0276542-0.00550684j 
-0.00286727-0.0031052j 0.0032464-0.00221298j 0.0109603+0.00362078j -0.000337566-0.003546j 0.00018561+0.00243695j -0.00350136-0.00297205j -0.00404415-0.00148735j -0.00449804-0.00562528j 0.00701049+0.000885063j 0.0131522-0.000849983j 0.000908341-0.000734814j 0.00428049-0.00629006j -0.00551378+0.0086385j -0.00793344+0.00800251j 0.0153994+0.00489937j 0.00666857-0.00504674j -0.00340823+0.00429349j -0.0014119-0.0141449j -0.00985251+0.0062558j -0.0104353-0.00521906j -0.0111167+0.000753459j -0.0058559+0.0099206j 0.00767224+0.00112097j 0.00126104-0.00869557j 0.00294894+0.00746769j -0.00238434-0.0116096j 0.0105369-0.00765147j -0.0140084-0.00365483j -0.00676473-0.00672147j 0.0172518-0.00196919j 0.011292+0.00509197j 0.00408571+0.0184248j -0.000494564-0.0075268j 0.0103923+0.0024995j -0.0155148+0.00615556j -0.00179449+0.00632054j -0.00208653+0.00281229j -0.00315233-0.00435856j 0.00249006+0.00311262j 0.00242588+0.00955248j -0.00336593-0.0184312j 0.00475933+0.0093395j -0.00535415-0.011078j -0.00255546+0.0129964j 0.00664713-0.0121498j -0.00505487+0.00377114j -0.0014764+0.00775562j 0.0126538+0.0142064j -0.00187924+0.00185588j 0.00665701-0.0154259j -0.00632515+0.000490289j 0.000988209+0.00300306j -0.0263735+0.012248j 0.00658074+0.0389435j -0.0109595-0.0150739j -0.00682246+0.0274328j -0.029542-0.0247118j 0.0144472+0.0256968j 0.019853-0.00268945j -0.0136792-0.00757773j 0.0158062+0.00943613j -0.00709448+0.0190905j -0.016836+0.023969j 0.0050007-0.0150791j 0.0193035-0.000997488j -0.0341869+0.00255744j 0.00703635-0.000729033j -0.0133189+0.00535167j -0.00348404-0.00808837j -0.023177+0.0081503j 0.00686412+0.0321526j 0.00892611-0.00970036j -0.0077506-0.00798492j 0.00358233-0.013766j -0.0175909+0.016302j 0.0206786+0.00943262j -0.013405-0.0100652j 0.0019601-0.0034489j -0.0171016+0.00713989j -0.0176952+0.0086687j -0.00169499+0.0294157j -0.00559457-0.00239803j -0.0210596-0.0188796j -0.0212594-0.0177053j -0.0100286+0.00692231j 0.00804288+0.0151654j -0.0203528-0.0366988j 0.0189647+0.0223046j -0.019893-0.0385439j 0.00886969-0.014299j 0.00821663+0.0235812j -0.0101665+0.00225929j 0.00282718+0.00590342j 0.0170646+0.00153618j 0.00798396+0.0110502j -0.00551272+0.01213j 0.0155488-0.0108568j -0.00315857-0.0102321j 
-0.00179487-0.00352972j 0.00333956+0.00265325j -0.00338191-0.00398351j -0.00571967+0.00305759j 0.00313376-0.00261352j 0.00380991+0.00744967j 0.00669633-0.00368639j -0.00149522+0.0016009j 0.0244749+0.00178523j -0.00529517+0.00637012j -0.00368336+0.00217979j 0.00121978+0.0049238j 0.00648225-0.0182534j -0.0180259+0.0112169j 0.00315592+0.00564249j 9.23534e-05-0.0119824j 0.010995-0.00741741j -0.00754174+0.000824571j 0.0125055+0.00385821j 0.00166553-0.000629269j 0.00159181-0.00143729j -0.00331359-0.00980913j 0.0132902+0.00403223j -0.00786361-0.0209021j -0.0138631-0.0101916j 0.00177964+0.0106426j 0.0103549+0.00676076j -0.00286704-0.000263546j -0.00918268+0.0101594j 0.00369149-0.0179504j 0.00425201-0.0110139j -0.0107332+0.00314003j 0.0115564-0.00774672j -0.00758746+0.0162045j 0.00499424-0.0116362j 0.00908454+0.0136489j 0.00655547-0.00197678j 0.00565791+0.00212131j 0.0089771+0.0180024j 0.0029362+0.00412656j 0.00705868+0.00779081j -0.00244901+0.00362407j 0.00648877-0.00815807j 0.000466794+0.0378412j -0.0087004-0.00199652j 0.0100412-0.033078j 0.00372347-0.00561529j 0.0194863+0.0184328j -0.012695-0.0234813j 0.00787853-0.023477j 0.0105448-0.00715188j 0.00157881+0.00504247j 0.0162723+0.0152324j 0.0202402-0.0247387j 0.00493047+0.0251953j -0.0076903-0.00134112j -0.00980158-0.00727326j 0.0418894+0.000996833j 0.0179281+0.00337883j -0.0348974-0.00568477j -0.0318727+0.0215913j 0.0062729+0.00680801j 0.00347605-0.00387252j -0.0160225+0.0246906j -0.00859441+0.00891515j -0.00837598+0.00967494j -0.00168872+0.00211007j -0.00941999-0.00643792j -0.00681136-0.0108859j -0.00604055-0.00904575j 0.00934791-0.015804j 0.0127468-0.00632772j -0.00704001+0.0175939j -0.00091702-0.00372996j -0.0089437+0.00271303j -0.00322849+0.00344243j -0.0153204+0.0025652j 0.0032477+0.00586617j -0.00590108-0.00879431j -0.0074788+0.00759686j -0.00601094-0.0213678j -0.015034+0.0141193j 0.0036876-0.010612j -0.0180548-0.00649439j 0.0112284-0.00363201j -0.00847531+0.0117383j -0.0360465-0.025944j -0.0162917-0.00834912j 0.007268+0.0210561j -0.00703108+0.00822604j -0.00575507+0.0174579j 0.00783954+0.000845816j -0.00703075-0.0341283j 0.00245428-0.0080717j -0.00931346-0.000262886j 0.00963912-0.0189845j 0.0138927-0.00111039j -0.00422666-0.015138j 
-0.0107236+0.000913037j -0.005394-0.00598106j 0.00839157+0.00476271j -0.00620267-0.0105606j 0.00253715+0.00318028j 0.010527+0.000405748j 0.00103738+0.00393061j 0.00592798-0.00489238j -0.00115619-0.00610292j -0.00370589+0.00898202j 0.010729-0.0052746j -0.00480159-0.0136265j -0.00191299+0.0130961j 0.00936919-0.00316131j 0.0102372+0.00174347j 0.00375453+0.00585789j 0.00240171+0.00441387j 0.00801046-0.0127093j 0.00437539-0.0146043j -0.00757755+0.0109311j -0.00571144+0.00819333j 0.00774043+0.00688707j -0.01534+0.000275792j -0.00880019+0.0100204j 0.00177005-0.00171313j 0.0050948-0.00045311j -0.00125552-0.0103392j 0.0102026-0.0223295j 0.00969288-0.00322039j -0.0136694+6.9588e-05j 0.00261767-0.0131096j 0.0166613-0.00621308j 0.0182343-0.0148515j 0.0062269-0.00514738j -0.00547924+0.00610319j -0.0135817-0.000102721j -0.00793378+0.0101309j -0.00704982+0.00441791j 0.00402675-0.0131013j 0.00115429+0.0188112j -0.0157+0.028074j 0.00711558-0.00304933j -0.00573422-0.00966178j 0.00720408+0.00726501j 0.00813336+0.00427403j -0.00411729+0.00560163j 0.0223407-0.0225972j -0.0112749-0.00290093j -0.0108361+0.00620518j -0.0140086+0.00803754j -0.0193215-0.00545917j 0.0325494-0.0109596j 0.00522495+0.00474293j 0.0286447+0.0176517j -0.0040076+0.00193635j 0.0161507+0.0155557j -0.0151747-0.00701131j 0.00803967+0.0120688j -0.00898084-0.00154392j -0.026851+0.0205058j 0.0117676-0.0188168j -0.0247146+0.000419412j 0.00244296-0.0270386j -0.0233775+0.0114321j -0.00119434+0.0164733j -0.0110209+0.00857932j -0.00667157+0.0140949j 0.00104176-0.00950049j -0.0124101-0.00334971j 0.00225146+0.00657544j 0.00352509+0.0137664j 0.00404167+0.00587772j -0.00525155-0.0100124j -0.00853274+0.00181383j 0.0161696-0.0134358j 0.0150378-0.00163773j -0.00776729+0.00768526j 0.0107592+0.0202304j -0.00447784-0.0026328j 0.018135-0.00166487j 0.0168191-0.0272071j 0.00885755-0.0105061j -0.0115963+0.00830037j 0.0190145+0.0176393j -0.00885055-0.00747062j 0.00558742+0.0334953j -0.00528728+0.0330632j 0.024738-0.0322009j -0.00707979+0.01955j -0.0127514+0.00787622j -0.00638612+0.0150167j 0.0139238+0.00805693j -0.00498401+0.0013424j 0.0106831+0.0120268j 0.00867339-0.00608872j 0.00681549+0.0132346j -0.00600963-0.00248074j -0.00852523+0.0064726j 
-0.00694283-0.00107423j -0.00758362-0.00487387j 0.00547788+0.00278289j 0.00410389-0.00575818j -0.00556879-0.00369101j 0.012547+0.00413243j -0.000464081-0.00627908j 0.00365872+3.88162e-05j 0.00844371-0.00201398j 0.00050291+0.00549834j 0.0138754+0.00334664j -0.00292204-0.00278916j -0.00120359+0.00645777j 0.00483593+0.00445698j 0.00564636-0.0078085j 0.00522285+0.00317671j -0.00361438+0.00135735j -0.00295373-0.000402684j 0.00228523-0.00270885j -0.0095347+0.000837739j -0.00406876+0.00915125j 0.00742296-0.00792404j 0.00427665-0.018246j -0.007242+0.000420819j 0.00721285-0.00691228j -0.00923119+0.0200992j -0.00538775+0.0186005j -0.0118547-0.000274393j 0.00390993-0.00490957j 0.00229647-0.00816276j 0.0125136-0.00391742j -0.00132446+0.0170732j 0.0106754-0.00253637j 0.0230985-0.0121244j 0.00411954-0.00377896j 0.00209916-0.00212563j 0.000657566+0.00207494j 0.00217564-0.00458533j 0.00809618+0.0105517j -0.00860602-0.0155334j -0.0111257-0.0142668j -0.00151326+5.18494e-05j 0.000185244-0.0132077j -0.00275054+0.00656752j 0.00786366-0.0131771j -0.0103394-0.0129337j -0.0111375+0.00152834j 0.000625889+0.0138039j 0.0066235+0.0111451j -0.0139057+0.00918527j -0.002067-0.0106224j 0.00942765-0.0179248j 0.00564306-0.00107694j 0.00706352-0.0213903j 0.0162154-0.0126308j -0.0124734+0.00769204j 0.0132618+0.00526269j -0.01724+0.0144335j -0.00857432+0.015491j -0.00697752-0.0112675j -0.0126663-0.013358j 0.0012782+0.017581j 0.0135626-0.0250891j 0.00878794-0.0046696j 0.00453828+0.0128896j 0.00474124-0.00872284j 0.00502395+0.0191629j -0.00435202-0.0178335j -0.00144985+0.0189407j -0.00776932-0.0107667j 0.020697-0.00496243j -0.0181846+0.0170849j -0.0156006-0.0155461j -0.00595708-0.0252248j 0.0124792-0.0228661j 0.0163934+0.0235518j 0.0272598+0.00113114j -0.0100358-0.00702202j 0.00192894-0.00723299j 0.001143+0.0146707j -0.00158964-0.000318588j 0.0128156-0.0216095j -0.0154736-0.00208536j 0.0155273+0.0103829j -0.0110153+0.00738218j 0.0174807+0.0116563j -0.00709297+0.0180778j -0.00951991+0.00257775j -0.00852624-0.0101672j 0.0170425-0.028516j 0.00847888+0.00482521j 0.00846982+0.0159978j 0.0160767+0.00227647j 0.00537961-0.00971202j 0.0190918-8.42649e-05j 0.0019859+0.0144423j -0.0078729-0.0129295j -0.0114056+0.00704927j 
-0.00638742-0.00285493j -0.00290637-0.00112533j 0.00483028+0.00861827j 0.00719334-0.00478452j -0.00545984+0.00423924j -0.00482481+0.00543347j 0.00229801+0.00365811j 0.00616276-0.00879939j -0.00187726-0.00122911j -0.00262217+0.00758964j -0.00215961-0.00659962j 0.00815019-0.00134113j 0.000813416+0.000869352j 0.00191109+0.000773732j -0.00768273+0.00503838j 0.00444985+0.00502696j -0.00233171+0.00413732j -0.00258724-0.00866919j 0.00172704-0.00574326j -0.00824404+0.000700722j -0.00462378-0.00385491j -0.00316982-0.000275105j 0.00473481-0.00147895j 0.00392933-0.00635554j -0.000237755+0.0125317j -0.00380559+0.00836697j 0.00345142+0.000431737j -0.014771-0.0161573j 0.00110576-0.00141988j 0.00168748-0.00620165j 0.000723588+0.00287116j -0.00310347+0.00358334j 0.00959531+0.00446424j -0.00350761+0.0114091j 0.00123257-0.00898823j 0.00421743+0.00154886j -0.00259733+0.0172986j 0.013454-0.0191151j 0.00259084+0.0118152j 0.00307133-0.00659099j -0.00738761+0.00650372j -0.0142294-0.00230285j 0.00151809-0.00869427j 0.00105837+0.00110443j -0.0132016+0.0110028j -0.00765882+0.0246183j -0.0136653+0.00429317j 0.0234592+0.0123402j -0.0119043-0.0100751j -0.00237665+0.00776154j 0.00445103-0.00421364j -0.000368572+0.0136213j -0.00998815+0.0118275j -0.00784413-0.000138391j 0.0251655+0.0209609j -0.00817482+0.0176268j -0.0086262-0.017801j -0.0104819+0.0295484j 0.0203808+0.00296193j -0.0139826-0.0219807j 0.0293043-0.0241996j -0.00403101-0.0435256j 0.00366521+0.0013458j 0.0145025-0.00889458j 0.00235257-0.00209835j -0.0115604-0.0216447j 0.00706158-0.0395958j -0.00920332+0.0511395j -0.0211832-0.0571626j 0.027508-0.007452j -0.00889051-0.00296319j -0.0124464-0.0261023j 0.00832347-0.0236034j 0.0177256-0.0084827j 0.0261083+0.0001583j 0.00153436+0.00231875j 0.0127818-0.00378831j 0.0118563-0.0307722j -0.0144921-0.0257889j 0.0251491+0.00721606j -0.0213965+0.0154547j -0.0213241+0.0185509j 0.0228339-0.0151577j 0.011184-0.0160757j 0.0162239+0.0383773j 0.00334252-0.00300672j -0.00612082-0.0163247j 0.00606901+0.0288812j 0.00600553-0.0139476j 0.00415333-0.0093998j 0.0126893-0.0015822j 0.00143159-0.00147521j 0.0132141-0.00474293j -0.0236931+0.0180004j -0.0056024+0.0169895j -0.0265641+0.0205156j 0.00172992+0.0120438j 0.00944192-0.0152819j 
-0.000220632+0.00222436j -0.00169218+0.00316841j -0.00769193+4.23932e-05j -0.000371958+0.00285331j 0.00205933+0.00147767j -0.0050624+0.00265169j -0.00716726+0.00316542j -0.00156866+0.0025602j -0.0179966+0.00268662j -0.0102716-0.00349766j 0.00596712+0.000910316j 0.0055253+0.00371747j 0.00403124-0.00416123j 0.022171-0.00927319j -0.00514454-0.00108941j 2.60707e-05-0.00647545j -0.000755912-0.0103035j -0.00288779+0.00231418j 0.00800967-0.00271362j 0.00582735+0.0132903j -0.0096806+0.00705795j -0.00708406+0.00265731j 0.000948912-0.00018185j -0.000753055-0.0102479j -0.0124566+0.0215874j 0.00384742-0.00291392j 0.0100074-0.0192776j 0.0182848+0.000417422j 0.00109026+0.0203657j -0.00664533+0.00157232j -0.00389048+0.02003j -0.00230926-0.0171659j 0.0118896+0.00897313j -0.0135504-0.00699158j -0.00410299+0.00354412j 0.0159407-0.00152326j -0.000510635-0.0411006j 0.00786395+0.00693084j -0.00810802+0.00393626j 0.00425974-0.0105317j 0.000821434-0.015568j -0.012566-0.00541163j 0.00706788+0.0173606j 0.0072909+0.0044441j 0.00364631+0.00208834j 0.00559116+0.00580269j -0.00520618-0.0147667j 0.00899106-0.00592791j -0.0171445-0.0152485j -0.0122777-0.0339755j -0.0216436-0.0178597j 0.00181417-0.0208918j -0.0111585+0.00313213j -0.00668306-0.00307332j -0.00768357-0.0196296j -0.0068863-0.0111126j 0.00243482-0.0164123j 0.0208622+0.00512266j -0.00124963+0.00406341j 0.0168101+0.0147108j 0.00424548+0.00882462j 0.000533181+0.0151128j 0.00993649-0.0121436j 0.0039726-0.00129582j 0.00304812+0.0201077j -0.000817829+0.00223519j -0.0148384+0.00528817j -0.000986905-0.0124502j -0.0165959+0.015266j -0.00405095+0.00248423j 0.0171125+0.00171295j 0.00818749-0.0026523j -0.0160396+0.0160947j 0.00416219+0.00579256j 0.0274678-0.00739993j 0.0120345+0.00539864j -0.000179647+0.00134116j 0.000786088-0.000597694j 0.0212542+0.00444863j 0.0128964+0.00136737j -0.00187474-0.00415218j -0.0037593+0.00112628j 0.00858092+0.00143237j 0.0107128+0.00555923j 0.0147505+0.00153407j -0.032349-0.00361881j 0.0084743+0.0106583j 0.0107167+0.0173842j -0.00508079+0.000247181j 0.00245467+0.00588613j 0.00733702-0.00224328j 0.00411862-0.0200618j -0.00999293+0.00579102j 0.00590146+0.00273523j 0.00193069-0.00680171j 0.00590893-0.00242538j -0.00658046+0.00785281j 0.00427714+0.00589199j 
