0.0183974+0.0678265j 0.0696904-0.0311787j 0.125688+0.0282282j 0.044502-0.0891782j -0.0306384-0.0795958j -0.0634429-0.0279014j -0.129072-0.107712j 0.0305086-0.189676j -0.0965877+0.00521743j 0.00111412-0.0160109j -0.0396709+0.0538007j 0.0288387+7.00854e-05j 0.0849852+0.0569345j 0.0102642-0.19112j 0.0467083-0.0872959j -0.0895113+0.0307278j -0.0393035+0.0331643j -0.0631042-0.120476j 0.185252+0.0321579j 0.033839+0.160486j 0.119315-0.0186322j 0.0348072+0.0592208j -0.0417982-0.104465j -0.0190713-0.024728j 0.0860964-0.0723594j 0.0671232+0.0043045j -0.039388+0.102791j -0.0363843+0.04858j -0.134208+0.0273897j -0.0152885-0.0744125j 0.101124-0.0521109j -0.00584165+0.0114744j -0.0759808-0.0107076j -0.0511313-0.121741j 0.0542189-0.0256509j 0.0515928-0.0225181j 0.0189031-0.0132688j -0.064646-0.0330418j 0.0527118-0.0395906j 0.094918+0.0580701j 0.0364951-0.0118557j -0.0050074-0.0988308j -0.0335023+0.00753706j 0.142239-0.0248847j 0.0433026+0.0716208j 0.0102648+0.0163821j -0.0661332-0.0401748j 0.000444275-0.00799352j -0.133203-0.000270936j 0.0147657+0.0108031j -0.0146633-0.0431174j 0.0310531-0.061886j 0.0439766-0.0357132j -0.101069-0.0221387j 0.0811314-0.118665j -0.0389045-0.0243848j 0.00171422-0.0127786j 0.0553465+0.0631259j -0.012469-0.0756484j 0.016278+0.00516045j -0.0693047-0.0678617j 0.0337252+0.0106598j -0.0363268-0.0243908j -0.0760654-0.0406578j -0.0598151-0.00947403j 0.0988296-0.0358267j -0.0110151+0.0569548j -0.018816+0.069372j -0.0882779+0.121111j -0.0494745-0.099473j -0.069447+0.0482665j -0.0267285-0.0960746j 0.180769-0.0973383j -0.00187174+0.0758099j 0.107858-0.0121946j 0.0982063-0.119917j 0.117046+0.0986678j 
-0.00306364+0.00390847j 0.00226781+0.00295896j -0.00080713+0.000216983j 0.00206828-0.000539555j 0.000488449+0.000137371j -0.00829667-0.000769451j 0.00297153-0.000411017j 0.000638794+0.000386072j -0.00406486-7.84394e-05j 0.000333579-0.00193121j 0.00379034+0.00492815j -0.00266831-0.0123803j -0.00199524-0.000280488j 0.00280528+0.00224211j 0.000811453+0.000300351j 0.00116142-0.00813122j 0.00557385+0.0014074j 0.00538076-0.00625437j 0.00247373+0.00259186j 0.00163186+0.000733529j 0.000679608+0.00248884j -0.00730723+0.00770441j -0.000629024+0.00462125j -0.000272759-0.00456843j 0.000142432+0.00422638j -0.00303313+0.00286715j 0.00178357-0.00332391j -0.00199419-0.0070194j -0.00536733+0.00142928j -0.00600568+0.00756133j -0.00664317-0.0028471j -0.000229716+0.0117085j 0.00380409+0.00672705j 0.00586355+0.00414141j 0.00828888+0.00419023j -0.0111861+0.00899551j 0.00408912-0.013877j -0.000696692+0.00708473j -0.00490082-0.00966316j 0.00964375-0.0093828j -0.0053734-0.00635721j 0.00679453-0.0156097j -0.000556643+0.01309j -0.000541557+0.00611869j 0.00245468+0.00660152j 0.0104308+0.00706492j -0.00951755-0.00653784j -0.00448032+0.0124342j -0.00815577+0.00846893j 0.00334309-0.000354132j -0.0125118-0.00127105j -0.00797999+0.0101193j 0.00483678+0.00732629j 0.00345856-0.00199832j 0.00167461+0.00217883j 0.0102282-0.00036467j -0.00736166+0.00786515j -0.00881428-0.00683092j 0.00176971-0.000464797j -0.00240491+0.00372242j 0.0121191+0.00102584j 0.00485073+0.00593029j -0.00334592+0.00457674j -0.0115468-0.00211609j -0.00235215-0.00816904j 0.00779471-0.00691441j 0.00692117-0.00325226j -0.00666873-0.00132043j -0.00933719+0.00250051j -0.00770673+0.00209997j -0.00230995+0.000790421j 0.0025258-0.00353426j 0.00131969-0.000134185j 0.000443003+0.00331768j -0.00698102-0.0018259j 0.00238642+0.00148825j -0.00284973+0.00150304j 
0.00231749-0.000691023j -0.000594084-0.00173095j 0.000495442-0.00121121j -0.00108877+0.000415119j 0.00203566-0.00148909j 4.61698e-05+0.00399203j -0.000146106+0.00141261j -0.000117869-0.00135793j -0.00138554+0.00157012j 0.0034491-0.00288925j 0.00025125-0.00362677j 0.00552294-0.000800681j 0.000699546-0.0038116j -0.00761646+0.00238339j -0.00159763-0.000492949j 0.00752883+0.000911657j -6.60527e-05+0.00332076j -0.00175527-0.00751006j -0.0063662-0.00643981j 0.0082708-0.003357j 0.00157101+0.000704484j 0.00267318+0.000936212j 0.00628233+0.0124939j 0.00152753+0.00389536j -0.00529778-0.00516541j 0.00370917-0.00561597j -0.00368387-0.00844612j 0.0104577+0.00366478j 0.00403193-0.00268457j -0.00948153-0.00541905j 0.0145898-0.000952227j -0.00288903-0.0042909j 0.00218149-0.00209273j -0.00391162-0.00486017j -0.00676363-0.00650637j -0.00166554-0.0027796j 0.00495776+0.00108014j -0.00699817-0.000784232j 0.00401883+0.00699027j -0.0157902-0.00347098j 0.0104924-0.00215891j -0.00179767-0.00594351j -0.00245394+0.0026962j 0.00653912+0.015511j 0.00996448+5.08342e-05j -0.000856443+0.00120167j 0.00873255-0.00253591j -0.00154404-0.00910602j -0.00631744-0.00377206j 0.0026593-0.00399806j 0.00512706+0.00318381j 0.000715256+0.0073607j -0.0125516+0.00603022j -0.00106514-0.00474768j -0.0013301-0.00132059j -0.00158696+0.00456045j 0.00635643-0.00842849j -0.000505078-0.0165748j 0.00417292+0.00184113j -0.00130439-0.00407691j 0.00817551-0.00783958j -0.000367959-0.00184021j -0.00351232-0.0128724j -0.000164373+0.000946235j 0.00547471-0.00120774j 0.00676888+0.00152589j 0.00648961-0.000138806j -0.00142452-0.00697119j -0.00318894-0.000286415j -0.000306996-0.00152418j 0.00280774+0.00258495j 0.000164292+0.000262057j 7.16931e-05+0.0010508j 0.000598496+0.00364823j 0.0012727+0.00165978j -0.00253062-0.000690542j 9.63355e-05-0.00228803j 
-0.0011934-0.00206594j -0.00284638+0.000832569j -0.00127315+0.000112022j -0.0004385-0.00108328j 0.00285936+0.00208591j -0.00011837-0.00233756j 0.00109113-0.000531534j 0.000841497+0.0026826j 0.000203304-0.00330676j 0.00104705+0.00466937j 0.00317564-0.0029456j 0.000640168-0.000649875j -0.000387244-0.00179485j 0.00158125+0.000675421j 0.000630845-0.00415883j 0.0034556-0.0059585j -0.0015288+0.00571756j -0.00237228+0.00530489j 0.000302513+0.00199165j -0.000674454-0.000539089j -0.00231783+0.0100239j -0.00825988+0.00772242j -0.000899411+0.0106128j 0.00312758-0.000199245j -0.00506841+0.00116475j 0.00980822-0.00165643j 0.00109169+0.00468869j -0.00302017+0.0145423j 0.00182-0.000465306j -0.00549073+0.0100229j -0.00277849+0.00325299j -0.00384831-0.0094563j 0.0018199-0.000249525j -0.00556281+0.00758998j 0.0145689-0.000505366j -0.00829824-0.00667506j -0.00105243-0.00245197j 0.0172733+0.0015262j 0.00333774+0.000384706j -0.00108308+0.00119441j 0.0103139-0.00700394j 0.00568644-0.0245488j 0.00561074+0.00606936j 0.0119889+0.00760683j 0.00150055-0.00177517j -0.0153654+0.00187162j -0.0016908-0.00346541j -0.000420514+0.0081433j 0.00241513-0.00255205j 0.00766476+0.00624177j -0.00323693-0.0103769j -0.00820004+0.00735323j -0.00514148-0.00866939j 0.00626354+0.0150526j -0.000852828+0.0162048j -0.00745116+0.00317461j 0.00825552-0.00716292j 0.000185174+0.008439j -0.00376309+0.00363308j -0.00237446-0.0119601j 0.00759316+0.00833754j 0.0018627-0.000592015j 0.00522443-0.0019139j 0.0025202+0.000235384j -0.000279036+0.00476069j -0.0109216-0.00538819j -0.00389891-0.00632941j 0.00115971+0.0027984j 0.00291304+0.00313747j 0.0039829+0.00157183j -0.00277646+0.00350825j -0.000844424+0.00304424j -0.0011419-0.000206393j 0.000644075+0.00258543j 0.00236258+0.0013767j -0.0026268+0.00253459j -0.00231136-0.00220777j 
-0.000845993-2.34272e-05j -1.00913e-05+0.000990457j -0.00381893+0.00053898j 0.000789117+0.00231088j -0.00286061+0.00112877j 0.00498369+0.00306935j 0.000420917+0.00148768j 0.000915659-0.000629797j 0.00179164+0.00310503j -6.78697e-05-0.00386315j -0.000831574-0.0094514j 0.00237379+0.0017894j -0.000232973-0.00119866j -0.00430596+0.0026813j -9.35005e-05+0.000704441j 0.0081583+0.00381667j -0.00927695-0.00228j -0.000785601+0.0061166j -0.0022895-0.00398252j 0.00552104+0.00352054j 0.00535734+0.00625028j 0.00310403-0.00943572j -0.00141488+0.00048426j -0.000576677+0.00102126j -0.00711446+0.0010933j 0.000442833-0.0043186j -0.00806686-0.00996106j 0.00145086-0.000464094j -0.00039483+0.00232024j 0.000348139-0.00577502j 0.00176689-0.00106474j -0.00613444-0.00392904j -0.0035519+0.00530947j -0.00842283+0.0041706j -0.000804502+0.0110186j 0.0104293-0.00397303j 0.00794725-0.00160634j -0.00949878-0.00463028j 0.00255233-0.00433385j -0.0084981+0.00542018j -0.00173309-0.00480901j -0.00852974-0.00805802j -0.0112342-0.00361002j 0.00346264+0.00479837j -0.000599749-0.00408593j 0.0117634+0.0123825j 0.0075589-0.00158863j -0.00691619-0.000906061j 0.00569565+0.00521438j 0.00859318+0.00141692j 0.0104325+0.000601518j -0.00164861-0.00885347j 0.0066758-0.00705722j -0.00744514-0.00979165j 0.00414402-0.00358366j -0.0180725-0.00848981j 0.00431458-0.00732423j 0.00942849-0.000225124j 0.00570164+0.00290893j -0.00295366+0.00612377j -0.00938941+0.0127741j -0.00607057-0.0014684j 0.0118889-0.00892166j 0.0017451-0.00499307j 0.0043748+0.00536488j 0.000202996+0.00682249j -0.00963861+0.00155184j 0.00172849+0.00579389j 0.00445358-0.00253561j 0.000801271-0.00318236j 0.00272039-0.000679605j 0.00168267+0.00112709j -0.00229225-0.00137088j 0.000618628-0.00196989j -0.00219226+0.00168881j -0.0003738+0.00098372j -0.000953465+2.51032e-05j 
0.00240582+0.00246057j 0.0020591-0.00403329j -6.30928e-05-0.00126378j 0.00139028-0.000841074j -0.00319852-0.00108129j 0.0018215+0.000670092j 0.000518902+0.00113734j 0.000374968+0.000473573j -0.00702227-0.00376758j 0.00852985-0.000598606j 0.00532251-0.00678174j 0.000740911-0.00308132j 0.00373184+0.00204853j 0.000533128+0.00553205j -0.00143085-0.00379684j 0.0144966+0.00109701j -0.00593392+0.0085199j -0.00855154-0.00265287j 0.00680351-0.00797346j -0.00216161+0.0109688j -0.00141505+0.0186649j -0.0115221+0.00315492j 0.000878216+0.00345932j -0.00167371+2.47987e-05j -0.00395198+0.00277429j 0.010305+0.0012659j 0.00777977-0.000268486j 0.00410583+0.00501308j 0.00492297-0.00212029j 0.00634617-0.00460088j -0.00179234+0.00339392j -0.0189779+0.00222872j 0.000579919-0.00699523j 0.00309386+0.0105622j 0.0072141-0.0038667j -0.00757517+0.00631034j 0.000804751-0.00390019j 0.0115388-0.00141234j -0.00140253-0.00584245j 0.011924+0.00257191j -0.00136857+0.00100279j -0.00767541-0.00218581j 0.0151747-0.00551051j 0.00640434+0.000279276j 0.011714-0.00818599j -0.00121652-0.0041001j -0.00801661-0.00612754j 0.00396084+0.00364751j 0.00956386+0.0125072j 0.00435068+0.00337288j -0.011191+0.00223485j -0.00545834-0.0040044j -0.000573301-0.00495328j -0.0023995+0.0129987j 0.00491367-0.000881924j -0.00219757-0.00676818j 0.00255943+0.00228923j -0.00311488-0.000570715j 0.00469969-0.00106673j 0.00243195+0.0015638j 0.000565161+0.00897373j -0.00435528+0.00802037j -0.00275984+0.00208099j 0.00155926-0.00616939j 0.00417212+0.00528841j 7.35437e-05-0.00162779j -0.00577285-0.00610223j -0.00636915-0.00846933j -0.00248416-0.000982719j 0.000950329-0.00501097j 0.00547788+0.0031874j 9.01466e-05+0.00546914j 0.00369882-0.00587387j -0.00490725+0.000409812j -0.00200876+0.000445224j -0.000515754+0.000230831j -0.000131491-0.000731736j 
0.0015738-0.00233058j -0.00196164-0.000976648j 0.000445351-0.000853447j -0.00183841+0.000562561j 0.00226911+0.000783831j 0.00259294+0.00449393j -0.00218573-0.000620107j 0.000432434-0.000880363j -0.00139038+0.000756341j 0.00148092-0.000714451j 4.30641e-06-0.00464523j 0.0040199+0.00453118j 0.00273266-0.00213231j -0.00174098-0.000979575j -0.0075213-0.000817488j 0.00448666-0.00701484j -0.00338447+0.00505672j -0.00404484+0.00599684j 0.00258617+0.00132359j -0.00132334-0.0053841j -0.00206794+0.000986564j 0.00477218-0.00183463j 0.0128863+0.00376902j 0.000678717+0.00725564j -0.00621056-0.00468543j 0.00988121-0.00865183j 0.00498407-0.00131563j 0.00102894+0.00869553j 0.00355672-0.00758986j -0.00119173+0.00344657j 0.0145569+0.00454461j 0.00801224-0.0127916j 0.00645422-0.00155761j -0.0120316+0.0102382j 0.00849026-0.0134331j -0.0110794+0.0114065j 0.00303834+5.37525e-05j 0.00362138+0.00782962j 0.0117472+0.0176766j 0.0131306+0.0060357j 0.011192+0.00460661j 0.00250686-0.00291073j 0.000623111+0.00783979j -0.00482088-0.000803106j 0.00137423+0.0110791j -0.00248978+0.00242298j -0.00324214-0.00538121j -0.000534427+0.000773854j 0.00258373+0.0113886j 0.000348095-0.00546779j 0.0122677-0.00337684j 0.00115062-0.00829627j -0.0159214+0.00546663j 0.00823811+0.00569072j 0.00157057-0.00134657j 0.00805375-0.00258764j -1.14027e-05+0.00131623j -0.00529007+0.00455961j -0.00721111+0.00509794j -0.00542302+0.00941607j 0.0107251-0.00325879j -0.00391209+0.00098851j 0.0057679-0.00586703j -0.00231663-0.00245108j 0.00668234-0.00140657j 0.000554735+0.001435j 0.00480142+0.00258781j 0.000592835-0.00282816j -0.00301029-0.00143461j 0.00291978-0.00290897j -9.58212e-05-0.000752139j -0.00448842+0.00172066j 0.00199897-0.0013361j 0.0017719+0.00171179j 0.00311608+0.000757586j -0.00291056-0.000153613j 7.92619e-05-0.00241824j 
0.000657584-0.000416494j -0.000267214-0.000858036j -0.00119583-0.000652901j -8.10156e-05+0.000532619j -0.00183418-0.000910828j 0.00358351+0.00271832j -0.00110191-0.000899332j 0.00104462-0.00182747j 0.00175639-0.000787845j 0.00255028+0.000454945j -5.11034e-05-0.00211258j 0.00279282-0.00271044j 0.0010485-0.00184808j -0.00341267+0.00527446j 0.00254589-0.00498576j 0.00322805+0.00358518j 0.00469684+0.00117643j -0.00909009-0.012725j -0.00339365-0.00758125j 0.00220517-0.00280553j -0.00142913+0.000946666j -0.000251839+0.00807687j 0.00482183+0.00831342j 0.00211134+0.00125224j -0.000270123-0.000365124j -7.31522e-05+7.90038e-05j 0.000339268-0.00554986j 0.0136954+0.00545798j 0.00393871+0.000714838j -0.00956676+0.000363191j 0.00761785-0.0055507j -0.00864762+0.00486228j -0.00739646-0.0020022j 0.0065793-0.0082998j -0.00637643-0.00135813j -0.00367577-0.00938902j -0.00282522+0.00198676j 0.000697939-0.0052405j 0.00248994+0.00114338j -0.0144378+0.00395752j 0.00943041-0.00115282j -0.0045876-0.00127187j 0.00770891-0.000761082j 0.014106+0.00757893j 0.00808853-0.0140468j -0.00849597-0.00298564j 0.00899674-0.00352525j -0.00479989-0.00628968j -0.00606501-0.0100222j 0.0010881-0.00227559j -0.00173708-0.000107966j 0.00438874+0.00895139j -0.000814018+0.00447445j -0.00299504+0.00245811j -0.00180304+0.00334627j -0.0111897+0.00450653j 0.00567152-0.0118663j -0.00458729-0.0158114j 0.00274024-0.00448503j -0.000765613-0.0113773j 0.00114392-0.00702407j 0.00368418-0.00205982j -0.0154386-0.00955002j 0.00469584+0.00493621j -0.00470015-0.000577324j -0.00353887-0.00333578j 0.00164884-0.00123524j -0.00328267-0.00318659j -0.00149572+0.00347797j -0.000149483+0.000736095j 0.000270398+0.00112457j -0.00105787+0.00214098j 0.00102649-0.00319371j -0.000524738-0.000576224j 0.00203866+0.00169382j -0.000953343-0.000339321j 0.000794395-0.000516727j 
0.000416262+0.000316963j 3.04426e-05-9.32529e-05j -0.00231216-0.00114459j -0.000359843+0.00153969j -0.000424831-0.00183502j -0.00199162+0.00225128j 0.00290925+0.00322414j 2.34808e-05-0.00261507j 0.00080052+0.00148589j 0.00248691-0.000512283j 0.00355881+0.00237841j 0.00103538-0.00563433j 0.0024219+0.00372369j 0.00444182-0.00332895j 0.00518789-0.000128549j 0.00640075+0.0136477j -0.00765344+0.00297909j -0.00163282+0.0024871j 0.0140662-0.00162468j -0.00177116+0.00691712j -0.00166596-0.0043286j 0.000372415-0.0157007j 0.00282406+0.00234647j -0.00350202+0.00203712j -0.00354328+0.00497603j -0.0013479+0.00722334j -0.00304634-0.00413896j 0.00263442+0.000316034j 0.00627273-0.000219733j 0.0114509-0.00476088j -0.00312931-0.00110957j -0.00461519-0.0005522j -0.00190108-0.00506022j 0.00434125-0.00354077j -0.00719806-0.00184185j 0.00447904-0.00166163j 0.00547014-0.0041226j -0.00188438-0.000910218j 0.000350606-0.000637514j 0.0112812+0.00808608j 0.00269399+0.00806212j -0.000275277+0.011567j 0.00702583+0.00172288j -0.00808675+0.00145894j 0.0020462-0.0127j -0.0024715-0.00434993j 0.00117082-0.00666708j 0.00733211-0.000279449j 0.0100845+0.00285239j -0.00117785-0.0023894j 0.0116772+0.00722112j 0.00278163-0.00427891j -0.0060166+0.00280079j -0.0175857-0.00762153j -0.00181515-0.00275345j -0.00569225-0.00630534j -0.0039073+0.00896918j -0.0114446+0.00854245j 0.000763845+0.00314783j -0.00279105+0.00701521j -0.0113304+0.0102491j -0.00115624+0.00353424j -0.00734369-0.00814192j 0.002592+0.0034221j -0.00504221-0.000456971j -6.09005e-05-0.00563648j -0.00159374-4.2821e-05j 0.000385264+0.00485851j 0.00192671-0.00257153j -0.00451306+0.00137591j -0.00287126-0.00173853j -0.0020703-0.00606982j -0.000123852-0.000987749j 0.000837154-0.00172836j -0.00185915+0.00197195j 0.000897793+0.00100451j -0.000965438+0.00110443j 
-0.000908073-0.00240534j -0.00203872+0.000830293j 0.00228392-0.00150958j -0.00177071-0.00121638j 0.00408931+0.00336225j -0.000310868+0.000342586j -0.00188742+0.000482669j -0.0024262+0.00243567j -0.00199171+0.0029994j -0.00578117+0.00382841j -0.000425548-0.00112597j 0.000594731-0.00190818j -0.00363762+0.00416292j 0.00277742-0.0044928j -0.00633667-0.00259144j 0.00393997-0.0036384j 0.00129269+0.00287639j 0.000881225+0.00576832j 0.000483935-0.00336291j 0.00213466+0.00703683j 0.00510005-0.00352904j -0.00411922-0.00876025j 0.00709964+0.00277695j -0.00106086-0.00681093j -0.00199945+0.00382842j -0.00488883-0.00534774j -0.0176816+0.00119637j -0.0115632-0.00239445j -0.00486075-0.0107228j 0.00289666+0.000307506j -0.0115071+0.00617699j -0.0165545+0.00792738j 0.0026012-0.0119693j -0.0071464-0.0130954j -0.00745364-0.000626834j 0.00383826-0.0119344j 0.0106115+0.00329051j -0.00753867-0.00172311j 0.00104508-3.26799e-05j 0.000415685-0.00203955j -0.00475676-0.00230323j 0.00773442-0.0106425j 0.00198435+0.00339604j 0.00154511+0.0102312j 0.00359725-0.0153112j -0.0104527-0.00742559j -0.00702051+0.00502762j 0.0123045-0.00744523j 0.00434359+0.00118773j -0.000296527+0.00261033j -0.00813599+0.0130924j 0.00246535+0.00682949j -0.00509939-0.0107854j -0.00434784+0.00276399j 0.00767683-0.00684506j 0.00448372+0.0061362j 0.00179211+0.00428049j -0.00313707+0.00111952j 0.0016524+0.00920432j 0.00666952+0.000253807j 0.000775746+0.00235425j 0.0092631+0.000726295j -0.00233068+0.00677939j 0.00436006-0.00365292j 0.00143131+0.00252008j -0.0051087+0.000526006j -0.00426806+0.00806783j 0.00418387-0.0076997j -0.00210455-0.00239679j 0.00542463-0.00401529j -0.00277712+0.00502903j -0.00282361+0.00637383j 0.00289407-0.000707356j 0.00071189+0.00196423j 0.000895948-0.00200048j -0.000276048+0.00112159j -0.00170044-0.000264895j 
-0.00126926+0.0015096j -0.00012615-0.000134167j -0.00133741+0.0014143j 0.000974459-0.00115885j -0.0054903+0.00485054j -0.00357248-0.00381118j 0.0003636+0.00048265j 0.000731721-1.30622e-05j 0.00131623+0.000539054j -3.80071e-06+0.00744627j -0.00213071+0.00125055j -0.000507192-0.00460597j 0.000538806+0.00226359j -0.00403953+0.00243183j 0.00741233+0.00543298j 0.0101279+0.010859j 0.000933351-0.00396453j 0.00520186+0.00394924j -0.00478147+0.00612661j 0.0113486+0.0104575j 0.0041857-0.00519638j 0.0061595+0.00493303j -0.00168245-0.0042765j -0.00985211+0.000424849j 0.00314367+0.00226719j 0.00946472+0.0105736j -0.00467944+0.0111428j -0.00487576-0.00339362j -0.00183838-0.00624966j -0.00092175+0.000739872j -0.00096932-0.015532j -0.00518446-0.00393517j 0.0084799-0.0142048j -0.000261274-0.00252682j -0.0147048+1.02423e-05j 0.00753066-0.00171013j -0.00198399+0.00114622j -0.022656-0.00440481j -0.00616391-0.00935448j -0.0229718+0.00353303j -0.00452612-0.00745083j -0.000748848+0.00153737j -0.00713528-0.00786217j -0.00165992+0.00285547j 0.00803304-0.0181085j -0.00216925-0.00822021j 0.000163385-0.00738028j 0.0210725+0.00611321j -0.00552358-0.00526772j -0.0111089+0.00431418j -0.00164559-0.00212917j 0.0110538-0.00026338j -0.00874098-0.00170045j -0.0114382+0.010088j 0.00346297-0.000836753j 0.017342-0.00173171j -0.00409455+0.00146781j -0.00694232-0.00185066j 0.00304846+0.00228097j 0.00390034-0.00592308j 0.000879923+0.000689049j -0.00267349-0.00642785j -0.00315772-0.00250282j -0.00166534-0.000195774j 0.00187216-0.00380338j 0.000240521+0.00150972j 0.00536306+0.00304719j -0.00384574-0.00509804j -0.000975122+0.000853242j -0.00277418-0.00409352j -9.35692e-06-0.00343296j 0.00459014-0.00156057j -0.000580951-0.000211385j -0.000543243+0.00120386j -0.00320461-0.00515808j 0.00170375+0.00124876j -0.00106057+0.000622722j 
0.00184055+0.000611277j 0.00113612-0.00272851j 5.94737e-05-0.000356363j 0.000207177+0.00073674j -0.00412122-0.00112122j 0.00416001-0.000330482j -0.000732914-0.000399567j -0.000763293-0.000775577j 0.000394825+0.000309562j 0.00445984-0.00340275j -0.00244006-0.00562618j 0.00269348+0.00546613j 0.00588429-0.00142212j -0.00407289+0.002222j 0.00267742+0.00409906j 0.00597382+0.00267991j -0.00604723+0.00598702j -0.00454596-0.00378978j 0.00120078-0.0054292j -0.00503883+0.00341892j -0.00510061+0.000424796j -0.00126911-0.00469874j -0.00219754-0.00619603j -0.000681962+0.00651167j -0.00351538-0.0037166j 0.00362166+0.0024434j 0.0102644-0.0048304j 0.00987426-0.00368149j 0.00145444+2.41329e-06j 0.00468409-0.0169106j 0.00834132-9.17408e-05j -0.00274574+0.00138503j -0.000318497-0.00257452j 0.00478526+0.00633172j -0.000270663-0.00351841j -0.00331292+0.00904645j -0.00286152+0.00254843j 0.00347776+0.00226798j 0.00443924+0.000153945j 0.0120127+0.00201136j 0.00165957+0.00866045j -0.00407438+0.0255204j 0.00493537-0.00690684j -0.00683504-0.00415207j 0.00138776+0.00872426j 0.00722104-0.00585205j -0.00302772-0.00183994j -0.00247241-0.00231485j 0.00542072+0.00309307j -0.00466321+0.000811832j 0.00480643+0.00245052j -0.000971751-0.0100604j -0.00189269+0.00751308j -0.00619425+0.00186531j -0.000574822-0.0121684j 0.00128513-0.0106859j -0.00404267+0.00353334j -0.00296369-0.00947529j 0.00190277-0.00751223j 0.0034968+0.0118493j -0.00450055-0.000387367j -0.0109668+0.00381728j -0.00456739-0.000797405j -0.00244103-0.00204016j 0.00588265-0.00493554j 0.00401417+3.14866e-05j 0.00167315+0.00417474j -0.0011096-0.00505283j -0.00222036-0.00327792j -0.00161922-0.00598305j 0.00403791-0.00367471j -0.000712776+0.00128168j -0.00104545-0.0026873j -0.00417049-0.000767408j 0.000127896-0.000869502j -6.64072e-05-0.00147128j 0.00180365-0.000549768j 
0.000447897+0.00127751j -7.21171e-05-0.000559269j 1.53897e-05+0.00038469j -0.000450149-0.00105238j 0.00024559+0.00270404j -0.00253704-0.000859223j 0.00222976+0.000825114j 0.000360429+0.00229539j -0.00179316+0.00319979j 0.00278091+0.000764398j 0.000598398-0.00341546j -0.00145825+0.000764674j 0.00278492-0.00019525j 0.00032239-0.00393932j 0.00135088+0.00584475j 0.00324671-0.00595437j -0.0015651+0.00437423j 0.00790733+0.0118276j 0.000327316+0.00251277j 0.00363416+0.00883631j 0.00646426+0.00733209j -0.00216217-0.002752j -0.0037134-0.00634179j -0.00420616+0.00109867j -0.00113347-0.00023721j 0.00343089+0.00278484j 0.00267338+0.00962693j -0.00947556-0.00231255j -0.0037158+0.00397534j 0.00602714-0.00236316j -0.0034746+0.0038967j 0.00198449-0.00715818j 0.00600018-0.0050832j -0.00300265+0.00956554j 0.00170735-0.00727741j 0.00479639+0.00768912j 0.0016948-0.00752557j 0.000753083-0.000237633j -0.00899796-0.0102979j 0.00589388-0.00268518j -0.00357752-0.000627186j 0.00322518-0.00489106j -0.000797623+0.00100825j -0.00998799-0.00303769j 0.00310618+0.00945742j 0.00364816+0.00232417j -0.00728831+0.00171161j 0.00971061+0.00703215j 0.00530573+0.0012165j 0.00370773+0.00323412j -0.00335314-0.00407663j -0.00508456+0.00117982j -0.00297652-0.000418878j -0.000290018+0.00517121j 0.0030158+0.00235017j 0.00777681-0.00558944j 0.000566248+0.00210021j 0.00503908+0.0114718j 0.00529778+0.00473235j 0.00353966-0.000300437j 0.00381859+0.00653439j 0.00105461+0.00193337j 0.012443-0.00104934j -0.00457256-0.00282643j 0.00343182-0.00156044j 0.00166745+0.0015281j -0.0041095-0.00213159j -9.98559e-05-0.000313828j 0.000812619+0.000978173j -0.000284957-0.00240569j 0.000391598-0.00312234j 0.00192132-0.00187534j 0.000114462-0.00120837j 0.000486813+0.00154166j -0.0026339-0.00172065j 5.53053e-06+0.000556438j -0.000741162-0.000527583j 
