0.0183974+0.0678265j 0.0696904-0.0311787j 0.125688+0.0282282j 0.044502-0.0891782j -0.0306384-0.0795958j -0.0634429-0.0279014j -0.129072-0.107712j 0.0305086-0.189676j -0.0965877+0.00521743j 0.00111412-0.0160109j -0.0396709+0.0538007j 0.0288387+7.00854e-05j 0.0849852+0.0569345j 0.0102642-0.19112j 0.0467083-0.0872959j -0.0895113+0.0307278j -0.0393035+0.0331643j -0.0631042-0.120476j 0.185252+0.0321579j 0.033839+0.160486j 0.119315-0.0186322j 0.0348072+0.0592208j -0.0417982-0.104465j -0.0190713-0.024728j 0.0860964-0.0723594j 0.0671232+0.0043045j -0.039388+0.102791j -0.0363843+0.04858j -0.134208+0.0273897j -0.0152885-0.0744125j 0.101124-0.0521109j -0.00584165+0.0114744j -0.0759808-0.0107076j -0.0511313-0.121741j 0.0542189-0.0256509j 0.0515928-0.0225181j 0.0189031-0.0132688j -0.064646-0.0330418j 0.0527118-0.0395906j 0.094918+0.0580701j 0.0364951-0.0118557j -0.0050074-0.0988308j -0.0335023+0.00753706j 0.142239-0.0248847j 0.0433026+0.0716208j 0.0102648+0.0163821j -0.0661332-0.0401748j 0.000444275-0.00799352j -0.133203-0.000270936j 0.0147657+0.0108031j -0.0146633-0.0431174j 0.0310531-0.061886j 0.0439766-0.0357132j -0.101069-0.0221387j 0.0811314-0.118665j -0.0389045-0.0243848j 0.00171422-0.0127786j 0.0553465+0.0631259j -0.012469-0.0756484j 0.016278+0.00516045j -0.0693047-0.0678617j 0.0337252+0.0106598j -0.0363268-0.0243908j -0.0760654-0.0406578j -0.0598151-0.00947403j 0.0988296-0.0358267j -0.0110151+0.0569548j -0.018816+0.069372j -0.0882779+0.121111j -0.0494745-0.099473j -0.069447+0.0482665j -0.0267285-0.0960746j 0.180769-0.0973383j -0.00187174+0.0758099j 0.107858-0.0121946j 0.0982063-0.119917j 0.117046+0.0986678j 
-0.000726726-0.00410592j -0.00405203+0.00159831j -0.00136843+0.00193898j 0.0019362-0.000508966j 0.00730919-0.00356818j -0.00143126-0.0010286j 0.00327646+0.00196117j -0.000922555+0.00205121j 0.00136899+0.00224634j -0.000555552+0.00213351j 0.00121117-0.00200419j -0.00567198+0.00104239j 0.00076231-0.00604843j -0.00404013+0.00337361j -0.00539489+0.00814489j 0.00178057-0.000226955j -0.00107778+0.00195454j -0.00312297-0.00325705j -0.000586395-0.00144226j -0.00035923+0.000823876j -0.00038813+0.00722919j -0.00464104+0.00117758j 0.00452672+0.00700855j 0.00518013+0.000372881j 0.00557982-0.00118739j 0.00138739-0.00215342j 0.00391332-0.00429341j 0.00695412+0.00161477j 0.00851445-0.0087465j 0.000548593-0.00353511j -0.00167299+0.00248626j -0.00657646-0.00606127j 0.00515826+0.00018961j 0.000787865+0.00119624j 0.00101735+0.0062656j -0.00194723-0.00144831j -0.00423746+0.0055428j 0.00166315+0.0072795j 0.00538975-0.00131483j -0.00786691-0.000410641j -0.00535769-0.00113286j 0.00528756+0.00291598j -0.00266683+0.00192873j -0.00302767-0.00475218j -0.00756371+0.00384689j -0.000378644+0.00283547j 0.00455273+0.00289632j -0.000874555+0.00649803j -0.00901068-0.00809032j -0.00670995+0.00722611j -0.00971709-0.00191455j -0.00217765+0.000789204j -0.00134581+0.00401985j -0.00524762+0.000623991j 0.000344561+0.00104037j 0.00470045+0.0117514j -0.00438186+0.00615542j 0.000105588-0.00583312j 0.00228551+0.00388747j 0.00258615-0.000877361j 0.00590621-0.00538676j 0.00778466-0.00430423j 0.00214874+0.0142615j -0.000781411-0.00289974j -0.00143726-0.00755729j 0.00372827-0.0035158j -0.00112467+0.00716403j -0.00197251+0.00332137j 0.000999455+0.00439648j -0.00214747-0.000698147j 0.000250623+0.000247403j 0.00293249+0.00253798j -0.00704394+0.00519955j 0.00658014+0.00756222j -0.00285573+0.00411667j -0.0035615+0.00138042j -0.00388906-0.00223756j 
0.00326774-0.0025847j -0.00177572-0.00296043j 0.00234207+0.00133272j 0.00227534-0.000697728j 0.00623119+0.000763187j 0.00445788+0.00101641j -0.0052687+0.0010993j -0.000194252-0.00455973j -0.00417538-0.00311606j 0.00119511+0.000907322j -2.98063e-05-0.0043266j 0.00334521-0.00315033j -0.00255596-0.00416693j -0.00102227-0.00189786j -0.00332394-0.000120231j 0.000244725+0.00386681j -0.00272184+0.00406262j -0.00581385-0.00300692j 0.00230808-0.00552281j 0.00303977+0.00221613j -0.00331457+0.0108144j -0.00637976-0.00661318j 0.00124445+0.00557911j 0.00144698-0.00155449j -0.000632537-0.00316388j 0.000370709+0.00221376j 0.00181974+0.00216809j -0.00182889+0.00160787j 0.00366989-0.0107049j 0.00229991+0.00250995j -0.00102275+0.00475787j -0.00255085-0.00314971j -0.00152005-0.000205191j -0.00141004-0.00292344j -0.00526804+0.000176574j 0.0034932+0.000837979j -0.00111264-0.00667723j 0.000243065+0.00741721j 0.00161004+0.00224867j -0.0064+0.00278448j -0.00737673+0.000390895j 0.00444522+0.00383028j -0.001535-0.00570621j -0.00806053-0.00228422j -0.00579312-0.00310169j 0.0089966-0.00437528j -0.00419436+0.00526589j -0.00319808+0.000761178j -0.00310205-0.00282591j -0.0074403-0.00240573j -0.00863987-0.00497645j -0.00210724-0.00344508j 0.00363444+0.00254422j 0.0111272+0.00189632j -0.0077879+0.00253786j 0.000846418+0.0128653j 0.0103005-0.00119181j -0.00142895-0.00226713j 0.000776177-0.0010478j 0.00157369-0.00547809j 0.00814225-0.0052448j 0.00426495-0.0022691j 0.00620772+0.00398351j 0.000603412+0.000310912j 0.00100347+0.00196562j -0.0035106-0.00259913j 0.00102094-0.00115818j -0.00281488-0.00565647j -0.00477182+0.000628952j 0.0020034+0.00110856j -0.00116418+0.00201941j -0.00795987+0.00496646j 0.00252436-0.000680181j -0.00172276+0.00363589j 0.00210214+0.00578752j -0.00246397-0.00196125j 0.00108261-0.00168927j 
-0.00827297+0.00121265j -0.00146151+0.0073593j -0.00995159+0.000619697j -8.2318e-06+0.00571304j -0.00922644+0.008283j -0.00516608+0.000292195j 0.00366485+0.00101143j 0.000128347+0.00303215j -0.000991579+0.0039372j -0.00119748+0.00108768j 0.00507547+0.00304278j -0.00422614-0.000957821j 0.00276505+0.00279883j 0.00426548+0.00152727j 0.00499306+0.00381322j 0.000775492-0.00392059j 0.00518863+0.000650575j 0.0108841+0.00380061j -0.00223409+0.00926746j 0.00325555+0.0056746j 0.00528346-0.00342754j 0.00865442-0.00423097j -0.00141708-0.00528776j 0.000418523-0.000535485j -0.00697592+0.0074128j -0.00298378-0.0036169j -0.000547892-0.00633968j -0.0065273+0.00320655j -0.0020818-0.00135063j 0.000619387+0.00945931j -0.00642389-0.00268484j 0.00746571+0.00348503j -0.00378178+0.00715073j 0.00311081-0.00128496j 0.0028656-0.00574098j 0.00263864+0.00207692j -0.00115108-0.0119238j 5.93211e-05-0.00591265j 0.0125588-0.00737246j -0.00464506+0.0143485j 0.00380587+0.00391118j -0.00381055+0.0025235j 0.0019882-0.00396943j 0.00351114-0.00233063j 0.00387483+0.00403193j 0.00477621+0.00479912j 0.00102378-0.00117109j -0.0112653+0.00165476j -0.00604216-0.000216819j 0.000884132+0.00622285j 0.0073209-0.00231025j 0.002404-0.00810363j 0.00788205+0.00209365j 0.00147194+0.00571221j -0.00195759+0.000974606j -0.0140514-0.00455075j 0.000737725-0.00519052j 0.000942376-0.00498433j -0.00513575-0.00294123j -0.00392441-0.00364588j 0.00271698-0.000162896j 0.00470691+0.000477819j -0.00125456+0.00283525j -0.00159039+0.00473956j -0.000975618-0.010283j -0.00653939+0.000537742j -5.13201e-05-0.00188388j -0.00581743+0.0085541j 0.000973897+0.00329929j -0.0059608-0.00347876j -0.000276789-0.00674992j 0.00388376-5.50872e-05j -0.00640746-0.0032415j 0.0022648-0.00334103j -0.0121197-0.00624447j 0.00223217+0.00366324j -0.00403198+0.00110476j 
0.00440736-0.00437854j -0.00415928-0.00364406j 0.00140874-0.00224877j -0.0041278-0.00203302j 0.00541093+0.000850212j 0.00689302+0.00133371j -0.00149012+0.00237364j -0.00021596-0.000913604j 0.0054776-0.000355872j 0.00320767+0.00498334j -0.00217275-0.00366378j 0.000872273-0.0011193j -0.00186137-0.000868403j 0.00181341-0.00057191j 0.000861513-0.00289709j -0.000868334-0.00187979j 0.000590442+0.00195356j -0.00619272+0.00292494j 0.00212984-0.00550384j -0.00344523-0.000560786j -0.000230226+0.00474951j 0.00267016+0.00160392j 0.00521975-9.22065e-05j -0.000519951+0.00431645j 0.00430371-0.00200648j -0.00566412+0.004011j 0.0020516+0.00443208j -0.000222359+0.00641809j -0.000442399+0.00232678j -0.00384006+0.00581885j 0.0069525+0.00333107j 0.00829475-0.00139936j -0.00715298-0.00502718j 0.00115667+0.00317285j -0.000537072+0.00278137j 0.0065865-0.00400951j -0.00414643+0.00099349j 0.00132596-0.000469624j -0.00866139+0.00160931j -0.00757859+0.00426375j 0.00321596+0.00977818j 0.00157388+0.000297073j -0.00140787+0.00256458j -0.00403351-0.0116484j -0.00584315-0.00928044j -0.00140758-0.00338922j 0.00618195+0.00134107j 0.00230588+0.00285935j 0.010831-0.00436171j 0.00141-0.00745225j 0.00634897-0.00928348j 0.000814016+0.00275627j -0.00313198+0.00364803j -0.00474949-0.000121222j -0.00945266+0.0069009j -0.00797743-0.00265058j 0.0135683-0.00756814j -0.00559735+0.0151741j -0.000490227+0.00330785j -0.00207947-0.00130058j 0.00075742+0.00164655j 0.000284287-0.00345582j 0.00549453-0.00819007j 0.0012538+0.00475934j -0.00421968+0.000837787j -0.00819473-0.00414528j -0.00162952-0.0087018j 0.0036316+0.00626396j 0.00368441+0.00405555j 0.00820666+0.0035419j -0.00702425-0.00693732j -0.00651977+0.00327147j -0.000393055+0.00298249j 0.00315947-0.000218867j 0.00725912+0.00536197j -0.0047136-0.00184173j 0.00289114-0.00320262j 
0.00218262-0.00169161j -0.000214592-0.00240223j 0.00328471+0.00242865j 0.000643607-0.00355831j 0.00232232-0.0047633j 0.00334879-0.00484825j 1.17923e-05+0.000431522j -0.00721138-0.00176704j -0.00502704-0.00658644j -0.00114844+0.0020093j 0.00523068-0.00760793j -0.00211272-0.000897706j -0.00845198-0.00816348j -0.00184342-3.45246e-05j 0.000804565+0.0116506j 0.00386374+0.00618195j -0.0100889+0.00772922j -0.00936351-0.00298239j -0.00288552-0.00872186j -0.000502154-0.00949592j 0.00983468+0.00780053j -0.0127214+0.00248135j 0.00161994+0.00398694j -0.00701453-0.00363468j 0.00195188-0.00283963j 0.00891164+0.00151564j 0.00331667-0.00326279j 0.00438132-0.00166045j -0.00444222-0.00696484j 0.00387443-0.00111518j 0.00274889+0.00185037j -0.0114519-0.00405224j 0.00121461+0.00347264j 0.0010267-0.00279742j -0.00757051+0.0090817j -0.00550143+0.00298548j -0.00900604-0.00884534j -0.00192217+0.00492784j -0.000322539-0.0138103j 0.00600656-0.00707735j -0.00403327+0.00278092j 0.000298679+0.00801674j 0.00386103-0.00411408j -0.000315628+0.00706197j -0.0148439-0.00187301j 0.00783394-0.000861749j -0.00455587+0.00547089j 0.00330237+0.00415629j -0.00538149-0.00688475j -0.00974644-0.00492672j 0.00156092-0.000949115j -0.000803549+0.00637626j -0.00972552-0.00343212j 0.0161352-0.0142321j -0.00245865+0.000573635j 0.0136436+0.00463937j 0.0110351+0.00656681j -0.0124541-0.0151339j 0.00408555-0.00820028j -0.0144334-0.00856124j -0.00211257-0.000666846j -0.0196777-0.0091243j 0.00479472-0.00844348j -0.0068216+0.0137701j -0.00723484+0.0121986j -0.000745106-0.0221723j 0.0140079-0.00479723j 0.00273845-0.000826864j -0.00549735-0.00521703j -0.00131097+0.0133412j -0.0113038+0.00668046j -0.00733059-0.00295819j 0.00372105+0.00836202j -0.00134842+0.00108434j 0.0145689+0.00728171j -0.000933475+0.00164272j -0.000145759+0.000615162j 
-0.00258993+0.000637924j 0.000508221+0.00260453j -0.000770688+0.000414788j -0.000174691+0.000685646j -0.00259215+0.000395668j -0.00287549+0.000123197j 0.00121534-0.0015755j -0.000785775+0.00139742j 0.00229259+0.00162344j -0.00243045+0.00110853j -0.000794125+0.00276378j -0.00268207+0.00125394j 0.000543789+0.000645842j 0.000587612+0.000710369j 0.000962318+0.00321855j -0.00145118-0.00116515j -0.0023864+6.33698e-05j 0.00409743-0.000743883j -0.00311309+0.00355535j -0.00357558-0.00250654j 0.00185398-0.00494587j -0.000845516+0.00453344j -0.0007378+0.000855204j 0.0019262-0.00171468j 0.00160252+0.00202267j 0.00262059-0.0028356j -0.00261946-0.00297931j -0.00067772-0.00150687j 0.0009609+0.00118889j -0.00282199+0.00053022j -0.00266396-0.00203108j -0.00357262+0.00107019j 0.00430266+0.000125303j 0.00103642-0.00109439j 0.00682394+0.00238886j -0.00509499-0.000902892j -0.0048495+0.00210479j 0.00383759-0.000507376j 0.00482654-0.00287583j 0.00367034-0.00417697j -0.00067425+0.00042108j -0.00748783-0.00172755j 0.00725342+0.00267985j 0.0100829+0.00339704j -0.000141592+0.00375264j -0.00303378-0.00262245j -0.00186743-0.000253812j 0.00302662+0.00240364j -0.00278448-0.000343023j -0.00185844+0.00222124j 0.00114976+0.00219625j 0.00137504+0.00250554j -0.00240256-0.00642244j -0.00422238-0.000571051j 0.00292773-0.00330521j 0.00247792-0.00278757j -0.00600464+0.00582267j 0.00165732-0.00673386j -0.00121114-0.00441842j 0.000781522+0.000640171j -0.00371733+0.00230298j -0.00456083+0.000649138j -0.00561547-0.000260616j -0.00237893+0.00222004j -0.00179119-0.00313412j 0.00323921-0.00292099j 0.00203203+0.0051875j 0.000350375+0.00247056j -0.000669533-0.00328428j -0.00403648+0.0011495j -0.00337809-0.00106322j 0.00262344-0.0017707j -0.00222247+0.00362786j 0.000981204-0.000649148j -0.000717834-0.00161426j 0.00188667+0.00112601j -0.00110968+0.00161123j 
0.0019297-0.000978015j -0.00069206-0.00141437j -0.00502433+0.00226998j 0.00131627+0.00572169j -0.00523267+0.00390089j 0.00594429+0.00859828j -0.00307012-0.000352635j 0.00154842+9.19823e-05j 0.003714+0.00269055j 0.0020401-0.00106585j -0.000714684-0.00495258j -0.00033223+0.00547953j 0.000382014+0.00448838j -0.00169289-0.00400678j 0.00314473-0.00138564j 0.00035834+0.00245705j -0.00876593-0.00372j -0.00519239+0.00537136j -0.00342454-0.00639532j 0.00284527-0.00401777j -0.00125073+0.00953445j -0.00230509-0.00356678j 0.000890384-0.0068439j 0.00323909-0.000997582j -0.00366489+0.000164729j 0.00680973+9.97217e-05j -0.00649448-0.00180408j -0.00127786+0.00103289j 0.00824969-0.000732869j 0.00395163-0.00413716j 0.00202747+0.00210635j 0.00170786-0.00670372j 0.000968447+0.000316484j -0.00792968-0.00143599j -0.00356113-0.0033146j 0.0102318-0.00130602j -0.00433168+0.00394049j 0.00556847-0.00212069j 0.00431261+0.00270094j -0.0122918+0.00266661j -0.000838207+0.00305155j -0.0134111+0.00371166j 0.00725958-0.0145874j 0.00784365+0.00265826j -0.000278071-0.00758076j -0.00156355-0.00566773j 0.00520449+0.00517735j 0.00350674-0.00451194j 0.00579303-0.00165058j -0.000425159+0.00211811j 0.00765858+0.00226462j 0.00550592-0.0112375j 0.00737091-0.0126916j 0.0048091+0.00250657j -0.00825606+0.00100025j -0.00856814-0.00337876j 0.00954644-0.00474634j 0.0121601+0.00853695j 0.00217455-0.00134573j 0.00558156-0.00632793j -0.00774634+0.00219128j -0.00387794-0.00723111j 0.00412722-0.00396255j 0.00873359+0.000150699j -0.00444538+0.0109697j -0.00362167+0.00442194j -0.00806686-0.00113965j 0.000788081+0.000891898j 0.00552215-0.00355337j 0.00010841+0.00105555j -0.000723899+4.99546e-05j -0.0071406+0.00319302j 0.000308764-0.00909326j -0.00132602-0.00646661j -0.00163874+0.00155307j 0.000143047+0.00159246j -0.000912488+0.000484754j 
-0.00218045+2.46837e-05j -0.000730934+0.0022418j -0.00116377+0.00207182j 0.00393019+0.000527882j 0.00545039+0.00357397j 0.00243908+9.9703e-05j -0.00347191+0.00413906j -0.00143616-0.000474548j -0.00890542+0.00368313j 0.0035964-0.00310861j 0.0046109-0.00674872j -0.00479345+7.31092e-05j -0.000979803-0.00244172j 4.55602e-05-0.00185772j -0.00124754+0.00429144j 0.0036662+0.000733378j 0.00273632+0.00697175j -0.00638226+0.000175867j -0.00201369+0.00222611j 0.00675971+0.00369098j 0.00838708+0.00647509j 0.000511507-0.0157538j 0.000583311-0.00125093j -0.00402988-0.000514868j -0.00952221+0.00409845j 0.00319816-0.00277139j 0.00102798-0.00532374j -0.00956367+0.00366286j -0.00860682-0.0100992j 0.0177782+0.00348873j -0.00510484+0.00565412j 0.0012424-0.0062172j 0.00348716+0.00496525j -0.0109331-0.00903534j -0.0100065-0.00395233j 0.0104817-0.00109405j -0.00557011-0.0134682j 0.000251796+0.001442j 0.0103214-0.00803057j -0.00485646+0.0215021j -0.00309901+0.0026288j 0.00693312+0.0124349j -0.0022426-0.00814547j -0.00660553+0.00444979j 0.00199618+0.00375386j 0.0105775-0.0092024j -0.00196708+0.00794206j -0.0117067+0.00250206j -0.0120235+0.00350483j -0.00994968+0.0027551j -0.00633009-0.00220084j -0.000241857-0.0113637j 0.0115839-0.000803664j 0.0158904+0.00131566j -0.00238878+0.00885701j -0.00420397+0.0132343j 0.0101688-0.00923015j -0.00914708-0.0117376j -0.00500465-0.00384537j -0.00358092-0.00652802j 0.0042508-0.0151118j 0.00747163-0.00102874j 0.010262+0.010798j 0.00516364+0.00715377j 0.00232128+0.00189488j -0.00935234-0.00163057j -0.00214617-0.00898774j -0.0115866+0.000995314j -0.00273149+0.00802103j 0.00232177-0.00189612j 0.00381612+0.00517768j -0.000845828+0.00472292j 0.00242279-0.00548659j 0.000482493+0.00440255j -0.00424616+0.00021677j -0.000918204+0.00055837j -0.00208176-0.000928072j 
0.00283838+0.000547112j 0.00179967-0.00337631j 0.00579448-0.00196163j -0.00130287-0.00461819j 0.00145648-0.00541246j 0.00127239-0.00513755j -0.000332164-0.000926086j -0.000783064-0.00079337j 0.00284979-0.00526805j 1.80916e-05+0.00321858j -0.00438481+0.00779194j -0.00640101+0.00298639j 0.0050988+0.00454034j 0.00137311+0.00193538j -0.0017418-0.00258927j -0.00495998-0.00125614j 0.0022152+0.00377201j -0.00237777-0.00307037j -0.00136324+0.00383465j -0.00642016+0.000636948j -0.00244655-0.00671909j 0.000566319+0.00480358j 0.000270587-0.00432024j -0.0012357+0.00377447j 0.00777971+0.00144218j 0.00291582+0.00578333j 0.00560497+0.0156421j -0.00169088+0.00285827j 0.000940129+0.00117068j 0.00253196+0.00135385j 0.000669997+0.00104334j 0.00240061+0.000479235j 0.00494258-0.0118967j 0.00475397-0.00303663j 0.00582311-0.00869953j -0.00404161-0.00418348j -0.0129773+0.00359874j 0.0105217+0.000948246j -0.00223769+0.00559061j 0.00599683+0.00667298j 0.00407032+0.00735631j -0.00428415+0.0169171j 0.0144598+0.00347648j 0.00318795-0.0080294j 0.00376914+0.00100716j -0.0125501-0.0250056j -0.0050023+0.000241126j 0.00852728+0.00107179j 0.00129081-0.00453837j -0.0107789-0.00292453j -0.00457736-0.004984j 0.00504752+0.00481505j -0.00661106-0.00131919j -0.00719214+0.0192076j 0.00237052+0.0020645j 0.00731286+0.0109567j -0.0049283+0.00297357j -0.00444685+0.0023141j -0.00449024-0.00400622j 0.0119942-0.00159909j 7.09147e-05-0.00948196j 0.00510122+0.0016977j -0.0101142+0.00450928j 0.00228028+0.00439185j 0.000122965-0.000393921j 0.000619442-0.00121919j 0.00332511-0.00120553j 0.00268757-0.00459252j 4.18082e-05+0.00467441j 0.00347249-0.00107035j 0.00230245+0.000108358j 0.000688667+0.000679107j 0.00277738+0.00162829j -0.000118304-0.000517861j 0.00492945-0.00133194j 0.00022611-0.00273415j 0.00345179+0.000439329j 
-0.0017726+0.00169045j 0.000613195+0.00194481j -0.00342007+0.00125648j -0.00055983+0.000239246j -0.00217188-1.69476e-05j -0.00221729-0.00216733j 0.00517949+0.000163529j -0.00122527+0.00140749j -0.00208312+0.00242735j -0.000823627+0.000198913j 0.00251897+0.0023896j -0.00527715+0.000871448j 0.00315953-0.000408692j 0.00217417+0.000745723j -0.000531504+0.00179942j -0.00444071-0.00166014j 0.00940707-3.24453e-05j 0.002337-0.00192042j 0.00159531-0.000953264j 0.00663022+2.94238e-05j 0.0023156-0.00697838j 0.00990351-0.00130174j 0.00173563-0.00274485j -0.00266251+0.00850657j 0.00459264+0.00267745j -0.00713186+0.0045444j 0.00375976+0.00453424j 0.00485857+0.00467337j -0.00318102+0.00858988j 0.00111366+0.00708905j 0.0075053-0.00294579j 0.0179501-0.00141851j -0.00762612+0.000755258j 0.00808961-0.00160186j -0.00323952-0.00384909j 0.0048227-0.00171836j -0.00347238-0.00746164j -0.00533022-0.00195368j -0.00553064+0.00139837j 0.000282662+0.00966964j 0.00915645+0.00784605j 0.00423549+0.0113862j -0.00431368+0.00668569j -0.0122268-0.00795032j -0.00255087+0.000568697j 0.00184969-0.00173278j 0.00339336-0.00348928j -0.00336115+0.00187606j 0.00198872-0.00800281j -0.00158917-0.0058104j 0.00947273-0.00525001j 0.00200586+0.00238316j 0.00194995+0.0121679j -0.00341044+0.00146885j -0.00288807+0.00757659j -0.00720826+0.0040801j 0.00106475-0.00360668j -0.0068287+0.00887729j -0.00449636+0.00260774j -0.00317548+0.00265179j 0.00277094-0.00707897j 0.00787145+0.000197867j 6.6938e-05-0.00637709j -0.00173728+0.00525728j -0.00367059-0.00190517j -0.00560248-0.000287078j 0.00278936-0.0038844j -0.00143635+0.00941357j -0.00167356+0.00362932j -0.00469822+0.00394252j 0.000522973+0.000110768j 0.00494076-0.00423615j 7.31149e-05-0.000433555j 0.00340117-0.004455j -0.00128566-0.000521401j -6.84722e-05+7.30638e-05j 0.000888085+0.000250667j 
0.00108203+0.00441685j 0.00460532-0.00309485j -0.0034121+0.00376167j 0.00604436+0.00112848j -0.0101548-0.00369024j 0.00409088-0.00212708j 0.00285462+0.00119525j -0.000190525+0.000544387j -0.00354875-0.00172507j 0.00251522-0.00087443j 0.00385771-0.00384337j -0.00162024+0.000495964j 0.00280972-0.00109212j -0.00956318+0.00298886j 0.000656099+0.00504861j 0.00493658+0.00537698j 0.00107961+0.00223052j -0.00226599+0.00130616j -0.0084229-0.0108572j 0.00815142+0.00308823j -0.00311558+0.0128229j -0.00690352+0.0115966j -0.00663474-0.00927806j -0.00235725+0.0054849j 0.00901799-0.00535723j 0.00624883+0.0146001j 0.00773762+0.0150449j 0.00825475-0.00244185j -0.00118973+0.00572186j 0.000203996-0.007909j 0.0112661-0.00629157j 0.008046-0.00193027j 0.0018781-0.00261731j 0.00131212+0.0159698j 0.00175548+0.00195286j 0.00321256+0.0056516j -0.00529387-0.00305488j -0.00617057+0.00339678j -0.0152707-0.00865941j -0.0111935+0.000106906j -0.00347236-0.0054619j 0.00161536+0.00367445j -0.00481032-0.008106j -0.00896034-0.00364184j -0.0011846+0.00648916j 0.011127-0.00344122j 0.00192197-0.0101181j 0.00356027+0.0066743j 0.000661741-0.00438333j -0.00344005+0.000873184j -0.00594473-0.00962287j -0.00133213-0.0054853j 0.00540252+0.00462375j -0.00193067+0.0137952j 0.00113074+0.00229302j 0.0116912+0.00433216j 0.0067233-0.00642718j 0.0109114+0.00364467j 0.00655739-0.000732408j 0.00642847-0.000632784j 0.00762321-0.004282j 0.000914777-0.00573289j 0.00966799-0.00200563j -0.00220334-0.00668199j 0.00530551+0.00854959j -0.000776598+0.0054274j 0.000214826-0.00367202j -0.00338798-0.00528976j -0.00712526-0.00103537j -0.00384056+0.00115293j 0.0128596+0.0055629j 0.0018705+0.00353922j 0.00226713-0.00884317j -0.00426034-0.00746177j -0.00280692-0.00197038j 0.000522228-0.00038968j 0.00188136+0.000467255j 
-0.00143487+0.0028206j 0.00185517+0.00213906j -0.00416422+0.000702717j 0.00113802+0.00311434j -0.00233624+0.00135976j -0.00252637+0.0022402j 0.00416273+0.00381396j -0.000501725-0.000298229j 0.00218571+0.000737308j 0.00344382-0.00573605j 0.00345055+0.00474516j -0.00244955+0.00141239j 0.00385995-0.00286817j 0.000138368-0.000155715j 0.00134559+0.00271721j 0.00214155-0.00420865j -0.00308654+0.00318602j 0.00219775+0.00593314j -0.00363075+0.0136655j -0.0019573-0.00200941j -0.000885144-0.000691059j -0.002518+0.00186185j 0.00191583-0.0023513j 0.00406247-0.00130163j 0.000505709+0.00719737j 0.0122958-0.00630879j -0.00441543+0.00293014j -0.00154647+0.000761413j 0.00549322-0.00477122j 0.00212385-0.00354861j -0.00137362+0.00260652j -0.000114459-0.00281602j 0.00902553-0.00503307j -0.00624866+0.00524463j 0.00870472-0.0117878j -0.00686268+0.00659673j -0.0127351+0.000663854j 0.0128135-0.0086547j 0.0104575-0.0119769j 0.0046404+0.00471054j 0.00739896+0.00256179j -0.013448+0.010789j 0.0156658-0.0109314j 0.0205871+0.000295415j 0.00755897+0.00398024j -0.0111021-0.00752746j 0.000376527-0.000297628j 0.00282625+0.000984615j -0.00262834+0.00595687j -0.00489403+0.00661099j 0.00567879-0.00204974j 0.00182832-0.00543284j -0.00940245-0.0100888j 0.00328525+0.0140174j -0.000749777+0.00337992j -0.00063018+0.0028239j -0.00396426+0.00208005j 0.00117089-0.00685124j -0.00564668-0.00437131j 0.000473596-0.0146866j -0.00889991+0.00151039j -0.00561213-0.00478024j -0.00471945+0.00365191j 0.00517993+0.000330202j -0.00286725+0.000192925j 0.00730822-0.00131468j -0.00221943+0.00227804j -0.00692934+0.00138222j 0.00392269-0.00406502j -0.0065638+0.00256413j 0.00104197-0.00361824j 0.00487098-0.00640385j -0.00562188+0.00262j 0.0004921-0.0003952j -0.00717843+0.00024208j 0.00173177+0.00156971j -0.00241949+0.00110847j 
