0.03939-0.00621301j -0.0624562-0.0470965j 0.0140808+0.00135485j -0.102886+0.109506j -0.0043445-0.00397936j -0.00130166+0.0249994j 0.190992-0.0313037j 0.0107651-0.0438665j 0.0545017-0.0133767j 0.0140989+0.0175479j -0.0974166-0.0148508j 0.062276+0.0261274j 0.139864+0.0269352j -0.0077951-0.0419235j -0.00907557-0.0476953j 0.0441027+0.0316019j -0.0562344+0.0180461j -0.0677652+0.0514167j -0.0743095-0.0137196j -0.0211988-0.0974346j 0.0183659+0.0446195j -0.0230193-0.068233j 0.0138767-0.0436263j 0.00863718+0.0305778j 0.171499+0.0269767j -0.0239304-0.087584j 0.0801328+0.0815937j -0.0233977-0.0251564j -0.0030988-0.10539j 0.101511+0.00931253j -0.0946146+0.0940539j -0.0920982-0.0844056j 0.0807151+0.0375393j -0.0559668+0.0262954j 0.0519352+0.107704j -0.0159967-0.05812j 0.0392037+0.0188852j 0.0289831-0.00413987j 0.00598277-0.110952j 0.0919781+0.01679j 0.070454+0.209396j 0.118852+0.0479922j 0.0533042+0.0938887j -0.151916+0.0232307j -0.164513-0.0603586j -0.0342579-0.058168j 0.0491735-0.0110828j -0.000446967-0.0358543j 0.0844039+0.025889j 0.00533649+0.0700664j -0.0165999-0.0112433j 0.0114104-0.0242278j 0.0288316+0.00863729j -0.00303295-0.015457j -0.0262358+0.0222092j -0.00341115+0.00685925j -0.0073596-0.019368j -0.00370485-0.0129109j 0.0294704+0.0198472j -0.0126643-0.00290687j 0.0256793-0.03666j -0.00260478-0.015994j -0.0121999-0.0264698j -0.0220633+0.00154469j 0.00639102-0.00682851j 0.0154277-0.0198458j -0.0181197+0.0396834j 0.00814609-0.0249652j -0.015621+0.0553843j 0.0883831+0.00922263j -0.0224045+0.0072046j -0.00866876-0.0356504j -0.0587349-0.065642j 0.0196513-0.00628734j -0.000924243-0.0156727j -0.0640656+0.0631002j -0.015367+0.0240488j -0.00258931+0.0437839j -0.0334426-0.0918662j 0.0232829-0.156229j 0.0919277+0.0796197j 0.00515071-0.0381196j -0.00971614+0.03845j 0.145833-0.00513194j 0.0706618-0.00237402j 0.0328615-0.0172922j 0.0264479+0.0222665j 0.0288861+0.0642724j -0.01944+0.0266551j 0.0049369+0.0455833j -0.0853667-0.00143243j -0.0638298-0.0305972j 0.033448-0.00662735j 0.0043443+0.136361j -0.183693-0.0930862j 0.0121047+0.180766j 0.217584+0.120724j 0.0929069+0.143465j 
-0.00175151+0.006043j -0.0102049+0.00651308j -0.0030636+0.00347725j -0.00722885+0.00675872j -0.00510212-0.00406369j 0.0128612-0.00472597j -0.0026183-0.000420226j -0.00442559+0.00821127j 0.00426708+0.0028821j -0.00165363+0.000878991j 0.00447275-5.78981e-05j -0.00977147+0.00729319j 0.00562122-0.000214971j 0.00416424-0.00389735j 0.00333119+0.00765308j -0.00539603-0.00718187j -0.0149687-0.00378281j 0.00568879+0.00347289j -0.0131982-0.00828616j 0.0116193+0.00249473j -0.0020592+0.000730166j -0.00772249-0.00584162j -0.00192679-0.0171738j -0.0065195+0.00544677j -0.00330149+0.0124484j -0.00339985-0.000751185j 0.00764475+0.00438092j 0.00453676+0.0198149j -0.0147809+0.0186363j -0.00717614-0.00327822j 0.00986713-0.0014483j -0.00453357-0.0160145j -0.00896586+0.00607719j 0.00158335-0.0211735j 0.0112467+0.0140345j -0.00109225+0.00592989j 0.00375123-0.0114524j 0.00793573-0.0063052j -0.00286482+0.00639773j -0.000879995+0.000422095j 0.00547112-0.00698626j -0.00208224-0.00839214j 0.00230725+0.00296544j -0.00331896-0.0109235j -0.00725038+0.00654584j 0.000460011+0.000887585j 0.000454238-0.00930005j 0.0022482-0.00436575j 0.000509662+0.00679891j -0.00351347+0.00203812j -0.00290933+0.00157048j 0.00667135-0.00417076j 0.0109897-0.00298624j 0.00445881-0.0059285j 0.00936763+0.0212501j 0.00129759-0.00725262j -0.00451943+0.00251738j -0.0097815+0.00496976j -0.00738101+0.00768876j -0.0209666+0.00338888j 0.00554537-0.00120319j 0.0110776+0.0213142j -0.0125738-0.00876752j -0.0053478+0.000150871j -0.0117848+0.0247926j -0.00241196-0.00697115j -0.0068101-0.0081511j -0.0113134-0.00902652j -0.0212632+0.0174419j 0.0049305-0.00375603j -0.000289852+0.0111648j 0.00800253-0.00873822j 0.00608179-0.00609935j -0.00555802-0.0223541j 0.0166683-0.00393218j -0.0113798-0.00205321j -0.00383993+0.00986198j -0.0112868+0.00880895j 0.00432171+0.000481626j 0.00397937+0.00467662j 0.00268139+0.0118096j -0.0166162-0.00436726j -0.00776246+0.00314329j -0.0158595-0.00930649j -0.00147091-0.0118497j 0.00515947+0.00453258j 0.00838029+0.0018717j -0.00760058+0.00784957j -0.00490439+0.0014724j 0.00259772+0.00471903j 0.00616731-0.00589175j -0.0139486+0.00234898j -0.00327669-0.00411397j 0.00243272-0.00176504j -0.00402512-0.00728244j 0.000348631+0.00236213j -0.00176549+0.000551445j 0.00170966-0.000196071j 
0.00919209-0.00988433j -0.000397986-0.000500206j 0.00791996-0.0162105j 0.00989159+0.00749644j -0.00495982+0.0084741j 0.00406828-0.00461386j -0.00791679-0.00113223j -0.00550208+0.00910875j 0.00165796-0.00102279j 0.00685327+0.0101451j -0.00762214-0.0070107j -0.00101723+0.0110583j -0.0043717+0.00862816j 0.0099377+0.00346594j -0.00173754-0.00675541j 0.00193812+0.0147331j 0.00692768-0.00487015j -0.00280761-0.00316157j 0.00771649-0.00184842j 0.00799724-0.00484566j -0.0190755+0.0121129j -0.00903434-0.00249984j 0.00629253-0.00922111j 0.00615142-0.00490866j 0.00489332+0.0154513j 0.00619295+0.0177127j -0.00545035+0.0131452j 0.0114426-0.00757431j -0.0109309-0.00222513j -0.00613309+0.0059491j 0.00672318+0.0067906j -0.00495027-0.00251081j -0.00404256+0.0049459j -0.00985391+0.000158148j 0.000971491+0.0146276j -0.00922226-0.00201415j -0.0012765-0.00417459j -0.00506038+0.00492718j 5.91231e-05+0.0033145j -0.0092862+0.00768895j -0.00476154+0.00293004j -0.00111769+0.00102041j 0.00096379+0.0010199j -0.00928606+0.00682263j 0.00336282-0.00293898j 0.00185144-0.000150926j -0.0040776+0.000399379j 0.0034291-0.00764896j 0.0167984-0.00262005j 0.00530351+0.00615341j 0.0139944+0.00132422j 0.0125734+0.000581768j -0.00627941+0.00249721j 0.00185977+0.00421801j -0.0138671-0.0109209j 0.0132658-0.00115121j 0.00102958-0.00558945j 0.00562988+0.00207921j -0.00502857-0.00225809j -0.00178519+0.00244031j -0.0127947-0.00354523j -0.00518215-0.00577576j 0.0122416+0.00311559j 0.0207265+0.00245612j 0.00467303-0.0104943j -0.021728-0.0186319j -0.0091095+0.0146713j 0.0185015+0.00745686j 0.00629181-0.0258629j -0.000425677+0.00220781j 0.0066817-0.00936748j -0.00123557-0.0141446j 0.0173884-0.00346833j 0.00741947+0.0273926j -0.0150326-0.00570754j 0.00463721-0.0169763j 0.0175166-0.00742857j -0.00288466+0.0068412j 0.000804464-0.004951j -0.0209568+0.00296979j 0.00522061-0.000794678j -0.00115424+0.00653291j -0.00133125-0.0056239j 0.0121127+0.0150453j 0.00421033+0.0033928j -0.00288846-0.00181028j -0.00580345+0.00385391j 0.0122184+0.0128907j -0.00509443+0.00516143j 0.00874337+0.000690309j -0.00783062-0.00578934j -0.00175213-0.0051173j -0.00828926-0.01008j 0.000380609-0.0017189j -0.00440029+0.000327232j 0.00460752+0.00631332j 0.000914386+0.00433433j -0.00179225+0.00249212j 
0.00383889-0.0014214j -0.00389381+0.00200641j 0.0015454+0.00481872j 0.00343159+0.00445195j -0.000410226+0.00703453j -0.0018128+0.00157216j 0.0062095-0.00436583j -0.0102749+0.00109304j -0.00767066-0.00522469j 0.00685668+0.00643488j -0.000648851-0.00187529j 0.00135424+0.0041891j 0.00226354+0.00394074j 0.00662693+0.0037516j 0.000488442+0.000964804j 0.00308668-0.0051472j -0.00903185+0.00027451j 0.000684606-0.0100541j 0.00949834-0.0117257j 0.00309906+0.00473484j 0.00273963+0.0138528j -0.00453889-0.01013j 0.00665423+0.0123079j -0.0124104-0.0132547j 0.00864868-0.00311408j -0.00562275-0.00955997j 0.000597633+0.00266302j 0.0196062-0.00733227j 0.0026697-0.000314452j -0.00733353-0.00206963j 0.00595407+0.00137813j 0.0153333-0.00156497j 0.00123013+0.00894911j -0.0172795-0.00420227j -0.00382835-0.00641486j -0.0122837+0.00224509j -0.00594337+0.00888997j -0.00315514-0.00055375j 0.0029229+0.00222537j -0.0059309+0.0138733j -0.00244157+0.00194071j -0.000641094-0.000491183j 0.00297245+0.00327841j -0.00181276-0.00189242j -0.0051661-0.00266503j 0.0111833+0.000430995j 0.0104804+0.00713676j -0.00168873+0.0015083j -0.0124199+0.00560048j -0.0102321-0.00562296j -0.00173133-0.00580177j -0.0191579-0.00138482j -0.00638126-0.0182178j -0.00533286+0.00393274j 0.0115013-0.00828702j -0.0138252-0.0101515j -0.00335466-0.00961386j 0.0146948-0.00686189j 0.0068648-0.00183571j 0.0182618-0.00168041j 0.010785+0.0141575j 0.0148755-0.0129884j -0.00317461+0.0113357j 0.00186482+0.00467988j -0.0017961+0.0144349j -0.00763262+0.0110732j -3.49789e-05-0.0373161j -0.00854223-0.00478122j -0.0205853+0.0261452j -0.0071015+0.0121221j 0.0125654+0.00918078j -0.0266776-0.00541532j -0.0170322+0.0170957j 0.0034041-0.00560086j 0.0172873-0.00956558j 0.00851679+0.0151407j -0.00943246+0.008862j 0.0104958+0.00102662j -0.0198304+0.00916014j 0.000531552+0.0100175j 0.0250923+0.000461497j -0.000155851+0.003633j 0.00796387+0.0010282j -0.0110626+0.0071597j -0.013238-0.010028j 0.0026981+0.00245851j 0.00679071+0.000933132j -0.00904797+0.00664314j -0.00689588+0.00242626j 0.00162129+4.04623e-06j -0.00295732+5.74492e-05j 0.000163287-0.00735882j 0.00604645+0.00529241j 0.00611706+0.00559158j -0.00327352-0.000275979j -0.00643505+0.00312944j 0.00171632-0.00105195j -0.00279389-0.00071404j 
0.0119322-0.0150898j 0.0143066-0.00753982j 0.00977706-0.0213117j 0.0223873-0.0125368j 0.00366113+0.0186095j -0.00208936-0.00148089j -0.00718103+0.0127018j -0.00215559+0.00969729j -0.00231079-0.000552492j -0.00166393-0.00775886j -0.00239983-0.00497653j -0.0193643+0.00873019j 0.00455993+0.00261626j 0.0080551-0.00468429j 0.00188482+0.00128919j 0.00219141+0.00299802j -0.00254192+0.00776341j 0.0155895-0.0127629j -0.00718909-0.0151922j -0.0238908-0.00467923j -0.017047+0.0140841j -0.0110465+0.00231324j -0.00249584+0.0135521j -0.0146417-0.012054j 0.000921063+0.0102781j 0.00227685-0.0169392j -0.00693405-0.00804891j -0.00047717-0.0166949j -0.00152834+0.0219528j 0.0145593-0.00792892j 0.00465251-0.000948856j 0.00922078-0.00692287j 0.017298+0.00413363j 0.00438022-0.00172048j -0.0254313-0.00552827j -0.00195443-0.00118986j 0.00551698+0.00978782j 0.00152533+0.0053624j -0.00483304-0.000332279j -0.00983091+0.012757j -0.0096349+7.00291e-05j -0.00268044+0.00766696j -0.00225552-0.00452604j -0.00943589+0.00915771j 0.00313405-0.000189371j -0.00260242+0.00159708j 0.00452766+0.00897891j -0.00744815-0.00803532j 0.00783061-0.0100791j 0.00793027+0.00302088j 0.0141537+0.0036697j 0.00848846+0.0100997j -0.00544239+0.00149325j -0.00192867+0.0262603j 0.00395115-0.00711296j 0.00922029+0.00595088j 0.00847649-0.00362622j 0.00902135-0.00197675j -0.00330908+0.0103444j 0.00832164-0.00455263j -0.0109587+0.017652j -0.0201148-0.00738841j 0.0106027+0.0108361j 0.0022374+0.0165202j 0.000187899-0.00716136j -0.000958266+0.0110827j 0.00974213+0.00450565j 0.0056599-0.00635865j 0.00245137+0.00139027j -0.0116015+0.00228036j 0.00450106+0.00295535j -0.00489213-0.00902198j -0.0083598+0.000745607j 0.0190604+0.02614j -0.00244482+0.00055009j 0.000501654+0.000702647j -0.00341972-0.0113478j 0.0132814-0.0163304j -0.00302659-0.011069j 0.00880739+0.0100682j -0.00161793-0.00338031j -0.0081793+0.00312178j 0.00209454-0.0057033j 0.0106151+0.00571877j 0.0103358+0.00292454j -0.00561185+0.0154116j -0.00656346+0.0150972j 0.00818966+0.00103238j -0.00562219+0.005828j 0.0119299-0.000189047j -0.00698944-0.00266015j 0.00443848+0.00247432j -0.00267395-0.00474718j 0.00332428-0.000948829j -0.000156835+0.0132303j 0.0118614+0.00420975j -0.000672095+0.00226403j 0.000882829+0.00524278j 
0.00448001-0.00348862j -0.00870504+0.0129299j 0.00756828+0.00150832j -0.00105768+0.0105525j -0.00498431-0.00296437j 0.00703075-0.0100286j -0.00228585+0.00606672j -0.00234965-0.00410423j -0.00569444+0.00193024j -0.00265537-0.00385731j 0.00459296-0.0100112j 0.001279-0.0129995j -0.00967159+0.0109777j 0.00178912+0.00340495j -0.00184842-0.00205265j 0.00353075-0.00216269j 0.0039217-0.00241793j -0.000340427-0.00152803j 0.0020026-0.00488282j -0.00294056-0.00332441j 0.00387484+0.0167387j 0.000419211+0.0211125j -0.0110981+0.00745331j 0.00662584-0.00757032j 0.00651178-0.00231647j 0.0132895+0.0111865j -0.0118201+0.00211858j -0.00595265-0.00863061j 0.00403061-0.00951948j 0.00171519+0.00519273j -0.00757846-0.000594152j 0.0116084+0.0125455j 0.00763839-0.00658138j -0.00267234+0.0144864j -0.00286035-0.00631227j -0.00300873-0.00281016j 0.000992301+0.000989524j 0.00642619-0.00391103j -0.00680208-0.00481918j 0.00284533-0.00235711j -0.00256246-0.00194085j -0.00806651-0.00504369j 0.00476418+0.00415646j -0.00596844-0.00139394j -0.000575892+0.00296809j -0.00167632+0.00594087j -0.00551512-0.00446644j -0.000471624-0.00701058j 0.00357277-0.000229838j -0.00809285+0.00770096j 0.00653723+0.0124395j 0.0149837-0.000914436j 0.00587839-0.004081j -0.00155058+0.00203948j 0.0168498+0.0259337j 0.0053982-0.0140222j -0.00233807-0.000485367j -0.00201872-0.00931622j -0.00257713+0.00231906j -0.00325851+0.00470756j -0.00513949+0.0193624j 0.00189532+0.0131699j -0.0118755-0.000559572j -0.001004-0.00303086j -0.00965213+0.0209812j -0.00103935-0.00369352j -0.0126039+0.00821568j -0.0141757-0.010739j -0.0228387+0.0157512j -0.00738683+0.00713744j 0.00331978+0.0256684j 0.016815-0.00447086j 0.00448951-0.00300278j 0.00833345-0.011014j 0.0280673-0.00678745j -0.0113163-0.0115079j -0.00867931+0.0118856j -0.0160038+0.00273044j 0.00505673+0.0207313j -0.0149507+0.010756j 0.00837337+0.0176636j -0.0188592-4.6289e-05j -0.0028128-0.00308584j -0.0183174-0.000519149j -0.00431707-0.00333124j 0.00526606+0.00890465j 0.0103518+0.0118715j -0.000432426-0.00078779j -0.00117886+0.00826903j 0.00774454+0.00614645j -0.00225935-0.00767329j -0.0116545+0.00961269j -0.00580567-0.000922371j 0.0038483+0.00137691j -0.00170043-0.00267824j 0.00785045-0.00129883j -0.00357566+0.000612317j 0.000181636+0.000409373j 
0.000908645-0.00237736j 0.0029395-0.00258432j 0.00663607-0.0122634j 0.00840276-0.00745058j 0.00558131+0.00260265j -0.00391058+0.00116895j -0.0025876+0.0127262j 0.00326039-0.00432388j -0.00593496+0.00646814j -0.0103731+0.00249956j 0.0050678-0.00785965j -0.00755979-0.000238965j 0.00736495+4.06468e-06j 0.00215412-0.00759008j -0.000882074-0.00649699j 0.00301653+0.00346757j 0.0116355-0.00991149j 0.0112119-0.00490392j -0.0038341+0.0039253j -0.00954456-0.00989615j -0.0242151-0.00802871j 0.00644691+0.0132297j 0.00252928-0.00189873j 0.0176277-0.0116204j 0.0129527+0.00963518j -0.00256106+0.0128661j -0.0122021+0.0135142j -0.00728633-0.010911j 0.0109616-0.00944457j -0.00238465+0.00396942j -0.000714091+0.0034506j -0.00102057+0.0145278j -0.00218142-0.00838614j -0.00393033+0.00120933j 0.00367048+0.000445961j 0.00846575+0.00304979j 0.00529128-0.00663942j 0.00222372+0.00646182j -0.00622422+0.00856617j -0.000207446-0.00995285j 0.00109607+0.00430867j 0.00455754-0.00746088j 0.00211266-0.014875j -0.000863921-0.00411961j 0.00163163+0.00356031j 0.00148845-0.000227386j 0.00296454+0.00245839j -0.00208052-0.00400507j 0.00190223-0.00435053j 0.000995855-0.00670946j -0.000617238+0.00350662j -0.00584175-0.00130316j -0.00669729-0.00461061j -0.00826083+0.0100852j 0.0103118+0.00483674j -0.00736852+0.00905058j -0.00127705+0.0047j -0.00425937+0.0100923j 0.00385186-0.00102316j -0.0159298-0.0125097j -0.00431134+0.000609735j -0.00737401+0.0212794j 0.0110676-0.0125844j 0.0005014+0.00844015j -0.010094+0.0220399j -0.00409037+0.0121447j 0.017798-0.0127017j 0.00775171-0.00885454j -0.00659129+0.0201159j -0.0018602-0.00274454j -0.00147255+0.00805584j -0.00752142-0.00603418j -0.0125301+0.00133559j -0.0168191-0.00410833j 0.0145+0.00886618j 0.00583089+0.0143471j -0.000645981+0.00078819j -0.000108839-0.0130517j -0.00522194-0.0163396j 0.0179603-0.00840281j -0.0133966+0.00560006j 0.00454134+0.00217765j 0.0036135+0.000853827j -0.0172953-0.0112589j -0.00730876-0.0105426j -0.00446997+0.00749409j 0.00124583-0.001922j -0.000260144+0.00861572j -0.00609888-0.00514837j 0.00104182+0.00679935j 8.05981e-05+0.000509533j -0.00114805+0.00310272j -0.000808935-0.00028545j 0.000373708-0.000488376j 0.00460066+0.00278465j 0.00627436-0.00312116j -0.00128859+0.000928633j 0.00100361+0.00399663j 
-0.000622405+0.00620373j 0.000217164-0.0100496j -0.0150049+0.00297908j -0.00462444+0.0038316j 0.000523432-0.00120496j 0.0107749+0.00704482j 0.00315222-0.0129743j -0.0122603-0.00335983j 0.00150025-0.0109585j -0.00692195+0.00238823j -0.00741548+0.00554078j 0.0018241-0.000635976j 0.00268158+0.0049667j -0.00650858-0.00857311j 0.00462414-0.00570989j 0.0284078+0.00307082j -0.00258807-0.00223667j 0.00398911+0.0119557j 0.0084577+0.00332495j 0.0222674-0.0040623j -0.00448576+0.0124294j 0.00421815-0.00576434j 0.0206026+0.00779695j 0.00660804+0.00380113j 0.00808402+0.00509875j 0.012415+0.00924599j -0.0075717+0.0156945j -0.0129841+0.0104088j -0.00184991-0.00086257j 0.00399648-0.00137923j 0.0107357+0.00825668j -0.00230302+0.00515385j 0.00814327+0.00820873j -0.00195159+0.00393767j -0.00690597+0.010949j -0.00612046-0.00346896j 0.00713406-0.00337179j 0.00297462-0.0102255j 0.0094224-0.00774074j -0.000452227+0.00364414j 0.00559948-0.00135702j 0.00117427+0.00460774j -0.00109166+0.00327988j 0.00643662+0.00373589j -0.00794623+0.00109775j 0.00839277-0.0151687j 0.00778429-0.00303972j 0.000136762+0.00636921j -0.0127676+0.00123136j 0.000608904+0.0047552j -0.00989813-0.0127121j -0.00695267-0.0105075j 0.00803526+0.00283829j 0.0158997-0.0127287j -0.00489388-0.0113008j -0.00284794+0.0127024j -0.00229196+0.00615161j 0.0023012+0.012208j -0.00131094+0.00145065j -0.0207155-0.0155935j 0.0245185-0.0282274j 0.011308-0.00169935j -0.0115916+0.0126014j -0.0151145-0.00309924j 0.0112798-0.0178197j 0.0311821+0.00823646j -0.00234941-0.016663j -0.0164008+0.0156584j 0.00655694-0.00470752j 0.011558-0.000282729j -0.00401463-0.0208704j 0.00199402-0.00290122j -0.0223832+0.0161532j 0.000172511-0.0101601j -0.00619537-0.00748373j -0.0074751+0.00870774j -0.0124747+0.00358812j 0.00471741-0.00101394j -0.00419923-0.0122764j 0.0210456-0.00733809j -0.00998358-0.0154302j 0.00974881+0.00454988j -0.00085626+0.00769113j 0.0122539+0.00308848j 0.00942309+0.00538032j -0.000362596-0.0113525j -0.00496945+0.00212298j -0.0039008-0.00364848j 0.00810235-0.00577676j -0.00652275-0.0048229j 0.00716446+0.00668379j 0.00270608-0.00708363j 0.0067972+0.00165707j -0.0031678+0.0021482j -0.00744433+0.000253547j -0.00942352+0.0125789j 0.00677997+0.00293485j 0.00455279-0.00319649j 
-0.00581707+0.00323563j -0.00888079+0.00650459j 0.000490754+0.0105573j -0.00676207+0.0117469j 0.00271858+0.00129445j 0.00385841+0.00200575j 0.00949576-0.00831679j 0.00101815+0.00636583j 0.0105692+0.00151109j -0.00194576+0.000239125j -0.00542182-0.00340124j -0.0070069-0.00459229j 0.00127028+0.00655961j -9.05602e-06-0.00109578j -0.0113165-0.00800223j -0.000100463+0.0091772j 0.00535358-0.00116506j -0.00351413+0.0031518j -0.00656063+0.00183393j 0.0029582-0.00736168j -0.00222415+0.00209919j -0.00216219-0.00511545j -0.0106946-0.0114391j 0.000422847+0.0127304j -0.017569+0.00803536j 0.0171979+0.00684938j 0.000973409-0.00827182j -0.00791936+0.00715728j -0.00964609+0.00913788j 0.00627971+0.00655092j -0.00503618+0.00473731j -0.0164087-0.000776126j -0.00702287+0.000218797j 0.0129078-0.0026646j 0.00607903+0.012225j 6.3486e-05-0.00703817j -0.00173123-0.00730795j 0.00318465+0.00219006j -0.00111509+0.00246118j 0.000960717+0.000942308j 0.00399258-0.000615542j 0.00163653-0.00237675j -0.0032686+0.00696589j -0.00409248-0.00637558j -0.00105586-0.00531599j 0.00265119+0.00534058j -0.00114146-0.00146643j 0.000626681-0.000579913j -0.00561248+0.0127417j -0.0132002-0.00201424j -0.00806335-0.00308667j -0.0134007+0.00680263j -0.00443113-0.00610296j -0.0075375-0.00705752j 0.00229896-0.00339047j -0.0103374-0.0138266j -0.00320277-0.00779883j 0.0028612-0.0140304j 0.0114207-0.0113731j 0.021941+0.00625666j 0.00329733+0.011372j 0.0121602-0.0130706j -0.00245488-0.000522201j 0.00684043-0.00650336j -0.000247928+0.0114179j -0.0217144+0.000723124j -0.00471681-0.0203906j 0.00501492+0.00222342j -0.0128965+0.0191629j -0.00339024+0.00944707j -0.000155372+0.00888932j -0.0141355+0.00668161j -0.00295063+0.0034658j -0.007315-0.015016j 0.00349811-0.00416017j 0.00648868+0.00114271j -0.00134449+0.00296171j -0.00147331+0.0105799j -0.00214216+0.0161058j -0.0111567+0.00365025j 0.0189186+0.00184466j 0.00145744-8.03946e-05j 0.00569713+0.00107686j -0.00543313-0.000272023j -0.0140803-0.00441441j 0.0052205-0.00902102j 0.00771855-0.00453223j -0.00589553-0.00233597j -0.00193768+0.00292211j -0.00405519-0.00358671j -0.00115472+0.00158772j -0.00123207-0.00802468j 0.00601554+0.00209366j 0.00425968+0.00535875j -0.00217158-0.00700348j -0.00841069-0.00336343j 0.00113304-0.000798402j -0.0057549-0.00309306j 
-0.0026766+0.0031468j 0.00776048-0.00530722j -0.00022134-0.00060906j 0.00518737-0.0156071j 0.0106481-0.000346268j -0.00545695+0.00539856j -0.00317306+0.00694207j 0.00808169-0.0102172j -0.0099196-0.00976946j 0.00689247-0.00644381j -0.000517168+0.0129931j 0.0194406+0.000372355j -0.000800805-0.00329685j -0.00622743+0.0035517j -0.00159205+0.010462j -0.0137097-0.00286502j -0.000393822+0.00841414j -0.0177102-0.00496834j 0.0260858-0.000624801j -0.00155681+0.0151904j 0.00962768+0.00139111j -0.00721834-0.0147094j 0.000417875+0.00473913j -0.00365861+0.00206609j -0.00627395+0.000753828j -0.0116774-0.00157948j -0.00162907-0.00459609j 0.0124335-0.0080064j 0.00377127-0.00932773j -0.0068476+0.00439236j 0.000994096+0.000880487j -0.00318597+0.000419722j 0.00137403-0.00168088j -0.0118239-0.00106647j 0.00721361-0.00649973j -0.00264438-0.0022482j -0.00848635+0.00538113j -0.00416096-0.000891563j -0.00704436+0.00517063j -0.0049925-0.000206419j -0.0030643+0.00231997j 0.00253846-0.00613385j -0.00214356-0.0115598j 0.00734498-0.0030346j 0.00249508+0.00529005j -0.00260641-0.00562784j 0.00449206+0.00294859j -0.00165023+0.00500554j -0.0076815-0.0050397j 0.00799558-0.00703789j 0.00364402-0.00211987j -0.00466499-0.0053715j -0.000478892+0.00381013j 0.00306685+0.00345205j 0.00679007-0.00335861j 0.00316516+0.0160867j 0.00356883+0.0115767j 0.00140675+0.0106818j -0.00387643+0.00208431j -0.0144244+0.00182971j 0.00539774-0.0150643j -0.00172262+0.013118j -0.00193258+0.00294907j -0.00987917+0.00618607j 0.006434-0.0117338j 0.023211+0.00777324j 0.00323587+0.0136061j -0.00790673-0.00483981j 0.0236146+0.00658339j 0.00557663-0.0122087j -0.00913489-0.0153325j 0.00238415+0.012846j -0.0016141+0.00297454j -0.00437135+0.0186912j -0.0037367+0.00318853j 0.000968559+0.00566459j 0.0016547+0.00104992j 0.00749734-0.0102366j -0.00454572-0.0199244j 0.0247951-0.010775j -0.0209348-0.00535742j 0.00387584-0.00170082j -0.00380538+0.00216485j -0.0108091-0.0056081j 0.0087432-0.00157988j -0.00634649+0.00476799j -0.0040222-0.00422788j -0.00439189+0.000708055j -0.00529749-0.00986261j 0.00167567-0.000133603j 0.00798276+0.00165215j 0.000837635+0.00292766j -0.000612958+0.00489472j -0.00154116-0.00236246j 0.00661084+0.00574462j -0.000142669-0.00367363j -0.00258334-0.00313369j 0.00372337+0.00157222j 
0.01004-0.00808537j 0.00163538+0.00147542j 0.00529519-0.0062729j 0.0100108+0.00258858j -0.00330749+0.00273831j -0.00221007-0.00687844j 0.00314534+0.00416834j -0.00870362-0.00442628j -0.00212416-0.000848011j -0.0026528+0.000388131j 0.0183088+0.0034335j -0.00543804-0.010727j 0.00113789+0.00574623j -0.00460252-0.0125331j 0.00172706-0.0187453j 0.0030778-0.00772755j -0.000147739-0.0135142j 0.0198652+0.00153302j 0.0136989+0.00465763j 0.00016131-0.00433772j -0.0104594-0.0256688j 0.0246557-0.00946226j 0.0181149-1.58488e-05j 0.00800778-0.011431j -0.0015795-0.00722906j -0.00866193-0.0147839j -0.00964903+0.00870843j -0.00541218-0.00551904j 0.0083655-0.0163072j -0.0181081+0.0038635j 0.0118514+0.0053793j 0.00292956+0.00329842j -0.00217243+0.00459545j -0.00347455+0.00135945j -0.0055641+0.00448953j 0.0088119+0.00265038j 0.00238019-0.00692031j -0.00754332+0.0024173j 0.0054354-0.000935798j 0.0010931-0.00120708j 0.000404806+0.00359081j -0.00398966+0.00381401j 0.00639336-0.000536515j -0.000326681+0.00341738j -0.00494048-0.00052869j 0.00166972+0.00769186j 0.00203439+0.0087788j 0.00159831+0.000753407j 0.00623975-0.000398264j -0.00745885+0.00502133j 0.00295203+0.00746262j 0.00300625+0.00178955j 0.00107107-0.014808j -0.00924785+0.0118002j 0.0108353+0.00289698j 0.0049047-0.0145442j 0.0081893-0.010054j 0.0141503-0.011021j 0.00624455-0.00044118j 0.0282425-0.00168243j -0.00550987+0.020196j -0.00377345-0.0120064j -0.00261307+0.00764934j -0.00141353-0.0059622j 0.00589993+0.00351745j -0.00881131+0.00434688j -0.0187916+0.0126364j -0.00987871-0.0117516j -0.00104537+0.00852885j -0.0127037+0.00815002j 0.0111206+0.0123317j 0.00698123+0.00464326j 0.00473035-0.00200239j 0.0225385+0.0195332j 0.0104865-0.00574343j -0.000412783-0.00988265j -0.00209482-0.00238952j 0.00175145+0.0029443j -0.00484559+0.018983j -0.0130391+0.0106049j 0.0209634-0.00224948j -0.00415504+0.000778893j -0.000318886-0.00218602j 0.00228585+0.00439914j -0.00429511+0.00277134j 0.00624362+0.00563582j 0.00338783+0.00710564j -0.00295423-0.00389919j -0.00539771+0.0064313j 0.00995816-6.02654e-05j -0.00534048-0.00360644j -0.000431301+0.0044679j -0.00584535+0.00116104j 0.0039531+0.00630614j 0.000240551+0.00403907j 0.00372832+3.96258e-05j -0.000162969+0.000435762j -0.00146702+0.0027808j 
