0.03939-0.00621301j -0.0624562-0.0470965j 0.0140808+0.00135485j -0.102886+0.109506j -0.0043445-0.00397936j -0.00130166+0.0249994j 0.190992-0.0313037j 0.0107651-0.0438665j 0.0545017-0.0133767j 0.0140989+0.0175479j -0.0974166-0.0148508j 0.062276+0.0261274j 0.139864+0.0269352j -0.0077951-0.0419235j -0.00907557-0.0476953j 0.0441027+0.0316019j -0.0562344+0.0180461j -0.0677652+0.0514167j -0.0743095-0.0137196j -0.0211988-0.0974346j 0.0183659+0.0446195j -0.0230193-0.068233j 0.0138767-0.0436263j 0.00863718+0.0305778j 0.171499+0.0269767j -0.0239304-0.087584j 0.0801328+0.0815937j -0.0233977-0.0251564j -0.0030988-0.10539j 0.101511+0.00931253j -0.0946146+0.0940539j -0.0920982-0.0844056j 0.0807151+0.0375393j -0.0559668+0.0262954j 0.0519352+0.107704j -0.0159967-0.05812j 0.0392037+0.0188852j 0.0289831-0.00413987j 0.00598277-0.110952j 0.0919781+0.01679j 0.070454+0.209396j 0.118852+0.0479922j 0.0533042+0.0938887j -0.151916+0.0232307j -0.164513-0.0603586j -0.0342579-0.058168j 0.0491735-0.0110828j -0.000446967-0.0358543j 0.0844039+0.025889j 0.00533649+0.0700664j -0.0165999-0.0112433j 0.0114104-0.0242278j 0.0288316+0.00863729j -0.00303295-0.015457j -0.0262358+0.0222092j -0.00341115+0.00685925j -0.0073596-0.019368j -0.00370485-0.0129109j 0.0294704+0.0198472j -0.0126643-0.00290687j 0.0256793-0.03666j -0.00260478-0.015994j -0.0121999-0.0264698j -0.0220633+0.00154469j 0.00639102-0.00682851j 0.0154277-0.0198458j -0.0181197+0.0396834j 0.00814609-0.0249652j -0.015621+0.0553843j 0.0883831+0.00922263j -0.0224045+0.0072046j -0.00866876-0.0356504j -0.0587349-0.065642j 0.0196513-0.00628734j -0.000924243-0.0156727j -0.0640656+0.0631002j -0.015367+0.0240488j -0.00258931+0.0437839j -0.0334426-0.0918662j 0.0232829-0.156229j 0.0919277+0.0796197j 0.00515071-0.0381196j -0.00971614+0.03845j 0.145833-0.00513194j 0.0706618-0.00237402j 0.0328615-0.0172922j 0.0264479+0.0222665j 0.0288861+0.0642724j -0.01944+0.0266551j 0.0049369+0.0455833j -0.0853667-0.00143243j -0.0638298-0.0305972j 0.033448-0.00662735j 0.0043443+0.136361j -0.183693-0.0930862j 0.0121047+0.180766j 0.217584+0.120724j 0.0929069+0.143465j 
-0.000324935+0.00662469j 0.000731717+0.00208254j -4.74707e-05+0.000755388j -0.00342175-0.00710352j -0.00484289-0.0115142j -0.00659934-0.0130638j -0.00326512+0.00857912j -0.00651201-0.00331476j -0.00268954-0.011382j 0.00353296+0.005098j -0.00932857+0.015812j -0.000120139+0.0100656j -0.0055418-0.002118j -0.00132963+0.0191008j -0.000919957+0.0162045j -0.00319397-0.0003738j 0.0128015-0.00292847j -0.00965972+0.00885377j -0.00516299+0.00225459j 0.0121411+0.0124329j -0.000507872-0.00677686j 6.29258e-05-0.00916251j 0.00636714+0.0202832j -0.0105612+0.00412459j 0.00221585+0.00142085j -0.00598787+0.000300885j 0.00157538+0.00164414j 0.00201675+0.00877652j -0.0020299+0.00184066j 0.00514438-0.00590871j -0.0109845-0.00736792j 0.00632416+0.00041782j 0.00396352-0.00266107j -0.00480163-0.00505006j -0.00433493-0.00230339j -0.00411606+0.00366352j -0.000353509-4.1774e-05j -0.0107631-0.00181949j -0.00220838+0.000648401j 0.00370427+0.00311953j 0.000741766+0.00244637j 0.000724261+0.00421449j 0.00449297+0.0010011j 0.000789112+0.00244939j 0.00306363-0.00104657j -0.000777943+0.0052157j -0.000752987+0.000265154j 0.00192379-0.00580513j 0.00631693-0.00815165j 0.0109769-0.00865931j -0.00286616+0.00788895j -0.00978358-0.0078207j -0.000495059-0.0264256j -0.00729968+0.013263j 0.0151982-0.00256035j 0.003877-0.00049102j 0.0138791-0.00538288j 0.00336132+0.00850677j -0.00726195+0.00136022j -0.00806628+0.00142251j -0.00806896+0.00460311j -0.00170737+0.0252252j 0.00800882-0.00854663j -0.00294756-0.00741431j -0.00684891-0.000224753j 0.020132+0.00169498j 0.0020569+0.00265365j -0.0100094-0.00329213j 0.00518497-0.00773979j 0.00352274-0.00777633j 0.00399622-0.00609459j 0.0146909+0.00238003j 0.00067288+0.00948697j 0.00254037+0.00514894j 0.00382051+0.0104654j -0.00191136-0.012764j 0.00536147+0.0015039j -0.00386172+0.000156834j -0.00450925+0.00743475j -0.00117309+0.00221476j -0.00106221+0.00554632j 0.00137081-0.002879j 0.000826739-0.00541728j 0.0019649-0.000784868j -0.000676094+0.00267643j 0.00120182+0.00046715j -0.00259656+0.00205414j 0.00606458+0.00692748j -0.000620574-0.00360989j -0.00176968+0.0112272j -0.000178766-0.00167145j -0.00227126+0.0061467j 0.000257224+0.00358659j -0.000855146-0.00127363j 0.00592381+0.00679649j 0.00522409+0.00251942j -0.00403533-0.00021318j 0.0013715+0.00565012j 
-0.00373186+0.00629189j -0.00099164-0.000112805j 0.000151648+0.00429597j -0.00028021+0.00688744j 0.00374433-0.00660698j -0.00760667-0.00724466j 0.000857508-0.000591806j -0.00580029+0.00929151j 0.00788233+0.00213755j 0.00961183+0.01743j -0.0143142-0.0131372j -0.00791827+0.0110582j 0.00095608-0.00725592j -0.00146805+0.00733591j 0.00531544-0.00468354j 0.00941234+0.00115676j 0.00416861+0.00519962j 0.00979875+0.00448762j -0.0159629+0.00201847j 0.00632344-0.0159399j 0.00368464+0.00026324j 0.00292112+0.00952968j 0.0059707+0.0159884j -0.00152785-0.013628j 0.00406835-0.00786512j 0.0114064+0.00902327j 0.00400731+0.00539126j 0.00185402-0.00482534j 0.000729634+0.0010535j 0.0079379-0.0010049j -0.00248795-0.000567115j 0.00339615-0.0059118j 0.000313259-0.00361702j 0.00219657+0.00148507j -0.00343521-0.00275589j -0.000531924-0.000948509j -0.00034185-0.00631065j -0.0038133+0.00305112j -0.00159129+0.00329123j -0.0013036+0.00284041j 0.0071817+0.00559781j -0.00348986-0.00179866j -0.00823205-0.001305j 0.00196679-0.00133408j -0.000460051+0.00057819j 0.00115176-0.00204269j -0.00226049-0.00414832j 0.00412742-0.00364597j 0.00261764+0.00652471j 0.0103264+0.000479795j 0.0103247-0.00993551j -0.00821285-0.000473984j -0.00684043+0.0151752j -0.00369978+0.00406423j -0.002445+0.00333501j -0.00909232-0.000810713j -0.0082621+0.00705908j -0.0225988-0.00601664j -0.0115148-0.01493j 0.00937312+0.000341833j 0.02226+0.00370609j -0.0116572+0.0135265j 0.019097+0.000277157j 0.0184459+0.011122j -0.00332825-0.00467293j -0.0166249-0.00213847j 0.00776933+0.0125987j 0.0261511+0.0067446j -0.00191866+0.0151253j 0.0110046+0.0016769j -0.00975467+0.00778021j -0.0191938+0.00865186j -0.00174059-0.0113274j -0.00177243-0.0163612j -0.0172132+0.0086096j 0.00147547+0.00400954j 0.00829357+0.00547031j 0.0098225-0.000515965j -0.00273777-0.0135392j 0.00744714-7.46535e-05j -0.012369+0.0103985j 0.000315933-0.00340458j 0.00568549-0.000330581j -0.00458041-0.00547402j 0.00583316-0.00539671j -0.0111333-0.00132807j -0.00433057-0.000137129j 0.00556607-0.000352296j -0.014754-0.00164115j 0.00270489-0.00578531j 0.00157128-0.00463904j -0.0058034+0.000455168j 0.00167674+0.0050649j -0.00178261+0.00331107j -0.00479325-0.00479252j -0.00166107+0.00217164j 0.00125612-0.000383515j -0.00132178-0.00229425j 
-0.00268994+0.00347195j -0.00513178-0.00328265j -0.00503129+0.0178463j -0.00771137-0.0181458j -0.00311832-0.0073348j 0.00875723+0.00532242j 0.014319-0.00297713j 0.00641389-0.00259861j -0.00331261-0.00156493j -0.00992556-0.0135929j 0.00794452+0.00788122j 0.00905077-0.00603776j 0.0103374+0.00755862j 0.00437611-0.0146605j -0.0107499-0.000530558j -0.00830328+0.00100114j -0.00577402-0.00433522j 0.00755853+0.00088158j 0.0124357-0.00469848j -0.00545678+0.000132699j 0.00402186-0.000279056j 0.00366081-0.00643497j -0.00411814-0.0108889j -0.0026994+0.00859519j -0.00917086-0.00440566j 0.002932-0.0080125j -0.00159315+0.000938663j 0.00391109+0.003804j -0.0031912+0.000815423j -0.00173446-0.00412151j 0.000681087-0.00733964j -0.00138493+0.00080914j 0.00497589-0.000264406j 0.00883241+0.00172477j 0.00337218+8.54518e-05j 0.00108354-0.0042767j 0.00117181-0.0117658j 0.00217966-0.00223901j 0.00128069+0.00125923j 0.0098471-0.00577041j -0.00130477+0.00313138j 0.00193885-0.00375609j 0.0117641-0.0090337j -0.00548922+0.00109986j 0.00310646-0.00120309j 0.00365283-0.0055212j 0.00997471+0.00910982j -0.00633562+0.0126961j -0.00594321+0.00841094j 0.00363774-0.00269561j 0.00033233-0.00798785j 0.00397989-0.00499675j 0.00599018-0.00222428j -0.00771002+0.00361653j -0.000229292+0.0099412j -0.0141779+0.00640386j -0.0214439+0.0048972j -0.014366+0.00671149j -0.00284122+0.00653904j -0.00376634-0.0240399j 0.0161472-0.0085378j -0.00421966-0.0293018j 0.0194155-0.00589754j 0.0120261+0.0215628j -0.00919887+0.00140242j -0.0182125-0.000416186j -0.0102973+0.0195262j 0.0115202-0.00389676j 0.0133981-0.0111024j 0.0064249+0.00047159j -0.00263998+0.0224659j -0.00844571+1.94722e-05j 0.0162569-0.0161382j 0.00485939+0.0235064j -0.0131822+0.013991j 0.00980866+0.0184927j -0.00284012+0.00166281j 0.0109549-0.0120101j -0.00775154-0.0149653j 0.00747844+0.00146838j -0.00437668+0.000446938j 0.00988994+0.00152871j -0.00213031+0.00948524j -0.00886668-0.000714243j 0.00375749-0.015553j -0.00672662+0.0211931j 0.00287849-0.0113912j -0.00532682+0.00296157j -0.00947546-0.00204034j 0.00673809-0.015387j 0.00205049-0.0066527j -0.00284249-0.00031438j -0.00263743+0.00317097j 0.00163208-0.00236589j -0.000326423-0.00473389j 0.00299328-0.00310698j 0.000859312-0.00198888j -0.000429316-3.77975e-05j 
0.0127941-0.00527368j 0.00698783+0.000309878j 0.000457907-0.0010488j -0.00439927-0.00961486j -0.0122036-0.000600421j 0.0195683+0.000634871j 0.00590351+0.000699409j -0.0098565+0.00630779j -0.00292077+0.00788907j -0.00120885+0.00211212j -0.0122581+0.00949762j 0.00605296+0.00414995j 0.00339612-0.00295429j 0.0125754+0.00638703j -0.0036334-0.00544393j -0.00217544+0.00412637j 0.00675647-0.003747j 0.00378257+0.00251768j -0.00685354-0.00874757j 0.00276471-0.00479823j -0.00441599-0.00465488j -0.00378631-0.00624092j 0.00538905+0.00441824j -0.00422362-0.000272127j -0.00555817-0.001443j 0.00641206+0.00674472j 0.000544701-0.00253506j 0.0109694+0.000448333j -0.00810227+0.00662986j -0.00275522+0.00347408j -0.00542608-0.000875447j 0.00150547+0.0021985j -0.00299059+0.00275772j -0.000601106-0.00221847j -1.59138e-05-0.00971984j 0.000542389+0.00581189j -0.00683189+0.00435177j -0.00435748-0.00220934j 0.00365032+0.00378634j 0.00204972-0.00349478j -0.0023892-0.00718516j -0.00634077+0.00488661j 0.0109593-0.00115091j 0.00565879+0.0103152j -0.0125935+0.0032343j -0.0182368-0.00867044j 0.0108745+0.00928877j 0.00717359+0.00486002j -0.00484649-0.011282j -0.0216084+0.00900144j -0.0254809-0.00695158j -0.0132185-0.0147271j 0.00988398-0.0129057j -0.0227499-0.0213201j -0.00336989+0.0077007j -0.0151911-0.0190925j -0.0109649-0.0231706j 0.00817129+0.00655779j 0.0272137+0.0164395j 0.0295429-0.0624208j 0.0185773-0.00961023j 0.0278399-0.0145033j 0.0224072+0.00916498j -0.0300429-0.000502802j -0.0303372+0.0159579j 0.00208924+0.000252805j -0.000209713-0.00904148j -0.0298684-0.00380777j -0.0168027+0.0011837j -0.0120225+0.0114598j 0.00699965+0.0115411j 0.00710408-0.00245968j -0.00729043+0.00709283j 0.013015-0.00897009j 0.0213892-0.0115299j 0.00949547+0.0167833j -0.0303533-0.013112j -0.0143278-0.00208901j 0.00710985-0.00348978j 0.00692251-0.00514088j 0.0136593-0.00488478j 0.0110958+0.0127587j 0.0060776-0.00715015j 0.00214122+0.00422724j -0.0160238+0.00657985j 0.0165014+0.0114253j -0.00092421-0.018795j -0.00502353-0.0100381j 0.00410676-0.00272893j 0.000869232-0.00178136j 7.11531e-05+0.0102907j -0.00287585-0.000934513j -0.00963787-0.00538391j 0.0111126-0.00535657j 0.000440292+0.00977285j 0.00754678+0.00539329j 0.00203857+0.0020506j 0.0106947+0.00281996j 
-0.0107125+0.00530737j -0.000144932+0.00364194j -0.00448294+0.0317184j -0.00870208-0.0160947j -0.00378638-0.00584225j -0.00331205+0.00145016j 0.00618831-0.000971132j 0.00569712-0.00273338j 0.000199286+0.0100527j 0.00634959+0.0031934j -0.000901676+0.000912113j 0.00951205-0.00169143j 0.00167479+0.00540239j 0.0237139+0.0141866j 7.28844e-05-0.00420051j -0.0102628+0.0157284j 0.0118399-0.0116217j 0.000505403+0.00638895j 0.0121645+0.00400285j 0.00386039-0.00768707j 0.00603877+0.00274927j -0.00740836+0.0118707j 0.00444403-0.00436638j -0.00277724+0.00301991j -0.0109446-0.0161352j 0.0113275+0.00479835j -0.0108858-0.00616581j 0.0085287+0.00660862j 0.00162366+0.00156102j 0.000782573-0.0129197j -0.0033982+0.00037002j 0.00399213-0.0034834j -0.0080604+0.00709585j 0.00229357+0.00382995j -0.000220079-0.00327921j -0.00332266-0.00716977j -0.0021835-0.00684204j -0.0008849-0.0103638j 0.00342118+0.00266503j 0.00124895+0.00152192j -0.00544382-0.0024676j 0.00142241+0.00173293j 0.00178349-0.00236405j 0.00490973-0.00423712j 0.0135558-0.00342677j -0.0023124+0.00264041j 0.00126755+0.0025898j -0.0086447+0.0125606j -0.00726029+0.00799558j 0.0172221-0.0179607j 0.0118736-0.000304326j 0.0176982+0.00868107j 0.0175455+0.00419108j 0.00733594+0.00498454j 0.0187904+0.00649756j 0.0138278+0.0172299j 0.0167367+0.0171511j 0.0076288+0.00549052j -0.00835581+0.0149335j -0.0219551+0.0598797j -0.029792-0.00124631j -9.23719e-05-0.0143193j -0.0284839-0.00967796j 0.0145533-0.00549847j 0.0286318-0.00457229j 0.0111556-0.00637603j -0.00795416+0.0085275j -0.000535939+0.000537542j 0.00693825+0.00617329j -0.00389973-0.0201465j 0.0016164-0.0133352j -0.00936583-0.00179035j 0.0141165-0.00773443j -0.0158599+0.0226009j -0.00796097+0.00973964j 0.000392646+0.000399141j 0.00757334+0.000283656j 0.00593708-0.0054164j 0.00549038+0.00717853j 0.00444535+0.00200755j -0.00373806-0.00184258j -0.0114741-0.0100901j -0.0198331+0.00337739j -0.00797623-0.00432337j 0.00723548-0.00599966j -0.00658756+0.0051763j 0.00885974+0.00887677j -0.00735949+0.00647671j 0.0105358+0.00607793j 0.00110124+0.000198925j 0.00821612-0.00835228j 0.0039097+0.00796135j 0.00115812+0.00244644j -0.00922066-0.0058456j 0.00663293-0.00324372j -0.0051075-0.0127959j -0.00955453-0.00835785j -0.0053269-0.000437093j 
0.00179191-0.00279907j 0.000378919-0.00139923j 0.000308923-0.00623466j 0.00381236+0.00800448j 0.00985582-0.00320292j 0.0117616-0.000918943j 0.0114064+0.00613565j -0.00607577+0.00837622j -0.0032495-0.00725714j 0.000535799-0.00341535j 0.000636825+0.0120407j -0.000216692+0.00330745j 0.0144508+0.00834881j -0.0143837+0.00392615j -0.00623278-0.0183131j -0.00802333+0.000854609j 0.0146879+0.0121993j 0.00899593+0.00906578j 0.0101994-0.0121238j 0.00473121+0.00327755j 0.0144946-0.00494363j -0.000545562-0.00532313j 0.000496901+0.00781499j 0.00943953+0.000739262j -0.00487114+0.00568487j 0.000493976-0.00162544j 0.000170175+0.00230155j 0.00476543+0.00392562j -0.000663356-0.000210307j 0.00440493-0.0045904j 0.00777993+0.00213654j -0.000671903-0.00491294j 0.00476817-0.00257775j 0.00701817+0.000234779j -0.000421609-0.00332872j 0.00609709-0.000396765j 0.00280058-0.0022339j 0.0032626-0.000345117j -0.00303165+0.00135682j -0.00217734-0.00203435j 0.0041736-0.00227763j -0.00559619-0.00240529j -0.00826853+0.000135123j 0.00012933+0.00371207j -0.00513006+0.00172243j -0.00894905-0.0107927j -0.0102572-0.00215839j -0.00210301+0.00732849j 0.00257306+0.00950821j -0.00416606+0.019502j 0.0106365-0.00660915j 0.0271647+0.00133802j 0.0124548+0.0361363j 0.0113097-0.0256117j -0.00927938+0.017396j 0.00915049-0.00756637j -0.00951011+0.00458873j -0.00255872-0.0240361j 0.00130364-0.00455141j 0.0233095+0.00716087j 0.0208718+0.00673317j -0.00514824-0.0142767j -0.0251182+0.0258891j -0.0096637+0.00697192j 0.0184119-0.0113277j 0.000841602-0.00692485j -0.0101187-0.00252739j -1.72987e-05+0.00685054j 0.00212053+0.00367315j -0.00768124+0.0107159j 0.00838667+0.00114074j -0.00406353-0.00771193j -0.00562536-0.00839354j 0.000770793-0.0139938j 0.00626662-0.0204431j 0.00360746+0.00572469j -0.00963566-0.00210718j -0.00466477+0.00750364j 0.00678698-0.0189435j 0.000691325-0.013289j -0.00111801-0.000806251j -0.0158368+0.00263055j -0.0093638+0.00851116j -0.00811465+0.00077796j 0.00526252+0.00798548j 0.00244284-0.00305296j 0.00162444+0.00384068j -0.00615324-0.00929493j 0.00377978+0.0034685j 0.00417789-0.00390299j 0.00251901+0.00260202j 0.00117264-0.00194248j -0.00342948-0.0109009j -0.00169051-0.000626734j -0.011132-0.00397946j 0.000529132-0.000192211j 0.00652385+0.00153658j 0.00285489-0.00468585j 
-0.00436714+0.00693385j 0.012624-0.00446185j -0.00227271+0.00561852j -0.00287845+0.00143194j -0.00011309-0.00704363j 0.0172556+0.017509j -0.00153864-0.00162271j 0.00127277+0.00722518j -0.00237381+0.0119032j -0.0129246+0.00809092j -0.00901232-0.00957017j 0.00143524+0.000750325j 0.0113615-0.012705j -0.00543321-0.00767937j 0.00979295-0.0179013j -0.00409479-8.01447e-05j 0.00380477+0.0248534j 0.00972905+0.0082803j -0.00598035+0.00888551j -0.00340047-0.00603793j 0.00167755+0.0114179j -0.000321597-0.00894167j 0.00386526+0.00989881j -0.0020802-0.00149844j 0.00410693+0.00174811j 0.00387143+0.00823455j 0.0109316+0.00299293j 0.00829651+0.0028765j 0.00502173-0.00293232j -0.000340014+0.00697189j 0.00452487+0.00853026j -0.0046304+0.00265928j 0.00276225-0.00888772j 0.0052967+0.00141117j 0.00502765+0.00162946j 0.00553271+0.00294846j 0.00161885+0.00637396j -0.00499773+0.00415615j -0.00272338-0.000631638j 0.00062261-0.00326819j -0.00199574+0.00883599j 0.00411368-0.000638788j -0.0048937-0.0213922j 0.00609549-0.00148839j 0.00318512+0.0212078j -0.0115477-0.009425j 0.00567211+0.00265501j 0.0118141+0.0203761j -0.00828906+0.0196227j -0.00664877+0.0103195j -0.0134704+0.00270183j -0.0137909-0.00145689j 0.0177338-0.0215317j -0.00664441-0.00966327j -0.00758554+0.00323932j 0.0174275-0.00913677j -0.00687219+0.017066j 0.0230575+0.0216081j 0.0182699+0.019741j -0.017974+0.00111871j 0.013706-0.0151851j 0.0151775-0.0379951j -0.0104164-0.0178867j 0.00818765+0.010756j 0.0137114+0.00933228j 0.0139983+0.0108471j -0.00497294-0.0149262j -0.0171699+0.00245986j 0.00330896-0.0466057j 0.0123922-0.00119053j 0.0146237+0.0210347j 0.00709016+0.0048615j 0.0076573-0.00406127j 0.0036017+0.0298904j -0.0112911+0.0158936j 0.00570138-0.00508153j 0.0075419-0.0143326j -0.00867222+0.00144065j -0.00209729+0.0107517j 0.00872757+0.00772588j 0.00912504+0.001738j 0.00259017-0.0140148j -0.00505126+0.0134273j -0.00807576+0.00849578j -0.000701815-0.00758259j 0.00235312+0.0199517j 0.0059415-0.0144552j -0.0118663+0.00616615j 0.00271018+0.0125537j -0.0108537-0.0039702j 0.00323467+0.00455078j 0.0119028+0.00239682j 0.00359276-0.000159066j 0.0055089+0.000768441j 0.01019+0.015844j -0.00249376-0.00697633j -0.00351994+0.00135394j 0.00758604+0.00187187j 
-0.00409089+0.00896999j 0.0145469-0.020595j -0.0277583-0.00876611j 0.0190542-0.0289485j 0.0168738+0.0226598j -0.0143386+0.00678685j 0.00572074-0.00393156j -0.00558884-0.00528829j -0.00637679-0.00493295j 0.000971078-0.0129914j 0.0147398+0.0149166j 0.00425957-0.0126619j -0.00401651-0.00592959j -0.00967308+0.0167145j -0.014777+0.00976867j 0.0154322+0.0100225j 0.00186978+0.0015928j -0.0173339-0.0059002j -0.00509237-0.0112285j 0.0154176-0.000168776j 0.0137569-0.00961773j 0.0111075+0.003992j -0.00962149-0.000327662j 0.00940168-0.000472283j 0.00430033+0.000655506j 0.0124495-0.00575916j 0.0037195-0.00107656j -3.09371e-05-0.00652323j 0.00299707+0.00253297j 0.00423098-0.00621111j -0.000451566-0.0049645j 0.00201531-0.0047762j 0.00468871-0.0032927j 0.00240315+0.00121137j -0.0010312-0.00548175j -0.000974177-0.00391146j -0.00167112-0.00507764j 0.0004334+0.00155118j -3.90775e-05+0.00614663j -0.00502603-0.000154044j 0.00277639+0.00672067j -0.00514027-0.00883301j -0.00110733-0.010724j 0.00344004-0.00454193j -0.0176897+0.00105782j -0.00784508-0.00642891j -0.00530755+0.00804237j -0.0023309+0.0280664j -0.00403204-0.00334282j -0.00510998-0.0102369j -0.0169908+0.00904642j -0.0016465-0.0106103j 0.0226836-0.0158805j -0.00120631-0.0131953j -0.00513136-0.00676813j -0.00223272+0.0245358j -0.0179416-0.0085566j -0.000234341+0.0404091j -0.00167222+0.0271506j -0.0220626-0.00940514j 0.0101103-0.0294349j 0.0105196-0.0222295j -0.00275757+0.00632794j -0.0116074+0.0141134j 0.00543144+0.00359736j 0.00417708-0.00291034j -0.00331436+0.0129914j -0.0264967-0.00886115j -0.0026067-0.0353581j -0.00140572-0.00805425j 0.0158035+0.0133257j 0.00438475+0.0022241j 0.00710721-0.00904126j 0.00185865+0.0263442j 0.0071214+0.00597959j -0.00337579+0.0131324j -0.00834773+0.00530415j 0.00074272+0.00088634j 0.00737026-0.0045449j 0.0077546-0.00121892j 0.00298872-0.010544j 0.00733259+0.00158175j 0.000604022+0.00660999j 0.00512157+0.00735179j -0.00483073+0.00415049j -0.0017079+0.00986771j 4.01081e-05-0.00673864j -0.00669393-6.90878e-05j 0.0144197+0.00066718j -0.000771653-0.00388063j 0.00382924+0.00498059j 0.0149318-0.000192581j -0.000733592+0.00246988j 0.00288325+0.00151836j 0.008185+0.00912439j -0.0031252+0.0012452j -0.000391001-0.000326763j 0.009116+0.00386935j 
0.00446347-0.00711478j 0.00817116-0.00583385j 0.0155472-0.0169382j 0.0049782+0.00842636j -0.0105961-0.0125163j 0.00384555+0.00143806j 5.87181e-05-0.0164492j 0.0106864+0.00718836j -0.0015039-0.0112833j -7.05676e-05+0.00457939j -0.00809727+0.0118848j 0.022476+0.0143822j 0.00270102-0.00696469j 0.0155019+0.00404343j -0.0135972+0.0337369j 0.0171276-0.0163612j -0.00347554-0.00519679j 0.0001026+0.00817213j -0.0125517+0.00704428j 0.00132198-0.00871137j 0.000177663+0.00228255j 0.00619172-0.00127901j -0.00207217-0.00701523j 0.000733783-0.00316732j -0.00226466+0.00194882j -0.00213627-0.00212129j 0.0058992+0.00486046j -0.00451123-0.00153345j -0.00103598-0.0129708j -0.0020908+0.00429037j -0.0036959+0.00131743j 0.00103589-0.00239007j 0.00733878-0.00740028j 0.000454651+0.00280109j -0.00105095+0.00154891j 0.00807927-0.00143101j 0.00215209+0.00957704j -0.00151374+0.0102768j -0.011252+0.0051747j 0.00214667-0.00415415j 0.0119872-0.00216347j 0.00513204-0.0049735j -0.00446513-0.00598572j 0.012525-0.000691263j -0.00965882+0.0102678j -0.00853172-0.00735305j -0.00193883+0.0033398j 0.0179468+0.0070295j 0.00953671+0.00383958j -0.00107949+0.0327627j 0.00796109+0.00337966j 0.0214919+0.00595551j 0.0178938+0.0390682j 0.00731139-0.0256023j -0.0320583+0.00961066j 0.0319689-0.00278171j 0.00149219+0.035273j 0.0148074-0.00180607j 0.0189776+0.0100104j 0.0137474+0.0201425j -0.000193999-0.013531j 0.00373084-0.0327769j -0.0229412+0.00857177j -0.00424434+0.000507773j 0.0214891-0.00597007j -0.00580501+0.00300009j 0.000224436-0.00174228j 0.0036432-0.00275981j 0.00575954+0.00506008j -0.0012543+0.0154932j -0.00315871-0.00546546j -0.00943359+0.00796585j -0.00861272-0.0175752j -0.0176615-0.0143257j -0.00370106-0.0211328j -0.00317206+0.00311062j 0.00614542-0.00675695j -0.00502655-0.00343206j 0.00517905-0.0134028j 0.000675484-0.00458983j -0.00373311+0.00711266j -0.00933018-0.00580973j -0.00788115+0.00962305j -0.00978323+0.00540223j 0.00309788+0.00557747j 0.00054707+0.000371956j -0.00363764-0.000635628j -0.0060036-0.000365168j -0.00430954+0.0141279j -0.00131399-0.011128j 0.00533469-0.000988304j 0.00150941+0.00162919j -0.00284271-0.00935315j -0.00226092-0.000282931j -0.00786192+0.000937184j -0.000808333-0.00295751j 0.00817403+0.00349224j 0.00797667-0.0010251j 
0.0123814-0.00576635j -0.000971823-0.00768216j -0.00528667-0.00509826j 0.00189355-0.0121267j -0.0109082+0.00744465j -0.0106413+0.00340506j -0.000529033+0.0040089j -0.00224201+0.00149436j 0.00650796+0.00164133j 0.0220314+0.00363907j -0.0156193+0.0139492j 0.00837302+0.0100801j -0.0156082-0.0114699j 0.00639391-0.00396686j 0.014667-0.00414556j -0.00277746-0.000205619j -0.0100665-0.00211732j -0.00317794-0.00394049j -0.00439384+0.00840846j -0.00821798-0.00375991j -0.0100387+0.0024277j 0.000238462-0.00135323j 0.0104362+0.00238674j -0.00529546+0.000588639j 0.00586329-0.00772016j 0.000138054+0.00118409j 0.00203472-0.00239062j -0.00201036-0.00717818j -0.00379704+0.00231812j 0.000285862-0.00145514j -0.00552403-0.00212749j -0.00341941+0.0022811j 0.000526666-0.00188882j 0.00124023+0.000833416j -0.00711064-0.00637893j -0.00344964+0.00528437j -0.00235647-0.00439522j -0.00247922+0.00398086j 0.00316596-0.000381876j 0.00216598-0.00437442j -0.00822496+0.00442038j -0.00164194-0.00218001j 0.0195087-0.00515834j -0.00607059+0.010007j -0.011279-0.00983989j 0.0110917-0.00678074j -0.000837131-0.00150497j -0.0189953+0.00101984j -0.00493732-0.0224439j 0.00737847+0.00156294j 0.00954596-0.0021257j 0.0561328-0.0234257j 0.0353246+0.0342795j 0.0270419-0.0203044j -0.0103496+0.0331391j 0.0117829+0.0356239j -0.0240833-0.0088315j -0.0126891-0.00197307j -0.0280399+0.00551761j -0.0193644-0.000775074j -0.000960436+0.00930139j -0.0282737-0.018692j -0.0178085+0.0210386j -0.00542151+0.0265085j -0.0043228-0.00481882j -0.00797796-0.00712744j -0.00925052+0.00435132j -0.00258873+0.00650287j 0.00135724-0.0251456j -0.00471233+0.0114553j 0.0083057+0.00289223j 0.0134147-0.0166412j 0.00512283-0.012113j -0.000593633+0.0184897j 0.0163361-0.0233918j -0.00539553-0.00663499j -0.00936921+0.0109493j 0.00318189+0.000561671j 0.013007-0.0149723j -0.0126964-0.0124786j -0.00508577-0.0147704j -0.0210203+0.000637023j -0.00900036+0.00779361j 0.00372155+0.00313972j 0.00973613+0.0087929j 0.00590785+0.00302218j -0.00744549+0.00493972j -0.00109191+0.00772997j 0.0135815-0.00612049j 0.0117531-0.00297746j -0.00527312-0.00803461j 0.0117213+0.000572452j -0.00181959-0.00809217j 0.00175356-0.00745856j -0.00283309-0.00709926j 0.0116955+0.00900633j 0.00827143+0.00281597j 0.00158106+0.000470583j 
