0.075741+0.0826618j -0.0216409+0.0233663j 0.231936+0.0389636j 0.11966+0.199283j -0.14093-0.250831j -0.0352731+0.182742j -0.109121+0.357853j 0.0188194+0.0160251j -0.113473+0.192871j 0.06573-0.0565529j 0.121704-0.00731528j 0.029901-0.0372402j -0.08844+0.122621j 0.0141956-0.233737j -0.209757+0.118638j 0.0305947-0.0259484j 0.0239975+0.0821762j 0.0238277+0.102166j 0.00705107-0.0817898j 0.0290554+0.020819j -0.103028+0.0363275j 0.0425205+0.00657752j -0.0289337+0.0106428j -0.0138229+0.000229428j -0.0422076+0.00518982j -0.095206-0.0249854j 0.0078833+0.060383j -0.0199937+0.0637885j -0.004297+0.0370742j -0.0237691-0.073105j 0.0313817+0.02664j 0.012185-0.00939645j -0.00258398-0.0463158j -0.00633482-0.0207117j -0.0414689-0.0336894j 0.0735849-0.0262791j -0.0508844-0.0398989j 0.00531421-0.00120925j 0.00251333+0.00245238j 0.00816427+0.0201653j -0.00498982-0.0193419j -0.0114435+0.0211424j 0.0244123+0.0137302j -0.0106193-0.0200044j -0.00254943-0.0211445j -0.0185254-0.0289865j -0.012845-0.0193598j -0.0180252+0.0267423j 0.0415996-0.0446228j -0.00820806-0.00699156j -0.00241885-0.00165581j 0.000799551+0.0164575j -0.0123178+0.0166707j -0.0109185+0.00611859j 0.00648125-0.0328138j 0.0167531+0.0199043j -0.0389219-0.0107589j 0.0220513+0.00491077j 0.0301921-0.000781429j 0.0344032-0.0127034j 0.0245776+0.016506j -0.00949892-0.0243311j -0.00601566+0.0300387j 0.0307826-0.0085002j -0.00926509+0.0200868j 0.0181343+0.00274329j -0.0190256-0.0324217j -0.0183788+0.00467303j 0.0179654+0.0111359j -0.0221557+0.00883083j -0.00294364-0.00620659j -0.0479688-0.0188432j 0.0111783-0.00956926j 0.0410792+0.00681932j -0.00893563-0.00206002j 0.00298785-0.0253328j -0.0156152-0.0225267j 0.0136094+0.0190249j -0.0068219-0.0241774j -0.00583377+0.0223924j -0.012502-0.0368081j 0.00490122-0.0293349j 0.00764347+0.0328472j -0.00759397-0.0196108j -0.0265214-0.00622059j 0.00428454-0.0188687j -0.0264415-0.00759151j -0.00158105+0.00743594j 0.0289515+0.0584453j 0.0315443+0.0343925j -0.0396888+0.0441382j -0.0351853-0.00478412j -0.0115627-0.0162944j 0.08469+0.0914334j 0.0343279-0.062667j -0.105887-0.049518j 0.00619368-0.0360626j 
0.00620667-0.00252116j 0.00366036+0.00846958j -0.0018822-0.00151818j -0.00230054+0.0044831j 0.00608165+0.00774009j 0.00530506-0.00014187j 0.00448584-0.00414334j -0.0031055+0.000327176j 0.00036437+0.00306257j -0.00331216+0.00306682j -0.000120287-0.000155463j -0.000188418-0.00171635j -4.82834e-05+0.000880069j 0.00341749+0.00209571j 9.31616e-05-0.00381979j 0.00628289-0.00282593j 0.000446716+0.00197606j -0.00493008-0.00295974j -7.15325e-05+0.00531727j -0.000297883+0.0055086j 0.00849488-0.00270175j 0.000586296-0.0008746j 0.00744625+0.00397237j -0.0043566-0.0013945j -0.000939547-0.0053937j -0.00131259-0.00896801j -0.00387781+0.00196003j 0.00232218+0.000866054j -0.00014172-0.0076747j 0.00392586-0.000275253j -0.0034765-0.00799878j 0.00705889+0.00486748j -0.00255648+0.0019074j -0.00437393+0.0020693j -0.000664655+0.00384158j -0.000634251+0.0024549j 0.00097823-0.00161075j 0.00278728-0.00375723j 0.000650579-0.000266203j 0.00574673-0.00631593j -0.00363138-0.00270544j -0.000631208-1.30015e-05j -0.00156487+0.00188437j -0.0120971-0.00755679j 0.0019267+0.00207461j 0.00692161+0.00954307j -0.0121438+0.0112988j -0.0121321+0.00583489j 0.0081636-0.000287499j 0.0101773+0.00912899j -0.00081878-0.00770433j 0.00347306+0.00222669j -0.0048182-0.00851795j -0.00435056-0.0019043j 0.00397918-0.00223317j 0.00392538-0.0201073j -0.00478339-0.0101501j 0.0168049+0.0149858j 0.00341411+0.00287238j 0.00491158+0.000448267j -0.00323029-0.00734882j -6.13607e-05-0.00757078j -0.000676927+0.00320384j -0.00606276+0.0159688j -0.00238024-0.0192112j -0.0102567+0.000526833j -0.00206042-0.016268j 0.00772609+0.00738339j -0.00161918+0.00942042j 0.000210141-0.0106441j -0.00188463+0.00833937j 0.0052587-0.00821973j -0.000704161-0.00332827j 0.0010456-0.000182729j 0.00100606+0.00450368j -0.00532403+0.00167666j -0.00390146-0.0108188j 0.00067382+0.000771826j 0.00257528+0.00986965j 0.000837192+0.00385255j 0.00308618+0.00407954j -0.00319122+0.00796603j 0.00395922+0.00516028j -0.00241861-0.000736825j -0.00259625-0.00563878j 0.00286261-0.00283974j 0.0082679+0.00113987j -0.00209364-0.00629206j 0.000933596+0.000954735j -0.00852322+0.00416888j 0.00130934-0.0017585j 0.00326257+0.00742848j -0.00639605-0.000221143j 0.00231504+0.002417j 0.00604845-0.00207071j -0.00382434-0.00205975j -0.00422327-0.00138483j 
0.00584691+0.000426324j 0.00424201+0.00341342j 0.00255195+0.00465257j -1.80221e-05+0.00439025j -0.00155007-0.00263486j -0.00123887+0.000718995j -0.00189032+0.0021804j 0.00300706+0.00144983j 0.000165034+0.00122557j 0.00152347-0.00196175j 8.59968e-05-0.00110426j -0.000168163+0.0011221j -0.000892953+0.000347688j -0.000366482+0.00147582j 0.000918615+0.000611824j -0.00154524-0.00163711j -0.00114895-0.0043748j 0.00181656-0.00714821j -0.00972045+0.00688493j -0.00212517-0.000858274j 0.000333011-0.00413228j -0.0101318-0.00244721j 0.00341501+0.0153144j -0.00458529+0.00171725j 0.00694599-0.00437616j -0.00117197+0.00362733j -0.00130417+0.0005052j 0.00291274+0.000571711j 0.00118765-0.00421109j -0.00511997-0.00605447j -0.00335851-0.000370659j 0.000104615-0.000376335j 0.000536273+0.00609556j -0.00254523+0.00616899j 0.00408814+0.000488626j -0.000196289-0.00261653j -0.00339826-0.00330095j -0.0105899-0.00463632j 0.00560307-0.00985708j 0.00050403+0.00236428j 0.000244774+0.0171366j -0.000565445+0.0131378j 0.0106439+0.00188395j -0.0126691+0.00598388j -0.0106781+0.0126121j -0.0144275+0.0103244j 0.0225657+0.00999581j -0.0205743+0.0012209j -0.00269423-0.00113269j 0.00154982+0.00330052j -0.0177817-0.00354496j -0.00230225-0.0044036j -0.0196548-0.00736954j 0.00622846+0.0107341j 0.00509919-0.00191747j 0.00709859+0.00176519j 0.000419269+0.000160903j -0.027403+0.00483865j 0.0168913+0.00378231j 0.0145956-0.00434138j 0.00828372+0.00220909j -0.018428+0.0211366j 0.0053435-0.0191823j -0.00353436-0.0169995j -0.00374853-0.0143444j 0.0120419-0.0188639j 0.0168791-0.00449086j -0.003645+0.00553813j 0.00445959+0.000334455j 0.00382708+0.00814731j 0.00426435+0.00605957j 0.000723714-0.00265444j 0.00925009+0.00335326j -0.00718805+0.000549606j 0.00397071+0.00760576j -0.00131384+0.0103469j 0.00916592+0.00120267j 0.000703075+0.0071081j 0.00426426-0.00101273j 0.00249627-0.00194754j -0.000617062-0.00395453j 0.00194148-0.00187493j -0.0130336+0.0094426j 0.00241841-0.00508277j -0.00561875+0.00596695j 0.00506057-0.00076525j -0.00689117+0.00506481j -0.00680177+0.00426791j 0.00228269-0.000660637j -0.003557-0.00125213j -0.00246606-0.00117094j -0.00237322-0.00369697j -0.0016021+0.00292798j -0.00188877+0.00344438j 0.00166236-0.00268276j 0.000512136-0.00254636j 0.0033144+0.00173638j 
0.00766261+0.00846508j -0.00751665+0.0118106j -0.00717823-0.00440758j 0.00341281+0.0044752j -0.00354297+0.00236793j 0.00541608+0.000870171j -0.00167871+0.005229j -0.00147863-0.00714386j -0.00125331-0.000284306j -0.000286303+0.00532864j -0.00612491-0.00181552j 0.00475525+0.00313519j -0.00488016-0.00129698j 0.00159563+0.00376591j 0.00381174-0.00257082j 0.000191128+0.00659171j -0.0059092+0.000718496j -0.00419037-0.0131973j -0.00851309+0.0167963j -0.00099828+0.0114418j -0.000901032-8.9068e-06j -0.0118705-0.000333403j -0.00296415+0.00616699j 0.00876333-0.000863966j 0.00192024+0.00349515j 0.00194695+0.00762768j 0.00134866-0.00197668j 0.00493473+0.00879902j -0.00149728+0.00339845j -0.00270663-0.00459812j -0.00305263-0.00472244j 0.00603961-0.00266147j 0.00285876+0.00600146j -0.00261567+0.0050206j 0.00249304+0.0013105j -0.0014605+0.00121326j -0.00265363-0.00247697j -0.00843813+0.00526354j 0.000687257+0.0034847j 0.00516773-0.00154066j 0.00333189-0.0042187j 0.00386113-0.00610812j -0.00475317-0.00237926j -0.0030689+0.00158301j 0.00397298-0.00502459j 0.00205982+0.00555027j -0.00146967+0.00897311j -0.00840943-0.0183169j 0.00374428-0.00588316j -0.00339465-0.00537313j -0.00822719-0.00934933j 0.0114488+0.00289698j 0.00656225+0.00224854j -0.00392765-0.00745578j 0.00109824+0.0138393j 0.00169383+0.00585949j 0.00498522-0.00928162j 0.00184911+0.00050219j 0.00657895-0.0041968j -0.0140952-0.00446107j 0.00528697-0.0102672j -0.00180009+0.00354644j -0.00668283+0.0109079j 0.00317742+0.00889897j -0.00217419+0.00301807j 0.000977351+0.00251286j -0.0074529+0.0138588j 0.00231667-0.00476723j -0.0137609-0.0141121j -0.00101881-0.00864657j 0.00674868-0.00192413j -0.00128144+0.00019243j -0.0010375+3.99156e-05j -0.000707287-0.00438757j -0.00109279-0.000741646j 0.0025758+0.000353089j 0.0031906-0.00445767j 0.00285792-0.00612146j -0.00516017+0.000467871j 0.00372049-0.000397081j -0.00322334+0.00416703j 0.00045172+0.00795948j -0.00193779-0.0109823j 0.00346115-0.00387039j 0.00163687+0.00459007j 0.00182501-0.00327857j -0.000265654-0.000949765j 0.00303588+0.00398805j 0.00126091-0.00570411j 0.000553538-0.00207388j 0.000434809+0.000875045j -0.00245591+0.000464563j -0.00318086-0.00159673j -0.000668769-0.00754881j -0.00594382+0.00353262j -0.000211386+0.00316859j -0.00354805-0.00322458j 
0.00995076+0.00319107j -0.00526156+0.00450561j 0.0054461-0.00381355j 0.000372194+0.00201406j -0.00701334+0.00249706j 0.00387324+0.00541814j 0.00133833+0.0056356j 0.00243778+0.00709416j -0.00679384-0.000241799j -0.00306412-0.00484129j 0.00233752+0.00103257j -0.00091069+0.00150274j 0.00122565+0.00157589j -0.00249565-0.00567011j -0.00106327+0.00170947j 0.000709133-0.00525242j 0.00599931+0.0054551j 0.00289467+0.00437084j -0.00368247-0.000383963j -0.00308857+0.00668921j -0.00630329+0.00503555j -0.00210799-0.00367083j 0.00592284+0.00216032j 0.0028863+0.00212011j 0.00715709+1.00383e-05j -0.00417776+0.00182225j 0.00880997-0.00614682j -0.00353253-0.00628046j 0.00589342+0.00158373j -0.00589063-0.00382845j 0.0021058-0.000875737j -0.00730571-0.00524156j -0.00266282-0.00306873j -0.00319833+0.000330467j 8.83652e-05+0.00179348j 0.000525273+0.00104972j 0.00124613-0.00200944j 0.000460607-0.00255796j 0.00226878-0.000159955j 0.00161558-0.00688958j -0.00762536-0.00454273j -0.00337528+0.00468375j 0.00446316-0.000983964j -0.00234523+0.00419156j 0.00442816-0.00396038j -0.00333899+0.00696869j -0.00563569-0.0028525j 0.0111818+0.00373619j 0.00293124-0.00573803j -0.000969313-0.00113324j -0.00409592-0.00585535j 0.00866001+0.0043398j 0.000122582+0.0104341j -0.00273321+0.000819142j -0.00346368+0.00636155j -0.00646071-0.0106483j -0.00491523+0.00473652j 0.0142369+0.0052728j -0.0138271-0.00850824j -0.0118584+0.00260184j 0.00227682-0.0071289j -0.0118999-0.00645886j -0.00360104+0.0164565j -0.00323444+0.00310591j -0.00773595+0.00175026j -0.0102218+0.00348187j -0.0136726-0.0125121j 0.00337199-0.00932266j -0.00392512-0.00317667j -0.00403541+0.00445683j 0.00251574-0.00911124j 0.0116138-0.00632195j -0.00309384+0.00503093j 0.00585398+0.00244377j 0.00906875+0.00406043j -0.00822793-0.000504909j 0.00108156+0.0016828j 0.000323887+0.00403329j -0.00373432-0.00970202j 0.00175603+0.00574493j -0.000647178+0.000905759j 0.000162911+0.00770594j 0.00140439+0.00400757j 0.00611691-0.0107818j 0.00192971+0.00101743j -0.00208599+0.00554468j 0.00104101+0.00174122j 0.000824208+0.00028467j 0.00309736+0.00481522j 0.00108997+0.00382073j 0.0028751-0.00365754j 0.0024118-0.00165213j 0.00354209-0.00211598j -0.00433403+0.00930816j 0.00652676+0.0100439j 0.00537011+0.000585082j 0.00528983+0.00773669j 
0.0069124-0.00156909j 0.000677086+0.00568515j -0.0109249-0.00119593j 0.00329983+0.00139957j 0.000976827-0.00139323j 0.00669218+0.000628718j -0.0022958-0.00382244j 0.000878968-0.000610184j 0.00108807-0.00297597j -0.000712824+0.000900034j -0.00346733+0.00103871j 0.0025937+0.000319335j -0.00245629-0.00190223j 0.00104813+0.00611424j 0.00382702-0.00205278j -0.000428417+0.00329543j -0.00955078+0.00256183j 0.00419136-0.00609176j 0.000361219-0.00570582j -0.00124995-0.00637417j -0.00779313-0.00428274j -0.00136781-0.0026064j -0.000292964-0.00329902j -0.0122268+0.00663176j -0.0131492-0.00142256j -0.00191466-0.0130838j -0.00361678-5.44667e-05j 0.00132291-0.00396294j 0.00334815-0.00260447j -0.0102319-0.000372343j 0.00178293+0.0023512j 0.00488892-0.00247178j 7.42417e-06+0.00600577j 0.000848176-0.00177281j 0.000181619-0.000484141j 0.000560623-0.00178543j -0.00369153-0.000373549j -0.00285262+0.0049251j -0.00834113+0.00360488j 0.00768258+0.00679077j 0.0112096-0.00388797j 0.00699281-0.00765323j -0.00174115+0.00485288j 0.00622288-0.00240517j 0.00133958-0.00405664j -0.00341892-0.00176485j 0.0161295+0.0174418j 0.000255029-0.00644948j -0.00279466-0.00347025j 0.0036571-0.00519777j 0.00497707+0.00623815j 0.00370243+0.00524651j -0.00275056-0.00362236j -0.00413364-0.00646402j 0.00397117-0.00181877j -0.000974213+0.000979501j 0.011734-0.00528989j -0.0026342-0.0079808j 0.00406402-0.00221671j -0.0126565-0.0105701j 0.000437909+0.00572989j -0.00056708-0.00973083j 0.00227222+0.0193745j -0.00254429+0.00441803j -0.00618799+0.00522084j -0.000772453+0.00194641j -0.00135841-0.000968575j 0.0151474+0.000635303j -0.00516207-0.00525163j -0.00209528-0.00291644j 0.000312258+0.000712742j 0.00128951-0.00513905j -0.00262328-0.0041647j -0.00883191-0.0112992j -0.00108913-0.00627448j 0.00476543+0.00624917j 0.00492024-0.00229776j 0.00523621+0.00527988j -0.00481547+0.000339925j 0.005011+0.00196339j -0.00215914-0.003018j -0.00376478-0.00239588j -0.000696582-0.00513648j 0.00349757-0.00819877j -0.00413258-0.0104586j 0.00161597-0.00695463j 8.61179e-05+0.00024854j 0.00433239+0.00686699j 0.0037295+0.0010614j 0.0088434-8.46398e-05j 0.000838735+0.00258719j -0.0061629+8.45078e-05j -0.0106084-0.0034309j 0.00132799+0.000466548j -0.00162721+0.0023564j -0.00236371-0.0036999j 0.00914062+0.000276146j 
-6.20911e-05-0.000788455j -0.000310679-0.00478851j 0.00305311+0.00032176j 0.0143568-0.00671101j -0.00203783-0.00332685j 0.00208989+0.00153176j 0.000109812-0.0029723j -0.00462999+0.000248136j 0.00239763-0.00257084j 0.00478431+0.00333499j 0.00282371+0.00291737j 0.00818099+0.00509908j -0.00426233+0.00240949j 0.000320218-0.002714j 0.000300881+0.00737424j -0.00724227-0.00251376j -0.00196195+0.00493772j 0.00179416+0.00423998j 0.00204737-0.00810154j 0.000316344-0.00462188j 0.00936002+0.00118115j -0.00455411-0.000242947j 0.00439688+0.00458461j -0.00192797+0.00233367j -0.00364319-0.00880618j -0.00158546+0.00230977j 0.0015238+0.0028494j -0.00433216+8.51688e-05j -0.00119899-0.0016221j -0.00414663-0.00443354j -0.00272385-0.000918269j -0.00105689+0.0035468j 0.00233987+0.00268452j 0.00251077-0.00238982j -0.000186762-0.0013839j 0.000576922+0.00068211j 0.000734486-0.00110246j 0.00113782-0.00531296j 0.00673543+0.0112732j -0.0168988-0.0106108j -0.0166883-0.000326564j 0.00323017+0.00743294j -0.00101237+0.0100241j 0.000126477+0.00689082j 0.000702651+0.000997192j -0.00203846-0.00642617j -0.0150574-0.012209j 0.0134022+0.0108293j 0.00518094-0.0022547j -0.00139108+0.00965513j -0.00389184+0.00161691j 0.00691665-0.00326153j -0.00567078+0.00301506j 0.00660782+0.00743636j -0.00316918+0.00621739j -0.00718526-0.00545413j -0.00686802+0.0087837j 0.00739876+0.00771815j -0.0197711-0.0187186j 0.0174004+0.00257976j 0.00607526+0.0141035j -0.00833494-0.00438786j -0.0130591+0.00763148j 0.00630233-0.000930793j -0.000271356+0.00498135j -0.000451869-0.00911013j -0.00560163-0.00164453j 0.0102858+0.00552439j 0.00535041+0.00798456j -0.00271883+0.00684367j -0.0144493-0.0106107j -0.00886853+0.00207207j -0.00264977+0.0021918j -0.00690702+0.000670768j -0.0130111-0.00117422j 0.00752714+0.00284882j 0.0054586-0.00267954j -0.00205734-0.00116321j 0.00339374-0.000204122j 0.00254296+0.00346171j -0.00470339-0.000330514j -0.00636419-2.46355e-06j 0.00396336+0.00562557j -0.00459094-0.005087j -0.00472098-0.00157734j -0.00456397+0.00439858j -0.005239-0.00354317j -0.00247056+0.00297236j 0.000610083+0.00345118j -0.00341739+0.00360851j -0.00146933+0.00581946j -0.00126982-0.002194j 0.0127682-0.000588678j 0.00144812+6.48848e-05j 0.00254271-7.14466e-05j 0.00194555-0.00353241j 0.0081555+0.00285307j 
-0.0010266+0.0122649j -0.00341115-0.00475382j -0.0126026-0.00950162j 0.0103892-0.000741622j 0.0032797-0.00517043j -0.00967826-0.00061452j 0.00404172+0.00212982j -0.0016428+0.000512726j 0.000396304-0.00133977j 0.00703718+0.00107165j -0.00505844+6.50631e-05j 0.0031491+0.0041783j 0.00133014-0.000476825j -0.000105695+0.00257064j -0.00153957+0.00148428j -0.00149183-0.0103588j 0.00138519-0.0117966j 0.0139037-0.00916529j 0.000806251-0.0253977j -0.00228816-0.0128418j 0.00452632-0.000129932j -0.00336028-0.00582599j 0.00363098-0.000906544j 0.00258737+0.000650912j -0.00585147+0.00313194j 0.00532682-0.0105947j 0.00202315-0.00357765j -0.000588368+0.00345535j -0.00567246-0.0053514j 0.000663004-0.00134531j -0.00293181-0.000218755j 0.00199246+0.00320743j 0.00123146-0.00102211j -0.000379862-0.000986636j -0.0030394-0.0017586j 0.00550981-0.0021604j 0.00032611+0.000807633j 0.00644969-0.0124248j 0.0141854-0.00508985j -0.00855527-0.00559344j -0.00237315-0.00992768j 0.0047393+0.0100814j 0.0160328-0.000867965j 0.000110434+0.0020623j 0.00702702+0.0126685j 0.00113708-0.0117224j -0.00789814-0.00309304j 0.0104216+0.00689412j -0.00366262+0.00247369j -0.00503327+0.0067057j -0.0102133+0.00860657j 0.00234924-4.70697e-05j 0.00706935-0.00710036j 0.00525432+0.0118775j 0.00383873+0.00131156j 0.00113914+0.0022822j -0.00555525-0.0155283j 0.0120597+0.00427303j -0.0109604-0.00620989j 0.00714409-0.00189078j 0.00632692+0.000455573j -0.000262481+0.0096639j -0.00134744+0.00241692j 0.00434027+0.000254204j 0.00516161-0.00188866j -0.00248513+0.00431954j -0.004785+0.0081982j -0.000453636+0.00170742j 0.00278287+0.00899721j 0.00144724+0.000921591j -0.00140852-0.0105534j -0.0123237-0.00127204j 0.000713339-0.00339451j 0.00138973+0.00264846j -0.00345956-0.00586956j -0.00372387-0.000952078j -0.0104434-0.00631048j 0.000704506-0.000537199j 0.00298051+0.00268385j -0.000346163+0.000295343j -0.000439847-0.000584795j -0.000732512+0.0010586j 0.000909283+0.00113151j -0.000252723-0.00582613j 0.00562789-0.00134322j -0.00375904-0.00366881j 0.00137825+0.00174603j -0.00222184-0.00341735j 0.00131535+0.00606616j -0.0078661-0.00598756j 0.000665355-0.00325484j -0.00377856+0.00313096j 0.0048931-0.00366109j 0.00274112+0.00714238j -0.00112837-0.0100575j -0.00613858-0.00510321j 0.00442478-0.000435396j 
-0.0107339+0.00191089j -0.000716942-0.00716748j -0.00439787+0.0101384j 0.00991123+0.00259892j 0.000326674-0.0018972j 0.0100111+0.00778243j -0.0026813-0.00811074j -0.0091316-0.00231262j 0.00511648-0.00261877j -0.00192007+0.00424088j 0.00209127+0.00086389j 0.00173781-0.00315773j -0.000885177-0.0027012j 0.00400911+0.00362876j 0.000893623+0.00215049j 0.00754983-0.00486745j -0.000244388+0.00889868j -0.00291278-0.00187599j -0.00195241+0.00838807j -0.00491154+0.00418377j 0.00371201-0.00504469j -0.00366408-0.00143872j 0.00259227+0.0046265j 0.00304965-0.00402558j 0.000530028+0.0011244j -0.0053707+0.00181085j -0.00252633+0.00452943j 0.00602755-0.00687808j -0.00316797-0.00165609j 0.00437623-0.000159193j -0.00355486-0.00197851j -0.00249456-0.00109504j -0.00133257+0.00362698j -0.00307067-0.00165937j 0.00114808+0.00207441j -0.00230775+0.00312145j 0.00361252+1.04933e-05j 0.00646744-0.0055137j 0.00920513+0.00488407j -0.00888658-0.00736757j -0.011458+0.00137436j -0.0050227+0.00598057j 5.84338e-05-0.00196693j 0.00413903+0.00755j -0.0035955+0.00438618j -0.00238227-0.00883254j -0.00427101+0.00522293j -0.00267651+0.00357173j 0.0047435+0.00486345j 0.00316763+0.00130633j 0.00157366-0.00328492j -0.00406433+0.00399174j -0.00960075-0.00145775j 0.00803869+0.000512449j 0.00943802+0.0029284j 0.000914835-0.00413634j -0.00159838-0.0129772j 0.00324087+0.00578085j -0.00852387-0.001147j 0.00828664+0.00308246j -0.00117419-0.00723415j -0.00328812+0.00222228j -0.00749282-0.00283465j 0.00209603-0.00164229j 0.0151597-0.00386798j -0.00350187+0.00435163j -0.000963796+0.00369968j -0.00120607-3.26005e-05j -0.000846273+0.00103003j 0.00375528-0.000938384j 0.00496965-0.00265929j 0.000781658-0.00585585j 0.00122896-0.00325457j -0.000839555+0.00257633j -0.000180267-0.00376234j -0.00305697+0.00502133j 0.00614474-0.00110534j 0.00277573-0.0019324j 0.00265146+0.0015401j 0.000997805+0.00211008j 0.00282417+0.00313662j 0.00216222+0.00364493j -0.000568968+0.00119296j 0.00278322-0.00201439j -0.000874362+0.00222471j -0.000570824-0.00331985j -0.00215084+0.00499551j -0.00230322+0.00349971j 0.00184552-0.0053595j -0.00175933-0.00173466j -0.0019637-0.00175507j 0.00244475-0.00159034j 0.00659593-0.00271046j 0.00255531-0.00417336j -0.00862457-0.00151595j -0.00487727+0.000630524j -0.00495808-0.00476123j 
0.00550663+0.0103113j -0.0205356+0.0101334j -0.010594-0.00112774j 0.000215062+0.0142445j 0.00427578-0.00417989j 0.00245791+0.00591411j -0.00118635+0.00279529j -0.000783476+0.002012j -0.00164873+0.000995722j -0.00458877+0.000306487j -0.00095573-0.00323876j -0.0103903-0.00667442j 0.00679979-0.00509921j -0.000975099+0.00592765j -0.000454905-0.00546285j -0.00121042+0.00108986j 0.00603698-0.00173565j -0.00819466-0.00813594j 0.0019546+0.0126821j -0.00385499-0.00740704j -0.00073624+0.00499402j -0.000175485-0.00999697j 0.00775775-0.00480207j 0.00349027+0.0033853j 0.00288792+0.00376763j -3.95244e-05-0.00585799j 0.00951481-0.00911212j 0.0073653-0.00114576j -0.00127332-0.00717246j 0.00374868+0.00466879j -0.00267094-0.00151829j -0.00426297-0.00524947j -0.00550493-0.00322723j -0.00121178+0.00829559j 0.00418856+0.00529273j 0.00349134+0.0023292j 0.000744505-0.00130856j -0.00218878-0.00973054j 0.0127535+0.00430966j -0.018287-0.0237116j -0.0176553+0.00051629j 0.00185304-0.0072339j -7.64198e-05-0.0156771j -0.00801741+0.00348192j -0.00144586-0.00464648j -0.00869093+0.0087678j -0.00471745-0.000846286j 0.00741314-0.00692918j 0.00615174+0.00692759j -0.00637837+0.0129329j 0.00773739+0.00264379j -0.00444736-0.0037865j -0.00440992-0.00262358j 0.0196678+0.00569904j -0.0059184+0.00376188j -0.00635998-0.0143934j -0.00804655-0.000105487j 0.00183326+0.00160767j 0.00428942-0.0130117j 0.00780233+0.00640884j 0.000938099+0.00115831j -0.00569669+0.0010768j -0.0121683+0.00433311j 0.00148404-0.00090934j 0.0103553+0.002134j -0.00594168+0.00108152j 0.000319538-0.00143352j 0.00110518-0.000155229j -0.00406428-0.00351708j -0.000271053+0.00336401j 0.00195719+0.000357954j 0.00507425-0.000182434j -0.00574337-0.00209643j -0.00207735-0.00379525j 0.00232551-0.000986741j 0.000982353+0.00791654j 0.0109801-0.00586761j -0.00556537-0.00758059j -0.00823063-0.00598187j -6.39451e-05+0.00425082j 0.00615703+0.000217643j 0.00424538+0.00711399j -0.000213883-0.000959701j 0.00853927-0.00554408j -0.00280694+0.00808072j 0.00744936-0.000151932j -0.00996712+0.00187188j 0.000499591+0.00307463j 0.000180089-0.00589624j 0.0073847-0.00202183j -0.00273279-0.00335774j -0.00444716-0.000981063j 0.0108839-0.00247835j -0.000413759-0.00876332j -0.00435318+0.00656252j 0.00548927+0.00666747j -0.00939566-0.00182906j 
0.00262454-0.00322946j 0.00162298+0.00361965j 0.00669772+0.00180712j -0.0133175-0.01275j 0.00230896+0.00274201j -0.000298599-0.00878529j -0.0029057-0.00234732j 0.0038152-0.00280845j -0.00108184+0.00119815j 0.00078319+0.00210921j 0.00309375+0.000697753j 0.000184043+0.00107065j -0.00285693-0.00170616j -0.00411445-0.00326989j 0.00135082+0.00187139j -2.52592e-05+0.00587116j -0.0014245+0.00315027j 0.00463083-0.00693794j 0.00298315-0.00213165j 0.00290813-0.0110451j 0.00378218+0.00157477j -0.0028378+0.00802787j 0.0081673-0.00518845j 0.00163272-0.00152094j -0.00132329-0.0049926j 0.00726149-0.00556652j 0.000577288-0.00407658j -0.00277092+0.00453524j 0.00142546-0.00323741j -0.00238435-0.00194587j -0.000722664+8.5182e-05j -0.000142541+0.0025499j -0.000953617-0.00398355j 0.00168578+0.00397347j 0.000306315-0.00298341j -0.000349138-0.000855225j -0.000224011+0.00199957j 0.00853202-0.0127753j 0.00595012+0.00446074j -0.00573189-0.0258715j -0.0223737-0.00188436j 0.00482683-0.00496571j -0.00206212-0.00215363j -0.00292736+0.0102187j -0.00955815+0.00914815j -0.0145548+0.0158926j -0.00016069+0.0121709j 0.00206816-0.00648563j 0.00173761-0.00225504j -0.00911857+0.0116979j 0.00435991-0.00303968j 0.01135-0.00229898j -0.00306628+0.000850932j -0.00273646+0.00196337j 0.00923687+0.00424881j 0.0100668-0.0148786j -0.00864813-0.00327549j -0.00158083+0.00710712j -0.00764091-0.00555436j 0.0121696-0.00465628j 0.00819861+0.0123982j -0.00633706+0.00954885j -0.00909816+0.0140891j -0.00065266+0.00817783j 0.00893284-0.00560078j -0.00181922+0.000924256j 0.00587758+0.00227896j 0.00456984+0.00543465j -0.00674566-0.009647j 0.00306167-0.00155924j -0.00618332-0.0042389j -0.00271246-0.00323185j 0.00736755-0.00892235j -0.00894215+0.0050293j -0.0112694-0.000440937j -0.00585991+0.009644j 0.00293047-0.0123201j -0.00507743-0.00814228j 0.000140584-0.00492923j 0.00315165+0.00695213j 0.00391463+0.00497567j 0.00414963+0.0108871j -0.00717319+0.00454477j -0.00301307-0.003079j -0.00383968+0.0104055j 0.000133646-0.00550371j -0.00886209-0.000924699j -0.00166262+0.0155749j 0.00189713+0.00033245j -0.00100257+0.00414058j -0.00680907+0.00251529j 0.000419679-0.00575673j 0.00647221+0.0019802j 0.00254591-0.00306373j -0.00179057+0.00295475j 0.0044981+0.00260782j 0.00219626+0.00286422j 
