0.075741+0.0826618j -0.0216409+0.0233663j 0.231936+0.0389636j 0.11966+0.199283j -0.14093-0.250831j -0.0352731+0.182742j -0.109121+0.357853j 0.0188194+0.0160251j -0.113473+0.192871j 0.06573-0.0565529j 0.121704-0.00731528j 0.029901-0.0372402j -0.08844+0.122621j 0.0141956-0.233737j -0.209757+0.118638j 0.0305947-0.0259484j 0.0239975+0.0821762j 0.0238277+0.102166j 0.00705107-0.0817898j 0.0290554+0.020819j -0.103028+0.0363275j 0.0425205+0.00657752j -0.0289337+0.0106428j -0.0138229+0.000229428j -0.0422076+0.00518982j -0.095206-0.0249854j 0.0078833+0.060383j -0.0199937+0.0637885j -0.004297+0.0370742j -0.0237691-0.073105j 0.0313817+0.02664j 0.012185-0.00939645j -0.00258398-0.0463158j -0.00633482-0.0207117j -0.0414689-0.0336894j 0.0735849-0.0262791j -0.0508844-0.0398989j 0.00531421-0.00120925j 0.00251333+0.00245238j 0.00816427+0.0201653j -0.00498982-0.0193419j -0.0114435+0.0211424j 0.0244123+0.0137302j -0.0106193-0.0200044j -0.00254943-0.0211445j -0.0185254-0.0289865j -0.012845-0.0193598j -0.0180252+0.0267423j 0.0415996-0.0446228j -0.00820806-0.00699156j -0.00241885-0.00165581j 0.000799551+0.0164575j -0.0123178+0.0166707j -0.0109185+0.00611859j 0.00648125-0.0328138j 0.0167531+0.0199043j -0.0389219-0.0107589j 0.0220513+0.00491077j 0.0301921-0.000781429j 0.0344032-0.0127034j 0.0245776+0.016506j -0.00949892-0.0243311j -0.00601566+0.0300387j 0.0307826-0.0085002j -0.00926509+0.0200868j 0.0181343+0.00274329j -0.0190256-0.0324217j -0.0183788+0.00467303j 0.0179654+0.0111359j -0.0221557+0.00883083j -0.00294364-0.00620659j -0.0479688-0.0188432j 0.0111783-0.00956926j 0.0410792+0.00681932j -0.00893563-0.00206002j 0.00298785-0.0253328j -0.0156152-0.0225267j 0.0136094+0.0190249j -0.0068219-0.0241774j -0.00583377+0.0223924j -0.012502-0.0368081j 0.00490122-0.0293349j 0.00764347+0.0328472j -0.00759397-0.0196108j -0.0265214-0.00622059j 0.00428454-0.0188687j -0.0264415-0.00759151j -0.00158105+0.00743594j 0.0289515+0.0584453j 0.0315443+0.0343925j -0.0396888+0.0441382j -0.0351853-0.00478412j -0.0115627-0.0162944j 0.08469+0.0914334j 0.0343279-0.062667j -0.105887-0.049518j 0.00619368-0.0360626j 
-0.00394187+0.00720235j -0.000897122+0.00385266j 0.00185455+0.00137481j -0.00228601-0.00197672j -0.00531599-0.00395708j -0.00029318+0.0123714j -0.00383209+0.00375954j -0.00638851+0.00571695j -0.000365032+0.00708193j 0.00227178-0.0052005j 0.00985325-0.00381303j -0.00915827-0.0056646j 0.001608-0.00287762j -0.000911681-0.00438292j -0.00431557+0.00719427j 0.00533804-0.00664288j 0.00839366-0.00391125j 0.00159665-0.00749264j -0.00553003-0.0037463j 0.00358135+0.00580997j 0.00333879-0.000946793j -0.0022014+0.00179764j -0.00315612-0.00850602j 0.00129521+0.00260357j -0.000810836+0.00399078j 0.000858182+0.00151498j -0.00508861+0.00345667j -0.000122525+0.00586356j -0.00586986-0.00537356j 0.00619372-0.0082252j 0.00155475-0.002272j 0.00663447-0.00242095j 0.00304508-0.00420562j -0.000637657-0.000156156j -0.00179506-0.00566654j -0.00435011-0.00454658j -0.000425404+0.00356984j -0.00637853+0.000962446j 0.00180619-0.00192453j -0.00118412+0.00325147j -0.00297539-0.00161309j 0.0020117+0.00393745j 0.000991372-0.00759633j -0.00156469-0.010296j -0.00347358-0.00183068j 0.00421167-0.00423923j -0.00305953+0.0072272j 0.000775198+0.00131235j -0.00175914+0.00770293j -0.00238807-0.00563868j 0.00584178+0.000828768j 0.00271269+0.0106492j 0.00245504-0.00659294j -0.00660314-0.0058625j -0.00596985-0.000555092j -0.000456962-0.00563398j 0.00632422-0.0160761j 0.00868136+0.0061953j 0.00458448+0.00746407j 0.00155508+0.00883272j 0.00852863+0.00530793j -0.00757164-0.0179198j 0.00284627+0.00166442j 0.00413367+0.00364675j 0.0127864-0.00880667j -0.00533272+0.00437357j -0.00487226+0.0122178j 0.00576063+0.00133988j -0.00341787-0.00024137j 0.00778843-0.002817j -0.00632031-0.00306394j -0.00835804+0.00328333j -0.0098283+0.00213922j -0.00868434-0.0115755j 0.000778093-0.0122582j 0.00538124+0.00289236j -0.00812764-0.00386359j 0.0122306+0.00671095j -0.0120938+0.00211455j -0.0129971+0.00401068j 0.00704569-0.00828329j -0.00114599-0.00800963j 0.00063087-0.00231793j -0.00336866-0.0133451j 0.00146593-0.00462824j 0.00142805-0.00359399j -0.00510908+0.00483953j 0.00761551+0.00229867j -0.000690153+0.000317479j 0.00306129-0.00297393j -0.00166083+0.00824185j -0.00388437+0.00127748j -0.00175995-0.00466244j 0.00721559-0.00636797j -0.000713527-0.0106688j -0.00598297-0.00740011j 0.000195441-0.00750715j 
0.000447952-0.00106233j -0.00208425-0.0056308j -0.0024304-0.00373297j 0.00154146-0.000136262j -0.000765681+0.0038938j 0.00291243-0.00500324j 0.00899742-0.00211107j 0.00253174+0.00250477j 0.00245659-0.00671411j -0.00411803+0.00653863j -0.00330233-0.00363214j 0.0018556+0.00699975j 0.0051328+0.00633001j -0.00194229-0.00152518j -0.000958026-0.00612377j 0.000503735+0.00519039j -0.00196264+0.00200086j -0.000575742+0.00772323j 0.00274638-0.00522417j 0.000355104+0.0022735j -0.00110479+0.000380842j 0.00244106-0.00254129j 0.00255311+0.000726118j -0.00312693-0.00174215j 0.00302427+0.0012119j -0.00122291+0.00709545j -0.00640998-0.00234191j -0.00339439+0.0051196j 0.00347367+0.00212857j 0.0140653+0.0022134j -0.00438325+0.00909477j 0.00323961-0.00380211j 0.00296528-0.00309791j -0.0019419-0.000867515j -0.00302795-0.00155381j 0.00326049-0.00385444j -0.00323948-0.00115141j 0.000359938+0.00186009j -0.00171471+0.00100388j -0.00992482+0.00684572j -0.00882836+0.00297851j 0.00393513-0.00232118j -0.0038191+0.0031178j 0.000867233-0.00300376j 0.00396299-0.0037875j 0.0064263-0.0117232j -0.00245652-0.000125919j 0.00106885-0.00120966j -0.00340916+0.00153404j -0.00646072-0.00554851j 0.00339412+0.00590884j 0.0034739-0.00043559j 0.00159444-0.00481777j -0.000587545-0.000460747j -0.00287703+0.00219404j 0.00367467+0.00465882j -0.00330838+0.00409448j 0.0166699+0.0035493j -0.00681568+0.0052941j 0.00162216+0.00834118j 0.000986048+0.00262443j 0.00114838+0.012293j -0.00658001+0.00199525j 0.00282203+0.00477888j -0.0127492+0.00417802j -0.0129315-0.0149968j -0.000932423-0.0141868j 0.0137417-0.022111j -0.0112672+0.00489923j 0.010113-0.00853502j -0.0179392+0.0213551j -0.0101035+0.02227j 0.00203005-0.0162123j -0.00682806+0.00160244j -0.00330014-0.0247562j -0.00839643-0.0211787j -0.00865525+0.0216546j -0.00253007-0.000188626j -0.0118588-0.00471333j -0.0069212+0.0135647j 0.00636878+0.00608608j -0.00334182-0.0123856j 0.00600659-0.00154326j -0.00264022-0.00501986j 0.00379678-0.00358242j 6.28055e-05-0.00536046j -0.0103697+0.0156304j 0.008274-0.00527742j 0.00532886-0.00227004j 0.00255407+0.00783929j -0.00535946+0.00787311j 0.00197898-0.0106309j 0.00649966-0.00360419j 0.00301882-0.001528j 0.00332454-0.00100738j -0.00069343-0.00294842j 0.0022803+0.00345214j 
0.00717422+0.000511255j 0.00231671-0.000372926j 0.002668-0.00603983j -0.00367144-0.00677616j -0.0016911-0.00917715j -0.00193758+0.00863112j 0.00109701+0.00179751j 0.0111466+0.00772927j 0.000302714-0.00664073j -0.00484282-0.00638572j -0.00516351-0.00234588j -0.0105339-0.000141808j 0.0129404-0.0089863j -0.00238005-0.00254712j 0.00719917+0.000517504j 0.00805849-0.00083434j -0.0054989+0.00822795j -0.0032375+0.00236516j 0.00392762+0.000229059j 0.00307675-0.00566684j 0.00670486+0.0034442j 0.000173181+0.00201039j -0.00332025+0.001476j 0.00202587-0.00706975j -0.00033591-0.00249394j 0.000593793+0.00158089j -0.00301492-0.00398847j -0.00269369+0.00493604j 0.00219512+0.00181026j -0.00174668+0.0054802j -0.00627167-0.00489318j 0.007631+0.00222894j 0.000378204-0.000112035j 0.000449212-0.00338621j -0.00346035+0.00128784j 0.000888074-0.00210627j 0.000173041-0.00184411j 0.00302333-0.000408335j -0.00474039+0.00501778j -0.00231494-0.00464395j 0.00350669-0.00225441j -0.000706155-0.00376658j -0.00344226+0.00643493j 0.00340353+0.00475582j 0.00365317-0.00407048j -0.0052052-0.00996174j -0.000201691-0.00768721j -0.00124848-0.00212777j 0.00800014-0.0105154j 0.00811175+0.00647671j 0.00704399-0.00511961j -0.0075032-0.00377025j 0.00284516+0.00247142j -0.000772496-0.00126565j -0.010595+0.00759255j -0.0060969+0.000259597j 0.00591301+0.0034155j -0.00984724+0.00250731j 0.0123252-0.0109074j 0.00810403-0.0142526j 0.00731079+0.0131353j 0.00844637+0.0118684j -0.00223466-0.00126003j -0.0108328-0.0115616j -0.0182817+0.0110975j 0.00380231+0.0177009j 0.00860211-0.0135692j 0.00777037+0.00428605j -0.00289978+0.00167224j -0.00625165-0.00282579j 0.0179303-0.00614907j -0.00166886+0.0120447j 0.00819807+0.00660014j -0.0202781+0.0116522j -0.00571808-0.0077067j 0.00902275-0.00651889j 0.00618773-0.00147374j -0.000135231+0.00472051j 0.000633586-0.00770517j 0.00181183-0.00511662j -0.00898655-0.00564569j 0.00202985-0.000592132j -0.00227183-0.000104257j -0.00654151+0.00778518j -0.00548072-0.00283198j -0.00328592+0.00115118j 0.00544524-0.0016105j -0.00540512+0.00939656j -0.00309357+0.0014276j -0.00309481+0.00210263j 3.66431e-05+0.000597926j -0.00163569+0.00338633j 0.00606843+0.00151971j 0.000100937+0.00852072j 0.00209178-0.00198635j -0.00209439-0.00331469j 0.00375496+0.00239849j 
0.00367545+0.00710129j 0.00115736-0.0024823j -0.004339-0.00021672j 0.00319828+0.00712882j 0.004179-0.00443293j 0.000561455+0.00125523j 0.00318497+0.00119853j -0.0032722+0.00546914j -0.00129978-0.000852697j -0.00601193+0.00462535j 0.00859014+0.000789999j 0.00558974-0.0105719j 0.0030542+0.0106884j -0.00430811-0.00361997j 2.95109e-05-0.0129599j 0.00196895+0.0035512j 0.00282862+0.00224948j -0.00469714-0.00136597j -0.00140336-0.00394004j 0.00353681+0.0047882j 0.00208575+0.0047232j -0.00166672+0.00222667j 0.00114672+0.000706829j 0.0020918-0.00386096j 0.0026906-0.00137357j -0.00386975-0.00062679j -0.00480852-0.0003538j 0.00328991-0.00778002j 0.00618033-0.00120765j -0.00255129-0.000340771j -0.00288824+0.000856325j -0.00606154+0.000625389j 0.00131344+0.00217561j 0.00466832-0.00372374j -0.00806266+0.00328908j 0.005916-0.00100162j 0.000128928-0.00401261j 0.00770991+0.00250743j -0.00509622+0.00326846j 0.00379211-0.00390749j -0.00895513+0.00135995j 0.00159457-0.00265064j -0.00277371-0.00213203j 0.00114077-0.000144494j 0.00369164-0.00310017j -0.00289772+0.00081698j 0.00394075-0.00142296j -0.00027096-0.00489132j 0.00849051-0.0101905j -0.000591834-0.00794639j 0.00249974-0.00489915j -0.000636972+0.00199723j 0.00386513-0.00280692j 0.00350185-0.00754217j -0.0114546+0.00156286j -0.00253918-0.00194525j 0.000178675-0.0016034j -0.0138851+0.000284784j 0.00318393-0.000610823j 0.00304969-0.00391158j 0.0103146+0.00501066j 0.00212748-0.00676605j -0.00489302+0.00423332j 0.000830416-0.0113734j 0.00585802+0.00127782j 0.00611105-0.000557785j -0.00855059+0.0160546j -0.00457452+0.0112931j -0.00361208+0.00599908j 0.00424834+0.0128385j 0.0056372-0.00206094j 0.00224502-0.0146158j -0.0105852+0.00257251j -0.00852338-0.00570959j 0.0039857-0.00681119j -0.0127793+0.00279487j 0.00249617-0.00314075j 0.00141494+0.0147909j -0.00235937-0.00192297j 0.00656205-0.00544527j -0.00668846+0.00312591j 0.00545383-0.00325215j 0.00413847-0.00460491j -0.00399155-0.0028445j 0.00110395-0.000305763j -0.00486782-0.00217908j -0.00506385+0.00124762j 0.000808218-0.00142724j 0.00264759-0.00302137j -0.00157362+0.00490144j -0.00453445+0.000747713j 0.00741331-0.00736047j 0.00170151+0.00364327j 0.00248348-0.000824846j 0.00275992+0.00116936j -0.00749009-0.00194055j 0.00150248-0.000259789j 
0.00241526+0.00338205j 0.0038056+0.00118749j -0.0052762-0.0042131j 0.0056869+0.00181199j -0.00476218-0.0011912j -0.000714243+0.0109879j 0.00432228+0.00257717j -0.0128456+0.0092019j 0.0106528-0.00280086j 0.0143211+0.00126298j -0.00256853-0.00905878j -0.00120526+0.00464281j -0.00647374+0.00426799j -0.00996886-7.38651e-05j 0.00148844+0.000224051j -0.00398857-0.00178709j 0.00454846-0.00303472j 0.000372236-0.00360468j -0.00161535-0.00176838j -0.00305949+0.000711627j -0.0061197-0.00604106j 0.00194684+0.00205761j -0.00240357-0.00034674j 0.00742178+0.0143474j -0.00529989-0.00070558j -0.00442722+0.00406533j -0.004528+0.00824761j -0.00176733+0.00790406j 0.000712294-0.00213521j 0.0053224-0.00663754j -0.0041878+0.00511484j -0.00835573-0.0028367j -0.0097326+0.00477278j 0.0092444-0.000234975j -0.00428696-0.00208038j 0.00431037+0.00139637j -0.00590912-0.00341487j 0.000623276+0.000653433j -0.000702081-0.00288909j 0.00835763-0.00749314j 0.00210791-0.00369119j 0.000310269+0.00516497j 0.00607533-0.0016394j -0.00488529-0.000691109j -0.0012544+0.00347433j -0.00756224+0.00408233j -0.000389882+0.000765397j -0.010897-0.00243715j 0.00152815-6.86442e-05j -0.00305742+0.00714573j -0.00279497-0.00245042j 0.00196162-0.00795786j 0.00134279+0.00749909j 0.00306887-0.00227338j 0.0138238+0.00228187j -0.00397925+0.00137599j -0.00333205-0.00129276j 0.0119189+0.00320542j -0.00307476+0.00533939j -0.0043965-0.0117905j -0.00438526-0.000157498j 0.00119569+0.00843827j 0.00792068+0.0013001j -0.00634523+0.000973682j 0.00217514-0.000915863j -0.00303339+0.0071912j 0.0166276-0.00637369j 0.00731668-0.0022123j 0.0124196+0.0124637j -0.00532437-0.000710413j 0.0229018-0.00159327j -0.0012026+0.0100281j 0.0211695-0.0065388j -0.00676291+0.00307668j -0.00490847+0.00308592j 0.00675639-0.0066198j 0.00292059-0.0136068j 0.0043585-0.000966545j 0.0108441-0.00350506j 0.000950258-0.00354094j -0.000786895-0.00972671j 0.0160855+0.00125293j -0.00477218+0.00684558j 0.00136716-0.00215399j -0.001323+0.00353156j 0.00330437-0.00167273j 0.00177332-0.00665725j -0.00979553+0.0076101j 0.00110519+0.000368899j -0.00197331-0.00334273j 0.000381718-0.0034151j 0.00156678+0.000497461j 0.000538487+0.0050646j 0.0010529-0.00120504j 0.000682119-0.00293727j -0.00160964-0.000234208j 0.000460847-0.00265305j 
-0.0015186-0.000835064j 0.00125333+0.00141155j -0.00106286+0.00621577j -0.00330354+0.00754289j -0.00240775-0.000275152j 0.00423293-0.00542191j -0.0028523-0.00361286j -0.00544811-0.000743294j -0.00657297+0.00556571j 0.00445436+0.00589292j 0.00973709+0.00189779j -0.0018151-0.00987433j 0.00807639-0.00205445j 0.00959239-0.00414169j -0.00727155-0.0131965j -0.00283903-0.000273183j 0.00194875-0.00443574j -0.00121541-0.00658086j 0.00229853+0.0049487j -0.00237448-0.000535219j 0.000424997-0.000203702j -0.00434485-0.00509642j -0.00374653+0.00241439j -0.00342294-0.00201561j -0.000516313+0.00658782j -0.00084007+0.00349686j -0.000922444+0.00196654j 0.00247545+0.00777973j -0.00395362+0.0109835j 0.0152152+0.00747293j -0.00220435+0.00288254j 0.00670058+0.00292244j 0.00604317+0.000880126j -0.00170559+0.0098651j 0.00330231-0.00262347j 0.000566063+0.00244827j -0.00348086+0.00153942j 0.00348513-0.00224356j 0.00415837+7.33061e-05j 0.00200973-0.00459186j 0.00285641+0.00118627j 0.000865056+0.00325907j -0.00224703+0.000797016j -0.00324598-0.00191856j -0.00526851+0.00052309j -0.00370748+0.00360283j 0.00198807-0.00146311j -0.000948909+0.00032166j 0.000860877-0.00231945j -0.000682333+0.00300284j -0.00172735+0.0021709j -0.00257877-0.00458774j 0.00259091+0.00595861j -0.000326832+0.00206111j -0.00169406+0.00231492j -0.00906116-0.00200229j -0.000569666+0.00364836j -0.00453936-0.00176995j 0.00658127+0.00331813j 0.00340965-0.0108599j -0.00162832+0.00650321j -0.00183838+0.0119302j -0.00154839-0.00735976j -0.0123362+0.0024875j -0.00691263-0.00380643j 0.00332474+0.00631307j 0.00709898-0.0156467j 0.0125687+0.00335274j -4.75373e-05+0.0142236j 0.000486605-0.00644004j 0.00949544-0.00485502j 0.00118803+0.00766936j 0.013488+0.00422368j 0.00200832+0.000999251j 0.00739421-0.0014779j -0.000477102+0.002839j 0.0104742+0.00212547j 0.0034939-0.0031405j -0.00166724-0.0138245j -6.15377e-05+0.00114566j -0.00524506-0.0088826j 0.013921-0.00745992j 0.000384234-0.00604658j 0.000973359-0.000212605j -0.000585647-0.00536108j 0.00236881+0.00555149j -0.00209115-0.00391624j -0.00490301+0.0103612j -0.00489839+0.00740309j 0.00402774-0.00561074j -0.00414913-0.000540662j -0.00352682+0.00324866j 0.000383239-0.000552222j 0.00190946-0.00111449j -0.000489349-0.00211003j -0.00206096+0.00260239j -0.00256518-0.00260875j 
-5.84902e-05+0.0066173j -0.0026387+0.0039687j -0.000798186+0.00205741j 0.00460645-0.00351552j 0.00789819+0.00153385j -0.00563993+0.0048951j -0.00422927+0.00577601j -0.00193697-0.00853043j 0.00283855+0.00303615j -0.0125968-0.00500548j 0.00405012+0.0072261j 0.00879161-0.00277641j -0.0177872+0.01025j -0.0123722+0.00586581j 0.00553162+0.0156335j 0.00154-0.00293772j 0.00871747+0.00221604j 0.000403122-0.00668473j -0.00372446+0.00461403j 0.000451599-0.00102035j 0.00128626-0.00257041j -0.00224501+8.17049e-05j -0.00280626+0.00554975j -0.00173327-0.000284138j -0.0026095+0.00393243j -0.00093387+0.00233367j -0.00519376-0.000917491j -0.000593848+0.00618222j 0.00131409+0.00225672j 0.0148213+0.00523419j -0.00402607+0.00077756j 0.00774816+0.00790005j -0.00412954-0.00143441j 0.00474023-0.00635035j -0.00527344-0.00269903j -0.00158885+0.00602433j 0.00147835+0.0010453j -0.00101031-0.000694915j 0.00565339-0.00210833j 6.07781e-05-0.0047587j -0.00178665-0.00158255j -0.000149541+0.0025396j -5.7283e-05-0.00497129j -0.00185594-0.00444674j -0.00360812+9.7319e-05j -0.00708693-0.00088646j 0.00116665-0.00219968j -0.0035988-0.00103395j -0.00246409+0.00114765j -0.00235448+0.0041308j -0.00290499+0.00144639j -0.00788409-0.00122656j -0.0047993-0.00235383j 0.00769497+0.00533401j -0.00014714-0.00381593j -0.000271924-0.00653463j -0.0021875+0.000762672j -0.00100664+0.00175446j -0.000357522+0.00522145j -0.00370965+0.00517139j 0.00554046+0.00232735j -0.00109889+0.00266799j 0.00560255+0.00168606j -0.0001599+0.00273511j 0.00147199-0.00496865j -0.00628767-0.0037001j 0.0023641+0.000492945j 0.000474629-0.015083j 0.00120444+0.00900099j 0.00100958-0.00527795j 0.0175992-0.00244826j 0.00315279+0.00899269j 0.00829459-0.00624302j 0.0051118+0.00464477j -0.0113612-0.00177009j 0.00146934+0.00439295j 0.00327484-0.00156667j 0.00457296+0.00151399j 0.00549042-0.00575231j 9.56073e-05-0.00743818j 0.0125612-0.0058118j 0.00512059+0.00179001j -0.00679713+0.00687585j 0.00334164-0.0044118j -0.00884407+0.0093641j -0.000109709-2.62434e-05j -0.00193841+0.00253267j -0.00426354+0.00155966j -0.000787534-0.000549672j 0.00116786-0.00297132j -0.0026517-0.00209863j 0.00287988-0.00170995j 0.0045907+0.00266528j 0.00319739-0.00831275j -0.00233374-0.00345383j -0.00069134+0.00119715j -0.00102474-0.00262365j 
0.00194698+0.0048072j -0.00347663+0.00581232j -0.00113048-0.00553494j 0.00509533-0.00433792j 7.11722e-05-0.0192538j -0.010773+0.00339454j 0.0029245+0.00314053j 0.00680683+0.00249181j -0.0040394-0.0130696j 0.000125766+0.00804025j -0.00232445+0.00666882j 0.00147664+0.0141932j 0.00263765+0.0137264j -0.00119725-0.00725436j -0.00666478-0.00298051j -0.00320798+0.000862347j 0.00476991-0.00508593j 0.00180719-0.00618705j -0.00194607-0.00142822j 0.00516313+0.00640106j 0.00253202+0.00336643j -0.00224238+0.00287105j -0.0019721-0.00304175j -0.00138014-0.00557853j -0.00488162+0.0012878j -0.00354389-0.0032185j -0.00462024+0.00551429j -0.00101535-0.00309782j -0.00598613-0.000361216j 0.000799229+0.00516455j 0.000108065-0.000290328j 0.000555567+0.00476496j 0.00547609-0.000989j 0.00252252-0.000455489j 0.00260331+0.0023326j -0.00238532+0.00078551j -0.00230373+0.00320709j -0.00526698+0.00613758j -0.00131847+0.0015131j 0.00545754-0.0056281j -0.00223573-0.00341806j 0.00453387+0.00018741j 0.00917859-0.00836281j -0.00695739-0.00655675j -0.000641707+0.0031767j -0.00218543+0.00380666j -0.000128062+0.00526108j -0.0038843-0.00385272j -0.00363467+0.00792008j -0.00216188+0.00527544j 0.0071511+0.000207407j -0.00611821-0.00110917j -0.000148912-0.00381029j 0.00200336-0.000658212j 0.0092696-0.00349949j 0.0130985-0.00995014j -0.0028119-0.00170957j 0.00761209+0.00872716j 0.00643275+0.0087077j -0.000135409+0.0122436j 0.00671556-0.0102376j -0.00649672-0.00263126j 0.00579418+0.00567755j 0.000204338-0.00620968j -0.000166315-0.000873916j -0.0158804-0.00572782j 0.00668626+0.00806031j -0.000241635+0.00180099j 0.00168223+0.00873312j -0.00423825+0.0108531j -0.00790661+0.00920909j 0.0140033+0.00143991j -0.00362055+0.00469988j 0.000350478+0.00157714j 0.00507496+0.00668169j -0.000240221-0.0120728j 0.00326-0.0159437j -0.00142576-0.00568579j 0.00318484+0.00181238j 0.00229979-0.00214915j 0.0100184+0.0094634j 0.00662172-0.000380363j -0.00494089-0.000990652j -0.00306888+0.001111j -0.00369939+0.00604272j 0.00348417+0.0031078j -0.00467134+0.000765633j 0.000442174+0.000882805j -0.00467469-0.000150792j 0.0056678-0.00112064j 0.00245592-0.00209495j -0.00152234+0.00345166j -0.00235266+0.000323819j -0.0011939-0.00545186j 0.00404724-0.000701307j 0.00316418+0.00144239j -0.000956831-0.00119176j 
0.000559478+0.00105498j -0.00434208-3.90813e-05j -0.000745085+0.000700238j -0.000301906-0.00371821j 0.00392881+0.00911043j 0.00227682-0.00148913j 0.00889176-0.00149222j -0.0019892-0.00390118j 0.00394917+0.00140647j -0.00519172+0.0082644j -0.00291973-0.001782j 0.00105678+0.00531664j -0.0031332+0.00407796j -0.00197194+0.00153261j -0.000555358+0.00333487j -0.000823855-0.00150836j 0.00220687-0.00224026j 0.00370867+1.97555e-05j -0.000717076-0.00228098j -0.00440766+0.00453196j 0.00286685-0.00252569j 0.00155734+0.00074907j 0.00811564-0.00350441j 0.000703815+0.00907513j -0.00385437-0.0069741j 0.00636971-0.000339974j -0.00434898+0.0012847j -0.00301428+0.00742743j -0.00247095-0.0044081j 0.000752473-0.00469218j -0.00253229+0.00162134j 0.00263936-0.00736153j -0.00421638-0.00222341j -0.000186092+0.00290642j -0.00108218+0.00249959j 0.00396853+0.00227179j -0.000325437-0.00462935j 0.00161458+0.00517338j 0.00232176+0.00348634j -8.18893e-05-0.00301214j -0.00970489+0.00186172j 0.00125714-0.00522501j 0.000579323-0.00213159j -0.000707044+0.00546428j 0.000685865+0.0015733j 0.000475839+0.00756677j 0.00279616-0.00959213j 0.00365764+0.00518092j 0.00239835-0.00957363j 0.00444222+0.00530954j 6.98401e-06-0.00384099j -0.000752655-0.000459343j -0.00835736+0.00294746j -0.00397443+0.0131248j -0.00907338-0.00734899j 0.000439776+0.01042j 0.00572846+0.00913039j -0.0202378-0.00926967j 0.000128071-0.00736912j 0.00427035+0.0137706j -0.0163841-0.00245234j -0.00867275+0.013246j 0.00309029+0.00928773j 0.0132314-0.0073348j -0.000592859-0.00345561j 0.00324833-0.00669699j -0.00449952-0.0194198j -0.0214524-0.00119669j -0.00391702-0.0149166j 0.00248788+0.00521788j -0.00646276-0.00440068j 0.0239391-0.0137793j -0.0186571+0.00068096j 0.00703033-0.00246988j 0.0071352+0.0221744j -0.0164227-0.00616631j 0.00542352+0.00325098j -0.00192581-0.00338171j -0.00563246-0.0102419j 0.0068481+0.00597688j -0.00184356+0.00213404j -0.00934198-0.00598868j -0.00116829+0.00114704j -3.08396e-05+0.00135477j 0.000628385-0.00219329j -0.00374079-0.000793282j -0.00261759+9.79552e-05j -0.00542505-0.000630677j -0.00376077+0.00234189j 0.000500723-0.00123598j 0.000317032-0.000556555j 0.00621008-0.00137765j 0.00560419+0.00492489j 0.000199571+0.00129087j 0.00143993-0.00181232j 0.00212616+0.00101054j -0.00118791+0.000833565j 
0.00336075-0.000764382j 0.00210891-0.00659769j -0.00307421+0.00390694j -0.00459918-0.0130146j -0.00655497+0.00915202j -0.00360396+0.0112927j 0.0155505+0.00379385j -0.00467154-0.00163736j 0.00401574+5.48633e-05j -0.00297966+0.0035301j -0.00612137-0.00152671j -0.00728392+0.00559002j -0.00107328+0.00264278j 0.00560286+1.83039e-05j 3.65064e-05-0.00286915j 0.011043-0.00900922j 6.16638e-05+0.00674397j 0.0127946+0.00749886j 0.00734332-0.0128641j 2.54908e-05+0.00614767j -0.0037665-0.00220841j 0.00187322+0.00429747j -0.00881376+0.00132663j -0.00516795+6.67273e-05j -0.00142224-0.000614175j 0.000990454+0.00467297j 0.00101297+0.0065727j -0.0041456-0.00938116j 0.00414357+0.0116543j -0.00218622-7.22271e-05j -0.00181044-0.00271596j -0.00376251+0.000524347j 0.00541451-0.00351583j 0.00543641-0.000410045j -0.00659449+0.000820258j -0.000121208+0.00385482j 0.0033513+0.000189207j 0.00719197-0.00201763j 0.00376516+0.00266674j -0.0032872-0.00246228j -0.00138078+0.00193938j 0.00035182-0.000249535j -0.00217335+0.00538892j 0.00454909+0.00374169j -0.00514406-0.0034676j -0.00215495+0.00639078j 0.0052277+0.0100324j -0.0076908+0.00528573j 0.00502225-0.00339912j -0.00169462+1.36607e-05j 0.00841709-0.00245662j 0.00137447-0.00152396j -0.00811235-0.00429517j -0.00880923+0.0065689j 0.00380342+0.00473089j -0.00584573-0.000497279j 0.00678937-0.00411725j 0.00224024+0.000959244j -0.00953036+0.000247346j 0.00533203-0.00345763j -0.00720484-0.00767905j -0.0123904-0.0104468j -0.00302991+0.00943044j 0.0111235-0.000530809j 0.0140807-0.000365038j 0.0051572-0.00181424j 0.0166972+0.0103472j 0.0167921+0.00839555j 0.00951583-0.0115637j 0.000531987+0.0111135j -0.00426865+0.00410428j -0.012142-0.00110192j 0.00417513-0.0022043j -0.00850754-0.00344805j -0.00117151-0.00137398j 0.00744563+0.00586373j -0.00570251+0.000512234j -0.00373307+0.00494575j 0.0111435+0.00376644j -0.00694231+0.0011505j 0.00231973+0.00681404j -0.0017127+0.00586783j -0.00846409+0.00454436j -2.28479e-05-0.00102738j -0.00250174-0.00220588j -0.00342983-0.00191567j -0.00672297+0.0006578j 0.00177652-0.00167411j -0.00222027-0.000812402j -0.00733545-0.000301541j -0.00151549-0.00235309j -0.000442895-0.00150179j 0.000208412-0.001582j 0.00142442+0.00401521j -0.00425279+0.00307912j -0.00301233-0.00136733j 0.0025432+0.00058517j 
