0.181798-0j 0.0597939+0.0131491j 0.0251698+0.0338183j 0.0586514+0.123702j 0.0311041-0.0291535j -0.00128455+0.0278616j 0.0136912+0.102887j -0.00689676+0.053689j -0.00194807-0.00865964j -0.00803156-0.0320697j -0.0156531-0.0241066j 0.0304187-0.0139817j -0.00411601+0.00295396j 0.00300481+0.0692904j -0.0364235-0.00914536j -0.01628-0.00634132j -0.00607746-0.00917576j 0.0175739-0.0197362j 0.010671-0.0148856j 0.0216582+0.0179773j -0.00739045-0.0281322j -0.00362866+0.0119684j 0.0196919-0.00698021j 0.0325816-0.0213924j -0.0324559-0.0193525j -0.00344574+0.000944136j -0.0121466+0.0135907j -0.0021889+0.0120698j -0.0235017+0.017024j 0.00435941-0.0167236j 0.0188505-0.0031123j 0.0120332-0.0278519j -0.00296269+0.0263836j 0.00833823+0.0169861j -0.0322781+0.0383322j 0.0010004-0.0376287j -0.0170677+0.030784j 0.0315582+0.0166126j -0.00887641-0.0154996j 0.0107896-0.0306017j -0.00606501+0.00946275j -0.0309281+0.0269677j 0.010056+0.00162306j 0.00461823-0.00543001j -0.00387887+0.0198468j 0.0245157-0.0227588j -0.0190533+0.0218702j -0.0073538+0.0178831j -0.0320017+0.0109684j -0.00364555-0.0350094j 0.0195959+0.0174173j 0.00504056+0.0187562j 0.0132243-0.00683105j 0.0536841-0.00087884j -0.038009+0.0016312j 0.0120955-0.0246202j 0.000182789+0.0222141j -0.0357791+0.00381071j -0.0353804+0.00685591j 0.0609517-0.0493805j -0.00385709+0.0430875j -0.0395557+0.1424j -0.116176-0.244428j 0.359889+0.0478186j -0.0539429+0.205126j 0.0496585-0.215148j 0.0454005+0.0270813j -0.0213498+0.0190806j 0.21976+0.089494j 
-0.038009-0.0016312j 0.046816-0.0210331j 0.0250577+0.0437725j -0.0303941+0.0019229j 0.0205368-0.0657754j 0.0709145-0.0165835j 0.101741-0.0636719j -0.0410315+0.0123093j -0.000906236+0.090468j 0.0831385+0.0102123j 0.0145694-0.0217597j -0.0185509+0.0990522j 0.153076+0.0655809j -0.051391+0.0699879j -0.0482419+0.100143j 0.118754-0.0258735j -0.0301543-0.0645205j -0.0929318-0.080883j 0.0328463+0.0969391j -0.045783-0.00652549j 0.0928266+0.00557112j 0.07087-0.223738j -0.0423577+0.0570022j 0.0587342-0.0275878j -0.0673574+0.0816562j -0.0365769-0.0707388j 0.0328191-0.0220735j 0.0973684+0.0989663j -0.00365841-0.00847063j -0.0553031-0.0905352j 0.11521-0.0639602j -0.0134821-0.0228406j 0.028076+0.0232456j 0.0141626+0.00304689j 0.0879087+0.0440169j 0.115665+0.0693786j 0.00555789-0.00519472j 0.0867325-0.0067569j 0.0337805-0.00644472j 0.0137575+0.0153019j -0.0248519+0.0865577j -0.0967592-0.0335773j 0.0279186-0.00537177j 0.1009-0.026898j 0.0869235-0.0277246j 0.0522922+0.0239454j -0.0348182-0.0314034j -0.0108274+0.0117274j -0.143067+0.0119373j -0.0733146-0.0134024j 0.0597492-0.0223703j 0.0154083-0.0386743j -0.0321858-0.012065j -0.0508371+0.0339064j -0.166291-1.22125e-15j -0.0364882-0.00958331j -0.0142177+0.000965554j 0.108206-0.0492353j -0.0695792-0.0462473j -0.0386093-0.0259005j -0.0364758+0.0291576j -0.000622939+0.0117808j 0.0610538-0.0113607j 0.0136263+0.0345918j -0.00888008-0.0169055j -0.021315-0.0207446j 0.0106923+0.0227883j -0.0096218-0.00743266j -0.0326109-0.0411381j 
0.0120955+0.0246202j -0.00282069+0.0289002j -0.0128829-0.0516979j 0.0538586-0.00702925j 0.0114893-0.0707503j -0.0542939+0.0554154j 0.055828-0.18657j -0.0850542-0.0536262j 0.0425573+0.0597489j -0.0188355-0.0774962j -0.036872+0.101727j 0.0198407-0.0321645j 0.0510049+0.00923712j -0.0878481-0.125608j -0.0138112-0.0286211j -0.0898567-0.0558465j -0.0551575+0.0977295j 0.057976-0.140445j 0.0279823-0.0506126j -0.019975+0.102146j 0.0262064+0.119129j 0.0700444+0.0291039j -0.0117866+0.169235j 0.0921874+0.040075j 0.0141587-0.123795j 0.104608+0.163747j 0.090571+0.115996j -0.02645-0.0844781j -0.0366732+0.0228021j -0.00994065-0.0899653j 0.0203905-0.0990776j 0.0240795-3.76253e-05j 0.00990308+0.071714j -0.0242269+0.0330107j 0.0908264+0.0664996j -0.00195765+0.0279429j 0.0443598+0.108693j -0.0312043-0.00395711j 0.163827-0.0535568j -0.0320831+0.0405431j -0.0645676+0.0373194j 0.105009+0.0282142j 0.116072+0.0206088j 0.00253761+0.0173445j -0.0890687+0.0430829j -0.0560077+0.030256j -0.0340856-0.048922j 0.11343-0.0847771j 0.0042679-0.0210586j 0.0138488+0.0298119j 0.00357207-0.00955093j 0.117783-0.000606153j -0.050012-0.0212515j 0.015909+0.0171495j -0.0364882+0.00958331j -0.116952-5.91194e-15j 0.0050087+0.0190789j 0.0186873+0.00624628j -0.112623+0.0456772j 0.00714402-0.0334636j 0.0104115+0.0222451j 0.0272914-0.0509802j 0.0188173+0.0758052j -0.00979291+0.0319673j -0.0560245+0.00470088j 0.0205567+0.0498372j 0.0148005+0.00377689j -0.00600446+0.0168088j -0.00555839+0.00689813j 
0.000182789-0.0222141j 0.0417245+0.0136957j 0.00231211+0.0736552j -0.00677599+0.0841625j 0.0455984+0.00138972j -0.0107778-0.104632j 0.0596006+0.0655708j -0.0470716-0.0841552j 0.0328685+0.016496j 0.0324537+0.0150643j -0.00532968+0.0466675j 0.0242177+0.0366798j -0.0183003+0.138125j -0.010984+0.0285846j -0.0213064-0.0608996j -0.0721569+0.0521623j 0.0388093-0.0475897j -0.0316889-0.0421989j -0.0672572+0.0306528j 0.0167766+0.0509288j 0.0493806+0.0660358j 0.158731+0.110619j -0.102246-0.0686312j 0.0200661+0.123162j -0.0373201-0.104538j 0.0702468-0.130002j -0.0601818-0.037514j -0.0521923+0.147595j 0.0686227-0.039177j -0.0165559-0.00600433j 0.0041314+0.115323j 0.0444042-0.100432j -0.00890685+0.00287307j -0.0260329-0.0349646j -0.0896462+0.0974178j 0.0719836-0.0124756j 0.0647277+0.0681625j 0.135876+0.0110151j 0.034844+0.0839154j 0.0106245+0.00277733j 0.0696809+0.0380299j -0.0820409-0.0531634j -0.00511838-0.00509933j -0.0407873+0.130659j 0.0420645-0.0194929j 0.0206826-0.0690887j 0.037649-0.0795903j -0.0167379+0.0776704j 0.0624268-0.0929506j 0.118141+0.0501511j -0.0889897+0.0821538j 0.0382348-0.0216445j -0.0447108+0.0238699j 0.222803-0.00904213j -0.0142177-0.000965554j 0.0050087-0.0190789j -0.0599087-4.92661e-16j 0.0428405+0.0612608j -0.0130621-0.0132857j -0.0281519-0.00461026j -0.0484085-0.0367912j 0.026729-0.00879095j -0.0289053+0.0638141j 0.00463191+0.0484658j -0.0405342+0.0129618j 0.0143507-0.0834127j -0.00929734-0.0073019j -0.0100979+0.0418336j -0.00140532-0.0358218j 
-0.0357791-0.00381071j 0.0579597+0.0454862j 0.187457-0.0125358j 0.0950351+0.16813j 0.0567217+0.132582j 0.103712+0.0546368j -0.0498473-0.151843j -0.021226+0.0398243j -0.0356201+0.180733j -0.0144124+0.0202172j 0.00135917-0.0488724j -0.0169143-0.0634563j -0.0637773+0.163755j 0.0161336+0.0981266j 0.0658538-0.0747687j 0.0362635-0.124575j -0.178788-0.0702951j 0.162577-0.0344948j 0.0828689+0.081604j -0.0684718-0.0791832j 0.0836219-0.119231j 0.0764617+0.0592675j -0.0854486-0.10122j -0.0841519+0.0348593j -0.0583815+0.0281865j -0.03372+0.0352259j 0.0457882-0.0630289j -0.0242158+0.0769219j -0.0241492-0.000616134j -0.0343268+0.00163017j 0.050189+0.00072825j -0.0585948-0.100148j 0.0274681-0.0168766j -0.00276886+0.0307298j 0.0709773+0.0360099j -0.00778084+0.0899911j 0.0397431-0.0543684j 0.0868948+0.0961833j -0.0178602+0.0052074j 0.0751104-0.0103013j 0.0451393-0.0515957j -0.0549943-0.0452263j -0.036187+0.066318j -0.0231895-0.0521785j 0.0441105-0.0531434j -0.016407-0.101592j -0.00103034-0.0718589j 0.000972855-0.0749872j -0.0166522-0.0243267j -0.031858+0.0272037j 0.0243634-0.0469036j -0.0748735-0.0302294j 0.148925+0.0300957j -0.0610535-0.0192234j 0.108206+0.0492353j 0.0186873-0.00624628j 0.0428405-0.0612608j -0.0332617+8.32667e-16j 0.0949297+0.003115j -0.0362793-0.0147613j 0.104104+0.0122022j -0.0239901-0.0438018j 0.0139885+0.0213406j 0.0338659+0.050237j 0.00592706+0.0105098j -0.0187336-0.00232326j 0.0274674-0.0179377j -0.00458446+0.0711573j -0.02393-0.0104587j 
-0.0353804-0.00685591j -0.00122783-0.0390286j 0.0532439+0.04474j -0.119077+0.0859165j -0.0725297-0.0950136j 0.0103747-0.0512275j -0.058608+0.057026j 0.212089+0.0153962j 0.044024-0.0882701j -0.00486768+0.131888j 0.0296824-0.0374819j 0.0253434+0.102936j -0.0341645-0.000481893j 0.087147+0.142269j 0.00203739-0.0135146j -0.0297719-0.0175304j 0.0158249+0.0838424j -0.00984255-0.0933047j -0.0142028-0.197083j 0.0465723+0.0189279j -0.0388053-0.124251j 0.0156448-0.0103478j 0.0714687+0.0389479j -0.0309944+0.0113557j -0.00156916-0.120075j -0.0230494+0.078828j -0.0609715+0.0225317j 0.0702761+0.00748097j -0.0256226+0.0585823j -0.0290086-0.0243839j 0.0646399-0.0392933j -0.0368954+0.0504524j 0.0318908+0.0333939j 0.081874-0.0453078j -0.0482534-0.0436842j -0.0902921+0.0130464j 0.0740983+0.0861776j 0.0479596-0.0142263j -0.0291871-0.00663583j -0.0869596+0.0138683j -0.0409266+0.0347056j -0.148019+0.0699461j 0.0710164+0.0268612j -0.0545817-0.155869j -0.0116786+0.0206278j 0.0786514+0.0523367j 0.0580795+0.00995232j 0.161142-0.0135858j -0.106303-0.077331j -0.0147756+0.0255293j -0.0277983-0.0326452j 0.0511869-0.00169623j 0.00645745-0.106251j 0.114103+0.000123616j -0.0695792+0.0462473j -0.112623-0.0456772j -0.0130621+0.0132857j 0.0949297-0.003115j -0.0923184-9.4369e-16j -0.0944186+0.00541124j 0.0432615+0.00345959j -0.0573102+0.046146j 0.00249358-0.0329189j 0.0328352+0.0130992j 0.0351898-0.0270104j -0.0122197-0.00742497j -0.0492815-0.0738585j 0.00696635-0.00053767j -0.0257782+0.00259386j 
0.0609517+0.0493805j -0.0667759-0.0188277j -0.0845297+0.024884j -0.0348855-0.227073j -0.0932177+0.0665594j 0.152778+0.00861718j -0.0629226-0.112536j -0.165622-0.0634847j 0.041728-0.0585046j -0.0390904+0.0465934j 0.0176631-0.0311193j -0.012145+0.00490819j -0.0345852-0.0139224j 0.00992802+0.0599766j 0.0871466+0.00762309j -0.124245+0.0619115j 0.0337672+0.138406j 0.0766485-0.066196j 0.0620087+0.0595933j -0.0394835-0.0217841j -0.0494576-0.0566072j 0.00582256+0.00525696j -0.00511896+0.0109417j 0.0239227+0.14478j 0.00290275+0.0604735j 0.0328754-0.0894355j 0.0330708-0.0658377j 0.0256674+0.0665498j 0.0707078+0.098827j 0.0197009+0.0287275j 0.00448197+0.0238425j -0.0464835-0.0306221j -0.00130481-0.0820293j 0.0339492-0.00874251j 0.065643+0.000815532j 0.0774229+0.0246381j 0.0091301+0.0039076j -0.0510468-0.049677j 0.00906614-0.0246601j 0.0891019-0.00147544j 0.0362639+0.0105513j 0.0371713+0.0517905j -0.0735403-0.06475j -0.0669886-0.133708j 0.0114499+0.0465151j -0.0555265+0.0167056j -0.00811436+0.00640889j 0.0586674-0.0119102j 0.0459109+0.0299128j 0.0247109-0.0307747j -0.0361765-0.00989475j -0.00657165-0.0533196j 0.106498+0.0331851j -0.0166309-0.0424773j -0.0386093+0.0259005j 0.00714402+0.0334636j -0.0281519+0.00461026j -0.0362793+0.0147613j -0.0944186-0.00541124j -0.122064+1.18308e-15j 0.0105296+0.0167305j 0.0635076+0.0205084j 0.0442452+0.0311091j -0.0520988-0.00473319j -0.0610011-0.0717733j -0.00405652+0.0458036j 0.0563146+0.0343586j -0.0243806+0.0419519j -0.00766846+0.00053997j 
-0.00385709-0.0430875j -0.0716029-0.0700966j -0.181802+0.0582897j -0.0876529-0.156811j 0.040837-0.174328j 0.0297055-0.0271016j 0.199173+0.0367302j 0.0149505-0.055411j 0.0199085+0.0416404j -0.000184585+0.095613j 0.0369282+0.139715j 0.0647131+0.131244j -0.0493732-0.0331119j 0.0129976+0.000932816j -0.0590556+0.0377295j -0.0570648-0.0352817j -0.0363734-0.0326283j 0.0252475-0.0982452j 0.0395397-0.0375269j 0.00594837-0.010421j 0.0655495-0.0329619j 0.056836+0.130466j 0.0129341+0.0431023j 0.000227734-0.000747903j 0.0316458+0.0406764j 0.03357-0.0676753j -0.0468606-0.0521117j 0.064772+0.0901391j -0.0244464+0.0740821j -0.0688115-0.00979568j 0.0211213+0.112166j -0.040642-0.0588841j 0.00402787-0.0813573j 0.0818613-0.0214686j 0.040286+0.0672625j 0.00267033+0.017812j 0.133545+0.0340299j -0.0265663-0.0176787j -0.0315484-0.0887109j 0.0374128-0.088732j -0.0795039+0.0596847j -0.0532817-0.0108462j -0.0298685+0.076022j -0.0788184+0.0474236j 0.0826651-0.0266082j 0.0319014-0.00560449j -0.020248-0.00499463j -0.0325276+0.0260816j 0.0379538-0.0330815j 0.0169629-0.0353459j 0.0910995-0.0341147j 0.0698626+0.0494022j -0.0226098-0.0823266j 0.0419392-0.0204802j -0.0364758-0.0291576j 0.0104115-0.0222451j -0.0484085+0.0367912j 0.104104-0.0122022j 0.0432615-0.00345959j 0.0105296-0.0167305j 0.00157935-2.77556e-17j 0.00560041+0.040259j -0.00717865-0.0409089j -0.0597112-0.0606054j 0.0307001-0.0369731j -0.0030211+0.0810163j -0.0615967-0.0628936j 0.0539525-0.0801432j 0.00107174+0.0763876j 
-0.0395557-0.1424j -0.0126848-0.0161188j -0.181225-0.364372j 0.195059-0.0516321j -0.22753-0.0298143j 0.077271+0.0662202j 0.15585+0.08622j 0.081406+0.0484289j 0.0106381+0.0130294j 0.0281977-0.00930344j 0.179584+0.00981397j 0.063577-0.0281523j -0.0169424-0.0210677j 0.186561+0.0636427j -0.0602857-0.133532j 0.119251+0.0045577j 0.177295+0.0260972j 0.0563888+0.00192406j 0.0189541+0.0256299j 0.0848875+0.0522227j 0.128264+0.0251302j -0.0394509-0.0607406j 0.0650794+0.0475481j 0.0941005-0.00604024j 0.00756467+0.0431634j -0.0693752-0.00648859j -0.0314702-0.0906171j 0.0436546+0.053293j 0.0220484-0.0521437j 0.0661048+0.0159833j -0.00709388+0.0135023j 0.0449637+0.00217549j -0.0511508-0.0278817j -0.0246714+0.0697665j -0.102923-0.0749501j 0.0177354-0.0220295j -0.0345479-0.00538321j -0.0066185+0.00958691j -0.0344976-0.0481661j 0.0214754-0.0140767j 0.0455194-0.0111564j -0.00469026-0.066319j -0.00227582+0.0241845j 0.0226156+0.0336926j -0.00872657+0.0329347j -0.0205754+0.0604005j -0.00385802+0.0432144j -0.0556655-0.0377959j 0.0374293-0.044425j -0.0311209+0.062473j -0.011419+0.0230904j 0.00812045-0.099945j 0.0409003+0.0173274j 0.0205096+0.0286653j -0.000622939-0.0117808j 0.0272914+0.0509802j 0.026729+0.00879095j -0.0239901+0.0438018j -0.0573102-0.046146j 0.0635076-0.0205084j 0.00560041-0.040259j -0.0326645-4.16334e-17j 0.0180554+0.0611977j 0.0970749+0.0270258j -0.0664724+0.0271228j 0.0831848+0.0363382j 0.035483-0.105846j 0.0216229-0.0528762j -0.001619-0.0325694j 
-0.116176+0.244428j 0.31074+0.099939j 0.0431861+0.0785512j -0.0554596-0.178558j -0.126316-0.105922j 0.0120049-0.0340996j 0.084789+0.232145j 0.112239+0.0803697j -0.0329993+0.00764565j 0.0144532-0.0283911j 0.13183+0.106387j 0.207755+0.0394593j -0.0842539-0.066179j -0.0997038+0.0345648j 0.0232295-0.0085908j -0.0510685-0.0420341j -0.0392147+0.173472j 0.0569724-0.0974443j 0.00508089-0.0138708j 0.00299537+0.0252368j 0.0300856-0.06156j 0.0387408-0.0431605j 0.0288732+0.0331688j -0.00706671+0.0191126j 0.0201447+0.0137923j -0.0348181-0.0936077j -0.0323575-0.0872831j 0.0385308+0.110722j -0.0141135+0.0655447j -0.00476181+0.0406141j 0.0245454-0.0233045j -0.0213238-0.0180759j 0.0124826-0.0434387j 0.0273483+0.00129853j 0.016022-0.040753j 0.00889499+0.0694035j 0.0124374-0.0714265j -0.0225435-0.0800605j -0.0519131-0.0985129j -0.00131435-0.0395014j 0.00338788+0.0016347j -0.0383523+0.00688445j 0.0175679+0.00483962j -0.0189214-0.0393901j 0.00649031-0.0636834j 0.0302669+0.00323388j 0.00387571-0.0195125j -0.00930036+0.0725282j -0.0609685-0.0511959j 0.0236115-0.0560682j -0.0563874-0.0132551j -0.0264033-0.00679133j -0.00163087+0.0267541j 0.0789708+0.0419932j 0.0610538+0.0113607j 0.0188173-0.0758052j -0.0289053-0.0638141j 0.0139885-0.0213406j 0.00249358+0.0329189j 0.0442452-0.0311091j -0.00717865+0.0409089j 0.0180554-0.0611977j -0.0312127-2.77556e-17j 0.0604247+0.0226989j 0.00156608+0.0180605j -0.0328676-0.0433784j 0.0581648+0.0626362j -0.0226807+0.100471j -0.0455581-0.114352j 
0.359889-0.0478186j 0.0923765-0.338944j -0.080192+0.120579j 0.0655657+0.0415093j 0.0428748-0.145003j 0.0317064-0.175766j 0.0296165+0.0355674j -0.0430696-0.100712j -0.0100294-0.0102218j -0.0350883+0.0400272j 0.0923231+0.119094j -0.04159+0.0313115j -0.0551891-0.0959762j 0.000696453+0.0205496j 0.00314303+0.156003j 0.0999922-0.0261928j -0.0551865-0.0327646j 0.0627174+0.00335098j 0.0425761-0.00146061j -0.0284885+0.00649953j 0.076407+0.0928089j -0.00437736+0.0772085j -0.0212932-0.0013584j -0.0252305-0.0534822j 0.0285152-0.0093764j -0.0268298-0.0297199j 0.0254932-0.0300531j -0.0433725+0.0139463j -0.0817153+0.0658021j -0.0226685-0.0354237j -0.025672+0.0109259j 0.0758528-0.0599428j 0.0569319-0.0279981j -0.0143415+0.00917957j -0.00967442+0.0529306j -0.066301+0.0257744j 0.0973447-0.0126846j -0.0960109+0.0543311j -0.00464141-0.0203042j 0.0222368-0.0121926j 0.00922066-0.0200308j 0.0632015-0.0552607j -0.0453864-0.0013871j 0.0323847-0.0178228j 0.0480409+0.0257463j 0.0117769+0.00908884j -0.0288371+0.0191144j -0.0344656+0.00903402j -0.057826+0.0963013j -0.0443351-0.0825919j -0.0033337+0.0674053j 0.0814168+0.00375077j -0.00909272+0.0304852j -0.0527199-0.00222173j 0.0136263-0.0345918j -0.00979291-0.0319673j 0.00463191-0.0484658j 0.0338659-0.050237j 0.0328352-0.0130992j -0.0520988+0.00473319j -0.0597112+0.0606054j 0.0970749-0.0270258j 0.0604247-0.0226989j 0.0461908-1.38778e-16j -0.125662-0.00120239j 0.0496581+0.0355164j -0.0718877-0.00449267j 0.0545115+0.0548468j 0.0108108+0.0357121j 
-0.0539429-0.205126j -0.159474+0.17802j -0.0674578+0.0132817j -0.0996664-0.0100092j 0.0527079-0.123375j -0.0502687-0.022826j 0.1423+0.107524j 0.216311+0.0291709j -0.113549-0.0156649j 0.001383+0.0510922j -0.0611639+0.0983384j 0.0525013+0.155477j 0.0433313-0.049712j -0.00496844-0.0321814j -0.031256-0.0332391j 0.00615663+0.0146892j 0.0453359-0.028295j -0.0320319+0.110632j -0.0647573+0.116777j -0.00757824+0.0432746j -0.102155+0.16306j -0.0967775-0.0475592j 0.0165685+0.0594455j 0.0520888+0.11305j -0.027843+0.0464345j -0.0382228+0.0121143j -0.0203022+0.0181801j -0.0211017+0.0384127j -0.0189663-0.0140534j -0.0351115+0.0192062j -0.029242+0.0244168j 0.0388359+0.0443172j -0.0132065-0.0221947j -0.0752475-0.00886179j -0.0209-0.0179022j 0.033664+0.0637175j -0.0424759-0.0359439j 0.0645652-0.0485935j 0.0605698+0.0242289j 0.0178111+0.0772424j 0.0057819+0.00254153j 0.0362318-0.0111178j 0.0349092-0.0573526j -0.047059+0.0136246j 0.00227-0.0197417j 0.0437759-0.0130549j 0.0173068+0.000932122j 0.00198917+0.0413657j -0.0429787+0.0191659j 0.0177775-0.026546j 0.0351541+0.0322887j -0.0247788-0.000780531j -0.0519296-0.0268738j 0.0128794+0.0334904j -0.00888008+0.0169055j -0.0560245-0.00470088j -0.0405342-0.0129618j 0.00592706-0.0105098j 0.0351898+0.0270104j -0.0610011+0.0717733j 0.0307001+0.0369731j -0.0664724-0.0271228j 0.00156608-0.0180605j -0.125662+0.00120239j -0.0341829-6.245e-17j 0.0644842+0.0114447j 0.0664344+0.0888567j 0.0084492+0.0495815j 0.0297546-0.0246315j 
0.0496585+0.215148j 0.0189294+0.00352427j 0.0175576-0.042751j 0.0890733-0.132833j -0.0856176-0.026065j 0.103194+0.0331018j 0.0680271+0.195691j -0.234233-0.0200638j -0.0489745-0.11864j 0.069451+0.0241133j -0.0286957-0.0581373j 0.0520589+0.155643j -0.0191447-0.0849928j 0.0553124-0.190894j 0.0825503+0.00942012j 0.0592759-0.087614j -0.00701024-0.0535832j -0.0297916-0.0318125j -0.0250797-0.0680632j 0.00470858-0.00605044j 0.0555569-0.0229068j -0.0256964-0.0810828j -0.0642153-0.0422111j -0.0113135-0.0431202j -0.0655205-0.000113047j -0.0260842-0.016066j 0.0156469-0.036236j -0.0331183+0.000616485j 0.0374292+0.00125811j 0.0100806-0.0216485j -0.0076922-0.0179723j 0.026987+0.00867017j -0.0484187-0.0427755j -0.0379708-0.0867951j -0.0171782+0.0513425j 0.0407554+0.0138224j -0.0300922-0.029737j 0.00629395-0.022973j 0.0220052+0.0498892j -0.0360869-0.0293614j 0.0171679+0.0325133j -0.0190252+0.0390111j -0.00600135+0.0180077j 0.0184899+0.0199427j -0.00926773-0.022693j -0.00352704-0.00430524j 0.00570515+0.03493j 0.0112072+0.0402931j -0.00103903+0.0226124j -0.00106643+0.035052j 0.012823+0.0086472j -0.0671679-0.116679j -0.0499926-0.0118882j -0.0228-0.0564742j -0.021315+0.0207446j 0.0205567-0.0498372j 0.0143507+0.0834127j -0.0187336+0.00232326j -0.0122197+0.00742497j -0.00405652-0.0458036j -0.0030211-0.0810163j 0.0831848-0.0363382j -0.0328676+0.0433784j 0.0496581-0.0355164j 0.0644842-0.0114447j -0.0557329+1.38778e-17j -0.0837495-0.0593967j -0.0211557-0.0427203j 0.070046+0.130802j 
0.0454005-0.0270813j 0.0614641+0.105417j -0.0351617-0.131382j 0.053943-0.0191656j -0.0858464+0.0575304j -0.0469253+0.0329747j 0.00900375-0.0774521j 0.0990294+0.386595j -0.109235+0.0233626j 0.038814-0.0381016j 0.0671325-0.0128045j 0.102201-0.0258535j -0.0899883+0.0494211j -0.151463-0.0625322j -0.0146026-0.0441145j 0.0183923+0.0131464j -0.0219751+0.0418617j -0.0403006+0.0433485j -0.0465749-0.0355674j -0.00793476+0.0149897j 0.0870741-0.0205178j -0.0240216+0.0368706j -0.0121365+0.0289262j -0.0391324+0.034123j 0.0394099+0.0381833j -0.0442437-0.0295124j -0.0725859-0.0372337j -0.00283782-0.0488607j -0.0161284-0.0419413j -0.0250001-0.0558567j -0.00965864+0.027404j -0.0052943+0.0219911j -0.0114403+1.81855e-05j -0.00230649-0.0319568j 0.00786267-0.0035005j -0.0247396-0.0590878j 0.0225254+0.0426195j -0.00735187+0.0522852j 0.063724+0.00500306j -0.00704729-0.00771229j -0.00420646+0.0123959j -0.0325363+0.000909772j -0.0496971+0.0217286j 0.04457-0.00992654j 0.0222177+0.0280609j -0.00375494+0.0180409j -0.00444415-0.0233885j 0.00306278-0.0520487j -0.0158045-0.0359591j -0.0253936+0.0154439j 0.0223079-0.0132153j 0.0413019+0.0605447j 0.0261774+0.0151615j -0.0407676-0.00277116j 0.0106923-0.0227883j 0.0148005-0.00377689j -0.00929734+0.0073019j 0.0274674+0.0179377j -0.0492815+0.0738585j 0.0563146-0.0343586j -0.0615967+0.0628936j 0.035483+0.105846j 0.0581648-0.0626362j -0.0718877+0.00449267j 0.0664344-0.0888567j -0.0837495+0.0593967j -0.0986615-4.16334e-17j 0.105462+0.0992089j 0.0486049+0.0546027j 
-0.0213498-0.0190806j -0.228281+0.0480969j -0.0744561-0.143773j -0.0678033-0.0137272j 0.150534-0.0880431j -0.109725+0.337308j 0.266309+0.0371703j -0.0583017+0.0466644j 0.0617701-0.004137j -0.0884946-0.0326957j 0.02387-0.0160199j -0.0457832-0.0758068j 0.0423557+0.006554j 0.0738965+0.0442357j -0.0101306+0.0150416j -0.0509776-0.0453532j -0.020896+0.0135377j -0.029892+0.00413629j 0.0412054-0.00491434j 0.0116417+0.0146587j -0.0131452-0.0632575j -0.017914+0.0608534j 0.0345406-0.0208722j -0.0185239-0.00199442j -0.0206116-0.0096795j 0.00987831+0.0029536j 0.0198639+0.0101122j 0.0385696-0.0100446j -0.0127079+0.0277342j -0.00621196+0.00209715j -0.0143939+0.00111003j -0.0312541-0.0219557j 0.0415476-0.000203879j 0.0347753+0.00627248j 0.0126175+0.0344038j -0.0239333-0.0281338j -0.00756487-0.00305173j 0.0255215-0.0193146j -0.0448862-0.0148117j -0.0210077-0.0370013j 0.0131828+0.00485946j -0.0135307+0.0239368j 0.00830328+0.00973141j 0.0124397-0.00473694j -0.00371893-0.00823042j -0.0222052-0.00752982j -0.00209372-0.0310436j 0.00314966-0.0122273j 0.0223906+0.000902837j -0.00881091-0.0527414j 0.00732946-0.00207424j 0.0133054-0.0123478j 0.0140974-0.0255596j 0.0214189-0.0176633j -0.0096218+0.00743266j -0.00600446-0.0168088j -0.0100979-0.0418336j -0.00458446-0.0711573j 0.00696635+0.00053767j -0.0243806-0.0419519j 0.0539525+0.0801432j 0.0216229+0.0528762j -0.0226807-0.100471j 0.0545115-0.0548468j 0.0084492-0.0495815j -0.0211557+0.0427203j 0.105462-0.0992089j -0.1736-2.08167e-17j -0.0647093-0.0160682j 
