-0.169956-5.37764e-17j -0.024312+0.017438j -0.0375059-0.0468977j -0.0544861-0.109048j 0.0261292-0.0215348j 0.0201694-0.00327261j -0.0179346-0.101021j -0.000397247-0.0350357j -0.000214476-0.0310321j 0.028966-0.0335354j 0.000243606+0.0195294j 0.0281262-0.0317327j 0.0176342+0.033481j 0.00794153+0.047914j 0.0313962-0.004079j 0.0143043-0.0151728j 0.00202357+0.0351352j 0.0146955+0.0237275j -0.0123808-0.000343306j 0.0102325-0.0153151j 0.0055151+0.00336052j -0.0112925+0.00500249j -0.00688797-0.02611j -0.00366472-0.0250754j 0.0119905-0.0251264j -0.0171159+0.00752608j -0.0130585+0.00363827j 0.0168715-0.00102762j -0.0133441-0.0133639j 0.0200575-0.0149379j -0.00414423-0.0129957j 0.00625306-0.0109301j 0.00670852+0.00538945j 0.0223062-0.00762434j 0.00519574-0.0102216j -0.00729762-0.00858793j 0.00462469-0.00885104j 0.0127823+0.0227615j 0.00806936+0.00346587j 0.0210281-0.00607484j 0.0160733+0.00907601j 0.00666794-0.0113548j 0.0173821-0.0102055j 0.0119444-0.030963j 0.00392817-0.000148807j 0.00704571+0.00437363j -0.00872825+0.0214602j 0.0141048-0.00850516j -0.00747554+0.000771862j -0.0113474+0.0243269j -0.00124364-0.00265647j 0.00417729-0.00311051j -0.0298924-0.00409418j -0.00127313-0.0148322j -0.00871515+0.0115021j 0.0153341+0.0160491j -0.027563-0.00146095j -0.0115747+0.0261269j 0.0104399-0.0243171j -0.0185305+0.0128677j -0.0179189+0.0324696j -0.0131121-0.0139126j -0.0300209+0.00776678j 0.00233963+0.00105306j -0.0120723+0.0245504j -0.0116724+0.027874j -0.00880815+0.00461539j 0.0180125-0.0313687j -0.0148106-0.0260831j 0.00232989-0.000859618j 0.00980572+0.0353657j -0.0557807-0.021574j 0.00628384+0.0166171j -0.00929436-0.0236875j 0.0137589-0.00439229j 0.0203585-0.00412751j -0.0124474+0.0353828j 0.0220387-0.00738826j -0.0480248+0.0471979j 0.0238651+0.0421198j -0.00694451-0.0124468j 0.00526081+0.00258534j -0.00265234+0.0234175j -0.0649632+0.0631618j 0.0879082-0.142077j -0.0575753-0.266756j -0.390081-0.0631024j -0.0254356-0.165236j 0.0292259-0.182098j -0.0952979-0.0107111j -0.0100542-0.00849507j -0.185785-0.0282622j 
0.00980572-0.0353657j -0.0132601+0.0240467j 0.00391643+0.0253466j -0.0765157-0.0593667j 0.0272316+0.00399485j -0.0492613+0.0112588j -0.0745384-0.0734918j -0.0778962-0.0309662j -0.073368-0.0133703j 0.0827276+0.0943621j 0.00252301-0.00763148j -0.0510286-0.0855343j 0.0790986-0.0463282j 0.0429876-0.00719614j 0.0521111+0.0055717j 0.0454611+0.0213706j 0.108151+0.107335j 0.0164978+0.192001j -0.0900549+0.0371708j 0.0747847+0.0354115j -0.0162711-0.0138551j 0.127255+0.117225j 0.0537128+0.00608407j 0.103372-0.153814j -0.0342861+0.0245277j 0.0275957-0.010065j -0.00799542-0.148909j 0.041448-0.0441278j -0.0721486+0.0946912j -0.00237818-0.0176925j 0.00998198+0.0328793j -0.056189+0.1663j 0.0190581-0.123546j -0.104612-0.103445j 0.0731726-0.0315098j 0.0575449-0.0422193j -0.0845097+0.0646875j -0.0598316-0.0206115j -0.0752356+0.0320154j -0.0634173+0.00252189j -0.101645+0.0377982j -0.00528423-0.00121104j 0.0501844-0.00546491j -0.0484722+0.0614751j -0.0688551+0.0402006j 0.0395776-0.00380889j -0.0292267-0.0135131j -0.0486019+0.0669116j -0.0971302+0.0591111j 0.0335753-0.0129592j -0.00309795-0.0577375j -0.0963839-0.0751195j -0.0312633-0.0495918j 0.0301448+0.0433407j -0.110223-0.0195329j -0.0179825+0.0473306j 0.0182192-0.0301044j 0.00675422-0.0366171j 0.0218939+0.0460315j -0.0652796+0.00832986j -0.0133238-0.029195j 0.0355935+0.00810921j 0.00026964-0.0400757j -0.0400206-0.0142701j 0.0476851-0.0391273j -0.0727344-0.0426075j -0.0135157+0.00585107j -0.0149327+0.0391474j -0.0303935-0.020782j -0.121973+0.000824349j -0.0262694-2.77556e-17j 0.0334966+0.00468025j -0.0357691+0.0121546j 0.0609644+0.0132557j -0.0306553+0.0257856j -0.0436103+0.0446402j 0.0368762-0.0287479j 0.00580992-0.010184j -0.0525525-0.0379635j 0.0362066-0.00216758j -0.0755917-0.00756059j -0.0126972+0.0417887j 0.0302388+0.073887j -0.04754-0.0326951j -0.00441911+0.0273112j 0.0228815+0.0402828j 0.0330453-0.0526103j 0.0357486-0.0239066j -0.0262001-0.0174811j 0.00209005-0.0327978j -0.000605913+0.0506088j 0.0184657+0.00137253j 
-0.0557807+0.021574j 0.0259062+0.0172591j -0.0211562+0.0250074j 0.0266766+0.0474127j 0.0863821-0.124236j -0.0705617+0.0837253j -0.117938-0.155313j 0.0772079+0.00997161j -0.0420345-0.0508677j 0.0235113-0.0078599j -0.00125123+0.0542068j -0.0203715+0.0790858j 0.0859275-0.107855j 0.0201055-0.0564828j -0.0842204-0.0706208j 0.0110699+0.0608538j -0.0535621-0.0444589j -0.141316+0.0744151j 0.03797-0.0192074j -0.045306-0.0186439j 0.0796489-0.085776j 0.0896048-0.0414336j 0.0409884-0.0665752j -0.0220393-0.140109j -0.0457385+0.0229924j 0.0382575+0.103474j 0.0236004-0.0230847j -0.0673395-0.0361758j 0.0622211+0.0799276j -0.0774553+0.0278622j 0.0175206-0.00129604j -0.0190484+0.0296752j -2.5215e-05-0.0446114j -0.00515676+0.0220296j -0.0148638-0.112804j -0.0818444+0.0362028j 0.00604168-0.00742379j 0.16301+0.0584069j 0.0230405-0.0497606j 0.0660747+0.00171234j 0.0408865+0.075452j -0.0328367+0.0610423j 0.0543476+0.00179452j -0.0435695+0.0105602j -0.0195885+0.0782621j 0.0569016+0.0170479j 0.011619+0.00354568j -0.0258998+0.0386686j 0.0260805+0.0345074j -0.0463652+0.0435556j -0.00343686-0.0391512j 0.0850692-0.0449089j 0.00496413+0.000522331j 0.0963361+0.00769285j 0.0238782-0.0199442j 0.0550043-0.0269064j 0.0136942+0.0835563j -0.0472676-0.0302422j 0.00828429-0.0195739j 0.036918+0.0413973j -0.0524125+0.0227607j -0.0406081-0.037104j 0.0168447+0.0333743j 0.0293286+0.0188656j 0.0132888-0.0528089j 0.0288548+0.0709944j 0.0346924+0.0553478j 0.00881162-0.0511014j -0.00658294+0.0651718j 0.116646+0.0325788j 0.0334966-0.00468025j -0.0769863-4.996e-16j -0.0527325+0.0152877j -0.0430277+0.0453861j 0.0854045+0.029723j 0.0135182+0.002781j -0.0499549+0.0465709j 0.00575679-0.0203852j 0.0159576+0.041633j -0.00353209-0.0814474j -0.055853+0.0384104j 0.0507187+0.0400993j 0.0145814-0.00121102j 0.00536106-0.0105356j 0.0196385-0.0105986j 0.00223171-0.0694142j -0.00826979-0.0502122j -0.0507211+0.0414045j 0.0267339-0.0183936j 0.0210567+0.0313166j 0.00556964+0.00889117j 0.00659763+0.0124166j 
0.00628384-0.0166171j 0.0108955-0.0363997j -0.0208339+0.00153551j -0.023088-0.000702538j -0.0142757+0.109837j -0.0983942+0.00665965j -0.0253483-0.0691955j 0.00409738-0.0213036j -0.101604-0.0511405j 0.0110836+0.04155j -0.0194361-0.00747819j -0.0181019+0.0268124j 0.11749+0.0423928j -0.0551733-0.026925j 0.0284375+0.00699991j -0.0409852+0.111121j -0.00454839-0.0124607j -0.0643988+0.114119j -0.0487137-0.0494256j -0.00714896-0.0849716j -0.0178884+0.0181472j -0.01122-0.0953121j 0.0599531-0.0876086j -0.0204266+0.0399594j 0.0637366+0.0354539j 0.0160979-0.00850867j 0.0800146-0.00394311j 0.00926016+0.0682312j 0.0304128-0.118235j 0.00234414+0.00510973j 0.0635338-0.00797194j -0.0393861-0.0673956j -0.00312282+0.0367037j 0.0739827+0.0173654j 0.0500612+0.0737696j -0.0095851-0.0301607j -0.0364093-0.0065681j 0.00832386-0.0461537j -0.0279377+0.0205532j -0.0324651-0.0504265j 0.0522207+0.0634139j 0.0252921-0.0588674j 0.0234717-0.0326662j -0.00560892+0.0199697j -0.099248-0.0149595j 0.0151023-0.0351952j -0.0150802-0.0487914j -0.0283424+0.0337734j -0.0905298+0.0633634j -0.0283124+0.0421285j 0.0785235-0.0165805j -0.000197454-0.100514j 0.0424529-0.0661843j 0.131558-0.0590608j -0.0363658+0.0173994j -0.113757+0.0428405j 0.00600007-0.0316207j -0.0191309-0.0484325j 0.0211633+0.00465416j 0.0767796+0.0557811j 0.0563556-0.0247552j -0.0152899+0.0114564j -0.0306565-0.0413569j 0.0346539-0.00552956j -0.0311281+0.0736725j 0.0334613+0.0404365j 0.0153334-0.0116013j 0.0137102-0.00307502j 0.0323502+0.00243318j 0.07229-0.0352299j -0.0357691-0.0121546j -0.0527325-0.0152877j -0.121444-2.9074e-15j -0.0705729+0.0259631j 0.016252-0.0112646j 0.0306979-0.000221518j 0.0141886-0.045191j -0.0261126+0.0353866j 0.0791237+0.0365945j -0.0635226-0.0210057j 0.034968-0.0194486j -0.0625572+0.00268615j 0.0410962+0.0597953j -0.053908-0.0111144j -0.0293761-0.0219594j -0.0374942+0.0204608j -0.0238088-0.012458j 0.0313432-0.00999078j -0.0288725+0.0176733j -0.0197892+0.0074711j -0.0138737+0.0263611j 0.0224768-0.0136463j 
-0.00929436+0.0236875j -0.00321758+0.0108866j -0.0177207-0.0139074j 0.0152049-0.0219959j 0.0609107+0.0429059j 0.0273326+0.0319299j 0.0301346+0.0796544j -0.088636+0.00482555j 0.00862881+0.0241498j 0.109308-0.0768181j 0.127176+0.109052j 0.0253861-0.0902654j 0.0605936+0.0900074j 0.0810279+0.0753966j 0.0260965+0.134174j -0.0778827-0.156443j 0.0940628-0.104405j -0.0851608-0.108961j 0.031719-0.0212142j 0.0446814+0.0819027j -0.101614-0.0491782j -0.0738929-0.0186004j 0.0100368+0.0364592j 0.109408+0.0312144j 0.0288845+0.0945084j 0.0771998+0.0921576j 0.0366581+0.0550687j 0.0681251-0.0685824j -0.00351979+0.037386j -0.078617-0.119877j 0.0585945+0.0366493j -0.0776546-0.177191j -0.056772-0.00186482j 0.0293472+0.10531j 0.047607+0.148227j -0.00747889-0.0557462j 0.0615768-0.0456512j 0.0642926+0.0792995j 0.0103839-0.0123934j 0.150859+0.0514655j -0.0338955-0.0222461j -0.0609687-0.0149554j 0.016688+0.0641046j -0.0176609-0.0351143j -0.118051+0.0252211j -0.00855073-0.0551077j -0.0310078+0.0539808j -0.0780052-0.0285959j -0.0823098-0.0664198j 0.0452665+0.00844981j 0.0315234-0.0376344j 0.0585639+0.0434982j 0.0679732+0.100338j -0.0215566-0.00285146j -0.00813357+0.00167229j 0.0643096+0.0413504j 0.0822921-0.00375169j -0.0303245-0.0206929j -0.121632-0.0263689j 0.109774-0.01639j -0.0141927-0.00831641j -0.0138469+0.0487678j 0.00246583-0.0586419j -0.0470791+0.0459008j -0.0371757-0.0388618j -0.0174537-0.0153754j 0.0238329+0.00132605j 0.0636859-0.00490881j 0.0356993-0.0220338j 0.0740459+0.0206885j 0.0609644-0.0132557j -0.0430277-0.0453861j -0.0705729-0.0259631j -0.0139163-2.77556e-16j 0.0199935+0.00932617j -0.0424741-0.0148418j -0.00533871+0.054872j -0.0583801-0.0391861j -0.0624311-0.00885682j -0.0104946-0.00938521j -0.0645669-0.0316779j -0.0287365-0.0121833j -0.0233158+0.0236999j -0.0427695-0.0472937j -0.0143238-0.000327757j 0.0163204-0.0295736j 0.0150021+0.00624651j 0.00162617-0.00122936j 0.0184145+0.0208155j 0.0261723-0.00990852j 0.026956-0.0203808j -0.0079212-0.00830481j 
0.0137589+0.00439229j 0.000898012+0.0190501j -0.00190213+0.0280339j -0.0371629+0.0264584j -0.0186927+0.0591143j -0.163484+0.0275503j 0.0121053-0.17656j 0.0603111-0.202227j -0.14062-0.203582j -0.0846607+0.144091j -0.0640516+0.0416571j 0.101866-0.00470879j 0.00456548+0.0165392j -0.0417338+0.0709479j -0.0688244+0.0647516j -0.0594301-0.0240251j 0.00924189+0.0923752j 0.051746-0.0355746j -0.0125778+0.0834107j -0.013522-0.0245428j -0.00384269-0.0906268j 0.0165148+0.0316866j 0.0184361+0.0508164j -0.0332777-0.0212735j -0.0147034-0.00434793j 0.0260741+0.0303718j -0.0619958-0.0121919j 0.0293828+0.0404915j -0.0412859-0.054152j -0.0777553-0.0756521j -0.0939049+0.108601j -0.0455055-0.0911165j 0.0474076-0.00215727j -0.0459312+0.0204564j -0.0109894+0.0379509j -0.001692+0.0338812j 0.0708232-0.151032j -0.00348545+0.0981618j 0.00354001-0.0083648j 0.0234459+0.0205996j -0.0542779-0.0320325j -0.0467307+0.0573913j -0.0209287+0.0533776j -0.0519911-0.0524331j 0.0450095-0.0927856j -0.0186088+0.0592894j -0.0133881-0.0975888j 0.0211665-0.0117515j -0.072584-0.0431358j -0.0521382-0.0312171j -0.0746603+0.0122836j -0.107449+0.01921j -0.0610935-0.0129711j -0.0373004+0.00983146j 0.109723-0.0994655j -0.011285-0.0423747j -4.81075e-05-0.0488708j 0.0179903-0.0792466j 0.120343+0.0337597j 0.0124871-0.0124851j 0.0236312-0.00326798j -0.0382062-0.0110379j -0.0123354+0.00849839j 0.0327971-0.0246236j 0.0218873-0.034015j 0.0262764-0.0378572j 0.0343476-0.0261407j 0.00536623-0.0333883j -0.0505452+0.0142933j -0.00348229+0.00585534j -0.0306553-0.0257856j 0.0854045-0.029723j 0.016252+0.0112646j 0.0199935-0.00932617j -0.0277154-1.94289e-16j 0.0532397-0.0197143j 0.0136863+0.0171942j 0.0711776+0.0059982j 0.000613997+0.0243471j -0.0130724+0.007383j 0.0238059-0.0081767j -0.0389058+0.0120077j 0.0371916-0.00034498j -0.045546-0.0572836j 0.00655394+0.0117256j 0.00987372+0.00836442j 0.0028634-0.0238909j -0.0485466-0.0665184j -0.0113932-0.0549294j 0.0236463+0.0251847j 0.00528652-0.00607847j -0.0178776+0.00298656j 
0.0203585+0.00412751j 0.0248167-0.0188278j 0.00110952-0.008016j 0.00136377-0.0984099j 0.192388-0.155054j 0.0610886+0.153805j -0.103597+0.137198j -0.0780447-0.0290344j -0.0474442+0.0835355j 0.0701739+0.077166j -0.0145024-0.0100426j 0.0937129+0.00410496j -0.112926-0.0713599j 0.168201-0.0534682j 0.0189488-0.0155793j -0.0368728-0.024353j 0.0209944+0.0575148j -0.0633846-0.0606731j -0.00461546-0.0111103j -0.0718862-0.0669663j -0.029526-0.0835217j -0.0628533-0.0710378j -0.0315144+0.0227083j 0.0763974+0.0805495j 0.0338219-0.0694984j 0.0227281-0.0520202j -0.00508261+0.0263793j 0.0640385+0.0303948j -0.0774846-0.0759617j 0.0459527-0.0203157j -0.00975484-0.0357776j -0.00327349-0.0380851j -0.0458182+0.0522569j 0.061671-0.00930192j 0.0256556+0.0752633j -0.0147759+0.050925j -0.0233616-0.0611995j -0.00568045+0.00502237j -0.00319038-0.00111629j 0.0319631-0.057483j -0.0451201-0.0173247j 0.0185241+0.0670552j -0.0267124-0.0142313j 0.0243152-0.0562201j -0.0104204+0.0574237j -0.0176062-0.0323957j -0.173015-0.00588299j -0.0321633-0.0392011j -0.0222159-0.0304014j -0.0505577-0.00865367j 0.00115444-0.023764j -0.0398362-0.0119188j -0.00203576-0.0501426j -0.118306-0.0399191j 0.0116901+0.00652707j 0.00414299-0.0417027j -0.0296138-0.0142054j -0.0518021-0.0260149j 0.0339274+0.00131016j 0.0182404-0.0759162j -0.0101163+0.015464j 0.046391-0.00573018j 0.00703546+0.0253108j -0.0499783+0.00534765j -0.0552264+0.00807291j 0.0599229+0.0205358j -0.00289588-0.00548002j -0.0456045-0.00273434j -0.00883878+0.059493j -0.00590169-0.00786477j -0.0436103-0.0446402j 0.0135182-0.002781j 0.0306979+0.000221518j -0.0424741+0.0148418j 0.0532397+0.0197143j -0.0120958-3.46945e-16j -0.092776+0.0311533j 0.0354031+0.0316992j -0.011288-0.0107819j -0.0140619-0.0174013j -0.00364793+0.0217201j -0.0570798+0.0117743j -0.0888544-0.0774586j 0.00484764-0.0247082j 0.0077065+0.0414158j -0.0141004+0.0573615j -0.0401277-0.0657017j -0.0076914-0.0123469j 0.0354392-0.033054j 0.00406096-0.0318186j -0.0321537-0.00832564j -0.00797013+0.0208497j 
-0.0124474-0.0353828j -0.0062354+0.0111481j 0.0404974-0.0925506j -0.0514875+0.0601168j -0.0759753-0.202511j 0.0191488-0.085931j -0.0610515+0.018693j 0.151895-0.00921249j -0.093237-0.112319j -0.00925207-0.0649681j 0.0800314+0.0582681j 0.0484574+0.0158068j -0.124871-0.0043543j 0.0281791-0.0657945j -0.0158588+0.0195037j -0.0342584-0.0364162j -0.0623448-0.0241758j 0.0340685+0.0464742j 0.0145185-0.0171254j 0.00660747-0.0516547j 0.0282852+0.120883j 0.0255999-0.00639679j -0.0269071+0.0891736j -0.0182383-0.0571803j -0.0631771+0.0243918j 0.0444589-0.030169j -0.0650043-0.0439222j 0.0561661+0.0316621j -0.0144388+0.111479j -0.106153-0.108459j -0.0637003+0.0224959j 0.102474-0.123312j 0.0150689+0.0678957j -0.0211879-0.0714309j 0.00103008-0.0213371j -0.0747036-0.0338216j -0.0600617-0.025082j 0.0741403-0.0289072j 0.0163599-0.0437619j 0.00139358-0.0464066j -0.00751773-0.0196815j -0.0181713-0.000119881j -0.00709019-0.0524239j 0.00361489-0.0524746j -0.0287097+0.0277002j -0.0217777-0.057832j 0.0347547+0.00167765j -0.0545181+0.0166227j 0.0461224-0.0281126j 0.0477186+0.0594855j 0.0195672+0.0309223j 0.0145639-0.0512297j -0.0368183-0.0331519j 0.0168866+0.0029621j -0.00500118+0.0545871j 0.0126539-0.00927845j -0.0205018-0.0213955j -0.0194909+0.0229101j 0.00148244-0.00361474j 0.00836572+0.0752469j -0.0156338+0.0516496j -0.0213765-0.108642j -0.0495596-0.0307102j -0.0743009-0.0500794j 0.0560209-0.0370868j 0.0223829-0.0129038j -0.0151082-0.0700049j -0.0173349+0.0684565j -0.0555215-0.00349042j -0.106578+0.0739179j 0.0368762+0.0287479j -0.0499549-0.0465709j 0.0141886+0.045191j -0.00533871-0.054872j 0.0136863-0.0171942j -0.092776-0.0311533j 0.0180052+1.8323e-16j -0.0387508-0.0351815j 0.0615335+0.0417274j -0.0138492+0.0448739j -0.0411627-0.0657547j -0.0122084-0.0404371j -0.00660271+0.00783958j -0.0293415+0.0120732j 0.0417825+0.00485829j 0.0621733-0.0559873j -0.0421674-0.0180011j -0.064796-0.0174147j 0.00666315+0.00209366j 0.008789+0.044026j -0.00192574-0.0372493j -0.000877859-0.0169119j 
0.0220387+0.00738826j -0.0388992+0.0242656j -0.00383524+0.00574091j 0.0730625+0.0781834j -0.00131834+0.0750462j -0.0141431+0.0644757j 0.15126+0.112855j -0.0403432-0.0212035j -0.0112515+0.0300343j -0.0827818-0.0283852j -0.0274569-0.0985713j 0.0331284-0.0396005j 0.0739179-0.049288j 0.118971-0.0770976j -0.0401857+0.0161424j 0.00577125-0.00544825j 0.109905+0.118305j -0.0208754+0.0488913j 0.0175142+0.0458609j 0.0553508+0.0581809j 0.177284-0.0381363j -0.0973075-0.0498671j 0.109824-0.076329j -0.0984335+0.0229146j 0.0280694-0.184526j -0.00638759-0.0849823j -0.0244949-0.0363862j -0.0349863-0.0760872j -0.0716506+0.173329j 0.0250251+0.036737j -0.138726+0.0302681j -0.000441422-0.0190047j 0.106639+0.0146787j -0.0112872+0.0281714j 0.023333-0.0676575j -0.0213129-0.00840069j -0.0354754+0.0663858j 0.017812+0.0121271j 0.0435209-0.0143116j 0.00610853+0.0314115j 0.0427571-0.0447188j -0.0486061+0.0342468j -0.0227388+0.0675162j -0.0466148-0.0283621j 0.00634383+0.0325699j 0.0280557-0.0212078j 0.0211794+0.0380033j -0.0184383+0.0614751j 0.0656747-0.00563222j -0.0251504-0.0406829j -0.0375434-0.0237385j 0.0377512-0.00877142j -0.0322408-0.0264673j 0.0218061-0.024549j 0.00893563+0.0459464j 0.0069804+0.0583659j -0.0184712-0.0346355j -0.0111077+0.0691135j 0.00254919+0.00113206j -0.0044948+0.0267067j 0.0302406+0.0874341j -0.0405364-0.0387749j 0.0801548+0.0597893j -0.0295929-0.0511739j -0.0548375+0.0107048j 0.0305172-0.0539576j 0.0764912-0.0674891j -0.028231+0.0289449j -0.0172214+0.0301766j 0.0789132+0.057768j 0.00580992+0.010184j 0.00575679+0.0203852j -0.0261126-0.0353866j -0.0583801+0.0391861j 0.0711776-0.0059982j 0.0354031-0.0316992j -0.0387508+0.0351815j 0.0491594+5.68989e-16j 0.0719753+0.00619429j -0.0211627+0.036539j 0.0185992+0.0147533j -0.0562703+0.0467696j 0.0243446-0.0108452j -0.0168096-0.0164145j 0.00480932-0.0516469j -0.0721884+0.0129934j -0.0241679+0.0414465j -0.0114533+0.004277j 0.0175138+0.0590878j -0.0178158+0.0519797j 0.0133427-0.0276828j -0.0224446-0.0313364j 
-0.0480248-0.0471979j -0.0343091+0.0189267j -0.0207978-0.161892j -0.144991-0.0709781j -0.000806168-0.0589727j 0.113552-0.0620256j -0.0194825-0.0548804j 0.0474789+0.0468607j 0.0310542-0.0167953j 0.021295-0.112984j 0.0510405-0.0191939j 0.0997551+0.0215217j 0.0489295-0.129782j -0.0875307-0.0011256j 0.0142965+0.100217j -0.0189614+0.0217287j 0.0702966-0.018252j 0.0405181-0.00487258j 0.0447627-0.0375222j 0.0274572+0.0571071j -0.0431115-0.103208j -0.0243822+0.169562j 0.118242-0.130037j 0.0130682+0.0662519j -0.108538-0.0416238j -0.0983568+0.0143077j -0.0841722+0.0103138j -0.0910153-0.0378503j 0.135944+0.0495959j 0.0420325+0.112998j 0.0112264+0.0206884j -0.0801039-0.0963702j 0.0595794-0.0534202j -0.0365923-0.029561j 0.00317868-0.000269249j 0.0078691-0.0120912j 0.065089+0.0284862j -0.0870744+0.0237511j 0.00238648+0.0419518j -0.0110942+0.0155269j -0.0561889-0.0135109j 0.0142664-0.0169352j 0.0398636+0.0257456j -0.0161526+0.000555083j 0.0148785-0.010147j 0.0122585+0.00216718j 0.0496455+0.0253399j 0.0584448+0.00742173j -0.0023075+0.100464j -0.0157355-0.000649797j 0.0411002+0.0134839j 0.0404434-0.00243471j -0.0204272+0.0283461j -0.0171236+0.00581384j 0.00514169+0.00911164j 0.0192858-0.0308388j -0.0357337-0.000273481j -4.9931e-05+0.00736865j 0.0087423-0.0348953j -0.000449809+0.00163989j -0.00173835-0.0157174j -0.0156589+0.01136j 0.0490015-0.0294881j 0.0203237-0.0141913j -0.0511522+0.0342443j 0.00447643-0.00456967j -0.0410108-0.0146369j 0.00768124-0.0421331j 0.0533111+0.0153203j 0.0951645-0.0181746j -0.0525525+0.0379635j 0.0159576-0.041633j 0.0791237-0.0365945j -0.0624311+0.00885682j 0.000613997-0.0243471j -0.011288+0.0107819j 0.0615335-0.0417274j 0.0719753-0.00619429j 0.00148569+3.46945e-16j 0.0344406-0.0219719j -0.0387785-0.0334432j -0.054206+0.0442535j -0.0198676+0.0113109j -0.0107696+0.0263911j -0.00986812+0.0571852j -0.00678954+0.0378359j 0.046869-0.0192927j 0.0326745+0.00031084j 0.0441556-0.0411451j 0.0322869-0.0384554j -0.0163287+0.0616648j -0.0068045-0.011241j 
0.0238651-0.0421198j -0.0239567-0.065665j -0.0515572-0.104728j -0.127623-0.0199831j 0.00322809+0.0407955j -0.0436289-0.05361j -0.054654-0.112415j 0.0536414+0.186786j 0.0444847+0.000262089j 0.119708-0.00563968j -0.180478-0.0327808j 0.0558824-0.00655379j 0.0769312+0.0076627j -0.00397682-0.087915j 0.0536186+0.0499761j 0.0287236+0.00983262j -0.077648+0.0160766j -0.00624518-0.0492359j -0.149818+0.0409082j -0.026187+0.0195685j 0.0585412+0.0607583j -0.0328549-0.120885j 0.141403+0.0982356j -0.0570518+0.0429565j 0.152421+0.073034j -0.0287438-0.0251971j -0.0671063+0.0437981j 0.0520972-0.121548j -0.0173083+0.0354566j 0.0117296-0.0158762j -0.00216892+0.0295298j -0.0232971-0.0139693j -0.0411799+0.0034977j -0.00415859+0.0346539j -0.0392187+0.0437271j 0.0219742+0.0283769j -0.0620897+0.0797416j 0.04997+0.00558254j 0.0387984-0.0201714j -0.0386449+0.0598924j 0.0338206+0.00695068j 0.0244691+0.00702523j -0.0478735+0.0535048j 0.000986617-0.0117467j 0.040704-0.00855304j -0.0188206+0.0219896j -0.0129678-0.0128519j -0.0368698-0.0503862j -0.0389295-0.0253728j 0.0633898-0.0452624j -0.0586652-0.0519681j -0.0381882-0.0154924j 0.0636442+0.0418552j 0.0156776+0.111772j -0.00964244-0.0238924j -0.0296828-0.000266482j 0.0634694+0.0399494j 0.0112619+0.0574212j -0.0736994+0.0249393j 0.0413641+0.0165469j 0.015566+0.0729899j 0.0449439-0.0398494j -0.0258963+0.072104j 0.0232984+0.000122947j 0.0153459-0.087774j 0.0142608-0.054625j 0.019987+0.0265565j -0.0323286+0.0119214j 0.0981622+0.0108398j 0.0309672+0.0167649j 0.0362066+0.00216758j -0.00353209+0.0814474j -0.0635226+0.0210057j -0.0104946+0.00938521j -0.0130724-0.007383j -0.0140619+0.0174013j -0.0138492-0.0448739j -0.0211627-0.036539j 0.0344406+0.0219719j -0.130371+3.40006e-16j 0.0215375-0.0136786j -0.0320508-0.065892j -0.0611889+0.0147255j 0.0158694+0.00779139j -0.00114895+0.0263722j -0.0187364-0.0155229j 0.0548098+0.016292j 0.0363065+0.0218554j 0.0324836-0.0360146j -0.0235615-0.107777j -0.0492704+0.0226126j 0.0178253-0.0298608j 
