-0.169956-5.37764e-17j -0.024312+0.017438j -0.0375059-0.0468977j -0.0544861-0.109048j 0.0261292-0.0215348j 0.0201694-0.00327261j -0.0179346-0.101021j -0.000397247-0.0350357j -0.000214476-0.0310321j 0.028966-0.0335354j 0.000243606+0.0195294j 0.0281262-0.0317327j 0.0176342+0.033481j 0.00794153+0.047914j 0.0313962-0.004079j 0.0143043-0.0151728j 0.00202357+0.0351352j 0.0146955+0.0237275j -0.0123808-0.000343306j 0.0102325-0.0153151j 0.0055151+0.00336052j -0.0112925+0.00500249j -0.00688797-0.02611j -0.00366472-0.0250754j 0.0119905-0.0251264j -0.0171159+0.00752608j -0.0130585+0.00363827j 0.0168715-0.00102762j -0.0133441-0.0133639j 0.0200575-0.0149379j -0.00414423-0.0129957j 0.00625306-0.0109301j 0.00670852+0.00538945j 0.0223062-0.00762434j 0.00519574-0.0102216j -0.00729762-0.00858793j 0.00462469-0.00885104j 0.0127823+0.0227615j 0.00806936+0.00346587j 0.0210281-0.00607484j 0.0160733+0.00907601j 0.00666794-0.0113548j 0.0173821-0.0102055j 0.0119444-0.030963j 0.00392817-0.000148807j 0.00704571+0.00437363j -0.00872825+0.0214602j 0.0141048-0.00850516j -0.00747554+0.000771862j -0.0113474+0.0243269j -0.00124364-0.00265647j 0.00417729-0.00311051j -0.0298924-0.00409418j -0.00127313-0.0148322j -0.00871515+0.0115021j 0.0153341+0.0160491j -0.027563-0.00146095j -0.0115747+0.0261269j 0.0104399-0.0243171j -0.0185305+0.0128677j -0.0179189+0.0324696j -0.0131121-0.0139126j -0.0300209+0.00776678j 0.00233963+0.00105306j -0.0120723+0.0245504j -0.0116724+0.027874j -0.00880815+0.00461539j 0.0180125-0.0313687j -0.0148106-0.0260831j 0.00232989-0.000859618j 0.00980572+0.0353657j -0.0557807-0.021574j 0.00628384+0.0166171j -0.00929436-0.0236875j 0.0137589-0.00439229j 0.0203585-0.00412751j -0.0124474+0.0353828j 0.0220387-0.00738826j -0.0480248+0.0471979j 0.0238651+0.0421198j -0.00694451-0.0124468j 0.00526081+0.00258534j -0.00265234+0.0234175j -0.0649632+0.0631618j 0.0879082-0.142077j -0.0575753-0.266756j -0.390081-0.0631024j -0.0254356-0.165236j 0.0292259-0.182098j -0.0952979-0.0107111j -0.0100542-0.00849507j -0.185785-0.0282622j 
-0.0115747-0.0261269j -0.00145166+0.0260485j 0.0127456-0.012431j 0.0481228-0.0181791j 0.012751-0.0179707j -0.0051819+0.0146131j -0.0618171-0.0137679j -0.00838066-0.0626996j 0.0276399-0.00287285j 0.0141719-0.0665507j 0.127003-0.108312j -0.000793697+0.0620892j 0.0450991-0.0246966j 0.00703518+0.0427815j -0.0194366-0.0837671j 0.0520723+0.0977276j -0.062645-0.119548j 0.0597838-0.0158231j -0.0518756+0.0133098j -0.0603123+0.0668502j -0.00794819-0.0798484j 0.0291142-0.0366919j 0.0251554-0.00563174j -0.080477-0.0715277j -0.0740922+0.0511878j 0.092147+0.0632205j 0.0836683+0.0290797j -0.055503-0.0123918j 0.0369129+0.0582076j -0.0980783+0.0679712j -0.0942798+0.0477779j 0.049243-0.0366237j 0.0172868+0.0931161j 0.169135+0.0349432j -0.00289424+0.0987546j -0.0242111+0.0056763j -0.032697-0.0589296j -0.0086761+0.0305159j -0.0757226-0.095451j 0.0267216+0.0200262j 0.0109969+0.101199j 0.00540892-0.0794466j -0.0148628+0.0119497j -0.032952-0.0395964j -0.0693071-0.0723641j 0.0802254-0.0830694j 0.0168522+0.0160588j 0.0184602-0.000228898j -0.03827+0.0248918j 0.0939079+0.0232646j 0.0146102-0.0275506j -0.0458713-0.00299535j 0.0685838+0.0020094j 0.0396623-0.0164398j -0.00489993+0.101739j -0.000142654+0.113324j 0.0688439-0.0636381j 0.0882694-5.7454e-15j -0.0442112+0.0937181j 0.055736-0.00580989j -0.0497395-0.0626521j -0.0123128-0.0245502j -0.0206569-0.0247501j -0.076066-0.0826363j 0.0515759+0.0173733j 0.0704486+0.133272j -0.0840158-0.0418186j 0.0510896+0.001513j -0.0635887+0.0968628j 0.0203636-0.0632684j 0.00675422+0.0366171j -0.0472676+0.0302422j -0.0191309+0.0484325j -0.0303245+0.0206929j 0.0179903+0.0792466j -0.0518021+0.0260149j -0.0194909-0.0229101j -0.0111077-0.0691135j -4.9931e-05-0.00736865j 0.0112619-0.0574212j 0.00150735-0.0348974j 0.0158141-0.00061827j 0.0478826+0.0390172j -0.0163071-0.00276266j 0.0294586+0.0124481j -0.0377688+0.0450083j -0.00653705-0.0270178j 0.00424138+0.0214381j -0.00344285-0.00181901j -0.0381143+0.024428j -0.0085004+0.0111999j 0.0184336+0.0116876j 
0.0104399+0.0243171j 0.00126512+0.00596546j -0.0103014+0.00848802j 0.00838553+0.0141227j 0.0277098+0.0225826j -0.0408029+0.00443283j 0.00148937+0.0341356j -0.0366805+0.0318757j 0.0228885-0.0331714j 0.0545932-0.0154454j 0.0598656-0.0236824j -0.0390205+0.0110333j -0.0243399+0.0305189j -0.0712944+0.0544394j 0.0288577+0.0661603j 0.032374+0.0396653j -0.0536072+0.130691j 0.0945123+0.0984245j -0.00783171-0.0596747j 0.077379+0.0529394j -0.108751+0.0396736j 0.00772889+0.024288j -0.0233019+0.0036695j 0.0118963-0.148529j 0.0808024-0.0591633j 0.0582221-0.0595127j 0.189261+0.112728j -0.11863+0.10547j -0.0783152-0.00965736j 0.0748756-0.0347926j -0.0840441+0.0291047j -0.0359587+0.0158373j -0.0601287+0.0804948j -0.0699549-0.0214112j 0.100875+0.0321726j 0.00954649+0.06091j -0.0358606-0.0132508j -0.105528-0.00929614j 0.0647016+0.150616j 0.070084+0.0662822j -0.0266243+0.0471987j 0.092011+0.0722371j 0.062381+0.0390379j -0.0849576+0.0495453j 0.0464645-0.0227306j 0.00767389+0.0346498j -0.0649952-0.0263799j -0.00715222-0.0835728j 0.0421934-0.00497169j -0.0188153+0.0731909j 0.0324387-0.124719j -0.10918-0.0827772j 0.0635692-0.0399309j -0.0761555+0.0147642j 0.0147957+0.0592124j 0.0203203-0.0378787j 0.0980043+0.0407752j -0.0442112-0.0937181j -0.0118869-7.35523e-16j -0.166407-0.0234001j 0.153945+0.0380334j 0.0254665-0.032591j -0.0497347-0.0170672j -0.114861+0.0353142j 0.0755043-0.0169199j 0.0325268+0.0532039j -0.0575269-0.0270687j 0.101101-0.0533064j 0.00312839-0.00270884j 0.0280559-0.0306304j 0.0218939-0.0460315j 0.00828429+0.0195739j 0.0211633-0.00465416j -0.121632+0.0263689j 0.120343-0.0337597j 0.0339274-0.00131016j 0.00148244+0.00361474j 0.00254919-0.00113206j 0.0087423+0.0348953j -0.0736994-0.0249393j 0.0387309+0.00197899j -0.0182+0.0800012j -0.0124345-0.0513554j -0.0281972-0.024042j -0.0120902-0.00505975j -0.014683+0.00333361j -0.0506445-0.00689247j 0.00524952-0.00556526j 0.0048737-0.0311743j 0.00528436-0.00260604j 0.00856916-0.0233379j -0.0117026+0.0103576j 
-0.0185305-0.0128677j -0.00882229+0.00457537j -0.000393362+0.00215295j 0.00723117-0.0054218j 0.0108241-0.0374961j -0.0189181+0.0108704j -0.0342584-0.0379286j 0.0425856+0.049302j 0.0698078+0.00100531j 0.0170619+0.0108216j 0.0157886+0.0446857j 0.026292+0.0240954j -0.019696+0.0243678j -0.0315627+0.0921628j 0.0548306-0.0113729j 0.0406082-0.0767974j -0.00925047+0.0871842j -0.00575061-0.0836933j 0.0416748+0.0946987j 0.0394077+0.0248376j -0.0314903-0.0145664j 0.0146408-0.0222309j -0.137545+0.0496319j 0.0361694-0.0264294j -0.0237213+0.0303491j -0.0444703+0.0398729j 0.0926193+0.0591594j -0.076114-0.0346448j -0.0387902-0.145967j 0.00148258+0.00153617j -0.0493631+0.00141805j 0.0326828-0.0961865j 0.0184311+0.000149259j 0.0465326-0.0107007j -0.0736914-0.0296548j 0.0172223+0.0739759j 0.029958+0.0048576j -0.147217-0.0532092j -0.100724-0.0526993j -0.0318278-0.0836296j 0.00945719-0.0110528j 0.0581842+0.00694523j -0.0772198-0.0204993j -0.0216011-0.0547699j 0.0396556-0.0426189j 0.0710595+0.040975j -0.00513773-0.0338998j 0.0264293-0.081918j 0.0517552-0.0154738j -0.00411081-0.0208098j -0.00181148-0.0589244j 0.0131176-0.00776648j -0.0113524+0.013779j -0.0677698+0.144031j -0.0532053+0.0296754j 0.020668+0.0310911j 0.0534939+0.0770865j 0.055736+0.00580989j -0.166407+0.0234001j 0.0149071-3.12944e-15j -0.0492376-0.0422331j -0.00287709+0.0406965j 0.0395136-0.0478141j 0.124738-0.0390279j -0.0228843-0.0367561j -0.0173345+0.030781j -0.0732469+0.0253422j -0.0322478-0.0185235j -0.042185+0.0013594j 0.0378864-0.0192061j -0.0652796-0.00832986j 0.036918-0.0413973j 0.0767796-0.0557811j 0.109774+0.01639j 0.0124871+0.0124851j 0.0182404+0.0759162j 0.00836572-0.0752469j -0.0044948-0.0267067j -0.000449809-0.00163989j 0.0413641-0.0165469j 0.0322354-0.0693916j -0.00981357+0.0768452j -0.00920145+0.0250574j 0.0238881-0.0550572j 0.0167604-0.031801j -0.00718237-0.0187768j -0.0272889+0.017059j 0.0209024+0.0399131j 0.021025-0.0143054j -0.0111217-0.0249956j 0.0106796+0.0172404j 0.0029334-0.00441699j 
-0.0179189-0.0324696j -0.0146046+0.00277167j 0.0224241-0.0118946j 0.0178881+0.0159176j -0.0243569-0.031387j -0.0353301+0.00540622j -0.0385216+0.0259497j 0.000515028-0.0235488j 0.00319426+0.0367135j -0.0495442+0.0986775j -0.0250261+0.0233072j -0.0184116-0.153653j -0.0406553-0.0935072j 0.0788751-0.0668984j 0.0189035-0.0123124j -0.0917548-0.0290001j -0.0375182-0.072683j -0.0401483-0.0649242j -0.111976+0.0907581j -0.072984-0.0320945j -0.0141131-0.152319j 0.0636675+0.0807712j -0.0587553+0.160587j -0.0855156-0.149574j -0.0212056-0.134491j 0.0195793-0.135434j 0.0652597+0.058736j -0.062202+0.0190316j 0.142245-0.0216376j -0.0923174-0.0602337j 0.0940324+0.0202878j 0.060868-0.00804805j -0.0764002+0.0432139j -0.00487762-0.0418392j 0.0515458+0.104017j 0.028216+0.00965613j 0.0579472+0.00342532j -0.116522+0.00923838j 0.0122666+0.0392654j -0.019982+0.110004j 0.032159+0.118578j -0.0397854+0.0189414j -0.0693749-0.0923342j -0.00328019+0.0403386j 0.0662562+0.00825775j 0.0189896+0.0973022j 0.0137502-0.019721j -0.0159243+0.0302818j -0.0411847+0.00771855j -0.120108-0.00128032j 0.0683304+0.0160289j 0.0321516+0.0575137j -0.0478817+0.0818267j 0.0299727-0.0119527j 0.0252517-0.0333321j -0.018257+0.0657959j -0.0163552+0.00579102j -0.0497395+0.0626521j 0.153945-0.0380334j -0.0492376+0.0422331j 0.203543+6.03684e-16j 0.126805+0.0157431j -0.0375279-0.0385733j -0.0622183+0.0199322j 0.121402+0.0728336j 0.00837765+0.0463659j 0.151048+0.00821201j -0.00228793+0.0236291j -0.00481853-0.00910887j 0.0678708+0.00253927j -0.0133238+0.029195j -0.0524125-0.0227607j 0.0563556+0.0247552j -0.0141927+0.00831641j 0.0236312+0.00326798j -0.0101163-0.015464j -0.0156338-0.0516496j 0.0302406-0.0874341j -0.00173835+0.0157174j 0.015566-0.0729899j 6.42649e-05-0.02269j 0.0173111-0.0160683j -0.0126571+0.0400278j 0.0381487+0.0270758j 0.0129657-0.0289336j -0.00812503+0.00789697j -0.00986893-0.015505j 0.0147191+0.0226216j 0.0167434+0.0309146j -0.0254258+0.0234672j -0.0145719+0.00792253j 0.00313432-0.00646039j 
-0.0131121+0.0139126j 0.0012557+0.0103282j 0.0146198+0.0241683j 0.0183505-0.0204035j 0.0230382-0.00287269j 0.0936851-0.00265054j 0.0391214-0.0192669j 0.0550139+0.0681258j 0.00199467-0.0853285j -0.0438705-0.0311367j -0.002927-0.096067j 0.0897675+0.041682j 0.0362814-0.0276558j -0.00788519-0.0113619j 0.0480621-0.020302j 0.0467511-0.0817396j 0.131692-0.0177448j 0.0965057-0.041082j 0.0862221+0.127612j 0.105215-0.0426153j -0.0294583+0.104275j -0.155439-0.00622879j -0.000468502+0.0130883j 0.0298102-0.00870236j 0.0110432+0.0503576j -0.00430326-0.00259627j 0.133802+0.124979j 0.0567796+0.057195j -0.00897683+0.0715899j 0.104763+0.0361744j 0.0311541+0.0723014j -0.0329843-0.0425544j -0.0371509-0.112905j -0.0493056-0.128973j -0.0212837+0.16372j -0.0807451-0.0847j 0.00355249+0.0524138j -0.0284124+0.0637219j -0.101322-0.0308659j 0.0854631-0.0834419j 0.0624616+0.0521309j -0.0243831-0.0241109j -0.0224714+0.00201781j 0.19084-0.0299875j -0.00977327+0.0810452j 0.0805172-0.0308783j -0.000114426+0.0320839j -0.0423348-0.078527j 0.0684285+0.00692463j -0.0271876-0.0231786j 0.0165442-0.0368492j -0.0545204+0.0204909j 0.0120852+0.0731707j 0.0624312-0.0556225j 0.000422026+0.0901124j 0.0806491+0.0194568j 0.0519703+0.110072j -0.0123128+0.0245502j 0.0254665+0.032591j -0.00287709-0.0406965j 0.126805-0.0157431j 0.179023+1.57166e-15j -0.167924+0.0527697j -0.0634941+0.00107267j -0.0440805-0.00452689j -0.0796083-0.00739811j -0.0193785-0.0197015j 0.0114276+0.0364038j 0.0354995+0.0154529j 0.0661587-0.0171162j 0.0355935-0.00810921j -0.0406081+0.037104j -0.0152899-0.0114564j -0.0138469-0.0487678j -0.0382062+0.0110379j 0.046391+0.00573018j -0.0213765+0.108642j -0.0405364+0.0387749j -0.0156589-0.01136j 0.0449439+0.0398494j -0.0948622+0.0232649j -0.00528437+0.0463443j 0.0341675+0.00390254j 0.000695308-0.00303491j 0.00679982+0.00823305j 0.0117826-0.0272208j 0.0073875+0.0296018j 0.00985802+0.00609874j 0.00390585-0.00678604j 0.0180664-0.020621j 0.0107124-0.00318745j -0.00616156+0.00921526j 
-0.0300209-0.00776678j -0.00720163-0.0188355j 0.00204179+0.0407063j 0.00421737-0.0071928j 0.0552788-0.0598534j -0.0171602+0.0263363j 0.0224193+0.0173313j 0.00640321-0.0404444j -0.100705+0.0605777j 0.0359328+0.045999j 0.00442184+0.0657488j -0.202249-0.0186395j -0.0920729+0.0284241j -0.0546341-0.186427j 0.118464+0.127957j -0.026731-0.123373j 0.0834669+0.152649j 0.162929+0.0228706j -0.0212507-0.0596831j 0.0322703+0.0758585j -0.0791035-0.0615703j 0.0732293-0.0499475j 0.0309751-1.5841e-05j 0.124922+0.0488657j 0.00472917+0.0434863j 0.11231+0.00379129j -0.0603996-0.0857539j -0.108263-0.0997636j 0.0166076-0.0652887j 0.044332-0.100338j -0.0215909-0.183866j 0.1432-0.131451j 0.0362479-0.00193115j -0.0874541-0.0384005j 0.0883211+0.0985632j -0.0236765-0.0532164j 0.114476+0.0921712j -0.0621753-0.0704069j 0.00380974-0.0316503j -0.0332877-0.151734j 0.000563102+0.0960214j -0.085401+0.0235229j -0.0068354-0.0262149j 0.0170735-0.0102362j 0.00455764+0.155649j -0.0241771-0.0247345j -0.00762052+0.0345859j -0.0192106+0.0137012j -0.0451255+0.0162664j 0.0608999-0.0336122j 0.0669771-0.0106036j 0.00275853+0.0570974j 0.0589672+0.0329364j -0.0370528+0.0358727j 0.091499+0.017576j -0.0484639+0.0259848j -0.00631608-0.027457j -0.0206569+0.0247501j -0.0497347+0.0170672j 0.0395136+0.0478141j -0.0375279+0.0385733j -0.167924-0.0527697j -0.0491471-1.66533e-15j 0.0838159+0.0664994j -0.0106285+0.0481017j 0.0678382+0.0968084j 0.000570208+0.0833275j 0.0309501+0.00295591j 0.0205469+0.0762851j 0.0213119-0.0242559j 0.00026964+0.0400757j 0.0168447-0.0333743j -0.0306565+0.0413569j 0.00246583+0.0586419j -0.0123354-0.00849839j 0.00703546-0.0253108j -0.0495596+0.0307102j 0.0801548-0.0597893j 0.0490015+0.0294881j -0.0258963-0.072104j -0.00231934+0.0251326j 0.023144+0.0398978j 0.0195752+0.0545891j 0.0300096+0.0101727j -0.00720097+0.00777849j 0.0170961-0.0144829j -0.0324964+0.000477611j -0.0155432-0.00301216j -0.0065907+0.0228027j -0.00366245+0.0124168j -0.00896582-0.00277289j 0.0142658-0.0168834j 
0.00233963-0.00105306j -0.0320421+0.0230181j 0.0381937+0.0129415j 0.022543+0.0107494j 0.0283934+0.0069331j 0.0398757+0.00253047j -0.0169892+0.0274965j 0.0199746+0.0232589j 0.0141193-0.121685j -0.024187-0.00841485j -0.0813245-0.207888j 0.053189-0.0486789j 0.0377348-0.0500127j 0.0515157+0.0803398j 0.0955632+0.194226j -0.132381-0.019524j 0.0529035-0.0569933j -0.038556-0.0308036j -0.00793542+0.163295j 0.180488+0.0994704j -0.101182-0.0726969j 0.015267+0.128428j -0.0687176+0.0330982j -0.10325-0.00665561j 0.206198-0.0381742j 0.0617892+0.0360232j -0.0741501-0.0567689j -0.0503033-0.0895991j -0.0274573-0.0944825j 0.0311527+0.090702j 0.0765519+0.0508961j 0.0222285+0.0523691j 0.0326662+0.0801734j -0.096856-0.0936097j 0.0418505-0.0483326j 0.0279425-0.0260912j 0.0605951-0.00351619j -0.0824323-0.0100693j 0.0707062+0.0397665j 0.0878744+0.080265j 0.0600895-0.00543918j -0.0862265-0.0250008j 0.00440677-0.0950208j -0.026886+0.0370944j -0.0378863-0.0450045j 0.0294282+0.0665389j -0.0792085+0.0330838j 0.0527518+0.023757j -0.0346465-0.0796678j -0.0386672+0.0833831j -0.00427619+0.0535611j -0.0109971+0.0220432j 0.0265347+0.0539479j 0.0356869-0.0873861j -0.0163953-0.00989005j 0.0606677-0.0465938j -0.03623+0.00671731j -0.076066+0.0826363j -0.114861-0.0353142j 0.124738+0.0390279j -0.0622183-0.0199322j -0.0634941-0.00107267j 0.0838159-0.0664994j 0.224463+1.11022e-15j -0.0181475+0.00620566j -0.0609545-0.0157122j -0.0356024-0.00290758j 0.0570035+0.047722j -0.0283509-0.0435631j -0.109989-0.00962813j -0.0400206+0.0142701j 0.0293286-0.0188656j 0.0346539+0.00552956j -0.0470791-0.0459008j 0.0327971+0.0246236j -0.0499783-0.00534765j -0.0743009+0.0500794j -0.0295929+0.0511739j 0.0203237+0.0141913j 0.0232984-0.000122947j -0.0465952+0.0102167j -0.0148476+0.00735646j 0.00117762-0.0312977j 0.0281617+0.000937864j 0.00483737-0.0152346j 0.00334379+0.035552j -0.0250741+0.00445214j 0.00584466-0.0203732j -0.00550459+0.01442j -0.000393008+0.0165468j 0.000114099-0.00936824j -0.0167322-0.00252322j 
-0.0120723-0.0245504j 0.00146419-0.000350135j -0.0188206+0.0092568j 0.0260581-0.0419637j 0.0574688+0.0519684j -0.0200466+0.0606707j 0.0094651+0.00384823j 0.0433197+0.0701617j 0.0980099+0.0158962j 0.0069912+0.0161344j 0.0377365-0.105011j 0.139059+0.126821j 0.0540747-0.0273344j -0.0450188+0.0788693j -0.00830006-0.0362702j 0.0477255+0.0135406j 0.0675471+0.0428903j 0.018517+0.0887956j 0.0472859+0.0053955j 0.0245111-0.104997j 0.0817215+0.043276j 0.0405213+0.0298882j 0.0237154-0.0805528j -0.0887569+0.0602432j -0.0043148+0.0221304j -0.0868462+0.0851486j 0.0686122+0.0160647j -0.0231344+0.025762j -0.0579504-0.0271165j 0.162356-0.169744j 0.00198876-0.00726703j 0.181643-0.0193207j -0.0912048+0.0475497j 0.0565005+0.07517j -0.0017773-0.0462856j 0.0625747+0.0108912j -0.000746158-0.111936j 0.0214152-0.0658666j 0.00456579+0.00990066j 0.100806-0.0646018j 0.0456105-0.0269641j 0.0707693+0.0334601j -0.0663741+0.0202279j -0.0174083+0.0906213j 0.0156988-0.01845j -0.0933647-0.00386348j 0.109881+0.0498851j -0.060258+0.0131803j -0.0510432+0.0115798j 0.0151269-0.0422108j 0.119514+0.0353415j 0.123173-0.0085127j 0.0992001-0.0124291j 0.0260127-0.0161997j 0.0480553+0.0187223j -0.100457+0.0652413j -0.106144+0.0206862j 0.0515759-0.0173733j 0.0755043+0.0169199j -0.0228843+0.0367561j 0.121402-0.0728336j -0.0440805+0.00452689j -0.0106285-0.0481017j -0.0181475-0.00620566j 0.0296423+1.11022e-15j -0.0525425-0.0395484j -0.0166044-0.0228267j -0.00588645+0.0550626j -0.0421313+0.0674194j -0.00706766+0.0521931j 0.0476851+0.0391273j 0.0132888+0.0528089j -0.0311281-0.0736725j -0.0371757+0.0388618j 0.0218873+0.034015j -0.0552264-0.00807291j 0.0560209+0.0370868j -0.0548375-0.0107048j -0.0511522-0.0342443j 0.0153459+0.087774j -0.0104342+0.00468476j -0.0458438-0.0561775j 0.0287669-0.00105237j 0.00885865-0.055794j 0.0226732-0.078901j -0.00590809-0.0513247j -0.0173622-0.0246425j 0.0174951+0.0266418j -0.0208204+0.0359671j 0.0131757-0.0231023j -0.00385968+0.01528j -0.0221184+0.00870226j 
-0.0116724-0.027874j -0.0274774+0.0142507j 0.0153249+0.0507512j 0.044686+0.0015697j 0.0235691+0.030679j -0.0518824+0.0760435j 0.0181574-0.0530018j 0.0636298+0.10585j 0.00765413+0.025229j -0.0235268+0.0889526j -0.182764+0.0188165j -0.0336047-0.103781j 0.00876955+0.00157332j 0.0287338-0.102191j 0.0869413-0.0244911j -0.00104299+0.0682186j -0.0265151+0.096849j -0.0375047-0.0501843j 0.0456838+0.0693766j -0.0146415+0.0768575j -0.0057597+0.0201509j -0.015932-0.0843983j -0.0327294+0.0587243j 0.0744424-0.0858119j -0.0349114-0.0316739j -0.0989696-0.043661j 0.0109219-0.0293623j -0.0773264-0.00564117j -0.0513738-0.076337j 0.0366981-0.0110332j -0.101685+0.0431731j -0.0218433+0.038917j -0.0656709+0.0328448j 0.0532496-0.0217344j 0.0621237+0.0892444j 0.0360156-0.10022j 0.0576039+0.0411946j -0.0425907-0.0381685j -0.0869495-0.00816878j -0.0688722+0.0512385j 0.107886+0.0538274j 0.0731507+0.0181097j 0.000288831-0.0014227j 0.0196407-0.0768282j -0.110048+0.0918862j 0.000157663-0.0688958j 0.00025628-0.0327045j -0.102215+0.0321773j -0.0538674-0.0718841j -0.04216+0.0419206j -0.0535433+0.00928213j -0.00861385+0.00100769j -0.0968399-0.061142j -0.018319+0.0372406j -0.0482223-0.0501605j 0.00931201+0.0413786j 0.0751552-0.00430245j 0.0704486-0.133272j 0.0325268-0.0532039j -0.0173345-0.030781j 0.00837765-0.0463659j -0.0796083+0.00739811j 0.0678382-0.0968084j -0.0609545+0.0157122j -0.0525425+0.0395484j 0.163651+1.45023e-14j -0.0139372-0.00298929j -0.0175843-0.0216099j -0.0132255-0.0205166j -0.001316-0.0242505j -0.0727344+0.0426075j 0.0288548-0.0709944j 0.0334613-0.0404365j -0.0174537+0.0153754j 0.0262764+0.0378572j 0.0599229-0.0205358j 0.0223829+0.0129038j 0.0305172+0.0539576j 0.00447643+0.00456967j 0.0142608+0.054625j 0.0437104-0.045296j -0.0595168+0.0351647j 0.0152141-0.045653j -0.023044+0.00386555j 0.0377569-0.0868262j -0.0333963-0.0166821j -0.0431717+0.00726962j 0.024306+0.0181314j -0.0335647+0.0354484j -0.00983151+0.01335j -0.00668546+0.0190793j -0.0430665-0.0118122j 
-0.00880815-0.00461539j -0.0102236+0.00734521j 0.0077849+0.040197j 0.0226424-0.0379846j -0.00116123-0.070503j 0.0510467+0.0167318j -0.0864661-0.0654657j 0.0299751-0.00489651j -0.0438134+0.0345232j -0.00820644-0.0183776j 0.0580844+0.0410677j 0.0187314+0.165147j 0.0540582+0.180913j -0.066675-0.0511631j -0.0237191+0.0262926j 0.0801829+0.0493632j -0.126148-0.0989162j 0.0901387-0.141508j 0.0435721+0.141582j -0.0819829+0.0724473j -0.00749435-0.0264799j -0.0452816+4.92459e-05j -0.0673362+0.0103101j 0.0641684-0.166557j 0.0350635-0.041309j -0.0191271-0.00137935j 0.104472+0.0031016j 0.121464+0.0282924j 0.0115106+0.0864589j 0.154323-0.0906008j 0.127904-0.0952745j -0.112834-0.0656362j 0.0547343+0.0396383j -0.00130391+0.147062j -0.121603-0.0620441j -0.0518146+0.0559654j 0.0248652+0.0794281j 0.00662974+0.0790688j -0.0100983+0.00823085j 0.0459186+0.0497233j -0.024081+0.0560409j -0.0634414+0.0703879j 0.0111341+0.108368j 0.00460118+0.0263475j 0.0358354-0.00860054j -0.0779737+0.0451305j -0.00480415-0.0313368j 0.00944311+0.121489j -0.0312688-0.0307346j 0.0902486-0.0197827j 0.0257264+0.010171j -0.0657706+0.0763859j 0.0636262+0.0759015j -0.0215099-0.0363434j 0.0139063+0.0324404j 0.0400015+0.0286155j -0.000770111-0.0633584j -0.0840158+0.0418186j -0.0575269+0.0270687j -0.0732469-0.0253422j 0.151048-0.00821201j -0.0193785+0.0197015j 0.000570208-0.0833275j -0.0356024+0.00290758j -0.0166044+0.0228267j -0.0139372+0.00298929j 0.10185-6.80012e-16j 0.002106+0.0805282j 0.0224221-0.0366631j -0.0267807-0.0460744j -0.0135157-0.00585107j 0.0346924-0.0553478j 0.0153334+0.0116013j 0.0238329-0.00132605j 0.0343476+0.0261407j -0.00289588+0.00548002j -0.0151082+0.0700049j 0.0764912+0.0674891j -0.0410108+0.0146369j 0.019987-0.0265565j 0.00122491-0.00539865j -0.00322284-0.00705597j 0.00513334+0.0269079j -0.00469598+0.00812209j 0.0410314-0.00951975j 0.00856419+0.0698591j 0.00613692+0.00594179j 0.00561848-0.0223109j -0.0352+0.0370071j 0.0156588+0.0204574j -0.00494853+0.036709j -0.00792163-0.0115152j 
