2.181e-15-0.00407199j 4.844e-16+0.00509833j -2.0341e-18+0.00463709j 5.14143e-18+0.00389951j 2.58202e-18+0.00572501j -5.84711e-18+0.00166907j 1.89512e-20-0.00420071j 2.14339e-18-0.000415479j 7.91644e-18+0.00210969j -1.5967e-17+0.0059969j -1.24642e-18+0.000725173j -1.31968e-17+0.00120626j -4.5865e-18+0.00444023j 1.33468e-17+0.00427379j -1.86128e-17+0.00452671j 2.45697e-16-0.00445968j 9.27131e-19-0.00133405j 1.91501e-16+0.00170018j 5.04391e-17+0.00259423j -6.60122e-18+0.0018574j 1.51166e-17-0.00526j -2.78414e-19-0.0033847j -9.39634e-18+6.34427e-05j -2.12882e-16-0.0049005j 1.2634e-16-0.00349519j 6.89205e-18+0.00168999j -2.96087e-17-0.00840869j 5.55626e-17-0.00368386j -2.17401e-17-5.51849e-05j 6.09404e-18-0.0022038j -5.11958e-17-0.00182242j -8.3669e-16+0.00279408j 6.49315e-17-0.00391532j -1.21912e-16-0.00135094j -1.68445e-17+0.000569531j -7.19473e-17+0.00397571j -7.27422e-18+0.00265524j -7.80305e-16+0.00185546j 7.52489e-16-0.000146409j -1.0615e-15+0.000402225j 5.08331e-17-0.00448732j 1.79345e-16-0.00518476j 3.49598e-17-0.00146911j -1.42289e-17-0.00131741j -1.117e-17-0.00418945j 4.9822e-17-0.00302539j 1.37452e-17+0.0019107j -2.51764e-17-0.000466234j -1.29712e-18+2.28454e-05j 5.20663e-17+0.00354815j 2.46194e-17-0.00713861j 2.76611e-16-0.00490056j 5.72552e-18+0.00208144j 4.31579e-16+0.00529355j 3.73821e-17-5.26997e-05j 9.87244e-18-0.00158028j 2.2107e-17-0.00439271j -1.18647e-17-0.00222265j -4.9148e-17+0.00427965j -7.69064e-19-2.39434e-06j 5.25406e-18+0.000572175j -2.00687e-16+0.00591648j 2.5375e-17-0.00330885j -1.7132e-17-0.00211086j -1.59354e-17-0.00538137j 1.00353e-19-0.000568222j 1.27742e-20-0.00188285j -3.44906e-18-0.00561915j -1.24282e-18-0.00106239j 3.74413e-18+0.00262604j -4.76193e-18+0.00475608j 2.57812e-17-0.00156154j 2.18504e-17-0.00485457j -3.52507e-18-0.00490329j -1.33061e-18+0.0037123j 1.2765e-15+0.00533666j -5.73699e-15+0.00366625j 
9.66219e-15-0.017981j 2.14449e-15+0.0223008j -3.01293e-18+0.0206073j 1.57293e-17+0.0168232j 1.89639e-17+0.0253619j -2.48142e-17+0.00735546j 5.32401e-18-0.018269j 2.95259e-17-0.00119783j 4.53954e-17+0.00955464j -6.71061e-17+0.0264157j -1.64445e-17+0.00283836j -5.20058e-17+0.00547579j -2.79717e-17+0.0192243j 7.89649e-17+0.0193323j -6.99296e-17+0.0201893j 1.07159e-15-0.0191374j -5.40309e-18-0.00608948j 9.0245e-16+0.00792783j 2.02622e-16+0.0109245j -2.9653e-17+0.00806402j 6.37603e-17-0.0232858j -1.68711e-17-0.0153884j -4.11122e-17+0.000283251j -9.24305e-16-0.0213655j 5.51755e-16-0.0157488j 1.19732e-18+0.00651282j -1.41151e-16-0.0372174j 2.42555e-16-0.016278j -8.70062e-17-0.000128514j 1.38535e-17-0.0101585j -2.23699e-16-0.00797697j -3.64707e-15+0.0121606j 2.84814e-16-0.0171022j -5.35229e-16-0.00593343j -8.16016e-17+0.00226557j -3.23505e-16+0.0170953j -3.53171e-17+0.0111392j -3.83396e-15+0.00918062j 3.72605e-15-0.000710121j -5.2111e-15+0.0019734j 2.11081e-16-0.0201988j 7.91031e-16-0.0230929j 1.49335e-16-0.00668728j -6.09883e-17-0.00577335j -5.25943e-17-0.018467j 2.16292e-16-0.0133678j 6.37205e-17+0.00840539j -9.26613e-17-0.00155847j -6.4432e-18+0.000231263j 2.28261e-16+0.015452j 1.21719e-16-0.0310126j 1.2346e-15-0.0223982j 8.87736e-18+0.00872566j 1.90917e-15+0.0233579j 1.65094e-16-0.000230492j 5.87944e-17-0.00640347j 1.04323e-16-0.0190755j -5.75456e-17-0.00985732j -2.03963e-16+0.0192256j -1.32203e-17-0.000478523j 1.65779e-17+0.0022819j -8.8076e-16+0.0263838j 1.24163e-16-0.0141894j -5.18189e-17-0.00868486j -7.77873e-17-0.0238641j 5.83e-18-0.00231319j -1.07984e-17-0.00860421j -1.26123e-17-0.0245571j 5.12586e-18-0.00436667j 3.67442e-17+0.0121446j -1.5393e-17+0.0210318j 1.13436e-16-0.00682028j 1.02677e-16-0.021063j -2.50127e-17-0.0218029j -1.44593e-17+0.0160314j 5.53765e-15+0.0234884j -2.48811e-14+0.0159751j 
-2.56936e-16+0.000684111j -5.46673e-17-0.00148442j -2.03415e-17-0.000391603j 2.10699e-17-0.00182689j -1.35492e-17-0.000720738j -6.94033e-19-0.000324139j -8.72294e-18+0.00153496j -3.34037e-17+0.00195334j -1.43627e-17+0.000351648j -2.16797e-18-0.0012006j 1.86315e-17-0.00119795j -6.22803e-18+0.00023871j 1.63057e-17-0.00187804j -2.84945e-17+0.000643232j -8.74357e-18-0.00016793j -1.44593e-16+0.00239229j 6.5581e-18-0.000363305j 6.68585e-17+0.00095717j -1.18199e-19-0.00200635j 1.23813e-17-0.000719802j 1.88445e-17+0.000709617j 3.29873e-17-0.000739622j 1.98423e-18-1.48219e-06j 6.18829e-17+0.00163386j 2.14484e-17-0.000343887j 4.57629e-17-0.00309308j 2.14021e-17+0.00115688j -9.18389e-19+0.000586777j 1.34635e-17+0.000349905j 3.24591e-17-0.00089259j 1.26684e-17+0.000514511j 2.96021e-16-0.000994137j -2.8155e-17+0.00121096j 3.04721e-17+0.0003216j 1.59812e-17-0.000833198j 4.66888e-17-0.00203018j 6.74202e-17-0.00217833j -1.17086e-15+0.00260847j 1.0762e-15-0.00016354j -1.40161e-15+0.000515876j 2.69437e-17-0.000381349j 1.76655e-17+0.000284989j 1.47852e-17-0.000344796j 6.73382e-18+0.00035152j 4.53205e-18+0.000800472j -5.73225e-18+0.000483746j 3.51747e-18-0.000415173j -1.30204e-17+0.0015581j -2.12529e-17+0.00038179j 3.73163e-18-0.00123459j -1.17773e-17+0.00270754j 1.24513e-16-0.00141986j 1.07661e-17-0.00172655j -8.15421e-17-0.000940227j -6.32231e-18+1.54128e-05j -3.51301e-17+0.00196522j -1.34223e-17+0.00168936j 2.14419e-18+0.000247403j -1.9026e-17+0.000249952j 4.0212e-17-0.00138364j 1.33352e-17-0.000819858j -1.2558e-17-0.00023115j -1.71924e-17+0.00180324j -1.19802e-17+0.00223636j 1.77123e-17+0.000604825j -1.07051e-17+0.000675011j 1.84375e-17-0.000541274j -6.46188e-18+0.00170065j -1.20015e-17+0.00113853j -3.26552e-17+0.00118153j -6.44728e-18-0.000710159j -1.0242e-17+0.000484551j -2.0687e-17+0.0019208j 1.50464e-17+0.00037693j 1.30133e-17-0.00169233j -5.17966e-16-0.00112464j 2.31764e-15-0.00124938j 
-5.64745e-15+0.0103926j -1.25525e-15-0.0125351j 1.5999e-17-0.0121293j -2.43393e-17-0.00906224j -1.16628e-18-0.0147947j 1.56017e-17-0.00422663j 3.47709e-18+0.0100912j 7.81254e-18-0.00037055j -1.59216e-17-0.00592083j 4.25288e-17-0.0151588j -4.31648e-18-0.00103327j 3.66441e-17-0.00341396j 4.81265e-18-0.0104724j -2.50592e-17-0.0119418j 5.03633e-17-0.0120034j -5.56751e-16+0.0101339j -3.01345e-18+0.00385108j -5.72824e-16-0.00528344j -1.26402e-16-0.00542793j 9.91709e-18-0.00443075j -5.09584e-17+0.013557j -1.41798e-17+0.00963244j 2.35816e-17-0.000168892j 5.20869e-16+0.0118914j -3.47086e-16+0.00962787j -3.61675e-17-0.00217909j 6.91282e-17+0.0216552j -1.46067e-16+0.00942647j 4.5884e-17-0.000117939j -3.1765e-17+0.00658399j 1.27197e-16+0.00449296j 2.01921e-15-0.00673249j -1.54102e-16+0.00957255j 3.0366e-16+0.003376j 3.74153e-17-0.000893276j 1.63962e-16-0.00911201j -2.20458e-17-0.00546077j 2.96099e-15-0.00695406j -2.83289e-15+0.000516601j 3.90554e-15-0.00146983j -1.47089e-16+0.0123151j -4.87578e-16+0.0136779j -1.00369e-16+0.00419895j 3.28739e-17+0.00326341j 2.80685e-17+0.010619j -1.2742e-16+0.00774014j -3.99067e-17-0.00480501j 6.81477e-17+6.57336e-05j 1.71455e-17-0.000351273j -1.40144e-16-0.00857062j -6.29289e-17+0.0170736j -8.1897e-16+0.0142115j -1.58133e-17-0.0042663j -1.09707e-15-0.0134717j -9.53899e-17+0.000129519j -9.80363e-18+0.00274193j -5.28259e-17+0.0104884j 3.21366e-17+0.00576844j 1.37729e-16-0.0116588j -1.96415e-17+0.00105758j -1.98852e-17-0.000910494j 5.39378e-16-0.0156798j -6.11789e-17+0.00749733j 4.4092e-17+0.00395783j 3.39806e-17+0.0139618j 4.45745e-18+0.00100994j -7.57375e-18+0.005457j 1.22604e-17+0.0137666j 6.86888e-18+0.0019821j 3.02767e-18-0.00793505j 1.45995e-17-0.0122061j -6.19112e-17+0.00381659j -4.73602e-17+0.0115503j 3.44058e-18+0.0128538j -1.43535e-18-0.00866278j -3.02868e-15-0.0134471j 1.36157e-14-0.00887587j 
4.59287e-15-0.00952927j 1.01968e-15+0.0150232j 3.25942e-17+0.00894365j -2.43758e-17+0.0148962j 1.09326e-17+0.0122104j -1.32508e-17+0.00412132j 2.23794e-18-0.0139142j 1.23188e-17-0.0102482j 8.8367e-18+0.00145982j -3.85629e-17+0.0149849j -8.20117e-18+0.00699662j -3.46947e-17+0.000649276j -2.26906e-17+0.0159661j 1.66804e-17+0.00329776j -6.60813e-17+0.00767514j 9.76421e-16-0.0185281j 2.76627e-17-0.000229011j -1.55708e-16-0.00214172j 1.91e-16+0.0138054j -4.94897e-17+0.00635476j -1.90699e-17-0.0114521j -2.96129e-17-0.00147803j -2.51951e-17+0.000103277j -6.6117e-16-0.0154599j 1.87828e-16-0.00359406j 9.49228e-18+0.0177892j -7.07678e-17-0.0184182j 1.16657e-16-0.00846276j -1.27439e-16-0.00180667j -2.93244e-17+0.0010618j -1.44793e-16-0.00529083j -2.69874e-15+0.00912281j 2.1737e-16-0.0118869j -3.33145e-16-0.00362752j -4.61294e-17+0.00496488j -2.5168e-16+0.0160126j -2.15747e-16+0.0147446j 4.32749e-15-0.010039j -4.14479e-15+0.0005839j 5.24487e-15-0.00193205j 7.05275e-17-0.0049105j 2.69289e-16-0.00924713j 3.9914e-17-0.00052448j -5.65538e-17-0.00372415j -1.84775e-17-0.01028j 1.26505e-16-0.00695922j -1.77727e-18+0.00493518j -9.5112e-17-0.00837857j 7.01372e-17-0.00184565j 8.96051e-17+0.0114478j 1.76725e-17-0.0241334j 2.75454e-17-0.000421281j 5.70122e-17+0.0116517j 1.02229e-15+0.0126386j 8.75001e-17-0.000155629j 5.59849e-17-0.0120689j 4.98539e-17-0.0149651j -2.60749e-18-0.00458088j -9.15657e-17+0.00524342j -8.28675e-17+0.0068104j -8.43997e-19+0.00490318j -3.46626e-16+0.010089j 4.10252e-17-0.0138862j -1.10515e-16-0.0142068j -4.91144e-17-0.0111197j 8.08135e-18-0.00418387j -5.73798e-18-0.000182801j 1.7303e-18-0.016876j -1.61384e-17-0.00721416j 1.2021e-17-0.00184598j -1.56863e-17+0.0106925j 8.15251e-17-0.00474862j 7.54953e-17-0.0168035j -8.10216e-18-0.00927411j -1.86581e-18+0.0139503j 4.46437e-15+0.013612j -2.00649e-14+0.0116992j 
-3.24939e-15+0.00283673j -7.14e-16+0.00704896j 7.83467e-17-0.00977184j -7.16342e-17+0.0170666j -3.23566e-17-0.00805869j -6.44908e-19-0.000424471j -2.4794e-17-0.0110737j -9.96626e-17-0.031511j -9.729e-17-0.0133908j -1.28635e-17-0.000917613j 5.0479e-17+0.0176632j -3.98629e-17-0.00829209j 1.33696e-17+0.0160198j -1.73212e-16-0.0259597j -1.28445e-16-0.0131582j 1.11999e-15-0.0246334j 1.33169e-16+0.0108472j -2.29569e-15-0.0221672j 3.05454e-16+0.0247083j -9.5085e-17+0.00559025j -1.56867e-16+0.00660348j 6.54097e-18+0.0244459j -5.40201e-18-0.000199127j -4.37683e-16-0.010271j -3.76583e-16+0.0181549j 1.50354e-16+0.0462507j 7.85202e-17+0.0101769j -6.22898e-17+0.00310877j -2.69725e-16-0.0057126j -5.75096e-17+0.0228562j -5.3915e-17-0.00224783j -1.93681e-15+0.00691258j 1.63565e-16-0.00661178j -7.80308e-17-0.000656674j 3.47522e-17+0.012055j -1.66448e-16+0.0202296j -5.7532e-16+0.0273962j 2.14351e-14-0.0505954j -2.07575e-14+0.0032784j 2.71956e-14-0.0101308j -1.01323e-16+0.0222927j -5.73246e-16+0.0135068j -1.20563e-16+0.0110119j -7.1292e-17-0.00128029j 5.04916e-17+0.00128716j 1.74259e-17+0.00252182j -1.30105e-16+0.000258778j -2.02576e-16-0.0246588j 2.25947e-16-0.00652661j -1.23643e-16+0.00830803j -2.15574e-16-0.0204908j -2.14129e-15+0.0412863j 2.25886e-16+0.021796j -2.83988e-16-0.00282854j -2.61276e-17-7.40257e-05j 1.24899e-18-0.0275963j -6.1239e-17-0.0130022j 1.15047e-16+0.00367589j 2.67164e-17-0.0193406j -1.85175e-16+0.0233689j -3.61862e-18+0.0118204j 4.78436e-16-0.0170011j -1.45637e-16-0.0187542j -3.43322e-16-0.0302994j 1.98933e-17+0.00880154j -8.67431e-18-0.00938887j 4.76291e-17+0.0157909j 1.62881e-17-0.00885953j -1.02643e-16-0.0154687j -1.13875e-16-0.0292264j -4.41478e-17-0.00481394j 4.84159e-17-0.00266375j 2.11788e-17-0.0152778j 5.95028e-17+0.0109601j 5.61234e-17+0.0154562j 4.16071e-15+0.000132673j -1.87421e-14+0.00814042j 
2.675e-15-0.00532761j 5.92203e-16+0.00772409j 2.01137e-17+0.00541678j -1.68322e-17+0.00706831j 1.43425e-17+0.00708579j -6.28429e-18+0.00225712j 7.11872e-18-0.00688758j 2.95e-17-0.00370441j 1.8561e-17+0.00157533j -1.73916e-17+0.00817013j -1.67382e-17+0.00275464j -1.14938e-17+0.000837546j -2.01286e-17+0.00770915j 3.49053e-17+0.0033073j -1.94145e-17+0.00492814j 4.74973e-16-0.00859211j 7.79929e-19-0.00075963j 6.2874e-17+0.000138856j 7.30823e-17+0.0060297j -2.35807e-17+0.00311441j -6.6968e-18-0.00658982j -3.09879e-17-0.00223296j -1.3198e-17+6.76064e-05j -3.28712e-16-0.00777182j 1.12616e-16-0.00301046j -2.8199e-17+0.00692523j -5.16122e-17-0.0105723j 6.37666e-17-0.00476589j -5.01339e-17-0.000643829j -2.57722e-17-0.000764151j -7.47244e-17-0.00273399j -1.35096e-15+0.0045362j 1.10284e-16-0.00605093j -1.76019e-16-0.00192632j -3.33671e-17+0.00198279j -1.36085e-16+0.00748767j -9.70575e-17+0.00638091j 1.11616e-15-0.00247286j -1.03052e-15+0.000124164j 1.25295e-15-0.000452853j 3.03311e-17-0.00396595j 1.70159e-16-0.00580001j 2.2143e-17-0.000929316j -2.62503e-17-0.00194211j -1.52335e-17-0.00564344j 6.49953e-17-0.00391713j 7.23457e-18+0.00265791j -2.64051e-17-0.00309325j 2.83088e-17-0.000617243j 5.2585e-17+0.00571371j 3.06821e-17-0.0118708j 1.16095e-16-0.00264735j 6.56448e-18+0.00503382j 5.73866e-16+0.00701125j 4.89447e-17-7.99569e-05j 4.46729e-17-0.00491993j 3.60222e-17-0.00734375j -1.09844e-17-0.00269656j -3.90383e-17+0.00397328j -4.67483e-17+0.00231946j -6.46195e-18+0.00196312j -2.04317e-16+0.00646072j 3.97201e-17-0.00642236j -2.40473e-17-0.00591954j -3.45684e-17-0.00653854j 9.78089e-18-0.00171599j -1.51937e-17-0.00102428j 2.70157e-18-0.00862154j 5.29162e-18-0.00300106j 3.00658e-17+0.000712668j -1.51198e-18+0.00607349j 4.21853e-17-0.00241594j 4.61465e-17-0.00820619j -1.56712e-17-0.0056654j -1.13198e-17+0.00665035j 2.17619e-15+0.00736497j -9.77271e-15+0.00585974j 
-2.32266e-15+0.000189004j -5.09327e-16+0.0133256j 1.17167e-16-0.00858417j -1.08008e-16+0.0251291j -2.19533e-17-0.00547327j -3.50306e-18+0.000867066j -1.99227e-17-0.0177164j -8.07545e-17-0.0406654j -9.64228e-17-0.0153495j -2.26942e-17+0.00389254j 3.88245e-17+0.0232106j -4.90215e-17-0.00958958j -5.43403e-18+0.0242467j -1.68737e-16-0.0296015j -1.56639e-16-0.0130098j 1.6715e-15-0.0352831j 1.54225e-16+0.0127505j -2.74167e-15-0.0269238j 4.0041e-16+0.0338029j -1.33435e-16+0.00872125j -2.02627e-16+0.00400439j -3.03981e-17+0.0284159j -1.45004e-17-0.000201157j -7.2988e-16-0.0172807j -4.04638e-16+0.020274j 1.33288e-16+0.0605997j 5.24769e-17+0.005916j -4.08679e-17+0.000864949j -3.5528e-16-0.00735517j -1.03503e-16+0.0273798j -1.10798e-16-0.0044155j -3.19197e-15+0.0112044j 2.69761e-16-0.0117668j -2.03219e-16-0.00198147j 1.34435e-17+0.015904j -2.98916e-16+0.0292401j -7.78998e-16+0.0372933j 2.68389e-14-0.0631628j -2.59258e-14+0.0040706j 3.39115e-14-0.0126213j -1.23206e-16+0.0247296j -6.06445e-16+0.0128999j -1.42011e-16+0.0128471j -1.02691e-16-0.00275099j 4.91639e-17-0.00189271j 5.77643e-17+0.000670338j -1.53323e-16+0.00194534j -2.45412e-16-0.0319417j 2.97391e-16-0.00833068j -1.22644e-16+0.0136267j -2.3257e-16-0.0322465j -2.57009e-15+0.0486804j 2.64519e-16+0.0296438j 1.06018e-17+0.000853511j -1.79023e-18-0.00013923j 4.80926e-17-0.0366411j -4.53026e-17-0.0203459j 1.29675e-16+0.00282503j 2.47261e-17-0.0211281j -2.71193e-16+0.0298955j -1.66368e-17+0.0156061j 4.72868e-16-0.0167522j -1.41167e-16-0.0267892j -4.12191e-16-0.0405476j -6.00283e-18+0.00671399j 1.93767e-18-0.0124919j 3.63571e-17+0.0186117j 2.5117e-17-0.016082j -1.11157e-16-0.0206878j -9.78647e-17-0.0351728j -4.88716e-17-0.00214064j 8.60124e-17-0.00472721j 6.27419e-17-0.0236474j 5.25238e-17+0.00987949j 5.2106e-17+0.0229106j 6.40664e-15+0.00467843j -2.88331e-14+0.0135121j 
2.24745e-14-0.041238j 4.9889e-15+0.0492464j -3.25086e-17+0.0484331j 6.13844e-17+0.0350392j 3.8027e-17+0.0588947j -5.74979e-17+0.016737j 9.1825e-18-0.039391j 5.68203e-17+0.00294892j 1.07014e-16+0.0240481j -1.54202e-16+0.0599985j -3.09452e-17+0.00325527j -1.18803e-16+0.0138931j -5.4146e-17+0.040666j 1.84104e-16+0.0484538j -1.49887e-16+0.0480946j 2.20666e-15-0.0389215j -2.56308e-17-0.0157422j 2.43572e-15+0.0219403j 4.246e-16+0.0203052j -4.62175e-17+0.0172611j 1.81761e-16-0.0539307j -1.5412e-17-0.0392485j -9.2369e-17+0.000677366j -2.02116e-15-0.0465489j 1.33585e-15-0.0389343j 1.60782e-17+0.00644143j -3.19537e-16-0.0861288j 5.65651e-16-0.0374295j -1.53692e-16+0.000735379j 6.354e-17-0.0271166j -4.97898e-16-0.0176645j -7.9084e-15+0.0263026j 6.12223e-16-0.0375497j -1.19807e-15-0.0133217j -1.80632e-16+0.00296557j -6.87186e-16+0.0350871j 4.62831e-17+0.0203085j -1.25823e-14+0.0298861j 1.21727e-14-0.00219756j -1.66995e-14+0.00629028j 5.1905e-16-0.0497576j 1.91004e-15-0.0547341j 3.70685e-16-0.0171259j -1.25669e-16-0.012847j -1.24471e-16-0.0420604j 4.90909e-16-0.0307321j 1.66766e-16+0.0189924j -1.95283e-16+0.000900792j -6.10533e-17+0.00169657j 5.44503e-16+0.033507j 3.0048e-16-0.0665639j 3.22121e-15-0.0581522j -2.24095e-18+0.0158479j 4.36965e-15+0.0534157j 3.78612e-16-0.000508782j 1.09207e-16-0.00954568j 2.38362e-16-0.0408712j -1.46357e-16-0.0229881j -4.8675e-16+0.0470226j 2.42595e-17-0.00528295j 4.84347e-17+0.00304471j -2.09983e-15+0.0628162j 2.92648e-16-0.0287702j -8.1521e-17-0.0142275j -1.68573e-16-0.0556355j 6.70499e-18-0.00355251j -1.77158e-17-0.0223266j -3.59704e-17-0.0540318j 1.6854e-17-0.00711134j 7.58979e-17+0.0327601j -3.41728e-17+0.0485037j 2.46818e-16-0.0149698j 2.18072e-16-0.0449641j -5.45132e-17-0.0513547j -3.12785e-17+0.033535j 1.17924e-14+0.0531791j -5.2985e-14+0.0347222j 
-2.84725e-14+0.0521552j -6.33203e-15-0.0621655j 1.08467e-16-0.061328j -1.52212e-16-0.0440948j 1.31059e-17-0.0745316j 8.07315e-17-0.0211596j 3.0116e-17+0.0496632j 8.72647e-17-0.00408405j -6.02173e-17-0.0305474j 2.20616e-16-0.0758459j -4.83843e-17-0.00391456j 1.9651e-16-0.0176541j 2.05365e-18-0.0512187j -8.63955e-17-0.0615375j 2.71473e-16-0.0609386j -2.66579e-15+0.0489163j -2.64553e-17+0.0200203j -2.98491e-15-0.0279826j -6.50844e-16-0.0253852j 3.52083e-17-0.0217541j -2.83945e-16+0.0682409j -1.17809e-16+0.0498852j 1.17935e-16-0.000858417j 2.58512e-15+0.0587195j -1.79819e-15+0.0494169j -2.49963e-16-0.0076181j 3.22901e-16+0.108978j -7.44606e-16+0.0473445j 2.20323e-16-0.000994161j -2.06005e-16+0.034533j 6.33818e-16+0.0223018j 9.94834e-15-0.0331672j -7.51856e-16+0.0473863j 1.51203e-15+0.0168306j 1.68862e-16-0.00361188j 7.76916e-16-0.0441196j -1.96214e-16-0.025359j 1.64123e-14-0.0383476j -1.56381e-14+0.00281474j 2.14688e-14-0.00806534j -7.87408e-16+0.0631439j -2.50828e-15+0.0693345j -5.31576e-16+0.021771j 1.59956e-16+0.0162236j 1.3652e-16+0.0531772j -6.43899e-16+0.0388727j -2.06847e-16-0.0240026j 3.69411e-16-0.00141773j 1.13294e-16-0.00221828j -7.19743e-16-0.0422574j -3.02275e-16+0.0839021j -4.32483e-15+0.0739694j -9.9101e-17-0.0197843j -5.49309e-15-0.0675472j -4.78652e-16+0.00064224j -2.00036e-18+0.0117529j -2.50752e-16+0.0515123j 1.59593e-16+0.0290976j 7.29858e-16-0.0596536j -1.52669e-16+0.00694199j -1.19891e-16-0.00371457j 2.7676e-15-0.0795895j -2.86988e-16+0.0361521j 2.47168e-16+0.0176399j 1.49158e-16+0.0704206j 3.75955e-17+0.00438393j -6.47284e-17+0.0283987j 7.12899e-17+0.0681936j 5.31554e-17+0.00881332j 6.19943e-17-0.0417383j 8.41648e-17-0.0613612j -3.03259e-16+0.0188911j -2.14126e-16+0.0566598j -3.94949e-18+0.0650342j -2.60412e-17-0.0422119j -1.48399e-14-0.0672147j 6.67298e-14-0.0437953j 
6.13904e-15-0.0047726j 1.54036e-15-0.0131061j -1.21867e-15+0.0172098j 1.32505e-15-0.0310401j -9.39483e-16+0.0140369j -1.29076e-16+0.000627314j -6.36241e-16+0.0202772j -2.41782e-15+0.0567551j -1.05984e-15+0.0239311j -3.94667e-16+0.0011604j 1.33684e-15-0.0318539j -6.85777e-16+0.0148273j 1.05486e-15-0.0292001j -2.0927e-15+0.0463784j -1.12041e-15+0.0233144j -3.82998e-15+0.0447065j 7.3864e-16-0.019416j 2.17579e-15+0.0397626j 1.35274e-15-0.0446885j 5.30463e-16-0.0102148j 1.13103e-15-0.0114556j 2.21491e-15-0.0437262j -9.69444e-18+0.000353238j 2.31181e-16+0.0188897j 2.37727e-15-0.0323931j 3.47888e-15-0.0833915j 1.18819e-15-0.01763j 5.76717e-16-0.00529408j 1.53323e-17+0.0102874j 2.12996e-15-0.0409616j 1.84688e-17+0.0041955j 3.97009e-15-0.0126718j -6.25829e-16+0.0122222j 1.73057e-16+0.00129272j 9.08885e-16-0.0217461j 1.76074e-15-0.0367399j 3.16297e-15-0.0495318j -4.28342e-14+0.0909217j 3.75837e-14-0.00588925j -4.97317e-14+0.018203j 2.28883e-15-0.0397601j 2.43692e-15-0.023888j 1.214e-15-0.0197014j 9.83211e-17+0.00241251j 2.56571e-16-0.00197369j 3.47238e-16-0.0042915j 1.45366e-16-0.000622358j -1.65752e-15+0.044425j -9.50734e-16+0.0117463j 7.06449e-16-0.0152455j -9.10127e-16+0.0374691j 7.54569e-15-0.0739155j 1.28673e-15-0.0394042j -6.20264e-17+0.00465778j 4.08238e-17+0.000137567j -2.20792e-15+0.0498038j -7.21871e-16+0.0237644j 2.26666e-16-0.00643464j -1.89727e-15+0.0344631j 2.27712e-15-0.0420647j 9.56484e-16-0.0213241j -2.59696e-15+0.0301178j -1.11057e-15+0.0340294j -1.77995e-15+0.054713j 1.00515e-15-0.0154022j -7.32789e-16+0.0169469j 1.33523e-15-0.0282699j -4.4467e-16+0.0164079j -1.04094e-15+0.0279313j -2.37622e-15+0.0523935j -5.924e-16+0.00827561j -2.21543e-16+0.0049228j -1.03306e-15+0.0278984j 1.08503e-15-0.0193269j 9.72372e-16-0.0281259j -7.88806e-15-0.000676059j 3.4674e-14-0.0149535j 
-1.56579e-15+0.00555692j -3.22959e-16-0.015138j -2.30281e-16-0.00128014j 2.38321e-16-0.0205881j -1.40694e-16-0.00467168j -9.44465e-18-0.00284746j -9.06262e-17+0.0165363j -3.45686e-16+0.0251072j -1.38894e-16+0.00632038j -2.72434e-17-0.0106996j 1.93478e-16-0.0150101j -6.63862e-17+0.00410432j 1.72218e-16-0.0208089j -2.79035e-16+0.011903j -8.35348e-17+0.00154306j -1.62075e-15+0.0274929j 5.31462e-17-0.00583296j 1.09451e-15+0.0138721j -2.43966e-17-0.0240021j 1.43749e-16-0.00784723j 2.2926e-16+0.00491007j 3.54313e-16-0.0124261j 1.87897e-17+3.29794e-05j 6.50197e-16+0.0172481j 3.25804e-16-0.0073612j 4.75196e-16-0.0389061j 2.09595e-16+0.0081421j 1.79772e-17+0.00460868j 1.73442e-16+0.00451334j 3.59433e-16-0.0134458j 1.25655e-16+0.00520137j 3.15314e-15-0.0106495j -3.02288e-16+0.0125502j 2.95768e-16+0.00307659j 1.61552e-16-0.0103861j 4.99824e-16-0.0231739j 8.00541e-16-0.0261924j -1.57522e-14+0.0355145j 1.46323e-14-0.0022514j -1.91068e-14+0.00705275j 3.21621e-16-0.00866702j 3.30004e-16-0.000560303j 1.87661e-16-0.00570312j 7.70591e-17+0.00349405j 3.81304e-17+0.00697615j -4.65514e-17+0.00380904j 6.01208e-17-0.00383436j -1.2199e-16+0.0199159j -2.59581e-16+0.00499308j 7.50371e-17-0.0131608j -8.93535e-17+0.0293921j 1.72474e-15-0.0225381j 8.77534e-17-0.0207793j -6.88504e-16-0.00788698j -5.14548e-17+0.000157374j -3.75061e-16+0.0243019j -1.28599e-16+0.0183898j 3.53295e-18+0.00139142j -2.25772e-16+0.00678392j 4.57598e-16-0.018029j 1.45957e-16-0.0102101j -2.69816e-16+0.00186486j -1.56766e-16+0.0207668j -8.91309e-17+0.0273972j 1.82504e-16+0.00344472j -1.14102e-16+0.00832622j 1.92212e-16-0.00860401j -7.29884e-17+0.017526j -1.15968e-16+0.013958j -3.35161e-16+0.0175583j -6.52087e-17-0.00533245j -1.07722e-16+0.00502606j -2.17957e-16+0.0210244j 1.52857e-16+0.000869562j 1.32184e-16-0.0189892j -5.68641e-15-0.0102541j 2.54517e-14-0.0132561j 
