-0.0201162-1.64799e-17j -0.0208535+0.000416125j -0.029733+0.001353j -0.0154746+0.00070894j -0.0173689-0.000500162j 0.0112327-0.00155761j -0.00776563+0.000785261j -0.00732133-0.00288447j -0.031942+0.00311667j -0.00903922-0.00281696j 0.0127071-0.00118415j 0.0198192+0.00157328j 0.0170987-0.00136632j 0.0280472-0.00344314j 0.0319511-0.00364225j -0.0167668+0.00176961j -0.0347835-0.000101545j 0.0108211+0.00159326j -0.0176556+0.000733762j -0.0699158+0.00267058j 0.0195401-0.00277958j 0.0673152-0.000724329j 0.0657587-0.00194499j -0.0442469-0.00143671j -0.00364071-0.00734607j -0.0167957-7.32928e-05j -0.0270443-0.000644139j 0.00455546+0.000715698j -0.0307929-0.000426609j -0.0286528-7.78933e-05j 0.0295371-0.00447728j -0.0192033+0.00239812j -0.0203565-0.000667612j 0.0162746+0.00203154j -0.0267842+0.00241793j 0.00153184+0.00241446j 0.0108872-0.00223038j 0.00870448-0.00122131j -0.0209007+0.00141508j 0.014168+0.00125509j 0.00311743+0.00349454j -0.00593489+5.88878e-05j 0.00783857+0.00130711j 0.00577859+0.000377865j -0.00452115+0.000870718j -0.018595+0.00142857j 0.019551-0.000319462j 0.0245137+0.00357507j 0.00722103+0.000105391j 0.0161817+0.000915402j 0.0168+0.00130321j -0.0233839+0.000356928j -0.0069054-0.000783268j -0.0280597+0.00415928j 0.0066448+0.00432961j 0.0107199+0.000646868j -0.0256491+0.00408158j -0.0310971-4.67665e-05j -0.0107441-0.00634723j -0.00458446-0.00474605j -0.0396429-0.00321536j -0.0554058+0.000118654j 0.138616-0.0207384j 0.0640908+0.000698116j 0.0826106+0.00820106j 0.0440494+0.00330842j -0.0768108+0.000208465j 0.0231858-0.00128366j 0.0252176+0.00287475j -0.0727191-0.0128245j 0.0179811+0.00362247j -0.0217181+0.00466588j -0.0170237+1.61543e-05j 0.00193203+0.00156542j -0.00154891+0.000319481j 0.027546-0.00501652j 0.00469387+0.000635326j 0.0305371-0.00736538j 0.042413-0.00432331j -0.00244669+0.00502972j 0.00128603+0.000530327j -0.0193406+0.00832528j -0.00883256-0.00254655j 0.0114546+0.000749846j -0.00900214+0.000837485j -0.0118297-0.00810858j 0.0479489-0.00495794j -0.030603+0.000699516j -0.0101768+0.0117593j -0.0396641-0.00165412j 0.000425807+0.00251606j 0.064859+0.00867434j 
-0.0107441+0.00634723j 0.06177+0.00422649j 0.0428365-0.00385984j 0.0613937+0.0120249j -0.0109289-0.000988857j 0.00502395+0.00235696j -0.0160148-0.000425646j 0.0402477+0.000136074j 0.0225738-0.00895915j 0.024963-0.000957585j -0.154465+0.00661651j -0.0678253-0.00635647j -0.114849-0.00629098j 0.00587772-0.00105224j -0.0124478+0.000399057j -0.0149028-0.000927219j 0.0625027+1.36395e-05j -0.00230395+0.00190701j -0.00142098-0.00818855j 0.0327171-0.0027781j -0.026611+0.00488553j 0.00868216+0.00134498j -0.0718934-0.00303774j 0.0770892+0.00648018j -0.0189121-0.00143611j -0.0125312+0.00645464j -0.0100525-0.00213618j 0.0879055-0.000176608j 0.0982292+0.00044367j 0.0325138-0.00372159j 0.0638039-0.00488136j -0.129254-0.00129087j 0.0443169-0.00213027j -0.053869+0.00106866j -0.0305859+0.000548537j 0.111886+0.000254385j -0.00874408+0.00347051j 0.0528494-0.00122391j -0.200331-0.0019092j 0.00641298+0.000556055j 0.104142+0.00230379j 0.013848-0.00208218j -0.036561-0.000657862j -0.0630713-0.000443336j -0.0253222+0.00108672j 0.0493448-0.00304274j 0.0712878+0.00117542j 0.01829-0.00300704j 0.0121143+0.000730179j -0.0466626-0.00272687j -0.098831+0.000878564j 0.0237708+0.00134297j -0.0615564-0.00377172j 0.0179965+0.00381729j 0.193659+0.00555021j 0.0665803-0.00250132j 0.0347123+0.0027823j -0.0654003-0.00362639j 0.131506+3.85542e-16j -0.119067+0.00293638j -0.0428336+0.00154995j 0.00889222-0.00400694j 0.0943523-0.00310212j 0.0504232-0.00304581j -0.00976824+6.04822e-05j -0.00588278+0.00152224j 0.0329056-0.00352264j -0.033727-0.00469552j 0.00870206+0.0029727j -0.0506561-0.00074697j -0.0116423+0.000732609j 0.00179132+0.00446747j 0.0128919-0.00142056j -0.00277469-0.00507826j -0.00593562+0.00366407j -0.0105275+0.00148843j -0.0302786+0.00150731j -0.0333687-0.000459655j -0.0259858-0.000715022j 0.0022187+0.00200453j -0.00564353+0.0045316j 0.0109729+0.00369174j -0.0217597-0.0014176j -0.0433408-0.00539707j 0.0141503+0.00292701j -0.0521064+0.00390475j 0.0190312-0.00099991j 0.0227506-0.000950846j -0.0143863+0.00271761j 0.00321355+0.00200588j 0.0107683-0.00252252j 0.0127379-0.000725756j 
-0.00458446+0.00474605j 0.0552059+0.00103725j 0.00842874-0.00328807j -0.0203902+0.00419854j -0.0212191+0.00126771j -0.0362955+0.00117035j -0.0645404+0.00135632j 0.0196327-0.00230374j 0.14012-0.000961987j 0.0786201+0.00468297j 0.079872+0.000276422j -0.00542413+0.00164647j -0.00982465-0.000176509j -0.0457323+0.00315295j -0.0116259+0.00166692j 0.0218723-0.00378647j 0.0773627-0.00131288j -0.0147997-0.0016075j 0.000982989+0.00166313j 0.0966655+0.0014332j 0.0298931-0.00143996j -0.0835183+0.00343623j -0.157948+0.00644221j 0.0429049+0.00116601j -0.0106467+0.000559871j -0.0887688-0.00325282j 0.0420049+0.00444448j 0.101691-0.0011827j 0.0282018-0.000360474j 0.0209965-0.00207371j 0.178297+0.00130806j 0.0152249+0.00340638j -0.0246314+0.000993365j 0.0392505+0.000660751j -0.0334181-0.000127295j -0.176556+0.00166311j 0.0930897-0.00569351j -0.0590785-0.00106908j 0.0068059+0.000436413j 0.0298406+0.00177923j 0.0816427-0.000884037j 0.0871854+0.000297832j 0.0810559+0.000476431j 0.0474675+0.00475791j 0.0343358-0.000429995j 0.141054-0.00202546j -0.075659-0.00053662j 0.0817442+0.000421837j 0.0190603-0.00357297j 0.0692805+0.00293427j 0.150549+0.00195125j 0.0137141-0.000231993j 0.0779944+0.000318468j 0.0739885-0.00311529j 0.056195-0.00281761j -0.00548852+0.00337765j -0.0227202-0.00238694j -0.109241+0.00452375j -0.119067-0.00293638j 0.0327012-5.22477e-15j -0.0734614+0.000130559j -0.000389926-0.0044506j 0.168057-0.00189587j 0.0155491+0.00484981j 0.00038238+0.00417522j 0.0111516+0.00218591j 0.0551917+0.00257043j -0.0253151+0.00246483j -0.00536233-0.00138261j 0.000535746+0.000391326j 0.025998+0.000859309j 0.00910879-0.00127769j -0.0350941+0.000420728j -0.0194869+0.00182091j -0.0131128-0.00123643j 0.0111169-0.00169526j 0.00563837-0.00012637j -0.00333476-0.00157071j 0.00912156-0.000759748j 0.0017378-0.000155047j -0.00921276-0.00345892j 0.0243099-0.00086231j -0.026121-0.00169838j -0.0129169+0.00156876j 0.0297395+0.00065729j -0.0308236-0.00140035j 0.0273656+0.000712819j 0.0203376+0.00206491j -0.0158673+0.00284913j -0.0158853-0.000504312j 0.0159934-0.0026385j 0.0143346+0.000149805j 
-0.0396429+0.00321536j 0.0331477+0.0057136j -0.0105012-0.00372019j -0.00837394-0.00170606j 0.00308064+0.00227525j 0.0780926+0.00848998j 0.113068+0.00310579j 0.0329041-0.000818699j 0.0283579+0.00296565j 0.0229339-0.000198125j 0.00925818+0.00385443j -0.0342934+0.00312768j 6.98967e-05+0.00585069j -0.0138154-0.00406396j -0.0126342+0.00410734j 0.0132539-0.000731213j 0.0892092-0.00456662j -0.0471931-0.00111939j 0.0227053-7.25702e-05j 0.0670481+0.000912682j -0.0372664+0.000168534j -0.0644562-0.00165308j -0.0668694-0.00319695j 0.0779891-0.00589076j 0.000834841+0.00033698j -0.0451018-0.00519764j 0.0134734+0.00241137j 0.0725076+0.000914386j -0.0312983+0.000869217j 0.0226825-0.000991012j 0.19384-0.000563551j -0.0788213-0.00640557j -0.100629-0.00352623j -0.0044046-0.00208966j 0.0605876+0.00101492j 0.0144787-0.00258143j -0.164899-0.00228858j 0.138037+0.000405571j 0.168653+0.00181147j -0.0402854-0.00223398j -0.109817-0.00346145j -0.0378984+0.00130574j -0.0551449-0.00329741j -0.0936446-0.000498954j 0.026578-0.00140143j -0.0320987+0.00225221j 0.000745961-0.00106688j -0.00446193-2.89124e-05j 0.0568599+0.000149478j -0.0199455+0.000325552j 0.0533296-0.00145832j 0.0305273+0.000422991j -0.00719134+0.00169806j -0.0734489-0.00477681j -0.0338113-0.00173951j 0.049902+0.00165728j -0.111792-0.0037446j -0.0378932+0.00341395j -0.0428336-0.00154995j -0.0734614-0.000130559j 0.0227099-7.31143e-15j -0.166562+0.00367483j 0.130099+0.00110633j 0.0626378+0.0010052j 0.0707784+1.71427e-05j 0.0586221-0.00128302j 0.0233989+0.0015274j -0.0289429-0.00230934j 0.000794388-0.00155041j -0.0312423+6.52635e-05j 0.0277526+0.00220383j -0.0155414+0.000679327j -0.00722533-0.0033507j -0.00609656-0.000571181j 0.00171496-0.00284718j 0.0231438-0.000945734j 0.00461028-0.000592273j 0.0538244-0.000369929j 0.0722426-0.00129776j -0.0209052+0.00129139j 0.0459936-0.00159154j -0.038166+0.00234145j 0.033225-0.000504878j 0.0512929+0.000607031j -0.0386168+0.00248217j 0.0290674-0.00562989j 0.00748206-0.00245537j -0.030577-0.00343896j 0.00593893+0.0012915j -0.0306355-0.00284432j 0.0174249+0.00524198j -0.0255791+0.00573556j 
-0.0554058-0.000118654j 0.0124264+0.00840353j -0.0151821+0.0015812j -0.0240715-0.00241753j 0.0118973+0.00278179j -0.0675453-0.00642643j -0.108145+0.00777932j 0.0101232-0.00315473j 0.00701719+0.00131347j 0.0886369-0.00216584j -0.0172693+0.00023641j -0.0523557-0.00110058j -0.0231713-0.00124834j 0.0467934-0.00238489j 0.0096351-0.00741377j -0.00254412+0.00444114j 0.0264295+0.00348656j -0.0327478-0.00304507j 0.0271306+0.000193513j 0.00956569+0.00362094j 0.0383588-0.00090471j 0.0107246+2.71121e-05j 0.0031099+0.00192673j 0.0140113-0.000325153j 0.0964119+0.00189009j -0.0430078+0.00085967j 0.00369111+0.00137341j 0.127742-0.00371098j -0.0138577-0.00235575j 0.0055071-0.00311924j 0.178065-0.00249432j -0.0502512-0.00118644j -0.0551675-0.00492179j 0.038517+0.0049752j -0.0353466-0.000186547j 0.096236+0.00290671j -0.0241112-0.0051586j -0.076883-7.28212e-06j 0.121443-0.00349196j 0.0584379+0.00272989j 0.16085+0.00422697j 0.0605051+0.000236437j 0.0714368+0.00256638j 0.0826301+0.000887501j -0.00562563+0.00129989j -0.000456027-0.0011147j 0.0240422+0.00274236j 0.130504+0.00507662j -0.051537-0.000252978j 0.0830978+0.00269744j -0.0324998+0.00280043j -0.0636429-0.00466354j -0.112163-0.00478796j 0.0399658-0.00210617j -0.0447421-0.000430127j -0.0120856-0.001106j 0.128602+0.00632923j -0.0525982-0.00387235j 0.00889222+0.00400694j -0.000389926+0.0044506j -0.166562-0.00367483j 0.124634-6.68042e-15j -0.027573+0.00131355j -0.0192558+0.00171283j 0.0136116+0.00174305j -0.0290064+0.00104089j 0.0279298-0.00123664j -0.0310417+0.00375287j 0.012122+0.00028737j -0.0837931-0.00149515j 0.00607764-0.000967096j 0.00955986+0.00200658j 0.0152122+0.00361887j -0.00148007+0.000400362j -0.0224884+0.00443654j -0.00707089-0.0015765j -0.0128188+0.000483152j 0.0241618-0.00173706j 0.024227-0.00153455j -0.00778849+0.000928543j 0.0185822+0.00149991j -0.0136839+0.00199399j 0.0226362-0.00060989j 0.0332093+0.00175029j -0.0357133-0.0055579j 0.0271306+0.000849308j 0.0048531-0.00144691j -0.0562299+0.00755905j -0.0309324-0.00216153j 0.01302-0.00533699j 0.00247033+0.00226114j -0.00790018-0.00192614j 
0.138616+0.0207384j 0.139754-0.0119726j -0.0517321-0.00411043j 0.0313844-0.0129443j 0.0135082+0.00432435j -0.0729502+0.000524368j -0.0424798-0.00290212j -0.160725-0.00508009j 0.181018-0.00231763j -0.155008+0.00610864j -0.0984103-0.00160617j 0.04125-0.00534743j -0.18616-0.00210445j -0.107846-0.00267436j -0.0909514+0.00450931j 0.0496806-0.00174722j 0.0233643+0.00422035j 0.126313-0.0040451j -0.0136249-0.00281632j 0.0303344+0.00081203j -0.124129-0.00124926j -0.061666+0.000588056j -0.133628-0.00260008j -0.201235+0.00311455j -0.144393+0.00209855j 0.114933-0.00281392j 0.0433628-0.00258906j -0.0184401-0.00132141j 0.0664682+0.0030682j 0.111468-0.000663273j 0.313428+0.000269506j 0.110132+0.00120626j 0.410511+0.00182446j 0.0320681+0.00381908j -0.200543-0.00151494j 0.000946633+0.00283129j 0.107142-0.00231761j -0.0105305-0.000858973j -0.0168154-0.00382396j 0.00178715+0.000272587j 0.0216379-0.000665984j 0.0296048-0.00102242j -0.0100187-9.04866e-05j -0.0236918-0.000160577j -0.0321004-0.000887277j 0.00572063-0.00228021j 0.0177995+0.000959791j -0.00680628-0.000764555j -0.0159412-0.00027261j -0.0274013-0.000862152j -0.0891865-0.000621448j -0.00813311+0.00210328j -0.0274229+0.00100862j 0.0563049+0.00018287j -0.0566286+0.000477555j -0.0662748+0.00240579j -0.019353-4.81625e-05j -0.00797208+0.00391482j 0.0943523+0.00310212j 0.168057+0.00189587j 0.130099-0.00110633j -0.027573-0.00131355j 0.0974499+2.54166e-13j 0.0236608+0.00226651j -0.0515509+0.0023572j -0.00331348+0.00186404j 0.0698786+0.0014189j -0.00900465-0.000879489j 0.00898347+6.67918e-05j -0.00972069-0.00240468j -0.0181766-0.000250614j 0.0189434-0.00240318j 0.00319303-0.00105191j -0.00857752+0.00135123j 0.0200334-0.00193253j 0.00496215+0.0019692j 0.0130685-0.00251545j -0.0071327-0.00184637j -0.0374861+0.000865275j 0.00985225-0.000735409j -0.0288285-0.00205226j 0.0279491-0.000465697j -0.0459604-0.000754676j -0.0531002-0.0010624j 0.0581533+0.00282781j -0.0527764-0.000465805j 0.000625658+0.00479002j 0.0378466-0.00223285j -0.00487242+0.000156978j -0.000591558+0.00213014j 0.00419382-0.0054257j 0.0351018+0.000249488j 
0.0640908-0.000698116j -0.0182327-0.00915906j -0.0276579-0.00598802j 0.0468655-0.00178349j 0.0188972+0.00482434j -0.0113141+0.00190449j -0.00614856-0.00152778j -0.0686235-0.00388735j 0.0061338+0.00489289j -0.0730851+0.00284663j -0.0200829-0.00320013j 0.0343789-6.8813e-05j -0.0219945+0.00602379j -0.027579+0.00287649j -0.0249194-0.00309657j -0.00630525+0.00188729j -0.0381239+0.00109584j 0.0339222+0.00103312j 0.00178034+0.00831616j 0.00714862-0.00434588j -0.0109116-0.00110064j 0.0115189-0.00265029j -0.00516922-0.00198433j -0.0659894+0.00416681j -0.0510833-0.00146714j 0.00977015-0.00109892j -0.00170465+0.000303526j 0.0182554+0.00178701j -0.011915+0.00250244j -0.00847091-0.000971422j -0.0442866-0.00332282j -0.0134199-0.00292658j 0.0723575-0.00255093j 0.00748186-0.00087015j 0.00508288+0.0038239j 0.0305801+0.00100139j -0.0145192+0.00102928j -0.0300937+0.00114995j 0.100404+0.00245812j -0.0776069-0.00102681j 0.0267977+0.00474193j 0.0169739+0.000615495j -0.00654564-0.000458674j -0.0553222-0.00412885j -0.0303106+0.000912798j 0.0596675+0.00188618j -0.0307184-0.000267417j -0.0146111+0.000516642j 0.0422079+0.00295899j -0.0687197-0.00519168j 0.0197186-0.000987958j 0.0606746+0.00190455j -0.0143547-0.00269934j 0.0442084-0.00244698j 0.0805311+0.00351491j -0.0517029-0.00403404j -0.0127859+0.000960095j -0.0420189-0.00537029j 0.0504232+0.00304581j 0.0155491-0.00484981j 0.0626378-0.0010052j -0.0192558-0.00171283j 0.0236608-0.00226651j 0.00892346+1.63064e-16j -0.0132252-0.000311322j -0.00512468+0.00101123j 0.0195725-0.00112715j -0.0229489-0.000988112j 0.0139585+0.000228837j -0.0173983-0.000566116j -0.0238146-0.00198595j 0.00862836-0.00039725j 0.0472851+0.00229052j 0.0614189+0.000379941j 0.0163495-0.00021728j -0.0177119+0.00223812j 0.00854811-0.000740863j 0.00178839-0.00151055j -0.00367473-0.000927377j 0.00175983+0.000621839j 0.00372446-0.00112381j 0.0157733-0.000307681j -0.0150814+0.000958005j -0.0311948-0.00319374j 0.0072425+0.000541379j -0.0278373+0.0022946j 0.00600558+0.00102878j -0.00962503-0.00303259j -0.00171852+0.000161204j -0.00544561+0.00205652j -0.0110779-0.00243854j 0.0129-0.00179667j 
0.0826106-0.00820106j -0.081973-0.0134741j -0.0192215+7.21445e-06j 0.0324286-0.00025572j 0.00865615+0.00386455j 0.00114783-0.00296097j 0.0211466-0.00141508j -0.0718419-0.000419079j -0.0641662+0.00397677j -0.10596-0.00169598j 0.0156158+0.000725473j 0.0695274-8.5022e-05j 0.0420429-0.00171331j 0.0198003+0.00139166j -0.0189185-0.000317942j -0.00725548+0.000365016j -0.0809692+0.00124408j 0.0458232-0.00730897j 0.00373821-0.0038645j -0.00015999+0.00714056j 0.00892775-0.00928028j 0.0237588+0.00406663j 0.0900641+0.00324752j -0.0319972-0.00615867j -0.013113+0.00380449j 0.0641804+0.0039538j 0.0375559+0.000235543j -0.0748713+0.00115244j -0.0304577-0.000658211j -0.0254718-0.000466394j -0.195686-0.00174714j 0.0547099-0.000821879j 0.0913978-3.73921e-05j 0.00369243+0.000167583j 0.0234561+0.00209412j 0.0305442+0.00274401j 0.0143121-0.000396579j -0.0195257+0.00104356j 0.0937068+0.00487206j -0.043428+0.00159426j -0.0219982+0.00252057j 0.0117996-0.000581127j -0.0109287+0.001014j -0.0177467-0.000914324j -0.00818923+9.23371e-05j 0.0518395-0.000233109j -0.0277039-3.86408e-05j 0.00983053+0.00200662j 0.00912131+0.0022768j -0.0617885-0.00314854j -0.00923009+0.00349848j 0.0819751+0.00237477j -0.0225111-0.00344935j 0.0980763+0.00191464j -0.001955-0.000494901j 0.0427894-0.000906374j -0.0802257-0.00153466j -0.0252476-0.0035523j -0.00976824-6.04822e-05j 0.00038238-0.00417522j 0.0707784-1.71427e-05j 0.0136116-0.00174305j -0.0515509-0.0023572j -0.0132252+0.000311322j 0.0112075-3.58828e-15j -0.00796212-0.000754496j 0.000943026+8.54718e-05j 0.0024359+0.00317486j 0.00231144-0.000953435j -0.0176342+0.00119534j 0.0288616+0.000741668j 0.036344+3.50841e-05j 0.00874829-0.00198052j -0.0326987-0.00151161j 0.0352227-0.000731928j -0.0441222+0.0020529j -0.0047878-0.00217093j -0.0414975-0.00268016j -0.0416865-0.00187027j 0.0119304-0.000197391j -0.0339761-0.00464136j 0.0461651-0.00342697j -0.0414322+0.00166693j -0.0332301+0.00085674j 0.0461933-0.000786295j -0.0588873+0.00243695j 0.00550518+0.00470851j 0.0104993+0.00214173j -0.0218023+0.00152565j -0.000513206+0.000744778j -0.0262482-0.00370913j 0.0164858-0.00557399j 
0.0440494-0.00330842j -0.034401-0.00696389j -0.000434989-0.00194394j 0.00214354+0.000512703j 0.0412463+0.00203817j 0.0354828+0.000509536j 0.0391139-0.00292949j -0.0478243-0.00109796j -0.013606+0.00504251j -0.0304556+0.000965238j 0.0258588+0.000234371j 0.0622522-0.00386767j 0.0212296+0.00339671j -0.0153449+0.00406437j -0.0192347+0.00535995j 0.00944453+0.00326532j -0.029301-8.73048e-05j 0.0382121+0.00525961j 0.0107028+0.00385077j 0.00731293+0.00104667j -0.0262627-0.000734859j 0.009183+6.01592e-06j 0.0146327+0.00188955j -0.0251191+0.00133551j -0.0194897+0.00103237j -0.00312498-0.00151538j -0.00438128+0.00454337j -0.0316044-0.000252759j -0.0346288-0.000774185j -0.0129275+0.000248506j -0.0748589+0.00104224j -0.000647546+0.000458942j 0.0311406-1.89634e-05j -0.020143-0.000217565j 0.0171318+0.00177268j -0.0151768-0.0022192j 0.0121194+0.000986486j 0.0122019-0.00304202j 0.0983788+0.00597872j -0.00521666-0.00266437j 0.00818556+0.000204067j 0.0452156+0.00108678j 0.00256302+0.0024754j 0.0234792-0.00189803j 0.0362271+0.0017805j 0.0481029+0.00217367j -0.0604694-0.00118277j -0.0632716+0.000193241j 0.114986+0.004497j -0.0495591+0.00335103j 0.00898637+0.000360279j 0.0577206+0.000454017j 0.0265985-0.000439402j 0.0218349+0.00147442j 0.00239406-0.000758204j -0.026175+0.00426806j -0.0696559+0.0017482j -0.0356248-0.00267727j -0.00588278-0.00152224j 0.0111516-0.00218591j 0.0586221+0.00128302j -0.0290064-0.00104089j -0.00331348-0.00186404j -0.00512468-0.00101123j -0.00796212+0.000754496j 0.0107578-1.59811e-15j 0.0114001+0.000770332j 0.0172377-1.79124e-05j -0.00347786+0.000439388j 0.00667889+0.00095195j 0.0289795-0.00154487j 0.0192727-0.00336063j 0.0164941-4.87807e-05j -0.0670652+0.00381701j 0.0156967-0.00244693j -0.00176206-0.000267417j -0.0206868+0.000614032j -0.0198524-0.00202841j -0.00243369-0.000508764j 9.51004e-06-0.000383159j -0.00322081+0.00041618j 0.00750714-0.00102141j -0.0273139-0.000175707j -0.0141192-0.000932207j 0.0108655+0.00290007j -0.0170466+0.00186857j -0.00673592+0.00195506j 0.00147499-0.00228492j 0.00408451-0.00160683j -0.00623658+0.00101714j -0.00788844-0.00186762j 0.00654428-0.000678112j 
-0.0768108-0.000208465j 0.0246471+0.00961608j -0.0248339-0.000580492j -0.000149758-0.00492317j 0.0328626+0.00425876j 0.00854422+0.00351476j 0.00281006+0.00146824j 0.0293453+0.00150096j -0.00956355-0.00163344j 0.0734827+5.73488e-05j -0.00794559-0.00014891j -0.0717514+0.00440714j -0.0165934+0.000906642j 0.00527025+0.00146999j 0.0357272+0.00181329j 0.0071931+0.000264594j 0.0381155-0.00244511j -0.0425194-0.00494556j -0.0461653-0.0045337j -0.0373622+0.00133105j 0.0262952+0.000133772j 0.0462427+0.00143117j -0.0211364-0.00104907j 0.0334057-0.00282201j -0.0345002+0.000104143j -0.0394466+0.000849787j -0.054347-0.00549077j 0.060129+0.00159558j -0.00701069-0.00171315j -0.00562683-0.000491052j 0.0664246-0.00123941j -0.0507478-0.0016569j -0.128228+0.000422451j -0.0436002-0.00115728j 0.0718337+0.000445583j 0.0308971-0.00201543j -0.0400759-0.000442203j 0.0324931+0.000711532j 0.0216272-0.00235085j 0.0531157-0.00261442j 0.0848943-0.00184901j -0.0433886-0.00112792j 0.0213952+0.00107741j 0.0227217-0.0032995j 0.00296353-0.000972622j -0.160795+0.00161366j 0.0790625+0.00227373j -0.0644124-0.00258775j 0.034761+0.00063723j -0.0794831-0.0014899j 0.125712-0.000946567j -0.0536774-0.00178701j -0.0835804-0.00091744j -0.028237-0.000707875j 0.10659+0.00294435j -0.0267254-0.00197799j 0.0771997+0.00368037j 0.0195222-0.00358915j 0.0329056+0.00352264j 0.0551917-0.00257043j 0.0233989-0.0015274j 0.0279298+0.00123664j 0.0698786-0.0014189j 0.0195725+0.00112715j 0.000943026-8.54718e-05j 0.0114001-0.000770332j -0.0298616+3.12512e-15j -0.00665573+7.18511e-05j 0.00356183+0.00174831j 0.0355382-0.00663482j -0.00415937-0.000589041j -0.0334036+0.000634698j 0.0436659-0.00204197j 0.021635-0.00306516j -0.0347875+0.00259333j -0.0156957+0.00413288j 0.0277533-0.0033334j 0.0204345+0.00257319j 0.0159138+0.00322281j -0.0123604-0.0018263j 0.0159241+0.00262128j -0.0406151-0.00161695j 0.0141173+0.00298858j 0.0120375+0.00476747j 0.00574022-0.00206378j 0.0615603-0.00246485j 0.0184505-0.000888343j 0.00696611-0.00117695j 0.0375361+0.000311321j 0.0083207+0.00403444j 0.0076856+0.00275573j -0.0224434+0.00195567j 
0.0231858+0.00128366j 0.00316334-0.0032261j 0.0392983+0.00107115j 0.00166518+0.00277318j -0.0167873-0.00046561j -0.00013994+0.000925998j -0.00539347-2.4737e-06j 0.0237236+0.000989942j 0.0212368+0.00216175j -0.00212439+0.00113006j 0.0110091-0.00303316j 0.0252285+0.0106126j -0.0091334-0.00107917j -0.01706+0.00605966j -0.0141431-0.000463762j 0.0173169+0.00068828j -0.000929367-0.00463495j -0.00213178-0.00557987j 0.0134224-0.0027739j 0.030061+0.00124602j -0.016956-0.00486713j -0.0353749+0.000962161j -0.01401-0.00450419j -0.00335823+0.00236885j 0.0161591-0.00150403j 0.00749125-0.000971241j 0.0122918-0.00616178j -0.03001+0.00311251j 0.00927346+0.00208299j -0.00801077-0.00265052j -0.0380897+0.00105688j 0.00101618-0.00404177j 0.036688+3.50125e-05j 0.0189328-0.00162206j -0.0293096-0.000244491j -0.0697735-0.0016261j 0.0220871-0.00203877j -0.038707-0.0018948j -0.0544573-0.00762818j -0.0114785-0.00450161j -0.0128101-0.00393473j 0.03002-0.000984031j -0.0641019-0.00148606j 0.0147189-0.00340643j -0.0582664-0.000955619j 0.135282+0.00304395j -0.0301065+0.00162439j -0.00176326-0.00428933j -0.0173607+0.00305605j 0.023956-0.00183442j -0.0408751-0.00389145j -0.00124386-0.000870732j 0.0802374+0.0036433j -0.0118219-0.00355307j -0.0459934+0.00469153j 0.0418931+0.00182821j -0.0332231-0.000927793j -0.0187478+0.00290628j -0.033727+0.00469552j -0.0253151-0.00246483j -0.0289429+0.00230934j -0.0310417-0.00375287j -0.00900465+0.000879489j -0.0229489+0.000988112j 0.0024359-0.00317486j 0.0172377+1.79124e-05j -0.00665573-7.18511e-05j -0.0553896-1.51506e-15j 0.0160024-0.000780092j -0.0169203+0.00444472j -0.0617484+0.000623657j -0.0607071+0.00265324j 0.121491-0.00318816j 0.135685-0.00585489j -0.0654803+0.00449878j -0.0343613+4.50762e-05j 0.057538-0.00200829j 0.0303771-0.0037513j 0.0302894-0.00395101j 0.0225627-0.000378825j 0.0309583-0.00440931j 0.0272723-0.000637303j -0.00835897-0.00134134j -0.00411997+0.000664631j -0.00866808-0.000376845j -0.0125496-0.00249472j -0.0146691-0.000641312j -0.0116387+0.00129865j -0.016362+0.00170603j -0.00981661-0.00346213j 0.00288994-0.000122743j 0.00931436+0.000679567j 
