-0.0201162-1.64799e-17j -0.0208535+0.000416125j -0.029733+0.001353j -0.0154746+0.00070894j -0.0173689-0.000500162j 0.0112327-0.00155761j -0.00776563+0.000785261j -0.00732133-0.00288447j -0.031942+0.00311667j -0.00903922-0.00281696j 0.0127071-0.00118415j 0.0198192+0.00157328j 0.0170987-0.00136632j 0.0280472-0.00344314j 0.0319511-0.00364225j -0.0167668+0.00176961j -0.0347835-0.000101545j 0.0108211+0.00159326j -0.0176556+0.000733762j -0.0699158+0.00267058j 0.0195401-0.00277958j 0.0673152-0.000724329j 0.0657587-0.00194499j -0.0442469-0.00143671j -0.00364071-0.00734607j -0.0167957-7.32928e-05j -0.0270443-0.000644139j 0.00455546+0.000715698j -0.0307929-0.000426609j -0.0286528-7.78933e-05j 0.0295371-0.00447728j -0.0192033+0.00239812j -0.0203565-0.000667612j 0.0162746+0.00203154j -0.0267842+0.00241793j 0.00153184+0.00241446j 0.0108872-0.00223038j 0.00870448-0.00122131j -0.0209007+0.00141508j 0.014168+0.00125509j 0.00311743+0.00349454j -0.00593489+5.88878e-05j 0.00783857+0.00130711j 0.00577859+0.000377865j -0.00452115+0.000870718j -0.018595+0.00142857j 0.019551-0.000319462j 0.0245137+0.00357507j 0.00722103+0.000105391j 0.0161817+0.000915402j 0.0168+0.00130321j -0.0233839+0.000356928j -0.0069054-0.000783268j -0.0280597+0.00415928j 0.0066448+0.00432961j 0.0107199+0.000646868j -0.0256491+0.00408158j -0.0310971-4.67665e-05j -0.0107441-0.00634723j -0.00458446-0.00474605j -0.0396429-0.00321536j -0.0554058+0.000118654j 0.138616-0.0207384j 0.0640908+0.000698116j 0.0826106+0.00820106j 0.0440494+0.00330842j -0.0768108+0.000208465j 0.0231858-0.00128366j 0.0252176+0.00287475j -0.0727191-0.0128245j 0.0179811+0.00362247j -0.0217181+0.00466588j -0.0170237+1.61543e-05j 0.00193203+0.00156542j -0.00154891+0.000319481j 0.027546-0.00501652j 0.00469387+0.000635326j 0.0305371-0.00736538j 0.042413-0.00432331j -0.00244669+0.00502972j 0.00128603+0.000530327j -0.0193406+0.00832528j -0.00883256-0.00254655j 0.0114546+0.000749846j -0.00900214+0.000837485j -0.0118297-0.00810858j 0.0479489-0.00495794j -0.030603+0.000699516j -0.0101768+0.0117593j -0.0396641-0.00165412j 0.000425807+0.00251606j 0.064859+0.00867434j 
0.0179811-0.00362247j -0.0337638-0.00208773j -0.0263432-0.00195237j 0.000307783+0.000966055j 0.00802342-0.0045627j 0.0108781-0.00191568j 0.0146816+9.99167e-05j -0.04477-0.00160598j 0.00184353+0.00475569j -0.0216587+0.000636849j 0.0323424-0.00316397j 0.0341893+0.00243477j 0.0356332-0.00380204j 0.0267414+0.00407533j -0.00294375-0.00240626j 0.0165273+0.000713875j -0.0265059+0.00210824j 0.0208559-0.00203549j -0.00930823-0.0010914j -0.00310676-0.000748667j -0.00473246+0.000965517j 0.0226225-0.00153217j 0.0319356+0.00213659j -0.0168265+0.00281829j -0.0113834-0.00187302j 0.0188488+0.00214431j -0.00126358+0.00140629j -0.013202-0.00187605j -0.0193238+0.000343712j -0.0307454-0.000999999j -0.00820459-0.000339228j 0.0328159-0.001512j -0.00217539+0.000299902j 0.0428162+0.00134452j 0.0378455-1.15938e-05j -0.0351405+0.000551303j -0.0149204-0.00555824j -0.00163916-0.000467611j 0.107816+0.0014629j 0.00556521+0.00439443j -0.0188621+0.00390832j 0.00954171+0.00299511j -0.006576-0.00089289j -0.000884622+0.0023154j -0.0454355+0.00042067j -0.00366965-0.000440308j -0.022458-0.00353027j -0.00345571+0.00257545j 0.00117205-0.00194013j -0.0160272+0.00237932j 0.0140363+0.000814427j 0.0239417-0.00157541j -0.016447-0.000476346j 0.0312452-0.000958853j -0.0107871+0.000755168j -0.00606155+0.00138897j -0.03124-0.0017475j -0.00140426+0.00337266j -0.0116423-0.000732609j 0.025998-0.000859309j 0.0277526-0.00220383j 0.00607764+0.000967096j -0.0181766+0.000250614j -0.0238146+0.00198595j 0.0288616-0.000741668j 0.0289795+0.00154487j -0.00415937+0.000589041j -0.0617484-0.000623657j 0.00958481-0.000118556j 0.00435186+0.000611211j 0.0491804+1.61871e-15j -0.13609+0.000960498j 0.216426-0.00193271j -0.0796343+0.000998491j -0.126794+0.000326871j -0.130537+0.00324729j 0.0558638-0.000638076j -0.0120526+0.000501504j 0.0100377-0.00164913j 0.0129568+0.000466204j 0.00595714-0.00238146j 0.0323492-0.00127929j -0.0129305-0.000276947j -0.0411535+0.0018456j 0.0377137-0.000817733j -0.0139246+0.00139066j -0.000465945+0.00233804j 0.00516813+0.00259196j -0.0047774+0.000402015j 0.00261321+0.000200817j -0.0120865-0.0011061j 0.00231349-0.0022806j 
-0.0217181-0.00466588j -0.0348374+0.00102634j 0.0123782+0.000264589j -0.00244709-0.00318112j -0.00789889-0.00446404j 0.0039872-0.000911137j 0.0456354+0.00358396j 0.0214658-0.00173485j -0.0376449-0.00272559j 0.00839549-0.00436163j 0.0352522-5.76068e-05j 0.0216684+0.000932177j 0.0222223+0.00266387j 0.00292176-0.00201091j 0.0118113-0.00354026j -0.00446281+0.00366701j 0.00804026+0.00112033j -0.0348263-0.00385891j -0.00943126-0.00068026j -0.0147243-0.000564182j 0.00376308-0.00114017j 0.00800708-0.00274485j 0.0574325-0.00196691j 0.0367243-0.00108603j 0.0165953-0.00157724j 0.0510649+0.00228601j -0.00643245-0.0023002j -0.0687124-0.00533001j -0.0300096+5.73072e-05j -0.0292185+4.18869e-05j -0.0530194+0.00235146j -0.0106362-0.00179548j -0.0252453-0.00109195j 0.00740416+0.00028381j 0.0243668-0.00239569j 0.00199572-0.000418462j -0.0504912-0.0017627j -0.0125469-0.000822949j 0.0267207-0.00333269j 0.0333736+0.0032616j 0.0665106+0.00202398j 0.0138596-0.000198503j -0.0126532-0.0046134j 0.0877811+0.00349448j -0.00929272+0.0033118j -0.0365505-0.00131834j -0.00509534-0.00277976j -0.020371+0.00096389j -0.0359717-0.00273827j -0.0229668+0.00242894j 0.00177602+0.000466226j 0.0321608-0.00158859j -0.0238872+0.00311197j -0.0240531-0.00480216j 0.0206814-0.00302878j 0.0518754+0.00257264j -0.0618123-0.00484089j 0.0444686+0.00534204j 0.00179132-0.00446747j 0.00910879+0.00127769j -0.0155414-0.000679327j 0.00955986-0.00200658j 0.0189434+0.00240318j 0.00862836+0.00039725j 0.036344-3.50841e-05j 0.0192727+0.00336063j -0.0334036-0.000634698j -0.0607071-0.00265324j 0.000444752-0.000144449j 0.0292233+0.00115j -0.13609-0.000960498j 0.0810179+2.74086e-16j -0.0598636+0.000416763j 0.368939-0.00131867j 0.00812432-0.000719355j 0.00545342-5.96567e-05j 0.0573689+0.00266576j 0.0167243+0.00212739j -0.0710164+0.00307847j 0.0297904-9.8525e-05j 0.00602096+0.000770989j 0.0286332-0.0008553j -0.0517835-0.000695712j -0.0439563+0.00188173j 0.0508423+0.000164071j -0.005007+0.00198011j 0.00558344+0.000404807j 0.0277705+0.00409583j -0.00372781+0.00248779j -0.00303606+0.000895548j -0.0117882+0.000496385j -0.00546659-0.00266654j 
-0.0170237-1.61543e-05j 0.00260161+0.00112792j 0.0543978+0.00156247j 0.00961164+0.000440762j -0.0202016+0.0011665j -0.0113735+0.00382983j 0.034459+0.00253119j 0.0379533-0.000731j -0.0115037-0.00760388j 0.0506833-0.00322121j -0.0207216-0.0013975j -0.0377323+0.000835475j -0.00521602+0.00565127j -0.000842471-0.00522336j -0.0045666-0.00172606j 0.0410699+0.000243076j 0.0160184-0.0018243j -0.0103404-0.000246056j -0.0219322+0.00175956j -0.0211207+0.00021313j -0.0111711-0.00187639j -0.0157523+0.000490432j 0.00857222-0.00490744j 0.0337155-0.00283472j 0.0110889-0.00131669j 0.0316045-0.00221357j 0.00805646-0.0041316j -0.0416907-0.000832732j -0.00375601+0.0022519j 0.00332335+0.00173604j -0.0588493+0.00116198j -0.029333-0.00409413j 0.00162071-0.00167878j -0.0312642-0.00204895j -0.0228502+0.00037449j 0.03961-0.00152574j -0.041597+0.00131664j -0.00940483+0.00166139j -0.0800634-0.00716282j 0.0292758-0.000699586j 0.0353898-0.000938483j 0.0279264-0.000857723j 0.044397-0.00331833j 0.0127647-0.00307854j 0.0659228+0.000445363j 0.0168904-0.000533466j -0.0137508+0.000227692j 0.0358216-0.00558923j 0.0117122+0.00295829j 0.0152524-0.00479752j -0.0268144-0.00208046j 0.0205008+0.000747613j 0.0192269+0.00460463j -0.0445415-0.00421377j -0.00587426+0.0014568j 0.0262673-0.0018843j -0.0210762-0.00170344j 0.0339429+0.000300867j 0.0128919+0.00142056j -0.0350941-0.000420728j -0.00722533+0.0033507j 0.0152122-0.00361887j 0.00319303+0.00105191j 0.0472851-0.00229052j 0.00874829+0.00198052j 0.0164941+4.87807e-05j 0.0436659+0.00204197j 0.121491+0.00318816j -0.0288151-0.000304048j -0.0200253+0.00179373j 0.216426+0.00193271j -0.0598636-0.000416763j -0.0271326+1.21151e-14j -0.550018+0.00280119j -0.00339107-0.00031415j 0.0192741-0.00194123j -0.12321+0.00219154j -0.0868413+0.00110708j 0.0289731-0.000712947j -0.0352871+0.00052002j -0.0862708+0.00490257j -0.0233629+0.000216933j 0.0226114-0.00172917j 0.0217831-0.00412821j -0.0398027-0.000434248j -0.0254461-0.000642546j 0.0139322-0.0036595j 0.0192707-0.000100462j -0.000353428+0.00335333j -0.0123327-0.000505093j 0.00125981+0.00149391j -0.00423645+0.000269217j 
0.00193203-0.00156542j -0.0155246-2.56243e-05j -0.0126768-0.000161094j -0.0102388+0.00261846j -0.000325183+0.000580942j 0.0033992+0.000665124j 0.00614824+0.000650209j -0.00741325-0.00150575j -0.00895319+0.000696122j 0.00074355+0.00141423j 0.0117768-0.00500709j 0.030885+0.00250921j 0.00953651-0.00228266j -0.00228404+0.00172152j 0.00208548-0.000401032j -0.0426422-0.00182923j -0.0124699-0.00138051j 0.00126415+0.00023397j 0.0292138-0.000555076j 0.00414676-0.00188102j 0.0116675-0.000278331j 0.0213174+0.00290874j -0.00529362+5.90789e-05j 0.00833037-0.000125645j 0.0150203-0.000706509j -0.0200998-0.00142489j 0.00933734-0.00216774j 0.012568+0.00183314j -0.00227457+0.0022476j 0.00174407-0.00149194j -0.00399315-0.00154987j -0.00122959-0.00401463j 0.00540441+0.000765703j -0.00872528-0.000110706j -0.000522308+0.00167493j 0.0157482+0.00149807j -0.0022079-0.00233887j 0.0126623+0.000164809j 0.0263467-0.00146945j 0.0193823-0.000141874j -0.0227523+0.00120331j 0.0230316+0.00220297j 0.0436622-0.000546403j -0.00992452-0.00225855j 0.0617701+0.000767119j -0.0103898+0.000636279j -0.0104996+0.000929258j 0.0295036-0.0014452j 0.0247071+0.00186772j 0.0130266-0.00316716j 0.00179364-0.00197937j 0.0165267-0.00019312j -0.00302201+0.000706082j 0.0132464-0.00173891j 0.00419069+0.00534376j -0.0292571-0.00141238j -1.62844e-05+0.00318534j 0.00144473-0.00200831j -0.00277469+0.00507826j -0.0194869-0.00182091j -0.00609656+0.000571181j -0.00148007-0.000400362j -0.00857752-0.00135123j 0.0614189-0.000379941j -0.0326987+0.00151161j -0.0670652-0.00381701j 0.021635+0.00306516j 0.135685+0.00585489j -0.0335236-0.0009542j 0.0115506-0.000372907j -0.0796343-0.000998491j 0.368939+0.00131867j -0.550018-0.00280119j 0.161718+2.93968e-14j 0.323347-0.00124754j 0.262243-0.00198635j -0.163023-0.000514476j -0.0321515-0.000853984j -0.147854+0.000796129j -0.0267684-0.000111235j -0.0634823+0.00182884j -0.0296817-0.00152253j -0.0211411+0.000255098j 0.0546648-0.00405095j -0.0149902-0.00223041j -0.0210353-0.000897106j 0.0040559-0.000252418j 0.0139256-0.000673389j -3.29485e-05+0.00200148j 0.000311622+0.00097966j -0.00350221-0.000325316j 0.00105323-0.000571013j 
-0.00154891-0.000319481j -0.00335384-0.00105817j 0.0306966+0.000563091j 0.0101302-0.0022793j -0.0291878-0.000889381j -0.0130227+0.0016137j 0.0465329+0.00418311j 0.0388322-0.000238177j -0.00844444-0.0043053j -0.00138349-0.00426138j 0.0110013+0.00184924j -0.0248424-0.00303764j 0.00544882+0.00767661j -0.00169187-0.00498682j -0.00703765-0.00284357j -0.0127936+0.00279778j 0.0237369+0.00201398j -0.00718343+0.00152214j -0.00668144+0.00266346j 0.00987853+0.00193824j -0.00855101-0.000292009j -0.0208088-0.0039149j 0.00367583-0.00319204j 0.0361748+0.000232877j -0.00612621-0.00301628j 0.0460724+0.00168343j 0.0128157+0.000737378j -0.0283784-0.00249014j -0.0095683+7.88395e-05j -0.00514491+0.00122655j -0.0599018+0.0024856j 0.00593143+0.00309718j 0.00382264-0.00277154j 0.019772-0.000290048j 0.00420122-0.00113873j 0.0015812-0.00129645j -0.00859512-0.000859957j -0.00235979+0.00183901j -0.0618742-0.00081578j -0.0235956-0.00218668j 0.0192217-0.00272998j -0.0398527-0.00493824j 0.00466118+0.00327576j -0.0578179-0.0034964j -0.036996-0.00468082j 0.0271561-0.00136659j 0.00575472+0.00134808j 0.0195128-0.00265247j -0.01213+0.000709574j 0.0309375+0.00369652j 0.00924433+0.00310267j 0.0273074+0.0020248j -0.0252596+0.00104869j -0.0368364-0.00217745j -0.000743817-0.00384254j 0.0696052+0.00358505j -0.0287272-0.00502307j 0.0154252+0.00317448j -0.00593562-0.00366407j -0.0131128+0.00123643j 0.00171496+0.00284718j -0.0224884-0.00443654j 0.0200334+0.00193253j 0.0163495+0.00021728j 0.0352227+0.000731928j 0.0156967+0.00244693j -0.0347875-0.00259333j -0.0654803-0.00449878j 0.00734478-0.000867743j -0.0058806+0.00195442j -0.126794-0.000326871j 0.00812432+0.000719355j -0.00339107+0.00031415j 0.323347+0.00124754j 0.00741399+2.50104e-14j 0.00690116-0.000882389j 0.0680924+0.00178215j 0.041714+0.000915591j -0.0169359+0.00042364j 0.0360056+0.00111477j 0.0441913+0.000173446j 0.0187433+0.00213363j -0.0223076-0.000178402j -0.0185175+0.00124398j 0.015245+0.00275589j -0.00579167+0.000516341j -0.00163111-0.00131403j 0.000117761+0.00231303j -0.0153498+0.00103219j -0.0102551-0.00202858j -0.00241738+0.000880313j -0.00218324-0.000714401j 
0.027546+0.00501652j 0.0403517-0.00265883j 0.0357751+0.00313643j 0.0172276+0.00242721j -0.00072908+0.00477984j 0.000590198+0.00233208j -0.0361056-0.00804876j 0.0212454+0.00574252j 0.0364789+0.00128922j -0.000496386+0.00399781j -0.0384607+0.00849802j -0.0225194-0.00114649j -0.0696706+0.00111491j -0.039712+0.000658209j -0.0145635+0.00076774j 0.0105424-0.00402492j 0.00454522-0.00116816j 0.0166437+0.00361323j 0.0139382-0.000541138j 0.00120565+0.00392879j -0.0157748-0.00145585j -0.028834+0.000374985j -0.0424607+0.000249534j -0.038709-0.00277269j -0.0404148+0.00327572j -0.0158424-0.00397358j 0.00413133+0.00376392j 0.00927714+0.00482574j -0.0037825-0.00287954j 0.0206698+0.00430008j -0.0220783-0.000205225j -0.0390093+0.00122441j 0.0227009+2.72911e-05j -0.0376096-0.00423448j 0.00181389+0.00150952j -0.00315393-0.00420675j 0.0097078+0.00861269j -0.0220066+0.000457944j -0.00274782+0.00367395j -0.0136926+0.000614038j 0.0203545-0.00117103j 0.0321555+0.00132448j -0.0484039-0.000519391j -0.0106976+0.00178842j -0.0278119-0.000233566j 0.110436+0.000239626j -0.0516988-0.0031339j -0.0277622-0.000498273j 0.00486431+0.00208619j -0.0308284-0.00370834j 0.010201+0.000188318j -0.0240702+0.000540497j 0.05454-0.00109387j -0.0147305+0.00497974j 0.0104859-0.00121826j -0.0318799-0.00458588j 0.00383759+0.000327622j -0.0376986-0.00440597j -0.0105275-0.00148843j 0.0111169+0.00169526j 0.0231438+0.000945734j -0.00707089+0.0015765j 0.00496215-0.0019692j -0.0177119-0.00223812j -0.0441222-0.0020529j -0.00176206+0.000267417j -0.0156957-0.00413288j -0.0343613-4.50762e-05j 0.0351079+0.00113614j -0.0558205+4.39429e-05j -0.130537-0.00324729j 0.00545342+5.96567e-05j 0.0192741+0.00194123j 0.262243+0.00198635j 0.00690116+0.000882389j 0.106054-8.39172e-16j 0.0451038-0.000965497j 0.169661-0.00451507j 0.118054-0.00192379j -0.00839671+0.00113784j 0.123726-0.0032096j -0.0444602+0.00447103j 0.0561379-0.000671273j 0.0766784+0.00104148j -0.0875222+0.00159717j 0.0649046-0.00211033j -0.02296-0.00150872j -0.0789548-0.0048019j 0.00124341-0.00500596j -0.00644319-0.00490292j 0.0211588+0.00119432j -0.0033523+0.00595411j 
0.00469387-0.000635326j -0.00160476+0.000144221j 0.0129226+0.00343712j 0.0289008+0.000547666j 0.00519529-0.00349463j 0.0043186-0.00228941j 0.0280485-0.000450558j -0.0027258+0.00555524j 0.0631949+0.00237909j 0.0193802-0.0037461j 0.040212+0.00503226j 0.0266576-0.00123579j -0.0282689-0.00118735j 0.00693531+0.00121697j 0.0089991-0.00538239j -0.000722863+0.00292332j -0.00412097+0.00520995j 0.00253942-0.00307156j -0.00685337-0.00258438j 0.00364628+0.00132595j 0.000258044-0.00268852j -0.00135658-0.00297048j 0.00519049-0.00256458j -0.0120406+0.00538167j -0.0357618+0.000131116j -0.0165066+0.00443892j 0.0152284+0.00532017j -0.028487-0.00237522j -0.0147533-0.00267882j 0.0220261+0.00153768j -0.0432347-0.00105255j 0.00749712-0.000974934j -0.0164754+0.000747824j -0.00783405+0.000526644j 0.00342399-0.00280684j -0.0144525-0.000463763j -0.0207567-0.00134996j -0.00863623-0.00323139j 0.0847204-0.00447976j -0.0356142-0.00295051j -0.0845818-0.00211855j 0.0152883-0.000472847j 0.0146506+0.00153707j 0.0180315-0.00174331j 0.0374368-0.00129152j 0.0244087+0.00439895j -0.0381081-0.00158297j -0.0158577+0.00360045j 0.027324-0.00314509j 0.0265009+0.00846375j 0.0262221-0.000992431j 0.0130064+0.000553592j 0.0543084+0.00190819j 0.0425963-0.00211999j 0.00416102-0.00309827j -0.0236586+0.00850273j -0.0235824-0.00450323j -0.0148183+0.00142843j -0.0302786-0.00150731j 0.00563837+0.00012637j 0.00461028+0.000592273j -0.0128188-0.000483152j 0.0130685+0.00251545j 0.00854811+0.000740863j -0.0047878+0.00217093j -0.0206868-0.000614032j 0.0277533+0.0033334j 0.057538+0.00200829j -0.00927549-0.00279391j 0.0188543+0.0040853j 0.0558638+0.000638076j 0.0573689-0.00266576j -0.12321-0.00219154j -0.163023+0.000514476j 0.0680924-0.00178215j 0.0451038+0.000965497j -0.0990012-9.0307e-15j -0.0461566-0.00068434j -0.0337742+0.000158041j -0.0346771+0.000440645j -0.0329817+0.0014104j 0.00937037+0.000316779j -0.004918-0.000480004j 0.0123868-0.00375859j 0.013978-0.000313097j -0.00320981+0.000120527j -0.00595065+0.00137789j 0.0218271+0.00333812j 0.0101229-0.00151581j -0.0111409-0.00272721j -0.00166054-0.000163827j 0.00434741+0.000440446j 
0.0305371+0.00736538j 0.0503887-0.00314467j 0.01845+0.00816972j -0.0614704-0.00225922j -0.030686-0.00441829j -0.0309139+0.00230082j -0.0156539+5.03695e-06j -0.0121989+0.00260092j -0.0056+0.0031502j -0.0208805-0.00286642j -0.00473462+0.000356078j 0.00272779+0.0025728j -0.0375167+0.00133799j 0.00420217-0.000705006j -0.0151752+0.000806019j 0.00159769+0.00797946j -0.00187429+0.00202413j 0.0231126-0.00444074j 0.00529021+0.00152726j 0.0104828+0.00183763j -0.0250057-0.00262648j -0.0362257-0.00619593j -0.0463554-0.00202336j -0.0350246+0.00107047j -0.00515451+0.00252527j 0.0522498-0.00101877j -0.00552385+0.000783423j 0.000247049-0.00135152j -0.0174168-0.00314434j 0.061113+0.000689339j 0.0284949+0.000303749j 0.0747473-0.00422944j 0.0480325-0.00190691j -0.0425365-0.00155286j 0.0102891+0.00223064j -0.0171937+0.000834631j 0.0610918-0.00540452j -0.00606301+4.35817e-05j -0.0973766+0.00114741j 0.0298675+0.00406133j 0.00384764+0.00247383j -0.0323365+0.00209164j 0.00510114-0.00303766j -0.00201814+0.00437735j 0.0143976+0.00148818j -0.044139-0.00106858j -0.00733744-0.00320865j -0.0044865-0.000610601j -0.0357058-0.00220507j 0.0368115+0.00188j -0.0107899-0.00218145j -0.000627547+0.00104994j 0.000106774-0.000805548j 0.010223-0.00461784j -0.0239475-0.00199031j -0.0119413+0.00390084j 0.00575866-0.0038324j 0.00953714+0.00497819j -0.0333687+0.000459655j -0.00333476+0.00157071j 0.0538244+0.000369929j 0.0241618+0.00173706j -0.0071327+0.00184637j 0.00178839+0.00151055j -0.0414975+0.00268016j -0.0198524+0.00202841j 0.0204345-0.00257319j 0.0303771+0.0037513j 0.0061002+0.00044546j -0.0750503-0.00191445j -0.0120526-0.000501504j 0.0167243-0.00212739j -0.0868413-0.00110708j -0.0321515+0.000853984j 0.041714-0.000915591j 0.169661+0.00451507j -0.0461566+0.00068434j 0.130146-1.17094e-16j 0.149829+0.00282024j -0.0482939+0.00208353j 0.0836741+0.000472255j -0.100951+0.00266265j 0.103461-0.000955541j 0.116841-0.00122795j -0.106286-0.00350159j 0.0726037-0.0047547j -0.00255213-0.000573796j -0.0631352-0.00223547j -0.00968318-0.00443957j 0.00541502-0.00640429j 0.0286616+0.00160616j -0.0111173+0.00492486j 
0.042413+0.00432331j 0.0279875-0.00446233j 0.00888482+0.00391869j -0.0237262+0.00204762j -0.00864463-0.00143008j -0.00676662+0.00183319j -0.0211101-0.00319483j -0.0149615+0.00366298j 0.0305648+0.00837678j -0.0421571+0.00210762j -0.013429+0.00208914j -0.000733615+0.000903746j -0.0258563+0.00309341j 0.0266598+0.00544506j -0.0235217-0.00291775j 0.0152892+0.00169738j -0.00991016+0.000319813j 0.0332868+0.0014036j -0.00233249-0.000730301j -0.0175562-7.3757e-05j -0.030666-0.000966723j -0.0141059-0.00231281j -0.0248803+0.000223255j -0.0497117+0.000247211j -0.0045602+7.03288e-05j 0.00854539-0.00115957j -0.0118186+0.00275428j 0.0170305+0.00232038j -0.0348438-0.00209789j 0.011034+0.00174723j 0.0096203+0.000881636j 0.0322584-0.0013518j 0.0413973-0.00232237j -0.0167462-0.000367878j 0.0188573+0.00287886j -0.00682496-0.000250271j 0.0137087-0.0035048j 0.0139054+0.00212087j 0.0251764+0.00543191j -0.0211222-0.00146624j 0.00714606+0.000510489j 0.0095365-0.000430322j -0.00168006+0.000773678j -0.0126689-0.000454954j 0.026892+0.00148659j 0.0497987-0.000165327j -0.0265945+0.0016831j -0.00220734+0.00107843j 0.0147464-0.000315729j -0.000190438-0.000411489j 0.0145451+0.00101616j 0.0113405+0.00110219j 0.0109685-0.00150314j -0.00271294+0.000151251j -0.0169535-0.000822457j -0.0160885+0.000338944j -0.00889386+5.98515e-05j -0.00914505+0.000812678j -0.0259858+0.000715022j 0.00912156+0.000759748j 0.0722426+0.00129776j 0.024227+0.00153455j -0.0374861-0.000865275j -0.00367473+0.000927377j -0.0416865+0.00187027j -0.00243369+0.000508764j 0.0159138-0.00322281j 0.0302894+0.00395101j 0.0158792+0.0013991j -0.0866988-0.0016147j 0.0100377+0.00164913j -0.0710164-0.00307847j 0.0289731+0.000712947j -0.147854-0.000796129j -0.0169359-0.00042364j 0.118054+0.00192379j -0.0337742-0.000158041j 0.149829-0.00282024j 0.185547-1.00506e-15j -0.05541+0.00182913j 0.0963883-0.00119638j -0.094646+0.00286493j 0.104239-0.000259223j 0.116891-0.000977148j -0.113158-0.00216581j 0.0640211-0.00401637j -0.00956096-0.000327503j -0.0807071-0.00378983j -0.00932676-0.00442813j 0.00590312-0.0061993j 0.0241279+0.000878596j -0.0115856+0.00505204j 
-0.00244669-0.00502972j -0.0283865+0.000925208j 0.0204134-0.000474175j 0.0282468+0.002161j 0.0207027-0.00265236j 0.0158253-0.00187224j 0.0370165-0.00197414j 0.000205044+0.00374409j 0.0205397+0.000560201j 0.0199255+0.000706423j 0.0240625+0.00535871j 0.00448215-0.000627564j 0.00270498-0.00347459j 0.00169084+0.00115846j -0.00615435+0.00100297j 0.00494596+0.00317465j -0.00985668+0.00141529j 0.00171374-0.000911158j -0.0044874-0.00239662j 0.00508067+1.44394e-05j -0.000941958-0.000175579j 0.00557366+0.000965533j 0.0190794-0.000717785j 0.00505475+0.00208024j -0.00877006+0.000687853j -0.00616214+0.00193726j 0.0236634+0.00189209j -0.0211904+0.000287997j -0.0145598+0.000701415j -0.026228+0.000663279j -0.0820253-0.00136192j -0.0366318+0.00106697j -0.0166344+0.00227501j 0.0119596+0.00196179j 0.00180566-0.0029207j -0.0106026-0.00407889j -0.0195703+0.00298777j 0.0174347+0.00510102j 0.0593138-0.00332866j 0.00502697+0.00326886j -0.0157557-0.000956838j 0.0356787+0.0024761j 0.00859746-0.00298529j -0.0161955+0.00315391j 0.0114317-0.000209844j 0.0482464+0.00359338j -0.039231-0.00148697j 0.0118941+0.00140449j 0.0392377-0.00236784j -0.01168+0.0020146j 0.0219256+0.000867025j 0.0278095+0.000789994j 0.0105641+0.0039513j -0.0036122-0.000123563j -0.00273591-0.00083554j -0.0133263-0.000879463j -0.0186776-0.00229483j -0.0167182-5.79324e-05j 0.0022187-0.00200453j 0.0017378+0.000155047j -0.0209052-0.00129139j -0.00778849-0.000928543j 0.00985225+0.000735409j 0.00175983-0.000621839j 0.0119304+0.000197391j 9.51004e-06+0.000383159j -0.0123604+0.0018263j 0.0225627+0.000378825j -0.0211613-0.00114276j 0.02376+0.0030962j 0.0129568-0.000466204j 0.0297904+9.8525e-05j -0.0352871-0.00052002j -0.0267684+0.000111235j 0.0360056-0.00111477j -0.00839671-0.00113784j -0.0346771-0.000440645j -0.0482939-0.00208353j -0.05541-0.00182913j 0.00332548+6.80012e-16j -0.0381337-0.000200827j 0.0373391+0.000926291j -0.0376028-0.00078456j -0.0307779-0.00201136j 0.0304853+0.00119654j -0.024721+0.00239541j -0.00505055-0.000260335j 0.0176726+0.002664j 0.00640476+0.00100255j -0.0153021-0.000499709j -0.011445+3.11863e-05j 0.00402523-0.00105637j 
