-0.137692-0.183256j -0.184481+0.138231j -0.0822983-0.110606j 0.11687-0.0853033j -0.0311824-0.0612277j 0.0327246-0.0202545j 0.0109198+3.04981e-05j 0.0372952-0.0235092j -0.0358755-0.00105564j 0.0100347-0.0193734j -0.0106316-0.0295206j -0.0145006+0.00787056j -0.00155719-0.00274162j 0.0128553-0.00126064j -0.0368002-0.0184069j 0.00564166+0.022705j -0.0111072-0.000233986j 0.0151657-0.0117718j 0.031415+0.023745j 0.00433369-0.0272868j -0.00926727+0.00840375j -0.0117081+0.0122069j 0.00438105+0.0484406j 0.023266-0.0319038j -0.0487048+0.0109596j 0.035225+0.00966165j -0.0334025-0.0849875j 0.0811813-0.0321519j 0.0783225-0.107021j 0.106205+0.0799309j -0.0740633-0.0917348j 0.0897883-0.0757992j 0.0830377-0.179429j -0.199093-0.0778429j 0.0170049+0.159004j -0.1339+0.0864147j -0.101822+0.0104225j -0.143414-0.0190433j 0.135693+0.0609644j 0.0401355+0.0732983j -0.0626679-0.0989069j 0.0163951-0.0926424j -0.00730032-0.0623311j 0.0320551+0.000750913j -0.0389182-0.0671672j 0.0235753+0.0621668j -0.0258311-0.116507j 0.0252126+0.0887803j 0.00936344-0.0321448j -0.00353996+0.00486524j -0.000311593+0.000345815j 0.101808+0.00677845j -0.00211199+0.00463665j -0.00941128-0.0385442j -0.036127+0.10113j 0.0425552-0.0874884j -0.0451888+0.0814662j 0.0436547-0.0465709j -0.0171212-0.0307327j 0.0257424-0.0501391j -0.00667562+0.095627j 0.0794985-0.086334j -0.0144433+0.0609986j 0.153592-0.0507033j -0.16393-0.0467997j 0.0794989+0.059176j -0.0805322-0.120391j -0.117+0.15417j -0.249089-0.151462j -0.138195+0.229756j -0.248032-0.151399j 0.151016-0.246798j 
0.00563487+0.00478777j 0.00417319-0.0055653j -0.00434439-0.00115802j 0.0032045-0.00473512j -0.00113891+0.00273348j -0.000415145+0.00263599j 0.00257773+0.00146993j -0.00310951+0.00265727j 0.00244943+7.4695e-05j -0.00576241-0.000314838j 8.96721e-05-0.00363994j 0.00170342+0.000558005j -0.00228226-0.00326112j 0.00291929-0.000349924j 0.00190146+0.000666946j -0.00200321+0.00393072j 0.00114482+0.00217277j -0.00289329-0.00108959j -0.00119129-0.0030234j 0.00269831-0.000550132j -0.000583853+0.0019349j 0.00156462+0.00315734j -0.000233995-0.00138794j 0.00148963+0.00382959j -0.00120029+0.00200367j 0.000339769-0.00186618j -0.00192076+0.00550492j -0.00641794+0.00144317j -0.00689317-0.00462342j 0.00347131-0.00577003j 0.00220731+0.0021595j -0.00138526+0.00216596j 0.00927831-0.00163389j -0.000178484-0.00997813j 0.000134997-0.000525571j 0.000390874+0.00256633j 0.00314694+0.000958287j 0.000878601+0.00497237j 0.00383974-0.00379527j -0.00238879-0.000819155j -0.00048494+0.00315326j 0.0043351+7.86358e-05j -0.00231695-0.000884665j 0.00245116-0.00120047j -0.00243068-0.00555709j 0.00456647+0.00246548j 0.000371925+0.00317886j 7.20372e-05-0.00588106j 0.000951603+0.00209918j 0.000860044+0.0010335j 0.00401287+0.00067161j 0.00243921+0.00252992j -0.000263192+0.000479923j -0.00342547+0.00228337j 0.00508399-0.00511851j -0.00305953+0.00230035j -0.00519736+0.00109672j 0.00103194-0.00221462j -0.00182199-0.00333541j 0.00389465-0.000416153j 0.00269642+0.00231455j -0.00354991+0.00250494j 0.00453034+0.00538902j -3.40451e-05+0.00514412j 0.00843014-0.00396746j -0.00484848-0.00565793j 0.000250295-0.0013297j -0.00283044-0.000662156j -0.00968252+0.00439864j 0.00444988+0.0113258j 0.0086007-0.00397017j 0.00400566+0.0080998j 
0.0072639+0.00369621j 0.00346134-0.0074126j 0.000545724+0.0024702j -0.0020868+0.00051149j -0.00242607+0.00441929j -0.00507663+0.000848349j -0.00154532-0.00286796j -0.00160273-0.000388796j 0.00143935+0.00212172j -0.00177886+0.000900272j -0.00241876-0.000275034j 4.72413e-05+0.00230697j -0.00173053+0.00084084j 0.00167423-0.000532355j 0.00164279+0.000792274j -0.000246348+0.000414752j 0.000788273+7.1498e-05j -0.00182745+0.000640563j -0.000864217-0.00214295j 0.00104067+0.00104855j 0.0018904+0.00183699j 0.00190014+0.00109074j -0.000955582-0.00152712j -0.000338781+0.00341369j 0.00121422+0.00131347j 4.29591e-05-0.000721947j 0.000357536+0.00464856j -0.00559497+0.00167445j -0.00514588+0.00260748j -0.00318623-0.00519265j 0.000806686+0.00185829j -0.001414+0.000987707j -0.000544343+0.00610835j 0.00623545+0.0012647j 0.00628797-0.000182377j 0.000366667+0.0122801j -0.00917735+0.00603021j -0.0085032-0.000126462j 0.00523991+0.00112749j 0.00614349+0.000946428j 0.00167129-0.00433568j -0.00156213+0.00420341j -0.00187763+0.00593275j -0.00567211-0.00669143j 0.000917927-0.00915962j 0.0069145-0.000672253j -0.00240004-0.00348665j -0.00187474+0.000321662j 0.000770175-0.00173482j 0.00155579-0.0023862j 0.00343728-0.00274825j -0.0040043+0.00147786j 0.00327149+0.00357286j -0.00706066+0.00080778j 0.00165585-0.00110358j 0.0050903+0.00185422j 0.00203626+0.0048856j -0.00480714-0.000789812j -0.00703367+0.00234054j 0.0052745-0.00254339j 0.000785137-0.00433829j -0.0043541+0.00081487j 0.00114271+0.0109117j 0.000825931+0.000856444j 0.00690702+0.00610777j -0.00331897-0.00398696j 0.000377807+0.00920069j 0.00804131-0.00189274j 0.00097102-0.00488394j -0.00684452-0.000967349j 0.0056058-0.00426859j 0.00430153+0.00543032j 
-0.00319694-0.00159609j -0.00125521+0.00328027j 0.0102291-0.00399129j 0.00165242+0.0109981j 0.00181768+0.00264957j -0.00530674+0.00516007j -0.01163-0.000915161j -0.00467975-0.00540311j 0.00368575+0.00426211j 0.0111516-0.000508743j -0.00207676+0.0091391j -0.00244945+0.00651574j 0.00595447+0.00926178j -0.00143764-0.00166792j 0.00231571+0.00114403j 0.00408311-0.00777241j -0.000340639-0.00231711j 0.00323836+0.0051101j 0.00295091+0.000548231j -0.0025648-8.67063e-07j 0.0110787-0.000298796j -0.00180178-0.00768953j -0.0022428-0.000301872j -0.00489739-0.00046035j 0.000219725-0.00156948j -0.00265401+0.00872234j -0.00262512-9.39961e-05j 0.00132182-0.00865727j 0.00302273+0.0143362j -0.0139327+0.00174929j 0.00181387+0.00383122j -0.00439777+0.00179353j -0.00694771+0.000372899j 0.000162029+0.00764609j 0.00271634+0.00200224j 2.63126e-05+0.00701964j -0.00549888+0.00625258j -0.00664257-0.000762847j 0.00366702+0.000962886j 0.00387166-0.000454488j -0.000889588-0.00204716j 0.000158687+0.0022791j 0.000675952+0.00255309j -0.00367889-0.002111j 0.000389849-0.00438305j 0.00306813-0.000597792j -0.00204015-0.00131645j 0.000696683+0.000794265j -7.65799e-05-0.00187601j 0.000511723-0.00126004j 0.00168889-0.00136352j -0.000380079+0.0016467j 0.00222898+0.00119485j -0.00348386+0.000667625j 0.00070951-0.000497036j 0.00273172+2.61327e-05j 0.00215265+0.00212897j -0.00314374+0.00135178j -0.00283453+0.00232627j 0.00186811-0.00175108j -0.000684094-0.0020016j -0.00192873+0.000573667j 0.00135935+0.00624198j 0.000682712-0.00103801j 0.00486734+0.004219j -0.00042101-0.00183701j 0.000487415+0.00476505j 0.00545554-0.00302456j -0.00107164-0.00794612j -0.00926543+0.00170081j -0.00180754-0.00134877j 0.00099275-0.00164616j 
-0.00592752+0.00522284j 0.00559031+0.00611231j 0.00312854+0.00376545j -0.00393427+0.00129114j -0.00175146-0.0080393j 0.00407302-0.00890834j 0.00501696-0.00185854j 0.00982948-0.0019482j -0.00843907-0.000599606j -0.00171326-0.00160547j 0.00311167-0.000704182j -0.00287656-0.00777091j 0.00360753-0.00313249j -0.00414344+0.00556168j -0.00507394-0.00195913j -0.000305018-0.00538483j -0.000385963-0.00214893j 0.00412018-0.00642817j -0.00199996+0.0050359j -0.00634767+0.00480745j -0.00820769-0.00371814j -0.00295817-0.00155133j 0.0083659-0.00222328j -0.00706014-0.0119446j 0.00464404+0.00437191j 0.000408055-0.004537j 0.00073497-0.00946645j 0.0133151+0.000329027j 0.00661795+0.00207205j -0.00117077+0.00616272j 0.00245582-0.00614071j 0.00561773+0.00216618j -0.00542566-0.00281051j -0.00342744+0.00529969j -0.00239707-0.00247361j 0.0033732-0.00292453j 0.000296652+0.00200828j 0.00149948-0.000724956j 0.00129806+0.000585715j -0.000548716+0.00442782j 0.00137016+0.00107573j -0.00324927+0.00288031j -0.00145794-0.00029296j 0.00111772+0.003167j 0.00322874+0.00210771j -0.00380922-0.000405995j -0.00313572-0.00166795j 0.00064959+0.000586687j 0.00245967+0.00137007j -0.00136044+0.000163581j -0.000942424+0.00100588j -0.00116768-0.00185896j 0.00100881-0.000886351j 8.45487e-05-0.00321959j -0.00111957+0.00328789j 0.00180483-0.000741473j 0.000489718-0.00157204j 0.000339533-0.00208114j 0.00449022+0.000705401j -0.00280191+0.0018369j 0.00262193-0.00330491j 0.00171471-0.00477245j -0.00379344-0.00234814j 0.00298496+0.000796285j -0.00357867+0.000124193j 0.00233228+0.00607988j 0.00402445-0.00245144j -0.000708992-0.00186821j 0.0087653-0.00242157j -0.0021292-0.00905672j 0.00184707+0.0049286j -0.00513702+0.00190673j 
-0.00167228+0.00462418j 0.00468385+0.00179035j -0.00120168+0.00374627j -0.00405634-0.000419085j 0.00693065+0.00334394j 1.43217e-05+0.00820201j -0.00355376+0.00228666j -0.00583567+0.00498723j 0.0016172+0.00784144j -0.00629045-0.00191733j -0.00377939+0.000797267j -0.00553353+0.00209962j 0.00427011+0.000608383j 0.00384824-0.00305642j 0.000238704+0.00393126j 0.000528953+0.00154345j 0.00246338+0.00205478j 0.00210862-0.00033388j 0.001859+0.00214344j 0.00216007+0.00563936j 0.00423239+0.00427102j 0.00757384-0.00112799j 0.00703457+0.00470055j -0.00358008-0.000600961j -0.00315983+0.0119956j 0.00544688-0.00165738j -0.00473581+0.0033016j -0.00362825-0.00348551j -0.000343951-0.0031963j 0.00323484+0.00026777j -0.00746059+0.00192925j -0.00215526-0.00752048j -1.82611e-05-0.00911577j -0.00868579+7.60177e-05j 0.00402356-0.00371071j 0.0084766+0.00476927j -0.000536889+0.00378495j 0.00333594+0.00410803j 0.00984941-0.00254778j -0.00486491+0.0120759j 0.00588919-0.000703605j -0.000227991+0.00583119j -0.00330208-0.00151536j 0.000433776+0.00504093j 0.00595125-0.000773343j -0.00292223+3.84554e-05j -0.00535892-0.00249104j -0.00209949-0.00248473j 0.00820358+0.00560504j -0.0054295-0.000252206j 0.00120861+0.00277895j 0.000832287-0.00302558j 0.00268391+0.00119634j -0.00386237-0.00250225j 0.000340748+0.000426962j 0.00484721+0.000901004j -0.00322321-0.00270583j 0.0039154-0.00886904j 0.00612515+0.0028758j -0.000650035+0.00322915j 0.00764333-0.00572664j 0.00119224-0.00837883j -0.00333602+0.00370183j 0.0106231+0.00815586j 0.000331321-0.00994362j -0.00319993+0.0115869j 0.014995-0.00426527j -0.00559748-0.0105996j 0.00531364+0.000177745j 0.00129588-0.00414177j 0.00692692+0.00157521j -0.00164872+0.00692059j 
0.00401831-0.00146876j -0.00152121-0.00423667j 0.000463861+0.00351343j -0.00370185+0.00102397j 0.000783894+0.00448284j -0.00498786+0.00446154j -0.00464136-0.0022948j -0.00299943-0.000501572j 0.00231046+0.00235085j 0.00151318-0.000720865j -0.00294049+0.00189582j -0.000436356+0.00462342j 0.00118921+0.00295259j 0.001692-0.00212846j 0.00250827+0.000539316j 0.0012593+7.95351e-05j 0.00109914+0.000415011j 0.000575779+0.0041282j 0.00186342-0.000414909j 0.00101047-0.000188648j 0.00486664+0.000559143j 0.00222859-0.00140561j -0.00255465+0.00104544j 0.0014773+0.00421852j -0.000379606+0.0010043j 0.00219076+0.00288721j 0.00115009+0.00335473j -0.00528872-0.000540923j 0.00140867+0.00393224j -0.00361447+0.00100298j -0.00319436+0.00289046j -0.00270068-0.00291353j -0.00699296+0.00545766j 0.00505367+0.0084931j 0.00852723-0.00232898j 0.00730824+0.012054j -0.00793101+0.0127845j -0.0110803+0.00344303j 0.00811574+0.00188498j 0.00667892+0.000247174j -0.000348251-0.00870413j -0.00043816+0.00755424j 0.00387711+0.00587096j -0.0109105+0.000371731j -6.20422e-05-0.00588063j 0.0017003-0.00484033j -0.00698026-0.00379218j 0.000661499+0.00543839j 0.000585782-0.00245259j -0.00226379-0.00343387j -0.00159116-0.00207646j -0.00457589+0.00299627j 0.0063608+0.000924151j -0.00561103+0.00191942j 0.000602278+0.0021528j 0.00831706-0.00353806j 0.00734466+0.00181921j -0.00438306+0.00139393j -0.00233058+0.00803533j 0.00103422-0.00344782j -0.00269763-0.00603015j -0.00357847-0.003078j 0.000632348+0.0102701j 0.00331104-0.00133825j 0.00575739+0.00291078j -0.0032666+0.00144099j 0.0084041+0.00932745j 0.00592807-0.00978998j 0.00470019-0.0105919j -0.0123232-0.00372899j -0.00572347-0.00520496j 0.00540817-0.00555027j 
-0.00342018-0.000385941j -0.000469034+0.00351524j -0.00356901-0.00788277j 0.00711988-0.00404423j -0.00828094+0.00183596j -0.00435389-0.00787215j 0.00349253-0.00342658j 0.00169477-0.00809668j -0.00369921-0.00798395j 0.00893904-0.000794059j 0.00320238-0.00236957j 0.00697997-0.0022204j -0.00663871+0.00163069j -0.00334759+0.00390296j -0.00135542-0.00394933j -0.000925752-0.000784517j -0.00417694-0.000810602j -0.0037882+0.00119886j -0.00100852-0.00425466j -0.00280741-0.00953862j -0.0032622-0.00257903j -0.0104782+0.00332944j -0.0108063-0.00407448j 0.00520527+0.00199401j 0.000969331-0.0165817j -0.00797485+0.00272447j 0.00164651-0.0015949j 0.00150382+0.000744133j -0.00590599-0.000679105j 0.000164935-0.00616267j 0.00768655+0.00320823j -0.00323415+0.00753684j 0.00164191-0.00175936j -0.00122531-0.00156698j 0.00211766+0.000601577j 0.00126253+0.0035373j 0.000605553+0.00122535j 0.000241842+0.0027046j 0.00371737-0.00298741j -0.0009055+0.00109834j 0.000791317+0.000253304j 0.00283977+0.000256347j -0.00115516+4.23222e-06j 0.000229712-0.00159399j -0.000728652-0.00326197j 0.00317333+0.000161632j 0.00110785+0.000971545j -0.000799908-0.00269444j 0.00180063+0.00105039j 6.69204e-05+0.000315392j 0.00252785-0.000135962j 0.00186194+0.00106685j 0.000564306+0.00115411j -0.00333572+0.000638386j 0.00193486-0.00329269j 4.64811e-05+0.00269559j -0.00181146+0.00110442j 0.000353041-0.00200673j -0.00255501-0.000134597j 0.00274218-0.000694926j 0.00202771+0.00020522j -0.000450954+0.00127817j 0.000952181+0.00435233j 0.00154073+0.00504865j 0.0055486-0.00301814j -0.00504735-0.00205222j 0.00081091+0.00307406j 0.00176402-0.00124732j -0.00445149+0.00231359j 0.00221321+0.00502883j 0.00406205-0.00224798j 0.00215+0.00393049j 
-0.00373306-0.00806074j -0.00789926+0.00348273j 0.00100816-0.00260489j 0.00228247+0.0015623j -0.00223747-0.0017192j -0.00169775-0.0025895j -0.000856296-0.00161427j 0.00197072-0.00487822j -0.00113891-0.00537034j 0.00820648-0.00162897j 0.00319782+0.00182977j 0.00380274-0.000330175j -0.000638411+0.00220383j -0.00237843+0.00180921j -0.00100409-0.00263043j 0.000379126-0.0032952j -0.00215993-0.00173322j 0.000569519+0.00241836j -0.000214158-0.000182567j -0.00297566-0.00466278j 2.88692e-05-0.00313357j -0.00668005-0.00018839j -0.00693592-0.000884825j 0.00161318-8.93951e-05j -0.000370678-0.00997539j -0.00430999+0.00570839j 0.00116861-0.00410103j 0.00547923-0.00237767j 0.00630964+0.0027641j -0.00231141+0.00562841j 0.000275911-0.00150411j 0.00129401+0.00067919j -0.00569936+0.00541895j 0.00455123+0.0053023j -0.00590757+0.00290569j -0.00799657-0.00778774j -0.00138929-0.00518988j -0.00119042-0.00759562j -0.0092632+0.00748277j -0.00090811-0.00634381j -0.00293597+0.00284603j -0.00552559-0.00196308j 0.00266339-0.0015987j 0.000360269+0.00023933j 0.00193139+0.00725146j -0.00448858+9.90622e-05j 0.00248537-0.00171625j 0.00327185+0.00501128j -0.0058784-0.00156295j 0.00202546-0.00128931j -0.00425273+0.000560335j -0.00281744-0.000403988j -0.00304934-0.00116207j 0.00669102-0.00317326j -0.00271808+0.00509702j -0.00236406-0.00113491j 0.00354951-0.00239132j 0.000499394+0.00572434j 0.000899715-0.000355744j -0.0040255+0.00105244j -0.00492672+0.00409667j 0.00443457+0.00154838j -0.00498801-0.00902058j -0.00856944-0.00502948j -0.00511813+0.00852572j 0.00428332-0.00301784j -0.00689486+0.00375854j 0.00551951+0.00424477j 0.00580506+0.000703624j -0.000382975-0.00702086j -0.00879493+0.00726009j -0.00713181-0.00850301j 
0.00145147+0.00485481j 0.00484911-0.0013287j -0.00506742+0.00503339j -0.00448716-0.00785838j -0.0121173-0.00265988j -0.0040316-0.0165812j 0.0106374-0.00959868j 0.0107943-0.00760181j -0.013159-0.00464662j -0.0015458+0.00100637j 0.00233581-0.0101402j -0.000982037-0.0112788j -0.00838889-0.00479491j -0.00225495+0.00825528j -0.00534817-0.00315328j -0.00257089+0.00117081j -0.00225116-0.000296291j -0.00372705-0.00435233j -0.00399308+0.00173932j -0.00573327-0.000728671j -0.0163845-0.00055047j -0.00529972+0.00677419j -0.00193253-0.00596342j 0.00144386-0.00656198j 0.00398504-0.00831605j -0.00468515-0.00635318j 0.00430249-0.00802723j 0.00905925+0.0068296j -0.00288078-0.00382193j 0.00390575-0.0032029j 0.00615802-0.00623038j 0.00646717+0.00582378j -0.00202437+0.00521652j 0.00543721+0.00282872j 0.00416642-0.0060946j 0.0111868+0.00473428j 0.00064731+0.0116401j -0.00484578+0.00697749j 0.00694826-0.00454677j 0.00660405-0.000529151j -0.00238916-0.00649492j 0.00306886+0.00479161j 0.00321994+0.00439573j -0.00731857+0.00211485j -0.00373835-0.00641281j 0.00195091-0.00447876j -0.00590265+0.000926461j 0.000240312+0.00183444j 0.00168276-0.00264056j -0.0019692-0.00119238j 0.000319487-0.00199002j -0.00258004+0.00284857j 0.00552826-0.00091392j -0.00566751+0.00406967j 0.00144503-0.000430752j 0.00501816-0.00422648j 0.00449547+0.00207112j -0.00415535+0.000180253j -0.00135653+0.00560421j 0.00122804-0.00421966j -0.00140326-0.00588271j -0.00496273-0.00137711j 0.00480484+0.0092112j 0.0049762-0.000291472j 0.00553767-0.00074568j -0.00273998+0.00174962j 0.00746096+0.00343921j 0.00114971-0.00690968j 0.000273431-0.00816062j -0.00877486+0.000669797j -0.000251544-0.00656345j 0.00657404-0.000349444j 
-0.00373229-0.00150092j -0.00144614+0.00367904j -0.00566883+0.00107024j -0.00127691-0.0049738j -0.000533952+0.00172614j -0.00255609-0.00127023j 0.00176429-0.00243012j 0.000307254-0.00176209j -0.00235848-0.00275366j 0.00177141-0.0014621j 0.00074273-0.00220038j 0.00163361-0.00140755j -0.00275576-0.000134273j -0.000184451+0.00122964j -0.00134824-0.00131934j -0.000137171+0.00119255j -0.00122141+0.000235713j -0.00141565+0.000649601j -0.000491747-0.000173837j -0.000130489-0.00327371j -0.00215164-0.000268154j -0.00281655+0.00168211j -0.00375968-0.000862487j 0.00195674+0.000984126j 0.000365854-0.00450466j -0.00178185-0.000461792j -0.000934353-0.00082766j 0.00119143-0.00103803j -0.000337311-0.00659564j 0.00690735-0.000226112j -0.00419463+0.00336514j -0.00353392-0.00386177j -0.00770307-0.00277475j -0.00253604+0.00745681j -0.000433566-0.00493891j 0.00732796-0.0032682j 0.000689326+0.00312697j 0.00294961-0.000234763j 0.00410107-0.00252217j 0.000880016+0.00862887j 0.002541-0.00287473j -0.0012414+0.00589605j -0.000707928-0.00140396j 0.00117024+0.00688072j 0.00593272+0.00124152j -0.00656171+0.000469806j -0.0065691-0.0018744j -6.07748e-05+0.00207217j 0.00621917+0.0012915j -0.00533679+0.000326796j -0.00141663+0.00237209j -0.00331151-0.00354391j 0.00248804-0.00122249j -0.000965033-0.00279868j -0.00139715+0.00473793j 0.00436701-0.00318119j -0.000494207-0.00383918j 0.001504-0.00598928j 0.00914714+0.00266511j -0.00366408+0.00346584j 0.00320642-0.00686193j 0.000464312-0.00984222j -0.00415664-0.000475504j 0.00904662+0.000255018j -0.00652621-0.00419847j 0.00415688+0.0121782j 0.0113873-0.00736933j -0.00637489-0.00729022j 0.00955056-0.00413719j -0.0033681-0.00950326j 0.000365507+0.0038666j -0.00380203+0.000537925j 
-0.000163844-0.00485802j -0.00514978+0.00014508j -0.00768536-0.00717747j 0.00636339-0.0066629j -0.00215155+0.00822824j -0.00515857+0.00201716j -0.000403409-0.000332726j -0.00672083-0.00239595j 0.00206419-0.00713372j 0.00766438-0.0017818j 2.41308e-05-0.000158678j 0.00960267+0.00269442j -0.00621676+0.00464192j -0.000180679-0.00112897j 0.0019033-0.00161705j 0.000472599+0.00338578j -0.00311455+0.00165351j -0.00447997+0.00641384j 0.000350636-0.00670657j 0.000769495-0.0117272j 0.00375254-0.000490454j -0.00559933+0.00487044j -0.0145157+0.00237013j 0.0103375+0.00914514j -0.00529202-0.0150002j -0.00461575+0.00676651j 0.00166705+0.00547889j -0.00807311+0.000531967j -0.00795166-0.0029142j 0.00237358-0.00756234j 0.00249314+0.00765639j -0.00731787+0.00265267j 0.0014284+0.000614032j 0.000651885-0.00170223j 0.00154817+0.00253128j -0.0017144+0.00141957j 0.000201367-0.00193173j 0.000847167+8.49901e-07j -0.000290083-0.00160118j -0.000601064+0.000195278j 0.00111395+0.000107297j 0.00102139-0.00068132j -0.000777537-0.000965086j 0.00108811-0.000861562j 0.000536322+2.04424e-05j 0.000602099+0.000768j 0.000887133-4.25743e-05j -0.000982255-0.00106822j 0.00131718+0.000512863j -0.00070129-5.01374e-05j 0.000312548+0.00044848j 0.000662327-0.00148237j -0.000260304+0.00149726j 3.3942e-05-0.000317697j -0.000518848-0.00113949j -0.00068028+0.00160948j -0.00124895-0.000642604j 0.00171577-0.00128081j -0.000133522-2.61146e-05j 0.000371215+0.00079692j 0.00236314-1.26194e-05j 0.00035715-0.00103658j -0.000151382-0.000157734j 0.00130325+0.00121267j -0.000151701-0.00222048j -0.000680174+0.00117938j 0.00114477-0.000926765j -0.00093221-0.000809333j -0.00057199+0.00274197j 0.00307911+0.000696912j 0.00143272+0.000841541j -0.000803977+0.00145233j 
-0.012475+0.00324042j 0.00358101+0.012333j 0.00372062-0.0102433j 0.00805183+0.00423358j -0.00246201+0.00287711j -0.00535927+0.00163918j -0.00735442+0.00167345j -0.00479924-0.00935501j -0.00235623-0.000835492j 0.0124662-0.0076765j 0.00411732+0.0053154j 0.00314277+0.00112007j 0.00572783+0.00756678j -0.00335872+0.00445501j -0.00155649-0.00224976j 0.000145402-0.0100328j -0.00438412-0.00173816j 0.00218133+0.000952608j -1.27011e-05-0.00150602j -0.00675671-0.00347699j 0.00531873-0.0040158j -0.0103591-0.00169872j -0.00571005-0.00109356j -0.00518393-0.00258352j -0.00179408-0.00831193j -0.00515756+0.00815419j -0.00556745-0.00224053j 0.00459042-0.00986138j -0.000416118+0.00735281j -0.00774108-0.000986688j 0.00753522+0.00441409j -0.00545767+0.00774232j -0.00840739-0.0114204j -0.0106292+0.00770166j -0.00051293-0.00172646j 0.0050589-0.00223549j 0.00309162+6.64399e-05j 0.00693042+0.000778641j 0.00428982-0.00950405j 0.00200426+0.0107761j 0.00383556-0.000650854j 0.0035866+0.000555417j -0.00495108-0.00135426j 0.00719942+0.00126121j 0.00265134-0.00276513j -0.00104174+0.00327846j -0.00108309+0.000929765j -0.00361791-0.004201j 0.00901757+0.000706389j -0.00175271+0.00343644j 0.00377737+0.000889825j 0.0034671-0.00357097j 0.000350975-0.000431417j -0.00414147+7.99579e-05j 0.000757415-0.00265737j 0.00123358+0.00187806j -0.0062892-6.99788e-05j 0.000294938-0.00851232j 0.00496152-0.00341026j 0.00117548+0.003418j 0.00597866-0.00546832j -0.00220216-0.00562925j 0.000450772+0.00314274j 0.0126837+0.00303545j -0.00354852-0.0106165j 0.0010256+0.00813043j 0.00527039-0.0114448j -0.0101452-0.000974082j -0.00223473+0.000611523j 0.00249571+0.0024533j 0.00750587-0.00167704j 0.0013594+0.00754082j 
-0.000576156+0.00808298j 0.00854475+0.000424295j 0.0132603-0.00497965j 0.00457317+0.0115087j -0.00507135-0.00669462j 0.00111834-0.00418401j -0.00333914+0.00178715j 0.00375747-0.00577203j -0.00115403+0.00546453j 0.00147944-0.000345858j 0.00332403+0.00334226j -0.00541969+0.00018205j 0.00697497-0.000861635j -0.00177727+0.00375236j -0.00128044+0.000220677j -0.00216962-0.00867822j -0.000152727-0.00287351j 0.00319888-0.00551111j 0.000592525+0.00277778j -0.00301938+0.00781561j 4.01781e-05-0.00186592j -0.00246265-0.00470638j 0.00739945-0.00539322j -0.0112668-0.00604697j 0.00531558+0.00431473j -0.00101057-0.000700201j -0.00217926-0.00433697j 0.00642729-0.00327956j 0.00494976+0.0127319j -0.0133124+0.00416647j 0.00798737-0.00815226j 0.00741588+0.00755505j 0.0056043-0.00539331j -0.00502441-0.00518093j 0.00333684+0.00301193j -0.000562951+0.00624001j 0.000956012+0.000609384j -0.000750968+0.00511154j 0.00142444-0.00225191j -0.001769-0.00382362j -0.000495633+0.00294978j 0.00200246-0.0051936j -0.000491637+0.00239836j -0.00216047-0.00593219j -0.00693368-0.00219153j 0.00702357-0.00292361j 0.00550204+0.00137226j -0.00212607-0.00437619j -0.00194989+0.00071116j 0.00475253-0.000717926j 0.00299184-0.00259105j 0.00676223+0.0023017j -0.0010972+0.00187231j -0.00179242+0.00399279j 0.00160389-0.00776976j -0.00269321+0.00419883j 0.000397585+0.00474633j -0.000926792+0.0028215j -0.00964133-0.000820332j 0.00446386-0.0044341j 0.000717965+0.00465032j -0.000263731+0.00822101j 0.00566467+0.00423022j -0.00261867+0.00490722j 0.00950286-0.00324789j -0.00907416-0.00783876j -0.00445639+0.00732858j 0.0048104+0.00214298j -0.00995945+0.00659683j 0.00649824+0.0106859j 0.00305887-0.00539995j 0.00513624+0.00292123j 
