-0.137692-0.183256j -0.184481+0.138231j -0.0822983-0.110606j 0.11687-0.0853033j -0.0311824-0.0612277j 0.0327246-0.0202545j 0.0109198+3.04981e-05j 0.0372952-0.0235092j -0.0358755-0.00105564j 0.0100347-0.0193734j -0.0106316-0.0295206j -0.0145006+0.00787056j -0.00155719-0.00274162j 0.0128553-0.00126064j -0.0368002-0.0184069j 0.00564166+0.022705j -0.0111072-0.000233986j 0.0151657-0.0117718j 0.031415+0.023745j 0.00433369-0.0272868j -0.00926727+0.00840375j -0.0117081+0.0122069j 0.00438105+0.0484406j 0.023266-0.0319038j -0.0487048+0.0109596j 0.035225+0.00966165j -0.0334025-0.0849875j 0.0811813-0.0321519j 0.0783225-0.107021j 0.106205+0.0799309j -0.0740633-0.0917348j 0.0897883-0.0757992j 0.0830377-0.179429j -0.199093-0.0778429j 0.0170049+0.159004j -0.1339+0.0864147j -0.101822+0.0104225j -0.143414-0.0190433j 0.135693+0.0609644j 0.0401355+0.0732983j -0.0626679-0.0989069j 0.0163951-0.0926424j -0.00730032-0.0623311j 0.0320551+0.000750913j -0.0389182-0.0671672j 0.0235753+0.0621668j -0.0258311-0.116507j 0.0252126+0.0887803j 0.00936344-0.0321448j -0.00353996+0.00486524j -0.000311593+0.000345815j 0.101808+0.00677845j -0.00211199+0.00463665j -0.00941128-0.0385442j -0.036127+0.10113j 0.0425552-0.0874884j -0.0451888+0.0814662j 0.0436547-0.0465709j -0.0171212-0.0307327j 0.0257424-0.0501391j -0.00667562+0.095627j 0.0794985-0.086334j -0.0144433+0.0609986j 0.153592-0.0507033j -0.16393-0.0467997j 0.0794989+0.059176j -0.0805322-0.120391j -0.117+0.15417j -0.249089-0.151462j -0.138195+0.229756j -0.248032-0.151399j 0.151016-0.246798j 
-3.15606e-05+0.000561166j 0.000859757+0.000337941j -0.00122187-0.00141912j -1.81312e-05+0.000588182j 0.000804019-0.000353898j 0.00182945-0.00207723j 0.000150324-0.001533j 0.000366902-0.00196284j -0.00283286-0.00277307j -0.00248263+0.00272091j 0.00411902-0.00335356j -0.0011758+9.23158e-05j 0.000595657+5.95768e-05j 0.00121342-0.0001944j 0.00324506+0.000211749j 0.00182564-0.00293836j -0.00265173-0.000179481j 0.00140246-0.00212201j 0.000946216-0.000154629j 0.00100447+0.00181918j 0.00337418+0.00131884j 0.00145853-0.00336044j 0.00040526+0.00115738j 0.000891237-0.000223413j -0.00238782-0.000704612j -0.00180969+0.00166875j -0.00031788+0.00101827j -0.00223412-0.000523484j 0.000189295-6.15213e-06j 2.9035e-05-0.000546673j 0.000187364-0.000605489j 0.00026963+3.06257e-06j 0.00167622+0.00081491j 0.000641391-0.0011375j -0.000570196+0.00206595j 0.000613148-0.000401208j 1.04213e-06-0.000191952j 0.000610013-0.00104682j -0.00138721-0.00112755j -0.0018529+0.000786593j -0.001692+0.00198994j 0.000936888-0.00278225j -0.000955706+0.00171285j 0.00036108+0.00118291j 0.00166228+0.00149316j -8.14406e-05-0.00162854j -0.0031961+0.00281794j -0.000790796+0.000828746j -0.000204724-0.000613823j -0.00158733+0.000122827j -0.00120784+0.0029174j 0.00246695-0.000765678j 0.00195945+0.00107285j 0.000474459+0.000332461j -0.000807481+0.00197941j 0.000306564-0.000349423j 0.000972053+0.000202328j -0.00124095-0.000689829j -0.00132608+0.000246311j -2.5937e-05-0.000833983j 0.000390862-0.000919889j 3.37478e-05-0.00161419j -0.000263373+0.00121317j 0.00137206-0.00142615j -0.000753088-0.0013248j -0.000620214+5.33083e-05j -0.000709326+0.0013496j 0.000979594-0.000963242j -0.000121301-0.000953554j -0.000595895-7.79238e-05j 0.000193976+0.000409855j -0.000433239+0.000424005j 
-0.000638843+0.000164384j 0.000321942+0.000673807j -0.00038711-0.00114186j 0.00274975+0.00161659j 0.00496421+0.00279358j -0.00483201+0.00355014j -0.00413141-0.00374135j 0.000673708-0.00329863j -0.000389705-0.00605452j 0.00582182-0.00252669j -0.00364746-0.00190926j 0.00740519-0.00108737j -0.00437263-0.00126186j -9.49313e-05-0.000703298j 0.00303146-0.000107835j 0.0017183+0.00561457j -0.00610917-0.00140776j 0.00351912+0.000835246j -0.00360955-0.00395681j 0.00550076+0.00420077j -0.0107895-0.00198219j 0.00436504-0.00422621j 0.0042032+0.000740201j -0.00441071-0.000860043j 0.00400108+0.00296662j 0.00340963-1.04487e-05j -0.000542844+0.00182309j 0.00118869-0.00102589j -0.00134005+0.000712721j -0.000785598+0.000103536j 0.00110002-0.000611099j 0.000720581+0.00103802j -0.000177026+0.00144396j 0.00105247-0.000636598j 0.00105963+0.00267624j -0.00227635+0.00171481j -0.00120384-0.00222493j 0.00115603-0.000301007j -0.00135609-0.000151554j 0.00234893+0.000480902j -5.03394e-05-0.000785827j 0.000671274-0.00159726j -0.00221031+0.0024886j -0.00152561-0.000806982j -0.000241275+0.00151494j -0.00116043+8.97946e-05j -0.00126805+0.0039829j -0.00164441-0.00182277j -0.000588962-0.00156111j -0.00264427+0.00111962j -0.0005684+0.00329097j 0.00170291-0.000899535j -0.000420234+0.00175125j 0.000203997+0.0017698j 0.00084137+0.00221305j -0.00238548-0.00325062j -0.000739486+0.00088652j 0.000211649-0.000557916j -0.00142551+0.000654152j -0.000713582-0.000118447j 0.000438093-8.10146e-05j -0.000736115-0.00232243j -0.000672739-0.00140884j 0.000427688-0.000180404j -0.000580761-0.00099031j -1.87604e-05+0.000524687j 0.000878105+1.16887e-05j -0.00126475-0.00265502j 0.00125433+0.000189302j 0.000361015-0.000412928j -0.000547503+0.000416138j -0.000422122-0.000306722j 
-0.00107667+0.000437391j 2.49193e-05+0.000821279j 0.00245284-0.00173122j -0.00107064-0.00274065j -0.00371738+0.0029324j 0.00107724+0.00291428j 0.00119583-6.77511e-05j 0.0046937-0.000119306j -0.00563832-0.00365307j -0.00245244+0.00137966j 0.00368907-0.00357107j -6.36734e-05-0.000298155j 0.000799737+0.00105983j -0.00147132+0.00109202j 0.00596144+0.000825012j 0.00323571-0.00124697j -0.00377089+0.00372166j 0.000956577-0.000980333j 0.00315622+0.00112777j 0.00234174+0.000824944j 0.000754418+0.000292594j 0.00194953-0.00444222j 0.00164903+0.00457998j 0.000106662+5.86142e-06j 0.000299059+0.000753871j -0.00362628+0.00416497j 0.000333089+0.00350478j 0.000928719-0.00291107j 0.000412664-0.000397538j 0.00161936+0.00162941j -0.000429019+0.000559142j -0.00015113-0.00112375j 0.00113598+0.00147344j -0.00174609-0.000745553j 0.00348682+0.00169466j 0.00190916-0.000567802j 0.00116142-0.00152884j 0.000276672-0.00392402j -0.00144596-0.00361716j -0.0034157-0.00280754j 0.000672914+0.000877856j 0.00234386-0.000436169j 0.00505835-0.000718992j 0.000946917+0.000457517j -0.00145641-0.00096875j 0.003403+0.00172518j -0.00125399-0.00068161j -0.00106781+0.00256204j 0.00111834+0.0034055j 0.00318922-0.00476431j 0.00160884+0.00217879j -0.00696981-0.000229852j -0.00409332-0.00193065j 0.00339432+0.00209423j 0.00163586-0.00494385j 0.000720711-0.00273326j 0.000991848+0.00286023j 0.000793621-0.00155347j -0.000154768-0.000626758j 0.000682564-0.000610757j -0.00128775-0.00164562j -0.00187382-0.00220963j -0.00133208+0.00108948j 0.0023597-0.00132813j -0.00118388-0.00124233j -0.0014-0.00205804j -0.0015435+0.00304787j -0.000234183-0.00386647j 0.000491916-0.00119359j -0.00070451+0.00118373j -0.00102856-9.08994e-05j 6.79769e-05-0.000452249j 
0.00215508-0.000261667j -0.000761669-0.00209098j 0.00215705-0.000282969j 0.000460547-0.00379691j -0.00284883+0.000955932j -0.0032144-0.000626882j 0.000386811+0.00136004j -0.00246274+0.00389971j -0.0010089+0.000216121j -0.00158326+0.00505535j -0.00633757+0.00610644j 0.00405686+0.000155406j 0.00582117-0.00123506j -0.00371488+0.00669258j 0.00160816+0.00341947j -0.000149867-5.78908e-05j 0.00329428+0.00324793j -0.00358375+0.00102384j 0.00502667+0.0048995j -0.0011721-0.0039629j -0.00138419-0.00119025j -0.00121401-0.00088979j -0.00275537-0.00158477j 0.000613617-0.00183876j -0.00246111+9.94971e-05j 0.00250609-0.00215856j 0.00177244-0.00232611j -0.000764759-0.00241779j 0.000629454+0.001955j 0.000488055+0.00065198j 0.000882577+0.000943675j -0.00024445+0.000622359j -0.00150923+0.00273894j 0.000799051-0.00108541j -0.00705624-0.00235556j -0.00230883+0.00141468j -0.0021945-1.67847e-05j 0.00138862+0.00199314j -0.0010961+0.00458572j 0.00150591+0.00251354j -0.00219981-0.000354715j -0.00115035-0.00323068j -0.00397196+0.00307403j -0.000881139+0.000302626j 0.000639099+0.00067738j -0.000589662-0.000558238j -0.00372319+0.00560201j -0.00206718-0.00234614j -0.00121706-0.000617828j -0.00431995+0.00275583j -0.0016186+0.00314704j 0.00561602+0.000526184j 0.00434857+0.00113762j -0.000119317+4.70095e-05j 0.00101512+0.00340049j -0.000446299-0.00042815j -0.000926309+0.000974324j -0.00056944-0.000308871j -0.00046063+0.000982709j -0.000267684-1.55081e-05j 0.0031189-0.00116262j -0.00166002-0.00107924j 0.00143918-6.68514e-05j -9.8911e-05-0.000106391j 0.00182498-0.000103155j -0.00153503-0.000588953j 0.000281799+0.000545417j 0.000734647+0.000161608j 0.00104644+0.000403242j 0.00117707-0.000136655j 0.000636631+0.000663133j -0.000772454+0.000545847j 
-0.000875157+0.000524124j 0.000604657+0.000633678j 0.00133011-0.00215387j 0.000651896-0.00135735j -0.00202473+0.00129067j -0.000424673+5.37312e-05j -0.000446291+0.00269665j 0.000291266+0.00434214j -0.00178022+0.000679608j 0.000655378+0.00231529j -0.00121968+0.00240949j -0.00116997-7.25349e-05j -0.000543974+0.000746305j -0.00159939-4.42483e-05j -0.000390029+0.0018673j -0.000326022-0.0018917j -0.000932512-0.000902698j -0.00120501-0.000520157j 0.000435752+0.000708801j 0.000865594+0.00131552j 0.000551658+0.00100912j -0.00171931+0.00190049j -0.000239038+0.00467455j -0.000399887-2.47869e-05j 0.000786944-0.000264203j -0.000754329-0.00104649j 0.000434105+3.31184e-06j 0.00128421+0.00139792j -0.000358058-0.00106262j 0.000592796-0.000749606j -0.000144622+0.000706481j -0.000829064-0.000327459j 0.000545626+0.000982615j -0.000968212-0.000225763j 0.00104191+0.00196593j 0.000847791-0.001033j 0.00172441+0.000165446j 0.000260271-0.000177454j 0.000313835-0.00208025j -0.000918123+0.000774707j 0.00101701+0.00039501j -0.000502558+0.000894759j 0.0011133-0.00113045j 0.00113763-0.00080172j -0.00024652-7.32858e-05j 0.000259454-0.000446257j 0.000798491-0.000802469j -7.01238e-05+0.00184353j 0.00216692+0.0007139j 0.00119806-0.00154662j 0.000366185-0.000738493j -0.00200437-0.000165307j -0.00288071-0.000827764j -0.000181338-3.02019e-05j -7.53988e-05-0.00134105j 0.00048945-0.00101468j 0.00124075-0.000251588j -0.000139194-0.00107022j -0.000512038-0.000956478j 0.000668901+0.000228338j -0.00231742-0.000630895j 0.000168966+0.000407031j -0.000963722+0.000661608j 0.000241525+8.24061e-05j 0.000114866-0.0012334j -0.000605099-0.000250705j -0.000444895+0.00137005j 4.62105e-05-0.000824768j -0.000776011+1.43467e-05j 4.77828e-05+0.000509545j 8.54184e-05-2.98395e-05j 0.000102586+0.000308041j 
-0.000407153-0.000440403j -0.000466531+0.00033377j 0.00223087-0.000570944j -0.0021911+0.00271201j 0.00112517+0.00102378j 0.00367569+0.000246641j 0.00290286-0.000245275j 0.000547194-0.00273194j 0.00700288+0.00546039j -0.00171397-0.00431974j -0.0020437+0.00399096j -0.00214313+0.000397949j 0.00147501+0.00293694j -0.00386945+0.000948022j -0.00542431-0.00070622j -0.00121359+0.00633434j 0.00499378+0.00378559j -0.00183249+0.000539317j 0.0042847+0.00146201j -0.00571315-0.00484865j -0.00133877-0.00235126j 0.000469051+0.00273294j -0.00156204-0.00669813j 0.000868343+0.000451143j -0.000509636-0.00236732j 0.00365316-0.00203645j 0.00205125-0.00421933j -0.000871665-0.00238854j 0.00130282+0.00113347j 0.00169039+0.000757373j 0.000924898+0.00121184j -0.00155794+0.000470679j 0.00510722+0.00218026j 0.000939923-0.00262336j 0.00322206+0.0014152j 0.000321956-0.00010404j -0.00110397-0.00311279j -0.000638066-0.000595723j -0.0044092-0.000110546j 6.16525e-05+0.000255196j 0.000224925+0.00179744j -0.00159102-0.00567121j 0.00081901+0.00556675j 0.00262456-0.000162812j 0.000818838+0.00028619j 0.0001022-0.00113993j -0.00300457+0.0045225j -0.00336133+0.00225364j -0.000540474+0.0023316j -9.23177e-05-0.000838896j -0.00138415+0.00530314j 0.000876714-0.00123507j 0.00225672+0.000824106j 0.0028608+0.000959015j 0.00297767+0.000972496j -0.00111702-0.00157945j 0.00312456+0.00131397j -0.000627799+0.000944537j -0.00074357-6.2123e-05j -0.000129166+6.11618e-05j 0.00116716-0.00239354j -0.00388825-0.00654279j -0.00151639+0.00236005j 0.00385577-0.0022417j -0.0010835-0.00351245j -0.00286945-0.00210132j 9.37791e-05+0.0031577j -0.00252894-0.0013018j 0.00117924-0.000317726j 0.00148093-0.00113864j -0.000100627+0.00140275j -0.000729932+0.00026004j 
-0.00121562-0.000745998j -0.000374978+0.00153563j -0.0026079-0.000137213j 0.000544218-0.000592002j 0.00271195-0.00201389j -0.0012995-0.00346592j -0.00185666-0.00315025j -0.00311691-0.00253895j 0.00113963-0.000491903j -0.000183425+0.00322728j -0.00331745+0.00213686j 0.00341121-0.00122397j 0.00319874-0.0010842j -0.00108747+0.0036139j 0.00162872+0.000227832j 0.000381659+0.00237729j 0.000941404+0.00118013j 0.000812894-0.000788853j 0.00221119+0.00109244j -0.000422796-0.00117463j -0.0028446-0.00100526j 0.00279901-0.00360142j 0.000233671-0.00483716j 0.00133954-0.00227961j -0.00453082-0.00100325j 0.00578828-0.00243284j 0.000813567-0.00437798j -0.00384474-0.0026321j 0.00129162-0.000325537j 0.00223565-5.56488e-05j -0.000615587-0.000249082j -0.00010628-0.000719067j -0.00103263-0.00348237j -0.00208261+0.00291111j 0.00295105+0.000477865j 0.000276938-0.00318984j 0.00170374-0.000344734j -0.000668252-0.00431538j -0.000235419-0.00424197j -0.00448518-0.00163672j 0.000937997+0.00164579j 0.00328402+0.00303304j 0.00422257-0.00542087j 0.00174092+0.000844955j -0.000772885-0.00319218j 0.00394525+0.00161114j 0.00171559-0.00462563j 0.00381475+0.00376336j 0.00278629+0.00137777j 0.00216903-0.00275972j 0.00220438-0.0034775j -0.00505277+0.00161333j -0.00252093-0.001333j 0.00136866-0.00152223j -0.00130723-0.00627731j 0.0036569+0.000347409j 7.31273e-06-0.000258259j -0.000460159+0.000796454j 0.00255609-0.000328447j 0.00285928-0.000755079j -0.00243649+0.000687947j 0.0033119+0.00167825j 0.000606937+0.000698039j 0.0014958-0.000114914j -0.000488975+0.0013882j 0.00102086+5.14696e-05j -0.000479128+0.000811765j 0.00218755-0.000145858j -0.00160194-0.00183902j -0.00130572+0.00143554j -0.000286903-5.06539e-05j 1.21715e-05-0.000161047j 
0.00222463+0.00118462j 0.00101885-0.001453j -0.00195812-0.00132388j -0.00176323+0.00181595j 0.00468951+0.00343916j 0.00425543+0.00343229j 0.00142054-0.000333588j 0.00377898-0.00297355j 0.00192262+0.000966542j 0.00147975-0.00676794j 0.00145276-0.00347719j -0.0030426+0.000632407j -0.0049789+0.00432055j -0.00138923-0.00496745j -0.00332813-0.00250138j 4.91956e-05+0.00311954j -0.0027122+0.000810036j 0.000667429-0.000439302j -0.0023195-0.00262445j 0.000482915+0.00141384j -0.0014581-0.000930807j 0.000676761+0.00233477j 0.00235112+0.000530116j -0.00225815+0.0033167j 0.00506675-0.000964318j -0.00125744+0.00197899j 0.00134458+0.00280163j 0.00119014+0.00106973j -0.000647861+0.000941477j -0.00201311+2.86912e-05j 0.000480688-0.00113871j 0.00116084+0.000232836j -0.00186743-0.000907929j -0.00115783+0.00109153j -0.00534884+0.00106642j -0.00112815-0.000220672j -0.000716685-0.000877053j 0.00184334-0.00209744j 0.00491319+0.00277792j 0.0012525+0.00218733j -0.00218066-0.00330047j 0.00297379-0.000379277j -0.00100665+0.000937824j -0.00428336+0.00312967j 0.0026221+0.00283047j -0.000807028+0.00269008j -0.00321102+0.00717033j -0.00436126-0.00438943j -0.00406197+0.000536008j -0.00551343+0.000931107j 0.0023735+0.00193386j -0.00240614-0.00208146j -0.00139584-0.0011949j 0.00249018+0.00490884j 0.000501662+0.00210614j 0.000596968-0.00183116j -0.00452307+0.00523883j -0.00214059-0.00516953j -0.00338366+0.00517135j -0.00306935-0.000217218j 0.00500261+0.00127892j -0.000288131+0.00341879j 0.00352941-0.00142805j -0.00561699+0.00294592j 0.000695374+0.00530768j 0.000276592-0.00111609j 0.0002086+0.00128777j -0.00142351-0.0034184j 0.000852374-0.000638954j 0.000173308+0.000684875j -0.000592277+0.000926136j -0.00122175-0.000313199j 
0.000503251-7.26206e-05j 0.000119858+0.000322662j -0.00277009-0.000144108j -0.0024129+0.00138924j 0.00220198-0.00130914j 0.00507278-0.00322562j 0.00274243-0.00299931j 0.000859871-0.00448007j 0.00188827+0.00104665j -0.00368555-9.24731e-05j 0.00539552-0.00231624j -0.00388314+0.000139673j 0.00109101+0.00107722j 0.00120467-0.00122994j -0.000491527-0.00147656j 0.000852823+0.00038217j 0.0011727+0.00120102j 0.00100299-0.00132556j 0.00312229-0.000221694j -0.00347471-0.000758027j 0.0047951-0.00014471j 0.00186588-0.0012287j -0.00150465-0.00326141j 0.00256429+0.000912052j -0.00340318-0.00240914j -0.000393363+0.00144836j 0.000867637-0.00127064j -0.00416526-0.0011044j 0.00124896+0.000242822j 0.00065728-0.000222199j -0.000621732-0.000793229j 0.00039381-0.000810733j 0.00144856-0.00161363j -0.000520102+0.000578944j -0.00155273+0.00294074j 0.00184342+0.000570665j -0.00068026+0.00256339j 0.000458051-0.00159145j -0.000143782-0.000502816j -0.00166345-0.00166836j -0.00175262+0.0057379j -0.00207513+0.000740303j 0.000193992+9.47341e-05j 0.000855152+4.88439e-05j 0.0010338-0.000792284j -0.000678751-0.00175431j 0.000867857-0.000562936j 0.00342278+0.00167772j 0.00152963-0.00199542j 0.000833377+0.00109825j 0.000303337+0.000846951j 0.00424464-0.00175644j 0.00358029+0.00115527j -0.00235819-0.00291912j -0.000612783+0.000598922j -0.000902459+0.00227315j 0.00142708-0.00345082j -2.1324e-05+0.00248893j 0.00174213-0.000515487j 0.000716963-0.00142843j -0.0010009-0.00113963j 0.00216113-0.000648068j 0.000535102+0.000455811j 0.00368404-0.00156652j -0.000320431-0.00184391j 0.000945518+0.00226437j -0.000320494-0.00149491j 0.00338435+0.00221488j -0.00173428-0.00151708j -0.00169683+0.000917399j 0.00123808-0.000727267j 0.000461995+0.00108618j 
-3.32113e-05-0.00020353j -0.000434255+0.000288637j 0.00200894-0.000306555j -0.000325062+0.00136899j 0.000691554+0.00104524j 0.000136174+0.00229042j 0.00216496-0.000102326j 0.00200459+0.000961084j 0.00687794+0.00188028j 0.00118732-0.00533536j -0.00125803+0.00514237j -0.000349624+0.000729949j -0.000512891+0.00101691j -0.0020057+0.000296277j -0.00442042+0.000901212j -0.000442715+0.0056732j 0.0034448+0.000427284j -0.00105132+0.00244773j 0.000273117-0.000601217j -0.00316146-0.00164556j -0.00358213-0.00142652j 9.07495e-05+0.00420402j -0.000980987-0.00232728j -0.00110305+0.00120417j 0.00256666-9.94447e-05j 0.00152545-0.00188195j 0.000711897-0.0014732j 0.00112515+0.000147771j 1.17597e-05-0.000157778j 0.000631169+0.000593644j 0.000215214+0.000221323j 0.000124216+5.87528e-05j 0.00108745-0.000675819j -0.000447415-0.00218931j -0.00232233-0.000375713j -8.16895e-05+0.00187467j -0.00264218+0.000273645j 9.06881e-06-0.00536447j -0.00903119+0.000588347j -0.00581479-0.00216576j -0.00176861+0.0115452j -0.00180937-0.00552115j -0.000223085+0.00329584j 0.00409673+0.000634244j -0.000164413-0.00328312j 0.00316589-0.00318461j -0.00504754+0.00422533j 0.00151497+0.000286346j 0.00105827+0.000568057j 0.000935707-0.00262983j 0.00305182+0.00706659j 0.00256995+0.000731988j 0.00682344+0.00226329j 0.000504296-0.00192426j 0.000283797+0.000260637j -0.00301651+0.000855472j 0.0024634-9.55137e-06j -0.000295463+0.00295685j 0.0024217-0.000931611j -0.000824112-0.00479058j 0.00046421-0.00591085j -0.00230217-0.00633866j 0.00174931+0.00110712j 0.00763143-0.00518573j 0.000399775-0.00269898j -0.00235349+0.00142551j -0.00124659+0.00237624j 0.00545842-0.000774071j -0.000574276-0.00256426j -0.00380204+0.00131664j 0.00148122+0.000296828j -0.000882203+0.00149924j 
-0.00170913-0.000636104j -0.000455474+0.000922558j 0.00269357+0.00145079j 0.00209265-0.00150758j -0.00246727-0.0015433j -0.00524937+0.00211247j -0.00186626+0.00178712j -0.00148458+0.00468619j 0.00209609+0.000984717j 0.0031126-0.000793161j -0.00592149+0.00600739j 0.00378663-0.000622222j 0.000466807-0.00214556j -0.00134871+0.00259219j -0.0011257+0.00181425j -0.00147811+0.00254961j 0.00242553-0.000585796j -0.00128625+0.00202816j -0.00115205+0.000700293j 0.000411466-0.00126897j -0.00554354-0.000534804j -0.00149847+0.00235569j 9.43686e-05-0.000504771j -0.00170835-0.00146625j 0.00140134+0.0023708j 0.00319546-0.00340602j -0.000885254-0.00179937j 0.00257316+0.000105573j -0.00104395-0.00110803j 0.00135881-5.31956e-05j 0.000555842+0.00137043j -0.00105452+0.000669443j -5.55779e-05+0.000158004j -0.000869825-0.00118045j 0.00362124+0.0018276j 6.77567e-05-0.000780231j 0.00123425-0.000445746j -0.000570799-0.00312731j -0.00413065-0.00426399j -0.00381073-0.00168705j 0.000726901+0.00352715j 0.000619682+0.000282009j 0.00290419-0.00194018j 0.00246268-0.000623776j -0.000329968-0.000786554j 0.00191611-0.00135269j -0.000621082-0.00242728j 0.00244577+0.00440326j 0.00361419+0.000561918j 0.00226444-0.00414497j 0.000416815+0.00078614j -0.00313973+0.000900994j -0.00265897+0.000953216j 0.000988041-0.00116017j -0.00125298-0.00329643j 2.80786e-06-0.00190696j 0.00315227-0.0010653j -0.00028133+0.00031942j 0.000307558-0.0015774j 0.00172512-0.00147492j -0.0033485-0.00153939j 0.000530131-0.00227128j -0.00190932+0.0013616j 0.00361746-0.00167017j -0.00115667-0.00216515j -0.000857069+0.000337792j -0.00105342+0.00183736j 0.00158028-0.00110323j 0.000193425-0.00112593j -0.00179513-9.876e-05j -0.000392072+0.000307232j -0.000336649-0.0001709j 
-0.000615465+0.000461403j 0.000353302+0.000780898j -0.00118918-0.00322453j 0.000815208+0.00196108j 0.00562411+0.00326355j 0.00084184+0.00150784j -0.00258639-0.00350942j 0.000950552-0.00534732j -0.000448334-0.00439135j 0.000592233-0.000864144j -0.000316108-0.0017574j 0.00326384-0.00137509j -0.00204296+0.00146279j -0.0014578+0.000199927j 0.00220153-0.000175614j 0.00324192+0.00403905j -0.00443613+0.000615467j 0.00324376-0.00128853j -9.32277e-05-0.00215258j 0.00261696+0.00289484j -0.00628079-0.000206797j 0.0045282-0.00492666j 0.00241379-0.00057721j -0.00157879-0.000295254j 0.0010383-0.00102843j 0.00259395-3.39114e-05j 0.00093244-0.000441583j -0.00118154-0.00247671j 0.00075147+0.00113642j 0.000222546+0.000312082j 0.000117879-0.000260537j -0.000224991-0.000151335j 0.00268234+0.00099488j 0.000647835+0.000333046j 0.00224683-0.00010084j -0.00146029-0.00218541j 0.000834894-0.00274056j -0.000792084+0.00301977j -0.000817214+0.000271076j 0.00258889+0.00291885j 0.00195751-0.00121353j -0.00291785-0.00104305j -0.00130356+0.00278859j 0.00329612-0.00112977j 0.000742464-0.00158348j -0.00223238-0.000112498j -0.000250751+0.000833389j -0.00215665-2.28327e-05j -0.000825871+0.00190575j 0.00105487+0.000186703j -0.000861176-0.000387047j 0.000352171+0.000115389j 0.00113231-0.00254744j -0.00024123+0.00055617j 0.00295635+0.00287122j 0.00162667+0.00107925j 0.00109055-0.000937792j -0.000916164+0.00169521j -0.00072836-0.000172904j -0.00152124+0.00229797j 0.000217062-0.000154867j -0.00222672-0.00113035j 0.000394919+0.00149575j -0.000795921+0.000237606j -0.0002118-0.000432608j -0.00177476-0.000740052j 0.00153145+0.00178834j -0.00281205+0.00189325j -0.000390911+0.00148097j 0.00273193-0.000286644j 0.00018746-0.000219015j 0.000930417+0.000146386j 
8.33648e-05-0.000271794j 1.98625e-05+0.000597623j -0.00336019-0.000385325j 0.00102397-0.000737158j 0.0046291-0.000533211j -0.0024465-0.000836465j -0.00306652-0.00260537j -0.00250383-0.00173446j 0.000532507-0.000474814j 0.00338711+0.000955855j -0.00454526+0.00245717j 0.0039833-0.00230989j -0.000726152-0.00104604j -0.000310241+0.00114167j 0.000338115-0.000767693j 0.000167102+0.00339556j -0.000956133+3.73241e-05j 0.00114472-0.000279864j 4.43925e-05-0.00110419j 0.00119666+0.000279309j -0.00560044-0.000699004j 0.00135301-0.00252835j 0.000682011-0.00276635j -0.00115206-0.00108869j -0.000662683-3.24138e-05j 0.00500018-0.00289471j 0.000904586-0.00245834j -0.00287103-0.000719932j 0.000271001+0.000318153j 0.000448073-0.000619743j -0.000186418-0.000954874j 0.00084153-0.000201447j -0.00235157-0.00193688j -0.000923878+0.00287588j -0.00141396+0.00263365j 0.000502596+0.00164028j -3.16049e-05+0.00318872j 0.00171689+5.57976e-05j 0.00422304-0.00126986j 0.000940538-0.00243597j -0.00150545+0.000343467j 0.000278088+0.0054218j -0.0010528-0.00371316j -0.002133-0.000331971j -0.00088358-6.025e-05j -0.000237071+0.000505493j 0.00519262-0.00490501j 0.00420383+0.000390436j 0.00223461-0.00363943j 0.000404618+0.00369321j -0.000190912-0.00424235j 0.00356959-0.000577208j 0.000159185+0.00165775j -0.00393219-0.00316681j -0.00188055-0.00153831j -0.000777169+0.00212331j -0.00113352-0.00337928j 0.0010283+0.00118661j 0.00260955-0.000852542j 0.0027509+8.16848e-06j -0.00204995+0.00182329j 0.00548382+0.00348251j -0.000884191-0.0020323j 0.000468486+0.0018293j 0.00105644+6.16089e-05j 0.00355827+0.00221729j -0.000739425-0.00446368j 0.00271393+0.00294812j -0.00126832-0.000876417j -0.00123551+0.000626772j 0.000224658-0.00139572j 0.000950539-3.06648e-05j 
