-6.88773e-15-0.0144506j -1.51731e-15-0.0410662j 1.11238e-16+0.0280313j -9.61754e-17+0.00172809j -2.61456e-17-0.004719j -9.14198e-17-0.0139738j -2.46386e-17-0.00352988j -4.36433e-18-0.000119992j 5.05588e-18-0.00650691j 5.09645e-17+0.0257139j -2.15238e-17+0.0151003j 3.67303e-17+0.0211546j -1.29335e-17+0.00813478j 3.81071e-17-0.00157929j 2.24009e-16+0.00229497j -2.64364e-16-0.0224048j -2.89258e-16+0.00502555j -2.16649e-16+0.0157198j 9.20459e-17+0.00138915j 8.55437e-17-0.0366749j 7.26782e-17-0.0181577j 3.57245e-17+0.00478105j 4.70389e-17-0.0164183j 9.64368e-19-0.00354619j -7.7366e-17-0.000746648j -3.93619e-17-0.00310861j 1.59506e-16-0.0222723j -6.85427e-16-0.0163244j -1.08947e-15-0.0250997j -6.86291e-17-0.014457j 3.70117e-16-0.02911j 1.4022e-16-0.0113339j -1.29562e-17+0.00453918j -4.61409e-17+0.00950299j 3.05453e-17-0.000485272j -3.23258e-17+0.0209459j 4.55818e-17-0.00703874j 2.11107e-16+0.0101446j 4.45291e-16-0.0212457j 1.05431e-17+0.00145745j 1.93697e-16+0.0142905j 1.25604e-16+0.00618164j -6.63664e-17+0.00384134j 2.51974e-17+0.018812j 4.7938e-17-0.0072912j 7.49899e-17-0.00673243j -4.69153e-17+0.00646817j -8.4684e-18-0.00571245j -1.12806e-17+0.00915902j 1.12207e-18-0.00507336j -1.8497e-17-0.00796048j -1.8547e-17-0.0166828j 1.19828e-16+0.0357157j 8.86577e-17-0.00413466j 2.69497e-15-0.0122763j -1.24494e-14-0.0339159j 
-2.17984e-14-0.0683914j -4.88887e-15-0.0261077j 2.36245e-16+0.000804778j -1.56853e-16-0.0385212j -1.28015e-16+0.00188675j -2.15369e-16-0.00977722j -3.70098e-17-0.00263506j 2.48566e-16-0.0152798j -1.26048e-16-0.0307472j -6.77921e-17+0.00951673j 5.00006e-17+0.0368991j -4.34922e-17+0.000353798j 1.00969e-16-0.0138017j -8.07147e-17+0.00803467j 6.89719e-16+0.017483j -5.86175e-16-0.0426624j -1.83763e-16+0.000139565j 9.25357e-17-0.0181508j -2.78527e-16-0.0389946j 8.11573e-17-0.045606j -3.40619e-16+0.0338597j -1.49862e-16+0.0249588j -5.24261e-17-0.00721227j -3.23332e-16-0.0106709j 1.16034e-16+0.0260582j -3.30255e-18-0.00581199j 7.32232e-17+0.00756045j 4.00963e-16+0.00466828j 4.80295e-16+0.0190564j -6.96806e-17+0.0256314j 6.924e-17-0.00268083j -9.24029e-17-0.0083654j 3.0801e-16+0.0189261j 1.33196e-18-0.025239j 2.83461e-16+0.0321113j 4.63627e-17+0.0402023j -8.20512e-16-0.0582366j -4.84266e-16+0.00663198j 2.08139e-16+0.00301525j -1.0769e-16+0.00908359j 5.74464e-16+0.0507097j 3.84455e-16+0.00767428j 6.2827e-17-0.00891964j 2.39046e-16+0.0186739j -7.04689e-18+0.0138258j 2.16326e-16-0.0337873j 5.30878e-17-0.0194759j -1.72152e-16+0.0141313j 2.57251e-17+0.0354078j 1.35432e-17+0.00597164j 6.28142e-17+0.018275j -1.5738e-16-0.00886939j 1.63996e-16+0.0178597j -1.03481e-17+0.0104673j 6.26469e-15+0.0422635j -2.94785e-14-0.0645859j 
1.29313e-14+0.0438498j 3.32568e-15+0.004763j -4.50953e-16+0.0153483j -2.26194e-16+0.0248239j 4.67035e-16-0.0104272j -1.38855e-16+0.0335638j -8.04799e-17+0.00834846j -6.19707e-17-0.0045429j 8.15545e-17+0.0256369j -3.96975e-16+0.0206381j -3.83941e-16-0.0017486j -4.29614e-16+0.0161821j -2.19e-16+0.00850406j 1.78996e-16-0.011194j -3.52719e-16-0.00493263j 3.69364e-16+0.00879101j -1.0036e-15+0.0163902j -3.19388e-16+0.0172868j 2.37514e-17+0.0260316j 1.9775e-16+0.0169709j 7.73238e-16-0.0250033j 8.51051e-16-0.0409477j 7.38863e-17+0.00351664j 5.67002e-16-0.00270531j 5.92345e-16-0.0454607j -3.87059e-17-0.00295521j 1.56422e-16-0.0118689j -2.53287e-16-0.00676943j -2.86804e-16-0.0206207j 2.08502e-16-0.0229818j 2.71761e-16-0.0110134j -2.43615e-16+0.0269225j -1.86297e-16-0.0250957j -2.17075e-16+0.023848j 4.09481e-16-0.0483545j -2.1057e-16-0.0221924j 4.27745e-16+0.0331025j 3.3546e-16+0.00360426j 2.06579e-16-0.00817686j -2.57979e-16+0.00845523j -2.65431e-16-0.017723j -1.62089e-16+0.00451167j -1.27773e-16+0.0121641j -2.95547e-16-0.00782784j 1.50849e-16-0.00232822j 1.57493e-17+0.00112851j 1.97676e-16-0.00731745j 3.48581e-16-0.0143488j -4.0638e-16-0.0101763j 1.97697e-16-0.0125477j 6.95282e-16-0.0448043j 1.20352e-16+0.0115814j -2.40042e-16-0.000293392j 1.60451e-16+0.000767899j -3.26878e-15-0.0288437j 1.71882e-14+0.0366908j 
5.7786e-15+0.0182876j 1.24849e-15+0.00445842j -1.72936e-17-0.00495249j -2.05991e-18+0.0204372j -2.026e-16+0.00115525j 2.45106e-16-0.00196288j 6.18945e-17-0.00269364j 1.93723e-16-0.00546915j -1.77529e-16+0.00948023j 1.6301e-16+0.00150397j 2.08208e-16-0.0143672j -3.06088e-17+0.000318902j 2.05249e-16+0.00243425j -6.82561e-17+0.0060663j -1.00248e-16-0.00676409j 2.24797e-16+0.0105691j 1.14218e-17+0.000572413j 6.01851e-17+0.0047525j -4.32118e-16+0.0213133j 1.06248e-16+0.00582232j -1.36679e-16-0.00350593j -1.29121e-16-0.00824185j 2.04215e-16-0.00591407j -3.66779e-16+0.0151769j 9.26242e-18-0.00750771j 1.11259e-17+0.00969235j 2.70421e-16-0.0114877j -3.66522e-16-0.00346424j -1.73559e-16-0.0151655j 2.29475e-16-0.0148638j -2.73914e-16+0.00742123j 2.82902e-16+0.00113213j 1.17781e-16-0.0116285j -4.47583e-17+0.010008j -5.92975e-17-0.00900932j 2.78119e-16-0.0112874j 3.95438e-16+0.016814j 7.95662e-17-0.000533684j 3.84284e-16-0.0104238j 2.38835e-16-0.00456904j -1.8567e-17-0.0153514j -2.4277e-16+0.00414732j 1.31092e-16-0.00220984j 8.85589e-17-0.00290823j 8.0431e-17-0.00521791j -1.40665e-16+0.00945211j -4.9563e-17+0.0116199j -2.38533e-16+0.00430015j 2.88717e-16-0.0121937j -6.49545e-17-0.00180007j -2.22927e-16-0.00483243j -5.71416e-17+0.00691566j -1.19778e-16-0.00471675j 4.07847e-17-0.0111155j -1.73766e-15-0.0156616j 7.95851e-15+0.0164158j 
3.52765e-15+0.00849483j 4.5159e-16+0.0118932j 2.82153e-16-0.000126663j 8.47135e-17+0.000108822j -4.53056e-16+0.00745276j 5.45078e-16+0.00768988j 5.33908e-17+0.00362349j 1.33068e-16-0.0034702j -2.6699e-16+0.0163185j 6.62151e-16-0.00497563j 4.58173e-16-0.00847372j 6.99977e-17+0.000863158j 4.47484e-16-0.00613849j -8.04253e-17-0.00508408j 2.8578e-17-0.00447673j 2.56291e-17+0.00518657j -3.67416e-17+0.00323881j 2.2427e-16+0.00048496j -6.32484e-16+0.0147402j -9.78192e-17+0.0106492j -3.18893e-16-0.00018632j -4.48394e-16-0.00810892j 4.18669e-17+0.00441771j -6.29284e-16+0.010038j -1.55084e-16-0.0104947j 1.8179e-16-0.0111447j 1.76258e-17-0.00133437j -2.01089e-16+0.00496984j 1.18562e-16-0.00118763j 6.41313e-17-0.00391063j -1.7783e-16-0.00083412j 8.69833e-16-4.26502e-05j 1.5464e-16-0.0138071j 1.77551e-16+0.00405083j -2.23233e-16-0.0126698j 6.77571e-16-0.0234234j 3.33559e-16+0.00441346j -3.24078e-16+0.00453714j -7.83135e-17+0.00196696j 4.19354e-16-0.00178238j 1.40444e-16-0.00805062j -8.15804e-17+0.00097951j 2.12695e-16+0.00359101j 3.98323e-16-0.0121826j 1.63048e-16+0.00161753j -3.58758e-16+0.00293035j 3.84049e-17-0.00649794j -4.28651e-16+0.00111049j 5.6657e-16-0.0146029j -2.20127e-16-0.000890059j -7.05117e-16-0.00286112j -4.29325e-17+0.00680596j 7.86359e-17-0.00353386j -9.02511e-18+0.008005j -1.54096e-15+0.00205677j 5.74527e-15+0.0148051j 
1.40446e-14+0.0488429j 3.03011e-15-0.00705506j -5.9548e-17+0.00547007j 1.84204e-16+0.0489632j -1.14178e-17-0.0144615j 2.47186e-16+0.00846286j 2.987e-17-0.00486575j -2.21221e-17-0.00544893j 4.61739e-17+0.0108344j 3.55395e-16+0.0271749j 5.69197e-17-0.0119568j 1.18775e-17+0.00630842j 1.60513e-16+0.0233453j 6.82492e-17+0.00721685j -3.56109e-16-0.0121211j 3.29144e-16+0.0180453j -1.48783e-16+0.00629983j -1.53518e-16+0.0235695j 5.08581e-17+0.0244019j -3.21113e-18+0.00810023j 4.61251e-17-0.0214155j -3.80169e-17-0.0288685j 1.19283e-16-0.0142356j 4.11141e-17+0.00880808j -6.87452e-17-0.0228962j 4.8879e-18+0.0282091j 2.02894e-16-0.0257272j -1.01387e-15-0.0184141j -1.28046e-15-0.0393934j -2.00017e-18-0.0371625j -5.76877e-16+0.00299715j 1.39092e-16+0.0239106j -2.32306e-16-0.0206368j 2.90943e-17+0.0304568j -2.60871e-16-0.0225919j -1.03505e-16+0.000535048j 1.00034e-15+0.049904j 5.69258e-16-0.00220811j 3.39067e-16-0.0211792j 1.66701e-16+0.00149492j -1.38053e-16-0.0259576j -1.48816e-16+0.00765697j 7.6504e-17+0.00582436j -1.98688e-17+0.00878441j 1.51003e-16-0.0109071j -1.18596e-16+0.00906884j -8.88958e-18+0.02914j -7.00373e-17-0.00517604j 1.62032e-17-0.00965857j -8.39017e-17-0.012409j -2.18303e-16-0.0359177j 2.82694e-17+0.0101302j -3.56855e-17+0.000415538j 3.96477e-17-0.0264736j -3.74619e-15-0.0493662j 1.71364e-14+0.0320237j 
2.1083e-15+0.00726795j 7.5452e-16+0.00674977j -7.8026e-16-0.0141393j 1.12128e-16+0.0138996j 1.09434e-16-0.00190154j -9.50749e-16-0.0131991j -4.37366e-17+0.000615931j 5.7048e-18-0.000919695j -3.98164e-16-0.00206441j -1.68464e-15-0.0346678j -1.35036e-16-0.00765997j 8.94602e-17+0.00736555j -7.7096e-16-0.0159422j -3.01461e-18+2.85845e-06j -9.68827e-17-0.00116631j 8.32361e-17+0.00553682j -1.90024e-16-0.00117494j 1.91415e-16+0.00628337j 3.13289e-16+0.0240756j 3.88127e-16+0.015342j 7.39138e-16+0.0128426j 1.56904e-15+0.0333998j 7.51853e-17+0.000648352j 2.96393e-16+0.00921833j 4.28621e-17-0.0161593j 3.16049e-16+0.0165202j 4.1262e-17-0.00239322j 9.927e-17+0.00193847j 1.79094e-16-0.00326947j 2.57494e-16-0.00491273j 8.39644e-16+0.0225575j -1.87365e-15-0.0383222j 2.31512e-16+0.00361059j -5.6084e-16-0.00644478j 7.99914e-16+0.000948267j 4.88876e-16+0.00539051j -7.93363e-17+0.00542068j 9.77457e-16+0.021855j -2.30142e-16-0.00787751j -5.47059e-16-0.0161007j -6.85667e-16-0.0195004j -6.57118e-16-0.00731978j -5.72059e-16-0.0170042j -6.78503e-16-0.018929j -9.61557e-16-0.0267385j 4.09191e-16+0.0149814j -6.78123e-17-0.00261411j 7.7143e-16+0.0150887j -1.47138e-16-0.00744381j 5.73491e-16+0.0116577j 1.19511e-15+0.0162399j -1.13405e-16+0.000290511j -3.65336e-16-0.00964585j -5.9246e-16-0.0177672j -3.15366e-16-0.00722132j 2.35804e-15+0.00531345j 
-1.17767e-14-0.035032j -1.46849e-15-0.0255038j 4.90327e-16-0.00620577j -1.47481e-15-0.00242963j 9.39567e-16-0.0076369j -4.51833e-16-0.0148935j 5.55886e-16-0.00887775j 1.42667e-15-0.0146103j 1.12841e-15-0.0302811j -2.47745e-15+0.0141702j -6.37519e-16+0.0220181j 2.21146e-17-0.00202406j -8.3659e-16+0.000950358j -1.67675e-15+0.0175042j -9.72956e-17+0.00845894j 3.62566e-16-0.0231746j -1.85261e-16-0.00219009j 4.21112e-16-0.0051469j 2.69383e-16-0.0236411j 1.94616e-15-0.0338392j -5.03975e-16+0.0249212j 1.45314e-15+0.0191672j 1.25885e-15-0.0165689j -1.56906e-16-0.00276224j -1.64095e-16+0.020018j -2.10919e-15+0.0229659j 1.05215e-15-0.00565867j 6.67535e-16-0.00634805j 7.70514e-16-0.00294593j 5.08862e-16+0.0041207j -1.06354e-15+0.0110946j -2.39918e-15-0.00216762j -3.09375e-17+0.0129468j -3.91027e-16-0.0100437j 3.04221e-16+0.029157j -2.0832e-15+0.0459327j -1.54196e-16-0.0227382j 1.30285e-15+0.00298923j 1.68418e-15-0.00955471j -8.45345e-16+0.00401503j -6.39893e-16+0.0267797j -9.152e-16+0.00852997j 6.61705e-16-0.0115312j -1.80248e-15+0.022841j -6.14189e-16+0.000937335j 1.03453e-15-0.0196452j -9.64891e-16+0.00765193j -3.87298e-16+0.0152946j -1.76395e-15+0.0280917j 4.74445e-16+0.00265216j 1.39364e-15+0.00755042j -5.54585e-16-0.00340565j 1.05844e-16+0.00994599j 1.48422e-15-0.0154322j 4.59486e-15+0.0084872j -1.647e-14-0.0414073j 
-4.33804e-15-0.0131555j -3.46598e-15+0.000672954j -1.18275e-15+0.00353116j 3.3945e-15-0.0176191j -2.28028e-15+0.00707612j 7.07687e-16-0.0107064j -1.30939e-15+0.00214972j -3.31267e-15+0.00977849j -2.67637e-15-0.00117879j 5.51236e-15-0.0202121j 1.60287e-15+0.00229667j -1.36978e-16-0.00013578j 1.85389e-15-0.00811566j 3.85698e-15-0.0109496j 1.06471e-15-0.00125245j -1.65601e-15-0.00254247j 7.93443e-16-0.00417303j -1.16045e-15+0.00314449j -7.11727e-16-0.00748411j -4.26235e-15+0.00509573j 9.20586e-16+0.00566293j -3.97997e-15+0.0270015j -2.90411e-15+0.00624984j 1.24477e-16-0.0026926j 2.94236e-16+0.00771413j 4.79651e-15-0.0128081j -2.11854e-15+0.007146j -1.49503e-15+0.00498761j -2.04991e-15+0.00965588j -1.30549e-15+0.00811869j 2.35452e-15-0.00513156j 5.08797e-15-0.024824j 5.06434e-17+0.00632938j 7.90739e-16-0.00810289j -3.01824e-16+0.0152405j 4.37632e-15+0.000306096j -4.24298e-16-0.0085365j -3.11052e-15+0.0145067j -3.4585e-15+0.0100384j 1.94227e-15-0.00719854j 2.25821e-15+0.000663664j 2.65136e-15-0.00940245j -1.48412e-15+0.0018934j 4.27073e-15-0.00974854j 1.46549e-15-0.0068253j -2.11794e-15+0.00173785j 2.04995e-15-0.00595636j 9.94513e-16+0.00162827j 4.01506e-15-0.00612644j -1.06912e-15+0.00621759j -3.17064e-15+0.0184921j 1.33326e-15-0.00832531j -2.53609e-16+0.00610763j -3.53559e-15+0.00989819j -8.24438e-16+0.0126182j -6.94055e-15-0.0100806j 
6.92873e-15+0.0182463j 1.58578e-15+0.0239022j -2.9417e-17-0.00862461j -6.08076e-19+0.000675493j 4.31102e-17+0.00377565j 2.7616e-16+0.00786315j 2.47592e-17+0.00536492j -1.23747e-16+0.00877747j 9.94903e-17+0.0128763j 2.37146e-16-0.0176337j -1.09421e-17-0.0183526j -3.09663e-17-0.00168752j 4.88022e-17-0.00647085j 4.285e-17-0.00316528j -1.28132e-16+0.00150708j 1.46213e-16+0.0161807j 1.43048e-16-0.00143817j 1.3476e-16-0.0112684j -1.21018e-16+0.018026j -1.22989e-16+0.0212739j 3.93556e-17-0.013279j -2.70883e-16-0.0137119j -1.16247e-17+0.0134196j 6.42945e-17+0.00061559j 4.32322e-17-0.00985404j -5.7045e-17-0.0091078j -1.17835e-16+0.0115741j 3.90128e-16+0.00859155j 5.85822e-16+0.0136272j 6.78518e-17+0.00856301j 9.13403e-18+0.00398397j 4.58337e-16+0.000846652j -1.22981e-16+0.00307814j 8.62401e-17-0.00369696j -2.49482e-16-0.0208998j 9.61275e-18-0.02937j -1.16808e-16+0.00297451j -1.80778e-16-0.0152034j 1.02033e-16+0.00520649j 9.87269e-17-0.00311857j -8.79528e-17-0.0157132j -3.56058e-17-0.00533152j 1.34387e-16-0.00396362j 5.51387e-17-0.0147359j 1.60464e-16+0.00208396j -2.32567e-16+0.0183255j -3.94489e-18-0.0102038j -4.90736e-17-0.00769568j 4.84868e-17-0.0100909j -1.00012e-16+0.00305486j -1.98488e-16+0.00404215j 1.2278e-16+0.00244932j -1.03829e-16-0.0193772j 8.45675e-17+0.00541766j -2.18002e-15+0.0012827j 1.04617e-14+0.0262964j 
-4.5546e-15-0.0120104j -1.0696e-15-0.0165487j 5.57689e-17+0.00486062j 5.51505e-17+0.00343429j -9.00323e-17+0.0069992j -1.79856e-17-0.0248406j -4.5989e-17-0.00605283j -6.12657e-17-0.00192003j -3.45076e-17-0.00207485j 2.81317e-16-0.00368096j 8.38179e-17-0.00363345j -6.02646e-17+0.00471212j 1.75919e-16-0.00215603j 3.14821e-17+0.00292265j -7.26321e-17-0.00580352j -2.78268e-18-0.00598355j 1.72741e-16-0.00379875j -8.08746e-18+0.00975801j -1.82826e-16+0.00898357j -2.42147e-18-0.014706j -8.16225e-17+0.00411906j -4.15704e-16+0.0242544j -6.24743e-18-0.0125381j -4.06703e-17+0.0152414j 2.84918e-17+0.0104814j -4.88662e-17+0.00266949j 4.23624e-18-0.015768j -4.86152e-16-0.00597637j -6.97672e-16-0.0166676j -6.03615e-17-0.0114582j 1.22846e-16-0.00395657j 3.71664e-16-0.027239j -1.71354e-16-0.00142677j 1.05556e-16+0.00282185j 1.60406e-16+0.0167812j 6.33112e-17+0.00706183j 2.37789e-16-0.00201043j 6.63671e-18+0.0155209j 1.18661e-16-0.012195j 2.58641e-16-0.0106209j 6.63023e-17-0.0014105j -5.04493e-18+0.00149725j 1.29885e-16-0.00279315j 1.63579e-16+0.00235941j 1.28051e-16-0.0119942j -1.09553e-16+0.00372584j 1.2678e-16+0.0136151j -4.58663e-17+0.0102122j 1.00727e-16-0.00882009j -1.26487e-16+0.00317798j -2.43297e-16+0.01553j 8.127e-17-0.00732372j 7.36658e-17+0.0167566j 2.29634e-17-0.00773922j 1.44174e-15-0.00397606j -6.95286e-15-0.0183688j 
-1.62599e-15-0.00492475j 1.66278e-16+0.000844557j -2.42776e-16+5.93361e-06j -2.38212e-16-0.00242002j 4.40353e-16+0.00829647j -1.94269e-16-0.00961289j 2.3967e-16+0.000739344j -2.15112e-16-0.000809069j 5.63931e-16+0.00703299j -1.17697e-15-0.0129971j -4.36068e-16-0.00766334j 5.14855e-16+0.00565287j -1.06552e-15-0.0106518j -1.96544e-16-0.00182458j 9.96003e-17-0.0013191j -1.35596e-16-0.00161754j 1.25001e-16-0.000455855j -1.70998e-16-0.000382601j 1.295e-15+0.0170602j 2.25951e-16-0.00134658j 1.67467e-16+0.000598452j 4.08629e-16+0.0108843j 2.75302e-16-0.00040125j 6.36929e-16+0.0114008j -7.54345e-16-0.0029214j -6.49857e-16-0.00782126j -8.11634e-17-0.00441064j 3.60748e-16+0.00271637j 1.74416e-16-0.00239282j 1.98632e-16-0.00152659j 4.05535e-16-0.00152278j -1.20088e-15-0.0211558j -1.60189e-16-0.00173765j -3.47044e-16-0.00232867j -6.86904e-16-0.00262871j -9.31667e-16-0.0121136j -7.40688e-16-0.00699572j 4.94875e-16+0.00815589j -2.20324e-16-0.00539714j -3.75703e-16-0.00811114j -4.02411e-16-0.00480283j -1.4287e-16-0.000574532j -4.75033e-16-0.00466728j -9.36836e-16-0.0093108j -4.20292e-16-0.00650961j 4.48438e-16+0.00768213j -8.78256e-16-0.00440771j 3.77121e-16+0.00537741j -5.0291e-16-0.0104088j 3.72855e-16+0.00457336j 6.40575e-16+0.01237j 4.2149e-17-0.00266022j -1.98169e-16+0.00324182j 2.21813e-16+0.00174052j 8.61909e-16+0.00419515j -1.52556e-15-0.0031226j 
2.88777e-17+0.00172936j 3.92344e-16-0.00287413j -5.08039e-16+0.00428296j -1.21438e-16+0.000114515j -8.85907e-17+0.000236093j -1.97214e-16+0.000318602j 1.2243e-16-0.000541072j -2.22949e-16+0.00258453j -3.38784e-16+0.00162448j -1.58948e-15+0.00829105j 5.81974e-16-0.0027345j -2.33203e-17+0.000944035j -7.49471e-16+0.00446312j -4.60417e-16+0.001473j -2.07249e-16+0.00107274j -1.14259e-16+0.000432092j 5.01094e-17-0.000270461j 7.30297e-16-0.00262854j -2.97168e-16+0.00116567j 1.01232e-15-0.00548227j 1.84878e-15-0.0108607j 2.45046e-15-0.0111859j 2.08278e-16-0.000953821j 7.24614e-17-0.00126342j -5.19057e-16+0.00273618j 6.47818e-16-0.00384507j 2.68773e-16-0.00137431j 2.41188e-16-0.00194145j 1.0106e-16-0.00129708j -7.93983e-17+0.000142429j 1.22944e-15-0.00777881j -1.57225e-15+0.00718754j -2.19688e-16+0.00214802j -4.19224e-16+0.00240841j 1.04488e-15-0.00536521j 1.05594e-15-0.00470745j 1.98414e-16-0.000915515j 2.14465e-15-0.010155j 7.50626e-16-0.00265965j -5.64012e-16+0.00246564j -3.04998e-16+0.00165647j -4.67792e-16+0.00195443j -2.67469e-16+0.0018974j -1.00877e-15+0.00541245j -1.148e-15+0.0050975j -3.91746e-16+0.00240977j -3.45005e-16+0.00199411j 9.98581e-16-0.00619451j -2.05717e-16+0.000969523j 4.89235e-16-0.00258279j 5.88925e-16-0.00294903j 2.50171e-16-0.00262763j -1.64423e-16+0.00228932j -2.81711e-16+0.00184833j 2.40847e-16-0.0022238j 8.68161e-17+0.000110605j 
-1.72485e-15-0.00212173j -6.88716e-16-0.0175229j -1.08428e-17+0.00662766j 3.2596e-16+0.00952102j -2.51898e-16-0.00877208j -7.72112e-17-0.00210569j -6.73988e-17-0.00142526j -1.43007e-16-0.00647148j -2.48043e-16-0.00750377j 1.38916e-16+0.00762302j 2.51489e-16+0.0133637j 1.33648e-16+0.0101967j 7.41285e-17+0.00178925j 1.0666e-16+6.15833e-05j 1.05616e-16+0.000342034j -2.52109e-16-0.0105281j -1.86707e-16+0.00505604j 8.926e-17+0.013305j -9.05874e-19-0.000304423j -8.61577e-17-0.00987283j 1.1841e-16+0.00496101j 1.42319e-16+0.0110017j -1.61861e-16-0.00873386j -1.00484e-16-0.00253185j -1.92133e-16-0.0101609j 3.84569e-16+0.0126099j -1.11949e-16-0.0112007j -5.88266e-16-0.00838271j -8.40397e-16-0.0147347j -2.35253e-16-0.0112769j 1.13541e-16+0.000353506j -1.28726e-16-0.00703295j -6.46999e-17-0.00199568j 4.88374e-17+0.00458196j 1.24659e-16+0.00216319j 4.72476e-16+0.0226588j 3.84494e-16+0.00435493j 3.69244e-16+0.0169247j -2.28477e-16-0.0100566j 3.92443e-17+6.42069e-05j 5.68353e-17+0.00332121j 5.1615e-17+0.00229349j -1.06866e-16-0.00171447j 1.45274e-16+0.00512397j -1.94546e-16-0.0114581j -6.61638e-17-0.00812122j 1.22528e-16+0.00274231j 1.40028e-16+0.00510233j 1.98846e-16+0.00775642j -3.05418e-19-0.00104344j -1.73021e-16-0.00907195j 5.81077e-18-0.00161124j 1.25487e-16+0.0117779j -3.56004e-16-0.010943j 6.02166e-16-0.0106729j -4.26115e-15-0.0125364j 
-1.91814e-16+0.000529786j 1.44001e-16-0.00255657j -4.43149e-16-0.0264246j 2.08191e-16+0.0198234j 2.05641e-16-0.0352114j -8.76133e-17+0.0161472j -9.55265e-17+0.000450755j -2.13078e-16-0.0118499j 5.96716e-18-0.0389273j -8.32078e-17-0.0014508j -5.94996e-17+0.0256839j -3.36527e-16+0.00543664j -1.34254e-17-0.00347095j 2.03744e-16+0.0194611j 2.5775e-16+0.0237517j -2.62486e-16-0.0102861j -3.18538e-16+0.00575085j 1.61228e-16-0.0148244j -2.84219e-16-0.0125697j 7.47425e-17-0.00324213j 3.92446e-16+0.0179037j 1.55631e-17+0.000910914j -1.31791e-16+0.000122636j 2.20651e-16-0.0297877j 4.48409e-16-0.0221031j 1.55103e-16+0.0505883j 7.64234e-17+0.0143186j 3.9375e-16-0.00291022j 3.6712e-16+0.0151923j -1.10494e-16+0.0152611j -4.09115e-16+0.0402934j -3.45672e-16+0.0146859j -3.84748e-16+0.0294906j -3.12827e-17-0.0187895j 3.19589e-16-0.00930968j -2.36164e-16+0.0561736j -1.05459e-16-0.0105072j 3.64049e-16-0.0121418j 6.49935e-16-0.0089191j -2.51513e-16+0.0103181j 2.04282e-16+0.0110482j 2.28015e-16+0.00144994j 2.3582e-16-0.0301148j 3.27414e-17+0.0120267j 1.18367e-16-0.00887165j -9.36611e-17-0.00875472j 2.18704e-16-0.0147862j 3.50632e-16+0.00689382j -3.28645e-16+0.0514518j 2.38197e-17+0.00661317j 2.42259e-16-0.0148338j 2.15108e-16+0.00540465j -2.61795e-16-0.027974j -2.30204e-16-0.0342305j 7.12504e-16-0.00718817j -2.56127e-15-0.00797354j 
4.19488e-15+0.0119025j 1.94213e-16-0.00549868j 1.73326e-15+0.0145918j -2.69759e-16+0.00082541j -1.88818e-16-0.00859419j 7.06189e-16+0.0117779j 6.35472e-16+0.00834664j 1.06245e-15+0.00916817j 1.07028e-15+0.00631057j 2.32311e-16+0.00117786j -2.36988e-16+0.00290879j 1.74355e-15+0.0219673j -1.01135e-16-0.00347049j -1.0503e-15-0.00962218j 6.07559e-16+0.0101334j -3.24479e-16-0.00487716j 1.17455e-16+0.00852051j 3.37963e-16-0.000141416j 1.54681e-15+0.0182013j -1.45046e-16-0.00180539j -2.82145e-15-0.0303282j -1.1857e-15-0.0161368j 6.06135e-16+0.00776287j -9.14748e-16-0.0156811j -1.79377e-15-0.0280164j -1.68007e-15-0.0114817j -1.50418e-16+0.00125356j -2.59411e-16-0.00258313j -2.02413e-16+0.00131798j -2.43214e-17+0.00270935j -1.86231e-15-0.0179125j -1.44997e-16-0.00255096j 5.49552e-16+0.0107727j 3.68739e-16+0.000455094j -2.92946e-15-0.0365373j -1.36004e-15-0.00893715j -2.27426e-16-0.00466193j -3.99687e-16-0.00664376j -2.43916e-16-0.00904971j 2.21191e-18+0.00306713j -4.43001e-16-0.00256187j -3.00337e-16-0.00270606j 2.87386e-16-0.0030183j -3.61381e-16-0.00387118j -2.56178e-16-0.00486547j 9.54977e-16+0.00982886j -1.30136e-15-0.0206745j -1.6751e-15-0.0174171j -1.9352e-16+0.00710253j -2.02044e-16-0.000865016j -8.73959e-16-0.0133899j -9.95259e-16-0.00975822j 7.83676e-16+0.00344695j 8.44946e-16+0.00389456j -1.14331e-15-0.00811758j 2.63304e-15+0.00376503j 
