-6.88773e-15-0.0144506j -1.51731e-15-0.0410662j 1.11238e-16+0.0280313j -9.61754e-17+0.00172809j -2.61456e-17-0.004719j -9.14198e-17-0.0139738j -2.46386e-17-0.00352988j -4.36433e-18-0.000119992j 5.05588e-18-0.00650691j 5.09645e-17+0.0257139j -2.15238e-17+0.0151003j 3.67303e-17+0.0211546j -1.29335e-17+0.00813478j 3.81071e-17-0.00157929j 2.24009e-16+0.00229497j -2.64364e-16-0.0224048j -2.89258e-16+0.00502555j -2.16649e-16+0.0157198j 9.20459e-17+0.00138915j 8.55437e-17-0.0366749j 7.26782e-17-0.0181577j 3.57245e-17+0.00478105j 4.70389e-17-0.0164183j 9.64368e-19-0.00354619j -7.7366e-17-0.000746648j -3.93619e-17-0.00310861j 1.59506e-16-0.0222723j -6.85427e-16-0.0163244j -1.08947e-15-0.0250997j -6.86291e-17-0.014457j 3.70117e-16-0.02911j 1.4022e-16-0.0113339j -1.29562e-17+0.00453918j -4.61409e-17+0.00950299j 3.05453e-17-0.000485272j -3.23258e-17+0.0209459j 4.55818e-17-0.00703874j 2.11107e-16+0.0101446j 4.45291e-16-0.0212457j 1.05431e-17+0.00145745j 1.93697e-16+0.0142905j 1.25604e-16+0.00618164j -6.63664e-17+0.00384134j 2.51974e-17+0.018812j 4.7938e-17-0.0072912j 7.49899e-17-0.00673243j -4.69153e-17+0.00646817j -8.4684e-18-0.00571245j -1.12806e-17+0.00915902j 1.12207e-18-0.00507336j -1.8497e-17-0.00796048j -1.8547e-17-0.0166828j 1.19828e-16+0.0357157j 8.86577e-17-0.00413466j 2.69497e-15-0.0122763j -1.24494e-14-0.0339159j 
3.12434e-15+0.0128135j 6.92171e-16-0.0103909j -2.24116e-16-0.0216363j 2.54967e-16+0.0381625j 5.34698e-18-0.0237534j -4.82704e-17-0.0118157j 8.49454e-18-0.00807762j -1.23294e-18-0.00727338j 1.6428e-17-0.027566j 3.45791e-17-0.00331108j 2.30615e-18+0.000986257j 4.91214e-18+0.00493277j 5.97971e-17+0.00406686j 6.76291e-17+0.0235737j 7.11458e-17+0.00809976j -1.34679e-17+0.00292165j 1.6564e-16-0.00183102j 1.00023e-16-0.000261572j -7.73856e-17+0.0111153j 4.34257e-17-0.00567345j -1.6315e-16+0.00598686j -3.44931e-16+0.0115057j 8.47221e-17-0.0135936j -3.74049e-17-0.00365898j 6.01225e-17-0.00936639j -7.45133e-17+0.0534362j 2.05708e-16-0.00779575j -3.43007e-16-0.011807j -4.8639e-16-0.0120439j 1.72281e-17-0.00790329j -6.44828e-16+0.033893j -2.43222e-16-0.00612229j -2.15577e-16+0.0193086j -3.281e-17-0.0036361j -1.10237e-16+0.00118421j -2.5952e-16+0.0423621j 2.85098e-16+0.010236j 4.66851e-16-0.00646234j 7.19561e-16-0.0236963j 2.09642e-17-0.00456291j -1.12546e-17-0.00951653j -7.91186e-17+0.00252468j 2.0755e-16-0.0271402j 9.78801e-18+0.0123799j 3.45685e-17-0.021085j 3.7624e-17+0.0103382j -1.49888e-17+0.015849j 1.63077e-17+0.0114264j -7.87819e-17+0.0243056j -4.50605e-17+0.00593179j -3.43502e-17-0.00182767j 2.16477e-17+0.000700996j -1.84455e-16-0.0156436j -1.49024e-16-0.0453238j -2.84042e-16-0.027464j 1.35355e-15-0.00265564j 
-8.52474e-15-0.0300174j -1.55534e-15+0.00792924j -3.31436e-16-0.0195368j -9.42348e-17-0.0174104j -7.59962e-18-0.00398715j 2.9141e-16+0.0134518j 4.89619e-17+0.00305065j -2.04985e-16-0.0169215j -7.0955e-17-0.0167729j -1.09413e-16-0.00351163j 1.05177e-16+0.0177089j -1.63672e-16-0.00370563j -2.06141e-16-0.0175177j 1.37695e-16+0.0114205j 5.85386e-16+0.0180979j -4.35957e-16-0.0184629j -1.68221e-16+0.00352084j -7.46323e-18-0.0280742j -2.945e-16-0.01398j 3.72103e-17-0.0117452j 2.793e-16+0.0277912j -2.39011e-16-0.00294957j 2.61203e-17+0.00544635j -6.12412e-17-0.00867203j 4.13051e-17-0.000478778j 9.673e-17+0.00470634j 1.34864e-16+0.0176386j 9.03287e-16+0.0121456j 1.27986e-15+0.0274953j 2.17248e-16+0.0262996j 1.21235e-16+0.0204209j 9.17692e-17+0.0103362j 2.32949e-17+0.0122867j -1.80934e-16-0.023445j -8.31611e-17-0.00105657j -2.42704e-17+0.0138998j -9.69921e-16-0.0385107j -3.60479e-16-0.0101453j 3.60636e-16+0.00529038j -4.11249e-17+0.00979596j 5.22943e-16+0.0260145j 3.75276e-16+0.0062598j -3.35879e-17-0.0167552j 4.04549e-17+0.00209611j 2.02003e-16+0.0142616j -1.69121e-16-0.0174201j -2.72643e-16-0.0276555j 1.37819e-16+0.0108936j 1.29282e-16+0.0284198j 6.52068e-17+0.0063417j 3.58338e-17+0.00472609j 2.17257e-16+0.00758317j -3.63803e-16-0.0169449j -3.36929e-17+0.00302359j 2.45078e-15+0.0307049j -9.85233e-15-0.0180938j 
5.41094e-15+0.00911058j 1.41659e-15+0.0444821j -3.23478e-16-0.0281773j -1.79844e-18-0.00387906j 3.7057e-17+0.00886116j 3.30092e-16+0.0296614j 6.38622e-17+0.00556717j -1.10798e-16-0.0189129j -5.96241e-17+0.0157911j -1.00472e-16-0.0145781j 8.47564e-17-0.00604449j -1.6195e-16-0.0226578j -1.30879e-16-0.0132023j 4.61159e-17+0.000395793j -9.42669e-17-0.00602305j 1.86945e-16+0.0142196j -1.13648e-16+0.00314378j -2.39939e-17-0.0128756j -1.62291e-16-0.00245411j -2.89694e-17+0.0358594j 1.67332e-16+0.0383523j -4.54229e-17-0.0133591j 2.43143e-17+0.0141483j 2.31566e-17+0.013458j 5.90988e-17-0.00875246j 6.91957e-17-0.00120532j -5.05157e-17+0.0169713j 7.36489e-16+0.019844j 1.31542e-15+0.0198187j 2.59311e-16+0.00769743j -2.94546e-16+0.0333456j -8.35516e-17+0.0242969j 6.38829e-18-0.0279181j -9.10257e-17-0.00451387j -4.34334e-17-0.00284455j 1.83131e-17-0.0265699j -1.72592e-16+0.00627044j -4.14765e-16+0.00431375j -6.82933e-16+0.0241169j 7.49529e-17+0.00458822j 2.63939e-17-0.00644167j 1.41987e-17+0.00236857j -8.42611e-17+0.00264245j -6.77621e-17-0.0228995j 1.34145e-16+0.014945j -1.6067e-16-0.0123542j -1.32965e-16-0.0140666j 8.73607e-17+0.01588j 1.24439e-16-0.0131738j 7.37567e-17+0.000592964j 7.57805e-17-0.00568512j 1.48606e-16+0.0313058j -3.08752e-16-0.0333606j -3.13668e-17+0.0119224j -2.45507e-15+0.0204498j 1.23751e-14+0.0354494j 
-1.12929e-14-0.0326853j -2.45079e-15-0.0253419j 8.88577e-17+0.0174727j -1.25451e-16-0.0160405j -3.21822e-17+0.0181615j -1.79381e-16-0.0291441j -3.38087e-17-0.00566664j -3.57588e-17-0.0034475j -1.10868e-17+0.00281408j -2.00216e-17+0.00254567j -2.07431e-17+0.00300393j -3.12194e-18+0.00523064j -4.17209e-17-0.00493248j -1.02781e-18-0.00400337j 5.06094e-17-0.00835204j -1.19843e-16-0.0179015j 6.76861e-17-0.00335407j -1.85497e-16+0.0119034j 6.9075e-17-0.000253837j 5.14333e-17-0.0275583j -3.0281e-17+0.00824895j -1.88557e-16+0.0300739j 1.78587e-17-0.0141763j 4.82702e-17+0.0196258j -6.73662e-17+0.0216441j -1.17521e-16-0.0181053j -4.13295e-18-0.0187736j -4.07279e-16-0.00407594j -6.51572e-16-0.0170133j -9.43499e-18-0.00994871j 5.22465e-16-0.0210719j 1.55177e-16-0.0326903j -7.05093e-18-0.00795135j -6.69432e-18+0.00290599j 2.19076e-16+0.0271162j -1.03034e-17+0.00143419j -1.14461e-16-0.0154283j -1.52799e-16+0.0251348j -1.41571e-16-0.00750587j 1.61934e-16-0.00952489j 1.19404e-16+0.0119749j 6.28538e-17+0.00352958j -1.00137e-16+0.00703626j 3.06241e-17+0.00363517j 3.45144e-17-0.00472148j 6.82877e-17-0.00712088j -8.09855e-18+0.00979823j 1.3419e-17+0.011036j 6.12391e-17-0.0144859j -4.9199e-18+0.00147015j -9.22606e-18+0.0212785j 2.90029e-17-0.0113801j 1.1977e-16+0.0341854j 9.68813e-17+0.00916602j 3.32749e-15+0.0110729j -1.52381e-14-0.0357835j 
-1.11211e-15-0.00270456j -2.79491e-16-0.00257488j -3.27756e-16-0.0124329j 2.4231e-16+0.0103253j -6.86959e-17-0.00596805j -2.45233e-16-0.00760245j -1.04736e-16-0.00488259j -1.06657e-16-0.00459497j -2.56987e-16-0.0132003j -1.14313e-17-0.000452081j -1.4167e-17-0.000990421j -7.98934e-17-0.00314798j 1.10908e-17+0.000845904j 2.99475e-16+0.0134595j 1.37625e-16+0.00408522j -6.3518e-17+0.000100213j 1.07735e-16-0.00328585j -5.90322e-17-0.00666752j -6.55485e-17+7.21003e-05j -1.77035e-16-0.00654804j 1.09069e-16+0.00670276j -1.9704e-17+0.00380248j -1.17078e-16-0.00619953j 6.54637e-17+0.00122638j 2.13184e-16+0.00585801j 3.36169e-16+0.0198819j 4.86121e-17-0.000893583j -3.94177e-17-0.00245497j -4.3473e-17-0.000418115j 4.38303e-17+0.00151817j 7.30543e-18+0.0152131j -1.78967e-16+6.38694e-05j 1.17989e-16+0.00937173j -1.28278e-16-0.00486236j 1.74289e-16+0.00658176j 1.93587e-16+0.015768j -1.73935e-16-0.00304843j 1.41894e-17-0.00830712j 2.21175e-16-0.00763005j -4.33822e-17-0.00111557j 1.38181e-16+0.0010823j 9.70362e-17+0.00280136j -1.46919e-16-0.0119219j 1.73462e-16+0.00778041j -3.52376e-17-0.00259682j 4.04541e-17+0.00254046j 1.38953e-16+0.00749595j 1.78621e-16+0.00668425j 1.67268e-16+0.0110086j 5.32602e-17+0.00305111j 1.57259e-16+0.00505055j 1.59356e-17+0.000835623j -1.88493e-16-0.00794539j -3.48869e-16-0.0160354j 3.7946e-16-0.00388553j -1.96164e-15-0.00532786j 
4.43682e-15+0.0167976j 9.96412e-16-0.00761381j -1.73142e-17+0.016342j -3.48931e-17+0.00825027j 2.69885e-17-0.00930592j 1.11556e-16+0.0224462j 2.08749e-18+0.00268371j -2.21223e-17-0.00404907j -2.08412e-17+0.00709273j 3.43903e-17+0.0277351j 8.86555e-19+0.0137949j -3.30714e-17+0.0038538j -3.86315e-17+0.0150505j 6.16995e-17-0.00866932j -3.04319e-17-0.00522823j 1.6506e-17-0.00154061j -4.49511e-16+0.0097533j -3.56741e-16+0.0175977j 1.83461e-16-0.0105793j 1.72552e-18+0.00315451j 1.72555e-16-0.00670728j 2.80661e-16-0.0214433j 1.16243e-18-0.00176803j 3.11502e-17-0.00945113j -4.27588e-17-0.0155808j 1.08998e-16-0.000114783j 9.96551e-17-0.0074063j -3.57297e-16-0.0078542j -4.39173e-16-0.0144371j -3.81281e-18-0.0150477j -6.33112e-17-0.0118976j -5.76929e-17+0.0284044j 4.97051e-17-0.0179981j -7.46233e-17+0.0174219j -5.74867e-17-0.0112465j -5.14894e-17+0.00523058j 3.48397e-16+0.0221802j 4.51234e-17+0.0079546j -3.39268e-16+0.00257171j -4.87788e-17+0.0117846j 3.33975e-17+0.00184506j 7.35491e-17+0.00371187j -1.87248e-16+0.0176094j -5.04815e-17+0.00632735j 8.25021e-17+0.00424029j 4.7416e-17-0.015963j -5.82494e-17+0.00277812j 3.34476e-17-0.00907256j -2.85671e-18+0.00128514j 6.38326e-17-0.0123186j 7.41819e-17-0.0340619j -1.55376e-17+0.00691797j 1.26369e-17+0.0101468j 3.02957e-17+0.00418783j -1.14265e-15-0.0151014j 5.3885e-15+0.0102603j 
4.4302e-15+0.011257j 9.60905e-16+0.0174437j -2.43499e-18-0.0045551j 1.28658e-18-0.00691369j 8.12321e-18+0.000417376j 3.00387e-17+0.00588847j -5.03779e-18+0.00390436j -3.77344e-17+0.015458j -1.04951e-17+0.00319528j -1.88791e-17-0.0111766j 4.84264e-18-0.0109949j 5.52248e-19-0.00579893j 3.32569e-19+0.00106583j -4.78656e-19-0.00376945j -8.55306e-17+0.00373948j 9.01036e-17+0.0136099j 2.49475e-16-0.00455408j 1.36898e-16-0.0119324j -3.8266e-17-0.00133853j -6.49393e-17+0.0159647j 1.20813e-16-0.0159821j 1.58452e-16-0.0119176j -6.27326e-17+0.0137557j 1.39522e-17-0.0107752j 3.37355e-17+0.00258647j 1.21881e-16-0.00914055j -8.4584e-17+0.0168529j 4.65061e-16+0.00654832j 6.03627e-16+0.0191233j -1.63623e-17+0.0148254j 1.23531e-16-0.00188725j 6.75089e-17+0.0073585j 6.42869e-17+0.0123842j 1.73347e-17-0.00609341j -3.21052e-17-0.00953736j 1.41413e-16-0.0164935j -1.74179e-16-2.30161e-05j -2.69511e-17-0.0212476j 4.81239e-17+0.0110252j -9.50144e-17+0.000928119j -1.09029e-16-0.00723871j -4.63696e-17-0.00770067j 1.16042e-17-2.10814e-05j -1.00514e-17-0.00528554j -7.93524e-17+0.00665508j -9.44474e-17+0.0135882j 3.59492e-17-0.0063486j 4.27897e-17-0.0134907j 1.24708e-17-0.000910348j -5.92085e-18+0.00170299j -5.75079e-18+0.0047776j 1.26406e-17-0.0032927j -3.00792e-17-0.0153237j -4.07315e-17+0.00787084j -1.40883e-15+0.00388006j 6.4489e-15+0.0170562j 
-1.21591e-14-0.038586j -2.49019e-15-0.0122238j 1.28579e-16+0.00253204j -2.59012e-16-0.0255204j 9.51422e-17+0.00724283j 6.3019e-17-0.0115871j 3.39022e-17-0.000158376j -1.26663e-17-0.0026321j 1.8564e-16-0.010618j -3.66894e-17-0.00181166j -4.52973e-17+0.0100067j -7.51037e-17+0.00469456j -6.24766e-17-0.0128004j -1.14171e-16+0.00352772j 3.14045e-16+0.0116935j -3.07687e-16-0.0219399j 2.29539e-17-0.00169716j 1.39483e-16-0.0165821j -1.59305e-16-0.00761367j 1.54753e-16-0.0276392j 1.8689e-17+0.00585356j -2.29417e-16+0.010852j 5.61619e-17-0.00128757j 2.41577e-17-0.00192416j 1.59147e-17+0.0147901j -2.62379e-16-0.0145757j 2.34453e-17+0.00464677j 4.44105e-16+0.00491209j 4.26926e-16+0.0136438j -1.07903e-17+0.0182355j 2.86334e-16-0.00940972j 2.35302e-16-0.0145229j -1.12221e-16+0.0161144j 4.46149e-17-0.0166687j 3.61455e-17+0.00844788j -2.19481e-16+0.00588999j -6.6781e-16-0.0404058j -1.71831e-16-0.00438626j 5.27395e-16-0.00235988j -1.93684e-17+0.000912411j 3.04344e-16+0.0245931j 2.30266e-16+0.00318265j 1.81945e-16-0.00830386j -2.01101e-17+0.00635416j 1.22075e-16+0.00809555j -5.93513e-17-0.00685594j -1.00292e-16-0.0154865j -3.78255e-17+0.00329147j -1.58647e-16+0.0136598j -4.51103e-17+0.00580698j -4.55786e-17+0.0194455j 9.77206e-17-0.0108905j 4.02839e-17+0.0101199j 2.57639e-16+0.0103109j 3.68798e-15+0.0265095j -1.61939e-14-0.0351936j 
1.93113e-15+0.0124595j 8.19769e-16-0.0276818j -1.20262e-16-0.00585953j -1.58395e-16+0.0384856j 2.75852e-16-0.0257507j 1.65415e-16-0.0210343j 9.89999e-17-0.00925242j -3.2982e-18+0.00193734j 3.97312e-16-0.0290482j -3.87409e-17+0.0049146j -1.12527e-16+0.00273519j -1.78122e-16+0.0144584j -2.50434e-17+0.0111476j -1.62917e-16+0.0195926j -5.10244e-17+0.00824877j 6.27491e-17-0.00143031j 1.83435e-16-0.00214364j -6.01049e-17+0.00805676j -1.24899e-16+0.0122382j 4.16987e-16-0.017678j 3.48787e-17-0.0130622j -4.63991e-16+0.0134146j 3.29283e-16-0.0180721j 7.85645e-17-0.00898162j 7.23139e-17-0.00735904j -5.80065e-16+0.0485235j 4.58626e-16-0.0154683j -4.07219e-16-0.0199627j -7.53449e-16-0.0217278j 8.06671e-17-0.0132397j -4.94324e-16+0.0151872j 7.21046e-17-0.013508j -5.53343e-16+0.0263692j -2.04945e-17+0.00157852j -1.07779e-16-7.01791e-05j -8.37501e-16+0.047585j 3.69061e-16+0.0115415j 6.6468e-16-0.00665062j 1.32167e-15-0.0314397j 6.63448e-17-0.00570445j -3.01492e-17-0.0083657j -1.24584e-16+0.00112012j 4.6511e-16-0.0233376j -2.6977e-16+0.0201991j 2.96846e-16-0.0258726j -6.30783e-17+0.0148515j -2.07806e-16+0.0215305j -1.67115e-17+0.00217935j -4.37676e-16+0.0252842j -1.07333e-16+0.00373703j -5.83507e-17-0.00290093j 1.85436e-16-0.0116732j -1.95473e-16+0.000462292j 3.90583e-16-0.0457914j 7.95354e-16-0.0367908j -1.79965e-15-0.0133908j 
8.41372e-15+0.0297316j 1.77415e-15-0.00573686j 3.51577e-17+0.0197108j 1.82717e-17+0.0136368j -3.26363e-17-0.0019133j -2.79911e-17+0.00114415j -1.93208e-17-8.64953e-06j -6.35627e-18+0.0139576j -6.14048e-17+0.0140303j 3.80101e-17+0.0109549j 1.43314e-17-0.00751862j 3.76098e-17+0.00340769j 2.84743e-17+0.018629j 2.06e-17-0.0128982j -3.34558e-16-0.0135004j 2.63658e-16+0.0144737j 2.55015e-18+0.000690043j -2.91682e-16+0.0248683j 2.0321e-16+0.00370023j -2.00847e-17+0.0129437j 1.20185e-16-0.0251947j 2.6914e-16-0.0076674j 6.29648e-18-0.00133325j 1.17566e-17-0.00175435j -7.97403e-17-0.0059318j 1.13961e-16-0.00466049j 4.99706e-17-0.0111932j -5.90859e-16-0.0105192j -7.76032e-16-0.0205475j -2.21586e-17-0.0208905j 1.47073e-16-0.0194651j 3.95883e-17+0.00525458j 5.48161e-17-0.0122239j -3.1821e-17+0.0216763j 1.80793e-17-0.00522608j 1.08274e-16-0.00875217j 6.31263e-16+0.0357717j 1.93569e-16+0.00682145j -3.56481e-16+9.55741e-05j 4.5743e-17-0.00169678j -2.73331e-16-0.0184326j -2.02475e-16-0.00510564j -1.67527e-16+0.0187609j -6.25302e-17+0.000124364j -4.74371e-17-0.00763479j 2.24294e-17+0.00794181j 3.01388e-17+0.0185269j 2.40671e-17-0.0143555j 7.23705e-17-0.0182126j 1.78492e-17-0.00887075j -1.47445e-18-0.0163712j -4.84586e-17-0.00375686j 6.69049e-17+0.0130732j -7.12767e-18+0.000994211j -2.242e-15-0.0268231j 1.00276e-14+0.0194073j 
8.62059e-15+0.0230905j 1.88428e-15+0.0282978j -1.10154e-16-0.0186716j 1.067e-16+0.00798472j 2.57117e-17-0.00617865j 1.0224e-16+0.0185696j 1.73184e-17+0.00383749j 5.37776e-18+0.00292505j -1.40595e-17+0.00260067j -1.33888e-17-0.0102179j 9.57251e-18-0.0101534j -1.53831e-17-0.010492j 1.95197e-17+0.000146349j 1.31149e-17+0.00319929j -1.22345e-16+0.00301324j 1.75595e-16+0.0187405j 1.00211e-16-0.000835005j 1.79325e-16-0.0128056j -6.89215e-17+0.00217474j -7.3256e-17+0.0268423j 3.16359e-17-0.000939933j 1.2115e-16-0.0194865j -3.25655e-17+0.0130017j 2.76594e-18-0.00714383j 7.79858e-17-0.00941071j 1.07826e-16+0.00874276j -5.63404e-17+0.0169843j 4.50079e-16+0.00790091j 7.12621e-16+0.0172377j 3.74299e-17+0.0100494j -3.43726e-16+0.0195727j -1.22906e-16+0.0209404j 2.23726e-17+0.00262768j 7.37199e-18-0.00422624j -1.09871e-16-0.0150601j 5.63485e-17-0.0121449j 1.62181e-17+0.0105812j 2.37363e-17-0.0194788j -2.77351e-17+0.0105387j -9.29502e-17+0.0037871j -1.33064e-16-0.0125332j -7.99217e-17-0.00374109j 5.40933e-17-0.0048493j -2.11858e-17-0.00836804j -4.89239e-17+0.00597476j -7.31416e-17+0.00863239j 3.28472e-17-0.00605967j 1.83432e-17-0.00479221j -1.11983e-17+0.00217575j 8.04117e-18+0.000856451j 2.75999e-17-0.00690385j -3.45448e-18+0.011146j -1.17073e-16-0.0303868j -9.90149e-17-0.00274028j -2.79208e-15-0.00185576j 1.28466e-14+0.0318426j 
-8.02874e-15-0.0227249j -1.77142e-15-0.020823j 2.82137e-17+0.00103366j -6.0043e-19-0.00248362j -3.11791e-17-0.00375067j -1.08928e-16-0.0171964j -1.35829e-17-0.00395819j 1.1407e-17-0.00257901j 5.77126e-18-0.0171916j 3.68111e-18+0.00108003j -1.10306e-17+0.00868838j 3.06228e-17+0.00945269j 6.93789e-18-0.00487918j 1.64653e-17+0.00899325j 2.87538e-16+0.00947292j -2.6673e-16-0.0167966j 3.57128e-17-0.00145553j 7.45947e-17-0.00529168j -6.61817e-17+0.000134714j 3.79269e-17-0.0265261j -1.00392e-16+0.00120501j -2.07567e-16+0.0154422j 1.72389e-17-0.00930418j -4.75241e-17-0.00231217j 9.03021e-19+0.00697838j -6.91374e-17+0.0080781j 7.10873e-17-0.0053817j -8.94289e-17-0.00490897j -2.41051e-16-0.00211985j -3.46632e-17+0.00459558j 9.47892e-17-0.00139511j 2.82148e-17-0.017632j -2.50267e-17+0.0179629j -6.60609e-18-0.00927392j 1.47752e-17+0.00764917j -5.82094e-17+0.0226289j -2.87214e-16-0.0221148j 6.57035e-17-0.000718779j 5.25243e-16-0.0143317j -6.62845e-18-0.00242065j 1.94796e-16+0.013558j 1.14844e-16+0.00308595j 8.05647e-17-0.0133655j 7.12342e-17+0.0114029j 6.69542e-18-0.00581389j 5.01807e-17-0.000574454j -1.90296e-17-0.00124469j -2.19974e-17+0.0049874j -1.71566e-17+0.0167578j -2.58441e-17+0.00514221j -3.06566e-17+0.0121355j -4.63586e-18-0.0115061j 1.60789e-17+0.0101164j -1.1424e-17-0.0102711j 2.71384e-15+0.00366283j -1.2566e-14-0.0307282j 
7.13678e-15+0.0264213j 1.52731e-15-0.0103924j -8.91273e-17+0.00335991j 1.27921e-16+0.0283439j -1.54124e-17-0.0134695j -6.65274e-17-0.00674317j -1.12008e-17-0.00412389j 7.22873e-18+0.0073373j -3.58846e-17-0.00489634j 2.35928e-17+0.00530627j -3.33978e-18-0.0052009j 2.87683e-17+0.00598923j 4.57815e-17+0.014753j 4.87367e-17+0.00312688j -1.80421e-16-0.00437197j 1.69918e-16+0.0110832j 9.30413e-17-0.000827996j -1.47028e-16+0.0163785j 9.58007e-17+0.00915976j 1.40163e-17+0.00467268j -1.87035e-18-0.0167604j 2.16433e-17+0.00094917j 5.3905e-17-0.00779782j -1.28682e-17-0.00379639j -9.89305e-18-0.00846329j 3.3212e-17+0.0232805j 1.5064e-16-0.0116298j -5.73556e-16-0.0135833j -7.77914e-16-0.0199645j 3.21609e-18-0.0176452j -1.89657e-16+0.00233224j -9.40121e-17-0.0012476j -5.45069e-17+0.0036801j -4.84168e-17+0.0124551j -3.71666e-17-0.00371118j -5.51027e-17+0.0154847j 5.45155e-16+0.0284309j 3.72951e-16+8.45641e-05j 1.8299e-16-0.0129985j 3.0395e-17-0.00394567j -1.97857e-16-0.0174442j -1.88811e-16-0.00261598j -9.23108e-18-0.00168448j -3.9675e-17+0.00686888j -2.2387e-17-0.0164644j 4.59029e-17+0.0123375j 1.43756e-17+0.0205107j 2.17883e-17-0.00515353j 6.47703e-18+0.00041324j -6.97509e-18-0.00267331j -2.28345e-19-0.0109132j -3.1527e-17-0.00402307j -5.12734e-17+0.00173053j -7.63043e-17-0.0225263j -1.56931e-15-0.0326069j 7.07721e-15+0.0106832j 
