-0.000150234-0.0121769j -0.0134752+0.00885382j -0.0139383+0.0197148j 0.00631101-0.0258135j -0.00596894+0.0438425j -0.00418762+0.00396172j -0.00656173-0.0168017j 0.00231869+0.0156014j -0.00419076-0.00949282j 0.00171671+0.0153987j -0.000851971+0.00693503j 0.000323687-0.00277736j -0.0113212-0.00799375j 0.0159776+0.0214097j 0.00739491-0.00456287j 0.00632781-0.00692646j -0.00969245+0.00224561j -0.000230828-0.00199937j 0.0175767+0.0167749j 0.00523388+0.00820835j -0.0260702-0.00962309j -0.016624-0.00155105j -0.00434622-0.00553452j 0.0164335+0.0033614j 0.0291807+0.00296613j -0.00598427+0.0033158j -0.0108073+0.00127719j 0.00379169-0.000393932j -0.00173062+0.00291423j -0.0085804-0.000916062j -0.0170149+0.00822602j -0.00718207+0.0026773j 0.0137693-0.00287966j -0.00213051+0.00412407j -0.0106665-0.000435941j -0.0101502+0.0180312j -0.0126834+0.0052644j 0.0125569+0.000795615j -0.0035881-0.00886781j -0.0069669-0.0125333j -0.00502361+0.00187559j 0.00915176+0.000648008j -0.00461665-0.00154005j 0.0051051+0.00381295j -0.00736971+0.00124671j 0.00811609+0.00553351j 0.000207484-0.0122009j 0.00658897-0.00784999j -0.000888416+0.00201755j 0.00525793+0.00532811j -0.00674407+0.00917718j -0.0197799-0.00355582j -0.00786088+0.00512302j -0.00499074-0.00161333j -0.00214921-0.00822112j -0.00911453+0.00338059j -0.00339098-0.00792426j 0.00819903+0.00699028j 0.00436843-0.00579873j 0.00309548+0.00289907j -0.00958055+0.00585033j 0.00494956-0.00375803j 0.0037653-0.00458132j 0.0110664-0.00628542j -0.00094144+0.000835667j -0.000442543+0.00205142j -0.000944817+0.00257877j -0.000738995-0.00578068j -0.00148858-0.00273323j -0.00811547-0.0037838j -0.00450323-0.0022788j 0.00225107-0.00205631j 0.00343894+0.00042294j -0.00106092-0.00654947j -0.00754933-0.00102781j 0.00390931-0.00573937j -0.00228344-0.00371828j 0.00273748-0.00208052j -0.000791099-0.000425326j 0.00500272-0.0098888j -0.000834662+0.00145892j 0.00797858-0.00372781j 0.0010295+0.00418476j -0.00263503-0.00879389j 0.00531242-0.00225005j 0.00346617+0.00346882j -0.00756144+0.00277804j 0.00382562+0.00504083j -0.00463035+0.00299672j -0.00106062-0.00555528j 0.00270191+0.00810155j 0.0109795-0.00346439j -0.00186266-0.00656286j -0.00385387+0.00264712j 0.00195709+0.00755105j 0.0027207-0.00189823j -0.000792706-0.00777836j 
-0.00358767+0.0142145j 0.00797752-0.00829449j -0.000284838-0.0010076j -0.000256526-0.00120756j 0.00691513-0.0210264j 0.00923719-0.0198445j 0.000961345-0.00517142j -0.0172373+0.0334529j -0.0174869+0.0428167j -0.00635182+0.0037543j 0.00262156-0.0016468j 0.000135432+0.0128743j -0.00175476+0.00959983j -0.00775207-0.000783659j 0.00079814+0.00670586j 0.0159663-0.0111509j -0.00227578+0.0158026j -0.000679525+0.00832436j -0.00385737-0.00437287j 0.000676075-0.00163815j -0.00176519+0.0152933j 0.00236791-0.00299181j 0.00123032+0.00672033j 0.00351882+0.0393606j -0.00250909-0.00123054j 0.012709+0.0365818j -0.00853933-0.0166809j 0.0143833+0.0261765j -0.0174602-0.0448553j -0.00504487+0.000352848j -9.81677e-05+0.00340694j 0.0107109+0.0163508j 0.00306847+0.00273975j 0.00494975+0.00504826j 0.00435553-0.00295794j 0.0022708-0.00238415j -0.000997793+0.00765287j 0.00286201-0.00379121j -0.00303137+0.000751627j -0.00286432-0.000701155j 0.000585761-0.00412136j 2.34654e-05-0.00109724j 0.00079665+0.000766475j 0.00143817-0.00197811j 0.00499112+0.00219619j 0.00261066+0.00203565j -0.000252696-0.0083822j -0.0112092-0.00259862j 0.000505506+0.000401829j -0.000832541-0.00359434j -0.00578258-0.00205496j 0.00240628+0.00890521j -0.00734093-0.00826264j -0.0100397-6.06621e-05j -0.00197139-4.19495e-05j 0.0021647-0.0168055j 0.00709673+0.00852555j -0.00461078+0.00133447j -0.00837716-0.00517886j -0.00589707+0.00127037j 0.000621898-0.00798766j 0.00296993-0.00784559j 0.00434513+0.00774395j 0.00605143-0.00109599j 0.000782752+0.00365872j 0.00940213-0.000214733j 0.00091294-0.00463033j 0.0010103-0.0167814j 0.00593373+0.0221252j 0.00798941-0.00655795j -0.011523-0.00706736j 0.0143339+0.0145285j -0.00778166-0.00687625j 0.0164148+0.00475375j -0.00682628+0.00534959j -0.00718601-0.00352625j -0.00399699-0.00572816j -0.00492626-0.00209018j 0.00245591-0.00138279j -0.00851602-0.00499649j -0.00775583+0.0006262j 0.0032421+0.00422409j -0.00267907-0.00589379j -0.00436944-0.00265257j 0.000435941+0.00342077j 0.000361718-0.000851729j -0.00492345-0.00282017j 0.00195749-0.000444112j 0.00581573-0.00285433j 0.000506884-0.000740887j -0.00300531-0.000242956j -0.000362284+0.00150619j -0.00014619-0.000100962j -0.002333-0.000443278j -0.00296579+0.000473327j -0.00133774+0.000800193j 0.000746356+0.00202929j 
0.00494336+0.00259773j -0.00383469+0.00303146j 0.00886056+0.00173074j -0.00288382-0.00467261j 0.0217131+0.00843874j -0.0135835+0.00998473j 0.0118759+0.00761985j -0.0126429-0.000685772j 0.00568813-0.0145144j -0.00353794+0.0201778j -0.0176819+0.0113904j -0.024331-0.0113119j 0.0284332+0.0165372j -0.000188192-0.00699587j 0.0245683+0.00735186j 0.00507111+0.00666148j 0.00926128+0.0215817j 0.00592529+0.00322697j 0.00591677-0.000919271j -0.00739717-0.000390473j -0.0029546-0.00141996j 0.00655599+0.00177943j -0.00363975+0.00351391j -0.00441006-0.000958302j -0.0179487-0.0121034j 0.0182587+0.00867434j 0.00184336+0.00442567j 0.0021647-0.00706572j 0.00682629+0.00462835j -0.00466076+0.00199173j -0.0263481-0.0213474j -0.0357072-0.0222822j 0.00198944+0.0069688j -0.00814594-0.0116839j 0.0289527+0.00373064j -0.00558737+0.00679435j -0.0130691-0.0025126j 0.00230262+0.00111369j -0.0238352+0.00254927j 0.000177414+0.00318987j -0.00515474-0.00393207j -0.00563638-0.000441855j 0.000337583-0.00547792j 0.00439776+0.00359049j -0.0025763-0.00208214j 0.000141618+0.00210819j -0.0103882-0.00162639j 0.000737634+0.00276675j -0.00362144-0.000653864j 0.00709165-0.00274972j 0.0002129-0.00184123j -0.00486493-0.00642746j -0.00189196+0.00127169j -0.00347728-0.000796574j 0.0032245+0.00656786j 0.000914418-0.00168566j -0.00340837+0.00153946j 0.0034392+0.00351135j 0.00269963+0.00252859j -0.00120907+0.00480885j 6.46701e-06-0.00492574j 0.00186825+0.0067399j -0.00395135+0.00759107j -0.00235681-0.00276731j 0.00575318-0.000747533j -0.00931357-0.00216059j 0.00415435+0.0114618j 0.00336889+0.00438304j 0.0100578+0.0129941j 0.00725042+0.000303641j 0.000158334-0.00699755j -0.00445702-0.00608498j -0.00309892-0.0104965j -0.00316705+0.000503156j 0.00275898-0.00354988j -0.0154421-0.0175906j 0.000236863-0.00733841j -0.00168326-0.00854341j 0.00216379-0.00645329j -0.00375228-0.00570333j 0.00203219+0.0122161j 0.00900835-0.0111722j -0.00222822+0.00534657j 0.00566034+0.00292123j 0.00383104+0.00471673j -0.00352758-0.00611007j -0.00446674-0.00377169j -0.00994565+0.00392795j 0.00756252+0.0042721j -0.00414394-0.00483315j -0.00630678-0.00188458j -0.00551862-0.00110018j -0.0101572-0.00192977j -0.00568752-0.00702941j 0.00117992+0.00475299j -0.00309438+0.000455147j -0.00253021-0.00208216j 
0.00248713+0.0041449j 0.0052042-0.0141229j -0.0310336+0.00494046j -0.00467243-0.00170926j -0.0652689+0.00692002j 0.0466765-0.0160765j -0.0132186+0.0106613j 0.0156465-0.0140141j -0.0496134+0.0125938j 0.0285016+0.00486385j 0.0342718-0.0298491j -0.0256424+0.00822931j 0.0171532+0.00204939j -0.00291352+0.00741465j -0.00209723+0.0182557j -0.00792732-0.00547958j -0.00333946-0.00833871j 0.00633568+0.00326051j -0.023272+0.000905611j 0.00566097+0.00388291j 0.00930525+0.00484463j -0.0208368-0.0035502j -0.000828056-0.0013438j 0.00351073-0.00390083j -0.000686981+0.00425118j 0.00619399-0.00133229j -0.00490221+0.00193114j 0.0102763-0.00932427j 0.018476-0.00336798j 0.00358835-0.0146125j -0.000104607-0.00792993j -0.0150758+0.00855575j -0.00268203-0.00801907j 0.00204609-0.00167246j -0.00100841+0.00848004j 0.000655679+0.00437773j -0.00394918+0.00147108j 0.0072811-0.00109673j -0.00101012-0.00207656j 0.00126353+0.00201963j -0.0032932-0.000217163j -0.00431412-0.00333208j 0.00451312+0.00621937j -0.00605042+0.00275075j 0.00592626+0.00331073j 0.00138181-0.00431927j 0.00338091-0.00974145j 0.00143117+0.0106029j 0.00303245+0.000991517j -0.00178971-0.000308307j -0.00540656+0.00558238j -0.00120323-0.000575848j 0.0151539-0.000878867j -0.00149659-0.00131564j -0.00211697+0.00221351j -0.00208822+0.0036843j -0.00987803+0.00382583j -0.00481065-0.0166754j -0.00692235+0.00358713j 0.00900757-0.0017825j -0.00522137-0.000180854j 0.0130531+0.00992194j 0.0100125+0.00861918j 0.00363615+0.00135673j 0.00289726+0.00311671j 0.00850576-0.00818287j 0.00725881-0.00651786j 0.00278089-0.00914299j -0.00913807-0.00127598j 0.00478137-0.00638513j 0.00220984+0.00786223j -0.00644603+0.000520739j -0.00735951+0.0060804j -0.00435123-0.00418017j 0.00824945-0.00480882j -0.00126857-0.00168596j 0.00138821-0.00352525j -0.00445442-0.00087521j 0.00198057+0.000782973j -0.00310635+0.00409902j 0.00617905-0.00374921j -0.00526014-0.000122964j -0.000338079-0.00135578j -0.00252269-0.0142979j 0.00965931-0.0110253j 0.00416978-0.00273259j -0.00369211-0.00277197j -0.000386747-0.00113516j 0.00199046-0.000145925j -0.00583566-0.00169414j 0.00348931-0.0082693j -5.34194e-05+0.000175026j 0.0019228-0.00305056j -0.00559765+0.00397973j 0.000312269+0.00161126j -4.53068e-05+0.000983118j -0.00214827-0.0017358j 
-0.00166667-0.0256449j -0.0244895+0.0276334j -0.00966624-0.0102988j 0.01985-0.00865141j -0.011934-0.00734571j 0.00288098+0.00474945j 0.0163712-0.0293635j -0.0060359+0.0183889j -0.00559276-0.019479j 0.00547208+0.00272776j -0.00880579-0.0015114j -0.0232888-0.00751395j 0.0108202+0.0114261j 0.0149866+0.0110479j 0.0183653+0.0017364j -0.0285885+0.0439877j -0.0121025-0.0299475j -0.00668847-0.0111792j 0.00779316+0.00801141j -0.00694745-0.004017j -0.00105342+0.0144509j 0.00724499+0.0218966j 0.00767102+0.0141874j -0.00343932+0.00814994j -0.00507608+0.00716935j -0.0097686+0.0175122j -0.00445892+0.000871441j 0.0143985-0.000600946j -0.00500676-0.00618032j 0.0026846+0.000384581j -0.00420184-0.0037981j 0.00706225-0.00213532j -0.0069716+0.0168124j -0.000521654-0.0100973j -0.0118702+0.0137403j -0.00849038+0.0114434j 0.00303777-0.0249856j -0.00649515-0.000302471j 0.00296393-0.000105056j 0.0105049-0.00162696j 0.00259755+0.0145078j 0.00270317+0.0057721j -0.000183978-0.00032855j 0.003927+0.00491389j 0.00812566+0.0106856j -0.00429312+0.00397087j -0.00851032+0.000385431j 0.0031164-0.00197819j 0.00223027-0.0104955j 0.0039071-0.00226914j 0.00214565-0.00401754j -0.00434724+0.00546557j 0.00781878+0.0038137j 0.00686337-0.00500771j 0.00440555+0.00767963j -0.00214585+0.00851944j 0.00209642-0.000486019j 0.00926628+0.00473341j -0.00478331+0.0030564j -0.00953348+0.00781199j -0.00946893-0.000399654j -0.00560329-0.00256235j -0.00101578+0.00474569j -0.00310898+0.00572219j -0.0104576+0.00782445j 0.000319548+0.00215599j -0.00641774-0.01047j 0.00679059-0.00123266j -0.00346424-0.0139516j 0.00318956-0.00211341j -0.00273038-0.00293142j 0.00198231-0.00295982j -0.00218604+0.00634762j 0.00357079-9.84129e-05j -0.000371956+0.0132046j 0.00564264-0.00555225j 0.00235431+0.0110696j -0.00382762-0.00143197j 0.00135663-0.00680769j -0.00461016-0.00225329j 0.00498575+0.00552455j -0.000383546-0.00678764j -0.0024575-0.0143981j 0.000448355-0.0038333j -0.0145184-0.0117643j 8.13081e-06-0.00818825j 0.000337228+0.00305771j -0.00171077-0.00323033j 0.000351041-0.00203266j -0.00544503+0.00572597j 0.00964914+0.00137661j 0.00422541-0.00328432j 0.00266655-0.000579258j 0.00682228+0.00424915j 0.00647109-0.000913247j 0.00173317-0.00392964j -0.00479532-0.00076414j 
-0.00321323-0.0104576j -0.00727326+0.0219446j -0.0074325+0.00164725j -0.00411444-0.00616923j -0.0076266+0.0100678j 0.0244316-0.00443411j 0.0161212-0.0191728j 0.00878576+0.0232435j 0.00837679-0.000706406j 0.0238792+0.00265628j 0.0308972+0.00203401j 0.0470983-0.0082775j -0.0343486+0.0247096j -0.00352114+0.00798703j -0.0151868-0.00947223j -0.00143696+0.0237473j 0.00509205-0.00371521j 0.0034827-0.00932883j -0.00523716+0.00827411j 0.0103197-0.00910289j -0.00154689+0.00295972j 0.00783468+0.0124708j 0.00283026+0.0140785j -0.00220821+0.000589437j 0.00440954+0.00125108j 0.00384213+0.00361279j -0.000192631-0.0152979j -0.00657249+0.0189215j 0.00126843-0.00247572j 0.00941954-0.00670044j -0.00235803-0.00294727j -0.00531961+0.00214656j 0.00137075-0.0145154j -0.006368+0.00917155j 0.00156763-0.0158661j -0.00451221-0.000111444j -0.00343538-0.0161669j -0.00580949+0.00339931j -0.00187708+0.0062908j 0.00377246-0.00269289j 0.00640819+0.00216085j 0.0033717-0.00223348j 0.00148825-0.00434598j -0.000206462+0.0110877j 0.00746008+0.0135567j -0.00316933+0.0046919j -0.00126666+0.00390639j -0.00159465-0.00608065j -0.000249973+0.00571676j 0.0021726-0.0049372j 0.00431861-0.00748053j -0.00407975-0.00197515j 0.00379497+0.016728j 0.00735354-0.00314673j 0.0107904-0.00130022j 0.00069557+0.0106133j 0.00270769-0.0168371j 0.00201031-0.0118971j -0.00419364+0.00673712j 0.00392456-0.016759j -0.00164158-0.014625j 0.00740663-0.0156121j 0.00265342-0.00457548j 0.00292965+0.00796981j 0.00994302-0.00718887j 0.00399933-0.00411706j 0.000975662+0.00395773j 0.00122548+0.00630115j 0.00543714+0.0147248j -0.00301743+0.0026065j 0.00964038+5.14042e-06j 0.0004908-0.00211105j -0.00167739-0.000475219j -0.00307143+0.00296063j 0.00153436-0.00600664j 0.00506842+0.0139066j 0.00475624-0.0190998j 0.00239404+0.00820611j -0.00263909+0.00937583j -0.00200094-0.0128799j 0.00144885-0.00684799j -0.00511848-0.00426661j 0.00669814+0.00664969j 5.28079e-05+0.00976878j 0.0160034+0.00583002j 0.00266533+0.00547147j 0.00386229+0.00973819j 0.0082836+0.00772533j 0.00886606+0.00266183j 9.07947e-05-0.00332091j 0.00866122-0.00646399j -0.00384628-0.00509537j 0.00311948-0.000340125j -0.00779013+0.00299815j -0.00124288-0.00115068j -0.00230898-0.00195857j -0.00246916+0.000286002j 
0.00171112+0.00208692j 0.00329304-0.00948502j -0.0021141+0.00737999j -0.00727651+0.00483993j -0.00137857+0.00982153j 0.0149197-0.00308067j -0.0019901-0.00440695j -0.0197488-0.011506j -0.0169275-0.00434461j 0.0155492+0.00908051j -0.0193523-0.00856141j 0.0296646+0.0102842j 0.0146043+0.010572j 0.0101855-0.00725143j -0.00764976+0.00767645j 0.00703594-0.0096861j 0.00768843+0.0051659j 0.0140758-0.0029634j -0.00748528+0.000624565j 0.00446592+0.00299708j -0.00270294-0.000940357j 0.00474294+0.00388783j -0.0109785+0.00217913j -0.00636959-0.00259698j 0.00124667-0.00126108j -0.0129938-0.00105039j -0.0037233-0.00680424j 0.0018823-0.00546095j -0.00192506+0.00429658j -0.00643316+0.0112174j 0.00255293-0.00741658j 0.00802611-0.0306332j 0.00163738+0.00381233j 0.00482639-0.00795013j -0.00172257-0.000805007j -0.000775689+0.00798555j -0.00165541+0.0070261j -0.00451642+0.00128389j -0.00527708+0.00749415j -0.00211371-0.000418904j 0.00276614-0.00405936j 0.00266346-0.00262652j 0.010917-0.00603439j 0.00284715-0.00359733j -0.00147418-0.00323778j -0.00722935+0.00722047j 0.00715143-0.00900557j -0.00284582-0.00383617j -0.00477721-0.00113715j 0.00763689+0.000701438j -0.00277836-0.000888315j 0.0041848-0.00891288j -0.002983+0.00343796j -0.0106613+0.00757199j 0.00133635+0.000185759j -0.000557882-0.00138657j -0.0082127-0.00279472j -0.011143-0.00540999j 0.00443763+0.0051009j -0.00497049+0.0044915j 0.000119602-0.00690059j 0.0104063+0.00693642j 0.000227912-0.0148259j 0.00168414-0.00409677j -0.00388771+0.0154114j 0.0285239-0.0157204j 0.00426849+0.00553838j 0.00568953+0.00208461j -0.00458748-0.0110142j 0.00144407+0.0070329j -0.0129053+0.00276426j 0.00228789-0.00674391j 0.00200298+0.00545774j 0.000506916+0.00710448j -0.00712398+0.0156846j -0.0114841+0.00931557j -0.0100031-0.00696248j 0.00767837+0.00332978j 0.0205911-0.00198389j -0.00337698-0.0130423j 0.00505639+0.00518907j -0.00273622+0.00435011j -0.00841956-0.0124934j -0.00591455+0.00865169j 0.0151149+0.000469361j -0.00846499+0.00633749j 0.00397548+0.00490948j 0.00159739+0.00205549j 0.000944857-0.00163181j 0.00215893-0.00424178j -0.00267417+0.00138206j -0.0019102-0.00108474j 0.00131727+0.00833113j -0.00122747-0.0017938j -0.000218317+0.00207138j -0.00277049+0.000948606j -0.00351464+0.00546825j 
-0.0177418+0.00568451j -0.000450627-0.0046569j -0.00844183-0.00635136j 0.0357254-0.00683781j -0.00572052-0.00692259j -0.0147531-0.00590183j 0.0181541+0.0203836j 0.0378559+0.00126171j 0.0558779+0.0121044j 0.0334923-0.00805421j 0.0150728-0.00497234j 0.019761-0.00625433j 0.0205047-0.0133621j 0.00817008+0.00443063j -0.0108712+0.0236432j 0.00933223+0.00572868j -0.0186863-0.00511029j -0.0128548+0.00775983j -0.00804777-7.58238e-05j -0.00652787+0.00203198j 0.00721808+0.00818584j -0.00347996-0.00164116j -0.00878999-0.00270934j 0.0141926+0.00131951j -0.000569919+0.00162837j 0.0142031-0.00106475j -0.0064496-0.0011106j 0.00489902-0.00427693j -0.0211397+0.00514209j -0.00513006+0.00340703j 0.00187123+0.00366467j 0.00981479-0.0108292j -0.00487279+0.00135621j 0.00295169-0.00530454j -0.00196175+0.00606433j 0.0013324+0.00615659j 1.78424e-05+0.00139727j 0.0101305-0.000746758j 0.000759169-0.00521978j 0.00220067-3.42223e-05j 0.00428927-0.0022961j -0.002453-0.00141877j 0.00219302+0.00102116j -0.000778676-0.000814213j -0.00102531+0.00175181j -0.00371974+0.00356599j 0.00301814+0.000372339j -0.00605786-0.00542894j -0.00450854+0.00603886j -0.00353092-0.00130592j 0.006201-0.00602549j -0.000220188+0.00362436j -0.000549994-0.00912764j 0.000829816-0.0167198j -0.00555987-0.00342691j -0.0153748+0.00250185j -0.00341443+0.00689755j -0.00671535-0.0121348j -0.00774286+0.00143571j 0.0057459-0.000992751j -0.00391227-0.00240981j 0.00142992+0.000696575j 0.00364608-0.00857524j -0.00156442+0.00505892j -0.000662632+0.0076767j 0.00293392+0.00935498j -0.0066889+0.0109016j -0.0218267+0.00729125j 0.0244982-0.014736j 0.00877178+0.0123193j -0.00495102-0.018437j 0.0131141+0.00479014j -0.010964+0.015698j 0.00579707+0.00756189j -0.00229836+3.64201e-05j -0.00761202-0.0120674j -0.00726837-0.00633545j -0.00569325+0.00494645j 0.00641967+0.00671939j -0.00398358-0.00666902j -0.00474612-0.00319986j 0.00307325+0.00106538j -0.00361648-0.00089105j 0.000411185+0.000709829j 0.00370227-0.00171672j -0.00272606+0.000498892j 0.00164872+0.00112091j 0.00105714+0.00467547j 0.00194711+0.000375483j 0.00184459+0.00119171j 0.00500069-0.0029155j 0.00163093-0.00241132j 0.00442016-0.00231798j -0.000556275+0.000300477j -0.000317442-0.000987593j -0.00126561-0.000220568j -0.00228378+0.000455344j 
0.00532339-0.00415633j -0.00960895-0.0101177j 0.0135362-0.00486657j 0.00814492+0.00991324j 0.00886813-0.01803j -0.0214417-0.00488781j -0.0245384-0.0241181j 0.019562+0.00310963j 0.00805704-0.00496997j -0.00440346-0.017192j 0.00608498-2.80656e-05j 0.00206364+0.0124723j -0.00598509-0.0192561j -0.00470253-0.00624616j 0.0132973+0.0181624j -0.0113467+0.0100632j 0.0105503-0.0207509j 0.0041634-0.00176544j 0.00866771-0.00657975j -0.00387542+0.00459146j -0.00299351+0.00865219j 0.0141331+0.000842771j -0.0018621-0.00693271j 0.0141842-0.00574668j -0.00678912+0.00172031j -0.00943903+0.0012102j -0.000315416-0.00643195j -0.00196093-0.00685066j -0.0148952-0.00203229j -0.00347757+0.00447162j 0.00702995-0.0147779j -0.0237651+0.0212909j -0.00681097+0.00810478j -0.00750442+0.00662223j -0.00262232+0.00238341j -0.00768487+0.0110017j 9.19522e-05+0.000539404j -0.00607073-0.00299778j -0.00609617-0.0052568j 0.000605256+0.00180764j 0.000949784-0.00290127j 0.00593885-0.00315385j 0.0103211-0.00226939j 0.00498679+0.00321203j 0.000822243-0.00520004j -0.00523737+0.00133277j 0.00752502-0.00757351j -0.00902974-0.00595286j -0.00951921-0.00482015j 0.0106667+0.00393948j -0.00485589-0.00199663j 0.0040933-0.00372333j -0.00460609+0.00341239j -0.013835+0.00744653j 0.00153167+0.0095854j -0.00136928-0.00335372j -0.00956784+0.00607741j -0.00855553+0.00446983j 0.00834812-0.00722754j -0.00299176-0.00304817j -0.00733304+0.00189482j -0.00298583+0.0071094j 0.00351773+0.00996596j 0.00114494-0.00404997j 0.00443543-0.00509762j 0.0177997-0.0149215j 0.0181066-0.0106796j 0.0116193-0.0171508j -0.00602897+0.0280929j -0.00069933+0.0112055j -0.0209468+0.0217527j 0.00254242+0.0108027j 0.0108469-0.0149999j 0.00651445-0.00851276j 0.00707915-0.0200439j -0.0160104-0.00546219j 0.000734157+0.0053175j 0.000104487-0.0135687j 0.0111171-0.0213567j 0.000334259+0.00493627j -0.00100479+0.00737561j 0.0048435+0.00187461j 0.00177509-0.00344621j -0.00271136+0.000939786j 0.00398077-0.00733507j -0.00550542-0.000245692j -0.00447445+0.00822539j 0.0024661+0.00697765j 0.0126341+0.000666927j 0.00105433-0.0104536j 0.00307332-0.00125885j 0.00282697-0.00153176j -0.00588461+0.00383785j 0.00438477-0.00659573j 0.00332487-0.00105869j 0.000459604-0.00316433j -0.00230028+0.00514771j 
-0.0208258+0.00155034j -0.0028192+0.0162201j -0.00500152+0.0156232j 0.0117916-0.0124039j -0.00195254+0.0330297j -0.00600273+0.00619081j 0.0141563+0.0132486j 0.00449822+0.00714163j 0.0203243-0.00554022j 0.00600785+0.0249857j 0.00945288+0.0152371j -0.0109053-0.0300164j 0.0119093+0.0396706j -0.0218744-0.00112755j 0.00390117-0.0439279j 0.0115217-0.020882j -0.0126084+0.0368251j -0.00416239-0.00288776j 0.00490478+0.00889215j -0.00552446-0.00679023j 0.00266812-0.00802751j 0.0134989-0.00147963j -0.0103082+0.000812031j 0.00835977-0.00344658j -0.00148172+0.00239778j -0.0144245+0.016335j 0.0007815-0.00875165j 2.8006e-05-0.000798738j -0.00957327+0.00125892j -0.0016013-0.00532028j 0.0141906-0.0159467j -0.00148962-0.00562567j 0.0201578-0.0112798j 0.00561832+0.000220923j 0.00777732-0.0104621j 0.00818873-0.0062277j -0.000829367-0.000398571j -0.00659644+0.00823594j -0.00843599+0.0227852j -0.000283726-0.00221007j 0.0102487+0.00200795j 0.0055702-0.006242j 0.00623011+0.00104536j 0.00163173+0.000160688j 0.00474512+0.00453774j -0.00397366+0.00361359j 0.00843052-0.00425141j -0.00459644-0.000247726j -0.00225317-0.00717573j 0.00231485-0.000726459j -0.00293534-0.000549635j 0.00204621-0.0011111j -0.00187303-0.00450648j -0.00748257+0.00396679j -4.81951e-05+1.68208e-05j -0.00320376-0.00481828j 0.00321336+0.00307582j -0.00434005+0.00115196j 0.00125761-0.0074615j 0.00259017+0.000500744j -0.010241+0.00163672j 0.000879475-0.00150845j -0.00433095+0.00746815j -0.00225573-0.000625381j 0.000818578-0.0058284j 0.00409069+0.00415751j -0.00102616-0.00765268j 0.000189491-0.00720941j -0.00487968-0.00123952j -0.000193508-0.00452994j -0.00214796+0.00698034j -0.00167018-0.000905114j 0.00331868-0.0013481j 0.00666721+0.00388421j 0.0010919-0.00822518j 0.00557528-0.00872388j -0.0113374+0.015783j -0.00653884-0.0100685j -0.00233973-0.00138538j -0.00242905+0.00881356j 0.00425316+0.00797651j -0.0058705+0.00832568j 0.000401323+0.00570518j -0.012366-0.00736618j -0.00153914-0.00122759j -0.000438086+0.0084823j 0.00121079-0.00207378j -0.00598948-0.0126134j -0.00439396-0.00427969j -0.0021901-0.00491803j -0.00999761+0.00495777j -0.00506813-0.00137823j 0.00332809+0.00971339j -0.00384046+0.000167372j 0.0014315+0.000588355j 0.00266412+0.00103759j -0.00270647+0.00448386j 
0.0193175-0.00374212j -0.00293798-0.00171711j 1.84062e-05+0.00775203j -0.0241527-0.00273028j -0.0174902+0.00899268j -0.000806077-0.000884651j -0.0166353-0.0107112j 0.0106858+0.010576j -0.00413558-0.00118003j -0.00486551+0.0051825j -0.0109928+0.0135277j -0.00533791-0.00734971j 0.0115438-0.00171718j 0.00518598-0.00570123j 0.0070579-0.00669195j -0.0102137-0.00388623j 0.0190417+0.00518289j 0.0175938-0.000588103j -0.00168982+0.00298024j -0.00397042-0.00684481j 0.00159554+0.000900661j -0.0117651-0.00198408j 5.46014e-05+0.00505925j -0.00735478-0.00954544j -0.00355033-0.000886919j 0.00593664-0.00273752j -0.0127662-0.0104466j 0.0257315+0.019549j 0.00433887-0.00677703j -0.0108916-0.0152668j -0.0117177-0.0125626j 0.0348185+0.0272504j -0.0148716-0.00682099j 0.0172805+0.0101188j -0.0114301-0.00709134j -0.00848415+0.000905999j -0.00277837-0.00110907j -0.00169971+0.00168841j -0.0063793+0.00434728j -0.000191577+0.00211684j -0.00845511-0.00125857j -0.00492866+0.0017854j 0.00200867-0.00210949j 0.00346867+0.00450475j 0.000645559+0.00318206j -0.00180152+0.00104435j -0.00759-0.00984791j 0.0082497-0.00210306j 0.00112167+0.00164403j 0.00472955+0.00171608j 0.000477569-0.00265324j 0.00473789+0.000301754j 0.00416399+0.00243402j -0.00012208+0.000526166j 0.00116213+0.00338975j 0.00173149-0.00271317j -0.00581571-0.0028594j -0.00400258+0.00200612j 0.000591729-0.00366893j -0.00439766-0.00210791j -0.0041873-0.00534525j -0.00568231+0.00193011j 0.00468505-0.00830101j 0.00321134-0.00468911j -0.00414235-0.0124974j 0.00826914+0.0142438j -0.0103987-0.0188941j -0.00218168-0.00527681j 0.0122921+0.0116746j -0.00606303+0.015654j 0.00181542+0.00227608j 0.0148914+0.00945106j -0.00270334-0.0143329j 0.00778893+0.00657163j -0.0122333-0.018487j -0.0134324-0.00689733j -0.00498661-0.0108061j -0.00220411-0.00512127j 0.0124975+0.0112264j 0.00622517+0.00679131j -0.000798653+0.00224411j -0.00307043-0.00311974j 0.00658904-0.000834939j 0.00610495+0.010797j 0.00918176-0.00124049j -0.0014667+0.000824773j 0.00459743+0.00266939j -0.00173489-0.00149461j -0.00555234-0.00257082j -0.0083243-0.000953979j -0.00709496+0.00199326j -0.0019125-0.000789498j -0.00677199-0.000188345j -0.000815445+0.000917239j 0.000876404+0.00508786j -0.00106719+0.00114816j -0.00108891-0.00246136j 
