0.000817037-0.00120522j 0.000413066-0.000516965j 0.00091194+0.0002261j -0.000952531-0.000850504j -0.00193318+0.00128238j 0.000694254-8.61402e-05j -0.0030278+0.00584408j -0.00225866-0.00228259j 9.85758e-06-0.0012738j -0.0025603+0.00156897j 0.00108737-0.00311154j 4.60298e-07-0.00126501j -0.00092212+0.00201087j -0.00264446+0.00129066j -0.00154709-0.000878128j 0.00355104-0.00884998j 0.00211567-0.0019376j -0.00182393+0.0025118j -0.000338773+0.00256842j 0.00390492-0.00462434j -0.00126493+0.00116776j -0.000831727-0.000661415j -0.00224975-0.000884599j 0.00153881+0.000292435j -0.00430443-8.32979e-05j 0.000347845+0.000250992j 0.0213136+0.000447114j 0.0409762+0.000461913j -0.0215357-0.00108277j -0.00262057-0.000789902j 0.00672083+6.34584e-05j 0.00569496+0.00062217j 0.00371801+0.000303452j -0.000272796+0.000652968j -0.00481835-0.0018755j -0.00038553-0.00193082j 0.00566059+0.00084315j -0.00258187-0.00183794j -0.00138924-0.000803579j 0.000785891-0.000466761j -0.00183069-0.000976788j -0.00140715+0.00016544j -0.00047807+0.000213077j 0.000123749-0.000720392j 0.0009609-0.000197034j 0.00247431-0.000160913j 0.000250766-0.000637817j 0.000910907-0.000833918j -0.000542667+0.00050096j -0.000107476-0.000539226j -0.000270772-0.000559702j -0.000885765-0.000247636j 0.00270327-0.000167646j 0.00144588-0.00022735j 0.00123699-0.000202481j 0.00014318-0.00207576j -0.000826268+0.000502887j 0.00106165-0.000658768j 0.000251251+0.000509431j 0.000105424+0.000736859j -0.000480253+0.000342552j 6.48032e-05-0.000488963j -0.00252397-0.000910614j -0.00073198+0.00155925j 6.02e-05-0.00026026j 0.000310656-9.17932e-05j 0.0016893-0.000339971j -0.0014656+0.00127631j 0.00080556-0.000246157j -0.000392511-0.000230463j 0.000163184+3.94759e-05j 0.000248801-0.000374166j 0.00167495+0.00111048j 0.00242925-0.00165941j -0.000865827+0.00108087j -0.00224004+0.00186671j -0.00177225-2.41912e-06j -0.00088725-0.000693458j 0.000295676-0.000532542j -0.00116868-0.000888689j 0.000700063-0.00123319j -0.00294559-0.00185073j 0.000935794-0.000792631j -0.00148834+0.000832774j 0.000802091-0.00283167j -0.00161742+0.000971095j 0.000168079-0.00239973j -0.000142073-8.25984e-05j 0.000750367-0.000646112j -0.00057848-0.000523488j 0.00164628+0.00102571j 0.000143512-0.00232107j 0.000580392-0.00298837j -0.000574581-0.00140071j 0.000519402-0.00219723j 
-0.00328929+0.00135157j -0.00689634-0.0031739j -0.00513411+0.0053837j -0.00435298-0.0038255j -0.000809697+0.00335301j -0.00289533-0.00919053j 0.0102746+0.000432755j 0.00836033-0.0051163j -0.00271025+0.00884804j -0.0027216-0.00162716j 0.00581182-0.00136582j 0.00383194-0.00364941j -0.00909381-0.00164923j 0.00178357-0.00700981j 0.00161984+0.00287192j 0.00405414+0.00207765j -0.00658445-0.00926278j -0.00647157-0.00726566j 0.000699051-0.00526102j 0.00316947+0.00342206j 0.00812841+0.00411144j -0.000529392+0.00230507j 0.00153901+0.00140153j -0.00568223+0.000853505j 0.00591144-0.000137303j -0.00349994+0.0050542j -0.0013877+0.00379349j 0.000615791-0.00337164j 0.00139609-0.00477395j -0.00969737+0.00175513j 0.000429809-0.0074683j 0.00250427-0.000161918j 0.00387164-0.00063896j 0.0117767+0.000646197j -0.0031104-0.00222779j 0.00415277+0.00397633j 0.000799423-0.0020959j -0.000268489-0.000182856j -0.0043222+0.00337964j 0.00108635+0.00500379j 0.00151804-0.000282057j 0.00121253+0.0043372j -0.0103491+0.000674895j -0.000240332+0.00621905j 0.00769502+0.0055361j 0.00678324-0.00183289j 0.00477182-0.00182681j 0.00477331-0.00600883j 0.00465394+0.000501147j 0.00371845+0.00177341j -0.00499794-0.00345841j -0.00660109+0.00505167j -0.00135747-0.000394112j -0.0031157+0.00221902j 0.00188939+0.00690932j 0.00226957+0.00315007j 0.00305917+0.00107434j -0.0045145-0.00298551j 0.00298319-0.00187872j -0.00210886+0.00298357j 0.00103241-0.00313218j -0.00186979+0.00240577j 0.0103504+0.000737806j 0.0029692-0.00302564j 0.00521209-0.00196126j -0.00108315+0.0018568j -0.00515017+0.00250236j 0.00386554+7.06782e-05j -0.00644134+0.000581975j 0.00615003+0.00209405j -0.00456912+0.00221448j -0.00391366-0.00158276j -0.00445157-0.000610714j 0.00231126-0.000296256j 0.0093116+0.00456607j -0.0079044-0.00088565j -0.00526949+0.00397969j -0.00705209-0.0045359j -0.00156585+0.00195943j -0.00723332-0.00244126j -3.79596e-05-0.0015918j -0.00274095+0.000494914j -0.000658924-0.000222542j -0.00110245+0.00355652j 1.22592e-05-0.00200056j -0.000857281-0.00201591j -0.00132995-0.00413763j 0.000713294+0.00099087j 0.00023725-1.16657e-05j -0.00204668-0.00206186j 0.00197317+0.00243456j 0.000767637-0.000142748j -0.00106531-0.00332992j -0.0011683-0.00442126j 0.000523818-0.00186133j 
0.00122529-0.0052889j -0.0044993+0.00201385j -0.00671389-0.00316259j -0.000336954-0.00180518j 0.00555971-0.000545101j 0.00321684-0.00257106j 0.000908348+0.000615301j 0.0038988+0.000301687j 0.000837151-0.0017639j -0.00267483-0.00355743j 0.00544211-0.00588521j 0.00613884-0.00419663j 0.00613987-0.000374499j -0.00472581-0.00423006j -0.00445357+0.000596432j 0.00364265+0.000215676j -0.00162716-0.00406432j -0.00637896+0.00174404j 0.00508332-0.00138646j 0.00317484-0.000550402j 0.00426517+0.000468194j -3.01897e-05-0.000901925j -0.00704088+0.00115208j 0.00551+0.00268899j 0.00553106-0.000329725j 0.000311658+5.21102e-05j 0.00188435+0.00305095j 0.000511297-0.00167177j 0.00244121-0.00247476j 0.00389923+0.0017975j -0.000334684-0.00871905j -0.00405066-0.000993675j -0.0039491-0.00288703j 0.00120812-0.000681148j -0.000627762-0.00474748j 0.00100988+0.00561962j 0.00297071-0.000800808j 0.00387007-0.0020899j -0.00591581-0.00737246j -0.000999118-0.00740856j 0.0022886-0.00714973j -0.00240279+0.00323766j -0.00686164+0.000605069j -0.00222711+0.00108439j 0.00445573+0.000461317j 0.00228228-0.000622609j 0.00496556+0.00967734j -0.00229762+0.00416828j 0.000906714+0.00419306j 0.00323972-0.00698842j -0.00652035+0.000321845j -0.00499819-0.000186148j 0.000572972-0.00106332j -0.00166694-0.00338787j -0.000892565-0.00615074j 0.00126743+0.00118703j -0.000477217+0.000114683j 0.000591296+0.00287981j -0.00060771+0.00437562j -0.00576175+0.00125096j 0.00359778+0.00363932j -0.0035071+0.00213633j 0.00149014-0.00100886j -0.00707244-0.00480714j 0.00180306-0.0025534j -0.00453502-0.00244398j 0.00541898-0.00230136j -0.00225139-0.0030979j 0.000563926+0.00159135j -0.00184824-0.00234091j 0.00182942+0.000281738j 0.00646824-0.00141682j -0.000620258-0.00289016j 0.00357944-0.000559332j -0.00707443-0.00634101j 0.00749978+0.000784198j 0.00355047+0.00270659j 0.00203058-0.00058447j 0.00133201-0.00168999j 0.00311853+0.00591591j 0.000902226+0.00194749j -0.000699753+0.00367529j 0.00495659-0.00232436j 0.00498426-0.00217773j -0.00264058+0.000484707j 0.00244643+0.00100382j -0.00369801-0.000468727j -0.000986806+0.000502j -0.000527368+0.000115949j 0.00377617-0.00155957j -0.00245571-0.00101382j -0.00283844+0.00239709j -0.00373685+0.000523073j -0.00165661-0.00215496j -0.000606573+0.000368976j 
0.00231775-0.000515674j 0.00108007+0.00391203j -0.00318745-0.000548493j 0.00730419+0.0160984j -0.00230518+4.6551e-05j 0.000547939-0.00839968j 0.00501742+0.00694303j -0.000927824+0.00190769j 0.00756157+0.00324668j -0.00432421+0.00235354j -0.0113917-0.015888j 0.000364651+0.00381413j -0.00017904+0.00814608j -0.00174143+0.00220345j -0.00711679-0.0167562j 0.0100811+0.00783979j 0.00207672+0.0112794j 0.00126983-0.000499748j 0.00283206+0.00757795j 0.000156017+0.00917987j -0.00281263+0.00691557j 0.000550805-0.00488464j 0.0102516-0.00387758j -0.00643126-0.00423031j -0.00857973+0.00335133j -0.00553643-0.000688887j -0.00988019+0.00508379j 0.00237677-0.00247588j 0.0033605-0.000837764j -0.0101017-0.000132239j 0.0104875-0.00351768j 0.0101263-0.00250293j 0.00227551-0.00155314j -0.0015843-0.000776714j -0.00011439-0.00293226j 0.000275493+0.0018053j 0.00198365+0.000955157j 0.00336272-2.66093e-05j 0.00492381+0.00644344j 0.00430438-0.00071988j 0.00215404-0.00286773j -0.00214046+0.000121132j 0.0071284-0.000215863j 0.000292875+0.00569309j -0.00373818-0.0017518j -0.000454338+0.00156425j 0.00139775-0.000900673j -0.00891294-0.000839844j -0.00660581-0.00750323j -0.00333505+0.00448847j -0.00279853+0.000611002j 0.00202043+0.00705797j 0.000535191-0.00105229j 0.00180629-0.00196724j -0.00133207+0.00218203j -0.00376671-0.00218418j -0.00387747-0.00185162j 0.00310088+0.00417097j -0.00314265+0.00355543j -0.00200367+0.00334927j 0.00674791-0.00402957j -0.0046353-0.00129351j -0.00663912-0.00406294j -0.00507641+0.00178154j 0.000278536-0.00601632j -0.00313868-0.000556276j 0.00511908-0.00269246j -0.00410853+0.00140991j 0.00386823+0.00217677j -0.00674223-0.00263197j 0.0021194-0.00206922j 0.00544251-0.00196504j 0.000817742+0.00192541j 0.000930421-0.00297363j -0.00843637-0.00459481j 0.0101648+0.00385868j 0.00571646-0.000502026j 0.00387167+0.00446875j 0.00226318-0.00383997j 0.00456629+0.00455573j 0.00136924+0.00363406j 0.00353022-0.000405259j 0.00199267+0.0029656j 0.000597804+0.00167591j -0.00167986+0.00376411j 0.00325121+0.00432728j -0.00177269-4.45291e-06j -0.00082573-0.000276796j -0.000820645-0.000177308j 0.00285286+0.000424928j -0.00313944-0.00218145j -0.00190961-0.000657966j -0.00114028+6.50481e-06j 0.000361774-0.000951244j -0.000320047-0.000220253j 
0.00166002+0.00173374j 0.00020818+0.000500334j 0.00427049+0.00365062j -0.00203087+0.00417775j 0.000646935+0.0014089j -0.000618239+0.0023759j -0.00518908-0.00122864j -0.00513644+0.0015359j -0.00438392-0.000575853j 0.00938304+0.000116177j -0.00722154+0.00914613j 0.0170474-0.00389221j -0.0162301-0.000778169j -0.0118207-0.00126379j -0.0155796+0.00368333j 0.0173269-0.00072644j 0.00744949-0.00621824j 0.000117333-0.000441902j 0.00343108-0.0026099j 0.00411188-0.00273318j 0.00105517+0.00163265j 0.00285779-0.00106267j -0.00334653-0.000514539j -0.00301285-0.00045548j 0.0028273-0.00707775j -0.00246617-0.0121154j 0.00595797-0.00390067j -0.00355358+0.00138141j 0.00145617+0.00332719j 0.00337938-0.0131995j -0.00223882-0.00100457j -0.00485787-0.00199331j 0.00147264-0.000688945j -0.00214288-0.00110925j -0.000239206+0.000437404j -0.00203829-0.0029358j -0.000527613-0.000976859j -0.00174053+0.000110873j -0.00308534+0.00279507j -0.00119351-0.0020575j -0.00194795-0.00472967j 0.00122115+0.000623912j -0.0022534-0.000696286j -0.000126241+0.00452654j -0.00297005-0.00986724j 0.00463989+0.0107524j 0.00113633+0.00935589j 0.000985227+0.00590097j 0.00293475-0.0145049j 0.00102603+0.00305878j 0.00200905-0.00099899j 0.000471333+0.00203429j -0.00121159-0.0065206j -0.00218607-0.0113885j 0.0012109-0.00764686j -0.000400473+0.00339553j 7.79203e-05-0.00238718j -0.00152392-0.002272j 0.00190282+0.000587366j 0.000854986-0.00211312j 0.00313907-0.00251259j -0.00451515+0.00401059j 0.0025431+0.00343918j 0.00249651-0.00161529j -0.00230076-0.00201209j 0.00323064-0.00632518j -0.00505337-0.000375397j -4.12581e-05-0.000295196j 0.00483004-0.000449591j -0.00664891-0.00213773j -0.00449047+0.00285115j -0.00973661+0.0112564j 0.00292241+0.00103052j -0.000499924+0.00481985j 0.00975086+0.00698224j 0.000350918-0.0104144j 0.00400215+0.000353545j -0.00168074+0.000749762j 0.00231615-0.00460241j -0.00484414-0.00194895j -0.000320962+0.000850499j -0.00137786-0.00649908j 0.00629074+0.000299384j 0.00204651-0.00234963j -0.00025506-0.000253474j 0.00213217-0.00165318j -0.00315108-0.000190704j 0.00013282+0.00018643j 2.08457e-05-6.09533e-05j 0.000138785-0.00143412j 0.000599713+0.00247892j -0.00157569-0.000360464j -0.00129781+9.99823e-05j -0.000199296-0.000877207j -0.00017227+0.00098707j 
0.00432205-0.0033105j -0.00245252+0.0012682j 0.00123223-0.00270222j 0.000519291+0.00113699j -0.00379011+0.0119356j 0.00452313-0.00042827j -0.00793643+0.00628304j -0.000133315+0.00256755j 0.000611956+0.00151102j -0.00255994+0.000161346j 0.00569738-0.00927222j -0.00682262+0.0064504j 0.00366326-0.00564436j -0.000276741-0.00615801j -0.00133815-0.00578217j -0.00272691+0.0116024j 0.00151024-0.0123421j 0.00168732-0.00599062j 0.00114816+0.000832471j 0.000532472+0.00224235j 5.96381e-05+0.00193527j 0.0102927+0.000491535j 0.00150006-0.000452726j -0.000730964+0.00689957j 0.00733495-0.000885129j -0.00677281-0.00185205j 0.00624275-0.00505292j 0.000465921-0.0033857j 0.0073229-0.00951824j -0.000689157-0.00360505j 0.000966861+0.00184367j -0.00301945+0.00656733j 0.00344604+0.00286897j -0.00108701-0.00191317j -0.00195388-0.00226834j -0.00260134+0.00385082j 0.00260281-0.00672455j 0.00412278+0.00240888j -0.00103369-0.00347454j 0.00363599-2.011e-05j 8.98988e-05+0.0077741j 0.00638564-0.00060754j -0.00177482+0.00273503j 0.00276794-0.00512838j -0.00239782-0.00129895j 0.00204453-0.00400463j -0.00314643-0.0066811j 0.000162575-0.00141806j -0.00202126+0.00342398j -0.00254666+0.0014942j -0.000333115-0.000229845j -0.00204994-0.00353192j -0.00559918+0.00107732j -0.00241749+0.00682137j -0.00233723+0.00365867j 0.00096747-0.00429894j 0.00138354-0.00675312j -0.000863862+0.00139002j 0.00027902+0.00474992j -0.00330745+0.00318281j -0.00457008+0.00296299j 0.00586524+0.000174587j -0.00237726-0.00464545j -0.00209544+0.00382163j -0.00230021+0.00262077j 0.00425749+0.00397856j -0.000651238-0.00524797j 0.000930304+0.000740913j 0.00359151+0.00308965j -0.00197387+0.000348702j -0.00151385-0.00278991j 0.000109235-0.00599795j 0.0021841+0.00312795j 0.00032885-0.00289485j 0.00675857-0.000493124j -0.000377233+0.0011322j 0.00661544-0.000728434j 0.00387785-0.00315511j 0.0051092-0.00125734j -0.00721687+0.00282012j 0.00161672-0.00378088j -0.00415321+0.0031044j -0.00190385-0.0026479j 0.000236479+0.0006904j -0.00600796+0.00485581j -0.00257137+0.00111791j 0.00084267-0.00321319j -0.00082457+7.63885e-05j -0.000223552-0.00122903j 0.00441537-0.00233173j -0.00283901+0.00114312j -0.000920472+0.00232442j -0.00311723-0.00118079j -0.00125409-0.00601613j 0.000149534+0.00360995j 
0.000711996+0.00768419j -0.000215904-0.00104224j 0.00118212+0.00606087j 0.00209275+0.00383152j -0.000857335-0.00354269j 0.00277494-0.00187818j 0.00281608+0.000197124j 0.00557814-0.0014927j -0.00123487+0.00373966j -0.00884515-0.000347341j 0.0102162+0.00429046j -0.00784079+0.00357862j -0.00951766+0.00723122j 0.00520862-0.00409742j -0.00349284+0.00115501j 0.00763187-0.00095561j -0.00547627+0.000237221j -0.00303735-0.00199076j -0.000396004-0.00153394j 0.00135767+0.000403181j 0.0013126+0.000685866j -0.00265893+0.000825452j -0.00211738+0.00314788j -0.00124044-0.00380027j 0.00244294+0.000705363j 0.00167522-0.00305818j -0.00223214-0.00179262j 0.00017882+0.000330393j -0.00193563+0.00111202j 0.00399806-0.00288626j 0.000377246+0.00106561j -0.00412396+0.00108295j 6.67453e-05+0.00317616j -0.006045+0.00169009j 0.00352408-0.00120722j -2.95514e-05+0.000132105j -0.000354395-0.00479203j -0.00112511-0.00177234j 0.00427387+9.30745e-05j 0.00248204-0.00167684j 0.00231388+0.00398318j -0.00430542-0.00134882j 0.00694903-0.000506889j -0.00522537-0.0106564j -0.00461236+0.00336331j -0.0004109-0.000640391j -0.000713798-0.00924767j -0.00296078-0.000183585j -0.00144825+0.00559583j 0.000864241-0.00566742j -0.00266642-0.00525293j 9.13539e-05-0.000651597j 0.000359179-0.0017224j 0.000578537+0.0018706j -0.00367737+0.00187081j -0.00195426+0.00210625j -0.00616496-0.000606674j 0.00140175+0.00351627j -0.00223931+0.0043684j 0.00417697-0.00293986j 0.000725399-0.00546216j 0.00100016+0.00131814j -0.00351397+0.00943626j 0.000665119-0.0022984j 0.000126409+0.00205817j -0.00355182-0.00430289j 0.00211376+0.0045951j -0.00205143-0.000149806j -0.00151554-0.00479131j 0.000660962+0.00493966j 0.000388034-0.00198715j 0.0034488-0.00447504j 0.00107064-0.00335787j -0.000208578-0.00180403j -0.00431912-0.000819596j 0.00209264+0.00281873j -0.0002202+0.00397967j 0.00217606+0.00638569j -0.000999217+0.00862471j 0.00282092-0.0110292j 0.0016018-0.00247011j 0.000801877-0.00501294j -0.00125088+0.00098676j 0.000303397+0.00228789j 0.000467747-0.00884121j 0.000705685+0.00361001j -0.00106325+0.0030799j -0.000730127+0.000107549j -0.000830287+0.00047222j 0.000380119-0.000190213j -0.00277152-0.00173376j 0.000598831-0.00426699j 0.00161507+0.000175031j 0.00265177-0.000143475j 0.00108067-0.00458621j 
-0.00147048+0.00126303j 0.000128249-0.00343573j -0.00272241-0.0144789j -0.000203775-0.00107837j 0.00650501+0.00227346j -0.000371505+0.00674082j -0.00710387-0.00407573j -0.00288985-0.0120734j -0.00272495-0.0112117j 0.00517466+0.0133706j 0.0158267-0.00350951j -0.00278798-0.00185786j 0.00065905-0.0128443j 0.00181087+0.00232581j -0.00605477-5.37354e-05j 0.00216236+0.00778531j 0.00074172-0.00327308j -0.00233631-1.13972e-05j 0.00229031-0.00599298j 0.00515883-0.00796861j -0.00765514-0.00478584j 0.00872966-0.00159049j 0.00397075+0.000968465j -0.00324258+0.0016039j -0.00347142-0.00391691j -0.0136198+0.00261588j 0.000385325-0.00240385j -0.00424981+0.00371266j 0.00242071+0.0071937j -0.0162857+0.0011307j 0.00558638-0.000150691j 0.00523711-0.00186832j 0.0126511-0.000213235j 0.00339736+0.0032627j -0.00159765+0.0024377j 0.00592768+0.000902006j -0.00540263-0.000249644j -0.00289609+0.000159942j -0.0070928-0.00903192j 0.00235053+0.00430995j 0.00131577+0.00280481j 0.00943527-0.000523014j -0.00674472+0.000446209j 0.00216246+0.00573502j -0.00323463-0.00215296j -0.00324325+0.00368528j -0.00615139-0.00281917j -0.00571216-0.000261273j -0.0105012-0.00588629j -0.00420023+0.0035526j 0.00359798+0.000303233j -0.0050428-0.00227416j 5.98235e-05-0.00299591j -0.000626376-0.00224709j 0.00106273-0.000338242j 0.000166596+0.00423802j -0.00231987+0.00544379j -0.000208619-0.000943831j -0.000910993-0.00103083j 0.00473929-0.000163474j -9.39608e-05-0.000942504j -0.000724682+0.00574655j -0.00151701+0.000665495j -0.00119358-0.00240957j 0.000138001+0.00422021j -0.00072703+0.000635602j 0.00539171-0.000129448j 0.000544869+0.000773194j 0.00149439+1.99698e-05j -0.00167117+0.00220769j 0.00207319+0.000426699j 0.0061779-0.00374504j -0.000137956+0.0016803j 0.00141671-0.00241365j -0.00591953-0.000869475j -0.000600128+0.00365204j -0.000851137+0.0016413j -0.000167288-0.00199442j -0.00339519+0.00185291j 0.00453921-0.00196401j -0.000962329+0.00180457j 0.000126547-0.00286207j -0.00204446+0.00040645j 0.000201134-0.00215527j 0.00286846-0.00650523j 0.00019859+0.00133888j 0.00153434+0.00237575j 0.000649127+0.000123047j -0.000546675+0.00048341j -0.00279564-0.000537286j 0.00111436-0.000142338j 0.000637425-0.00333997j 0.00276794+0.000390226j 0.00127842+0.00262267j 0.000473628-0.00256014j 
-0.00110508-0.00377113j 0.00160863-0.000910657j -0.00469183-0.0104505j 0.00222365+0.00104324j -0.00524609+0.000878362j 0.00403834-0.00277001j -0.00568316+0.00491233j 0.00280244+0.00142275j 0.0100221+0.00582453j -0.0201644-0.00641555j 0.0230713-0.00076338j 0.0156579+0.00260435j -0.00468934+0.0075267j -0.0115943+0.00176368j 0.0118573+0.00491667j -0.00868019-0.00502293j -0.000790643+0.00057345j 0.00388234-0.000919277j -0.00368115+0.00253509j -0.00520774+0.000592489j -0.00392025-0.00240448j 0.000406866+0.00199647j 0.00416806+0.00110843j 0.00135435-0.000924528j -0.000317077+0.00724515j 0.0042817+0.0150027j -0.00690032-9.51359e-05j -0.000773798-0.00353841j -0.00346431-0.00502723j 0.0026059+0.0148182j 0.0043265+0.00547048j 0.00410521+0.00538824j -0.00321454+0.000986812j -0.000168534+0.00176394j 0.000571143-0.000173749j 0.000343971-0.000101316j -0.000119192+0.00255175j 0.000876333-7.05997e-05j 0.00415989-0.00134581j -0.000517205-0.00210842j 0.00103159-0.00330567j -0.00533774-0.00172902j 0.00307503-0.000416913j -0.00168269+0.00350408j 0.00180841-0.00530738j -0.000654897+0.0116315j 0.00391074+0.013159j 0.00286448+0.00416337j -0.00174284-0.0115339j -0.000192479+0.0028025j -0.00358577+0.000195823j -0.00044706+0.00493278j 0.000455635-0.00492432j 0.000192487-0.0109702j -0.00296771-0.00578533j -0.00203362+0.000902919j 0.000547603-0.000214879j -7.25804e-06+0.00237391j -0.00175491-0.00199752j 0.00146766-0.00164547j -0.00453801-0.000779688j 0.00545317-0.000897208j -0.000316551+0.000637485j 0.000878168-0.00377226j 0.00032638+0.00561582j 3.5212e-05+0.00443386j 0.000511008+0.0075972j 0.00112636-0.000445924j 0.00206888-0.000294428j -0.0012011-0.00208366j 0.000564261+0.0047146j -0.00142918+0.00726977j 0.00225175+0.000647474j -0.00164841+0.00427534j 0.00371925+0.00321461j 0.000344793-0.000740264j 0.00492431-0.00246159j 0.00361114-0.000585258j 0.00178618+0.0031311j -0.00646108-0.0019893j -0.00243679-0.00366579j -0.00203943+0.00386968j -0.00414347-0.000800045j -0.000360826+0.00321007j -0.00338195-0.000162745j -0.0019145+4.07172e-07j 0.00297128+0.000692371j 0.000252339-0.000255598j 0.000263455+6.88773e-05j -0.00145643+0.00125249j 0.00110227-0.0010419j 0.00029108+0.000521435j 0.000947553+0.000247338j -0.00041187+0.000648439j -0.000162577+0.000256042j 
-0.000129311+0.00673642j -0.00297521+0.00249924j 0.00567345+0.0118162j -0.000433873-0.00629109j 0.000490286-0.00159638j -0.00523899+0.00154939j 0.00237289-0.00441802j -0.00150686+0.0016292j -0.00293898-0.00244431j 0.00979573+0.00578324j -0.00966111-0.0061224j 0.00953092-0.00901813j 0.00305897-0.0042975j -0.00929676+0.00317287j 0.0103141-0.00734358j -0.0146359+0.00232747j 0.00253384+0.00150737j 0.000847903+0.00198512j -0.00796133-0.00220595j -0.0011244-0.000160277j 0.00125435-0.00100638j 0.000231619+0.000201193j 0.00342874+0.000656846j -0.00144576+0.00251028j 0.000947895+0.00676849j -0.000752099+0.00524554j -0.000329406+0.00374227j 0.00247597-0.00258829j 0.00232956-0.00533616j -0.0046407+0.00831327j 0.00021871-0.00377755j 0.00402181-0.000361279j 0.00371733+0.00178855j 0.000505382-0.00414915j -0.000522988-0.003264j -0.000710537+0.00658406j 0.0015908-0.00687141j -0.00079418-0.00334649j -0.00193028-0.00326166j -0.00137187+0.00236526j -0.00149873-0.000631314j 0.00683328-0.00307549j -0.00262374-0.00140768j -0.000668864+0.000729111j -0.00442726-0.00439046j -0.00509202+0.00764488j -0.0039946+0.000138627j -0.000942598+0.00233302j -0.00742024-0.00115935j -0.00729005+0.000210005j 0.0042535-0.0023018j -0.00197021-0.000597762j -0.00053369-0.0048792j 0.00072966-0.00404785j -0.00171942-0.0024143j -0.00452068+0.00297759j 0.000876268-0.00532543j -0.000284498+0.00293717j -0.00222739+0.00459353j -0.000315543+0.000148556j 0.0033649-0.00161868j -0.00359887+0.00266916j -0.00248282+3.40699e-05j -4.09143e-05-0.0046866j -2.52383e-05+0.00329311j 0.00284863+0.00235372j 0.000373051+0.00328207j 0.000154802+0.0014639j 0.00519512+0.0014622j -0.00446243-0.00221186j -0.00272804+0.00427024j -0.00515121+0.00966021j 0.00363762+0.00158119j -0.000416187+0.00528407j 0.000534382+0.00444162j 0.00587841-0.00677083j 0.00562348+0.0015347j 0.00175115+0.000973166j 0.000970504+0.00109576j -0.00261697-0.00354543j 0.00192384-0.00158262j 0.000426439-0.00166702j 0.00254596+0.00245797j 0.00147742+0.000543957j -0.00202947-0.00321811j -0.000480718+0.00186217j -0.000687747-0.000249503j -0.000771633+5.31359e-05j -0.000763303+0.000620247j 0.00211947+0.000147295j -0.00292235+0.000564155j 0.000774353-0.000598735j -0.00028555-0.000214955j -0.000306687-0.00157744j -0.00144954-0.00349793j 
0.000578007-6.84136e-05j 0.00287673-0.0024116j -0.00719222-0.00942223j 0.0161444+0.0144586j 0.00701853+0.00259643j -0.00477727+0.00334039j -0.00824517-0.000961487j -0.00816187-0.00688431j 8.17522e-05+0.00933991j 0.00348352-0.00292428j -0.00140678-0.00264197j -0.00732777+0.00144481j -0.00111512+0.0117033j -0.00546643-0.0014442j 0.0115821-0.00286461j -0.00239945+0.00103807j -0.00367868+0.0021928j 0.00307873-0.00803384j 0.00968728+0.00264305j -0.00410884-0.00173842j 0.00459576-0.00011665j -0.00448595+0.00295518j 0.00060596+0.000522385j 0.00404788+0.0030026j -0.000246068+0.000479413j 0.00637383+0.00234632j 0.000179757+0.000288669j 0.00129745+0.00382129j -0.00108926+0.00734991j 0.00843294+0.0064394j -0.00133433+0.00501706j -0.00699494-0.00360293j -0.0051326-0.00269747j -0.00209844+0.000704044j 0.000481284+0.00458174j -0.000609616-0.00291277j -0.000993225+0.00530476j 0.00275647+0.00277826j 0.00363788-0.00148805j 0.00438615+0.00169248j 0.00206549+0.00109363j 0.00164789+0.000623846j -0.00334707+0.000471961j 0.00441529-0.00256265j 0.0020357+0.00269859j 0.00125963+0.00109681j 0.000299248+2.29932e-05j -0.0024696-0.000990177j 0.00170053+0.00140063j 0.00147872+0.00280389j -0.00062844-0.00604722j -0.00241191-0.000158225j -0.00124028-0.00154797j -0.00135499-0.00131302j 0.00115576+0.00290189j 0.00338539+0.00133528j 0.000428489+0.00322184j -0.00222487+0.00222502j -0.000754937+0.00342096j -0.000789767-0.00159139j 0.00474438-0.00210457j -0.0047621+0.00165312j 0.00920578-0.00284103j -0.0019659-0.00428592j 0.00286941-0.00249117j -0.000886399-0.0028335j 0.000917335+0.00181863j 0.00177132-4.03479e-05j -0.00820873+0.00242229j 0.00744322-0.00390004j -0.00242799+0.00283484j -0.00243801+0.0013384j -0.00138965+0.000199447j 0.00414358-0.00185526j 0.00936885-0.0026082j -0.00793488+0.00427731j -0.00302638+0.00344579j -0.00366793+0.00167222j -0.00214214+0.00168676j -0.00819232-0.000235326j 0.000409276+0.00266758j -0.0061223-0.0034251j 0.004312+0.00324783j 0.00313358+0.00158569j -0.00201868-0.00508487j 0.000298278+0.00308647j -0.00814857-0.00199799j -0.000227459-0.000773795j -0.000285473-0.00078035j 0.000402915-6.9466e-05j 0.0024818-0.00407304j -0.00196763-0.00169399j -0.00299429-0.0019786j 0.00436087+0.000969763j 0.00188835-0.00240595j 
