0.0143971-0.0121355j 0.032972+0.00207576j 0.0428513-0.00268993j 0.0101441-0.00943769j 0.0283655-0.000748767j 0.0252533+0.00787897j 0.0285748-0.00711423j -0.0459702+0.00145523j 0.00895752+0.00200907j 0.0333706+0.00131506j -0.0203838+0.00613848j 0.0109355-0.000439019j -0.00801224-0.00136665j -0.00257137+0.00620429j 0.0829084+0.00121813j 0.0152592+0.000484964j 0.00472428-0.000220496j -0.0193978-0.000859841j -0.0356996+0.00330753j 0.00269803+0.000536437j -0.0216772-0.000346967j 0.0263093+0.00151474j -0.00254941-0.00210077j -0.0397353-0.00334173j 0.00467621+0.00161185j -0.0243115-0.000483935j -0.00406518+0.000748699j -0.0260606-0.000636215j -0.0236959+0.0039902j 0.0344643-0.0011779j 0.0425776-0.002534j 0.0382128+0.000476999j 0.0345392+0.00178189j 0.0100073-0.000779711j -0.0016061+0.000479908j -0.0153579-0.000109235j 0.0277347+0.000866047j -0.0101448+0.000153502j 0.0197964-0.000437307j 0.00762838+0.000748931j -0.0570414-0.000700512j 0.0254249+0.00291677j 0.00300539+0.000168712j -0.0015342+0.000768117j 0.0331439+0.00209856j -0.0447803+0.00182345j 0.0334143+0.00122691j 0.0352747-0.00183116j 0.0365929+0.000918248j -0.00738645-0.00195727j 0.00297517+0.00109703j 0.0446709-0.000360365j 0.016738-0.00161412j 0.00530299-0.000497819j 0.0346577-0.00333017j -0.038984+0.000206059j -0.0368053+0.00401869j -0.01315-0.00172331j -0.00460913+0.00234756j 0.0334462+0.00293309j -0.129659-0.00398657j -0.00809957-0.00317632j -0.0135063-0.00482685j 0.0435516-0.0024802j -0.0192617-0.00253708j -0.0487545-0.000164562j 0.0222842+0.00110447j -0.0791782+0.00158615j -0.00756644+0.00597532j -0.103033-0.00518564j -0.0590149+0.00103453j 0.00674675+0.00370156j 0.0397123-0.00395545j -0.070189-0.00384305j 0.151295-0.000161387j -0.115059+0.00047174j -0.281511-0.00397064j 0.100464+0.000952342j 0.0132639+0.00227983j 0.0221695+0.000850764j -0.0738029-0.00199841j 0.0183041-0.00225288j -0.587581-0.0047613j -0.163515-0.00324358j -0.197209+0.00340282j 0.105982-0.00262148j -0.0771839-0.00799339j -0.152222-0.0044485j -0.0533209+0.00572775j -0.0866247-0.00971009j -0.038661+0.0018929j -0.0186384+0.0277996j 0.111665+0.00243906j 0.0506584-0.0288652j -0.0306129+0.0262591j -0.0787221-0.013694j 0.0222692-0.0491077j -0.359213+0.00936677j 
0.000512694+0.000316161j -0.00141749+0.00357732j -0.0035054+0.00686339j -0.001277+0.00265006j -0.000536508-0.00453366j -0.00693122+0.00228015j -0.00396747+0.00737602j 0.0093281-0.00434584j 0.000584171-0.00143712j -0.0105044+0.00288582j -9.41585e-05-0.0112986j 0.0123517-0.0176827j -0.0116912+0.00363493j -0.000271398-0.00715194j -0.0500119+0.00832153j 0.041729-0.0321927j -0.00737523-0.00500209j 0.0370411-0.0209284j 0.0197622+0.00746802j 0.0333426+0.000648712j -0.0296394-0.00897123j 0.0378875-0.00653335j 0.0357768-0.0152879j -0.0589033+0.0248476j 0.00860148-0.00252786j 0.0460894-0.00370977j -0.00518569-0.00547062j 0.00133611-0.0226966j 0.0252041-0.00325428j -0.0443722+0.00698198j 0.0399088-0.0217468j 0.0334718+0.0212289j -0.00086623+0.0397907j -0.0183443-0.0201172j -0.103069-0.0105729j -0.0232951+0.00533006j -0.0471766-0.0259723j 0.0794242+0.00754354j -0.0986772-0.0224433j -0.0146966-0.0168885j 0.0472866+0.0133667j -0.0725308-0.0248164j -0.0587359-0.0161127j 0.144687+0.0156766j -0.134567+0.0401971j -0.015601+0.00322862j 0.0760034+0.0326139j 0.0559559+0.00843939j 0.187769-0.0358791j -0.29772+0.00384113j -0.189894+0.0182587j -0.113209-0.0203355j -0.000515632-0.00335447j 0.0138219+0.0183024j -0.0325847-0.00639665j 0.0161153+0.0146713j -0.0230996-0.0181542j -0.0382366-0.0149573j -0.0412109-0.0322173j 0.00927345-0.0131444j -0.000121692+0.000743967j -0.0173273+0.00363348j -0.0139299+0.00601718j -0.0120231+0.0307547j 0.0840261+0.0201521j -0.0423024-0.0335372j 0.0253764+0.00482526j -0.024348+0.00636186j 0.00497626+0.017988j -0.0236054-0.0100345j -0.0268237+0.0123178j 0.0467935+0.000116898j 0.0242251+0.00706872j -0.00589693+0.00176313j -0.0138881+0.00252969j -0.000131485-0.00312413j -0.0130677+0.00325028j 0.00998282+0.00361573j 0.0111803+0.00294391j 0.0414007+0.00305572j -0.0113452+0.0077921j 0.041394-0.00548817j -0.0128432-0.00323876j -0.0154799-0.000426345j 0.0734719+0.0117696j -0.00383974-0.000369204j -0.00510338+0.014885j -0.00242522+0.00635419j 0.017128-0.00568784j 0.000579338+0.00266097j 0.00396332+0.00486998j -0.0168874+0.00523294j 0.0214489+0.0220875j 0.0210769+0.00784033j -0.00698851+0.00495836j 0.00249457+0.00878996j -0.00224916+0.00220436j -0.000464233-0.00152328j 
-0.00125418+0.000841055j -0.000221691-0.00101289j -0.00355654-0.0016759j -0.00857769+0.0126372j 0.0130875-0.00635335j -0.00037343+0.0102443j -0.00597793-0.0155741j 0.00453624-0.0171424j 0.011985-0.0174334j 0.00271977+0.0176526j 0.0158477-0.0137113j 0.0169064+0.011j -0.00297726-0.0191333j 0.00244082-0.0114627j -0.0120088+0.00169803j 0.0134287-0.0136882j 0.00687093+0.0121481j 0.0375576-0.00994097j 0.0324155-0.00137838j 0.0578149-0.00638504j 0.0270996+0.0166581j -0.00172564-0.018291j 0.00908892+0.0030998j 0.0264857+0.00536199j -0.0182767-0.00374425j -0.0319978+0.00357351j -0.042233+0.010781j 0.00206709+0.00947181j -0.0535809+0.00793938j -0.0184443+0.0101968j -0.0617433-0.000206496j -0.0283604+0.00953192j -0.0172678+0.017451j -0.0939251-0.0159639j 0.0139273+0.00218799j 0.0167385-0.00580313j 0.00910238+0.000406803j -0.0306599-0.0195357j 0.0391721-0.0121891j 0.0107554+0.00642592j 0.141046+0.0129248j 0.105163-0.0253904j 0.0998832+0.0155078j 0.0423401+0.015066j 0.0483113+0.00201314j 0.0960371-0.00277196j 0.111621+0.0125428j -0.280559-0.00735077j -0.124759-0.0247425j 0.238347-0.00635217j 0.041335-0.0111238j 0.31887-0.0032893j -0.0342402+0.011734j -0.183495+0.0353576j 0.0398391-0.0150029j -0.0856073+0.00580368j 0.0484446+0.0214175j 0.0380545-0.00569445j -0.0441224+0.0164998j -0.00900253-0.0138276j -0.0348833-0.00495702j 0.0254848+0.00824923j -0.0462865-0.0103223j 0.0415504+0.0389812j 0.0257912-0.0124405j -0.0320675-0.0225j -0.0209966-0.0263935j 0.00340825-0.0091281j 0.00518137+0.00821907j -0.0166384-0.00750814j -0.0114875-0.0161469j 0.0264534-0.0113087j 0.0119369+0.0164319j -0.0121402-0.0105988j 0.00654903-0.0213479j -0.0162683+0.00551555j -0.0331273+0.0197272j -0.0251407-0.0192864j 0.0305711-0.00334906j -0.00752993+0.0275867j -0.0177888-0.0152642j 0.0158159-0.00687057j 0.023554-0.0121186j 0.0225374-0.0176243j -0.0493561-0.00767417j 0.0236703-0.0113425j -0.0464718+0.00523208j 0.0328737+0.0162686j 0.0702498+0.012783j -0.0038702+0.0121695j -0.0171827-0.00265383j -0.00584897+0.00666291j -0.0123206+0.00132176j 0.01228+0.00486438j 0.00261714+0.00789144j 0.000713806+0.00113553j -0.00516579-0.000267608j -0.0011483-0.000478574j 
0.00485279-0.00781345j 0.00105248+7.7558e-06j 0.00233993-0.00220551j 0.00469781+0.00352892j 0.0137048-0.017997j -0.00383586-0.00536049j 0.0155619-0.0124309j -0.00201736-0.00936866j 0.0319268-0.0328807j 0.0077359+0.00860748j -0.00566993+0.000839836j 0.0302493-0.00045171j -0.017919-0.0047854j -0.00762757+0.0273937j 0.0055866-0.00197627j 0.000601533+0.0149408j -0.00630495+0.0204303j -0.0213491-0.00149758j 0.0407745-0.00279032j 0.0220453-0.0217104j 0.0277329+0.0415111j -0.0127969-6.53048e-05j 0.025591+0.0216771j -0.0287329-0.00888938j -0.0111667+0.00104627j -0.0685372-0.0158878j 0.0228742-0.0106156j -0.0306389+0.012198j -0.0377702+0.0130777j 0.036494-0.00605159j -0.0551763+0.030787j -0.0391364+0.0164401j -0.0169216-0.0178308j 0.0226578-0.0123769j -0.0729714-0.00177037j -0.0140569+0.0123085j 0.0196988+0.0134073j -0.127786-0.0191936j 0.0339025-0.00350382j -0.104605-0.0164418j 0.160213+0.00863479j 0.000742334-0.00387625j -0.0205812+0.0296394j 0.18125-0.0207839j 0.0315283-0.0366571j 0.0127999-0.0109693j -0.0712787-0.0161624j 0.00393443-0.00558723j 0.151272-0.0115384j 0.0429924-0.0152029j -0.0501751+0.00062442j -0.137481+0.010843j 0.00353738-0.00727348j 0.0213094-0.00295374j 0.0933937-0.00355479j 0.0582751+0.00654499j -0.0180016+0.00702784j -0.0311759-0.0371542j 0.0329217+0.0172229j -0.0221614-0.0137647j -0.0411492-0.0160357j -0.0330708-0.003653j -0.0231504-0.00416413j -0.0224785-0.0134193j 0.0385604-0.000362348j -0.00500433+0.00323325j -0.0171848-0.00742261j -0.00409315+0.00295358j 0.0187147-0.0028237j 0.0515575-0.00580566j -0.0133484-0.00782702j 0.0237328+0.00732713j 0.0165617+0.000594587j 0.00982278-0.0211576j -0.0178888+0.00913149j -0.00932302-0.0141465j -0.0338705+0.00352918j -0.00356933+0.0177504j -0.0124453-0.00118588j 0.00723655-0.0106208j -0.0358415+0.0128998j -0.00178717-0.0191326j 0.0140298+0.00469041j 0.00468711+0.00533746j 0.0348908+0.00146823j -0.00399795+0.00548543j 0.0444983+0.0196216j -0.00380347-0.000314294j 0.000134092+0.0103908j -0.0293188-0.00521341j -0.0111721-0.00750443j -0.0160773+0.00263399j 0.0134636+0.0203895j 0.0181817+0.00311764j -0.00904659+0.00435587j -0.00134364+0.0079559j 0.0037027-0.00196838j 0.00307694+0.00124774j 
0.00447621+0.00446239j 0.00116547+0.00371492j -0.00526316-0.0145548j -0.00307172+0.0128929j 0.00778385+0.00720535j 0.00192895-0.0141969j 0.000481383-0.0226294j 0.00163486+0.01224j 0.0370522+0.00187349j -0.0149172+0.00339304j -0.00606245-0.00752299j -0.0253454+0.0115614j -0.0106522+0.00353572j -0.00318228-0.0174043j 0.0488661+0.00178054j -0.0235496-0.00728486j 0.0489836-0.0121374j -0.011036+0.000995077j 0.0250493+0.00086024j 0.0477778-0.0232011j 0.0490516-0.0128997j 0.0287442-0.0128598j -0.0242964-0.00531376j -0.0312561+0.000113189j -0.0306938+0.00592651j -0.0398082+0.0068739j -0.000205646-0.00738329j 0.0802528-0.0015658j 0.00817995-0.00567314j -0.110568+0.00142404j 0.0398164-0.00764938j 0.0436182+0.0024797j -0.0889063-0.00804155j -0.0521709+0.00387741j -0.0473275-0.00541759j -0.0287281-0.0139067j 0.161743+0.00682967j -0.121225+0.0102763j -0.0285592+0.0133613j -0.14217+0.00682287j 0.0701425-0.0128041j -0.0960456-0.0069535j -0.24019-0.00454996j 0.310811+0.0106128j -0.114318-0.00276943j 0.0841228+0.00485238j 0.10311-0.0246877j 0.136708-0.0165402j 0.111131+0.0168764j 0.245724-0.00922408j -0.115225+0.010203j 0.013377+0.00637678j -0.0972347-0.00588889j -0.0422845-0.0174023j 0.0282116+0.00704739j 0.0393928-0.00917937j 0.049568+0.0133515j 0.023169+0.014638j 0.0241009+0.000916083j -0.00587334+0.0083124j -0.0211798+0.00451163j 0.0232501-0.0024834j 0.00537275+0.0162173j -0.0136378-0.0192201j 0.0425398-0.00582585j -0.00699348+0.00505029j -0.0311131+0.00948516j 0.0110224-0.00862504j -0.00949541-0.010903j -0.00211317+0.00494732j 0.00715974-0.00285162j 0.0358393+0.00133632j 0.0201587+0.0138312j -0.0346294-0.0014318j -0.00810304-0.0102385j -0.0223156-0.00148179j -0.0203232+0.00611264j 0.0135359-0.0203798j -0.0257856+0.00625118j -0.00425826+0.0135158j -0.018223+0.0257076j 0.00226425-0.00608163j 0.00615224-0.00874643j 0.0268257-0.00350612j 0.0484519+0.00657605j 0.0832523-0.00453828j -0.0211446+0.00464963j 0.00182156+0.00409475j -0.000382486+0.000508756j -0.0175237-0.00192371j -0.0332457-0.0134414j -0.0157309-0.00354344j 0.0123187+0.0150746j 0.0134407+0.00674608j -0.000657562-0.00467692j -0.0225392-0.014131j 0.00966838+0.00838009j 0.00140196+0.00755411j 
0.00319448-0.00705511j 0.00157637-0.00380208j 0.00452284+0.00195372j 0.0024596-5.82688e-05j 0.0127557-0.0200662j -0.00252243+0.0109585j 0.00804579-6.33648e-05j -0.0114264-0.00887249j 0.0131859-0.0153181j 0.00561682+0.0023467j 0.0114547-0.0233871j 0.0244791-0.0238258j 0.00282111+0.00866474j -0.00861501-0.0044756j -0.0070825-0.0147047j 0.0499624-0.0323112j -0.0246348-0.0138957j 0.0266299-0.00724464j 0.0039418+0.0250255j 0.0208125+0.00228243j -0.0453124-0.00917121j -0.00246675+0.0167916j 0.0144092-0.0167315j -0.0406013+0.00213391j -0.00502072+0.0169919j 0.0635601-0.0169427j 0.0180759-0.0176257j -0.0467983-0.00454357j 0.0516697-0.0131905j 0.00569253-0.00460243j 0.0210918-0.0157947j 0.0240811+0.00134919j 0.168753+0.0101085j 0.0306273+0.0150088j 0.0280642-0.00105384j -0.0255007-0.0188963j -0.0354673+0.00199378j 0.0604982+0.0187605j -0.0991925+0.0187817j -0.0220931-0.0101248j 0.13532+0.00168027j -0.0852241+0.0235437j -0.107592-0.0220195j -0.175239-0.0170041j -0.0109598-0.00445579j -0.279875+0.0136741j -0.00696555-0.0123946j -0.383873+0.00917458j 0.105633+0.0234948j 0.18453-0.00921696j 0.118839+0.0194077j 0.106911+0.00903108j 0.0374552-0.00765093j -0.0421415-0.0253812j 0.000341125+0.00381761j 0.069052-0.00808636j 0.00136829+0.00288198j 0.00139598+0.00164423j 0.0657546-0.01236j -0.0463268-0.00637125j -0.0231194+0.00223534j -0.0577284-0.000113077j -0.00844162+0.0170622j 0.030174+0.00794231j 0.0245436+0.0132368j -0.0173407-0.0119879j -0.0168642+0.0169698j -0.0179694+0.012762j 0.0386968+0.00888447j 0.0360408+0.0143944j -0.0145572+0.00643906j 0.0145744+0.00829426j -0.00637021-0.014063j 0.0296907-0.0113175j -0.000800759+0.0073016j -0.021117-0.00575583j -0.00626297-0.00441447j 0.00631712+0.0121865j -0.0102461-0.00661143j -0.0424588-0.0102859j -0.0155118-0.00578028j 0.068284-0.000893779j 0.0315145+0.00761769j 0.00993916+0.00511798j -0.034478-0.00454099j -0.0201128+0.0079733j 0.0347839+0.00675038j -0.0185196-0.0192191j -0.0264898-0.00208618j 0.000848004-0.00626533j 0.010624+0.00938959j 0.00866201+0.0108231j 0.00421799+0.00179338j 0.00972297-0.0041794j -0.0142533-0.000118602j 0.00527553+0.011127j 0.00232052-0.00346909j -0.000694441-0.00129211j 
-0.00205636+0.000329244j 0.00161436-0.00373972j -0.000314113+0.00398193j 0.00233715-0.000681014j -0.00263596-0.0118921j -0.000794506-0.00290055j 0.00841827-0.0144485j 0.021526-0.0102101j -0.0184064+0.00390408j -0.00845436+0.0345871j 0.0197854-0.00467109j 0.0436615-0.0206264j -0.00819153-0.0245493j 0.0201205-0.0118368j -0.00899401-0.0311765j 0.00238792+0.00372409j 0.011194-0.0165961j 0.016963+0.0104571j 0.024286+0.0129336j -0.0103695+0.00709702j 0.00817514-0.0132969j -0.0347291+0.0268521j -0.0418131-0.00582816j -0.0271538-0.0132994j -0.00818502+0.00660239j 0.0247019-0.0247996j 0.0699935-0.00300128j -0.0327532+0.017866j 0.00131454-0.0123321j 0.0322355-0.00679147j 0.00736975-0.00238913j -0.0378942-0.034622j 0.0498089-0.00307553j -0.0911296+0.0180104j 0.0303629+0.00370727j -0.0410717-0.018443j -0.105106+0.0101306j 0.0498948+0.00165368j -0.10218+0.0252506j 0.01709-0.00149825j 0.121654-0.00117058j 0.182685+0.0246684j 0.073748-0.0153336j 0.171661-0.0135979j -0.00328612-0.00834439j -0.127589-0.00816148j -0.224355-0.00955529j 0.0874435+0.0127778j -0.0533281+0.0290248j -0.214647-0.00882824j -0.108728-0.00237305j -0.0868746+0.00838638j -0.00804235-0.000949007j -0.0584291-0.0148086j 0.0815051-0.00168827j -0.0704781-0.0112772j 0.00935239+0.0200553j -0.0149743+0.0232486j -0.0623128-0.00656483j -0.0392874+0.0114023j -0.0171897-0.000169166j 0.0361322+0.00519301j -0.0317738-0.0051503j -0.0034121+0.0102192j 0.056421+0.00481476j -0.024467+0.00162486j 0.0143575-0.00567334j 0.0296061+0.00504996j 0.0192168+0.0106266j -0.00226911+0.00418427j -0.0134662-0.012778j 0.00508113-0.00243637j 0.020437-0.00975932j 0.0202762-0.0020415j -0.00989672-0.00390745j 0.00803511+0.00141067j -0.00964614+0.00593577j 0.0175448+0.00545988j 0.0159828+0.00244554j 0.0649068+0.00334127j -0.054084-0.0203734j 0.00486203+0.000726192j 0.006032-0.00268684j -0.0294996-0.00397625j 0.00353886+0.000671916j -0.0321437+0.00260011j -0.0132875+0.0111476j 0.00399342+0.0145665j 0.0830613+0.0235623j -0.0105824+0.00889243j 0.000278297-0.00689707j -0.0215994-0.000409482j -0.0122971+0.00599741j 0.00112863+0.00762959j 0.0115526+0.0053963j -0.010926-0.00609527j -0.00393287-0.00225051j 0.0036306+0.00350555j 
0.000228923+0.00659263j -0.00246654+0.00499587j 0.000799399-0.00747775j -0.0131242+0.0186623j 0.00834179+0.00918905j -0.0116985+0.020351j -0.0210764-0.0215838j 0.00711925-0.0248118j 0.0344609-0.0135297j 0.00270688-0.013984j 0.0167414-0.0313341j -0.0144993+0.0208037j -0.0137174+0.0134838j -0.0443605-0.0163473j 0.0133214-0.0118027j 0.00239756-0.0130075j 0.0036348+0.0140918j 0.0377805-0.0148793j -0.0138872+0.00741267j 0.0813233-0.0105589j -0.0335334+0.0206613j -0.0053143+2.1995e-05j 0.0102184-0.00465956j 0.12648+0.00186473j -0.0114913+0.0117513j 0.0143364+0.00908325j -0.0531304-0.00546246j 0.073544+0.00215862j -0.132918+0.0017929j -0.0379492+0.00373473j 0.0466692-0.00832721j 0.13+0.00782589j 0.0669575+0.00239838j -0.0700549-0.0031457j 0.0802242-0.00100512j 0.0633978-0.00642374j -0.0906679+0.00781671j -0.131189-0.00755494j -0.0912126-0.00237289j 0.11813-0.00745751j -0.114278+0.00127881j 0.179403-0.00709962j -0.0187744-0.0027514j 0.194016+0.00539497j -0.107712-0.00290264j -0.189097+0.00287065j -0.292969-0.00612014j 0.166949+0.00179628j 0.000691122-0.00628375j 0.0263386-0.0102618j 0.0476548+0.0112585j -0.149374+0.00121244j -0.107162+0.00681138j 0.0330591+0.012316j -0.115362-0.00325321j -0.109392-0.00264906j -0.0248005+0.00780501j -0.0283909-0.00746929j 0.0129397-0.00526033j -0.0241039-0.0129886j -0.0284899+0.010443j -0.0224069-0.00128787j 0.0103407+0.00896373j 0.0724507+0.0177222j -0.0680027-0.000657299j 0.011745-0.0138105j 0.0222099+0.0103908j 0.0686188+0.00506349j 0.0408877+0.0116358j -0.0332341-0.00251783j 0.0390209-0.00876378j -0.00414121-0.0182182j -0.0169895-0.0142349j 0.00162046+0.000605182j -0.0060253-0.00347969j 0.0456599-0.0140453j 0.0440746+0.00241326j 0.0308512+0.00435775j 0.00699656+0.0128954j 0.0216018-0.00208511j -0.0673049-0.0131912j -0.0328177-0.00136296j 0.00523575+0.00379304j -0.0546386-0.000430674j -0.0476874+0.00317819j 0.0349562-0.00217261j 0.0135491-0.00641977j -0.00981616-0.0145109j -0.024515-0.0166151j 0.0486108+0.000398584j 0.000502292+0.00431949j 0.0181115-0.00238812j 0.00618614-0.0030454j 0.00490334-0.00724708j -0.00927148-0.00515759j 0.00963525+0.00387043j 0.00288167+0.00504074j -0.000437823-0.00058478j 
0.001174-0.00194706j -0.00837494+0.0184132j -0.0103236-0.00396367j -0.000558881+9.05232e-05j -0.00773661+0.0257012j -0.0207563+0.0252684j -0.0168384+0.0177005j 0.0129531-0.0145565j 0.0267801+0.0029889j -0.0138587-0.00121478j -0.0423195-0.011632j 0.0186336-0.0340575j 0.00272517+0.00228477j -0.0181963+0.00978318j -0.0147828-0.0304254j -0.0036555+0.0123401j -0.0159783-0.00449114j 0.0455389+0.0109484j -0.0413222+0.00809394j -0.0544898+0.0321902j 0.0345601+0.00530401j -0.058934+0.0268864j -0.0277724+0.00468062j -0.0259988-0.0269059j -0.0200098-0.00161306j 0.0452421-0.0193171j 0.039637+0.00992162j 0.0515537+0.0219833j -0.0522882-0.0135241j 0.0657397-0.0162641j -0.00142588+0.0107643j 0.0124052-0.0133968j -0.023983-0.0134776j 0.0372009+0.0229318j 0.0898898+0.0118016j 0.174874-0.00776895j 0.13883+0.006019j 0.0500691+0.00693063j -0.0874761+0.0163849j 0.112625-0.0024699j 0.000156998+0.0103953j -0.0358047+0.0306459j -0.210785+0.00472917j -0.00975744-0.0293891j -0.0999917-0.0133325j 0.0490988-0.0116927j 0.232683-0.000840708j 0.0951987+0.0144048j 0.0898604+0.00997649j -0.067837+0.00145959j -0.0380532-0.00764985j 0.0757082+0.000159909j -0.163597+0.00510908j 0.0119782-0.010404j -0.0290834-0.00267663j 0.0337983-0.0151621j 0.0765914+0.000358062j -0.0694309-0.0118803j -0.0389154+0.0244821j 0.0295581-0.00376143j 0.00391839-0.0112836j 0.0117867-0.00977132j 0.0325447-0.0011995j -0.0148309+0.0132832j -0.00303784+0.0045432j -0.0204558+0.0116667j 0.0189834-0.0181284j -0.0135447-0.00966648j -0.00739348-0.0172132j -0.0575705+0.00741486j 0.0168277-0.00767019j 0.03819+0.00478083j 0.0173542+0.0257498j -0.0127218-0.0146086j -0.0285742-0.0147766j -0.0014434+0.00280239j 0.0294682+0.00593249j -0.0036784-0.0103645j 0.0166419+0.0136849j 0.0208881+0.0153596j 0.0431981+0.0198226j 0.0465366+0.00989427j -0.00812922+0.000470939j 0.00255428-0.00713233j 0.0151293+0.00427958j 0.0782163+0.00472988j -0.0358681-0.0175978j -0.00861848+0.00950457j -0.0107694-0.00759806j 0.0013193+0.00166006j -0.000278552+0.00324925j -0.00284761-0.00991486j -0.00485133-0.0110438j 0.0077863+0.00778922j -0.00249959+0.0040573j 0.00434422-7.37868e-05j -0.00345324+0.00239872j 0.002278-0.00608807j 
-0.000367719+0.00298757j 0.00129086+0.00646916j 0.00596422-0.0203607j 0.000339362+0.0141954j 0.00419496+0.0184467j 0.0145-0.00840739j -0.020011+0.0348276j -0.0220135+0.0150516j 0.0427477+0.013994j 0.0252246+0.000158154j -0.0374792+0.0211796j -0.0280755-0.0536322j -0.0181491+0.0100359j 0.0360281+0.0194162j -0.0352313+0.00579803j -0.0217442-0.00339994j -0.0523447-0.0137488j 0.0409103+0.00570643j 0.0526322-0.0205228j -0.0780115+0.0299424j 0.07893-0.00871629j -0.0433107-0.013502j -0.00328567-0.0067292j -0.078174-0.0010867j 0.00170618-0.0151231j -0.0246006-0.0113304j 0.0138092+0.0248212j -0.0251426-0.0118793j -0.116039-0.0123864j 0.115353+0.000583185j -0.0305401-0.00584979j 0.0864171-0.00399974j 0.081369+0.0123708j -0.165345+0.010836j 0.0628026+0.00972739j 0.129679+0.0107843j 0.179744-0.0171118j 0.114091+0.00725074j -0.0593342-0.0209343j -0.0319441+0.00774819j 0.0911027+0.00276527j 0.122249-0.00638001j -0.012278+0.00917016j 0.00683542+0.00104783j 0.11916+0.00917928j -0.139722+0.00486881j -0.216447+0.0220756j -0.0763256+0.0119086j 0.0436875+0.00145822j 0.178472+0.0134818j -0.0673722-0.00200757j -0.00409081-0.0166609j 0.0143284+0.00577101j 0.0538256+0.00501742j 0.0466641-0.00489362j 0.0312084-0.0161781j -0.0433759-0.0125888j 0.0360121+0.0111474j 0.0323484-0.0115408j -0.0187284+0.00642676j -0.00523751+0.00549188j 0.00361467-0.0143563j -0.0216146-0.0122051j 0.0113877+0.0201326j 0.0102076+0.02342j 0.0122676+0.00306118j 0.00354521-0.00112708j 0.0259662+0.00185612j 0.0296704+0.00156448j 0.030712+0.0268336j 0.0262635+0.00199552j -0.0206926-0.00527035j -0.0325321-0.00279754j 0.0315875-0.015694j -0.00380562+0.00529022j -0.0410437-0.00532631j -0.0205896+0.00268637j -0.00392017+0.0135384j -0.0431482+0.00556878j 0.0203152-0.00631797j -0.0362753-0.0052438j -0.02209+0.00239459j 0.0173538+0.0166117j -0.0157503-0.00624968j -0.046284-0.0275191j 0.0132246+0.00532959j 0.045988+0.0271084j 0.0246491-0.00905713j -0.00479509+0.00651101j -0.00442514-0.000821449j -0.035844-0.0180786j -0.00564787+3.83294e-06j -0.00405721-0.00264524j 0.00780872+0.00853633j 0.0119019+0.0028394j -0.0135055-0.0146987j 0.00445441+0.00700859j -0.00883498-0.00267782j 
-0.00500758+0.00510857j -0.00335979+0.00774945j -0.0189711+0.0349196j -0.0196968-0.00261259j -0.0110869+0.0231884j 0.0258361-0.0355799j -0.000999768-0.0106616j 0.0616429-0.0244264j -0.0170276+0.0165232j -0.0290682-0.015034j -0.00873621+0.0207558j 0.00510985+0.0291597j -0.00677569-0.00378174j -0.00319277+0.00381299j -0.0295587-0.00382603j -0.0685989+0.043188j 0.0213423+0.00303617j -0.0460058+0.0148035j -0.0302594-0.0267349j 0.0523547-0.00991645j 0.0225697-0.0239177j 0.0358347+0.000961022j -0.0351916+0.00745804j -0.0164413-0.00311498j -0.0116212+0.00220621j -0.0190644+0.0101847j 0.012134+0.00944895j 0.0477051+0.0125945j 0.0677955+0.000847423j 0.00888253-0.00267671j 0.00575421+0.0188973j 0.0418086-0.0132341j 0.0513908-0.0266409j 0.134484+0.00194744j -0.0977433-0.000223346j -0.0210586+0.0105734j -0.00813108-0.00289843j -0.126253+0.00136181j -0.0292487+0.0016294j 0.0032521+0.00712185j -0.0245289-0.00735023j 0.0150673-0.0124881j -0.120278+0.00962117j 0.150348+0.0124967j 0.000430323+0.0173042j -0.337492-0.0120435j 0.0404165-0.00392669j -0.179348+0.000619825j 0.106033-0.00541187j 0.0654555+0.0064955j -0.0634105-0.0104907j 0.0505021+0.00874921j 0.0100676+0.00133763j -0.030375+0.00101553j -0.0621901+0.00677942j 0.0630132+0.0127724j -0.00532066-0.0145141j -0.0225216-0.00127481j 0.0138824+0.00667553j -0.0260183+0.00767659j -0.0115-0.00281291j 0.039342+0.00520155j -0.0120896+0.00858607j -0.028221-0.00492756j 0.0759077+0.0126631j -0.0171927-0.000487224j 0.0116502-0.00322308j 0.0383559-0.00135985j 0.0415365+0.00383452j 0.0646796+0.000733169j 0.0247063+0.00809616j 0.0228011-0.00688338j -0.000585253+0.000370867j 0.00922208+0.00267578j -0.0161076-0.0029352j -0.0109661-0.00968028j -0.00959167+0.00382448j -0.00227368+0.00837207j -0.0209622-0.00515178j 0.0036133+0.00227571j -0.0595632-0.0043052j 0.0683659+0.00932697j -0.014683+0.00133909j 0.00978855+0.00196139j 0.00198124+0.000468694j -0.0176435-0.000797025j -0.0183644+0.00578478j 0.00207193-0.0108443j 0.000524816-0.00251021j 0.00533622+0.00741332j 0.00106196+0.0161981j 0.0305051+0.00825441j -0.0341827-0.00712552j 0.00865447+0.00770226j -0.00215947-0.000611739j -0.00302827+0.00381959j -0.0110346-0.00282373j -0.00287286-0.00763395j 
