0.104273+0.0869115j -0.0667891-0.051206j 0.0276+0.105612j -0.00647162-0.0934366j -0.0243645-0.0350453j -0.0156328-0.0312964j 0.0023029+0.0607061j -0.0262693+0.0646772j -0.0204336-0.0104279j -0.00736362-0.0169429j -0.0101897+0.00615365j -0.00685501-0.0174172j 0.0179388+0.0209006j 0.0196271+0.0453695j 0.013432+0.00655906j 0.0145116+0.00520054j -0.0175817-0.00355587j -0.00555114-0.0323238j -0.00345477-0.0287288j -0.0155017-0.00614881j 0.0215795-0.0155088j -0.034437-0.00389235j -0.0163298+0.00924537j 0.00243935+0.0155485j -5.7243e-05-0.00435264j 0.0100368+0.00775905j -0.000810308+0.0220528j 0.0224861+0.00271443j 0.0172217-0.00855546j 0.00675805-0.0152018j -0.0140173-0.0275044j 0.000647951+0.0155051j 0.0191811+0.00280929j 0.000199802+0.022288j -0.0134178+0.0461423j -0.0142163+0.00381336j 0.0107291+0.00653824j -0.00643775+0.00676626j 0.0208853-0.0389571j -0.0255422+0.0246614j -0.0126642-0.0108743j -0.00381833+0.0423926j -0.00108264+0.00463225j 0.0204609+0.0178953j 0.0130488+0.00581166j 0.000835815-0.000783552j -0.00297779+0.0265697j 0.0289302+0.000707466j 0.0187568+0.0335166j -0.0166312-0.00226502j 0.00184209-0.0128558j 0.0030705+0.0104632j -0.0168405-0.00132013j 0.00867741-0.0148349j -0.0397929-0.0078008j 0.0455539-0.0271503j 0.0114459-0.0104155j 0.0116623+0.0128414j 0.0278854+0.00972565j 0.0291494+0.00607687j 0.0306947+0.0354272j 0.00864348+0.0664784j -0.0295808-0.0166307j 0.0136122-0.0392596j 0.0589057-0.00236097j -0.013708+0.114797j -0.0463412+0.0405921j 0.0952749+0.0547535j -0.405057-0.17057j -0.0614655+0.317604j 0.0131064-0.0784113j -0.168833+0.128696j 
-0.0219884+0.00354389j -0.00143547-0.00119185j 0.00286884+0.0368174j 0.00500465+0.0194991j -0.00359487-0.00934956j -0.0165054-0.0092996j -0.00354502+0.0542019j -0.00577088+0.00091284j 0.0206965+0.044163j -0.0699607-0.0257603j -0.0461374-0.00837304j 0.0504261+0.0172265j -0.0166015+0.0114449j 0.04173-0.0328152j 0.0333577-0.00426161j 0.191405-0.000549642j -0.0233012-0.0885325j 0.188875-0.139824j -0.055235+0.0879629j 0.0107458+0.0303478j 0.00102766-0.0414548j -0.0834518+0.1115j -0.0639937+0.134451j -0.10349+0.16967j 0.00520548+0.0339119j -0.173225+0.0762192j -0.0351033-0.12719j -0.00356067-0.217201j -0.117571-0.0642461j -0.0701573+0.0625399j -0.0392696-0.0584178j 0.0866015-0.199715j -0.0455063+0.143689j -0.0257504+0.077708j -0.0388781-0.103009j -0.00298476+0.0165536j -0.0221882-0.0046951j 0.0134541+0.055091j -0.17437+0.0765995j -0.0476143+0.0321789j -0.00839727+0.00330579j 0.146057+0.0258088j 0.00316565+0.0401264j -0.0462336-0.0378868j -0.0434876-0.0829622j -0.0138653+0.0348694j -0.0435046-0.0418791j -0.0580853-0.0470544j -0.0271108-0.0415635j -0.049664+0.00578864j 0.0244357-0.0160893j -0.0157006-0.0603747j -0.0375156-0.00659934j 0.00639182+0.0113265j -0.0279863+0.0266093j 0.104262+0.00177568j 0.0156765+0.0618543j 0.0125988+0.0573479j -0.00662277+0.060111j 0.0403248-0.0233514j 0.0323982+0.00624252j 0.0358741+0.0070603j 0.0126844+0.0079442j 0.020066-0.0954216j 0.013641+0.0249765j -0.0168642+0.0541344j -0.0929641+0.0236678j -0.0475131-0.0314809j -0.0124156+0.00472002j -0.00837145+0.0118904j -0.0164433+0.00348844j 0.0235455+0.0344792j 
-0.00165053+0.000888963j 0.00769591+0.00208638j 0.0117289+0.00122076j 0.0132631-0.00364646j -0.00374019+0.0589527j 0.00891943-0.00940824j -0.0233968+0.0321558j 0.0172199-0.00526879j 0.0285675-0.0433761j -0.0300437+0.0102518j -0.00223523+0.00748913j 0.0642691+0.0142386j 0.0366094+0.143941j -0.0903153-0.114473j -0.0250205-0.100941j -0.0360061+0.129964j -0.0588745-0.0515712j -0.238944+0.0941405j -0.0672058-0.0361355j -0.14578-0.0719455j 0.0959176-0.116653j -0.00262448-0.0347542j 0.0077207+0.0312605j 0.0119148+0.0227572j 0.0244757+0.0646408j 0.0175244+0.100101j 0.0893443+0.111174j -0.0564929-0.0392663j -0.132897-0.0283986j -0.057885+0.0705404j -0.0470662-0.00710907j -0.0825329-0.0545152j 0.109557-0.0352028j 0.0123896+0.148736j -0.0612406-0.0242659j 0.0873576+0.0681613j 0.00527118-0.0415972j -0.00752425-0.0226357j -0.0165205-0.0973199j 0.006565+0.0242148j 0.017999-0.00122602j -0.0788428-0.0151071j -0.0155375+0.0610089j 0.0106328-0.047227j -0.0602022+0.0370103j -0.0538983-0.0627789j 0.135082+0.0311389j 0.0154513-0.0163774j 0.0277257-0.0108598j 0.00859771+0.0547426j -0.0174557-0.0058449j -0.024865-0.0235094j -0.0128199-0.0789157j -0.0619588-0.0215527j -0.0220983+0.000328567j 0.0298157+0.0211568j -0.0137919+0.0390201j -0.00094722-0.00340177j 0.0510636+0.0442535j 0.0592175+0.00728102j 0.0155328+0.0250465j -0.00123633+0.00696708j -0.0476281-0.02948j -0.0224922-0.0139141j 0.0183057+0.0235316j -0.036018-0.00416279j 0.0279291+0.0352842j -0.0359205+0.0124073j -0.0175342-0.00139713j 0.00770733-0.00811419j -0.0160089-0.00366707j -0.0123945+0.00763934j 
-0.00566562-0.0210076j 0.0176008-0.00322681j -0.00794557+0.0105979j -0.00627191+0.0194272j -0.0432106-0.0501101j -0.0112321+0.00459756j -0.00100067-0.00642643j -0.0123711+0.0675859j -0.0466416+0.0699447j 0.0768894+0.0370528j 0.0621449-0.00506579j 0.0394194+0.0197336j -0.0364296+0.00632649j 0.056068-0.0713517j -0.0247318-0.0270094j 0.0282144+0.0244695j -0.028951-0.13063j -0.0483467+0.079395j 0.0499143+0.0501348j 0.0253735-0.0384684j 0.0799534+0.0371085j 0.0596488+0.088649j 0.0314454+0.0619322j 0.0183122-0.0900558j -0.106364-0.0454228j -0.100551+0.0604221j -0.0327391-0.0679882j -0.0427645+0.00586919j -0.0237295+0.0991891j 0.0810739+0.113597j 0.153646-0.191482j -0.0929839+0.0286852j 0.0142133+0.0155333j -0.00261154-0.0490192j 0.0941544-0.0111026j 0.0117719+0.0313393j -0.0524436+0.19516j -0.0498123+0.0599557j 0.146208-0.0478591j -0.016599+0.064189j -0.024781+0.0656464j 0.0456847-0.0738768j -0.0259025-0.0651043j -0.0208562-0.0278473j 0.0139945+0.0309997j -0.0826597-0.000736637j -0.0790849-0.047293j -0.0283446+0.0586985j -0.0396322+0.0643725j -0.114892-0.0282769j 0.00536828-0.0389512j -0.0199013+0.00850207j -0.015103+0.0426393j -0.0376701+0.138606j -0.0448649+0.07331j 0.0676216-0.122619j 0.0121135-0.0361401j 0.0446291+0.0154236j 0.00794354+0.0603665j 0.00458559+0.0125416j -0.0275622+0.00666021j 0.0199166-0.050297j 0.0884681+0.0788737j 0.024832-0.0130342j -0.130993+0.00933512j 0.137412+0.0447964j -0.0300391+0.0850464j -0.0309742+0.057919j 0.0350636-0.00241208j -0.0306954-0.0239806j -0.00870248+0.0390235j 0.0416085+0.00114154j 
-0.00788192+0.00149193j -0.0162047+0.00602524j 0.0311893-0.0111626j 0.02232+0.00207678j 0.0275647-0.00203067j -0.0430001+0.00172918j 0.00748876+0.0391331j 0.00148325-0.0790263j -0.0497786+0.00398311j -0.00819727-0.0457793j 0.0349374-0.00230731j -0.0832093+0.0854236j -0.00701832+0.00119626j -0.0617373-0.0236419j -0.0361281+0.100609j 0.0129772-0.0383983j -0.0300835+0.0250046j 0.105941-0.0392591j -0.0302709-0.203966j 0.0281215+0.00677505j -0.0783575-0.0467907j 0.00502622+0.0516639j -0.115437+0.117425j 0.0700446-0.0208739j -0.00886175+0.00726361j 0.0837396-0.0260627j -0.00987274+0.0496726j -0.0109001+0.0478809j 0.0351215-0.122258j -0.0944109-0.0722574j 0.0152835+0.0643967j -0.0558093-0.0151762j 0.06266+0.00885749j 0.0883959-0.0289523j -0.100506-0.101947j 0.0608539+0.0285758j 0.0812862+0.0241283j -0.0514752-0.0275876j -0.021095-0.0824369j 0.0398472+0.0248537j -0.0417957-0.036446j 0.013127-0.0330251j 0.0039351+0.0179091j -0.139953-0.0179103j 0.0422105+0.0187415j 0.0650029-0.0111513j 0.00259312-0.058158j 0.0163124-0.0332768j 0.0127429+0.0593099j -0.00550892-0.013882j -0.0439805+0.0540083j 0.0552215-0.0305593j 0.0537532-0.0448824j 0.00458828+0.0456026j -0.0153064-0.0343663j -0.0560514-0.0641886j 0.132459+0.00942347j 0.0405607+0.0128369j 0.00289527-0.00899327j -0.13642+0.035067j -0.0355654-0.0296582j -0.0998463+0.0167487j -0.0279831-0.104858j 0.0224191-0.114209j 0.0195246+0.0564547j 0.0811224+0.0120522j 0.00448644+0.0461895j -0.109303+0.0807215j -0.040773+0.0504162j 0.0239024-0.013338j 0.0337911-0.0211981j -0.0348626-0.00577487j 
0.00383601+0.00199397j -0.011184+0.0278808j 0.0404792+0.00644067j -0.000381063-0.00251769j -0.00361992+0.0325073j -0.0560961-0.0216102j -0.0363823+0.0287354j 0.0724862+0.0152197j 0.0517249-0.0415232j 0.0215832+0.071649j 0.0234344-0.018579j 0.00288139-0.11462j 0.0279843-0.0774638j -0.00217596-0.0917571j 0.0606669+0.0155886j 0.0733489+0.0371848j 0.0427546+0.0334553j 0.129719+0.112537j 0.0475352+0.0755735j -0.00305192+0.109309j 0.16736-0.106619j 0.0281077+0.00771145j -0.143199-0.124851j -0.168242+0.0912029j 0.0337887+0.0421256j -0.0205799-0.0242049j 0.0190739+0.0379394j -0.0313758+0.0719021j -0.0839944+0.0247282j -0.0125011-0.11381j 0.0572666+0.0610723j -0.0810798+0.0685743j 0.0754648-0.0209307j 0.00410698-0.0634815j 0.102665-0.0711226j 0.0208143-0.0160272j 0.106761-0.00112273j -0.136896+0.0567832j -0.0394303+0.000926031j 0.0382725+0.0175769j -0.0679515-0.0835149j 0.0478311+0.0635705j -0.0364078+0.00369328j -0.0363394-0.0680934j 0.0255228+0.00363982j -0.0669852-0.0428656j -0.0149989-0.0164925j 0.0723038-0.0753177j -0.0785957+0.0114181j 0.033136-0.0225153j -0.00438826+0.00868252j 0.02755+0.0327445j 0.0357334+0.0713506j 0.0437173-0.00438745j 0.0378661-0.0839458j 0.0170628-0.0562709j 0.0328634+0.0244822j -0.0238981-0.0423147j -0.0343202-0.0819522j -0.0120634+0.0434822j -0.0760116-0.0594623j -0.0610617-0.0492351j 0.103156+0.0624725j -0.00334587+0.0191164j 0.0276785+0.0492572j 0.111651-0.0230462j 0.0642285-0.0255907j 0.0130082+0.0477117j 0.0566477-0.0421062j -0.0194034+0.0384708j -0.0149508+0.0125348j -0.00720078+0.0238673j 
0.0167818-0.0205603j 0.0140809+0.00632044j 0.0141974-0.0431548j 0.031713-0.00353114j -0.0206584-0.0133462j 0.0880008-0.0171361j 0.00260399-0.0509376j -0.0162028+0.0137853j -0.0161462+0.0149087j 0.0510994+0.0182616j 0.0291615+0.0168641j 0.0276864-0.0195945j 0.0736671-0.061643j 0.0449747+0.0505837j -0.0482264+0.0846013j 0.0752312-0.0182544j 0.0643881+0.0688722j -0.0140663-0.0578307j 0.0313379+0.111112j -0.0644093-0.0343026j 0.0273778-0.106279j 0.0912693-0.0341566j 0.0266538-0.151j -0.1381+0.00748301j 0.0386779+0.0773421j 0.0337748+0.0607376j 0.0250144-0.0153713j 0.0206623+0.0406614j 0.00832009-0.0393349j 0.096452+0.0237743j -0.0344455-0.00645155j 0.0459464+0.0167865j -0.046889+0.0871927j 0.0569312+0.0789628j 0.0525773+0.0282473j -0.0388891+0.0384147j -0.0756654+0.0457427j -0.0643681-0.000386444j -0.0202087-0.0471863j -0.00534244-0.0477648j 0.0473743+0.00750321j -0.0166865+0.0198795j -0.0340008+0.0195882j 0.0555916+0.0328327j -0.00553164+0.0883743j 0.0626994+0.0371162j 0.0709046-0.0489847j -0.0246611+0.0854442j 0.0377377-0.0116616j -0.0100913-0.0208609j -0.0457511+0.0177384j 0.0473503+0.0326862j 0.015932-0.106555j -0.0577883+0.0613979j -0.138036+0.0431208j -0.0647014-0.040264j -0.001479+0.0106735j 0.039529+0.0357683j 0.108787+0.0289867j -0.106031-0.0326988j -0.00955648-0.014244j 0.0264747+0.039976j -0.0563514-0.0934517j -0.0487466-0.0274522j -0.0632402-0.0518335j -0.0692677+0.0603233j -0.102149+0.0279629j 0.0217154-0.031178j -0.081654+0.0469006j -0.00934634-0.0075725j -0.00153079+0.00227653j -0.025602+0.0124202j 
0.0177311-0.0132263j -0.00174249-0.0234873j 0.0516408-0.04613j 0.0152965-0.0451047j 0.00637484-0.00458022j 0.0375833+0.054472j 0.075009+0.0611947j -0.0725671+0.0325034j 0.0267186-0.0242312j -0.0734625-0.00161031j 0.0358086+0.0305778j -0.0454291+0.0143703j -0.135922+0.0849363j 0.054427+0.0490896j 0.0267499-0.131604j 0.110677+0.0273426j -0.0300072-0.0527483j 0.0828272+0.153607j -0.0800314-0.0247285j 0.0706965+0.0543291j -0.101425-0.0702268j 0.112738-0.0552462j -0.00736926+0.212805j -0.0796469+0.0529668j 0.0784115+0.0447901j -0.0317011+0.155759j 0.0708613+0.0964555j -0.018578-0.024282j 0.0220095-0.0101123j 0.14607+0.0146492j -0.0659324+0.0854136j 0.0469467-0.0546257j -0.0250828-0.0195067j 0.0725413-0.00380599j -0.0604053+0.00277775j 0.031365+0.0396828j 0.146561+0.0403706j 0.0107257-0.00685332j -0.0119979+0.0655841j 0.0934295-0.0608549j -0.0655722+0.0284578j 0.00934152-0.0104029j -0.0337263+0.0125107j 0.00339009+0.0547107j 0.0045715+0.0493936j -0.0377099-0.054377j -0.0375736+0.0247321j 0.0182123+0.0186039j -0.00209034+0.0179286j -0.0162356+0.0637248j 0.0190601-0.031178j -0.00716098+0.0121315j 0.0355258-0.0156968j 0.00755036+0.0392837j 0.00115561-0.108101j -0.0653915+0.0707507j 0.0196257+0.0200578j -0.0359894-0.0515916j 0.116487-0.0224216j 0.0767205-0.0202649j -0.00558133+0.00222209j -0.0155169-0.0540322j -0.042465-0.00712362j -0.045717+0.0414538j 0.0165205-0.00654368j 0.0159722-0.0215355j -0.00478539+0.0242707j 0.0749331+0.00718957j 0.0336963-0.0124947j 0.0193098+0.0196627j -0.0461369+0.0121026j -0.0447224-0.00358752j 
-0.00658584+0.00109271j -0.000135327+0.0247016j 0.01134+0.0377977j -0.0120209+0.0180808j -0.0332246-0.0253929j -0.0227255-0.00560972j 0.0255293+0.0254186j -0.0815299+0.0142199j -0.0872257-0.135395j 0.161447+0.0262805j 0.0675983-0.0341945j 0.00200668+0.0401569j 0.0541096+0.0282236j 0.0508563-0.0412424j -0.0159279+0.0344764j 0.0345768+0.122931j 0.0757816+0.102084j 0.000147921+0.0277001j -0.0217033+0.0262061j 0.119983-0.0746907j 0.134123-0.0248892j -0.0206677+0.0168773j 0.0508219+0.0842202j 0.0419286+0.129312j -0.0364625-0.0872506j 0.0530168-0.0634172j 0.0506426+0.115076j -0.0101832-0.0871149j 0.14122+0.0185146j 0.039752-0.0338924j 0.0247152+0.0966954j 0.0198338-0.122916j 0.00463383+0.0561557j 0.0278846+0.0773378j -0.0152438+0.0375056j 0.0757876-0.0389243j -0.0980052-0.0197911j -0.121864-0.00549534j 0.0535371-0.0492219j 0.162884-0.111226j 0.0228582+0.018786j -0.0508734+0.0374215j -0.129446+0.0125814j 0.0345726-0.0889592j 0.0106429-0.0628275j 0.0465908+0.0221929j 0.00418203-0.00475804j -0.0898579-0.0819421j 0.00301323-0.0485707j -0.0574546+0.00468876j 0.0353959+0.0248311j 0.0386951-0.0531596j 0.0477002-0.0215241j -0.0323387-0.0900862j 0.0277331-0.0816694j 0.0217872-0.10093j -0.0392415-0.0103784j 0.0359929-0.00529129j -0.0131846-0.0782966j 0.0599884-0.00457602j -0.0240474-0.0241726j 0.0268551-0.0467517j 0.107635+0.0448181j -0.0284947+0.0585221j 0.0152319+0.0423796j -0.033082-0.0197356j 0.0452415-0.0572682j -0.016027+0.00118658j 0.000348693-0.024511j 0.0253255-0.0139933j 0.0298269-0.0169797j -0.012715+0.00365367j 
-0.0186613-0.00733032j 0.00308514-0.0118076j 0.0229305+0.0356847j -0.0225346+0.0224339j 0.118051+0.0462222j 0.0244389-0.0805069j -0.0246636-0.0407257j -0.0429334+0.0131987j -0.00620878-0.0156826j -0.0220624-0.0461728j -0.0572713+0.0265162j -0.0198383-0.0174535j 0.0971077+0.0675502j -0.0489522-0.0623734j 0.0198604+0.044577j -0.135823+0.0558463j 0.0203788-0.0399717j -0.156847-0.163029j 0.0180924-0.0127917j -0.121521-0.133921j -0.0641261-0.0745161j -0.0575092-0.0504042j -0.097176-0.00328131j -0.00174877+0.193578j -0.120149-0.0528235j -0.0395147-0.0871048j 0.00632628+0.102864j 0.0663105+0.0274271j 0.057343-0.0370935j 0.014039-0.000792003j -0.0446032-1.63197e-05j 0.0325419+0.0623919j -0.000994891+0.000493388j 0.00636793-0.0568295j 0.0261735-0.124506j 0.0613414+0.00821173j -0.0631819-0.0640073j 0.0406418+0.0169045j 0.0131704+0.0664805j -0.0557705-0.0484813j 0.0651152-0.00348003j -0.0253008-0.0327062j 0.00874921-0.00730559j -0.106921+0.0122387j -0.0743195+0.0150524j 0.0114937+0.0195728j 0.0225312+0.0139619j 0.0292964+0.00804099j 0.0379309-0.00660998j 0.0329587-0.0037268j -0.0461749+0.0762081j -0.06766+0.0490055j -0.0344536+0.00368202j 0.035228+0.109025j -0.0536017-0.088417j -0.00854893-0.0446971j 0.0423097-0.0304674j 0.0468482-0.0272414j 0.0770403-0.0689553j -0.103883-0.0239576j 0.00556297-0.0960958j -0.0721544-0.00914336j 0.0422645+0.0638959j -0.0602814-0.0197438j 0.0748382-0.00236393j 0.0108237-0.032781j -0.024628+0.0463089j 0.0265705-0.0183015j 0.0461069-0.0466442j 0.0197181-0.0112949j -0.0384162+0.0224935j 0.0267152+0.0111794j 
-0.00680739+6.3009e-05j 0.00152345-0.0291363j 0.0365922-0.0197564j -0.00463449-0.0191677j 0.0102056+0.027991j 0.0259383+0.0124538j -0.0460768+0.0202379j -0.0488776+0.0863305j -0.150749-0.059287j 0.0387999+0.02381j -0.00765691+0.0608791j 0.101146-0.12423j -0.0678909+0.103964j 0.0608952+0.000241922j 0.0245341-0.237801j 0.0357115+0.0966505j 0.02641+0.0243293j -0.0784878-0.0371791j 0.0428514+0.153362j -0.105413+0.025204j 0.0571345+0.00594303j -0.0549036+0.0146796j 0.0733192-0.0207364j -0.0114972+0.174338j -0.083326-0.0432635j 0.0195355-0.0707443j 0.107209+0.00831361j 0.0251263-0.0918549j -0.0237089+0.012957j -0.134678+0.00372086j -0.0145412+0.0374088j 0.0172462+0.00821935j -0.0451031+0.00251857j 0.0244786+0.0286482j 0.0397175-0.0724115j 0.0633302-0.00150611j -0.00668012-0.00502046j -0.0983984-0.00713525j 0.0583643+0.00741715j 0.0197784+0.0209663j 0.0184208+0.0175857j 0.0731637+0.0688492j -0.051077-0.0114254j 0.0283177+0.0487131j 0.127623-0.070124j -0.0482334-0.0820373j -0.0565217-0.0376489j -0.0501378+0.00043455j 0.0564536+0.0192644j 0.0787125-0.0138848j 0.0176077+0.00865023j 0.0128375+0.0494202j 0.0155571+0.0391411j 0.026761-0.071662j -0.0357916-0.013921j -0.0135388+0.121879j 0.00539841+0.0588776j -0.0697851-0.0830442j -0.0567837-0.0488279j -0.0213131-0.0772246j -0.0504973-0.0357565j -0.00490088+0.0996182j -0.0470109-0.062662j 0.028796-0.0532576j 0.037746-0.022886j 0.0146256+0.0653717j -0.0106653+0.0276958j -0.00245136+0.0552566j 0.0371048+0.0106299j -0.00055027+0.00168675j -0.0021408+0.00069227j -0.0413243-0.0167604j 
0.0037073+0.00973736j 0.00287164-0.0151715j -0.0197427-0.039772j 0.0014849-0.0309504j -0.0245467-0.0168848j -0.0661709-0.0283843j -0.0647282+0.0842648j 0.0764588+0.0290474j -0.0596098-0.0242191j 0.0308278-0.00899055j 0.0159054+0.0497546j -0.051371-0.0420051j -0.089057-0.0145504j 0.0097035+0.00584411j 0.0481675-0.231953j 0.011982-0.132024j -0.0134569-0.071758j -0.0989813-0.0560341j 0.16661-0.160522j -0.0115336+0.0723574j -0.00123662+0.071557j 0.0168451+0.080437j -0.0675939-0.116312j 0.0321064+0.0253274j -0.028853+0.0196046j -0.0309585-0.133804j -0.0269445+0.125328j -0.0427363-0.000866911j -0.0117017-0.0824547j -0.116585+0.0917437j 0.0410046+0.121922j 0.0145132-0.0223658j 0.0810087+0.0362484j -0.00636202+0.0508867j -0.075796-0.0305674j 0.0309994+0.00945802j -0.00827781-0.00453771j 0.0175286-0.0574989j -0.0261181+0.0839574j 0.0712788+0.0647617j -0.0309667+0.00528432j 0.049561+0.0087988j 0.028536-0.0691692j -0.00516584+0.176414j 0.0269526-0.0482408j -0.0347559-0.0756997j 0.00215472+0.0912943j -0.054089+0.0703054j -0.0567093+0.0336981j -0.0209978-0.052868j 0.0125612-0.0180295j 0.0546535+0.0296591j 0.00938554-0.0552009j -0.0289305-0.0551211j 0.0458515-0.0329455j -0.0193175-0.0176128j 0.0449443-0.0375763j 0.0206394-0.0691987j 0.0120625+0.0671791j -0.0408666-0.00704661j 0.0171322+0.0460373j -0.0150168-0.0304444j -0.0177585-0.0791687j 0.0214735+0.0502531j -0.035334+0.0166592j -0.00935274-0.0383436j 0.0808574-0.0575689j 0.00583217+0.0205195j -0.0153965+0.0469488j -0.00472144-0.0182941j 0.0294685-0.0272933j -0.0127257-0.0466756j 
0.00654808-0.0565501j -0.00887343-0.0202952j 0.026792-0.0182682j -0.00517526+0.0456975j 0.0680635+0.0196656j -0.0222626+0.00578267j 0.0215468-0.0225255j -0.00899341-0.0667452j -0.0360831+0.00333513j -0.00212962-0.0242548j -0.0932453+0.0319162j 0.0152487-0.0964389j 0.00921178-0.164134j -0.255246+0.128314j -0.0502753+0.103387j -0.00258593+0.00685024j -0.152111+0.159613j -0.14735-0.0175885j -0.0254958-0.00859534j -0.0546486+0.0601788j -0.00736919+0.0566414j -0.0500864-0.12731j -0.00947021-0.0614922j 0.0912982+0.121976j 0.0117616+0.0600858j 0.0366644+0.0533976j 0.0491252+0.082011j -0.0393081-0.054206j 0.0979103+0.0735152j -0.094757+0.00472194j -0.00770519-0.0086804j -0.0255105-0.0996433j 0.0412248+0.0160495j 0.0552355+0.0437767j 0.00310934-0.102947j -0.0234173+0.0308492j -0.0295762+0.0109332j 0.133895+0.0479889j 0.0141974+0.0624893j -0.00079764+0.0854483j 0.0576524-0.00525759j 0.00742815+0.0117069j -0.00486506+0.0417674j 0.0482554+0.014387j -0.0262696-0.0384555j -0.0580839+0.0315738j 0.0589253-0.0590668j 0.062673-0.0519915j -0.00647405-0.0372947j -0.0486407-0.0198954j 0.0164388-0.021559j 0.0446457+0.0308938j -0.0303227+0.0515376j -0.0103547-0.01208j 0.0236497+0.0276405j 0.0653776+0.000852543j 0.0299527+0.044236j -0.0971402+0.0541436j -0.0306929-0.100855j 0.00472881-0.0721617j -0.0159208-0.0106247j -0.0249391-0.0301424j 0.0926408+0.00455188j 0.0259761-0.058233j 0.0643197+0.0188142j 0.0219321+0.087747j -0.031779-0.0643234j 0.0368083-0.00430206j -0.00618239+0.0125113j -0.0224484+0.0401171j -0.0454148+0.0557968j -0.049118+0.0372848j 
0.029932+0.0228676j -0.0144986+0.0287129j -0.0300071-0.0574787j 0.0181657+0.0206715j 0.020458+0.0242875j 0.014627+0.0216172j -0.039483-0.0787159j 0.0215945-0.0648498j 0.0897822-0.00836067j -0.0453458-0.0185221j -0.0704365+0.0412433j -0.0605858+0.0562717j 0.0750949+0.0726395j 0.0308152-0.101742j 0.09512+0.0598768j -0.0215317+0.00728898j 0.0734511-0.00162195j 0.0614194-0.0202196j 0.0241787+0.00457545j 0.0956024-0.0680258j -0.193795-0.0833117j -0.144264+0.0835491j -0.0262493+0.0642015j 0.0985245-0.0289248j 0.00547891-0.0945019j 0.057601+0.0328434j -0.0694569-0.0290551j 0.0555282+0.0213522j 0.0561117+0.0317188j 0.0328964-0.0551952j 0.0146172+0.101639j -0.00944362-0.0323652j -0.0661517+0.014427j 0.0523039-0.0311354j 0.0845947+0.0414985j -0.0379104+0.0553612j -0.049852+0.0405917j 0.0832739-0.0200225j 0.0511337-0.0280454j -0.0887866+0.0157248j -0.0616601+0.0119394j 0.058601+0.0194161j 0.0285824+0.02485j 0.0143383-0.121363j 0.0318028+0.0011255j -0.012009-0.0363472j -0.0414715-0.0110775j 0.106185-0.0469184j -0.0606106+0.0422918j 0.0193615+0.0194167j 0.0471149-0.0379888j 0.06165-0.0490955j 0.0185234+0.0161936j -0.0235048-0.0238674j 0.0475974+0.0692535j -0.0215671+0.0597379j 0.0180644+0.0430544j 0.0288324+0.0498344j -0.117262+0.0396248j 0.0483147+0.0753176j -0.0608189+0.0654789j 0.0134193+0.0660389j -0.0853695-0.0405132j 0.00313501-0.0374633j -0.0922422-0.0443713j 0.0417489+0.0482861j -0.018022+0.0185367j 0.0233947+0.0486868j 0.00909819+0.0170532j -0.041721+0.0809171j -0.00910899-0.0272041j -0.0301653+0.0258772j 
0.0125638+0.0470858j -0.000280212-0.0166093j 0.0104066-0.0298448j 0.00133515-0.0358438j 0.0206587-0.0104693j -0.0773471+0.0493482j 0.0781129-0.0706656j 0.0209918-0.0564264j -0.103006+0.032412j -0.00433813-0.0188956j -0.0510589+0.0101777j -0.0110229+0.0308243j -0.0684227-0.00353115j -0.0741778+0.0437005j -0.0571934+0.0539507j -0.0693994+0.152166j 0.029213-0.0378876j -0.0870634-0.0616447j -0.0138656-0.00291899j 0.0546517+0.0766446j 0.10223-0.0671122j 0.0436571-0.101308j 0.00827002+0.0621103j 0.0507385+0.0919226j -0.0733891+0.0543685j -0.0973984+0.00902465j -0.0214376+0.0488477j 0.0308894+0.0449586j 0.0300654+0.065002j -0.0234564-0.0196039j 0.0253095-0.0811127j -0.0448603+0.0191794j 0.0534502+0.0141006j -0.0370545-0.0415936j -0.0882976-0.0611757j -0.00802062-0.0243897j 0.0708507+0.0207492j 0.00904093+0.0785337j -0.0761+0.0485913j -0.0167939-0.0921593j -0.04509+0.012937j -0.0512554-0.0469063j 0.00189899+0.00931796j 0.0583064+0.0570677j 0.0855609+0.0626972j -0.0536909+0.0112663j -0.0909027-0.0267252j -0.00046558-0.072726j -0.079032+0.112231j -0.0396786-0.0242757j 0.0644508-0.0784838j 0.123387+0.0977134j 0.115897-0.008839j -0.0300305+0.0569777j 0.028266-0.00702682j 0.0286095+0.0533617j -0.00698727-0.00592179j -0.031722-0.09119j -0.0615545+0.0340588j 0.00150233-0.0217955j -0.0744264+0.0163293j -0.00259214+0.0227585j -0.0103601-0.0475147j -0.00682337+0.0248649j -0.086083-0.124207j -0.0283183+0.0694367j 0.0747271-0.0602628j 0.0102982-0.0295087j 0.0640898-0.0234409j 0.0758553+0.0824272j -0.00881381-0.0282459j 0.00706808+0.000598199j 
