0.0069299+0.00181908j 0.00235424-0.00703531j 0.00531004-0.00482987j 0.00470555+0.00412777j 0.00399058-0.00201563j 0.000100158-0.0052777j -0.00502092-0.00248853j -0.00492379+0.00386363j 0.000192845-0.00147178j 0.00150524-0.00230523j -0.00320579-0.00336734j 0.00538855+0.000127031j -0.00391234+0.00613318j 0.00182159-0.000482017j -0.00216821-0.00114211j -0.00158539-0.00102963j -0.00139365-0.000847461j -0.000917165-0.00158225j 0.00137684+0.000650016j 0.00137984-0.0018802j -0.00414337+0.00303918j 0.00260853+0.00335502j 0.00453331-0.00112522j 7.99058e-05+0.00235173j -0.00200683-0.00060352j 0.00101525+4.43276e-05j -0.00254661+0.00226504j -0.00418816+0.00178803j -0.00013073-0.00251254j 0.000258551-0.000512405j -0.00161107+0.000866269j 0.00166062-0.00327003j -0.00253384+0.000833626j -0.00151707+0.00166276j -0.00119799+0.00181452j -0.00102053+0.00117699j -0.000213947+0.00276231j 0.00569553-0.000219273j 0.00342006-0.000437848j -0.000531043-0.00201365j 0.000917589+0.000575754j 0.00123761+0.00125275j -0.00114916-0.00270248j -0.00150187+0.00218055j 0.00167738+0.00192468j -0.00224805+0.000845071j 0.00148372-0.00190396j 0.000786294+0.00102678j -0.00190509+0.00433312j -0.00195304-0.000750332j 0.000746361+0.00124887j -0.000611841+0.00193187j -0.00254295-0.000670261j 0.00259386-0.00220623j 0.00276098-1.35057e-05j 0.00308298-0.00356701j 0.00153588-0.00072426j 0.00168968+0.00348317j 0.00446431-0.000517362j -0.00492099+0.00122134j -0.00251838+2.69749e-05j 0.00133347-0.00228376j 0.00265881-0.00426185j 0.00202506-0.00275301j 0.000594346+0.00154107j 0.00368083+0.00601772j 0.00831857+0.00250517j -0.00420448+0.00862858j 0.00272408+0.00443777j 0.000390988-0.00127076j -0.00175883-0.0163155j -0.0122015+0.0027996j -0.0151402+0.0171552j 0.0380847-0.0244539j 0.0865635+0.0124861j 0.031035+0.0483759j -0.365662-0.00762875j 
5.86366e-07-0.00100057j -0.00199464-0.00100089j 0.000460308+0.00214308j 0.00147368-0.000345054j -0.00122101+0.00446767j 0.0015721+0.00229086j 0.00178384+0.00296611j 0.00604732-0.00266053j 0.0115211+0.0026888j 0.00418732-0.00585694j -0.00489744-0.00134339j 0.00648607+0.00663508j -0.0235727-0.00540212j 0.00476765-0.00531487j 0.0253179+0.00105874j 0.0446593+0.00389798j -0.0382218+0.00284083j 0.00773012+0.00747117j -0.0124243-0.00374745j 0.0352567-0.00884632j 0.0114935+0.00401829j -0.0120125+0.0183203j 0.0268779+0.0128903j 0.0663411-0.000387802j -0.0710193+0.007279j -0.00183022+0.00162853j -0.080308+0.00109364j -0.148818+0.00464546j 0.0695371+0.00580813j -0.0340137+9.95524e-05j -0.0517767-0.000702186j 0.0311014+0.000494275j 0.115611-0.000229118j 0.0441289-0.00369393j -0.0250702-0.00595448j 0.0187103+0.0056296j -0.0521103-0.00518308j -0.00591283+0.000682598j 0.0126749-0.000693086j -0.000475035+0.00708381j -0.0330087+0.0051845j 0.0146288-0.00202178j 0.0233972-0.00119746j 0.00235099-0.00603051j -0.00784169-0.000961517j 0.00909137+0.0067921j -0.0154911+6.00468e-05j 0.00283063-0.00220172j 0.030846+0.00203543j -0.0491742+0.00404236j 0.000426131-0.00217466j -0.00385477-0.00385718j -0.019975-0.00027714j 0.0227852+0.00612284j 0.00124345-0.00519389j -0.0175527-0.00934353j 0.00137255+0.000716763j 0.017349+0.00660949j 0.00662699+0.000528355j -0.0310387-0.00538331j -0.0135287-0.00275037j -0.0113256+0.000685877j 0.0192413-0.00665723j 0.00110297+0.00444932j 0.00945479-0.00264311j -0.0117814-0.0087873j -0.0105703-0.000778872j 0.00889172+0.00191367j 0.00823655-0.00179586j 0.00720155+0.00326013j 0.00294044-0.00255235j -0.00120441-0.00362258j -0.00398693-0.00186131j 0.00166542-0.00369842j -0.00822411-0.00172739j -0.00134703-0.000771504j 0.000656937-0.000655576j 
0.00164039+0.00104313j 0.000741015-5.7881e-05j -0.0020392+0.000564875j -0.00403129-0.00374248j 0.00262295-0.00131067j -0.000430378-0.00358534j 0.000490024-0.000388623j -0.0071444+0.000166143j -0.00851662-0.00253776j 1.42972e-05+0.00248769j 0.0184437+0.00696304j -0.0100452-0.00170577j 0.0235704-0.000533402j -0.010632+0.00544601j -0.0398452+0.000987504j -0.032729+0.00228581j -0.000126457-0.0102848j 0.0779012-0.00720557j 0.0317132-0.00812298j 0.0431729+0.011228j 0.11974-0.003225j -0.0813037+0.000426248j 0.013081+0.00137684j -0.0938478+0.0115264j 0.118887+0.00165172j 0.107982-0.00701559j -0.0379402-0.00106109j 0.0342573+0.0036299j -0.0219493-0.000241531j -0.0102404+0.00399428j -0.0144456+0.00279953j 0.0655942+0.00659819j 0.0114004+0.000681058j 0.0216615+0.000679577j -0.000854989-0.00122493j 0.0225911-0.00147068j 0.0119464+0.00228484j -0.000229926-0.000817473j 0.0407661-0.000371417j -0.00241225+0.00618649j 0.0494036+0.00136853j 0.038146+0.0105105j -0.0198565+0.00892413j -0.0231721-0.00202859j 0.0043297+0.00971383j 0.00880162-0.00369156j 0.0173005-0.00633313j 0.0109004+0.0104419j -0.0220653-0.000825897j -0.0116261-0.0112481j -0.00212269+0.00221048j -0.00435259+0.00310168j 0.0113544-0.000477397j -0.012933-0.0051065j 0.00471172+0.00288503j -0.00473813+0.00308262j 0.00872474-0.00490225j -0.00804054-0.00126836j -0.00497778-0.00556886j 0.0141977+0.00298186j -0.000357623-0.00212356j 0.0138029-0.0014546j -0.0148373+0.00606577j 1.64611e-05-0.00470018j 0.00336747+0.0021748j 0.0037335-0.000474489j -0.00391394-0.000231109j -0.00852119-0.00786934j -0.0163431+0.00482706j -0.00827203-0.00157328j -0.0011734-0.000140238j -0.010878+0.00107382j 0.00439547+0.00471285j 0.00131557-0.000500608j 0.000109924-0.000734796j -0.000122788-0.000800916j 0.0014641+0.000187597j 
0.000138433-0.00226676j -0.00145297-0.00123936j -0.00268707-0.000404105j -0.00065359-0.00109618j -0.00224244-0.000113676j -0.00421074-0.00234404j 0.000298409-0.000546048j -0.000113751-0.000887896j -3.66827e-05+0.00100143j -0.013305-0.004465j -0.0161303+0.00292309j 0.0132036-0.00145448j 0.00125395+0.00296282j -0.00286618-0.00264992j 0.0606365-0.000466015j -0.0287335-0.00555238j -0.0928483+0.00704379j -0.0371175+0.0117051j 0.0574492-0.0100583j -0.118867-0.000531037j 0.0930527-0.00367444j 0.0305088-0.0106788j -0.0312158-0.00184539j 0.0601066-0.0014818j 0.0757756+0.00202593j -0.0473636+0.00244175j -0.0324393-0.00133555j 0.0112503-0.00606328j -0.0314921+5.75313e-05j 0.0568907-0.00606198j -0.000636106-0.00491427j 0.0164535-0.00577899j -0.0045357-0.00346149j -0.0092705+0.0020026j 0.0187265+0.00417989j -0.00780056-0.0025208j -0.0477614-0.00385281j -0.0478188-0.00432518j 0.00732062+0.0151157j 0.0087905-0.00472471j 0.0246743-0.00423453j -0.00602091+0.00579223j 0.00785634+0.00226313j -0.0140921-0.00667789j -0.0159043-0.00277212j 0.00190824+0.00335072j -0.0110673-0.00768006j -0.00765853-0.00416901j -0.00323485+0.000406296j 0.00108639+0.00132978j 0.0101423+0.0054347j 0.00848927+0.000938805j -0.0284208-0.000976339j -0.0172026+0.00140756j 0.0115788-0.00392097j 0.00281344-5.83838e-05j 0.00337546+0.00211445j 0.014022+0.00112451j -0.0138695-0.0035375j 0.00428203+0.00566418j 0.005647+0.000671787j 0.00333958+0.00461528j -0.00592106+0.00459109j -0.0107604-9.84798e-06j 0.0054965+0.00152132j -0.00314347-0.00276771j -0.00386994-0.00162356j 0.0025955+0.000584196j 0.00387414-0.000475307j 0.000552728+0.00193757j 0.00670381-0.00017736j 4.47413e-05-0.000849072j -8.04376e-05-0.000586106j -0.00460814-0.00187477j -0.00348152+0.00189895j 0.00349958-0.000986921j 0.00187728+0.00226284j 
0.000486098+0.00122127j 0.00207328-0.000553105j -0.000173464-0.00382048j 0.00347648+0.000920648j -4.87334e-05+0.000406251j -0.00332763-0.00543803j -0.00547962+0.00123987j 0.00613074+0.00601105j 8.91843e-05+0.00299458j -0.00420465+0.00138171j -0.0106577-0.0020407j 0.00495843-0.00593175j 0.0114046+0.00174269j -0.0116101-0.00726523j 0.0211012+0.000456891j -0.0760715-0.00279327j -0.00044924+0.00587369j 0.00767789+0.00231787j 0.0186828-0.00508759j 0.0537297-0.000570148j 0.039274+0.00176437j 0.109284-0.0163459j -0.121163+0.0111049j 0.0303673+0.00371711j -0.0540645-0.0036891j 0.0487615-0.00232883j 0.0631682+0.00329334j -0.0461173+0.00404006j -0.0718012+0.00579674j 0.0213303+0.0054771j -0.0325622+0.00180043j -0.0767562-0.00669606j 0.0203357-0.00440649j 0.00869879-0.00218626j 0.0023684-0.00261085j 0.024128+0.00179058j 0.015609+0.00221009j -0.0538261-0.00180156j -0.0294432+0.00124221j -0.00849542-0.00279714j -0.00704864+0.00203428j -0.00473262+0.00331404j 0.0224012-0.00156943j 0.00760453+0.00729264j -0.0292051-0.00925347j 0.0143108+0.00455217j -0.0038474-0.00330019j -0.00762724-0.000972767j -0.0234009-0.00495752j 0.0232964+0.00416606j 0.0157754-0.00022431j 0.000892898+0.00217265j 0.00521154+0.00179483j 0.00378545+0.000497668j -0.00612725+0.000808096j 0.0241786+0.00442965j -0.00448317+0.00166978j -0.000135293-0.00198124j -0.00803012+0.00408925j 0.00422775+0.0047525j 0.00700107-0.0018881j 0.0123252+0.00753494j -0.00294409+0.00135141j -0.00409086+0.00136539j -0.0143335+0.00337386j 0.0108011+0.00525098j 0.000968024-0.000258317j -0.00534886-0.00107211j -0.00113378-0.000900676j 0.00404945-0.00207652j -0.00518915-0.00390627j -0.00366345+0.00213562j 0.000569084+0.00107541j 0.00334248-2.64942e-05j -0.00162725-0.00232128j 0.00427553+0.00172559j -0.00183145+0.0025814j 
-0.00028989-0.00118424j -0.00079812+0.000439087j -0.000486517-0.000336029j 0.000764864+0.000782085j -0.00771355-0.00373667j 0.00269067+0.00529338j 0.00846439+0.00351109j -0.00284284-0.00292664j -0.00078592+0.00132724j -0.00930035-0.000776846j -0.00379844-0.000822549j -0.00281064+0.00220757j 0.00331307-0.000779886j -0.00117028+0.00533027j 0.0366224-0.0036295j -0.0887614+0.00501606j 0.0934686+0.00660398j -0.0834093+0.00947137j -0.100995+0.0120114j -0.0643842+0.010758j 0.0244736-0.00637912j -0.11627+0.00843949j 0.00934819-0.00431935j 0.00535759+0.0040291j -0.0831143-0.00088884j -0.00861081-0.00191445j 0.000778043+0.00462673j 0.0128718+0.00681319j 0.0148811-0.0110124j -0.0374182-0.00268745j 0.0594773+0.00386393j 0.0425722+0.0106709j -0.00122225+0.00968536j 0.0106462+0.00877347j -0.0171069-0.00769003j -0.0350097-0.0119885j -0.0262389-0.00476027j 0.0180798+0.000267867j 0.0272068+0.00558686j -0.00742822-0.0010569j -0.0409259-0.00453471j -0.0149993-0.00770483j -0.0188211-0.00411502j 0.00678799+0.00560099j 0.00618928+0.00227989j 0.0039312-0.00183379j 0.00207984+0.0121049j 0.010056+0.00305145j -0.000860179+0.00394847j -0.00066112+0.000785801j -0.00464109-0.00272275j -0.0172193-0.0043407j 0.000696054+0.000810987j 0.00747255+0.00290003j -0.00889726-0.000648664j -0.00893366+0.000897599j 0.00333009+0.000116029j -0.00453008-0.0024096j 0.00291155+0.000736657j 0.00297867-0.00372794j 0.00250192+0.00115505j -0.00269571-0.00323014j 0.00790816-0.000858564j 0.00561936+0.00393466j 0.000801167-0.000157512j 0.000620816-0.00107724j 0.00198891+0.00122908j 0.00217229+0.00439629j 0.00855056-0.00312203j 0.00495046-0.000621722j -0.00201729+0.00206259j 0.00917557+0.000916883j -0.000827439-0.00397369j -0.00331039+0.00171601j 0.00370098+0.00182735j -0.000631639-0.00156101j 0.00231865-0.000251234j 
0.00107201-0.000611324j -0.00138341-0.00197072j 0.00451637-0.00209282j 0.0048088+0.00108742j 8.99816e-05-0.00137284j -0.00179233+0.00277854j 0.00314079+0.00660381j 0.0111487+0.00677658j -0.00178135-0.00284972j 0.0219908+0.00706609j 0.0160787-0.00121717j -0.0259831+0.0001311j 0.0483112-0.00365921j 0.0411764+0.0055364j -0.0565717+0.0200994j 0.0654014-0.00486759j -0.0909003+0.00668652j -0.107043-0.00275791j -0.0574594+0.0114309j 0.0855824-0.00739773j 0.0293949-0.00162932j -0.03364+0.000708924j -0.101294-0.00658826j 0.0718411-0.00441137j 0.0321688-0.000398099j -0.0352076+0.0126352j 0.0258829-0.00191178j 0.0344475-0.000387934j -0.00984339+0.00185815j -0.018962-0.00676448j 0.0472704+0.0102213j -0.0517407-0.00219026j -0.00291419+0.000135406j 0.0332668+0.00121671j -0.0321378+0.0054497j -0.00915809+0.00407341j -0.0270646-0.00500277j 0.0399134-0.00381442j 0.0176326+0.00124002j 0.0213268-0.00541806j 0.000440016-0.00121973j -0.0064241+0.0025841j 0.0397169-0.00142826j -0.011251-0.0072305j 0.00288736+0.0112125j -0.0123227+3.31614e-05j 0.0126821+0.008199j 0.0226214+0.00452314j -0.0234539-0.00981714j 0.0120724+0.00371j -0.00819432-0.000810337j -0.00383796-0.00333227j 0.00920187+0.00130227j -0.0129012-0.00364352j -0.0129239-0.000654282j -0.0155979-0.00209664j -0.0103786+0.00071336j 0.015401-0.00126995j 0.000634243-0.00734604j 0.000766515+0.000907914j -0.00291051+0.00253716j -0.0103796+0.000482853j 0.00587285-0.0018264j 0.00349124+0.00411359j -0.00697527-0.00235796j 0.0013976+0.00233325j -0.00708956+0.00105587j -0.0105345-0.00431143j -6.58881e-05+0.00183675j -0.00357409-0.000110373j -0.00396476+0.00137936j 0.00502124+0.00356878j 0.00374246-0.00196408j 0.00290584+0.000851915j 0.000648857-0.00149664j 0.00334188-0.00027675j 0.000888089+0.00234765j 
0.00260553-0.000465533j -0.00138352-0.00219915j -0.00415002+4.21961e-05j -0.00392317-0.00482325j -0.000393265-0.00142013j 0.00314508+0.00376411j -0.0023366-0.00279447j -0.00455959-0.00330612j 0.00179778+0.00221712j 0.00307537-0.00449814j -0.0149246-0.000440391j -0.0281645-0.00516391j 0.0259296+0.00334155j 0.00908616+0.0071624j -0.0122301+0.0089234j 0.0853045-0.0012058j 0.10483-0.0170537j -0.0411252+0.013598j 0.190137-0.00970671j 0.00436092+0.00183245j 0.07034-0.00493804j -0.0659905-0.00295301j -0.0030519+0.0022477j -0.0141898-0.00418357j 0.0299574-0.0087214j -0.033654+0.00617842j -0.0434025+0.00117592j 0.00582674+0.00345405j -0.0335209-0.000722791j -0.0269885-0.00932281j 0.0037334-0.00209342j 0.0335005-0.00301273j 0.056982+0.00410293j -0.0323538-0.00812694j 0.0414396+0.00676593j 0.0261458+0.00833659j -0.0374336+0.00485304j 0.0265073+0.00411344j 0.020179+0.00654821j -0.00809257+0.0100365j 0.00685036-0.0083141j -0.0158065-0.00271283j 0.0143035+0.00921361j 0.00550876+0.000650186j 0.00869197+0.009402j 0.00155549+0.0025171j 0.0101187-0.00149069j 0.00899475+0.00227703j -0.00667588-0.00187139j -0.0240531-0.00705227j -0.00562237-0.00114862j -0.0110564+0.00189311j -0.0120728+0.00204403j -0.00309877+0.00337252j 0.0085406+0.000870634j -0.00995217-0.000138089j 0.0158783-0.00252j -0.00405736+0.00102427j -0.00457757-0.00722555j -0.00509857-0.00736374j 0.00796048+0.00150228j -0.00798523-0.0025727j -0.00531057+0.00053944j 0.00440927-0.00670087j 0.00892044-0.00087977j -0.000405902+0.000242665j 0.00841764-0.00331571j 0.00706788-0.000549625j -0.00845934+0.00174608j -0.0125342-0.00122618j 0.00302929+0.00557492j 0.00337317-0.00160924j -0.00229384+0.000250964j 0.0013461-0.00169494j -0.00268304-0.000762503j 0.00167433-0.00108444j 0.00177896+0.00132729j 
-0.00197008-0.00231051j -0.00139128+0.00120864j 0.00217958-0.00190002j 0.00410481-0.000698204j -0.00113943+0.0041973j 0.00551323+0.00643866j 0.00312811+0.00260629j 0.0158072+0.00581766j 0.00140457+0.000430625j 0.0193787+0.0049402j 0.029181+0.000186914j -0.0731875+0.00345826j 0.0495308-0.00895632j 0.102294-0.00399773j 0.166971+0.00812565j 0.0525502-0.0120208j -0.0425147+0.00690032j 0.0593459+0.00523867j -0.0398308+0.0101733j -0.00166667+0.00832546j -0.045422+0.00240196j -0.0290566+0.000307409j -0.0554399-0.000457776j 0.00134619+0.0090375j -0.0193886+0.00735312j 0.0161708-0.00256876j 0.000869402+0.00418938j -0.00390902+0.0045055j 0.010345+0.00293693j 0.0370744+0.00840224j -0.0509474-0.0153023j -0.0157854+0.00124447j 0.0072033-0.000263944j 0.00973019-0.00480563j -0.0113316+0.000513102j 0.00466151+0.00876475j 8.89773e-05-0.00401531j 0.0263135+0.00468509j 0.0161763-0.00358185j -0.00220384-0.00373579j -0.0146443+0.000283035j -0.00227005+0.00659722j 0.0235188-0.00723633j -0.00498105-0.000518165j 0.000451466+0.00168122j 0.000697193+0.00392705j 0.00568097+0.00269733j 0.00290018+0.00411394j -0.0223152-0.0078894j -0.00235962+0.002725j -0.0042012-0.00132496j -0.00242051-0.00177944j 0.0106615+0.00228002j 0.0002865+0.00247477j -0.0123468-0.000681015j -0.0112069-0.00310191j -0.0060377-0.00116274j 0.0129011-0.00426888j -0.0134741-0.00472539j -0.0117084-0.003295j 0.00308914+0.00198119j -0.00944585+0.00685179j 0.0083161-0.00443523j 0.00243262+0.00296409j -0.0139395-0.00238522j -0.0023112+0.00140166j -0.00765971+0.000490381j -0.00483239-0.00472707j 8.21579e-05-0.000169054j 0.00200804+0.00169153j 0.00485821+0.00018819j 0.00218048-0.00307643j -0.00497346-0.00244719j 0.00326974+0.00193907j 0.00233448-0.00198462j -8.89057e-05-0.00236219j 0.00373288+0.000222937j 
-0.00212214+0.000725615j 0.000286257+0.00207326j 0.00303016+0.00592541j -0.00364753+0.00380265j 0.00527147-0.00160369j 0.000537163-0.000787792j -0.00452966-0.00915833j -0.0171576-0.00606616j -0.00670936-0.00600134j 0.0235386+0.0019297j -0.0255932-0.00734084j -0.00759321-0.00243748j -0.126701+0.00945373j 0.131918+0.0019674j -0.0728478+0.000450165j -0.0828216-0.0108902j -0.0527779+0.00253622j -0.0303548-0.0045383j 0.0599296+0.00257029j -0.0367441+0.0017526j -0.125225-0.00200488j -0.00873611-0.00395658j 0.00460584+0.000251717j 0.0083482+0.00335934j 0.0481099-0.00070217j 0.0425912+0.00475671j -0.00976579-0.00308378j 0.0272957-0.00639194j -0.0260632+0.00431405j 0.0434566+0.00788389j 0.028934+0.000688497j -0.0113871-0.00243051j -0.0347957+9.03446e-05j -0.00855033+0.00199013j 0.0395384+0.00579669j -0.0213209+0.000666516j 0.0176572-0.00106906j 0.00362743-0.00171227j -0.00274039-0.00623801j -0.0198926-0.00952392j -0.00716906-0.00597842j 0.0278841+0.0100257j -0.0291247-0.00337214j -0.00673711+0.00279389j -0.00616262-0.00634621j -0.00719564-0.00220015j -0.00190167-0.0038342j -0.00268428+0.000330089j 0.0065314+0.00196366j -0.00478694-0.00208733j -0.00141692+0.00324526j 0.0130221+0.00140884j 0.000844315-0.00691707j 0.00104677-0.00136778j 0.0114079+0.000740588j -0.00174386-0.000343822j -0.00572822-0.0028257j -0.014079-0.000198224j 0.00126807+0.00470066j 0.00159732+0.00307663j 0.00361373+0.00615131j -0.00932166-0.000920814j -0.0126447+0.00187745j -0.0104235-0.00392052j 0.000829819+0.000524068j 0.00219645+0.0036032j 0.0131657+0.000927436j -0.000203574+0.00597099j 0.00606698+0.00280148j -0.00599013+0.00230985j 0.00304896+0.00239546j 0.0018103+0.00138095j 0.00618853+0.00147956j -0.007213+0.000340134j 0.00298317+0.00488791j -0.00558807+0.00143775j -0.00312562-0.00401237j 
0.00231555+0.000804061j -0.000843216-0.00444591j 0.000489914-0.00262722j 0.00359432+0.00413626j 0.00805496-0.00158553j -0.0100338-0.00638216j -0.0176802-0.00201235j -0.00599386+0.00441712j 0.00100281-0.0058682j -0.0213136-0.00891302j -0.192964+0.00826559j 0.0953782-0.0251238j 0.144216+0.00163765j 0.0556957-0.00720133j -0.0140611+0.00452351j 0.0259022-0.0062937j -0.000441028+0.00479335j 0.0371771-0.002529j 0.0441211+0.00458243j -0.00325137+0.00195433j 0.0422631-0.0124458j 0.0297276+0.00669542j -0.0487655+0.00180688j 0.0201233+0.0102571j -0.00161264-0.00504399j 0.034249+0.00719582j 0.0529567-1.65294e-05j 0.0357503+0.0113994j -0.00443952+0.00316654j -0.0211416-0.00716887j 0.0148584+0.00160905j 0.0102012+0.00760709j 0.012562-0.00034039j 0.0185293-0.000597219j 0.00841107+0.00439193j 0.0109365-0.00217345j 0.0140605+0.0125954j -0.0131579-0.0127412j -0.0274855+0.00226001j -0.00493276+0.00603054j -0.00207758-0.00390344j -0.00244704-0.00357279j 0.00745911+0.00295557j 0.00142755+0.00608062j 0.00917901+0.00517472j 0.00360535+0.00103645j 0.00698929-0.000115932j 0.00294782+0.00306775j -0.0148812-0.00289726j 0.0119728-0.00341762j 0.00520485-0.00126801j -0.00942842+0.00222315j -0.00347049+0.00806699j -0.00330123+0.00109841j -0.00952117-0.000738694j 0.000369233+0.00756736j 0.00433327+0.000560699j 0.00435401-0.0017693j -0.00529903-0.00471356j 0.00851463+0.00256032j 0.0115159-0.000558737j 0.000450532+0.000748409j -0.0082764+0.000822119j 0.00257565-0.00345779j -0.000802837-0.00089653j 0.00298448+0.00407363j 0.00691661-0.00445086j 0.00980541+0.00103258j -0.00488459-0.00233917j -0.00578669-0.00140335j -0.00144819+0.000677962j 0.00146842+0.0028954j 0.00360462+0.00118368j -0.00172302-0.00207672j -0.00406235+0.00104688j 0.0062399+0.00342427j -0.00471481+0.00372776j 
-0.00165143-0.00476083j -0.0036405-0.00048688j -0.000411672+0.00204108j -0.00366932+0.000607941j -0.00555764-0.00700867j -0.0167378-6.28962e-05j 0.00600442+0.00251291j -0.0117604-0.00625122j -0.0290049-0.00866653j -0.132167+0.00538726j -0.0772955+0.0211467j -0.202912+0.00669569j 0.00303398-0.00221857j -0.0353115+0.0141605j -0.0523895-0.00224389j -0.0336219+0.00238689j -0.0857315+0.00791414j 0.00343745-0.00264044j 0.00273619+0.0133815j -0.0216272+0.00220347j -0.000678583+0.0102042j -0.105775+0.00399165j 0.010532-0.00683546j -0.00875626+0.00466884j 0.0410764+0.0027429j -0.0134989-0.0110355j 0.00322675+0.00424926j 0.0071202-0.00879114j 0.0481544+0.0121384j -8.07354e-05-0.00393058j 0.0140695-0.000617167j 0.0167261+0.00114211j -0.015398-0.000368968j 0.00968211-0.0132469j 0.0146757+0.00116967j 0.00221058-4.1354e-05j 0.0144076-0.00682615j 0.00687251-0.00201816j 0.0186829+0.000194572j 0.00436973-0.00275159j -0.00399377-0.00326331j -0.00331778+0.0036377j -0.00765571-0.00171614j 0.00908955+0.00169747j 0.00566492+0.00289652j -0.0118132-0.00676623j 0.000531051+0.000828123j 0.00127707+0.00350444j -0.00962665+0.000789322j -0.00914534-0.00357324j -0.00536621-0.00317951j -0.000918475+0.00337236j 0.0149095-0.000795871j 0.00682611+0.00334817j -0.00592232+0.00177374j -0.000800512+0.001703j -0.0024145-0.0039958j -0.00479213-0.00444908j -0.0039881-0.000489046j 0.00321533-8.01488e-06j -0.00381644-0.000126351j -0.00524787-0.00505531j -0.00269028+0.00072822j -0.000975642-0.00284478j 0.00116316-0.00210509j -0.00251407-0.000724738j -0.000779938-0.00298849j 0.00687037-0.00208051j -0.00326869-0.000150742j -0.00456712+0.00146618j 0.00518348+0.00247372j 0.00242318+0.00171786j 0.00523579-0.0010821j -0.0113292-0.000362128j 0.00091065+0.00623599j 0.00169859-0.00308831j 0.00465999+0.00126448j 
0.0039568+0.00119253j -0.00113932-0.00233013j -0.00189761+0.00553005j -0.00727133-0.0057949j -0.0028044-0.00559785j 0.00571859+0.00198298j 0.00751822-0.00125826j -0.00828404-0.00733775j 0.0415456+0.0102262j 0.209108-0.0182113j -0.115528-0.00995829j -0.0695343+0.00611677j -0.0555655+0.00588588j -0.091369+0.0226374j -0.0207167+0.00618924j -0.0446455+0.00177633j 0.0164331+0.0115525j -0.0475756+0.00090253j 0.0649072-0.00867627j -0.021126+0.00876558j 0.0289437+0.0100392j -0.0697945-0.00610324j 0.0427466+0.00503581j 0.0175527+0.00321378j -0.0436823-0.0080403j -0.0223393-3.6141e-06j -0.0303614-0.00338351j -0.00147291+0.000894469j -0.00672373+0.011143j 0.00922859+0.00304878j -0.00172323-0.00103986j 0.0084416-0.00230522j -0.00433951-0.00380578j -0.00344191+0.00847842j 0.0142576-0.00203257j 0.00160595+0.00238844j -0.00774862-0.00119505j 0.0144643+0.00897181j 0.00343625+0.00230619j -0.016411-0.00206261j -0.00908662-0.00823385j -0.0165068-0.00336921j 0.00176964+0.000191725j -0.00349139+0.00454364j -0.00754048-0.00419364j 0.00928655+0.000861736j -0.0077028-0.000392056j -0.00281365-0.0012013j 0.0117972+0.000673442j -0.0206084-0.00166816j 0.0016417+0.000376502j -0.00465427-0.00236636j -0.0120415+0.000594877j -0.0003603+0.00330554j 0.0134407-0.00261622j -0.00253885-0.00520636j 0.0133339+0.000544818j -0.00962214+0.00373236j 0.00334316+0.00252119j -0.00392785-0.00768358j 0.00451834+0.00248461j -0.00750326-0.00100742j 0.00661851+0.00358225j -0.00517626-0.000924862j 0.0119367+0.00156402j 0.00170625+0.000241693j 0.0151894+0.00105352j -0.00449016+0.00835721j 0.00900942+0.00513658j -0.00984565+0.000688421j -0.00201544+0.00493601j 0.00412964+0.00199237j 0.00403359+0.000255849j 0.000622113-0.00347832j -0.00506896-0.000214863j -0.00108009-0.000236074j 6.73818e-05-0.000529733j 
