-0.00289061+0.0397362j 0.00735555+0.00259852j 0.00205102-0.00040876j -0.00131912+0.0566576j -0.00145501-0.0414634j -0.0057511-0.0446165j -0.00342359+0.0261899j -0.00201149-0.0201619j 0.00955592+0.038678j -0.00125384-0.0116345j -0.00467431-0.00456662j 0.00218396+0.0602457j -0.00361506-0.00295535j -0.00285393-0.0387391j -0.00121805+0.0313105j 0.00646996-0.00487429j 0.00478748+0.0161318j -0.000174012-0.034936j 0.000878269-0.0157807j -0.00723446-0.0209955j 0.00180124-0.0531757j 0.00429464-0.0157008j 0.000679437+0.0143511j -0.00388791-0.0667113j 0.00656001-0.0148051j 0.00842005-0.0167458j -0.00559062+0.010145j 0.00310193+0.0390496j -0.00239751+0.00552471j 9.48869e-05+0.0019926j 0.00201701+0.0327251j 0.000663801-0.0164616j -0.00453912+0.0309686j 0.00220839-0.0174999j 0.00643606-0.0217796j 0.00100343-0.0213895j -0.00106657+0.00636584j 0.00191453-0.026826j -0.0132846+0.0156904j 0.00545379+0.0104168j -0.00186341+0.0400753j -0.00174104+0.0125222j -0.00344494+0.0030484j -0.00159235+0.057925j 0.0125009-0.0592701j 0.00156566+0.00192075j 0.00453131+0.00250822j -0.00601547+0.0140487j 0.00547467-0.0270058j -0.00155825-0.0299235j -0.0119933+0.0479314j -0.00460255+0.00243719j 0.0148957-0.036839j -0.00112519+0.0416564j 0.00635667-0.0224382j -0.000401375-0.00548466j 0.0300565+0.0314068j 0.00877177-0.0159634j 0.00457528+0.00267856j -0.00138948+0.0138167j -0.00770254+0.0346959j 0.00879546+0.00454173j -0.0042553+0.0048877j 0.000470111+0.00511106j -0.00937456+0.0288089j -0.0111975-0.00948529j 0.00588058+0.0181782j -0.00187616-0.0214265j 0.00652588-0.00794997j -0.0100803+0.0114882j -0.00655832+0.00158125j -0.00735651-0.00889871j -0.0032632-0.00609797j -0.0136438-0.00430576j -0.00748049+0.0274533j 0.00482679-0.0139053j -0.00544283+0.00409628j 0.00788941-0.0203194j -0.000739573+0.00910235j 0.00755341+0.0198032j -0.0121077+0.00331859j 0.0128294-0.0143298j -0.003974+0.012644j 0.0161641+0.0011495j 0.00611441+0.0149837j -0.0182243+0.017507j 0.00113707+0.00519476j -0.0110762-0.0260643j 0.0416798-0.0185256j -0.100872-0.157058j 0.188007-0.0422199j 0.091607+0.0434893j -0.0186188+0.0844686j -0.246891+0.0261703j 0.0259985+0.255093j 
0.0107558+0.015378j 0.00732825-0.0176789j 0.0324087+0.0307255j -0.00568138+0.0261984j 0.0314985+0.0317346j 0.00389132+0.00271683j -0.005145+0.00300148j -0.00299661+0.0173753j -0.00954401-1.41139e-05j -0.00372992-0.01905j -0.00323197-0.0249695j 0.0122307-0.023916j 0.0192403-0.0279197j -0.00767255-0.020751j 0.0265195-0.0109999j -0.0274221+0.0294274j -0.0288594-0.0118888j -0.0315036-0.0242795j -0.0272142-0.00153221j -0.0123551-0.00515672j -0.0241627+0.0207487j -0.0423156-0.0376519j -0.00602724-0.00217109j 0.0336538+0.0114357j -0.0111583-0.0380343j 0.0151349+0.000728179j 0.0393949+0.0254386j 0.0223641-0.0149591j -0.000283002-0.00984639j 0.0181228-0.0598611j -0.00505372+0.01887j 0.0134563-0.00549785j -0.0368345+0.046875j -0.00480169-0.026076j -0.0074508+0.0291161j 0.00325294+0.0134868j 0.00667505+0.0112835j 0.0109021-0.0176623j 0.042724+0.0227507j -0.000709685+0.0115792j 0.0104516+0.0503233j -0.00903799-0.0574944j 0.0241991+0.0175482j -0.0147962+0.0558532j -0.0330845+0.0158364j -0.0653622+0.0659195j -0.00338707+0.0127184j 0.0500983-0.091699j 0.0210338+0.0688136j 0.0545554-0.00362109j 0.0691119+0.0523902j -0.0310233-0.0284389j -0.0202574+0.0202689j -0.0528951-0.0577694j -0.0317448+0.0273722j 0.0433244-0.0592957j -0.0483188-0.0356602j -0.0492836+0.00144035j -0.0114852+0.0234869j -0.0560764+0.0253817j -0.0207313+0.054704j -0.0556343-0.0535666j 0.0788897-0.0564488j 0.075341-0.00908573j -0.059-0.001582j 0.0960572+0.0111118j 0.00875184-0.0735933j -0.0072124+0.0717986j -0.00502905-0.0711466j -0.0636815-0.0819135j -0.092834-0.0238j 0.096356-0.0207294j -0.0513624+0.113928j -0.0341794-0.0537045j 0.0572273-0.0240662j -0.129123-0.0520184j 0.0037782+0.0181279j -0.00538133+0.0203911j -0.0406327-0.0680144j 0.0539968-0.0233389j 0.0298972+0.0431398j -0.0841849-0.0028452j 0.000346753+0.0815354j -0.014727+0.265525j -0.148722-0.0487785j -0.156867+0.0370483j -0.0541088-0.0542787j -0.0758856+0.035378j -0.0573724+0.0454667j -0.00566334+0.013164j 0.0353433+0.00255417j -4.57303e-05-0.0220959j -0.000290353+0.0209018j -0.00093493-0.00390181j -0.00308129+0.00957491j 
-0.0280327+0.0241051j 0.00630952+0.0089317j 0.0492031-0.000997982j -0.0791906-0.0251143j 0.00790067-0.0238968j -0.0290691+0.000974462j -0.0233133+0.00788378j -0.00998316+0.0110407j -0.00228327-0.0468317j -0.0177077-0.0898719j -0.0305633-0.0262782j -0.0315082-0.0546082j 0.0215384+0.00201793j -0.0221889+0.0347954j 0.00866734-0.0125195j 0.0340553+0.00990782j -0.00215325+0.00493617j 0.000258492+0.0126418j -0.0266517+0.0123811j -0.0197244+0.00285621j 0.0311034+0.0306405j 0.020526+0.0325782j 0.0216062-0.045713j 0.01065+0.0831237j -0.025319-0.0242011j -0.00967625+0.0240651j -0.0416453-0.0684654j 0.0130575+0.00888731j 0.0174635+0.0567004j -0.000473001+0.0131105j -0.00775115+0.0188734j -0.00867629-0.0237745j 0.0304505+0.155872j -0.0137543-0.0265002j -0.0318899+0.0182151j -0.0167929-0.001513j 0.00871057-0.0379891j -0.0310956-0.0285098j -0.0305744-0.0543502j -0.0434285-0.0105368j 0.00911129+0.0174251j 0.0149317+0.0180863j 0.0266694-0.0470484j 0.0233417+0.0653433j -0.0208625+0.00754413j -0.0499121-0.00567137j 0.00436034-0.0314035j -6.72314e-05+0.0271728j -0.00713698+0.116062j 0.0123947+0.00875276j 0.0266324+0.0412725j 0.0349275-0.000709489j -0.0211553-0.0402537j -0.0736218+0.053028j 0.0190721-0.0183675j -0.0362133-0.0608936j 0.0488052-0.0385639j 0.00955971+0.0274826j -0.018221+0.12495j -0.0316812+0.0269729j 0.0157404-0.00825031j -0.0893451-0.0168332j -0.0217718-0.0667002j -0.0267381+0.155599j -0.0889436-0.039641j 0.0454868-0.0305026j 0.0627352+0.0129946j 0.0679227+0.0678618j 0.0343421+0.0438261j 0.0597431-0.0211729j 0.0796249-0.0452888j -0.0136186+0.107343j -0.0254559-0.0863029j 0.0721875-0.115575j -0.0338249+0.031495j 0.0213746+0.0275474j -0.00330682-0.032371j -0.0244839+0.0544559j 0.0435415-0.057771j -0.0356585-0.034873j -0.022313-0.0513796j 0.0474461+0.0435518j 0.0427575+0.0581605j -0.0313692-0.112822j 0.0805538+0.0426847j 0.0440151-0.0735855j 0.0376486-0.029712j 0.0397188-0.0118195j -0.0043857-0.0229705j 0.0109507-0.00243059j 0.0158327-0.0113898j -0.0172224-0.034825j -0.000178213+0.0201882j -0.00777544-0.00354127j -0.00445895-0.010017j 
0.00203733+0.0182849j 0.0051734-0.00126517j -0.00427688+0.00190281j 0.0377282+0.0318602j 0.0198824+0.0109813j 0.00643876+0.0116199j 0.0203791+0.0359577j 0.0267911+0.051204j 0.0236409-0.0223895j -0.0165774+0.0265361j 0.0386497+0.0313825j 0.000565569+0.0199171j 0.000684194+0.0142603j 0.0141823-0.0173607j -0.0157284+0.0466022j 0.0104216-0.0314493j -0.00664958+0.00718658j 0.0181448-0.00981981j -0.0286786+0.0183643j 0.0222446-0.0242831j 0.00965651+0.00237808j -0.0201364+0.051939j 0.00683259+0.01751j 0.0111519+0.00358611j -0.00396687-0.00874677j 0.0427809-0.0299818j 0.0281605-0.0391215j -0.00655739+0.0553109j -0.00718154+0.00171902j 0.010413-0.0331621j -0.000127567+0.0030686j -0.0083398-0.00174242j -0.0030007-0.0109663j -0.0209001+0.0211742j -0.000772231-0.00382265j -0.0352136+0.0510236j -0.0170113+0.0309213j 0.0252651-0.0382523j 0.00146055+0.00402335j -0.0112088-0.048496j 0.0346783-0.0505875j -0.00716052-0.0194757j 0.036903-0.00356259j -0.00145208+0.0992631j 0.0401242-0.00895091j 0.0719221-0.0398367j -0.0633326-0.0702642j 0.0260823-0.000381034j -0.0184958-0.0530629j -0.0555868+0.0392955j -0.026616+0.0447268j 0.0295636+0.0763555j 0.00988499+0.0473859j -0.0343603-0.00113548j -0.0101878+0.0129142j 0.0202549-0.0100094j 0.0604629+0.000108221j 0.0363673+0.0262511j -0.0165319+0.00413054j -0.0324635-0.164955j 0.0178584-0.073411j 0.180785-0.0174884j -0.0675733+0.0384402j 0.00763816+0.0407745j -0.0994458-0.0586599j 0.0754151-0.131508j 0.0676123-0.00862882j -0.0328028-0.0335451j -0.181199-0.00236849j 0.00910911-0.0579028j 0.0453861+0.129663j -0.000128737+0.0372119j 0.0272728+0.041277j 0.0161266+0.0528306j 0.0606143+0.0343025j 0.0352015+0.00698888j 0.0509532+0.0334427j 0.00758033+0.0246336j -0.0258786-0.0310829j -0.025169+0.0359185j 0.0438815+0.00910285j -0.00342857+0.00336554j -0.0247377-0.0323594j -0.0847085+0.0577338j -0.0234036-0.0331179j -0.0275848-0.0207425j -0.0134512-0.0277316j -0.0189068-0.0433246j -0.00407106-0.0547471j 0.00287395+0.00555981j -0.00662521+0.00553457j 0.00190998+0.0103809j 0.00734478-0.0186575j 0.00486128-0.00538707j -0.0028053-0.009335j 
-0.0111772-0.00410394j -0.0262042+0.00955916j -0.00695708+0.017836j -0.0541794-0.0512931j -0.00152046-0.00218639j 0.000354801-0.0357327j 0.0213868+0.0287582j -0.0146975-0.016344j -0.0207233-0.00269791j -0.0297243+0.0277215j -0.0134146-0.0754942j -0.0429495-0.00673835j 0.00960448-0.0207157j 0.0270294+0.00816075j 0.0270195+0.00589958j -0.0469172-0.0334538j 0.000468275-0.0394894j 0.0388663+0.0159962j 0.0283338+0.0349533j -0.00765719-0.0329613j -0.0147104-0.0208884j 0.0279455-0.0438969j 0.0509053+0.0248497j -6.55081e-05-0.0143877j 0.0569986-0.0592518j -0.0330863+0.0374594j -0.0338146+0.0244733j 0.0490874-0.010476j 0.0117821+0.00595738j 0.0189789+0.0196109j 0.0201524-0.0277036j 0.01029+0.0152689j -0.0142382+0.0171589j 0.0179424-0.00682093j 0.0238586-0.00897589j 0.0413339-0.0447562j 0.0111154+0.0408503j -0.0203902+0.0500976j -0.0646524+0.101296j -0.0268713+0.120977j -0.0443076-0.0200534j 0.0558776-0.0351994j -0.0657601-0.0348685j -0.0265179-0.0592419j 0.0067949+0.00193183j -0.0674896+0.0117639j 0.00700348+0.00345942j 0.0660216-0.0530687j 0.00494665+0.0375996j -0.00644356+0.0519343j 0.0296987+0.0773808j -0.0611403+0.024888j -0.00181581-0.00747628j 0.0218255-0.0164667j -0.015795-0.0718285j -0.0138616-0.0321978j 0.0320622-0.00572498j 0.0144537-0.00360312j -0.018241+0.0129075j -0.00349208-0.0750049j 0.000619174-0.0538471j 0.0393176+0.0216908j -0.00914425-0.0547746j 0.135134-0.0580951j 0.024987-0.112992j 0.122436-0.0508527j -0.121792-0.116509j 0.0123151-0.029568j -0.113261-0.0517214j 0.0667848+0.091474j 0.0114788-0.0095389j -0.0449567+0.0316435j -0.116532+0.0287487j -0.00436409-0.0525953j 0.0549699+0.0697773j -0.00479478-0.0307748j -0.0393276-0.00631738j 0.00112394+0.0197455j 0.0254654-0.056418j 0.0146285+0.0852562j -0.0314946-0.0249543j 0.0607346+0.00692127j 0.0264811+0.000962192j 0.0738614-0.116339j 0.0625304+0.035992j 0.045602-0.00468152j 0.032161+0.0171166j 0.0319093+0.0594321j 0.00651961+0.0505391j 0.00429272+0.012434j -0.00416903-0.00663015j -0.0025597+0.0264599j -0.0215362+0.0261064j -0.00740466+0.000641691j 0.00628056+0.00210478j 
-0.00723188+0.00113231j 0.0252006+0.00247382j 0.00372069-0.0791851j 0.087614+0.141796j -0.050659-0.0414402j 0.0308921+0.0644915j -0.0134301-0.0102962j -0.0112594-0.0658504j -0.00412418-0.0702213j -0.0181314+0.0153989j 0.0689261+0.00987238j -0.0606127-0.0441044j -0.0095917-0.0180439j -0.0148062+0.00646965j 0.0292982-0.00407928j -0.0326016+0.020728j 0.00337542-0.00478335j -0.0217496+0.00641352j 0.0151254-0.00528065j 0.0422995+0.0620541j -0.00638039+0.0198063j 0.063272+0.0760097j -0.0340177-0.0189927j 0.00349422-0.0233838j -0.0126319+0.0410193j 0.037468-0.00536724j -0.0259543-0.00225028j -0.0733343+0.0526121j 0.0352989-0.0200931j 0.00479783-0.0473414j -0.055699+0.0132868j 0.0206617+0.0189137j 0.032576-0.0607115j -0.00380922-0.0257552j -0.0626289+0.0026218j -0.0822797-0.0117894j -0.0706095+0.0661546j -0.0104131-0.0258289j 0.110744-0.0596336j -0.0206919+0.00706394j 0.0154078-0.00960925j -0.0478223+0.0402972j -0.00417382+0.0891003j 0.0401108-0.0748873j 0.0282491+0.0252978j -0.0161786+0.0391138j 0.0285289-0.0209694j 0.0133442-0.0366694j -0.0164467+0.0186183j 0.024163-0.00133886j 0.00460467+0.107664j 0.0381364+0.0212392j -0.00292491+0.026491j 0.0636894-0.0102643j -0.0409667+0.0195328j 0.0174433+0.0522156j -0.0154485-0.0619268j -0.00419481-0.0713487j -0.0506957+0.126744j -0.0301901-0.0085805j -0.0774817-0.0311202j -0.00985028-0.0346758j -0.0883443+0.0143038j 0.0404253-0.0949526j 0.0149767+0.00155204j 0.00978077+0.0111261j -0.152822+0.0243148j -0.115028-0.0241947j 0.0576177-0.0416443j 0.00396534+0.0660065j -0.0627175-0.0925789j -0.0349707-0.00643118j -0.0256718-0.0163068j 0.035627-0.0189657j -0.0222875-0.0183578j 0.0289455-0.00352926j -0.0102603-0.0321164j -0.00988602+0.0151734j 0.00696513-0.00759757j -0.0158636+0.0140989j -0.0428082+0.00682168j 0.00869016-0.0157891j 0.00650483-0.0113843j -0.00190636-0.0560934j 0.0397164+0.0278057j 0.0108096-0.0261273j 0.0305532-0.00510902j 0.0032285-0.021357j 0.024094+0.0297667j -0.00864141-0.0137414j -0.016466+0.0118856j 0.0110967-0.0212318j 0.00545514+0.0211431j 0.00141406-0.00205347j -0.00927767-0.0172813j 
0.00315058-0.0311043j -0.0289403+0.00238242j 0.0294457+0.0633358j -0.0449219-0.0771989j 0.0461605+0.0265781j -0.0291657+0.00240934j 0.00367422+0.0411523j 0.0264274+0.0258216j 0.00247289-0.0322177j -0.0350727+0.0832677j -0.0120568-0.0457011j 0.0338129+0.00583117j 0.00874316-0.040241j -0.0274293+0.0235913j 0.0108187-0.00487689j -0.012635-0.0270352j 0.00367461+0.00869798j 0.0105761-0.00686281j 0.00396476+0.0560805j -0.0403519-0.0212172j 0.0118216+0.0081738j -0.0225711-0.0237391j 0.0151739+0.0869836j -0.0317962-0.0504794j -0.0283965+0.040271j -0.0163712+8.90722e-05j -0.0359198-0.0360659j 0.0787539-0.102414j -0.0308204+0.0925869j -0.00864515-0.00174319j 0.0250534-0.048045j 0.00376782-0.0140555j -0.0314212-0.0515565j 0.0158235-0.0146739j 0.00907001-0.0647078j 0.0331738-0.0713131j 0.0440656+0.0062805j -0.00595857-0.0329253j -0.0133052+0.0286278j -0.0146565+0.0154072j 0.00149942+0.00355618j -0.0461828+0.00345853j 0.00293199-0.0430752j 0.0549925+0.0318376j 0.0347842+0.0706778j -0.00569888-0.0553546j -0.092952+0.125284j -0.0437174-0.00530435j -0.0419397-0.036646j -0.074257-0.0563062j -0.00494642+0.00808424j -0.0371267+0.0243646j 0.0407356+0.00795236j 0.0800539-0.0217428j -0.000614505+0.0211568j -0.00228111+0.0123486j -0.0340768+0.00961046j -0.0093688-0.0126793j 0.017498-0.0629425j -0.0235219+0.0224307j 0.00342342+0.0547459j 0.0138544-0.0146782j 0.0975146-0.0470804j -0.0273523-0.08387j -0.0148673+0.0878557j -0.00701108+0.0375625j -0.115041-0.0174107j 0.0608878+0.0487039j 0.110355+0.0214787j -0.0273022+0.026194j -0.0440828-0.0561926j -0.0244929+0.0551691j 0.0179296-0.0439192j 0.0577164+0.0403941j -0.00547938-0.0455227j 0.0305808-0.0240148j 0.0276555+0.00251665j 0.016869-0.00804442j -0.0138679-0.00673519j -0.00724698+0.0107681j 0.0201389-0.0117508j 0.0344002-0.0377799j -0.00851967-0.0218659j -0.0508759-0.0167356j 0.00647517+0.00201556j 0.00913387-0.0219059j 0.000970973+0.024682j 0.0303447-0.0507414j -0.0206394-0.0363874j 0.00182775-0.0099157j 0.0101038-0.00461588j 0.0173563-0.0163628j -0.0151304-0.00731768j 0.000415858-0.00553988j 0.00154204+0.00213804j 
-0.0055801-0.00208612j 0.00699588+0.000938152j 0.00992434-0.0764492j 0.0145093-0.0116353j -0.0171729-0.0127035j 0.0004047+0.000296849j -0.0353227-0.0589525j -0.0287699-0.00457459j -0.00938443+0.0169069j -0.00549113-0.0811267j 0.0749052+0.000787773j 0.0335963-0.0214044j -0.0169801-0.0274498j 0.0106544-0.00489673j 0.0171157-0.00653861j -0.0160466+0.0203813j 0.00522759-0.0138167j -0.00263546-0.0345039j 0.0110652-0.0370451j -0.0143945+0.0365848j -0.0328589+0.0184591j -0.0128042-0.00825062j -0.038109+0.0088618j 0.011373-0.0285637j 0.00533527-0.0284599j -0.0457031+0.0436671j -0.00822863+0.0405552j 0.00106508-0.0310931j -0.00937386-0.000902002j -0.00861424+0.0261199j -0.0287378+0.0450926j -0.00592743-0.00607367j 0.0280202-0.00993008j 0.00798949-0.037513j -0.0153639-0.0310353j 0.0135148-0.0985397j -0.0354917+0.0449338j -0.0361662+0.0530412j 0.013811-0.0291416j 0.0296535-0.0242956j -0.0115024+0.0331386j 0.0340612+0.048468j -0.00403188+0.0389055j -0.0454348+0.0406206j -0.0867703-0.0182095j -0.0684947-0.0713617j 0.0271841+0.00289986j -0.0611259-0.0245945j 0.0524532-0.0567196j -0.0259301+0.0100626j -0.0519115-0.0173235j -0.0108814-0.0187162j -0.0335109+0.0325702j -0.00853313-0.0399565j 0.00996341-0.004394j -0.0270304+0.047161j -0.0269334-0.0111038j -0.00191759-0.105839j 0.00415518-0.0899632j 0.0878262-0.151205j -0.107445+0.0219975j 0.205358+0.092741j 0.0638725-0.00835718j -0.0332492-0.0147877j -0.0127753+0.020209j 0.0271039-0.0107275j -0.0628211-0.0108646j 0.0354281+0.0868659j 0.0556799-0.0197657j -0.0225957+0.0173029j -0.0322971-0.0409654j -0.000302193-0.00728527j 0.0356653-0.0270967j -0.00297763+0.00592296j -0.0290564-0.0352889j -0.0344698-0.00625044j 0.00474278+0.0258971j -0.029728-0.0154099j 0.0374962+0.0174062j 0.0309971-0.0282237j 0.00784596+0.0051116j -0.0248249+0.0448487j 0.000316623+0.0501916j 0.024943-0.00553756j -0.0145616+0.00647601j 0.0338583+0.012312j -0.0170808-0.0299391j -0.0044794+0.0474791j 0.00121121-0.000135253j -0.0017118-0.00159401j 0.017128+0.0153411j -0.014031-0.00949003j 0.00292367-0.0354666j 0.00149493-0.0086128j -0.0114572+0.0100275j 
-0.00549138+0.00119404j -0.0117767-0.0126455j -0.0329993-0.0737045j -0.0693722-0.00803742j -0.0245851-0.0484908j -0.0572077+0.0246211j 0.00485658+0.00504987j 0.0589866-0.00467271j -0.032171-0.0291271j -0.0122089-0.0561091j 0.009489-0.0238809j 0.0131746-0.0327649j 0.0288988-0.0409432j 0.00488772+0.0101412j 0.00936566-0.0187484j -0.021373-0.0028508j 0.0249356-0.00365478j -0.0113612-0.0311589j 0.0293047+0.0182595j -0.0194494+0.0157049j -0.0100733-8.82718e-05j -0.0306851+0.0442172j -0.00510063-0.0401302j 0.0200201+0.0346416j -0.0144788-0.01727j -0.0101916+0.00629052j -0.0733524-0.0203442j -0.0105442-0.058604j 0.0525212-0.0149283j -0.0290587-0.0636737j 0.0139632+0.0785693j -0.0118904-0.00800555j 0.0344105+0.0291832j 0.0215871+0.0166242j 0.0114222+0.0669553j 0.00575603-0.0416037j -0.0529446-0.10521j -0.0144735+0.0538517j 0.0449396+0.0656613j -0.0254784+0.0111792j 0.0320343-0.101277j -0.0673759+0.0292224j -0.072637-0.0274305j 0.0567649+0.0525861j 0.0461879-0.0206244j -0.0768696+0.068753j -0.0486529+0.0529459j 0.0188033-0.00207278j 0.0107916+0.0341122j -0.0129638+0.00315511j 0.0215035-0.00701354j -0.0624542-0.0031721j -0.0320709-0.00593336j -0.0911435+0.025098j 0.0339597-0.0517991j -0.0606721+0.0231406j -0.0211645-0.0401631j 0.0340789+0.0152259j -0.0225121-0.0799573j 0.0028332-0.0258598j 0.0589538-0.000493052j 0.0532589+0.0252117j 0.0581052-0.0362207j -0.024763+0.014072j -0.0173351+0.0465681j 0.0526117-0.0364996j -0.00512531-0.0437251j 0.0626081-0.0189205j 0.0258439+0.00598355j 0.0564984-0.0283317j 0.0390784-0.0209547j 0.0631708+0.0604212j -0.0130269-0.00319923j 0.0215449-0.0102581j 0.0503447+0.00524349j -0.0104812-0.0206604j 0.00367972+0.0286143j -0.00171186-0.00803379j -0.018685+0.024241j -0.00826255+0.0169922j -0.034073-0.00537141j 0.022774-0.0109336j -0.0345798+0.00172543j 0.0432984-0.0316434j 0.00365893+0.0147872j -0.00482333+0.0388197j 0.0287462+0.0028526j -0.00316774-0.00797046j 0.0307873+0.0251896j -0.00066562-0.00934207j -0.00447942-0.0015469j 0.0096968+0.00838022j 0.0142661-0.00209253j -0.0124579-0.0113402j -0.00508618+0.0140796j 
-0.0306346+0.00973474j 0.0167811+0.00894105j 0.0602773+0.0575737j -0.0462283+0.00301213j 0.0460389-0.0028235j 0.0113378+0.00396281j -0.0275608+0.0259054j 0.0593773-0.0342974j 0.038386-0.0306253j -0.0595821+0.0179191j 0.0315304-0.0191544j -0.0133488-0.0769521j -0.00110167-0.0227781j 0.0269013-0.0135086j -0.00720617+0.0245105j 0.00242557-0.00238449j -0.00320924-0.0286713j -0.0128801+0.0415976j -0.0237174+0.0380542j 0.011341-0.0519712j 0.00229553+0.0211932j -0.0177788+0.0741897j 0.016195+0.000932317j 0.0612087-0.0184716j 0.0081949-0.0561815j -0.00662762+0.0566752j -0.00542775+0.0357098j 0.0252741-0.000585954j -0.0430973-0.018382j 0.0266838-0.027432j 0.0238972-0.0177966j -0.00160615+0.0176509j -0.0275784+0.0308925j 0.00780716-0.0206687j -0.000475765+0.00568004j 0.0164886-0.0278043j -0.0250398-0.0113974j -0.0150092+0.0332851j 0.0212475-0.0475262j -0.0400614-0.0393891j -0.0229341+0.0496721j -0.0239075-0.0719486j 0.0921923-0.0658601j 0.02252+0.0130617j -0.0567415-0.00571143j -0.0743937+0.0331365j 0.0117281+0.0119043j -0.0268582-0.112279j 0.0189355-0.0577293j 0.0369567+0.000496533j 0.0283009+0.0360569j -0.0444461-0.0551178j 0.0186371-0.0486264j 0.0356369+0.0353432j 0.0313562+0.0130313j -0.0297901+0.0109728j -0.0231281+0.0210361j -0.0356354-0.0883999j 0.029657+0.0107424j -0.0367266-0.0216643j 0.0214711-0.0188271j 0.0891706-0.0499085j -0.0456616+0.104281j 0.119155+0.0277514j 0.0811813-0.0277345j -0.0234096-0.106163j -0.0603182-0.0512228j -0.103151-0.0395787j -0.0877479-0.0405358j 0.0464521+0.0368185j 0.0389291-0.0248287j 0.0236303+0.0166787j 0.0451652+0.0413745j 0.00692873-0.0533127j 0.0239224+0.0134287j -0.0326435+0.0282332j 0.0270281+0.0147541j -0.0152919-0.00313325j 0.00746219-0.0168795j 0.0189442-0.0164432j -0.0129921-0.0319831j 0.0221294+0.0330976j 0.0211893+0.0343255j -0.0189362+0.0032959j 0.00225887-0.0153384j -0.0144766-0.0240968j 0.000951743-0.0167207j 0.0129744-0.0232971j -0.0126518+0.00475229j 0.0027917+0.00692151j 0.0174266-0.0128447j -0.00879679-0.01014j -0.00214654+0.0247015j -0.00641383+0.00842091j 0.0055666+0.00337571j 
0.00232736+0.0139316j 0.027366+0.0258552j 0.0061339-0.0018384j -0.0373178+0.0305779j -0.0420937+0.0490642j -0.0277933+0.0424305j -0.0617724+0.0448406j -0.026859+0.143496j 0.079039+0.0148254j -0.112534-0.0366214j -0.0138745+0.0307132j 0.0169126-0.0211021j -0.00338601+0.0198172j -0.000933479+0.016892j -0.0382306+0.00505855j 0.0228215-0.0198019j 0.0202811+0.00313246j -0.0207281-0.0219098j -0.00303722+0.00566897j -0.00862586+0.0630103j 0.00840538-0.0132257j -0.0716461+0.0446212j -0.0644463+0.00827698j -0.0102766+0.0614346j -0.0789315+0.0908676j -0.000370084+0.0744848j -0.00681468-0.00790935j -0.0579903+0.0328966j 0.0182816+0.0250147j 0.00762856+0.0100958j 0.0151424-0.00990502j 0.00398128-0.0116354j 0.0394686+0.0551989j -0.0209703+0.0132673j 0.00589445-0.0129635j 0.0202011-0.0213799j -0.0120022-0.0257753j -0.0316905+0.0487107j -0.017714+0.0860354j -0.00255266+0.0171597j 0.0709311-0.0392651j 0.091438+0.0343422j -0.0633747-0.0688626j 0.00874698-0.0321124j 0.0629124+0.0294887j 0.0260747-0.0155896j -0.0111267-0.0590641j 0.0161197+0.0517296j 0.0390078-0.117451j -0.0141285-0.0706366j -0.10578-0.00699604j 0.00910234-0.0172696j 0.100734-0.017249j 0.0818739+0.136724j 0.0343575-0.00511507j -0.0404482+0.000606768j 0.059729+0.0466895j 0.0114719-0.0456377j 0.0335294+0.0608514j -0.0178768-0.0176338j 0.0103486-0.00883114j 0.0189813+0.00743389j 0.038495+0.00518662j 0.0641867+0.0270862j 0.0626119+0.00392713j 0.02637-0.0471332j -0.0187262-0.0737544j -0.00400684+0.0408363j -0.0473817-0.0540907j -0.0467181-0.0217398j 0.00610192-0.0285321j 0.0388142-0.0263835j 0.0215914-0.01401j -0.0106023-0.0587352j -0.0108996-0.0125219j 0.0565793+0.0211186j -0.00604057-0.00272496j 0.067975+0.025477j -0.0080357+0.0130739j -0.0287477-0.0189308j 0.0079325+0.0373397j -0.0283082-0.0466278j -0.015225-0.00406314j -0.0715805+0.0653091j -0.0228923-0.0373002j -0.0264772-0.0206185j -0.0291766+0.0501516j -0.00911302-0.0471311j -0.0228645-0.0414862j 0.00968828-0.0155296j -0.0265218-0.0134098j -0.0127937+0.00614983j -0.000167179+0.00186842j 0.00432194+0.00518055j -0.00169751-0.0269136j 
