0.00646317-0.00284365j 0.000822851-0.0159303j -0.00396577-0.000290107j 0.00368781-0.0138585j 0.000743923+0.00313398j -0.00200554+0.00124677j -0.000728778+0.000761627j -0.00114398+0.00326049j -0.00183485+0.00424544j 0.00247465-0.0112893j 0.00203658+0.00737482j 0.00252642-0.000600368j 0.000873888+0.00623484j 0.00135591+0.00164453j -0.00228184+0.0012422j 0.00287282+0.00166259j -0.00266961-0.00639236j -0.00017201+0.00617357j -0.000693445+0.00426j -0.000710137-0.00578026j -0.000605451-0.00215588j 0.000256554+0.00153579j -0.00233299-0.00696598j 0.000854126-0.00411449j -0.00297631-0.00655932j -0.000621182+0.0027428j 0.000406003-0.00565141j -0.000339101+0.00487995j -0.000784619+0.00846315j -0.00139205+0.00639516j 0.000806747-0.00135334j 0.000393381-0.00482477j -0.00299482+0.0187054j -0.00214184+0.00862289j -0.00341867-0.00268211j -0.000673264+0.018852j -0.000476751-0.0128717j 0.000343715+0.00501065j 0.000588605+0.01879j 0.00264801-0.00251517j 0.000550039+0.00573477j -0.00234915-0.0107582j 0.000610521+0.00708589j -0.000484995+0.00971345j 0.00175771-0.00368976j 0.000133998+0.00503175j -0.00112206+0.0110846j 0.00259401+0.0157269j -9.08255e-05-0.00424999j 7.98807e-05-0.00346556j 0.000203273-0.00268089j -0.000609325-0.0124623j 7.41447e-05+0.00229012j -0.00136812-0.00146666j 0.00229323-0.0242212j -0.00392599-0.0161181j 0.00161497-0.000351001j 0.00351923+0.00159955j -0.00217353-0.00191661j 7.75503e-05+0.00303721j -0.00044388+0.00131329j -0.00119721-0.000939014j 0.00149052+0.00430187j 0.00604581+0.00152245j 0.00225356+0.0160006j 0.00115509-0.0144999j 0.0307721-0.00861998j 0.00482318+0.0217482j 0.0272218+0.012906j -0.00886576+0.305264j 
0.000994464+0.00170191j -0.000783266-0.00844181j 0.0023646-0.0198619j 0.00047079+0.0144098j -0.00486631-0.00712328j 0.000556076-0.01065j -0.000267426+0.0279917j 0.00273935-0.0245595j 0.0047437+0.0379728j -0.00513122+0.0402792j -7.88754e-06+0.0154597j -0.000838774-0.00470335j 0.00367514-0.0228469j -0.00158669+0.0316797j 0.00178225+0.042358j 0.00140384-0.0340509j -0.00366057+0.000100653j 0.00136388-0.0574293j 0.00237648-0.0259354j -0.000146363-0.0900609j -0.000682049-0.024641j -0.00121803-0.036282j 3.46665e-05-7.37043e-05j 0.000520792-0.00491986j 0.000454589-0.0193049j 0.00418597-0.0145105j 0.00193983+0.0139817j 0.00283938-0.00682407j 0.000155438-0.00138695j -0.000355082-0.00943349j 0.00244211-0.010458j -0.000890938-0.0165318j 0.000798275-0.0242984j 0.00196021-0.00940525j 0.00156876-0.0176346j -0.00272613-0.024202j -0.00281942+0.00121763j -0.0033273-0.0155914j -6.23039e-05+0.00160186j -0.000205001-0.0168996j 0.000314669+0.00460824j -0.00166476+0.0480568j 0.00031346-0.00801289j -0.00177857-0.00309593j 0.00302683-0.00247692j -0.00157193+0.00747282j 0.00121861-0.00453878j 0.000306594-0.0104574j -0.00139216+0.0118663j -0.000955543+0.0128138j -4.50013e-05-0.00162906j -0.00200678+0.00370213j 0.00229013-0.00766696j 0.000183481-0.00467373j -0.00153844+0.01963j 0.00186521-0.0124536j -0.00126212+0.000349347j -0.00195258-0.00391655j -0.000834875-0.00187971j -0.00366878+0.00347027j 0.00464184-0.00476799j -0.00604802+0.0035317j -0.00213715-0.00564674j 0.000844133-0.0074017j -0.00200844+0.0125576j 0.000340462-0.0188328j 0.00349564+0.00128949j -0.00190495+0.0165711j -0.00106019+0.000945401j 0.00012942+0.00443188j 
0.00273369+0.00970946j 0.0013095-0.00427382j 0.00216573+0.00938347j 0.00223034+0.0198434j -0.00193595-0.0264459j 0.00449442+0.0468485j 0.00400638-0.00199314j -0.000109807+0.0324484j 0.00373518-0.00446426j 0.00773287+0.0346928j 0.00151093-0.00347333j 0.000425756-0.0361754j 0.00580713-0.0185341j 0.0028703-0.00173193j 0.00766883+0.0453677j 0.0047278-0.00533087j -0.00541671+0.0161364j -0.00158606-0.0761355j -0.00096825-0.0124474j 0.00675404+0.0457131j -0.00615659-0.0556794j -0.00484343-0.000888509j 0.00238006-0.035604j 0.000759833+0.000153398j -0.000591276+0.0238935j 0.00411268+0.0189987j -0.00486621-0.0173785j -0.0011329-0.026794j -0.000285436+0.000282544j 0.00140069+0.0130555j 0.00478022+0.0171559j 0.00265016+0.0258852j -0.00449392+0.00128982j -0.000147251+0.0432567j 0.00466453+0.0592033j 0.00281636+0.0396634j -0.00504733+0.0083053j -0.000782116-0.0290228j -0.00498682+0.0701663j -0.00695758-0.0279752j -9.62893e-05+0.00760769j 0.00148239+0.0669034j 0.0041155-0.00202808j -9.88905e-05-0.0259381j 1.34345e-05+0.0279233j -0.000801132+0.0300135j 0.00167589-0.00912774j 0.0032084+0.0316811j -0.00206316+0.0205535j -0.00121026-0.0234602j 0.000465217-0.0152227j -0.000713529-0.0376154j -0.00354745+0.0297253j -0.00352034+0.0495337j -0.00381032+0.0434317j 0.000134238+0.0240789j -0.00132109-0.0425716j 0.00278601+0.0165152j -0.00461732+0.00937876j 0.00333584-0.00201968j 0.00172171+0.0028172j -0.00304088+0.00535781j -0.00563325+0.00610236j 0.00150683+0.00246459j 0.000982116+0.0267181j 0.000673966+0.0120632j 0.000481002-0.0081813j 0.00353832-0.0174994j 0.00252117+0.00125712j 0.000282118+0.00642649j 
0.00174243-0.0118714j -0.00261305-0.0137963j -0.000480503-0.0171253j 0.00108536+0.00719749j 0.000486331+0.0231516j -0.0040787-0.00706227j 0.00249979+0.0223016j 0.0011549-0.0272432j 0.00725192-0.0430138j 0.00261856+0.00736888j -0.00511793-0.0443262j -0.0094236-0.0358342j 0.00123105-0.0438763j -0.00727156-0.0669632j -0.00130822-0.0599807j -0.00117089-0.0703118j 0.0078757+0.0152723j -0.00237998-0.048968j 0.00725913-0.00563946j -0.000231366+0.0393005j -0.00404641+0.0246517j 0.000153745-0.0369947j 0.00138053-0.0432666j -0.00455056-0.00231037j -0.00236509+0.0152529j 0.0032928+0.00970091j -0.00172413+0.0158257j 0.00311619+0.00135103j -0.00653473-0.0300543j 0.00035491-0.0127183j 0.00364271-0.00631461j 0.00190913+0.00351493j -0.00360069-0.088667j 0.000134124-0.0160444j 0.0105528-0.0318716j 7.43983e-05-0.0274661j 0.0019334-0.016764j -0.0068816-0.0295631j -0.00395815+0.0169522j -0.00455343-0.0527402j -0.00689054-0.0096557j 0.000539523+0.0366701j 5.77871e-05-0.00305563j 0.00270132-0.0324466j 0.00197441+0.0197942j 0.00157647-0.00677711j -0.00135931-0.0447513j 0.00102825+0.0219111j -3.76397e-05+0.0145542j -0.00272669-0.0203783j 0.00128963-0.0389637j -0.000595125+0.0539741j -4.53597e-05+0.0174537j -0.00579865+0.0116516j -0.00248848-0.0776652j 0.00239998-0.0271434j -0.00348197-0.0262103j 0.0042415-0.025837j -0.00042289-0.0206559j 0.00126242+0.00661961j -0.00109728+0.00924109j -0.00440876+0.000477529j -0.00683165+0.00779458j -0.00319246-0.0194281j 0.00234668-0.0164066j 0.0049205-0.0329808j 0.00355991-0.00366866j 0.000732969+0.0261206j -0.00223973-0.0085056j 0.00333417-0.00103624j 
-0.00282026-0.00642296j -0.00145136+0.00817571j 0.000303728+0.00140635j 0.000549538-0.000894661j 0.000859123+0.0301793j 0.00090604+0.0325346j 0.00112876-0.0309026j 0.00165424-0.0373921j -0.00483895-0.0525903j -0.00153459+0.0491673j -0.00277529+0.0188209j -0.0110942-0.0271712j -0.00235557-0.0127988j 0.00504016+0.0635128j -0.00160853+0.00387244j 0.00435902+0.0171517j 0.010936+0.0330405j 0.00347317+0.0315008j 0.0079609-0.0281558j -0.000338426+0.0197006j 0.00448603-0.0142625j -0.00304343-0.00611851j -0.00461831-0.0186258j -0.00123917-0.0195333j 0.00411726+0.0108733j 0.000627874-0.0285478j 0.00152061+0.0021127j -0.00403631+0.00564138j -0.00113233-0.0204127j -0.00545057-0.0316368j -0.00193846-0.018177j -0.00144419-0.00758241j 0.00372419-0.027843j 0.00493229-0.0192688j -0.00325935+0.0106689j -0.000605433-0.034047j -0.00202833+0.0185954j -0.000339336+0.0289798j -0.00496589-0.0732613j 0.0039983+0.0795402j -0.00201168-0.0325752j 0.00218649-0.0916424j -0.000930343+0.0106243j -0.000801169+0.00953827j -0.00170171-0.0125114j -0.00347609+0.0139235j 0.0038944-0.00802756j 0.0030347+0.0125974j 0.00185421+0.019447j -0.000373304-0.0194133j 0.00385803-0.0211526j -0.00017613+0.0409294j 0.000852707+0.0151962j -0.00390158-0.0104068j 0.00244464-0.0501249j 0.00335791-0.0283187j -6.55045e-05+0.0254507j -0.00229117-0.0415183j -0.000152674-0.0384347j 0.00143877+0.00716778j 0.00235762-0.00898946j -0.000411967-0.00811843j -0.00677258+0.00253088j 0.000767731-0.0446145j 0.000260744-0.00947814j 0.0030473-0.0471082j 0.00229212+0.00649911j -0.00415813+0.0376618j -0.00213058-0.00514566j 0.000923505-0.00314722j 
-0.00125241-4.40926e-05j 0.00115038+0.00363451j -0.00336553-0.0268447j -0.00380985-0.0226156j -0.000619097-0.0288701j -0.00500972-0.0552735j -0.0119268-0.0697659j -0.00259102-0.0726722j -0.00631164+0.00911111j -0.00266929-0.0104261j 0.00287158+0.0332697j -0.00254489+0.0216649j -0.00390003-0.0273501j -0.000507765-0.0308073j 0.00313669+0.0466724j 0.00572678+0.0483282j 0.0132693+0.043421j -0.00230204-0.00337922j -0.00568184+0.0335636j 0.00402892+0.00753802j -0.000439621-0.00477633j -0.00277188+0.0128294j -0.0030694+0.0327545j -0.00718301-0.00522343j -0.000435253+0.0133226j 0.00398908+0.0222496j -0.00150674-0.0103868j -0.00128128-0.00433215j 0.00123082-0.0104041j -0.00022196+0.018422j -0.0016936+0.0199887j 0.000166395-0.00881542j -0.00118981+0.00297575j 0.00379012-0.00623631j -0.00111318+0.0204514j 6.29126e-05-0.00603672j -0.00706287+0.0157714j -0.000656173-0.00411656j -0.00366726-0.0127542j -0.00207593+0.00557926j -0.00364096-0.0265062j -0.000109789-0.0198437j 5.09366e-05+0.00384921j 0.000671241+0.0202591j 0.00250214-0.0188837j 0.00301722+0.0261982j 0.00282754-0.00392928j 0.00362516-0.00257809j 0.00468087+0.0218334j 0.000873091-0.0123944j -0.000898704-0.0205297j 0.000981465-0.00565697j 0.00253248+0.00861338j -0.00709334-0.0233012j 0.00145366-0.0106262j -7.4239e-05-0.00314137j -0.00269903+0.030429j 0.00113723+0.0107345j -0.000398907-0.0154021j -0.000761943+0.0049968j -0.00105377-0.00529574j -0.00533457-0.00392432j -0.00557097+0.00910962j -0.00115548-0.01028j 0.000998278-0.00696817j -0.000901146-0.0109598j 0.000530139+0.00951622j -0.00221863+0.0109661j 0.000303747-0.000703941j -8.00967e-05+0.000221646j 
0.000702759-0.000316132j -0.000686796-0.012164j -0.000163342+0.0260446j 0.0051066+0.0259484j 0.0106029-0.0417156j 0.0098258+0.101619j 0.00764074+0.0124047j 0.00524438-0.0848247j -0.00942294+0.005854j 0.00214584-0.122282j 0.00350424-0.0139478j -0.00118518-0.0413863j -0.00413413-0.0215333j 0.00677389+0.00894165j 0.00158724-0.00825551j -0.000244054+0.0570068j 0.00237292-0.011605j -0.00596837-0.00655031j 0.00926206+0.0356543j 0.00553332+0.00231056j -0.00242611+0.0213512j 0.000977833+0.00474682j -0.000593909+0.00791987j -7.8547e-05-0.0143338j -0.00441015+0.0102344j -0.00545478-0.00592889j 0.00214162+0.00643641j 0.000612312-0.0134614j -0.000305493-0.0111059j 0.00116881-0.0291217j -0.00359558-0.0140022j 0.000551502+0.00581145j -0.00061213+0.0185088j 0.00134994+0.0164389j 0.00129692+0.0156337j 0.0025951+0.0158895j 0.00520387+0.0108047j 0.00592227+0.00683381j -0.000553463-0.0187027j 0.00600996+0.0654402j -0.000399155-0.0279691j 0.000540288-0.0524967j -0.00166045+0.00826971j -0.00167751-0.00363858j -0.000465645-3.36156e-05j 0.00227996+0.00604996j -0.00245375+0.0133122j -0.00299971+0.0420865j -0.00162934+0.0220994j 0.00124619-0.0234187j -0.00281397-0.0148372j 0.00325598+0.0157453j -0.00245411+0.0275245j -0.00408213+0.00235463j 0.00444779-0.0518309j 0.000554841-0.00728179j 0.00120513+0.0317741j 0.00163407-0.0258101j 0.00105985-0.0549534j 0.000735634+0.00785336j -0.000680712-0.00670839j 0.000606957-0.0181305j -0.00412871+0.0163836j -0.00570806-0.0458116j 0.00584418-0.0465711j 0.00419503-0.0222027j -0.00217597+0.0094958j -0.000930164+0.0163623j -0.000482093-0.00920566j 0.00268841-0.0121591j 
0.00163115+0.00591246j -0.00265189+0.00231859j 0.00561078-0.0107352j -0.00719333+0.0973952j 0.00637157+0.0115982j 0.00903507+0.0423147j 0.009289-0.08917j 0.00993971+0.0449086j 0.00842183+0.0440567j -0.0157335+0.0218314j -0.00504923-0.0344953j 0.00172579+0.0834073j 0.00775937+0.0237085j -0.00392589+0.0101748j -0.00507895-0.0205427j -0.000420667-0.0359733j -0.00190612-0.0350069j 0.00262669-0.0649704j -0.00223452+0.0421693j 0.000654071-0.0141921j 0.00186227-0.0200069j 0.00291704-0.0760359j 0.00418724+0.00495845j 0.00736724-0.0377344j 0.000682927+0.0470465j -0.00187443-0.0491423j 0.000280199+0.0233587j -0.00386637+0.0217757j 0.00127863-0.0248912j -0.00100915-0.0437383j 0.00282463-0.0521343j 0.00283967+0.00827458j -0.000681945-0.013361j 0.00231234-0.0206759j 0.00565576-0.0582474j 0.000508632-0.0220882j 0.00309761+0.0267732j -0.00234058+0.0068144j 0.000860113-0.00113359j 0.00785239+0.00765352j 0.00157708+0.0109329j -0.000998243+0.0363911j -0.00134148-0.0123131j -0.00271151-0.0122362j 0.000719313-0.00313062j -0.00614681-0.0114207j -7.23903e-05+0.00748778j -0.0043703+0.00170178j -0.000103374+0.0100796j 0.00203267-0.00040746j 0.00288862+0.00682465j 0.00171055+0.0497209j 0.000382092+0.00263337j 0.00315139+0.00374158j -0.00312716-0.0306105j 0.00891226-0.0253336j 0.00199078+0.0430804j -0.00429153-0.0689234j 0.00261147-0.0606393j -0.00209808+0.00979893j -0.00154486-0.0122477j 0.00300235-0.0132532j 0.0025486-0.00151266j -0.00150937-0.0740658j 0.00142306-0.0256092j 0.00347277-0.0483153j 0.00506195+0.00933822j -0.00632902+0.0548554j -0.00490047-0.00833996j 0.00521159-0.00872014j 
0.00429951+0.00342408j 0.00429696-0.00321645j -0.00446073-0.00661862j -0.00527691-0.0603424j 0.0218121+0.167989j -0.0183019+0.0795468j -0.00556554-0.0769418j -0.00518372-0.0488181j 0.00227627+0.0931152j 0.00210728-0.0699308j 0.00619124-0.0342821j 0.00471209+0.00104086j 0.00528818-0.00998017j -0.000180165-0.0955472j -0.00216787+0.026665j 0.000847968+0.0012627j 0.000336222-0.0266091j -0.00619649+0.0291251j 0.00132122+0.0144398j -0.00105654-0.00157069j -0.00100252+0.038235j 0.00741378-0.00774669j -0.000553365-0.0034419j -0.00222025-0.0224565j 0.00211107-0.0100033j 0.00759332+0.023956j -0.00271753+0.0140457j -0.0022453+0.00106865j -0.00382781+0.0172657j 0.00489262+0.00981501j 0.00477173+0.0165401j 0.006503+0.0209853j -0.0069121-0.00390519j 0.000979733+0.0199385j 0.00778135+0.0293341j 0.00314691+0.0367574j 0.000773475+0.00610115j -0.00286355-0.0317958j -0.006015+0.04367j -0.00692178-0.0352883j -0.00308434+0.00192146j 0.000962309+0.043217j 0.000918054+0.00378799j 0.00198888-0.0103577j -0.00254029+0.0158699j -0.00112557-0.00232666j -0.000733987-0.0332321j -0.00529529-0.0010616j -0.000807293-0.00150034j -0.00188941-0.00444763j 0.00012632-0.00159285j 0.00311974+0.0324093j -0.000472943-0.012038j -0.0040493-0.0138726j -0.00344178-0.0167343j 0.00128646+0.00409471j 0.00150789+0.00328388j 0.00431921+0.0237881j -0.00289814-0.0136418j 0.00158442+0.00247048j 0.000209186-0.000123668j 7.6454e-05-0.00302285j 0.00172697+0.0228357j -0.00118396-0.0329996j 0.00842725-0.0397004j 0.00439141+0.0391246j 0.00259863-0.0114519j 0.004493-0.00479185j 0.00281278-0.00807742j 0.00269225-0.00117581j 
-0.000180649+0.0129821j 0.00523415+0.00236899j 0.0036555-0.00807286j 0.00293102+0.0926833j -0.00782902+0.108058j -0.00705881-0.0697489j 0.0184713+0.100105j -0.00554858+0.0398765j -0.00698734+5.98433e-05j -0.0119591+0.00731788j 0.00101227+0.0167568j -0.00831032-0.0455016j -0.00631995-0.0713254j 0.00711106-0.0123777j 0.00109244+0.0499382j 0.0120883+0.0630421j -0.00547299+0.0495016j -0.00911998-0.0322934j -0.00291858+0.0156108j 0.001097+0.0171475j -0.00134275-0.017086j 0.00552617+0.062294j 4.36318e-05+0.024297j -0.00516426-0.00857273j 0.00752861+0.0509018j 0.00143855-0.0248853j -0.0022163-0.0158385j -0.00039448-0.0393846j 0.000179171-0.0146117j 0.000571019+0.0095145j 0.00519287+0.0678448j -0.00184637+0.019612j -0.00479069-0.00689797j -0.00126162+0.0371201j -0.000925717+0.0731381j -0.00495302+0.00717463j -0.000734849+0.0398898j 0.00157205+7.00767e-05j -0.000951374+0.00246267j -0.00640421+0.047593j -0.00368242-0.0740902j -0.00541047-0.0204336j 0.00336781-0.011418j 0.0105531-0.0279037j -0.00574344-0.00073338j 0.00444827-0.0291326j 0.00433418-0.0130781j -0.00126839-0.0109967j -0.000292926+0.0115523j -0.00364353-0.00884362j -0.000141913-0.01249j -0.00181621+0.0495881j 0.00285901+0.00870902j -0.00396369-0.0081124j -0.00247878-0.0699889j 0.0015237-0.0116031j 0.00523878+0.0218104j 0.00144387-0.0330858j 0.00432321-0.0481829j -0.00174584+0.0126715j -0.00145977-0.0075494j 0.00304121-0.0108839j 5.14482e-05+0.00718735j 0.00266485-0.0316493j 0.00372586+0.0152708j -0.00301481-0.0341209j 0.0079511+0.0139404j -0.00529228+0.0556737j 0.00377687-0.00478188j 0.000883945+0.0109431j 
-0.000133015+0.0154902j 0.000132899+0.0816344j 0.00638295+0.195864j -0.0315078-0.0205333j 0.00418717+0.0154794j 0.00181852-0.115368j -0.00915788-0.0868614j -0.018392-0.00300241j -0.0046912+0.0475535j 0.00381892+0.0525027j -0.00134387-0.0211786j -0.00688369+0.0517829j -0.0117581+0.0164934j -0.00826217+0.00559969j 0.00403863+0.0230831j 0.000159775-0.00905967j 0.00180165-0.0342996j -0.00174436-0.046072j -0.00260766-0.011702j 0.00530162+0.00409897j -2.68302e-05-0.0137442j -0.000517096-0.0285762j -0.00191547+0.0147008j 0.00241813-0.021356j -0.000256373+0.0243903j 0.00302156-0.00885668j -0.000427591+0.00262075j -0.000900999+0.00568415j 0.00126268-0.0145548j 0.00327575-0.0100218j 0.00282545-0.00508576j -0.000981928+0.00100588j -0.00300217-0.0239409j 0.00148954-0.0148495j 0.00338579-0.0131423j -0.00120184-0.0269243j 0.00132895-0.000174283j -0.00160551-0.0101846j 0.00465351-0.0125256j -0.00425378-0.030919j -0.00447094-0.00627585j -0.000921326+0.0225642j -0.000822206+0.00171259j 8.76041e-05+0.0165481j -0.00136887-0.00748144j 0.00476871+0.00291641j 0.000444288+0.00789032j 0.0029568-0.00862486j 0.00405479+0.00236618j -0.00305171-0.0101266j -0.00530696+0.00396297j 6.35758e-05+0.0160369j 0.00325892+0.00607378j -0.00340754-0.0129886j -0.00119309-0.00870181j 0.00319497+0.00847646j -0.000273076+0.0237097j -0.00127532-0.00146154j 0.00305708-0.019874j -0.00044932+0.00315547j -2.38076e-05-0.00588789j 0.00144355-0.00738336j -0.00369946+0.00302075j -0.00290371-0.00756863j -0.00260834+0.00476744j -0.00405526-0.0242876j 5.63819e-05+0.0203072j -0.0054178+0.0217491j -0.00319627-0.00120237j 0.00312393-0.00341617j 
-0.000486484+0.0567698j -0.000838351-0.0300866j 0.0317718+0.0368809j 0.00693603+0.174471j 0.00758161+0.0729271j -0.00488052+0.0103112j -0.0046477-0.0388653j -0.0132962-0.18777j 0.000925912-0.0240456j -0.0060498+0.0433514j -0.0010579+0.0437469j -0.00209797-0.00952759j 0.0037261+0.0583066j -0.0040626-0.0397546j -0.00417395-0.0219506j -0.000845685-0.0633545j -0.00301315-0.00293357j -0.00185084+0.0555072j 0.000325156-0.0587527j 0.0016855+0.0203725j 0.00328747-0.00926019j 0.000943168+0.00801948j -0.00382769+0.00105252j 0.000561033+0.0663866j -0.000930246-0.0407499j 0.00578554+0.0497631j 0.00202355-0.0107288j 0.000704092+0.0151287j 0.00061865+0.00347621j 0.000948996+0.0260205j 0.000127733-0.0208663j 0.00499325-0.0123307j -0.0100329-0.0104026j -0.00031799-0.0162109j -0.000753817+0.0268388j 0.00303316+0.00630954j -0.000314703-0.017112j -0.00274035-0.0185132j 0.00154989-0.0249006j -0.0123474-0.0264721j 0.000551191+0.0527131j 0.00428424-0.0208041j 0.00349556+0.0115566j 0.00244864+0.00638954j 0.00396181+0.00819291j 0.00217655+0.0129678j -0.00449059-0.00916917j 0.000734637+0.00314913j -0.0020315-0.0258563j -0.00346189+0.00671956j -0.000397441+0.0080431j 0.000314948-0.0474071j 0.00104023-0.0127635j 0.00137026+0.012577j -0.0013241+0.0417755j 0.00168127+0.0139646j 0.000967143-0.0458619j 0.00563872+0.0673746j -0.00552256+0.040173j 0.00120283-0.00587378j 0.000128706+0.01236j -0.00299164+0.00942665j 0.00523437+0.0136866j 0.0028018+0.0412698j -0.00207722+0.0144618j -0.00429013+0.0668907j 0.00141128-0.0197164j 0.00596312-0.0397992j -0.00243059+0.013333j -0.00452368+0.0101678j 
-0.0347479+0.0353559j 0.0132583+0.289207j -0.00391774-0.154889j -0.0106521+0.0467443j -0.0142836+0.000800876j 0.00460984+0.0364858j -0.00290517+0.0453964j 0.00250007-0.0306675j -0.00481614-0.0331194j -0.00188889-0.0213478j -0.000868538+0.0182795j 0.000687448-0.0231348j 0.000493494-0.000925368j 0.0055728+0.00155617j -0.00465829-0.0135469j -0.000640323+0.00900319j 0.000677863+0.0082906j 7.7536e-05+0.0214516j 0.00217606-0.0035713j -0.000933262+0.00128714j 0.00246749+0.00425318j -0.00199566+0.0137432j -0.00173109-0.00893559j -0.000850774+0.0106549j -0.00168984-0.0144128j -0.00113409+0.0134567j 0.00218063-0.00439336j 0.00124811+0.000306603j -0.000264618+0.00759446j -0.00298673+0.0112325j -0.00414639+0.00229762j -0.000525384-0.00189263j -0.000993213+0.00254198j -0.0024782+0.00650968j -0.00635524+0.00157232j -0.00220969+0.00793659j -0.000111283-0.00897262j 0.00336067+0.000235646j -0.00395431+0.00477171j 0.00189348-0.00602193j 0.000504676+0.0078343j -0.00272177-0.00139903j 0.000808334+0.00502763j 0.00178965+0.0109574j -0.000268531-0.0036726j 0.00152232+0.00389945j 0.00136972+0.00715669j 0.000908838+0.00191242j 0.000309165-0.00561549j -0.000198879-0.00206351j 0.000512574+0.00444015j -0.0004193-0.0085324j -0.000162972+0.000237126j 0.000484331-0.00447873j 0.00556381+0.0010814j 0.000184047-0.00311164j 0.000966917+0.00231151j 0.00104353+0.000805207j 0.000148207+0.00653886j -0.000171732-0.00151325j 0.000463044-0.00186771j -0.00144777+0.00402218j 0.000220895-0.0050182j 0.00560315+0.00165283j -0.00389758+0.0127141j -0.0032137+0.00457551j -0.00394784-0.000410343j 0.000112264-0.0148577j -0.00423359+0.0195069j -0.00539252+0.000103713j 
-0.0131368-0.296234j -0.0357505+0.0342785j -0.00928961+0.0391779j 0.00525381+0.130785j 0.00422614-0.00056425j 0.0121565-0.00507695j -0.00109351-0.0173397j -0.00112572-0.0531464j 0.00103955-0.00934821j -0.00203605+0.0291812j -0.00145199+0.00673668j -0.00152724+0.00316698j 0.00085399+0.0159348j -0.0030422-0.0106702j -0.00201838+0.00138872j -0.0045006-0.0216107j 0.00049494-0.00446311j 0.000413719+0.0186371j 0.000877866-0.0219597j -0.000443828+0.00362078j 0.00121189-0.000755615j -0.00166589-0.00280745j -0.00152228+0.00632129j -0.000324225+0.0177296j 5.42008e-05-0.0121511j 0.000532549+0.00897485j 0.00133732-0.00199662j 0.00043442+0.00215694j 0.000606817+0.00769097j -0.00097844+0.00332885j -0.00183966+0.00150613j 0.000774673-0.0102304j -0.00017706+0.0121485j 5.24386e-05-0.00162532j -0.00125214-0.00118693j 0.00115185-0.00482617j 0.000282187-0.00622805j -0.000688416-0.00222843j 0.00134839+0.0050906j -0.00164949+0.00556521j 0.00212116+0.00777907j 0.00470131-0.00623455j -0.000738587-0.00460716j -0.0031244-0.00231721j 0.00274824-0.00214434j -0.00087498+0.000329596j -0.00275401+0.00712329j 0.000194929+0.00159327j -6.27722e-05+0.00232186j 0.00106162+0.00687671j -8.53547e-05-0.000333694j 0.000404717-0.0103953j -0.0010366+0.000600226j 0.00323554+0.00509665j 0.00173511+0.013846j 0.00130064+0.00223615j -0.00384135-0.00324264j 0.000637499-0.00106037j -0.000726743+0.011447j 0.000220125-0.00311758j 0.00122758+0.00183304j -0.000797741+0.000886248j 0.00172979-0.00575005j -0.00148077+0.0207592j -0.00580695-0.00108049j 0.000115184-0.00175845j -0.000752121-0.00889382j 0.00425462-0.0164385j -0.00471553+0.00301604j 0.00409308-0.00672095j 
