0.004806-0.0247454j 0.00269939-0.00528133j 0.000315801+0.00257309j -0.00263471+0.0374955j -0.00134599+0.00709986j -0.00122405+0.0139064j 0.000697328+0.00249898j 0.00156826+0.00136964j 0.00140199-0.00680376j 0.000465263-0.0141782j -0.0010723-0.0239861j -0.00044514-0.0104594j -0.00151442+0.0127705j 6.18257e-06+0.0183431j 0.00130221-0.00256637j 0.000603133-0.00751004j 0.000544394-0.00660082j -0.00127159+0.00751819j 0.000182505+0.00226421j -0.00107194+0.00798288j -6.63802e-05-0.0207394j 0.000466864+0.0307333j 0.00119693+0.0436903j -0.000635658+0.00515028j -0.000574899+0.0314249j -0.000747439+0.0561326j 0.000341366+0.00770454j -5.76683e-05-0.0218896j -0.000996198+0.00256727j 0.000954506-0.00165499j 0.00189068+0.0508673j -0.000194866-0.0155828j -0.000717661-0.00245867j 0.000134146+0.0222961j -0.00111806-0.0346339j 0.000784371+0.0404744j 0.000661194-0.0107127j -0.00065324+0.0319435j -0.000731975+0.00840488j 0.00108204+0.00879038j 0.00252595+0.0190926j 0.0032846-0.0281687j -0.00179765-0.00553891j -0.00232459-0.00611563j 0.00133787-0.000907975j 0.00335592+0.0224681j 0.00520694-0.0207646j -0.000462036+0.015011j -0.00849877+0.0412497j 0.00157162+0.17878j -0.0155387+0.0959504j -0.000922233-0.892126j 
0.00027244-0.020078j 0.00712307+0.00946311j 0.00376688+0.0159481j 0.00813924-0.0093549j -0.00305297+0.0156886j -0.00502504-0.0308053j -0.00830527+0.0419735j 0.00316259-0.0174379j 0.00397906+0.0408293j -0.00223011-0.0430988j 0.000164633-0.0435671j -0.00291978-0.00896192j 0.00173965-0.000843677j -0.00494338+0.0475223j 0.00682853-0.107818j -0.00914028+0.119874j 0.00540299+0.115627j -0.00419684-0.0157325j -0.000939083-0.0453651j -0.00111077-0.161169j 0.0106574-0.0610265j 0.000243162-0.131116j 0.00264151+0.145384j 0.00278202+0.10288j -0.00570884-0.108046j -0.00313322+0.101772j -0.0028432-0.0465581j -0.00214448-0.00233002j -0.00123465-0.0515573j 0.000550695+0.00116335j 0.00478112-0.0825368j 0.00663104-0.0835234j -0.00372105-0.0160223j -0.000549818-0.0876417j -0.00111182-0.0922482j -0.000561348+0.136584j 0.00183108+0.108179j -0.0061708-0.0308972j -0.00311812-0.0584425j -0.00222295+0.106028j 0.00178161+0.202012j -0.00162862+0.0223271j -0.00299512-0.0203327j -0.000376035-0.0184392j 0.00134268-0.137613j -0.00402346-0.0245903j 0.00500228+0.0558141j 0.00452033+0.0594631j 0.00078723+0.0609855j 0.00346078-0.0194686j -0.00702868-0.0141127j -0.00191322+0.0404589j 
-0.00158946+0.0218171j 0.000175268-0.018451j 0.00415412+0.00997669j 0.00388939-0.0447619j 0.0013278+0.00971615j 4.04725e-05+0.0265353j -0.00643102-0.00467088j 0.00280014-0.0938662j 0.00614653+0.11097j 0.00908589-0.0263124j 0.00549916-0.0149578j 0.00206879-0.0467443j -0.00368046-0.018151j -0.000760023+0.011815j 0.00281903+0.153925j 0.00150682-0.0365672j -0.0041728+0.0944718j -0.00168258-0.182592j 0.00412794+0.0999167j -0.00219593+0.0236329j -0.000653308-0.0342064j 0.00215589-0.341621j 0.00461589+0.00845348j -0.00213394-0.118866j -0.000725759+0.0462112j 0.00283089+0.0313387j -0.00566305+0.105535j 0.00207758-0.161311j -0.000470282+0.0355253j -0.00364846+0.0134507j 0.00263174-0.0392478j 0.000793274-0.0922576j 0.00250699-0.122876j -0.00241227+0.100926j 0.00103554-0.0553622j -0.00340326+0.150532j -0.00342376-0.220513j 0.00387903-0.0945393j 0.000721875-0.00153157j 0.000593405-0.0978713j 0.000494547-0.198132j 0.00241694-0.130678j 0.001123+0.08251j -0.00113033-0.015471j -0.00211255-0.0772717j -0.0029009+0.0327262j 2.58413e-05-0.0281686j 0.00163072+0.00443184j 0.00214459-0.092158j -0.000513078-0.00915591j 0.00371992-0.00931875j -0.00437652-0.0296347j 
-0.00334576+0.0153505j -0.00133175-0.0020348j 0.0117953-0.019437j -0.00312344-0.029528j -0.00214467-0.0384534j -0.00114764-0.000192903j 0.00221744+0.00107797j 0.000143289+0.0395863j -0.00311245+0.0260322j 0.00231732-0.101446j 0.00637618-0.00958783j 0.00474458-0.0384443j 0.00159991-0.0426223j -0.00581424-0.0380001j 0.000687129+0.0263627j 0.00200763+0.0960095j -0.00143706+0.0778438j 0.00189934-0.151706j 0.00208777-0.133735j 0.0049268-0.0171768j 0.00243053-0.126133j -0.00492009+0.0869067j -0.00828493+0.219389j 0.00918849+0.0376522j 0.000560238-0.00359103j -0.00236796-0.166744j 0.00200164-0.154719j 0.00512013-0.0281116j 0.00206682+0.0741039j -0.000463493+0.0938787j -0.00160688-0.0446249j 0.00267538-0.021439j -0.00103947+0.083603j 0.000575969-0.00284624j 0.00341685-0.0404545j -0.00394662+0.090725j -0.00211529+0.0220871j 0.00133375+0.0875837j -0.00146745-0.0211772j -0.00128394-0.00708555j 0.000833694-0.0949547j -0.00135515-0.125062j -0.00159991-0.0180727j -0.00119993+0.0553472j 0.000397177-0.00351684j 0.00414349-0.0119157j 0.00175631+0.0415597j 0.00323807-0.099919j 0.00224624-0.0426111j 0.00263165+0.109433j -0.000477035+0.0133971j 0.00220139+0.0203032j 
-0.00123528-0.0180253j 0.00262728+0.0048816j 0.00295839-0.0459058j 0.00650879-0.0639359j 0.00296297+0.140329j -0.00255071+0.0637638j -0.00168951-0.0386312j 0.00366471-0.0252914j -0.00445242+0.102955j 0.00181419+0.0013964j 0.00562463+0.0349568j 3.05154e-05-0.051824j 0.00134465-0.0437154j -0.00176572+0.103024j -0.00231838+0.0122605j 0.00323406+0.0429571j 0.00280339-0.0453787j 0.00264034-0.191564j -0.0019687-0.170527j -0.00123483+0.292658j 0.00444219+0.218256j -0.00202019-0.224151j -0.00264449-0.128243j -0.000814655-0.306316j -0.000819187-0.0360972j -0.000207279-0.0948771j 0.00570628-0.0936126j -0.000649785-0.114043j 0.000140868-0.0294683j 0.000616822+0.00808508j 0.00073172+0.00735894j -0.00269647-0.000125459j -0.000284571-0.109902j -0.00314229+0.00528676j 0.000234303+0.138947j -0.00131637-0.0385829j 0.00146994-0.0235572j -0.00482599-0.0221315j -0.00121022+0.0936665j -0.00159835+0.134512j 0.0025868+0.0516343j 0.00248702+0.0432555j 0.00179147+0.0336161j 0.00639512+0.18706j 0.00307054+0.064908j -0.00278592+0.0853777j 0.00255812-0.070352j -0.00201613+0.0916311j 0.00498727+0.0381004j 0.00306844+0.027378j -0.00401124-0.00811349j 0.00260471-0.0129099j 
-2.2454e-05+0.00354076j -0.000486834+0.00910826j 8.83538e-05-0.000370944j 0.000884912-0.0301612j -0.000307068+0.0158454j 0.000112251-0.0315778j 0.000279485-0.057336j 0.00153777-0.0313199j -0.00179677+0.0365799j -0.0011098-0.00289664j 0.000769246-0.0111695j 0.000754254-0.033773j -0.00142481+0.0129951j -0.00331238+0.0101498j -0.00251913-0.00829135j 0.00039683+0.0230633j -0.00260689-0.0400192j 0.00408875+0.0435556j 0.00255696-0.0449153j -0.00082267-0.00891638j 0.00158431-0.0047823j 0.00278713+0.189215j -0.00583013-0.0723503j -0.00174705-0.224973j -0.000758414+0.00547604j -0.00129725-0.107031j -0.00014487-0.11175j 0.000540167+0.0632502j -0.00259855-0.0893775j -0.00140183-0.0378617j 0.000408592+0.0291736j 0.00225186+0.0784085j 0.00386912+0.0274237j 0.000471501+0.060447j -0.00047016-0.0624014j -0.000768651-0.0198829j 0.00166799+0.0473272j -0.000254662+0.0256993j -0.00149717+0.00602983j 0.0023697+0.0180466j 0.00101652-0.00661976j -0.000803191-0.00266703j 0.00266711+0.0754369j -0.0026282-0.105871j 0.000162215+0.0269466j -0.0018847+0.0152765j -0.00117529-0.000708912j 0.00199378-0.022894j 0.00232538+0.0308823j 0.000523198+0.00952242j 0.00146602+0.00749391j 0.00052606-0.00868235j 
0.00257425+0.00391936j -0.000412508+0.0314591j -0.00475476-0.114622j -0.0020901+0.0191878j -0.00173001+0.15803j 0.000608222+0.111523j 0.00258199+0.0429687j 0.000629192-0.0212867j 0.00193774+0.149655j -0.00395349+0.0153564j -0.00355667+0.157036j -0.00257426+0.0105952j -0.00134629+0.0504269j 0.00171945-0.0278725j -0.000549385+0.042346j 0.000182914+0.116975j -0.00258412-0.0187257j -0.00161855-0.0645715j -0.00189452-0.218127j -0.00236816-0.0754207j -0.00600717-0.423754j 0.00171153-0.11048j -0.00167119+0.230875j -0.000350706-0.275804j 0.00197337-0.129822j -0.00115798-0.0204149j -0.00334544-0.203064j -0.0019267+0.0333168j 0.000195196+0.0258524j 0.00156224+0.0596416j 0.00209007-0.00601068j 4.5779e-05+0.18903j -0.000453175-0.0408944j -0.000286537-0.0868007j 0.0019764+0.11685j 0.0020617+0.108195j 0.00116074+0.0376598j 0.00172109-0.0723856j 0.00214491+0.069134j 0.00226124-0.0857533j 0.00134261+0.0411333j 0.0011922-0.0738459j -0.00243972+0.0115977j 0.00188433-0.00749892j -0.00385293-0.0744519j 0.000480924+0.12382j 0.00282205-0.0539061j 1.39692e-05+0.000204769j -0.00176112-0.000384774j -7.63495e-05-0.00485107j -0.000830642-0.0336377j -0.00363876+0.00195199j 
-0.00140168-0.0064681j 0.00241846+0.000613554j 0.00242458+0.00847845j -0.00338217+0.0295722j -0.0017012+0.0322957j -0.00314094+0.0270077j 0.00127999+0.0497152j -0.00298678+0.103315j -0.00252298+0.0266827j 0.00691602-0.0823583j 0.000427739-0.0161568j 0.0035832+0.0397808j 0.00238943+0.0627258j -0.000820002+0.0460073j 0.00110392+0.00784364j -0.00246851+0.0532909j 0.00182505-0.164976j -1.63776e-05+0.0776006j -0.00150789+0.0581999j 0.00289962+0.0618701j 0.000641936-0.217917j -0.0033549-0.0790114j 0.00354415-0.179041j -0.00682626-0.122799j 0.00237768-0.0293291j -0.000407559+0.15992j 0.00517198+0.0543447j -0.000663943+0.056214j 0.00149407-0.0961202j 0.00261207-0.0293735j 0.00272376-0.0382158j -0.0014175+0.0822797j -0.000254006-0.047387j 0.00485809-0.0316407j 0.00181682+0.0894261j -0.000505183+0.0503452j -0.0119645+0.0244693j 0.00084525+0.00726958j -0.000745039+0.0654378j 0.000776678-0.0762123j 0.000546807+0.0767443j -0.00266835-0.127219j 0.00187004-0.161029j -0.00972384+0.0290388j 0.00280076+0.0060451j 0.00704417-0.0049098j 0.00412117+0.0329151j -0.00331548-0.0162628j -0.00689826-0.0377084j 0.000181298+0.00972686j -0.00498875+0.0159824j 0.00374684+0.0388794j 
-0.000198273+0.00763021j -0.00144499+0.00751757j -0.00184954-0.000783204j -0.000579752+0.0520608j 0.000725145-0.00194241j -0.000577045+0.100479j 3.47849e-05+0.0733835j -0.00367209+0.108992j -0.00322427+0.0156049j -0.000222895-0.0685712j 0.000220609+0.0482123j 0.000841402-0.00622897j 0.000237933+0.112628j 0.00047984-0.0058419j -0.0011935+0.01184j -0.000326494+0.148949j 0.00279252-0.134012j 0.00290208+0.00540899j 0.000701762+0.0477792j 0.0007244+0.0432953j 0.0012052-0.0389832j -0.00200073-0.121068j 0.00126449-0.0447116j -0.00553761-0.162342j -0.00206715+0.129326j 0.000615579-0.00487315j 0.00197101+0.110111j -0.00118532+0.0569756j -0.00338957-0.0363945j -0.0019095+0.0169871j -0.00206236-0.047341j 0.00201457+0.0640509j -0.00303347-0.0337937j 0.00219771+0.00415124j 0.000272567-0.0655656j 0.00142908+0.0545045j -0.00550311+0.164762j 0.00496824-0.0746691j 0.000929036-0.000751881j -0.0061523-0.00644122j -0.00244206-0.0531858j 0.00055164-0.0265153j -0.000598616+0.0110404j -0.00199232-0.0136514j 0.00111755-0.0692741j 0.00426867+0.00650823j -0.00446708+0.0711255j -0.00188371-0.0357713j -0.00525135-0.0241341j -0.00153822-0.0339492j 0.00137158+0.0272944j 0.00348599-0.00383644j 
-0.00298099-0.0059139j 0.00179424-0.025298j 0.00542403-0.00716533j -0.00137586-0.0671861j 0.00094657+0.0233235j -0.00199894-0.0413045j -0.00279875-0.0692183j 0.00090701-0.0958924j 0.00436266-0.0151053j 0.00456056+0.0396852j 0.00265778-0.0522142j 0.00126884+0.0571295j 0.00348891-0.138621j 0.000673456-0.0396167j 0.000797043+0.0794719j -0.00408969-0.206985j -0.00101879+0.0245387j 0.00166401+0.211345j 0.00324474-0.173166j 0.00459421+0.00597432j -0.000254575-0.0179317j 0.00183088-0.0490396j 0.00243724-0.0566118j -0.00137294-0.150342j 0.00111718+0.0292876j -0.00254466+0.0622811j 0.00256439-0.00901418j 0.00167342+0.0380411j -0.000778745+0.0660064j -0.000480229-0.0339091j -0.000431899+0.154152j -0.0103362+0.028923j 0.00186455+0.0138385j 0.00360731+0.00396908j -0.00057509+0.0751499j 0.00248624-0.0493806j -0.000491181-0.214394j -0.00248672+0.040227j 0.00133684-0.121923j 0.000323254-0.089237j 0.000597652+0.101486j 0.00564856+0.00302087j 0.000538479-0.115817j 0.00558112+0.120466j 0.00409593+0.051044j -0.00215672+0.074043j -4.56259e-05-0.0529482j -0.00298099+0.0776536j 0.00278389-0.0226582j -0.000114149+0.0229055j -0.00239183+0.00187472j 0.00248315+0.0184742j 
0.00118242+0.018493j -0.00209254+0.00702231j -0.00270182-0.0653916j -0.00510596-0.0511324j -0.000351743+0.00829482j 0.0034126-0.0639808j -0.00196016-0.0848055j -0.00554392-0.111679j -0.000395628+0.0636551j -0.00263497+0.0525376j 8.00083e-05+0.109883j 0.0036753-0.119147j -0.00215747-0.0987184j -0.00190896-0.110047j -0.00106875+0.047218j -0.00122851-0.0915879j -0.000195736+0.0165396j -3.68273e-05+0.0493655j 0.0020742-0.192622j 0.00189896-0.0458821j 0.00190241+0.0978658j -0.00778066+0.0535402j 0.000540496+0.287986j -0.00554168-0.102798j -0.00485581-0.0410907j -0.00278082+0.00744163j -0.001562+0.0361448j -0.000706882+0.0532623j -0.00324064-0.0629903j -0.00149466-0.0851667j -0.00600983+0.0277971j -0.0049685+0.00807104j 0.00559925+0.0129986j -0.00118413+0.0563117j -0.00391647-0.115787j -0.000962342+0.121739j 0.00163241+0.00673362j 0.00198394+0.0341712j -0.00378359-0.209529j 0.000557867+0.0934028j 0.00274377-0.0704948j 0.00487297+0.017718j 0.00787578+0.105112j 0.0048753-0.0516763j 0.00138235+0.0301151j -0.00642345+0.0914453j -0.00271544+0.020792j 0.00251991-0.0434694j 0.00524164+0.014854j 0.000715308-0.00442291j 0.00214173+0.0253614j 0.00375446+0.000228303j 
0.00138528-0.0128723j 0.000918243+0.00773377j 5.72667e-06+0.00483671j 0.00236104-0.0133251j 0.00144951+0.00966851j 0.00130024+0.0190858j -0.00014679-0.000951907j 0.00303523+0.0442054j -0.0027737+0.0645454j 0.000492575-0.0934367j 0.00167131+0.00859957j -0.000383948-0.0857886j -0.00058767+0.0104857j -0.00247492-0.0078221j -0.00189482+0.147362j 0.00679688+0.0494057j -7.63584e-05-0.0734115j -0.00531067+0.354312j 0.000490325-0.036824j -0.00381851-0.130648j -0.0008983+0.191514j -0.00601692-0.199061j -0.00313889-0.0377513j 0.000324104+0.0014951j -0.000149679+0.0677478j -0.000263137-0.060947j 1.04384e-06-0.0158756j -0.0041963-0.057332j 0.00274208-0.145216j 0.00162775-0.0838788j 0.00276359+0.0901143j 0.00361881+0.0502516j -0.000831234+0.000498406j -0.00190748-0.0361771j 0.00140216-0.07176j -0.00219144+0.0761568j -0.000301357+0.076222j -0.0023186-0.0137136j 0.000260275+0.0136915j -0.000282973-0.10119j 0.00241601-0.0724599j 0.00121544-0.0675987j -0.000222531+0.241187j 0.000498846-0.0664837j -0.00253893-0.0955243j 9.9388e-05+0.0339334j 0.00699225+0.0467713j -3.8465e-05+0.00417495j 0.00234081+0.00425692j 0.00399133-0.000682423j -0.00388408-0.0239195j -0.000510483+0.000483829j 
-0.000305803+0.00560001j 0.00108207-0.000495502j -9.43009e-06+0.0236916j -0.000909108-0.00222601j -0.000419399-0.0119103j -0.000431503-0.0541982j 0.00188062+0.015719j 0.000971944-0.00792462j 0.000372776-0.0216494j 0.00153749+0.00468302j -0.001991-0.0862169j -0.00175715+0.067165j -0.00196257+0.0721659j -0.0017756+0.103197j -0.00265534+0.149673j 0.000240656+0.0227589j 0.000143116+0.174152j 0.00183253+0.464985j -0.00109759-0.284421j -4.11874e-05-0.0900171j -0.0012133-0.174145j 0.00273563-0.0764557j -0.00214427-0.201413j 0.0011886-0.0129536j 7.19999e-06+0.0680161j 0.00115403+0.0126536j 0.000233838-0.101651j 0.00261124+0.0397092j -0.00133365-0.037463j 0.000273258-0.0440916j -0.000995016+0.0153062j 0.00156784-0.046034j 0.000909617+0.112118j -0.00336199+0.0601258j -0.000580266-0.121137j -0.00241156-0.0630462j 0.000902821-0.0236109j 0.00216544-9.27926e-05j -0.00183523-0.0283385j -0.00223967-0.182523j 0.0017548+0.155879j -0.000850139-0.0380547j 0.000630346+0.130226j 0.000432599+0.0764339j -0.000222543-0.11313j 0.000316947-0.0465001j 0.00031899+0.0229133j 0.0025599+0.0131292j 0.000569051-0.0383493j 0.000904249+0.00749334j 0.000264194-0.00198392j -0.00159511+0.0036038j 
-0.00070723-0.0211606j 0.00254116-0.013302j 0.00473613+0.00993862j 0.000607913-0.0542624j 0.0019229-0.0221104j 0.00228869-0.0178046j -0.000460467-0.0830551j 0.00468786+0.00174433j -0.000642975-0.00496932j 0.00457734-0.0478461j 0.00106686+0.00734617j -0.000563307+0.0316933j -0.00276405-0.0301574j 0.000196074-0.0450581j 0.00383635-0.151247j 0.00235627-0.149981j -0.00306987-0.263458j 0.00222203+0.0457476j 0.00689122+0.041676j -0.00269055-0.246168j -0.0041406+0.0632607j 0.00323198+0.0664034j 0.000409255+0.00703431j 0.00319665+0.078592j 0.00669683+0.0740596j -0.00406423-0.0118956j 0.00206205+0.0849403j -0.0030963+0.0966472j 0.00178902-0.0795691j 0.00247784+0.0400856j 0.00654884+0.114937j -0.00246485+0.0961832j -0.0013124-0.0412751j -0.00187637-0.127284j -0.00204556+0.0675948j -0.00107143+0.0666897j -0.00328655-0.0449448j -0.00446282-0.0335724j -0.00128197+0.0666052j -0.00406172-0.0977154j 0.00413263-0.0101299j 0.00685813-0.0390652j -0.0042391-0.0416192j 0.00168708-0.0152478j 0.00201912+0.0523442j -0.00169691+0.0999187j 0.0126675-0.0317642j -0.00867389+0.0397915j 0.00590381+0.0610629j 0.00299632+0.0255714j -0.00950823-0.0399526j 0.000475079+0.0321396j 
0.00242999+0.00889957j -0.000409562+0.0130801j 0.000183483-0.0198789j -0.00282454-0.00555337j -0.0032713+0.0100553j -0.000195729-0.0395131j 0.000693661-0.00257484j -0.00260578-0.0463954j -0.00213022-0.00752422j -5.16187e-05+0.0352989j -0.00169597+0.0435773j 0.000152638-0.00729662j -0.00163618-0.114556j 0.00239109+0.188257j 0.00305672-0.0460839j 0.00436958-0.0174984j 0.00162441+0.00203895j -0.00243069-0.0167805j -0.00164501-0.0431443j -0.00269525+0.0405462j -9.89602e-05-0.0372602j 0.00146364-0.118526j -0.00291374+0.00294884j 0.00172424-0.00954741j -8.93817e-05-0.00411523j -0.000342286+0.0206078j -0.00112214-0.0907915j -0.00152746+0.0258897j 0.00332393+0.00199934j 0.000376569+0.00664545j 0.00228731-0.0820936j -0.000899281-0.113235j -0.00383728-0.0305945j 0.000430977+0.0384034j 0.00653911-0.107264j 0.00376714-0.0379601j -0.00307825-0.100932j -0.00240577+0.0640906j 0.00299983+0.0764785j 0.0017459+0.137087j -0.0029576+0.00501806j -0.000244381+0.063231j -0.00566712-0.0126732j -0.00302786+0.0359994j -0.00165048+0.0458863j 0.00277953+0.0385378j 0.00494506-0.0258337j -0.000577933-0.128519j -0.000929859+0.0120944j 0.00162535+0.00511267j -0.00247512-0.0107344j -0.00108888+0.00367804j 
-0.00155579-0.00926164j -0.000524454-0.0121059j 0.000827951+0.0227221j 0.00486003+0.0221086j 0.00254224+0.00267097j -0.00272138+0.0794361j -0.00123552+0.014948j 0.00112582+0.0864384j -0.00199327+0.0200383j -0.00110678-0.0794633j 0.00560571-0.0400487j 0.00124609-0.0858664j 0.0028586+0.0578658j 0.000988892-0.21576j 0.0014714+0.184258j -0.0015071+0.204205j -0.00199377-0.0422481j 0.00252454+0.112662j -0.00152745+0.230942j -0.000119271-0.212492j 0.00236616+0.132603j -0.000160226-0.0062165j -0.00130971+0.0915738j -0.00395534-0.0553661j -0.00295592+0.0385359j 2.93277e-05-0.125346j -0.000528056+0.0431842j -0.00155952-0.0499558j 0.00165947+0.0187105j -0.00229865-0.071103j -0.00118141+0.0345815j -0.00363591+0.143235j -0.00197821+0.0037925j 0.00299593-0.0126904j 0.00324381+0.0308027j 0.00532559-0.0272228j 0.00243233+0.0849858j -0.000265316-0.0594587j 0.00280178-0.088646j 0.00584554-0.0935989j -0.00165068-0.000797611j 0.000931634-0.100786j 0.000328936+0.0240287j 0.00363819+0.022615j 0.000718626-0.0668218j -0.000871214-0.0131216j -0.00528026+0.040115j 0.000526759+0.044104j -0.00223206-0.023584j -0.00191999+0.00141587j 0.00332159+0.00866562j 0.000314539-0.0176151j 
0.00107963-0.00934565j -0.00140416+0.00299082j -0.00184253-0.0301736j 0.00193688+0.0289686j 0.00213526+0.0112496j 0.00306501+0.0491874j -0.00103434+0.0689523j -0.00229902+0.0537271j -0.0018005-0.00834324j -0.00397152+0.0414002j -0.00222146+0.143486j -0.00139136-0.00415729j -0.00704784+0.0432365j -0.000320388-0.10781j -0.00465854-0.0304025j 0.000118283-0.0630192j 0.0014858-0.135952j 0.00100961-0.0263124j 0.00477458-0.00412037j 0.000659396+0.142829j 0.000977565-0.160063j 0.00150271-0.00959792j 0.000114009+0.0221463j -0.00169853+0.116074j -0.00276546-0.0756736j 0.00245658-0.0228129j -0.000466689+0.0389108j -7.06977e-05-0.0152523j 0.00184427+0.0377363j 0.000664381-0.00873743j -0.00180495+0.029234j 0.00124425+0.098357j 0.00112172-0.0250136j -0.000857493-0.0316517j -0.00264911+0.0520749j -0.004123+0.00858651j 0.00102773+0.0896917j 0.00159665-0.0714141j -0.000599929-0.0338075j -0.000576927+0.0101705j 0.000718644-0.0618348j -0.00110982+0.0507273j 5.25342e-05+0.0748716j 0.000282876-0.0478941j 0.00182986-0.0321595j -0.00143495-0.00793242j -0.00211152-0.00538492j -0.000732414+0.0468717j 0.00206642+0.0240239j -0.000259624-0.0109878j 0.00168622-0.00357049j 0.000216864-0.0162609j 
0.00279057+0.0185593j -0.00203791+0.00286866j 0.000196336+0.0139064j 0.00172352+0.00384442j -0.00224067+0.000810049j 0.000428266-0.0234989j 4.14256e-05-0.0171341j -0.00319399-0.0257028j -0.0039923-0.0491898j -0.00392203+0.0923139j 0.000502534-0.0407626j -0.000307115-0.007962j -0.00367189-0.118926j 0.00515867+0.156059j 0.00329885+0.0312492j 0.00124522+0.17349j -0.000666385+0.173461j 7.57635e-05+0.121875j 0.000958279-0.0216528j -0.00311404-0.0345081j 0.00100187+0.0805534j -0.000388687-0.0775812j -0.00243605-0.0227165j -0.00347967-0.082346j 0.00062086+0.077732j 0.0007646-0.0742397j -0.00427407-0.0824437j -0.00310753+0.00703427j 0.000570912+0.0716845j 0.000408408-0.083103j 0.000825025-0.141051j 0.000383268-0.116047j -0.000574602+0.0491182j 0.00118663+0.0745839j 0.000566064-0.0814588j -0.00151136-0.0434815j -0.00283672-0.050567j 0.00331324+0.0531517j 0.00201788-0.020095j 0.000624474+0.130301j 0.00184618+0.0622582j -0.000603989+0.141458j -0.000599793-0.0359997j 8.99608e-05+0.0184621j -0.000680664+0.0211538j -0.000492499-0.00693092j -0.000182096-0.0168359j -0.00278193-0.187039j -0.00216756+0.0208787j -0.00224078+0.00296627j 0.00262109+0.0076274j -0.00158532-0.0257416j 
-0.00105672+0.0202941j 0.000787579+0.0215154j -0.00343327+0.011071j -0.0020229+0.0321634j -0.00325306+0.0132081j 0.000225058+0.0312514j 0.00205183+0.0307171j 0.00278379+0.0129992j -0.000662884+0.056901j 0.00436941-0.070711j 0.000839982+0.00648983j 5.10847e-05-0.0530106j 0.004545-0.0648472j -0.00233935+0.0244591j 0.00149843-0.229259j -0.00131568+0.0393251j -0.00309478+0.120871j 0.00197607+0.0729456j -0.00147154+0.0844594j -0.00434304-0.0938615j -0.00114199+0.0560216j -0.0014312-0.119871j -0.000677997+0.0419891j -0.00149801-0.0615564j -0.00366094+0.0213253j -0.00105645+0.104582j 0.000367293+0.00199359j 0.00151707+0.128129j -0.000856526-0.0986842j -0.000594327+0.0514618j -0.00334432-0.0253626j -0.00511149-0.0390679j -0.00168723-0.0160825j 0.00175727-0.000384057j 0.00540068-0.074358j 4.7847e-05+0.160211j 0.00123218+0.00984198j 0.00145639+0.0311666j 0.00391311-0.0140947j 0.00152062+0.0294243j 0.00143484-0.032686j 0.0057252-0.0999113j 0.000848289-0.0367255j 0.00465058-0.0144204j -0.000455658+0.0226054j -0.00216521-0.0344428j 0.00249674+0.0730593j 0.00368636+0.00215886j 0.000210027-0.0208198j 0.00163024-0.0354592j -0.000677795+0.0163777j 0.000170597+0.0149352j 
-0.000169007+0.0263278j 0.00117797+0.0250593j -0.00591536-0.0422589j -0.0080177+0.0123986j -0.00421505+0.0146577j 0.0033454-0.035854j 0.00688314-0.014333j -0.00038098-0.0229155j -0.00206577+0.0764362j 0.00292233-0.0389078j -0.00334091+0.118732j 6.89126e-05-0.0618486j -0.00328369+0.0828551j 0.00175308+0.129578j -0.00137017-0.0642439j -0.00275689-0.0617846j -0.00157253-0.0552937j -0.00117028+0.0163165j -0.000175798+0.104225j 0.00212504+0.0339532j 0.00354649+0.110049j 0.000586405-0.0769683j -0.0033445+0.0272019j 0.00194877-0.038013j -0.00177893+0.101969j -0.000668783+0.164139j 0.00174321+0.0502688j 0.0024984+0.0429696j -0.00296762-0.166948j 0.00221181+0.0709622j -0.00409297+0.000374779j 0.00382823-0.0929137j -0.00268985-0.0802223j -0.00351975+0.0361102j 0.000441739-0.0766536j -0.00438065+0.119118j 0.0022662+0.0442765j -0.00501393+0.0575309j -0.000888208+0.106903j -0.000513698+0.110335j -0.000624924-0.0423704j 0.00265025-0.103426j -0.00135591+0.0316069j 0.00141094-0.087114j -0.00113198+0.0534245j -0.00185533-0.0492225j 0.00432319+0.0849542j 0.00726079+0.0383456j 0.00495724-0.0175972j 0.00494286-0.0263568j -0.00319927+0.00577603j 0.000355851+0.034531j 
