0.0224727-0.00120768j -0.015043-0.00966578j 0.0193677-0.00119157j 0.0199384+0.0172776j -0.00640563-0.0041474j -0.00122918-0.0265073j 0.00834229-0.0235091j 0.00062001-0.073565j 0.000425003-0.0528752j -0.0140509-0.174965j -0.0125429+0.0577128j 0.00233499-0.0233719j 0.00816662+0.0438189j 0.0028327+0.129909j 0.000649868-0.0485006j 0.00968095+0.0957992j -0.00363797-0.0382967j -0.000757677+0.23068j 0.00247325+0.0702263j 0.0038236+0.00711325j 0.00360296-0.0122752j -0.00657604+0.118343j 0.00175937-0.049239j -0.00537602+0.0476897j 0.00443422-0.00782397j -0.0041611+0.143324j -0.00325523+0.020765j 0.00830251+0.0386782j -0.000474264-0.097437j 0.00412364-0.0463131j -0.00199455+0.0363637j -0.000855519-0.00259967j 0.00796969-0.0915317j 0.00135884-0.0673078j -0.000606702+0.00949131j -0.000702599-0.0239067j -0.00347379-0.103618j -0.00514151+0.0869978j 0.00156791+0.178484j 0.00167664-0.0346871j -0.0107218-0.025748j -0.00843777-0.055763j -0.0016675+0.0525098j 0.000945333-0.0498884j -0.00662314+0.0157598j -0.000435278+0.104371j 0.000405213+0.0496014j -0.00236079+0.0203167j -0.000258681+0.173475j 0.00884349-0.076704j 0.00174315+0.383458j -0.00153169+0.241977j -0.0028885-0.134945j -0.00518634+0.0854577j 0.00106696-0.064032j 0.00592728+0.102495j 0.0049893+0.198598j -0.00349513-0.0211048j 0.00182015-0.00817055j -0.00111752-0.0953521j 0.00880473-0.052442j -0.00146394-0.0635056j -0.00226341+0.00817061j 0.00144947-0.0320025j -5.01529e-05+0.00905997j 0.000358963+0.0701517j -0.0034646+0.0120009j -0.00140369+0.0101201j 0.0039265+0.00200806j 0.000500357+0.0153592j -0.00886029-0.00907156j 0.00304658-0.00262526j 0.00373699-0.0168057j -0.00539787-0.0359108j -0.00665094+0.0349518j -0.0052088-0.0184544j -0.00165637+0.019911j 0.00245251-0.0144803j 0.0025436+0.0204369j 0.00644285+0.0419886j -0.000958186+0.0324534j 0.00806325+0.0643593j 0.00343532-0.0439025j -0.00152781+0.0202801j 0.00381282-0.0188102j 0.00193037-0.00347237j 0.00427127+0.0418165j -0.00173337-0.0039937j 0.000733951-0.00696774j -0.000293304+0.00691136j 0.00170703-0.00997055j -0.000528523+0.00988177j 
-0.0173733+0.0472358j 0.0409645+0.00828901j -0.0267721+0.00554741j -0.0282562-0.0581481j 0.00629364-0.0626535j -0.0150025-0.00327986j -0.0206256+0.0485901j -0.00245101-0.0530581j 0.00552996-0.0511765j 0.00567682-0.0507402j 0.00990384-0.0328237j 0.00597114+0.0688238j -0.0132074+0.102107j 0.004623-0.0797557j -0.000636845-0.0588279j -0.00307534-0.109821j 0.00243213-0.157964j 0.00995697+0.0660892j -6.73845e-05-0.0870766j 0.00355782-0.00742861j -0.00440573+0.0182829j 0.00496363+0.0977085j 0.00357004+0.0747422j 0.000308453+0.0224301j -0.0014518+0.105825j -0.000816461+0.182679j -0.000994593+0.0669789j -0.00491629+0.0875637j -0.0022474-0.0473658j 0.00708109-0.135383j -0.00403895+0.0292146j 0.0124901+0.0952795j -0.00166307+0.185345j -0.00317978-0.0774305j -0.00482116-0.0736458j -0.00483146-0.0485973j 0.00208027-0.0693224j 0.00155661+0.0700932j 0.00182891+0.0748306j 0.000197308-0.106038j 0.00292963+0.114562j 0.00452841-0.00142586j 2.51179e-05+0.000447282j 0.000822912+0.0260195j -0.00385996-0.0974384j -0.000497292+0.0948765j -0.00291477-0.0797442j 0.00549048+0.101227j 0.0050886+0.0511818j -0.00481018+0.0239856j -0.00505626+0.211878j 0.00325736+0.10277j 0.00818673-0.0791723j 0.00133283+0.109247j 0.00184509+0.0607796j -0.00680954+0.0216711j 0.00352477+0.0876865j 0.00313506+0.0109069j -0.00931012-0.0169116j 0.00642929-0.165712j -0.00816616-0.0808879j 0.000914698-0.0602966j 0.00539491+0.0462102j -0.01041-0.00153791j 0.00284059-0.0589458j -0.00200668+0.0272309j 0.0054459-0.00855594j -0.00146664+0.0571936j -0.00181265+0.0821035j -0.00135874-0.0272966j 0.00148003+0.0203453j -0.00335623+0.00837301j -0.00129789-0.0534928j 0.00171353+0.0191309j -0.00579249-0.00936785j 0.00632314+0.0459012j -0.00319793-0.00574047j -0.0106617+0.00121004j 0.00184053-0.0410095j 0.00306231+0.0097595j -0.00547538-0.00596393j 0.00278786+0.032121j 0.000385256-0.0426224j -0.00486646-0.0154827j -0.00651799-0.0276805j -0.00922931-0.0070963j 0.00149181-0.017378j -0.00882667-0.0303288j 0.000375555+0.0162119j 0.00833396+0.00178038j -0.0106992+0.00742078j -0.0124972-0.0311272j 
-0.00694485+0.00322901j -0.000514234+0.00127302j -0.00662178-0.0110411j 0.00357149-0.00925951j 0.00261057+0.0489578j -0.00476112+0.0520793j 0.00707423-0.000545547j -0.00426635-0.0429096j -0.00432143+0.0738614j 0.0024733+0.0876095j 0.000859245+0.0466431j -0.00284156-0.00936516j -0.0011118+0.00516416j -0.00165561+0.0347011j 0.000416585+0.02472j -0.00222909+0.0528898j -0.00287138+0.0483427j 0.00153598+0.0396761j 0.0045621+0.0409094j -0.00395491-0.0474597j -0.00094975+0.201536j -0.00156944+0.0397j 0.000107117+0.00709116j 0.00362228-0.0162489j -0.00143901-0.053192j -0.00209168-0.00768049j 8.61175e-05+0.0281464j -0.00386194-0.0698229j -6.15406e-05+0.123887j -0.000887663-0.0142122j 0.00340293-0.0286017j -0.00258563+0.0336171j 0.000505879+0.112769j 0.00224011-0.0495945j -0.00135709-0.0490097j -0.00272803+0.0470109j 2.97688e-05-0.0537515j 0.000812346-0.133278j -0.00584156+0.212747j -0.00470343+0.051272j -0.00215424+0.0377448j 0.00312853+0.0639629j -0.00520749+0.0534728j 0.00435165+0.176542j -0.00282046+0.179641j -0.00118196+0.0942333j 0.00733379-0.0254573j -0.00243098-0.436965j -0.000741297+0.395303j -0.000998254+0.329467j 0.00295769-0.0998803j -0.000495262+0.129119j -0.00642489-0.000456289j 0.00491763+0.201223j 0.00150277-0.177188j 0.00148396-0.185409j -0.00579834-0.0382781j 0.00145794-0.0378347j 0.00301597-0.00183667j 0.00112788-0.0440574j -0.000440669-0.0484316j 0.00819509+0.0460797j 0.00257764-0.0113694j -0.00705425+0.0176456j 0.00372934-0.0500993j 0.00546175+0.0104223j -0.00243861+0.0566787j -0.00142896-0.00708038j 0.00142288-0.0391973j 0.00420898+0.00900138j 0.000572501-0.0222444j 0.00897748+0.0902994j -0.000967389-0.0221246j -0.000651414-0.00566891j 0.00044899-0.00543717j 3.6287e-05+0.0349738j 0.004318+0.0671955j 0.00871834+0.00176801j -0.00655689-0.0325109j 0.00037645-0.0252682j 0.00119942-0.0547193j -0.0107506-0.00244471j 0.00150527+0.0239514j -0.000929676-0.0046252j -0.00463584-0.0366555j -0.0053369-0.022638j 0.00212362-0.0317689j 0.00317804-0.00559032j -0.00415002-0.0146347j -0.00284024-0.00496857j 0.00179589+0.000285502j 0.000989325-0.00388122j 
0.0120718-0.0209443j -0.00309291-0.00777984j -0.00428604-0.00920505j -0.0250238-0.011195j -0.00444113+0.0623627j 0.0166684+0.0714059j -0.00271018+0.0805162j -0.0153118-0.0473057j 0.00709231+0.119527j 0.00546646-0.0107529j -0.00163448-0.0151134j -0.00546283-0.0251134j -0.00793857+0.0784742j -0.00633503-0.0823792j -0.00971101-0.0881769j -0.0052185+0.0300007j 0.00306178-0.156327j -0.000720451-0.145398j 0.00978915-0.175489j -0.000559301-0.0580717j -0.00464923-0.153715j 0.00144693-0.00992194j -0.00139575+0.0575358j -0.00400414+0.124355j -0.00407784-0.117479j 0.00642353+0.0080188j -0.00354499-0.0524917j -0.00326254-0.169284j 0.00108237+0.0432029j -0.00216437-0.0564477j 0.0054832-0.197757j 0.00331883+0.0286445j 0.0015982+0.00219116j 0.00445342+0.0314661j 0.000244335-0.135252j 0.00266566+0.0959659j -0.0026951-0.0761369j -0.00298557+0.0285056j 0.0032105+0.0819065j 0.00558786-0.0257553j 0.00425907-0.00185537j 0.00575278-0.0101189j -0.00101391-0.14887j -0.000993728+0.0556814j -0.0011257+0.221039j 0.000184438+0.173596j -0.00306514+0.140316j 0.000494318+0.0959985j -0.000554621+0.0130422j -0.00397497+0.033915j 0.00052366+0.2691j 0.000963236+0.0397516j 0.000477394+0.0261162j 0.00124878-0.165537j 0.00221235-0.139265j -0.00184904-0.0759678j 0.0034323+0.0331538j 0.000200908-0.139364j -0.00460695-0.0414057j 0.0108243+0.209217j -0.00206014+0.0366872j 0.00287354+0.0625257j 0.00241585-0.0848642j -0.00355457+0.0298792j -0.00326696+0.0869231j 0.00180422-0.00888253j -0.00236371+0.000930445j 0.000155343+0.0443053j -0.00447625+0.0881067j -0.00155638-0.0444695j 0.00163612-0.0138323j -0.0007067+0.0691522j -0.000564958-0.0314872j -0.000690573-0.0137561j 0.000998418+0.0419313j 0.00656155+0.019878j 0.000395183-0.026972j -0.00381561-0.0675184j 0.00229214+0.0400045j 0.000955708+0.0331641j 0.00204879+0.00914114j -0.000849302-0.0697632j 0.00398043+0.0156035j -0.00214085+0.0434479j -0.0023657+0.028793j 3.6051e-05-0.00202566j -0.0082549-0.0295842j -0.00567389+0.0275214j -0.00122326-0.00447851j 0.000849148-0.042846j 0.000893845+0.00689092j 0.00242878+0.00435036j 
0.0266449+0.0112204j 0.0154726-0.0141137j 0.0286214+0.0309122j -0.00249855-0.0293032j 0.0188231-0.0801272j 0.0109777+0.0087229j 0.00995738-0.0621423j 0.0164572-0.001534j -0.00421665-0.100421j -0.0165264+0.0319097j -0.00646975-0.00148913j -0.00100048+0.0892584j -0.00141488+0.0356876j -0.0103463-0.0860695j 0.00157333+0.105864j -0.00565497+0.0816295j -0.00350544-0.169012j 0.00230812-0.0241004j 0.000124521+0.133327j -0.00406342-0.0669729j 0.00531421-0.0208515j -0.00306375+0.000720794j 0.00174658-0.0975941j 0.0114202-0.150385j 0.00242484-0.107936j -0.00171331-0.0118703j -0.0047445+0.0347124j -0.000339448-0.00499674j 0.000914226+0.0285271j -0.000309618-0.0118817j 0.00923406+0.249087j -0.00962289+0.158257j -0.00352806+0.0117156j 0.00718514+0.0650403j 0.00220687+0.195958j -0.00343766-0.198597j -0.00228166+0.065396j 0.00234601+0.0974018j -0.00322441-0.0617439j 0.000792124+0.157675j -0.00396367-0.118689j 0.000889211+0.141516j -0.00462197-0.075145j -0.00440789+0.0437824j 0.000978048+0.0364424j 0.00313172+0.294874j 0.000412859-0.0346863j -1.87727e-05-0.0249762j -0.000216053+0.0576057j 0.00180853+0.0832977j 0.00244283+0.0238612j 0.00123686-0.146466j 0.00244114+0.0565891j 0.00582374-0.111832j -0.00058895+0.00236453j -0.00210759-0.0611759j -0.00868558-0.0530193j -0.00789774+0.0473558j 0.00154748-0.071062j -0.00338623-0.0325858j 0.00280236-0.0792229j 0.00668408-0.133359j 0.0130458-0.0247299j -0.00383949+0.0436981j 0.000993077-0.00153324j 0.00294235-0.0344132j -0.00264131+0.0663793j 0.00121391-0.0310488j 0.00469102+0.0854868j 0.00644983+0.113435j 0.00305131+0.0741167j -7.02578e-05+0.0604488j 0.00797899-0.031328j 0.00347169-0.00245042j 0.012053+0.0325873j -0.000827686+0.0828101j -0.000147407-0.0130829j 0.0130735-0.00482106j 0.00227119+0.0389488j 0.00515939-0.0371971j -0.000707705-0.0143601j 0.00483863+0.0233399j 0.00644422+0.0480954j 0.0073485+0.0156192j -0.00165487-0.0109123j 0.00187134+0.012535j -0.00604496-0.029534j -0.00110185+0.0152616j 0.00852576+0.0386607j -0.00423212+0.00119665j 0.00297064+0.0190045j -0.00555855+0.0020574j 
0.0239614+0.042369j 0.0460027-0.0560491j 0.0100778+0.0324893j -0.0216375+0.043052j 0.0310097+0.0147026j -0.0101344-0.0178276j -0.00315862-0.00212996j -0.00193526-0.0659346j 0.000697117+0.0222385j -0.0151791+0.047471j -0.00145309+0.089955j -0.00645188-0.105241j 0.000654106-0.114206j 0.00481155+0.0758574j 0.00495123-0.0187339j -0.00488714+0.0210732j -0.00807461+0.149163j 0.00144905-0.0123718j -0.000186297-0.00982294j 0.00405238+0.147804j -0.000910824+0.211889j -0.0104-0.0702823j 0.00556007+0.00293967j -0.00369359+0.0301888j -0.000614505-0.0710671j 0.000484566-0.0682034j 0.00221737-0.0203116j 0.00418312-0.081646j -0.000176497-0.0558408j 0.000561129-0.0315652j -0.000477755-0.0963463j -0.00596481-0.0910579j 0.00333786-0.102676j -0.00344118+0.0892694j 0.00184553-0.0215255j 0.00534656+0.108691j 0.00203162-0.0642777j -0.00179927-0.1814j 0.00790516-0.0222997j 0.0015945-0.0685555j -0.00163492-0.0623831j 0.00234924+0.0301312j 0.00172342-0.0407401j -0.00461843-0.101637j 0.000974275+0.078901j 0.00159067-0.179448j -0.00698572+0.00639292j -0.00204292+0.104368j -0.00146222+0.0921037j -0.00406437-0.0157855j 0.00140785+0.0249628j -0.000717555-0.0143689j 0.00836793-0.129475j 0.00044552-0.136006j 0.0028102-0.0700076j -0.00152535-0.0784476j -0.00306421-0.00591583j -0.0111955+0.0526604j -0.00271659+0.0228289j 0.000592546-0.0170036j 0.00444445+0.0464002j -0.00810754+0.101683j -0.001148+0.115556j 0.0031132+0.00850883j 0.00371156+0.0513868j -0.00686221-0.0635355j 0.0111864+0.0744493j 0.000603969-0.0346741j 0.000814512-0.0969266j -0.00488359+0.00602526j 5.56194e-05-0.0436564j -0.00635242-0.0614675j -0.00535842+0.0136483j -0.00704672-0.0392554j -0.00145617-0.0565299j 0.00317077-0.00632595j 0.00910666+0.00580043j -0.00663252+0.0203686j 0.000349457-0.0493677j 0.00401266+0.0381723j 0.000245669+0.0368423j 0.00512669+0.0223341j -0.00347025+0.00404397j -0.00391405+0.00800358j 0.00468154+0.0191967j -0.00923522-0.0552681j 0.00356392-0.0536134j -0.00151894+0.0148932j -2.99199e-06+0.00712567j -0.00612478+0.0261593j 0.001178+0.0175224j -0.00428757-0.00383678j 
0.000157114-0.00585377j -0.00663058+0.00245869j 0.00345719-0.0101803j 0.00781525+0.0017393j -0.00209189+0.0183427j -0.00249592+0.0135553j -0.00583161+0.0145936j 0.00932899-0.00578582j 0.00236944-0.00118479j 0.00517325-0.0141438j 0.00145558+0.00790312j -0.00211906-0.0105983j 0.00463889+0.00327604j 0.00141145+0.00723216j -0.0030512-0.00203578j -0.00168192+0.0293578j -0.00443233-0.0139734j -0.0059525+0.0420818j -0.00385819-0.0151575j -0.00336407+0.00341547j 0.000600102-0.0244385j -0.00310499+0.0338988j 0.000179893+0.00470458j -0.000644916-0.00941373j -0.00442354+0.0439934j 0.00955111-0.00144559j 0.00107551-0.00692446j 0.00247736+0.00520267j 2.39988e-05+0.0284031j -0.00369602-0.0131504j -0.00213686-0.011749j -0.00696153+0.027732j -0.00245689-0.000561544j -0.012184+0.011694j 0.00686588-0.00612369j -0.00345442-0.0261543j -0.00732379+0.0447308j 0.00436813-0.0607419j 0.00926234-0.0431932j 0.0020145+0.0339246j 0.011296+0.0189858j 0.0138591+0.0259372j 0.00118302+0.0160848j -0.00275657-0.0077279j 0.00730633-0.0118036j -0.00181365+0.0689851j -0.00158073+0.00214611j -0.00173249-0.000178613j -0.00180143+0.00152581j -0.0151638+0.0186118j 0.00785229+0.085776j -0.00456233+0.0588832j -0.0137208-0.0185096j 0.00652617+0.0284047j 0.0064859-0.0169301j -0.0043408+0.019893j -0.011069+0.0498938j -0.00278224-0.0237788j -0.00086451-0.0134351j -0.00605519-0.0184532j 0.024839-0.0148813j 0.00671643-0.0077406j -0.0287307-0.0140783j -0.00349116-0.00225645j -0.00141032+0.0101022j -0.00840461+0.0118443j 0.0187626-0.00249062j 0.00892975+0.00915192j -0.016747+0.0179466j -0.00224337-0.00866275j 0.0394895+0.00640815j -0.00815236+0.00715308j -0.0181742-0.0120926j 0.00698918-0.000708706j 0.0121271+0.0210475j 0.00567395+0.00237604j 0.0441332+0.010377j -0.00728487-0.00839961j -0.00207118+0.00182017j -3.05103e-05-0.000343515j 0.00403405+0.0110481j 0.00747595+0.0103696j -0.0152656-0.0104577j 0.0159131+0.00106484j -0.00891269-0.0142782j -0.000437935+0.00497025j -0.00184845+0.00741684j 0.00254796-0.00271099j -0.00206316-0.00532302j 0.00140205-0.00312062j -0.000755561-0.0026063j -0.000440068-0.000506516j 
-0.00677949+0.00684418j -0.00204696+0.0126031j 0.00470469-4.01028e-05j 0.000778202-0.0257356j -0.0022164-0.0099865j -0.000198496+0.0402172j 0.005361-0.0106384j 0.00283278-0.0510851j -0.0013806-0.0315193j 0.000484899+0.0838126j 0.00156031-0.00371404j 0.000637582-0.0140843j -0.000533278-0.0244613j -0.00393118-0.0893205j 0.00243806-0.017074j 0.00112685+0.139398j 0.00125866-0.0611476j -0.000477163+0.0113592j -0.000930723-0.077202j -0.00233146+0.0011714j -0.000183723+0.0925674j 0.00225129-0.143364j -0.000887785-0.0811789j 0.00384811-0.103813j -0.000986156-0.00298949j -0.00130131+0.0882216j -0.000624732+0.0316951j 9.00752e-05-0.0470798j 0.000383995+0.0182957j -3.5693e-05+0.0136867j 0.00254157+0.0496653j 0.000864217+0.0872191j -0.000190611+0.085431j 0.000523749+0.0454403j 0.0019873-0.131096j 0.000924091+0.0382328j 0.000430124+0.116312j 0.00294657-0.00681014j -0.00138164+0.0858633j 0.0023271+0.0986533j 0.000525595+0.0582538j 0.00256724-0.171686j -0.00144347+0.0809638j 0.00233458-0.604497j -0.000867775-0.139983j 0.00107397+0.017378j 0.00453086+0.460855j 0.00138213+0.0348485j -0.000850114+0.133843j -0.000561617+0.0315906j 0.000100319+0.0796268j 0.00149481-0.0476573j -0.00354496+0.0672498j 0.00175521+0.0526382j 0.00125744+0.0861674j -0.00354847-0.0861985j -0.00146478-0.0617593j 0.00126994+0.00465438j -2.66136e-05+0.0442504j 0.000961803-0.0196318j 0.00150505-0.048346j 0.0102864+0.0586902j 0.00829561-0.00137318j -0.00903473-0.0714205j 0.000502735-0.00508727j 0.00476129-0.00102883j -0.00445781-0.0211652j 0.0016296-0.0422276j -0.00183618-0.0323107j 0.00233126-0.0688574j 0.00578995+0.0234785j 0.00338472-0.0811906j -0.00248354-0.0482066j 0.00245265+0.00328561j 0.00511417-0.0326241j 0.00196387-0.0201975j 0.00241473+0.011341j 0.00342836+0.016465j -0.000359268-0.0493478j 0.00141914-0.0236527j -0.000564288+0.0280655j -0.00235541-0.0318638j 0.0034459-0.000965015j 0.0036143-0.00788665j -0.00160714-0.0305231j 0.00291726-0.00972583j 0.00181299-0.00795901j 0.00352938+0.0119494j -0.00144713-0.00349989j -0.00463051-0.00673492j 0.00290847-0.000556697j 0.00303416-0.00116759j 
-0.0110669+0.0204181j -0.000388258+0.011184j -0.0135139+0.0315908j 0.00495634-0.0156159j -0.00395665-0.0182868j -0.0122182-0.0244642j -0.00438101-0.0566863j 0.00030689+0.0170736j 0.000771497-0.0456595j 0.006295-0.00536874j 0.00456262+0.0428412j -0.00267247-0.038749j 0.000799786-0.0689008j 0.00148324+0.0455039j -0.00147289-0.0702051j 0.00221364-0.1759j -0.00299569-0.161032j 0.0031481-0.086328j 0.00206909+0.177196j -0.00161143+0.0944486j -0.000388305+0.00581412j -0.00169204-0.0538268j 0.00167318+0.0631414j -0.00199816-0.0196916j 0.000924235+0.088608j -0.000150471-0.127948j 0.00154559-0.0100252j 0.00192994-0.00334785j 0.0032727-0.0366915j -0.000255114+0.0880591j -0.00409642-0.0789226j 0.00446545+0.0873038j -0.00018884-0.101745j 0.00182943+0.0704784j 0.000417834+0.112113j 0.000799165-0.0304454j 0.00136305+0.231787j -0.000507066-0.290431j 0.00340496+0.157941j 0.00140752+0.0481687j 0.00158316-0.206772j 0.00215819+0.0067717j 0.00155724+0.207949j 0.000845197+0.000140158j -0.000312544+0.225822j -0.00300895+0.290043j 0.00223001+0.177601j -1.36835e-05+0.284029j 0.000106864-0.0967356j -0.000276328-0.0219389j -0.00198742-0.0182775j -0.000737995+0.097632j -0.00153311-0.15233j -0.00207827+0.130642j 0.00294424-0.061343j 0.000512329-0.0218485j 0.00326569-0.0709898j 0.00124243+0.125438j -0.00424067-0.0116236j 0.00088434+0.00704454j -0.00534211+0.118922j 0.00226425-0.0299095j -0.000594424-0.0574119j -0.00758665+0.0977286j 0.00164835-0.0202817j -0.000981929-0.0782193j 0.00106198-0.0228787j 0.00194913-0.00439746j -0.00364387+0.0248536j -0.00555935+0.115729j -0.00264879-0.0655287j 0.000887368+0.108054j -0.000994522-0.0204848j 4.14767e-05+0.0124735j 0.00046665-0.0588942j 0.0121423+0.0856657j -0.00421645-0.0332093j -0.00772073-0.0137637j 0.00421723+0.0247898j 0.00198513+0.0446214j -0.00826212-0.0534797j 0.00256704+0.027273j 0.00676234-0.00320996j -0.00096723-0.00373742j -0.00124295+0.0237837j -0.00304558+0.000196579j -0.00510911-0.00628936j -0.00306235-0.0252356j -0.00492402-0.0172405j -0.000839465+0.00047802j -0.00216076-0.0102492j -0.00374079-0.0134227j 
-0.0196923+0.0277159j 0.00753171+0.00839087j 0.0179079+0.0108312j -0.00822131+0.026092j 0.0013889-0.0509696j -0.0102924+0.0515218j 0.0128695+0.0495109j -0.0123276-0.0601432j 0.00133396-0.000430559j 0.00202777+0.0528266j 0.000409764+0.0206195j -0.00150952-0.0784578j 0.00140634-0.00240058j 0.00474666+0.304603j 0.00844872-0.135799j 0.0036073+0.0970391j -0.00207859-0.0145659j -0.00579925-0.107197j -0.00653156+0.0592098j -0.000625644+0.128413j -0.00324673-0.042696j 0.00206715-0.0269823j -0.0012983+0.103002j -0.00592951+0.0186868j -0.00609802+0.0523583j -0.00130219+0.16412j 0.00416563-0.000744461j -0.000888623+0.0369698j 0.00297782+0.0143453j 0.00219998+0.0117868j -0.000164863+0.086449j -0.00319269+0.0408527j 0.00228403-0.0393059j -0.00399782-0.0290454j -0.00059112-0.0213346j 0.000457799-0.0186786j 0.00379008-0.0629536j 0.00358197+0.124324j -0.00311696+0.0437751j 0.00183066+0.221581j 0.000682953+0.0626988j -0.00539008-0.0180826j 0.00211329-0.0209121j 0.0033591+0.218749j -0.000943618+0.0177478j 0.00160304+0.00759141j 0.00407406-0.0328785j 0.00158275+0.207198j -0.00196477-0.147574j -0.00219747+0.111555j -0.00614517+0.120633j 0.00683757+0.0297942j 0.00321577+0.120101j -0.00436014+0.0793092j -0.00748524+0.0538362j -0.0036568-0.0386397j 0.00561889-0.167429j -0.00063266-0.106096j 0.000157435+0.0251132j -0.00496634-0.126522j 0.00315701-0.0577288j -0.00402096-0.021492j 0.00453603-0.0382986j 0.00699377-0.0838761j -0.00071441+0.0146933j 0.000349254-0.012268j 0.0045526+0.00552726j 0.00330238-0.0370335j 0.00235156-0.0783313j -0.00324174+0.0161787j 0.00222724-0.0863852j -0.00630583-0.0297996j -0.00290283+0.0265025j -0.00387302+0.0254136j -0.0041236-0.0512671j 0.00108645+0.0238764j 0.000784745-0.00743706j -0.00700244-0.00713652j 0.00215254-0.0348399j 0.00534061-0.0358453j -0.000340924+0.0340454j -0.00485353-0.036287j 0.00738938+0.0257292j 0.00254007-0.0141211j 0.00857812-0.0312531j 0.00946571+0.00280885j 0.0171908+0.000688838j 0.004985+0.0417892j -0.00902941+0.00299895j -0.0196159-0.0294806j 0.0067478-0.00949819j 0.018178+0.0105451j 
0.0199907-0.0066387j -0.00894028-0.0408256j -0.00576815+0.0196974j 0.00787501-0.000365141j 0.00335917+0.0446489j 0.0120241+0.0243866j -5.83501e-05-0.070787j 0.00741581-0.114726j -0.00480288-0.0224821j -0.00229544+0.025247j -0.00525378+0.0160392j 0.00321962+0.0281777j -0.00213911-0.0871076j -0.00207788+0.0816257j -0.00248846-0.151649j -0.0029623+0.173205j 0.00362631+0.0821341j 0.000709632-0.0260794j 0.00318014+0.0268255j 0.00125336-0.0327655j 0.00511664+0.0621175j 0.000689166+0.0383718j 0.000403762+0.0602839j 0.00302866-0.0383785j 0.00339865+0.158325j 0.00332576+0.121951j 0.000241145+0.0750093j -0.00161205+0.0814974j -0.00227416+0.0947659j -0.000546517-0.0629076j -0.00274656-0.190136j 0.00336805+0.142668j -0.0041503+0.0904637j 0.000647878+0.19477j -0.00190185-0.0634298j 0.000667626-0.00550492j 0.00250944-0.082387j -0.000975845-0.096463j 0.00126915-0.310743j -0.00329352+0.215157j -0.00382483+0.040422j -0.00206357+0.203622j -0.000750589+0.320199j -0.00302737+0.0859694j -0.000674147+0.0467058j 0.00105746-0.0384127j -0.00591551+0.0573798j 0.00223912+0.0629805j 0.00201782-0.158229j 0.0057172+0.123416j 0.000372834+0.128132j -0.00120974-0.0505648j 0.0051029+0.1563j -0.00281671+0.0682428j 0.000775515-0.00637466j -0.000382808+0.0388893j 0.00291405-0.0528514j 0.00112153-0.0301075j -0.00177953+0.0258315j 0.00116295-0.108299j -0.00259061+0.0300685j -0.00299216+0.0777158j -0.00390249+0.029461j 0.00256141-0.0210801j -0.00226823+0.0386281j -0.00113763+0.0554408j -0.00363381+0.0408392j -0.000400826+0.0843816j -0.000617232+0.0374618j -0.00184642-0.0859767j -0.00617023-7.40948e-05j -0.00127046-0.0563179j 0.00563846-0.0115197j 0.00193777-0.019372j -0.00231446-0.0170276j -0.00462491-0.0540296j -0.00851063+0.0107828j -0.00134509+0.00630767j 0.00414131+0.0177942j -0.0056767-0.0392917j -0.000724624+0.0324734j 0.006034-0.0380689j -0.000150818+0.0062067j -0.00152517-0.0104047j -0.00594409-0.0391923j -0.00395559-0.0469321j -0.00778662-0.0108359j 0.000972997+0.00114179j 0.00759427+0.00273666j 0.0139917+0.0168771j 0.000934988+0.0168219j -0.00969976-0.00540145j 
